Hybridization REF	TCGA-AA-A00A-01A-01R-A002-07
LOC126520	0.3155
MAGEB1	-0.6945
LCE2A	0.477
C18orf34	0.4375
FMNL2	0.272375
KRT85	0.93225
CRYGA	0.494
GEM	-0.164
THAP6	0.4883
ALKBH3	-0.255333333333333
TM6SF2	0.018
C20orf82	-0.99325
RANBP2	0.378166666666667
LIG3	-0.2697
RETSAT	1.610375
OR8S1	0.73
CAST	0.90125
TGFBI	2.2091
C15orf37	-0.137625
PGM3	-0.4675
SLC4A11	-0.726125
FAM123C	0.217
TAOK1	0.05
CISH	0.59375
OGDHL	-3.8865
SPINT2	1.92116666666667
ZNF33A	0.5525
CLDN18	0.754833333333333
RNF128	2.471625
CCDC71	1.726
RASSF6	2.7355
HSPG2	0.743
ATP6V0E1	1.483125
ABHD6	1.26425
CD274	1.9265
GCNT1	1.445
NT5C1A	0.2835
TM4SF5	1.0985
C21orf58	-1.00916666666667
SUCLA2	0.238
RFTN2	1.1125
SCNM1	-0.53025
SLC9A10	0.276
FUNDC1	-0.69325
SLC35F4	-3.12375
AMD1	-0.19675
COL6A6	1.8115
OR4K2	0.561
TRIB2	-1.46325
LOC91461	0.24
GHSR	0.665
ATP8B1	3.0145
C1orf78	0.711166666666667
RNF183	1.43816666666667
STX4	0.6584
TPPP2	0.046125
MYBPHL	-2.0305
TXNDC6	-0.0954
C9orf47	1.354
FAM137B	0.109
FANCB	-1.884
C11orf9	0.8935
DPY19L1	0.364125
VDAC2	0.473666666666667
VHL	-0.06425
LMBR1	0.14175
C8orf44	-0.38175
ZPBP	0.37475
FGF23	-2.3615
C21orf67	-0.6705
PCNT	-0.577
BCKDHB	0.9804
GALNTL5	0.05925
BET1	-0.791
ARL13A	0.293
HDAC6	-0.78075
N4BP3	-0.0981666666666666
OTOP1	0.1805
TTC30A	-0.575125
CRISP1	0.453
KRT32	-0.3695
VSTM1	0.321
ZNF622	0.31075
POLR3B	0.1989
DNAJC10	-0.214125
C12orf54	0.4955
ADIPOQ	-0.049
RIT2	0.08425
CD44	0.5841
ABCA3	1.053
RPS17	-0.5115
FEZF1	-0.142
PCDHB15	-1.416
KCNMA1	-2.23804545454545
CCDC116	-2.481
C15orf27	-2.9245
NARG2	-0.431875
ITGA5	-0.457375
MEFV	1.018
TUT1	-0.797625
LOC541473	-0.0165
NMBR	0.5755
GLT1D1	-2.28566666666667
ABCB7	0.0415
PFKP	0.261454545454545
C9orf91	-0.9645
LRRC41	-0.142
C1orf85	0.0785
ATP5F1	-0.272625
STOX1	1.839375
GFOD2	0.411
SLC25A3	0.394875
ZNF646	0.1208
ZAR1	0.1495
OSTbeta	2.17325
GALNT3	3.8375
IFT122	-0.223666666666667
LDB3	-0.2576
GARNL1	0.329428571428571
HOMEZ	0.786666666666667
LRRC6	4.203
ANGPTL5	-1.81075
UBAC1	-0.4105
DLEU7	-0.3535
RPL19	0.687625
TOP1MT	0.445166666666667
LOC643641	-0.25475
MBD3L2	-0.0815
NTSR1	0.126666666666667
WISP2	-3.19375
GPSM2	0.157875
RDH10	1.7754
PRKCG	-0.088
HIST1H4J	0.3305
MON1B	0.6707
MLF1IP	-1.16616666666667
ZNF446	0.34625
COL4A5	-1.811
SLC26A1	0.663142857142857
RGN	-3.256875
CCNB1	-1.329
C9orf165	-0.12975
CCDC28B	-1.15225
CCDC97	0.17925
FGR	1.7
MSRB3	-0.3448
EPN2	0.45175
COX15	0.854666666666667
KCNK6	-0.0421
XK	1.512
GDA	1.35875
HEPH	2.529125
THRAP3	0.712375
MET	1.66485714285714
PHYHIP	-0.60675
LYAR	-0.193666666666667
ING3	0.38575
AK7	-0.224
CCT8L2	-0.47825
COPS7A	-0.8165
WSCD1	1.525
RNF185	0.072875
TNS3	0.5585
KNDC1	-0.787666666666667
RWDD4A	0.237333333333333
MED13L	0.1894
ZFYVE1	0.2265
C7orf44	-1.3695
MRPL1	1.193
STGC3	-1.846
TEAD1	-0.5805
RPL7A	0.299857142857143
ARL6IP1	0.291
C1orf178	2.3785
CTAGE5	0.209166666666667
TMEM184A	1.21516666666667
SLC25A14	-0.39475
CACNG5	-0.02925
ATXN10	0.0753
ECH1	-0.3875
CCL22	0.689
CYP2F1	-1.8545
GADL1	0.191
TMEM19	0.00290000000000003
RUNX3	-0.27825
EFNB1	1.92883333333333
LIPN	0.669
ACSM3	0.3725
SIGLEC8	0.486
ASCC3L1	-0.6125
NOL8	0.313125
RELT	-0.8025
Magmas	0.3465
PPP1R15B	0.1293
C11orf2	0.82175
VKORC1	-1.45233333333333
MGC26647	0.1735
TRPM6	2.41325
UGT2B7	-2.49016666666667
FEV	-0.0605
FOXK2	-0.0011
PDCD5	0.3145
SLC8A1	1.3375
DGUOK	-0.2595
CLDN16	0.996
GAGE1	-1.195
RBM17	0.3148
C1QTNF3	-1.1745
VGLL3	0.232166666666667
UNQ5830	0.1465
CD1A	-2.9745
SCGB1C1	-0.063
SUPT4H1	-0.804625
TRAF5	1.5695
ASAHL	2.197875
FAM73A	-0.0763333333333333
OR6B1	0.1225
WHSC1	-0.8111
GFPT2	-0.47725
LOC339809	1.0705
STARD5	0.922083333333333
SIP1	-0.953
DNAJC15	1.4935
STAU2	-0.4623125
FAM98A	0.440375
RAD23B	0.2098125
LRRC33	-1.297
CHRAC1	-0.4335
C21orf89	0.56325
C19orf43	0.445
KLK8	-3.737
CCNE1	-0.674
PKDREJ	2.09116666666667
SSU72	-0.05
C17orf73	0.9695
GPR78	1.84
WHSC1L1	0.1032
GSTA2	-2.1245
SMUG1	-0.0286666666666667
UFM1	0.4619
AP3M2	-0.47675
USP14	-0.42925
FBXL14	0.39
DSTN	0.38525
SFRS14	-0.73
FBXO31	0.582666666666667
C12orf40	-0.72125
FRS2	0.25675
NR2E3	-0.763
TUBB2C	-0.232
GMPR	0.0416666666666667
C9orf139	-0.035
ING5	-0.256214285714286
LOC730092	1.86633333333333
ORM1	-4.5055
RP11-11C5.2	-1.216
HSPD1	0.304
PIWIL3	0.0785
C5orf13	-1.7156
OR5R1	0.643
LCOR	0.7435
PLEKHA9	-1.804
CCDC43	-0.363
ZNF232	0.25025
SLC6A7	0.65
ADH5	0.210083333333333
SHBG	-1.07616666666667
CROCCL2	-0.269
PANX3	0.0445
CDIPT	-1.015
SLC16A5	1.52925
TUBB	-1.2353125
TOR3A	-0.3576
PREP	0.815666666666667
ENTPD8	0.170071428571429
CHMP1B	-0.08975
SYT12	-0.065
MYH6	-1.63
MAP3K13	1.11933333333333
KLHL30	0.158833333333333
LCMT1	0.278625
EIF1AX	-0.316166666666667
FOXD4L1	1.0715
SLC24A5	-4.547
RNF166	-0.9946
TJAP1	-0.529
TMEM156	-0.803666666666667
ZNF239	0.5505
SNX19	0.3553
GKN1	0.2765
FCN1	1.5761
C1QL1	-1.6855
ATP11C	0.076
ZNF35	0.50675
CARD8	0.168625
LIMD1	0.0953333333333333
KIAA0286	-1.294
XRN2	-0.764166666666667
CD6	0.260333333333333
TOX3	2.595875
ZSCAN4	-1.14066666666667
RSRC1	-0.91475
COG1	1.292
PTRF	-0.5258
C16orf35	-0.618625
FBXO24	-0.90425
CHST11	-0.948
THRB	-1.1009
MYBPC1	2.795
RNF39	-0.849833333333333
PSMD11	-0.27175
ALAD	0.0981666666666667
EN1	-1.6305
SLC9A9	-1.1175
GSTM4	0.0222
CDC42BPA	-0.0255263157894737
RCSD1	-1.74375
LUC7L2	-0.44
SPTBN1	1.0874
LOC146167	0.1655
BAT5	0.5433
ZNF452	-1.869375
LSM4	-0.479125
SRP72	-0.1951
SGK269	0.615666666666667
MTX1	0.13675
CENTA1	2.7175
UNQ9433	0.98
ATR	-0.70975
DDX49	0.00933333333333333
PAQR8	1.00883333333333
C14orf174	-0.6925
GBGT1	-0.94325
THAP1	0.0655
OR10K1	0.3745
RASIP1	-0.6245
DPYD	-1.4343
DOHH	-0.2065
C18orf45	-0.09375
POF1B	4.822
ZNF552	1.73475
USP32	-0.952875
MED27	-0.848333333333333
C14orf149	-1.256
PRDX4	-0.908333333333333
ABHD12	-0.3401
AGT	-2.61375
SLC22A14	-0.35175
C1orf58	0.4605
PILRA	-0.7875
ABCF2	-0.757375
C17orf85	0.487
TKTL1	-1.3235
FGF1	0.16255
IL6R	1.056
VPS25	0.147
CHRNB2	-0.09875
COL7A1	0.3473
LRRC48	0.106666666666667
SPG20	-1.96525
COX10	1.068
GCA	1.0085
ECEL1	-1.01633333333333
GLG1	0.5495
SRD5A2L2	0.357
MUTYH	-0.202375
ZNF70	0.30825
L2HGDH	-0.4125
GPATCH2	0.2315
ZNF655	-0.283375
ZNF227	0.024
MCOLN2	3.03666666666667
NQO2	-1.8865
KCNQ5	-0.099
NEU1	0.388166666666667
QRICH1	-0.02925
ZBTB20	-0.534333333333333
RPUSD3	-0.59425
EPGN	-1.31816666666667
TSN	0.240333333333333
SPRY2	1.34066666666667
LZTFL1	0.36275
GMFB	0.12075
PBEF1	1.2115
HBG2	-3.09875
TMEM8	0.662
PALM2-AKAP2	-0.977333333333333
NFYA	0.26675
FAM108A1	0.133
PBLD	3.32175
NRG4	-2.491
PIGF	0.037
PTGER1	0.98475
NOS2A	5.39966666666667
C21orf34	-2.83733333333333
C21orf51	-0.603583333333333
IL17C	0.6435
TRMT6	-0.115
ETV2	0.492333333333333
CCDC109A	1.51425
MYLK2	-2.0655
ATP10A	0.0875
DPH4	-0.3665
C5orf5	0.0258333333333333
KCNA4	-0.0246666666666667
NMNAT2	-1.30916666666667
GLYATL2	-1.593
LSMD1	0.1815
IL23R	1.03225
NRF1	-0.1385
MUC15	-2.87416666666667
PRDM12	-0.7825
PAQR4	-0.209785714285714
RBBP6	-0.784625
IFI27	4.855
SKAP2	0.00383333333333334
TAGAP	1.290625
TJP3	2.5695
C9orf61	-2.684
IDS	-0.581642857142857
PARG	0.01925
LOC131149	0.823
DYRK4	0.501166666666667
MICALL1	-0.143
GALR2	0.1985
GPBP1L1	0.199375
TBX21	4.21325
KCNJ6	0.0333333333333333
GGN	0.25625
CASP5	1.48816666666667
RNF182	-5.83175
BRD4	0.1855
DOK4	0.586
SLC46A2	-0.0618333333333333
SOX9	2.81908333333333
ZNRD1	-0.0216666666666667
PRR6	-0.12475
FAU	0.069625
DTNB	-0.089
CARD9	-0.403
STS-1	-0.67
SLC4A5	0.132625
NSBP1	-3.46025
UGCGL2	-0.688083333333333
POTE15	-4.0355
NOXA1	2.213
RP13-347D8.3	0.4155
SAMD10	0.478166666666667
EP400NL	-1.05425
TCF21	2.4085
AMELX	0.55425
JPH2	0.0831
SLA	1.4745
DLST	1.0425
SEPT12	0.21425
RGS20	-3.9155
LXN	2.07416666666667
ZNF419	-1.064875
UPK3B	0.0128333333333333
RELL1	-1.03575
ESPNL	-1.0115
KLHL21	-0.3985
PI15	0.6935
C2orf61	-0.67
LOC407835	-0.304166666666667
RER1	0.04625
ELAVL2	-0.766
MGC26718	-1.027
KLF2	2.1755
TNFAIP8L3	0.19225
TFE3	-0.38225
C11orf17	-0.230375
15E1.2	0.19
SNRPC	-0.82075
DLGAP1	-0.90575
PGLYRP1	0.532
OVCH2	0.5545
IRF7	1.3161
SET	-0.1928
NAB2	-1.4715
LRP5L	0.70375
FAM120A	0.78475
ASCL2	3.92066666666667
SHH	1.4965
ATP5H	0.288333333333333
THPO	-1.53833333333333
TYRP1	-3.73916666666667
HIST1H3E	0.0721666666666667
EIF2S1	0.656555555555555
TNFRSF17	-0.908666666666667
TARSL2	0.86675
NKX2-8	0.49625
C1orf115	0.928625
LOC56964	0.601
KIAA0841	-0.5495
ISCU	0.227
TTMA	-0.1425
ZNF414	-0.329
LOC441150	0.32775
RAB15	1.2655
HBP1	-0.0646666666666667
TNNT2	-1.35783333333333
CECR5	0.31725
PHGDH	-4.46375
JRK	-0.4475
XPO4	0.08775
FAM131C	0.946
ARHGAP25	0.482166666666667
CA9	0.381111111111111
GPR62	0.388166666666667
TLX1	1.30166666666667
GPS1	-0.541
OR2M2	0.3145
BDP1	0.198
FAM70B	0.50475
RPS29	0.785916666666667
MKLN1	-0.5466
TSPAN19	-2.24675
SLC29A3	0.2723
LGALS4	6.55166666666667
USH2A	0.0295
NF1	0.2845
APOBEC3A	1.60116666666667
IMPAD1	-0.317166666666667
OLR1	1.09183333333333
NRAP	-0.9025
HCFC1R1	-0.494833333333333
TAOK2	0.0215
MCM10	-1.24366666666667
MAP4K3	-0.0920833333333334
CBS	-1.810375
CLK3	-0.7667
PCDHGA5	0.9075
ELF4	0.088125
FAM71A	-0.09475
C11orf49	0.158
CLIP2	1.27375
BTBD9	0.5159
ZNF524	2.1735
KDELR1	0.282666666666667
ZNF509	0.5155
NCSTN	0.494
ZNF533	-1.18157142857143
PARP4	1.5555
GALNT9	-0.471166666666667
NPY	-2.92725
BEGAIN	-0.683666666666667
TMEM77	-0.253666666666667
FOXRED1	-0.7615
SLC16A2	-1.86033333333333
SLC35B1	-0.63225
GK5	0.3675
SDCCAG10	-0.6145
C4orf20	-0.493
SLC9A2	3.10975
ADD1	0.164714285714286
TAL2	-1.25
ACLY	-0.369
DNAJC1	0.357
SOST	-1.365
USP43	2.05
CYP4F12	0.6675
FKBP5	0.3185
CHCHD5	0.4141
NUDT22	0.61925
CCDC85B	-0.2485
OR51G2	0.7745
STRN3	0.146285714285714
TMOD2	-0.081
FLI1	-1.267
MAB21L2	1.2225
DGKQ	0.89725
VPRBP	0.5245
SCNN1B	-0.544
ECHDC3	-2.3155
TMEM106C	0.69625
CSNK2A2	-0.363
RPL39	0.4907
HERC3	0.2957
ZBTB47	0.661
ZNF681	-1.5665
PAGE2	-2.93625
CLIC5	5.63142857142857
RABAC1	0.81375
ZFHX2	0.351
YPEL1	-1.50016666666667
KIAA0776	-0.35
NR1D2	-0.4975
DNAJC4	0.25675
NPNT	3.4074
ZNF677	-0.183
ZNF536	-0.9405
MEF2B	0.371
PTPN4	-0.25925
CTCFL	-5.16
STX5	0.137666666666667
CD72	0.5575
VEGFA	-0.192631578947368
XRCC1	-0.7965
MAS1L	0.885833333333333
ELL	0.3542
SETBP1	-1.97825
CDH11	1.89333333333333
NDC80	-1.39276923076923
DMBX1	-1.94375
NRSN1	0.410166666666667
BAT2D1	-0.35625
CDS2	-0.303333333333333
C1orf212	0.2475
SENP3	-1.309
IL1F9	0.5885
EEF2K	-0.478375
COG8	-0.0125
CEP72	-1.234
OR1L8	-0.1035
MUS81	-0.273583333333333
PHYH	1.17075
GGT6	2.7975
C22orf23	-1.22183333333333
C13orf33	2.411
MAPK8IP2	-1.23725
NELL2	-1.516
POU3F2	-3.70866666666667
ALPK1	1.8515
MRPS18C	-0.40925
RPLP2	0.65625
FGF22	0.2405
SPNS1	-0.414833333333333
ZFP1	-0.6695
IL1RAPL1	-1.7165
PCSK9	1.09616666666667
NKX2-1	0.335714285714286
C6orf189	-0.4595
SP4	-1.011
SLC11A1	2.1279
C21orf25	-0.102833333333333
ICAM2	-0.792375
SH3GL1	-0.569666666666667
GSK3B	0.3725
RALB	1.587
PDXP	-1.43383333333333
GNGT1	-3.1425
KIR2DL1	1.4325
TNFAIP3	1.23116666666667
C6orf32	-0.7453
CBLN2	-0.9695
PANK3	0.5755
TAAR9	0.263
WDR82	-0.824357142857143
APOM	-3.0885
TRIP10	0.53875
SPATA16	0.282
C1orf135	-1.12475
USP51	-2.23075
TESK1	0.60825
C11orf64	0.17875
ZNF611	-0.58
PDE6G	-0.432833333333333
HLA-DQA1	3.91275
GCLC	0.682125
SEC61A1	0.0932142857142857
TWSG1	-0.23225
ZMYND10	-0.94125
CTDP1	0.274
ADAMTS6	-0.334
SLIT1	-1.5075
KRT86	-1.092
KIAA0574	-1.78075
GTPBP2	-0.3708
PQLC3	0.82525
PRRX2	-1.39783333333333
C15orf44	0.0768333333333334
MKKS	-0.062
C11orf10	-0.2285
GPR110	0.047625
CD109	-2.27033333333333
ADCY1	-0.5895
RHBG	-2.9515
TP53I3	1.421125
SLC22A3	2.0218
UCP2	0.025
FOXG1	-2.46583333333333
OR2AG1	0.276
TRIM24	-0.78775
PROC	-2.596125
TAAR6	0.22
AMTN	-1.298
C10orf47	-0.601666666666667
DEPDC1	-1.3965
FLJ45557	-0.03525
ZDHHC17	-0.63325
KIAA1429	-0.265166666666667
KCNH1	0.51925
VNN3	1.07
PSMAL	0.6495
PPARD	0.132875
HFM1	-1.77275
YBX1	-1.57483333333333
ZNF695	-0.91325
SCTR	-0.0158333333333333
DCDC1	0.038
VPS26B	-0.0921
MTF2	-1.45566666666667
ATP6V1F	0.00625
CCDC94	-0.11675
PERF15	0.1075
CCL11	3.91425
LMO7	1.605125
DCST1	0.3605
ADRBK1	0.4785
CDRT4	-0.195
ZNF84	-0.3775
HOXD8	2.9105
STARD8	-1.191
FOXP2	-1.27025
CCDC103	0.16275
POLR3A	-0.2516
GSC	-2.63566666666667
ZNF114	1.20866666666667
HTR7P	0.4065
LALBA	0.47
RMND5A	0.689
PSCD2	-0.00525
ZNF409	0.6915
KRTAP1-3	0.7335
MAF1	-0.72225
LOC201725	-0.575166666666667
NRN1	-2.885375
SPAG5	-1.24266666666667
DNAH7	0.923333333333333
FLJ43860	0.603
BRCA2	-0.319
ACADM	-0.361375
CXXC6	-4.650125
RAGE	0.795625
CHMP2A	0.47825
FAM8A1	0.7783
GPR21	0.206
SLC12A3	-2.91
FVT1	0.991642857142857
ZDHHC7	-0.228625
FLJ44048	0.16225
SLC44A3	3.25616666666667
SDSL	0.392166666666667
MMP8	-0.73575
PLA2G12B	-2.95133333333333
ACY1	1.184
MT1E	-1.12816666666667
OR4K15	0.5775
TECTB	-0.16
GPR20	0.205375
IRAK2	0.3645
RFPL3	-0.81025
MYO9A	0.00425
NARG1L	-0.407583333333333
BLMH	-0.3325
CCDC3	2.428
C9orf21	-0.0106666666666667
KIAA0513	0.561833333333333
MIER2	0.1825
PNMA2	-2.242
SH3BP2	1.318
ANXA10	-1.57
RTN2	-1.62233333333333
TFB1M	0.0745
PRPH2	1.8345
C14orf133	0.04975
GOLGB1	0.706083333333333
IRX4	-1.31725
NFKBIL1	-0.224666666666667
C10orf62	-0.35875
APBB3	-0.27175
RPS10	0.3078
LOC728378	-2.09225
TLE3	0.280611111111111
PSMB7	-0.262
MESDC1	0.3795
SLC6A1	0.464666666666667
OCLN	2.026
PTTG3	-1.35183333333333
NAGLU	0.6755
SERTAD4	-2.394625
SPRY1	1.44725
FLJ10781	-1.49508333333333
MYSM1	0.1235
TRIM4	0.352142857142857
SH3YL1	2.393625
TREM2	2.842
SERPINI1	-2.17075
HDHD3	1.73775
TMEM38A	0.827625
EID2B	-2.98725
TDRD3	-0.2565
SEDLP	-1.03375
THSD7A	0.872
NDST3	-2.2205
KLHL15	-1.03158333333333
DHRS12	1.3615
FBXO9	-1.41957142857143
TNPO1	-0.7415
MRPL13	-0.253833333333333
SNX5	-1.20266666666667
METTL6	-1.194
SOD1	0.79325
CHML	-1.42166666666667
PACS1	-0.559
SIRT5	0.2515
CAPN2	0.8515
FXYD5	1.01683333333333
TWISTNB	-0.10925
LRFN1	0.757833333333333
UBE1L	2.09125
UBE1C	-0.174
OR51B2	-0.16525
OR4D11	0.357
C15orf2	1.127
NR4A1	0.650833333333333
LOC339047	-1.30275
TRIM17	-1.32
ATP5G3	0.576
RPL15	-0.150166666666667
ADAMTS8	-0.89025
HOXC4	-0.35
C14orf37	0.182
CEACAM5	5.329
MYT1L	-0.0601666666666667
RASA2	0.44825
OSBPL7	0.397
STAG1	-0.068
GIMAP4	4.25666666666667
FUT3	5.312
PIF1	-1.744875
LPIN2	0.2685
SH3PX3	0.7605
PDP2	0.50925
PAPD1	0.75975
ERP27	0.1645
APOOL	0.1278
DIABLO	0.1525
TRHR	0.52
ARMC9	-1.993
RNF152	0.64525
SLITRK3	0.145
ZNF211	-2.3311
PFDN1	0.3385
RGS11	-1.02475
HS6ST1	0.0556
AKR1D1	-0.93225
TNP2	0.147833333333333
STK31	0.205333333333333
EML4	0.34575
SGTA	-0.587166666666667
HIST1H2BI	-1.008
PSMD6	-1.84366666666667
KIAA1257	4.31125
C18orf55	0.13
FLJ20273	3.132625
RPL28	0.127
EPYC	0.712625
NOX3	-0.0675
ELAC1	0.590833333333333
METT11D1	-0.55725
BIN2	-0.0178333333333333
NACA2	-0.17625
CCDC17	0.01725
HM13	-0.7594
UBOX5	-0.39625
UBE2O	-0.1405
UBL5	-0.39625
APOLD1	0.92225
C9orf31	0.216
TNFSF8	0.2695
ARHGAP29	-0.840625
PROKR2	-0.063
PDE5A	0.661
C6orf12	-0.3515
TOM1L1	0.3875
WHDC1	0.74725
FOXI1	0.279333333333333
RAB4A	0.7556
TMEM39B	-0.42525
ATPBD1C	-1.0495
FARSA	-0.643
PLEKHG5	1.846
CMAS	0.5245
OR7E24	0.446
SLC30A1	0.557
CDC42EP5	1.93666666666667
PLAC1	-2.91125
KLHL18	0.061
LBA1	0.6959
TAZ	-0.83775
CRIP2	-1.417875
BTBD11	-2.35783333333333
C16orf72	0.0335
DIO2	0.7337
LRRCC1	0.482833333333333
CCDC136	-2.1625
PRX	-0.314
RBM5	-0.0253
TMEM85	-0.19775
TUBGCP4	-0.653833333333333
APLN	1.309875
CDK7	0.169166666666667
SSR2	0.0395833333333333
CRELD1	0.03175
C19orf46	2.10825
GAL3ST4	-0.391833333333333
KBTBD10	-0.539
IL28A	0.496
WDR27	0.013
MCM2	-1.32633333333333
SOX14	0.264
FLJ39743	0.5565
KIAA0922	-0.608375
HIPK4	-0.2855
FLJ25758	-0.2385
C16orf57	-0.389916666666667
PDZD2	-0.88675
MCC	-0.83075
HHLA3	-0.4098
ID2	0.26925
C20orf23	2.20558333333333
ZNF688	0.775
APOC2	-1.95533333333333
LOC440093	-0.3305
FAM50B	1.52733333333333
PWP1	-0.4375
DNAH10	-0.496
HIST1H2BA	-0.283
GPR56	1.29483333333333
METAP2	-0.562125
PAN3	0.6125
STXBP4	-1.13025
PDHX	0.013
MTA1	-0.20775
ZBED4	0.479
ZNF720	-0.36425
CDK2	-1.93925
RHOJ	-0.20675
CDC37	-0.261
ZER1	-0.12
GRK4	-1.60275
PRPH	0.029
POLR2A	0.46475
OGFOD1	-0.86325
NOL5A	-0.74475
PHEX	-2.412
FLJ16478	0.082
C20orf117	-1.00675
CAMTA2	0.175
C11orf74	0.201166666666667
DDX17	-0.16375
C5orf27	0.17275
PLEKHA2	-0.1734
PDE4DIP	-1.3025
SCN7A	-0.41075
ZNF559	-0.843166666666667
CXCL10	4.5295
ZMYM4	-0.6225
STK32B	-1.2692
KIAA0888	-1.5494
TACR3	-0.0225
CKAP2L	0.2485
KIF1A	-1.69683333333333
RSPRY1	0.69925
VCAN	-0.0605
CYP27C1	-0.3195
SYDE1	-1.37633333333333
MED12L	-1.34325
ZDHHC21	0.699875
NHS	1.4565
TM9SF3	1.52583333333333
DDHD1	-0.300625
MAFG	-0.150916666666667
BICD2	-0.8101
C14orf119	0.000833333333333326
C14orf43	0.187142857142857
CDH7	-0.49875
ALKBH5	-0.388857142857143
JUP	1.70225
TMEM41A	0.4845
MAMDC4	-0.420833333333333
CBX3	-0.522
LRRC18	-0.0925
RBMXL2	0.79425
PLA2G4D	0.5425
FGF13	-2.419875
KIF3A	-0.500833333333333
PDIA6	-0.8075
DCXR	0.2855
CASKIN2	-0.156166666666667
EHD1	0.711666666666667
MARCKSL1	1.27483333333333
ZNF496	-0.195666666666667
SCAF1	0.3545
KCTD8	-0.43225
TRAF3IP3	0.238928571428571
LSR	1.99275
CXorf1	-0.0768333333333334
C14orf112	0.321166666666667
EIF2B1	-0.377
OMP	0.7985
GSTZ1	-0.69625
LOC92017	-0.203
ISLR2	0.3265
C12orf36	4.9015
GATA2	-2.81883333333333
GABRA5	-1.585
CELSR2	-2.03407142857143
STAM2	0.9143
TNAP	-0.288
PTPMT1	-0.408666666666667
GRP	3.9275
SV2A	-1.92283333333333
MAGEA12	-4.13375
CACNG1	-2.1405
C18orf19	0.38925
GSG1	-0.567
PTPRJ	0.420214285714286
FRMPD1	0.267
ZNF668	-0.05925
PLEKHJ1	0.574625
ADAT1	-1.0888
TMEM50A	0.00889999999999998
UCN3	0.5785
HOOK1	2.377375
IL17B	-1.0965
MLKL	1.46183333333333
TTC14	-1.2555
KLHL5	-1.2085
CRYL1	1.47283333333333
FOXH1	0.2355
NFYB	-0.369625
PPM1G	-0.491
GOLGA2LY1	-0.233
NMT1	-0.22375
HADHA	0.2792
CHSY-2	1.114
PLEKHF1	0.5595
SAGE1	-2.9275
MUSTN1	-0.11625
SUHW4	0.88425
TFEB	2.04116666666667
ZFYVE27	0.23825
ATG12	-0.3245
BMI1	-0.116428571428571
ZIM3	0.63125
MYH4	-0.15775
MASP1	-0.915416666666667
KIAA0984	1.05075
RPAP2	-0.08
ASB5	-0.1475
BOLA3	-0.403
MIA3	0.315833333333333
KRT35	0.1365
KIR3DL3	0.179
MRPL51	-0.79925
SEMA3F	-0.227833333333333
NDUFB2	0.558833333333333
LOC253012	1.012
FAM46C	-1.0365
G6PC	-1.836625
CSAG3A	-4.70233333333333
PREX1	-1.6645
SLC25A45	0.728625
MAPKBP1	-0.1089
CPE	-2.6003
GNB1	-0.3175
CXCR6	1.733
TRIM46	-0.3085
C16orf3	0.447333333333333
HPSE	2.316
TIGD3	0.3485
SPG3A	1.2265
LCAT	-1.19233333333333
ST6GAL1	1.11516666666667
POMC	0.341
FLJ36031	-0.190166666666667
NSMAF	0.199
SKIL	0.4665
ADSS	0.5255
HMGCS1	-0.7531
POLR3F	-0.446666666666667
RAB10	0.43675
ZNF277P	0.032625
ZBTB7B	0.231625
DHRS1	0.447
ABCC13	1.02375
CNOT3	-0.435
NFKBIA	0.73975
GAK	0.681833333333333
SFT2D2	1.03816666666667
HOXA6	0.7055
CRTC1	0.65225
LY6D	-1.15416666666667
C20orf72	-0.661166666666667
CPT1A	1.81675
LMO1	-2.026
EIF3I	0.15625
PRB4	0.449
MCM3APAS	-1.20475
C20orf132	-0.6318
FOXF2	-2.39
S100A12	1.90825
MLH1	-1.27883333333333
ACTN1	0.8809
MRPL36	-0.315
C20orf106	-0.53025
FBXO6	2.03133333333333
MKS1	-0.473166666666667
CX3CR1	-4.311875
PDE1B	-0.194
PLP1	-3.719
KISS1	0.410333333333333
C14orf2	0.768333333333333
TBC1D3P2	0.291
COMMD6	1.0912
ANKRD7	-2.0565
PTCHD1	-2.40775
NARS2	-0.71725
DOCK7	0.089375
FAM127B	-1.31425
LOC390243	0.378
N6AMT2	0.4645
ZNF391	-1.3905
DNAJB14	-0.137833333333333
WRB	-0.760875
BPI	-0.1045
TTC4	-0.953
FAM10A5	0.1385
GOT1L1	0.2027
MAGED1	-0.396375
RESP18	0.245
WFDC6	0.10125
MT2A	-1.7875
C11orf56	1.30175
KIAA1432	0.6595
ROR1	-2.4805
HSD17B14	0.450166666666667
ZFAND2B	0.47775
SAMD4B	-0.08575
HEXA	0.109625
HNRNPU	0.291954545454545
USP39	-0.641125
NRD1	-0.558
R3HDML	0.66125
FLT4	0.299166666666667
OMG	0.339833333333333
OR52N4	0.3765
LOC399818	-0.35275
ELA2	-2.115
VENTXP1	-0.223
RFC5	-0.901
OR52L1	0.196
PAX5	0.3555
FBXO2	-3.0435
GMEB1	-0.102
AKT3	-1.26983333333333
CRB1	-1.15883333333333
CTTN	0.290666666666667
UTP15	-0.163666666666667
HSBP1	-0.332083333333333
PHF11	1.4675
NDEL1	0.0313333333333333
USP8	0.24875
BAIAP2	-0.5598125
SI	1.95466666666667
ARSJ	0.545166666666667
BAAT	-2.559
KCNS3	2.98016666666667
LOC126147	-0.1275
TMEM37	1.2995
C1orf162	2.17216666666667
MBD1	-0.3915
ITGAL	0.0685
WDR73	-0.426
GKN2	0.2895
