Hybridization REF	TCGA-AA-A02E-01A-01R-A00A-07
UBE1L	1.2455
UBE1C	0.4125
OR51B2	0.03975
OR4D11	null
C15orf2	0.3405
NR4A1	0.141333333333333
LOC339047	-1.258
TRIM17	-0.93575
ATP5G3	0.324571428571429
RPL15	-0.365916666666667
ADAMTS8	-0.423
HOXC4	-0.292
C14orf37	1.564
CEACAM5	5.711875
MYT1L	-0.0628333333333333
RASA2	0.27325
OSBPL7	-0.236
STAG1	0.0885
GIMAP4	2.6345
FUT3	5.25666666666667
PIF1	-2.463625
LPIN2	0.0493
SH3PX3	0.397
PDP2	0.86825
PAPD1	0.302625
ERP27	3.761
APOOL	0.4237
DIABLO	0.46925
TRHR	0.082625
ARMC9	-0.308
RNF152	0.6185
SLITRK3	0.3695
ZNF211	-1.0101
PFDN1	1.257375
RGS11	-0.15275
HS6ST1	-0.1188
AKR1D1	-0.58825
TNP2	0.145833333333333
STK31	4.56016666666667
EML4	0.497416666666667
SGTA	-0.543166666666667
HIST1H2BI	-0.610333333333333
PSMD6	-1.3185
KIAA1257	1.979
C18orf55	-0.606833333333333
FLJ20273	2.218125
RPL28	-0.709833333333333
EPYC	1.627
NOX3	0.046
ELAC1	0.566
METT11D1	-1.036
BIN2	-0.174666666666667
NACA2	0.447
CCDC17	-0.304
HM13	0.0629
UBOX5	0.54825
UBE2O	-0.484875
UBL5	0.33
APOLD1	2.660625
C9orf31	-0.02225
TNFSF8	-0.3275
ARHGAP29	-0.575875
PROKR2	0.1605
PDE5A	0.804833333333333
C6orf12	0.208
TOM1L1	0.102
WHDC1	0.147
FOXI1	-0.1085
RAB4A	0.5219
TMEM39B	-0.674
ATPBD1C	-0.66575
FARSA	-0.530666666666667
PLEKHG5	0.674
CMAS	1.10866666666667
OR7E24	1.117
SLC30A1	-0.99925
CDC42EP5	0.986333333333333
PLAC1	-1.42625
KLHL18	-0.305583333333333
LBA1	0.5464
TAZ	-0.68425
CRIP2	-1.379375
BTBD11	-1.33833333333333
C16orf72	0.57925
DIO2	1.7864
LRRCC1	1.08183333333333
CCDC136	-2.064
PRX	-0.516625
RBM5	-0.0464
TMEM85	-0.687625
TUBGCP4	-1.347
APLN	1.036375
CDK7	-0.0188333333333333
SSR2	0.127583333333333
CRELD1	0.02975
C19orf46	2.62825
GAL3ST4	-0.0363333333333333
KBTBD10	-0.47025
IL28A	0.07175
WDR27	0.022
MCM2	-1.126
SOX14	0.5945
FLJ39743	0.7935
KIAA0922	-1.405125
HIPK4	-0.2795
FLJ25758	-0.375
C16orf57	-0.143166666666667
PDZD2	0.76475
MCC	0.023125
HHLA3	-0.3849
ID2	-0.01225
C20orf23	2.86333333333333
ZNF688	0.38825
APOC2	-1.613
LOC440093	-0.09025
FAM50B	0.589166666666667
PWP1	-0.173
DNAH10	0.1895
HIST1H2BA	0.3615
GPR56	2.2315
METAP2	-0.50075
PAN3	1.68416666666667
STXBP4	-0.16875
PDHX	0.0425
MTA1	-1.22283333333333
ZBED4	0.06175
ZNF720	0.36075
CDK2	-1.1175
RHOJ	0.050875
CDC37	0.0336666666666667
ZER1	-0.104625
GRK4	-1.01325
PRPH	-0.524
POLR2A	-0.0165
OGFOD1	-0.7175
NOL5A	-0.395
PHEX	-2.201
FLJ16478	0.1345
C20orf117	-0.323
CAMTA2	-0.407
C11orf74	0.531666666666667
DDX17	0.0771666666666667
C5orf27	-0.106
PLEKHA2	-0.2878
PDE4DIP	-1.5499
SCN7A	-0.2625
ZNF559	-1.09466666666667
CXCL10	2.345
ZMYM4	-0.305833333333333
STK32B	-0.6938
KIAA0888	-1.4922
TACR3	0.505
CKAP2L	-0.42975
KIF1A	-1.08966666666667
RSPRY1	0.6725
VCAN	1.174
CYP27C1	-0.1715
SYDE1	-0.998166666666667
MED12L	-0.192333333333333
ZDHHC21	1.42125
NHS	-0.11
TM9SF3	1.77833333333333
DDHD1	-0.644875
MAFG	-0.113333333333333
BICD2	-1.0201
C14orf119	-0.294
C14orf43	-0.0732857142857143
CDH7	0.081
ALKBH5	-0.700785714285714
JUP	1.704625
TMEM41A	0.6015
MAMDC4	-1.1045
CBX3	-0.189875
LRRC18	-0.4905
RBMXL2	-0.312333333333333
PLA2G4D	0.372
FGF13	-0.08925
KIF3A	-0.252666666666667
PDIA6	-0.892
DCXR	-0.5425
CASKIN2	-0.214916666666667
EHD1	0.507666666666666
MARCKSL1	0.640833333333333
ZNF496	-0.7985
SCAF1	-0.424
KCTD8	-0.6885
TRAF3IP3	-0.720142857142857
LSR	2.0475
CXorf1	0.187666666666667
C14orf112	0.0951666666666667
EIF2B1	-0.174
OMP	-0.232
GSTZ1	-1.447
LOC92017	-0.13375
ISLR2	0.415
C12orf36	2.491
GATA2	-2.6215
GABRA5	-2.1555
CELSR2	-1.96985714285714
STAM2	0.1709
TNAP	0.905
PTPMT1	-0.111333333333333
GRP	5.0335
SV2A	-1.17066666666667
MAGEA12	-5.069
CACNG1	-0.8085
C18orf19	-0.39275
GSG1	-0.367333333333333
PTPRJ	0.779571428571429
FRMPD1	-0.0295
ZNF668	-0.11075
PLEKHJ1	0.4275
ADAT1	-0.7578
TMEM50A	0.1034
UCN3	-0.0905
HOOK1	1.84825
IL17B	-0.5705
MLKL	0.810666666666667
TTC14	-0.67
KLHL5	-0.791125
CRYL1	3.17666666666667
FOXH1	-0.3675
NFYB	0.252
PPM1G	-0.55175
GOLGA2LY1	-0.8305
NMT1	-0.128
HADHA	-0.0379
CHSY-2	1.1195
PLEKHF1	0.146071428571429
SAGE1	-2.604
MUSTN1	-0.26775
SUHW4	0.09725
TFEB	1.32016666666667
ZFYVE27	0.4815
ATG12	-0.286
BMI1	0.0409285714285714
ZIM3	0.354333333333333
MYH4	0.161
MASP1	-0.496416666666667
KIAA0984	0.30975
RPAP2	-0.64325
ASB5	1.16125
BOLA3	-0.794166666666667
MIA3	0.3245
KRT35	-0.086
KIR3DL3	-0.566
MRPL51	-0.39725
SEMA3F	-0.412833333333333
NDUFB2	0.996666666666667
LOC253012	1.12475
FAM46C	-1.0988
G6PC	-2.203375
CSAG3A	-5.70266666666667
PREX1	-1.5225
SLC25A45	-0.34675
MAPKBP1	-0.1727
CPE	-1.74244444444444
GNB1	-1.512875
CXCR6	0.1605
TRIM46	-0.7935
C16orf3	-0.0538333333333333
HPSE	0.458125
TIGD3	0.084
SPG3A	1.71325
LCAT	-1.16633333333333
ST6GAL1	0.2845
POMC	-0.29
FLJ36031	-0.139
NSMAF	-0.0366666666666667
SKIL	1.2355
ADSS	0.455
HMGCS1	0.6255
POLR3F	0.402
RAB10	0.296125
ZNF277P	-0.061
ZBTB7B	-0.143125
DHRS1	0.041
ABCC13	1.58525
CNOT3	-0.95425
NFKBIA	0.202
GAK	0.2385
SFT2D2	1.08733333333333
HOXA6	0.275
CRTC1	-0.164625
LY6D	-0.867166666666667
C20orf72	0.182833333333333
CPT1A	1.14
LMO1	-2.3345
EIF3I	0.13075
PRB4	-0.38725
MCM3APAS	-0.07175
C20orf132	-0.00329999999999996
FOXF2	-1.0445
S100A12	0.54225
MLH1	-0.4045
ACTN1	0.6753
MRPL36	0.306166666666667
C20orf106	-0.08675
FBXO6	0.427333333333333
MKS1	-0.0265
CX3CR1	-3.596
PDE1B	-0.0815
PLP1	-3.49175
KISS1	0.102666666666667
C14orf2	0.391
TBC1D3P2	-1.8615
COMMD6	2.1926
ANKRD7	-0.19925
PTCHD1	-0.5615
NARS2	-0.10975
DOCK7	-0.2545
FAM127B	-0.36175
LOC390243	-0.278666666666667
N6AMT2	1.8275
ZNF391	-0.253
DNAJB14	-0.338666666666667
WRB	-1.01275
BPI	0.0976666666666666
TTC4	-0.979833333333333
FAM10A5	0.05875
GOT1L1	0.016
MAGED1	-0.47875
RESP18	0.03675
WFDC6	-0.33225
MT2A	-2.971
C11orf56	1.48325
KIAA1432	0.128
ROR1	-1.753
HSD17B14	0.2375
ZFAND2B	0.515875
SAMD4B	0.3695
HEXA	-0.80225
HNRNPU	0.243363636363636
USP39	-0.35575
NRD1	-0.7925
R3HDML	0.3505
FLT4	0.192333333333333
OMG	0.324666666666667
OR52N4	-0.1645
LOC399818	-0.3975
ELA2	-2.5115
VENTXP1	0.312
RFC5	-1.124
OR52L1	-0.105
PAX5	0.008
FBXO2	0.07875
GMEB1	0.0015
AKT3	-0.2405
CRB1	-0.809833333333333
CTTN	0.668166666666667
UTP15	0.212333333333333
HSBP1	0.1415
PHF11	2.74475
NDEL1	-0.3575
USP8	-0.42475
BAIAP2	-0.652125
SI	1.60766666666667
ARSJ	-0.412833333333333
BAAT	-1.66475
KCNS3	1.0595
LOC126147	-0.445166666666667
TMEM37	0.31475
C1orf162	1.7565
MBD1	-0.8832
ITGAL	-0.832166666666667
WDR73	-0.7345
GKN2	-0.2325
ARFGAP1	-0.334625
SLC5A8	-0.519833333333333
ZBTB40	-0.1659
CYP4B1	-0.6195
LYPLAL1	-0.3385
CHST3	-0.6215
MAP3K9	-0.306
BTAF1	-0.7675
TFAP2E	0.1675
RBM35B	1.036
LOC441251	0.0868333333333333
ANKRD25	-0.503833333333333
UQCRC2	0.8145
MAEA	-0.248166666666667
HYAL1	-1.547
RNPEPL1	-0.2745
CPSF2	-0.240125
PSD3	0.2058
ABCA13	-0.39525
AGR2	2.56425
GBX1	-0.534
HDLBP	0.569142857142857
ACY3	1.06
HECW1	0.449
ZNF519	-1.531
HOPX	3.704875
ZNF304	-1.412
OR12D3	-0.1835
FKSG43	-0.22275
METTL1	0.656375
MFSD3	0.3664
PSPH	0.077
CLCA3	-0.002
DARS2	-0.888333333333333
CDC25A	-0.7345
BAIAP2L1	1.299
B3GNT5	2.8405
USP29	-0.2585
ARHGEF10L	2.1196
ATOX1	-0.439625
ADAM30	0.31225
DNASE1	0.182
STT3A	0.984
RAB6IP1	-1.026
PTN	0.4364
C1orf106	1.55015384615385
HECA	1.72525
RNF122	-0.18725
SLC22A18AS	0.423166666666667
GNG8	-0.0786666666666667
ELP4	0.1135
FAM65A	-0.0748333333333333
RPL10A	-0.515333333333333
IRS4	0.1475
MACF1	0.7076
SEC24D	-0.3295
LOC374395	0.68325
TGFB2	-0.858625
MDFIC	-0.683375
CHRNE	-0.0201666666666667
PCMTD2	0.4225
ATP6V0D1	0.011
MTA2	1.20025
LZTR1	-1.2175
RAP1A	-0.539666666666667
AXIN1	0.2845
POLR1C	-0.18225
TRIO	0.467
PLXNA4A	-0.515
C5orf33	0.031
DEPDC1B	-0.906625
ZNF473	-0.846666666666667
MTM1	1.09275
GPR107	0.789833333333333
CSNK1A1L	0.529666666666667
FLJ14154	-0.87875
NLRC4	1.8415
ENPP4	2.52466666666667
PADI3	1.401
RNF170	0.14175
CG018	0.390333333333333
C16orf7	-1.01625
KCNE1	-0.1475
NRM	-0.983666666666667
SLC37A3	0.197714285714286
TPD52L2	-0.0253333333333333
UNC5B	1.8135
C12orf12	0.271333333333333
SDHB	-0.3735
CLRN1	-0.090625
NUDT10	-1.67483333333333
UGT3A1	-0.0135
FBXW8	-0.1715
RHOF	0.3465
PTPLAD1	-0.742875
MYO3B	-0.0656666666666667
DERA	0.29475
TPP2	0.50925
C19orf53	0.0988333333333333
GINS3	-0.4565
ST6GALNAC5	0.719
CHSY1	-1.31275
MGC15705	1.5455
GPR83	0.1245
EXT2	0.337
DOLK	0.3725
TUBAL3	3.3545
ACVRL1	2.6262
ABL2	-0.402
C14orf156	-0.146
PTPRZ1	-2.5835
DIP2C	0.1115
LAMP1	1.43675
RXRA	-0.0347
MAP3K5	2.03175
ALKBH1	-0.572166666666667
PDLIM7	-0.064625
ARL14	4.5825
SNIP1	-0.487166666666667
TIMP3	1.31891666666667
RGS3	0.198833333333333
SPAG16	0.246
ABHD4	-1.128
ARHGEF12	0.7055
GLUD2	-0.8605
RAC2	-1.9432
UAP1L1	-0.252
SLC18A3	-0.5315
YOD1	-0.81975
RALY	0.0675
HMOX2	0.9355
DGKH	0.81325
DBNDD2	2.60383333333333
YIPF4	0.8085
THAP10	-0.515
ZNF513	0.101
HAGHL	-1.96
ITGB4	2.146
CCDC141	-1.4405
YTHDF3	0.4335
C5orf28	0.5315
RPL7L1	-0.903375
TMEM30B	0.49
ANKRD35	0.9515
DUOXA2	2.26875
TBC1D5	0.256625
DFNB59	-0.2925
HRH4	0.27225
MYO6	1.519
DNAJA4	1.37525
RBM24	-0.513125
CEACAM20	-1.164
RBM23	-1.11928571428571
NGFB	0.281
C1orf63	0.1865
KRTAP7-1	-0.0995
PERLD1	1.5065
NPB	-0.202
C17orf59	0.3164
HSPBAP1	0.58625
SLC15A4	0.3495
PRTFDC1	0.68225
OSMR	-1.70657142857143
CYSLTR2	-0.142
C19orf25	0.1224
KIAA1797	-0.0685
NLRP6	-0.9845
FAM105B	0.5604
SCRN2	-0.594833333333333
LRRC58	-0.3539
RNF17	0.056625
NEIL3	-2.244
FAM137A	-1.852
SKP2	-2.268
PARVA	1.33958333333333
PKLR	-0.418
RNF34	-0.413875
A3GALT2	-0.1425
C12orf50	0.354
SUNC1	-0.1495
FAM102B	-0.5835
CCT2	-0.35575
LRRC37A2	-0.3185
ARF4	0.9145
SIKE	0.08975
C8orf48	-0.0268333333333333
MBTPS1	-0.332928571428571
GPSN2	-0.115
NCF2	2.49375
SLC12A6	-0.0846666666666667
MRPL48	0.859
HMGN3	-1.052
LRRC62	-1.181
PAX9	-1.57775
FAM55A	4.7165
C20orf42	4.46516666666667
SCML2	-0.547166666666667
BCL9	0.0795
FAM40A	0.1735
C9orf41	0.710166666666667
ZNF774	0.3495
LETM1	-1.20175
PLXNB1	0.608333333333333
NIPSNAP1	-0.437375
USP10	-0.9165
F9	-0.000750000000000018
LIPE	0.775
CNGB3	-0.2525
C12orf52	-0.680625
PI4K2A	-0.452375
MED8	0.058125
STAT4	0.3206
FGD4	1.25766666666667
RNF145	-0.1965
WDR32	-0.0629
CLDN2	0.891166666666667
TCEAL8	0.221
ZMYND8	0.00359999999999999
PDXK	0.8598125
GATAD2A	1.12525
PTGES3	0.298
CCM2	-0.5285
TAP1	1.5695
ZNF670	0.04075
ETS2	2.81757142857143
C6orf166	0.457833333333333
PRMT2	0.264785714285714
OR4B1	0.3995
INTS8	0.685
CCDC102A	-0.6985
CCDC83	-1.1514
ITGA1	1.7763
EPHA5	-0.992222222222222
FAM24B	0.528833333333333
TSGA10	1.05675
HAL	-1.32216666666667
MYOT	0.3085
SPACA3	3.019
BCL2L2	-0.403
CUGBP2	2.029
CCNB3	-0.418
RNF113B	0.4485
MERTK	0.3865
BAG1	-0.25475
VPS36	0.87
ORMDL3	0.2276
C1orf190	-0.61325
ZNF625	-0.12075
CORO2B	-1.53725
ALOX15	-0.338
CST1	2.7235
NUPR1	2.15916666666667
CCL7	0.705
SMCR5	-1.867
DSC2	2.7915
RBMS2	0.4385
GRIK4	0.579
TRIM65	-0.3371
TMPRSS6	-0.507142857142857
TP53INP2	-0.3405
GLB1L	-0.442166666666667
LOC388284	-0.153166666666667
PUS1	0.4975
BCL9L	-0.8765
OLFM1	-0.978333333333333
RET	-1.812625
MASTL	-1.37033333333333
ALX3	-0.01825
IL1RL1	-0.305833333333333
ZNF765	-0.4435
C14orf138	-1.19425
SNX10	-0.961166666666667
TAC4	-0.284
C1orf64	-2.991
POGK	-0.105375
MAPK9	0.24475
ZNF366	0.55725
C8orf79	1.0272
CLDN7	3.329875
OR5AT1	0.137
TRIM37	-2.718
LRRC25	1.5655
GRHL2	2.3853
TEKT3	0.27825
LASS5	-0.476666666666667
ABCC4	0.149666666666667
DLG3	1.13425
VGLL1	0.657125
ZFP36L2	2.28016666666667
MFRP	-0.561333333333333
KIAA1799	-0.59775
FLJ44379	1.3485
PCNX	-0.58025
ANXA9	-0.592
CYP4V2	0.4891
PIK3C2A	-0.20875
SRR	-1.1735
NOL3	-0.97675
IFITM2	2.026
ARNTL2	-0.29425
ZNF595	-2.136
NLRP13	0.1865
ASPH	-0.073375
CPA2	-0.1805
PVRIG	-2.20116666666667
LEPR	-0.529833333333333
C16orf42	0.3615
SH3BGRL	-0.04275
FAM77D	-0.610666666666667
FNDC7	-0.322
C9orf6	0.434666666666667
NOTCH2NL	-0.91
PGBD1	-1.06483333333333
SYNGR2	0.729166666666667
PITPNA	-0.5419375
PRPF4B	-0.6668
SLC43A3	-3.04864285714286
NRBP1	-0.8385
SLC25A22	0.3565
ILK	0.452125
SLC22A8	0.3765
MRPS7	-0.951875
PITX2	2.781
FABP3	2.959
OR1L1	-0.457
LOC728215	-0.1455
BLID	-0.655
KIAA1217	2.42170588235294
TFPT	-1.212
AP4B1	0.116
VBP1	-1.2475
OR1K1	-0.236
MORC3	0.37175
BHMT2	-1.66566666666667
C3orf10	0.311625
FZD7	-0.128666666666667
WFDC10A	0.5675
PMS2CL	-1.136875
CCDC32	0.0235
FA2H	2.42175
ALG13	-0.852
TTLL7	-1.1154
SPOCK3	0.3675
SLC13A2	0.258
AIM1	2.301
GPRC6A	0.0885
EGR2	2.6455
MED11	-0.34025
WWC1	2.00575
SH3GL3	-2.825
RIF1	-0.608214285714286
PRLH	-0.2655
VLDLR	-2.2575
DBT	0.284
C21orf63	0.152
CGGBP1	-0.48525
KRTAP12-2	-0.0185
TADA3L	-0.714625
ZBTB16	-0.36275
PDGFB	0.385125
RFX1	0.389
UQCRB	0.4394
LOC133874	1.408
HPS3	-3.2165
LGALS3BP	0.687
DKFZP564O0823	2.78542857142857
MRFAP1L1	-0.916625
HOXA10	1.94083333333333
NGB	0.1175
KIF21A	0.598923076923077
IFLTD1	-0.394
LZTS1	-1.375625
ARHGEF3	0.9815
RHBDL3	-1.795
CSNK1G2	0.516083333333333
ChGn	-0.786125
KIAA1244	1.13716666666667
GABRB2	0.0885
MGC72080	0.0195
CD27	1.641
EGLN1	-1.4506
PEX13	0.28675
RWDD3	0.39925
RNF12	-0.909833333333333
GRIN2B	0.4285
ADAMTS14	-0.02975
DYDC2	2.80216666666667
ATP6AP1	0.1546
NR1H2	-1.42916666666667
PDK2	0.1685
C3orf17	-0.00766666666666667
SLC38A2	-0.801214285714286
SLC25A29	-0.888833333333333
C15orf29	0.088375
ADAM9	-0.31125
TMUB2	0.359625
GPR176	-0.531
AGK	-0.605125
MCCD1	-0.03325
NDUFA4	0.166
TMEM146	-0.035
DUSP1	0.1035
UNQ6975	0.514
EMX2OS	0.03875
INSM2	-0.03075
LUZP4	-0.08475
SETD6	0.24125
P2RY2	2.58
SLC45A2	-0.8095
RABGAP1	0.5125
UBXD5	-0.3205
GPRC5A	2.3602
PAK3	-0.316
LOC63920	-0.38275
TGFBR1	0.4884
KRTAP6-3	0.28975
SFMBT2	-1.091
CDC42	0.275875
C11orf35	-0.477
TTLL2	-0.42075
UACA	0.301083333333333
CD97	1.5443
SETD5	-0.224125
NINJ2	-1.39475
PTER	0.218833333333333
POMGNT1	-0.13725
KRTAP4-2	-0.606
ECGF1	1.312625
HRB	0.366545454545455
ATP1B2	-0.1632
LOC400506	-0.40975
COL4A3BP	1.053
C6orf97	0.8905
GRHPR	-0.85
TAS2R1	0.0265
SEMA7A	-0.16325
EDF1	0.35125
ODF2L	0.1692
PCID2	0.0545
GTF2H4	-0.814
ZCCHC3	-0.08975
CGB2	0.212333333333333
NEUROD1	0.33925
C20orf75	-0.0485
RP5-1054A22.3	1.659
IFNA5	-0.143
ZNF134	-0.801416666666666
MGC119295	-0.4547
ZSWIM6	0.189125
SMEK1	-0.0595
PCGF2	-0.35875
C1orf102	1.134
CYP2A13	0.1185
KCNH6	-0.5418
MDM1	0.1207
ALDH7A1	-0.0671666666666667
C9orf75	0.71975
VDAC3	-0.276875
OR51T1	-0.3195
EIF3F	-0.39075
KCNJ10	-0.409875
LENG8	0.05225
EDEM2	0.84475
CCNJL	0.787666666666667
DHX37	0.4845
CRYGN	-0.192
AATF	-0.12825
ZNF630	0.447125
E2F5	0.2095
WFDC13	0.10825
FTSJ3	-0.5625
C4orf33	0.42875
LHFPL4	-2.325
C19orf56	-0.29525
SMAD4	-0.287625
AFM	0.0583333333333333
G0S2	-0.31225
FCHSD2	0.2017
RRP1B	-0.4825
EEF1B2	0.0446666666666666
STAT6	1.5505
ZNF195	0.43875
GNL1	-0.9005
ZNRF2	0.984666666666667
PER3	-0.389875
ASB16	0.08025
C10orf10	0.160071428571429
ADCY8	-2.9685
C9orf58	-3.6215
ARMC10	0.284
PSG1	-0.6725
DHX34	-0.48875
VARS2	-0.706625
NFIC	-1.35825
ITPR2	-0.70325
AGXT2	0.063
OR6K3	0.2
H2AFZ	-0.963833333333333
MLLT3	1.52583333333333
COX4I2	0.6975
CCNT2	-0.339
PLK4	-1.37375
NUMBL	-0.705833333333333
MED16	-0.388
PLEKHQ1	0.346
GOSR1	0.339277777777778
BTG4	-0.03575
RPL30	0.467666666666667
IGSF5	-0.57775
IGFL2	1.40516666666667
ELMOD2	0.475166666666667
SHC3	1.365
HAVCR1	0.6345
DYNC2H1	-1.0515
RNF5	-0.335666666666667
C2orf7	-0.55025
NLF1	0.7545
KLHL25	0.24525
LRP10	0.1164
KRI1	-0.93625
PUS7L	0.389
MGMT	1.41625
HOXD1	-0.874
CSH1	-0.1443
ATG16L2	-1.57375
FLJ44635	1.2065
CHODL	0.782
EXOSC8	0.62675
SLC28A1	0.12875
MYO7B	1.2715
SEH1L	-0.1139
MTNR1A	0.637166666666667
TSPAN5	-0.149
CDC45L	-2.305
AMIGO1	0.1395
ATAD3A	-0.063
OSGIN2	0.384333333333333
PDIK1L	0.167
DARC	0.7165
PIPSL	0.091
SHMT1	-0.71625
CRISP3	0.038
POPDC2	1.39733333333333
ZRANB2	-0.520666666666667
FBXL8	0.71375
TRIP13	-0.947
EIF5AL1	-1.5375
POU5F1P3	-3.60816666666667
IL6	1.146
CXorf38	0.209
IFNA16	-0.2465
FBXL2	0.373333333333333
BRD1	0.35175
STATH	0.53025
FBXO44	-0.258333333333333
MCCC2	-0.19825
CDC2	-0.9754
C5orf23	0.4305
IVD	-0.990833333333333
C10orf122	0.1915
MSL3L1	0.6888
MVP	1.40425
EPOR	-1.7566
ZMYM1	-0.626333333333333
BCL7C	0.1665
PSTPIP2	1.0347
LYPD1	-2.238375
OR8G5	0.521
ZP3	-0.0586666666666666
BCAS4	-0.975166666666667
EDG6	0.965
ISY1	0.09
PRAMEF2	-0.5345
CUL1	-0.6545
RNF213	0.7636
CCRK	-0.63425
DHX9	-0.510375
C13orf29	1.3235
NCKAP1	-0.0921666666666667
MRPL43	0.6945
XPR1	-0.48425
PKN2	0.2997
PODNL1	1.002
ZNF333	0.000124999999999972
DALRD3	-0.15975
OPN1SW	0.2275
BTBD6	-0.19975
C11orf82	-0.686
OR5P3	0.997
DUSP11	-0.08175
L1CAM	-0.943
NEK11	0.954
OR7E91P	1.134
CNTN3	0.703
CREB3L2	0.8175
ZBTB37	0.115
KIAA1324L	-2.7665
NDUFB10	0.184666666666667
NUDT2	-1.0165
GTPBP8	0.014
CACNA1D	1.353375
PRKAA2	-1.5542
PRDM8	0.9025
MGC16075	1.64366666666667
KRT14	-1.65042857142857
PP8961	0.096625
MRPL18	-0.07125
ABCG2	-2.761
PACRG	2.385
BBS2	0.247
KREMEN2	0.137
FBXO21	0.651
HNRPUL1	0.0941666666666667
GRB10	-0.3875
CLSTN1	0.824875
LMAN2	-0.3555
C17orf61	-0.56775
NIPSNAP3A	2.10825
INSIG2	-0.581333333333333
PCDHB7	-0.481333333333333
STXBP2	0.560375
CMAH	-0.554916666666667
SEMA5B	-0.8625
ZNF155	-0.0411666666666667
COQ6	-0.944166666666667
PRPF4	-0.26425
TSPAN15	2.4907
VN1R5	1.34625
LATS2	0.37075
SELK	0.4885
PGK2	0.081
MS4A1	-1.0385
TYW3	-0.2349
KRTAP5-1	0.37975
RCCD1	-0.784666666666667
BTN1A1	0.7595
DDX28	0.393
TMEM65	0.8725
LOC92345	-0.19325
TTC31	-0.76975
WDR46	-0.472833333333333
CHP2	5.031
LSP1	-0.55275
ZNF542	-0.52275
EXOSC1	0.15025
ARHGAP18	1.314
LRRTM4	-0.286625
MAOB	-1.82125
CACNB4	-0.8875
MGC33846	-0.0435
RANBP3L	-0.942875
ATP5L	0.603125
ONECUT1	-2.7485
NUDT9	0.08
TMEM149	0.0545
STX17	0.555
IGSF10	-3.479
TMPRSS9	1.1595
BMPR2	0.33075
ALLC	-0.5075
KLF7	0.831125
GCC1	0.6342
TIMM9	-0.837
CDO1	-0.7515
MGC10701	-0.279333333333333
IFI6	2.0145
FRMD8	0.88425
MGAT2	-0.10475
WBP5	0.0806666666666667
CNIH2	0.0115
KIAA0907	-0.8639
KCNH8	3.8625
CTSG	-1.5975
GRIK1	-0.0483333333333333
CUL5	0.796375
FRMD1	0.4035
OR9A4	0.5015
SYT6	-1.894125
FOXD4L2	-0.37075
ANAPC2	-1.11433333333333
OPN5	-0.4965
TAF13	0.4195
LYG2	-0.4335
GGNBP1	-0.0635
C11orf40	0.3735
OTX2	-0.6015
REG4	1.8525
EIF5	-0.1630625
PALB2	0.05825
SEPSECS	-0.2392
RNASE3	-0.3795
TRIM49	-1.0885
POLR2K	0.5647
GPR42	-0.185
C8B	-2.62
SASS6	0.046
PREB	-0.654
OR3A3	0.491
TUBA8	0.809
IGLV2-14	-2.083
STIL	-0.785
ANKFN1	-0.501666666666667
NME7	-1.7035
HOXC12	-1.346
UBE2C	0.42025
FHOD1	-1.535625
CDK2AP1	0.20275
OR6K2	-0.007
DHPS	-0.2205
RPL5	-0.264333333333333
TRGV5	0.1695
LOC541472	0.371125
HCCS	0.2957
DENND1B	0.027
LHX3	0.174
OR5D16	0.426
CXorf57	-1.8202
IRF2BP1	-0.017
NDST2	0.00183333333333334
LCE3D	-0.504
BOLL	0.056375
SYT3	-0.741
PIH1D2	-0.13925
C20orf7	1.09466666666667
IL1R2	1.4945
SLAMF9	0.769
PPME1	0.675
PIK3CA	-0.26975
TRAPPC1	-0.1835
COLEC10	-0.41525
SLC9A6	0.524
PDDC1	0.588083333333333
CCDC53	2.13425
GK3P	0.2585
DAZL	-0.2285
BRI3	1.349
SDK1	-0.338625
CYP2C18	2.0225
IFI44L	2.9545
RPL3L	0.0615
FUT9	-0.5756
KIFC2	-0.0471666666666667
PMP2	0.3325
SLC4A9	0.2935
PLAG1	-0.7185
MYCBP2	0.503333333333333
OR4E2	-0.5535
CCDC65	-0.61825
C16orf82	-0.092
ENTPD4	-0.47125
BRP44L	0.8455
PMP22CD	-0.29
TMCO4	0.687833333333333
KCNN1	-0.71
WDR35	-0.59975
CCDC80	-0.106375
C3orf31	0.2985
SLC7A9	1.1925
TMEM190	-1.139
DBC1	-0.537333333333333
FADS3	-1.47216666666667
PDZD8	2.393
GRM5	0.392125
AZGP1	1.0716
PEX3	-0.2215
MED1	-0.0882142857142857
ATG4C	-2.19733333333333
HNRPH3	-0.3945
FAM109B	1.20575
C4orf17	-0.1625
CA10	0.43625
OPRD1	-0.5115
CCL16	-1.2095
SACM1L	-0.661
CST6	3.29375
CD63	0.5833125
LGI1	-0.395
ZNF784	-0.0655
CRYBB1	-1.615
CX3CL1	-0.3995
TOP2A	-1.9975
GYPB	-1.83966666666667
GADD45GIP1	-0.481
FEN1	-1.15125
IGF1R	-0.509125
WDR72	-0.295
PURG	0.00583333333333332
DEFB126	-0.328
PKD1L1	0.693
CAV1	-2.2734
GNPDA2	-0.6108
DGAT2	1.171
NLGN1	-3.39875
STRBP	0.5345
HPRT1	-0.140666666666667
FANCI	-1.497
PSMA7	1.066375
DBF4B	-0.727833333333333
TTF1	-0.3865
RAD54L	-1.33225
ELOF1	-0.3635
PLAGL2	2.394625
ZNF256	-1.108
HMGCL	0.329
MSI2	-0.139666666666667
RPESP	-2.1
C11orf60	-0.98425
