Hybridization REF	TCGA-AA-A00O-01A-02R-A00A-07
ARPC2	0.3585
ENG	-0.6265
P2RY13	0.525125
GAPVD1	0.3936
CCNO	-2.5516
C9orf64	0.0545
RXRG	-1.024
C7orf45	-0.672
ZNF140	1.03325
SULT1E1	0.3435
RGPD4	0.64725
CGB7	-0.3345
C9orf142	-0.28575
BRD9	-1.628
tcag7.350	-0.41375
OR2M5	-0.4285
OGT	-0.2209
SYT1	1.13575
ACRV1	-0.399833333333333
CMPK	2.0155
BHLHB5	2.44233333333333
MARCH2	0.826071428571429
ASXL3	-2.17425
RPIA	0.56225
RFXDC1	0.240333333333333
HIST1H1B	-1.3295
ZNF701	0.8505
KCNT2	-0.4345
CCDC36	-0.48325
SLC11A2	0.249875
NBEAL2	0.802
RP4-691N24.1	-2.78
TYROBP	3.80175
PLA2G2F	-0.630875
TCP11	0.012
OR4K13	-0.972
C15orf21	-0.80225
OR4F15	-0.649
FAM108C1	2.495
ASAM	-3.42925
NPHP4	1.20166666666667
SFRP5	-0.00116666666666669
OR56A3	0.1335
EBAG9	0.828833333333333
LOC100101267	-0.388
UROD	-1.35516666666667
ARL9	-0.403
PDE2A	-1.28616666666667
TUBB2A	-2.145
RPL36	-1.088
ASPM	-1.688
RBCK1	-0.674666666666667
AFF2	-0.295166666666667
STARD6	0.252833333333333
ZDHHC8	-1.1225
EXOD1	-0.363
PLXNA2	2.09118181818182
ACTL6B	-0.18
ANKRD41	-1.27316666666667
IL2RA	1.26228571428571
PNRC2	0.9395
DENND2C	0.346
STXBP5L	-1.781
TBCC	1.849625
NSF	0.422333333333333
KCNJ1	-0.0646666666666667
KIF2B	-1.44475
KRT73	0.169
C7orf47	-0.277
NFASC	-0.224
SFRS15	-0.2235
CLCA4	0.333166666666667
ZNF597	0.547833333333333
SCGB1D1	2.115
LONRF3	-1.07175
OR2J3	0.419
SMURF1	-0.055
C14orf102	-0.3825
HNRPDL	-0.0746
ANKRD39	-0.651
BTNL8	1.23425
CSTF2	-1.445
CABP4	-0.7925
TMEM95	-0.07975
HTR1F	-1.3395
SCPEP1	1.1915
PRSS12	1.15475
SLC28A2	0.4475
INHBA	1.94533333333333
RP11-298P3.3	0.507
UGDH	0.700833333333333
SLC36A1	-0.193666666666667
PLCB1	-0.783
SEPP1	-0.351666666666667
SRXN1	-0.97275
LOXL2	-0.7695
SERPINA7	-5.18383333333333
LOC201229	1.8395
CHRNA1	1.623
DENR	-0.987833333333333
RARRES2	0.9545
SENP2	0.051375
XPNPEP1	-0.2195
PCGF5	0.78955
HIST1H1T	-2.671
CDK5RAP1	-0.05
PRKG1	0.5455
RASGRP1	-1.2103
CFI	-1.31183333333333
KIR2DL3	0.137
FOXRED2	-0.653428571428571
FABP1	-2.394
TRIM7	-2.4795
CYP20A1	0.614727272727273
CYTL1	-3.1495
SORBS1	1.462
PEA15	0.665071428571429
GUCY1A2	0.568166666666667
ZSWIM2	0.958
PH-4	0.244125
PACSIN1	-1.887375
LOC152586	0.2575
UMODL1	0.126
KREMEN1	2.209625
FLJ35773	3.45775
RFPL4B	0.3185
SNAP23	0.50875
STXBP6	0.14375
C6orf115	-0.8015
ZBTB33	0.245333333333333
CHST9	-1.992
MGA	0.298
FAM128B	-0.5601
GPR4	3.04183333333333
KIAA1957	-0.23075
GSTK1	0.810833333333333
CLCN5	0.40125
FBXW5	0.01525
FUSIP1	-0.0781428571428571
MAG	-1.04
FLT3	0.501833333333333
STRA8	0.775
SERPINB4	-2.4445
JMY	-0.966333333333333
DLK2	-0.6355
ZNF451	-0.6684
HES6	-0.02175
FGF9	-1.45275
VNN1	-0.0211666666666666
SRPK2	-0.3776
ALDH3A1	0.490833333333333
CDX4	-0.166
SPG21	0.03625
ZNF302	1.2853
DOK3	-0.56625
GRIN1	-0.795714285714286
OR1A1	0.429833333333333
CALU	-0.4115
ANKFY1	-0.175833333333333
C9orf84	-0.3405
CLEC2L	0.1395
LIMCH1	-0.379166666666667
RWDD1	-0.104833333333333
VHLL	0.2
SLC18A2	0.123
UPK3A	0.580333333333333
FIP1L1	-0.5895
LENEP	-0.578
RHOB	0.0933333333333333
RIBC2	-0.504
GNPNAT1	-1.288
TBC1D10C	0.22975
MMAA	2.31175
INTS9	-0.09475
HOOK2	0.106875
CCNG1	-2.55766666666667
CCDC144B	-0.3725
MTMR7	-0.334
NEU4	0.861833333333333
HADH	-0.168
CCKAR	0.2515
TMEM173	1.4415
AFAR3	0.04525
PTH2R	1.885375
IFI30	3.02
GLUL	0.6997
TMEM71	-0.883
C20orf165	-0.105
BFAR	-0.131625
ZNF14	0.5955
KLHL8	0.4905
PPIL2	-0.463666666666667
CTA-126B4.3	0.111333333333333
C5orf37	-1.668875
SLC27A4	0.706833333333333
KLHL22	-0.6675
GJB2	3.1437
HSPBP1	-0.048375
PRKD1	-0.110166666666667
SOX8	1.422875
KIAA0195	-0.59
MICALCL	3.25416666666667
ICAM1	-0.313
C10orf126	0.916
SIX4	-2.095
BCL2L1	0.94
CD19	-1.12983333333333
RAPGEF3	1.36016666666667
KIAA0974	-0.0215
MAPK3	-0.511
OR10A3	0.124
MAP2K1IP1	0.711
STK4	0.939333333333333
CHIC2	0.7355
DLX5	-0.971333333333333
ZNF367	-0.64275
FBXO41	0.2115
ADK	-0.704375
hCG_1995786	-1.18766666666667
GTPBP10	-0.3615
TGOLN2	2.022
CTBS	0.403333333333333
FGD1	-0.8065
ETS1	0.530166666666667
EDC4	-0.13775
GSTA3	-0.939333333333333
HOXB6	-0.499
C9orf131	-0.485
BCAS1	3.4735
U2AF1L4	-0.025
PDHA2	-0.2518
SORD	0.537875
SLC25A33	0.607
WDHD1	-3.455
OR8K5	-0.2335
RNASE11	-0.4955
STAP2	-2.23275
TRIM44	0.4353
CHCHD8	0.18975
SIDT2	0.557833333333333
OR2B3	0.266
TRRAP	0.0845
TRAF1	-0.138583333333333
RYR2	-0.486
FAM71B	0.155
SLC45A4	2.5005
TRIM32	-0.352
ATP6V1G1	0.60775
TRA16	-0.1815
SERHL2	0.4045
PRKY	-0.476666666666667
NPR2	-0.43125
TAS2R40	1.32466666666667
OR5I1	0.163
ZFYVE26	0.0403333333333333
WFDC11	0.097
CSH2	-1.168
OR2T8	0.24375
TBX20	-0.549
LYPD5	2.3255
STOML2	-0.589666666666667
ALPI	-0.589875
FAT3	-0.288
ZNF273	-0.7874375
NPSR1	0.9765
FLAD1	-0.271833333333333
RAB5C	0.184625
TTLL3	-1.03325
KIAA1618	1.27016666666667
NPPC	-1.142
ZEB2	1.1503
MRP63	-0.32825
WSCD2	0.09925
NEUROD4	0.099
SNAPAP	-0.15925
MTMR2	-0.413
STK35	0.315875
USP48	-0.07525
NR1H4	-1.9665
RASL10A	0.406
SSTR1	-0.28475
C1orf35	-0.45475
APOBEC3C	-1.26325
RUSC2	0.036
SALL4	-3.1515
ZCCHC8	-0.53575
RAD17	-0.86825
ZNF708	0.1595
LILRB5	0.549
TEX12	1.0225
C9orf79	-0.12525
ARHGEF1	0.151833333333333
ABCA4	-0.818833333333333
RNF214	-0.33475
PPAPDC2	1.4715
ARID4A	0.0366666666666667
SYCP2	-1.609875
OPRM1	0.3385
RP13-102H20.1	-3.0955
CYP26B1	1.52166666666667
APCDD1	4.95416666666667
PCCA	2.517
ALS2CR7	-0.319
AQP5	-0.501666666666667
YLPM1	-0.174625
PRKAR1B	0.0211
IL16	-0.427
TCF3	-0.8145
ZSWIM7	-0.525
SERPINE1	-2.2293
BAI2	0.27325
SMC5	0.200357142857143
SMN1	-1.02383333333333
SLC13A5	-3.29225
POU2F3	0.07875
BACH1	0.512
GMCL1L	0.285
PPP2R2D	0.406
LRRC51	-0.16175
EDARADD	-0.846
LRRC3	-0.5705
FAM124B	0.19875
C20orf70	-0.025
LOC285735	-0.59
CTBP2	1.8676
ZMYND11	1.6185
CDH23	0.434666666666667
OR1N1	-0.5285
LOC400590	0.91525
PDK1	-2.467625
LMTK3	0.473
USHBP1	1.19425
ZFYVE21	-0.00600000000000001
hCG_21078	0.113625
OAF	0.28825
WDR41	-1.90925
SPINK6	-0.79775
GDEP	-0.4535
MEG3	-1.4771
OXSR1	0.339214285714286
RAD51	-2.06616666666667
RPL13A	1.10875
DYRK1A	0.0682
FLJ25791	0.432
SARDH	-0.6817
RBBP5	-0.1165
ORC2L	-0.0825
NCAPH2	-1.2615
RNASET2	-0.152
WDR79	-1.96816666666667
FLJ39779	-0.67625
C3orf1	0.08175
DDX23	0.3865
MGC40574	-0.0615
MORC4	0.3085
MYRIP	3.90336363636364
LY6E	0.134625
SLC39A11	1.338875
ATP12A	-0.604
AUP1	-0.33375
PIP	-0.0685
CORO7	-0.8
PITPNM3	-0.6365
ENPP1	-1.65466666666667
PPP1R1C	-2.114
NRBP2	0.32925
KCNE2	1.0095
P2RX4	0.6285
CCND2	0.517785714285714
OR5T3	0.2145
CUL4A	0.506333333333333
CFB	0.956375
PCP4	1.76633333333333
HEMGN	-5.567
UBIAD1	-0.171
CDC42BPB	0.4062
CYB561D1	0.135
RIMS2	-1.1795
ZNF488	0.093
RNMTL1	-0.1105
SART3	-0.0771666666666667
CAPN10	0.495857142857143
CCR5	2.27866666666667
APOA1BP	0.2535
NDUFS5	0.2465
PDLIM3	1.2963
VPS24	1.0188
SCN8A	-0.81425
C1orf67	-1.0575
MRCL3	0.513166666666667
TMEM145	-2.6035
KCTD16	0.15
RNF149	1.64825
FDXR	-1.2955
CDCP1	2.39233333333333
PAX3	-2.43011111111111
LASS4	1.43325
HSD17B8	-0.027
YAP1	0.637125
NNT	-1.05275
SC5DL	0.74525
DKFZp566H0824	1.6125
KSR2	0.391833333333333
RAD21	-0.4888
ST8SIA2	-0.084
L3MBTL3	1.82325
SNRPB	-0.60025
MGC14425	-0.48175
MIF	-1.04725
TAPT1	0.4465
IRF8	1.4015
PRO0132	-0.905
HERV-FRD	0.0465
ACD	-1.01583333333333
BCL3	0.0155
SPATA13	2.04675
MRLC2	0.726625
F2RL3	0.187625
CFHR3	1.652
DUSP15	-1.06816666666667
TMEM46	-0.591666666666667
SF3B4	-0.782
MAP7D3	-1.01025
STELLAR	-1.3935
SEMA5A	-0.4409
H2BFS	-2.19025
LRRC28	0.296166666666667
MORN2	0.1545
XYLB	0.261125
WDR21C	0.42675
HIATL1	1.286
ADAMTS10	-0.335666666666667
WDR55	-0.38275
MFSD5	0.0526666666666667
OR4N2	-0.181
DUSP16	1.30411111111111
NLGN4Y	-0.9359
INHBC	-0.303333333333333
NUMA1	-0.7505
DEFB123	-0.5615
GIPC1	-0.49525
MGC27348	0.8815
FLJ33590	-0.086
FZD1	0.3462
MKL1	0.290833333333333
SAA2	0.27175
C1orf94	-0.554
C7orf28B	-0.1635
TMEM185A	0.1498
ZZZ3	0.3535
C16orf5	-1.79866666666667
GALNAC4S-6ST	0.3985
C1orf186	-0.05625
IGFBP4	-0.325666666666667
NDUFA10	0.1235
CLIC2	0.25725
RNF13	0.49
GPR103	0.208
CD69	-3.9075
MYOZ1	-0.2575
IFNB1	-0.392
CLNS1A	-0.45775
CXorf45	-0.49325
ZXDB	0.168
FUNDC2	-0.84775
GPA33	0.95075
C9orf70	0.82175
SLC2A9	0.26675
LOC126520	-0.084
MAGEB1	-0.459
LCE2A	-0.439
C18orf34	1.1315
FMNL2	1.03625
KRT85	-0.696
CRYGA	-0.0825
GEM	0.74675
THAP6	0.8568
ALKBH3	-1.729
TM6SF2	0.45275
C20orf82	1.7135
RANBP2	0.376666666666667
LIG3	-0.3282
RETSAT	0.342875
OR8S1	0.356
CAST	0.07075
TGFBI	1.1376
C15orf37	-0.269
PGM3	-0.7615
SLC4A11	-1.33625
FAM123C	-0.441333333333333
TAOK1	1.025
CISH	-0.19225
OGDHL	-0.183
SPINT2	3.24866666666667
ZNF33A	0.0235
CLDN18	0.177333333333333
RNF128	4.2375
CCDC71	0.74425
RASSF6	2.2195
HSPG2	0.8915
ATP6V0E1	0.750625
ABHD6	2.63725
CD274	1.1325
GCNT1	1.329
NT5C1A	-0.4575
TM4SF5	0.969
C21orf58	-1.24533333333333
SUCLA2	0.484
RFTN2	1.226
SCNM1	-0.437875
SLC9A10	-0.5005
FUNDC1	0.2585
SLC35F4	-0.792
AMD1	0.26025
COL6A6	-0.273
OR4K2	-0.131
TRIB2	-1.38141666666667
LOC91461	0.27475
GHSR	0.1915
ATP8B1	2.60475
C1orf78	0.197166666666667
RNF183	0.513166666666667
STX4	0.5493
TPPP2	-0.341875
MYBPHL	4.1165
TXNDC6	0.2795
C9orf47	1.3435
FAM137B	-0.0465
FANCB	-1.26775
C11orf9	-0.36175
DPY19L1	-0.98375
VDAC2	0.307166666666667
VHL	-0.04725
LMBR1	0.936
C8orf44	0.48725
ZPBP	-0.16875
FGF23	-0.39625
C21orf67	-0.7185
PCNT	-0.631375
BCKDHB	1.5188
GALNTL5	3.075
BET1	-0.992875
ARL13A	-1.318
HDAC6	-0.577
N4BP3	-1.543
OTOP1	-0.6436
TTC30A	0.69325
CRISP1	0.0645
KRT32	-0.3585
VSTM1	0.193
ZNF622	-0.84675
POLR3B	-0.9312
DNAJC10	0.393125
C12orf54	0.3275
ADIPOQ	0.285833333333333
RIT2	0.36925
CD44	-1.1962
ABCA3	-0.65275
RPS17	-0.4955
FEZF1	-0.33
PCDHB15	-0.727
KCNMA1	-0.643909090909091
CCDC116	-1.913
C15orf27	-1.485
NARG2	0.1479375
ITGA5	-1.109875
MEFV	-0.078
TUT1	-1.028375
LOC541473	-0.0815
NMBR	0.1805
GLT1D1	-2.0095
ABCB7	-0.50875
PFKP	-1.55681818181818
C9orf91	-0.7696
LRRC41	-0.0513333333333333
C1orf85	0.152333333333333
ATP5F1	-0.104
STOX1	-2.007625
GFOD2	0.57975
SLC25A3	-0.4615
ZNF646	0.2584
ZAR1	-0.7585
OSTbeta	0.0855
GALNT3	3.44475
IFT122	0.043
LDB3	-0.0367
GARNL1	0.1885
HOMEZ	-0.395
LRRC6	-0.1725
ANGPTL5	-0.998333333333333
UBAC1	-0.67925
DLEU7	0.17075
RPL19	-0.009375
TOP1MT	-0.565333333333333
LOC643641	0.476875
MBD3L2	-0.628
NTSR1	-0.176833333333333
WISP2	-5.011
GPSM2	0.7455
RDH10	1.0289
PRKCG	-0.129
HIST1H4J	0.283
MON1B	0.1667
MLF1IP	-2.58066666666667
ZNF446	-0.107625
COL4A5	-1.1496
SLC26A1	-0.321857142857143
RGN	-0.8325
CCNB1	-3.35325
C9orf165	-0.69425
CCDC28B	-0.9475
CCDC97	0.994
FGR	1.334375
MSRB3	0.483
EPN2	-0.57175
COX15	0.423666666666667
KCNK6	-0.0584
XK	-1.5295
GDA	0.398875
HEPH	-0.854125
THRAP3	0.359125
MET	-1.06064285714286
PHYHIP	0.29375
LYAR	-0.754
ING3	0.705
AK7	-0.897
CCT8L2	-0.176625
COPS7A	-0.938166666666667
WSCD1	-0.27925
RNF185	0.327625
TNS3	1.531
KNDC1	-0.646
RWDD4A	0.554166666666667
MED13L	1.1193
ZFYVE1	-0.864375
C7orf44	-2.27766666666667
MRPL1	0.3545
STGC3	-1.1835
TEAD1	0.1205
RPL7A	-0.517857142857143
ARL6IP1	0.3684
C1orf178	0.312
CTAGE5	0.65
TMEM184A	0.817166666666667
SLC25A14	-0.48675
CACNG5	-0.19225
ATXN10	-0.49
ECH1	1.2556
CCL22	0.17725
CYP2F1	-1.957
GADL1	-0.052
TMEM19	1.1648
RUNX3	2.87825
EFNB1	1.55983333333333
LIPN	-0.3585
ACSM3	-3.181
SIGLEC8	0.218166666666667
ASCC3L1	-0.31175
NOL8	0.160375
RELT	-1.8585
Magmas	0.495
PPP1R15B	0.5362
C11orf2	1.13575
VKORC1	-1.57516666666667
MGC26647	0.15975
TRPM6	0.8445
UGT2B7	-0.631833333333333
FEV	-0.4425
FOXK2	0.0395
PDCD5	0.953166666666667
SLC8A1	2.4961
DGUOK	-0.951666666666667
CLDN16	0.427
GAGE1	-1.0695
RBM17	0.8769
C1QTNF3	-0.260125
VGLL3	-0.622833333333333
UNQ5830	0.3835
CD1A	-2.4355
SCGB1C1	0.136
SUPT4H1	0.156625
TRAF5	3.156
ASAHL	1.304125
FAM73A	0.954833333333333
OR6B1	0.151
WHSC1	-1.1248
GFPT2	-1.569
LOC339809	-0.55025
STARD5	0.609416666666667
SIP1	-1.76075
DNAJC15	3.40725
STAU2	0.257625
FAM98A	-0.30725
RAD23B	0.6106875
LRRC33	-0.868
CHRAC1	-0.61125
C21orf89	-0.60025
C19orf43	-0.388833333333333
KLK8	-2.34066666666667
CCNE1	-0.748
PKDREJ	0.236833333333333
SSU72	0.49025
C17orf73	-0.413
GPR78	0.059
WHSC1L1	0.8918
GSTA2	-2.57625
SMUG1	-0.582333333333333
UFM1	1.0126
AP3M2	-0.405833333333333
USP14	-1.348875
FBXL14	0.0871666666666667
DSTN	0.69325
SFRS14	-0.39175
FBXO31	1.09666666666667
C12orf40	-0.25325
FRS2	0.0255
NR2E3	-1.064
TUBB2C	-0.54775
GMPR	-0.0493333333333333
C9orf139	-0.325
ING5	-0.107785714285714
LOC730092	1.28333333333333
ORM1	-2.1845
RP11-11C5.2	-1.2555
HSPD1	-0.6214
PIWIL3	-0.51325
C5orf13	-1.1156
OR5R1	0.288
LCOR	2.116125
PLEKHA9	-0.55
CCDC43	-0.3765
ZNF232	-0.937
SLC6A7	0.2215
ADH5	-0.295333333333333
SHBG	-1.20383333333333
CROCCL2	0.27925
PANX3	-0.1205
CDIPT	-0.3415
SLC16A5	1.6505
TUBB	-2.07975
TOR3A	-0.3893
PREP	0.337833333333333
ENTPD8	1.90885714285714
CHMP1B	-0.34975
SYT12	-1.498875
MYH6	-2.2748
MAP3K13	0.8855
KLHL30	-0.7825
LCMT1	-0.20225
EIF1AX	0.985
FOXD4L1	-0.6475
SLC24A5	0.383
RNF166	-0.8362
TJAP1	1.18325
TMEM156	-0.3685
ZNF239	0.81875
SNX19	0.3488
GKN1	0.03475
FCN1	0.4587
C1QL1	-2.1485
ATP11C	-0.013375
ZNF35	0.46675
CARD8	0.71275
LIMD1	0.5215
KIAA0286	-1.24125
XRN2	-0.5855
CD6	-0.343166666666667
TOX3	2.559375
ZSCAN4	1.6015
RSRC1	-0.572875
COG1	-0.022
PTRF	0.1755
C16orf35	-0.039625
FBXO24	-0.8745
CHST11	-0.6835
THRB	0.2797
MYBPC1	-0.5765
RNF39	-0.254833333333333
PSMD11	-0.3835
ALAD	0.990166666666667
EN1	-1.0155
SLC9A9	0.0415
GSTM4	0.4269
CDC42BPA	1.19173684210526
RCSD1	-0.5865
LUC7L2	-0.2306
SPTBN1	0.1565
LOC146167	-0.4225
BAT5	0.6378
ZNF452	-0.358
LSM4	-0.681125
SRP72	-0.2275
SGK269	0.56925
MTX1	-0.6525
CENTA1	1.511
UNQ9433	2.052
ATR	-0.831083333333333
DDX49	-0.166833333333333
PAQR8	0.655666666666667
C14orf174	-0.52475
GBGT1	0.24925
THAP1	0.605
OR10K1	0.443
RASIP1	-0.982833333333333
DPYD	-0.5553
DOHH	-0.907
C18orf45	-0.36125
POF1B	4.3616
ZNF552	1.9785
USP32	-0.85825
MED27	-0.515833333333333
C14orf149	-1.785
PRDX4	-1.009
ABHD12	-0.5935
AGT	-0.27075
SLC22A14	-1.059
C1orf58	0.24725
PILRA	-0.78475
ABCF2	-1.206625
C17orf85	-0.1705
TKTL1	-0.733666666666667
FGF1	0.2015
IL6R	0.338333333333333
VPS25	0.018
CHRNB2	-0.0547499999999999
COL7A1	-0.4879
LRRC48	0.546333333333333
SPG20	-0.842416666666667
COX10	0.43375
GCA	1.26525
ECEL1	-0.922
GLG1	0.355833333333333
SRD5A2L2	0.13475
MUTYH	-0.5215
ZNF70	0.07925
L2HGDH	-1.10725
GPATCH2	0.478
ZNF655	-0.37625
ZNF227	0.575833333333333
MCOLN2	0.128833333333333
NQO2	-1.06975
KCNQ5	-0.48
NEU1	1.74383333333333
QRICH1	0.2335
ZBTB20	0.768
RPUSD3	-0.70875
EPGN	-0.472166666666667
TSN	0.362583333333333
SPRY2	0.6575
LZTFL1	-0.02625
GMFB	-0.1635
PBEF1	-0.8975
HBG2	-4.9915
TMEM8	1.81025
PALM2-AKAP2	0.952
NFYA	0.9905
FAM108A1	-1.02075
PBLD	1.435125
NRG4	-1.687
PIGF	-0.93425
PTGER1	1.453
NOS2A	1.566
C21orf34	-0.338333333333333
C21orf51	0.178416666666667
IL17C	-0.483
TRMT6	1.01016666666667
ETV2	0.687833333333333
CCDC109A	0.5995
MYLK2	-1.357
ATP10A	0.7257
DPH4	-0.532
C5orf5	0.4955
KCNA4	0.2598
NMNAT2	-0.259333333333333
GLYATL2	-0.6535
LSMD1	-0.488375
IL23R	-0.39175
NRF1	0.31225
MUC15	-1.639
PRDM12	-0.6035
PAQR4	-0.438142857142857
RBBP6	-0.1445
IFI27	4.95125
SKAP2	0.984166666666667
TAGAP	0.94625
TJP3	1.3845
C9orf61	-1.511
IDS	0.0371428571428572
PARG	0.14875
LOC131149	0.336
DYRK4	-0.252666666666667
MICALL1	-0.51375
GALR2	-0.4035
GPBP1L1	0.7815
TBX21	2.26275
KCNJ6	-0.334166666666667
GGN	-0.33525
CASP5	1.317
RNF182	-3.87025
BRD4	0.62
DOK4	0.789125
SLC46A2	0.0563333333333333
SOX9	2.90725
ZNRD1	0.168333333333333
PRR6	-1.22175
FAU	0.037
DTNB	-0.324166666666667
CARD9	0.723
STS-1	-0.922333333333333
SLC4A5	0.07825
NSBP1	-2.008
UGCGL2	-0.459666666666667
POTE15	-1.0875
NOXA1	-0.15525
RP13-347D8.3	-0.0425
SAMD10	-0.339333333333333
EP400NL	-0.553
TCF21	1.9085
AMELX	-0.1305
JPH2	0.0716
SLA	0.418125
DLST	0.0633333333333333
SEPT12	0.0425
RGS20	-3.48525
LXN	0.0443333333333333
ZNF419	0.753625
UPK3B	-0.545166666666667
RELL1	0.57225
ESPNL	2.7165
KLHL21	-0.31675
PI15	0.4635
C2orf61	0.6005
LOC407835	-1.101
RER1	-0.0564166666666667
ELAVL2	0.054
MGC26718	-1.594
KLF2	1.82375
TNFAIP8L3	0.629333333333333
TFE3	-0.0555
C11orf17	-0.2815
15E1.2	-0.72025
SNRPC	-0.72575
DLGAP1	-0.258
PGLYRP1	-0.126625
OVCH2	-0.038
IRF7	0.4563
SET	-0.0934
NAB2	-1.556
LRP5L	1.1885
FAM120A	0.882375
ASCL2	4.0245
SHH	-0.645
ATP5H	-0.055
THPO	-1.40133333333333
TYRP1	-3.234
HIST1H3E	0.135833333333333
EIF2S1	-0.333055555555556
TNFRSF17	-2.73866666666667
TARSL2	1.285
NKX2-8	-0.522625
C1orf115	1.715875
LOC56964	-0.694
KIAA0841	0.35
ISCU	0.7935
TTMA	1.0045
ZNF414	-0.1885
LOC441150	1.45075
RAB15	1.4935
HBP1	0.403
TNNT2	-1.06216666666667
CECR5	0.29975
PHGDH	-1.546875
JRK	-0.093
XPO4	0.070375
FAM131C	0.2715
ARHGAP25	0.466666666666667
CA9	-1.83977777777778
GPR62	-0.194333333333333
TLX1	-0.2835
GPS1	-0.2915
OR2M2	-0.116
BDP1	-0.2135
FAM70B	-0.09
RPS29	-0.502333333333333
MKLN1	0.3235
TSPAN19	-0.7545
SLC29A3	0.7658
LGALS4	6.366
USH2A	-0.0106666666666666
NF1	0.336666666666667
APOBEC3A	1.37616666666667
IMPAD1	-0.104
OLR1	0.322333333333333
NRAP	-0.2315
HCFC1R1	-0.2695
TAOK2	-0.2995
MCM10	-2.616
MAP4K3	0.04075
CBS	-2.837375
CLK3	-0.559
PCDHGA5	1.1645
ELF4	0.760125
FAM71A	-0.39675
C11orf49	-0.39075
CLIP2	0.96875
BTBD9	0.6482
ZNF524	1.896
KDELR1	0.532166666666667
ZNF509	0.9905
NCSTN	0.6875
ZNF533	-1.19835714285714
PARP4	1.717375
GALNT9	2.41166666666667
NPY	-1.048
BEGAIN	-1.7825
TMEM77	0.571666666666667
FOXRED1	-1.64383333333333
SLC16A2	-0.3
SLC35B1	-0.4275
GK5	0.67525
SDCCAG10	-1.1525
C4orf20	-0.19675
SLC9A2	0.94875
ADD1	0.712142857142857
TAL2	-0.359166666666667
ACLY	-1.054125
DNAJC1	0.1935
SOST	-1.5485
USP43	0.793166666666667
CYP4F12	2.12875
FKBP5	-0.817875
CHCHD5	-0.253
NUDT22	0.08075
CCDC85B	-1.63525
OR51G2	-0.3615
STRN3	-0.0875
TMOD2	0.71825
FLI1	0.63475
MAB21L2	0.2455
DGKQ	-0.40125
VPRBP	0.516
SCNN1B	0.2562
ECHDC3	0.8901
TMEM106C	0.76075
CSNK2A2	-0.134
RPL39	0.303
HERC3	0.5425
ZBTB47	0.944
ZNF681	-0.4515
PAGE2	-1.8495
CLIC5	3.93857142857143
RABAC1	0.153
ZFHX2	-0.73775
YPEL1	-0.174833333333333
KIAA0776	0.6225
NR1D2	1.82475
DNAJC4	0.151
NPNT	0.5525
ZNF677	-0.1475
ZNF536	0.43375
MEF2B	-0.437833333333333
PTPN4	0.774375
CTCFL	-3.9045
STX5	-0.171
CD72	1.27325
VEGFA	1.41568421052632
XRCC1	-0.7247
MAS1L	-0.264333333333333
ELL	-0.1209
SETBP1	0.42275
CDH11	2.6505
NDC80	-2.54707692307692
DMBX1	-0.8945
NRSN1	0.0848333333333333
BAT2D1	0.3555
CDS2	0.641
C1orf212	0.104
SENP3	-0.816875
IL1F9	1.121
EEF2K	0.198125
COG8	-0.29825
CEP72	0.922
OR1L8	-0.781
MUS81	-0.366916666666667
PHYH	0.91025
GGT6	0.394666666666667
C22orf23	-0.64775
C13orf33	1.73225
MAPK8IP2	0.294
NELL2	-0.51025
POU3F2	-2.97416666666667
ALPK1	1.166125
MRPS18C	0.126
RPLP2	0.071
FGF22	0.2305
SPNS1	-1.2045
ZFP1	-0.23075
IL1RAPL1	-0.25275
PCSK9	-2.581
NKX2-1	0.430714285714286
C6orf189	2.9275
SP4	-0.1305
SLC11A1	0.482
C21orf25	1.38133333333333
ICAM2	0.662625
SH3GL1	-0.781166666666667
GSK3B	0.472666666666667
RALB	1.376625
PDXP	-1.87516666666667
GNGT1	-2.20728571428571
KIR2DL1	0.554
TNFAIP3	1.12508333333333
C6orf32	0.5251
CBLN2	-0.1855
PANK3	-0.12625
TAAR9	-0.594
WDR82	0.779214285714286
APOM	-3.671625
TRIP10	0.3355
SPATA16	0.139333333333333
C1orf135	-1.75775
USP51	-0.87975
TESK1	0.583
C11orf64	-0.1305
ZNF611	0.9345
PDE6G	-0.7105
HLA-DQA1	2.0715
GCLC	0.06025
SEC61A1	-0.0965
TWSG1	-0.0813333333333334
ZMYND10	-1.22125
CTDP1	0.10125
ADAMTS6	0.00483333333333333
SLIT1	-1.163
KRT86	-0.8065
KIAA0574	2.50475
GTPBP2	0.9333
PQLC3	0.938
PRRX2	-2.43166666666667
C15orf44	0.303
MKKS	0.719
C11orf10	-0.117
GPR110	0.424375
CD109	-1.34166666666667
ADCY1	-0.609333333333333
RHBG	-3.80675
TP53I3	0.787
SLC22A3	1.7864
UCP2	0.01225
FOXG1	-1.69
OR2AG1	-0.158
TRIM24	-1.11675
PROC	-2.0885
TAAR6	0.740666666666666
AMTN	-0.5295
C10orf47	0.4055
DEPDC1	-1.988
FLJ45557	0.16175
ZDHHC17	0.908
KIAA1429	0.1025
KCNH1	0.12975
VNN3	0.308875
PSMAL	1.53375
PPARD	0.547125
HFM1	-0.7555
YBX1	0.019
ZNF695	-2.18
SCTR	0.2255
DCDC1	0.2095
VPS26B	0.1667
MTF2	-0.372
ATP6V1F	-0.1295
CCDC94	-1.59825
PERF15	-1.183
CCL11	3.8115
LMO7	0.928625
DCST1	0.769
ADRBK1	0.49275
