Hybridization REF	TCGA-AA-A01C-01A-01R-A00A-07
C15orf21	-0.70475
OR4F15	-0.1435
FAM108C1	1.446
ASAM	-3.27925
NPHP4	-1.5355
SFRP5	-0.524166666666667
OR56A3	-0.1235
EBAG9	0.255833333333333
LOC100101267	-0.2715
UROD	-1.70983333333333
ARL9	0.449
PDE2A	-3.24233333333333
TUBB2A	-1.99583333333333
RPL36	0.403
ASPM	-1.29228571428571
RBCK1	0.816833333333333
AFF2	-1.06133333333333
STARD6	0.0801666666666666
ZDHHC8	0.1685
EXOD1	0.367
PLXNA2	1.65858333333333
ACTL6B	0.00600000000000001
ANKRD41	-0.674666666666667
IL2RA	2.02725
PNRC2	-0.064
DENND2C	-1.10066666666667
STXBP5L	-1.63375
TBCC	0.12575
NSF	0.169666666666667
KCNJ1	0.2375
KIF2B	-0.19175
KRT73	-0.1795
C7orf47	0.16775
NFASC	0.0695
SFRS15	0.17675
CLCA4	2.4325
ZNF597	0.350166666666667
SCGB1D1	-1.549
LONRF3	0.40375
OR2J3	0.6155
SMURF1	0.038625
C14orf102	-0.382
HNRPDL	-0.3966
ANKRD39	-0.2305
BTNL8	4.9315
CSTF2	-0.10125
CABP4	0.157
TMEM95	0.45775
HTR1F	-0.846
SCPEP1	-0.8845
PRSS12	0.478375
SLC28A2	2.2915
INHBA	2.48116666666667
RP11-298P3.3	0.17725
UGDH	-1.32916666666667
SLC36A1	0.6835
PLCB1	-0.04
SEPP1	-1.2314
SRXN1	-0.072625
LOXL2	-0.5475
SERPINA7	-4.3595
LOC201229	0.4235
CHRNA1	0.176
DENR	-1.394
RARRES2	1.1615
SENP2	-0.02
XPNPEP1	-0.360875
PCGF5	0.4935
HIST1H1T	-0.462
CDK5RAP1	0.54225
PRKG1	1.43471428571429
RASGRP1	-1.9519
CFI	-2.96866666666667
KIR2DL3	0.8335
FOXRED2	-1.5325
FABP1	5.312
TRIM7	-1.423
CYP20A1	0.312
CYTL1	-3.562
SORBS1	3.56658333333333
PEA15	0.332285714285714
GUCY1A2	0.0256666666666667
ZSWIM2	0.567
PH-4	0.58225
PACSIN1	-2.307
LOC152586	-0.684
UMODL1	-0.4105
KREMEN1	0.45925
FLJ35773	4.9295
RFPL4B	0.63775
SNAP23	-0.87925
STXBP6	2.31925
C6orf115	1.261
ZBTB33	-0.14125
CHST9	-3.762
MGA	0.1548125
FAM128B	-0.2492
GPR4	3.45683333333333
KIAA1957	-1.275
GSTK1	0.656666666666667
CLCN5	0.72525
FBXW5	0.19275
FUSIP1	-0.738285714285714
MAG	-0.7605
FLT3	0.288
STRA8	-0.5545
SERPINB4	-3.2635
JMY	-0.8215
DLK2	-0.609166666666667
ZNF451	-0.3599
HES6	1.57325
FGF9	-1.19125
VNN1	-1.486
SRPK2	-1.2557
ALDH3A1	-0.588166666666667
CDX4	-0.537
SPG21	-0.43925
ZNF302	-0.4406
DOK3	-0.071375
GRIN1	0.770071428571429
OR1A1	0.256
CALU	0.274833333333333
ANKFY1	-0.0101666666666667
C9orf84	0.3805
CLEC2L	-0.9375
LIMCH1	-1.881
RWDD1	-0.0183333333333333
VHLL	-0.212
SLC18A2	0.7285
UPK3A	0.519833333333333
FIP1L1	-1.28075
LENEP	-0.0936666666666666
RHOB	1.385
RIBC2	0.84875
GNPNAT1	0.1155625
TBC1D10C	-1.842
MMAA	0.77975
INTS9	0.26075
HOOK2	-0.282375
CCNG1	-1.5875
CCDC144B	-2.517
MTMR7	-0.375
NEU4	-1.0005
HADH	0.17725
CCKAR	-0.2285
TMEM173	0.6505
AFAR3	0.04225
PTH2R	2.44775
IFI30	0.131
GLUL	-0.4573
TMEM71	0.548333333333333
C20orf165	0.67925
BFAR	-0.213125
ZNF14	0.527
KLHL8	0.224
PPIL2	-0.938666666666666
CTA-126B4.3	-0.0125
C5orf37	-0.53075
SLC27A4	0.608
KLHL22	-1.65675
GJB2	4.4852
HSPBP1	0.8235
PRKD1	-0.861166666666667
SOX8	-0.767125
KIAA0195	-0.451333333333333
MICALCL	2.71816666666667
ICAM1	-1.333
C10orf126	0.1035
SIX4	-2.6005
BCL2L1	0.3538
CD19	-0.204333333333333
RAPGEF3	-0.173
KIAA0974	-0.429
MAPK3	0.405166666666667
OR10A3	0.1635
MAP2K1IP1	0.115
STK4	0.623722222222222
CHIC2	0.3607
DLX5	-0.944333333333333
ZNF367	-0.62225
FBXO41	-0.3555
ADK	-0.180875
hCG_1995786	0.1555
GTPBP10	0.375625
TGOLN2	1.277
CTBS	-0.6335
FGD1	-0.21825
ETS1	-0.4065
EDC4	0.284875
GSTA3	-0.19575
HOXB6	-0.906166666666667
C9orf131	-0.0585
BCAS1	0.5555
U2AF1L4	-1.08
PDHA2	0.215833333333333
SORD	0.612875
SLC25A33	-1.1545
WDHD1	-1.3835
OR8K5	0.334
RNASE11	0.112
STAP2	2.15725
TRIM44	0.1212
CHCHD8	-0.4035
SIDT2	0.352333333333333
OR2B3	0.677
TRRAP	0.03225
TRAF1	-0.312083333333333
RYR2	-0.6235
FAM71B	-0.3152
SLC45A4	0.9845
TRIM32	-0.2265
ATP6V1G1	-0.2055
TRA16	0.30225
SERHL2	-0.474
PRKY	0.0998333333333333
NPR2	-0.2095
TAS2R40	0.704333333333333
OR5I1	0.507166666666667
ZFYVE26	-0.434166666666667
WFDC11	0.6725
CSH2	0.13025
OR2T8	0.27125
TBX20	0.1845
LYPD5	2.89283333333333
STOML2	0.2485
ALPI	0.442375
FAT3	-0.653857142857143
ZNF273	-0.50375
NPSR1	1.938
FLAD1	-0.314666666666667
RAB5C	0.299375
TTLL3	-0.64175
KIAA1618	0.176666666666667
NPPC	-1.476
ZEB2	0.5891
MRP63	1.160125
WSCD2	0.085
NEUROD4	0.8375
SNAPAP	-0.882
MTMR2	-0.283529411764706
STK35	0.04925
USP48	-0.943875
NR1H4	-3.212
RASL10A	-0.62125
SSTR1	0.08
C1orf35	-0.65975
APOBEC3C	-2.07725
RUSC2	1.52416666666667
SALL4	-0.93625
ZCCHC8	-0.62175
RAD17	-0.883
ZNF708	-0.333833333333333
LILRB5	1.30925
TEX12	0.36
C9orf79	-0.4015
ARHGEF1	0.0775
ABCA4	-2.2346
RNF214	-0.62
PPAPDC2	1.71975
ARID4A	0.184
SYCP2	-4.208625
OPRM1	0.21375
RP13-102H20.1	-6.024
CYP26B1	0.1775
APCDD1	3.36266666666667
PCCA	2.642
ALS2CR7	-0.097
AQP5	0.983333333333333
YLPM1	-0.079875
PRKAR1B	-0.9308
IL16	-1.68788888888889
TCF3	-0.191625
ZSWIM7	-1.159
SERPINE1	-2.4147
BAI2	-1.47
SMC5	0.146071428571429
SMN1	-0.695833333333333
SLC13A5	-2.9875
POU2F3	0.22975
BACH1	-0.3924
GMCL1L	-0.0438333333333333
PPP2R2D	0.149
LRRC51	-0.136
EDARADD	-0.6735
LRRC3	-0.1285
FAM124B	-1.312
C20orf70	-0.229
LOC285735	-1.28375
CTBP2	1.4974
ZMYND11	0.786625
CDH23	0.03575
OR1N1	-0.045
LOC400590	-0.50075
PDK1	-2.193
LMTK3	1.0145
USHBP1	0.7265625
ZFYVE21	0.31525
hCG_21078	1.166875
OAF	0.00074999999999999
WDR41	-1.28075
SPINK6	-0.6385
GDEP	-0.3155
MEG3	-0.9629
OXSR1	0.370714285714286
RAD51	-0.96
RPL13A	0.93325
DYRK1A	-0.2853
FLJ25791	-0.621
SARDH	-0.6244
RBBP5	-0.513166666666667
ORC2L	0.59575
NCAPH2	-0.620666666666667
RNASET2	0.0423333333333333
WDR79	-0.6855
FLJ39779	0.41775
C3orf1	-0.3735
DDX23	0.208
MGC40574	0.736
MORC4	0.793
MYRIP	3.92672727272727
LY6E	-1.096125
SLC39A11	1.4255
ATP12A	-0.146
AUP1	-0.2195
PIP	-0.08775
CORO7	0.699
PITPNM3	-0.2315
ENPP1	-1.9104
PPP1R1C	-1.359
NRBP2	-0.365
KCNE2	-0.216
P2RX4	0.98075
CCND2	1.57092857142857
OR5T3	-0.0395
CUL4A	0.426666666666667
CFB	1.758
PCP4	-0.698166666666667
HEMGN	-6.30533333333333
UBIAD1	0.055
CDC42BPB	1.8253
CYB561D1	0.5455
RIMS2	-1.38633333333333
ZNF488	-0.0275
RNMTL1	0.79275
SART3	0.0498333333333333
CAPN10	0.325642857142857
CCR5	2.12266666666667
APOA1BP	-0.2825
NDUFS5	0.0885
PDLIM3	0.8875
VPS24	0.8867
SCN8A	0.130125
C1orf67	-1.76066666666667
MRCL3	0.243666666666667
TMEM145	-1.57325
KCTD16	2.6705
RNF149	0.8305
FDXR	-0.809
CDCP1	1.86616666666667
PAX3	-3.6588
LASS4	-2.197
HSD17B8	0.118
YAP1	0.18175
NNT	-1.22625
SC5DL	0.020625
DKFZp566H0824	0.031
KSR2	-0.0253333333333333
RAD21	-0.559533333333333
ST8SIA2	0.22825
L3MBTL3	0.32225
SNRPB	0.30425
MGC14425	-0.26775
MIF	-0.04175
TAPT1	-1.0405
IRF8	2.6145
PRO0132	-0.415
HERV-FRD	0.107
ACD	0.0515
BCL3	1.013
SPATA13	1.98075
MRLC2	0.025625
F2RL3	0.091125
CFHR3	0.2455
DUSP15	0.5715
TMEM46	-0.268666666666667
SF3B4	-0.749
MAP7D3	-0.701
STELLAR	-0.0725
SEMA5A	1.6944
H2BFS	-0.91425
LRRC28	-0.0666666666666667
MORN2	0.223
XYLB	0.315
WDR21C	0.5835
HIATL1	1.206375
ADAMTS10	0.357333333333333
WDR55	0.01575
MFSD5	0.0656666666666667
OR4N2	0.606
DUSP16	1.09822222222222
NLGN4Y	-0.4187
INHBC	0.235083333333333
NUMA1	-0.36025
DEFB123	0.059
GIPC1	0.60075
MGC27348	-0.197
FLJ33590	0.6005
FZD1	0.1099
MKL1	0.159
SAA2	0.4845
C1orf94	-1.1645
C7orf28B	-0.95
TMEM185A	0.33785
ZZZ3	-0.547
C16orf5	-1.04916666666667
GALNAC4S-6ST	-1.594
C1orf186	-0.00625
IGFBP4	-0.113
NDUFA10	0.069
CLIC2	-2.20125
RNF13	-0.054
GPR103	0.79725
CD69	-4.3315
MYOZ1	0.16975
IFNB1	0.074
CLNS1A	-0.28975
CXorf45	-0.6155
ZXDB	0.496
FUNDC2	-0.9
GPA33	4.773375
C9orf70	0.38375
SLC2A9	-0.12825
LOC126520	-0.365
MAGEB1	-1.2005
LCE2A	1.487
C18orf34	0.201
FMNL2	-0.88575
KRT85	0.4915
CRYGA	0.4095
GEM	0.3455
THAP6	-0.2297
ALKBH3	-0.289833333333333
TM6SF2	0.491
C20orf82	1.77
RANBP2	-0.0291666666666667
LIG3	-0.0717
RETSAT	0.582125
OR8S1	1.235
CAST	-0.06575
TGFBI	1.7833
C15orf37	-0.5635
PGM3	-0.3995
SLC4A11	-0.933125
FAM123C	0.626833333333333
TAOK1	1.029
CISH	0.362875
OGDHL	-2.34075
SPINT2	2.10166666666667
ZNF33A	0.319
CLDN18	0.2574
RNF128	2.65025
CCDC71	0.62575
RASSF6	2.381
HSPG2	0.2115
ATP6V0E1	1.3915
ABHD6	0.504
CD274	-0.0725
GCNT1	2.414
NT5C1A	0.409
TM4SF5	0.53825
C21orf58	-1.34033333333333
SUCLA2	0.42975
RFTN2	0.95725
SCNM1	-0.736
SLC9A10	0.855
FUNDC1	-0.348
SLC35F4	-2.29975
AMD1	0.0875
COL6A6	-0.72675
OR4K2	0.4445
TRIB2	-2.1285
LOC91461	0.61425
GHSR	0.443
ATP8B1	1.379375
C1orf78	0.853333333333333
RNF183	1.83683333333333
STX4	0.8037
TPPP2	-0.31925
MYBPHL	-1.7715
TXNDC6	0.1888
C9orf47	0.968
FAM137B	-0.0615
FANCB	-1.02475
C11orf9	-0.552
DPY19L1	0.3305
VDAC2	-0.266833333333333
VHL	-0.32725
LMBR1	0.256375
C8orf44	-0.2585
ZPBP	0.68375
FGF23	-0.545
C21orf67	-1.0845
PCNT	-1.202
BCKDHB	0.703
GALNTL5	0.143
BET1	-0.360375
ARL13A	-0.0135
HDAC6	-0.693375
N4BP3	-1.82783333333333
OTOP1	0.0881666666666667
TTC30A	-0.107625
CRISP1	0.2155
KRT32	0.3145
VSTM1	0.3165
ZNF622	0.44325
POLR3B	-0.6652
DNAJC10	-0.447375
C12orf54	1.109
ADIPOQ	0.335
RIT2	-0.5135
CD44	-0.451
ABCA3	-2.533375
RPS17	-0.72125
FEZF1	0.7975
PCDHB15	0.202
KCNMA1	-1.51536363636364
CCDC116	-2.585
C15orf27	-3.1345
NARG2	-0.66375
ITGA5	-0.94375
MEFV	0.756
TUT1	-0.142375
LOC541473	-0.31
NMBR	-1.184
GLT1D1	-2.79266666666667
ABCB7	-0.22675
PFKP	-1.14436363636364
C9orf91	-0.6217
LRRC41	-0.578666666666667
C1orf85	-0.718166666666667
ATP5F1	-0.338
STOX1	2.42
GFOD2	0.872
SLC25A3	-0.066125
ZNF646	0.6661
ZAR1	-0.202
OSTbeta	1.666
GALNT3	4.1005
IFT122	-0.411
LDB3	0.433
GARNL1	0.112
HOMEZ	1.06116666666667
LRRC6	2.75075
ANGPTL5	-1.19275
UBAC1	-0.531
DLEU7	-0.0365
RPL19	0.381
TOP1MT	0.367166666666667
LOC643641	-0.180375
MBD3L2	-0.0505
NTSR1	0.322833333333333
WISP2	-4.21125
GPSM2	1.214625
RDH10	1.0539
PRKCG	0.2145
HIST1H4J	0.345
MON1B	1.0289
MLF1IP	-1.34983333333333
ZNF446	0.42325
COL4A5	-0.9665
SLC26A1	0.5085
RGN	-2.0635
CCNB1	-1.21025
C9orf165	-0.008
CCDC28B	-1.212
CCDC97	0.59875
FGR	0.843142857142857
MSRB3	0.444666666666667
EPN2	0.2095
COX15	-0.182
KCNK6	0.1246
XK	1.49025
GDA	-0.58625
HEPH	2.2105
THRAP3	0.2885
MET	1.1125
PHYHIP	-0.52375
LYAR	-0.432
ING3	0.5325
AK7	0.31225
CCT8L2	-0.226
COPS7A	-0.915
WSCD1	-0.842
RNF185	-0.40575
TNS3	0.97325
KNDC1	-0.922333333333333
RWDD4A	-0.6175
MED13L	0.361
ZFYVE1	-0.294125
C7orf44	-1.81683333333333
MRPL1	0.29
STGC3	-2.039
TEAD1	-0.677666666666667
RPL7A	0.450785714285714
ARL6IP1	1.0914
C1orf178	1.181
CTAGE5	-0.09375
TMEM184A	1.49866666666667
SLC25A14	0.03375
CACNG5	0.421
ATXN10	-0.8448
ECH1	0.5466
CCL22	0.652
CYP2F1	-1.89516666666667
GADL1	0.1365
TMEM19	0.6571
RUNX3	-1.19825
EFNB1	2.8145
LIPN	0.0545
ACSM3	-1.8735
SIGLEC8	0.397
ASCC3L1	-0.1935
NOL8	0.8665
RELT	-1.3395
Magmas	0.38175
PPP1R15B	-0.3334
C11orf2	1.4105
VKORC1	-1.6325
MGC26647	0.513
TRPM6	2.34083333333333
UGT2B7	-1.97116666666667
FEV	0.3225
FOXK2	-0.3198
PDCD5	0.0808333333333333
SLC8A1	1.9458
DGUOK	0.062
CLDN16	0.1415
GAGE1	-0.7115
RBM17	0.4028
C1QTNF3	-0.13175
VGLL3	0.143333333333333
UNQ5830	-0.8445
CD1A	-2.90066666666667
SCGB1C1	0.7755
SUPT4H1	0.119375
TRAF5	1.86175
ASAHL	1.02775
FAM73A	-0.729166666666667
OR6B1	0.0335
WHSC1	-1.141
GFPT2	-1.6365
LOC339809	0.7235
STARD5	0.581833333333333
SIP1	-1.15925
DNAJC15	1.7085
STAU2	-0.7233125
FAM98A	0.298875
RAD23B	0.4970625
LRRC33	-1.3
CHRAC1	-0.334
C21orf89	0.425
C19orf43	0.494333333333333
KLK8	3.259
CCNE1	-0.71775
PKDREJ	1.8775
SSU72	-0.07875
C17orf73	0.343
GPR78	1.942
WHSC1L1	0.2222
GSTA2	0.15475
SMUG1	0.381
UFM1	1.721
AP3M2	-0.593166666666667
USP14	-1.1695
FBXL14	-0.656333333333333
DSTN	1.6105
SFRS14	-0.96
FBXO31	0.599166666666667
C12orf40	0.8075
FRS2	-0.053
NR2E3	-2.0785
TUBB2C	0.0915
GMPR	-1.396
C9orf139	0.077
ING5	-0.333071428571429
LOC730092	1.41716666666667
ORM1	-5.609
RP11-11C5.2	-0.831
HSPD1	0.2613
PIWIL3	-0.471
C5orf13	-1.2196
OR5R1	0.0875
LCOR	1.43525
PLEKHA9	-0.655
CCDC43	-0.24575
ZNF232	-0.62825
SLC6A7	-0.6885
ADH5	-0.671
SHBG	-1.127
CROCCL2	-1.15875
PANX3	0.098
CDIPT	-0.32
SLC16A5	1.32
TUBB	-1.0975
TOR3A	-0.3845
PREP	1.83766666666667
ENTPD8	0.324357142857143
CHMP1B	0.311
SYT12	-1.5097
MYH6	-2.0373
MAP3K13	1.30266666666667
KLHL30	0.6035
LCMT1	0.891375
EIF1AX	0.276416666666667
FOXD4L1	0.624
SLC24A5	-1.208
RNF166	-0.8644
TJAP1	-0.174
TMEM156	-0.9485
ZNF239	0.3095
SNX19	0.5588
GKN1	0.17225
FCN1	0.6148
C1QL1	-1.564
ATP11C	0.144
ZNF35	0.27575
CARD8	0.237625
LIMD1	-0.3395
KIAA0286	-0.932
XRN2	-0.3575
CD6	-0.422
TOX3	3.673
ZSCAN4	-0.478166666666667
RSRC1	-0.469375
COG1	0.54525
PTRF	0.282
C16orf35	-0.475625
FBXO24	-0.396
CHST11	-1.7875
THRB	-0.1661
MYBPC1	0.153666666666667
RNF39	0.641166666666667
PSMD11	-0.048
ALAD	0.641833333333333
EN1	-2.26466666666667
SLC9A9	-1.329
GSTM4	-0.263
CDC42BPA	-0.486526315789474
RCSD1	-2.22575
LUC7L2	-0.1425
SPTBN1	0.9844
LOC146167	0.204
BAT5	0.521
ZNF452	-0.4495
LSM4	-0.097375
SRP72	-0.950333333333333
SGK269	0.203583333333333
MTX1	-0.35825
CENTA1	1.4915
UNQ9433	3.9095
ATR	-0.133583333333333
DDX49	0.517333333333333
PAQR8	1.35033333333333
C14orf174	-0.75475
GBGT1	-0.314
THAP1	0.09425
OR10K1	1.159
RASIP1	-1.43333333333333
DPYD	-1.7921
DOHH	-0.00724999999999999
C18orf45	-0.5275
POF1B	5.2612
ZNF552	1.13725
USP32	-1.372
MED27	-0.424666666666667
C14orf149	-1.9565
PRDX4	-0.534333333333333
ABHD12	1.1953
AGT	-2.489
SLC22A14	-0.52275
C1orf58	-0.32825
PILRA	-1.088
ABCF2	-0.5755
C17orf85	0.2204
TKTL1	-0.916
FGF1	0.9816
IL6R	-1.11116666666667
VPS25	0.40125
CHRNB2	-0.5885
COL7A1	-0.4493
LRRC48	-1.15966666666667
SPG20	-1.46025
COX10	0.33
GCA	0.7975
ECEL1	0.272833333333333
GLG1	0.577666666666667
SRD5A2L2	0.44175
MUTYH	-0.6765
ZNF70	-0.63225
L2HGDH	-0.777
GPATCH2	-1.0295
ZNF655	-1.74875
ZNF227	-0.0543333333333333
MCOLN2	0.785833333333333
NQO2	-1.145
KCNQ5	-0.073
NEU1	0.686666666666667
QRICH1	-0.037
ZBTB20	0.763833333333333
RPUSD3	-0.52275
EPGN	-0.845
TSN	0.331333333333333
SPRY2	0.5035
LZTFL1	0.175
GMFB	-0.37
PBEF1	-0.5032
HBG2	-4.52066666666667
TMEM8	-0.128
PALM2-AKAP2	1.34633333333333
NFYA	-0.6915
FAM108A1	0.1025
PBLD	3.032125
NRG4	-2.15125
PIGF	-0.83925
PTGER1	1.5385
NOS2A	2.64333333333333
C21orf34	-1.28233333333333
C21orf51	-0.44875
IL17C	-0.344
TRMT6	0.701833333333333
ETV2	0.517666666666667
CCDC109A	1.23975
MYLK2	-1.0045
ATP10A	0.5637
DPH4	-0.551
C5orf5	-0.2535
KCNA4	0.5906
NMNAT2	0.0403333333333334
GLYATL2	-0.404
LSMD1	-0.472125
IL23R	0.1465
NRF1	-0.354
MUC15	-2.46433333333333
PRDM12	-0.743
PAQR4	0.480857142857143
RBBP6	-0.198125
IFI27	4.79525
SKAP2	0.579666666666667
TAGAP	0.02975
TJP3	2.1235
C9orf61	-2.74425
IDS	-0.4465
PARG	-0.06475
LOC131149	0.382
DYRK4	0.0175
MICALL1	-1.30425
GALR2	0.255
GPBP1L1	0.310875
TBX21	1.01775
KCNJ6	-0.135
GGN	0.21975
CASP5	0.6155
RNF182	-3.10325
BRD4	0.62075
DOK4	1.5205
SLC46A2	0.966
SOX9	3.66916666666667
ZNRD1	0.702166666666667
PRR6	-0.90675
FAU	0.46825
DTNB	-0.660666666666667
CARD9	-1.56175
STS-1	-1.86216666666667
SLC4A5	0.239625
NSBP1	-0.75725
UGCGL2	-0.05375
POTE15	-2.2855
NOXA1	1.06
RP13-347D8.3	0.9595
SAMD10	2.36833333333333
EP400NL	-1.4825
TCF21	3.1755
AMELX	2.057
JPH2	0.9227
SLA	0.51125
DLST	-0.211166666666667
SEPT12	-0.126
RGS20	-4.0865
LXN	-0.0728333333333333
ZNF419	-0.37825
UPK3B	0.00566666666666667
RELL1	-0.836
ESPNL	0.55
KLHL21	-0.917625
PI15	0.415
C2orf61	-0.4855
LOC407835	-0.0313333333333333
RER1	-0.6
ELAVL2	0.9415
MGC26718	-0.53575
KLF2	1.25975
TNFAIP8L3	-0.239636363636364
TFE3	0.306
C11orf17	-0.0555
15E1.2	0.573
SNRPC	-0.445
DLGAP1	0.03025
PGLYRP1	0.1815
OVCH2	0.2845
IRF7	0.2539
SET	0.3379
NAB2	-1.16683333333333
LRP5L	-1.01725
FAM120A	1.238125
ASCL2	5.21766666666667
SHH	0.522
ATP5H	0.336833333333333
THPO	-1.163
TYRP1	-3.20883333333333
HIST1H3E	0.1725
EIF2S1	0.713722222222222
TNFRSF17	-1.10066666666667
TARSL2	-0.584
NKX2-8	0.0254999999999999
C1orf115	0.95275
LOC56964	0.488
KIAA0841	0.2285
ISCU	-0.5945
TTMA	0.5855
ZNF414	0.3
LOC441150	0.79675
RAB15	2.73575
HBP1	-0.176666666666667
TNNT2	-1.64733333333333
CECR5	-0.3175
PHGDH	-3.583125
JRK	-0.1494
XPO4	0.338125
FAM131C	0.643
ARHGAP25	0.0156666666666667
CA9	-1.47622222222222
GPR62	0.2725
TLX1	0.472333333333333
GPS1	-0.30875
OR2M2	0.395
BDP1	0.328357142857143
FAM70B	1.05175
RPS29	0.481583333333333
MKLN1	0.0593
TSPAN19	-2.45375
SLC29A3	0.7132
LGALS4	7.40283333333333
USH2A	-0.105166666666667
NF1	0.3095
APOBEC3A	0.632333333333333
IMPAD1	-0.291833333333333
OLR1	0.418333333333333
NRAP	-1.481
HCFC1R1	0.239833333333333
TAOK2	0.805333333333333
MCM10	-1.08083333333333
MAP4K3	-0.19125
CBS	-3.404625
CLK3	-0.9831
PCDHGA5	1.2935
ELF4	0.776
FAM71A	-0.24075
C11orf49	0.8255
CLIP2	1.1475
BTBD9	0.5458
ZNF524	2.391
KDELR1	0.859333333333333
ZNF509	-0.1455
NCSTN	0.271
ZNF533	-1.45676923076923
PARP4	1.4205
GALNT9	-0.0873333333333333
NPY	-1.93975
BEGAIN	-2.94316666666667
TMEM77	-0.3685
FOXRED1	-0.617
SLC16A2	-1.38083333333333
SLC35B1	-0.3405
GK5	-0.00933333333333333
SDCCAG10	-0.43225
C4orf20	-0.78975
SLC9A2	0.99625
ADD1	-0.132642857142857
TAL2	-0.558833333333333
ACLY	-0.464375
DNAJC1	0.468
SOST	-1.60525
USP43	1.85283333333333
CYP4F12	2.33825
FKBP5	0.034625
CHCHD5	0.3301
NUDT22	0.145
CCDC85B	-0.23875
OR51G2	0.816
STRN3	-0.214785714285714
TMOD2	-0.23575
FLI1	-1.45425
MAB21L2	3.24366666666667
DGKQ	0.4215
VPRBP	0.404333333333333
SCNN1B	-0.0289
ECHDC3	-2.6532
TMEM106C	0.78125
CSNK2A2	0.2495
RPL39	0.9402
HERC3	-0.506777777777778
ZBTB47	0.205
ZNF681	-0.28475
PAGE2	-2.533
CLIC5	4.46328571428571
RABAC1	0.8525
ZFHX2	0.25
YPEL1	-0.895833333333333
KIAA0776	0.54125
NR1D2	-0.38325
DNAJC4	0.059125
NPNT	2.9639
ZNF677	0.0255
ZNF536	-0.02225
MEF2B	0.2615
PTPN4	-0.225125
CTCFL	-4.934
STX5	0.0921666666666667
CD72	1.5875
VEGFA	0.00136842105263157
XRCC1	-0.5195
MAS1L	0.320666666666667
ELL	0.3344
SETBP1	-0.40525
CDH11	2.441
NDC80	-1.344
DMBX1	-2.71475
NRSN1	0.1134
BAT2D1	-0.1195
CDS2	1.41
C1orf212	-0.362333333333333
SENP3	-1.051375
IL1F9	0.576
EEF2K	0.16625
COG8	-0.89375
CEP72	-0.56525
OR1L8	0.629
MUS81	-0.3695
PHYH	0.925625
GGT6	2.59266666666667
C22orf23	-1.28616666666667
C13orf33	1.9245
MAPK8IP2	-0.77225
NELL2	-2.36325
POU3F2	-3.652
ALPK1	0.730625
MRPS18C	-0.42875
RPLP2	0.90275
FGF22	-0.6445
SPNS1	-0.0961666666666667
ZFP1	-0.1545
IL1RAPL1	-1.341
PCSK9	1.5675
NKX2-1	0.366153846153846
C6orf189	0.28975
SP4	-0.2865
SLC11A1	1.05
C21orf25	0.467833333333333
ICAM2	-0.413
SH3GL1	0.086
GSK3B	0.518666666666667
RALB	1.028375
PDXP	-1.71933333333333
GNGT1	-3.0355
KIR2DL1	0.413
TNFAIP3	0.822666666666667
C6orf32	-1.3832
CBLN2	-0.89975
PANK3	-0.079
TAAR9	-0.827
WDR82	0.503142857142857
APOM	-3.53675
TRIP10	0.558
SPATA16	-0.1116
C1orf135	-0.494
USP51	-2.34425
TESK1	1.174
C11orf64	-0.05625
ZNF611	0.0315
PDE6G	0.0818
HLA-DQA1	0.73925
GCLC	1.0815
SEC61A1	0.467571428571429
TWSG1	-0.4995
ZMYND10	-1.3015
CTDP1	-0.582
ADAMTS6	-0.5745
SLIT1	-1.82025
KRT86	-1.163
KIAA0574	-0.701
GTPBP2	-0.8871
PQLC3	-0.1995
PRRX2	-1.12316666666667
C15orf44	-0.441333333333333
MKKS	0.998
C11orf10	0.2455
GPR110	0.417125
CD109	-2.50108333333333
ADCY1	0.206833333333333
RHBG	-4.05075
TP53I3	0.583
SLC22A3	1.7526
UCP2	-1.607
FOXG1	-1.94116666666667
OR2AG1	0.3545
TRIM24	-0.01475
PROC	-1.90725
TAAR6	1.35266666666667
AMTN	-1.0145
C10orf47	0.270833333333333
DEPDC1	-2.14325
FLJ45557	-0.1825
ZDHHC17	-0.7935
KIAA1429	-0.3655
KCNH1	0.2275
VNN3	0.272571428571429
PSMAL	1.111
PPARD	0.67275
HFM1	-1.63933333333333
YBX1	-0.816666666666667
ZNF695	-0.64275
SCTR	0.2645
DCDC1	1.5215
VPS26B	-0.2774
MTF2	-0.542166666666667
ATP6V1F	0.3155
CCDC94	0.061
PERF15	-0.0295
CCL11	4.00825
LMO7	2.313625
DCST1	-0.5785
ADRBK1	0.365625
CDRT4	-0.680375
ZNF84	-1.1665
HOXD8	0.24025
STARD8	-1.06133333333333
FOXP2	-1.086
CCDC103	0.134333333333333
POLR3A	-0.5227
GSC	-3.18616666666667
ZNF114	-3.354
HTR7P	0.211
LALBA	0.0825
RMND5A	0.468
PSCD2	0.303
ZNF409	0.5885
KRTAP1-3	0.910333333333333
MAF1	-0.70425
LOC201725	-1.19333333333333
NRN1	-3.960625
SPAG5	-1.3955
DNAH7	0.936666666666667
FLJ43860	0.1795
BRCA2	0.80525
ACADM	-1.697625
CXXC6	-3.90875
RAGE	-1.82975
CHMP2A	0.3765
FAM8A1	-0.201
GPR21	-0.2325
SLC12A3	-2.41
FVT1	-0.0380714285714286
ZDHHC7	-0.25775
FLJ44048	0.01825
SLC44A3	4.15516666666667
SDSL	0.158833333333333
MMP8	0.184
PLA2G12B	2.122
