Hybridization REF	TCGA-AA-A00F-01A-01R-A002-07
ZBED4	0.248
ZNF720	0.063
CDK2	-1.497375
RHOJ	0.187875
CDC37	-0.21
ZER1	0.074
GRK4	-1.443
PRPH	-0.1395
POLR2A	0.334
OGFOD1	-0.72225
NOL5A	-1.53375
PHEX	-2.3865
FLJ16478	-0.713
C20orf117	-0.537625
CAMTA2	-0.516
C11orf74	-0.441
DDX17	-0.163333333333333
C5orf27	-0.0165
PLEKHA2	0.2263
PDE4DIP	-1.9692
SCN7A	0.295333333333333
ZNF559	-1.009
CXCL10	1.7585
ZMYM4	-0.3545
STK32B	-1.51373333333333
KIAA0888	-4.3832
TACR3	0.7745
CKAP2L	0.03775
KIF1A	-1.311
RSPRY1	1.0155
VCAN	0.13875
CYP27C1	-0.167
SYDE1	-1.47066666666667
MED12L	-1.679
ZDHHC21	1.427125
NHS	-1.3785
TM9SF3	1.41133333333333
DDHD1	-0.251375
MAFG	0.339166666666667
BICD2	-0.8996
C14orf119	-0.271833333333333
C14orf43	0.467857142857143
CDH7	-0.52325
ALKBH5	-0.929857142857143
JUP	1.69575
TMEM41A	0.4735
MAMDC4	-0.730833333333333
CBX3	0.09325
LRRC18	0.20975
RBMXL2	-0.4985
PLA2G4D	0.362166666666667
FGF13	-0.03225
KIF3A	-0.944666666666667
PDIA6	-0.99675
DCXR	-0.22225
CASKIN2	0.338
EHD1	1.18933333333333
MARCKSL1	0.346833333333333
ZNF496	-0.493333333333333
SCAF1	-0.0875
KCTD8	-1.6485
TRAF3IP3	-0.0872142857142857
LSR	2.319
CXorf1	-0.0161666666666667
C14orf112	0.41
EIF2B1	-0.2435
OMP	0.0685
GSTZ1	-0.93875
LOC92017	0.0965
ISLR2	0.444
C12orf36	4.1225
GATA2	-2.19466666666667
GABRA5	-2.304
CELSR2	-1.7155
STAM2	0.3526
TNAP	-0.087
PTPMT1	-0.277
GRP	4.81825
SV2A	-1.355
MAGEA12	-4.1165
CACNG1	-1.48
C18orf19	-0.79225
GSG1	-0.293333333333333
PTPRJ	0.221285714285714
FRMPD1	-0.3515
ZNF668	0.21825
PLEKHJ1	0.492125
ADAT1	-0.6357
TMEM50A	-0.0928
UCN3	0.2725
HOOK1	1.908375
IL17B	-0.275
MLKL	0.957166666666667
TTC14	-0.3285
KLHL5	-1.580875
CRYL1	2.7205
FOXH1	-0.1005
NFYB	0.16825
PPM1G	-0.41875
GOLGA2LY1	-0.07925
NMT1	-0.598125
HADHA	-0.0604
CHSY-2	0.75225
PLEKHF1	0.489642857142857
SAGE1	-2.8595
MUSTN1	0.0665
SUHW4	0.51225
TFEB	2.39433333333333
ZFYVE27	0.557
ATG12	-0.636166666666667
BMI1	-0.0359285714285714
ZIM3	0.05
MYH4	1.86325
MASP1	-0.812583333333333
KIAA0984	-0.5115
RPAP2	-0.80025
ASB5	-0.548333333333333
BOLA3	-1.16483333333333
MIA3	0.32
KRT35	0.5335
KIR3DL3	0.6465
MRPL51	-0.26725
SEMA3F	-0.0181666666666667
NDUFB2	0.776
LOC253012	4.9935
FAM46C	-1.4497
G6PC	-2.28085714285714
CSAG3A	-4.92733333333333
PREX1	-1.4745
SLC25A45	-0.30625
MAPKBP1	-0.0574
CPE	-0.1127
GNB1	-0.887375
CXCR6	0.847
TRIM46	-0.55525
C16orf3	0.518666666666667
HPSE	1.05925
TIGD3	0.502
SPG3A	2.21325
LCAT	-1.31133333333333
ST6GAL1	0.714555555555555
POMC	-0.476
FLJ36031	0.661833333333333
NSMAF	0.222
SKIL	1.265
ADSS	0.0971666666666667
HMGCS1	-0.3121
POLR3F	-1.08833333333333
RAB10	0.3405
ZNF277P	-0.405625
ZBTB7B	0.253875
DHRS1	0.513625
ABCC13	2.17625
CNOT3	-0.3805
NFKBIA	0.40975
GAK	0.514166666666667
SFT2D2	0.921666666666667
HOXA6	1.539
CRTC1	0.604625
LY6D	-1.33716666666667
C20orf72	-0.9665
CPT1A	1.57975
LMO1	-2.192
EIF3I	-0.33375
PRB4	0.4865
MCM3APAS	-0.287875
C20orf132	-1.0588
FOXF2	-0.971
S100A12	0.72075
MLH1	-0.821666666666667
ACTN1	0.8628
MRPL36	0.115333333333333
C20orf106	-0.406
FBXO6	-0.597166666666667
MKS1	-0.8785
CX3CR1	-4.30175
PDE1B	-0.0785
PLP1	-3.7525
KISS1	1.203
C14orf2	0.192166666666667
TBC1D3P2	-1.052
COMMD6	1.9838
ANKRD7	-1.99075
PTCHD1	-1.698875
NARS2	-0.2685
DOCK7	-0.702375
FAM127B	-1.782875
LOC390243	0.584
N6AMT2	1.57325
ZNF391	-0.932
DNAJB14	0.165666666666667
WRB	-0.756125
BPI	0.165181818181818
TTC4	-1.51766666666667
FAM10A5	-0.785
GOT1L1	0.213444444444444
MAGED1	-0.778
RESP18	-0.09275
WFDC6	0.403333333333333
MT2A	-0.978
C11orf56	1.87875
KIAA1432	0.426
ROR1	-1.76875
HSD17B14	-0.361
ZFAND2B	0.824625
SAMD4B	0.28075
HEXA	-1.217875
HNRNPU	0.483590909090909
USP39	-0.259125
NRD1	-1.0745
R3HDML	1.2075
FLT4	0.429833333333333
OMG	-0.6008
OR52N4	0.4385
LOC399818	-0.6455
ELA2	-2.281
VENTXP1	-0.519
RFC5	-0.963
OR52L1	0.027
PAX5	0.079
FBXO2	-2.78
GMEB1	0.364
AKT3	-0.669166666666667
CRB1	-1.8175
CTTN	0.775666666666667
UTP15	-0.513833333333333
HSBP1	0.266916666666667
PHF11	2.05925
NDEL1	0.028
USP8	-0.241
BAIAP2	-0.3401875
SI	5.70633333333333
ARSJ	-0.574
BAAT	-2.03775
KCNS3	0.893166666666667
LOC126147	-0.1475
TMEM37	1.64725
C1orf162	1.9255
MBD1	-0.6178
ITGAL	-0.869833333333333
WDR73	-0.5805
GKN2	0.209333333333333
ARFGAP1	-0.407625
SLC5A8	-0.548
ZBTB40	-0.1663
CYP4B1	-2.079
LYPLAL1	-1.07225
CHST3	-2.01675
MAP3K9	0.096
BTAF1	-1.15316666666667
TFAP2E	-0.4
RBM35B	1.77175
LOC441251	0.233166666666667
ANKRD25	-0.386055555555556
UQCRC2	0.314
MAEA	0.00341666666666667
HYAL1	-2.2125
RNPEPL1	0.516
CPSF2	-0.40975
PSD3	-0.4863
ABCA13	0.641375
AGR2	3.435
GBX1	-1.6145
HDLBP	0.745071428571428
ACY3	2.07775
HECW1	0.04
ZNF519	-1.10475
HOPX	3.122125
ZNF304	-1.906
OR12D3	-0.0395
FKSG43	0.08025
METTL1	0.391875
MFSD3	0.1252
PSPH	-0.13125
CLCA3	0.9595
DARS2	-0.8805
CDC25A	-0.483166666666667
BAIAP2L1	1.36925
B3GNT5	2.946125
USP29	0.2335
ARHGEF10L	1.8254
ATOX1	-0.988125
ADAM30	-0.19
DNASE1	0.9045
STT3A	0.0173333333333334
RAB6IP1	-2.19575
PTN	-0.5062
C1orf106	2.48861538461539
HECA	2.08525
RNF122	-0.574
SLC22A18AS	1.403
GNG8	0.511666666666667
ELP4	-0.13825
FAM65A	0.2035
RPL10A	-0.236
IRS4	0.5935
MACF1	0.4329
SEC24D	-0.54575
LOC374395	0.33575
TGFB2	-1.367875
MDFIC	-1.17675
CHRNE	0.6895
PCMTD2	0.583
ATP6V0D1	0.5175
MTA2	1.1115
LZTR1	-1.31133333333333
RAP1A	-0.0986666666666667
AXIN1	0.37275
POLR1C	-0.145
TRIO	0.255333333333333
PLXNA4A	-0.3105
C5orf33	0.1835
DEPDC1B	-1.667875
ZNF473	-0.150333333333333
MTM1	1.115125
GPR107	0.546833333333333
CSNK1A1L	-0.105
FLJ14154	-0.39575
NLRC4	2.6645
ENPP4	2.691
PADI3	-0.098
RNF170	0.3725
CG018	0.110166666666667
C16orf7	-0.26275
KCNE1	-0.124
NRM	-0.426833333333333
SLC37A3	0.664
TPD52L2	-0.994833333333333
UNC5B	1.107
C12orf12	0.420333333333333
SDHB	-1.01075
CLRN1	0.25275
NUDT10	-2.91083333333333
UGT3A1	0.110428571428571
FBXW8	0.041875
RHOF	0.568625
PTPLAD1	-1.104
MYO3B	-0.35175
DERA	0.06725
TPP2	1.12375
C19orf53	-0.148
GINS3	-0.8605
ST6GALNAC5	-0.0265
CHSY1	-1.54375
MGC15705	0.0315
GPR83	-0.25
EXT2	0.446625
DOLK	0.23475
TUBAL3	3.20475
ACVRL1	3.7208
ABL2	-0.508833333333333
C14orf156	-0.223
PTPRZ1	-3.862
DIP2C	-0.914875
LAMP1	1.437125
RXRA	0.0408
MAP3K5	2.35925
ALKBH1	-0.232166666666667
PDLIM7	-0.499375
ARL14	4.922
SNIP1	-0.862833333333333
TIMP3	0.673083333333333
RGS3	0.184166666666667
SPAG16	-0.0728
ABHD4	-1.0195
ARHGEF12	0.235
GLUD2	-1.1935
RAC2	-1.2476
UAP1L1	-0.352
SLC18A3	0.2255
YOD1	-1.06025
RALY	-0.12475
HMOX2	0.89275
DGKH	2.16875
DBNDD2	2.13066666666667
YIPF4	0.5095
THAP10	0.15675
ZNF513	0.202
HAGHL	-0.3315
ITGB4	1.4805
CCDC141	-0.9395
YTHDF3	0.08525
C5orf28	0.28025
RPL7L1	-0.657
TMEM30B	1.58214285714286
ANKRD35	1.016
DUOXA2	3.84575
TBC1D5	0.221
DFNB59	-1.2535
HRH4	0.48875
MYO6	2.1318
DNAJA4	0.907375
RBM24	-0.60075
CEACAM20	-0.5545
RBM23	-0.9695
NGFB	0.184
C1orf63	0.2091
KRTAP7-1	-0.6165
PERLD1	1.84475
NPB	-0.0625
C17orf59	0.3758
HSPBAP1	0.6015
SLC15A4	-0.593
PRTFDC1	0.8245
OSMR	-2.30378571428571
CYSLTR2	0.435
C19orf25	0.3098
KIAA1797	0.5695
NLRP6	0.7335
FAM105B	0.9324
SCRN2	-1.03516666666667
LRRC58	-0.5219
RNF17	0.020125
NEIL3	-2.082
FAM137A	-2.57725
SKP2	-1.94375
PARVA	1.29475
PKLR	-1.4485
RNF34	-0.4955
A3GALT2	0.02475
C12orf50	-0.100333333333333
SUNC1	-0.5175
FAM102B	-0.764666666666667
CCT2	-0.738
LRRC37A2	-0.4385
ARF4	0.6275
SIKE	-0.236375
C8orf48	-1.06066666666667
MBTPS1	-0.207357142857143
GPSN2	-0.4885
NCF2	1.73475
SLC12A6	-0.0583333333333333
MRPL48	0.81175
HMGN3	-1.24316666666667
LRRC62	-1.00875
PAX9	-1.59
FAM55A	7.343
C20orf42	2.28583333333333
SCML2	-2.00466666666667
BCL9	0.56925
FAM40A	-0.2935
C9orf41	-0.257166666666667
ZNF774	0.855
LETM1	-0.7705
PLXNB1	0.878333333333333
NIPSNAP1	-1.400375
USP10	-0.38175
F9	0.18675
LIPE	1.01275
CNGB3	0.0195
C12orf52	-0.1985
PI4K2A	-0.55925
MED8	-0.579375
STAT4	0.6139
FGD4	1.81016666666667
RNF145	-0.308666666666667
WDR32	-0.216
CLDN2	5.0305
TCEAL8	-0.20675
ZMYND8	-0.3944
PDXK	0.736125
GATAD2A	1.24825
PTGES3	0.164
CCM2	0.20225
TAP1	0.366625
ZNF670	0.2135
ETS2	2.3095
C6orf166	0.625333333333333
PRMT2	-0.318928571428571
OR4B1	0.4345
INTS8	0.0695
CCDC102A	-0.946
CCDC83	-1.88116666666667
ITGA1	0.9053
EPHA5	-2.312
FAM24B	0.0476666666666667
TSGA10	0.828
HAL	-2.1545
MYOT	0.96025
SPACA3	3.689
BCL2L2	-0.239166666666667
CUGBP2	0.779
CCNB3	-0.794
RNF113B	0.32325
MERTK	-0.42225
BAG1	0.20975
VPS36	1.473
ORMDL3	-0.1405
C1orf190	-1.07575
ZNF625	-0.469
CORO2B	-1.96525
ALOX15	-0.4395
CST1	1.5565
NUPR1	0.626333333333333
CCL7	0.4555
SMCR5	-2.287
DSC2	3.6555
RBMS2	0.5225
GRIK4	0.1325
TRIM65	-0.748
TMPRSS6	0.728928571428571
TP53INP2	0.088
GLB1L	-0.199666666666667
LOC388284	-0.880666666666667
PUS1	0.506928571428571
BCL9L	-0.877
OLFM1	-1.45658333333333
RET	-2.549625
MASTL	-2.36133333333333
ALX3	0.20975
IL1RL1	1.27566666666667
ZNF765	-0.0672
C14orf138	-0.709
SNX10	-2.51216666666667
TAC4	0.0415
C1orf64	-3.468125
POGK	0.046875
MAPK9	-0.6575
ZNF366	1.99775
C8orf79	0.9881
CLDN7	3.71125
OR5AT1	0.3785
TRIM37	-3.021
LRRC25	1.77875
GRHL2	2.1429
TEKT3	-0.536
LASS5	-0.6915
ABCC4	-1.29391666666667
DLG3	1.50325
VGLL1	2.750875
ZFP36L2	2.19416666666667
MFRP	-0.0438
KIAA1799	-1.5335
FLJ44379	1.7755
PCNX	-0.144
ANXA9	-1.752
CYP4V2	0.5481
PIK3C2A	0.05825
SRR	-0.394
NOL3	-0.53025
IFITM2	1.01
ARNTL2	-0.3515
ZNF595	-0.69825
NLRP13	-0.5115
ASPH	0.2375
CPA2	0.4045
PVRIG	-1.68983333333333
LEPR	-1.06083333333333
C16orf42	0.614333333333333
SH3BGRL	-0.714
FAM77D	-1.422
FNDC7	-0.9955
C9orf6	0.517166666666667
NOTCH2NL	-0.588833333333333
PGBD1	-2.60633333333333
SYNGR2	0.231166666666667
PITPNA	-0.1641875
PRPF4B	-0.6006
SLC43A3	-2.14421428571429
NRBP1	-0.76725
SLC25A22	0.43975
ILK	-0.087
SLC22A8	0.347166666666667
MRPS7	-1.363125
PITX2	1.91925
FABP3	-1.063875
OR1L1	0.07
LOC728215	-0.67275
BLID	-1.964
KIAA1217	1.77629411764706
TFPT	-0.40525
AP4B1	0.47175
VBP1	-1.36025
OR1K1	0.3155
MORC3	0.1485
BHMT2	-2.1125
C3orf10	-0.0995
FZD7	-1.877
WFDC10A	0.04
PMS2CL	-0.29525
CCDC32	0.3175
FA2H	2.5145
ALG13	-0.065
TTLL7	-2.1436
SPOCK3	0.203
SLC13A2	0.548
AIM1	1.22475
GPRC6A	0.2
EGR2	1.88125
MED11	-0.30475
WWC1	1.0845
SH3GL3	-4.0845
RIF1	-0.257785714285714
PRLH	0.166
VLDLR	-2.5445
DBT	-0.5221875
C21orf63	0.46575
CGGBP1	-0.24425
KRTAP12-2	0.3585
TADA3L	-0.233125
ZBTB16	0.86975
PDGFB	0.36525
RFX1	0.75825
UQCRB	-0.4723
LOC133874	1.8525
HPS3	-2.70625
LGALS3BP	0.2218
DKFZP564O0823	4.7305
MRFAP1L1	-0.796125
HOXA10	3.759
NGB	-0.249
KIF21A	0.792846153846154
IFLTD1	0.0205
LZTS1	-1.94425
ARHGEF3	0.643
RHBDL3	-2.113
CSNK1G2	0.631416666666667
ChGn	-1.073125
KIAA1244	1.80683333333333
GABRB2	0.1915
MGC72080	1.0685
CD27	3.123
EGLN1	-1.3134
PEX13	0.09325
RWDD3	-0.59125
RNF12	-0.515666666666667
GRIN2B	1.832
ADAMTS14	-0.3135
DYDC2	-1.79916666666667
ATP6AP1	-0.0524
NR1H2	-0.663666666666667
PDK2	-0.1075
C3orf17	-0.322833333333333
SLC38A2	-0.700857142857143
SLC25A29	-0.0941666666666667
C15orf29	0.351625
ADAM9	-0.139166666666667
TMUB2	-0.1
GPR176	-0.81325
AGK	-0.5245
MCCD1	0.311
NDUFA4	-0.315
TMEM146	-0.0915
DUSP1	0.723875
UNQ6975	0.4865
EMX2OS	-0.153
INSM2	0.0935
LUZP4	-0.6005
SETD6	0.684
P2RY2	2.03525
SLC45A2	-1.1645
RABGAP1	0.514333333333333
UBXD5	-0.30575
GPRC5A	1.4535
PAK3	-0.979666666666667
LOC63920	-1.392
TGFBR1	-0.137
KRTAP6-3	0.09775
SFMBT2	-0.44525
CDC42	0.1155625
C11orf35	0.701
TTLL2	0.592
UACA	0.453083333333333
CD97	0.6562
SETD5	0.352375
NINJ2	0.286
PTER	0.0448333333333333
POMGNT1	-0.50275
KRTAP4-2	0.2965
ECGF1	0.8465
HRB	0.395454545454546
ATP1B2	0.0487
LOC400506	-0.3005
COL4A3BP	0.614
C6orf97	1.25575
GRHPR	-0.34075
TAS2R1	-0.958
SEMA7A	-1.81725
EDF1	0.28
ODF2L	0.000200000000000011
PCID2	0.815666666666667
GTF2H4	-0.524
ZCCHC3	-0.89975
CGB2	0.376166666666667
NEUROD1	0.8755
C20orf75	-0.3775
RP5-1054A22.3	2.10316666666667
IFNA5	0.0165
ZNF134	-0.907916666666667
MGC119295	0.2097
ZSWIM6	0.054
SMEK1	0.696833333333333
PCGF2	-0.3105
C1orf102	0.299
CYP2A13	0.5995
KCNH6	0.2173
MDM1	-0.6094
ALDH7A1	-0.828666666666667
C9orf75	1.61475
VDAC3	-0.67075
OR51T1	0.24
EIF3F	-0.1755
KCNJ10	-0.576875
LENG8	0.393
EDEM2	0.3355
CCNJL	0.340333333333333
DHX37	-0.1825
CRYGN	-0.5845
AATF	-0.463125
ZNF630	0.989375
E2F5	0.04
WFDC13	-0.43675
FTSJ3	-0.750833333333333
C4orf33	0.4385
LHFPL4	-2.1815
C19orf56	-0.394083333333333
SMAD4	-0.406625
AFM	-0.4515
G0S2	0.04525
FCHSD2	-0.0122
RRP1B	-0.753
EEF1B2	-0.168166666666667
STAT6	1.2885
ZNF195	0.99225
GNL1	-0.712333333333333
ZNRF2	1.33866666666667
PER3	-2.704375
ASB16	0.58075
C10orf10	-0.319142857142857
ADCY8	-3.20066666666667
C9orf58	-3.21633333333333
ARMC10	0.4995
PSG1	-2.3795
DHX34	0.0845
VARS2	-0.262
NFIC	-1.22825
ITPR2	-0.40425
AGXT2	0.0388333333333333
OR6K3	1.171
H2AFZ	-1.10175
MLLT3	1.59
COX4I2	0.6235
CCNT2	-0.305125
PLK4	-1.408125
NUMBL	0.0538333333333333
MED16	-0.05475
PLEKHQ1	-0.2045
GOSR1	0.335555555555556
BTG4	-0.466
RPL30	0.137416666666667
IGSF5	-0.14975
IGFL2	0.0708333333333333
ELMOD2	0.1725
SHC3	0.217833333333333
HAVCR1	0.7565
DYNC2H1	-2.287
RNF5	-0.154
C2orf7	-0.28075
NLF1	1.775
KLHL25	0.463
LRP10	0.5192
KRI1	0.16575
PUS7L	0.2315
MGMT	-1.90625
HOXD1	0.239833333333333
CSH1	0.2367
ATG16L2	-0.9025
FLJ44635	1.0575
CHODL	0.662
EXOSC8	0.2475
SLC28A1	0.14275
MYO7B	2.38416666666667
SEH1L	-0.0395
MTNR1A	0.404166666666667
TSPAN5	0.302666666666667
CDC45L	-2.7315
AMIGO1	-0.1125
ATAD3A	-0.717875
OSGIN2	-0.418166666666667
PDIK1L	-0.151
DARC	1.73
PIPSL	-0.1745
SHMT1	-1.4575
CRISP3	-0.1445
POPDC2	1.1065
ZRANB2	-0.5775
FBXL8	1.2905
TRIP13	-1.92681818181818
EIF5AL1	-0.559
POU5F1P3	-3.16316666666667
IL6	-0.746666666666667
CXorf38	0.3055
IFNA16	0.0215
FBXL2	-1.26533333333333
BRD1	0.249
STATH	0.7985
FBXO44	-1.42166666666667
MCCC2	-1.3025
CDC2	-1.3635
C5orf23	-1.154
IVD	-0.372
C10orf122	-0.759
MSL3L1	0.3473
MVP	1.62575
EPOR	-1.3986
ZMYM1	-1.08833333333333
BCL7C	0.555833333333333
PSTPIP2	0.8168
LYPD1	-1.427125
OR8G5	0.168
ZP3	0.7395
BCAS4	-0.957833333333333
EDG6	1.3475
ISY1	-0.286
PRAMEF2	-1.25125
CUL1	0.223
RNF213	0.3032
CCRK	-0.441
DHX9	-0.496875
C13orf29	1.48625
NCKAP1	-0.217
MRPL43	-0.356714285714286
XPR1	-0.604
PKN2	0.839
PODNL1	0.622
ZNF333	-0.058375
DALRD3	0.1855
OPN1SW	0.544
BTBD6	0.1005
C11orf82	-0.61
OR5P3	1.112
DUSP11	-0.25475
L1CAM	-1.4966
NEK11	-0.2425
OR7E91P	1.044
CNTN3	2.2987
CREB3L2	0.21075
ZBTB37	0.8565
KIAA1324L	-1.674
NDUFB10	0.214
NUDT2	-0.99
GTPBP8	-0.048
CACNA1D	1.048
PRKAA2	-2.20133333333333
PRDM8	0.599
MGC16075	1.84733333333333
KRT14	-1.74978571428571
PP8961	0.938
MRPL18	0.15575
ABCG2	-0.57225
PACRG	0.96
BBS2	-0.0685
KREMEN2	-0.2795
FBXO21	0.46325
HNRPUL1	0.324416666666667
GRB10	-1.47125
CLSTN1	0.976625
LMAN2	-0.9431
C17orf61	-0.52225
NIPSNAP3A	0.58925
INSIG2	-1.432
PCDHB7	-0.0728333333333333
STXBP2	0.4875
CMAH	0.577666666666667
SEMA5B	-1.3885
ZNF155	-0.0211666666666667
COQ6	-0.675666666666667
PRPF4	0.003
TSPAN15	1.6146
VN1R5	-0.228
LATS2	0.94975
SELK	0.30425
PGK2	0.341
MS4A1	-0.3825
TYW3	-0.2993
KRTAP5-1	1.4825
RCCD1	-0.9385
BTN1A1	0.65125
DDX28	0.67675
TMEM65	0.255125
LOC92345	0.07
TTC31	-0.69925
WDR46	-0.2705
CHP2	5.78166666666667
LSP1	-0.44475
ZNF542	-1.9955
EXOSC1	-0.632
ARHGAP18	0.954333333333333
LRRTM4	-0.95575
MAOB	-1.07841666666667
CACNB4	-1.17725
MGC33846	0.6775
RANBP3L	-0.894125
ATP5L	-0.3445
ONECUT1	-2.7355
NUDT9	-0.13025
TMEM149	0.2405
STX17	0.69875
IGSF10	-5.234
TMPRSS9	0.544
BMPR2	0.721916666666667
ALLC	-0.37975
KLF7	0.9345
GCC1	1.1443
TIMM9	-0.427
CDO1	-1.51066666666667
MGC10701	0.6775
IFI6	-1.13
FRMD8	0.77725
MGAT2	0.18075
WBP5	-0.266833333333333
CNIH2	-0.115
KIAA0907	-0.5284
KCNH8	5.903
CTSG	-2.24375
GRIK1	-0.373333333333333
CUL5	0.017625
FRMD1	1.1755
OR9A4	0.7525
SYT6	-1.792
FOXD4L2	0.53575
ANAPC2	-0.805833333333333
OPN5	0.0455
TAF13	-0.6915
LYG2	-0.604
GGNBP1	0.1335
C11orf40	0.3995
OTX2	-1.1445
REG4	5.23516666666667
EIF5	0.3341875
PALB2	-0.07175
SEPSECS	-0.4945
RNASE3	-0.21925
TRIM49	-1.875
POLR2K	0.1982
GPR42	0.0645
C8B	-2.86675
SASS6	-0.88125
PREB	-0.650333333333333
OR3A3	0.1955
TUBA8	0.92175
IGLV2-14	-1.17075
STIL	-1.397
ANKFN1	-0.682833333333333
NME7	-1.64325
HOXC12	-1.26725
UBE2C	0.399
FHOD1	-0.712375
CDK2AP1	-0.272
OR6K2	0.247
DHPS	-0.21475
RPL5	-0.597333333333333
TRGV5	0.346
LOC541472	-0.07
HCCS	0.1922
DENND1B	1.023
LHX3	-0.339
OR5D16	0.4885
CXorf57	-2.53866666666667
IRF2BP1	0.4445
NDST2	-0.0471666666666667
LCE3D	-0.1905
BOLL	0.151142857142857
SYT3	-0.7775
PIH1D2	-0.89975
C20orf7	-0.823
IL1R2	3.70183333333333
SLAMF9	0.1475
PPME1	0.271875
PIK3CA	-0.53775
TRAPPC1	-0.107375
COLEC10	-0.845
SLC9A6	-0.014
PDDC1	0.371
CCDC53	0.36875
GK3P	0.2785
DAZL	-0.457
BRI3	1.17575
SDK1	-0.736
CYP2C18	2.23675
IFI44L	-0.738375
RPL3L	0.409
FUT9	-1.90933333333333
KIFC2	-0.321833333333333
PMP2	-0.2645
SLC4A9	0.1305
PLAG1	-0.356
MYCBP2	0.526666666666667
OR4E2	0.3605
CCDC65	0.103
C16orf82	-0.20625
ENTPD4	-0.6025
BRP44L	0.5895
PMP22CD	-0.05975
TMCO4	0.4475
KCNN1	-0.934
WDR35	-1.029
CCDC80	-0.38575
C3orf31	0.103
SLC7A9	-1.73725
TMEM190	-0.342
DBC1	-1.60416666666667
FADS3	-1.34833333333333
PDZD8	2.18783333333333
GRM5	0.440375
AZGP1	1.8768
PEX3	-0.3085
MED1	-0.360571428571429
ATG4C	-2.2
HNRPH3	-0.707125
FAM109B	1.69375
C4orf17	-0.1425
CA10	-0.11
OPRD1	0.041
CCL16	-1.15025
SACM1L	-0.73775
CST6	5.06175
CD63	0.645
LGI1	-1.8155
ZNF784	0.65325
CRYBB1	-2.8935
CX3CL1	0.48515
TOP2A	-1.7185
GYPB	-3.42666666666667
GADD45GIP1	-0.4825
FEN1	-0.49175
IGF1R	-0.9888125
WDR72	-2.8492
PURG	-0.965166666666667
DEFB126	-0.32725
PKD1L1	0.8695
CAV1	-2.1654
GNPDA2	-0.6885
DGAT2	0.639
NLGN1	-4.43975
STRBP	-0.02475
HPRT1	-0.481666666666667
FANCI	-1.193
PSMA7	1.105625
DBF4B	-0.794333333333333
TTF1	-0.5205
RAD54L	-1.21725
ELOF1	-0.62225
PLAGL2	2.151875
ZNF256	-2.7695
HMGCL	0.0315
MSI2	-0.706166666666667
RPESP	-3.35483333333333
C11orf60	-1.204
ABCD1	-0.556
ACAA1	1.0913
SPARCL1	4.10228571428571
IL6ST	-0.8601
ZNF319	-0.03375
TMEM109	-0.6254
FAM90A1	-2.89733333333333
IL22RA1	3.6465
ATP4B	0.0345
TEC	-0.819833333333333
C7orf30	-0.20225
TXNDC2	-0.5115
ABCB4	-0.737
KIAA1191	0.061375
C9orf38	0.3135
SFTPB	-0.191625
CNTNAP2	2.18541666666667
FRK	2.6065
TBX19	0.594
CHD4	-0.245
C6orf26	-0.685333333333333
MOSC2	1.3085
IKBKE	0.41875
HIF1A	-1.53583333333333
LOC595101	0.2755
RELA	0.492166666666667
TMEM16B	-1.78383333333333
ABHD12B	4.31575
TSEN34	-0.023
KIF18A	-1.5245
TXNDC9	-0.167
SPATA2L	0.59
SEMA4G	1.44
C21orf91	-0.391375
MATN1	-0.648
KCNIP4	0.254166666666667
TUSC1	1.6805
OR4C15	0.116
ARMCX6	-0.219083333333333
WBSCR27	-0.341833333333333
OR52I2	0.1315
KIAA1604	-0.33225
DYNC1I1	-2.280625
PPP4C	-0.103
SLC47A2	-2.50566666666667
TREH	0.729375
CD48	0.147333333333333
ST14	2.983
PKN1	-1.56875
SPON2	2.67275
XBP1	-1.18791666666667
SFRS12	-1.02633333333333
EFCAB6	-0.05225
SELT	-0.65025
SLC39A2	-0.3935
ERF	-0.280166666666667
ARL3	-0.725
SURF6	0.2108
MLLT10	-0.716095238095238
FLJ11171	0.631333333333333
TDGF1	0.9165
ERCC6	-0.6755
EIF2AK4	0.42425
BAZ1A	0.2445
LRRN3	-0.523666666666667
TMC3	0.638
EFTUD1	0.03225
PTPRO	2.513
CLEC12A	0.380142857142857
ACBD4	0.047375
ZDHHC14	0.830625
OTUD7B	0.75275
ACTB	0.580625
MSRA	0.393375
LCE5A	1.6395
IFI35	-0.62875
BSCL2	0.0411666666666667
ANKRD12	-0.1405
CFHR2	-0.235
RGAG1	-1.124
HSFY1	-1.1895
SLC30A5	-0.484833333333333
IMPG1	1.0025
GPR109A	0.432
ZNF185	0.53725
IYD	5.643
NPCDR1	1.015
SERPINA13	0.6815
HMGCLL1	-1.94725
NEUROG1	1.399
UBQLN1	-0.0763125
LIN37	0.02425
SOCS2	-2.04275
DSCR4	-1.289875
XKR6	-1.86575
GPR142	0.5895
KRTAP13-3	0.18
CCDC15	-1.81666666666667
MOS	0.077
CD1E	-2.3225
OFCC1	-0.0618333333333333
FAM83D	-0.90625
SRFBP1	-0.249
C9orf96	0.107
DHDH	-1.85525
CCDC90A	0.426
RABL3	0.35945
CD320	0.097
ANGEL2	-0.00308333333333332
MRPL21	0.21
SMG6	-0.1745
INSR	1.4441875
FLJ14816	-0.6205
GLRB	-2.493
C9orf89	0.4285
CIZ1	-0.299875
URG4	0.123333333333333
LRDD	-0.383833333333333
CBY1	-0.383833333333333
NFX1	-0.02175
MTERFD2	-0.219714285714286
C19orf23	0.1695
PGC	-2.202875
