Hybridization REF	TCGA-AA-A01D-01A-01R-A00A-07
TTLL3	-1.49325
KIAA1618	-0.339666666666667
NPPC	-0.569
ZEB2	0.6359
MRP63	0.883625
WSCD2	0.2205
NEUROD4	0.4405
SNAPAP	-0.18375
MTMR2	-0.661411764705882
STK35	-0.345
USP48	-0.219
NR1H4	-2.91475
RASL10A	-0.50675
SSTR1	-0.30675
C1orf35	-0.38975
APOBEC3C	-1.7255
RUSC2	-0.107833333333333
SALL4	-1.3585
ZCCHC8	-0.61775
RAD17	-1.003375
ZNF708	-0.892166666666667
LILRB5	2.1055
TEX12	-0.185
C9orf79	0.0225
ARHGEF1	0.925666666666667
ABCA4	-1.11116666666667
RNF214	-0.41925
PPAPDC2	0.39775
ARID4A	0.31
SYCP2	-3.704875
OPRM1	0.52075
RP13-102H20.1	-4.50866666666667
CYP26B1	-1.16883333333333
APCDD1	1.77266666666667
PCCA	1.12475
ALS2CR7	0.2045
AQP5	4.39566666666667
YLPM1	0.142125
PRKAR1B	-0.2054
IL16	-0.4452
TCF3	-1.323625
ZSWIM7	-1.325
SERPINE1	-1.211
BAI2	-1.3415
SMC5	0.585428571428571
SMN1	-1.18816666666667
SLC13A5	-2.68075
POU2F3	-0.11875
BACH1	-0.159
GMCL1L	0.276833333333333
PPP2R2D	-0.1995
LRRC51	-0.34275
EDARADD	-1.6825
LRRC3	0.474
FAM124B	-0.25225
C20orf70	-0.3155
LOC285735	-1.388
CTBP2	0.8823
ZMYND11	0.91325
CDH23	0.171083333333333
OR1N1	0.4475
LOC400590	-1.071
PDK1	-2.53825
LMTK3	2.2205
USHBP1	0.391125
ZFYVE21	0.5795
hCG_21078	0.857125
OAF	0.816875
WDR41	-1.343
SPINK6	0.961
GDEP	-0.0905
MEG3	-0.7114
OXSR1	-0.488
RAD51	-1.26133333333333
RPL13A	0.9965
DYRK1A	0.2911
FLJ25791	0.41575
SARDH	-0.4156
RBBP5	-0.611
ORC2L	-0.4635
NCAPH2	-1.048
RNASET2	-0.017
WDR79	-1.07516666666667
FLJ39779	-0.4355
C3orf1	-0.6945
DDX23	0.181
MGC40574	0.81775
MORC4	0.4865
MYRIP	2.43336363636364
LY6E	-0.035625
SLC39A11	0.816875
ATP12A	2.922
AUP1	0.13575
PIP	0.10925
CORO7	0.347
PITPNM3	0.73
ENPP1	-3.1005
PPP1R1C	-1.68166666666667
NRBP2	-0.5445
KCNE2	-0.833
P2RX4	0.80675
CCND2	-1.49564285714286
OR5T3	-0.0735
CUL4A	1.1735
CFB	1.739625
PCP4	1.43333333333333
HEMGN	-6.84283333333333
UBIAD1	0.193
CDC42BPB	1.6344
CYB561D1	0.4855
RIMS2	-1.53075
ZNF488	0.34225
RNMTL1	0.1315
SART3	-0.171
CAPN10	0.157142857142857
CCR5	3.358
APOA1BP	0.190666666666667
NDUFS5	-0.4535
PDLIM3	1.6316
VPS24	0.7938
SCN8A	-1.291375
C1orf67	-4.60366666666667
MRCL3	1.20683333333333
TMEM145	-2.15
KCTD16	-0.563666666666667
RNF149	0.52025
FDXR	-1.168
CDCP1	1.84233333333333
PAX3	-3.2185
LASS4	0.07975
HSD17B8	-0.4815
YAP1	0.354625
NNT	-0.8555
SC5DL	0.0165
DKFZp566H0824	0.0825
KSR2	0.3
RAD21	0.274933333333333
ST8SIA2	0.4565
L3MBTL3	0.19825
SNRPB	-0.9755
MGC14425	-1.35425
MIF	-0.095125
TAPT1	0.292375
IRF8	3.3059
PRO0132	-0.7025
HERV-FRD	0.2785
ACD	-1.30216666666667
BCL3	1.8825
SPATA13	1.635
MRLC2	1.0815
F2RL3	0.121875
CFHR3	1.1805
DUSP15	0.573666666666667
TMEM46	-1.609
SF3B4	-0.524666666666667
MAP7D3	-1.2655
STELLAR	-0.292
SEMA5A	-0.5287
H2BFS	0.705
LRRC28	0.712833333333333
MORN2	-0.016
XYLB	-0.23825
WDR21C	0.191
HIATL1	0.28775
ADAMTS10	0.552333333333333
WDR55	-0.066
MFSD5	-0.0638333333333333
OR4N2	0.404
DUSP16	0.5625
NLGN4Y	-1.54844444444444
INHBC	0.15025
NUMA1	-0.93075
DEFB123	0.5885
GIPC1	0.47875
MGC27348	-0.804
FLJ33590	0.16
FZD1	0.2381
MKL1	0.355833333333333
SAA2	0.146
C1orf94	-2.3435
C7orf28B	-0.872
TMEM185A	0.0433
ZZZ3	0.31
C16orf5	-2.159
GALNAC4S-6ST	-0.9005
C1orf186	0.09625
IGFBP4	0.784333333333333
NDUFA10	-0.0926666666666667
CLIC2	-0.4075
RNF13	0.21
GPR103	-1.831
CD69	-2.7285
MYOZ1	0.335
IFNB1	0.2475
CLNS1A	-0.57875
CXorf45	-0.1555
ZXDB	0.7645
FUNDC2	-0.97825
GPA33	4.4955
C9orf70	0.58725
SLC2A9	0.972875
LOC126520	-0.307
MAGEB1	-0.54775
LCE2A	0.4135
C18orf34	0.736
FMNL2	-0.981125
KRT85	0.652
CRYGA	-0.00899999999999999
GEM	2.51825
THAP6	0.1859
ALKBH3	-0.413666666666667
TM6SF2	1.828
C20orf82	1.1015
RANBP2	0.3135
LIG3	-0.4164
RETSAT	1.122125
OR8S1	0.994
CAST	-0.36975
TGFBI	1.4302
C15orf37	-0.4985
PGM3	-1.25
SLC4A11	-1.168375
FAM123C	0.476833333333333
TAOK1	-0.31825
CISH	-0.617875
OGDHL	-3.3025
SPINT2	1.73233333333333
ZNF33A	-0.679
CLDN18	1.14116666666667
RNF128	3.028375
CCDC71	0.752
RASSF6	2.593
HSPG2	0.637
ATP6V0E1	0.9055
ABHD6	0.7865
CD274	0.813
GCNT1	2.60625
NT5C1A	0.259333333333333
TM4SF5	1.1475
C21orf58	-1.442
SUCLA2	1.10225
RFTN2	1.681
SCNM1	-0.476125
SLC9A10	2.355
FUNDC1	-0.15825
SLC35F4	-2.106
AMD1	-0.47675
COL6A6	0.262
OR4K2	-0.4305
TRIB2	-0.687083333333333
LOC91461	1.52525
GHSR	0.734
ATP8B1	1.686625
C1orf78	1.28983333333333
RNF183	2.83233333333333
STX4	0.42
TPPP2	-0.112
MYBPHL	-1.1675
TXNDC6	0.2458
C9orf47	2.5775
FAM137B	0.035
FANCB	-1.5655
C11orf9	0.9435
DPY19L1	-0.357375
VDAC2	-0.6535
VHL	0.06925
LMBR1	0.167875
C8orf44	-0.258
ZPBP	0.083
FGF23	-0.76225
C21orf67	-0.75325
PCNT	-0.871
BCKDHB	0.4652
GALNTL5	0.36225
BET1	-0.575
ARL13A	-0.147
HDAC6	-1.0615
N4BP3	-1.42233333333333
OTOP1	-0.0655
TTC30A	0.05525
CRISP1	0.299
KRT32	-0.057
VSTM1	0.1695
ZNF622	0.49575
POLR3B	-0.3416
DNAJC10	-0.113625
C12orf54	1.4145
ADIPOQ	0.235166666666667
RIT2	-0.236
CD44	-0.0311
ABCA3	-2.21825
RPS17	-0.49875
FEZF1	1.274
PCDHB15	-1.23375
KCNMA1	-0.469272727272727
CCDC116	-2.423
C15orf27	-2.5255
NARG2	-0.6094375
ITGA5	-0.359375
MEFV	0.905
TUT1	-1.245125
LOC541473	-0.63675
NMBR	-0.1315
GLT1D1	-2.003
ABCB7	-0.298
PFKP	-1.37345454545455
C9orf91	-0.7485
LRRC41	-0.220833333333333
C1orf85	0.197333333333333
ATP5F1	0.181
STOX1	-0.838625
GFOD2	0.09825
SLC25A3	-0.00637500000000001
ZNF646	0.0199
ZAR1	-0.052
OSTbeta	1.91725
GALNT3	3.91625
IFT122	-0.694166666666667
LDB3	1.1882
GARNL1	0.00385714285714287
HOMEZ	0.6755
LRRC6	2.94625
ANGPTL5	-1.3135
UBAC1	-0.59975
DLEU7	-0.976
RPL19	-0.4525
TOP1MT	0.146833333333333
LOC643641	-0.225375
MBD3L2	-0.705
NTSR1	0.033
WISP2	-3.854
GPSM2	0.5595
RDH10	1.9551
PRKCG	0.817
HIST1H4J	1
MON1B	0.7161
MLF1IP	-1.271
ZNF446	0.3985
COL4A5	-1.1753
SLC26A1	0.642642857142857
RGN	-0.933
CCNB1	-1.555
C9orf165	0.10725
CCDC28B	-1.4375
CCDC97	0.757
FGR	2.39725
MSRB3	0.5925
EPN2	-0.09475
COX15	-0.043
KCNK6	-0.0464
XK	0.74425
GDA	0.67325
HEPH	2.47375
THRAP3	0.220875
MET	0.284928571428571
PHYHIP	0.53575
LYAR	-0.376333333333333
ING3	-0.0415
AK7	-1.11575
CCT8L2	-0.084
COPS7A	-0.754
WSCD1	0.49075
RNF185	0.78925
TNS3	0.574
KNDC1	-0.451166666666667
RWDD4A	0.319833333333333
MED13L	0.2934
ZFYVE1	0.146375
C7orf44	-2.10466666666667
MRPL1	0.896
STGC3	-1.65725
TEAD1	-0.684333333333333
RPL7A	0.197714285714286
ARL6IP1	0.8485
C1orf178	2.4585
CTAGE5	-0.09825
TMEM184A	1.3825
SLC25A14	-0.3445
CACNG5	0.342
ATXN10	-0.048
ECH1	-0.3234
CCL22	1.29225
CYP2F1	-1.88166666666667
GADL1	0.1865
TMEM19	-0.8784
RUNX3	0.15275
EFNB1	2.46466666666667
LIPN	0.0275
ACSM3	-4.234
SIGLEC8	-0.2855
ASCC3L1	-0.496
NOL8	-0.08425
RELT	-0.848666666666667
Magmas	0.00525
PPP1R15B	0.5321
C11orf2	0.514
VKORC1	-1.6945
MGC26647	0.2445
TRPM6	1.24275
UGT2B7	0.426
FEV	1.02025
FOXK2	-0.4809
PDCD5	-0.8515
SLC8A1	2.6807
DGUOK	-0.228333333333333
CLDN16	-0.7605
GAGE1	-1.517
RBM17	0.3111
C1QTNF3	0.580375
VGLL3	0.198833333333333
UNQ5830	0.298
CD1A	-1.96583333333333
SCGB1C1	-0.442
SUPT4H1	-0.42425
TRAF5	0.56525
ASAHL	1.21925
FAM73A	-0.092
OR6B1	0.6365
WHSC1	-0.92965
GFPT2	-0.15625
LOC339809	1.02175
STARD5	0.720333333333333
SIP1	-0.556
DNAJC15	2.135
STAU2	0.582125
FAM98A	0.358375
RAD23B	0.1958125
LRRC33	-0.69
CHRAC1	-0.12975
C21orf89	0.31775
C19orf43	-0.005
KLK8	4.14883333333333
CCNE1	-1.502375
PKDREJ	0.813
SSU72	-0.22725
C17orf73	0.571
GPR78	2.041
WHSC1L1	0.4651
GSTA2	1.55075
SMUG1	0.0991666666666667
UFM1	1.6121
AP3M2	-0.845166666666667
USP14	-0.453875
FBXL14	0.0386666666666667
DSTN	0.93175
SFRS14	-1.358
FBXO31	0.405166666666667
C12orf40	0.20625
FRS2	0.43775
NR2E3	-1.789
TUBB2C	0.107
GMPR	-0.6075
C9orf139	0.6005
ING5	-0.270714285714286
LOC730092	-0.1055
ORM1	-5.4975
RP11-11C5.2	-0.08225
HSPD1	-0.2561
PIWIL3	-0.1
C5orf13	-1.7891
OR5R1	-0.536
LCOR	1.749875
PLEKHA9	-0.271
CCDC43	-0.8245
ZNF232	-1.07325
SLC6A7	0.779
ADH5	-0.2135
SHBG	0.190333333333333
CROCCL2	-0.859
PANX3	-0.4465
CDIPT	-0.347
SLC16A5	1.207
TUBB	-1.6935
TOR3A	-0.5042
PREP	0.4455
ENTPD8	0.0317142857142857
CHMP1B	0.49425
SYT12	-0.9076
MYH6	-2.179
MAP3K13	1.34716666666667
KLHL30	0.218833333333333
LCMT1	-0.476625
EIF1AX	0.58325
FOXD4L1	0.512
SLC24A5	-3.7995
RNF166	-0.8568
TJAP1	-0.12175
TMEM156	-1.513
ZNF239	0.0235
SNX19	0.537
GKN1	0.275
FCN1	1.8385
C1QL1	-1.68625
ATP11C	-0.802125
ZNF35	0.9945
CARD8	0.136125
LIMD1	0.1935
KIAA0286	-1.321125
XRN2	-0.770666666666667
CD6	-0.159
TOX3	3.0755
ZSCAN4	-0.00366666666666668
RSRC1	-0.993625
COG1	-0.48775
PTRF	0.2352
C16orf35	-1.16675
FBXO24	0.04625
CHST11	-0.7
THRB	0.0337
MYBPC1	1.44675
RNF39	1.0255
PSMD11	-1.06225
ALAD	0.444833333333333
EN1	-0.77025
SLC9A9	0.102333333333333
GSTM4	1.2526
CDC42BPA	0.67978947368421
RCSD1	-1.5315
LUC7L2	-0.7315
SPTBN1	0.9053
LOC146167	0.301
BAT5	0.6732
ZNF452	-0.2255
LSM4	-0.84225
SRP72	-0.2178
SGK269	0.418
MTX1	0.0905
CENTA1	2.29125
UNQ9433	3.915
ATR	-0.2615
DDX49	-0.346166666666667
PAQR8	1.23466666666667
C14orf174	-1.0125
GBGT1	0.1565
THAP1	-0.62325
OR10K1	0.511
RASIP1	-1.00483333333333
DPYD	-0.7107
DOHH	-0.33575
C18orf45	-0.1775
POF1B	5.6015
ZNF552	1.28775
USP32	-1.642
MED27	-0.6515
C14orf149	-1.5905
PRDX4	-0.576666666666667
ABHD12	0.3049
AGT	-2.47525
SLC22A14	-0.42925
C1orf58	0.1195
PILRA	-1.0685
ABCF2	-0.76175
C17orf85	-0.0305
TKTL1	-0.86525
FGF1	0.71345
IL6R	0.796833333333333
VPS25	-0.176
CHRNB2	0.13325
COL7A1	-0.5843
LRRC48	-0.1885
SPG20	-0.726166666666667
COX10	-0.07775
GCA	0.1625
ECEL1	-0.457333333333333
GLG1	0.346
SRD5A2L2	0.09525
MUTYH	-0.51775
ZNF70	-0.30025
L2HGDH	-1.16075
GPATCH2	0.659
ZNF655	-0.49825
ZNF227	0.433833333333333
MCOLN2	-0.623
NQO2	-1.18325
KCNQ5	-0.0795
NEU1	0.652333333333333
QRICH1	-0.1525
ZBTB20	0.534
RPUSD3	-0.9425
EPGN	-1.3042
TSN	0.196916666666667
SPRY2	1.73783333333333
LZTFL1	0.0505
GMFB	0.087125
PBEF1	-0.8487
HBG2	-3.2555
TMEM8	0.45325
PALM2-AKAP2	0.424
NFYA	-0.69375
FAM108A1	-0.164
PBLD	2.045625
NRG4	-1.90625
PIGF	0.0655
PTGER1	2.39375
NOS2A	2.67883333333333
C21orf34	-1.55816666666667
C21orf51	-0.778916666666667
IL17C	0.334
TRMT6	-0.366
ETV2	0.134666666666667
CCDC109A	0.99775
MYLK2	-1.4715
ATP10A	0.5727
DPH4	-0.7215
C5orf5	0.0821666666666666
KCNA4	0.205
NMNAT2	-0.508
GLYATL2	-1.702
LSMD1	0.089375
IL23R	-0.684
NRF1	-0.556
MUC15	-2.4805
PRDM12	-1.939
PAQR4	-0.326142857142857
RBBP6	-0.8216875
IFI27	3.121
SKAP2	0.839833333333333
TAGAP	0.833
TJP3	2.191
C9orf61	-0.094
IDS	0.0373571428571429
PARG	-0.61675
LOC131149	-0.2895
DYRK4	-0.269833333333333
MICALL1	0.10975
GALR2	0.9365
GPBP1L1	0.613125
TBX21	2.43325
KCNJ6	-0.333833333333333
GGN	0.47325
CASP5	1.20666666666667
RNF182	-5.1975
BRD4	-0.31175
DOK4	1.32475
SLC46A2	0.945
SOX9	2.94383333333333
ZNRD1	0.294666666666667
PRR6	-0.834
FAU	-0.663375
DTNB	-1.049
CARD9	1.079
STS-1	-0.600666666666667
SLC4A5	0.642625
NSBP1	-3.51725
UGCGL2	-0.281416666666667
POTE15	-2.6795
NOXA1	0.2795
RP13-347D8.3	0.53475
SAMD10	0.0481666666666667
EP400NL	-1.17025
TCF21	3.163
AMELX	1.82375
JPH2	0.9339
SLA	1.751
DLST	0.779333333333333
SEPT12	-0.03075
RGS20	-4.5465
LXN	0.585833333333333
ZNF419	0.0875
UPK3B	-0.0201666666666666
RELL1	0.20625
ESPNL	-0.6825
KLHL21	-0.172875
PI15	-0.6035
C2orf61	0.432
LOC407835	-0.454666666666667
RER1	-0.104833333333333
ELAVL2	0.252
MGC26718	-0.4035
KLF2	1.7185
TNFAIP8L3	-0.1215
TFE3	0.219
C11orf17	-0.212625
15E1.2	-0.8045
SNRPC	-0.76075
DLGAP1	-1.5005
PGLYRP1	0.254625
OVCH2	-0.0815
IRF7	1.0002
SET	0.057
NAB2	-0.877166666666667
LRP5L	-0.029
FAM120A	0.99125
ASCL2	4.2765
SHH	0.2155
ATP5H	-0.4745
THPO	-1.274
TYRP1	-3.8015
HIST1H3E	0.193333333333333
EIF2S1	0.814
TNFRSF17	-2.27083333333333
TARSL2	0.17775
NKX2-8	0.324125
C1orf115	2.535375
LOC56964	0.2905
KIAA0841	-1.732
ISCU	0.386
TTMA	0.3375
ZNF414	-0.457
LOC441150	-0.32375
RAB15	2.04075
HBP1	0.161333333333333
TNNT2	-0.843833333333333
CECR5	0.043
PHGDH	-2.038875
JRK	-0.4249
XPO4	0.87825
FAM131C	0.9
ARHGAP25	1.01583333333333
CA9	1.82633333333333
GPR62	-0.195
TLX1	0.653833333333333
GPS1	-0.717
OR2M2	0.1355
BDP1	-0.395285714285714
FAM70B	0.934
RPS29	0.347666666666667
MKLN1	-0.019
TSPAN19	-2.45066666666667
SLC29A3	0.7752
LGALS4	7.435
USH2A	0.37025
NF1	-0.0425
APOBEC3A	1.088
IMPAD1	-0.497666666666667
OLR1	2.90966666666667
NRAP	-0.549
HCFC1R1	-0.5215
TAOK2	-0.00916666666666666
MCM10	-2.18783333333333
MAP4K3	0.327
CBS	-3.442875
CLK3	-0.5414
PCDHGA5	0.6925
ELF4	0.51575
FAM71A	-0.1025
C11orf49	0.8725
CLIP2	0.4475
BTBD9	0.6987
ZNF524	2.16125
KDELR1	1.1635
ZNF509	0.1425
NCSTN	0.924
ZNF533	-0.834428571428571
PARP4	2.192375
GALNT9	-0.0893333333333333
NPY	-2.26475
BEGAIN	-1.514
TMEM77	1.204
FOXRED1	-1.3855
SLC16A2	0.5575
SLC35B1	-0.61325
GK5	0.00333333333333333
SDCCAG10	-1.0255
C4orf20	-0.531
SLC9A2	0.0755
ADD1	0.492642857142857
TAL2	-0.9685
ACLY	-1.481625
DNAJC1	0.0995
SOST	-1.65325
USP43	1.38816666666667
CYP4F12	1.968
FKBP5	-0.97475
CHCHD5	-0.1875
NUDT22	-0.04325
CCDC85B	-0.64075
OR51G2	0.5235
STRN3	0.596071428571429
TMOD2	0.48425
FLI1	-0.4695
MAB21L2	1.79683333333333
DGKQ	0.55375
VPRBP	0.0895
SCNN1B	0.1233
ECHDC3	-2.5631
TMEM106C	0.9595
CSNK2A2	-0.965
RPL39	0.5551
HERC3	0.2495
ZBTB47	0.349333333333333
ZNF681	-1.43175
PAGE2	-3.26075
CLIC5	3.94721428571429
RABAC1	1.4225
ZFHX2	0.31625
YPEL1	-1.83366666666667
KIAA0776	-0.141
NR1D2	0.61125
DNAJC4	-0.291875
NPNT	1.9324
ZNF677	-0.2945
ZNF536	0.209
MEF2B	-0.184583333333333
PTPN4	-0.565875
CTCFL	-5.7025
STX5	0.269666666666667
CD72	2.076
VEGFA	-0.576315789473684
XRCC1	-0.6645
MAS1L	0.494
ELL	-0.00890000000000002
SETBP1	0.31425
CDH11	2.585
NDC80	-0.681153846153846
DMBX1	-0.7045
NRSN1	0.00160000000000001
BAT2D1	-0.05625
CDS2	-0.789833333333333
C1orf212	-0.0163333333333333
SENP3	-0.819
IL1F9	0.6375
EEF2K	-0.41625
COG8	-0.99975
CEP72	0.71925
OR1L8	-0.12
MUS81	-0.832833333333333
PHYH	0.315875
GGT6	2.36866666666667
C22orf23	-1.057
C13orf33	3.45275
MAPK8IP2	-0.6485
NELL2	-2.46275
POU3F2	-3.584
ALPK1	0.84775
MRPS18C	-0.233
RPLP2	0.63725
FGF22	-0.4215
SPNS1	-0.175666666666667
ZFP1	-0.695
IL1RAPL1	1.05975
PCSK9	-0.254
NKX2-1	0.453384615384615
C6orf189	0.9925
SP4	-0.448
SLC11A1	2.776
C21orf25	0.5315
ICAM2	0.091625
SH3GL1	-0.0696666666666667
GSK3B	0.21
RALB	0.2845
PDXP	-0.697833333333333
GNGT1	-2.854
KIR2DL1	0.5125
TNFAIP3	1.14191666666667
C6orf32	-0.5634
CBLN2	-0.7945
PANK3	-0.224625
TAAR9	-0.17
WDR82	0.517571428571429
APOM	-2.035375
TRIP10	0.1415
SPATA16	0.088
C1orf135	-0.8285
USP51	-2.13
TESK1	0.834
C11orf64	0.02075
ZNF611	0.7335
PDE6G	-0.346333333333333
HLA-DQA1	3.16375
GCLC	0.56875
SEC61A1	0.197142857142857
TWSG1	-0.852333333333333
ZMYND10	-0.918
CTDP1	-0.416
ADAMTS6	1.0285
SLIT1	-1.619
KRT86	-0.7685
KIAA0574	-0.878
GTPBP2	-1.0361
PQLC3	-0.1325
PRRX2	-1.14833333333333
C15orf44	0.0283333333333333
MKKS	0.54825
C11orf10	-0.476
GPR110	2.45
CD109	-0.41075
ADCY1	0.211
RHBG	-4.2065
TP53I3	0.938
SLC22A3	0.7202
UCP2	0.1145
FOXG1	-2.43216666666667
OR2AG1	0.464
TRIM24	-1.20025
PROC	-3.389625
TAAR6	0.01475
AMTN	-1.171
C10orf47	-0.463333333333333
DEPDC1	-1.45125
FLJ45557	-0.216
ZDHHC17	-0.7794375
KIAA1429	0.312833333333333
KCNH1	0.106
VNN3	1.011625
PSMAL	1.213
PPARD	0.649375
HFM1	-1.18025
YBX1	-0.715
ZNF695	-2.4165
SCTR	-0.0861666666666667
DCDC1	0.2315
VPS26B	-0.1306
MTF2	-0.597333333333333
ATP6V1F	-0.0615
CCDC94	-0.55425
PERF15	0.1355
CCL11	5.53025
LMO7	2.266625
DCST1	0.182
ADRBK1	0.63925
CDRT4	-0.45125
ZNF84	-0.542
HOXD8	0.46425
STARD8	-0.0686666666666667
FOXP2	-0.54625
CCDC103	1.51825
POLR3A	-0.8135
GSC	-2.80766666666667
ZNF114	-1.76066666666667
HTR7P	-0.466
LALBA	-0.0275
RMND5A	0.503666666666667
PSCD2	1.221
ZNF409	0.276
KRTAP1-3	0.0233333333333333
MAF1	0.204
LOC201725	-1.01333333333333
NRN1	-2.6525
SPAG5	-1.9515
DNAH7	0.1485
FLJ43860	0.545
BRCA2	-0.13825
ACADM	-0.159
CXXC6	-3.980625
RAGE	-0.931125
CHMP2A	0.4725
FAM8A1	0.3838
GPR21	-0.146
SLC12A3	-3.02966666666667
FVT1	0.341142857142857
ZDHHC7	0.17875
FLJ44048	-0.6945
SLC44A3	4.52683333333333
SDSL	-0.164
MMP8	-0.14525
PLA2G12B	-0.725
ACY1	0.636
MT1E	0.618
OR4K15	0.488
TECTB	0.211
GPR20	0.75275
IRAK2	0.0185
RFPL3	-1.2785
MYO9A	-0.50675
NARG1L	0.3265
BLMH	-1.1475
CCDC3	2.747
C9orf21	-1.01066666666667
KIAA0513	0.44
MIER2	-0.198333333333333
PNMA2	-1.75883333333333
SH3BP2	1.2715
ANXA10	8.64575
RTN2	0.2885
TFB1M	-2.164
PRPH2	2.31625
C14orf133	0.42175
GOLGB1	0.695166666666667
IRX4	-1.7345
NFKBIL1	-0.304333333333333
C10orf62	-0.1
APBB3	-0.87775
RPS10	0.36
LOC728378	-1.60375
TLE3	0.483
PSMB7	-0.437875
MESDC1	0.0025
SLC6A1	0.202333333333333
OCLN	2.09716666666667
PTTG3	-1.84316666666667
NAGLU	-0.499
SERTAD4	-0.983375
SPRY1	1.828
FLJ10781	-1.33391666666667
MYSM1	0.07075
TRIM4	0.2305
SH3YL1	1.6785
TREM2	4.57
SERPINI1	-1.67225
HDHD3	2.15575
TMEM38A	0.86725
EID2B	-2.75625
TDRD3	0.820333333333333
SEDLP	0.852
THSD7A	2.06016666666667
NDST3	-1.857
KLHL15	-0.268
DHRS12	0.3895
FBXO9	-0.390214285714286
TNPO1	-0.5815
MRPL13	0.510166666666667
SNX5	-1.156
METTL6	-0.97925
SOD1	0.035375
CHML	-1.41783333333333
PACS1	-0.610375
SIRT5	-0.9066
CAPN2	0.365166666666667
FXYD5	-0.0343333333333333
TWISTNB	-0.3305
LRFN1	0.9155
UBE1L	1.530375
UBE1C	-0.56175
OR51B2	0.23725
OR4D11	0.5625
C15orf2	3.986
NR4A1	1.8255
LOC339047	-0.679
TRIM17	-1.23975
ATP5G3	-0.110071428571429
RPL15	-0.2165
ADAMTS8	0.74075
HOXC4	0.492
C14orf37	1.269
CEACAM5	5.5775
MYT1L	-0.2888
RASA2	-0.34375
OSBPL7	-0.1245
STAG1	-0.47
GIMAP4	4.32933333333333
FUT3	5.0355
PIF1	-1.589125
LPIN2	1.125
SH3PX3	1.084
PDP2	-0.408
PAPD1	-0.404625
ERP27	-0.70275
APOOL	-0.2448
DIABLO	0.12875
TRHR	0.574142857142857
ARMC9	-0.5385
RNF152	1.331
SLITRK3	-0.303
ZNF211	0.6301
PFDN1	0.38225
RGS11	-0.60875
HS6ST1	-0.2521
AKR1D1	-2.51925
TNP2	0.271833333333333
STK31	4.27516666666667
EML4	0.696166666666667
SGTA	-0.651166666666667
HIST1H2BI	0.863166666666667
PSMD6	-2.0805
KIAA1257	3.0965
C18orf55	-0.730333333333333
FLJ20273	3.157
RPL28	0.3225
EPYC	2.592
NOX3	-0.257
ELAC1	0.3045
METT11D1	-0.56625
BIN2	-0.403166666666667
NACA2	-0.34825
CCDC17	-0.869
HM13	-0.062
UBOX5	-0.20725
UBE2O	-0.57425
UBL5	-0.54575
APOLD1	1.3535
C9orf31	0.351
TNFSF8	0.1145
ARHGAP29	-1.20475
PROKR2	0.2715
PDE5A	0.264166666666667
C6orf12	-0.8185
TOM1L1	-1.2205
WHDC1	0.4975
FOXI1	0.327666666666667
RAB4A	1.4045
TMEM39B	-0.134
ATPBD1C	-0.8315
FARSA	-1.34116666666667
PLEKHG5	0.85675
CMAS	-0.0955
OR7E24	0.9605
SLC30A1	0.16025
CDC42EP5	2.099
PLAC1	-2.49775
KLHL18	-0.285333333333333
LBA1	0.0251
TAZ	-0.86975
CRIP2	-0.45275
BTBD11	-1.193
C16orf72	0.4115
DIO2	0.112
LRRCC1	0.346666666666667
CCDC136	-1.5325
PRX	-0.3035
RBM5	0.1718
TMEM85	-0.38325
TUBGCP4	-0.969833333333333
APLN	0.818
CDK7	-1.5635
SSR2	0.236416666666667
CRELD1	0.33775
C19orf46	0.15
GAL3ST4	-0.0528333333333333
KBTBD10	0.11525
IL28A	0.2975
WDR27	-1.3675
MCM2	-1.87016666666667
SOX14	-0.1425
FLJ39743	0.7665
KIAA0922	-1.21275
HIPK4	0.4795
FLJ25758	-0.0145
C16orf57	-0.241833333333333
PDZD2	-0.60925
MCC	-0.814375
HHLA3	-0.6311
ID2	0.746
C20orf23	1.778
ZNF688	0.1075
APOC2	1.89766666666667
LOC440093	-0.9345
FAM50B	1.74966666666667
PWP1	-0.894
DNAH10	1.8645
HIST1H2BA	0.41475
GPR56	1.699
METAP2	-0.7015
PAN3	1.23866666666667
STXBP4	-1.484375
PDHX	0.00800000000000001
MTA1	0.156
ZBED4	0.426
ZNF720	-0.832
CDK2	-2.150625
RHOJ	1.42825
CDC37	-0.8045
ZER1	0.388125
GRK4	-1.18175
PRPH	0.9525
POLR2A	0.075875
OGFOD1	-1.51325
NOL5A	-0.639
PHEX	-1.2825
FLJ16478	-0.37625
C20orf117	-0.973625
CAMTA2	-0.01425
C11orf74	-0.702166666666666
DDX17	-0.331
C5orf27	0.127
PLEKHA2	-0.446
PDE4DIP	-1.1812
SCN7A	0.98425
ZNF559	-1.39983333333333
CXCL10	3.57825
ZMYM4	-0.236166666666667
STK32B	-1.37193333333333
KIAA0888	-0.695
TACR3	0.8505
CKAP2L	-0.13625
KIF1A	-0.332
RSPRY1	0.71775
VCAN	0.59425
CYP27C1	0.2355
SYDE1	-1.27416666666667
MED12L	-2.129
ZDHHC21	1.61075
NHS	1.141
TM9SF3	1.81283333333333
DDHD1	-0.470375
MAFG	0.437083333333333
BICD2	-0.6226
C14orf119	0.0538333333333333
C14orf43	0.462357142857143
CDH7	-0.56925
ALKBH5	-0.305785714285714
JUP	1.1575
TMEM41A	0.384
MAMDC4	-0.0741666666666667
CBX3	-0.86675
