Hybridization REF	TCGA-AA-A00L-01A-01R-A002-07
TMEM30B	0.762071428571429
ANKRD35	-0.4185
DUOXA2	3.53075
TBC1D5	-0.22075
DFNB59	-0.735
HRH4	0.4995
MYO6	1.2913
DNAJA4	1.8475
RBM24	-0.166375
CEACAM20	-0.92725
RBM23	-1.41735714285714
NGFB	0.6765
C1orf63	0.2451
KRTAP7-1	0.145
PERLD1	2.25675
NPB	0.0345
C17orf59	-0.4835
HSPBAP1	0.2365
SLC15A4	-0.092625
PRTFDC1	0.7025
OSMR	-2.3125
CYSLTR2	-0.107
C19orf25	0.0974
KIAA1797	0.1325
NLRP6	0.1555
FAM105B	0.2048
SCRN2	0.632666666666667
LRRC58	-0.132
RNF17	0.348714285714286
NEIL3	-1.936
FAM137A	-1.647
SKP2	-2.3685
PARVA	0.171333333333333
PKLR	-0.3085
RNF34	-0.44025
A3GALT2	0.11
C12orf50	-0.3208
SUNC1	-0.14075
FAM102B	-0.458833333333333
CCT2	-0.7535
LRRC37A2	0.1515
ARF4	0.0245
SIKE	0.145625
C8orf48	-0.821666666666667
MBTPS1	-0.614
GPSN2	-0.3015
NCF2	0.70025
SLC12A6	0.718
MRPL48	0.61725
HMGN3	-1.40083333333333
LRRC62	-1.1
PAX9	-2.00225
FAM55A	7.35
C20orf42	4.539
SCML2	-1.05566666666667
BCL9	0.1945
FAM40A	-0.08375
C9orf41	0.0508333333333333
ZNF774	1.043
LETM1	-0.40625
PLXNB1	0.396166666666667
NIPSNAP1	-0.549
USP10	-0.5285
F9	0.33625
LIPE	1.66925
CNGB3	-0.1855
C12orf52	0.059375
PI4K2A	-0.509375
MED8	-0.148
STAT4	0.2916
FGD4	1.36666666666667
RNF145	-0.881333333333333
WDR32	0.2958
CLDN2	1.39766666666667
TCEAL8	0.1965
ZMYND8	-0.5562
PDXK	-0.165
GATAD2A	0.237
PTGES3	-0.5145
CCM2	0.081
TAP1	2.000125
ZNF670	-0.00525
ETS2	2.66057142857143
C6orf166	0.047
PRMT2	-1.01828571428571
OR4B1	0.5685
INTS8	0.0005
CCDC102A	-1.05225
CCDC83	-1.44233333333333
ITGA1	0.1976
EPHA5	-2.3755
FAM24B	0.6855
TSGA10	1.7125
HAL	-1.99866666666667
MYOT	-0.370666666666667
SPACA3	3.9555
BCL2L2	-0.676666666666667
CUGBP2	0.731833333333333
CCNB3	0.149
RNF113B	0.917
MERTK	-0.812
BAG1	-0.19725
VPS36	1.01525
ORMDL3	0.4046
C1orf190	-0.72575
ZNF625	-0.435
CORO2B	-1.83875
ALOX15	-0.8815
CST1	0.241
NUPR1	0.313
CCL7	-0.230333333333333
SMCR5	-1.83
DSC2	3.0955
RBMS2	0.399
GRIK4	0.4235
TRIM65	0.0257
TMPRSS6	-0.398857142857143
TP53INP2	-0.48
GLB1L	-0.1025
LOC388284	-0.655333333333333
PUS1	0.2005
BCL9L	-0.9295
OLFM1	-2.06158333333333
RET	-3.106875
MASTL	-1.13333333333333
ALX3	0.28725
IL1RL1	0.500333333333333
ZNF765	-0.106
C14orf138	-1.6725
SNX10	0.644833333333333
TAC4	0.213
C1orf64	-2.931
POGK	0.066375
MAPK9	0.51
ZNF366	0.9715
C8orf79	1.1805
CLDN7	2.954625
OR5AT1	0.8745
TRIM37	-1.526
LRRC25	1.01825
GRHL2	1.8013
TEKT3	-0.4115
LASS5	-0.776833333333333
ABCC4	-0.885916666666667
DLG3	1.7185
VGLL1	0.1625
ZFP36L2	2.03033333333333
MFRP	0.1465
KIAA1799	-0.55075
FLJ44379	0.3105
PCNX	-0.42375
ANXA9	-1.024
CYP4V2	0.2087
PIK3C2A	-0.0115
SRR	-1.997
NOL3	-0.89725
IFITM2	1.062
ARNTL2	-0.119
ZNF595	-0.23175
NLRP13	0.674
ASPH	0.439625
CPA2	-0.2395
PVRIG	-1.84316666666667
LEPR	0.0536666666666666
C16orf42	0.273333333333333
SH3BGRL	-0.71025
FAM77D	1.28333333333333
FNDC7	-0.074
C9orf6	0.535333333333333
NOTCH2NL	-0.812166666666667
PGBD1	-1.8275
SYNGR2	0.455666666666667
PITPNA	-0.50975
PRPF4B	-0.6066
SLC43A3	-2.68914285714286
NRBP1	-0.5375
SLC25A22	-0.03975
ILK	-0.77075
SLC22A8	0.73
MRPS7	-0.222125
PITX2	3.23625
FABP3	-2.125125
OR1L1	-0.2115
LOC728215	-1.120625
BLID	-0.727
KIAA1217	1.76894117647059
TFPT	0.00325
AP4B1	0.31325
VBP1	-0.46625
OR1K1	0.4705
MORC3	-0.938
BHMT2	-2.32533333333333
C3orf10	-0.4445
FZD7	-1.53033333333333
WFDC10A	0.8685
PMS2CL	-0.412625
CCDC32	1.18916666666667
FA2H	2.7275
ALG13	0.035
TTLL7	-1.1128
SPOCK3	-0.105666666666667
SLC13A2	0.2305
AIM1	1.07575
GPRC6A	0.531
EGR2	0.21125
MED11	-0.84675
WWC1	1.36825
SH3GL3	-3.34925
RIF1	-0.355285714285714
PRLH	-0.0435
VLDLR	-1.508
DBT	-0.1933125
C21orf63	-1.0995
CGGBP1	-0.6555
KRTAP12-2	0.8085
TADA3L	-0.719625
ZBTB16	-0.44375
PDGFB	0.02875
RFX1	0.371
UQCRB	0.0737
LOC133874	2.646
HPS3	-2.683
LGALS3BP	1.6078
DKFZP564O0823	4.28421428571429
MRFAP1L1	-0.6815
HOXA10	2.97483333333333
NGB	-0.142
KIF21A	1.34669230769231
IFLTD1	0.102
LZTS1	-2.066125
ARHGEF3	0.55375
RHBDL3	-2.016
CSNK1G2	0.190333333333333
ChGn	-1.791
KIAA1244	1.50066666666667
GABRB2	0.6155
MGC72080	0.705
CD27	1.7165
EGLN1	-1.4059
PEX13	0.46025
RWDD3	0.20425
RNF12	0.2685
GRIN2B	1.511
ADAMTS14	-0.73275
DYDC2	-0.17
ATP6AP1	0.6316
NR1H2	-0.596
PDK2	0.25225
C3orf17	-0.417666666666667
SLC38A2	-1.06071428571429
SLC25A29	-1.0965
C15orf29	0.414375
ADAM9	0.0605
TMUB2	0.41575
GPR176	-0.671
AGK	-0.834875
MCCD1	0.39875
NDUFA4	0.84675
TMEM146	-0.148
DUSP1	-0.17375
UNQ6975	0.2855
EMX2OS	0.03275
INSM2	0.0215
LUZP4	0.206
SETD6	-0.76625
P2RY2	2.385
SLC45A2	-1.2975
RABGAP1	-0.069
UBXD5	-0.23875
GPRC5A	1.571
PAK3	-0.840333333333333
LOC63920	-1.1735
TGFBR1	-0.9553
KRTAP6-3	0.58225
SFMBT2	-0.65425
CDC42	0.2655625
C11orf35	0.3985
TTLL2	0.23225
UACA	0.0773333333333334
CD97	1.4271
SETD5	-0.3095
NINJ2	-1.29025
PTER	0.5445
POMGNT1	0.35
KRTAP4-2	0.516
ECGF1	1.286375
HRB	0.203545454545455
ATP1B2	0.2151
LOC400506	-0.00525
COL4A3BP	0.054
C6orf97	0.312
GRHPR	-0.41975
TAS2R1	0.086
SEMA7A	-1.3435
EDF1	0.0955
ODF2L	0.084
PCID2	0.149833333333333
GTF2H4	-0.634
ZCCHC3	-0.417875
CGB2	0.248
NEUROD1	-0.62925
C20orf75	-0.3765
RP5-1054A22.3	1.06566666666667
IFNA5	0.377
ZNF134	-1.7865
MGC119295	-0.4284
ZSWIM6	-0.114875
SMEK1	-0.4005
PCGF2	-0.566125
C1orf102	-0.14575
CYP2A13	0.7635
KCNH6	0.012
MDM1	-0.3751
ALDH7A1	-1.50983333333333
C9orf75	2.0355
VDAC3	-0.41475
OR51T1	0.3325
EIF3F	0.119
KCNJ10	-0.203875
LENG8	0.3655
EDEM2	0.17075
CCNJL	0.258
DHX37	-0.287
CRYGN	0.036
AATF	0.536125
ZNF630	1.0025
E2F5	0.742
WFDC13	-0.3855
FTSJ3	-0.0536666666666667
C4orf33	0.73175
LHFPL4	-2.484
C19orf56	-0.410416666666667
SMAD4	0.06
AFM	-0.436666666666667
G0S2	0.13675
FCHSD2	0.1744
RRP1B	-1.223
EEF1B2	0.573166666666667
STAT6	0.9145
ZNF195	0.5945
GNL1	-0.739833333333333
ZNRF2	1.58216666666667
PER3	-0.973875
ASB16	0.3125
C10orf10	0.0407857142857143
ADCY8	-2.89816666666667
C9orf58	-3.35383333333333
ARMC10	-0.1775
PSG1	-0.655
DHX34	0.13375
VARS2	-0.304
NFIC	-2.16025
ITPR2	0.1745
AGXT2	0.119333333333333
OR6K3	0.6465
H2AFZ	-0.713833333333333
MLLT3	1.47766666666667
COX4I2	1.1285
CCNT2	-0.367875
PLK4	-0.955375
NUMBL	-0.2195
MED16	0.0205
PLEKHQ1	-0.894
GOSR1	0.701888888888889
BTG4	-0.06825
RPL30	0.318666666666667
IGSF5	-0.092
IGFL2	-0.691166666666667
ELMOD2	0.642166666666667
SHC3	-1.64483333333333
HAVCR1	-0.1655
DYNC2H1	-2.372125
RNF5	-0.319166666666667
C2orf7	0.08725
NLF1	1.362
KLHL25	0.2355
LRP10	-0.1346
KRI1	-0.6735
PUS7L	0.0176666666666667
MGMT	0.678
HOXD1	-1.0415
CSH1	0.3766
ATG16L2	-0.7505
FLJ44635	0.9625
CHODL	-0.2255
EXOSC8	0.326
SLC28A1	0.219
MYO7B	2.0965
SEH1L	-0.6787
MTNR1A	0.0248333333333333
TSPAN5	0.013
CDC45L	-2.03866666666667
AMIGO1	0.0425
ATAD3A	-0.222625
OSGIN2	-0.130333333333333
PDIK1L	0.364666666666667
DARC	0.26925
PIPSL	-0.0185
SHMT1	-1.017
CRISP3	-0.273
POPDC2	0.592166666666667
ZRANB2	-0.151
FBXL8	0.62875
TRIP13	-1.201
EIF5AL1	-1.216
POU5F1P3	-2.32166666666667
IL6	1.27083333333333
CXorf38	1.74733333333333
IFNA16	-0.0975
FBXL2	-1.98183333333333
BRD1	0.2155
STATH	0.58025
FBXO44	-0.797
MCCC2	-0.02
CDC2	-1.1086
C5orf23	-3.18125
IVD	-0.362333333333333
C10orf122	-0.7575
MSL3L1	0.4702
MVP	1.121
EPOR	-1.7246
ZMYM1	-0.588666666666667
BCL7C	-0.224666666666667
PSTPIP2	1.3683
LYPD1	-2.1235
OR8G5	-0.3635
ZP3	0.853666666666666
BCAS4	-0.5835
EDG6	0.3735
ISY1	-0.30825
PRAMEF2	-1.18375
CUL1	-0.479
RNF213	2.2755
CCRK	-0.24125
DHX9	-0.55475
C13orf29	0.6695
NCKAP1	1.2455
MRPL43	0.222857142857143
XPR1	0.33775
PKN2	0.5851
PODNL1	-0.3985
ZNF333	-0.10025
DALRD3	-0.19825
OPN1SW	0.1435
BTBD6	-0.09425
C11orf82	-1.059
OR5P3	0.314
DUSP11	-0.03825
L1CAM	-1.2245
NEK11	0.575666666666667
OR7E91P	1.1445
CNTN3	0.8159
CREB3L2	0.19575
ZBTB37	-0.063
KIAA1324L	-4.05325
NDUFB10	-0.170166666666667
NUDT2	0.3195
GTPBP8	0.23825
CACNA1D	1.9125
PRKAA2	-2.02466666666667
PRDM8	0.401
MGC16075	2.22133333333333
KRT14	-1.15085714285714
PP8961	1.06475
MRPL18	-0.46225
ABCG2	-2.79875
PACRG	0.41425
BBS2	0.01975
KREMEN2	-3.327
FBXO21	0.12975
HNRPUL1	-0.240666666666667
GRB10	0.333
CLSTN1	0.80075
LMAN2	-0.4001
C17orf61	-1.218
NIPSNAP3A	0.83475
INSIG2	-1.10433333333333
PCDHB7	-0.491666666666667
STXBP2	0.6345
CMAH	-1.05358333333333
SEMA5B	-0.735
ZNF155	-0.324833333333333
COQ6	-1.26316666666667
PRPF4	-0.2465
TSPAN15	2.6514
VN1R5	0.1055
LATS2	0.0915
SELK	0.184
PGK2	0.372
MS4A1	-1.440375
TYW3	-0.5191
KRTAP5-1	0.99475
RCCD1	-0.6385
BTN1A1	0.085
DDX28	-0.1
TMEM65	0.213
LOC92345	0.20125
TTC31	-0.4125
WDR46	-0.623333333333333
CHP2	3.73933333333333
LSP1	-0.815375
ZNF542	-2.032
EXOSC1	0.14475
ARHGAP18	0.533166666666667
LRRTM4	-0.47075
MAOB	-2.04191666666667
CACNB4	-0.75975
MGC33846	0.530625
RANBP3L	-0.3615
ATP5L	-0.05075
ONECUT1	-2.767
NUDT9	0.00125
TMEM149	-0.1715
STX17	-0.076
IGSF10	-4.73225
TMPRSS9	1.767
BMPR2	-0.0705833333333334
ALLC	-0.28825
KLF7	1.21975
GCC1	0.7175
TIMM9	-0.70625
CDO1	-2.98616666666667
MGC10701	-0.649333333333333
IFI6	0.462333333333333
FRMD8	-0.03025
MGAT2	-0.619
WBP5	-0.312833333333333
CNIH2	0.49
KIAA0907	-0.5975
KCNH8	2.5805
CTSG	-2.32375
GRIK1	-0.3825
CUL5	0.141
FRMD1	1.3725
OR9A4	0.651
SYT6	-1.366375
FOXD4L2	-0.378
ANAPC2	-0.716
OPN5	0.413
TAF13	-0.44025
LYG2	-0.56425
GGNBP1	-0.1165
C11orf40	0.4425
OTX2	-0.9055
REG4	2.76033333333333
EIF5	-0.487
PALB2	-0.62475
SEPSECS	0.4603
RNASE3	-0.17775
TRIM49	-1.0195
POLR2K	0.1583
GPR42	0.224
C8B	-3.00475
SASS6	-0.2025
PREB	-0.361666666666667
OR3A3	0.543
TUBA8	0.805125
IGLV2-14	-2.1135
STIL	-0.89875
ANKFN1	-0.564166666666667
NME7	-1.48025
HOXC12	-0.83575
UBE2C	-0.19875
FHOD1	-1.56425
CDK2AP1	-1.43175
OR6K2	0.354
DHPS	-0.04375
RPL5	0.32725
TRGV5	0.2125
LOC541472	0.301125
HCCS	1.0954
DENND1B	0.1075
LHX3	0.137
OR5D16	0.153
CXorf57	-0.659
IRF2BP1	0.55825
NDST2	-0.00850000000000001
LCE3D	0.58
BOLL	0.549
SYT3	-0.47775
PIH1D2	-0.94625
C20orf7	0.747166666666667
IL1R2	1.642
SLAMF9	-0.198
PPME1	-0.2875
PIK3CA	-0.4455
TRAPPC1	-0.555375
COLEC10	-0.3225
SLC9A6	0.0741666666666667
PDDC1	0.669916666666667
CCDC53	0.39725
GK3P	1.62425
DAZL	-0.83625
BRI3	0.59675
SDK1	-0.74875
CYP2C18	1.36075
IFI44L	-0.366125
RPL3L	0.9505
FUT9	-1.26683333333333
KIFC2	-0.675
PMP2	-0.547857142857143
SLC4A9	-0.1745
PLAG1	-0.545333333333333
MYCBP2	0.7975
OR4E2	0.074
CCDC65	-0.1065
C16orf82	0.431625
ENTPD4	-0.672
BRP44L	0.975125
PMP22CD	-0.02225
TMCO4	0.7375
KCNN1	-0.540333333333333
WDR35	-0.3925
CCDC80	-1.616875
C3orf31	-0.2685
SLC7A9	-1.8675
TMEM190	-0.812
DBC1	-0.455666666666667
FADS3	-2.017
PDZD8	1.74966666666667
GRM5	0.29225
AZGP1	1.028
PEX3	-0.43
MED1	0.216142857142857
ATG4C	-1.18566666666667
HNRPH3	-0.519
FAM109B	1.35275
C4orf17	0.405
CA10	-0.0773333333333333
OPRD1	0.2335
CCL16	-0.82375
SACM1L	-0.598
CST6	0.4895
CD63	0.4334375
LGI1	-1.69275
ZNF784	0.54275
CRYBB1	-2.3185
CX3CL1	0.26405
TOP2A	-1.169875
GYPB	-2.44216666666667
GADD45GIP1	-0.3815
FEN1	-1.147
IGF1R	-1.1491875
WDR72	-2.07233333333333
PURG	-0.988833333333333
DEFB126	-0.111
PKD1L1	0.372
CAV1	-2.9471
GNPDA2	0.3233
DGAT2	1.008125
NLGN1	-4.6855
STRBP	0.264625
HPRT1	-0.733666666666667
FANCI	-0.80375
PSMA7	0.80225
DBF4B	-0.2425
TTF1	-0.75375
RAD54L	-1.16925
ELOF1	-0.449
PLAGL2	2.728
ZNF256	-1.13025
HMGCL	0.6775
MSI2	0.170833333333333
RPESP	-2.68533333333333
C11orf60	-1.19225
ABCD1	-0.4165
ACAA1	-0.0915
SPARCL1	3.11621428571429
IL6ST	-1.0316
ZNF319	-0.60525
TMEM109	-1.0471
FAM90A1	-0.556666666666667
IL22RA1	3.8075
ATP4B	0.34
TEC	-0.351
C7orf30	0.44875
TXNDC2	-0.1495
ABCB4	-1.26325
KIAA1191	0.22175
C9orf38	0.398
SFTPB	-0.051125
CNTNAP2	-1.57881818181818
FRK	1.981
TBX19	-0.02725
CHD4	-0.85425
C6orf26	-0.349833333333333
MOSC2	0.9975
IKBKE	0.028
HIF1A	-2.01466666666667
LOC595101	0.209
RELA	0.00516666666666667
TMEM16B	-1.42816666666667
ABHD12B	-1.3085
TSEN34	-0.07225
KIF18A	-1.6245
TXNDC9	0.00916666666666666
SPATA2L	0.65
SEMA4G	1.4045
C21orf91	-1.6445
MATN1	0.1965
KCNIP4	-0.0601666666666667
TUSC1	1.069875
OR4C15	0.45775
ARMCX6	-0.39725
WBSCR27	1.65966666666667
OR52I2	0.731
KIAA1604	-0.44775
DYNC1I1	-2.64375
PPP4C	-0.234
SLC47A2	-2.01866666666667
TREH	2.08975
CD48	-0.601333333333333
ST14	3.23716666666667
PKN1	-0.33675
SPON2	1.196
XBP1	-1.004
SFRS12	-0.477666666666667
EFCAB6	0.36775
SELT	-0.474
SLC39A2	0.422
ERF	-0.6505
ARL3	-0.04475
SURF6	0.1324
MLLT10	-0.274142857142857
FLJ11171	0.4635
TDGF1	0.132166666666667
ERCC6	-0.2205
EIF2AK4	0.043875
BAZ1A	-0.240666666666667
LRRN3	-1.105
TMC3	-1.3415
EFTUD1	0.01825
PTPRO	3.66216666666667
CLEC12A	0.219625
ACBD4	-0.145375
ZDHHC14	-0.499875
OTUD7B	-0.018375
ACTB	0.5884375
MSRA	1.047875
LCE5A	0.939
IFI35	-0.13625
BSCL2	-0.469333333333333
ANKRD12	-0.615416666666667
CFHR2	0.26075
RGAG1	-0.596
HSFY1	-0.812
SLC30A5	-0.0123333333333333
IMPG1	0.4
GPR109A	0.7125
ZNF185	-1.28825
IYD	5.48175
NPCDR1	0.6835
SERPINA13	0.1555
HMGCLL1	-0.88975
NEUROG1	0.933
UBQLN1	0.3441875
LIN37	-0.02575
SOCS2	-1.679
DSCR4	-1.154875
XKR6	0.8785
GPR142	0.695
KRTAP13-3	-0.2105
CCDC15	-1.07416666666667
MOS	0.4545
CD1E	-2.5255
OFCC1	-0.0632
FAM83D	-1.43225
SRFBP1	0.294
C9orf96	1.065
DHDH	-0.83725
CCDC90A	0.548
RABL3	0.2002
CD320	-0.147833333333333
ANGEL2	-0.19375
MRPL21	0.296
SMG6	-0.761833333333333
INSR	1.4558125
FLJ14816	-0.037
GLRB	-2.0968
C9orf89	0.7695
CIZ1	-0.244625
URG4	0.142333333333333
LRDD	-0.795333333333333
CBY1	0.436
NFX1	0.13725
MTERFD2	-0.3515
C19orf23	0.563
PGC	-2.06975
IER3IP1	-0.2054
RASAL2	0.753416666666667
C1orf89	0.30775
SYNJ1	-1.03575
NFKBIE	1.444
FLJ40125	-1.40683333333333
TCEB2	0.3553
NOG	-1.808
POLR2J2	-0.126666666666667
HLA-B	2.708
PCDHA1	-1.4935
PPP2R2B	-1.98875
ARHGEF17	-0.648666666666667
TCF7L2	1.36964285714286
CHD5	-0.3475
ZNF431	-0.599375
TBC1D25	0.85025
ZNF800	0.37675
SCUBE2	-2.35736363636364
MYCBP	0.0531666666666667
GPX5	0.35
C6orf129	0.110666666666667
QSER1	-0.851166666666667
ULK2	1.161
PIGO	0.5955
NRCAM	-2.87792857142857
SLC35E3	-0.82625
CSRP2	-1.5295
HYPE	0.11575
MAPK15	0.207666666666667
MGC14327	0.11275
TIMM13	0.0465
ZNF462	0.49475
GBA3	2.15925
TEX13A	-0.068
MCM6	-0.642777777777778
MTRF1	0.591125
ABCA7	-1.78375
EIF4A2	-0.9535
ZC3H10	-0.1683
RPGR	0.632833333333333
C20orf94	0.73825
RP1L1	0.0245
GPR125	0.303125
USP22	-1.23985714285714
OR1L4	0.20275
MLZE	0.02125
FLJ32065	-0.49325
PTCD1	0.1995
CRTAC1	-0.376333333333333
BXDC2	-1.063
C18orf1	-0.403166666666667
FAM107A	0.283285714285714
EFNA3	-0.33025
P18SRP	-0.2371
CAMKK2	0.63125
KIAA0649	0.1935
NES	-0.5725
HS6ST3	-1.844
PON2	-0.60025
TCP11L2	-0.755
CLEC4A	0.9105
PRR12	0.0875
MLXIPL	-0.5945
C2orf50	-0.3465
ZNF28	0.44475
ENC1	1.67066666666667
MAP2K1	-0.395
FKSG2	1.59775
KIAA0430	-0.17225
PTP4A1	-0.334111111111111
GPR156	1.222
GTF3C6	-1.5205
UBR2	0.1729
LOC388272	-1.03425
MAK	0.055
ACOT4	0.42275
STC2	-1.70875
PIGW	-0.520125
SAE1	-0.79275
COL6A1	-1.03672727272727
OAZ1	0
STMN4	0.195833333333333
EDG3	-0.753
SGCE	-3.269
IL11	1.73133333333333
PRSS8	2.8195
YIPF5	-0.108166666666667
WNT4	1.545
CSN2	0.235333333333333
TCF7	-0.59725
TDO2	2.2595
SAMD9	-0.5610625
S100A7A	-0.2205
MMRN1	0.3245
GKAP1	-0.64575
AKR1C3	2.54425
RNF19A	-0.130125
GMDS	1.86925
YKT6	0.0345
SPARC	-0.5277
C12orf31	-0.4405
UBE2V2	-1.12083333333333
FBXL18	-0.220666666666667
KIAA0460	-0.06275
ADAM22	-0.010125
SERPINC1	-4.81
KCTD21	-0.08425
MYOHD1	-0.1175
ZNF37A	0.0605
GTF3C1	-0.722666666666667
CTSZ	2.20525
PRNPIP	-1.002375
DRD1IP	0.51225
NR1I2	4.36766666666667
ZNF266	-0.5802
SPAG4L	0.5455
COX4NB	-0.04225
SAPS1	-0.684166666666667
APOA1	-3.4085
TATDN1	-0.595166666666667
C10orf82	1.0525
KPNB1	-0.415
FOXO3	0.05625
CRYBB2	-0.7515
ZBTB5	-0.209
SLC25A38	0.2495
DCTN2	0.0336666666666667
IFT20	0.35575
CTHRC1	-1.312
C1orf31	-0.305
UHRF1	-1.25
GPC6	-1.327
C10orf54	1.0285
MCF2L2	-0.1166
WNT9B	0.0415
OLA1	-0.025125
FAM120B	-0.98425
TTLL10	-0.2865
CYorf15A	-2.89925
RELN	-1.8187
SCN2B	0.181166666666667
MFHAS1	2.146
NKX3-2	-1.54083333333333
RASGRF2	-1.0475
SSBP1	-0.537333333333333
KPNA6	-0.0848571428571428
LOC389118	0.538
HS3ST4	-1.2738
SUPT7L	-0.291875
FLJ32658	-1.93825
IGFBPL1	-0.452
KIAA1641	-0.5619
SHKBP1	-0.324333333333333
CSF1R	3.89675
NAGK	-0.54475
MYL2	0.07025
HIST1H4C	0.2145
TOMM7	0.985375
ADAMTSL3	0.4463
TNFSF14	-0.207
PRRT2	-2.0765
VTA1	-0.475875
AOAH	5.31416666666667
CRISPLD2	0.256642857142857
PNN	-0.6542
TA-NFKBH	0.42475
ESPN	0.8535
RBM43	-1.155
KIAA1267	0.546
DDX3X	0.332444444444444
KIAA1576	-4.173
PLXDC1	2.87066666666667
FLJ25801	-3.5885
HNRNPL	-0.35125
RUNDC3A	0.478666666666667
CASP12	0.573
SH2D5	-0.984375
RPL26L1	-0.113
OR51A7	0.33075
HDC	1.4815
C2orf16	0.136333333333333
SYTL3	-0.135625
GOLGA4	0.4198125
NOTCH1	0.601333333333333
ATPAF2	-0.3415
ECD	-0.1335
SSX5	-1.61083333333333
SNAP91	0.165666666666667
OCA2	-3.069
PNPO	1.09116666666667
DAPK1	-1.8445
PINX1	0.475666666666667
SELENBP1	0.56225
NEK3	2.86383333333333
TMED4	0.775571428571428
SSTR4	0.4865
FOSL1	-2.115
CD40LG	0.275
CES1	-1.72958333333333
DCI	-0.3165
B3GAT3	-0.176833333333333
STK17B	-0.22675
CNTN6	0.2865
CYP3A4	3.091
MBOAT2	-0.206785714285714
PISD	0.014875
USP1	-0.56325
PYDC1	0.126
CENPM	-0.3485
SAR1B	0.058
TTC7B	-1.63775
DP58	0.321
GPC1	-0.76475
RBL1	-0.622375
TMEM137	-0.872833333333333
TOB1	0.835083333333333
TCEAL1	0.600166666666667
CENPF	-1.31490909090909
C6	-0.116833333333333
PRSS1	-0.555
PPIL6	0.367333333333333
C6orf124	1.4445
ODZ4	-1.49983333333333
SNCB	0.95425
NDUFB9	0.03325
CNOT6L	0.77
S100A9	0.0918333333333333
TRIM50	-0.439
KCTD1	-2.1806
WDR63	-0.44
SPEF2	-0.1085
RNGTT	-0.495166666666667
CXorf22	-0.5795
KCNK16	0.268
CEP250	-0.5905
ATPBD1B	-0.0225
KCNJ2	2.68575
MT1B	-2.2415
ZNF684	-0.4675
SLC4A1	0.277
PDHA1	1.2735
ZNF492	-1.124125
TKT	0.01025
BYSL	-0.3905
RNF38	0.25925
AHDC1	-0.061
KLHL2	0.81
CMTM8	2.4395
DMP1	-1.1065
HERPUD2	0.367125
CRTAM	0.7415
ZNF572	0.6605
TMEM16J	2.3625
HSD17B2	0.54975
UBE2G1	-0.974875
AHSA2	-0.59175
PELI2	-0.2225
TPX2	-0.901875
ATP9B	0.4025
DAZAP1	0.558
HMGCS2	1.4135
C17orf38	0.485
B9D1	-0.475875
NKX2-5	-0.6315
KIAA1276	-0.474
LILRB2	2.623
CSTF1	-0.7125
BTN2A1	0.1675
C15orf48	5.8615
IGF2BP3	-0.0005
FAM113B	-0.895333333333333
HRG	0.0311428571428571
ZNF131	-0.703
USP47	0.882785714285714
CCDC88B	2.0195
HCN1	0.2488
HTN1	-0.0923333333333333
SYCP3	0.038
C13orf23	1.7429
PAPOLA	-0.255625
AATK	-0.1688
MSH3	0.0566666666666667
NDUFAB1	-0.2435
ITLN2	1.44283333333333
BAK1	0.855833333333333
MRPL45	0.483
MTNR1B	0.3195
LOC645843	-0.6135
SPECC1L	-0.12575
PGCP	-1.413
SPN	-0.793
GPR143	2.26883333333333
ZNF576	0.707333333333333
TMEM39A	0.1664
ATP5D	0.719833333333333
MAGEB3	-0.5235
RPS5	-0.794833333333333
ANP32E	-1.97278571428571
MTMR1	1.02575
YEATS4	-0.8635
SYNGAP1	0.0595
PCOLCE	-2.46366666666667
MNS1	-0.17825
PCYT2	0.871833333333333
ZNF182	0.60775
LAX1	-0.0265
SPPL2B	0.7256
ELOVL5	-0.9873
PCDHAC1	0.1005
B4GALNT1	-1.14783333333333
BLOC1S2	-0.32475
ZNF673	-0.0292
ARHGAP21	0.310666666666667
IRX5	-3.389
LRFN5	-1.00716666666667
FAM7A1	-2.805
RAB19	-0.031
GINS1	-0.72675
ITM2B	0.7333
PAPSS2	2.37758333333333
OR5BF1	0.642
ACSL3	-0.69975
KIAA1919	0.168583333333333
GLT8D2	-0.225625
UTRN	0.331214285714286
CNN1	0.63325
HISPPD2A	0.860833333333333
SDAD1	0.371625
SIGLEC9	-0.23
RPL35	-0.0985714285714286
C22orf26	-0.6
IMPDH2	-0.3895
WDR69	-0.7105
SEC14L5	-0.968166666666667
CLTA	0.52725
RP11-529I10.4	0.13325
GPR37L1	0.535666666666667
OGDH	0.269083333333333
ASB13	0.474333333333333
ZFP14	0.5435
ZCRB1	-0.277
KPNA3	1.12725
HSPA1L	-0.62125
RHOC	0.305125
LOC554175	-0.58675
PPP3CA	0.6355
SLC1A7	2.2475
ZNF529	-0.668333333333333
RBED1	0.2685
DDB2	-1.88775
FLJ11286	-0.368833333333333
SPATA1	0.2465
MKNK1	0.141166666666667
DYSF	0.355333333333333
ALKBH2	-0.29825
NKD1	1.00216666666667
C1orf174	0.0055
PLEKHO1	-1.04866666666667
ASB10	0.27475
RING1	-0.669166666666667
NPC2	-0.3485
AVPR1B	0.0385
YTHDF1	0.36675
LMAN1L	0.306
GSG2	-0.489
CEP170	-1.8667
RPS4Y2	-3.03275
MSH6	-1.279
HECTD2	-1.6505
ZNF556	-3.90133333333333
PLEKHC1	-2.3949
AIRE	0.655333333333333
BCL2L10	2.19925
LMOD3	0.223333333333333
ZBTB8	-1.0085
FOXA2	2.8143
