Hybridization REF	TCGA-AA-A00N-01A-02R-A00A-07
ABCA3	-1.535
RPS17	-0.592
FEZF1	-0.095
PCDHB15	-0.787
KCNMA1	-1.16990476190476
CCDC116	-2.699
C15orf27	-2.2125
NARG2	-0.327866666666667
ITGA5	-0.0995
MEFV	0.6055
TUT1	-0.961875
LOC541473	-0.19
NMBR	-0.955
GLT1D1	-0.692
ABCB7	0.0275
PFKP	0.145363636363636
C9orf91	-0.5882
LRRC41	-0.354166666666667
C1orf85	0.2545
ATP5F1	0.174375
STOX1	1.34225
GFOD2	0.12625
SLC25A3	0.015
ZNF646	0.1643
ZAR1	-0.3985
OSTbeta	1.172
GALNT3	4.275
IFT122	-0.900333333333333
LDB3	0.3041
GARNL1	0.154928571428571
HOMEZ	0.3895
LRRC6	2.403
ANGPTL5	-0.5485
UBAC1	-0.053
DLEU7	0.98325
RPL19	-0.0285
TOP1MT	-0.9645
LOC643641	0.105875
MBD3L2	-0.1465
NTSR1	-0.257166666666667
WISP2	-2.36125
GPSM2	0.473125
RDH10	1.0868
PRKCG	0.846
HIST1H4J	-0.244
MON1B	0.3159
MLF1IP	-0.738666666666667
ZNF446	-0.389125
COL4A5	-0.396
SLC26A1	-0.0529285714285714
RGN	-2.3155
CCNB1	-1.33975
C9orf165	-0.5625
CCDC28B	-1.00525
CCDC97	0.13625
FGR	1.0675
MSRB3	0.8662
EPN2	-0.02225
COX15	-0.617
KCNK6	0.1714
XK	1.596
GDA	-0.33675
HEPH	2.5955
THRAP3	0.64575
MET	0.376357142857143
PHYHIP	-0.48725
LYAR	-0.509333333333333
ING3	0.483
AK7	-0.38075
CCT8L2	-0.2025
COPS7A	-0.808
WSCD1	0.3295
RNF185	0.020625
TNS3	0.56925
KNDC1	-0.3464
RWDD4A	0.450833333333333
MED13L	0.4537
ZFYVE1	0.2025
C7orf44	-0.7305
MRPL1	0.879
STGC3	-1.6775
TEAD1	-0.775666666666667
RPL7A	-0.432714285714286
ARL6IP1	0.4269
C1orf178	2.057
CTAGE5	0.684833333333333
TMEM184A	0.420333333333333
SLC25A14	-0.10475
CACNG5	0.2245
ATXN10	-0.1251
ECH1	0.2418
CCL22	0.276
CYP2F1	-1.9735
GADL1	-0.339
TMEM19	1.3115
RUNX3	-0.1075
EFNB1	2.21066666666667
LIPN	-0.2255
ACSM3	-2.1685
SIGLEC8	-0.1622
ASCC3L1	-1.14075
NOL8	-0.133
RELT	-1.38366666666667
Magmas	-0.7255
PPP1R15B	0.6407
C11orf2	0.46925
VKORC1	-1.461
MGC26647	-1.02866666666667
TRPM6	1.88058333333333
UGT2B7	2.39616666666667
FEV	0.051
FOXK2	-0.3176
PDCD5	0.132666666666667
SLC8A1	2.2718
DGUOK	-0.0583333333333333
CLDN16	-0.2555
GAGE1	-0.87
RBM17	0.1687
C1QTNF3	0.14525
VGLL3	0.0418333333333333
UNQ5830	0.407
CD1A	-1.937
SCGB1C1	-0.575
SUPT4H1	0.213125
TRAF5	1.21075
ASAHL	0.377375
FAM73A	0.237833333333333
OR6B1	0.121
WHSC1	-1.28315
GFPT2	-0.0725
LOC339809	-0.14375
STARD5	1.32675
SIP1	-0.5965
DNAJC15	1.57725
STAU2	-0.2314375
FAM98A	0.64975
RAD23B	0.351125
LRRC33	-1.50775
CHRAC1	-0.6805
C21orf89	-0.152
C19orf43	0.381666666666667
KLK8	1.56216666666667
CCNE1	-0.627625
PKDREJ	0.8445
SSU72	-0.14975
C17orf73	0.176
GPR78	0.7095
WHSC1L1	0.0881
GSTA2	-1.294
SMUG1	0.291
UFM1	1.4476
AP3M2	-0.458666666666667
USP14	-0.259
FBXL14	0.461833333333333
DSTN	0.93175
SFRS14	-1.178
FBXO31	0.00349999999999997
C12orf40	-0.837666666666667
FRS2	0.2685
NR2E3	-1.248
TUBB2C	-0.16225
GMPR	1.2945
C9orf139	0.113
ING5	-0.695285714285714
LOC730092	0.377
ORM1	-5.848
RP11-11C5.2	-0.836
HSPD1	-0.5723
PIWIL3	-0.25625
C5orf13	-0.4868
OR5R1	0.3605
LCOR	1.162375
PLEKHA9	-0.938
CCDC43	0.05075
ZNF232	0.38375
SLC6A7	-0.4455
ADH5	-0.102166666666667
SHBG	-1.15433333333333
CROCCL2	-1.115
PANX3	0.1365
CDIPT	-1.034
SLC16A5	0.65125
TUBB	-1.34525
TOR3A	-0.1516
PREP	1.56433333333333
ENTPD8	0.0389285714285714
CHMP1B	-0.5755
SYT12	-1.46644444444444
MYH6	-1.8626
MAP3K13	0.737
KLHL30	-0.249666666666667
LCMT1	-0.03875
EIF1AX	-0.207
FOXD4L1	-0.879
SLC24A5	-1.2505
RNF166	-1.1262
TJAP1	-0.514
TMEM156	-0.269166666666667
ZNF239	0.898
SNX19	0.0879
GKN1	-1.04075
FCN1	1.7921
C1QL1	-1.66925
ATP11C	-0.170571428571429
ZNF35	1.03925
CARD8	0.211625
LIMD1	-0.424833333333333
KIAA0286	-0.551625
XRN2	-1.14033333333333
CD6	-0.461166666666667
TOX3	1.752625
ZSCAN4	0.0886666666666667
RSRC1	-0.758125
COG1	0.49925
PTRF	0.0483000000000001
C16orf35	-1.115625
FBXO24	-0.08725
CHST11	-0.5665
THRB	-1.0914
MYBPC1	-0.2495
RNF39	1.51583333333333
PSMD11	-0.4095
ALAD	0.359333333333333
EN1	-0.32825
SLC9A9	-0.44925
GSTM4	0.0338
CDC42BPA	0.388684210526316
RCSD1	-0.8
LUC7L2	-0.191
SPTBN1	0.7008
LOC146167	-0.0015
BAT5	0.508
ZNF452	0.44775
LSM4	-0.64975
SRP72	-0.2414
SGK269	0.48875
MTX1	-0.062
CENTA1	1.113
UNQ9433	3.4575
ATR	0.04525
DDX49	0.0741666666666667
PAQR8	1.89583333333333
C14orf174	-0.924
GBGT1	-0.7575
THAP1	0.66725
OR10K1	0.8055
RASIP1	-1.1555
DPYD	-0.4104
DOHH	0.16375
C18orf45	0.82525
POF1B	4.1655
ZNF552	1.83075
USP32	-0.905375
MED27	-0.4675
C14orf149	-1.29016666666667
PRDX4	-0.489833333333333
ABHD12	0.277
AGT	-2.567
SLC22A14	-0.70325
C1orf58	0.70925
PILRA	-0.992
ABCF2	-0.79325
C17orf85	0.2563
TKTL1	-0.93525
FGF1	1.06675
IL6R	0.415833333333333
VPS25	0.26525
CHRNB2	-0.1285
COL7A1	0.2179
LRRC48	-0.3894
SPG20	-0.787833333333333
COX10	0.70625
GCA	1.28025
ECEL1	-1.28033333333333
GLG1	0.177
SRD5A2L2	0.670666666666667
MUTYH	-1.148375
ZNF70	-0.13725
L2HGDH	-0.42525
GPATCH2	-0.079
ZNF655	-0.3615
ZNF227	-0.114166666666667
MCOLN2	0.230333333333333
NQO2	-1.38375
KCNQ5	-0.468
NEU1	0.533833333333333
QRICH1	0.27775
ZBTB20	0.328166666666667
RPUSD3	-0.7995
EPGN	-0.2208
TSN	0.161166666666667
SPRY2	1.169
LZTFL1	-0.21775
GMFB	0.11225
PBEF1	0.0321
HBG2	-2.49833333333333
TMEM8	-0.23875
PALM2-AKAP2	0.538666666666667
NFYA	0.3645
FAM108A1	-0.49975
PBLD	3.625
NRG4	0.004
PIGF	0.07675
PTGER1	0.25625
NOS2A	4.9765
C21orf34	-1.6335
C21orf51	-0.496
IL17C	0.2895
TRMT6	0.4425
ETV2	0.0923333333333333
CCDC109A	1.61
MYLK2	-1.9495
ATP10A	0.8204
DPH4	-0.2765
C5orf5	0.5485
KCNA4	0.298166666666667
NMNAT2	0.200833333333333
GLYATL2	-0.9515
LSMD1	0.671625
IL23R	0.15625
NRF1	-0.165
MUC15	-1.5524
PRDM12	-1.807
PAQR4	-1.09507142857143
RBBP6	-0.6058125
IFI27	5.07025
SKAP2	1.45116666666667
TAGAP	1.151375
TJP3	1.5235
C9orf61	-0.9475
IDS	0.0162142857142857
PARG	0.47925
LOC131149	-0.3595
DYRK4	0.941166666666667
MICALL1	-0.43375
GALR2	-0.226
GPBP1L1	0.807375
TBX21	2.627
KCNJ6	1.35433333333333
GGN	-0.1225
CASP5	1.54133333333333
RNF182	-3.82925
BRD4	0.766
DOK4	1.176375
SLC46A2	0.874166666666667
SOX9	3.06758333333333
ZNRD1	0.237333333333333
PRR6	-0.29475
FAU	-0.117
DTNB	-0.478
CARD9	0.109
STS-1	-0.446166666666667
SLC4A5	0.412
NSBP1	-1.20033333333333
UGCGL2	-0.495166666666667
POTE15	-1.763
NOXA1	-0.28725
RP13-347D8.3	0.29925
SAMD10	-0.936666666666667
EP400NL	-0.44175
TCF21	1.768
AMELX	-0.515
JPH2	0.3441
SLA	1.183375
DLST	0.463333333333333
SEPT12	-0.09125
RGS20	-2.69875
LXN	0.789333333333333
ZNF419	-1.066125
UPK3B	-0.2955
RELL1	0.83425
ESPNL	0.129
KLHL21	-0.53075
PI15	-0.217
C2orf61	-0.5175
LOC407835	-0.507666666666667
RER1	0.0175833333333333
ELAVL2	0.947
MGC26718	-1.493
KLF2	1.36425
TNFAIP8L3	-0.0814166666666667
TFE3	0.36225
C11orf17	0.441625
15E1.2	0.34
SNRPC	-0.698
DLGAP1	-0.4625
PGLYRP1	-0.31425
OVCH2	-0.276
IRF7	0.6851
SET	-0.219
NAB2	-1.54366666666667
LRP5L	0.31525
FAM120A	0.6311875
ASCL2	3.74766666666667
SHH	0.197
ATP5H	0.229
THPO	-0.805166666666667
TYRP1	-3.7025
HIST1H3E	0.545833333333333
EIF2S1	0.753611111111111
TNFRSF17	-1.95466666666667
TARSL2	0.821
NKX2-8	0.0305
C1orf115	1.819625
LOC56964	-0.142
KIAA0841	-0.54075
ISCU	0.568
TTMA	-0.648
ZNF414	-0.861
LOC441150	-0.577
RAB15	2.272
HBP1	0.182333333333333
TNNT2	-1.15133333333333
CECR5	0.0855
PHGDH	-2.54325
JRK	-0.4162
XPO4	0.295625
FAM131C	0.236
ARHGAP25	1.082
CA9	2.145
GPR62	0.0473333333333333
TLX1	0.167
GPS1	-0.44325
OR2M2	-0.0495
BDP1	-0.0582142857142857
FAM70B	-0.229
RPS29	0.624083333333333
MKLN1	0.013
TSPAN19	-0.18725
SLC29A3	0.7553
LGALS4	7.03633333333333
USH2A	0.78675
NF1	-0.4715
APOBEC3A	1.72416666666667
IMPAD1	0.575333333333333
OLR1	0.8285
NRAP	-0.765
HCFC1R1	-0.246
TAOK2	0.0965
MCM10	-1.17733333333333
MAP4K3	-0.122916666666667
CBS	-3.47125
CLK3	-0.2567
PCDHGA5	null
ELF4	0.647875
FAM71A	-0.30825
C11orf49	0.2495
CLIP2	0.225
BTBD9	0.4346
ZNF524	1.5785
KDELR1	0.499166666666667
ZNF509	0.4125
NCSTN	0.3965
ZNF533	-0.603357142857143
PARP4	1.32525
GALNT9	-0.578666666666667
NPY	-1.61866666666667
BEGAIN	-2.48383333333333
TMEM77	0.640333333333333
FOXRED1	-1.07916666666667
SLC16A2	-0.0263333333333333
SLC35B1	-0.2535
GK5	0.54275
SDCCAG10	-0.4905
C4orf20	-0.477
SLC9A2	1.419
ADD1	0.257142857142857
TAL2	-0.3365
ACLY	-0.339
DNAJC1	0.5145
SOST	3.02375
USP43	1.82916666666667
CYP4F12	1.35125
FKBP5	-1.105
CHCHD5	0.146
NUDT22	0.66925
CCDC85B	-1.4115
OR51G2	0.021
STRN3	0.461071428571429
TMOD2	0.4785
FLI1	-0.14525
MAB21L2	0.510166666666667
DGKQ	-0.09425
VPRBP	0.338833333333333
SCNN1B	-0.3613
ECHDC3	-2.6912
TMEM106C	1.181
CSNK2A2	-0.4925
RPL39	0.4715
HERC3	0.5779
ZBTB47	0.616833333333333
ZNF681	-1.2985
PAGE2	-1.625
CLIC5	4.63771428571429
RABAC1	0.8505
ZFHX2	-0.072
YPEL1	-1.2845
KIAA0776	0.36
NR1D2	0.3055
DNAJC4	-0.308125
NPNT	3.4022
ZNF677	0.1775
ZNF536	0.102
MEF2B	-0.201166666666667
PTPN4	-0.01175
CTCFL	-4.178
STX5	-0.112333333333333
CD72	1.1485
VEGFA	-0.409
XRCC1	-1.4557
MAS1L	-0.1252
ELL	0.2236
SETBP1	-0.87675
CDH11	3.0515
NDC80	-0.97
DMBX1	-1.93225
NRSN1	0.2598
BAT2D1	0.19625
CDS2	0.3735
C1orf212	0.3785
SENP3	-0.649875
IL1F9	1.457
EEF2K	-0.2915
COG8	-0.50875
CEP72	-1.06175
OR1L8	0.234
MUS81	-0.629833333333333
PHYH	0.526375
GGT6	1.9725
C22orf23	-0.487166666666667
C13orf33	1.954625
MAPK8IP2	-0.3995
NELL2	-0.73325
POU3F2	-3.5064
ALPK1	1.814875
MRPS18C	0.2115
RPLP2	0.50375
FGF22	0.1185
SPNS1	-1.01283333333333
ZFP1	-0.37
IL1RAPL1	-0.47325
PCSK9	-0.401833333333333
NKX2-1	0.932
C6orf189	1.16775
SP4	-0.4015
SLC11A1	1.9649
C21orf25	1.5505
ICAM2	0.14775
SH3GL1	-0.5415
GSK3B	0.213166666666667
RALB	1.159125
PDXP	-2.43516666666667
GNGT1	0.404375
KIR2DL1	1.1665
TNFAIP3	0.679083333333333
C6orf32	0.0348999999999999
CBLN2	-0.283
PANK3	1.3795
TAAR9	0.2085
WDR82	0.471071428571429
APOM	-4.578625
TRIP10	0.72725
SPATA16	-0.072
C1orf135	-1.111
USP51	-0.82425
TESK1	0.21025
C11orf64	-0.036375
ZNF611	0.1115
PDE6G	0.103166666666667
HLA-DQA1	3.616
GCLC	0.531875
SEC61A1	0.628785714285714
TWSG1	0.996916666666667
ZMYND10	-0.633
CTDP1	0.0715
ADAMTS6	0.589166666666667
SLIT1	-1.46125
KRT86	-0.207
KIAA0574	1.8295
GTPBP2	-0.5654
PQLC3	0.3885
PRRX2	-0.682166666666667
C15orf44	-0.0813333333333333
MKKS	0.521375
C11orf10	-0.05425
GPR110	1.51525
CD109	-0.528166666666667
ADCY1	-0.747
RHBG	-3.9295
TP53I3	1.555125
SLC22A3	1.476
UCP2	-0.326
FOXG1	-1.629
OR2AG1	-0.475
TRIM24	-0.98175
PROC	-2.283125
TAAR6	0.80125
AMTN	-1.8195
C10orf47	0.076
DEPDC1	-0.87275
FLJ45557	-0.1825
ZDHHC17	-0.51375
KIAA1429	-0.483333333333333
KCNH1	0.2425
VNN3	1.145625
PSMAL	2.05175
PPARD	0.741625
HFM1	-0.38825
YBX1	-0.653333333333333
ZNF695	-0.3
SCTR	-0.299833333333333
DCDC1	0.1445
VPS26B	0.00269999999999998
MTF2	-0.861333333333333
ATP6V1F	-0.0575
CCDC94	-0.5845
PERF15	-0.593
CCL11	3.49175
LMO7	1.03375
DCST1	-0.5595
ADRBK1	0.70975
CDRT4	-0.367375
ZNF84	-1.26575
HOXD8	2.06875
STARD8	-0.291
FOXP2	-0.09475
CCDC103	0.239666666666667
POLR3A	-0.7338
GSC	0.136
ZNF114	-0.767666666666667
HTR7P	-0.3375
LALBA	-0.267
RMND5A	0.5935
PSCD2	0.05175
ZNF409	-0.0005
KRTAP1-3	-0.0761666666666667
MAF1	-0.76975
LOC201725	-0.3675
NRN1	-0.609375
SPAG5	-1.85183333333333
DNAH7	0.544833333333333
FLJ43860	0.1285
BRCA2	-0.28525
ACADM	-0.645375
CXXC6	-3.490375
RAGE	-1.829625
CHMP2A	0.48925
FAM8A1	0.7161
GPR21	0.784
SLC12A3	-3.05816666666667
FVT1	0.448214285714286
ZDHHC7	0.5665
FLJ44048	0.271
SLC44A3	5.07883333333333
SDSL	-0.0491666666666667
MMP8	-0.00725000000000001
PLA2G12B	-2.46966666666667
ACY1	-0.86775
MT1E	0.1385
OR4K15	0.5445
TECTB	-0.065
GPR20	0.142875
IRAK2	-0.568
RFPL3	-0.508875
MYO9A	-0.08025
NARG1L	-0.0543333333333333
BLMH	-0.56675
CCDC3	3.74066666666667
C9orf21	-0.874666666666667
KIAA0513	0.816666666666667
MIER2	-0.1905
PNMA2	-1.20236363636364
SH3BP2	0.5606
ANXA10	0.47625
RTN2	-0.731666666666667
TFB1M	-0.747
PRPH2	2.3415
C14orf133	0.000999999999999994
GOLGB1	0.138583333333333
IRX4	-2.0735
NFKBIL1	-0.519333333333333
C10orf62	-0.4355
APBB3	-0.68225
RPS10	0.3696
LOC728378	-0.7545
TLE3	0.347611111111111
PSMB7	-0.6775
MESDC1	0.9925
SLC6A1	1.075
OCLN	1.696
PTTG3	-0.932166666666666
NAGLU	-0.008
SERTAD4	0.797875
SPRY1	1.4415
FLJ10781	-0.791
MYSM1	0.2375
TRIM4	0.268
SH3YL1	1.568875
TREM2	2.82933333333333
SERPINI1	-0.1815
HDHD3	1.223
TMEM38A	-0.036875
EID2B	-1.85075
TDRD3	0.236
SEDLP	-0.97925
THSD7A	1.21033333333333
NDST3	-0.3675
KLHL15	-0.575181818181818
DHRS12	0.189
FBXO9	-0.265142857142857
TNPO1	-0.229166666666667
MRPL13	-0.233333333333333
SNX5	-0.562666666666667
METTL6	-1.047
SOD1	0.1345
CHML	-1.7405
PACS1	-0.509125
SIRT5	-0.7072
CAPN2	0.7285
FXYD5	-0.225833333333333
TWISTNB	0.1535
LRFN1	-0.234
UBE1L	1.510875
UBE1C	0.3185
OR51B2	0.87975
OR4D11	-0.1725
C15orf2	3.1795
NR4A1	0.3875
LOC339047	-1.20525
TRIM17	-1.731
ATP5G3	0.562571428571429
RPL15	-0.652333333333333
ADAMTS8	-0.38275
HOXC4	-0.9685
C14orf37	1.7785
CEACAM5	5.778
MYT1L	-0.384166666666667
RASA2	0.0325
OSBPL7	-0.026
STAG1	0.179
GIMAP4	3.642
FUT3	5.6905
PIF1	-2.16825
LPIN2	0.4097
SH3PX3	0.965
PDP2	-0.06225
PAPD1	0.393375
ERP27	2.1775
APOOL	0.2606
DIABLO	0.1085
TRHR	0.0565
ARMC9	0.052875
RNF152	1.39075
SLITRK3	0.706166666666667
ZNF211	-0.0957
PFDN1	0.25325
RGS11	-0.49725
HS6ST1	-0.3141
AKR1D1	-0.411
TNP2	-0.0321666666666667
STK31	4.47733333333333
EML4	0.385333333333333
SGTA	-0.744166666666667
HIST1H2BI	-1.27033333333333
PSMD6	-1.4505
KIAA1257	0.94225
C18orf55	0.312
FLJ20273	2.99375
RPL28	-0.692666666666667
EPYC	1.551375
NOX3	-0.615
ELAC1	1.1425
METT11D1	-0.295
BIN2	0.021
NACA2	0.18375
CCDC17	0.3935
HM13	-0.8123
UBOX5	-0.258428571428571
UBE2O	-0.541375
UBL5	-0.16575
APOLD1	1.52
C9orf31	-0.2435
TNFSF8	0.2415
ARHGAP29	-1.32785714285714
PROKR2	-0.082
PDE5A	-0.000666666666666667
C6orf12	-1.6775
TOM1L1	0.3095
WHDC1	0.5405
FOXI1	-0.0563333333333333
RAB4A	0.8564
TMEM39B	-0.53475
ATPBD1C	-0.78025
FARSA	-0.734
PLEKHG5	0.4525
CMAS	0.605166666666667
OR7E24	0.467
SLC30A1	-0.5325
CDC42EP5	0.9725
PLAC1	-0.556
KLHL18	-0.55525
LBA1	0.723
TAZ	-0.97
CRIP2	-0.805875
BTBD11	-0.957166666666667
C16orf72	0.856
DIO2	1.6139
LRRCC1	0.5595
CCDC136	-2.5425
PRX	-0.719375
RBM5	-0.1737
TMEM85	0.1505
TUBGCP4	-0.725166666666667
APLN	2.563
CDK7	-0.303
SSR2	0.7205
CRELD1	-0.2765
C19orf46	-1.842
GAL3ST4	-0.303333333333333
KBTBD10	-0.51575
IL28A	0.1705
WDR27	-1.265
MCM2	-1.708
SOX14	-0.8745
FLJ39743	-0.0655
KIAA0922	-0.969714285714286
HIPK4	-0.309
FLJ25758	0.2705
C16orf57	-0.00158333333333334
PDZD2	0.2495
MCC	0.46575
HHLA3	-0.1704
ID2	1.15525
C20orf23	2.15633333333333
ZNF688	0.62175
APOC2	-2.0935
LOC440093	0.33825
FAM50B	-0.5525
PWP1	-0.4675
DNAH10	1.23525
HIST1H2BA	0.293333333333333
GPR56	1.61666666666667
METAP2	-0.32375
PAN3	0.726666666666667
STXBP4	-0.142
PDHX	-0.343
MTA1	-1.224
ZBED4	0.521375
ZNF720	-0.432
CDK2	-1.46475
RHOJ	0.570875
CDC37	-0.218333333333333
ZER1	-0.4845
GRK4	-1.142
PRPH	-0.489
POLR2A	0.224375
OGFOD1	-0.9805
NOL5A	-1.589
PHEX	0.7915
FLJ16478	-0.181
C20orf117	-0.287571428571429
CAMTA2	-0.0125
C11orf74	0.176333333333333
DDX17	-0.100833333333333
C5orf27	0.045875
PLEKHA2	-0.6407
PDE4DIP	-1.0952
SCN7A	0.39075
ZNF559	-0.8465
CXCL10	3.8525
ZMYM4	-0.3775
STK32B	-0.493071428571429
KIAA0888	-0.848
TACR3	-0.0445
CKAP2L	-0.278
KIF1A	-1.51833333333333
RSPRY1	1.12275
VCAN	1.08175
CYP27C1	-0.231
SYDE1	-1.374
MED12L	-0.89575
ZDHHC21	1.180625
NHS	1.269
TM9SF3	2.30183333333333
DDHD1	-0.35525
MAFG	-0.72175
BICD2	-1.1446
C14orf119	0.253
C14orf43	0.210785714285714
CDH7	0.6805
ALKBH5	0.294571428571429
JUP	0.9475
TMEM41A	0.430333333333333
MAMDC4	-0.337166666666667
CBX3	-0.420125
LRRC18	-0.2375
RBMXL2	1.183
PLA2G4D	0.569666666666667
FGF13	-0.29275
KIF3A	-0.500166666666667
PDIA6	-0.28525
DCXR	-0.20325
CASKIN2	0.0329166666666667
EHD1	0.649833333333333
MARCKSL1	0.522833333333333
ZNF496	-0.910666666666667
SCAF1	-0.300833333333333
KCTD8	0.18925
TRAF3IP3	-0.275214285714286
LSR	1.60425
CXorf1	0.4014
C14orf112	0.679333333333333
EIF2B1	-0.506
OMP	-0.4535
GSTZ1	-1.202
LOC92017	0.468
ISLR2	0.4465
C12orf36	3.791
GATA2	-2.4335
GABRA5	-0.8095
CELSR2	-1.99792857142857
STAM2	0.5835
TNAP	0.785
PTPMT1	-0.257166666666667
GRP	3.8995
SV2A	-1.16716666666667
MAGEA12	-5.3515
CACNG1	-1.0335
C18orf19	0.67425
GSG1	-0.255333333333333
PTPRJ	0.533571428571429
FRMPD1	-0.1655
ZNF668	-0.21975
PLEKHJ1	0.418375
ADAT1	-1.0099
TMEM50A	0.7118
UCN3	-0.1395
HOOK1	1.616875
IL17B	0.1295
MLKL	0.8225
TTC14	-1.21933333333333
KLHL5	0.2005
CRYL1	1.8035
FOXH1	-0.568
NFYB	0.0155
PPM1G	-0.19725
GOLGA2LY1	-0.78075
NMT1	-0.01425
HADHA	0.0075
CHSY-2	1.95525
PLEKHF1	-0.0241428571428571
SAGE1	-1.9485
MUSTN1	-0.07125
SUHW4	0.73275
TFEB	1.42183333333333
ZFYVE27	0.49175
ATG12	-0.0335
BMI1	-0.845714285714286
ZIM3	-0.00424999999999998
MYH4	0.8015
MASP1	-1.06925
KIAA0984	-0.0995
RPAP2	-0.825
ASB5	0.417
BOLA3	-0.206333333333333
MIA3	0.7815
KRT35	0.23
KIR3DL3	-1.0225
MRPL51	-0.252
SEMA3F	-0.29
NDUFB2	1.0775
LOC253012	4.745
FAM46C	-0.2614
G6PC	-1.48533333333333
CSAG3A	-6.08166666666667
PREX1	-0.8225
SLC25A45	-0.481625
MAPKBP1	-0.1249
CPE	0.311
GNB1	-0.771875
CXCR6	0.91
TRIM46	-1.197
C16orf3	-0.41
HPSE	2.6205
TIGD3	-0.9405
SPG3A	1.558
LCAT	-1.71066666666667
ST6GAL1	1.484
POMC	0.09375
FLJ36031	0.133333333333333
NSMAF	-0.317
SKIL	1.2035
ADSS	0.1855
HMGCS1	-0.5227
POLR3F	-0.498
RAB10	0.323
ZNF277P	-0.243125
ZBTB7B	0.316875
DHRS1	-0.621625
ABCC13	0.107625
CNOT3	-0.34625
NFKBIA	1.19125
GAK	0.4445
SFT2D2	1.47616666666667
HOXA6	-0.0135
CRTC1	-0.281375
LY6D	0.265333333333333
C20orf72	-0.8555
CPT1A	0.5865
LMO1	-1.36
EIF3I	0.13225
PRB4	0.4455
MCM3APAS	-1.509625
C20orf132	-0.2489
FOXF2	-1.022
S100A12	2.93575
MLH1	-0.398833333333333
ACTN1	0.8624
MRPL36	0.1175
C20orf106	0.1525
FBXO6	1.15716666666667
MKS1	-0.475833333333333
CX3CR1	-2.481625
PDE1B	-0.0965
PLP1	-3.25166666666667
KISS1	0.0102
C14orf2	0.952166666666667
TBC1D3P2	-0.7975
COMMD6	1.4182
ANKRD7	-0.13225
PTCHD1	1.372625
NARS2	-0.5655
DOCK7	0.00500000000000002
FAM127B	-0.256
LOC390243	-0.351333333333333
N6AMT2	-0.115
ZNF391	-0.2285
DNAJB14	0.721833333333333
WRB	-0.308125
BPI	0.206818181818182
TTC4	-0.718666666666667
FAM10A5	-0.33475
GOT1L1	0.405888888888889
MAGED1	-0.0475
RESP18	-0.658666666666667
WFDC6	0.425666666666667
MT2A	-1.2515
C11orf56	1.29
KIAA1432	-0.311
ROR1	-1.341625
HSD17B14	0.0556666666666667
ZFAND2B	0.584
SAMD4B	-0.32175
HEXA	-0.2645
HNRNPU	-0.105818181818182
USP39	-0.466
NRD1	-1.2425
R3HDML	0.051
FLT4	0.271166666666667
OMG	0.286666666666667
OR52N4	-0.142
LOC399818	-0.2885
ELA2	-2.187
VENTXP1	0.458
RFC5	-1.365
OR52L1	1.066
PAX5	-0.1805
FBXO2	-0.09775
GMEB1	0.1905
AKT3	-0.242
CRB1	-0.72
CTTN	0.643666666666667
UTP15	-0.00200000000000001
HSBP1	0.0131666666666667
PHF11	1.32525
NDEL1	0.338833333333333
USP8	0.29075
BAIAP2	-0.4300625
SI	2.766
ARSJ	0.637333333333333
BAAT	-2.55866666666667
KCNS3	1.86366666666667
LOC126147	-0.513333333333333
TMEM37	0.95225
C1orf162	2.73683333333333
MBD1	-0.3683
ITGAL	-0.482666666666667
WDR73	-0.482333333333333
GKN2	-0.0203333333333333
ARFGAP1	-0.843875
SLC5A8	-0.0651666666666666
ZBTB40	-0.1543
CYP4B1	-2.37933333333333
LYPLAL1	-0.2635
CHST3	-0.8505
MAP3K9	-0.4335
BTAF1	-0.798666666666667
TFAP2E	-0.2385
RBM35B	0.93
LOC441251	-0.087
ANKRD25	-1.29905555555556
UQCRC2	0.92
MAEA	0.490916666666667
HYAL1	-0.9125
RNPEPL1	0.026
CPSF2	0.084625
PSD3	-0.086
ABCA13	0.963428571428571
AGR2	3.697
GBX1	-0.052
HDLBP	0.864357142857143
ACY3	0.6385
HECW1	0.25425
ZNF519	-1.731
HOPX	3.198375
ZNF304	-0.887
OR12D3	0.4655
FKSG43	-0.41675
METTL1	0.414625
MFSD3	0.5683
PSPH	-0.423
CLCA3	-0.1265
DARS2	0.198333333333333
CDC25A	-0.701666666666667
BAIAP2L1	1.1775
B3GNT5	2.770125
USP29	-0.305
ARHGEF10L	2.3249
ATOX1	-0.65725
ADAM30	0.517
DNASE1	-0.235
STT3A	0.701666666666667
RAB6IP1	-0.52925
PTN	0.2075
C1orf106	2.05284615384615
HECA	1.76
RNF122	-0.11525
SLC22A18AS	1.06816666666667
GNG8	-0.711333333333333
ELP4	-0.17525
FAM65A	-0.458
RPL10A	-0.253666666666667
IRS4	2.827
MACF1	0.5869
SEC24D	0.703
LOC374395	0.758
TGFB2	-0.2565
MDFIC	-0.00149999999999999
CHRNE	0.0538333333333333
PCMTD2	-0.704166666666667
ATP6V0D1	0.201666666666667
MTA2	0.81875
LZTR1	-1.1
RAP1A	0.088
AXIN1	-0.397875
POLR1C	-0.2765
TRIO	-0.213333333333333
PLXNA4A	-0.4905
C5orf33	-0.25975
DEPDC1B	-0.718875
ZNF473	-0.472833333333333
MTM1	1.40975
GPR107	0.545833333333333
CSNK1A1L	0.351833333333333
FLJ14154	-0.80725
NLRC4	3.11275
ENPP4	2.7345
PADI3	1.2575
