Hybridization REF	TCGA-AA-A02H-01A-01R-A00A-07
MTX1	-0.7165
CENTA1	2.1415
UNQ9433	2.8575
ATR	0.248416666666667
DDX49	0.0335
PAQR8	1.72216666666667
C14orf174	-0.592
GBGT1	-0.37875
THAP1	0.12175
OR10K1	0.0435
RASIP1	-2.10983333333333
DPYD	-1.1152
DOHH	0.01875
C18orf45	-0.293
POF1B	5.0597
ZNF552	1.115
USP32	-1.328875
MED27	-0.7545
C14orf149	-1.7995
PRDX4	-0.302333333333333
ABHD12	0.4202
AGT	-2.17325
SLC22A14	-0.18175
C1orf58	0.88225
PILRA	-0.415
ABCF2	-0.40075
C17orf85	-0.4813
TKTL1	-0.689
FGF1	0.05705
IL6R	-0.457666666666667
VPS25	0.1765
CHRNB2	-0.342125
COL7A1	-1.172
LRRC48	0.0735
SPG20	-1.58325
COX10	0.4925
GCA	1.21375
ECEL1	-0.846666666666667
GLG1	-0.0385
SRD5A2L2	0.17925
MUTYH	-0.748
ZNF70	-0.1975
L2HGDH	-1.09875
GPATCH2	0.22175
ZNF655	-0.13975
ZNF227	0.545333333333333
MCOLN2	-0.825333333333333
NQO2	-0.988
KCNQ5	0.141
NEU1	1.45616666666667
QRICH1	-0.17925
ZBTB20	0.492666666666667
RPUSD3	-1.181
EPGN	-0.4854
TSN	0.253916666666667
SPRY2	0.590166666666667
LZTFL1	-0.566375
GMFB	-0.448125
PBEF1	0.2207
HBG2	-4.027
TMEM8	0.34075
PALM2-AKAP2	0.215
NFYA	0.01125
FAM108A1	-0.4315
PBLD	3.426125
NRG4	-1.0715
PIGF	0.38775
PTGER1	1.1855
NOS2A	3.63683333333333
C21orf34	-1.4528
C21orf51	0.284416666666667
IL17C	-0.1055
TRMT6	0.557666666666667
ETV2	0.483333333333333
CCDC109A	1.48
MYLK2	-1.737
ATP10A	0.1627
DPH4	-0.422
C5orf5	-0.0871666666666667
KCNA4	0.359166666666667
NMNAT2	-0.3874
GLYATL2	-0.3045
LSMD1	-0.282625
IL23R	0.12825
NRF1	0.21975
MUC15	-1.205
PRDM12	-0.82
PAQR4	-0.936642857142857
RBBP6	-0.29175
IFI27	4.2575
SKAP2	0.2115
TAGAP	0.43075
TJP3	2.1215
C9orf61	-1.687
IDS	-0.119214285714286
PARG	0.61525
LOC131149	null
DYRK4	0.3935
MICALL1	-0.28825
GALR2	-0.09
GPBP1L1	0.31725
TBX21	1.882
KCNJ6	-0.1885
GGN	-0.3225
CASP5	1.01983333333333
RNF182	-2.77725
BRD4	0.3065
DOK4	1.506125
SLC46A2	-0.313833333333333
SOX9	3.33591666666667
ZNRD1	1.2975
PRR6	0.45
FAU	-0.0885
DTNB	-0.712666666666667
CARD9	-0.67325
STS-1	-1.33
SLC4A5	0.202375
NSBP1	-1.343
UGCGL2	0.569916666666667
POTE15	-2.62
NOXA1	1.32725
RP13-347D8.3	0.82275
SAMD10	-0.0126666666666667
EP400NL	-0.6845
TCF21	1.3535
AMELX	1.81075
JPH2	0.0309
SLA	0.443
DLST	-0.283333333333333
SEPT12	-0.0635
RGS20	-3.192
LXN	0.575833333333333
ZNF419	0.45575
UPK3B	-0.436166666666667
RELL1	-0.8685
ESPNL	0.3915
KLHL21	-0.689
PI15	0.0165
C2orf61	-0.2095
LOC407835	-0.2
RER1	-0.3808
ELAVL2	0.1105
MGC26718	-2.01925
KLF2	0.85
TNFAIP8L3	0.679
TFE3	0.27975
C11orf17	-0.09925
15E1.2	0.177
SNRPC	-0.77375
DLGAP1	0.00924999999999999
PGLYRP1	0.045
OVCH2	-0.043
IRF7	0.1927
SET	-0.3846
NAB2	-0.718833333333333
LRP5L	1.15075
FAM120A	0.6288125
ASCL2	4.744
SHH	-0.0735
ATP5H	-0.257
THPO	-0.7615
TYRP1	-3.222
HIST1H3E	-0.263666666666667
EIF2S1	0.205333333333333
TNFRSF17	-1.00333333333333
TARSL2	0.77425
NKX2-8	-0.067
C1orf115	1.455625
LOC56964	-0.1655
KIAA0841	0.26
ISCU	0.00850000000000001
TTMA	0.479
ZNF414	-0.237
LOC441150	-0.33875
RAB15	1.99675
HBP1	-0.0316666666666667
TNNT2	-0.275833333333333
CECR5	0.32625
PHGDH	-3.554125
JRK	-0.1078
XPO4	0.77075
FAM131C	0.072
ARHGAP25	-0.217666666666667
CA9	-3.204
GPR62	-0.226
TLX1	0.7075
GPS1	-0.50175
OR2M2	0.399
BDP1	-0.200857142857143
FAM70B	0.013
RPS29	0.562083333333333
MKLN1	0.5745
TSPAN19	-0.7375
SLC29A3	0.477
LGALS4	7.2405
USH2A	0.126333333333333
NF1	0.315333333333333
APOBEC3A	0.0396666666666666
IMPAD1	-0.610833333333333
OLR1	0.328666666666667
NRAP	-0.777
HCFC1R1	-0.8215
TAOK2	-0.048
MCM10	-1.60816666666667
MAP4K3	0.22825
CBS	-3.276375
CLK3	-0.4216
PCDHGA5	0.334
ELF4	0.96225
FAM71A	0.02325
C11orf49	0.18575
CLIP2	1.26675
BTBD9	0.682
ZNF524	1.8925
KDELR1	0.441166666666667
ZNF509	0.3205
NCSTN	0.8305
ZNF533	1.42321428571429
PARP4	2.072125
GALNT9	-0.0941666666666667
NPY	-1.57
BEGAIN	-2.41166666666667
TMEM77	0.813
FOXRED1	-1.137
SLC16A2	-1.83433333333333
SLC35B1	-0.50225
GK5	0.239
SDCCAG10	-0.96325
C4orf20	-1.6865
SLC9A2	0.8695
ADD1	-0.0520714285714286
TAL2	-0.4395
ACLY	-0.339875
DNAJC1	-0.266
SOST	-1.61925
USP43	1.31433333333333
CYP4F12	1.626
FKBP5	-0.579875
CHCHD5	0.067
NUDT22	0.14325
CCDC85B	-0.92975
OR51G2	0.081
STRN3	-0.0791428571428571
TMOD2	0.3645
FLI1	-0.99825
MAB21L2	1.30816666666667
DGKQ	-0.191
VPRBP	-0.0376666666666667
SCNN1B	0.4753
ECHDC3	1.1298
TMEM106C	0.173
CSNK2A2	0.2985
RPL39	1.1917
HERC3	0.6379
ZBTB47	0.141166666666667
ZNF681	-0.719
PAGE2	-1.36675
CLIC5	4.80857142857143
RABAC1	0.3155
ZFHX2	0.0995
YPEL1	-1.24233333333333
KIAA0776	0.085
NR1D2	-0.55825
DNAJC4	0.1455
NPNT	2.5965
ZNF677	-0.6735
ZNF536	-0.625
MEF2B	-0.217833333333333
PTPN4	-0.096875
CTCFL	-5.1585
STX5	0.195
CD72	0.5685
VEGFA	0.0987894736842105
XRCC1	-0.7913
MAS1L	0.382833333333333
ELL	0.233
SETBP1	-1.23175
CDH11	1.766
NDC80	-2.74261538461538
DMBX1	-2.7755
NRSN1	0.652666666666667
BAT2D1	0.0635
CDS2	0.190833333333333
C1orf212	-0.2735
SENP3	-0.554125
IL1F9	1.157
EEF2K	-0.461125
COG8	-0.591
CEP72	0.106
OR1L8	0.3385
MUS81	-0.277166666666667
PHYH	0.72675
GGT6	1.6325
C22orf23	-0.407636363636364
C13orf33	1.256875
MAPK8IP2	-0.29125
NELL2	-0.34425
POU3F2	-2.70683333333333
ALPK1	1.379125
MRPS18C	-0.3015
RPLP2	0.765875
FGF22	-0.8545
SPNS1	-0.735
ZFP1	-0.44925
IL1RAPL1	-0.20825
PCSK9	0.0703333333333333
NKX2-1	-0.0398461538461538
C6orf189	0.318
SP4	0.397
SLC11A1	0.6275
C21orf25	0.664166666666667
ICAM2	0.170875
SH3GL1	-0.200833333333333
GSK3B	1.133
RALB	1.137875
PDXP	-1.2285
GNGT1	-1.176375
KIR2DL1	0.4845
TNFAIP3	1.27666666666667
C6orf32	-0.0942
CBLN2	-1.096
PANK3	-0.780375
TAAR9	-0.642
WDR82	0.0865714285714286
APOM	-3.397375
TRIP10	0.83475
SPATA16	0.356833333333333
C1orf135	-1.10975
USP51	-2.10475
TESK1	0.46775
C11orf64	-0.150285714285714
ZNF611	0.626
PDE6G	-0.296166666666667
HLA-DQA1	0.88775
GCLC	0.865375
SEC61A1	0.187357142857143
TWSG1	-0.348333333333333
ZMYND10	-0.886
CTDP1	-0.5075
ADAMTS6	-0.257833333333333
SLIT1	-0.8285
KRT86	-0.71
KIAA0574	0.553
GTPBP2	-0.4721
PQLC3	0.81825
PRRX2	-2.28316666666667
C15orf44	0.3475
MKKS	0.654
C11orf10	0.158
GPR110	-0.351375
CD109	-2.81127272727273
ADCY1	-0.228
RHBG	-4.5065
TP53I3	0.493875
SLC22A3	1.6872
UCP2	-1.474
FOXG1	1.91216666666667
OR2AG1	-0.0965
TRIM24	-0.34725
PROC	-2.352625
TAAR6	0.766
AMTN	-1.23
C10orf47	0.534
DEPDC1	-2.4705
FLJ45557	-0.03275
ZDHHC17	0.0233125
KIAA1429	-0.301166666666667
KCNH1	0.177
VNN3	0.207285714285714
PSMAL	0.93725
PPARD	0.19275
HFM1	-0.612
YBX1	-1.202
ZNF695	-1.10175
SCTR	-0.0995
DCDC1	0.256
VPS26B	0.0976
MTF2	-0.911833333333333
ATP6V1F	0.5455
CCDC94	-0.47225
PERF15	-0.7775
CCL11	2.779
LMO7	2.032375
DCST1	0.3655
ADRBK1	0.276875
CDRT4	0.324125
ZNF84	-0.244
HOXD8	0.8735
STARD8	-1.14033333333333
FOXP2	0.032375
CCDC103	0.04325
POLR3A	-0.2578
GSC	-3.2715
ZNF114	-2.28116666666667
HTR7P	0.4455
LALBA	0.4895
RMND5A	0.209333333333333
PSCD2	-0.39325
ZNF409	-0.386
KRTAP1-3	0.3185
MAF1	-0.4455
LOC201725	-1.02566666666667
NRN1	-3.386375
SPAG5	-2.30683333333333
DNAH7	0.691166666666667
FLJ43860	-0.2835
BRCA2	0.08925
ACADM	-0.796125
CXXC6	-3.026875
RAGE	0.381875
CHMP2A	0.74375
FAM8A1	0.4949
GPR21	0.3725
SLC12A3	-2.34116666666667
FVT1	0.5185
ZDHHC7	-0.10925
FLJ44048	-0.26
SLC44A3	4.07433333333333
SDSL	0.476666666666667
MMP8	0.531
PLA2G12B	2.56783333333333
ACY1	-0.43975
MT1E	-1.24233333333333
OR4K15	-0.5215
TECTB	-0.474
GPR20	0.71725
IRAK2	-0.14175
RFPL3	-0.0182857142857143
MYO9A	0.459
NARG1L	0.875583333333333
BLMH	-0.65175
CCDC3	2.40866666666667
C9orf21	-0.4985
KIAA0513	-0.781
MIER2	0.5725
PNMA2	-1.92725
SH3BP2	0.2223
ANXA10	-0.57925
RTN2	-0.165666666666667
TFB1M	-1.236
PRPH2	0.82475
C14orf133	-0.16425
GOLGB1	0.7885
IRX4	-2.03775
NFKBIL1	-0.0486666666666667
C10orf62	-0.43075
APBB3	-0.6495
RPS10	0.3735
LOC728378	-1.2295
TLE3	0.0217777777777778
PSMB7	-1.225
MESDC1	0.947
SLC6A1	0.47
OCLN	2.14116666666667
PTTG3	-1.987
NAGLU	-0.7885
SERTAD4	-1.99425
SPRY1	1.2555
FLJ10781	-0.972636363636364
MYSM1	-0.14875
TRIM4	0.537142857142857
SH3YL1	2.032125
TREM2	1.15166666666667
SERPINI1	-0.37525
HDHD3	1.78075
TMEM38A	-0.13325
EID2B	-1.79775
TDRD3	0.720166666666667
SEDLP	0.30975
THSD7A	0.5085
NDST3	-0.9855
KLHL15	-0.07
DHRS12	1.8235
FBXO9	-0.563428571428571
TNPO1	-0.50575
MRPL13	0.211333333333333
SNX5	-0.878
METTL6	-1.101
SOD1	-0.353875
CHML	-1.258
PACS1	-0.2865
SIRT5	-0.0262
CAPN2	0.321666666666667
FXYD5	0.587333333333333
TWISTNB	0.51975
LRFN1	-0.0921666666666667
UBE1L	1.137125
UBE1C	-0.03825
OR51B2	0.20625
OR4D11	-0.33
C15orf2	1.0445
NR4A1	2.13866666666667
LOC339047	-0.076
TRIM17	-1.07
ATP5G3	0.205285714285714
RPL15	-0.260166666666667
ADAMTS8	-0.42425
HOXC4	-0.5065
C14orf37	0.5335
CEACAM5	6.084625
MYT1L	0.0711666666666667
RASA2	0.52725
OSBPL7	-0.59
STAG1	0.2505
GIMAP4	2.787
FUT3	5.46433333333333
PIF1	-2.58225
LPIN2	0.3771
SH3PX3	1.09925
PDP2	0.00700000000000001
PAPD1	0.58825
ERP27	4.19175
APOOL	0.0214
DIABLO	0.3175
TRHR	-0.01175
ARMC9	-0.781875
RNF152	0.28675
SLITRK3	0.4994
ZNF211	-0.0234
PFDN1	0.055625
RGS11	0.3855
HS6ST1	-0.051
AKR1D1	-0.7615
TNP2	0.0978333333333333
STK31	1.378
EML4	0.191833333333333
SGTA	-0.472333333333333
HIST1H2BI	-1.68316666666667
PSMD6	-1.92116666666667
KIAA1257	0.7705
C18orf55	-0.559166666666667
FLJ20273	2.412125
RPL28	0.413333333333333
EPYC	0.282375
NOX3	0.025
ELAC1	0.122
METT11D1	-1.114
BIN2	0.8095
NACA2	0.10275
CCDC17	0.2765
HM13	0.4845
UBOX5	0.555375
UBE2O	-0.38675
UBL5	0.071
APOLD1	0.611125
C9orf31	-0.1755
TNFSF8	0.174
ARHGAP29	-1.43628571428571
PROKR2	0.021
PDE5A	0.3985
C6orf12	-0.376
TOM1L1	0.071
WHDC1	1.199625
FOXI1	0.163
RAB4A	0.5149
TMEM39B	-0.855
ATPBD1C	-0.8005
FARSA	-0.637833333333333
PLEKHG5	0.97025
CMAS	0.189
OR7E24	1.008
SLC30A1	0.15425
CDC42EP5	1.08366666666667
PLAC1	-1.34325
KLHL18	-0.510416666666667
LBA1	0.3718
TAZ	-0.20975
CRIP2	-1.760875
BTBD11	-1.64133333333333
C16orf72	0.6455
DIO2	0.4193
LRRCC1	0.4085
CCDC136	-1.5055
PRX	-0.72675
RBM5	-0.4248
TMEM85	0.065375
TUBGCP4	-0.239166666666667
APLN	-0.029125
CDK7	-0.336666666666667
SSR2	0.1465
CRELD1	0.15425
C19orf46	0.227
GAL3ST4	-0.244166666666667
KBTBD10	-0.7075
IL28A	0.07275
WDR27	0.496
MCM2	-1.66833333333333
SOX14	0.388
FLJ39743	1.555
KIAA0922	-0.812125
HIPK4	-0.0485
FLJ25758	-0.2265
C16orf57	-0.1635
PDZD2	0.461625
MCC	-0.93875
HHLA3	-0.6248
ID2	0.118
C20orf23	2.62316666666667
ZNF688	0.30225
APOC2	-0.825166666666667
LOC440093	-0.38925
FAM50B	1.5115
PWP1	-0.537
DNAH10	1.1105
HIST1H2BA	-0.289666666666667
GPR56	1.76616666666667
METAP2	-0.302625
PAN3	3.7325
STXBP4	-0.57725
PDHX	-0.4855
MTA1	-0.758083333333333
ZBED4	0.774125
ZNF720	-0.6575
CDK2	-1.08475
RHOJ	-0.697875
CDC37	-0.301333333333333
ZER1	-0.01125
GRK4	-0.88975
PRPH	-0.01
POLR2A	-0.357571428571429
OGFOD1	-0.74525
NOL5A	-0.708
PHEX	-1.227
FLJ16478	0.09075
C20orf117	-0.07775
CAMTA2	0.01575
C11orf74	0.3355
DDX17	-0.259583333333333
C5orf27	-0.027
PLEKHA2	-0.1511
PDE4DIP	-1.7396
SCN7A	-0.18675
ZNF559	0.0358333333333333
CXCL10	1.909
ZMYM4	-0.156333333333333
STK32B	-1.40314285714286
KIAA0888	-2.125
TACR3	0.3395
CKAP2L	-1.046
KIF1A	-1.10033333333333
RSPRY1	0.6585
VCAN	0.02375
CYP27C1	-0.383
SYDE1	-1.458
MED12L	-1.3175
ZDHHC21	0.97575
NHS	0.696
TM9SF3	1.60066666666667
DDHD1	-0.471375
MAFG	0.0701666666666667
BICD2	-1.3435
C14orf119	-0.2664
C14orf43	0.0218571428571429
CDH7	0.33925
ALKBH5	-0.0075
JUP	2.33075
TMEM41A	1.40866666666667
MAMDC4	0.725666666666667
CBX3	-0.4915
LRRC18	-0.37675
RBMXL2	0.21525
PLA2G4D	0.361833333333333
FGF13	-1.06025
KIF3A	-0.448333333333333
PDIA6	-0.47275
DCXR	0.4075
CASKIN2	0.415
EHD1	0.566
MARCKSL1	0.813
ZNF496	-0.242833333333333
SCAF1	0.063
KCTD8	-0.959333333333333
TRAF3IP3	-0.509285714285714
LSR	1.309
CXorf1	0.46975
C14orf112	-0.0373333333333333
EIF2B1	-0.449
OMP	0.442
GSTZ1	-2.0095
LOC92017	-0.20725
ISLR2	0.499
C12orf36	1.0785
GATA2	-1.989
GABRA5	-1.664
CELSR2	-1.89
STAM2	0.0521
TNAP	0.164
PTPMT1	-0.208833333333333
GRP	3.7255
SV2A	-0.742
MAGEA12	-5.53575
CACNG1	-0.6795
C18orf19	-0.07425
GSG1	-0.4095
PTPRJ	0.415642857142857
FRMPD1	0.097
ZNF668	-0.3425
PLEKHJ1	0.883375
ADAT1	-0.5396
TMEM50A	-0.4122
UCN3	0.3495
HOOK1	1.313
IL17B	-1.2115
MLKL	1.60083333333333
TTC14	-1.00083333333333
KLHL5	-1.07425
CRYL1	2.56416666666667
FOXH1	-0.774
NFYB	0.175375
PPM1G	-0.49075
GOLGA2LY1	-0.2875
NMT1	-0.58275
HADHA	-0.263
CHSY-2	0.74775
PLEKHF1	-0.4065
SAGE1	-2.5575
MUSTN1	-0.10625
SUHW4	1.1185
TFEB	1.44266666666667
ZFYVE27	0.63525
ATG12	-0.827833333333333
BMI1	0.359071428571429
ZIM3	-0.337
MYH4	0.9345
MASP1	-0.815083333333333
KIAA0984	0.9235
RPAP2	-0.678
ASB5	-0.16675
BOLA3	-0.525833333333333
MIA3	1.0305
KRT35	0.4455
KIR3DL3	-0.1195
MRPL51	-0.62225
SEMA3F	-0.313333333333333
NDUFB2	0.500833333333333
LOC253012	3.19425
FAM46C	-1.3001
G6PC	-1.795125
CSAG3A	-5.93583333333333
PREX1	-1.617
SLC25A45	-0.273875
MAPKBP1	0.3654
CPE	-0.5599
GNB1	-1.1485
CXCR6	1.463
TRIM46	-1.1355
C16orf3	-0.124833333333333
HPSE	0.82775
TIGD3	-0.282
SPG3A	1.1045
LCAT	-1.16816666666667
ST6GAL1	0.442166666666667
POMC	-0.34625
FLJ36031	0.8545
NSMAF	-0.358666666666667
SKIL	1.3135
ADSS	0.207666666666667
HMGCS1	-0.9439
POLR3F	0.185166666666667
RAB10	0.5485
ZNF277P	-0.16375
ZBTB7B	0.074
DHRS1	-0.665
ABCC13	0.836375
CNOT3	-0.299
NFKBIA	0.17075
GAK	0.0166666666666667
SFT2D2	0.0535
HOXA6	-0.321
CRTC1	-0.226875
LY6D	-0.8315
C20orf72	-0.839833333333333
CPT1A	0.904
LMO1	-2.118
EIF3I	-0.25025
PRB4	-0.7975
MCM3APAS	0.222375
C20orf132	-0.00639999999999997
FOXF2	-1.193
S100A12	0.807
MLH1	-1.4075
ACTN1	-0.2865
MRPL36	0.00133333333333333
C20orf106	0.35725
FBXO6	1.00516666666667
MKS1	-0.074
CX3CR1	-3.386625
PDE1B	-0.275
PLP1	-3.32325
KISS1	0.797666666666667
C14orf2	-0.0491666666666667
TBC1D3P2	-0.39825
COMMD6	1.8979
ANKRD7	-1.10425
PTCHD1	-0.60775
NARS2	-0.134
DOCK7	-0.39525
FAM127B	-0.61
LOC390243	0.0293333333333333
N6AMT2	1.431
ZNF391	0.3615
DNAJB14	0.3615
WRB	-0.63425
BPI	0.299583333333333
TTC4	-1.28466666666667
FAM10A5	-0.0075
GOT1L1	0.245333333333333
MAGED1	-0.13475
RESP18	-0.82175
WFDC6	-0.23775
MT2A	-2.4925
C11orf56	1.43475
KIAA1432	0.4685
ROR1	-2.288875
HSD17B14	0.151666666666667
ZFAND2B	0.411625
SAMD4B	0.54175
HEXA	-0.462875
HNRNPU	-0.243909090909091
USP39	-0.18725
NRD1	-0.96925
R3HDML	0.41575
FLT4	-0.155333333333333
OMG	0.164666666666667
OR52N4	0.2765
LOC399818	-0.14875
ELA2	-2.05675
VENTXP1	-0.043
RFC5	-1.6465
OR52L1	0.708
PAX5	-0.531
FBXO2	1.46725
GMEB1	-0.542
AKT3	-0.898333333333333
CRB1	-0.662666666666667
CTTN	-0.0163333333333333
UTP15	-0.183666666666667
HSBP1	-0.24975
PHF11	1.85575
NDEL1	0.250833333333333
USP8	0.182
BAIAP2	-0.00587499999999999
SI	2.44233333333333
ARSJ	-0.369
BAAT	-1.6275
KCNS3	0.427166666666667
LOC126147	0.159833333333333
TMEM37	0.429
C1orf162	2.292
MBD1	-0.4781
ITGAL	-0.7435
WDR73	0.249333333333333
GKN2	-0.160666666666667
ARFGAP1	0.29375
SLC5A8	0.096
ZBTB40	-0.3274
CYP4B1	-1.37316666666667
LYPLAL1	-0.851
CHST3	-0.83425
MAP3K9	-0.0365
BTAF1	-0.0408333333333333
TFAP2E	0.0905
RBM35B	1.61125
LOC441251	0.0171666666666667
ANKRD25	-1.21183333333333
UQCRC2	-0.248
MAEA	-0.234666666666667
HYAL1	-2.159
RNPEPL1	-0.148666666666667
CPSF2	-0.4895
PSD3	0.8437
ABCA13	0.200875
AGR2	2.060625
GBX1	0.002
HDLBP	0.554785714285714
ACY3	0.87525
HECW1	-0.343
ZNF519	-1.165
HOPX	2.54525
ZNF304	-1.8445
OR12D3	0.3325
FKSG43	0.00525
METTL1	0.490875
MFSD3	-0.1065
PSPH	-0.59425
CLCA3	-0.257
DARS2	-0.358833333333333
CDC25A	-1.02683333333333
BAIAP2L1	1.9265
B3GNT5	3.144125
USP29	-0.03925
ARHGEF10L	2.461
ATOX1	-0.449875
ADAM30	0.5395
DNASE1	2.26475
STT3A	0.74675
RAB6IP1	-0.837
PTN	-1.1881
C1orf106	2.54107692307692
HECA	0.82775
RNF122	-0.13375
SLC22A18AS	0.887166666666667
GNG8	-0.0836666666666667
ELP4	-0.30075
FAM65A	0.0101666666666667
RPL10A	0.1795
IRS4	-0.639
MACF1	-0.1447
SEC24D	0.37725
LOC374395	0.3315
TGFB2	-1.041125
MDFIC	-1.627375
CHRNE	0.208166666666667
PCMTD2	0.992666666666667
ATP6V0D1	0.591
MTA2	0.54875
LZTR1	-0.791333333333333
RAP1A	-0.838166666666667
AXIN1	0.437
POLR1C	-0.1415
TRIO	0.0237500000000001
PLXNA4A	-0.805916666666667
C5orf33	-0.82975
DEPDC1B	-1.916875
ZNF473	0.0405
MTM1	1.039375
GPR107	0.14
CSNK1A1L	-0.554333333333333
FLJ14154	-0.45175
NLRC4	1.74825
ENPP4	2.11033333333333
PADI3	0.577
RNF170	0.59375
CG018	0.990333333333333
C16orf7	-0.8295
KCNE1	0.36325
NRM	-0.787333333333333
SLC37A3	0.957571428571429
TPD52L2	0.0185
UNC5B	0.84425
C12orf12	0.478166666666667
SDHB	-0.97475
CLRN1	0.04
NUDT10	-2.06933333333333
UGT3A1	0.252625
FBXW8	0.00424999999999999
RHOF	0.5545
PTPLAD1	-0.382
MYO3B	-0.41675
DERA	0.0815
TPP2	0.7695
C19orf53	0.185
GINS3	-1.104375
ST6GALNAC5	0.0475
CHSY1	-0.81475
MGC15705	0.4565
GPR83	0.191666666666667
EXT2	0.6665
DOLK	0.09575
TUBAL3	1.176
ACVRL1	2.5854
ABL2	-0.220666666666667
C14orf156	-0.737666666666667
PTPRZ1	-3.027375
DIP2C	0.185125
LAMP1	1.157
RXRA	-0.2258
MAP3K5	1.4565
ALKBH1	-0.0801666666666667
PDLIM7	-0.640125
ARL14	3.9735
SNIP1	-0.689333333333333
TIMP3	0.705416666666667
RGS3	0.0105
SPAG16	0.2143
ABHD4	-0.9265
ARHGEF12	0.477666666666667
GLUD2	-0.852
RAC2	-0.8591
UAP1L1	-0.2265
SLC18A3	-0.187
YOD1	-0.185166666666667
RALY	-0.358
HMOX2	0.747
DGKH	1.015
DBNDD2	2.44666666666667
YIPF4	0.756875
THAP10	0.6535
ZNF513	0.21625
HAGHL	-1.56383333333333
ITGB4	1.536
CCDC141	-1.25
YTHDF3	0.36725
C5orf28	0.9995
RPL7L1	-0.5225
TMEM30B	0.822785714285714
ANKRD35	0.118
DUOXA2	3.506
TBC1D5	0.178625
DFNB59	-0.316
HRH4	0.142
MYO6	2.1192
DNAJA4	2.6485
RBM24	-0.5005
CEACAM20	-1.45625
RBM23	-0.5915
NGFB	-0.001
C1orf63	0.8038
KRTAP7-1	0.049
PERLD1	2.40975
NPB	-0.223
C17orf59	-0.1529
HSPBAP1	0.44725
SLC15A4	0.088375
PRTFDC1	-1.44625
OSMR	-1.81153846153846
CYSLTR2	1.191
C19orf25	0.0512
KIAA1797	0.6635
NLRP6	0.225
FAM105B	0.4688
SCRN2	-0.202333333333333
LRRC58	-0.0998
RNF17	-0.2325
NEIL3	-3.048
FAM137A	-2.102
SKP2	-2.96275
PARVA	0.570333333333333
PKLR	-0.6445
RNF34	-0.10975
A3GALT2	0.532
C12orf50	-0.0438333333333333
SUNC1	-0.5485
FAM102B	-0.3295
CCT2	-0.732
LRRC37A2	0.12
ARF4	0.255
SIKE	-0.34325
C8orf48	-1.26633333333333
MBTPS1	-0.229785714285714
GPSN2	-0.223
NCF2	1.24725
SLC12A6	0.0993333333333333
MRPL48	0.31275
HMGN3	-0.660833333333333
LRRC62	-1.252
PAX9	-1.326375
FAM55A	7.201
C20orf42	3.60933333333333
SCML2	-0.510333333333333
BCL9	0.21525
FAM40A	-0.12325
C9orf41	-0.260666666666667
ZNF774	1.8695
LETM1	-0.7
PLXNB1	0.4135
NIPSNAP1	-0.51575
USP10	-0.44375
F9	0.5205
LIPE	0.785
CNGB3	-0.121
C12orf52	-0.1455
PI4K2A	-0.35125
MED8	-0.831875
STAT4	0.8618
FGD4	0.766166666666667
RNF145	-0.416333333333333
WDR32	0.3312
CLDN2	3.837
TCEAL8	0.586
ZMYND8	-0.802
PDXK	0.33253125
GATAD2A	0.98175
PTGES3	-0.264
CCM2	-0.57975
TAP1	1.069125
ZNF670	0.42325
ETS2	3.02142857142857
C6orf166	-0.644
PRMT2	-0.0812857142857143
OR4B1	0.642
INTS8	-0.3195
CCDC102A	-0.85225
CCDC83	-0.5632
ITGA1	0.5228
EPHA5	-0.6436
FAM24B	0.867333333333333
TSGA10	1.844
HAL	-0.962833333333333
MYOT	0.2105
SPACA3	3.82975
BCL2L2	-0.227
CUGBP2	1.13616666666667
CCNB3	-0.941
RNF113B	0.92725
MERTK	1.25375
BAG1	0.42825
VPS36	0.18575
ORMDL3	0.2762
C1orf190	-0.7705
ZNF625	0.048
CORO2B	-1.52275
ALOX15	0.1885
CST1	2.105
NUPR1	-0.747666666666667
CCL7	-0.0755
SMCR5	-2.011
DSC2	2.211
RBMS2	0.52075
GRIK4	2.2535
TRIM65	-0.1449
TMPRSS6	-0.123785714285714
TP53INP2	0.11875
GLB1L	0.0055
LOC388284	-0.501833333333333
PUS1	0.420285714285714
BCL9L	-0.9085
OLFM1	-1.4325
RET	-1.386375
MASTL	-1.747
ALX3	-0.153
IL1RL1	0.507666666666667
ZNF765	0.2073
C14orf138	-0.49325
SNX10	-1.75933333333333
TAC4	-0.982
C1orf64	-3.1425
POGK	0.59375
MAPK9	-0.60975
ZNF366	1.19625
C8orf79	0.5814
CLDN7	3.783625
OR5AT1	0.4265
TRIM37	-2.08525
LRRC25	1.0695
GRHL2	2.3687
TEKT3	-0.16075
LASS5	-0.271666666666667
ABCC4	0.126916666666667
DLG3	1.529125
VGLL1	-0.110375
ZFP36L2	3.4575
MFRP	-0.291666666666667
KIAA1799	-0.48175
FLJ44379	0.154
PCNX	-0.20075
ANXA9	-0.314
CYP4V2	0.1274
PIK3C2A	0.1705
SRR	-0.2245
NOL3	-0.965
IFITM2	1.4545
ARNTL2	-0.89675
ZNF595	-0.54125
NLRP13	-0.4245
ASPH	-0.60825
CPA2	1.302
PVRIG	-1.812
LEPR	-1.65616666666667
C16orf42	-0.0203333333333333
SH3BGRL	0.6835
FAM77D	0.167666666666667
FNDC7	-1.186
C9orf6	0.3555
NOTCH2NL	-0.347
PGBD1	-0.555333333333333
SYNGR2	0.772166666666667
PITPNA	-0.375875
PRPF4B	0.0381
SLC43A3	-3.60692857142857
