Hybridization REF	TCGA-AV-A03E-20A-01R-A00A-07
SMAD4	0.910875
AFM	-0.350833333333333
G0S2	1.34025
FCHSD2	-0.4498
RRP1B	-0.1826
EEF1B2	-0.162333333333333
STAT6	-0.067
ZNF195	-1.03525
GNL1	-1.436
ZNRF2	0.927166666666667
PER3	0.484125
ASB16	-0.4805
C10orf10	2.6595
ADCY8	3.71833333333333
C9orf58	-2.1315
ARMC10	0.445833333333333
PSG1	1.725
DHX34	-0.155
VARS2	-1.571625
NFIC	0.51475
ITPR2	0.34925
AGXT2	0.126
OR6K3	-0.2535
H2AFZ	0.554416666666667
MLLT3	-1.66541666666667
COX4I2	0.248
CCNT2	-0.08175
PLK4	-0.148
NUMBL	0.109833333333333
MED16	-0.5785
PLEKHQ1	0.08925
GOSR1	0.142333333333333
BTG4	1.29225
RPL30	0.31075
IGSF5	0.0405
IGFL2	1.775
ELMOD2	1.1665
SHC3	3.2675
HAVCR1	-0.563
DYNC2H1	-0.386125
RNF5	-0.722
C2orf7	0.31025
NLF1	0.011
KLHL25	-0.80425
LRP10	-0.00680000000000002
KRI1	-0.9945
PUS7L	0.43
MGMT	-4.60975
HOXD1	-0.823
CSH1	-0.1591
ATG16L2	-2.3745
FLJ44635	1.0265
CHODL	-0.112
EXOSC8	-0.008
SLC28A1	-0.23975
MYO7B	-0.3422
SEH1L	0.246
MTNR1A	0.656
TSPAN5	0.8775
CDC45L	-1.53866666666667
AMIGO1	0.204
ATAD3A	-1.04125
OSGIN2	1.68983333333333
PDIK1L	-0.0338333333333333
DARC	0.0785
PIPSL	0.089
SHMT1	-0.55575
CRISP3	1.621
POPDC2	1.235
ZRANB2	-0.267166666666667
FBXL8	1.73472347597681e-18
TRIP13	-0.128909090909091
EIF5AL1	-0.5325
POU5F1P3	-6.74433333333333
IL6	5.9855
CXorf38	0.556166666666667
IFNA16	0.206
FBXL2	0.1615
BRD1	-0.86225
STATH	-0.327666666666667
FBXO44	-0.157666666666667
MCCC2	-1.24375
CDC2	0.1418
C5orf23	0.768
IVD	-0.435166666666667
C10orf122	-0.61475
MSL3L1	0.4734
MVP	0.705
EPOR	1.7234
ZMYM1	1.10016666666667
BCL7C	-0.310333333333333
PSTPIP2	-0.7697
LYPD1	0.197875
OR8G5	0.573
ZP3	-0.299666666666667
BCAS4	0.551333333333333
EDG6	-1.89675
ISY1	-0.10525
PRAMEF2	-0.88625
CUL1	0.3285
RNF213	0.6871
CCRK	1.2065
DHX9	-1.22225
C13orf29	1.833
NCKAP1	0.926
MRPL43	0.835142857142857
XPR1	-0.3935
PKN2	-0.3273
PODNL1	1.4575
ZNF333	-0.018125
DALRD3	0.403
OPN1SW	0.5175
BTBD6	1.27475
C11orf82	-0.6595
OR5P3	-0.399
DUSP11	0.7895
L1CAM	-1.3149
NEK11	1.28566666666667
OR7E91P	1.099
CNTN3	0.5012
CREB3L2	1.91325
ZBTB37	0.12
KIAA1324L	0.493
NDUFB10	-0.570833333333333
NUDT2	0.43625
GTPBP8	0.16625
CACNA1D	-1.12975
PRKAA2	1.12716666666667
PRDM8	0.8955
MGC16075	-0.0233333333333333
KRT14	-2.84542857142857
PP8961	0.01025
MRPL18	0.4945
ABCG2	-0.73275
PACRG	-0.13275
BBS2	1.35575
KREMEN2	-5.3845
FBXO21	0.2665
HNRPUL1	-0.092
GRB10	1.28675
CLSTN1	0.191
LMAN2	-0.7362
C17orf61	0.729
NIPSNAP3A	1.31775
INSIG2	0.330333333333333
PCDHB7	0.763833333333333
STXBP2	-3.12257142857143
CMAH	-0.874083333333333
SEMA5B	-1.3805
ZNF155	0.459666666666667
COQ6	0.309
PRPF4	-0.5335
TSPAN15	-1.3673
VN1R5	0.6155
LATS2	0.37925
SELK	1.15775
PGK2	0.283
MS4A1	-0.908375
TYW3	0.0406
KRTAP5-1	-0.326
RCCD1	-1.34483333333333
BTN1A1	0.33075
DDX28	-0.61725
TMEM65	1.996375
LOC92345	0.2215
TTC31	-0.511
WDR46	-2.25016666666667
CHP2	-1.48833333333333
LSP1	-2.532125
ZNF542	-2.13875
EXOSC1	0.61375
ARHGAP18	-0.771666666666667
LRRTM4	0.74225
MAOB	-3.951
CACNB4	0.03625
MGC33846	-0.65875
RANBP3L	0.035875
ATP5L	-0.697875
ONECUT1	-1.29
NUDT9	1.056
TMEM149	0.8665
STX17	-0.24875
IGSF10	-4.17
TMPRSS9	-0.284
BMPR2	0.47125
ALLC	-0.24525
KLF7	1.895
GCC1	0.8912
TIMM9	0.105
CDO1	-1.52283333333333
MGC10701	0.3595
IFI6	-0.0443333333333333
FRMD8	-0.49425
MGAT2	0.3545
WBP5	2.448
CNIH2	0.3845
KIAA0907	-1.0025
KCNH8	-0.2805
CTSG	-4.52725
GRIK1	0.0633333333333333
CUL5	-0.32725
FRMD1	0.0125
OR9A4	0.745
SYT6	-1.6255
FOXD4L2	1.2185
ANAPC2	-0.779166666666667
OPN5	-0.1085
TAF13	1.873
LYG2	-0.144
GGNBP1	0.2825
C11orf40	0.6775
OTX2	-0.591
REG4	-0.157666666666667
EIF5	0.992625
PALB2	0.1205
SEPSECS	0.428
RNASE3	-0.18825
TRIM49	-0.8545
POLR2K	0.4948
GPR42	-0.0345
C8B	-2.38425
SASS6	-0.0395
PREB	-0.788666666666667
OR3A3	0.494
TUBA8	1.418625
IGLV2-14	-2.472
STIL	-0.094
ANKFN1	0.427666666666667
NME7	0.52675
HOXC12	-0.81375
UBE2C	0.87975
FHOD1	0.765
CDK2AP1	0.918083333333333
OR6K2	0.166333333333333
DHPS	0.443
RPL5	-1.15066666666667
TRGV5	1.0245
LOC541472	0.766375
HCCS	0.4181
DENND1B	-0.2985
LHX3	-0.0675
OR5D16	0.5815
CXorf57	1.9285
IRF2BP1	0.42275
NDST2	0.0576666666666667
LCE3D	1.3935
BOLL	0.646428571428571
SYT3	-0.02775
PIH1D2	0.201
C20orf7	-0.4435
IL1R2	3.3285
SLAMF9	-1.138
PPME1	0.40925
PIK3CA	0.32875
TRAPPC1	1.30825
COLEC10	-0.27575
SLC9A6	0.3825
PDDC1	-0.0923333333333334
CCDC53	1.82025
GK3P	0.00225
DAZL	4.29175
BRI3	1.95675
SDK1	-2.23825
CYP2C18	0.084
IFI44L	3.63725
RPL3L	-0.5775
FUT9	-0.512
KIFC2	-0.989833333333333
PMP2	0.102714285714286
SLC4A9	-0.073
PLAG1	0.6005
MYCBP2	0.395166666666667
OR4E2	0.2595
CCDC65	0.06225
C16orf82	0.18825
ENTPD4	0.98525
BRP44L	-0.14825
PMP22CD	-0.51125
TMCO4	0.143
KCNN1	-1.08583333333333
WDR35	0.152
CCDC80	1.814625
C3orf31	0.03275
SLC7A9	-1.10375
TMEM190	0.63725
DBC1	0.3065
FADS3	0.0563333333333333
PDZD8	0.711166666666667
GRM5	0.152428571428571
AZGP1	-2.4285
PEX3	1.217
MED1	-0.195357142857143
ATG4C	0.597333333333333
HNRPH3	-0.49125
FAM109B	-0.6285
C4orf17	0.732
CA10	-0.02025
OPRD1	-0.5515
CCL16	-1.27875
SACM1L	0.45825
CST6	-0.119
CD63	1.720625
LGI1	-0.8165
ZNF784	-0.40975
CRYBB1	-2.316
CX3CL1	-2.35175
TOP2A	-0.798875
GYPB	-2.29933333333333
GADD45GIP1	0.37725
FEN1	-0.879625
IGF1R	-2.273625
WDR72	-1.47533333333333
PURG	1.07516666666667
DEFB126	-0.663
PKD1L1	-0.08375
CAV1	1.6398
GNPDA2	2.1059
DGAT2	0.166125
NLGN1	0.452
STRBP	-2.094125
HPRT1	0.397333333333333
FANCI	-0.92825
PSMA7	0.525625
DBF4B	-0.7335
TTF1	0.14125
RAD54L	-1.10125
ELOF1	0.66575
PLAGL2	0.55825
ZNF256	-3.58125
HMGCL	0.7905
MSI2	-0.353166666666667
RPESP	-3.29933333333333
C11orf60	-0.95875
ABCD1	-0.5265
ACAA1	-0.6987
SPARCL1	0.152642857142857
IL6ST	0.2292
ZNF319	0.11525
TMEM109	0.0318
FAM90A1	1.13266666666667
IL22RA1	-0.4515
ATP4B	0.4705
TEC	-0.9475
C7orf30	0.6035
TXNDC2	1.305
ABCB4	-0.115
KIAA1191	1.010375
C9orf38	0.00649999999999999
SFTPB	0.439625
CNTNAP2	-2.252
FRK	0.56
TBX19	-0.29175
CHD4	-1.601
C6orf26	-3.05783333333333
MOSC2	-1.0635
IKBKE	0.12475
HIF1A	1.1615
LOC595101	0.231
RELA	0.3725
TMEM16B	-1.35383333333333
ABHD12B	-1.4625
TSEN34	1.061
KIF18A	0.916
TXNDC9	0.412333333333333
SPATA2L	-0.4
SEMA4G	-0.724
C21orf91	-0.175
MATN1	-1.6755
KCNIP4	1.5225
TUSC1	1.613375
OR4C15	-0.077
ARMCX6	-0.162666666666667
WBSCR27	-0.728666666666667
OR52I2	-0.558
KIAA1604	0.12975
DYNC1I1	1.628125
PPP4C	-0.36025
SLC47A2	-0.692333333333333
TREH	0.00887500000000003
CD48	-3.3345
ST14	-3.7715
PKN1	-0.0955
SPON2	-5.42725
XBP1	-1.53325
SFRS12	-0.309
EFCAB6	0.15225
SELT	0.5045
SLC39A2	0.6435
ERF	-0.027
ARL3	1.2905
SURF6	-1.641
MLLT10	-0.16047619047619
FLJ11171	0.6835
TDGF1	-5.131
ERCC6	1.939
EIF2AK4	0.7175
BAZ1A	-1.2005
LRRN3	2.76883333333333
TMC3	1.49
EFTUD1	0.87225
PTPRO	-0.096
CLEC12A	-0.069625
ACBD4	-0.292625
ZDHHC14	-0.761375
OTUD7B	0.01725
ACTB	0.348875
MSRA	0.0852499999999999
LCE5A	0.203
IFI35	-0.22
BSCL2	0.774666666666667
ANKRD12	-0.19925
CFHR2	0.03775
RGAG1	2.326
HSFY1	-0.398
SLC30A5	0.515166666666667
IMPG1	0.167
GPR109A	0.145
ZNF185	-2.03925
IYD	0.7105
NPCDR1	-0.477
SERPINA13	1.131
HMGCLL1	-0.10125
NEUROG1	-0.191166666666667
UBQLN1	0.9349375
LIN37	1.75275
SOCS2	-5.52428571428571
DSCR4	-1.469375
XKR6	0.69875
GPR142	0.8405
KRTAP13-3	0.3375
CCDC15	-0.347
MOS	-0.5275
CD1E	-1.621
OFCC1	-0.226
FAM83D	0.41375
SRFBP1	0.2695
C9orf96	-0.0315
DHDH	0.21
CCDC90A	0.071
RABL3	0.9355
CD320	-0.592
ANGEL2	0.22325
MRPL21	0.8185
SMG6	-0.195833333333333
INSR	0.0056875
FLJ14816	-0.595
GLRB	1.7355
C9orf89	2.35575
CIZ1	-1.03875
URG4	-1.35316666666667
LRDD	-1.142
CBY1	0.363
NFX1	-0.15925
MTERFD2	-0.326928571428571
C19orf23	0.4925
PGC	-3.318
IER3IP1	1.3017
RASAL2	0.848833333333333
C1orf89	-0.28
SYNJ1	0.642625
NFKBIE	0.86525
FLJ40125	0.2165
TCEB2	-1.0249
NOG	-1.887
POLR2J2	-1.0015
HLA-B	2.135
PCDHA1	-1.2435
PPP2R2B	0.22525
ARHGEF17	-1.20583333333333
TCF7L2	0.201571428571429
CHD5	-0.520666666666667
ZNF431	-1.863125
TBC1D25	0.8935
ZNF800	0.11075
SCUBE2	-3.39772727272727
MYCBP	-0.176833333333333
GPX5	-0.0935
C6orf129	-0.368666666666667
QSER1	0.661833333333333
ULK2	-0.8505
PIGO	0.197333333333333
NRCAM	-1.96292307692308
SLC35E3	0.824
CSRP2	-0.00025
HYPE	0.9535
MAPK15	-0.407833333333333
MGC14327	0.28425
TIMM13	-0.7815
ZNF462	0.67
GBA3	0.7065
TEX13A	0.4165
MCM6	0.261888888888889
MTRF1	0.77575
ABCA7	-3.1175
EIF4A2	0.06975
ZC3H10	0.1213
RPGR	1.25633333333333
C20orf94	-1.705
RP1L1	-0.192
GPR125	-0.141875
USP22	-0.526928571428572
OR1L4	0.38925
MLZE	-0.5715
FLJ32065	0.419
PTCD1	-0.3835
CRTAC1	-0.371
BXDC2	-0.5995
C18orf1	-3.152
FAM107A	-0.586428571428571
EFNA3	-0.33575
P18SRP	0.56
CAMKK2	0.12025
KIAA0649	-0.60825
NES	-2.26083333333333
HS6ST3	-1.64225
PON2	0.43325
TCP11L2	-0.312
CLEC4A	0.0105
PRR12	-0.0215
MLXIPL	-2.1727
C2orf50	0.44
ZNF28	-2.188
ENC1	1.53416666666667
MAP2K1	0.370375
FKSG2	1.5295
KIAA0430	0.43425
PTP4A1	-0.550666666666667
GPR156	0.2065
GTF3C6	-1.173
UBR2	-1.0185
LOC388272	-0.355
MAK	-0.23
ACOT4	-2.653
STC2	-2.23933333333333
PIGW	-0.821
SAE1	-0.804875
COL6A1	1.86509090909091
OAZ1	1.66
STMN4	1.99016666666667
EDG3	1.1365
SGCE	1.2335
IL11	3.68316666666667
PRSS8	-4.50075
YIPF5	1.81833333333333
WNT4	-0.354375
CSN2	0.76
TCF7	-1.5045
TDO2	4.2925
SAMD9	0.649375
S100A7A	0.381
MMRN1	0.463333333333333
GKAP1	-0.29875
AKR1C3	0.902125
RNF19A	-0.195875
GMDS	-1.755
YKT6	-0.021375
SPARC	0.6484
C12orf31	0.08225
UBE2V2	0.2015
FBXL18	-0.192333333333333
KIAA0460	-0.2885
ADAM22	0.57075
SERPINC1	-4.2435
KCTD21	-0.158
MYOHD1	-0.50875
ZNF37A	-0.224666666666667
GTF3C1	-2.01916666666667
CTSZ	-2.0115
PRNPIP	0.297375
DRD1IP	-0.091
NR1I2	-1.38466666666667
ZNF266	-1.47
SPAG4L	0.14
COX4NB	0.4265
SAPS1	-0.342
APOA1	-6.23075
TATDN1	-0.0748333333333333
C10orf82	-2.1475
KPNB1	-0.83075
FOXO3	-0.9575
CRYBB2	-0.459
ZBTB5	-0.855
SLC25A38	0.1025
DCTN2	0.282166666666667
IFT20	1.16775
CTHRC1	-3.1865
C1orf31	-0.337375
UHRF1	-0.9098125
GPC6	2.72425
C10orf54	-0.39225
MCF2L2	0.306
WNT9B	-0.078625
OLA1	0.612125
FAM120B	-0.935
TTLL10	0.1595
CYorf15A	-2.05575
RELN	-1.5609
SCN2B	-0.09075
MFHAS1	0.12325
NKX3-2	-0.206666666666667
RASGRF2	-2.15
SSBP1	0.613333333333333
KPNA6	0.337071428571429
LOC389118	0.2135
HS3ST4	-0.999777777777778
SUPT7L	0.299375
FLJ32658	-0.76275
IGFBPL1	-1.47875
KIAA1641	-1.8582
SHKBP1	0.618833333333333
CSF1R	4.25275
NAGK	0.9355
MYL2	0.374
HIST1H4C	-1.08683333333333
TOMM7	0.213875
ADAMTSL3	-0.673888888888889
TNFSF14	-0.77025
PRRT2	-0.593
VTA1	-0.46975
AOAH	-0.284666666666667
CRISPLD2	-0.335928571428571
PNN	-1.137
TA-NFKBH	1.212
ESPN	-2.0675
RBM43	0.897
KIAA1267	-0.286125
DDX3X	0.0868333333333333
KIAA1576	3.1115
PLXDC1	3.27316666666667
FLJ25801	-2.028
HNRNPL	-0.396
RUNDC3A	-0.493166666666667
CASP12	-0.082
SH2D5	-0.21675
RPL26L1	1.236
OR51A7	0.3435
HDC	0.345
C2orf16	0.485833333333333
SYTL3	3.76225
GOLGA4	-0.044625
NOTCH1	-1.3345
ATPAF2	-0.674
ECD	0.82225
SSX5	-0.906
SNAP91	0.253
OCA2	-0.45075
PNPO	0.664666666666667
DAPK1	-2.3405
PINX1	-0.3545
SELENBP1	-3.775125
NEK3	-1.31475
TMED4	0.200142857142857
SSTR4	-0.065
FOSL1	1.6389
CD40LG	-0.556
CES1	-1.84154545454545
DCI	-1.51833333333333
B3GAT3	-0.610166666666667
STK17B	0.95625
CNTN6	0.07
CYP3A4	0.324833333333333
MBOAT2	1.65721428571429
PISD	-0.519625
USP1	-0.3145
PYDC1	-1.5155
CENPM	-0.400125
SAR1B	0.84875
TTC7B	0.992625
DP58	-0.226
GPC1	0.15275
RBL1	1.124625
TMEM137	-2.43316666666667
TOB1	-0.83425
TCEAL1	0.499333333333333
CENPF	-1.24790909090909
C6	0.187666666666667
PRSS1	-2.63375
PPIL6	2.10833333333333
C6orf124	0.147
ODZ4	1.71683333333333
SNCB	-0.4285
NDUFB9	0.079375
CNOT6L	0.0865
S100A9	-1.72366666666667
TRIM50	0.1425
KCTD1	-0.2002
WDR63	2.0205
SPEF2	0.707875
RNGTT	0.809333333333333
CXorf22	0.655
KCNK16	0.4275
CEP250	-0.95375
ATPBD1B	-0.083
KCNJ2	2.8625
MT1B	4.2725
ZNF684	0.307
SLC4A1	-0.12325
PDHA1	-0.424
ZNF492	-2.328
TKT	-0.46425
BYSL	-1.40025
RNF38	-0.09625
AHDC1	0.274
KLHL2	1.32925
CMTM8	-4.92025
DMP1	-1.321
HERPUD2	0.29375
CRTAM	0.5568
ZNF572	-0.408
TMEM16J	-2.595
HSD17B2	-4.84375
UBE2G1	0.6965
AHSA2	-1.66325
PELI2	-0.366
TPX2	-0.16925
ATP9B	0.0961666666666667
DAZAP1	0.1175
HMGCS2	0.323333333333333
C17orf38	-0.03275
B9D1	0.561875
NKX2-5	-1.38166666666667
KIAA1276	-0.341
LILRB2	-0.511
CSTF1	-0.0433333333333333
BTN2A1	-0.574833333333333
C15orf48	0.17875
IGF2BP3	-0.7465
FAM113B	0.11
HRG	0.259125
ZNF131	-0.873
USP47	1.158
CCDC88B	-2.00875
HCN1	-0.4091
HTN1	0.16875
SYCP3	-0.557
C13orf23	-0.3155
PAPOLA	0.5125625
AATK	-1.0226
MSH3	0.1055
NDUFAB1	-0.48025
ITLN2	-0.6605
BAK1	-1.53483333333333
MRPL45	-0.251666666666667
MTNR1B	0.0468333333333333
LOC645843	-0.1395
SPECC1L	-0.04825
PGCP	0.934
SPN	-1.781125
GPR143	-1.0965
ZNF576	0.5725
TMEM39A	0.9526
ATP5D	0.148333333333333
MAGEB3	-1.498
RPS5	-0.409666666666667
ANP32E	-0.616071428571428
MTMR1	-0.48775
YEATS4	-0.68625
SYNGAP1	0.0925
PCOLCE	-0.844333333333333
MNS1	2.21025
PCYT2	-0.0446666666666667
ZNF182	-0.6315
LAX1	-0.7355
SPPL2B	-0.6086
ELOVL5	0.1533
PCDHAC1	0.039
B4GALNT1	1.052
BLOC1S2	0.88375
ZNF673	-0.3521
ARHGAP21	1.08766666666667
IRX5	1.34125
LRFN5	2.56683333333333
FAM7A1	-2.445
RAB19	0.183
GINS1	-1.35125
ITM2B	0.3794
PAPSS2	3.02566666666667
OR5BF1	-0.0195
ACSL3	0.464875
KIAA1919	0.0870833333333334
GLT8D2	-0.875
UTRN	-0.745714285714286
CNN1	-0.90925
HISPPD2A	0.240166666666667
SDAD1	0.2115
SIGLEC9	0.538333333333333
RPL35	-0.241214285714286
C22orf26	1.0605
IMPDH2	-0.8875
WDR69	6.44725
SEC14L5	0.672666666666667
CLTA	0.696
RP11-529I10.4	1.77425
GPR37L1	-0.0336666666666667
OGDH	-0.352583333333333
ASB13	-0.666166666666667
ZFP14	-1.3115
ZCRB1	1.08983333333333
KPNA3	0.4505
HSPA1L	0.8535
RHOC	1.622
LOC554175	1.6835
PPP3CA	0.6365
SLC1A7	-0.4846
ZNF529	-4.45
RBED1	0.6135
DDB2	0.1865
FLJ11286	0.8095
SPATA1	0.6085
MKNK1	-0.5375
DYSF	-1.89783333333333
ALKBH2	-0.19975
NKD1	-4.34633333333333
C1orf174	-0.39975
PLEKHO1	2.1615
ASB10	0.14875
RING1	-0.946666666666667
NPC2	1.348
AVPR1B	0.167
YTHDF1	-0.23675
LMAN1L	-0.556
GSG2	0.5085
CEP170	1.1572
RPS4Y2	-6.058
MSH6	-0.601
HECTD2	1.126
ZNF556	-2.853
PLEKHC1	0.0256
AIRE	0.241333333333333
BCL2L10	0.11675
LMOD3	-0.370666666666667
ZBTB8	0.00989999999999998
FOXA2	-3.6226
SLCO2A1	-2.563375
C3orf46	0.1895
PRDM16	-1.79883333333333
TMEM98	0.73725
FRMD5	1.48
PDE6C	-0.624
C1orf216	1.0315
EP400	-0.538071428571429
PTK2	0.381666666666667
RNF217	0.87075
NDUFA8	1.2405
ZFAT1	-0.04325
LAMP3	-2.36
GLTSCR2	-2.163625
NPW	-2.009
LLGL2	-4.5894
PPM1K	0.984833333333333
C20orf177	0.879
KIR2DL4	0.1155
NFKB2	0.542
C21orf122	-0.793
HESX1	-0.2045
GPR114	0.0978333333333333
SLC25A35	0.0855
GNAT1	-0.28975
ORAI3	0.00799999999999999
FAM76B	-1.71
TMEM99	0.3872
TRIM29	-2.2178
CDS1	0.66075
RHEB	1.2191
C4orf27	1.13666666666667
RAB3A	1.26125
OTUD6B	-0.5445
GPD1	-1.473
CDH15	1.00033333333333
NPM1	0.0106428571428572
TMEM117	-1.8085
PRPS2	0.828
GCK	1.3855
ADRA2A	1.655
TSPYL4	0.173333333333333
TASP1	-0.97825
WDR19	0.32075
C10orf38	0.9385
PDE4C	-0.111666666666667
FYB	-4.57790909090909
C1orf55	0.223833333333333
PPFIA3	-0.94375
RAD18	-0.786
C12orf44	0.162166666666667
CRYBA4	-0.463
HVCN1	-0.83475
TAF10	1.11283333333333
C16orf48	0.0605
DEPDC5	0.868333333333333
LTBP1	2.099
MAPRE1	0.536125
FGF8	0.0565
C3orf52	0.633375
SENP7	-0.338333333333333
LRRK2	1.41125
RUNDC2A	0.5005
KIAA0355	-0.404
CPEB1	2.61275
PPEF2	-0.298
ABI2	0.4035
KIAA0317	0.345875
ATF1	0.782666666666667
DYNC1H1	1.09
DIP	-0.34625
TMEM33	0.234
POLDIP3	-0.92675
C7orf24	-1.3505
GPR171	0.35325
CDC6	-0.341666666666667
PLD1	0.8956
ITFG2	-0.8978
NDUFC1	1.3575
AKNA	-0.50825
NBR1	0.308
PKHD1	1.07975
HPS4	-0.6057
MAFA	0.076
ULBP3	0.08825
DIRC1	-0.021
IMMT	-0.13125
C22orf13	0.269583333333333
CEL	-0.25225
MARK3	-0.2055
ADAMTS2	0.203916666666667
ARPC3	0.921
TMEM10	-0.0128571428571429
NPHS1	-0.07475
BRD8	-0.651
WDR12	-0.60725
IDI2	0.267625
HOXD13	0.808
OR8G2	-0.09225
SLAIN1	0.314
GABRQ	0.72125
NR2C2	-0.33125
NKTR	-1.8153
TLE2	-2.8265
KIAA0892	-0.84
AURKA	0.236545454545455
GPRC5C	-4.37883333333333
TBC1D9B	0.07475
PNPLA6	0.8155
AP3B1	0.18375
NAG	0.62125
C11orf68	-0.43625
AKR7A3	0.67575
AHCYL1	0.883166666666667
COP1	0.403666666666667
RPP14	0.0545833333333333
PCDHB18	0.6305
CDH24	-0.19675
KRT17	-4.9508
LACTB2	-0.39175
DDX24	0.1103
PHACTR1	-2.13133333333333
SLC35E2	-0.5785
LOXL1	1.97
IQSEC2	0.47
RGSL1	0.2205
PCDHGC5	0.677
MEGF10	0.870625
PRRX1	1.744
ASTE1	0.103
C6orf159	1.33675
MYOD1	-0.071
GAA	-1.05975
ZNF747	-0.57875
KLRC1	1.2115
IL1RL2	-0.242
GDF9	-0.5895
GPR119	-0.0825
TRAF2	-1.91216666666667
HCK	-0.208
BMP6	0.243
IL8RA	0.213833333333333
FLJ35848	-0.243
EFHA1	-0.28075
CDSN	-0.941
C14orf54	-0.3236
LSM3	0.378125
ZFP41	-0.262
C9orf126	0.444833333333333
VIT	-2.815
SPCS3	0.67025
DEF8	0.5452
CHAF1A	-0.882
C1orf165	-0.289666666666667
ZFPM2	0.701
FTH1	1.5605
SLC35F1	-0.107
YWHAH	0.3505
C17orf66	0.315
ADRB1	-0.362833333333333
FOXL1	-0.1185
RG9MTD3	-4.07733333333333
UMPS	-0.124875
MGC13008	-0.084
KIAA1161	-1.117
CCDC77	-0.75475
C12orf65	0.7329
COG4	-0.595666666666667
RCP9	-0.00233333333333334
RP4-692D3.1	4.31
CDC2L5	0.28625
MGC7036	0.379833333333333
DNAJC11	-1.161
GDF2	0.2135
TIMM17A	-0.33825
HNRNPA0	-1.0095
OR2H1	0.10275
PCBP1	-0.169375
COL23A1	-3.4105
LRRC2	0.205153846153846
NSD1	-0.448
FLJ37078	-1.8475
WDR91	0.0946666666666667
TMEM179	-0.668
DSCR10	0.146
CNDP2	-1.46
FYN	2.2705
BEX2	1.3075
KCND3	0.52325
YPEL5	1.703625
LRRC42	0.659833333333333
C17orf45	0.280875
ZNF649	-0.4398
LOC150763	0.179375
COL5A2	0.733166666666667
CNGA2	0.5245
ELA2B	0.183833333333333
RAB9B	0.88475
FAM100A	-1.1425
NAIP	-0.858428571428571
MYOZ2	5.26075
SPATA12	-0.7955
XRCC4	0.27575
CYB561	-1.3469
CHST10	-0.71275
BAI1	-1.86816666666667
BRSK1	0.7355
C17orf89	0.41825
PDE6H	0.013
FLJ20309	-0.2569
MAP7	-3.32025
SCN4B	-2.87275
SPAG9	0.209625
SERTAD1	0.62
FLJ21963	0.005
ANTXR1	0.8016
TMPRSS13	-0.695166666666667
ETV7	-0.728166666666667
DGAT1	-0.233666666666667
NKIRAS1	1.447
TAC3	-2.776
CORO1C	0.660333333333333
RAD54B	0.25725
HRASLS3	1.3405
C21orf42	1.022
BARD1	-0.454
ZNF177	-0.879666666666667
MIP	-0.1165
ZNF442	-0.206
F2	-5.2469
GRIA1	0.13075
GALNTL2	1.897
WNT5A	3.4083
LENG9	0.136
hCG_25371	-0.3655
FOXR1	0.0105
TRA@	-0.124
PWWP2	-1.0755
C1QTNF7	0.212166666666667
SLC7A4	1.19525
C4orf7	3.22775
C17orf80	0.0208333333333333
KLK4	0.12
IL31	0.044
TMEM176A	-0.058
CTNNB1	-0.2948125
BHLHB2	1.052
TMEM185B	0.0695
ARD1B	-0.03475
C1orf93	-0.602
BRUNOL4	-0.951166666666667
LOC541469	-1.67608333333333
UPK2	-0.019
GAS8	0.430833333333333
PATE	0.526
IMPACT	1.5895
WNK4	-3.893
HNRPLL	-0.15725
GAD2	-0.0545
ITGA6	-4.63025
BMP15	0.126666666666667
CYP2A7	0.314625
RIC8A	0.1515
CCND1	0.528333333333333
USP35	0.1895
DSCR2	-0.181
CCL4	1.74316666666667
ZCCHC10	-0.1115
NOL11	-0.885
TRPM2	-2.25708333333333
PSMD2	0.657545454545455
CHTF18	-3.2365
USP18	0.732625
RRAS	2.18
LAMC3	-2.69225
TOX	-1.609
PCDH15	0.211
GABRG3	1.875
NUDCD2	-0.038
SGCZ	-0.687
KCTD17	0.7701
SPSB2	-0.1675
TPPP3	1.42383333333333
CILP2	-0.887666666666667
CALB2	3.286125
CEBPZ	-0.0815
ZNF479	-1.947
FMOD	-0.093
C21orf66	-0.6295
CLN6	-1.54783333333333
ANAPC1	-0.16475
SH2D3C	-0.65125
PTPN14	0.5843
TRIM42	0.159
APTX	0.35475
SNRPG	0.0731666666666667
BMS1	-0.25425
MAGEA3	-4.4585
NFATC3	-1.66658333333333
LRRC45	-1.3605
ARS2	-1.26485714285714
LRIG1	1.45766666666667
EPSTI1	0.411333333333333
PRSS27	-0.593
ERC2	0.799625
PRKACB	0.416428571428571
PRDM13	-3.3815
HCG27	-1.01025
KLK12	-5.224
HSD17B7	-0.116
ZNF354A	-3.53375
PCDH11X	-0.191
DMGDH	1.40275
PCBD2	-0.827666666666667
TMC6	-4.807125
RIMS1	-0.117625
SF3B2	-0.251166666666667
RCN1	2.562
CPB1	1.01425
BCAR3	-0.356
FCRLB	0.9635
PAK1IP1	-1.27275
OR10H1	0.153
KIF9	0.0883
PITPNM2	-0.257125
L3MBTL4	0.5985
TGFB1	0.1711
ZXDC	-0.735
SLC6A16	-1.389
SRrp35	-2.085
LRRC8E	2.522
PPIAL4	-0.0725
EOMES	0.405333333333333
PAX2	-0.0885
SCARF2	-1.61325
PSEN2	0.328666666666667
PCDHB13	-0.0955
C10orf28	0.325375
DHRS7B	0.845928571428571
C1orf131	-1.04375
ASB1	1.6731
ZNF223	0.503333333333333
