Hybridization REF	TCGA-AA-A00U-01A-01R-A002-07
PLEKHA9	-1.384
CCDC43	0.12
ZNF232	-0.48275
SLC6A7	0.144
ADH5	0.06
SHBG	-1.01733333333333
CROCCL2	-0.4765
PANX3	-0.0325
CDIPT	-0.557
SLC16A5	0.77875
TUBB	-0.87325
TOR3A	-0.0487
PREP	1.58083333333333
ENTPD8	0.312142857142857
CHMP1B	0.4315
SYT12	-1.0491
MYH6	-1.5603
MAP3K13	1.095
KLHL30	0.186333333333333
LCMT1	-0.09525
EIF1AX	0.4785
FOXD4L1	0.197
SLC24A5	-4.36
RNF166	-0.6445
TJAP1	-0.613
TMEM156	-0.6755
ZNF239	1.7885
SNX19	0.4385
GKN1	0.205
FCN1	0.4615
C1QL1	-1.6705
ATP11C	0.065
ZNF35	1.1675
CARD8	0.06725
LIMD1	0.497166666666667
KIAA0286	-0.693375
XRN2	-0.0475
CD6	0.0343333333333333
TOX3	3.055
ZSCAN4	-0.362
RSRC1	-0.073
COG1	0.0775
PTRF	-0.9548
C16orf35	-0.566875
FBXO24	-0.79425
CHST11	-2.08025
THRB	-0.9672
MYBPC1	0.8725
RNF39	1.20716666666667
PSMD11	0.27475
ALAD	0.1685
EN1	-0.8155
SLC9A9	-0.92675
GSTM4	-0.204
CDC42BPA	0.00652631578947368
RCSD1	-1.9655
LUC7L2	-0.4465
SPTBN1	0.8379
LOC146167	-0.032
BAT5	0.5506
ZNF452	-1.39525
LSM4	-0.106625
SRP72	0.222
SGK269	-0.05625
MTX1	-0.2315
CENTA1	2.336
UNQ9433	1.677
ATR	0.169833333333333
DDX49	0.256
PAQR8	1.45433333333333
C14orf174	-0.3435
GBGT1	-1.12
THAP1	0.4705
OR10K1	0.0545
RASIP1	-1.833
DPYD	-1.9347
DOHH	0.2025
C18orf45	0.24925
POF1B	4.488
ZNF552	-0.42425
USP32	-1.061875
MED27	-0.267833333333333
C14orf149	-1.72783333333333
PRDX4	-0.544166666666667
ABHD12	-0.2104
AGT	-1.63225
SLC22A14	-0.3415
C1orf58	0.3825
PILRA	-1.0615
ABCF2	-0.293
C17orf85	0.00789999999999999
TKTL1	-0.96275
FGF1	0.1478
IL6R	-0.449666666666667
VPS25	-0.071
CHRNB2	-0.24375
COL7A1	-1.6683
LRRC48	-0.170833333333333
SPG20	-2.41333333333333
COX10	0.3385
GCA	0.77475
ECEL1	-0.874666666666667
GLG1	0.1515
SRD5A2L2	-0.04325
MUTYH	-0.38525
ZNF70	-0.393
L2HGDH	0.80425
GPATCH2	0.3805
ZNF655	-1.256875
ZNF227	0.0856666666666667
MCOLN2	1.697
NQO2	-2.23675
KCNQ5	-0.459
NEU1	0.707333333333333
QRICH1	-0.09875
ZBTB20	-0.228333333333333
RPUSD3	-0.46425
EPGN	-0.9395
TSN	0.365583333333333
SPRY2	1.09866666666667
LZTFL1	-0.014
GMFB	0.36575
PBEF1	1.0736
HBG2	-1.9805
TMEM8	0.4065
PALM2-AKAP2	-0.703666666666667
NFYA	0.738
FAM108A1	-0.459125
PBLD	0.712375
NRG4	-2.02775
PIGF	-0.01075
PTGER1	0.77475
NOS2A	4.037
C21orf34	-2.1105
C21orf51	-0.576666666666667
IL17C	0.1645
TRMT6	0.356333333333333
ETV2	0.181
CCDC109A	1.55575
MYLK2	-1.3655
ATP10A	-0.2784
DPH4	0.281
C5orf5	0.476166666666667
KCNA4	-0.1845
NMNAT2	-0.273833333333333
GLYATL2	-0.396
LSMD1	-0.462375
IL23R	-0.00125
NRF1	0.571
MUC15	-1.62833333333333
PRDM12	-0.423
PAQR4	-0.643928571428572
RBBP6	-0.536375
IFI27	3.5675
SKAP2	1.3705
TAGAP	0.498
TJP3	1.647
C9orf61	-1.8955
IDS	-1.16814285714286
PARG	0.23875
LOC131149	-0.037
DYRK4	0.716166666666667
MICALL1	-0.57375
GALR2	-0.1215
GPBP1L1	0.263875
TBX21	1.872
KCNJ6	-0.106833333333333
GGN	-0.14025
CASP5	0.475333333333333
RNF182	-4.49475
BRD4	0.73425
DOK4	1.413125
SLC46A2	0.171333333333333
SOX9	2.72525
ZNRD1	0.699
PRR6	-0.72775
FAU	-0.02625
DTNB	0.157833333333333
CARD9	-1.1565
STS-1	-1.03633333333333
SLC4A5	0.343
NSBP1	-0.6435
UGCGL2	-0.326166666666667
POTE15	-2.482
NOXA1	0.42375
RP13-347D8.3	0.27
SAMD10	0.113833333333333
EP400NL	-0.2065
TCF21	1.57975
AMELX	0.3235
JPH2	0.1613
SLA	0.6105
DLST	0.9315
SEPT12	-0.0665
RGS20	-3.7725
LXN	-0.784833333333333
ZNF419	-2.086375
UPK3B	-0.271166666666667
RELL1	-0.64275
ESPNL	-1.3115
KLHL21	-0.558125
PI15	0.071
C2orf61	0.272
LOC407835	-0.328666666666667
RER1	-0.212083333333333
ELAVL2	0.212
MGC26718	-1.3375
KLF2	0.79325
TNFAIP8L3	0.64825
TFE3	-0.09
C11orf17	-0.742375
15E1.2	0.6585
SNRPC	-0.54125
DLGAP1	-0.72825
PGLYRP1	0.194625
OVCH2	0.1885
IRF7	0.5874
SET	0.4777
NAB2	-0.598666666666667
LRP5L	0.0555
FAM120A	1.0323125
ASCL2	3.79616666666667
SHH	1.1245
ATP5H	0.0465
THPO	-0.898666666666666
TYRP1	-3.53466666666667
HIST1H3E	-0.1055
EIF2S1	0.441277777777778
TNFRSF17	-2.34416666666667
TARSL2	-0.57725
NKX2-8	0.135625
C1orf115	-0.82525
LOC56964	0.255
KIAA0841	-0.11025
ISCU	0.026
TTMA	-0.055
ZNF414	-0.1285
LOC441150	-1.20075
RAB15	1.85425
HBP1	-0.184833333333333
TNNT2	-0.915833333333333
CECR5	-0.3345
PHGDH	-1.20725
JRK	0.1953
XPO4	0.567
FAM131C	0.042
ARHGAP25	-0.170333333333333
CA9	-0.799222222222222
GPR62	-0.0141666666666667
TLX1	0.374833333333333
GPS1	-0.24625
OR2M2	0.291
BDP1	0.958785714285714
FAM70B	-0.2715
RPS29	0.381166666666667
MKLN1	0.1223
TSPAN19	-1.529
SLC29A3	0.2355
LGALS4	5.50683333333333
USH2A	0.0363333333333333
NF1	0.420333333333333
APOBEC3A	0.377166666666667
IMPAD1	0.276166666666667
OLR1	0.172333333333333
NRAP	-0.069
HCFC1R1	-1.51883333333333
TAOK2	-0.3545
MCM10	-0.1015
MAP4K3	0.196416666666667
CBS	-2.993875
CLK3	-0.8032
PCDHGA5	-0.714
ELF4	0.491
FAM71A	-0.00975000000000001
C11orf49	0.61525
CLIP2	0.69075
BTBD9	0.5304
ZNF524	1.28
KDELR1	0.2645
ZNF509	0.309
NCSTN	-0.133
ZNF533	-0.823642857142857
PARP4	0.22675
GALNT9	-0.0821666666666667
NPY	-2.334
BEGAIN	-2.3335
TMEM77	0.213
FOXRED1	-0.317833333333333
SLC16A2	-2.024
SLC35B1	-0.4805
GK5	0.816666666666667
SDCCAG10	0.05125
C4orf20	-0.13775
SLC9A2	2.12175
ADD1	0.311428571428571
TAL2	-0.817166666666667
ACLY	-0.051875
DNAJC1	0.102
SOST	-0.881
USP43	1.31183333333333
CYP4F12	0.72175
FKBP5	-0.115
CHCHD5	-0.3344
NUDT22	-0.1275
CCDC85B	-0.27
OR51G2	0.2645
STRN3	-0.343714285714286
TMOD2	0.02225
FLI1	-1.19
MAB21L2	0.467833333333333
DGKQ	0.06025
VPRBP	1.16733333333333
SCNN1B	-1.0313
ECHDC3	1.4271
TMEM106C	0.71825
CSNK2A2	-0.7725
RPL39	0.1824
HERC3	0.0171
ZBTB47	-0.7425
ZNF681	-0.12875
PAGE2	-2.542
CLIC5	3.451
RABAC1	0.04875
ZFHX2	0.44675
YPEL1	-1.37683333333333
KIAA0776	-0.2875
NR1D2	-0.023
DNAJC4	-0.681875
NPNT	3.188
ZNF677	-0.43
ZNF536	-0.16675
MEF2B	8.33333333333311e-05
PTPN4	0.49525
CTCFL	-3.8215
STX5	-0.201833333333333
CD72	0.1015
VEGFA	0.404157894736842
XRCC1	-0.6996
MAS1L	0.213333333333333
ELL	0.124
SETBP1	-1.57325
CDH11	1.169
NDC80	-0.121461538461538
DMBX1	-2.6605
NRSN1	0.403666666666667
BAT2D1	0.09575
CDS2	-0.351166666666667
C1orf212	0.173666666666667
SENP3	-0.560875
IL1F9	1.3975
EEF2K	-0.17275
COG8	-0.44875
CEP72	0.11275
OR1L8	-0.247
MUS81	-0.544333333333333
PHYH	0.335375
GGT6	1.5845
C22orf23	-0.854083333333334
C13orf33	2.08575
MAPK8IP2	-0.82925
NELL2	-2.22975
POU3F2	-2.53116666666667
ALPK1	1.27925
MRPS18C	-0.40975
RPLP2	0.375125
FGF22	0.31
SPNS1	-0.393333333333333
ZFP1	0.016
IL1RAPL1	-0.7285
PCSK9	-0.248666666666667
NKX2-1	0.637571428571428
C6orf189	0.68725
SP4	0.015
SLC11A1	0.4567
C21orf25	0.543166666666667
ICAM2	-0.559875
SH3GL1	-0.281666666666667
GSK3B	0.946666666666667
RALB	1.114125
PDXP	-1.4315
GNGT1	-2.0225
KIR2DL1	0.1435
TNFAIP3	1.22808333333333
C6orf32	-0.4042
CBLN2	0.554
PANK3	0.64625
TAAR9	-0.4125
WDR82	0.592285714285714
APOM	-3.82675
TRIP10	0.6905
SPATA16	0.1345
C1orf135	0.11275
USP51	-1.8685
TESK1	0.62425
C11orf64	0.0845
ZNF611	0.019
PDE6G	-0.0121666666666667
HLA-DQA1	1.328375
GCLC	0.958625
SEC61A1	0.139785714285714
TWSG1	0.381416666666667
ZMYND10	-1.11775
CTDP1	-0.336875
ADAMTS6	-0.706333333333333
SLIT1	-1.5005
KRT86	-0.6265
KIAA0574	-1.307
GTPBP2	-0.4794
PQLC3	-0.43675
PRRX2	-2.5535
C15orf44	-0.436666666666667
MKKS	0.252375
C11orf10	-0.481
GPR110	0.295625
CD109	-2.84133333333333
ADCY1	-0.329
RHBG	-3.36
TP53I3	0.35625
SLC22A3	1.4337
UCP2	-0.94675
FOXG1	-1.42433333333333
OR2AG1	0.1575
TRIM24	-0.036
PROC	-2.977875
TAAR6	0.12275
AMTN	-1.199
C10orf47	0.9375
DEPDC1	-0.1035
FLJ45557	-0.2035
ZDHHC17	-0.478625
KIAA1429	0.634333333333333
KCNH1	0.20525
VNN3	0.8685
PSMAL	1.58725
PPARD	0.217
HFM1	-0.55675
YBX1	-0.100666666666667
ZNF695	-1.05325
SCTR	-0.279
DCDC1	0.4785
VPS26B	0.1787
MTF2	-0.0481666666666667
ATP6V1F	-0.16575
CCDC94	-0.547
PERF15	0.0115
CCL11	2.40325
LMO7	1.149875
DCST1	0.3325
ADRBK1	0.319
CDRT4	-0.528875
ZNF84	-0.21825
HOXD8	-0.1735
STARD8	-1.22
FOXP2	-0.48275
CCDC103	0.2015
POLR3A	0.3355
GSC	-2.52216666666667
ZNF114	-2.51733333333333
HTR7P	0.195
LALBA	0.07
RMND5A	0.5635
PSCD2	0.349
ZNF409	-0.102
KRTAP1-3	0.151166666666667
MAF1	-0.281
LOC201725	-0.259
NRN1	-2.955625
SPAG5	-0.613666666666667
DNAH7	0.7795
FLJ43860	0.1715
BRCA2	0.5955
ACADM	-0.654625
CXXC6	-3.546375
RAGE	-0.971875
CHMP2A	0.1805
FAM8A1	0.384
GPR21	0.146
SLC12A3	-2.69016666666667
FVT1	-0.102
ZDHHC7	-0.084
FLJ44048	0.2075
SLC44A3	3.85516666666667
SDSL	-0.387666666666667
MMP8	-0.49225
PLA2G12B	-2.19383333333333
ACY1	0.56725
MT1E	-0.99
OR4K15	0.1235
TECTB	-0.399
GPR20	0.55825
IRAK2	0.26575
RFPL3	-0.742125
MYO9A	-0.59075
NARG1L	0.27025
BLMH	-0.303
CCDC3	2.35483333333333
C9orf21	-1.0345
KIAA0513	-0.356166666666667
MIER2	-0.043
PNMA2	-1.50425
SH3BP2	0.7188
ANXA10	-0.1885
RTN2	-1.901
TFB1M	-0.8375
PRPH2	1.28675
C14orf133	-0.01425
GOLGB1	-0.00574999999999999
IRX4	-1.61325
NFKBIL1	-0.443166666666667
C10orf62	-0.00025
APBB3	-0.76425
RPS10	0.1538
LOC728378	-1.36075
TLE3	-0.0769444444444444
PSMB7	-0.277375
MESDC1	-0.1945
SLC6A1	0.647166666666667
OCLN	2.05608333333333
PTTG3	-0.289333333333333
NAGLU	-0.30175
SERTAD4	-2.77925
SPRY1	1.4675
FLJ10781	-1.45358333333333
MYSM1	-0.062
TRIM4	0.333642857142857
SH3YL1	1.175
TREM2	0.617166666666667
SERPINI1	-1.1295
HDHD3	1.339375
TMEM38A	0.016375
EID2B	-2.90725
TDRD3	0.0331666666666667
SEDLP	-2.61275
THSD7A	0.231
NDST3	-1.2525
KLHL15	-0.6955
DHRS12	0.604
FBXO9	-0.626357142857143
TNPO1	0.131666666666667
MRPL13	0.417
SNX5	-0.6025
METTL6	-0.22775
SOD1	-0.024
CHML	-1.57566666666667
PACS1	-0.486875
SIRT5	-0.0717
CAPN2	-0.210666666666667
FXYD5	-1.19166666666667
TWISTNB	0.58375
LRFN1	0.0986666666666667
UBE1L	0.625125
UBE1C	-0.145
OR51B2	0.25925
OR4D11	0.2125
C15orf2	1.747
NR4A1	1.10133333333333
LOC339047	-0.9095
TRIM17	-1.176
ATP5G3	0.299071428571429
RPL15	-0.1365
ADAMTS8	0.02125
HOXC4	-0.183
C14orf37	0.123
CEACAM5	4.22825
MYT1L	0.148666666666667
RASA2	0.529875
OSBPL7	-0.3535
STAG1	0.1875
GIMAP4	2.82
FUT3	4.1195
PIF1	-1.698375
LPIN2	0.5069
SH3PX3	0.111
PDP2	0.51225
PAPD1	0.9
ERP27	2.20925
APOOL	0.0737
DIABLO	0.3105
TRHR	0.203375
ARMC9	-1.071625
RNF152	0.56575
SLITRK3	-0.0905
ZNF211	-0.5103
PFDN1	0.548625
RGS11	-0.630375
HS6ST1	-0.0794
AKR1D1	-0.67925
TNP2	0.0943333333333333
STK31	1.45966666666667
EML4	0.755333333333333
SGTA	-0.0763333333333333
HIST1H2BI	-1.83483333333333
PSMD6	-1.39116666666667
KIAA1257	2.71975
C18orf55	-0.425666666666667
FLJ20273	3.146875
RPL28	-0.148166666666667
EPYC	0.0655
NOX3	-0.185
ELAC1	-0.714833333333333
METT11D1	-0.39
BIN2	-0.903
NACA2	-0.208
CCDC17	-0.72525
HM13	-0.1413
UBOX5	-0.159625
UBE2O	-0.168125
UBL5	-0.23275
APOLD1	2.167625
C9orf31	0.222
TNFSF8	-0.012
ARHGAP29	-0.3625
PROKR2	0.233
PDE5A	-0.303
C6orf12	-0.9235
TOM1L1	0.401
WHDC1	-0.21525
FOXI1	0.513833333333333
RAB4A	0.8962
TMEM39B	-0.24025
ATPBD1C	-0.19775
FARSA	-0.305333333333333
PLEKHG5	1.0985
CMAS	0.805333333333333
OR7E24	0.38
SLC30A1	0.88125
CDC42EP5	0.7895
PLAC1	-1.56175
KLHL18	0.672666666666667
LBA1	-0.35
TAZ	-0.74475
CRIP2	-1.72025
BTBD11	-1.54633333333333
C16orf72	-0.03625
DIO2	0.3406
LRRCC1	1.28683333333333
CCDC136	-2.146
PRX	-0.683375
RBM5	-0.0115
TMEM85	-0.779
TUBGCP4	-0.528333333333333
APLN	2.269375
CDK7	0.142333333333333
SSR2	0.0355833333333333
CRELD1	-0.2645
C19orf46	1.59575
GAL3ST4	-0.368833333333333
KBTBD10	-0.1555
IL28A	0.09225
WDR27	-1.5335
MCM2	-0.904
SOX14	-0.7545
FLJ39743	0.2135
KIAA0922	-0.31
HIPK4	-0.276
FLJ25758	-0.022
C16orf57	0.0375833333333333
PDZD2	-0.411875
MCC	-1.06
HHLA3	-0.0523
ID2	0.30425
C20orf23	1.5665
ZNF688	-0.247
APOC2	-2.72983333333333
LOC440093	-0.19475
FAM50B	-1.81933333333333
PWP1	-0.289
DNAH10	1.0465
HIST1H2BA	0.57575
GPR56	1.0355
METAP2	-0.40425
PAN3	0.534833333333333
STXBP4	-0.144
PDHX	0.186
MTA1	-0.148416666666667
ZBED4	-0.059375
ZNF720	0.19
CDK2	-1.0525
RHOJ	-0.25625
CDC37	-0.067
ZER1	-0.26875
GRK4	-0.5895
PRPH	-0.77975
POLR2A	-0.319375
OGFOD1	-0.28775
NOL5A	-0.44125
PHEX	-1.405
FLJ16478	-0.0015
C20orf117	-0.666375
CAMTA2	-0.24975
C11orf74	0.027
DDX17	-0.694416666666667
C5orf27	0.068875
PLEKHA2	-0.4329
PDE4DIP	-2.0152
SCN7A	0.084
ZNF559	-0.722166666666667
CXCL10	3.01775
ZMYM4	0.0418333333333333
STK32B	-1.32913333333333
KIAA0888	-0.8555
TACR3	0.1735
CKAP2L	1.69925
KIF1A	-1.341
RSPRY1	0.603
VCAN	-0.41775
CYP27C1	-0.1075
SYDE1	-1.46233333333333
MED12L	-0.584
ZDHHC21	0.899875
NHS	0.7255
TM9SF3	2.037
DDHD1	-0.1355
MAFG	0.29525
BICD2	-0.8362
C14orf119	-0.161166666666667
C14orf43	-0.105571428571429
CDH7	-0.53525
ALKBH5	-0.125785714285714
JUP	1.446125
TMEM41A	0.758166666666667
MAMDC4	-0.845333333333333
CBX3	0.130125
LRRC18	0.30425
RBMXL2	0.0935
PLA2G4D	0.334333333333333
FGF13	-1.95225
KIF3A	0.375
PDIA6	-0.02075
DCXR	0.367
CASKIN2	0.02325
EHD1	0.00766666666666669
MARCKSL1	0.997666666666666
ZNF496	-0.171333333333333
SCAF1	0.0101666666666667
KCTD8	-0.30475
TRAF3IP3	-0.563857142857143
LSR	1.43875
CXorf1	0.241333333333333
C14orf112	0.58
EIF2B1	-0.3505
OMP	0.1665
GSTZ1	-1.0485
LOC92017	-0.43025
ISLR2	0.276
C12orf36	3.7025
GATA2	-1.71433333333333
GABRA5	-1.227
CELSR2	-1.41985714285714
STAM2	0.4926
TNAP	-0.372
PTPMT1	-0.322166666666667
GRP	1.03325
SV2A	-1.35566666666667
MAGEA12	-4.2185
CACNG1	-1.128
C18orf19	0.43475
GSG1	-0.286666666666667
PTPRJ	0.5095
FRMPD1	0.1125
ZNF668	-0.46525
PLEKHJ1	0.027375
ADAT1	-0.3519
TMEM50A	-0.285
UCN3	-0.1305
HOOK1	2.762375
IL17B	-0.7855
MLKL	0.740166666666667
TTC14	-1.24633333333333
KLHL5	-1.33575
CRYL1	0.4465
FOXH1	-0.082
NFYB	0.046375
PPM1G	0.00924999999999999
GOLGA2LY1	-0.55425
NMT1	-0.411375
HADHA	0.475
CHSY-2	0.85775
PLEKHF1	-0.591857142857143
SAGE1	-1.5185
MUSTN1	-0.42275
SUHW4	0.015
TFEB	1.249
ZFYVE27	0.15925
ATG12	0.042
BMI1	0.100285714285714
ZIM3	0.01775
MYH4	0.26975
MASP1	-0.874166666666667
KIAA0984	0.6165
RPAP2	-0.042
ASB5	0.0915
BOLA3	-0.1095
MIA3	0.619
KRT35	-0.021
KIR3DL3	0.0695
MRPL51	-0.41675
SEMA3F	-0.126
NDUFB2	0.399166666666667
LOC253012	3.76875
FAM46C	-0.7405
G6PC	-2.051
CSAG3A	-4.765
PREX1	-1.6125
SLC25A45	-0.6265
MAPKBP1	-0.6395
CPE	-1.3838
GNB1	-0.00700000000000001
CXCR6	1.5135
TRIM46	-0.252
C16orf3	-0.205833333333333
HPSE	0.91275
TIGD3	-0.3075
SPG3A	-0.6475
LCAT	-1.3
ST6GAL1	0.900666666666667
POMC	-0.21925
FLJ36031	0.0456666666666667
NSMAF	0.122833333333333
SKIL	1.5805
ADSS	0.630333333333333
HMGCS1	-0.5754
POLR3F	-0.041
RAB10	0.529
ZNF277P	0.2345
ZBTB7B	0.7175
DHRS1	-0.317125
ABCC13	0.339375
CNOT3	-0.25475
NFKBIA	0.35475
GAK	0.337
SFT2D2	0.7055
HOXA6	1.3225
CRTC1	0.050125
LY6D	-0.3615
C20orf72	-0.294833333333333
CPT1A	1.0585
LMO1	-1.39
EIF3I	0.2245
PRB4	-0.0505
MCM3APAS	-0.20975
C20orf132	-0.768
FOXF2	-2.393
S100A12	0.39825
MLH1	-0.9785
ACTN1	0.3439
MRPL36	-0.0328333333333333
C20orf106	-0.4805
FBXO6	0.231833333333333
MKS1	-0.3895
CX3CR1	-4.575
PDE1B	-0.2585
PLP1	-3.8985
KISS1	0.606166666666667
C14orf2	0.224
TBC1D3P2	-0.6855
COMMD6	0.5521
ANKRD7	-1.286
PTCHD1	-0.90575
NARS2	0.14675
DOCK7	0.38075
FAM127B	-0.947125
LOC390243	0.0831666666666667
N6AMT2	0.48425
ZNF391	0.184
DNAJB14	0.721
WRB	-0.375
BPI	0.100583333333333
TTC4	-0.207333333333333
FAM10A5	-0.41025
GOT1L1	0.3274
MAGED1	-0.53825
RESP18	0.35775
WFDC6	-0.21975
MT2A	-2.2935
C11orf56	0.866
KIAA1432	0.831
ROR1	-2.376875
HSD17B14	-0.259
ZFAND2B	0.48225
SAMD4B	0.04075
HEXA	-1.071125
HNRNPU	0.324136363636364
USP39	-0.013375
NRD1	-0.1025
R3HDML	0.56175
FLT4	0.169666666666667
OMG	-0.277166666666667
OR52N4	0.1445
LOC399818	-0.22275
ELA2	-1.77375
VENTXP1	-0.195
RFC5	-0.7365
OR52L1	0.303
PAX5	0.5845
FBXO2	-2.17975
GMEB1	0.3085
AKT3	-1.09666666666667
CRB1	-1.07283333333333
CTTN	0.134333333333333
UTP15	0.674833333333333
HSBP1	-0.195083333333333
PHF11	0.4605
NDEL1	-0.310833333333333
USP8	-0.4915
BAIAP2	-0.033625
SI	0.913166666666667
ARSJ	0.947666666666667
BAAT	-2.48725
KCNS3	-1.01583333333333
LOC126147	-0.4145
TMEM37	-1.1385
C1orf162	0.6725
MBD1	-0.4461
ITGAL	-0.711833333333333
WDR73	-0.4475
GKN2	0.330666666666667
ARFGAP1	-0.346375
SLC5A8	1.08466666666667
ZBTB40	-0.0866
CYP4B1	-1.22433333333333
LYPLAL1	-0.78925
CHST3	-1.59575
MAP3K9	0.374
BTAF1	-0.483833333333333
TFAP2E	-0.073
RBM35B	1.4065
LOC441251	-0.287833333333333
ANKRD25	-1.40916666666667
UQCRC2	0.305
MAEA	0.555583333333333
HYAL1	-1.3012
RNPEPL1	-0.433166666666667
CPSF2	0.242875
PSD3	-1.1617
ABCA13	-0.437375
AGR2	2.917
GBX1	-0.3765
HDLBP	0.4165
ACY3	0.4435
HECW1	-0.55675
ZNF519	-0.91675
HOPX	2.008375
ZNF304	-2.35125
OR12D3	0.0755
FKSG43	-0.22625
METTL1	0.751625
MFSD3	0.1457
PSPH	-0.434
CLCA3	0.57
DARS2	-0.0956666666666667
CDC25A	0.697666666666667
BAIAP2L1	1.46525
B3GNT5	2.493
USP29	0.067
ARHGEF10L	1.9876
ATOX1	-0.31575
ADAM30	0.35425
DNASE1	-0.09175
STT3A	0.0613333333333333
RAB6IP1	-1.8885
PTN	-1.5166
C1orf106	1.53253846153846
HECA	1.47075
RNF122	-0.49525
SLC22A18AS	0.7445
GNG8	0.00416666666666666
ELP4	-0.01775
FAM65A	-0.385
RPL10A	0.0563333333333333
IRS4	0.08
MACF1	0.452
SEC24D	-0.408
LOC374395	-0.29975
TGFB2	-0.909
MDFIC	-1.739
CHRNE	0.277333333333333
PCMTD2	-0.197666666666667
ATP6V0D1	0.47
MTA2	0.43925
LZTR1	-1.33
RAP1A	0.0255
AXIN1	0.371
POLR1C	0.09575
TRIO	0.35375
PLXNA4A	-0.768083333333333
C5orf33	0.1095
DEPDC1B	0.252375
ZNF473	0.572333333333333
MTM1	0.368625
GPR107	0.376833333333333
CSNK1A1L	0.773833333333333
FLJ14154	-0.1225
NLRC4	1.04175
ENPP4	2.39616666666667
PADI3	0.1455
RNF170	0.214
CG018	-0.500333333333333
C16orf7	-0.95325
KCNE1	0.1915
NRM	-1.48133333333333
SLC37A3	0.886
TPD52L2	-0.674333333333333
UNC5B	-0.10925
C12orf12	0.0641666666666667
SDHB	-0.26175
CLRN1	0.136
NUDT10	-3.2
UGT3A1	0.085875
FBXW8	-0.199125
RHOF	0.045375
PTPLAD1	-0.950875
MYO3B	-0.2475
DERA	-0.63275
TPP2	0.24225
C19orf53	-0.1865
GINS3	-0.04625
ST6GALNAC5	-0.118
CHSY1	-1.36275
MGC15705	-0.0345
GPR83	0.104333333333333
EXT2	0.667
DOLK	0.16175
TUBAL3	0.049
ACVRL1	2.047
ABL2	-0.149583333333333
C14orf156	-0.121666666666667
PTPRZ1	-4.1785
DIP2C	-0.745
LAMP1	0.562875
RXRA	-0.3198
MAP3K5	1.855
ALKBH1	0.524166666666667
PDLIM7	-0.64575
ARL14	3.69
SNIP1	0.0663333333333333
TIMP3	-0.778166666666667
RGS3	-0.000166666666666658
SPAG16	-2.3506
ABHD4	-1.113
ARHGEF12	0.336083333333333
GLUD2	-0.4445
RAC2	-1.8418
UAP1L1	-1.5235
SLC18A3	0.0875
YOD1	-0.0526666666666667
RALY	-0.3895
HMOX2	0.789875
DGKH	1.45875
DBNDD2	1.2715
YIPF4	1.009
THAP10	-0.18325
ZNF513	0.12775
HAGHL	-1.01716666666667
ITGB4	0.9925
CCDC141	-0.2215
YTHDF3	0.74575
C5orf28	0.15325
RPL7L1	-0.489
TMEM30B	1.13628571428571
ANKRD35	-0.5395
DUOXA2	3.8355
TBC1D5	-0.2915
DFNB59	-1.0005
HRH4	0.29575
MYO6	1.7756
DNAJA4	1.813125
RBM24	-0.454625
CEACAM20	-0.5055
RBM23	-0.203214285714286
NGFB	-0.1075
C1orf63	0.127
KRTAP7-1	-0.237
PERLD1	1.20775
NPB	0.1285
C17orf59	-0.3638
HSPBAP1	0.497
SLC15A4	-0.277
PRTFDC1	0.74475
OSMR	-2.04957142857143
CYSLTR2	-0.2455
C19orf25	-0.2234
KIAA1797	0.63
NLRP6	0.649
FAM105B	0.5945
SCRN2	-0.999
LRRC58	0.6582
RNF17	0.046
NEIL3	-1.03
FAM137A	-1.78075
SKP2	-1.4895
PARVA	0.351833333333333
PKLR	-1.457
RNF34	0.073375
A3GALT2	0.1575
C12orf50	-0.1285
SUNC1	-1.1585
FAM102B	-0.27
CCT2	0.0505
LRRC37A2	-0.162
ARF4	0.239
SIKE	0.18125
C8orf48	-1.662
MBTPS1	-0.346642857142857
GPSN2	-0.0875
NCF2	1.0735
SLC12A6	0.0261666666666667
MRPL48	0.25425
HMGN3	-0.197833333333333
LRRC62	-0.97825
PAX9	0.434
FAM55A	6.405
C20orf42	3.31066666666667
SCML2	-0.544666666666667
BCL9	0.3465
FAM40A	0.337
C9orf41	0.0183333333333333
ZNF774	1.547
LETM1	0.68
PLXNB1	0.5225
NIPSNAP1	-0.54225
USP10	0.24375
F9	0.30575
LIPE	1.29575
CNGB3	-0.0075
C12orf52	0.03875
PI4K2A	-0.263625
MED8	-0.2305
STAT4	0.8506
FGD4	1.5885
RNF145	0.2565
WDR32	0.5535
CLDN2	3.8565
TCEAL8	-0.5685
ZMYND8	-0.054
PDXK	0.32846875
GATAD2A	0.764
PTGES3	0.254
CCM2	-0.49575
TAP1	1.43525
ZNF670	0.5235
ETS2	2.61814285714286
C6orf166	0.386666666666667
PRMT2	-0.2275
OR4B1	0.2905
INTS8	0.56
CCDC102A	-0.79775
CCDC83	-1.18633333333333
ITGA1	1.0828
EPHA5	-1.2209
FAM24B	0.17
TSGA10	1.04175
HAL	-1.39266666666667
MYOT	0.24375
SPACA3	1.07625
BCL2L2	-0.0286666666666667
CUGBP2	1.51683333333333
CCNB3	-0.15175
RNF113B	-0.111
MERTK	0.12925
BAG1	-0.0105
VPS36	0.747
ORMDL3	0.4203
C1orf190	-1.05775
ZNF625	0.02325
CORO2B	-2.31925
ALOX15	-0.335
CST1	0.7605
NUPR1	1.3975
CCL7	-0.00674999999999999
SMCR5	-2.7125
