Hybridization REF	TCGA-AA-A01K-01A-01R-A00A-07
C6orf189	0.83075
SP4	0.0805
SLC11A1	1.2665
C21orf25	1.15833333333333
ICAM2	-0.3025
SH3GL1	-0.371166666666667
GSK3B	0.357833333333333
RALB	1.101
PDXP	-1.91883333333333
GNGT1	-0.63125
KIR2DL1	-0.0105
TNFAIP3	1.06608333333333
C6orf32	-0.2189
CBLN2	-1.3025
PANK3	0.570125
TAAR9	-0.124
WDR82	-0.282928571428571
APOM	-3.604625
TRIP10	0.5145
SPATA16	0.504833333333333
C1orf135	-1.26225
USP51	-1.396
TESK1	0.3775
C11orf64	0.10025
ZNF611	-0.061
PDE6G	-0.752666666666667
HLA-DQA1	2.365625
GCLC	1.227375
SEC61A1	0.508785714285714
TWSG1	-0.2295
ZMYND10	-1.20175
CTDP1	-0.411125
ADAMTS6	0.343
SLIT1	-1.06625
KRT86	-1.0795
KIAA0574	1.56975
GTPBP2	-0.6999
PQLC3	0.546
PRRX2	-0.888166666666667
C15orf44	-0.022
MKKS	-0.05025
C11orf10	-0.1335
GPR110	0.639875
CD109	-1.00258333333333
ADCY1	-0.338666666666667
RHBG	-3.6755
TP53I3	0.996375
SLC22A3	2.1435
UCP2	-1.20825
FOXG1	-1.63683333333333
OR2AG1	0.045
TRIM24	-1.07775
PROC	-1.82775
TAAR6	0.1695
AMTN	-0.335
C10orf47	0.0893333333333333
DEPDC1	-1.8235
FLJ45557	0.45375
ZDHHC17	0.13575
KIAA1429	0.174666666666667
KCNH1	0.0135
VNN3	0.397875
PSMAL	1.2285
PPARD	0.49225
HFM1	-0.431
YBX1	-1.1965
ZNF695	-1.62875
SCTR	-0.414166666666667
DCDC1	-0.1995
VPS26B	-0.00309999999999997
MTF2	-1.3465
ATP6V1F	0.168
CCDC94	-0.43925
PERF15	-0.039
CCL11	3.0185
LMO7	1.504375
DCST1	0.603
ADRBK1	-0.166875
CDRT4	-0.178
ZNF84	-1.03725
HOXD8	0.93775
STARD8	-1.04533333333333
FOXP2	-0.292714285714286
CCDC103	0.381
POLR3A	-0.649
GSC	-0.777333333333333
ZNF114	-1.32416666666667
HTR7P	0.167
LALBA	0.076
RMND5A	0.109833333333333
PSCD2	-0.15475
ZNF409	-0.0785
KRTAP1-3	0.228666666666667
MAF1	-0.5655
LOC201725	-1.11633333333333
NRN1	-1.868125
SPAG5	-1.55483333333333
DNAH7	1.079
FLJ43860	0.24
BRCA2	0.338
ACADM	-1.82725
CXXC6	-2.862875
RAGE	-1.567
CHMP2A	0.56925
FAM8A1	0.5174
GPR21	-0.673
SLC12A3	-2.8415
FVT1	0.318857142857143
ZDHHC7	-0.015125
FLJ44048	0.3305
SLC44A3	2.80383333333333
SDSL	-0.234666666666667
MMP8	0.18575
PLA2G12B	3.25366666666667
ACY1	-0.491
MT1E	-1.47366666666667
OR4K15	-0.211
TECTB	-0.9365
GPR20	0.375625
IRAK2	-0.78025
RFPL3	-0.146625
MYO9A	0.08675
NARG1L	0.50375
BLMH	-0.05725
CCDC3	2.5355
C9orf21	-0.627666666666667
KIAA0513	-0.4935
MIER2	0.16
PNMA2	-0.880916666666667
SH3BP2	0.2349
ANXA10	-0.84425
RTN2	-0.835166666666667
TFB1M	-0.485
PRPH2	1.16875
C14orf133	-0.573
GOLGB1	1.01091666666667
IRX4	-2.478375
NFKBIL1	-0.002
C10orf62	-0.03675
APBB3	-0.591
RPS10	0.9461
LOC728378	-2.083
TLE3	0.151666666666667
PSMB7	-0.19975
MESDC1	0.661
SLC6A1	0.447833333333333
OCLN	1.88175
PTTG3	-1.04916666666667
NAGLU	-0.49025
SERTAD4	-1.281375
SPRY1	0.78475
FLJ10781	-0.536833333333333
MYSM1	0.24025
TRIM4	0.264357142857143
SH3YL1	1.251125
TREM2	2.60033333333333
SERPINI1	-0.391
HDHD3	1.599625
TMEM38A	-0.862625
EID2B	-1.83275
TDRD3	0.570666666666667
SEDLP	0.184
THSD7A	1.00466666666667
NDST3	-0.301
KLHL15	-0.342333333333333
DHRS12	0.9385
FBXO9	-0.367642857142857
TNPO1	-0.633833333333333
MRPL13	0.436833333333333
SNX5	-1.78166666666667
METTL6	-1.33675
SOD1	-0.734
CHML	-0.833166666666667
PACS1	-0.56475
SIRT5	0.0338
CAPN2	0.8585
FXYD5	0.538166666666667
TWISTNB	0.4025
LRFN1	-0.184
UBE1L	1.212375
UBE1C	-0.43125
OR51B2	0.044
OR4D11	-0.2585
C15orf2	-0.1855
NR4A1	0.276333333333333
LOC339047	-1.1265
TRIM17	0.491375
ATP5G3	0.769571428571429
RPL15	-0.902333333333333
ADAMTS8	-0.457
HOXC4	-0.525
C14orf37	1.3325
CEACAM5	5.229125
MYT1L	0.1938
RASA2	0.345125
OSBPL7	0.253
STAG1	0.1375
GIMAP4	3.51433333333333
FUT3	5.57516666666667
PIF1	-2.08275
LPIN2	0.0976
SH3PX3	0.671
PDP2	1.015
PAPD1	0.84675
ERP27	2.34125
APOOL	0.5451
DIABLO	0.40975
TRHR	0.268375
ARMC9	-0.793875
RNF152	0.807
SLITRK3	0.224166666666667
ZNF211	-0.3248
PFDN1	0.746375
RGS11	-0.1785
HS6ST1	0.0972
AKR1D1	-0.349
TNP2	0.5785
STK31	4.0495
EML4	0.153
SGTA	-0.632166666666667
HIST1H2BI	-2.2015
PSMD6	-2.5135
KIAA1257	0.3425
C18orf55	-0.3625
FLJ20273	1.904625
RPL28	-0.0776666666666667
EPYC	1.21325
NOX3	-0.118
ELAC1	0.355833333333333
METT11D1	-1.05625
BIN2	0.223
NACA2	0.27725
CCDC17	-0.511
HM13	0.1661
UBOX5	-0.364714285714286
UBE2O	-0.014
UBL5	-0.0515
APOLD1	0.59175
C9orf31	0.13
TNFSF8	-0.4295
ARHGAP29	-1.278
PROKR2	0.525
PDE5A	0.732666666666667
C6orf12	-0.276
TOM1L1	0.4745
WHDC1	0.526
FOXI1	-0.312833333333333
RAB4A	0.8611
TMEM39B	-1.12225
ATPBD1C	-0.58275
FARSA	-0.7975
PLEKHG5	0.43075
CMAS	0.4815
OR7E24	0.049
SLC30A1	-0.6205
CDC42EP5	1.10916666666667
PLAC1	-1.2635
KLHL18	-0.544416666666667
LBA1	0.3329
TAZ	-1.0875
CRIP2	-1.361125
BTBD11	0.386666666666667
C16orf72	0.876
DIO2	1.8501
LRRCC1	-0.0736666666666667
CCDC136	-2.2805
PRX	-0.649875
RBM5	-0.4254
TMEM85	-0.067125
TUBGCP4	-1.06883333333333
APLN	1.772375
CDK7	0.672833333333333
SSR2	0.387
CRELD1	-1.07125
C19orf46	0.5665
GAL3ST4	-0.237833333333333
KBTBD10	0.395
IL28A	0.10925
WDR27	0.2665
MCM2	-1.44316666666667
SOX14	-0.8885
FLJ39743	1.0805
KIAA0922	-0.7395
HIPK4	0.879
FLJ25758	-0.754
C16orf57	0.068
PDZD2	1.037625
MCC	-0.043875
HHLA3	-1.15775
ID2	0.57775
C20orf23	1.30141666666667
ZNF688	0.39475
APOC2	-0.991
LOC440093	-0.1845
FAM50B	0.169
PWP1	0.0425
DNAH10	0.15675
HIST1H2BA	-0.0865
GPR56	1.28033333333333
METAP2	-0.053375
PAN3	0.8855
STXBP4	0.452
PDHX	-0.563
MTA1	-1.19775
ZBED4	0.459125
ZNF720	-0.549
CDK2	-1.1435
RHOJ	0.22225
CDC37	-0.578166666666667
ZER1	-0.252625
GRK4	-0.75875
PRPH	-0.0085
POLR2A	0.20825
OGFOD1	-0.29125
NOL5A	-2.08975
PHEX	-0.7085
FLJ16478	-0.37325
C20orf117	-0.186625
CAMTA2	-0.238
C11orf74	-0.138166666666667
DDX17	0.234666666666667
C5orf27	-0.277625
PLEKHA2	-0.984666666666667
PDE4DIP	-1.0851
SCN7A	-0.189333333333333
ZNF559	-0.714666666666667
CXCL10	3.45475
ZMYM4	-0.435
STK32B	-0.850133333333333
KIAA0888	-1.5237
TACR3	0.971
CKAP2L	-0.867
KIF1A	-1.4475
RSPRY1	0.99825
VCAN	1.082
CYP27C1	-0.5535
SYDE1	-1.16866666666667
MED12L	-0.79125
ZDHHC21	1.069375
NHS	1.5645
TM9SF3	2.23916666666667
DDHD1	-0.574875
MAFG	0.143
BICD2	-1.0861
C14orf119	-0.742
C14orf43	-0.0615714285714286
CDH7	0.16675
ALKBH5	-0.825642857142857
JUP	1.703875
TMEM41A	0.722666666666667
MAMDC4	-1.286
CBX3	-0.494
LRRC18	-0.021
RBMXL2	0.98025
PLA2G4D	0.44
FGF13	-1.166375
KIF3A	0.132
PDIA6	-0.69675
DCXR	-0.6105
CASKIN2	-0.0903333333333334
EHD1	0.228166666666667
MARCKSL1	-0.139333333333333
ZNF496	-1.02116666666667
SCAF1	-0.0705
KCTD8	-0.20425
TRAF3IP3	0.434928571428571
LSR	1.26275
CXorf1	0.206833333333333
C14orf112	0.499
EIF2B1	-0.354
OMP	0.0675
GSTZ1	-1.83475
LOC92017	0.6325
ISLR2	0.3245
C12orf36	2.75
GATA2	-2.12666666666667
GABRA5	-1.3345
CELSR2	-2.18828571428571
STAM2	0.4149
TNAP	0.814
PTPMT1	-0.973
GRP	5.7545
SV2A	-1.4625
MAGEA12	-5.07875
CACNG1	-1.7985
C18orf19	0.01175
GSG1	-0.3655
PTPRJ	0.165642857142857
FRMPD1	0.3225
ZNF668	0.01375
PLEKHJ1	0.404375
ADAT1	-1.0076
TMEM50A	-0.5782
UCN3	-0.513
HOOK1	0.61025
IL17B	0.3035
MLKL	1.496
TTC14	-1.00683333333333
KLHL5	-0.673
CRYL1	2.13883333333333
FOXH1	-0.3905
NFYB	0.39225
PPM1G	-0.16725
GOLGA2LY1	0.00449999999999999
NMT1	0.264625
HADHA	-0.3052
CHSY-2	0.94175
PLEKHF1	0.361357142857143
SAGE1	-1.8115
MUSTN1	-0.374
SUHW4	0.95875
TFEB	1.91633333333333
ZFYVE27	1.343
ATG12	-0.154
BMI1	-0.212714285714286
ZIM3	0.662333333333333
MYH4	1.40325
MASP1	-0.866833333333333
KIAA0984	-0.0655
RPAP2	-1.023
ASB5	0.098
BOLA3	0.035
MIA3	0.3035
KRT35	0.6285
KIR3DL3	-0.443
MRPL51	-0.25525
SEMA3F	-1.21683333333333
NDUFB2	0.947
LOC253012	-0.57575
FAM46C	-0.8553
G6PC	-1.952375
CSAG3A	-6.11633333333333
PREX1	-0.877
SLC25A45	-0.458375
MAPKBP1	0.0923
CPE	1.3812
GNB1	-1.684
CXCR6	1.052
TRIM46	-0.75325
C16orf3	-0.189833333333333
HPSE	0.803125
TIGD3	-0.7725
SPG3A	1.0145
LCAT	-0.9705
ST6GAL1	-1.08033333333333
POMC	0.02325
FLJ36031	0.111833333333333
NSMAF	0.5235
SKIL	2.009
ADSS	0.284
HMGCS1	-0.7687
POLR3F	-0.797166666666667
RAB10	0.420625
ZNF277P	-0.164375
ZBTB7B	0.024125
DHRS1	-0.61125
ABCC13	-0.121142857142857
CNOT3	-0.18025
NFKBIA	0.04825
GAK	0.018
SFT2D2	1.402
HOXA6	0.224
CRTC1	-0.142625
LY6D	-1.28116666666667
C20orf72	-2.00116666666667
CPT1A	0.6435
LMO1	-1.1525
EIF3I	-0.44575
PRB4	-0.27625
MCM3APAS	-1.11575
C20orf132	-0.7338
FOXF2	-0.31575
S100A12	1.12525
MLH1	-0.959666666666667
ACTN1	0.2901
MRPL36	0.516833333333333
C20orf106	0.39075
FBXO6	0.125833333333333
MKS1	-0.164833333333333
CX3CR1	-3.1405
PDE1B	-0.075
PLP1	-4.7345
KISS1	-0.3265
C14orf2	0.4395
TBC1D3P2	0.0245
COMMD6	1.6435
ANKRD7	-0.967333333333333
PTCHD1	-0.428875
NARS2	-1.233
DOCK7	-0.8015
FAM127B	-1.051625
LOC390243	-0.223833333333333
N6AMT2	0.708
ZNF391	-0.589
DNAJB14	0.5815
WRB	-0.9525
BPI	0.329166666666667
TTC4	-1.3055
FAM10A5	-0.13425
GOT1L1	0.2596
MAGED1	-0.772625
RESP18	-0.55225
WFDC6	-0.1695
MT2A	-3.0555
C11orf56	1.391
KIAA1432	0.191
ROR1	-1.597
HSD17B14	0.018
ZFAND2B	0.63825
SAMD4B	0.03275
HEXA	-0.4425
HNRNPU	0.219636363636364
USP39	-0.274375
NRD1	-1.00375
R3HDML	0.21825
FLT4	-0.296166666666667
OMG	0.111333333333333
OR52N4	-0.454
LOC399818	-0.57375
ELA2	-1.905
VENTXP1	-0.54
RFC5	-1.0745
OR52L1	-0.3875
PAX5	-0.64
FBXO2	0.0315
GMEB1	-0.4625
AKT3	-0.571
CRB1	-0.6095
CTTN	0.1725
UTP15	0.4975
HSBP1	-0.09225
PHF11	1.8585
NDEL1	-0.2855
USP8	0.2315
BAIAP2	-0.177875
SI	1.30133333333333
ARSJ	-1.11933333333333
BAAT	-2.443
KCNS3	1.74683333333333
LOC126147	-0.42
TMEM37	1.439
C1orf162	2.34366666666667
MBD1	-1.0064
ITGAL	-0.0321666666666667
WDR73	-0.219833333333333
GKN2	0.0128333333333333
ARFGAP1	-0.317625
SLC5A8	0.0012
ZBTB40	-0.3639
CYP4B1	-1.7652
LYPLAL1	-0.154
CHST3	-0.552
MAP3K9	-0.5095
BTAF1	-0.350166666666667
TFAP2E	-0.351
RBM35B	0.7905
LOC441251	-0.224833333333333
ANKRD25	-0.545
UQCRC2	1.023
MAEA	0.0818333333333333
HYAL1	-1.6994
RNPEPL1	-0.372166666666667
CPSF2	-0.449375
PSD3	0.3993
ABCA13	1.17025
AGR2	1.90475
GBX1	-0.8245
HDLBP	0.843642857142857
ACY3	0.743
HECW1	-0.16275
ZNF519	-1.3045
HOPX	3.528125
ZNF304	-0.948625
OR12D3	0.6985
FKSG43	-0.37125
METTL1	0.547875
MFSD3	-0.457
PSPH	-0.0635
CLCA3	-0.033
DARS2	-0.359166666666667
CDC25A	-1.75
BAIAP2L1	1.01975
B3GNT5	2.783625
USP29	-0.378
ARHGEF10L	2.0794
ATOX1	-0.033875
ADAM30	0.62275
DNASE1	1.02625
STT3A	1.13316666666667
RAB6IP1	-0.6375
PTN	0.1808
C1orf106	2.54307692307692
HECA	1.90875
RNF122	-0.073
SLC22A18AS	0.382
GNG8	0.208666666666667
ELP4	-0.83575
FAM65A	-0.0443333333333333
RPL10A	-0.231
IRS4	-0.119
MACF1	0.254
SEC24D	0.05125
LOC374395	-0.20875
TGFB2	-0.670125
MDFIC	-0.520125
CHRNE	0.1345
PCMTD2	0.661666666666667
ATP6V0D1	-0.0576666666666667
MTA2	0.7615
LZTR1	-0.781833333333333
RAP1A	-0.631833333333333
AXIN1	0.091375
POLR1C	-0.17125
TRIO	0.2815
PLXNA4A	-0.12075
C5orf33	-0.07175
DEPDC1B	-0.596
ZNF473	0.5015
MTM1	0.937625
GPR107	0.338833333333333
CSNK1A1L	0.350833333333333
FLJ14154	-0.5825
NLRC4	2.22375
ENPP4	2.01033333333333
PADI3	0.094
RNF170	-0.140875
CG018	0.0513333333333333
C16orf7	-0.66275
KCNE1	0.03375
NRM	-1.01733333333333
SLC37A3	0.545285714285714
TPD52L2	-0.718
UNC5B	1.836
C12orf12	0.6645
SDHB	-0.7935
CLRN1	-0.301428571428571
NUDT10	-1.76016666666667
UGT3A1	-0.118875
FBXW8	-0.328
RHOF	0.12775
PTPLAD1	-0.6985
MYO3B	0.29125
DERA	-0.05
TPP2	0.04725
C19orf53	-0.0495
GINS3	-1.073875
ST6GALNAC5	1.6685
CHSY1	-0.8915
MGC15705	0.4915
GPR83	0.236166666666667
EXT2	0.076
DOLK	0.3345
TUBAL3	3.755
ACVRL1	2.2365
ABL2	-0.0739166666666666
C14orf156	-0.279166666666667
PTPRZ1	-2.3215
DIP2C	0.28425
LAMP1	0.221125
RXRA	-0.3331
MAP3K5	1.73825
ALKBH1	-0.684666666666667
PDLIM7	0.021875
ARL14	3.9195
SNIP1	-0.805666666666667
TIMP3	1.17533333333333
RGS3	0.241833333333333
SPAG16	-0.532222222222222
ABHD4	-0.954
ARHGEF12	0.716083333333333
GLUD2	-0.873
RAC2	-0.281
UAP1L1	-0.443
SLC18A3	-0.349
YOD1	-0.361727272727273
RALY	-0.51425
HMOX2	0.85075
DGKH	0.682
DBNDD2	2.08633333333333
YIPF4	1.09525
THAP10	-0.18475
ZNF513	-0.0355
HAGHL	-1.41333333333333
ITGB4	1.53183333333333
CCDC141	-0.355
YTHDF3	1.03075
C5orf28	0.83375
RPL7L1	-1.67825
TMEM30B	0.571071428571429
ANKRD35	1.4135
DUOXA2	3.464
TBC1D5	-0.729875
DFNB59	0.094
HRH4	0.68225
MYO6	2.4347
DNAJA4	1.890625
RBM24	-0.1755
CEACAM20	-1.19175
RBM23	-1.02264285714286
NGFB	0.429
C1orf63	-0.00340000000000001
KRTAP7-1	-0.1755
PERLD1	1.4385
NPB	-0.2985
C17orf59	0.351
HSPBAP1	0.7805
SLC15A4	0.09275
PRTFDC1	0.68725
OSMR	-0.910571428571428
CYSLTR2	0.262
C19orf25	0.223
KIAA1797	-0.58
NLRP6	0.27
FAM105B	0.6748
SCRN2	-0.485333333333333
LRRC58	-0.6223
RNF17	-0.0724285714285714
NEIL3	-2.314
FAM137A	-1.53575
SKP2	-2.72675
PARVA	0.896333333333333
PKLR	-0.806
RNF34	-0.157125
A3GALT2	0.1745
C12orf50	0.0472
SUNC1	-0.8335
FAM102B	-0.615166666666667
CCT2	-0.646
LRRC37A2	-0.55
ARF4	0.3615
SIKE	-0.314875
C8orf48	0.081
MBTPS1	-0.0699285714285714
GPSN2	-0.5375
NCF2	3.08725
SLC12A6	0.386833333333333
MRPL48	0.38825
HMGN3	-0.984333333333333
LRRC62	-0.64925
PAX9	-1.207
FAM55A	1.8775
C20orf42	2.66366666666667
SCML2	-1.26966666666667
BCL9	0.19075
FAM40A	-0.71325
C9orf41	0.0673333333333333
ZNF774	0.222
LETM1	-0.5895
PLXNB1	-0.1355
NIPSNAP1	-0.192
USP10	-0.9075
F9	0.003
LIPE	0.15725
CNGB3	-0.154
C12orf52	-0.285125
PI4K2A	-0.324125
MED8	-0.69175
STAT4	1.2874
FGD4	1.2275
RNF145	-0.149833333333333
WDR32	-0.2326
CLDN2	4.6145
TCEAL8	0.415
ZMYND8	-0.2025
PDXK	-0.09384375
GATAD2A	1.164
PTGES3	0.1135
CCM2	-0.58225
TAP1	1.568
ZNF670	0.27375
ETS2	1.92892857142857
C6orf166	0.371333333333333
PRMT2	-0.502214285714286
OR4B1	-0.00650000000000001
INTS8	0.2595
CCDC102A	-0.078
CCDC83	-0.842166666666667
ITGA1	1.2253
EPHA5	-0.6841
FAM24B	0.0128333333333333
TSGA10	1.65125
HAL	-1.1485
MYOT	-0.507333333333333
SPACA3	2.18425
BCL2L2	-0.368833333333333
CUGBP2	1.32533333333333
CCNB3	-0.4485
RNF113B	0.5365
MERTK	0.8365
BAG1	0.06625
VPS36	-0.172
ORMDL3	0.1661
C1orf190	-0.10975
ZNF625	0.2455
CORO2B	-1.628
ALOX15	-0.27
CST1	1.936
NUPR1	0.659833333333333
CCL7	0.968
SMCR5	-2.381
DSC2	1.8025
RBMS2	0.26625
GRIK4	1.0955
TRIM65	-0.3933
TMPRSS6	-0.183928571428571
TP53INP2	-0.351
GLB1L	-0.207166666666667
LOC388284	-0.601333333333333
PUS1	0.255714285714286
BCL9L	-0.7445
OLFM1	-1.3778
RET	-1.294625
MASTL	-1.69933333333333
ALX3	-0.434
IL1RL1	-0.0711666666666666
ZNF765	-0.3095
C14orf138	-0.631
SNX10	-0.330333333333333
TAC4	-0.702
C1orf64	-3.0325
POGK	0.350375
MAPK9	-0.31525
ZNF366	0.6585
C8orf79	0.9796
CLDN7	3.73725
OR5AT1	-0.697
TRIM37	-2.70575
LRRC25	2.1205
GRHL2	2.6371
TEKT3	-0.28875
LASS5	-0.482833333333333
ABCC4	-0.0566666666666667
DLG3	0.997375
VGLL1	-0.001875
ZFP36L2	1.607
MFRP	-0.7845
KIAA1799	-0.818
FLJ44379	0.3995
PCNX	-0.201
ANXA9	0.417
CYP4V2	0.2997
PIK3C2A	-0.7175
SRR	-1.4795
NOL3	-1.28625
IFITM2	0.27
ARNTL2	-0.51975
ZNF595	-2.9285
NLRP13	0.3035
ASPH	-0.154875
CPA2	0.348
PVRIG	-1.58716666666667
LEPR	-0.823666666666667
C16orf42	-0.0593333333333333
SH3BGRL	0.73525
FAM77D	0.326333333333333
FNDC7	0.288
C9orf6	0.245
NOTCH2NL	-0.614
PGBD1	0.199666666666667
SYNGR2	0.608666666666667
PITPNA	0.0311875
PRPF4B	-0.1758
SLC43A3	-2.66857142857143
NRBP1	-0.46875
SLC25A22	-0.1785
ILK	-0.15575
SLC22A8	-0.0241666666666667
MRPS7	-0.44625
PITX2	2.57625
FABP3	-0.003875
OR1L1	0.3545
LOC728215	0.31225
BLID	-0.5355
KIAA1217	2.56211764705882
TFPT	-0.7495
AP4B1	-0.447
VBP1	-1.167
OR1K1	-0.1845
MORC3	0.04825
BHMT2	-1.45316666666667
C3orf10	-0.936625
FZD7	1.3425
WFDC10A	0.9825
PMS2CL	-0.491625
CCDC32	0.6605
FA2H	2.3895
ALG13	0.1285
TTLL7	-0.7569
SPOCK3	0.62475
SLC13A2	0.1645
AIM1	2.954
GPRC6A	0.151
EGR2	2.95825
MED11	0.077
WWC1	1.4375
SH3GL3	-2.56825
RIF1	-0.275642857142857
PRLH	-0.7875
VLDLR	-3.285
DBT	-0.2535625
C21orf63	-1.67775
CGGBP1	-0.380375
KRTAP12-2	0.585
TADA3L	-1.6865
ZBTB16	-0.00449999999999999
PDGFB	0.045625
RFX1	0.013875
UQCRB	0.9866
LOC133874	1.1835
HPS3	-2.57575
LGALS3BP	1.1102
DKFZP564O0823	2.70192857142857
MRFAP1L1	-0.99925
HOXA10	1.4855
NGB	0.012
KIF21A	0.780076923076923
IFLTD1	-0.1315
LZTS1	-0.9025
ARHGEF3	0.526
RHBDL3	-1.606
CSNK1G2	0.172833333333333
ChGn	-0.879
KIAA1244	1.0395
GABRB2	-0.3405
MGC72080	-0.621
CD27	3.4115
EGLN1	-1.1841
PEX13	0.47175
RWDD3	-0.121
RNF12	-0.356
GRIN2B	0.9375
ADAMTS14	-0.144
DYDC2	-0.977666666666667
ATP6AP1	-0.3025
NR1H2	-0.873
PDK2	-0.044
C3orf17	0.285666666666667
SLC38A2	-0.720785714285714
SLC25A29	-1.33683333333333
C15orf29	0.6215
ADAM9	-0.495416666666667
TMUB2	0.317625
GPR176	-0.989
AGK	-0.583875
MCCD1	0.12425
NDUFA4	0.477
TMEM146	-0.29425
DUSP1	-0.203125
UNQ6975	-0.243
EMX2OS	1.98725
INSM2	1.2115
LUZP4	-0.31675
SETD6	-0.902
P2RY2	2.0535
SLC45A2	-0.7835
RABGAP1	0.288166666666667
UBXD5	-0.178
GPRC5A	2.2721
PAK3	-0.351333333333333
LOC63920	-0.60225
TGFBR1	0.3741
KRTAP6-3	-0.01525
SFMBT2	-0.0223333333333334
CDC42	-0.1796
C11orf35	-0.4945
TTLL2	-0.2365
UACA	0.341666666666667
CD97	0.9564
SETD5	-0.83125
NINJ2	-1.11575
PTER	0.0188333333333333
POMGNT1	-0.7735
KRTAP4-2	-0.3775
ECGF1	1.548875
HRB	-0.397636363636364
ATP1B2	-0.3912
LOC400506	0.0715
COL4A3BP	0.5975
C6orf97	-0.13125
GRHPR	-0.969375
TAS2R1	0.6
SEMA7A	-0.848
EDF1	0.03125
ODF2L	0.4787
PCID2	-0.461666666666667
GTF2H4	-0.467
ZCCHC3	-1.19175
CGB2	0.146166666666667
NEUROD1	0.13125
C20orf75	0.153
RP5-1054A22.3	1.99883333333333
IFNA5	0.141
ZNF134	-1.20008333333333
MGC119295	-0.6145
ZSWIM6	-0.086625
SMEK1	0.016
PCGF2	-0.44775
C1orf102	1.36825
CYP2A13	-0.5765
KCNH6	-0.0708
MDM1	0.5559
ALDH7A1	-0.1185
C9orf75	0.69375
VDAC3	-1.02225
OR51T1	0.061
EIF3F	-0.45625
KCNJ10	-0.686375
LENG8	0.46675
EDEM2	0.271916666666667
CCNJL	0.63
DHX37	-0.0595
CRYGN	-0.398
AATF	-0.115875
ZNF630	0.583875
E2F5	0.477
WFDC13	-0.025
FTSJ3	-0.738666666666667
C4orf33	0.838
LHFPL4	-1.89025
C19orf56	-0.464583333333333
SMAD4	-0.157625
AFM	-0.176666666666667
G0S2	0.211
FCHSD2	0.0532
RRP1B	-1.1658
EEF1B2	0.7335
STAT6	-0.1805
ZNF195	-0.22875
GNL1	-1.17183333333333
ZNRF2	0.623
PER3	-0.490875
ASB16	0.11475
C10orf10	0.633428571428571
ADCY8	-2.2482
C9orf58	-1.41583333333333
ARMC10	0.0918333333333333
PSG1	-0.236
DHX34	-0.449
VARS2	-0.787875
NFIC	-1.26325
ITPR2	0.47825
AGXT2	0.685
OR6K3	0.228
H2AFZ	-0.372833333333333
MLLT3	0.962416666666667
COX4I2	0.44975
CCNT2	-0.175625
PLK4	-1.02175
NUMBL	-0.069
MED16	-0.226
PLEKHQ1	0.92125
GOSR1	0.627166666666667
BTG4	-0.147
RPL30	0.727166666666667
IGSF5	-0.55225
IGFL2	3.19766666666667
ELMOD2	0.561666666666667
SHC3	-1.0955
HAVCR1	0.3005
DYNC2H1	-1.44142857142857
RNF5	-0.791666666666667
C2orf7	-0.3655
NLF1	0.81
KLHL25	0.751
LRP10	-0.4447
KRI1	-0.53975
PUS7L	0.603333333333333
MGMT	0.78275
HOXD1	0.157
CSH1	-0.3748
ATG16L2	-1.08775
FLJ44635	0.8215
CHODL	0.436
EXOSC8	-0.86725
SLC28A1	0.27425
MYO7B	1.53933333333333
SEH1L	-0.0188
MTNR1A	0.100333333333333
TSPAN5	-0.361166666666667
CDC45L	-2.28533333333333
AMIGO1	0.2835
ATAD3A	-1.454375
OSGIN2	0.607333333333333
PDIK1L	-0.145333333333333
DARC	0.72325
PIPSL	0.3505
SHMT1	-1.5965
CRISP3	0.343
POPDC2	1.54816666666667
ZRANB2	-1.2565
FBXL8	-0.0795
TRIP13	-1.38454545454545
EIF5AL1	-0.556
POU5F1P3	-3.96783333333333
IL6	-0.903666666666667
CXorf38	0.704
IFNA16	0.1175
FBXL2	1.27583333333333
BRD1	0.733
STATH	0.181
FBXO44	-0.147666666666667
MCCC2	0.55625
CDC2	-1.0379
C5orf23	1.72325
IVD	-0.343
C10orf122	-0.43025
MSL3L1	0.8637
MVP	1.1955
EPOR	-1.6537
ZMYM1	-0.334333333333333
BCL7C	0.128
PSTPIP2	0.3088
LYPD1	-0.6725
OR8G5	0.274
ZP3	0.124
BCAS4	-0.200166666666667
EDG6	2.19175
ISY1	-0.37925
PRAMEF2	-0.388333333333333
CUL1	-0.49625
RNF213	1.6286
CCRK	0.76325
DHX9	-0.0175
C13orf29	0.2645
NCKAP1	-0.2265
MRPL43	0.451642857142857
XPR1	0.48525
PKN2	-0.0194
PODNL1	0.9635
ZNF333	-0.228125
DALRD3	-0.8875
OPN1SW	0.189
BTBD6	-0.363
C11orf82	-1.147
OR5P3	0.1105
DUSP11	0.21025
L1CAM	-1.2436
NEK11	0.845833333333333
OR7E91P	0.755
CNTN3	1.2609
CREB3L2	1.4215
ZBTB37	0.4975
KIAA1324L	-0.2155
NDUFB10	-0.0255
NUDT2	0.139
GTPBP8	0.643
CACNA1D	0.535875
PRKAA2	-0.942166666666667
PRDM8	0.563
MGC16075	2.26716666666667
KRT14	-2.18557142857143
PP8961	0.0704285714285715
MRPL18	-0.12325
ABCG2	0.182
PACRG	0.683
BBS2	-0.03775
KREMEN2	-2.892
FBXO21	1.03575
HNRPUL1	-0.0190833333333333
GRB10	0.4765
CLSTN1	0.382
LMAN2	-0.6531
C17orf61	0.48075
NIPSNAP3A	1.08175
INSIG2	-0.6
