Hybridization REF	TCGA-AA-A00E-01A-01R-A002-07
SPG3A	-0.32425
LCAT	-1.85616666666667
ST6GAL1	-1.05166666666667
POMC	0.39
FLJ36031	-0.302666666666667
NSMAF	0.0228333333333333
SKIL	0.852
ADSS	0.0185
HMGCS1	0.6319
POLR3F	-0.316333333333333
RAB10	0.65825
ZNF277P	0.15525
ZBTB7B	0.72325
DHRS1	-0.15375
ABCC13	1.884
CNOT3	-0.37
NFKBIA	0.336
GAK	0.3645
SFT2D2	1.23133333333333
HOXA6	1.49
CRTC1	0.068625
LY6D	-1.2955
C20orf72	-0.4155
CPT1A	1.03725
LMO1	-1.965
EIF3I	0.2005
PRB4	0.1925
MCM3APAS	-0.679875
C20orf132	-1.2479
FOXF2	-3.06475
S100A12	1.26
MLH1	-3.06866666666667
ACTN1	0.4052
MRPL36	-0.1615
C20orf106	0.0465
FBXO6	1.539
MKS1	-0.4125
CX3CR1	-4.022375
PDE1B	-0.1835
PLP1	-3.84125
KISS1	0.434833333333333
C14orf2	-0.107666666666667
TBC1D3P2	-0.5885
COMMD6	0.2225
ANKRD7	-1.8305
PTCHD1	-2.02271428571429
NARS2	-0.8195
DOCK7	0.27975
FAM127B	-0.32675
LOC390243	-0.189666666666667
N6AMT2	0.44825
ZNF391	0.1685
DNAJB14	0.181833333333333
WRB	-1.009625
BPI	0.543833333333333
TTC4	-0.441833333333333
FAM10A5	0.0555
GOT1L1	-0.171222222222222
MAGED1	0.561625
RESP18	0.18075
WFDC6	0.423
MT2A	-1.157
C11orf56	1.0085
KIAA1432	0.9995
ROR1	-0.90025
HSD17B14	0.565166666666667
ZFAND2B	0.733375
SAMD4B	0.136
HEXA	-0.149
HNRNPU	0.486181818181818
USP39	0.210625
NRD1	-0.085
R3HDML	0.34
FLT4	0.341666666666667
OMG	0.308833333333333
OR52N4	0.3085
LOC399818	0.02025
ELA2	-2.33625
VENTXP1	-0.00850000000000001
RFC5	-0.3205
OR52L1	0.2265
PAX5	0.0645
FBXO2	-2.72725
GMEB1	0.092
AKT3	-0.7135
CRB1	-1.12383333333333
CTTN	0.692166666666667
UTP15	0.0971666666666667
HSBP1	0.0218333333333333
PHF11	1.0545
NDEL1	0.4095
USP8	-0.65075
BAIAP2	-1.5144375
SI	3.61316666666667
ARSJ	-0.616833333333333
BAAT	-2.6685
KCNS3	-1.269
LOC126147	-0.375166666666667
TMEM37	0.0205
C1orf162	3.26483333333333
MBD1	0.2464
ITGAL	0.700333333333333
WDR73	-0.452666666666667
GKN2	0.178333333333333
ARFGAP1	-0.675125
SLC5A8	-0.2465
ZBTB40	-0.056
CYP4B1	-2.43733333333333
LYPLAL1	-0.10325
CHST3	0.2985
MAP3K9	0.241
BTAF1	-0.226
TFAP2E	0.2845
RBM35B	1.215
LOC441251	-0.685333333333333
ANKRD25	-1.48216666666667
UQCRC2	0.207
MAEA	0.733583333333333
HYAL1	-3.189
RNPEPL1	-0.128166666666667
CPSF2	0.504
PSD3	-0.539
ABCA13	-0.57975
AGR2	4.547625
GBX1	-0.197
HDLBP	0.234857142857143
ACY3	0.87125
HECW1	-1.12875
ZNF519	0.265
HOPX	2.5155
ZNF304	0.505125
OR12D3	-0.004
FKSG43	0.18
METTL1	0.28875
MFSD3	-0.6074
PSPH	-0.8835
CLCA3	0.3575
DARS2	-0.976833333333333
CDC25A	-0.0198333333333333
BAIAP2L1	1.948
B3GNT5	2.604375
USP29	-0.4425
ARHGEF10L	1.4241
ATOX1	-0.650125
ADAM30	0.2135
DNASE1	0.64025
STT3A	1.70716666666667
RAB6IP1	-1.246
PTN	-1.3251
C1orf106	2.38753846153846
HECA	0.60775
RNF122	-0.0355
SLC22A18AS	2.1275
GNG8	0.0758333333333333
ELP4	-0.16475
FAM65A	0.0308333333333333
RPL10A	-0.355833333333333
IRS4	0.083
MACF1	0.3514
SEC24D	1.7095
LOC374395	-0.0275
TGFB2	-1.527125
MDFIC	-0.8635
CHRNE	0.343333333333333
PCMTD2	-1.01916666666667
ATP6V0D1	0.629833333333333
MTA2	1.02225
LZTR1	-1.14683333333333
RAP1A	0.446166666666667
AXIN1	-0.4715
POLR1C	-0.0655
TRIO	-1.05958333333333
PLXNA4A	-0.813
C5orf33	0.33375
DEPDC1B	-0.10825
ZNF473	0.115833333333333
MTM1	1.370125
GPR107	0.398833333333333
CSNK1A1L	0.724333333333333
FLJ14154	0.012
NLRC4	3.61275
ENPP4	2.66616666666667
PADI3	-0.2395
RNF170	0.422125
CG018	-0.0243333333333333
C16orf7	-0.96225
KCNE1	0.9645
NRM	-1.51016666666667
SLC37A3	0.911071428571429
TPD52L2	-0.805833333333333
UNC5B	-0.068
C12orf12	0.2392
SDHB	-0.29675
CLRN1	0.09625
NUDT10	-3.153
UGT3A1	0.69625
FBXW8	0.10575
RHOF	1.27575
PTPLAD1	0.40775
MYO3B	1.15
DERA	-0.11675
TPP2	0.6895
C19orf53	-0.621166666666667
GINS3	-0.642
ST6GALNAC5	-0.0525
CHSY1	-0.58875
MGC15705	0.278
GPR83	0.2505
EXT2	0.898
DOLK	0.437
TUBAL3	3.1615
ACVRL1	2.6011
ABL2	-0.61075
C14orf156	-0.385833333333333
PTPRZ1	-4.066125
DIP2C	-1.190375
LAMP1	0.628
RXRA	-0.0537
MAP3K5	2.63025
ALKBH1	-0.0586666666666667
PDLIM7	-0.647625
ARL14	3.679
SNIP1	-0.268666666666667
TIMP3	0.32075
RGS3	-0.173666666666667
SPAG16	0.2298
ABHD4	-0.6055
ARHGEF12	0.0230833333333333
GLUD2	0.036
RAC2	-0.6832
UAP1L1	-0.8425
SLC18A3	0.7025
YOD1	-0.460333333333333
RALY	-0.8735
HMOX2	0.43
DGKH	1.7355
DBNDD2	1.29583333333333
YIPF4	0.690125
THAP10	-0.27675
ZNF513	-0.00925
HAGHL	-0.7555
ITGB4	1.2385
CCDC141	-0.7795
YTHDF3	0.4755
C5orf28	0.16675
RPL7L1	-1.91675
TMEM30B	1.44792857142857
ANKRD35	0.201
DUOXA2	1.1635
TBC1D5	-1.0745
DFNB59	-0.9815
HRH4	0.211
MYO6	1.7916
DNAJA4	2.520625
RBM24	-1.910125
CEACAM20	-0.725
RBM23	-0.250857142857143
NGFB	-0.0375
C1orf63	0.2381
KRTAP7-1	0.073
PERLD1	1.19325
NPB	0.357
C17orf59	0.8744
HSPBAP1	-0.24125
SLC15A4	0.053125
PRTFDC1	0.53375
OSMR	-2.23878571428571
CYSLTR2	0.4425
C19orf25	-0.0313
KIAA1797	0.4215
NLRP6	-0.057
FAM105B	0.8081
SCRN2	-0.579833333333333
LRRC58	0.2914
RNF17	0.172571428571429
NEIL3	-1.951
FAM137A	-2.16175
SKP2	-1.9465
PARVA	0.257833333333333
PKLR	-1.9525
RNF34	0.47
A3GALT2	0.447
C12orf50	0.0618333333333333
SUNC1	-1.746
FAM102B	0.607333333333333
CCT2	-0.173
LRRC37A2	-0.108
ARF4	1.3315
SIKE	0.498875
C8orf48	-1.73033333333333
MBTPS1	-0.242
GPSN2	-0.5215
NCF2	3.7525
SLC12A6	0.685333333333333
MRPL48	0.3855
HMGN3	-0.5555
LRRC62	-1.52025
PAX9	0.617125
FAM55A	5.179
C20orf42	2.3845
SCML2	-1.9188
BCL9	0.027
FAM40A	-0.24225
C9orf41	0.819333333333333
ZNF774	0.7715
LETM1	0.395
PLXNB1	0.138333333333333
NIPSNAP1	-0.566
USP10	-0.223
F9	-0.01625
LIPE	2.39525
CNGB3	0.702
C12orf52	-0.431875
PI4K2A	0.045375
MED8	0.25375
STAT4	1.896
FGD4	2.2545
RNF145	0.636666666666667
WDR32	0.1041
CLDN2	3.496
TCEAL8	0.46975
ZMYND8	-1.0345
PDXK	-0.14765625
GATAD2A	0.25325
PTGES3	0.3485
CCM2	-0.4285
TAP1	2.96375
ZNF670	0.9005
ETS2	2.11964285714286
C6orf166	-0.16
PRMT2	0.00671428571428573
OR4B1	0.1835
INTS8	0.5485
CCDC102A	-1.398
CCDC83	-1.1065
ITGA1	1.4241
EPHA5	-1.8696
FAM24B	-0.0846666666666667
TSGA10	1.15225
HAL	-1.6475
MYOT	1.068
SPACA3	0.43575
BCL2L2	0.599333333333333
CUGBP2	1.148
CCNB3	1.24125
RNF113B	-0.11775
MERTK	-0.00124999999999999
BAG1	-0.32725
VPS36	0.77475
ORMDL3	0.4449
C1orf190	-1.255
ZNF625	0.6525
CORO2B	-2.62175
ALOX15	-1.1735
CST1	2.318
NUPR1	0.1195
CCL7	3.402
SMCR5	-3.0165
DSC2	3.9805
RBMS2	0.338
GRIK4	-0.01
TRIM65	-0.2636
TMPRSS6	-0.617785714285714
TP53INP2	-0.05
GLB1L	0.341
LOC388284	-0.718333333333333
PUS1	-0.108357142857143
BCL9L	-0.6095
OLFM1	-1.81733333333333
RET	-2.849375
MASTL	-0.337333333333333
ALX3	0.16275
IL1RL1	0.0161666666666667
ZNF765	1.2144
C14orf138	-0.148
SNX10	-0.0966666666666667
TAC4	0.299
C1orf64	-3.766125
POGK	0.076625
MAPK9	0.63925
ZNF366	1.4825
C8orf79	0.6887
CLDN7	3.56025
OR5AT1	0.547
TRIM37	-1.463
LRRC25	3.09775
GRHL2	1.2138
TEKT3	0.30825
LASS5	-0.358333333333333
ABCC4	0.176833333333333
DLG3	1.816875
VGLL1	0.1045
ZFP36L2	1.543
MFRP	0.0688333333333333
KIAA1799	-0.658
FLJ44379	0.6915
PCNX	0.37025
ANXA9	-1.6095
CYP4V2	1.3268
PIK3C2A	1.11675
SRR	0.3145
NOL3	-1.15275
IFITM2	1.089
ARNTL2	1.737
ZNF595	-1.8725
NLRP13	-0.823
ASPH	1.243625
CPA2	-0.079
PVRIG	-1.15183333333333
LEPR	-1.03866666666667
C16orf42	-0.192666666666667
SH3BGRL	-1.27075
FAM77D	-1.15533333333333
FNDC7	-0.172
C9orf6	0.928
NOTCH2NL	1.148
PGBD1	-1.108
SYNGR2	0.793666666666667
PITPNA	0.198875
PRPF4B	-0.1022
SLC43A3	-0.345
NRBP1	-0.15525
SLC25A22	0.577
ILK	-0.08475
SLC22A8	0.464166666666667
MRPS7	-0.189
PITX2	2.72
FABP3	0.00625
OR1L1	0.211
LOC728215	-1.01625
BLID	-1.318
KIAA1217	0.917411764705882
TFPT	-1.188
AP4B1	-0.179
VBP1	-0.14425
OR1K1	0.324
MORC3	0.193
BHMT2	-2.59383333333333
C3orf10	0.109625
FZD7	-1.8705
WFDC10A	1.0065
PMS2CL	-0.878625
CCDC32	1.10733333333333
FA2H	2.13925
ALG13	-0.389
TTLL7	-0.5503
SPOCK3	-0.1525
SLC13A2	0.843
AIM1	1.9485
GPRC6A	0.61
EGR2	2.73675
MED11	-0.13975
WWC1	1.65
SH3GL3	-3.869
RIF1	0.255571428571429
PRLH	0.068
VLDLR	-3.1215
DBT	0.325133333333333
C21orf63	0.5505
CGGBP1	-0.5745
KRTAP12-2	0.307
TADA3L	-0.228875
ZBTB16	0.00825
PDGFB	0.51375
RFX1	0.10375
UQCRB	-0.4601
LOC133874	0.09
HPS3	-2.78575
LGALS3BP	0.8977
DKFZP564O0823	4.49614285714286
MRFAP1L1	-0.0555
HOXA10	2.84483333333333
NGB	-0.137
KIF21A	1.18907692307692
IFLTD1	0.3985
LZTS1	-2.378375
ARHGEF3	1.225
RHBDL3	-2.1935
CSNK1G2	-0.134083333333333
ChGn	-1.223875
KIAA1244	1.21466666666667
GABRB2	0.781
MGC72080	0.102
CD27	2.942
EGLN1	-0.7591
PEX13	0.7705
RWDD3	-0.0105
RNF12	-0.0606666666666667
GRIN2B	1.7595
ADAMTS14	-0.5275
DYDC2	-1.885
ATP6AP1	0.5788
NR1H2	-0.999333333333333
PDK2	-0.53525
C3orf17	-0.459166666666667
SLC38A2	-0.824214285714286
SLC25A29	-0.4745
C15orf29	0.73125
ADAM9	1.41825
TMUB2	-0.009125
GPR176	-0.6475
AGK	-0.6785
MCCD1	-0.1085
NDUFA4	-0.1325
TMEM146	0.194
DUSP1	1.177
UNQ6975	-0.396
EMX2OS	0.5395
INSM2	-0.0265
LUZP4	-0.0363333333333333
SETD6	-1.34075
P2RY2	1.704
SLC45A2	-1.085
RABGAP1	-0.6715
UBXD5	-0.230125
GPRC5A	1.8722
PAK3	-1.00783333333333
LOC63920	0.023
TGFBR1	0.6594
KRTAP6-3	0.18575
SFMBT2	-0.598
CDC42	0.7579375
C11orf35	0.028
TTLL2	-0.547
UACA	-0.263
CD97	1.1545
SETD5	-0.745625
NINJ2	-1.45025
PTER	1.02416666666667
POMGNT1	0.39
KRTAP4-2	0.202
ECGF1	2.479
HRB	0.647909090909091
ATP1B2	-0.4667
LOC400506	-0.90425
COL4A3BP	0.90975
C6orf97	-1.633
GRHPR	-1.060375
TAS2R1	0.108
SEMA7A	-1.53325
EDF1	0.0275
ODF2L	0.169777777777778
PCID2	-0.521333333333333
GTF2H4	-0.181833333333333
ZCCHC3	-0.157125
CGB2	0.451833333333333
NEUROD1	0.155
C20orf75	0.2805
RP5-1054A22.3	1.29033333333333
IFNA5	1.136
ZNF134	-1.62325
MGC119295	-0.756
ZSWIM6	-0.2815
SMEK1	0.916166666666667
PCGF2	-0.385625
C1orf102	0.8465
CYP2A13	0.294
KCNH6	-0.6511
MDM1	0.265
ALDH7A1	-1.91066666666667
C9orf75	0.599
VDAC3	-0.02025
OR51T1	0.1135
EIF3F	-0.634833333333333
KCNJ10	0.286125
LENG8	-0.05325
EDEM2	0.769916666666667
CCNJL	-0.846833333333333
DHX37	-0.3455
CRYGN	-0.5875
AATF	0.2125
ZNF630	1.046375
E2F5	0.234
WFDC13	-0.21425
FTSJ3	-0.0108333333333333
C4orf33	0.546
LHFPL4	-3.20725
C19orf56	-0.07775
SMAD4	0.318625
AFM	0.1882
G0S2	-0.556
FCHSD2	0.0794
RRP1B	-0.396
EEF1B2	0.0266666666666667
STAT6	0.0413333333333334
ZNF195	0.47425
GNL1	-0.499166666666667
ZNRF2	0.7305
PER3	0.1725
ASB16	-0.05575
C10orf10	0.678071428571428
ADCY8	-3.08883333333333
C9orf58	-2.04933333333333
ARMC10	0.326833333333333
PSG1	-0.2455
DHX34	-0.058
VARS2	-0.8925
NFIC	0.043
ITPR2	0.02025
AGXT2	0.0436
OR6K3	0.397
H2AFZ	-0.048
MLLT3	1.184
COX4I2	0.8755
CCNT2	-0.163875
PLK4	0.144625
NUMBL	-0.301833333333333
MED16	-0.2785
PLEKHQ1	0.51025
GOSR1	-0.150722222222222
BTG4	0.306333333333333
RPL30	-0.25475
IGSF5	-0.77475
IGFL2	1.21033333333333
ELMOD2	0.889
SHC3	-1.38633333333333
HAVCR1	-0.1915
DYNC2H1	-2.475
RNF5	-0.587666666666667
C2orf7	0.39225
NLF1	0.646
KLHL25	0.533
LRP10	1.6144
KRI1	-0.68475
PUS7L	0.217
MGMT	0.37925
HOXD1	3.2275
CSH1	-0.0497
ATG16L2	-0.93975
FLJ44635	0.7535
CHODL	-0.521
EXOSC8	-0.30175
SLC28A1	0.04925
MYO7B	2.25283333333333
SEH1L	0.2296
MTNR1A	0.832166666666667
TSPAN5	0.240166666666667
CDC45L	-1.1475
AMIGO1	0.7065
ATAD3A	-0.3605
OSGIN2	0.259666666666667
PDIK1L	0.621166666666667
DARC	1.3595
PIPSL	0.038
SHMT1	0.0405
CRISP3	-0.619
POPDC2	0.856666666666667
ZRANB2	-0.167833333333333
FBXL8	0.3925
TRIP13	-0.204454545454545
EIF5AL1	0.9635
POU5F1P3	-4.9255
IL6	1.8935
CXorf38	0.738333333333333
IFNA16	0.2275
FBXL2	-2.30433333333333
BRD1	0.4305
STATH	0.971
FBXO44	-1.03266666666667
MCCC2	0.692
CDC2	-0.677
C5orf23	-3.74225
IVD	0.228
C10orf122	-0.423
MSL3L1	-0.4703
MVP	1.23775
EPOR	-0.867
ZMYM1	-0.114833333333333
BCL7C	0.0786666666666667
PSTPIP2	-0.021
LYPD1	-2.934
OR8G5	-0.184
ZP3	-0.2255
BCAS4	-0.224333333333333
EDG6	2.355
ISY1	-0.0085
PRAMEF2	-1.0645
CUL1	0.084125
RNF213	1.3494
CCRK	0.01475
DHX9	0.080625
C13orf29	-0.608
NCKAP1	0.531166666666667
MRPL43	0.165928571428571
XPR1	0.30525
PKN2	0.7239
PODNL1	0.1445
ZNF333	-0.267125
DALRD3	-0.3225
OPN1SW	-0.0605
BTBD6	0.56225
C11orf82	-0.781
OR5P3	0.1685
DUSP11	0.3125
L1CAM	-1.6648
NEK11	0.582333333333333
OR7E91P	0.9125
CNTN3	0.8373
CREB3L2	0.951
ZBTB37	0.438
KIAA1324L	-1.227
NDUFB10	0.222166666666667
NUDT2	0.11825
GTPBP8	-0.40025
CACNA1D	0.558875
PRKAA2	-2.45033333333333
PRDM8	0.338
MGC16075	-0.129333333333333
KRT14	-2.31085714285714
PP8961	0.4965
MRPL18	0.04725
ABCG2	-2.83925
PACRG	0.53075
BBS2	-0.40025
KREMEN2	-0.444
FBXO21	0.1355
HNRPUL1	-0.00499999999999999
GRB10	-0.35425
CLSTN1	1.258875
LMAN2	0.1401
C17orf61	-0.264
NIPSNAP3A	0.66025
INSIG2	-0.788
PCDHB7	-0.785166666666667
STXBP2	0.719625
CMAH	0.152
SEMA5B	-2.1625
ZNF155	0.346333333333333
COQ6	-0.581
PRPF4	-0.50075
TSPAN15	3.0839
VN1R5	0.04425
LATS2	-0.37325
SELK	1.49825
PGK2	0.061
MS4A1	2.407
TYW3	0.122
KRTAP5-1	0.5815
RCCD1	-0.673333333333333
BTN1A1	0.31825
DDX28	-0.32875
TMEM65	-0.038
LOC92345	0.346
TTC31	-0.3615
WDR46	-0.6225
CHP2	3.8265
LSP1	0.545
ZNF542	-1.8565
EXOSC1	0.1605
ARHGAP18	0.773333333333333
LRRTM4	-0.7445
MAOB	-1.483
CACNB4	-0.83875
MGC33846	-0.2185
RANBP3L	-0.04025
ATP5L	-0.35175
ONECUT1	-3.133
NUDT9	0.527
TMEM149	1.2895
STX17	0.91
IGSF10	-5.32075
TMPRSS9	0.462
BMPR2	0.1225
ALLC	0.05625
KLF7	-0.49925
GCC1	0.2734
TIMM9	-0.45725
CDO1	-2.60283333333333
MGC10701	-0.180833333333333
IFI6	1.5775
FRMD8	0.4355
MGAT2	1.19575
WBP5	0.375666666666667
CNIH2	-0.187
KIAA0907	-0.5232
KCNH8	1.3165
CTSG	-1.594
GRIK1	0.168833333333333
CUL5	0.44625
FRMD1	0.4155
OR9A4	0.8745
SYT6	-2.2475
FOXD4L2	0.4825
ANAPC2	-0.610666666666667
OPN5	0.059
TAF13	0.6445
LYG2	-0.347
GGNBP1	-0.2455
C11orf40	0.1585
OTX2	-0.771
REG4	4.20016666666667
EIF5	-0.251375
PALB2	-0.34825
SEPSECS	0.749
RNASE3	-0.3055
TRIM49	-1.817
POLR2K	-0.0423
GPR42	-0.1345
C8B	-2.7485
SASS6	-1.01925
PREB	0.312833333333333
OR3A3	0.66
TUBA8	1.28575
IGLV2-14	-1.84125
STIL	0.015
ANKFN1	-1.11833333333333
NME7	-1.241
HOXC12	0.1595
UBE2C	-0.258875
FHOD1	-1.233375
CDK2AP1	0.421916666666667
OR6K2	0.6525
DHPS	-0.6835
RPL5	-0.510416666666667
TRGV5	0.5325
LOC541472	-0.0521428571428571
HCCS	0.0776
DENND1B	0.654
LHX3	-0.501
OR5D16	0.275
CXorf57	-0.327166666666667
IRF2BP1	1.163
NDST2	0.586166666666667
LCE3D	0.419
BOLL	0.3625
SYT3	-1.13925
PIH1D2	0.377
C20orf7	-0.114
IL1R2	3.12383333333333
SLAMF9	-0.4165
PPME1	-0.041625
PIK3CA	-1.13875
TRAPPC1	-0.2525
COLEC10	-0.85225
SLC9A6	0.164
PDDC1	-0.05725
CCDC53	-0.13725
GK3P	1.787
DAZL	-0.1745
BRI3	1.26725
SDK1	-0.63625
CYP2C18	2.91225
IFI44L	1.19375
RPL3L	0.352
FUT9	-1.52283333333333
KIFC2	-0.520333333333333
PMP2	-0.283625
SLC4A9	-0.398
PLAG1	-1.99516666666667
MYCBP2	0.435666666666667
OR4E2	-0.345
CCDC65	-0.029
C16orf82	0.182
ENTPD4	0.596
BRP44L	1.408125
PMP22CD	-0.05075
TMCO4	0.532666666666667
KCNN1	-0.746666666666667
WDR35	-0.19525
CCDC80	-0.519625
C3orf31	0.3435
SLC7A9	-2.17825
TMEM190	-1.18675
DBC1	-3.5934
FADS3	-1.34883333333333
PDZD8	2.5245
GRM5	-0.126375
AZGP1	1.962
PEX3	-0.158
MED1	-1.31914285714286
ATG4C	-0.314833333333333
HNRPH3	-0.888375
FAM109B	2.48
C4orf17	0.5505
CA10	-0.07575
OPRD1	0.4535
CCL16	-1.73975
SACM1L	0.177
CST6	1.8635
CD63	0.7795
LGI1	-1.03025
ZNF784	0.30775
CRYBB1	-1.9515
CX3CL1	-0.6235
TOP2A	-0.904375
GYPB	-3.40233333333333
GADD45GIP1	-0.66775
FEN1	-0.336625
IGF1R	-1.025875
WDR72	-2.12733333333333
PURG	-0.958
DEFB126	0.1785
PKD1L1	0.24275
CAV1	-2.9618
GNPDA2	-0.6627
DGAT2	-0.16825
NLGN1	-5.676
STRBP	0.018625
HPRT1	-0.1955
FANCI	-0.140375
PSMA7	0.156375
DBF4B	-0.799666666666667
TTF1	-0.5315
RAD54L	-0.78425
ELOF1	-0.0185
PLAGL2	-0.069125
ZNF256	-2.52425
HMGCL	0.10575
MSI2	0.262166666666667
RPESP	5.04933333333333
C11orf60	-1.284
ABCD1	-0.683
ACAA1	-0.1319
SPARCL1	3.63021428571429
IL6ST	-0.6276
ZNF319	0.29625
TMEM109	-0.2685
FAM90A1	1.21066666666667
IL22RA1	2.5345
ATP4B	1.004
TEC	0.483666666666667
C7orf30	-0.54675
TXNDC2	-0.809333333333333
ABCB4	-0.2655
KIAA1191	0.157375
C9orf38	-0.162
SFTPB	0.11475
CNTNAP2	-1.79708333333333
FRK	2.5035
TBX19	0.351
CHD4	-0.35625
C6orf26	-1.73
MOSC2	1.32075
IKBKE	1.0665
HIF1A	-0.682666666666667
LOC595101	-0.0875
RELA	-0.0345
TMEM16B	-0.762333333333333
ABHD12B	-2.2965
TSEN34	0.833
KIF18A	-0.2275
TXNDC9	-1.02866666666667
SPATA2L	0.447
SEMA4G	1.2
C21orf91	0.428
MATN1	-0.0905
KCNIP4	-0.341166666666667
TUSC1	1.9335
OR4C15	0.016
ARMCX6	-0.0665833333333333
WBSCR27	-1.77066666666667
OR52I2	0.701
KIAA1604	0.3195
DYNC1I1	-2.446125
PPP4C	0.2905
SLC47A2	-2.34683333333333
TREH	0.7555
CD48	2.17983333333333
ST14	2.56783333333333
PKN1	-0.72925
SPON2	1.96425
XBP1	1.15383333333333
SFRS12	-0.121666666666667
EFCAB6	0.03775
SELT	0.3835
SLC39A2	0.107
ERF	-0.556
ARL3	-0.364125
SURF6	0.1491
MLLT10	-0.0115714285714286
FLJ11171	0.468333333333333
TDGF1	-1.60066666666667
ERCC6	-0.5775
EIF2AK4	0.346625
BAZ1A	0.9295
LRRN3	-1.32583333333333
TMC3	0.7635
EFTUD1	0.56075
PTPRO	1.01633333333333
CLEC12A	2.067375
ACBD4	-0.221625
ZDHHC14	-0.144875
OTUD7B	0.268
ACTB	0.481625
MSRA	0.311875
LCE5A	0.5465
IFI35	0.929
BSCL2	-1.38883333333333
ANKRD12	-0.0426666666666667
CFHR2	0.65775
RGAG1	-0.546333333333333
HSFY1	0.013
SLC30A5	0.39725
IMPG1	0.5955
GPR109A	0.6205
ZNF185	-1.335
IYD	3.7475
NPCDR1	-0.0965
SERPINA13	0.1285
HMGCLL1	-2.2775
NEUROG1	0.0498333333333333
UBQLN1	1.2069375
LIN37	-0.14275
SOCS2	0.073
DSCR4	-1.310875
XKR6	-1.704
GPR142	0.702
KRTAP13-3	0.345
CCDC15	-0.628833333333333
MOS	-0.186
CD1E	-1.9275
OFCC1	0.497166666666667
FAM83D	-0.94125
SRFBP1	-0.90575
C9orf96	0.0685
DHDH	-1.413
CCDC90A	0.7095
RABL3	0.6874
CD320	0.602
ANGEL2	-0.07725
MRPL21	-0.18225
SMG6	-0.510833333333333
INSR	0.9791875
FLJ14816	-0.3345
GLRB	-2.53966666666667
C9orf89	0.7085
CIZ1	-0.490625
URG4	-0.610666666666667
LRDD	-1.63716666666667
CBY1	0.409333333333333
NFX1	0.040125
MTERFD2	-0.400214285714286
C19orf23	1.074
PGC	-2.261875
IER3IP1	-0.3639
RASAL2	1.00375
C1orf89	0.153
SYNJ1	-0.4675
NFKBIE	1.64
FLJ40125	-1.0395
TCEB2	-0.8902
NOG	-1.713
POLR2J2	-0.406833333333333
HLA-B	3.4145
PCDHA1	-1.673
PPP2R2B	-0.994
ARHGEF17	-1.02366666666667
TCF7L2	2.05392857142857
CHD5	-0.1735
ZNF431	-0.087
TBC1D25	0.4815
ZNF800	0.6205
SCUBE2	-2.82363636363636
MYCBP	0.741666666666667
GPX5	0.07
C6orf129	-0.3195
QSER1	-0.7735
ULK2	-0.01075
PIGO	-1.41133333333333
NRCAM	-2.59992857142857
SLC35E3	-1.0915
CSRP2	0.09
HYPE	1.07025
MAPK15	-0.0371666666666667
MGC14327	-0.053
TIMM13	0.0261666666666667
ZNF462	0.395
GBA3	4.0625
TEX13A	-0.177
MCM6	-0.287
MTRF1	-0.551125
ABCA7	-0.402
EIF4A2	-1.328
ZC3H10	-0.1518
RPGR	0.959
C20orf94	-0.13775
RP1L1	0.11575
GPR125	0.259875
USP22	-0.390714285714286
OR1L4	0.46825
MLZE	1.0115
FLJ32065	0.29
PTCD1	0.753
CRTAC1	-0.0481666666666666
BXDC2	-0.40075
C18orf1	-1.06433333333333
FAM107A	0.6055
EFNA3	1.2775
P18SRP	1.1999
CAMKK2	0.431333333333333
KIAA0649	0.3805
NES	-3.04566666666667
HS6ST3	-2.7645
PON2	0.4075
TCP11L2	-0.27625
CLEC4A	2.83025
PRR12	-0.3015
MLXIPL	0.1122
C2orf50	0.679
ZNF28	0.466
ENC1	1.28933333333333
MAP2K1	-0.31325
FKSG2	0.71975
KIAA0430	0.12325
PTP4A1	0.104
GPR156	0.446
GTF3C6	0.5205
UBR2	0.4371
LOC388272	-0.616
MAK	0.0915
ACOT4	0.22625
STC2	-4.15083333333333
PIGW	0.273375
SAE1	-0.813375
COL6A1	-0.721181818181818
OAZ1	0.788333333333333
STMN4	0.244
EDG3	-0.746333333333333
SGCE	-3.08466666666667
IL11	1.19083333333333
PRSS8	2.64825
YIPF5	-0.11225
WNT4	1.7385
CSN2	0.17
TCF7	-2.52125
TDO2	2.64825
SAMD9	1.3791875
S100A7A	-0.2285
MMRN1	0.943833333333333
GKAP1	-1.01675
AKR1C3	-1.592125
RNF19A	0.15275
GMDS	1.161
YKT6	-0.269375
SPARC	-0.2288
C12orf31	0.4155
UBE2V2	-0.3385
FBXL18	-1.14816666666667
KIAA0460	-0.2185
ADAM22	0.7765
SERPINC1	-4.37175
KCTD21	0.20475
MYOHD1	-0.131
ZNF37A	0.58
GTF3C1	-0.372666666666667
CTSZ	2.69575
PRNPIP	-0.874125
DRD1IP	0.2335
NR1I2	2.36066666666667
ZNF266	0.0115
SPAG4L	0.516
COX4NB	0.0895
SAPS1	-0.5375
APOA1	-4.26725
TATDN1	-0.8495
C10orf82	-2.54925
KPNB1	-0.22225
FOXO3	0.0659166666666667
CRYBB2	-0.688
ZBTB5	-0.289
SLC25A38	0.07475
DCTN2	-0.0643333333333333
IFT20	0.621
CTHRC1	2.26475
C1orf31	-0.5245
UHRF1	-1.0673125
GPC6	-0.48675
C10orf54	1.724
MCF2L2	-0.0326666666666667
WNT9B	0.349375
OLA1	-0.28575
FAM120B	-0.8585
TTLL10	0.6295
CYorf15A	1.339
