Hybridization REF	TCGA-AA-A00W-01A-01R-A002-07
GIMAP4	3.078
FUT3	4.22816666666667
PIF1	-1.950625
LPIN2	0.1958
SH3PX3	0.33775
PDP2	0.342
PAPD1	0.549125
ERP27	2.29625
APOOL	0.6681
DIABLO	0.084
TRHR	0.229875
ARMC9	-1.043625
RNF152	-0.816
SLITRK3	0.2718
ZNF211	-0.5635
PFDN1	0.461625
RGS11	-1.1115
HS6ST1	-0.4117
AKR1D1	-1.38375
TNP2	0.324
STK31	3.33183333333333
EML4	0.231166666666667
SGTA	-0.1025
HIST1H2BI	-1.73516666666667
PSMD6	-1.1855
KIAA1257	3.755
C18orf55	-0.369833333333333
FLJ20273	3.0465
RPL28	-0.458
EPYC	0.449142857142857
NOX3	0.3905
ELAC1	-0.329
METT11D1	-1.18125
BIN2	-0.5595
NACA2	0.11875
CCDC17	-1.04275
HM13	-0.2226
UBOX5	-0.334875
UBE2O	-0.680125
UBL5	0.0915
APOLD1	0.85575
C9orf31	0.13775
TNFSF8	-0.0455
ARHGAP29	-0.677875
PROKR2	0.1865
PDE5A	-0.512333333333333
C6orf12	-0.2915
TOM1L1	0.7005
WHDC1	0.107
FOXI1	0.286666666666667
RAB4A	1.026
TMEM39B	-0.853
ATPBD1C	-0.3085
FARSA	-0.640166666666667
PLEKHG5	0.83225
CMAS	1.15333333333333
OR7E24	0.3325
SLC30A1	0.41475
CDC42EP5	0.775
PLAC1	-1.29225
KLHL18	0.22175
LBA1	0.2978
TAZ	-0.64825
CRIP2	-2.490375
BTBD11	-1.80633333333333
C16orf72	-0.06175
DIO2	-0.2642
LRRCC1	0.8735
CCDC136	-2.7665
PRX	-1.036125
RBM5	-0.0953
TMEM85	-0.036
TUBGCP4	-0.654333333333333
APLN	0.32975
CDK7	0.024
SSR2	0.121833333333333
CRELD1	-0.3
C19orf46	1.651
GAL3ST4	-0.5505
KBTBD10	-0.7085
IL28A	0.00149999999999999
WDR27	-0.2945
MCM2	-1.546
SOX14	0.0815
FLJ39743	0.727
KIAA0922	-1.444625
HIPK4	-0.2775
FLJ25758	-0.3495
C16orf57	0.0183333333333333
PDZD2	-1.03
MCC	-2.49175
HHLA3	-0.0795
ID2	1.214
C20orf23	2.69758333333333
ZNF688	-0.556
APOC2	-3.13416666666667
LOC440093	-0.266
FAM50B	0.560333333333333
PWP1	-0.6025
DNAH10	2.9675
HIST1H2BA	-0.08
GPR56	1.279
METAP2	-0.37625
PAN3	0.934166666666667
STXBP4	-1.110375
PDHX	0.16
MTA1	-1.01733333333333
ZBED4	0.248875
ZNF720	-0.174
CDK2	-0.95975
RHOJ	-0.98025
CDC37	0.0176666666666667
ZER1	0.03175
GRK4	-0.835
PRPH	-1.03175
POLR2A	-0.571375
OGFOD1	-0.41275
NOL5A	-1.12025
PHEX	-1.1695
FLJ16478	0.00850000000000001
C20orf117	-1.17575
CAMTA2	0.049
C11orf74	-0.217666666666667
DDX17	-0.333833333333333
C5orf27	-0.1075
PLEKHA2	0.2713
PDE4DIP	-2.4134
SCN7A	0.1285
ZNF559	-0.157
CXCL10	2.9
ZMYM4	0.120333333333333
STK32B	-2.00726666666667
KIAA0888	-0.6928
TACR3	0.3585
CKAP2L	1.04075
KIF1A	-1.79883333333333
RSPRY1	0.99
VCAN	-2.531
CYP27C1	-0.7175
SYDE1	-2.307
MED12L	-0.574
ZDHHC21	1.26275
NHS	-0.107
TM9SF3	2.09516666666667
DDHD1	-0.340875
MAFG	0.48025
BICD2	-1.0048
C14orf119	-0.352166666666667
C14orf43	-0.319571428571429
CDH7	-0.3685
ALKBH5	-1.09692857142857
JUP	1.691375
TMEM41A	0.459166666666667
MAMDC4	-1.14733333333333
CBX3	-0.291
LRRC18	-0.08575
RBMXL2	-0.29925
PLA2G4D	0.540833333333333
FGF13	-1.85225
KIF3A	-0.0676666666666667
PDIA6	-0.5295
DCXR	0.20525
CASKIN2	-0.109333333333333
EHD1	0.400833333333333
MARCKSL1	0.832333333333333
ZNF496	-0.952
SCAF1	-0.0531666666666667
KCTD8	-1.4075
TRAF3IP3	-0.515714285714286
LSR	1.39225
CXorf1	-0.303333333333333
C14orf112	-0.176166666666667
EIF2B1	0.33375
OMP	0.198
GSTZ1	-1.837
LOC92017	-0.31825
ISLR2	-0.073
C12orf36	3.3715
GATA2	-1.21333333333333
GABRA5	-3.117
CELSR2	-2.33692857142857
STAM2	0.5154
TNAP	-0.235
PTPMT1	-0.369333333333333
GRP	-0.0425
SV2A	-2.11933333333333
MAGEA12	-4.86475
CACNG1	-1.134
C18orf19	-0.71675
GSG1	-0.4445
PTPRJ	0.525857142857143
FRMPD1	0.82
ZNF668	-0.75625
PLEKHJ1	0.306125
ADAT1	-0.0636
TMEM50A	0.3089
UCN3	0.551
HOOK1	2.637875
IL17B	-1.3485
MLKL	1.32466666666667
TTC14	-0.645166666666667
KLHL5	-0.944875
CRYL1	1.93166666666667
FOXH1	-0.2545
NFYB	-0.1045
PPM1G	-0.1635
GOLGA2LY1	-1.359
NMT1	-0.62275
HADHA	0.3819
CHSY-2	-0.19775
PLEKHF1	-0.446142857142857
SAGE1	-3.5395
MUSTN1	-0.836
SUHW4	0.7675
TFEB	1.587
ZFYVE27	0.85725
ATG12	-0.348333333333333
BMI1	0.638785714285714
ZIM3	-0.35475
MYH4	2.129
MASP1	-1.08916666666667
KIAA0984	1.20875
RPAP2	0.0245
ASB5	-0.29925
BOLA3	-0.1975
MIA3	0.738833333333333
KRT35	0.794
KIR3DL3	-0.346
MRPL51	-0.33075
SEMA3F	0.462333333333333
NDUFB2	0.577
LOC253012	0.87575
FAM46C	-0.903
G6PC	-2.31928571428571
CSAG3A	-5.26933333333333
PREX1	-2.001
SLC25A45	-0.541875
MAPKBP1	-0.5213
CPE	-1.4906
GNB1	-0.26675
CXCR6	2.3905
TRIM46	-0.89775
C16orf3	-0.266
HPSE	1.782125
TIGD3	-0.388
SPG3A	0.23825
LCAT	-2.0785
ST6GAL1	2.21888888888889
POMC	-0.87875
FLJ36031	-0.897166666666667
NSMAF	0.00233333333333334
SKIL	1.867
ADSS	0.537666666666667
HMGCS1	-0.892
POLR3F	0.346
RAB10	0.706875
ZNF277P	0.196375
ZBTB7B	0.446625
DHRS1	-0.0105
ABCC13	2.01071428571429
CNOT3	-0.602
NFKBIA	0.22
GAK	0.636
SFT2D2	0.774333333333333
HOXA6	0.5135
CRTC1	0.004375
LY6D	-1.55633333333333
C20orf72	-0.116333333333333
CPT1A	0.756
LMO1	-2.3935
EIF3I	0.057
PRB4	-0.09475
MCM3APAS	-0.809625
C20orf132	-0.9008
FOXF2	-2.94825
S100A12	1.037
MLH1	-0.824333333333333
ACTN1	-0.7891
MRPL36	0.136833333333333
C20orf106	0.00375000000000002
FBXO6	0.5635
MKS1	-0.194666666666667
CX3CR1	-4.51775
PDE1B	-0.509
PLP1	-4.21375
KISS1	0.460333333333333
C14orf2	-0.536833333333333
TBC1D3P2	-0.61725
COMMD6	1.627
ANKRD7	-2.49025
PTCHD1	-2.18228571428571
NARS2	-0.1075
DOCK7	0.098875
FAM127B	-1.676375
LOC390243	-0.000166666666666666
N6AMT2	1.32725
ZNF391	-1.027
DNAJB14	0.715
WRB	0.0695
BPI	0.113083333333333
TTC4	-0.249
FAM10A5	-0.0705
GOT1L1	0.249888888888889
MAGED1	-0.274375
RESP18	0.21325
WFDC6	0.40825
MT2A	-2.8435
C11orf56	1.17075
KIAA1432	0.4735
ROR1	-3.245625
HSD17B14	-0.5125
ZFAND2B	0.725625
SAMD4B	0.10875
HEXA	-1.21175
HNRNPU	0.0867727272727273
USP39	-0.21925
NRD1	-0.2065
R3HDML	0.8795
FLT4	0.0995
OMG	-0.0935
OR52N4	0.242
LOC399818	-0.609
ELA2	-2.5755
VENTXP1	1.1035
RFC5	-1.217
OR52L1	-0.0185
PAX5	0.2765
FBXO2	-2.5065
GMEB1	-0.132
AKT3	-2.04
CRB1	-1.9708
CTTN	0.794833333333333
UTP15	0.6275
HSBP1	-0.127
PHF11	1.62875
NDEL1	-0.233
USP8	0.2575
BAIAP2	-0.7463125
SI	2.6765
ARSJ	0.2165
BAAT	-2.75375
KCNS3	2.58266666666667
LOC126147	-0.448166666666667
TMEM37	0.502
C1orf162	1.00683333333333
MBD1	-0.4108
ITGAL	-0.68
WDR73	-0.1845
GKN2	0.0716666666666666
ARFGAP1	-0.188625
SLC5A8	-0.860833333333333
ZBTB40	-0.1364
CYP4B1	-1.153
LYPLAL1	-0.09675
CHST3	-2.435
MAP3K9	-0.2115
BTAF1	-0.491166666666667
TFAP2E	-0.323
RBM35B	1.1005
LOC441251	-0.197833333333333
ANKRD25	-1.818
UQCRC2	0.625
MAEA	0.711
HYAL1	-2.8031
RNPEPL1	-0.187666666666667
CPSF2	-0.41975
PSD3	0.2041
ABCA13	1.124875
AGR2	2.205375
GBX1	-1.4045
HDLBP	0.265571428571429
ACY3	1.30425
HECW1	-0.6545
ZNF519	-1.0945
HOPX	1.6815
ZNF304	-3.214125
OR12D3	0.3825
FKSG43	-0.182
METTL1	0.506375
MFSD3	-0.4214
PSPH	-0.86475
CLCA3	2.051
DARS2	0.195166666666667
CDC25A	-0.316333333333333
BAIAP2L1	1.78525
B3GNT5	3.006375
USP29	-0.0915
ARHGEF10L	2.1695
ATOX1	-0.647
ADAM30	-0.0975
DNASE1	0.69275
STT3A	-0.0166666666666667
RAB6IP1	-2.496
PTN	-2.2879
C1orf106	2.29723076923077
HECA	1.904
RNF122	-1.773
SLC22A18AS	0.5265
GNG8	-0.0181666666666667
ELP4	-0.29775
FAM65A	-0.712666666666667
RPL10A	0.3635
IRS4	0.1475
MACF1	0.247
SEC24D	-0.0135
LOC374395	-0.1505
TGFB2	-1.6825
MDFIC	-1.719875
CHRNE	0.218
PCMTD2	0.3505
ATP6V0D1	0.663833333333333
MTA2	0.22475
LZTR1	-1.36966666666667
RAP1A	0.275833333333333
AXIN1	0.288
POLR1C	-0.1145
TRIO	0.286333333333333
PLXNA4A	-1.41766666666667
C5orf33	-0.27725
DEPDC1B	-0.661
ZNF473	0.0701666666666667
MTM1	1.791125
GPR107	0.145333333333333
CSNK1A1L	0.605
FLJ14154	0.16725
NLRC4	1.2485
ENPP4	3.075
PADI3	-0.00850000000000001
RNF170	0.161875
CG018	0.661666666666667
C16orf7	-0.6085
KCNE1	-0.20375
NRM	-1.82466666666667
SLC37A3	0.888
TPD52L2	-0.200333333333333
UNC5B	-0.81875
C12orf12	-0.331666666666667
SDHB	0.25625
CLRN1	0.295875
NUDT10	-3.61
UGT3A1	0.2775
FBXW8	0.178125
RHOF	-0.7955
PTPLAD1	-0.706125
MYO3B	-0.67025
DERA	-0.11275
TPP2	0.339
C19orf53	-0.207
GINS3	-0.288
ST6GALNAC5	-1.871
CHSY1	-1.27775
MGC15705	0.44
GPR83	0.201333333333333
EXT2	0.4755
DOLK	0.0045
TUBAL3	3.87275
ACVRL1	2.7882
ABL2	-0.870583333333333
C14orf156	-1.01233333333333
PTPRZ1	-4.382
DIP2C	-0.9065
LAMP1	0.784375
RXRA	-0.1925
MAP3K5	2.07925
ALKBH1	-0.7435
PDLIM7	-1.007375
ARL14	4.0005
SNIP1	-0.0645
TIMP3	-1.66241666666667
RGS3	-0.1625
SPAG16	0.4967
ABHD4	-1.69475
ARHGEF12	0.542272727272727
GLUD2	-0.307
RAC2	-1.2543
UAP1L1	-1.53
SLC18A3	0.107
YOD1	-0.576181818181818
RALY	0.025
HMOX2	0.9085
DGKH	1.69525
DBNDD2	2.239
YIPF4	1.03425
THAP10	0.49625
ZNF513	0.38625
HAGHL	-1.491
ITGB4	1.36016666666667
CCDC141	-0.6685
YTHDF3	0.566
C5orf28	0.994
RPL7L1	-0.59125
TMEM30B	1.18957142857143
ANKRD35	-1.123
DUOXA2	4.21075
TBC1D5	0.34875
DFNB59	-0.297
HRH4	0.074
MYO6	2.2871
DNAJA4	1.66275
RBM24	-1.212875
CEACAM20	-0.7305
RBM23	-0.888785714285714
NGFB	-0.557
C1orf63	1.0088
KRTAP7-1	0.1005
PERLD1	1.61725
NPB	0.1635
C17orf59	-0.8167
HSPBAP1	0.47175
SLC15A4	-0.1515
PRTFDC1	0.8355
OSMR	-2.96071428571429
CYSLTR2	-0.629
C19orf25	-0.0815
KIAA1797	0.7645
NLRP6	0.1165
FAM105B	0.435
SCRN2	-0.4055
LRRC58	0.4856
RNF17	-0.447
NEIL3	-1.893
FAM137A	-2.00275
SKP2	-2.48325
PARVA	0.775916666666667
PKLR	-1.121
RNF34	0.199875
A3GALT2	0.2775
C12orf50	0.3075
SUNC1	-0.55125
FAM102B	-0.369333333333333
CCT2	-0.159
LRRC37A2	-0.085
ARF4	0.6365
SIKE	0.60025
C8orf48	-0.163166666666667
MBTPS1	-0.7245
GPSN2	-0.2165
NCF2	0.3645
SLC12A6	0.282666666666667
MRPL48	0.43475
HMGN3	-0.937333333333333
LRRC62	-1.63825
PAX9	-1.578
FAM55A	6.265
C20orf42	3.62016666666667
SCML2	-0.790166666666667
BCL9	0.37175
FAM40A	0.000749999999999994
C9orf41	0.573
ZNF774	1.635
LETM1	-0.14925
PLXNB1	0.8855
NIPSNAP1	-0.848875
USP10	0.01825
F9	0.4005
LIPE	1.12975
CNGB3	0.7905
C12orf52	0.23275
PI4K2A	-0.291125
MED8	-0.00625
STAT4	0.7282
FGD4	1.32383333333333
RNF145	0.8765
WDR32	0.261
CLDN2	2.96733333333333
TCEAL8	0.7705
ZMYND8	0.3377
PDXK	0.07125
GATAD2A	0.45925
PTGES3	-0.169
CCM2	-0.8935
TAP1	1.73225
ZNF670	0.62625
ETS2	2.59014285714286
C6orf166	0.203666666666667
PRMT2	0.0293571428571429
OR4B1	0.252
INTS8	0.2335
CCDC102A	-1.83575
CCDC83	-2.0228
ITGA1	0.5434
EPHA5	-1.7359
FAM24B	0.4025
TSGA10	3.456
HAL	-1.92033333333333
MYOT	-0.242
SPACA3	1.9105
BCL2L2	-0.372166666666667
CUGBP2	1.72016666666667
CCNB3	0.417
RNF113B	0.483
MERTK	-0.1525
BAG1	-0.00125
VPS36	0.7695
ORMDL3	0.4969
C1orf190	-2.0915
ZNF625	0.24625
CORO2B	-2.777
ALOX15	-0.358
CST1	0.2045
NUPR1	1.58733333333333
CCL7	-0.17325
SMCR5	-3.125
DSC2	2.8995
RBMS2	0.30975
GRIK4	0.2585
TRIM65	0.1047
TMPRSS6	-0.575214285714286
TP53INP2	-0.23175
GLB1L	-0.679166666666667
LOC388284	-0.795666666666667
PUS1	0.365357142857143
BCL9L	-0.6155
OLFM1	-0.462583333333333
RET	-3.067875
MASTL	-1.162
ALX3	0.139
IL1RL1	0.5945
ZNF765	-0.0722
C14orf138	-0.869
SNX10	-0.749666666666667
TAC4	0.076
C1orf64	-3.807625
POGK	0.554125
MAPK9	0.62275
ZNF366	1.45475
C8orf79	2.0478
CLDN7	2.833875
OR5AT1	0.1465
TRIM37	-1.53725
LRRC25	0.9095
GRHL2	1.6802
TEKT3	-1.15
LASS5	-0.309666666666667
ABCC4	0.0249166666666667
DLG3	1.85125
VGLL1	0.04
ZFP36L2	1.67933333333333
MFRP	-0.212666666666667
KIAA1799	0.07475
FLJ44379	1.544
PCNX	-1.16275
ANXA9	-1.0825
CYP4V2	1.6129
PIK3C2A	0.99775
SRR	-1.1035
NOL3	-0.79725
IFITM2	1.461
ARNTL2	-0.26575
ZNF595	0.44925
NLRP13	0.198
ASPH	0.144
CPA2	-0.07
PVRIG	-1.58733333333333
LEPR	-0.485166666666667
C16orf42	0.1255
SH3BGRL	0.04075
FAM77D	-0.605833333333333
FNDC7	1.4405
C9orf6	0.811833333333333
NOTCH2NL	-0.753166666666667
PGBD1	-1.5765
SYNGR2	0.660666666666667
PITPNA	-0.0758125
PRPF4B	-0.0495
SLC43A3	-3.45757142857143
NRBP1	-0.229
SLC25A22	0.22875
ILK	-0.6845
SLC22A8	0.176833333333333
MRPS7	-0.30775
PITX2	2.639
FABP3	-2.070875
OR1L1	0.846
LOC728215	-1.996375
BLID	-1.5545
KIAA1217	1.73952941176471
TFPT	-0.693
AP4B1	0.96775
VBP1	-0.12
OR1K1	0.215
MORC3	0.51125
BHMT2	-2.8925
C3orf10	-0.176
FZD7	-1.90783333333333
WFDC10A	1.4025
PMS2CL	-0.791625
CCDC32	0.8405
FA2H	2.9005
ALG13	-0.4055
TTLL7	-1.3243
SPOCK3	-0.114
SLC13A2	0.6635
AIM1	1.95525
GPRC6A	-0.335
EGR2	2.2555
MED11	-1.2155
WWC1	1.32775
SH3GL3	-4.39875
RIF1	-0.0972142857142857
PRLH	-0.138
VLDLR	-1.7185
DBT	0.37325
C21orf63	0.514
CGGBP1	-0.343
KRTAP12-2	-0.1835
TADA3L	-0.07475
ZBTB16	-0.8445
PDGFB	-0.54525
RFX1	0.418
UQCRB	0.2118
LOC133874	0.278
HPS3	-2.85075
LGALS3BP	0.8874
DKFZP564O0823	4.54135714285714
MRFAP1L1	-0.275875
HOXA10	2.46866666666667
NGB	0.0035
KIF21A	0.402461538461538
IFLTD1	0.4565
LZTS1	-3.303125
ARHGEF3	1.0275
RHBDL3	-2.8145
CSNK1G2	0.133583333333333
ChGn	-2.18275
KIAA1244	2.10766666666667
GABRB2	0.4715
MGC72080	0.128
CD27	2.60175
EGLN1	-1.5196
PEX13	0.27875
RWDD3	0.31075
RNF12	0.228
GRIN2B	2.1595
ADAMTS14	-1.054375
DYDC2	-1.71733333333333
ATP6AP1	0.2841
NR1H2	-0.774833333333333
PDK2	0.645
C3orf17	-0.141166666666667
SLC38A2	-1.078
SLC25A29	-1.7105
C15orf29	0.839
ADAM9	0.439416666666667
TMUB2	0.164
GPR176	-0.71625
AGK	-0.670125
MCCD1	0.17525
NDUFA4	0.0635
TMEM146	0.088
DUSP1	0.993875
UNQ6975	0.059
EMX2OS	-0.09925
INSM2	-0.43725
LUZP4	-0.03375
SETD6	-0.164
P2RY2	1.89775
SLC45A2	-2.0755
RABGAP1	0.1925
UBXD5	-0.216
GPRC5A	1.6594
PAK3	-1.0015
LOC63920	-1.4835
TGFBR1	-0.6683
KRTAP6-3	0.3
SFMBT2	-0.502
CDC42	0.4181875
C11orf35	-0.2365
TTLL2	-0.42725
UACA	0.292333333333333
CD97	1.3612
SETD5	-0.02575
NINJ2	-1.0475
PTER	0.906666666666667
POMGNT1	0.24875
KRTAP4-2	0.226
ECGF1	0.31525
HRB	0.628454545454545
ATP1B2	-0.5456
LOC400506	-0.2555
COL4A3BP	0.37825
C6orf97	0.95275
GRHPR	-0.649
TAS2R1	0.4205
SEMA7A	-1.46025
EDF1	-0.08525
ODF2L	0.6573
PCID2	0.259
GTF2H4	-0.706833333333333
ZCCHC3	-1.09
CGB2	0.176166666666667
NEUROD1	0.0985
C20orf75	-0.3815
RP5-1054A22.3	0.374666666666667
IFNA5	0.5075
ZNF134	-0.91725
MGC119295	-0.471
ZSWIM6	0.37925
SMEK1	-0.327666666666667
PCGF2	-0.7385
C1orf102	0.8565
CYP2A13	0.3895
KCNH6	-0.5615
MDM1	-0.142
ALDH7A1	-0.369833333333333
C9orf75	1.46925
VDAC3	-0.05675
OR51T1	0.0925
EIF3F	-0.257916666666667
KCNJ10	-0.353875
LENG8	0.03075
EDEM2	0.563166666666667
CCNJL	-1.28266666666667
DHX37	-0.213
CRYGN	0.0355
AATF	0.23175
ZNF630	0.816625
E2F5	1.0975
WFDC13	-0.4695
FTSJ3	-0.3805
C4orf33	2.37675
LHFPL4	-2.99425
C19orf56	-0.402
SMAD4	-0.718125
AFM	0.262833333333333
G0S2	-0.9025
FCHSD2	-0.1302
RRP1B	-0.5435
EEF1B2	0.348
STAT6	0.694166666666667
ZNF195	0.99775
GNL1	-0.551666666666667
ZNRF2	1.2975
PER3	-0.848125
ASB16	-0.08075
C10orf10	-0.637571428571429
ADCY8	-3.37
C9orf58	-4.05933333333333
ARMC10	0.244166666666667
PSG1	-1.1285
DHX34	-0.0355
VARS2	-0.691
NFIC	-0.60125
ITPR2	-0.426
AGXT2	0.1852
OR6K3	0.2035
H2AFZ	-0.654333333333333
MLLT3	1.7555
COX4I2	0.85875
CCNT2	0.27025
PLK4	-0.69975
NUMBL	0.00516666666666665
MED16	-0.1565
PLEKHQ1	-1.63125
GOSR1	0.551222222222222
BTG4	0.123666666666667
RPL30	0.4355
IGSF5	-0.7205
IGFL2	-0.195666666666667
ELMOD2	0.414166666666667
SHC3	1.45266666666667
HAVCR1	-0.786
DYNC2H1	-0.997625
RNF5	-0.0306666666666667
C2orf7	-0.08175
NLF1	0.332
KLHL25	-0.122
LRP10	0.149
KRI1	-0.566
PUS7L	0.733833333333333
MGMT	1.066
HOXD1	-1.83883333333333
CSH1	0.0515
ATG16L2	-1.347
FLJ44635	0.9345
CHODL	-0.8765
EXOSC8	-0.15875
SLC28A1	-0.11075
MYO7B	2.51516666666667
SEH1L	-0.363
MTNR1A	1.11766666666667
TSPAN5	0.224833333333333
CDC45L	-2.5455
AMIGO1	0.5765
ATAD3A	-0.704
OSGIN2	0.338166666666667
PDIK1L	0.837833333333333
DARC	0.746375
PIPSL	-0.034
SHMT1	-0.105
CRISP3	0.0145
POPDC2	0.6825
ZRANB2	-0.276833333333333
FBXL8	0.0575
TRIP13	-1.01772727272727
EIF5AL1	-1.131
POU5F1P3	-2.61666666666667
IL6	-0.214
CXorf38	1.255
IFNA16	-0.2435
FBXL2	0.145166666666667
BRD1	0.07075
STATH	-0.846
FBXO44	-0.676166666666667
MCCC2	0.5965
CDC2	-0.6293
C5orf23	-4.05175
IVD	0.142166666666667
C10orf122	-0.92725
MSL3L1	0.3415
MVP	1.17075
EPOR	-2.2099
ZMYM1	0.509833333333333
BCL7C	-0.169166666666667
PSTPIP2	-0.4714
LYPD1	-1.946125
OR8G5	0.841
ZP3	0.498666666666667
BCAS4	-0.9665
EDG6	1.3545
ISY1	-0.04775
PRAMEF2	-1.32025
CUL1	0.043875
RNF213	0.3599
CCRK	0.3185
DHX9	-0.1215
C13orf29	1.1125
NCKAP1	0.527
MRPL43	0.0100714285714285
XPR1	0.1085
PKN2	0.1406
PODNL1	-0.0325
ZNF333	-0.538375
DALRD3	-0.11925
OPN1SW	0.1195
BTBD6	-0.0775
C11orf82	-1.0305
OR5P3	0.364
DUSP11	0.34475
L1CAM	-2.0244
NEK11	1.378
OR7E91P	1.1215
CNTN3	3.086
CREB3L2	0.25975
ZBTB37	0.247
KIAA1324L	-2.01875
NDUFB10	-0.0915
NUDT2	-0.1355
GTPBP8	0.117
CACNA1D	2.187875
PRKAA2	-2.39933333333333
PRDM8	0.4035
MGC16075	1.92133333333333
KRT14	-2.44364285714286
PP8961	0.4895
MRPL18	-0.12
ABCG2	-3.92425
PACRG	2.62225
BBS2	0.6075
KREMEN2	-1.951
FBXO21	0.327
HNRPUL1	0.03225
GRB10	-0.165
CLSTN1	0.835
LMAN2	-0.2632
C17orf61	-1.358
NIPSNAP3A	1.631
INSIG2	-0.9645
PCDHB7	-0.772666666666667
STXBP2	0.99625
CMAH	-0.756333333333333
SEMA5B	-1.77425
ZNF155	0.0638333333333333
COQ6	-1.54883333333333
PRPF4	-0.2365
TSPAN15	1.621
VN1R5	0.187
LATS2	-1.02175
SELK	0.35075
PGK2	-0.45225
MS4A1	-0.17575
TYW3	-0.6713
KRTAP5-1	0.17475
RCCD1	-0.784333333333333
BTN1A1	0.79425
DDX28	0.03175
TMEM65	-0.386125
LOC92345	0.3245
TTC31	-0.33175
WDR46	-0.417
CHP2	3.98033333333333
LSP1	-0.89925
ZNF542	-2.40175
EXOSC1	-0.0415
ARHGAP18	1.26666666666667
LRRTM4	-1.06275
MAOB	-2.357
CACNB4	-1.125
MGC33846	-0.59325
RANBP3L	-0.340285714285714
ATP5L	0.487875
ONECUT1	-3.4205
NUDT9	0.51675
TMEM149	-1.3085
STX17	0.2105
IGSF10	-4.85475
TMPRSS9	0.406
BMPR2	0.684272727272727
ALLC	-0.5805
KLF7	0.93925
GCC1	0.7392
TIMM9	-0.87
CDO1	-3.73933333333333
MGC10701	-0.7905
IFI6	-0.033
FRMD8	0.0765
MGAT2	-0.746
WBP5	0.569166666666667
CNIH2	-0.618
KIAA0907	-0.3533
KCNH8	4.0795
CTSG	-4.057
GRIK1	-0.323666666666667
CUL5	0.1545
FRMD1	1
OR9A4	1.3385
SYT6	-2.67825
FOXD4L2	0.47225
ANAPC2	-0.492
OPN5	0.6405
TAF13	0.027
LYG2	-0.43875
GGNBP1	0.424
C11orf40	0.143
OTX2	-1.277
REG4	2.81333333333333
EIF5	-0.5816875
PALB2	0.087
SEPSECS	0.9039
RNASE3	-0.4985
TRIM49	-2.149
POLR2K	0.302
GPR42	0.3195
C8B	-2.803
SASS6	-0.51075
PREB	-0.523333333333333
OR3A3	0.534
TUBA8	0.631875
IGLV2-14	-1.237
STIL	-0.09125
ANKFN1	-0.833
NME7	-1.0575
HOXC12	-1.29366666666667
UBE2C	0.1775
FHOD1	-1.359
CDK2AP1	-0.836583333333333
OR6K2	0.2885
DHPS	-0.3675
RPL5	0.201666666666667
TRGV5	0.237
LOC541472	-0.104
HCCS	0.9659
DENND1B	0.8065
LHX3	0.0115
OR5D16	0.2375
CXorf57	-0.189
IRF2BP1	0.4895
NDST2	-0.026
LCE3D	0.0405
BOLL	0.23025
SYT3	-1.51775
PIH1D2	0.2145
C20orf7	0.510166666666667
IL1R2	2.10483333333333
SLAMF9	-0.9805
PPME1	0.099875
PIK3CA	-0.22775
TRAPPC1	-0.53875
COLEC10	-0.49475
SLC9A6	0.200333333333333
PDDC1	0.385333333333333
CCDC53	0.29725
GK3P	2.025
DAZL	-1.16275
BRI3	0.3045
SDK1	-1.614375
CYP2C18	2.82975
IFI44L	0.9545
RPL3L	0.274
FUT9	-1.5255
KIFC2	-0.245166666666667
PMP2	-0.402714285714286
SLC4A9	0.1105
PLAG1	-2.13266666666667
MYCBP2	0.615
OR4E2	-0.5925
CCDC65	0.00799999999999998
C16orf82	0.01375
ENTPD4	0.665125
BRP44L	0.936
PMP22CD	0.58575
TMCO4	0.746666666666667
KCNN1	-0.963
WDR35	0.271
CCDC80	-2.68125
C3orf31	0.25725
SLC7A9	-1.2825
TMEM190	-1.61725
DBC1	-2.00566666666667
FADS3	-2.459
PDZD8	2.277
GRM5	-0.0997142857142857
AZGP1	1.7299
PEX3	0.4755
MED1	0.0262142857142857
ATG4C	-0.683166666666667
HNRPH3	-0.618375
FAM109B	1.75175
C4orf17	0.2325
CA10	-0.46125
OPRD1	0.103
CCL16	-1.6555
SACM1L	0.22625
CST6	0.618
CD63	0.2716875
LGI1	-1.8735
ZNF784	0.10975
CRYBB1	-2.773
CX3CL1	-0.21125
TOP2A	-0.811
GYPB	-4.09966666666667
GADD45GIP1	-0.64775
FEN1	-1.22625
IGF1R	-1.584625
WDR72	2.048
PURG	-1.6276
DEFB126	-0.236
PKD1L1	0.38775
CAV1	-3.5247
GNPDA2	0.5102
DGAT2	1.381125
NLGN1	-5.58775
STRBP	0.85975
HPRT1	-0.666666666666667
FANCI	-1.182625
PSMA7	0.913875
DBF4B	-0.813166666666667
TTF1	-0.25275
RAD54L	-1.525
ELOF1	-0.1435
PLAGL2	1.60175
ZNF256	-1.33575
HMGCL	0.43525
MSI2	0.1825
RPESP	1.50216666666667
C11orf60	-0.7475
ABCD1	-0.976
ACAA1	0.2918
SPARCL1	2.93264285714286
IL6ST	-1.1888
ZNF319	-0.31125
TMEM109	-0.7668
FAM90A1	-0.100333333333333
IL22RA1	3.771
ATP4B	0.1095
TEC	0.416666666666667
C7orf30	-0.359
TXNDC2	-0.789
ABCB4	-0.395
KIAA1191	0.3835
C9orf38	-0.365
SFTPB	0.81075
CNTNAP2	0.6985
FRK	2.509
