Hybridization REF	TCGA-AA-A02F-01A-01R-A00A-07
MGC14425	-1.04625
MIF	-0.828125
TAPT1	-0.1255
IRF8	3.0006
PRO0132	-0.4385
HERV-FRD	-0.197
ACD	-0.930833333333333
BCL3	1.196
SPATA13	1.01325
MRLC2	0.502375
F2RL3	-0.241
CFHR3	-0.7515
DUSP15	-0.0491666666666667
TMEM46	-1.15
SF3B4	0.0145
MAP7D3	-0.364
STELLAR	0.456
SEMA5A	0.4769
H2BFS	-0.94225
LRRC28	0.648333333333333
MORN2	0.623
XYLB	0.29125
WDR21C	0.036
HIATL1	1.01725
ADAMTS10	0.130333333333333
WDR55	0.372
MFSD5	-0.0846666666666667
OR4N2	0.6315
DUSP16	1.58566666666667
NLGN4Y	-0.878
INHBC	0.202916666666667
NUMA1	-1.55225
DEFB123	-0.37125
GIPC1	-0.2105
MGC27348	-0.061
FLJ33590	-0.2715
FZD1	0.4019
MKL1	-0.0286666666666667
SAA2	-0.496
C1orf94	-1.1665
C7orf28B	-0.286
TMEM185A	-0.053
ZZZ3	0.3115
C16orf5	-0.772833333333333
GALNAC4S-6ST	-1.128
C1orf186	-0.94075
IGFBP4	-0.871666666666667
NDUFA10	-0.957
CLIC2	-1.45525
RNF13	-0.6505
GPR103	-0.33425
CD69	-4.58175
MYOZ1	-0.22525
IFNB1	-0.086
CLNS1A	-0.765
CXorf45	-0.6
ZXDB	1.584
FUNDC2	-0.9985
GPA33	3.433125
C9orf70	-0.27475
SLC2A9	-0.40775
LOC126520	-0.522
MAGEB1	0.16675
LCE2A	0.141
C18orf34	0.4825
FMNL2	-0.03275
KRT85	-0.101
CRYGA	0.00700000000000001
GEM	0.83875
THAP6	-0.4616
ALKBH3	0.371166666666667
TM6SF2	-0.252
C20orf82	0.624
RANBP2	0.816333333333333
LIG3	-0.614
RETSAT	0.115
OR8S1	0.6495
CAST	1.237
TGFBI	2.8311
C15orf37	-0.639125
PGM3	-0.403
SLC4A11	-0.453875
FAM123C	-0.103
TAOK1	0.082
CISH	0.14
OGDHL	-0.6725
SPINT2	2.36316666666667
ZNF33A	0.4165
CLDN18	-0.153333333333333
RNF128	2.17875
CCDC71	1.23375
RASSF6	1.742
HSPG2	-0.0545
ATP6V0E1	1.58
ABHD6	1.5815
CD274	0.64
GCNT1	2.5875
NT5C1A	-0.1565
TM4SF5	-0.08225
C21orf58	-0.925166666666667
SUCLA2	1.06825
RFTN2	0.0716666666666667
SCNM1	0.062625
SLC9A10	1.031
FUNDC1	-0.031
SLC35F4	-1.46525
AMD1	0.33375
COL6A6	0.21325
OR4K2	0.2365
TRIB2	-2.55441666666667
LOC91461	-0.40075
GHSR	0.664
ATP8B1	1.13575
C1orf78	-0.682
RNF183	3.427
STX4	0.2731
TPPP2	-0.672125
MYBPHL	-1.902
TXNDC6	0.1382
C9orf47	1.3615
FAM137B	-0.202
FANCB	-0.31325
C11orf9	-1.82525
DPY19L1	0.220875
VDAC2	-0.375666666666667
VHL	1.0155
LMBR1	1.103125
C8orf44	-0.97525
ZPBP	0.12875
FGF23	0.19425
C21orf67	-1.123
PCNT	-1.3205
BCKDHB	0.4634
GALNTL5	-0.0936666666666666
BET1	0.00187500000000003
ARL13A	-0.641
HDAC6	-1.0605
N4BP3	0.2235
OTOP1	0.1435
TTC30A	-0.11075
CRISP1	-0.746
KRT32	-0.243
VSTM1	0.237
ZNF622	0.76925
POLR3B	0.3503
DNAJC10	0.230625
C12orf54	0.6035
ADIPOQ	0.205333333333333
RIT2	0.179666666666667
CD44	0.542
ABCA3	-3.10325
RPS17	-0.34275
FEZF1	-0.1885
PCDHB15	-1.09075
KCNMA1	-2.02572727272727
CCDC116	-1.6545
C15orf27	-3.1325
NARG2	-0.0508125
ITGA5	-1.415875
MEFV	0.013
TUT1	-1.35725
LOC541473	-0.29625
NMBR	-1.4585
GLT1D1	-2.65016666666667
ABCB7	-0.23875
PFKP	-0.662727272727273
C9orf91	-0.3586
LRRC41	0.00400000000000001
C1orf85	-0.822833333333333
ATP5F1	0.30225
STOX1	-0.068625
GFOD2	0.852
SLC25A3	0.07425
ZNF646	0.6064
ZAR1	-0.5105
OSTbeta	0.9955
GALNT3	3.882
IFT122	-0.6
LDB3	-0.008
GARNL1	0.510142857142857
HOMEZ	0.8695
LRRC6	2.71625
ANGPTL5	-0.328
UBAC1	-0.71175
DLEU7	0.05625
RPL19	-0.575375
TOP1MT	0.302833333333333
LOC643641	-1.055375
MBD3L2	-0.4955
NTSR1	-0.175333333333333
WISP2	-5.55825
GPSM2	1.986625
RDH10	1.6791
PRKCG	-0.0795
HIST1H4J	-0.0725
MON1B	0.5025
MLF1IP	-0.6305
ZNF446	0.109625
COL4A5	-1.5718
SLC26A1	-0.00228571428571429
RGN	-2.38614285714286
CCNB1	0.01075
C9orf165	-0.3715
CCDC28B	-2.032
CCDC97	1.2415
FGR	0.457125
MSRB3	-0.3239
EPN2	-0.85525
COX15	-1.13366666666667
KCNK6	-0.4419
XK	-0.7695
GDA	-0.3715
HEPH	1.47475
THRAP3	0.8515
MET	0.8445
PHYHIP	-0.19325
LYAR	-0.368666666666667
ING3	0.1715
AK7	-1.03825
CCT8L2	-0.158375
COPS7A	-1.21766666666667
WSCD1	-0.66625
RNF185	-0.086125
TNS3	0.11575
KNDC1	0.019
RWDD4A	-0.739333333333333
MED13L	0.995
ZFYVE1	-0.485375
C7orf44	-2.22866666666667
MRPL1	0.5855
STGC3	-2.06525
TEAD1	-0.1955
RPL7A	0.0382857142857143
ARL6IP1	1.1567
C1orf178	1.925
CTAGE5	0.134363636363636
TMEM184A	1.13966666666667
SLC25A14	-0.31275
CACNG5	-0.17525
ATXN10	-1.27055555555556
ECH1	0.0480000000000001
CCL22	-0.06625
CYP2F1	-1.954
GADL1	0.499
TMEM19	2.2165
RUNX3	0.98525
EFNB1	2.12316666666667
LIPN	-0.3865
ACSM3	-2.982
SIGLEC8	0.015
ASCC3L1	-0.35375
NOL8	0.842125
RELT	-1.68166666666667
Magmas	-0.0525
PPP1R15B	1.1747
C11orf2	-0.26
VKORC1	-1.82166666666667
MGC26647	-0.05975
TRPM6	0.55525
UGT2B7	-2.07183333333333
FEV	-0.18475
FOXK2	-0.791333333333333
PDCD5	1.33966666666667
SLC8A1	1.3939
DGUOK	-0.0398333333333333
CLDN16	0.883
GAGE1	0.0895
RBM17	1.1447
C1QTNF3	-0.31725
VGLL3	-0.111333333333333
UNQ5830	0.6265
CD1A	-2.806
SCGB1C1	-1.1035
SUPT4H1	-0.445875
TRAF5	2.3595
ASAHL	0.996875
FAM73A	-0.329
OR6B1	0.198
WHSC1	-0.9228
GFPT2	-2.5355
LOC339809	0.253
STARD5	0.66575
SIP1	-0.62675
DNAJC15	2.3635
STAU2	0.0958125
FAM98A	0.390625
RAD23B	0.610625
LRRC33	-0.83925
CHRAC1	-0.223
C21orf89	0.15225
C19orf43	-0.303166666666667
KLK8	-0.766333333333333
CCNE1	-0.039
PKDREJ	1.61866666666667
SSU72	-0.052
C17orf73	-0.115
GPR78	0.947
WHSC1L1	0.4356
GSTA2	0.256
SMUG1	-0.476666666666667
UFM1	1.9317
AP3M2	-0.635666666666667
USP14	-1.147125
FBXL14	0.892833333333333
DSTN	-0.52975
SFRS14	-1.45225
FBXO31	0.564166666666667
C12orf40	0.0466666666666667
FRS2	0.363
NR2E3	-0.5715
TUBB2C	0.314
GMPR	-0.0461666666666667
C9orf139	0.032
ING5	-0.576214285714286
LOC730092	2.53416666666667
ORM1	-5.76825
RP11-11C5.2	0.2
HSPD1	0.2567
PIWIL3	-0.62875
C5orf13	-0.6668
OR5R1	0.3775
LCOR	0.970125
PLEKHA9	0.317
CCDC43	-0.5245
ZNF232	-0.25075
SLC6A7	0.5085
ADH5	-0.844166666666667
SHBG	-1.32983333333333
CROCCL2	-1.05125
PANX3	0.0435
CDIPT	-0.966
SLC16A5	0.8005
TUBB	-0.839875
TOR3A	-0.0739999999999999
PREP	1.51733333333333
ENTPD8	-0.156071428571429
CHMP1B	-0.767
SYT12	-1.66333333333333
MYH6	-2.557
MAP3K13	0.9065
KLHL30	-0.319333333333333
LCMT1	0.53175
EIF1AX	0.430416666666667
FOXD4L1	-0.469
SLC24A5	-0.196
RNF166	-0.8438
TJAP1	0.334
TMEM156	-0.6785
ZNF239	1.177
SNX19	-0.8376
GKN1	-0.10825
FCN1	0.4491
C1QL1	-1.894
ATP11C	-0.02575
ZNF35	1.0735
CARD8	0.26725
LIMD1	0.144166666666667
KIAA0286	-0.461125
XRN2	-0.314666666666667
CD6	-0.400833333333333
TOX3	2.427875
ZSCAN4	-0.6005
RSRC1	-0.276375
COG1	0.093
PTRF	-0.2766
C16orf35	-1.31725
FBXO24	-0.81575
CHST11	-1.95425
THRB	-0.1198
MYBPC1	0.39125
RNF39	0.723166666666667
PSMD11	-0.885
ALAD	0.4195
EN1	-1.40175
SLC9A9	-1.246
GSTM4	0.2279
CDC42BPA	0.0868421052631579
RCSD1	-2.33625
LUC7L2	0.0622
SPTBN1	1.1887
LOC146167	-0.164
BAT5	0.5439
ZNF452	0.718
LSM4	-1.020125
SRP72	-0.6509
SGK269	0.916583333333333
MTX1	0.00925
CENTA1	1.1845
UNQ9433	3.5505
ATR	0.385583333333333
DDX49	-0.279
PAQR8	1.77133333333333
C14orf174	0.11625
GBGT1	-0.77125
THAP1	0.175
OR10K1	-0.237
RASIP1	-1.404
DPYD	-2.28711111111111
DOHH	-0.85525
C18orf45	-0.317
POF1B	5.1014
ZNF552	1.832
USP32	-1.794375
MED27	-0.372
C14orf149	-1.3215
PRDX4	-0.939833333333333
ABHD12	0.4802
AGT	-2.9815
SLC22A14	-0.99425
C1orf58	0.7535
PILRA	-0.289
ABCF2	-0.892
C17orf85	0.3129
TKTL1	-0.426
FGF1	0.264052631578947
IL6R	0.776166666666667
VPS25	-0.43925
CHRNB2	-0.356
COL7A1	-1.643
LRRC48	-0.171666666666667
SPG20	-1.82775
COX10	0.104
GCA	0.82375
ECEL1	-0.412666666666667
GLG1	0.304666666666667
SRD5A2L2	0.0517500000000001
MUTYH	-0.043
ZNF70	-0.55975
L2HGDH	-0.0885
GPATCH2	0.16325
ZNF655	-0.662
ZNF227	0.353166666666667
MCOLN2	3.573
NQO2	-0.34375
KCNQ5	-0.301
NEU1	0.487666666666667
QRICH1	0.5845
ZBTB20	1.0335
RPUSD3	-0.84825
EPGN	-0.132166666666667
TSN	0.870333333333333
SPRY2	1.73233333333333
LZTFL1	-0.540875
GMFB	0.7855
PBEF1	-0.6903
HBG2	-4.16725
TMEM8	-0.4215
PALM2-AKAP2	0.467
NFYA	-0.399
FAM108A1	-1.169625
PBLD	1.18875
NRG4	-1.88325
PIGF	-0.6505
PTGER1	0.8405
NOS2A	1.2895
C21orf34	-1.19966666666667
C21orf51	-1.73616666666667
IL17C	-0.3075
TRMT6	-0.404
ETV2	0.0343333333333333
CCDC109A	0.35225
MYLK2	-1.3985
ATP10A	-0.0211111111111111
DPH4	-0.345
C5orf5	0.261666666666667
KCNA4	0.3315
NMNAT2	1.167
GLYATL2	-0.38
LSMD1	-0.5525
IL23R	-0.50775
NRF1	0.492
MUC15	-0.00266666666666667
PRDM12	-0.837
PAQR4	0.286071428571429
RBBP6	-0.22925
IFI27	4.57
SKAP2	0.933
TAGAP	0.05675
TJP3	1.064
C9orf61	-2.44075
IDS	-0.284142857142857
PARG	-0.82925
LOC131149	0.273
DYRK4	0.377
MICALL1	-1.10375
GALR2	-0.413
GPBP1L1	0.702875
TBX21	1.03575
KCNJ6	-0.371
GGN	0.23475
CASP5	0.187166666666667
RNF182	-4.25633333333333
BRD4	0.06625
DOK4	1.06
SLC46A2	-0.1442
SOX9	3.73033333333333
ZNRD1	1.15916666666667
PRR6	-0.27575
FAU	-0.49525
DTNB	0.499833333333333
CARD9	-1.48375
STS-1	-0.962
SLC4A5	-0.199375
NSBP1	-1.27975
UGCGL2	0.05325
POTE15	-3.5195
NOXA1	1.4515
RP13-347D8.3	-0.265666666666667
SAMD10	0.0993333333333334
EP400NL	-0.00175
TCF21	1.50525
AMELX	0.06175
JPH2	-0.1171
SLA	-0.42625
DLST	0.435333333333333
SEPT12	-0.240666666666667
RGS20	-3.60575
LXN	0.0255
ZNF419	-0.072
UPK3B	-0.319666666666667
RELL1	-0.451
ESPNL	0.497
KLHL21	-0.650625
PI15	-0.2325
C2orf61	-0.1705
LOC407835	-1.31433333333333
RER1	-0.58675
ELAVL2	1.1385
MGC26718	-0.87925
KLF2	0.43425
TNFAIP8L3	0.338083333333333
TFE3	0.0085
C11orf17	0.625
15E1.2	0.412
SNRPC	0.0775
DLGAP1	0.187
PGLYRP1	-0.0115
OVCH2	-0.562
IRF7	0.4162
SET	0.7971
NAB2	-1.185
LRP5L	0.48975
FAM120A	0.588625
ASCL2	4.55466666666667
SHH	0.2995
ATP5H	-0.304
THPO	-0.842833333333333
TYRP1	-3.2515
HIST1H3E	0.158833333333333
EIF2S1	1.03672222222222
TNFRSF17	-3.6544
TARSL2	-0.164
NKX2-8	0.090125
C1orf115	1.527875
LOC56964	-0.0455
KIAA0841	-0.3275
ISCU	-0.263
TTMA	0.7035
ZNF414	-0.6845
LOC441150	-1.005
RAB15	2.6835
HBP1	-0.0731666666666667
TNNT2	-0.5765
CECR5	-1.249
PHGDH	-1.758375
JRK	-0.2272
XPO4	0.55775
FAM131C	0.12
ARHGAP25	-0.384833333333333
CA9	1.38277777777778
GPR62	0.419
TLX1	-0.138833333333333
GPS1	-1.35575
OR2M2	-0.545
BDP1	1.12007142857143
FAM70B	-0.03375
RPS29	0.546166666666667
MKLN1	0.31
TSPAN19	-1.26875
SLC29A3	0.0952
LGALS4	6.7965
USH2A	0.298666666666667
NF1	0.1445
APOBEC3A	0.8835
IMPAD1	-1.071
OLR1	0.1505
NRAP	0.1675
HCFC1R1	-0.854666666666667
TAOK2	0.056
MCM10	-0.079
MAP4K3	-0.00675
CBS	-3.800625
CLK3	-0.2971
PCDHGA5	0.686
ELF4	0.5295
FAM71A	-0.5025
C11orf49	0.913
CLIP2	-0.0495
BTBD9	0.4322
ZNF524	1.53475
KDELR1	0.797666666666667
ZNF509	0.4905
NCSTN	0.8575
ZNF533	-0.494714285714286
PARP4	1.99
GALNT9	-0.403
NPY	-1.0495
BEGAIN	-1.32966666666667
TMEM77	-0.0633333333333333
FOXRED1	-1.54433333333333
SLC16A2	-1.71583333333333
SLC35B1	-1.099
GK5	0.708
SDCCAG10	0.07225
C4orf20	-1.33775
SLC9A2	1.1825
ADD1	-0.441928571428571
TAL2	-0.616166666666667
ACLY	-0.863125
DNAJC1	-0.0365
SOST	-1.607
USP43	1.4135
CYP4F12	0.9325
FKBP5	0.580375
CHCHD5	-0.071
NUDT22	-0.90625
CCDC85B	-1.495
OR51G2	0.225
STRN3	0.1655
TMOD2	0.55
FLI1	-1.1265
MAB21L2	1.5395
DGKQ	-0.06175
VPRBP	0.6735
SCNN1B	0.104
ECHDC3	1.418
TMEM106C	0.50625
CSNK2A2	-0.387
RPL39	0.5379
HERC3	-0.0071
ZBTB47	-0.1
ZNF681	-1.09125
PAGE2	-1.91975
CLIC5	3.87471428571429
RABAC1	0.15825
ZFHX2	1.32775
YPEL1	-0.8065
KIAA0776	0.653
NR1D2	0.553
DNAJC4	-0.626
NPNT	2.5749
ZNF677	-0.8145
ZNF536	0.00274999999999999
MEF2B	-0.672083333333333
PTPN4	-0.022625
CTCFL	-4.6425
STX5	-0.999
CD72	-0.26275
VEGFA	0.418842105263158
XRCC1	-0.2601
MAS1L	0.055
ELL	-0.1765
SETBP1	-0.73925
CDH11	1.35833333333333
NDC80	-0.944692307692308
DMBX1	-2.585
NRSN1	-0.0216666666666667
BAT2D1	0.367375
CDS2	-0.784666666666667
C1orf212	0.1835
SENP3	-1.320375
IL1F9	1.165
EEF2K	0.47225
COG8	-1.26725
CEP72	0.96175
OR1L8	0.306
MUS81	-0.838583333333333
PHYH	1.03875
GGT6	1.982
C22orf23	-0.679
C13orf33	1.42025
MAPK8IP2	-0.664
NELL2	-1.79966666666667
POU3F2	-3.12816666666667
ALPK1	-0.340125
MRPS18C	0.004
RPLP2	1.387875
FGF22	-1.476
SPNS1	-1.38016666666667
ZFP1	-0.1415
IL1RAPL1	-0.89
PCSK9	1.35116666666667
NKX2-1	1.0265
C6orf189	0.363
SP4	-0.2385
SLC11A1	0.4597
C21orf25	0.0658333333333333
ICAM2	-0.473375
SH3GL1	-0.810333333333333
GSK3B	1.1665
RALB	0.953
PDXP	-2.24866666666667
GNGT1	-0.74275
KIR2DL1	0.7125
TNFAIP3	1.30925
C6orf32	0.4643
CBLN2	-1.64775
PANK3	1.377125
TAAR9	-0.031
WDR82	0.633071428571429
APOM	-3.61225
TRIP10	-0.059
SPATA16	0.074
C1orf135	-0.3025
USP51	0.3245
TESK1	0.29725
C11orf64	0.015375
ZNF611	0.656
PDE6G	-0.413833333333333
HLA-DQA1	0.0654285714285714
GCLC	0.87675
SEC61A1	0.518642857142857
TWSG1	-0.706666666666667
ZMYND10	-1.81175
CTDP1	-0.74475
ADAMTS6	-0.0388333333333333
SLIT1	-1.91525
KRT86	-0.6695
KIAA0574	1.6785
GTPBP2	-0.3239
PQLC3	-0.5395
PRRX2	-2.23566666666667
C15orf44	0.0458333333333333
MKKS	-0.437625
C11orf10	-0.59375
GPR110	-0.10975
CD109	-2.67827272727273
ADCY1	-0.431
RHBG	-4.32075
TP53I3	0.7985
SLC22A3	2.3823
UCP2	-2.148
FOXG1	1.30216666666667
OR2AG1	0.103
TRIM24	-0.2775
PROC	-1.911625
TAAR6	0.20375
AMTN	-0.4325
C10orf47	0.00716666666666666
DEPDC1	-0.98675
FLJ45557	-0.08575
ZDHHC17	-0.3535
KIAA1429	0.0768333333333333
KCNH1	-0.2625
VNN3	0.11125
PSMAL	1.08225
PPARD	0.472375
HFM1	-0.488
YBX1	-0.103333333333333
ZNF695	-1.09825
SCTR	-0.3885
DCDC1	0.5195
VPS26B	-0.8913
MTF2	-0.0035
ATP6V1F	-0.29675
CCDC94	-0.8175
PERF15	0.129
CCL11	3.29025
LMO7	2.555375
DCST1	-0.5045
ADRBK1	0.106
CDRT4	-0.749875
ZNF84	-0.05375
HOXD8	0.53875
STARD8	-1.17033333333333
FOXP2	-0.186428571428571
CCDC103	0.519
POLR3A	-1.0481
GSC	-3.53316666666667
ZNF114	1.629
HTR7P	-0.654
LALBA	-0.4955
RMND5A	1.51183333333333
PSCD2	0.04525
ZNF409	0.454
KRTAP1-3	0.284
MAF1	-0.942
LOC201725	-0.814333333333333
NRN1	-3.67
SPAG5	-1.5755
DNAH7	-0.211
FLJ43860	0.137
BRCA2	1.75325
ACADM	-0.51075
CXXC6	-2.634125
RAGE	0.5025
CHMP2A	0.43625
FAM8A1	0.1101
GPR21	-0.311
SLC12A3	-3.099
FVT1	0.374285714285714
ZDHHC7	-0.13425
FLJ44048	0.4875
SLC44A3	3.83983333333333
SDSL	-1.8605
MMP8	-0.14
PLA2G12B	-0.235
ACY1	0.39575
MT1E	-1.26333333333333
OR4K15	0.3265
TECTB	-0.3095
GPR20	0.4615
IRAK2	0.0225
RFPL3	-0.864428571428571
MYO9A	0.222
NARG1L	1.2415
BLMH	-1.099625
CCDC3	2.64866666666667
C9orf21	-0.249
KIAA0513	-1.50683333333333
MIER2	-0.21425
PNMA2	-0.851181818181818
SH3BP2	0.6436
ANXA10	-0.474
RTN2	0.315333333333333
TFB1M	-0.8105
PRPH2	0.397
C14orf133	-0.07175
GOLGB1	0.130833333333333
IRX4	-1.5135
NFKBIL1	-0.562833333333333
C10orf62	-0.172
APBB3	-0.2285
RPS10	0.868
LOC728378	-1.78375
TLE3	0.187888888888889
PSMB7	-0.0455
MESDC1	0.8105
SLC6A1	0.80125
OCLN	2.71641666666667
PTTG3	0.376333333333333
NAGLU	-0.329
SERTAD4	-2.294375
SPRY1	1.47575
FLJ10781	-1.18466666666667
MYSM1	1.06325
TRIM4	0.268
SH3YL1	1.94025
TREM2	1.20833333333333
SERPINI1	-1.7165
HDHD3	1.5355
TMEM38A	-0.56
EID2B	-2.0775
TDRD3	0.44
SEDLP	0.675
THSD7A	-0.061
NDST3	-1.527
KLHL15	-0.111333333333333
DHRS12	1.7075
FBXO9	-0.4685
TNPO1	0.102333333333333
MRPL13	0.514
SNX5	-1.12116666666667
METTL6	-0.2035
SOD1	-0.778
CHML	-0.165
PACS1	-0.845375
SIRT5	0.0444
CAPN2	-0.279
FXYD5	0.2895
TWISTNB	0.434625
LRFN1	0.134833333333333
UBE1L	0.807625
UBE1C	0.46825
OR51B2	0.393
OR4D11	0.03
C15orf2	0.883
NR4A1	0.967833333333333
LOC339047	-0.69275
TRIM17	-0.619875
ATP5G3	0.681071428571429
RPL15	-0.459583333333333
ADAMTS8	-0.30925
HOXC4	0.109
C14orf37	1.1555
CEACAM5	5.38375
MYT1L	0.635666666666667
RASA2	0.603875
OSBPL7	-0.357
STAG1	0.562
GIMAP4	2.58266666666667
FUT3	4.41183333333333
PIF1	-0.975875
LPIN2	0.0747
SH3PX3	0.86975
PDP2	0.37025
PAPD1	1.311
ERP27	-1.86575
APOOL	0.8524
DIABLO	0.1475
TRHR	0.317125
ARMC9	-2.082375
RNF152	0.24725
SLITRK3	0.634
ZNF211	-0.3487
PFDN1	1.219
RGS11	-0.097875
HS6ST1	-0.0477
AKR1D1	-0.1435
TNP2	0.0791666666666667
STK31	3.99716666666667
EML4	1.06616666666667
SGTA	-1.71
HIST1H2BI	-0.787833333333333
PSMD6	-1.19183333333333
KIAA1257	4.05
C18orf55	-0.582833333333333
FLJ20273	2.248
RPL28	-0.306666666666667
EPYC	0.331
NOX3	-0.036
ELAC1	0.437666666666667
METT11D1	0.03575
BIN2	-1.33066666666667
NACA2	0.49725
CCDC17	0.60875
HM13	-0.3766
UBOX5	-0.408875
UBE2O	-0.39425
UBL5	-0.37
APOLD1	1.850875
C9orf31	-0.0405
TNFSF8	-0.914
ARHGAP29	-0.056625
PROKR2	0.3615
PDE5A	-0.2415
C6orf12	0.261
TOM1L1	-0.485
WHDC1	0.76025
FOXI1	-0.158333333333333
RAB4A	0.9024
TMEM39B	-1.1545
ATPBD1C	-0.63475
FARSA	-1.4425
PLEKHG5	0.858
CMAS	0.559333333333333
OR7E24	0.9345
SLC30A1	-0.51075
CDC42EP5	0.995333333333334
PLAC1	-1.5405
KLHL18	-0.0458333333333333
LBA1	0.2141
TAZ	-0.88925
CRIP2	-1.67225
BTBD11	-0.445
C16orf72	0.382
DIO2	0.0151
LRRCC1	0.731666666666667
CCDC136	-2.4225
PRX	-0.598
RBM5	0.1282
TMEM85	0.139125
TUBGCP4	-0.3695
APLN	2.042
CDK7	-0.266
SSR2	0.199083333333333
CRELD1	-0.37125
C19orf46	3.12875
GAL3ST4	-0.469333333333333
KBTBD10	-0.2745
IL28A	-0.104
WDR27	-0.2805
MCM2	-0.721666666666667
SOX14	0.597
FLJ39743	0.041
KIAA0922	-0.782
HIPK4	0.1695
FLJ25758	-1.091
C16orf57	-0.207833333333333
PDZD2	-0.043875
MCC	-0.98625
HHLA3	-0.669
ID2	1.02225
C20orf23	1.02575
ZNF688	0.584
APOC2	-1.6
LOC440093	-0.64825
FAM50B	0.874166666666667
PWP1	0.199
DNAH10	0.929
HIST1H2BA	0.2425
GPR56	2.21416666666667
METAP2	-0.1835
PAN3	2.20966666666667
STXBP4	-0.70675
PDHX	0.615
MTA1	-0.49575
ZBED4	0.223125
ZNF720	-0.85825
CDK2	-0.645625
RHOJ	-0.141375
CDC37	-0.890666666666667
ZER1	-0.434875
GRK4	-0.913
PRPH	0.32925
POLR2A	0.45975
OGFOD1	-0.141
NOL5A	-1.6875
PHEX	-1.51
FLJ16478	-0.14925
C20orf117	-0.60325
CAMTA2	-0.76725
C11orf74	-1.314
DDX17	-0.438666666666667
C5orf27	-0.2155
PLEKHA2	0.4984
PDE4DIP	-1.5645
SCN7A	0.21725
ZNF559	-1.1515
CXCL10	1.38775
ZMYM4	0.460833333333333
STK32B	-1.0096
KIAA0888	-0.2818
TACR3	0.5405
CKAP2L	0.61125
KIF1A	-1.06516666666667
RSPRY1	1.15525
VCAN	-0.45175
CYP27C1	-0.462
SYDE1	-1.71883333333333
MED12L	-1.41366666666667
ZDHHC21	1.85225
NHS	1.727
TM9SF3	1.21283333333333
DDHD1	-0.301125
MAFG	-0.3995
BICD2	-0.3496
C14orf119	0.0468333333333333
C14orf43	0.217785714285714
CDH7	-0.35425
ALKBH5	-0.777285714285714
JUP	0.948375
TMEM41A	1.14
MAMDC4	-1.482
CBX3	0.2455
LRRC18	-0.046
RBMXL2	0.74325
PLA2G4D	0.437
FGF13	0.90525
KIF3A	-0.5485
PDIA6	-0.45125
DCXR	-0.15975
CASKIN2	-0.17925
EHD1	-0.462666666666667
MARCKSL1	-0.132666666666667
ZNF496	-0.349
SCAF1	0.360166666666667
KCTD8	-0.381
TRAF3IP3	-1.45278571428571
LSR	1.92
CXorf1	0.068
C14orf112	1.04233333333333
EIF2B1	-0.22125
OMP	-0.096
GSTZ1	-2.0415
LOC92017	-0.3055
ISLR2	0.2005
C12orf36	0.9395
GATA2	-2.007
GABRA5	-1.2855
CELSR2	-1.81057142857143
STAM2	0.3524
TNAP	0.319
PTPMT1	0.6525
GRP	3.901
SV2A	-1.58416666666667
MAGEA12	-5.114
CACNG1	-1.6245
C18orf19	-0.47125
GSG1	-0.529333333333333
PTPRJ	1.08114285714286
FRMPD1	-0.1565
ZNF668	-0.41275
PLEKHJ1	-0.372625
ADAT1	-1.036
TMEM50A	-0.4422
UCN3	-0.1035
HOOK1	2.034
IL17B	0.5435
MLKL	0.798
TTC14	-1.00483333333333
KLHL5	-1.035625
CRYL1	1.59116666666667
FOXH1	-0.7465
NFYB	0.378875
PPM1G	-0.186
GOLGA2LY1	0.14275
NMT1	-0.37275
HADHA	0.1747
CHSY-2	0.476
PLEKHF1	0.160428571428571
SAGE1	-1.9055
MUSTN1	-0.38475
SUHW4	1.54
TFEB	1.78166666666667
ZFYVE27	-0.5835
ATG12	0.0833333333333333
BMI1	-0.00985714285714286
ZIM3	0.693
MYH4	0.32825
MASP1	-1.2397
KIAA0984	0.46375
RPAP2	-0.3125
ASB5	-0.1665
BOLA3	-0.0288333333333333
MIA3	0.7455
KRT35	0.926
KIR3DL3	-0.612
MRPL51	-0.166
SEMA3F	0.320333333333333
NDUFB2	0.687666666666667
LOC253012	0.873
FAM46C	-0.7609
G6PC	-1.850625
CSAG3A	-6.09783333333333
PREX1	-1.194
SLC25A45	-0.487625
MAPKBP1	-0.0902
CPE	-2.36077777777778
GNB1	-1.4845
CXCR6	0.17
TRIM46	-0.58675
C16orf3	-0.182166666666667
HPSE	0.686
TIGD3	-0.00949999999999999
SPG3A	1.694
LCAT	-1.48166666666667
ST6GAL1	0.928666666666667
POMC	-1.00275
FLJ36031	-0.3425
NSMAF	0.262333333333333
SKIL	2.511
ADSS	0.319333333333333
HMGCS1	-0.7811
POLR3F	0.531833333333333
RAB10	0.80925
ZNF277P	-0.564125
ZBTB7B	0.708875
DHRS1	-0.574625
ABCC13	0.5555
CNOT3	0.0685
NFKBIA	0.7025
GAK	-0.2585
SFT2D2	1.02866666666667
HOXA6	0.711
CRTC1	-0.2395
LY6D	-1.1855
C20orf72	-1.038
CPT1A	0.4905
LMO1	-1.264
EIF3I	-0.589
PRB4	-0.2185
MCM3APAS	-0.26125
C20orf132	-0.808
FOXF2	-1.77325
S100A12	1.3795
MLH1	-0.939833333333333
ACTN1	1.1176
MRPL36	-0.2805
C20orf106	-0.34325
FBXO6	-1.678
MKS1	-0.5485
CX3CR1	-3.7435
PDE1B	-0.512
PLP1	-4.171
KISS1	0.304333333333333
