Hybridization REF	TCGA-AY-4071-01A-01R-1113-07
GSK3B	0.875833333333333
RALB	0.850625
PDXP	-1.5555
GNGT1	-2.50128571428571
KIR2DL1	1.005
TNFAIP3	1.37216666666667
C6orf32	0.338
CBLN2	1.15975
PANK3	0.010125
TAAR9	
WDR82	-0.364714285714286
APOM	-2.674
TRIP10	0.41875
SPATA16	0.2868
C1orf135	-2.1065
USP51	-0.85325
TESK1	0.36475
C11orf64	-0.523
ZNF611	-0.211
PDE6G	-0.134666666666667
HLA-DQA1	4.66157142857143
GCLC	0.65175
SEC61A1	0.0196428571428571
TWSG1	-0.587083333333333
ZMYND10	-0.754
CTDP1	-0.3705
ADAMTS6	-0.227833333333333
SLIT1	-1.43125
KRT86	-1.2045
KIAA0574	2.401
GTPBP2	-1.1489
PQLC3	1.30675
PRRX2	-1.923
C15orf44	-0.421833333333333
MKKS	0.24425
C11orf10	0.36075
GPR110	1.78
CD109	-3.49233333333333
ADCY1	0.026
RHBG	-4.02
TP53I3	1.365375
SLC22A3	2.26288888888889
UCP2	-1.544
FOXG1	-2.51633333333333
OR2AG1	0.4215
TRIM24	-0.8715
PROC	-1.045125
TAAR6	0.805
AMTN	-0.945
C10orf47	-0.201833333333333
DEPDC1	-1.89675
FLJ45557	0.463
ZDHHC17	-0.3253125
KIAA1429	-0.63
KCNH1	1.5
VNN3	1.30957142857143
PSMAL	-1.40225
PPARD	0.451875
HFM1	0.19
YBX1	-0.697666666666667
ZNF695	-1.2795
SCTR	0.203166666666667
DCDC1	
VPS26B	-0.589
MTF2	-0.340833333333333
ATP6V1F	1.03875
CCDC94	-0.878
PERF15	-0.447
CCL11	5.9525
LMO7	2.235875
DCST1	0.9695
ADRBK1	0.304125
CDRT4	-0.255625
ZNF84	-1.218
HOXD8	-0.3685
STARD8	-0.592666666666667
FOXP2	-0.8095
CCDC103	4.9715
POLR3A	-0.8037
GSC	-3.17083333333333
ZNF114	-3.88066666666667
HTR7P	-0.461
LALBA	-0.094
RMND5A	0.470166666666667
PSCD2	0.105
ZNF409	0.0965
KRTAP1-3	0.287166666666667
MAF1	-1.30625
LOC201725	-1.38766666666667
NRN1	-3.754625
SPAG5	-2.24016666666667
DNAH7	1.70866666666667
FLJ43860	-0.258
BRCA2	-0.5255
ACADM	-0.287125
CXXC6	-3.4415
RAGE	-2.251625
CHMP2A	0.587
FAM8A1	0.2895
GPR21	0.5805
SLC12A3	-1.96433333333333
FVT1	0.802142857142857
ZDHHC7	-0.350125
FLJ44048	0.765
SLC44A3	4.24783333333333
SDSL	0.707166666666667
MMP8	-0.689333333333333
PLA2G12B	0.938333333333333
ACY1	-0.08275
MT1E	0.630333333333333
OR4K15	0.2775
TECTB	
GPR20	0.75
IRAK2	0.397
RFPL3	-0.5154
MYO9A	-0.8775
NARG1L	0.2125
BLMH	-0.888375
CCDC3	2.022
C9orf21	-0.876666666666667
KIAA0513	0.846333333333333
MIER2	-0.4465
PNMA2	-2.56981818181818
SH3BP2	0.4956
ANXA10	-2.58633333333333
RTN2	-1.572
TFB1M	-1.006
PRPH2	2.65633333333333
C14orf133	-0.2755
GOLGB1	0.4375
IRX4	-1.89725
NFKBIL1	-0.995666666666667
C10orf62	-0.05
APBB3	-0.5115
RPS10	1.0755
LOC728378	-1.90175
TLE3	-0.290944444444444
PSMB7	-0.713125
MESDC1	0.0275
SLC6A1	0.7285
OCLN	1.89875
PTTG3	-1.6845
NAGLU	-0.256
SERTAD4	-2.289
SPRY1	0.55325
FLJ10781	-0.607666666666667
MYSM1	0.68975
TRIM4	0.601428571428571
SH3YL1	2.3455
TREM2	1.72316666666667
SERPINI1	-1.05625
HDHD3	1.651875
TMEM38A	0.077875
EID2B	-2.26375
TDRD3	0.281833333333333
SEDLP	0.38525
THSD7A	0.428
NDST3	-1.072
KLHL15	-0.656333333333333
DHRS12	1.596
FBXO9	-0.814230769230769
TNPO1	-0.284166666666667
MRPL13	0.0145
SNX5	-0.273666666666667
METTL6	-0.73375
SOD1	0.223875
CHML	-1.647
PACS1	-0.06825
SIRT5	-0.2395
CAPN2	0.320833333333333
FXYD5	0.602833333333333
TWISTNB	0.074375
LRFN1	-0.00949999999999995
UBE1L	2.208125
UBE1C	0.56475
OR51B2	0.887666666666667
OR4D11	0.354
C15orf2	1.1505
NR4A1	2.057
LOC339047	-0.81675
TRIM17	-1.16825
ATP5G3	0.702071428571429
RPL15	0.09725
ADAMTS8	0.10575
HOXC4	0.287
C14orf37	-0.6155
CEACAM5	6.037125
MYT1L	0.2814
RASA2	0.94325
OSBPL7	-0.123
STAG1	-0.2615
GIMAP4	4.6415
FUT3	5.79316666666667
PIF1	-1.7675
LPIN2	-0.1105
SH3PX3	-0.035
PDP2	0.86725
PAPD1	-0.45
ERP27	2.3335
APOOL	0.5427
DIABLO	0.18225
TRHR	-1.25042857142857
ARMC9	-0.822875
RNF152	1.11575
SLITRK3	-0.15
ZNF211	-0.9977
PFDN1	1.129375
RGS11	0.425875
HS6ST1	0.2332
AKR1D1	-1.9905
TNP2	0.745
STK31	5.35816666666667
EML4	0.268333333333333
SGTA	-1.33533333333333
HIST1H2BI	-1.41783333333333
PSMD6	-1.47883333333333
KIAA1257	3.697
C18orf55	-0.382166666666667
FLJ20273	2.772
RPL28	-0.676166666666667
EPYC	0.2405
NOX3	0.174
ELAC1	0.191166666666667
METT11D1	-1.3085
BIN2	-0.242
NACA2	-0.65025
CCDC17	-0.8405
HM13	-0.0236
UBOX5	-1.00814285714286
UBE2O	-0.103
UBL5	0.73225
APOLD1	0.523625
C9orf31	0.38975
TNFSF8	0.601
ARHGAP29	-1.43485714285714
PROKR2	0.2375
PDE5A	-0.767
C6orf12	0.234
TOM1L1	0.3455
WHDC1	0.147625
FOXI1	0.315833333333333
RAB4A	0.5042
TMEM39B	-1.05675
ATPBD1C	-0.60625
FARSA	-1.10933333333333
PLEKHG5	1.19875
CMAS	0.848666666666667
OR7E24	1.045
SLC30A1	0.5265
CDC42EP5	1.555
PLAC1	-2.10475
KLHL18	-0.163666666666667
LBA1	0.6163
TAZ	-0.8795
CRIP2	-1.639625
BTBD11	-0.725
C16orf72	0.438
DIO2	1.8192
LRRCC1	0.0176666666666667
CCDC136	-1.581
PRX	-0.443
RBM5	0.1077
TMEM85	-0.2185
TUBGCP4	-1.81566666666667
APLN	0.883625
CDK7	0.206
SSR2	0.48375
CRELD1	0.36525
C19orf46	2.21825
GAL3ST4	-0.0959999999999999
KBTBD10	-0.9245
IL28A	0.2545
WDR27	-0.549
MCM2	-2.4045
SOX14	
FLJ39743	1.9055
KIAA0922	-2.37366666666667
HIPK4	0.672
FLJ25758	0.8505
C16orf57	-0.0125833333333333
PDZD2	1.24185714285714
MCC	-1.120375
HHLA3	-0.4722
ID2	1.8205
C20orf23	3.578
ZNF688	0.954
APOC2	-1.10316666666667
LOC440093	-0.283
FAM50B	1.74483333333333
PWP1	-0.446
DNAH10	-0.63
HIST1H2BA	2.159
GPR56	1.51333333333333
METAP2	-1.060625
PAN3	1.35716666666667
STXBP4	-0.639125
PDHX	-0.0935
MTA1	-1.09083333333333
ZBED4	0.074
ZNF720	0.369
CDK2	-2.004
RHOJ	-0.61825
CDC37	-0.702166666666667
ZER1	-0.570625
GRK4	-1.2285
PRPH	-0.3075
POLR2A	-0.8125
OGFOD1	-0.7565
NOL5A	-1.865
PHEX	-2.472
FLJ16478	-0.00750000000000006
C20orf117	-0.304375
CAMTA2	-0.6945
C11orf74	-0.266333333333333
DDX17	0.4135
C5orf27	-0.51875
PLEKHA2	-0.6848
PDE4DIP	-1.6605
SCN7A	0.295
ZNF559	-0.894166666666667
CXCL10	4.3355
ZMYM4	-0.5045
STK32B	-1.5516
KIAA0888	-3.3486
TACR3	0.003
CKAP2L	-2.17475
KIF1A	-0.779
RSPRY1	0.5435
VCAN	-0.139
CYP27C1	-0.139
SYDE1	-1.41683333333333
MED12L	-1.50333333333333
ZDHHC21	1.839
NHS	1.8175
TM9SF3	2.09583333333333
DDHD1	-0.311875
MAFG	0.112083333333333
BICD2	-2.1979
C14orf119	0.0858
C14orf43	0.0934285714285714
CDH7	0.7455
ALKBH5	-0.737642857142857
JUP	1.79525
TMEM41A	0.246333333333333
MAMDC4	-0.509666666666667
CBX3	-0.5065
LRRC18	0.061
RBMXL2	0.955
PLA2G4D	0.578166666666667
FGF13	-0.2015
KIF3A	0.0235
PDIA6	-0.98
DCXR	0.055
CASKIN2	-0.334083333333333
EHD1	0.570666666666667
MARCKSL1	0.369166666666667
ZNF496	-0.680333333333333
SCAF1	-0.517166666666667
KCTD8	-1.40225
TRAF3IP3	0.431571428571429
LSR	1.9815
CXorf1	-0.8902
C14orf112	0.631333333333333
EIF2B1	-0.21475
OMP	0.3495
GSTZ1	-1.64225
LOC92017	-0.6385
ISLR2	0.9715
C12orf36	2.4325
GATA2	-1.81816666666667
GABRA5	-2.311
CELSR2	-1.91264285714286
STAM2	0.785
TNAP	-1.0535
PTPMT1	-0.557166666666667
GRP	3.0805
SV2A	-1.3945
MAGEA12	-4.74075
CACNG1	-1.7125
C18orf19	-0.9675
GSG1	-0.386666666666667
PTPRJ	-0.100428571428571
FRMPD1	-0.988
ZNF668	-0.895
PLEKHJ1	0.252125
ADAT1	-1.4099
TMEM50A	0.524
UCN3	0.106
HOOK1	1.3475
IL17B	-0.1335
MLKL	1.17283333333333
TTC14	0.106
KLHL5	-1.846125
CRYL1	3.32216666666667
FOXH1	0.0735
NFYB	-0.433875
PPM1G	-1.29475
GOLGA2LY1	-0.304
NMT1	-0.732
HADHA	-0.3881
CHSY-2	0.374
PLEKHF1	0.143071428571429
SAGE1	-2.996
MUSTN1	0.235
SUHW4	0.48225
TFEB	1.98483333333333
ZFYVE27	1.3275
ATG12	-0.592166666666667
BMI1	0.7435
ZIM3	-3.508
MYH4	2.556
MASP1	-1.49666666666667
KIAA0984	0.1355
RPAP2	-0.02575
ASB5	0.02725
BOLA3	-0.713666666666667
MIA3	0.346
KRT35	1.949
KIR3DL3	0.0585
MRPL51	-1.11075
SEMA3F	-0.841333333333333
NDUFB2	0.902666666666667
LOC253012	2.976
FAM46C	0.017
G6PC	-2.72925
CSAG3A	-4.91766666666667
PREX1	-0.7675
SLC25A45	-0.12025
MAPKBP1	-0.2094
CPE	0.0057
GNB1	-0.869125
CXCR6	4.167
TRIM46	-1.0835
C16orf3	-0.0261666666666667
HPSE	0.704375
TIGD3	-0.504
SPG3A	2.1195
LCAT	-1.81933333333333
ST6GAL1	2.24833333333333
POMC	0.827
FLJ36031	0.347166666666667
NSMAF	-0.250166666666667
SKIL	1.8285
ADSS	0.363166666666667
HMGCS1	-1.2048
POLR3F	0.3765
RAB10	0.074875
ZNF277P	-0.00700000000000001
ZBTB7B	0.72425
DHRS1	-0.27
ABCC13	5.19316666666667
CNOT3	-1.218
NFKBIA	0.83025
GAK	-0.242833333333333
SFT2D2	1.36583333333333
HOXA6	0.6085
CRTC1	-0.367125
LY6D	-1.281
C20orf72	-0.312333333333333
CPT1A	0.89775
LMO1	-3.481
EIF3I	-0.23525
PRB4	0.00599999999999999
MCM3APAS	-1.09485714285714
C20orf132	-0.3841
FOXF2	-0.0835
S100A12	1.11125
MLH1	-0.709833333333333
ACTN1	-0.3332
MRPL36	-0.4565
C20orf106	0.07875
FBXO6	1.58483333333333
MKS1	-1.0265
CX3CR1	-3.589625
PDE1B	0.017
PLP1	-3.92225
KISS1	-0.0921666666666666
C14orf2	0.538833333333333
TBC1D3P2	-1.3855
COMMD6	2.5189
ANKRD7	-1.29475
PTCHD1	-2.06914285714286
NARS2	-0.75475
DOCK7	-0.3485
FAM127B	0.09975
LOC390243	0.031
N6AMT2	1.3595
ZNF391	-0.6235
DNAJB14	0.358333333333333
WRB	-0.63175
BPI	-0.190272727272727
TTC4	-2.004
FAM10A5	-0.49225
GOT1L1	-0.570666666666667
MAGED1	-0.74925
RESP18	-0.595
WFDC6	-0.599
MT2A	-1.5085
C11orf56	1.67075
KIAA1432	0.1835
ROR1	-2.33075
HSD17B14	-0.2805
ZFAND2B	1.036875
SAMD4B	-0.50775
HEXA	-0.855
HNRNPU	-0.0140454545454545
USP39	-0.64125
NRD1	-0.78025
R3HDML	0.76675
FLT4	0.1005
OMG	-0.460333333333333
OR52N4	0.4455
LOC399818	-0.8905
ELA2	-1.97075
VENTXP1	
RFC5	-1.2555
OR52L1	0.5335
PAX5	-0.538
FBXO2	1.26525
GMEB1	0.336
AKT3	-0.991166666666667
CRB1	-3.1624
CTTN	-0.208833333333333
UTP15	-0.303
HSBP1	0.2895
PHF11	2.65425
NDEL1	0.278333333333333
USP8	0.9325
BAIAP2	-0.719
SI	6.6286
ARSJ	-1.4065
BAAT	-2.483
KCNS3	-0.524666666666667
LOC126147	-0.0346666666666667
TMEM37	2.131
C1orf162	2.6485
MBD1	-0.5161
ITGAL	-0.533666666666667
WDR73	-0.525666666666667
GKN2	0.0928
ARFGAP1	-0.398375
SLC5A8	-0.0588
ZBTB40	-0.307
CYP4B1	-0.264166666666667
LYPLAL1	0.2785
CHST3	-2.20275
MAP3K9	-0.1255
BTAF1	-0.0593333333333333
TFAP2E	0.063
RBM35B	1.23075
LOC441251	-0.77
ANKRD25	-1.65166666666667
UQCRC2	1.0325
MAEA	-0.270166666666667
HYAL1	-2.5822
RNPEPL1	-0.0405
CPSF2	-1.36142857142857
PSD3	-0.0467
ABCA13	0.801
AGR2	2.669
GBX1	0.0755
HDLBP	0.316
ACY3	1.31925
HECW1	-5.7025
ZNF519	-1.8245
HOPX	4.34216666666667
ZNF304	-2.22475
OR12D3	0.386
FKSG43	-0.21075
METTL1	-0.07575
MFSD3	-0.7173
PSPH	-0.26875
CLCA3	1.9475
DARS2	-1.08116666666667
CDC25A	-1.7025
BAIAP2L1	2.3225
B3GNT5	3.45875
USP29	-0.6445
ARHGEF10L	2.3501
ATOX1	-0.231375
ADAM30	0.596
DNASE1	2.11125
STT3A	-0.0370833333333333
RAB6IP1	-2.0825
PTN	0.296
C1orf106	2.38623076923077
HECA	1.90325
RNF122	-0.18675
SLC22A18AS	1.61566666666667
GNG8	0.267333333333333
ELP4	0.10625
FAM65A	0.104166666666667
RPL10A	-0.0603333333333333
IRS4	1.801
MACF1	0.3007
SEC24D	0.421
LOC374395	0.30425
TGFB2	-1.46785714285714
MDFIC	-1.0805
CHRNE	0.7365
PCMTD2	0.688833333333333
ATP6V0D1	0.708666666666667
MTA2	-0.17275
LZTR1	-0.554166666666667
RAP1A	0.319166666666667
AXIN1	-0.05325
POLR1C	-0.331
TRIO	0.0205833333333334
PLXNA4A	-0.735166666666667
C5orf33	-0.67175
DEPDC1B	-1.2085
ZNF473	-1.06333333333333
MTM1	2.25675
GPR107	-0.2125
CSNK1A1L	-0.074
FLJ14154	-0.863
NLRC4	3.1115
ENPP4	3.3105
PADI3	-1.2865
RNF170	0.604375
CG018	2.19466666666667
C16orf7	-0.099
KCNE1	0.564
NRM	-1.66966666666667
SLC37A3	1.00814285714286
TPD52L2	-0.0341666666666667
UNC5B	0.68625
C12orf12	-1.818
SDHB	0.43225
CLRN1	0.417833333333333
NUDT10	-3.14083333333333
UGT3A1	-0.2774
FBXW8	-0.54
RHOF	0.282875
PTPLAD1	-0.735625
MYO3B	-0.012
DERA	0.547
TPP2	0.142
C19orf53	0.250333333333333
GINS3	-1.467625
ST6GALNAC5	0.4655
CHSY1	-1.717
MGC15705	-0.1265
GPR83	0.2685
EXT2	0.413125
DOLK	-0.50975
TUBAL3	3.54075
ACVRL1	3.7761
ABL2	-0.7595
C14orf156	-1.3255
PTPRZ1	-3.75614285714286
DIP2C	-1.165375
LAMP1	0.399375
RXRA	0.00599999999999998
MAP3K5	1.999
ALKBH1	-0.292666666666667
PDLIM7	-0.76175
ARL14	5.1735
SNIP1	-0.358166666666667
TIMP3	0.6175
RGS3	-0.312
SPAG16	0.375142857142857
ABHD4	-1.02625
ARHGEF12	0.235090909090909
GLUD2	-0.225
RAC2	-0.3054
UAP1L1	-2.095
SLC18A3	-0.432
YOD1	-0.450666666666667
RALY	-0.11725
HMOX2	0.45925
DGKH	2.274
DBNDD2	2.92366666666667
YIPF4	1.077375
THAP10	0.28075
ZNF513	-0.082
HAGHL	-1.7105
ITGB4	1.48466666666667
CCDC141	-0.272
YTHDF3	-0.15975
C5orf28	0.85175
RPL7L1	-1.034375
TMEM30B	0.917857142857143
ANKRD35	1.054
DUOXA2	5.27975
TBC1D5	-0.306375
DFNB59	-1.492
HRH4	0.858666666666667
MYO6	2.3106
DNAJA4	1.56725
RBM24	-1.264125
CEACAM20	-1.1615
RBM23	-1.52407142857143
NGFB	-0.1205
C1orf63	1.1772
KRTAP7-1	-0.4115
PERLD1	2.49625
NPB	-0.127
C17orf59	0.0321
HSPBAP1	1.05825
SLC15A4	-0.336
PRTFDC1	0.2605
OSMR	-2.07892857142857
CYSLTR2	0.948
C19orf25	0.428
KIAA1797	0.4705
NLRP6	
FAM105B	0.3475
SCRN2	-0.429
LRRC58	-0.3815
RNF17	-0.838
NEIL3	-2.9145
FAM137A	-2.843
SKP2	-2.96225
PARVA	1.14466666666667
PKLR	0.678
RNF34	-1.32575
A3GALT2	0.861666666666667
C12orf50	0.59625
SUNC1	-0.39225
FAM102B	0.0625
CCT2	-0.83175
LRRC37A2	-1.226
ARF4	1.225
SIKE	0.475875
C8orf48	-1.11433333333333
MBTPS1	-0.709285714285714
GPSN2	-0.9385
NCF2	2.479
SLC12A6	0.408
MRPL48	0.062
HMGN3	-1.467
LRRC62	-1.08675
PAX9	-1.34
FAM55A	9.657
C20orf42	4.21616666666667
SCML2	-1.97633333333333
BCL9	0.04825
FAM40A	-0.248
C9orf41	-0.935
ZNF774	1.0165
LETM1	-1.301
PLXNB1	0.6005
NIPSNAP1	-0.998375
USP10	-1.09975
F9	-0.6175
LIPE	0.76475
CNGB3	
C12orf52	-0.752125
PI4K2A	-0.343875
MED8	-0.20425
STAT4	1.99122222222222
FGD4	1.51983333333333
RNF145	-0.115833333333333
WDR32	-0.207444444444444
CLDN2	2.86216666666667
TCEAL8	0.54875
ZMYND8	-0.5249
PDXK	0.48765625
GATAD2A	0.414
PTGES3	-0.067
CCM2	-0.798
TAP1	1.450625
ZNF670	-0.657
ETS2	2.63078571428571
C6orf166	0.355333333333333
PRMT2	0.0902142857142857
OR4B1	0.3515
INTS8	-0.2875
CCDC102A	-1.4435
CCDC83	-0.7676
ITGA1	0.6211
EPHA5	-1.67111111111111
FAM24B	-0.520333333333333
TSGA10	2.6665
HAL	-2.1792
MYOT	0.0115
SPACA3	4.347
BCL2L2	-0.442333333333333
CUGBP2	0.5075
CCNB3	-0.937666666666667
RNF113B	0.96925
MERTK	0.836
BAG1	0.074
VPS36	0.9765
ORMDL3	0.0232
C1orf190	-0.693
ZNF625	-0.4635
CORO2B	-1.321
ALOX15	-0.3265
CST1	2.509
NUPR1	1.81533333333333
CCL7	0.989666666666667
SMCR5	-2.2615
DSC2	3.151
RBMS2	0.43125
GRIK4	
TRIM65	-0.5275
TMPRSS6	-0.440714285714286
TP53INP2	0.3895
GLB1L	-0.0316666666666666
LOC388284	-0.365333333333333
PUS1	-0.815428571428571
BCL9L	-2.223
OLFM1	-1.07508333333333
RET	-2.3365
MASTL	-2.00016666666667
ALX3	0.45425
IL1RL1	1.826
ZNF765	-0.6125
C14orf138	-0.82025
SNX10	-0.276166666666667
TAC4	0.136
C1orf64	-3.73525
POGK	-0.294625
MAPK9	-0.00225000000000001
ZNF366	0.9465
C8orf79	1.74022222222222
CLDN7	4.207625
OR5AT1	1.1945
TRIM37	-2.55975
LRRC25	2.54875
GRHL2	1.8486
TEKT3	0.402
LASS5	-0.668666666666667
ABCC4	-1.218
DLG3	1.96875
VGLL1	0.352333333333333
ZFP36L2	2.46333333333333
MFRP	-0.0215999999999999
KIAA1799	-0.14275
FLJ44379	2.096
PCNX	-0.418
ANXA9	-1.2185
CYP4V2	1.2956
PIK3C2A	-0.0195
SRR	-0.3945
NOL3	-0.57075
IFITM2	2.0995
ARNTL2	-0.42925
ZNF595	-0.41725
NLRP13	
ASPH	-0.453125
CPA2	0.47
PVRIG	-0.501833333333333
LEPR	-2.10983333333333
C16orf42	0.119166666666667
SH3BGRL	0.63775
FAM77D	-1.89666666666667
FNDC7	
C9orf6	0.0605
NOTCH2NL	-1.019
PGBD1	-2.6255
SYNGR2	0.3075
PITPNA	-0.3034375
PRPF4B	-0.5297
SLC43A3	-3.24007142857143
NRBP1	-1.17025
SLC25A22	0.26925
ILK	-0.0765
SLC22A8	0.6366
MRPS7	-1.136625
PITX2	2.96975
FABP3	0.337375
OR1L1	0.542
LOC728215	0.574714285714286
BLID	-0.929
KIAA1217	2.02311764705882
TFPT	-0.99675
AP4B1	0.59125
VBP1	-0.80375
OR1K1	0.591
MORC3	0.87975
BHMT2	-1.60916666666667
C3orf10	0.243625
FZD7	-0.953
WFDC10A	0.882
PMS2CL	-0.958875
CCDC32	0.601
FA2H	3.00425
ALG13	0.7585
TTLL7	-1.59357142857143
SPOCK3	-2.36133333333333
SLC13A2	0.8535
AIM1	1.6275
GPRC6A	1.405
EGR2	3.47925
MED11	0.0735
WWC1	0.717
SH3GL3	-2.97266666666667
RIF1	-0.704642857142857
PRLH	-0.318
VLDLR	-3.2965
DBT	-0.130266666666667
C21orf63	-0.36975
CGGBP1	-0.169
KRTAP12-2	-1.077
TADA3L	-0.587125
ZBTB16	-0.1705
PDGFB	-0.477125
RFX1	0.236125
UQCRB	-0.2102
LOC133874	1.8615
HPS3	-2.24225
LGALS3BP	0.7282
DKFZP564O0823	4.48107142857143
MRFAP1L1	-1.220375
HOXA10	2.524
NGB	0.3885
KIF21A	0.483538461538462
IFLTD1	0.676
LZTS1	-2.28675
ARHGEF3	1.021
RHBDL3	-1.6245
CSNK1G2	0.544166666666667
ChGn	-0.946
KIAA1244	1.1066
GABRB2	0.658
MGC72080	0.796
CD27	3.90225
EGLN1	-1.3609
PEX13	0.2875
RWDD3	0.44175
RNF12	-0.0473333333333333
GRIN2B	
ADAMTS14	-0.533125
DYDC2	-0.410833333333333
ATP6AP1	0.2755
NR1H2	-1.00683333333333
PDK2	0.59075
C3orf17	-0.164166666666667
SLC38A2	-1.001
SLC25A29	-1.02516666666667
C15orf29	0.745125
ADAM9	-0.51575
TMUB2	0.31725
GPR176	-0.27475
AGK	-0.950285714285714
MCCD1	0.432
NDUFA4	0.8905
TMEM146	-1.22975
DUSP1	1.180625
UNQ6975	-1.695
EMX2OS	0.6935
INSM2	-0.96225
LUZP4	-0.313
SETD6	0.18175
P2RY2	1.85325
SLC45A2	-0.5675
RABGAP1	-0.211833333333333
UBXD5	-0.496625
GPRC5A	2.2804
PAK3	-1.188
LOC63920	-0.5835
TGFBR1	-0.1318
KRTAP6-3	0.53025
SFMBT2	1.02475
CDC42	1.0148125
C11orf35	-0.348
TTLL2	-0.2915
UACA	-0.256272727272727
CD97	0.3754
SETD5	-0.747857142857143
NINJ2	-1.54625
PTER	0.9215
POMGNT1	0.01025
KRTAP4-2	0.186
ECGF1	1.52525
HRB	0.607909090909091
ATP1B2	0.0032
LOC400506	-0.45525
COL4A3BP	0.5315
C6orf97	-1.52225
GRHPR	-0.349625
TAS2R1	-1.6935
SEMA7A	-1.9745
EDF1	-0.37075
ODF2L	0.85325
PCID2	-0.0743333333333333
GTF2H4	-1.21766666666667
ZCCHC3	-1.41325
CGB2	0.242333333333333
NEUROD1	0.3065
C20orf75	-0.8305
RP5-1054A22.3	1.774
IFNA5	0.2695
ZNF134	-1.29141666666667
MGC119295	-0.1916
ZSWIM6	1.169375
SMEK1	-0.153333333333333
PCGF2	-0.5155
C1orf102	1.132
CYP2A13	0.675
KCNH6	-0.5243
MDM1	-0.3253
ALDH7A1	-1.05133333333333
C9orf75	0.91975
VDAC3	-0.4845
OR51T1	0.716
EIF3F	-0.383
KCNJ10	-0.37825
LENG8	0.29725
EDEM2	1.30841666666667
CCNJL	-0.3925
DHX37	-0.749
CRYGN	-0.2605
AATF	-0.68925
ZNF630	2.01675
E2F5	0.217
WFDC13	-0.394
FTSJ3	-1.332
C4orf33	1.265
LHFPL4	-2.1
C19orf56	-0.733666666666667
SMAD4	0.4895
AFM	-0.7022
G0S2	0.20275
FCHSD2	-0.2482
RRP1B	-1.0692
EEF1B2	-0.0635
STAT6	0.2335
ZNF195	0.217
GNL1	-0.940666666666667
ZNRF2	2.21366666666667
PER3	-1.934
ASB16	0.20875
C10orf10	0.713714285714286
ADCY8	-3.8074
C9orf58	-3.26633333333333
ARMC10	0.679833333333333
PSG1	-0.6515
DHX34	-0.72375
VARS2	-0.68675
NFIC	-1.71325
ITPR2	-0.12125
AGXT2	1.76666666666667
OR6K3	-0.018
H2AFZ	-1.24
MLLT3	1.52354545454545
COX4I2	0.71125
CCNT2	0.207
PLK4	-2.023
NUMBL	-0.520166666666667
MED16	-0.917
PLEKHQ1	0.2125
GOSR1	0.2489375
BTG4	0.780333333333333
RPL30	0.12975
IGSF5	0.435333333333333
IGFL2	0.781833333333333
ELMOD2	0.589166666666667
SHC3	-2.45216666666667
HAVCR1	0.212
DYNC2H1	-1.71114285714286
RNF5	-0.0823333333333333
C2orf7	0.3555
NLF1	0.988
KLHL25	0.02225
LRP10	0.46
KRI1	-0.97175
PUS7L	0.263
MGMT	-0.18775
HOXD1	-0.800666666666667
CSH1	0.1056
ATG16L2	-1.38225
FLJ44635	1.64
CHODL	0.4735
EXOSC8	-0.07975
SLC28A1	-0.21625
MYO7B	1.89333333333333
SEH1L	-0.073
MTNR1A	0.561166666666667
TSPAN5	0.00433333333333333
CDC45L	-2.79216666666667
AMIGO1	0.4705
ATAD3A	-0.84825
OSGIN2	-0.381333333333333
PDIK1L	0.0178333333333333
DARC	1.43025
PIPSL	0.0095
SHMT1	-1.78325
CRISP3	-0.1015
POPDC2	1.7385
ZRANB2	-0.005
FBXL8	0.31675
TRIP13	-2.24136363636364
EIF5AL1	-1.041
POU5F1P3	-3.8225
IL6	1.324
CXorf38	1.07616666666667
IFNA16	0.5745
FBXL2	-1.65933333333333
BRD1	0.05925
STATH	-1.06033333333333
FBXO44	0.259666666666667
MCCC2	-0.66425
CDC2	-1.3907
C5orf23	-2.883
IVD	-1.3975
C10orf122	-0.94375
MSL3L1	1.2449
MVP	1.661
EPOR	-1.4237
ZMYM1	-0.597833333333333
BCL7C	0.284
PSTPIP2	0.6007
LYPD1	-2.34825
OR8G5	-0.667
ZP3	0.102333333333333
BCAS4	0.772333333333333
EDG6	2.755
ISY1	-0.09
PRAMEF2	-0.0682499999999999
CUL1	-0.39425
RNF213	0.6939
CCRK	-0.149
DHX9	-1.227375
C13orf29	1.394
NCKAP1	0.722333333333333
MRPL43	1.14757142857143
XPR1	-0.2365
PKN2	0.8906
PODNL1	-0.3795
ZNF333	0.41925
DALRD3	-0.11225
OPN1SW	0.5825
BTBD6	0.5135
C11orf82	-2.222
OR5P3	1.077
DUSP11	0.587
L1CAM	-1.3673
NEK11	2.03433333333333
OR7E91P	0.904
CNTN3	3.72333333333333
CREB3L2	1.55675
ZBTB37	-0.017
KIAA1324L	2.25
NDUFB10	0.031
NUDT2	-0.05825
GTPBP8	0.592
CACNA1D	1.529375
PRKAA2	-1.95566666666667
PRDM8	0.93
MGC16075	3.64133333333333
KRT14	-1.87992857142857
PP8961	0.985571428571429
MRPL18	-0.47475
ABCG2	-2.815
PACRG	1.985
BBS2	0.36775
KREMEN2	-1.533
FBXO21	0.1955
HNRPUL1	-0.575833333333333
GRB10	-1.6675
CLSTN1	0.913125
LMAN2	-0.4969
C17orf61	0.80125
NIPSNAP3A	2.1315
INSIG2	-0.589833333333333
PCDHB7	-0.3468
STXBP2	0.4285
CMAH	0.5916
