Hybridization REF	TCGA-AA-A01I-01A-02R-A00A-07
GAK	0.331666666666667
SFT2D2	1.50083333333333
HOXA6	-0.1095
CRTC1	-0.0425
LY6D	-0.201166666666667
C20orf72	-1.01516666666667
CPT1A	0.777
LMO1	-2.5195
EIF3I	0.1945
PRB4	0.6345
MCM3APAS	-1.058625
C20orf132	0.0739
FOXF2	-2.33825
S100A12	0.23725
MLH1	-0.35
ACTN1	0.5721
MRPL36	-0.4485
C20orf106	-0.56175
FBXO6	0.845666666666667
MKS1	-0.423
CX3CR1	-3.576875
PDE1B	0.456
PLP1	-4.07275
KISS1	0.4282
C14orf2	0.801333333333333
TBC1D3P2	-1.063
COMMD6	1.6716
ANKRD7	-1.69925
PTCHD1	-1.05825
NARS2	-0.3055
DOCK7	-0.432625
FAM127B	-0.61025
LOC390243	0.160333333333333
N6AMT2	1.39575
ZNF391	-0.087
DNAJB14	0.0901666666666667
WRB	-1.192625
BPI	0.962833333333334
TTC4	-1.20033333333333
FAM10A5	-0.14025
GOT1L1	0.4587
MAGED1	-0.3845
RESP18	-0.154666666666667
WFDC6	0.10425
MT2A	-2.0225
C11orf56	1.44275
KIAA1432	0.5985
ROR1	-1.977125
HSD17B14	-0.0901666666666667
ZFAND2B	1.075375
SAMD4B	-0.399
HEXA	-0.1195
HNRNPU	0.122636363636364
USP39	-0.166125
NRD1	-0.68975
R3HDML	0.50175
FLT4	0.299333333333333
OMG	0.314666666666667
OR52N4	0.4785
LOC399818	-0.355
ELA2	-2.264
VENTXP1	0.44
RFC5	-1.283
OR52L1	0.163
PAX5	-0.818
FBXO2	-1.27475
GMEB1	0.081
AKT3	-1.6645
CRB1	-1.15425
CTTN	0.422166666666667
UTP15	0.1705
HSBP1	-0.46
PHF11	2.11325
NDEL1	-0.185166666666667
USP8	0.0625
BAIAP2	-0.779125
SI	0.7375
ARSJ	0.426
BAAT	0.872
KCNS3	1.39883333333333
LOC126147	-0.7395
TMEM37	-0.602
C1orf162	1.12683333333333
MBD1	-0.4626
ITGAL	-0.7405
WDR73	-0.322166666666667
GKN2	-0.0195
ARFGAP1	-1.18775
SLC5A8	-0.8595
ZBTB40	-0.6718
CYP4B1	-1.254
LYPLAL1	0.66425
CHST3	-0.726
MAP3K9	0.0335
BTAF1	-1.09383333333333
TFAP2E	-0.053
RBM35B	0.86275
LOC441251	-0.0515
ANKRD25	-1.84877777777778
UQCRC2	0.7955
MAEA	0.107916666666667
HYAL1	-1.7998
RNPEPL1	0.335166666666667
CPSF2	0.014
PSD3	-0.1588
ABCA13	0.4535
AGR2	2.7755
GBX1	0.408
HDLBP	0.957142857142857
ACY3	1.37625
HECW1	-0.20925
ZNF519	-0.82825
HOPX	1.78775
ZNF304	-2.71425
OR12D3	-0.1785
FKSG43	-0.21075
METTL1	0.6515
MFSD3	0.1395
PSPH	0.09925
CLCA3	1.3165
DARS2	-0.403
CDC25A	-0.9885
BAIAP2L1	1.8715
B3GNT5	2.616125
USP29	-0.09825
ARHGEF10L	2.2935
ATOX1	-0.607375
ADAM30	-0.15525
DNASE1	0.64675
STT3A	0.46275
RAB6IP1	-2.0535
PTN	-1.2978
C1orf106	1.76407692307692
HECA	1.80175
RNF122	-0.08175
SLC22A18AS	1.08133333333333
GNG8	0.181166666666667
ELP4	-0.0245
FAM65A	-0.205
RPL10A	-0.00233333333333333
IRS4	-0.361
MACF1	0.0281
SEC24D	-0.489
LOC374395	-0.02275
TGFB2	-1.4715
MDFIC	-1.88275
CHRNE	0.359
PCMTD2	-0.0773333333333334
ATP6V0D1	-0.167166666666667
MTA2	0.84925
LZTR1	-1.18116666666667
RAP1A	-0.226166666666667
AXIN1	-0.051375
POLR1C	0.05325
TRIO	-0.574583333333333
PLXNA4A	-0.851363636363636
C5orf33	-0.44275
DEPDC1B	-0.659
ZNF473	-0.5735
MTM1	1.73125
GPR107	0.408333333333333
CSNK1A1L	0.264
FLJ14154	-0.85925
NLRC4	1.9895
ENPP4	2.87916666666667
PADI3	0.5665
RNF170	0.051375
CG018	0.697
C16orf7	-0.5865
KCNE1	0.36675
NRM	-1.69766666666667
SLC37A3	0.12
TPD52L2	-0.906333333333333
UNC5B	0.631
C12orf12	0.348
SDHB	-0.08675
CLRN1	0.209
NUDT10	-2.70983333333333
UGT3A1	0.707142857142857
FBXW8	-0.673
RHOF	0.8835
PTPLAD1	-0.082625
MYO3B	-0.335666666666667
DERA	0.1695
TPP2	0.81025
C19orf53	-0.044
GINS3	-0.825625
ST6GALNAC5	-0.577
CHSY1	-1.27175
MGC15705	-0.268
GPR83	0.427833333333333
EXT2	0.148625
DOLK	0.16125
TUBAL3	4.33625
ACVRL1	3.0394
ABL2	-0.373333333333333
C14orf156	0.0251666666666667
PTPRZ1	-3.5815
DIP2C	-0.725625
LAMP1	0.5105
RXRA	-0.2422
MAP3K5	2.6025
ALKBH1	-0.222833333333333
PDLIM7	-0.78275
ARL14	4.305
SNIP1	-0.6715
TIMP3	-0.805166666666667
RGS3	0.133833333333333
SPAG16	0.824111111111111
ABHD4	-1.24675
ARHGEF12	0.471083333333333
GLUD2	-0.63
RAC2	-1.248
UAP1L1	-0.7095
SLC18A3	-0.34
YOD1	-0.822333333333333
RALY	-0.77025
HMOX2	0.441
DGKH	1.8645
DBNDD2	1.8455
YIPF4	2.011
THAP10	0.492
ZNF513	0.31725
HAGHL	-1.8335
ITGB4	1.99816666666667
CCDC141	-1.7055
YTHDF3	0.4445
C5orf28	0.55875
RPL7L1	-0.44975
TMEM30B	1.23614285714286
ANKRD35	-0.184
DUOXA2	3.74425
TBC1D5	0.146625
DFNB59	-1.416
HRH4	0.01975
MYO6	1.7707
DNAJA4	2.179
RBM24	-0.939857142857143
CEACAM20	-0.69825
RBM23	-1.2175
NGFB	0.3415
C1orf63	-0.3839
KRTAP7-1	0.452
PERLD1	1.60175
NPB	-0.0945
C17orf59	0.1278
HSPBAP1	0.6845
SLC15A4	0.53025
PRTFDC1	0.5045
OSMR	-2.6165
CYSLTR2	-0.004
C19orf25	-0.2852
KIAA1797	0.3015
NLRP6	-0.2545
FAM105B	0.3927
SCRN2	-0.602833333333333
LRRC58	-0.7631
RNF17	0.016
NEIL3	-1.5175
FAM137A	-3.58225
SKP2	-3.0315
PARVA	1.05
PKLR	-0.9335
RNF34	-0.199125
A3GALT2	0.18675
C12orf50	-0.42
SUNC1	-0.63525
FAM102B	-0.713833333333333
CCT2	-0.356
LRRC37A2	-0.5185
ARF4	0.1315
SIKE	0.23825
C8orf48	-1.7955
MBTPS1	-0.569
GPSN2	-0.9505
NCF2	1.58025
SLC12A6	0.270166666666667
MRPL48	0.477
HMGN3	-0.371166666666667
LRRC62	-0.973
PAX9	-0.152125
FAM55A	4.289
C20orf42	4.176
SCML2	-0.986666666666667
BCL9	0.03575
FAM40A	-0.4165
C9orf41	0.631833333333333
ZNF774	1.7245
LETM1	-0.053
PLXNB1	0.346833333333333
NIPSNAP1	-0.291375
USP10	-1.08625
F9	0.392666666666667
LIPE	0.73925
CNGB3	0.2195
C12orf52	-0.122
PI4K2A	-0.914375
MED8	-0.505125
STAT4	0.4804
FGD4	1.59783333333333
RNF145	0.274
WDR32	0.1796
CLDN2	5.2475
TCEAL8	1.24775
ZMYND8	-0.692
PDXK	0.15625
GATAD2A	0.8695
PTGES3	0.0385
CCM2	-0.935
TAP1	1.802
ZNF670	-0.5535
ETS2	2.71714285714286
C6orf166	0.827666666666667
PRMT2	-0.293214285714286
OR4B1	0.283
INTS8	-0.002
CCDC102A	-1.777
CCDC83	-1.05883333333333
ITGA1	0.9311
EPHA5	-1.2129
FAM24B	-2.87366666666667
TSGA10	1.27325
HAL	-0.9505
MYOT	-0.31025
SPACA3	2.73725
BCL2L2	0.0268333333333333
CUGBP2	1.83066666666667
CCNB3	0.6235
RNF113B	0.86725
MERTK	0.79
BAG1	-0.59575
VPS36	1.684
ORMDL3	-0.1272
C1orf190	-0.696
ZNF625	-0.40425
CORO2B	-1.17225
ALOX15	-0.9775
CST1	1.379
NUPR1	2.2685
CCL7	0.6335
SMCR5	-2.1135
DSC2	3.3485
RBMS2	0.73525
GRIK4	-0.4815
TRIM65	-0.2605
TMPRSS6	-0.540071428571429
TP53INP2	-0.71125
GLB1L	-0.0105
LOC388284	-0.496166666666667
PUS1	0.232285714285714
BCL9L	-1.0395
OLFM1	-1.82883333333333
RET	-2.161625
MASTL	-1.5815
ALX3	0.376
IL1RL1	1.0954
ZNF765	-1.1414
C14orf138	-1.07175
SNX10	-1.47116666666667
TAC4	0.0145
C1orf64	-2.658875
POGK	0.110625
MAPK9	0.10925
ZNF366	0.61875
C8orf79	1.6548
CLDN7	4.06225
OR5AT1	0.3635
TRIM37	-2.40425
LRRC25	1.14375
GRHL2	2.7093
TEKT3	-0.7405
LASS5	-0.473666666666667
ABCC4	-0.0741666666666667
DLG3	2.38725
VGLL1	-0.101
ZFP36L2	2.049
MFRP	-0.0708333333333333
KIAA1799	-0.47125
FLJ44379	0.941
PCNX	0.22
ANXA9	-0.5265
CYP4V2	1.5839
PIK3C2A	-0.318
SRR	-0.653
NOL3	-1.46375
IFITM2	1.0475
ARNTL2	0.4495
ZNF595	-1.28675
NLRP13	-0.2885
ASPH	-0.39575
CPA2	-0.0245
PVRIG	-1.67916666666667
LEPR	-0.474166666666667
C16orf42	-0.176666666666667
SH3BGRL	0.47775
FAM77D	-0.443666666666667
FNDC7	0.575
C9orf6	0.2875
NOTCH2NL	-1.52216666666667
PGBD1	-1.52933333333333
SYNGR2	0.167166666666667
PITPNA	0.0135625
PRPF4B	-0.6657
SLC43A3	-3.62857142857143
NRBP1	-0.5265
SLC25A22	-0.13275
ILK	-0.3735
SLC22A8	0.417666666666667
MRPS7	-0.479
PITX2	3.7345
FABP3	0.1885
OR1L1	0.0675
LOC728215	-0.706
BLID	-1.4835
KIAA1217	1.94482352941176
TFPT	-0.67775
AP4B1	-0.44175
VBP1	-0.27325
OR1K1	0.181
MORC3	0.3195
BHMT2	-2.76566666666667
C3orf10	-0.394875
FZD7	-1.8905
WFDC10A	0.309
PMS2CL	-1.220625
CCDC32	0.855
FA2H	2.2245
ALG13	0.7745
TTLL7	-1.0186
SPOCK3	0.17325
SLC13A2	0.0535
AIM1	1.8295
GPRC6A	0.215
EGR2	0.86225
MED11	0.09625
WWC1	1.3765
SH3GL3	-3.01
RIF1	-0.194
PRLH	-0.028
VLDLR	-1.6285
DBT	-0.26575
C21orf63	-0.128
CGGBP1	-0.8275
KRTAP12-2	-0.1965
TADA3L	-1.266875
ZBTB16	-0.84575
PDGFB	-0.144
RFX1	0.324125
UQCRB	0.0608
LOC133874	1.7045
HPS3	-2.41875
LGALS3BP	1.494
DKFZP564O0823	4.58742857142857
MRFAP1L1	-0.615375
HOXA10	1.78166666666667
NGB	0.1545
KIF21A	1.35338461538462
IFLTD1	1.427
LZTS1	-2.373375
ARHGEF3	1.177
RHBDL3	-2.029
CSNK1G2	-0.402166666666667
ChGn	0.865375
KIAA1244	1.76216666666667
GABRB2	0.567
MGC72080	0.4755
CD27	2.8455
EGLN1	-1.231
PEX13	1.731
RWDD3	0.33625
RNF12	0.237666666666667
GRIN2B	0.6355
ADAMTS14	-0.187
DYDC2	-1.572
ATP6AP1	0.5024
NR1H2	-1.19016666666667
PDK2	-0.17975
C3orf17	-0.124
SLC38A2	-0.135642857142857
SLC25A29	-1.06883333333333
C15orf29	0.83825
ADAM9	0.279333333333333
TMUB2	-0.379125
GPR176	-0.39275
AGK	-0.1255
MCCD1	0.269
NDUFA4	0.052
TMEM146	0.878
DUSP1	-0.75775
UNQ6975	0.773
EMX2OS	0.0815
INSM2	-0.333333333333333
LUZP4	0.20975
SETD6	-0.90425
P2RY2	2.7485
SLC45A2	-1.2775
RABGAP1	-0.5015
UBXD5	-0.583875
GPRC5A	2.1237
PAK3	-0.61575
LOC63920	-1.70125
TGFBR1	-0.3992
KRTAP6-3	0.1845
SFMBT2	-0.55975
CDC42	0.649
C11orf35	-0.794
TTLL2	0.743
UACA	-0.215727272727273
CD97	1.0682
SETD5	-0.656625
NINJ2	-1.1685
PTER	1.31633333333333
POMGNT1	-0.309
KRTAP4-2	0.254
ECGF1	0.923125
HRB	0.981272727272727
ATP1B2	0.0235
LOC400506	-0.76425
COL4A3BP	0.12825
C6orf97	2.3955
GRHPR	-0.752625
TAS2R1	0.4075
SEMA7A	-1.11375
EDF1	0.024
ODF2L	0.4825
PCID2	-0.555833333333333
GTF2H4	-0.3245
ZCCHC3	-0.632
CGB2	0.268166666666667
NEUROD1	1.01175
C20orf75	-0.747
RP5-1054A22.3	0.893333333333333
IFNA5	-0.0725
ZNF134	-2.12625
MGC119295	-0.8733
ZSWIM6	0.161375
SMEK1	0.5285
PCGF2	-0.60725
C1orf102	0.6755
CYP2A13	0.387
KCNH6	-0.5151
MDM1	0.1493
ALDH7A1	0.160666666666667
C9orf75	0.984
VDAC3	-0.237625
OR51T1	0.1115
EIF3F	-0.348333333333333
KCNJ10	-0.18025
LENG8	-0.021
EDEM2	0.48675
CCNJL	0.414333333333333
DHX37	-0.1495
CRYGN	-0.9355
AATF	-0.4105
ZNF630	1.1125
E2F5	0.237
WFDC13	0.206
FTSJ3	-1.26933333333333
C4orf33	0.91775
LHFPL4	-1.88625
C19orf56	-0.769166666666667
SMAD4	-0.00137500000000001
AFM	-0.2815
G0S2	-0.8095
FCHSD2	-0.2855
RRP1B	-0.5316
EEF1B2	0.564666666666667
STAT6	2.0875
ZNF195	0.24575
GNL1	-0.853
ZNRF2	0.762833333333333
PER3	-0.15625
ASB16	0.149
C10orf10	-0.666357142857143
ADCY8	-2.46483333333333
C9orf58	-5.03683333333333
ARMC10	0.524666666666667
PSG1	-0.794
DHX34	-0.1765
VARS2	-0.2625
NFIC	-1.7935
ITPR2	0.03175
AGXT2	0.2392
OR6K3	0.6085
H2AFZ	-0.281333333333333
MLLT3	1.56933333333333
COX4I2	0.3995
CCNT2	0.1505
PLK4	-0.99725
NUMBL	-0.185333333333333
MED16	-0.49275
PLEKHQ1	0.17025
GOSR1	0.116833333333333
BTG4	-0.19725
RPL30	0.0555833333333334
IGSF5	-0.23925
IGFL2	2.8985
ELMOD2	1.04866666666667
SHC3	-0.187166666666667
HAVCR1	-0.4485
DYNC2H1	-1.910625
RNF5	-0.885333333333333
C2orf7	-0.515
NLF1	0.7285
KLHL25	0.3915
LRP10	0.5862
KRI1	-1.47325
PUS7L	0.722666666666667
MGMT	0.01725
HOXD1	0.2245
CSH1	0.1416
ATG16L2	-1.96225
FLJ44635	0.9555
CHODL	0.43325
EXOSC8	0.0935
SLC28A1	0.45275
MYO7B	2.05383333333333
SEH1L	0.484
MTNR1A	0.0945
TSPAN5	0.459166666666667
CDC45L	-2.41516666666667
AMIGO1	0.2045
ATAD3A	-0.847125
OSGIN2	0.3405
PDIK1L	0.206666666666667
DARC	0.4
PIPSL	-0.004
SHMT1	0.04025
CRISP3	0.685
POPDC2	0.340166666666667
ZRANB2	-0.517166666666667
FBXL8	0.188
TRIP13	-1.50163636363636
EIF5AL1	-1.2465
POU5F1P3	-3.3395
IL6	-1.12516666666667
CXorf38	1.32816666666667
IFNA16	-0.541
FBXL2	-0.679333333333333
BRD1	0.3805
STATH	0.84275
FBXO44	-1.03833333333333
MCCC2	1.242
CDC2	-0.6566
C5orf23	-3.09975
IVD	-0.0258333333333333
C10orf122	-0.09325
MSL3L1	1.1408
MVP	1.2345
EPOR	-1.13
ZMYM1	-0.634166666666667
BCL7C	-0.512333333333333
PSTPIP2	1.8963
LYPD1	-2.557125
OR8G5	1.0155
ZP3	-0.742166666666667
BCAS4	-0.444083333333333
EDG6	1.65825
ISY1	-0.132
PRAMEF2	-0.4165
CUL1	-0.948125
RNF213	0.1609
CCRK	-0.06825
DHX9	-0.540125
C13orf29	1.171
NCKAP1	2.1805
MRPL43	0.307428571428571
XPR1	0.61325
PKN2	0.3642
PODNL1	0.0225
ZNF333	-0.198875
DALRD3	0.01625
OPN1SW	0.6275
BTBD6	0.225
C11orf82	-1.149
OR5P3	0.396
DUSP11	0.6075
L1CAM	-1.1701
NEK11	0.224
OR7E91P	0.6785
CNTN3	0.457
CREB3L2	0.44875
ZBTB37	-0.193
KIAA1324L	-0.06925
NDUFB10	-0.332166666666667
NUDT2	0.44525
GTPBP8	-0.01825
CACNA1D	1.389
PRKAA2	-1.992
PRDM8	0.417
MGC16075	1.10483333333333
KRT14	-1.51328571428571
PP8961	0.555125
MRPL18	-0.08
ABCG2	-3.442
PACRG	1.28725
BBS2	-0.39275
KREMEN2	-2.236
FBXO21	0.31
HNRPUL1	-0.661916666666667
GRB10	-0.384
CLSTN1	1.227375
LMAN2	-0.7212
C17orf61	0.00475
NIPSNAP3A	0.83275
INSIG2	-0.00866666666666666
PCDHB7	-0.983833333333333
STXBP2	0.104
CMAH	-0.738454545454546
SEMA5B	-1.35125
ZNF155	-0.1905
COQ6	-0.2855
PRPF4	-1.08175
TSPAN15	1.539
VN1R5	0.5705
LATS2	-0.123
SELK	0.459
PGK2	-0.4655
MS4A1	-1.21875
TYW3	-0.085
KRTAP5-1	0.6465
RCCD1	-1.2
BTN1A1	0.3145
DDX28	0.241
TMEM65	1.274
LOC92345	-0.13875
TTC31	-0.46025
WDR46	-0.788666666666667
CHP2	2.65383333333333
LSP1	-0.708
ZNF542	-2.1005
EXOSC1	0.022
ARHGAP18	1.45683333333333
LRRTM4	-0.205
MAOB	-0.441333333333333
CACNB4	-1.59525
MGC33846	0.030375
RANBP3L	0.128833333333333
ATP5L	-0.1485
ONECUT1	-2.0825
NUDT9	0.4755
TMEM149	-0.4945
STX17	0.855
IGSF10	-4.21725
TMPRSS9	0.985
BMPR2	0.64725
ALLC	-0.0545
KLF7	1.758875
GCC1	0.3881
TIMM9	0.09275
CDO1	-2.08283333333333
MGC10701	-0.00533333333333333
IFI6	1.15366666666667
FRMD8	0.2555
MGAT2	0.2125
WBP5	1.29583333333333
CNIH2	0.292
KIAA0907	-1.0972
KCNH8	3.075
CTSG	-3.19525
GRIK1	-0.208333333333333
CUL5	0.38025
FRMD1	0.8445
OR9A4	0.772
SYT6	-1.915875
FOXD4L2	-0.163
ANAPC2	-1.26683333333333
OPN5	-0.5305
TAF13	0.4875
LYG2	0.5615
GGNBP1	0.3095
C11orf40	0.4515
OTX2	-0.8595
REG4	5.39383333333333
EIF5	-0.3390625
PALB2	-0.50125
SEPSECS	1.107
RNASE3	0.04675
TRIM49	-0.4165
POLR2K	-0.00769999999999998
GPR42	0.172
C8B	-1.8625
SASS6	-0.09075
PREB	-0.3445
OR3A3	0.4975
TUBA8	0.895125
IGLV2-14	-0.58725
STIL	-0.93325
ANKFN1	-0.617
NME7	-1.29325
HOXC12	-1.43975
UBE2C	0.147375
FHOD1	-1.686
CDK2AP1	-0.557166666666667
OR6K2	0.4865
DHPS	-0.49475
RPL5	0.113916666666667
TRGV5	0.3125
LOC541472	0.73325
HCCS	1.2518
DENND1B	0.2575
LHX3	0.16
OR5D16	0.1295
CXorf57	-1.334
IRF2BP1	-0.21175
NDST2	-0.0515
LCE3D	-0.0905
BOLL	0.273142857142857
SYT3	-0.92875
PIH1D2	-0.0225
C20orf7	0.6375
IL1R2	3.42816666666667
SLAMF9	-0.54
PPME1	-0.62
PIK3CA	-0.28675
TRAPPC1	-1.14575
COLEC10	-0.555
SLC9A6	0.122666666666667
PDDC1	-0.28
CCDC53	1.49925
GK3P	2.377
DAZL	-0.20575
BRI3	0.68475
SDK1	-1.017
CYP2C18	2.922
IFI44L	1.33925
RPL3L	0.6905
FUT9	-1.097
KIFC2	-1.09933333333333
PMP2	-0.00662500000000002
SLC4A9	0.2525
PLAG1	-2.076
MYCBP2	-0.335666666666667
OR4E2	0.53
CCDC65	0.36075
C16orf82	-0.0765
ENTPD4	-0.021375
BRP44L	0.959125
PMP22CD	1.3175
TMCO4	0.957333333333333
KCNN1	-0.448833333333333
WDR35	0.67475
CCDC80	-1.782
C3orf31	-0.13325
SLC7A9	-0.98125
TMEM190	-0.20175
DBC1	1.676
FADS3	-1.83666666666667
PDZD8	2.76033333333333
GRM5	0.229375
AZGP1	1.5524
PEX3	-0.1145
MED1	-0.132785714285714
ATG4C	-0.808666666666667
HNRPH3	-0.624625
FAM109B	0.92425
C4orf17	-0.098
CA10	0.75525
OPRD1	-0.3685
CCL16	-0.8415
SACM1L	-0.70725
CST6	2.08425
CD63	1.00625
LGI1	-0.91375
ZNF784	0.58025
CRYBB1	-2.1485
CX3CL1	-0.28975
TOP2A	-1.48575
GYPB	-2.45266666666667
GADD45GIP1	-0.69
FEN1	-1.750125
IGF1R	-0.9274375
WDR72	0.183166666666667
PURG	-0.8385
DEFB126	0.4025
PKD1L1	-0.112
CAV1	-2.8094
GNPDA2	-0.1147
DGAT2	1.017875
NLGN1	-4.67075
STRBP	0.688
HPRT1	0.0421666666666667
FANCI	-1.373875
PSMA7	0.378875
DBF4B	-0.613833333333333
TTF1	-0.8385
RAD54L	-1.4615
ELOF1	-0.64525
PLAGL2	2.158375
ZNF256	-3.353
HMGCL	0.63075
MSI2	0.129
RPESP	2.093
C11orf60	-0.96425
ABCD1	-0.3815
ACAA1	0.5682
SPARCL1	3.15635714285714
IL6ST	-1.703
ZNF319	-0.2845
TMEM109	-1.0841
FAM90A1	-2.196
IL22RA1	3.4445
ATP4B	-0.1845
TEC	-0.3405
C7orf30	-0.2555
TXNDC2	-0.775666666666667
ABCB4	-0.41875
KIAA1191	0.44575
C9orf38	0.515
SFTPB	0.38425
CNTNAP2	0.678
FRK	2.6415
TBX19	0.232
CHD4	-1.04975
C6orf26	-1.71933333333333
MOSC2	1.0265
IKBKE	-0.1135
HIF1A	-1.12216666666667
LOC595101	-0.171
RELA	-0.338
TMEM16B	-0.979
ABHD12B	-2.57725
TSEN34	-0.49825
KIF18A	-1.332
TXNDC9	0.551166666666667
SPATA2L	0.1655
SEMA4G	1.201
C21orf91	-0.641375
MATN1	-0.6
KCNIP4	-0.125666666666667
TUSC1	1.068
OR4C15	0.414666666666667
ARMCX6	0.0456666666666667
WBSCR27	-1.57866666666667
OR52I2	0.065
KIAA1604	0.2925
DYNC1I1	-2.089
PPP4C	-0.484
SLC47A2	-1.56716666666667
TREH	1.385
CD48	0.129166666666667
ST14	3.06366666666667
PKN1	-1.07425
SPON2	1.58
XBP1	-0.970583333333333
SFRS12	-0.306666666666667
EFCAB6	0.104
SELT	-0.206
SLC39A2	1.7265
ERF	-0.0236666666666667
ARL3	-0.504
SURF6	-0.5272
MLLT10	-0.527619047619048
FLJ11171	0.612166666666667
TDGF1	0.812833333333333
ERCC6	0.303
EIF2AK4	0.116875
BAZ1A	0.518333333333333
LRRN3	-0.8126
TMC3	-0.3885
EFTUD1	0.281
PTPRO	4.627
CLEC12A	0.078625
ACBD4	0.028
ZDHHC14	1.005375
OTUD7B	0.385875
ACTB	0.56375
MSRA	0.43975
LCE5A	0.79
IFI35	0.453
BSCL2	-0.690833333333333
ANKRD12	-0.378083333333333
CFHR2	0.4135
RGAG1	-0.104
HSFY1	0.6075
SLC30A5	0.02325
IMPG1	0.2475
GPR109A	0.509
ZNF185	1.1395
IYD	6.258
NPCDR1	0.3
SERPINA13	-0.274
HMGCLL1	-0.67425
NEUROG1	0.518666666666667
UBQLN1	0.4104375
LIN37	-0.41525
SOCS2	-1.553625
DSCR4	-1.142375
XKR6	-1.49175
GPR142	0.5895
KRTAP13-3	0.488
CCDC15	-1.35083333333333
MOS	0.252
CD1E	-1.377
OFCC1	-0.11475
FAM83D	-0.88925
SRFBP1	0.6075
C9orf96	0.3835
DHDH	-0.6245
CCDC90A	-0.601
RABL3	0.4773
CD320	0.517
ANGEL2	0.141583333333333
MRPL21	0.344
SMG6	-0.532333333333333
INSR	0.9336875
FLJ14816	0.1805
GLRB	-2.43683333333333
C9orf89	1.299
CIZ1	-0.963125
URG4	-0.850166666666667
LRDD	-1.0765
CBY1	1.09066666666667
NFX1	-1.053125
MTERFD2	0.2105
C19orf23	0.105
PGC	-1.840125
IER3IP1	-0.00300000000000001
RASAL2	0.915583333333333
C1orf89	-0.46575
SYNJ1	-0.663375
NFKBIE	0.49975
FLJ40125	-0.901
TCEB2	0.2444
NOG	-2.5275
POLR2J2	-0.348166666666667
HLA-B	2.9005
PCDHA1	-1.538
PPP2R2B	-1.1445
ARHGEF17	-1.01166666666667
TCF7L2	1.02342857142857
CHD5	-0.4655
ZNF431	-0.968375
TBC1D25	0.6245
ZNF800	-0.4445
SCUBE2	-3.09281818181818
MYCBP	0.262333333333333
GPX5	0.149
C6orf129	-0.584166666666667
QSER1	-0.665833333333333
ULK2	1.70875
PIGO	0.394833333333333
NRCAM	-3.27516666666667
SLC35E3	-0.51425
CSRP2	-2.553
HYPE	-1.16225
MAPK15	-0.0945
MGC14327	-0.65675
TIMM13	0.0235
ZNF462	0.57025
GBA3	1.6305
TEX13A	0.5585
MCM6	-0.671111111111111
MTRF1	0.02375
ABCA7	-1.66625
EIF4A2	-0.282
ZC3H10	-0.0232
RPGR	1.3015
C20orf94	0.1625
RP1L1	0.28575
GPR125	0.417625
USP22	-0.5265
OR1L4	0.0476666666666667
MLZE	-0.194
FLJ32065	-0.6255
PTCD1	0.00274999999999998
CRTAC1	-0.7125
BXDC2	-1.12675
C18orf1	0.196333333333333
FAM107A	0.171071428571429
EFNA3	-0.8935
P18SRP	-0.1134
CAMKK2	0.767666666666667
KIAA0649	-0.131
NES	-1.7345
HS6ST3	-1.890625
PON2	-0.0245
TCP11L2	0.88275
CLEC4A	1.281
PRR12	-0.22
MLXIPL	-0.75
C2orf50	0.92
ZNF28	-0.48
ENC1	1.53633333333333
MAP2K1	-0.509125
FKSG2	1.74675
KIAA0430	0.48925
PTP4A1	0.230888888888889
GPR156	0.8175
GTF3C6	0.81025
UBR2	-0.0022
LOC388272	-0.72725
MAK	-0.3116
ACOT4	0.831
STC2	-1.87816666666667
PIGW	-1.087125
SAE1	-0.624875
COL6A1	-0.815727272727273
OAZ1	-0.0065
STMN4	0.256166666666667
EDG3	-1.13083333333333
SGCE	-3.36566666666667
IL11	0.586
PRSS8	2.64525
YIPF5	0.203
WNT4	1.357875
CSN2	-0.0456666666666667
TCF7	-1.641375
TDO2	1.1255
SAMD9	-0.821125
S100A7A	0.076
MMRN1	0.666666666666667
GKAP1	-0.30825
AKR1C3	1.032
RNF19A	-0.42575
GMDS	2.915
YKT6	-0.931375
SPARC	-0.7726
C12orf31	0.4115
UBE2V2	-0.779
FBXL18	-1.00633333333333
KIAA0460	-0.046
ADAM22	-0.58575
SERPINC1	-4.88
KCTD21	-0.2125
MYOHD1	-1.0655
ZNF37A	-0.361
GTF3C1	-1.26766666666667
CTSZ	2.3995
PRNPIP	-1.455125
DRD1IP	0.14475
NR1I2	4.93666666666667
ZNF266	-0.6961
SPAG4L	0.3325
COX4NB	-0.061
SAPS1	-0.621666666666667
APOA1	-5.24725
TATDN1	-0.3825
C10orf82	1.557
KPNB1	-1.24325
FOXO3	0.4165
CRYBB2	-1.6045
ZBTB5	-0.928166666666667
SLC25A38	0.3655
DCTN2	-0.0308333333333333
IFT20	0.255
CTHRC1	0.16675
C1orf31	0.0855
UHRF1	-0.656125
GPC6	-1.557
C10orf54	1.12925
MCF2L2	0.53175
WNT9B	-0.0395
OLA1	-0.156
FAM120B	-0.57675
TTLL10	-0.6875
CYorf15A	1.6715
RELN	-2.1262
SCN2B	-0.00166666666666666
MFHAS1	2.12325
NKX3-2	-1.80066666666667
RASGRF2	-0.265
SSBP1	-0.476833333333333
KPNA6	-0.374571428571429
LOC389118	0.5575
HS3ST4	-1.06611111111111
SUPT7L	-0.232375
FLJ32658	-1.948
IGFBPL1	-0.00500000000000002
KIAA1641	-1.2151
