Hybridization REF	TCGA-AA-A02W-01A-01R-A00A-07
SFRP5	-0.0206666666666667
OR56A3	-0.0165
EBAG9	1.32266666666667
LOC100101267	0.0615
UROD	-1.77
ARL9	-1.1395
PDE2A	-3.39033333333333
TUBB2A	-2.96616666666667
RPL36	0.585
ASPM	-1.40221428571429
RBCK1	0.730666666666667
AFF2	-1.01533333333333
STARD6	0.012
ZDHHC8	-0.1545
EXOD1	0.8208
PLXNA2	1.83666666666667
ACTL6B	0.00783333333333334
ANKRD41	-0.731666666666666
IL2RA	2.532125
PNRC2	0.726
DENND2C	-0.186
STXBP5L	-1.38175
TBCC	-0.062625
NSF	0.0488333333333333
KCNJ1	0.279166666666667
KIF2B	-0.0565
KRT73	-0.1295
C7orf47	0.0405
NFASC	0.0858333333333333
SFRS15	-0.027
CLCA4	0.353166666666667
ZNF597	0.608666666666667
SCGB1D1	-0.846
LONRF3	-0.108
OR2J3	0.258
SMURF1	0.086125
C14orf102	0.67275
HNRPDL	-0.4053
ANKRD39	-0.2575
BTNL8	-0.2395
CSTF2	0.134
CABP4	0.1025
TMEM95	0.27125
HTR1F	-0.85
SCPEP1	-0.53775
PRSS12	-0.578125
SLC28A2	0.4485
INHBA	0.572333333333333
RP11-298P3.3	0.73175
UGDH	-1.159
SLC36A1	0.26725
PLCB1	-0.422166666666667
SEPP1	0.670833333333333
SRXN1	0.020375
LOXL2	-1.9865
SERPINA7	-5.94616666666667
LOC201229	1.043
CHRNA1	0.80575
DENR	-0.600333333333333
RARRES2	0.2505
SENP2	-0.029375
XPNPEP1	-0.54275
PCGF5	0.23725
HIST1H1T	-0.1565
CDK5RAP1	0.237
PRKG1	0.686642857142857
RASGRP1	-1.2401
CFI	0.00100000000000001
KIR2DL3	0.409
FOXRED2	-1.32321428571429
FABP1	3.53
TRIM7	-3.06275
CYP20A1	0.376227272727273
CYTL1	-4.556
SORBS1	2.32016666666667
PEA15	0.0548571428571429
GUCY1A2	-0.0265
ZSWIM2	1.403
PH-4	0.290875
PACSIN1	-1.84475
LOC152586	0.3485
UMODL1	-0.758
KREMEN1	0.937375
FLJ35773	4.66525
RFPL4B	-0.684
SNAP23	-0.097
STXBP6	1.77975
C6orf115	1.1295
ZBTB33	0.475
CHST9	-3.51666666666667
MGA	0.1184375
FAM128B	-0.2337
GPR4	1.8395
KIAA1957	-1.8905
GSTK1	0.419333333333333
CLCN5	0.169
FBXW5	-0.49725
FUSIP1	-0.352142857142857
MAG	-0.9715
FLT3	0.6105
STRA8	0.126
SERPINB4	-3.685
JMY	-1.24516666666667
DLK2	-0.536
ZNF451	0.0815
HES6	1.281
FGF9	-1.46875
VNN1	-1.05266666666667
SRPK2	-1.1014
ALDH3A1	0.307666666666667
CDX4	-0.466
SPG21	-0.1185
ZNF302	-0.239
DOK3	-0.639125
GRIN1	0.258285714285714
OR1A1	0.0495
CALU	-0.479
ANKFY1	-0.276666666666667
C9orf84	-0.772
CLEC2L	-0.4545
LIMCH1	-1.47716666666667
RWDD1	-0.00316666666666667
VHLL	-0.1765
SLC18A2	0.187
UPK3A	-0.059
FIP1L1	-0.93125
LENEP	-0.2555
RHOB	0.8
RIBC2	-4.0865
GNPNAT1	0.0679375
TBC1D10C	-1.1495
MMAA	0.7015
INTS9	-1.06325
HOOK2	0.249875
CCNG1	-1.15333333333333
CCDC144B	1.397
MTMR7	-0.00700000000000001
NEU4	-2.0385
HADH	-0.202
CCKAR	0.316
TMEM173	0.713
AFAR3	-0.2315
PTH2R	0.156375
IFI30	0.36475
GLUL	0.113
TMEM71	-0.549166666666667
C20orf165	0.38325
BFAR	0.015125
ZNF14	0.56175
KLHL8	-0.00921428571428572
PPIL2	-0.720833333333333
CTA-126B4.3	0.0108333333333333
C5orf37	-0.71775
SLC27A4	0.123
KLHL22	-1.141
GJB2	2.7689
HSPBP1	0.07875
PRKD1	-0.507833333333333
SOX8	-0.765375
KIAA0195	-0.0418333333333333
MICALCL	1.639
ICAM1	-1.3295
C10orf126	0.2715
SIX4	-2.493125
BCL2L1	0.056
CD19	-0.361
RAPGEF3	0.0551666666666667
KIAA0974	-0.3325
MAPK3	0.088
OR10A3	0.2125
MAP2K1IP1	0.322
STK4	0.116833333333333
CHIC2	0.0372
DLX5	-1.20016666666667
ZNF367	-1.0685
FBXO41	0.54775
ADK	-1.016
hCG_1995786	-0.4
GTPBP10	0.029625
TGOLN2	1.25725
CTBS	-0.6935
FGD1	-0.0885
ETS1	-0.629333333333333
EDC4	-0.884625
GSTA3	-1.1895
HOXB6	3.98933333333333
C9orf131	0.26125
BCAS1	-0.647
U2AF1L4	-0.544
PDHA2	0.410333333333333
SORD	0.883125
SLC25A33	-0.5385
WDHD1	-1.176
OR8K5	-0.2895
RNASE11	-0.0715
STAP2	1.607
TRIM44	0.3453
CHCHD8	-0.18225
SIDT2	0.4495
OR2B3	0.4
TRRAP	0.15275
TRAF1	-0.1395
RYR2	-1.321
FAM71B	0.114333333333333
SLC45A4	2.445
TRIM32	-0.5295
ATP6V1G1	-1.0455
TRA16	-0.371875
SERHL2	-0.2785
PRKY	0.771
NPR2	-0.72575
TAS2R40	-0.0624999999999999
OR5I1	0.207166666666667
ZFYVE26	0.308
WFDC11	0.209
CSH2	0.7015
OR2T8	0.15725
TBX20	0.844
LYPD5	2.02516666666667
STOML2	-0.330333333333333
ALPI	0.34425
FAT3	-0.387375
ZNF273	-0.6665
NPSR1	3.34
FLAD1	-0.195666666666667
RAB5C	0.696875
TTLL3	-0.38475
KIAA1618	0.560166666666667
NPPC	-0.921
ZEB2	-0.624
MRP63	0.701375
WSCD2	-0.3325
NEUROD4	0.1585
SNAPAP	-0.62025
MTMR2	-0.237647058823529
STK35	0.234625
USP48	-0.70675
NR1H4	-3.45125
RASL10A	-1.06975
SSTR1	-1.35625
C1orf35	-0.538
APOBEC3C	-1.0295
RUSC2	0.0551666666666667
SALL4	-0.07075
ZCCHC8	-0.31175
RAD17	-0.49375
ZNF708	-0.192166666666667
LILRB5	1.164375
TEX12	0.2015
C9orf79	-0.1495
ARHGEF1	0.492333333333333
ABCA4	-1.22733333333333
RNF214	-0.11675
PPAPDC2	0.316
ARID4A	0.399
SYCP2	-3.400375
OPRM1	0.0735
RP13-102H20.1	-5.11975
CYP26B1	-1.01233333333333
APCDD1	3.56616666666667
PCCA	2.08475
ALS2CR7	-0.1905
AQP5	0.290166666666667
YLPM1	0.012875
PRKAR1B	0.5107
IL16	-1.0374
TCF3	-0.663125
ZSWIM7	-0.28225
SERPINE1	-2.7211
BAI2	-1.3935
SMC5	0.150285714285714
SMN1	-0.665333333333333
SLC13A5	-3.0855
POU2F3	0.93775
BACH1	-0.4005
GMCL1L	0.277166666666667
PPP2R2D	-0.35425
LRRC51	0.118666666666667
EDARADD	-1.217
LRRC3	0.02
FAM124B	-1.5655
C20orf70	-0.079
LOC285735	-1.449
CTBP2	1.2172
ZMYND11	0.267
CDH23	0.0915833333333333
OR1N1	-0.0235
LOC400590	0.00975
PDK1	-1.711375
LMTK3	0.811
USHBP1	0.29875
ZFYVE21	0.177
hCG_21078	1.01625
OAF	0.108
WDR41	-1.573
SPINK6	-0.4145
GDEP	0.193
MEG3	-1.0271
OXSR1	0.0417857142857143
RAD51	-0.940833333333333
RPL13A	0.53075
DYRK1A	-0.1469
FLJ25791	-0.165
SARDH	-0.7242
RBBP5	-0.731
ORC2L	0.4395
NCAPH2	-1.16883333333333
RNASET2	0.647833333333333
WDR79	-0.976333333333333
FLJ39779	0.12575
C3orf1	0.0705
DDX23	0.478
MGC40574	0.36575
MORC4	1.18
MYRIP	3.13745454545455
LY6E	0.684375
SLC39A11	1.400875
ATP12A	0.2255
AUP1	0.103
PIP	0.46275
CORO7	-0.0285
PITPNM3	-0.2495
ENPP1	-0.4225
PPP1R1C	0.183666666666667
NRBP2	0.78375
KCNE2	-0.7375
P2RX4	1.1265
CCND2	0.832285714285714
OR5T3	0.6025
CUL4A	0.856
CFB	0.729625
PCP4	-0.793666666666667
HEMGN	-6.803
UBIAD1	-0.104
CDC42BPB	1.7045
CYB561D1	0.2755
RIMS2	-1.429
ZNF488	-0.1865
RNMTL1	0.3805
SART3	0.193166666666667
CAPN10	0.719642857142857
CCR5	2.56566666666667
APOA1BP	0.274
NDUFS5	-0.725
PDLIM3	0.5839
VPS24	0.7364
SCN8A	0.866
C1orf67	-1.70166666666667
MRCL3	0.205666666666667
TMEM145	-1.598
KCTD16	0.8515
RNF149	0.976
FDXR	-0.99625
CDCP1	1.85366666666667
PAX3	-3.0138
LASS4	0.11275
HSD17B8	0.29
YAP1	0.65825
NNT	-0.39825
SC5DL	0.209875
DKFZp566H0824	0.608
KSR2	-0.188166666666667
RAD21	0.321933333333333
ST8SIA2	0.0975
L3MBTL3	1.082625
SNRPB	0.21575
MGC14425	-1.465
MIF	0.06425
TAPT1	-0.56325
IRF8	2.677
PRO0132	-0.339
HERV-FRD	-0.25
ACD	-0.744166666666667
BCL3	0.5385
SPATA13	1.47625
MRLC2	0.090625
F2RL3	0.11425
CFHR3	-0.719
DUSP15	0.364666666666667
TMEM46	-0.544666666666667
SF3B4	-0.766666666666667
MAP7D3	-0.269
STELLAR	0.496
SEMA5A	1.1571
H2BFS	-2.18625
LRRC28	-0.133166666666667
MORN2	0.4525
XYLB	0.2815
WDR21C	0.28425
HIATL1	0.0885
ADAMTS10	0.137333333333333
WDR55	-0.43825
MFSD5	-0.0411666666666667
OR4N2	0.3515
DUSP16	0.9595
NLGN4Y	-1.5932
INHBC	0.07525
NUMA1	-0.26175
DEFB123	-0.02425
GIPC1	-0.000999999999999994
MGC27348	-0.5485
FLJ33590	0.273
FZD1	-0.2832
MKL1	0.310666666666667
SAA2	0.87875
C1orf94	-1.3835
C7orf28B	-0.1875
TMEM185A	0.12155
ZZZ3	0.351
C16orf5	-1.16033333333333
GALNAC4S-6ST	-2.175
C1orf186	-0.1485
IGFBP4	0.168833333333333
NDUFA10	0.121833333333333
CLIC2	-1.904
RNF13	0.653
GPR103	-1.596
CD69	-4.13925
MYOZ1	0.20575
IFNB1	0.0135
CLNS1A	0.0245
CXorf45	0.00125
ZXDB	0.9795
FUNDC2	-0.20975
GPA33	4.288125
C9orf70	0.04075
SLC2A9	-0.01125
LOC126520	-0.287
MAGEB1	-0.77925
LCE2A	0.124
C18orf34	0.2005
FMNL2	0.296
KRT85	0.41375
CRYGA	0.329
GEM	0.25025
THAP6	0.267
ALKBH3	0.237
TM6SF2	0.2035
C20orf82	0.9695
RANBP2	0.198666666666667
LIG3	0.3878
RETSAT	0.581625
OR8S1	0.366
CAST	-0.187
TGFBI	1.6119
C15orf37	-0.614
PGM3	-0.6425
SLC4A11	-1.29975
FAM123C	0.321333333333333
TAOK1	0.5945
CISH	0.27825
OGDHL	-0.8975
SPINT2	1.56566666666667
ZNF33A	-0.177
CLDN18	0.0703333333333333
RNF128	2.74325
CCDC71	1.0275
RASSF6	2.012
HSPG2	0.1745
ATP6V0E1	0.45575
ABHD6	0.1115
CD274	0.148
GCNT1	1.671
NT5C1A	0.431666666666667
TM4SF5	0.37525
C21orf58	-1.51116666666667
SUCLA2	0.7525
RFTN2	0.6435
SCNM1	-0.75775
SLC9A10	1.114
FUNDC1	0.3405
SLC35F4	-1.76425
AMD1	0.05575
COL6A6	-0.02275
OR4K2	-0.334
TRIB2	-2.92941666666667
LOC91461	0.3085
GHSR	0.4525
ATP8B1	2.354125
C1orf78	-0.0998333333333333
RNF183	1.8925
STX4	0.6676
TPPP2	-0.19225
MYBPHL	1.5175
TXNDC6	0.1432
C9orf47	0.347
FAM137B	0.1485
FANCB	-0.796
C11orf9	-0.25875
DPY19L1	0.573
VDAC2	-0.8125
VHL	0.09
LMBR1	0.26725
C8orf44	0.99075
ZPBP	-0.0715
FGF23	-0.82425
C21orf67	-0.79675
PCNT	-0.906125
BCKDHB	0.6524
GALNTL5	0.4915
BET1	-0.65925
ARL13A	-0.4855
HDAC6	-0.740875
N4BP3	-1.53283333333333
OTOP1	-0.0198333333333333
TTC30A	0.390875
CRISP1	-0.1005
KRT32	-0.106
VSTM1	-0.0455
ZNF622	0.92925
POLR3B	-0.0226
DNAJC10	0.404125
C12orf54	0.338
ADIPOQ	0.098
RIT2	-0.3705
CD44	-0.51415
ABCA3	-2.53875
RPS17	-0.549
FEZF1	0.473
PCDHB15	-0.767
KCNMA1	-1.8275
CCDC116	-2.359
C15orf27	-2.6075
NARG2	-0.460625
ITGA5	-1.887375
MEFV	0.3365
TUT1	-0.362125
LOC541473	-0.41425
NMBR	-0.4595
GLT1D1	-2.91933333333333
ABCB7	0.254
PFKP	-2.08481818181818
C9orf91	-1.054
LRRC41	-0.262333333333333
C1orf85	-0.491166666666667
ATP5F1	-0.53
STOX1	0.69225
GFOD2	-0.359
SLC25A3	-0.059625
ZNF646	0.8719
ZAR1	-0.3685
OSTbeta	0.06675
GALNT3	2.98025
IFT122	-0.0771666666666667
LDB3	0.1537
GARNL1	0.376071428571429
HOMEZ	1.0325
LRRC6	4.07675
ANGPTL5	-1.36475
UBAC1	-1.278
DLEU7	-0.707
RPL19	0.488875
TOP1MT	1.95333333333333
LOC643641	0.151375
MBD3L2	-0.069
NTSR1	0.147166666666667
WISP2	-4.35825
GPSM2	1.5075
RDH10	1.3351
PRKCG	0.1815
HIST1H4J	0.37
MON1B	0.2611
MLF1IP	-0.8955
ZNF446	-0.109625
COL4A5	-0.9755
SLC26A1	0.303071428571429
RGN	-0.454375
CCNB1	-1.9595
C9orf165	-0.04075
CCDC28B	-2.2765
CCDC97	-0.04275
FGR	1.047
MSRB3	-0.8598
EPN2	-0.132
COX15	-0.1635
KCNK6	-1.0761
XK	-0.31175
GDA	-0.63425
HEPH	2.3795
THRAP3	-0.10975
MET	0.288357142857143
PHYHIP	-0.25425
LYAR	-0.164833333333333
ING3	-0.1605
AK7	0.538
CCT8L2	-0.126125
COPS7A	-0.468333333333333
WSCD1	-0.657
RNF185	-0.158125
TNS3	0.2025
KNDC1	-0.21
RWDD4A	-0.356333333333333
MED13L	0.7197
ZFYVE1	-0.249875
C7orf44	-1.46683333333333
MRPL1	0.283
STGC3	-1.595
TEAD1	-0.763666666666667
RPL7A	0.000785714285714301
ARL6IP1	0.9623
C1orf178	0.4105
CTAGE5	-0.229333333333333
TMEM184A	2.305
SLC25A14	0.43175
CACNG5	0.17875
ATXN10	-0.2845
ECH1	-0.4985
CCL22	0.41475
CYP2F1	-1.691
GADL1	0.083
TMEM19	2.0838
RUNX3	-0.74675
EFNB1	2.10616666666667
LIPN	0.06
ACSM3	-1.415
SIGLEC8	0.0126666666666667
ASCC3L1	0.03625
NOL8	0.614375
RELT	-1.39933333333333
Magmas	0.89775
PPP1R15B	-0.4222
C11orf2	1.378
VKORC1	-1.39133333333333
MGC26647	0.01025
TRPM6	2.37766666666667
UGT2B7	-2.40783333333333
FEV	0.12625
FOXK2	-0.0419
PDCD5	-0.181833333333333
SLC8A1	1.3751
DGUOK	0.254333333333333
CLDN16	0.244
GAGE1	-0.5505
RBM17	0.4049
C1QTNF3	-0.11125
VGLL3	-0.439
UNQ5830	0.184
CD1A	-2.70233333333333
SCGB1C1	-0.18
SUPT4H1	0.253625
TRAF5	0.943
ASAHL	0.28425
FAM73A	-0.0325
OR6B1	0.2995
WHSC1	-1.02115
GFPT2	-1.98525
LOC339809	0.4925
STARD5	0.150333333333333
SIP1	-0.77175
DNAJC15	2.43625
STAU2	0.7120625
FAM98A	0.0395
RAD23B	-0.3185
LRRC33	-0.9195
CHRAC1	0.72275
C21orf89	0.20625
C19orf43	0.0138333333333333
KLK8	-0.450166666666667
CCNE1	-1.13625
PKDREJ	0.924166666666666
SSU72	0.1175
C17orf73	0.15
GPR78	1.242
WHSC1L1	-0.9611
GSTA2	-1.40675
SMUG1	0.4255
UFM1	0.9516
AP3M2	0.433083333333333
USP14	-0.9075
FBXL14	-0.3165
DSTN	1.10625
SFRS14	-0.87975
FBXO31	-0.185
C12orf40	0.11
FRS2	-0.1965
NR2E3	-0.852
TUBB2C	-0.6275
GMPR	-0.651333333333333
C9orf139	-0.057
ING5	-0.245571428571429
LOC730092	1.34816666666667
ORM1	-5.31575
RP11-11C5.2	-0.63
HSPD1	0.491
PIWIL3	-0.30975
C5orf13	-2.207
OR5R1	-0.0125
LCOR	1.534
PLEKHA9	0.222
CCDC43	-0.204
ZNF232	-0.45825
SLC6A7	0.2275
ADH5	-0.109833333333333
SHBG	-0.501166666666667
CROCCL2	-0.33125
PANX3	-0.381
CDIPT	0.0405
SLC16A5	1.9805
TUBB	-1.202375
TOR3A	-0.4814
PREP	1.64633333333333
ENTPD8	0.0906428571428572
CHMP1B	0.08475
SYT12	-1.7417
MYH6	-1.4849
MAP3K13	1.1975
KLHL30	0.220666666666667
LCMT1	0.3615
EIF1AX	1.166
FOXD4L1	0.398
SLC24A5	-1.2635
RNF166	-0.8603
TJAP1	0.0675
TMEM156	-0.980833333333333
ZNF239	0.7435
SNX19	0.5071
GKN1	0.1175
FCN1	0.4736
C1QL1	-1.61125
ATP11C	-0.12175
ZNF35	0.682
CARD8	-0.525375
LIMD1	0.797333333333333
KIAA0286	-0.7735
XRN2	0.519833333333333
CD6	-0.0175
TOX3	3.418125
ZSCAN4	-1.0825
RSRC1	-0.580875
COG1	0.626
PTRF	-1.1019
C16orf35	-0.56625
FBXO24	-0.48025
CHST11	-2.4955
THRB	-0.3237
MYBPC1	1.0705
RNF39	1.01366666666667
PSMD11	-0.33375
ALAD	-0.373
EN1	-1.23675
SLC9A9	-1.3595
GSTM4	-0.1336
CDC42BPA	-0.558631578947368
RCSD1	-2.43975
LUC7L2	-0.3556
SPTBN1	1.5644
LOC146167	0.1275
BAT5	0.7623
ZNF452	0.615
LSM4	-0.438625
SRP72	-0.7607
SGK269	-0.167583333333333
MTX1	-0.6315
CENTA1	1.8755
UNQ9433	5.1265
ATR	0.29825
DDX49	0.1015
PAQR8	0.668
C14orf174	-0.26775
GBGT1	-0.00425
THAP1	0.43775
OR10K1	0.6675
RASIP1	-1.914
DPYD	-2.1788
DOHH	-0.405
C18orf45	-0.21825
POF1B	5.7991
ZNF552	0.75
USP32	-1.398125
MED27	-1.5065
C14orf149	-1.52016666666667
PRDX4	-0.0691666666666667
ABHD12	1.087
AGT	-3.08125
SLC22A14	-0.23325
C1orf58	-0.176
PILRA	-0.399
ABCF2	-0.575375
C17orf85	0.1098
TKTL1	-0.71275
FGF1	-0.07505
IL6R	-0.290666666666667
VPS25	0.32275
CHRNB2	0.157875
COL7A1	-1.1882
LRRC48	0.204166666666667
SPG20	-2.453
COX10	0.001
GCA	0.8305
ECEL1	0.858666666666667
GLG1	-1.00633333333333
SRD5A2L2	0.1115
MUTYH	0.044875
ZNF70	-0.19175
L2HGDH	-0.9375
GPATCH2	-1.0325
ZNF655	-0.104625
ZNF227	0.0015
MCOLN2	3.8065
NQO2	-1.25275
KCNQ5	0.016
NEU1	0.8045
QRICH1	-0.33
ZBTB20	1.00966666666667
RPUSD3	-0.0545
EPGN	-0.9422
TSN	0.347083333333333
SPRY2	1.15533333333333
LZTFL1	0.748
GMFB	-0.209625
PBEF1	-0.6736
HBG2	-2.6165
TMEM8	0.44825
PALM2-AKAP2	-0.584333333333333
NFYA	-0.311
FAM108A1	-0.538875
PBLD	1.48275
NRG4	-1.70375
PIGF	0.20975
PTGER1	0.69275
NOS2A	3.31866666666667
C21orf34	-1.86066666666667
C21orf51	-0.43375
IL17C	0.0975
TRMT6	0.557166666666667
ETV2	0.395833333333333
CCDC109A	0.7235
MYLK2	-1.6105
ATP10A	-0.256
DPH4	-0.46975
C5orf5	-0.0216666666666666
KCNA4	0.264166666666667
NMNAT2	2.361
GLYATL2	-0.962
LSMD1	-0.21975
IL23R	0.18075
NRF1	-0.24375
MUC15	-2.0088
PRDM12	-0.3345
PAQR4	-0.679071428571429
RBBP6	-0.4175
IFI27	4.8665
SKAP2	0.426833333333333
TAGAP	0.173125
TJP3	1.493
C9orf61	-2.30175
IDS	-0.334571428571429
PARG	-0.23525
LOC131149	0.543
DYRK4	0.499666666666667
MICALL1	-0.71575
GALR2	0.221
GPBP1L1	0.21375
TBX21	2.4205
KCNJ6	-0.0916666666666667
GGN	-0.1115
CASP5	1.162
RNF182	-4.522
BRD4	-0.26675
DOK4	1.296875
SLC46A2	-0.0925
SOX9	3.35108333333333
ZNRD1	0.465166666666667
PRR6	-0.1325
FAU	0.29825
DTNB	0.0285
CARD9	-0.864
STS-1	-1.956
SLC4A5	0.160125
NSBP1	-2.23975
UGCGL2	-0.0774166666666666
POTE15	-2.659
NOXA1	0.30575
RP13-347D8.3	0.5415
SAMD10	0.0325
EP400NL	-1.069
TCF21	2.44125
AMELX	2.0095
JPH2	0.2206
SLA	0.530375
DLST	0.612333333333333
SEPT12	-0.198
RGS20	-3.71625
LXN	-0.295166666666667
ZNF419	-0.158
UPK3B	-0.044
RELL1	-1.38875
ESPNL	-0.0305
KLHL21	-0.55
PI15	0.3555
C2orf61	-0.2105
LOC407835	-0.639333333333333
RER1	-0.320166666666667
ELAVL2	0.378
MGC26718	0.0525
KLF2	0.73075
TNFAIP8L3	-0.0165
TFE3	0.0765
C11orf17	-0.562375
15E1.2	0.478
SNRPC	-0.3895
DLGAP1	-0.4205
PGLYRP1	0.285375
OVCH2	-0.00449999999999999
IRF7	0.5822
SET	-0.3672
NAB2	-1.038
LRP5L	0.15225
FAM120A	0.5903125
ASCL2	5.13016666666667
SHH	0.3645
ATP5H	-0.2235
THPO	-1.089
TYRP1	-3.6105
HIST1H3E	-0.445833333333333
EIF2S1	0.409944444444445
TNFRSF17	-1.1785
TARSL2	0.19975
NKX2-8	0.39225
C1orf115	1.010625
LOC56964	0.195
KIAA0841	0.00075
ISCU	-0.013
TTMA	0.4285
ZNF414	-0.0655
LOC441150	-0.2005
RAB15	2.203
HBP1	0.0453333333333333
TNNT2	-0.7875
CECR5	-0.22625
PHGDH	-1.699375
JRK	0.3791
XPO4	0.576125
FAM131C	0.406
ARHGAP25	-0.0738333333333333
CA9	-2.23666666666667
GPR62	0.235833333333333
TLX1	0.926166666666667
GPS1	-0.216
OR2M2	0.038
BDP1	0.0572857142857143
FAM70B	0.79125
RPS29	0.7955
MKLN1	-0.00960000000000001
TSPAN19	-2.0385
SLC29A3	0.5769
LGALS4	6.89733333333333
USH2A	0.045
NF1	0.5525
APOBEC3A	0.764
IMPAD1	0.286
OLR1	-0.423666666666667
NRAP	-0.052
HCFC1R1	-0.993333333333333
TAOK2	0.264333333333333
MCM10	-1.66333333333333
MAP4K3	0.278833333333333
CBS	-2.708375
CLK3	-1.3914
PCDHGA5	0.65
ELF4	0.870125
FAM71A	-0.12075
C11orf49	0.93125
CLIP2	0.77925
BTBD9	0.1371
ZNF524	1.14725
KDELR1	0.344
ZNF509	0.2245
NCSTN	0.474
ZNF533	-1.28207142857143
PARP4	1.527625
GALNT9	-0.0646666666666667
NPY	-2.334
BEGAIN	-2.52716666666667
TMEM77	0.216166666666667
FOXRED1	-0.388166666666667
SLC16A2	-2.17283333333333
SLC35B1	-0.479
GK5	0.316583333333333
SDCCAG10	-0.81425
C4orf20	-0.51175
SLC9A2	0.093
ADD1	0.00807142857142859
TAL2	-0.838333333333333
ACLY	-0.302125
DNAJC1	-0.618
SOST	-1.4835
USP43	1.58116666666667
CYP4F12	0.88275
FKBP5	0.2025
CHCHD5	0.0658
NUDT22	0.02075
CCDC85B	-0.33975
OR51G2	0.396
STRN3	-0.836071428571429
TMOD2	0.40925
FLI1	-1.915
MAB21L2	-0.4995
DGKQ	0.18925
VPRBP	0.720833333333333
SCNN1B	-0.0625
ECHDC3	0.0335
TMEM106C	0.0215
CSNK2A2	0.4245
RPL39	1.507
HERC3	-0.2794
ZBTB47	-0.541833333333333
ZNF681	-0.11825
PAGE2	-2.1845
CLIC5	4.31335714285714
RABAC1	0.2885
ZFHX2	0.71625
YPEL1	-0.263333333333333
KIAA0776	0.82125
NR1D2	0.03725
DNAJC4	-0.024
NPNT	2.1984
ZNF677	0.2675
ZNF536	-0.15825
MEF2B	-0.37425
PTPN4	-0.419
CTCFL	-5.6645
STX5	0.205
CD72	0.51825
VEGFA	0.782947368421053
XRCC1	-0.8475
MAS1L	0.433666666666667
ELL	-0.3756
SETBP1	-1.3985
CDH11	1.31833333333333
NDC80	-1.68161538461538
DMBX1	-2.78225
NRSN1	0.0294
BAT2D1	-0.264125
CDS2	0.276166666666667
C1orf212	-0.5035
SENP3	-0.425875
IL1F9	1.1985
EEF2K	0.35125
COG8	-1.3315
CEP72	0.61975
OR1L8	0.282
MUS81	-0.44375
PHYH	0.407375
GGT6	1.90016666666667
C22orf23	-0.8275
C13orf33	1.56875
MAPK8IP2	0.4425
NELL2	-2.35725
POU3F2	-3.36133333333333
ALPK1	0.57475
MRPS18C	-0.882
RPLP2	0.756
FGF22	-0.303
SPNS1	0.0453333333333333
ZFP1	-0.72275
IL1RAPL1	-0.8875
PCSK9	0.931
NKX2-1	4.22292857142857
C6orf189	0.1565
SP4	0.0625
SLC11A1	0.5041
C21orf25	0.7215
ICAM2	0.12675
SH3GL1	-0.502333333333333
GSK3B	0.84
RALB	0.2855
PDXP	-1.35683333333333
GNGT1	-2.585
KIR2DL1	0.269
TNFAIP3	0.586416666666667
C6orf32	0.5358
CBLN2	-1.5435
PANK3	-1.231125
TAAR9	-0.774
WDR82	0.575714285714286
APOM	-1.515
TRIP10	-0.069
SPATA16	-0.0363333333333333
C1orf135	-0.6255
USP51	-1.33
TESK1	0.87075
C11orf64	0.18675
ZNF611	0.381
PDE6G	0.0446666666666667
HLA-DQA1	2.5155
GCLC	0.8175
SEC61A1	0.228357142857143
TWSG1	-1.65016666666667
ZMYND10	-0.8595
CTDP1	-0.233375
ADAMTS6	0.100333333333333
SLIT1	-0.8435
KRT86	-0.621
KIAA0574	-1.1315
GTPBP2	-0.6302
PQLC3	0.55775
PRRX2	-2.527
C15orf44	-0.187333333333333
MKKS	0.951125
C11orf10	0.0485
GPR110	-0.112125
CD109	-3.21566666666667
ADCY1	0.0805
RHBG	-3.965
TP53I3	0.156
SLC22A3	2.0662
UCP2	-0.363
FOXG1	-2.7495
OR2AG1	0.3255
TRIM24	-0.554
PROC	-1.493125
TAAR6	0.3805
AMTN	-0.928
C10orf47	0.140666666666667
DEPDC1	-2.29625
FLJ45557	-0.3705
ZDHHC17	-0.275625
KIAA1429	0.479
KCNH1	0.29875
VNN3	0.627125
PSMAL	-0.44175
PPARD	0.53825
HFM1	-0.524
YBX1	-0.6225
ZNF695	-1.3325
SCTR	0.152666666666667
DCDC1	-0.103
VPS26B	-0.0721
MTF2	-0.859833333333333
ATP6V1F	-0.154
CCDC94	-0.5345
PERF15	-0.2265
CCL11	3.00125
LMO7	2.27625
DCST1	-0.013
ADRBK1	0.186375
CDRT4	-0.215125
ZNF84	0.11375
HOXD8	2.741
STARD8	-1.636
FOXP2	-0.616625
CCDC103	0.73425
POLR3A	-0.5524
GSC	-2.7895
ZNF114	-3.2994
HTR7P	0.4025
LALBA	0.422
RMND5A	0.383333333333333
PSCD2	-0.1615
ZNF409	0.653
KRTAP1-3	0.253666666666667
MAF1	0.76475
LOC201725	-1.07083333333333
NRN1	-2.082125
SPAG5	-1.55183333333333
DNAH7	1.266
FLJ43860	0.45
BRCA2	0.376
ACADM	-1.008
CXXC6	-3.08075
RAGE	-1.402375
CHMP2A	-0.15425
FAM8A1	0.3007
GPR21	0.0295
SLC12A3	-2.50616666666667
FVT1	0.716714285714286
ZDHHC7	-0.6985
FLJ44048	-0.45275
SLC44A3	4.39633333333333
SDSL	0.614
MMP8	-0.15425
PLA2G12B	2.56916666666667
ACY1	0.3865
MT1E	-1.4365
OR4K15	0.0365
TECTB	-0.588
