Hybridization REF	TCGA-AA-A01G-01A-01R-A002-07
ZNF597	0.179166666666667
SCGB1D1	-1.561
LONRF3	0.56975
OR2J3	-0.8485
SMURF1	-0.189625
C14orf102	-0.3825
HNRPDL	0.4
ANKRD39	-0.50275
BTNL8	4.95525
CSTF2	-0.0395
CABP4	0.279
TMEM95	0.17475
HTR1F	-0.653
SCPEP1	-0.052
PRSS12	0.965875
SLC28A2	0.831
INHBA	0.431
RP11-298P3.3	-0.0075
UGDH	0.0281666666666667
SLC36A1	0.64975
PLCB1	-0.0351666666666667
SEPP1	-0.1125
SRXN1	0.074875
LOXL2	-1.8635
SERPINA7	-4.03516666666667
LOC201229	0.4295
CHRNA1	0.71775
DENR	-0.152166666666667
RARRES2	-0.64725
SENP2	-0.374125
XPNPEP1	0.12825
PCGF5	0.47695
HIST1H1T	-0.809
CDK5RAP1	-0.044
PRKG1	0.804071428571429
RASGRP1	-1.1931
CFI	-2.66783333333333
KIR2DL3	0.7225
FOXRED2	-0.698142857142857
FABP1	4.15875
TRIM7	-1.4765
CYP20A1	0.128545454545455
CYTL1	-3.9635
SORBS1	2.19766666666667
PEA15	-0.511928571428571
GUCY1A2	-0.489666666666667
ZSWIM2	0.79
PH-4	0.0995
PACSIN1	-1.757375
LOC152586	0.555
UMODL1	0.806
KREMEN1	1.093375
FLJ35773	3.64725
RFPL4B	0.03275
SNAP23	-0.09
STXBP6	1.94375
C6orf115	1.0675
ZBTB33	0.2445
CHST9	-3.4645
MGA	-0.1925
FAM128B	-0.753
GPR4	3.11
KIAA1957	-1.82175
GSTK1	0.146666666666667
CLCN5	1.99925
FBXW5	-0.23275
FUSIP1	-0.211785714285714
MAG	-1.2515
FLT3	0.581833333333333
STRA8	-0.17
SERPINB4	-2.598
JMY	-0.523333333333333
DLK2	-1.381
ZNF451	-0.6299
HES6	1.476
FGF9	-0.57825
VNN1	-1.05133333333333
SRPK2	-0.6646
ALDH3A1	-1.00983333333333
CDX4	0.243
SPG21	0.04325
ZNF302	0.2346
DOK3	-0.443375
GRIN1	0.377285714285714
OR1A1	0.264333333333333
CALU	-0.4405
ANKFY1	-0.854
C9orf84	-1.1235
CLEC2L	-0.404
LIMCH1	-0.86525
RWDD1	0.203
VHLL	0.244
SLC18A2	-0.654
UPK3A	-0.296333333333333
FIP1L1	-0.50525
LENEP	0.175333333333333
RHOB	0.37
RIBC2	-0.3375
GNPNAT1	0.821375
TBC1D10C	-1.25575
MMAA	2.109
INTS9	-0.826
HOOK2	0.053625
CCNG1	-1.2515
CCDC144B	0.3045
MTMR7	0.028
NEU4	-1.54833333333333
HADH	0.461375
CCKAR	0.549
TMEM173	1.0725
AFAR3	0.0755
PTH2R	-0.097
IFI30	0.4285
GLUL	-0.3125
TMEM71	-0.3155
C20orf165	0.0975
BFAR	-0.4755
ZNF14	0.17275
KLHL8	0.7665
PPIL2	-0.781
CTA-126B4.3	0.576833333333333
C5orf37	-0.741
SLC27A4	0.4825
KLHL22	-1.994375
GJB2	4.8848
HSPBP1	1.004
PRKD1	-2.385
SOX8	-1.173
KIAA0195	-0.851666666666667
MICALCL	3.0725
ICAM1	-1.43425
C10orf126	0.7145
SIX4	-2.343625
BCL2L1	0.3261
CD19	-0.901833333333333
RAPGEF3	-0.093
KIAA0974	-0.18775
MAPK3	-0.074
OR10A3	0.371
MAP2K1IP1	0.1455
STK4	0.855722222222222
CHIC2	0.8411
DLX5	-1.66183333333333
ZNF367	-0.24775
FBXO41	0.50325
ADK	0.319625
hCG_1995786	-0.401333333333333
GTPBP10	-0.00974999999999999
TGOLN2	1.333
CTBS	0.177166666666667
FGD1	-0.89925
ETS1	-0.9215
EDC4	-0.226625
GSTA3	1.069
HOXB6	3.869
C9orf131	-0.27475
BCAS1	0.96025
U2AF1L4	-0.028
PDHA2	0.0381666666666667
SORD	1.3485
SLC25A33	0.268
WDHD1	-1.24825
OR8K5	0.217
RNASE11	0.4745
STAP2	1.5935
TRIM44	-0.00830000000000002
CHCHD8	-0.62475
SIDT2	-0.201166666666667
OR2B3	0.726
TRRAP	-0.067
TRAF1	-0.473583333333333
RYR2	-1.5215
FAM71B	0.721
SLC45A4	1.83525
TRIM32	-0.074375
ATP6V1G1	-0.5515
TRA16	0.00425
SERHL2	-0.29775
PRKY	0.9515
NPR2	-1.2105
TAS2R40	0.173
OR5I1	0.62
ZFYVE26	-0.43
WFDC11	0.226
CSH2	0.15625
OR2T8	-0.15925
TBX20	-0.5945
LYPD5	3.0975
STOML2	-0.156333333333333
ALPI	0.550571428571429
FAT3	-0.328714285714286
ZNF273	-0.7365
NPSR1	-0.0965
FLAD1	0.366166666666667
RAB5C	0.533875
TTLL3	-1.099375
KIAA1618	0.628666666666667
NPPC	-1.3345
ZEB2	-0.2327
MRP63	0.81875
WSCD2	-1.06275
NEUROD4	0.49375
SNAPAP	-0.60575
MTMR2	-0.134470588235294
STK35	-0.08525
USP48	-0.46725
NR1H4	0.2655
RASL10A	-1.2385
SSTR1	-0.50375
C1orf35	-0.73875
APOBEC3C	-2.84475
RUSC2	-0.285166666666667
SALL4	-1.89575
ZCCHC8	0.16675
RAD17	-0.38525
ZNF708	-0.296666666666667
LILRB5	1.776125
TEX12	0.3645
C9orf79	-0.096
ARHGEF1	0.205166666666667
ABCA4	-0.0168333333333333
RNF214	-0.2425
PPAPDC2	0.5315
ARID4A	0.488833333333333
SYCP2	-2.57075
OPRM1	0.518
RP13-102H20.1	-4.0955
CYP26B1	-0.674333333333333
APCDD1	3.48216666666667
PCCA	1.75025
ALS2CR7	0.704
AQP5	-0.0886666666666667
YLPM1	0.1005
PRKAR1B	-0.7639
IL16	-1.1172
TCF3	0.13325
ZSWIM7	-0.93225
SERPINE1	-2.9387
BAI2	-1.8465
SMC5	0.0547142857142857
SMN1	-0.611833333333333
SLC13A5	-3.04675
POU2F3	2.3165
BACH1	-0.569166666666667
GMCL1L	-0.300666666666667
PPP2R2D	-0.173375
LRRC51	-0.38525
EDARADD	-1.154
LRRC3	0.058
FAM124B	-1.46925
C20orf70	0.053
LOC285735	-2.22633333333333
CTBP2	1.5124
ZMYND11	0.8785
CDH23	-0.199166666666667
OR1N1	-0.3355
LOC400590	-0.01925
PDK1	-2.349625
LMTK3	0.1545
USHBP1	0.417733333333333
ZFYVE21	-0.01725
hCG_21078	0.81725
OAF	-0.58125
WDR41	-0.68925
SPINK6	-1.22925
GDEP	-0.0115
MEG3	-1.5578
OXSR1	0.258571428571429
RAD51	-0.333
RPL13A	1.5715
DYRK1A	0.4169
FLJ25791	0.79175
SARDH	-1.0112
RBBP5	0.0633333333333333
ORC2L	0.107
NCAPH2	-0.805
RNASET2	-0.233166666666667
WDR79	-0.869
FLJ39779	0.25375
C3orf1	-0.5215
DDX23	0.5685
MGC40574	0.96325
MORC4	1.714
MYRIP	4.04554545454545
LY6E	-1.93275
SLC39A11	1.95275
ATP12A	0.2065
AUP1	-0.359
PIP	0.05225
CORO7	-0.3245
PITPNM3	0.215
ENPP1	-2.111
PPP1R1C	-0.723666666666667
NRBP2	-0.831875
KCNE2	0.536
P2RX4	0.3905
CCND2	0.922428571428571
OR5T3	0.252
CUL4A	0.393666666666667
CFB	-0.235375
PCP4	-2.68333333333333
HEMGN	-5.35483333333333
UBIAD1	0.34
CDC42BPB	1.7545
CYB561D1	0.365
RIMS2	-1.58525
ZNF488	-0.61525
RNMTL1	-0.34225
SART3	0.2015
CAPN10	0.483642857142857
CCR5	2.8925
APOA1BP	-0.0956666666666667
NDUFS5	-0.0695
PDLIM3	0.0991
VPS24	0.5753
SCN8A	-0.126875
C1orf67	-1.05416666666667
MRCL3	1.20733333333333
TMEM145	-2.021
KCTD16	3.12233333333333
RNF149	1.04675
FDXR	-1.02475
CDCP1	2.41883333333333
PAX3	-3.2973
LASS4	-2.6155
HSD17B8	-0.09925
YAP1	0.678625
NNT	-0.59975
SC5DL	-0.00837499999999999
DKFZp566H0824	0.019
KSR2	0.1035
RAD21	0.2994
ST8SIA2	0.07275
L3MBTL3	1.52925
SNRPB	-0.9515
MGC14425	-0.994
MIF	-0.312875
TAPT1	-0.3395
IRF8	3.2798
PRO0132	0.094
HERV-FRD	0.1085
ACD	-0.7775
BCL3	1.169
SPATA13	1.84775
MRLC2	0.8045
F2RL3	0.19
CFHR3	-0.382
DUSP15	0.452666666666667
TMEM46	-2.62
SF3B4	-0.888833333333333
MAP7D3	-1.10375
STELLAR	0.371
SEMA5A	1.3195
H2BFS	-1.42425
LRRC28	-0.0316666666666667
MORN2	0.2815
XYLB	0.574625
WDR21C	0.31975
HIATL1	1.09575
ADAMTS10	-0.0981666666666667
WDR55	0.318
MFSD5	0.111
OR4N2	0.2995
DUSP16	1.61427777777778
NLGN4Y	-1.3998
INHBC	-0.109
NUMA1	-1.00575
DEFB123	0.48175
GIPC1	0.298
MGC27348	-0.038
FLJ33590	-0.076
FZD1	-0.3301
MKL1	-0.1185
SAA2	2.08775
C1orf94	-1.9195
C7orf28B	-0.5205
TMEM185A	0.06805
ZZZ3	-0.145
C16orf5	-2.573
GALNAC4S-6ST	-2.4755
C1orf186	0.01375
IGFBP4	-1.0555
NDUFA10	-0.0391666666666667
CLIC2	-1.90375
RNF13	-0.052
GPR103	-1.05533333333333
CD69	-2.80125
MYOZ1	-0.3065
IFNB1	-0.375
CLNS1A	-0.2975
CXorf45	-0.2785
ZXDB	0.2525
FUNDC2	-0.77725
GPA33	4.610625
C9orf70	0.458
SLC2A9	-0.585
LOC126520	-0.173
MAGEB1	-0.691
LCE2A	0.7405
C18orf34	-0.3085
FMNL2	-0.53425
KRT85	0.78775
CRYGA	-0.033
GEM	0.14725
THAP6	-0.1155
ALKBH3	-1.35783333333333
TM6SF2	0.096
C20orf82	0.54225
RANBP2	0.381333333333333
LIG3	0.7655
RETSAT	0.31275
OR8S1	0.9545
CAST	0.88525
TGFBI	2.0922
C15orf37	-0.1395
PGM3	-0.493
SLC4A11	-1.44442857142857
FAM123C	-0.0273333333333333
TAOK1	1.251
CISH	0.12375
OGDHL	-2.95475
SPINT2	2.51916666666667
ZNF33A	0.102
CLDN18	0.6255
RNF128	3.16575
CCDC71	0.96875
RASSF6	2.7405
HSPG2	0.1375
ATP6V0E1	1.299375
ABHD6	1.727
CD274	0.74
GCNT1	1.794
NT5C1A	0.496833333333333
TM4SF5	-0.9895
C21orf58	-1.80966666666667
SUCLA2	0.61375
RFTN2	0.54525
SCNM1	-0.536125
SLC9A10	-0.0995
FUNDC1	-0.187
SLC35F4	-2.81975
AMD1	0.66025
COL6A6	-0.09825
OR4K2	-0.3795
TRIB2	-2.3785
LOC91461	-0.44175
GHSR	0.657
ATP8B1	2.503875
C1orf78	-0.286833333333333
RNF183	1.66883333333333
STX4	0.0464
TPPP2	-0.56025
MYBPHL	-0.4935
TXNDC6	0.1746
C9orf47	0.0995
FAM137B	-0.3615
FANCB	-0.4915
C11orf9	-0.7985
DPY19L1	-0.341625
VDAC2	0.0468333333333333
VHL	0.43975
LMBR1	0.599875
C8orf44	-0.19675
ZPBP	-0.45475
FGF23	-1.77275
C21orf67	-1.08675
PCNT	-0.395625
BCKDHB	0.8771
GALNTL5	0.249666666666667
BET1	-0.91675
ARL13A	-1.096
HDAC6	-0.963375
N4BP3	-1.51733333333333
OTOP1	-0.00133333333333333
TTC30A	-0.06775
CRISP1	-0.025
KRT32	-0.7935
VSTM1	0.3885
ZNF622	-0.26775
POLR3B	0.7195
DNAJC10	0.5805
C12orf54	-0.3795
ADIPOQ	0.1315
RIT2	-0.11025
CD44	0.40085
ABCA3	-2.7
RPS17	-0.41975
FEZF1	1.248
PCDHB15	-1.63825
KCNMA1	-2.12695454545455
CCDC116	-2.754
C15orf27	-2.7005
NARG2	-0.2864375
ITGA5	-1.875375
MEFV	0.535
TUT1	-1.12325
LOC541473	-0.135
NMBR	-0.355
GLT1D1	-2.32183333333333
ABCB7	-0.04225
PFKP	-1.064
C9orf91	0.0582
LRRC41	-0.812166666666667
C1orf85	-1.25816666666667
ATP5F1	0.257
STOX1	1.743375
GFOD2	0.67925
SLC25A3	0.994625
ZNF646	0.0933
ZAR1	-0.7815
OSTbeta	3.72675
GALNT3	4.08825
IFT122	-0.748166666666667
LDB3	-0.1463
GARNL1	0.131642857142857
HOMEZ	0.351666666666667
LRRC6	2.7595
ANGPTL5	-2.34475
UBAC1	-0.61675
DLEU7	0.20375
RPL19	0.67225
TOP1MT	0.2865
LOC643641	-0.526875
MBD3L2	0.459
NTSR1	-0.437
WISP2	-3.579
GPSM2	1.864125
RDH10	1.393
PRKCG	-0.1125
HIST1H4J	0.7145
MON1B	0.5784
MLF1IP	-0.878166666666667
ZNF446	0.503
COL4A5	-1.3877
SLC26A1	-0.0101428571428572
RGN	-2.59775
CCNB1	-0.731
C9orf165	-0.42075
CCDC28B	-0.3845
CCDC97	1.178
FGR	1.14675
MSRB3	-1.1486
EPN2	-1.12925
COX15	-0.0175
KCNK6	-0.6748
XK	1.986
GDA	-0.017125
HEPH	2.568
THRAP3	0.570375
MET	0.941
PHYHIP	-1.48075
LYAR	0.500833333333333
ING3	-0.113
AK7	-1.637
CCT8L2	0.173125
COPS7A	-1.23883333333333
WSCD1	-0.22
RNF185	-0.335875
TNS3	-0.07175
KNDC1	-1.38533333333333
RWDD4A	0.523666666666667
MED13L	1.2076
ZFYVE1	-1.0945
C7orf44	-1.4
MRPL1	1.0375
STGC3	-2.27125
TEAD1	0.0358333333333333
RPL7A	0.158071428571429
ARL6IP1	0.8322
C1orf178	2.964
CTAGE5	0.026
TMEM184A	1.39833333333333
SLC25A14	-0.26075
CACNG5	0.1265
ATXN10	0.1979
ECH1	1.0328
CCL22	0.411
CYP2F1	-2.0755
GADL1	0.269
TMEM19	1.4139
RUNX3	-0.32525
EFNB1	2.22116666666667
LIPN	0.5745
ACSM3	-2.4705
SIGLEC8	0.202333333333333
ASCC3L1	-0.543
NOL8	0.362375
RELT	-1.36716666666667
Magmas	0.2305
PPP1R15B	0.6927
C11orf2	0.45825
VKORC1	-2.0075
MGC26647	0.45025
TRPM6	1.53583333333333
UGT2B7	-1.1615
FEV	0.2525
FOXK2	0.3785
PDCD5	1.79833333333333
SLC8A1	1.7801
DGUOK	-0.4115
CLDN16	0.6355
GAGE1	-1.6575
RBM17	0.7596
C1QTNF3	-1.465625
VGLL3	-0.441833333333333
UNQ5830	0.552
CD1A	-2.79733333333333
SCGB1C1	0.109
SUPT4H1	-0.1495
TRAF5	1.249
ASAHL	1.137625
FAM73A	0.607833333333333
OR6B1	-0.288
WHSC1	-0.4688
GFPT2	-2.05
LOC339809	0.4715
STARD5	0.82475
SIP1	-0.39625
DNAJC15	2.134
STAU2	0.3181875
FAM98A	0.565125
RAD23B	0.468125
LRRC33	-1.69675
CHRAC1	-0.367
C21orf89	0.58075
C19orf43	-0.0961666666666667
KLK8	-0.0878333333333333
CCNE1	-0.01975
PKDREJ	0.886666666666667
SSU72	-0.0165
C17orf73	0.3525
GPR78	1.2575
WHSC1L1	-0.2816
GSTA2	0.9265
SMUG1	0.5525
UFM1	1.3155
AP3M2	0.28475
USP14	-0.447
FBXL14	-0.116833333333333
DSTN	1.1035
SFRS14	-0.7745
FBXO31	0.1625
C12orf40	0.14625
FRS2	0.72425
NR2E3	-1.0835
TUBB2C	-0.0955
GMPR	-0.6695
C9orf139	-0.035
ING5	-0.305071428571429
LOC730092	1.215
ORM1	-4.64425
RP11-11C5.2	0.249
HSPD1	0.601
PIWIL3	0.123666666666667
C5orf13	-1.3379
OR5R1	0.218
LCOR	1.36025
PLEKHA9	0.1495
CCDC43	0.3455
ZNF232	-0.5015
SLC6A7	0.956
ADH5	-0.187416666666667
SHBG	-1.37116666666667
CROCCL2	-1.20925
PANX3	0.043
CDIPT	-1.196
SLC16A5	1.73175
TUBB	-1.39175
TOR3A	-0.1928
PREP	1.705
ENTPD8	0.7505
CHMP1B	-0.28325
SYT12	-1.4991
MYH6	-2.2619
MAP3K13	1.5275
KLHL30	-0.112166666666667
LCMT1	0.18525
EIF1AX	0.4535
FOXD4L1	0.3885
SLC24A5	-0.3535
RNF166	-1.1434
TJAP1	-0.8765
TMEM156	-1.44016666666667
ZNF239	1.528
SNX19	0.2066
GKN1	-0.0665
FCN1	0.8542
C1QL1	-2.245
ATP11C	0.2105
ZNF35	0.8135
CARD8	0.70425
LIMD1	0.00533333333333334
KIAA0286	-0.2535
XRN2	-0.436333333333333
CD6	-0.614166666666667
TOX3	2.436125
ZSCAN4	-0.667333333333333
RSRC1	-0.34325
COG1	0.138
PTRF	-1.2217
C16orf35	-0.097375
FBXO24	-0.51725
CHST11	-1.853
THRB	-0.6511
MYBPC1	1.2125
RNF39	0.732166666666667
PSMD11	0.1295
ALAD	-0.325833333333333
EN1	-1.05475
SLC9A9	-0.94125
GSTM4	-0.1629
CDC42BPA	0.280578947368421
RCSD1	-2.18325
LUC7L2	-0.4407
SPTBN1	0.9211
LOC146167	-0.407
BAT5	0.5053
ZNF452	-2.1514
LSM4	-0.656875
SRP72	-0.3756
SGK269	-0.0363333333333333
MTX1	-0.59925
CENTA1	2.356
UNQ9433	0.1685
ATR	0.140666666666667
DDX49	-0.043
PAQR8	1.5905
C14orf174	-1.26725
GBGT1	-1.29575
THAP1	0.66675
OR10K1	0.7605
RASIP1	-2.13583333333333
DPYD	-2.6803
DOHH	-0.113
C18orf45	0.6005
POF1B	5.5868
ZNF552	2.2305
USP32	-0.996375
MED27	-0.471166666666667
C14orf149	-2.66383333333333
PRDX4	-0.473166666666667
ABHD12	0.0654
AGT	-2.267
SLC22A14	0.09475
C1orf58	0.12625
PILRA	-1.31375
ABCF2	-0.80025
C17orf85	-0.3801
TKTL1	0.9295
FGF1	-0.21755
IL6R	0.207666666666667
VPS25	0.402
CHRNB2	-0.310625
COL7A1	-1.4847
LRRC48	-0.9264
SPG20	-2.56758333333333
COX10	0.13075
GCA	0.968
ECEL1	-1.46933333333333
GLG1	0.120833333333333
SRD5A2L2	0.23175
MUTYH	-0.58875
ZNF70	-0.1735
L2HGDH	-0.48425
GPATCH2	-0.2745
ZNF655	-1.551125
ZNF227	0.898166666666667
MCOLN2	2.67383333333333
NQO2	-1.61525
KCNQ5	-0.692
NEU1	0.563166666666667
QRICH1	0.0145
ZBTB20	-0.1815
RPUSD3	-0.82175
EPGN	-1.367
TSN	0.363916666666667
SPRY2	1.54266666666667
LZTFL1	-0.313875
GMFB	0.250875
PBEF1	0.3469
HBG2	-3.62375
TMEM8	0.32375
PALM2-AKAP2	0.231333333333333
NFYA	-0.2155
FAM108A1	-0.51125
PBLD	2.777875
NRG4	-2.01775
PIGF	0.102
PTGER1	0.6725
NOS2A	4.28066666666667
C21orf34	-3.1264
C21orf51	-0.111166666666667
IL17C	0.0695
TRMT6	0.599833333333333
ETV2	0.8745
CCDC109A	1.15675
MYLK2	-1.132
ATP10A	-0.7347
DPH4	-0.2585
C5orf5	-0.295666666666667
KCNA4	-0.163
NMNAT2	-1.885
GLYATL2	-0.8845
LSMD1	-0.858375
IL23R	-0.0785
NRF1	0.0575
MUC15	-2.89016666666667
PRDM12	-0.7395
PAQR4	-0.493
RBBP6	-0.4735625
IFI27	4.09275
SKAP2	0.898166666666667
TAGAP	0.1115
TJP3	1.6825
C9orf61	-2.596
IDS	-0.682
PARG	0.4545
LOC131149	0.389
DYRK4	0.849
MICALL1	-0.985
GALR2	-0.374
GPBP1L1	0.214375
TBX21	3.16925
KCNJ6	-0.228333333333333
GGN	0.18175
CASP5	0.874333333333333
RNF182	-1.11375
BRD4	0.833
DOK4	0.877375
SLC46A2	0.1694
SOX9	3.30475
ZNRD1	0.588666666666667
PRR6	-0.98875
FAU	-0.046375
DTNB	-0.214166666666667
CARD9	-1.71275
STS-1	-1.40666666666667
SLC4A5	0.6105
NSBP1	-0.54
UGCGL2	-0.276916666666667
POTE15	-2.4245
NOXA1	-0.3885
RP13-347D8.3	-0.2475
SAMD10	0.621666666666667
EP400NL	-0.61525
TCF21	2.4705
AMELX	1.74875
JPH2	-0.0344
SLA	0.318
DLST	0.153666666666667
SEPT12	-0.0735
RGS20	-4.01825
LXN	-0.541833333333333
ZNF419	-0.954125
UPK3B	-0.1305
RELL1	-0.519
ESPNL	-1.019
KLHL21	-0.51475
PI15	-0.621
C2orf61	0.264
LOC407835	-0.463
RER1	-0.0226666666666667
ELAVL2	-0.02
MGC26718	-0.3185
KLF2	0.7965
TNFAIP8L3	0.23275
TFE3	-0.19475
C11orf17	-0.32225
15E1.2	0.828
SNRPC	-0.59075
DLGAP1	-0.9895
PGLYRP1	0.1425
OVCH2	-0.0815
IRF7	0.1087
SET	0.4021
NAB2	-1.39966666666667
LRP5L	0.35275
FAM120A	1.4263125
ASCL2	4.38266666666667
SHH	0.498
ATP5H	0.464333333333333
THPO	-1.3905
TYRP1	-3.85883333333333
HIST1H3E	0.165666666666667
EIF2S1	0.558611111111111
TNFRSF17	-1.075
TARSL2	-0.09525
NKX2-8	0.270625
C1orf115	1.193875
LOC56964	0.274
KIAA0841	0.30725
ISCU	0.6125
TTMA	0.0735
ZNF414	-0.5435
LOC441150	-0.32675
RAB15	1.9975
HBP1	-0.849
TNNT2	-1.42316666666667
CECR5	0.15225
PHGDH	-0.9125
JRK	0.5068
XPO4	0.91175
FAM131C	0.2245
ARHGAP25	0.161833333333333
CA9	-3.19633333333333
GPR62	-0.0375
TLX1	0.314
GPS1	0.12175
OR2M2	-0.5535
BDP1	0.641428571428571
FAM70B	0.24225
RPS29	0.614
MKLN1	-0.4072
TSPAN19	-3.10633333333333
SLC29A3	0.3792
LGALS4	6.424
USH2A	-0.179
NF1	0.734333333333333
APOBEC3A	0.693833333333333
IMPAD1	0.254333333333333
OLR1	0.0213333333333334
NRAP	-0.4365
HCFC1R1	-0.797333333333333
TAOK2	0.3605
MCM10	-0.4055
MAP4K3	-0.2205
CBS	-2.826625
CLK3	-0.883
PCDHGA5	-0.051
ELF4	0.7575
FAM71A	-0.661
C11orf49	0.12925
CLIP2	0.20325
BTBD9	0.6071
ZNF524	2.32125
KDELR1	0.978666666666667
ZNF509	0.2205
NCSTN	0.4205
ZNF533	-1.61992307692308
PARP4	1.45125
GALNT9	-0.183333333333333
NPY	-2.38525
BEGAIN	-2.787
TMEM77	0.429166666666667
FOXRED1	-1.27183333333333
SLC16A2	-2.09583333333333
SLC35B1	0.0855
GK5	0.408666666666667
SDCCAG10	0.00425
C4orf20	-0.71175
SLC9A2	2.41625
ADD1	-0.0467857142857143
TAL2	-0.628333333333333
ACLY	0.116375
DNAJC1	0.62
SOST	-2.42975
USP43	1.50666666666667
CYP4F12	1.838
FKBP5	-0.246
CHCHD5	0.163
NUDT22	-0.16575
CCDC85B	-0.297
OR51G2	0.352
STRN3	0.0887142857142857
TMOD2	0.1855
FLI1	-1.6975
MAB21L2	0.8455
DGKQ	0.19
VPRBP	0.166333333333333
SCNN1B	0.2826
ECHDC3	-3.0607
TMEM106C	1.2225
CSNK2A2	0.143
RPL39	0.4581
HERC3	0.22775
ZBTB47	-0.269333333333333
ZNF681	-1.1135
PAGE2	-2.55525
CLIC5	4.79507142857143
RABAC1	0.38475
ZFHX2	0.442
YPEL1	-1.539
KIAA0776	0.18225
NR1D2	0.06075
DNAJC4	-0.75325
NPNT	4.0809
ZNF677	-0.8655
ZNF536	-0.27075
MEF2B	0.0741666666666667
PTPN4	-0.120625
CTCFL	-4.832
STX5	-0.298
CD72	-0.113
VEGFA	-0.493052631578947
XRCC1	-0.3395
MAS1L	0.332166666666667
ELL	-0.0507
SETBP1	-1.322
CDH11	0.644
NDC80	-0.617846153846154
DMBX1	-2.53925
NRSN1	0.348
BAT2D1	0.057625
CDS2	0.0711666666666667
C1orf212	-0.1475
SENP3	-0.905125
IL1F9	0.984
EEF2K	-0.442
COG8	-0.81325
CEP72	0.1865
OR1L8	0.8145
MUS81	-0.484916666666667
PHYH	0.736875
GGT6	2.019
C22orf23	-1.47825
C13orf33	0.941875
MAPK8IP2	-1.0805
NELL2	0.53575
POU3F2	-3.3045
ALPK1	1.1435
MRPS18C	0.034
RPLP2	0.612125
FGF22	0.4775
SPNS1	-0.649
ZFP1	-0.297
IL1RAPL1	-0.89875
PCSK9	0.154333333333333
NKX2-1	1.20028571428571
C6orf189	0.60925
SP4	-0.717
SLC11A1	0.552
C21orf25	0.672666666666667
ICAM2	-0.40925
SH3GL1	-0.371
GSK3B	0.6915
RALB	0.71625
PDXP	-1.63566666666667
GNGT1	-0.692875
KIR2DL1	0.5285
TNFAIP3	0.948166666666667
C6orf32	0.2269
CBLN2	-0.081
PANK3	1.223125
TAAR9	0.1465
WDR82	-0.107285714285714
APOM	-3.742375
TRIP10	0.08425
SPATA16	-0.085
C1orf135	0.186
USP51	-2.48075
TESK1	0.18275
C11orf64	0.26425
ZNF611	0.5955
PDE6G	-0.240666666666667
HLA-DQA1	2.486375
GCLC	1.269
SEC61A1	0.225928571428571
TWSG1	-0.509666666666667
ZMYND10	-1.57275
CTDP1	-0.314625
ADAMTS6	-0.453166666666667
SLIT1	-1.0255
KRT86	-0.1885
KIAA0574	0.38825
GTPBP2	-0.8412
PQLC3	-1.21225
PRRX2	-2.41
C15orf44	0.0768333333333333
MKKS	0.6465
C11orf10	-0.04925
GPR110	1.3155
CD109	-3.0255
ADCY1	-0.162
RHBG	-3.481
TP53I3	0.404875
SLC22A3	2.2238
UCP2	-1.56
FOXG1	-2.425
OR2AG1	0.0745
TRIM24	-0.20475
PROC	-3.241375
TAAR6	0.58
AMTN	-1.8895
C10orf47	0.567
DEPDC1	-0.75025
FLJ45557	-0.02575
ZDHHC17	-0.3720625
KIAA1429	0.0613333333333333
KCNH1	0.05425
VNN3	1.4895
PSMAL	1.46475
PPARD	0.208375
HFM1	-1.323
YBX1	-0.265
ZNF695	-0.294
SCTR	0.1706
DCDC1	0.134
VPS26B	-0.3565
MTF2	-0.463166666666667
ATP6V1F	-0.4635
CCDC94	-0.4395
PERF15	-0.1965
CCL11	3.25025
LMO7	1.990875
DCST1	-0.0875
ADRBK1	-0.014125
CDRT4	-1.376875
ZNF84	-0.19225
HOXD8	1.54475
STARD8	-1.3555
FOXP2	-0.345375
CCDC103	0.546
POLR3A	-0.548
GSC	-2.7215
ZNF114	-1.81383333333333
HTR7P	0.1235
LALBA	0
RMND5A	0.312333333333333
PSCD2	-0.167
ZNF409	0.146
KRTAP1-3	0.860833333333333
MAF1	-0.96525
LOC201725	-0.148166666666667
NRN1	-3.50875
SPAG5	-0.612166666666667
DNAH7	1.43366666666667
FLJ43860	0.49
BRCA2	1.114
ACADM	-0.771875
CXXC6	-3.680875
RAGE	-0.052125
CHMP2A	0.706
FAM8A1	-0.079
GPR21	0.2585
SLC12A3	-2.968
FVT1	0.511571428571429
ZDHHC7	-0.00850000000000001
FLJ44048	0.545666666666667
SLC44A3	4.0895
SDSL	0.5775
MMP8	-1.89
PLA2G12B	1.00666666666667
ACY1	-0.30425
MT1E	-0.460666666666667
OR4K15	-0.0565
TECTB	-0.059
GPR20	0.608
IRAK2	-0.54675
RFPL3	-0.575375
MYO9A	-0.63525
NARG1L	0.90075
BLMH	0.066125
CCDC3	2.14483333333333
C9orf21	-1.767
KIAA0513	-0.182833333333333
MIER2	0.1115
PNMA2	-2.45963636363636
SH3BP2	0.8386
ANXA10	-1.89475
RTN2	-1.9
TFB1M	-0.868
PRPH2	1.057
C14orf133	-0.3675
GOLGB1	-0.108916666666667
IRX4	-1.701625
NFKBIL1	-0.735666666666667
C10orf62	0.0665
APBB3	-1.027
RPS10	0.6025
LOC728378	-1.61
TLE3	0.456055555555556
PSMB7	-0.582
MESDC1	0.86
SLC6A1	0.432833333333333
OCLN	2.04358333333333
PTTG3	-0.322666666666667
NAGLU	-0.5155
