Hybridization REF	TCGA-AA-A00J-01A-02R-A002-07
TBC1D3P2	0.04425
COMMD6	0.9118
ANKRD7	-2.59975
PTCHD1	-1.999
NARS2	-0.48175
DOCK7	-0.10025
FAM127B	-2.3845
LOC390243	0.2565
N6AMT2	0.1055
ZNF391	-1.38
DNAJB14	-0.2565
WRB	-0.1745
BPI	-0.214166666666667
TTC4	-1.1465
FAM10A5	-0.08325
GOT1L1	0.106444444444444
MAGED1	-0.348125
RESP18	0.619
WFDC6	0.768
MT2A	0.5735
C11orf56	0.85475
KIAA1432	-0.039
ROR1	0.033875
HSD17B14	0.516333333333333
ZFAND2B	0.5875
SAMD4B	0.1445
HEXA	-0.25225
HNRNPU	0.248090909090909
USP39	-0.177375
NRD1	-0.58475
R3HDML	0.618
FLT4	0.881166666666667
OMG	0.2465
OR52N4	0.4825
LOC399818	0.09
ELA2	-2.37375
VENTXP1	0.2885
RFC5	-0.052
OR52L1	0.1855
PAX5	0.193
FBXO2	-2.68925
GMEB1	-0.4005
AKT3	-1.12483333333333
CRB1	-1.71266666666667
CTTN	0.41
UTP15	-0.567
HSBP1	0.131166666666667
PHF11	0.769
NDEL1	-0.3135
USP8	0.0925
BAIAP2	0.2089375
SI	2.69233333333333
ARSJ	0.3555
BAAT	-2.54375
KCNS3	2.18016666666667
LOC126147	-0.380833333333333
TMEM37	-0.735
C1orf162	2.826
MBD1	-0.4602
ITGAL	-1.08233333333333
WDR73	-0.535833333333333
GKN2	0.334
ARFGAP1	-0.91325
SLC5A8	-1.3385
ZBTB40	-0.0798
CYP4B1	-0.8535
LYPLAL1	-0.59375
CHST3	-1.09225
MAP3K9	0.323
BTAF1	-0.379166666666667
TFAP2E	-0.221
RBM35B	0.95625
LOC441251	-0.205
ANKRD25	-1.32633333333333
UQCRC2	0.432
MAEA	0.124583333333333
HYAL1	-2.1075
RNPEPL1	0.384333333333333
CPSF2	-1.1905
PSD3	0.2814
ABCA13	-0.47575
AGR2	4.279125
GBX1	-1.232
HDLBP	0.7945
ACY3	1.34825
HECW1	-0.2715
ZNF519	0.50375
HOPX	3.920125
ZNF304	-2.259875
OR12D3	0.3285
FKSG43	0.039
METTL1	0.56625
MFSD3	0.00899999999999999
PSPH	-0.58975
CLCA3	0.68
DARS2	-0.847166666666667
CDC25A	-0.516333333333333
BAIAP2L1	0.92375
B3GNT5	2.5245
USP29	0.203
ARHGEF10L	2.1769
ATOX1	-0.809
ADAM30	0.205666666666667
DNASE1	1.758
STT3A	1.16875
RAB6IP1	-1.70425
PTN	-2.0993
C1orf106	1.86961538461538
HECA	1.15
RNF122	2.23825
SLC22A18AS	0.0348333333333334
GNG8	0.3595
ELP4	-0.6855
FAM65A	0.3595
RPL10A	-0.357833333333333
IRS4	-0.037
MACF1	0.3795
SEC24D	0.176
LOC374395	-0.32425
TGFB2	-1.6685
MDFIC	-1.61475
CHRNE	0.7035
PCMTD2	0.143666666666667
ATP6V0D1	0.0261666666666667
MTA2	0.55625
LZTR1	-1.025
RAP1A	-0.199833333333333
AXIN1	-0.389875
POLR1C	-0.2325
TRIO	-0.1325
PLXNA4A	-0.55725
C5orf33	-0.15975
DEPDC1B	-0.636625
ZNF473	-0.0186666666666666
MTM1	0.86425
GPR107	0.5355
CSNK1A1L	-0.3325
FLJ14154	-0.41225
NLRC4	3.15525
ENPP4	2.769
PADI3	1.1765
RNF170	-0.50175
CG018	1.30033333333333
C16orf7	-0.51975
KCNE1	1.24025
NRM	-1.35316666666667
SLC37A3	0.651357142857143
TPD52L2	-1.3505
UNC5B	0.9455
C12orf12	0.171666666666667
SDHB	0.24725
CLRN1	0.33175
NUDT10	-2.799
UGT3A1	0.290375
FBXW8	-0.0415
RHOF	0.835125
PTPLAD1	0.03675
MYO3B	-1.0335
DERA	-0.72425
TPP2	0.18975
C19orf53	-0.178666666666667
GINS3	-0.251375
ST6GALNAC5	0.7855
CHSY1	-0.6205
MGC15705	-0.687
GPR83	0.3325
EXT2	0.28025
DOLK	-0.42325
TUBAL3	4.0635
ACVRL1	2.3734
ABL2	-0.51
C14orf156	-0.182833333333333
PTPRZ1	-4.234625
DIP2C	-1.020375
LAMP1	0.163375
RXRA	-0.5963
MAP3K5	2.6075
ALKBH1	-0.00266666666666667
PDLIM7	-0.369125
ARL14	2.7585
SNIP1	-0.390333333333333
TIMP3	0.543833333333333
RGS3	-0.0135
SPAG16	-2.0479
ABHD4	-0.6415
ARHGEF12	0.870166666666667
GLUD2	-0.4405
RAC2	-0.1221
UAP1L1	-0.2345
SLC18A3	0.2045
YOD1	-1.0155
RALY	-0.61225
HMOX2	0.725375
DGKH	0.49075
DBNDD2	2.33083333333333
YIPF4	0.675125
THAP10	-0.14725
ZNF513	0.213
HAGHL	0.137666666666667
ITGB4	1.13683333333333
CCDC141	-1.844
YTHDF3	0.256
C5orf28	-0.146
RPL7L1	-1.07075
TMEM30B	1.62942857142857
ANKRD35	0.613
DUOXA2	0.91325
TBC1D5	-0.55725
DFNB59	-1.047
HRH4	0.5485
MYO6	1.4389
DNAJA4	0.999125
RBM24	-2.04325
CEACAM20	-0.08
RBM23	-0.426785714285714
NGFB	-0.3115
C1orf63	-0.2047
KRTAP7-1	0.49
PERLD1	1.6985
NPB	0.3595
C17orf59	0.6152
HSPBAP1	-0.008
SLC15A4	0.2055
PRTFDC1	1.01625
OSMR	-2.04364285714286
CYSLTR2	-0.2675
C19orf25	0.944
KIAA1797	-0.146
NLRP6	0.5465
FAM105B	-0.0176
SCRN2	0.121666666666667
LRRC58	-0.0701
RNF17	0.055
NEIL3	-1.5005
FAM137A	-1.78025
SKP2	-2.175
PARVA	0.518166666666667
PKLR	-1.469
RNF34	-0.013625
A3GALT2	0.15625
C12orf50	0.0976666666666667
SUNC1	-1.4595
FAM102B	0.466
CCT2	-0.20575
LRRC37A2	-0.3405
ARF4	0.3305
SIKE	0.28875
C8orf48	-1.2265
MBTPS1	-0.243428571428571
GPSN2	-0.2445
NCF2	2.95125
SLC12A6	0.658
MRPL48	0.6795
HMGN3	-0.342
LRRC62	-1.40525
PAX9	0.267625
FAM55A	2.938
C20orf42	2.68016666666667
SCML2	-1.13633333333333
BCL9	0.34325
FAM40A	-0.3905
C9orf41	0.629166666666667
ZNF774	-0.6735
LETM1	-0.03275
PLXNB1	0.528166666666667
NIPSNAP1	-0.249875
USP10	-0.78875
F9	-0.2595
LIPE	1.29375
CNGB3	-0.0705
C12orf52	0.447875
PI4K2A	-0.409625
MED8	0.16375
STAT4	0.8974
FGD4	1.8435
RNF145	0.344
WDR32	-0.3502
CLDN2	3.66883333333333
TCEAL8	0.58425
ZMYND8	-1.2697
PDXK	-0.23884375
GATAD2A	0.556
PTGES3	0.362
CCM2	-0.6365
TAP1	0.4985
ZNF670	-0.18825
ETS2	2.783
C6orf166	-0.0168333333333333
PRMT2	-0.203642857142857
OR4B1	0.353
INTS8	-0.8785
CCDC102A	-1.129
CCDC83	-1.94116666666667
ITGA1	0.806
EPHA5	-2.53611111111111
FAM24B	0.813833333333334
TSGA10	2.44575
HAL	-2.10266666666667
MYOT	0.2735
SPACA3	0.41425
BCL2L2	-0.1755
CUGBP2	1.46533333333333
CCNB3	1.62875
RNF113B	-0.66225
MERTK	0.15875
BAG1	1
VPS36	0.33275
ORMDL3	0.473
C1orf190	-1.60725
ZNF625	-0.7205
CORO2B	-2.70925
ALOX15	0.732
CST1	3.8185
NUPR1	0.535
CCL7	2.81275
SMCR5	-2.8955
DSC2	3.293
RBMS2	0.75825
GRIK4	0.5675
TRIM65	-0.3991
TMPRSS6	-0.627714285714286
TP53INP2	-0.6305
GLB1L	-0.51
LOC388284	-0.447833333333333
PUS1	0.181071428571429
BCL9L	-0.893
OLFM1	-1.33658333333333
RET	-2.803875
MASTL	-1.35483333333333
ALX3	-0.0585
IL1RL1	1.16466666666667
ZNF765	-0.4951
C14orf138	-0.35825
SNX10	-1.01066666666667
TAC4	0.513
C1orf64	-3.61175
POGK	-0.024875
MAPK9	-0.2975
ZNF366	1.98125
C8orf79	1.7353
CLDN7	3.276
OR5AT1	0.88
TRIM37	-2.0875
LRRC25	3.178
GRHL2	1.9158
TEKT3	0.4275
LASS5	-0.850166666666667
ABCC4	-0.548083333333333
DLG3	1.819875
VGLL1	-0.034625
ZFP36L2	1.67233333333333
MFRP	0.359666666666667
KIAA1799	-0.26225
FLJ44379	-0.065
PCNX	-0.07325
ANXA9	-0.8415
CYP4V2	1.1939
PIK3C2A	-0.643
SRR	-0.3085
NOL3	-0.80075
IFITM2	0.9035
ARNTL2	0.087
ZNF595	-2.9985
NLRP13	-0.478
ASPH	1.134375
CPA2	-0.4295
PVRIG	-2.0285
LEPR	-0.699833333333333
C16orf42	0.392833333333333
SH3BGRL	0.56675
FAM77D	-1.57266666666667
FNDC7	0.2445
C9orf6	0.289666666666667
NOTCH2NL	-0.596166666666667
PGBD1	-1.57333333333333
SYNGR2	0.265166666666667
PITPNA	-0.4245625
PRPF4B	-0.9135
SLC43A3	-0.423071428571428
NRBP1	-0.63425
SLC25A22	0.7705
ILK	-0.377875
SLC22A8	0.593666666666667
MRPS7	-0.323625
PITX2	3.69125
FABP3	-0.282875
OR1L1	-0.3765
LOC728215	-0.989375
BLID	-1.9085
KIAA1217	2.01982352941176
TFPT	-0.939
AP4B1	-0.3305
VBP1	-1.05725
OR1K1	0.428
MORC3	-0.055
BHMT2	-2.06933333333333
C3orf10	-0.35475
FZD7	-0.4525
WFDC10A	0.3125
PMS2CL	-0.482
CCDC32	0.386166666666667
FA2H	2.32125
ALG13	-0.412
TTLL7	-1.7892
SPOCK3	-0.27825
SLC13A2	0.4545
AIM1	1.20875
GPRC6A	-0.08
EGR2	2.3465
MED11	0.35825
WWC1	0.99775
SH3GL3	-4.69675
RIF1	-0.58
PRLH	0.153
VLDLR	-3.8565
DBT	0.4634375
C21orf63	1.14675
CGGBP1	-0.503
KRTAP12-2	0.1235
TADA3L	-1.339125
ZBTB16	-0.3845
PDGFB	0.212125
RFX1	0.582625
UQCRB	0.2849
LOC133874	0.9855
HPS3	-2.59625
LGALS3BP	1.0451
DKFZP564O0823	4.09921428571429
MRFAP1L1	-0.118625
HOXA10	2.5795
NGB	-0.239
KIF21A	0.994153846153846
IFLTD1	0.13
LZTS1	-1.47075
ARHGEF3	0.2025
RHBDL3	-2.7015
CSNK1G2	0.1425
ChGn	-1.056625
KIAA1244	1.034
GABRB2	0.0275
MGC72080	-1.42
CD27	2.56175
EGLN1	-1.1944
PEX13	-0.132
RWDD3	-0.0875
RNF12	-1.08933333333333
GRIN2B	0.6745
ADAMTS14	-0.21875
DYDC2	-1.6535
ATP6AP1	0.1887
NR1H2	-0.190833333333333
PDK2	0.51325
C3orf17	-0.357166666666667
SLC38A2	-0.652428571428571
SLC25A29	-0.833666666666667
C15orf29	0.697
ADAM9	0.3755
TMUB2	0.16075
GPR176	-0.73225
AGK	-0.339875
MCCD1	0.08975
NDUFA4	0.59775
TMEM146	1.042
DUSP1	0.781375
UNQ6975	0.1155
EMX2OS	0.73475
INSM2	0.184
LUZP4	-0.25925
SETD6	-0.895
P2RY2	0.01325
SLC45A2	-1.9605
RABGAP1	-0.722666666666667
UBXD5	0.033375
GPRC5A	0.3122
PAK3	-1.49383333333333
LOC63920	-0.61425
TGFBR1	0.6336
KRTAP6-3	0.31375
SFMBT2	-0.569
CDC42	0.3404375
C11orf35	0.628
TTLL2	0.241
UACA	0.381
CD97	1.1388
SETD5	-0.4885
NINJ2	-1.9805
PTER	0.00333333333333333
POMGNT1	0.39475
KRTAP4-2	0.6105
ECGF1	1.779625
HRB	-0.227909090909091
ATP1B2	-0.3612
LOC400506	-0.66625
COL4A3BP	1.0225
C6orf97	-2.8055
GRHPR	-0.659375
TAS2R1	0.193
SEMA7A	-1.54675
EDF1	0.2345
ODF2L	0.2192
PCID2	-0.606333333333333
GTF2H4	-0.496333333333333
ZCCHC3	-0.40025
CGB2	0.421333333333333
NEUROD1	-0.207
C20orf75	-0.1265
RP5-1054A22.3	1.73183333333333
IFNA5	0.1085
ZNF134	-1.8285
MGC119295	-0.3206
ZSWIM6	0.151
SMEK1	-0.253833333333333
PCGF2	0.246
C1orf102	0.19325
CYP2A13	0.6305
KCNH6	0.5537
MDM1	-0.0033
ALDH7A1	-0.542666666666667
C9orf75	0.72875
VDAC3	-0.0175
OR51T1	0.044
EIF3F	-0.46675
KCNJ10	-0.559375
LENG8	0.37975
EDEM2	0.13625
CCNJL	-0.147
DHX37	0.027
CRYGN	-0.149
AATF	-0.074125
ZNF630	0.733875
E2F5	-0.4815
WFDC13	-1.008
FTSJ3	-1.07566666666667
C4orf33	-0.25975
LHFPL4	-3.03825
C19orf56	-0.264916666666667
SMAD4	0.567375
AFM	-0.244
G0S2	-0.16575
FCHSD2	0.0245
RRP1B	-0.609
EEF1B2	-0.0293333333333333
STAT6	1.44483333333333
ZNF195	0.0455
GNL1	-0.9035
ZNRF2	0.0578333333333333
PER3	-0.28275
ASB16	0.26925
C10orf10	2.37942857142857
ADCY8	-3.266
C9orf58	-4.18833333333333
ARMC10	-0.266
PSG1	-1.0765
DHX34	0.09825
VARS2	-0.357375
NFIC	-0.255
ITPR2	-0.28825
AGXT2	-0.1435
OR6K3	0.4745
H2AFZ	0.109083333333333
MLLT3	0.44575
COX4I2	1.0045
CCNT2	-0.36175
PLK4	-1.070375
NUMBL	-0.387
MED16	0.306
PLEKHQ1	0.37825
GOSR1	-0.0936666666666667
BTG4	-0.3
RPL30	0.0753333333333333
IGSF5	0.31775
IGFL2	2.82483333333333
ELMOD2	-0.1415
SHC3	-0.810333333333333
HAVCR1	-0.2195
DYNC2H1	-2.453375
RNF5	-0.0866666666666667
C2orf7	0.07175
NLF1	1.484
KLHL25	1.2045
LRP10	0.4942
KRI1	-0.98525
PUS7L	0.151833333333333
MGMT	0.4615
HOXD1	-0.176333333333333
CSH1	0.25
ATG16L2	-0.64225
FLJ44635	0.629
CHODL	-0.8955
EXOSC8	-0.43
SLC28A1	-0.0845
MYO7B	2.42266666666667
SEH1L	0.5223
MTNR1A	1.2285
TSPAN5	1.01166666666667
CDC45L	-1.65533333333333
AMIGO1	0.2665
ATAD3A	-0.420125
OSGIN2	-0.355833333333333
PDIK1L	0.479
DARC	0.76425
PIPSL	-0.427
SHMT1	-0.1045
CRISP3	-0.07
POPDC2	1.37933333333333
ZRANB2	-0.986833333333333
FBXL8	1.01225
TRIP13	-0.939727272727273
EIF5AL1	0.3395
POU5F1P3	-4.72516666666667
IL6	2.19233333333333
CXorf38	-0.151333333333333
IFNA16	0.5585
FBXL2	-2.0095
BRD1	0.7155
STATH	0.77825
FBXO44	-1.11316666666667
MCCC2	-0.3505
CDC2	-0.6383
C5orf23	-1.2395
IVD	-0.043
C10orf122	-0.963
MSL3L1	0.6025
MVP	0.8675
EPOR	-0.881
ZMYM1	-0.690833333333333
BCL7C	0.260833333333333
PSTPIP2	1.303
LYPD1	-2.192375
OR8G5	0.513
ZP3	-0.187166666666667
BCAS4	0.06475
EDG6	1.4055
ISY1	-0.731
PRAMEF2	-1.186
CUL1	-0.67725
RNF213	0.7656
CCRK	-2.4485
DHX9	-0.37625
C13orf29	-1.073
NCKAP1	-0.0508333333333333
MRPL43	0.421642857142857
XPR1	0.091
PKN2	0.7862
PODNL1	0.7285
ZNF333	0.037875
DALRD3	-0.395
OPN1SW	0.161
BTBD6	-0.60125
C11orf82	-1.002
OR5P3	-0.158
DUSP11	0.03725
L1CAM	-1.7367
NEK11	-0.1565
OR7E91P	0.638
CNTN3	0.6935
CREB3L2	0.616
ZBTB37	-0.435
KIAA1324L	0.614
NDUFB10	0.400666666666667
NUDT2	0.25625
GTPBP8	-0.30375
CACNA1D	1.449125
PRKAA2	-2.16416666666667
PRDM8	0.5665
MGC16075	0.123
KRT14	-1.73485714285714
PP8961	0.81225
MRPL18	-0.312
ABCG2	-3.16775
PACRG	1.0435
BBS2	-0.132
KREMEN2	-2.391
FBXO21	1.4685
HNRPUL1	-0.06375
GRB10	-0.13025
CLSTN1	1.560875
LMAN2	-0.0655
C17orf61	-0.5775
NIPSNAP3A	0.14075
INSIG2	-0.420166666666667
PCDHB7	-0.554333333333333
STXBP2	-0.11025
CMAH	-0.25025
SEMA5B	-1.096
ZNF155	-0.464333333333333
COQ6	-0.512666666666667
PRPF4	-0.349
TSPAN15	3.0236
VN1R5	0.69725
LATS2	-0.35
SELK	0.636
PGK2	-0.173
MS4A1	-2.162625
TYW3	-0.6483
KRTAP5-1	1.436
RCCD1	-1.01866666666667
BTN1A1	0.05825
DDX28	0.08675
TMEM65	1.19775
LOC92345	0.19175
TTC31	-0.4535
WDR46	-1.01116666666667
CHP2	2.2415
LSP1	-0.14525
ZNF542	-2.18325
EXOSC1	-0.3755
ARHGAP18	0.9555
LRRTM4	-0.335
MAOB	2.639
CACNB4	-1.859
MGC33846	0.3235
RANBP3L	-0.7585
ATP5L	0.36525
ONECUT1	-3.175
NUDT9	-0.00275
TMEM149	0.3235
STX17	0.247
IGSF10	-4.264
TMPRSS9	0.4445
BMPR2	-0.3135
ALLC	-0.23
KLF7	-0.961125
GCC1	0.1763
TIMM9	-0.14175
CDO1	-1.54183333333333
MGC10701	-0.600166666666667
IFI6	2.93
FRMD8	0.81225
MGAT2	0.1735
WBP5	0.075
CNIH2	0.2155
KIAA0907	-0.7256
KCNH8	5.1425
CTSG	-2.44825
GRIK1	-0.674666666666667
CUL5	0.75975
FRMD1	0.6015
OR9A4	1.748
SYT6	-1.9985
FOXD4L2	3.7995
ANAPC2	-0.445833333333333
OPN5	1.191
TAF13	-0.03975
LYG2	0.1135
GGNBP1	-0.77
C11orf40	1.0835
OTX2	-1.2745
REG4	4.9115
EIF5	-0.01175
PALB2	-0.327
SEPSECS	0.4419
RNASE3	0.1975
TRIM49	-2.6075
POLR2K	-0.1426
GPR42	0.255
C8B	-3.194
SASS6	-0.1205
PREB	-0.319333333333333
OR3A3	0.528
TUBA8	0.824
IGLV2-14	-2.759
STIL	-0.44825
ANKFN1	-0.643666666666667
NME7	-1.0095
HOXC12	-0.374
UBE2C	-0.204
FHOD1	-1.73525
CDK2AP1	-0.0338333333333333
OR6K2	0.217
DHPS	0.42775
RPL5	-0.0993333333333333
TRGV5	0.564
LOC541472	0.10725
HCCS	0.3304
DENND1B	-0.0905
LHX3	0.098
OR5D16	0.264
CXorf57	0.188833333333333
IRF2BP1	1.17975
NDST2	0.152833333333333
LCE3D	1.6095
BOLL	0.07325
SYT3	-1.052
PIH1D2	-0.125
C20orf7	0.448333333333333
IL1R2	2.62583333333333
SLAMF9	0.2315
PPME1	0.091875
PIK3CA	-0.5845
TRAPPC1	-0.151625
COLEC10	-0.60175
SLC9A6	0.302
PDDC1	0.162166666666667
CCDC53	0.90075
GK3P	0.76275
DAZL	-0.4695
BRI3	0.05625
SDK1	-0.567625
CYP2C18	2.55225
IFI44L	0.457875
RPL3L	1.05
FUT9	-2.65066666666667
KIFC2	-0.2485
PMP2	-0.34075
SLC4A9	-0.2735
PLAG1	-0.808166666666667
MYCBP2	0.161
OR4E2	-0.1035
CCDC65	-0.13625
C16orf82	-0.159625
ENTPD4	0.339
BRP44L	0.86325
PMP22CD	0.08025
TMCO4	0.849666666666667
KCNN1	-0.69
WDR35	-1.601
CCDC80	-0.297625
C3orf31	-0.224
SLC7A9	-2.3605
TMEM190	-0.68675
DBC1	-2.02383333333333
FADS3	-1.958
PDZD8	0.9075
GRM5	0.211375
AZGP1	1.2816
PEX3	-0.158
MED1	-0.473714285714286
ATG4C	-1.19233333333333
HNRPH3	-0.534375
FAM109B	1.8705
C4orf17	-0.131
CA10	-0.64725
OPRD1	-0.054
CCL16	-0.9565
SACM1L	-0.962
CST6	1.271
CD63	0.91725
LGI1	-2.92375
ZNF784	0.94925
CRYBB1	-2.159
CX3CL1	1.05095
TOP2A	-1.4075
GYPB	-4.05483333333333
GADD45GIP1	-0.5005
FEN1	-1.530375
IGF1R	0.00774999999999999
WDR72	1.91733333333333
PURG	-1.40766666666667
DEFB126	0.262
PKD1L1	-0.39475
CAV1	-2.6447
GNPDA2	-0.3598
DGAT2	0.710125
NLGN1	-5.49675
STRBP	-0.03525
HPRT1	-0.144
FANCI	-0.81375
PSMA7	-0.419
DBF4B	-1.02666666666667
TTF1	-0.356
RAD54L	-1.15
ELOF1	-0.5235
PLAGL2	-0.16925
ZNF256	-2.978
HMGCL	0.1295
MSI2	0.628833333333333
RPESP	0.184333333333333
C11orf60	-1.18125
ABCD1	-0.7895
ACAA1	-0.5611
SPARCL1	4.15828571428571
IL6ST	-1.978
ZNF319	-0.1255
TMEM109	-0.3538
FAM90A1	-1.43566666666667
IL22RA1	2.731
ATP4B	0.5705
TEC	-0.145166666666667
C7orf30	-0.5445
TXNDC2	-0.9275
ABCB4	-1.64225
KIAA1191	0.477125
C9orf38	0.26
SFTPB	-0.142875
CNTNAP2	0.80575
FRK	2.053
TBX19	0.35325
CHD4	-1.05975
C6orf26	-0.761666666666667
MOSC2	1.8715
IKBKE	0.2525
HIF1A	-0.715166666666667
LOC595101	-0.2025
RELA	0.276333333333333
TMEM16B	-1.53666666666667
ABHD12B	-3.05575
TSEN34	0.46075
KIF18A	-1.359
TXNDC9	-1.66633333333333
SPATA2L	0.665
SEMA4G	1.39
C21orf91	-0.636875
MATN1	-0.3915
KCNIP4	0.181666666666667
TUSC1	1.7685
OR4C15	0.35625
ARMCX6	-2.32
WBSCR27	0.3425
OR52I2	0.2105
KIAA1604	-0.18725
DYNC1I1	-1.33675
PPP4C	-0.266
SLC47A2	-2.28233333333333
TREH	0.699125
CD48	0.1385
ST14	2.698
PKN1	-0.623
SPON2	2.68475
XBP1	-0.0065
SFRS12	-0.589166666666667
EFCAB6	0.8375
SELT	-0.248
SLC39A2	-0.405
ERF	-0.106166666666667
ARL3	0.649
SURF6	0.15
MLLT10	-0.800571428571429
FLJ11171	0.0538333333333333
TDGF1	-2.1975
ERCC6	0.2015
EIF2AK4	0.586625
BAZ1A	-0.118166666666667
LRRN3	-1.40966666666667
TMC3	-0.8225
EFTUD1	0.34625
PTPRO	0.466333333333333
CLEC12A	0.0535
ACBD4	0.0915
ZDHHC14	-1.269125
OTUD7B	0.0309999999999999
ACTB	0.1355625
MSRA	0.69225
LCE5A	1.44
IFI35	0.90525
BSCL2	-1.9685
ANKRD12	-0.1
CFHR2	0.0285
RGAG1	-0.9825
HSFY1	0.532
SLC30A5	-0.0195
IMPG1	0.9265
GPR109A	0.3745
ZNF185	0.90425
IYD	5.5865
NPCDR1	0.085
SERPINA13	0.029
HMGCLL1	-2.4525
NEUROG1	1.1065
UBQLN1	0.355375
LIN37	-0.08725
SOCS2	-0.942625
DSCR4	-1.427
XKR6	-2.1725
GPR142	0.7225
KRTAP13-3	0.378
CCDC15	-1.1365
MOS	0.4005
CD1E	-2.5185
OFCC1	0.521166666666667
FAM83D	-1.186
SRFBP1	-0.12975
C9orf96	0.898
DHDH	-0.45925
CCDC90A	-0.087
RABL3	0.29585
CD320	0.216166666666667
ANGEL2	-0.20925
MRPL21	0.455
SMG6	-0.102166666666667
INSR	2.5261875
FLJ14816	-0.317
GLRB	-2.16383333333333
C9orf89	0.66275
CIZ1	-0.332375
URG4	-0.634833333333333
LRDD	-0.383666666666667
CBY1	0.264666666666667
NFX1	0.386875
MTERFD2	-0.0503571428571429
C19orf23	1.8135
PGC	-1.649375
IER3IP1	-0.3996
RASAL2	0.785
C1orf89	-0.71325
SYNJ1	-0.85075
NFKBIE	0.62975
FLJ40125	0.237666666666667
TCEB2	-0.1273
NOG	-1.8295
POLR2J2	-0.111
HLA-B	0.7635
PCDHA1	-1.633
PPP2R2B	-1.2645
ARHGEF17	-0.612166666666667
TCF7L2	1.99414285714286
CHD5	-0.0225
ZNF431	-1.4165
TBC1D25	0.1855
ZNF800	-0.19075
SCUBE2	-2.73263636363636
MYCBP	-0.295333333333333
GPX5	0.29
C6orf129	-0.315
QSER1	-0.751333333333333
ULK2	0.6125
PIGO	-0.03
NRCAM	-2.92442857142857
SLC35E3	-0.5545
CSRP2	-0.62
HYPE	-0.23525
MAPK15	0.0148333333333333
MGC14327	-0.09025
TIMM13	-0.145833333333333
ZNF462	0.78175
GBA3	3.81125
TEX13A	-0.336
MCM6	-0.220222222222222
MTRF1	-0.3615
ABCA7	-0.90375
EIF4A2	0.44275
ZC3H10	0.6344
RPGR	0.7985
C20orf94	0.278
RP1L1	0.00474999999999998
GPR125	0.42225
USP22	-0.196285714285714
OR1L4	0.3325
MLZE	0.58125
FLJ32065	-0.54775
PTCD1	0.188
CRTAC1	0.062
BXDC2	-1.00375
C18orf1	0.488833333333333
FAM107A	0.880285714285714
EFNA3	0.00575
P18SRP	0.4776
CAMKK2	0.193416666666667
KIAA0649	0.11175
NES	-2.818
HS6ST3	-2.32425
PON2	-0.50725
TCP11L2	0.25075
CLEC4A	2.01175
PRR12	-0.205
MLXIPL	0.5324
C2orf50	-0.158
ZNF28	0.97725
ENC1	1.982
MAP2K1	0.03725
FKSG2	1.26375
KIAA0430	0.722
PTP4A1	-0.517611111111111
GPR156	1.6945
GTF3C6	-0.2265
UBR2	-0.2384
LOC388272	-0.9195
MAK	0.926333333333333
ACOT4	-1.67375
STC2	-3.34483333333333
PIGW	-1.07325
SAE1	-0.3785
COL6A1	-0.308409090909091
OAZ1	0.6235
STMN4	0.371333333333333
EDG3	-0.3055
SGCE	-2.807
IL11	1.46633333333333
PRSS8	1.13725
YIPF5	-0.100916666666667
WNT4	3.392125
CSN2	-0.212833333333333
TCF7	-1.8295
TDO2	1.59575
SAMD9	0.0929375
S100A7A	0.0795
MMRN1	0.885
GKAP1	0.08325
AKR1C3	-0.588625
RNF19A	-0.182125
GMDS	2.96125
YKT6	-0.951375
SPARC	0.4156
C12orf31	-0.01025
UBE2V2	-1.09566666666667
FBXL18	-1.24433333333333
KIAA0460	0.18475
ADAM22	-1.73472347597681e-18
SERPINC1	-5.55325
KCTD21	-0.0255
MYOHD1	-0.3145
ZNF37A	0.4075
GTF3C1	-0.515166666666667
CTSZ	2.20175
PRNPIP	-0.941375
DRD1IP	0.30925
NR1I2	2.27716666666667
ZNF266	0.5493
SPAG4L	0.5285
COX4NB	0.15125
SAPS1	-0.469
APOA1	-3.750375
TATDN1	-0.614333333333333
C10orf82	-3.433
KPNB1	-1.0175
FOXO3	-0.104333333333333
CRYBB2	-0.03
ZBTB5	-0.108
SLC25A38	0.22825
DCTN2	0.3205
IFT20	0.466
CTHRC1	1.145
C1orf31	-0.325375
UHRF1	-0.654125
GPC6	-0.30375
C10orf54	1.862
MCF2L2	-0.105833333333333
WNT9B	0.531375
OLA1	-0.2975
FAM120B	-0.7405
TTLL10	-0.2885
CYorf15A	1.07375
RELN	-2.4526
SCN2B	-0.132333333333333
MFHAS1	1.4215
NKX3-2	-1.13766666666667
RASGRF2	-0.9645
SSBP1	-0.804666666666667
KPNA6	-0.0451428571428571
LOC389118	-0.167
HS3ST4	-1.9515
SUPT7L	-0.553
FLJ32658	-2.11275
IGFBPL1	-1.187
KIAA1641	-0.1949
SHKBP1	-0.631666666666667
CSF1R	4.982
NAGK	0.08375
MYL2	0.01725
HIST1H4C	-0.591666666666667
TOMM7	-0.237625
ADAMTSL3	1.3917
TNFSF14	-0.54675
PRRT2	-2.623
VTA1	-0.1155
AOAH	2.536
CRISPLD2	1.1585
PNN	-0.6658
TA-NFKBH	0.0590000000000001
ESPN	-1.306
RBM43	-0.949
KIAA1267	0.27625
DDX3X	0.511055555555556
KIAA1576	-3.60325
PLXDC1	3.38283333333333
FLJ25801	-4.576
HNRNPL	1.2765
RUNDC3A	0.339666666666667
CASP12	0.3905
SH2D5	-1.469375
RPL26L1	-0.9845
OR51A7	0.21475
