Hybridization REF	TCGA-AA-A02R-01A-01R-A00A-07
SLC38A2	-1.36928571428571
SLC25A29	-0.295
C15orf29	0.93175
ADAM9	0.219
TMUB2	0.013375
GPR176	-0.61825
AGK	-1.93025
MCCD1	0.27025
NDUFA4	-0.08825
TMEM146	-0.315
DUSP1	-0.18475
UNQ6975	0.49
EMX2OS	-0.0383333333333333
INSM2	-0.501
LUZP4	0.14875
SETD6	-0.82375
P2RY2	0.48675
SLC45A2	-1.805
RABGAP1	-0.216
UBXD5	-0.17425
GPRC5A	2.3952
PAK3	-1.2295
LOC63920	-1.67575
TGFBR1	0.6212
KRTAP6-3	0.397
SFMBT2	-0.82225
CDC42	0.9679375
C11orf35	0.09
TTLL2	0.07875
UACA	0.512666666666667
CD97	0.8163
SETD5	-0.609
NINJ2	-1.9285
PTER	1.81833333333333
POMGNT1	0.44225
KRTAP4-2	0.552
ECGF1	4.093875
HRB	0.167454545454545
ATP1B2	-0.4626
LOC400506	-0.7475
COL4A3BP	0.3665
C6orf97	-1.379
GRHPR	-0.624375
TAS2R1	2.081
SEMA7A	-1.68925
EDF1	-0.38825
ODF2L	0.328111111111111
PCID2	-0.441
GTF2H4	-0.244666666666667
ZCCHC3	-0.328125
CGB2	0.396666666666667
NEUROD1	-0.718333333333333
C20orf75	0.498
RP5-1054A22.3	1.73483333333333
IFNA5	0.3325
ZNF134	-1.42541666666667
MGC119295	-0.9198
ZSWIM6	-0.711125
SMEK1	0.450833333333333
PCGF2	0.064875
C1orf102	0.95
CYP2A13	0.7665
KCNH6	-0.9652
MDM1	-0.1032
ALDH7A1	-2.244
C9orf75	0.942
VDAC3	0.072625
OR51T1	0.141
EIF3F	0.00883333333333333
KCNJ10	0.71925
LENG8	-0.0435
EDEM2	-0.230333333333333
CCNJL	-2.25983333333333
DHX37	0.317
CRYGN	-0.349
AATF	0.26275
ZNF630	-0.375625
E2F5	1.3135
WFDC13	-1.16575
FTSJ3	-0.124666666666667
C4orf33	-0.5245
LHFPL4	-3.16666666666667
C19orf56	-0.27975
SMAD4	0.84725
AFM	0.0588333333333334
G0S2	-1.93125
FCHSD2	0.9409
RRP1B	-0.0256
EEF1B2	0.629666666666667
STAT6	1.84883333333333
ZNF195	-0.10575
GNL1	-0.909833333333333
ZNRF2	0.771833333333333
PER3	-0.754
ASB16	0.175
C10orf10	1.11842857142857
ADCY8	-3.92733333333333
C9orf58	-0.596833333333333
ARMC10	0.0305
PSG1	-0.6005
DHX34	-0.08625
VARS2	-0.731125
NFIC	-0.221
ITPR2	-0.9765
AGXT2	0.251
OR6K3	0.536
H2AFZ	-0.685583333333333
MLLT3	0.269333333333333
COX4I2	0.73225
CCNT2	-0.3415
PLK4	-0.461125
NUMBL	1.0405
MED16	0.14325
PLEKHQ1	0.556
GOSR1	-0.621833333333333
BTG4	0.56625
RPL30	0.56375
IGSF5	-1.243
IGFL2	4.4755
ELMOD2	0.156666666666667
SHC3	-1.47066666666667
HAVCR1	0.5665
DYNC2H1	-2.322
RNF5	-0.385333333333333
C2orf7	-0.678
NLF1	1.3235
KLHL25	0.313
LRP10	0.5368
KRI1	-0.683
PUS7L	0.696833333333333
MGMT	-0.14075
HOXD1	3.02633333333333
CSH1	0.4702
ATG16L2	-1.0675
FLJ44635	0.367
CHODL	-1.0445
EXOSC8	-0.9735
SLC28A1	0.28875
MYO7B	0.912333333333333
SEH1L	0.062
MTNR1A	0.7625
TSPAN5	0.108666666666667
CDC45L	-1.9295
AMIGO1	1.142
ATAD3A	-0.387375
OSGIN2	0.1845
PDIK1L	0.394333333333333
DARC	1.829
PIPSL	-0.607
SHMT1	0.3325
CRISP3	0.648
POPDC2	1.68716666666667
ZRANB2	-0.5275
FBXL8	0.454
TRIP13	-0.712
EIF5AL1	1.108
POU5F1P3	-5.3545
IL6	0.628833333333333
CXorf38	1.01666666666667
IFNA16	-0.4085
FBXL2	-2.1195
BRD1	0.47775
STATH	0.65175
FBXO44	-1.914
MCCC2	0.4015
CDC2	-1.0612
C5orf23	-2.00025
IVD	1.42016666666667
C10orf122	-1.58225
MSL3L1	0.779
MVP	0.34975
EPOR	-1.1101
ZMYM1	0.544333333333333
BCL7C	0.531
PSTPIP2	0.3482
LYPD1	-3.531625
OR8G5	-0.203
ZP3	-0.066
BCAS4	0.0351666666666667
EDG6	2.406
ISY1	-0.35025
PRAMEF2	-1.8
CUL1	0.227125
RNF213	3.0467
CCRK	-1.51225
DHX9	-0.41025
C13orf29	-0.855
NCKAP1	0.616833333333333
MRPL43	0.492285714285714
XPR1	0.0275
PKN2	1.0265
PODNL1	0.353
ZNF333	0.073125
DALRD3	0.12525
OPN1SW	0.1215
BTBD6	0.90725
C11orf82	-0.0965
OR5P3	1.386
DUSP11	0.6895
L1CAM	-1.7376
NEK11	0.208
OR7E91P	0.676
CNTN3	0.305
CREB3L2	-0.4185
ZBTB37	-0.3805
KIAA1324L	-3.71725
NDUFB10	0.120166666666667
NUDT2	-0.085
GTPBP8	-0.4355
CACNA1D	-0.34325
PRKAA2	-2.52266666666667
PRDM8	0.774
MGC16075	-0.255333333333333
KRT14	-1.73778571428571
PP8961	1.097
MRPL18	-0.39775
ABCG2	-2.52725
PACRG	0.1085
BBS2	0.05775
KREMEN2	1.1075
FBXO21	1.15375
HNRPUL1	0.445833333333333
GRB10	0.172
CLSTN1	0.899875
LMAN2	-0.4513
C17orf61	-0.3655
NIPSNAP3A	1.309
INSIG2	-1.15783333333333
PCDHB7	-0.395666666666667
STXBP2	0.3955
CMAH	0.314090909090909
SEMA5B	-1.7635
ZNF155	0.2425
COQ6	-0.489166666666667
PRPF4	-0.11175
TSPAN15	2.1683
VN1R5	0.228
LATS2	0.15625
SELK	-0.357
PGK2	-0.63825
MS4A1	-0.9225
TYW3	-0.0044
KRTAP5-1	0.827
RCCD1	-0.681833333333333
BTN1A1	2.68275
DDX28	0.9265
TMEM65	0.316
LOC92345	0.219
TTC31	-0.15575
WDR46	-0.838
CHP2	-0.506
LSP1	0.92825
ZNF542	-1.43875
EXOSC1	-0.9745
ARHGAP18	0.0955
LRRTM4	-0.356625
MAOB	1.09141666666667
CACNB4	-1.37966666666667
MGC33846	0.170125
RANBP3L	-0.838625
ATP5L	-0.068875
ONECUT1	-3.1675
NUDT9	0.049
TMEM149	1.3485
STX17	0.78
IGSF10	-5.798
TMPRSS9	0.821
BMPR2	0.109545454545455
ALLC	0.25375
KLF7	-0.704
GCC1	0.7385
TIMM9	-0.255
CDO1	-2.18033333333333
MGC10701	-1.03866666666667
IFI6	2.7585
FRMD8	0.90925
MGAT2	0.56425
WBP5	-0.0268333333333333
CNIH2	-0.013
KIAA0907	-1.21
KCNH8	2.9865
CTSG	-2.19525
GRIK1	-1.40733333333333
CUL5	0.404375
FRMD1	0.4905
OR9A4	-0.0625
SYT6	-2.453875
FOXD4L2	0.9655
ANAPC2	-0.194666666666667
OPN5	0.7425
TAF13	-0.29975
LYG2	-0.31875
GGNBP1	0.319
C11orf40	0.714
OTX2	-1.078
REG4	5.30833333333333
EIF5	0.001625
PALB2	0.47525
SEPSECS	0.4619
RNASE3	0.1655
TRIM49	-1.0225
POLR2K	-0.1561
GPR42	0.2075
C8B	-3.55625
SASS6	-1.03775
PREB	-0.659
OR3A3	0.85
TUBA8	1.48925
IGLV2-14	-1.73575
STIL	-0.61775
ANKFN1	-0.544166666666667
NME7	-1.785
HOXC12	-1.24433333333333
UBE2C	-0.04925
FHOD1	-1.265
CDK2AP1	0.233916666666667
OR6K2	0.434333333333333
DHPS	-0.58425
RPL5	-0.0988333333333333
TRGV5	0.3605
LOC541472	0.664875
HCCS	0.1973
DENND1B	-0.067
LHX3	0.571
OR5D16	-0.368
CXorf57	-0.796666666666667
IRF2BP1	1.46325
NDST2	0.765666666666667
LCE3D	0.2775
BOLL	0.530571428571429
SYT3	-0.6765
PIH1D2	-0.7065
C20orf7	0.237333333333333
IL1R2	3.57483333333333
SLAMF9	-0.449
PPME1	0.183
PIK3CA	-0.45625
TRAPPC1	0.16975
COLEC10	-0.79675
SLC9A6	-0.0558333333333333
PDDC1	0.341833333333333
CCDC53	0.3525
GK3P	-0.594
DAZL	-0.203
BRI3	0.32375
SDK1	-1.156875
CYP2C18	2.403
IFI44L	4.776
RPL3L	1.042
FUT9	-1.17566666666667
KIFC2	0.0813333333333333
PMP2	-0.79375
SLC4A9	0.2245
PLAG1	-1.902
MYCBP2	0.469
OR4E2	0.6945
CCDC65	0.016
C16orf82	-0.1765
ENTPD4	0.33225
BRP44L	0.028875
PMP22CD	-0.27325
TMCO4	0.418666666666667
KCNN1	-1.077
WDR35	-2.84775
CCDC80	0.039125
C3orf31	-0.33
SLC7A9	-1.046
TMEM190	-1.676
DBC1	-2.98116666666667
FADS3	-1.04133333333333
PDZD8	1.48016666666667
GRM5	0.446375
AZGP1	-2.0271
PEX3	0.312
MED1	-1.27707142857143
ATG4C	-1.25683333333333
HNRPH3	-1.158875
FAM109B	2.64225
C4orf17	0.0635
CA10	-0.126
OPRD1	0.6285
CCL16	-1.6535
SACM1L	-0.4785
CST6	1.56275
CD63	0.2641875
LGI1	-2.07625
ZNF784	0.771
CRYBB1	-1.65
CX3CL1	2.43345
TOP2A	-1.189125
GYPB	-2.3015
GADD45GIP1	-0.51425
FEN1	-0.61475
IGF1R	-0.6601875
WDR72	1.03383333333333
PURG	-1.11333333333333
DEFB126	0.45525
PKD1L1	-0.0833333333333333
CAV1	-2.5778
GNPDA2	0.9011
DGAT2	0.1315
NLGN1	-4.09325
STRBP	-0.073625
HPRT1	-0.0188333333333333
FANCI	-0.997875
PSMA7	-0.368125
DBF4B	-0.55
TTF1	0.0385
RAD54L	-0.997
ELOF1	0.2735
PLAGL2	0.03225
ZNF256	-2.36325
HMGCL	0.8715
MSI2	-0.549333333333333
RPESP	2.253
C11orf60	-0.80125
ABCD1	-0.2135
ACAA1	-0.4415
SPARCL1	3.87671428571429
IL6ST	-1.2029
ZNF319	0.19525
TMEM109	0.0107
FAM90A1	-0.190333333333333
IL22RA1	1.3755
ATP4B	0.6515
TEC	0.5655
C7orf30	-0.37325
TXNDC2	-0.6075
ABCB4	-0.67125
KIAA1191	0.37125
C9orf38	0.255
SFTPB	0.818375
CNTNAP2	0.303083333333333
FRK	1.2905
TBX19	-0.275
CHD4	-0.32925
C6orf26	-1.9985
MOSC2	1.5745
IKBKE	0.33025
HIF1A	-1.5575
LOC595101	-0.5555
RELA	0.428166666666667
TMEM16B	-2.0215
ABHD12B	-3.16575
TSEN34	-0.0565
KIF18A	-0.29325
TXNDC9	-0.932666666666667
SPATA2L	0.64
SEMA4G	2.0115
C21orf91	0.555875
MATN1	-0.044
KCNIP4	0.473333333333333
TUSC1	1.396375
OR4C15	0.62225
ARMCX6	-0.0755833333333333
WBSCR27	-0.7975
OR52I2	0.3615
KIAA1604	-0.291
DYNC1I1	-2.57075
PPP4C	0.20525
SLC47A2	-2.2008
TREH	-0.065125
CD48	2.67433333333333
ST14	2.45583333333333
PKN1	-0.045
SPON2	2.18
XBP1	-1.48566666666667
SFRS12	-0.908833333333333
EFCAB6	-0.5635
SELT	-0.26125
SLC39A2	0.142
ERF	-0.286666666666667
ARL3	-0.7515
SURF6	0.5519
MLLT10	-0.138238095238095
FLJ11171	0.233333333333333
TDGF1	-4.3155
ERCC6	-0.4925
EIF2AK4	0.4525
BAZ1A	0.880666666666667
LRRN3	-1.42333333333333
TMC3	-0.226
EFTUD1	-0.71425
PTPRO	1.118
CLEC12A	2.24075
ACBD4	0.08275
ZDHHC14	-0.05175
OTUD7B	0.269875
ACTB	0.3238125
MSRA	0.446625
LCE5A	1.1
IFI35	1.2565
BSCL2	-0.700333333333333
ANKRD12	-0.337
CFHR2	0.4425
RGAG1	-0.3345
HSFY1	-0.4635
SLC30A5	-0.0908333333333333
IMPG1	1.265
GPR109A	0.6375
ZNF185	-0.37875
IYD	2.43525
NPCDR1	0.0415
SERPINA13	0.5505
HMGCLL1	-1.78775
NEUROG1	0.797833333333334
UBQLN1	0.7826875
LIN37	0.04275
SOCS2	0.2825
DSCR4	-1.333125
XKR6	-0.7685
GPR142	0.7745
KRTAP13-3	0.2275
CCDC15	-0.880166666666667
MOS	0.9665
CD1E	-2.2805
OFCC1	0.103833333333333
FAM83D	-0.4965
SRFBP1	0.5405
C9orf96	1.354
DHDH	0.83325
CCDC90A	-0.592
RABL3	0.7204
CD320	-0.114166666666667
ANGEL2	-0.195083333333333
MRPL21	0.031
SMG6	0.396333333333333
INSR	2.0465
FLJ14816	-0.489
GLRB	-3.077
C9orf89	0.93425
CIZ1	0.2325
URG4	-0.5205
LRDD	-0.404833333333333
CBY1	0.184
NFX1	0.095
MTERFD2	-0.533142857142857
C19orf23	0.874
PGC	-2.705375
IER3IP1	-0.5744
RASAL2	0.876916666666667
C1orf89	-0.44575
SYNJ1	-0.488375
NFKBIE	1.63
FLJ40125	-0.794333333333333
TCEB2	0.1024
NOG	-1.8725
POLR2J2	-0.8645
HLA-B	2.34275
PCDHA1	-1.495
PPP2R2B	-0.23875
ARHGEF17	-0.244
TCF7L2	1.61407142857143
CHD5	-0.193
ZNF431	-0.354125
TBC1D25	0.09
ZNF800	0.1715
SCUBE2	-3.75690909090909
MYCBP	-0.0455
GPX5	0.3735
C6orf129	-1.31683333333333
QSER1	-0.19
ULK2	-1.80075
PIGO	-0.0618333333333333
NRCAM	-3.53508333333333
SLC35E3	-0.16375
CSRP2	0.6435
HYPE	-0.23875
MAPK15	0.348333333333333
MGC14327	-0.026
TIMM13	0.1375
ZNF462	-0.2635
GBA3	1.145
TEX13A	-0.5435
MCM6	0.110444444444444
MTRF1	-1.14625
ABCA7	-0.76875
EIF4A2	-0.23525
ZC3H10	0.1118
RPGR	0.2955
C20orf94	-0.8225
RP1L1	0.04025
GPR125	-0.103857142857143
USP22	-0.236857142857143
OR1L4	0.61
MLZE	-0.023
FLJ32065	-0.96675
PTCD1	-0.0155
CRTAC1	-0.463
BXDC2	-0.74875
C18orf1	-0.300166666666667
FAM107A	0.695714285714286
EFNA3	1.61325
P18SRP	0.1071
CAMKK2	0.42825
KIAA0649	0.8155
NES	-3.45766666666667
HS6ST3	-2.348875
PON2	-0.615
TCP11L2	-0.5955
CLEC4A	2.86625
PRR12	0.4005
MLXIPL	-0.2665
C2orf50	-0.028
ZNF28	1.23725
ENC1	2.32466666666667
MAP2K1	-0.198
FKSG2	1.25325
KIAA0430	0.0495
PTP4A1	-0.631555555555556
GPR156	1.0815
GTF3C6	0.08125
UBR2	0.5339
LOC388272	-1.0775
MAK	0.2545
ACOT4	0.9895
STC2	-3.89541666666667
PIGW	-0.627375
SAE1	-0.889375
COL6A1	-0.759181818181818
OAZ1	-0.424666666666667
STMN4	0.175
EDG3	0.055
SGCE	-3.1495
IL11	-1.5405
PRSS8	0.368
YIPF5	-0.727916666666667
WNT4	1.158375
CSN2	0.211333333333333
TCF7	-2.509125
TDO2	2.60675
SAMD9	2.3355
S100A7A	-0.262
MMRN1	1.792
GKAP1	-0.364
AKR1C3	-2.81275
RNF19A	0.66475
GMDS	0.575
YKT6	-0.71225
SPARC	-0.1184
C12orf31	0.11275
UBE2V2	-1.156
FBXL18	-0.972
KIAA0460	0.06075
ADAM22	0.714375
SERPINC1	-5.6735
KCTD21	-0.04375
MYOHD1	-0.228
ZNF37A	0.166333333333333
GTF3C1	-0.465333333333333
CTSZ	3.4075
PRNPIP	-0.14375
DRD1IP	0.45875
NR1I2	3.13883333333333
ZNF266	0.3501
SPAG4L	0.402
COX4NB	0.565
SAPS1	-0.593833333333333
APOA1	-4.882
TATDN1	-0.887166666666667
C10orf82	-2.52
KPNB1	-0.67475
FOXO3	-0.67125
CRYBB2	-0.82
ZBTB5	-0.287833333333333
SLC25A38	0.6375
DCTN2	0.172833333333333
IFT20	-0.2465
CTHRC1	0.92475
C1orf31	-0.46
UHRF1	-0.7795
GPC6	-0.46575
C10orf54	1.9695
MCF2L2	0.459
WNT9B	0.401625
OLA1	-0.023375
FAM120B	-0.733
TTLL10	-0.1555
CYorf15A	-4.78025
RELN	-2.1528
SCN2B	-0.191916666666667
MFHAS1	1.20175
NKX3-2	-1.17566666666667
RASGRF2	1.1075
SSBP1	-0.8515
KPNA6	-1.45142857142857
LOC389118	0.5005
HS3ST4	-1.69344444444444
SUPT7L	-0.44675
FLJ32658	-2.14525
IGFBPL1	-0.939
KIAA1641	-1.6059
SHKBP1	0.511333333333333
CSF1R	4.9445
NAGK	-0.09725
MYL2	0.72525
HIST1H4C	0.397
TOMM7	-0.614375
ADAMTSL3	0.7786
TNFSF14	-0.21525
PRRT2	-2.94425
VTA1	-0.03325
AOAH	4.23516666666667
CRISPLD2	1.06321428571429
PNN	-0.846
TA-NFKBH	0.10225
ESPN	-0.827
RBM43	-0.009
KIAA1267	-0.70725
DDX3X	1.14294444444444
KIAA1576	-4.99325
PLXDC1	2.94766666666667
FLJ25801	-5.79025
HNRNPL	1.35625
RUNDC3A	0.184
CASP12	0.18
SH2D5	-1.141125
RPL26L1	-0.4355
OR51A7	0.2815
HDC	0.787
C2orf16	0.0383333333333334
SYTL3	1.97925
GOLGA4	-0.0313125
NOTCH1	0.0103333333333333
ATPAF2	0.334
ECD	-0.36875
SSX5	1.0675
SNAP91	0.557
OCA2	-5.47166666666667
PNPO	0.6555
DAPK1	0.865
PINX1	0.238
SELENBP1	-2.5205
NEK3	0.446416666666667
TMED4	0.265428571428571
SSTR4	0.348
FOSL1	-0.7155
CD40LG	0.241
CES1	-0.773
DCI	0.27
B3GAT3	-0.934333333333333
STK17B	0.1315
CNTN6	-0.105
CYP3A4	1.61566666666667
MBOAT2	0.821214285714286
PISD	0.375875
USP1	0.112
PYDC1	1.0855
CENPM	0.23825
SAR1B	-0.4595
TTC7B	-0.5685
DP58	0.1245
GPC1	-0.41625
RBL1	-1.521875
TMEM137	-2.234
TOB1	0.473416666666667
TCEAL1	-1.0955
CENPF	-1.26190909090909
C6	-0.00866666666666667
PRSS1	-1.235
PPIL6	0.557
C6orf124	-0.75
ODZ4	-0.466166666666667
SNCB	0.2325
NDUFB9	0.035375
CNOT6L	0.800166666666667
S100A9	2.66533333333333
TRIM50	0.6195
KCTD1	0.5922
WDR63	1.34125
SPEF2	0.74
RNGTT	-0.451833333333333
CXorf22	0.472
KCNK16	0.50025
CEP250	-1.29625
ATPBD1B	-0.22975
KCNJ2	3.053
MT1B	1.2005
ZNF684	-0.731
SLC4A1	0.30475
PDHA1	0.23175
ZNF492	-1.055625
TKT	-0.6935
BYSL	-0.582
RNF38	0.34975
AHDC1	0.2595
KLHL2	0.57825
CMTM8	1.5185
DMP1	-1.4015
HERPUD2	-0.52825
CRTAM	4.44866666666667
ZNF572	1.015
TMEM16J	0.667
HSD17B2	1.8245
UBE2G1	0.447875
AHSA2	-2.51925
PELI2	-1.9485
TPX2	-0.908875
ATP9B	1.37816666666667
DAZAP1	0.593625
HMGCS2	0.598833333333333
C17orf38	0.31075
B9D1	0.201
NKX2-5	-1.014
KIAA1276	0.1995
LILRB2	4.226
CSTF1	-0.341833333333333
BTN2A1	0.159333333333333
C15orf48	6.2645
IGF2BP3	-3.052
FAM113B	0.898
HRG	0.147857142857143
ZNF131	-1.0905
USP47	-0.420428571428571
CCDC88B	-1.215625
HCN1	-0.894555555555555
HTN1	-0.1344
SYCP3	-0.4165
C13orf23	0.4545
PAPOLA	-0.0011875
AATK	0.1536
MSH3	-2.24083333333333
NDUFAB1	-0.42125
ITLN2	-0.169833333333333
BAK1	2.1455
MRPL45	-0.548833333333333
MTNR1B	0.313833333333333
LOC645843	-0.125
SPECC1L	-0.258375
PGCP	-0.01125
SPN	0.451375
GPR143	-1.14133333333333
ZNF576	0.251666666666667
TMEM39A	0.1172
ATP5D	1.61083333333333
MAGEB3	-1.7985
RPS5	-0.347166666666667
ANP32E	-0.330857142857143
MTMR1	0.7365
YEATS4	-0.123
SYNGAP1	-0.36925
PCOLCE	-2.5195
MNS1	-2.2245
PCYT2	0.899666666666667
ZNF182	-1.18775
LAX1	1.65525
SPPL2B	0.3851
ELOVL5	-2.6095
PCDHAC1	-0.029
B4GALNT1	-1.90133333333333
BLOC1S2	0.710375
ZNF673	-1.4103
ARHGAP21	0.965833333333333
IRX5	-2.823
LRFN5	-0.674166666666667
FAM7A1	-0.8815
RAB19	0.884
GINS1	-0.84475
ITM2B	1.4149
PAPSS2	0.4155
OR5BF1	0.785
ACSL3	-0.17925
KIAA1919	-0.593416666666667
GLT8D2	0.320375
UTRN	0.733785714285714
CNN1	1.39825
HISPPD2A	1.14333333333333
SDAD1	1.14925
SIGLEC9	1.68933333333333
RPL35	0.154071428571429
C22orf26	-0.1655
IMPDH2	-0.56925
WDR69	-0.402
SEC14L5	-0.368333333333333
CLTA	0.16425
RP11-529I10.4	0.45875
GPR37L1	0.674666666666667
OGDH	0.105833333333333
ASB13	0.273833333333333
ZFP14	-0.003
ZCRB1	-0.320166666666667
KPNA3	-0.0165
HSPA1L	-0.8665
RHOC	-0.401875
LOC554175	0.24125
PPP3CA	0.566
SLC1A7	0.1766
ZNF529	-2.6895
RBED1	-0.3845
DDB2	-0.71375
FLJ11286	1.27383333333333
SPATA1	0.65
MKNK1	0.204833333333333
DYSF	0.938
ALKBH2	0.30325
NKD1	-2.02083333333333
C1orf174	0.623
PLEKHO1	0.553833333333333
ASB10	0.25925
RING1	-0.455
NPC2	1.288125
AVPR1B	0.8485
YTHDF1	-0.164083333333333
LMAN1L	0.399
GSG2	0.2675
CEP170	-0.4777
RPS4Y2	-5.4525
MSH6	-1.2235
HECTD2	-0.8785
ZNF556	1.122
PLEKHC1	-1.5654
AIRE	0.3905
BCL2L10	-0.27425
LMOD3	-0.152166666666667
ZBTB8	0.4944
FOXA2	2.0077
SLCO2A1	1.566875
C3orf46	0.946
PRDM16	-1.7794
TMEM98	1.25125
FRMD5	0.485
PDE6C	-0.12
C1orf216	0.156666666666667
EP400	0.2395
PTK2	0.00100000000000007
RNF217	0.7425
NDUFA8	-0.1935
ZFAT1	0.103
LAMP3	4.734
GLTSCR2	0.307125
NPW	-1.8195
LLGL2	0.0315
PPM1K	0.1045
C20orf177	-0.6525
KIR2DL4	1.6276
NFKB2	0.84875
C21orf122	-1.32333333333333
HESX1	-0.85825
GPR114	3.23316666666667
SLC25A35	-0.4395
GNAT1	0.21875
ORAI3	-0.0775
FAM76B	-0.1575
TMEM99	-1.2533
TRIM29	2.3909
CDS1	0.58125
RHEB	-0.6082
C4orf27	-0.487166666666667
RAB3A	-0.514
OTUD6B	-1.2275
GPD1	-1.186625
CDH15	-0.200166666666667
NPM1	-0.0885714285714286
TMEM117	1.1855
PRPS2	1.70958333333333
GCK	0.1775
ADRA2A	1.50133333333333
TSPYL4	-0.861833333333333
TASP1	0.45775
WDR19	0.750916666666667
C10orf38	1.06525
PDE4C	-0.702833333333333
FYB	0.736
C1orf55	0.0873333333333333
PPFIA3	-1.0845
RAD18	0.2235
C12orf44	0.526166666666667
CRYBA4	-0.4485
HVCN1	1.874
TAF10	0.232166666666667
C16orf48	-2.75933333333333
DEPDC5	1.04183333333333
LTBP1	-1.685
MAPRE1	-0.243
FGF8	-0.074
C3orf52	0.7665
SENP7	-1.19316666666667
LRRK2	0.8845
RUNDC2A	-0.5305
KIAA0355	-0.295666666666667
CPEB1	-2.52025
PPEF2	0.8145
ABI2	-0.91
KIAA0317	0.06475
ATF1	-0.0616666666666667
DYNC1H1	0.430375
DIP	0.78425
TMEM33	0.183
POLDIP3	0.18175
C7orf24	-0.2
GPR171	4.5545
CDC6	-0.802833333333333
PLD1	-0.8462
ITFG2	0.4336
NDUFC1	0.55775
AKNA	-0.2425
NBR1	0.4605
PKHD1	-0.036625
HPS4	-0.6588
MAFA	1.114
ULBP3	0.53075
DIRC1	-0.541
IMMT	0.131875
C22orf13	-0.368166666666667
CEL	0.29075
MARK3	-0.12225
ADAMTS2	0.790916666666666
ARPC3	0.3005
TMEM10	0.393833333333333
NPHS1	1.20475
BRD8	-0.190833333333333
WDR12	-0.4485
IDI2	0.281
HOXD13	-1.129
OR8G2	-0.62725
SLAIN1	-2.97
GABRQ	-0.23825
NR2C2	-0.84575
NKTR	-0.993
TLE2	0.577
KIAA0892	-0.570166666666667
AURKA	-1.31563636363636
GPRC5C	-0.419
TBC1D9B	-0.244625
PNPLA6	0.5985
AP3B1	0.0485
NAG	0.1865
C11orf68	-0.394
AKR7A3	1.4065
AHCYL1	-0.0805833333333333
COP1	2.0124
RPP14	-0.185833333333333
PCDHB18	-0.343
CDH24	1.206
KRT17	-2.581
LACTB2	0.58475
DDX24	0.288
PHACTR1	-2.98366666666667
SLC35E2	-0.7645
LOXL1	-1.821
IQSEC2	0.352
RGSL1	0.184
PCDHGC5	-0.154
MEGF10	-1.16
PRRX1	-0.419166666666667
ASTE1	0.1705
C6orf159	-0.939333333333333
MYOD1	1.202
GAA	-0.27575
ZNF747	0.3095
KLRC1	-1.28375
IL1RL2	0.666
GDF9	-1.81425
GPR119	1.101
TRAF2	-0.139
HCK	4.38166666666667
BMP6	-3.636
IL8RA	0.648833333333333
FLJ35848	-0.775
EFHA1	-0.008
CDSN	-0.799833333333333
C14orf54	-0.5286
LSM3	-0.72625
ZFP41	0.113
C9orf126	-0.66
VIT	-3.643
SPCS3	-0.08425
DEF8	-0.3286
CHAF1A	-0.332166666666667
C1orf165	-2.31716666666667
ZFPM2	-0.795166666666667
FTH1	-0.84775
SLC35F1	-1.629
YWHAH	1.359
C17orf66	0.585333333333333
ADRB1	-0.114166666666667
FOXL1	0.399
RG9MTD3	-1.29783333333333
UMPS	0.33525
MGC13008	0.571
KIAA1161	0.1095
CCDC77	-0.941
C12orf65	0.8827
COG4	-1.187
RCP9	-0.684333333333333
RP4-692D3.1	0.0781666666666667
CDC2L5	0.372
MGC7036	0.568333333333333
DNAJC11	0.41125
GDF2	0.517
TIMM17A	-0.1605
HNRNPA0	-0.0332
OR2H1	0.45775
PCBP1	0.131
COL23A1	-1.95675
LRRC2	-0.759461538461538
NSD1	0.962785714285714
FLJ37078	1.45875
WDR91	-1.82666666666667
TMEM179	0.154
DSCR10	0.809
CNDP2	1.0928
FYN	-1.1075
BEX2	-5.257
KCND3	0.731666666666667
YPEL5	0.544125
LRRC42	-0.016
C17orf45	0.8375
ZNF649	-0.9914
LOC150763	0.82925
COL5A2	1.01141666666667
CNGA2	0.528
ELA2B	-0.5812
RAB9B	-0.7415
FAM100A	0.73525
NAIP	0.315642857142857
MYOZ2	-0.369875
SPATA12	0.882
XRCC4	-0.68925
CYB561	0.8125
CHST10	-2.9205
BAI1	-1.6295
BRSK1	-0.635
C17orf89	0.397625
PDE6H	-0.921
FLJ20309	-0.2305
MAP7	1.373625
SCN4B	-1.98075
SPAG9	-0.8123125
SERTAD1	0.405
FLJ21963	-3.54175
ANTXR1	-1.0987
TMPRSS13	-0.3835
ETV7	5.66083333333333
DGAT1	1.1895
NKIRAS1	-0.499666666666667
TAC3	-1.2455
CORO1C	0.777
RAD54B	-0.58325
HRASLS3	0.699333333333333
C21orf42	1.77475
BARD1	-0.468333333333333
ZNF177	0.303333333333333
MIP	0.626
ZNF442	0.463
F2	-4.3145
GRIA1	-0.43175
GALNTL2	0.572166666666667
WNT5A	-2.4626
LENG9	0.8395
hCG_25371	-0.683
FOXR1	0.3565
TRA@	1.4611
PWWP2	1.12975
C1QTNF7	0.989333333333333
SLC7A4	0.37
C4orf7	3.081
C17orf80	-0.5135
KLK4	0.432166666666667
IL31	1.179
TMEM176A	5.01125
CTNNB1	0.7620625
BHLHB2	-0.19525
TMEM185B	1.3335
ARD1B	-0.0605
C1orf93	2.5225
BRUNOL4	-0.0976666666666667
LOC541469	-0.226416666666667
UPK2	-0.1005
