Hybridization REF	TCGA-AA-A00D-01A-01R-A002-07
FBXO31	0.3515
C12orf40	-0.002
FRS2	0.219
NR2E3	-1.37525
TUBB2C	-0.60875
GMPR	-1.2975
C9orf139	0.8835
ING5	-0.668928571428571
LOC730092	1.156
ORM1	-4.84
RP11-11C5.2	0.14225
HSPD1	0.0592
PIWIL3	-0.174
C5orf13	-2.5468
OR5R1	-0.2305
LCOR	1.035
PLEKHA9	0.2125
CCDC43	-0.3415
ZNF232	-0.906
SLC6A7	-0.666
ADH5	-0.129916666666667
SHBG	-1.2845
CROCCL2	-0.03675
PANX3	-0.3515
CDIPT	-0.4785
SLC16A5	0.9635
TUBB	-1.2616875
TOR3A	0.5213
PREP	0.489
ENTPD8	0.0957142857142857
CHMP1B	-0.79125
SYT12	-1.61944444444444
MYH6	-1.5438
MAP3K13	1.33616666666667
KLHL30	0.340833333333333
LCMT1	0.060625
EIF1AX	0.546166666666667
FOXD4L1	0.183
SLC24A5	-4.2105
RNF166	-0.6394
TJAP1	-0.6855
TMEM156	0.225666666666667
ZNF239	0.6425
SNX19	0.6933
GKN1	-0.045
FCN1	2.3451
C1QL1	-2.005
ATP11C	0.597
ZNF35	0.81275
CARD8	0.362625
LIMD1	0.74
KIAA0286	-1.123875
XRN2	-0.766666666666667
CD6	0.853333333333333
TOX3	2.636125
ZSCAN4	-0.2925
RSRC1	-0.508125
COG1	0.346
PTRF	-0.8358
C16orf35	-0.498375
FBXO24	-0.6545
CHST11	0.27825
THRB	-0.8699
MYBPC1	0.0215
RNF39	1.1495
PSMD11	-0.08775
ALAD	0.449166666666667
EN1	-1.41475
SLC9A9	0.23075
GSTM4	0.3185
CDC42BPA	-0.046
RCSD1	-0.2165
LUC7L2	-0.4022
SPTBN1	0.4689
LOC146167	0.051
BAT5	0.9725
ZNF452	-0.681375
LSM4	-0.41975
SRP72	0.0242
SGK269	-0.392083333333333
MTX1	-0.73325
CENTA1	2.61625
UNQ9433	0.846
ATR	0.321
DDX49	0.0173333333333333
PAQR8	1.38016666666667
C14orf174	-0.11825
GBGT1	-0.70625
THAP1	0.867
OR10K1	0.7095
RASIP1	-1.51716666666667
DPYD	0.6759
DOHH	-0.22125
C18orf45	-0.0075
POF1B	5.1921
ZNF552	1.47525
USP32	-1.187
MED27	-0.5575
C14orf149	-1.6525
PRDX4	0.181333333333333
ABHD12	-0.6603
AGT	-2.87575
SLC22A14	-0.10225
C1orf58	0.29425
PILRA	-0.739
ABCF2	-0.2775
C17orf85	-0.3573
TKTL1	-0.94075
FGF1	-0.175
IL6R	0.734833333333333
VPS25	-0.2495
CHRNB2	-0.531125
COL7A1	-1.6484
LRRC48	-0.0446666666666667
SPG20	-1.36341666666667
COX10	-0.38175
GCA	1.06025
ECEL1	-0.602166666666667
GLG1	0.063
SRD5A2L2	0.1995
MUTYH	-0.327375
ZNF70	0.44225
L2HGDH	-0.141
GPATCH2	0.211
ZNF655	-1.946375
ZNF227	0.294333333333333
MCOLN2	1.78116666666667
NQO2	-0.4815
KCNQ5	-0.562
NEU1	0.727166666666667
QRICH1	-0.02125
ZBTB20	0.305666666666667
RPUSD3	-0.75175
EPGN	-1.249
TSN	0.533
SPRY2	1.24866666666667
LZTFL1	0.037
GMFB	0.234875
PBEF1	0.3236
HBG2	-2.66
TMEM8	0.02025
PALM2-AKAP2	-0.586666666666667
NFYA	-0.105
FAM108A1	-0.277125
PBLD	2.111375
NRG4	-2.77125
PIGF	-0.12675
PTGER1	0.75525
NOS2A	5.29783333333333
C21orf34	-2.11466666666667
C21orf51	-0.431166666666667
IL17C	1.129
TRMT6	-0.905
ETV2	0.382666666666667
CCDC109A	1.131
MYLK2	-1.8075
ATP10A	0.0858
DPH4	-0.50325
C5orf5	1.12666666666667
KCNA4	0.1532
NMNAT2	-1.14416666666667
GLYATL2	-1.4255
LSMD1	-0.695875
IL23R	-0.25425
NRF1	0.18
MUC15	-2.47225
PRDM12	-0.287
PAQR4	-0.506285714285714
RBBP6	-0.7183125
IFI27	4.0345
SKAP2	0.653666666666667
TAGAP	2.526
TJP3	1.5155
C9orf61	-2.637
IDS	0.429357142857143
PARG	-0.30475
LOC131149	0.477
DYRK4	0.4765
MICALL1	-0.09975
GALR2	-0.276
GPBP1L1	0.473
TBX21	4.72375
KCNJ6	-0.148
GGN	-0.2545
CASP5	1.99116666666667
RNF182	-1.37425
BRD4	0.49725
DOK4	1.67925
SLC46A2	0.373833333333333
SOX9	2.51166666666667
ZNRD1	0.0291666666666667
PRR6	-1.30425
FAU	0.0595
DTNB	-0.804333333333333
CARD9	0.25375
STS-1	-0.334
SLC4A5	0.3175
NSBP1	-1.21975
UGCGL2	0.666166666666667
POTE15	-3.34
NOXA1	0.2635
RP13-347D8.3	0.082
SAMD10	-0.104
EP400NL	-1.09775
TCF21	2.5345
AMELX	0.50475
JPH2	-0.206
SLA	2.3255
DLST	1.00166666666667
SEPT12	-0.30425
RGS20	-5.07375
LXN	0.4845
ZNF419	-1.789125
UPK3B	-0.320333333333333
RELL1	0.20175
ESPNL	-1.9805
KLHL21	-0.227875
PI15	0.0695
C2orf61	0.1985
LOC407835	-0.482
RER1	0.112416666666667
ELAVL2	0.4035
MGC26718	-0.933
KLF2	1.01775
TNFAIP8L3	0.8575
TFE3	0.5875
C11orf17	-0.026
15E1.2	0.11775
SNRPC	-0.57375
DLGAP1	-0.48525
PGLYRP1	0.201375
OVCH2	0.2235
IRF7	0.8632
SET	0.0862
NAB2	-1.29
LRP5L	0.2525
FAM120A	0.9456875
ASCL2	4.7065
SHH	0.8315
ATP5H	0.074
THPO	-1.1105
TYRP1	-4.38533333333333
HIST1H3E	0.0318333333333333
EIF2S1	0.437166666666667
TNFRSF17	0.890166666666667
TARSL2	-0.32525
NKX2-8	0.0765
C1orf115	0.982875
LOC56964	0.2015
KIAA0841	-0.4265
ISCU	0.4705
TTMA	0.2795
ZNF414	-0.126
LOC441150	-0.1865
RAB15	2.11825
HBP1	0.119333333333333
TNNT2	-1.5915
CECR5	0.0985
PHGDH	-2.95175
JRK	1.0901
XPO4	0.981875
FAM131C	0.261
ARHGAP25	1.696
CA9	-3.09677777777778
GPR62	-0.279666666666667
TLX1	0.993166666666667
GPS1	-0.43475
OR2M2	-0.547
BDP1	0.430285714285714
FAM70B	0.04625
RPS29	0.247833333333333
MKLN1	-0.1672
TSPAN19	-3.016
SLC29A3	0.7051
LGALS4	5.80283333333333
USH2A	0.0975
NF1	0.353333333333333
APOBEC3A	2.348
IMPAD1	0.838
OLR1	1.25383333333333
NRAP	-0.3615
HCFC1R1	-1.0465
TAOK2	0.0393333333333333
MCM10	-0.834
MAP4K3	0.239666666666667
CBS	-2.842
CLK3	-1.1697
PCDHGA5	1.1735
ELF4	0.696375
FAM71A	-0.342
C11orf49	0.37875
CLIP2	1.141
BTBD9	0.3869
ZNF524	1.66525
KDELR1	0.581
ZNF509	0.677
NCSTN	0.1275
ZNF533	-1.0185
PARP4	1.714125
GALNT9	-0.2485
NPY	-2.984
BEGAIN	-2.52783333333333
TMEM77	0.871333333333333
FOXRED1	-0.565833333333333
SLC16A2	-1.28466666666667
SLC35B1	-0.39625
GK5	-0.139333333333333
SDCCAG10	-0.58
C4orf20	-0.44875
SLC9A2	-1.582
ADD1	0.551428571428571
TAL2	-1.4075
ACLY	-0.5915
DNAJC1	0.5435
SOST	-0.804
USP43	1.311
CYP4F12	1.6215
FKBP5	0.56225
CHCHD5	-0.1075
NUDT22	0.24125
CCDC85B	-0.6305
OR51G2	0.491
STRN3	0.465571428571429
TMOD2	1.10075
FLI1	0.32625
MAB21L2	1.078
DGKQ	0.46775
VPRBP	0.599166666666667
SCNN1B	-1.2743
ECHDC3	1.1437
TMEM106C	0.24125
CSNK2A2	-0.2545
RPL39	0.668
HERC3	0.3269
ZBTB47	-0.111666666666667
ZNF681	-1.50225
PAGE2	-3.0165
CLIC5	4.24792857142857
RABAC1	0.883
ZFHX2	0.85
YPEL1	-0.571166666666667
KIAA0776	0.2745
NR1D2	0.00325
DNAJC4	-0.312
NPNT	3.0933
ZNF677	-0.361
ZNF536	-0.328
MEF2B	-0.00666666666666666
PTPN4	1.28
CTCFL	-5.4145
STX5	0.237333333333333
CD72	2.33075
VEGFA	-1.11452631578947
XRCC1	-0.6265
MAS1L	0.452833333333333
ELL	0.2197
SETBP1	-0.83
CDH11	2.35983333333333
NDC80	-1.02876923076923
DMBX1	-2.01525
NRSN1	0.1185
BAT2D1	-0.1295
CDS2	-0.7485
C1orf212	0.207
SENP3	-0.8135
IL1F9	0.3135
EEF2K	-0.217375
COG8	-0.701
CEP72	0.178
OR1L8	0.0735
MUS81	-0.653166666666667
PHYH	0.587875
GGT6	1.75116666666667
C22orf23	-1.59716666666667
C13orf33	2.7765
MAPK8IP2	-1.09675
NELL2	-0.06575
POU3F2	-3.8555
ALPK1	2.013875
MRPS18C	-0.40525
RPLP2	0.14575
FGF22	0.2775
SPNS1	-0.407333333333333
ZFP1	-0.0735
IL1RAPL1	-1.25325
PCSK9	-1.56183333333333
NKX2-1	0.00991666666666667
C6orf189	0.48325
SP4	-0.2065
SLC11A1	1.3148
C21orf25	0.158
ICAM2	-0.135875
SH3GL1	-0.413166666666667
GSK3B	0.304666666666667
RALB	1.23675
PDXP	-1.506
GNGT1	-0.81725
KIR2DL1	1.0285
TNFAIP3	1.655
C6orf32	0.8649
CBLN2	-1.45875
PANK3	-0.16025
TAAR9	0.4685
WDR82	0.6255
APOM	-3.35675
TRIP10	-0.42775
SPATA16	0.103333333333333
C1orf135	-0.72475
USP51	-1.78125
TESK1	0.555
C11orf64	0.011625
ZNF611	-0.6215
PDE6G	0.926666666666667
HLA-DQA1	1.95171428571429
GCLC	0.755375
SEC61A1	0.147071428571429
TWSG1	-0.845333333333333
ZMYND10	-1.118
CTDP1	-0.51225
ADAMTS6	-0.197666666666667
SLIT1	-1.63075
KRT86	-0.8855
KIAA0574	-1.6345
GTPBP2	-0.795
PQLC3	0.50625
PRRX2	-1.86916666666667
C15orf44	-0.737
MKKS	-0.92175
C11orf10	-0.39725
GPR110	-0.3485
CD109	-2.39441666666667
ADCY1	-0.516666666666667
RHBG	-2.88875
TP53I3	0.530375
SLC22A3	2.1478
UCP2	0.1255
FOXG1	-2.69416666666667
OR2AG1	0.4885
TRIM24	-0.522
PROC	-3.98725
TAAR6	0.06525
AMTN	-1.584
C10orf47	-0.136333333333333
DEPDC1	-0.9695
FLJ45557	0.13775
ZDHHC17	-0.5311875
KIAA1429	0.795166666666667
KCNH1	0.1505
VNN3	1.03425
PSMAL	1.42775
PPARD	0.205375
HFM1	-1.013
YBX1	-0.330166666666667
ZNF695	-0.38875
SCTR	-0.203666666666667
DCDC1	null
VPS26B	0.0601
MTF2	-0.42
ATP6V1F	0.26
CCDC94	-0.48775
PERF15	-0.469
CCL11	3.82725
LMO7	2.858
DCST1	0.5675
ADRBK1	0.470875
CDRT4	-0.668125
ZNF84	-0.3755
HOXD8	0.44825
STARD8	-0.884666666666667
FOXP2	0.1975
CCDC103	-0.0185
POLR3A	-0.0632
GSC	-2.00216666666667
ZNF114	-1.01766666666667
HTR7P	0.3695
LALBA	-0.2315
RMND5A	-0.391
PSCD2	-0.075
ZNF409	0.1655
KRTAP1-3	0.263833333333333
MAF1	0.3405
LOC201725	-0.3585
NRN1	-0.051875
SPAG5	-1.3005
DNAH7	1.4015
FLJ43860	-0.0225
BRCA2	1.08725
ACADM	-0.674625
CXXC6	-4.36175
RAGE	-1.351
CHMP2A	0.52875
FAM8A1	0.9015
GPR21	0.4105
SLC12A3	-3.1755
FVT1	0.212928571428571
ZDHHC7	-0.4765
FLJ44048	0.82125
SLC44A3	3.8455
SDSL	0.841166666666667
MMP8	-1.85933333333333
PLA2G12B	-2.23483333333333
ACY1	0.10925
MT1E	-1.138
OR4K15	-0.0105
TECTB	-1.147
GPR20	0.204875
IRAK2	0.16825
RFPL3	-1.005
MYO9A	-0.65125
NARG1L	0.694833333333333
BLMH	-0.479875
CCDC3	2.64833333333333
C9orf21	-0.606666666666667
KIAA0513	-0.2895
MIER2	-0.03225
PNMA2	-0.732666666666667
SH3BP2	0.665
ANXA10	-0.65625
RTN2	-1.29866666666667
TFB1M	-0.29
PRPH2	1.68925
C14orf133	0.6105
GOLGB1	0.569333333333333
IRX4	-2.09675
NFKBIL1	-0.751333333333333
C10orf62	0.11625
APBB3	-0.517
RPS10	0.0326
LOC728378	-2.39425
TLE3	-0.0443888888888889
PSMB7	-0.565375
MESDC1	-0.6865
SLC6A1	0.329666666666667
OCLN	2.44316666666667
PTTG3	-0.975
NAGLU	0.1455
SERTAD4	-1.8295
SPRY1	1.49575
FLJ10781	-1.42866666666667
MYSM1	-0.18025
TRIM4	0.727285714285714
SH3YL1	1.47125
TREM2	2.92166666666667
SERPINI1	-0.46875
HDHD3	1.287
TMEM38A	-0.071375
EID2B	-1.6265
TDRD3	0.947333333333333
SEDLP	-2.1475
THSD7A	1.64683333333333
NDST3	-1.37975
KLHL15	-0.878083333333333
DHRS12	1.8435
FBXO9	-0.192142857142857
TNPO1	-0.30175
MRPL13	0.852666666666667
SNX5	-2.18766666666667
METTL6	-0.831
SOD1	0.308
CHML	-1.12066666666667
PACS1	-0.3445
SIRT5	0.3532
CAPN2	0.0308333333333333
FXYD5	-0.0666666666666667
TWISTNB	-0.235
LRFN1	0.146333333333333
UBE1L	1.79125
UBE1C	0.039
OR51B2	-0.281
OR4D11	0.8285
C15orf2	-0.0375
NR4A1	-0.629666666666667
LOC339047	-1.1775
TRIM17	-1.557125
ATP5G3	0.0955
RPL15	-0.196583333333333
ADAMTS8	-0.47625
HOXC4	0.141
C14orf37	0.4335
CEACAM5	3.546125
MYT1L	-0.135833333333333
RASA2	0.218
OSBPL7	0.1895
STAG1	-0.104
GIMAP4	4.7835
FUT3	4.38533333333333
PIF1	-2.24325
LPIN2	0.852
SH3PX3	0.10025
PDP2	-0.06525
PAPD1	0.567625
ERP27	0.826
APOOL	-0.0999
DIABLO	-0.01375
TRHR	0.27325
ARMC9	-0.7025
RNF152	-0.30075
SLITRK3	-0.300333333333333
ZNF211	0.1312
PFDN1	0.296125
RGS11	-0.12325
HS6ST1	-0.14
AKR1D1	-1.69225
TNP2	0.605833333333333
STK31	7.2185
EML4	0.87575
SGTA	-0.1
HIST1H2BI	-1.36983333333333
PSMD6	-1.28516666666667
KIAA1257	4.143
C18orf55	-0.783666666666667
FLJ20273	2.701
RPL28	-0.152166666666667
EPYC	2.104
NOX3	-0.232
ELAC1	-0.120666666666667
METT11D1	-0.2905
BIN2	0.836166666666667
NACA2	-0.4235
CCDC17	-0.24175
HM13	-0.2283
UBOX5	-0.5435
UBE2O	-0.525
UBL5	0.059
APOLD1	1.563875
C9orf31	0.2785
TNFSF8	0.0175
ARHGAP29	-1.544125
PROKR2	0.643
PDE5A	0.863833333333333
C6orf12	-0.4715
TOM1L1	-0.145
WHDC1	-0.079
FOXI1	-0.0276666666666667
RAB4A	0.7776
TMEM39B	-0.52025
ATPBD1C	-0.81075
FARSA	-0.613
PLEKHG5	1.15875
CMAS	-0.0986666666666667
OR7E24	0.8545
SLC30A1	0.0495
CDC42EP5	1.072
PLAC1	-2.17125
KLHL18	0.147833333333333
LBA1	0.9491
TAZ	-0.15575
CRIP2	-1.37825
BTBD11	-0.167666666666667
C16orf72	-0.161
DIO2	0.7138
LRRCC1	1.75966666666667
CCDC136	-2.342
PRX	-0.723
RBM5	0.2733
TMEM85	-0.66425
TUBGCP4	-0.948
APLN	0.43675
CDK7	-0.307833333333333
SSR2	-0.0365833333333333
CRELD1	-0.14675
C19orf46	-2.625
GAL3ST4	0.575333333333333
KBTBD10	0.02875
IL28A	-0.049
WDR27	-0.5255
MCM2	-1.21516666666667
SOX14	0.124
FLJ39743	0.1235
KIAA0922	-0.392375
HIPK4	-0.492
FLJ25758	-0.229
C16orf57	0.172916666666667
PDZD2	-0.306875
MCC	-0.746
HHLA3	-0.1897
ID2	0.6965
C20orf23	0.98975
ZNF688	0.6455
APOC2	-1.64983333333333
LOC440093	-0.15475
FAM50B	-0.621666666666667
PWP1	-0.647
DNAH10	3.33425
HIST1H2BA	0.5995
GPR56	1.7175
METAP2	-0.679
PAN3	1.18483333333333
STXBP4	-0.566625
PDHX	-0.4465
MTA1	-0.329083333333333
ZBED4	0.12025
ZNF720	0.064
CDK2	-1.56475
RHOJ	-0.035375
CDC37	-0.416
ZER1	-0.08575
GRK4	-1.0895
PRPH	-0.40575
POLR2A	-0.379125
OGFOD1	-0.80275
NOL5A	-1.1295
PHEX	-2.1555
FLJ16478	-0.06875
C20orf117	-0.965875
CAMTA2	-0.2155
C11orf74	-0.226
DDX17	-0.04775
C5orf27	0.02375
PLEKHA2	0.3758
PDE4DIP	-0.9991
SCN7A	-0.05375
ZNF559	-0.996666666666667
CXCL10	3.967
ZMYM4	0.232333333333333
STK32B	-1.5384
KIAA0888	0.2235
TACR3	0.611
CKAP2L	0.76625
KIF1A	-1.949
RSPRY1	0.63075
VCAN	0.21175
CYP27C1	-0.5755
SYDE1	-1.77033333333333
MED12L	-0.836
ZDHHC21	1.1905
NHS	1.5455
TM9SF3	1.9735
DDHD1	0.2775
MAFG	0.0970833333333333
BICD2	-0.8014
C14orf119	0.0053333333333333
C14orf43	0.259714285714286
CDH7	-0.69425
ALKBH5	-0.839071428571429
JUP	1.86275
TMEM41A	0.131333333333333
MAMDC4	-1.4485
CBX3	-0.396875
LRRC18	-0.3045
RBMXL2	-0.311
PLA2G4D	0.582333333333333
FGF13	-1.281375
KIF3A	0.321666666666667
PDIA6	-0.33725
DCXR	0.0775
CASKIN2	-0.212583333333333
EHD1	0.8375
MARCKSL1	1.07916666666667
ZNF496	-0.400333333333333
SCAF1	-0.0943333333333333
KCTD8	-0.8965
TRAF3IP3	1.05707142857143
LSR	1.585
CXorf1	-0.1585
C14orf112	0.547333333333333
EIF2B1	-0.07425
OMP	0.2515
GSTZ1	-0.68275
LOC92017	0.4985
ISLR2	0.7235
C12orf36	3.527
GATA2	-1.3745
GABRA5	-2.4045
CELSR2	-1.76885714285714
STAM2	0.5815
TNAP	-0.113
PTPMT1	-0.201333333333333
GRP	2.11075
SV2A	-1.687
MAGEA12	-4.14225
CACNG1	-1.214
C18orf19	-0.823
GSG1	-0.486333333333333
PTPRJ	0.634285714285714
FRMPD1	0.8615
ZNF668	-0.447
PLEKHJ1	0.202625
ADAT1	-0.4297
TMEM50A	0.2592
UCN3	-0.0655
HOOK1	1.80875
IL17B	-0.6655
MLKL	0.7835
TTC14	-0.569
KLHL5	0.01025
CRYL1	2.412
FOXH1	-0.1875
NFYB	0.245
PPM1G	-0.48425
GOLGA2LY1	-1.00375
NMT1	-0.25075
HADHA	0.2272
CHSY-2	0.82975
PLEKHF1	0.862071428571429
SAGE1	-2.589
MUSTN1	0.244
SUHW4	0.67075
TFEB	2.02116666666667
ZFYVE27	0.76625
ATG12	-0.186166666666667
BMI1	0.397642857142857
ZIM3	0.25525
MYH4	0.32825
MASP1	-0.896166666666667
KIAA0984	1.00575
RPAP2	0.09575
ASB5	-0.0543333333333333
BOLA3	-0.551333333333333
MIA3	0.255333333333333
KRT35	0.6155
KIR3DL3	0.2665
MRPL51	-0.454
SEMA3F	0.649
NDUFB2	0.483833333333333
LOC253012	-1.4775
FAM46C	-0.053
G6PC	-1.932875
CSAG3A	-5.153
PREX1	-0.3065
SLC25A45	-0.416375
MAPKBP1	-0.5022
CPE	-2.5048
GNB1	-0.074875
CXCR6	3.643
TRIM46	-0.7165
C16orf3	-0.0891666666666667
HPSE	1.794875
TIGD3	-0.2415
SPG3A	1.467
LCAT	-1.41583333333333
ST6GAL1	-0.343555555555556
POMC	0.58725
FLJ36031	0.258166666666667
NSMAF	1.05333333333333
SKIL	0.529
ADSS	0.2395
HMGCS1	-1.9278
POLR3F	-1.17516666666667
RAB10	0.465375
ZNF277P	0.291
ZBTB7B	0.657625
DHRS1	1.033875
ABCC13	0.398125
CNOT3	-0.4585
NFKBIA	1.34575
GAK	0.391333333333333
SFT2D2	1.26
HOXA6	-0.4685
CRTC1	0.062625
LY6D	-1.47316666666667
C20orf72	-1.27633333333333
CPT1A	0.89675
LMO1	-2.642
EIF3I	-0.0505
PRB4	0.103666666666667
MCM3APAS	-0.842375
C20orf132	-0.6989
FOXF2	-2.7065
S100A12	1.93225
MLH1	-0.358
ACTN1	0.6547
MRPL36	-0.454166666666667
C20orf106	0.4365
FBXO6	1.54233333333333
MKS1	-0.393166666666667
CX3CR1	-3.514125
PDE1B	0.1085
PLP1	-4.09175
KISS1	-0.164833333333333
C14orf2	0.117333333333333
TBC1D3P2	-0.20425
COMMD6	1.5887
ANKRD7	-2.156
PTCHD1	-2.248625
NARS2	-0.323
DOCK7	-0.291375
FAM127B	0.3485
LOC390243	0.129666666666667
N6AMT2	1.15925
ZNF391	0.00950000000000001
DNAJB14	0.597833333333333
WRB	-0.555125
BPI	0.135583333333333
TTC4	-0.470333333333333
FAM10A5	0.10975
GOT1L1	0.2091
MAGED1	0.101125
RESP18	0.71575
WFDC6	-0.181
MT2A	-2.139
C11orf56	0.5645
KIAA1432	0.6385
ROR1	-2.386125
HSD17B14	0.802666666666667
ZFAND2B	0.2585
SAMD4B	-0.00625
HEXA	-0.463
HNRNPU	0.147727272727273
USP39	-0.019625
NRD1	-0.38475
R3HDML	0.5705
FLT4	0.116166666666667
OMG	0.2605
OR52N4	0.3565
LOC399818	-0.3905
ELA2	-2.349
VENTXP1	0.2065
RFC5	-1.003
OR52L1	0.0805
PAX5	0.5345
FBXO2	-0.63125
GMEB1	0.0215
AKT3	-0.678833333333333
CRB1	-1.41483333333333
CTTN	0.323833333333333
UTP15	-0.112333333333333
HSBP1	-0.0180833333333333
PHF11	2.18075
NDEL1	-0.418666666666667
USP8	-0.44975
BAIAP2	-0.0574375
SI	1.38733333333333
ARSJ	0.3905
BAAT	-1.33725
KCNS3	-1.11316666666667
LOC126147	-0.328
TMEM37	0.09025
C1orf162	3.1995
MBD1	-0.5163
ITGAL	1.22583333333333
WDR73	-0.759666666666667
GKN2	0.240333333333333
ARFGAP1	-0.34975
SLC5A8	-0.834833333333333
ZBTB40	-0.1405
CYP4B1	-1.14966666666667
LYPLAL1	-0.519
CHST3	-0.8345
MAP3K9	0.1335
BTAF1	-0.6775
TFAP2E	0.3405
RBM35B	0.28025
LOC441251	-0.264666666666667
ANKRD25	-1.008
UQCRC2	-0.1015
MAEA	0.538
HYAL1	-3.1507
RNPEPL1	-0.115833333333333
CPSF2	0.18425
PSD3	-0.6388
ABCA13	-0.669428571428571
AGR2	1.55475
GBX1	-0.9445
HDLBP	0.266214285714286
ACY3	1.61075
HECW1	-0.5245
ZNF519	-1.19975
HOPX	2.864625
ZNF304	-1.60175
OR12D3	0.3425
FKSG43	-0.027
METTL1	0.15275
MFSD3	1.1496
PSPH	-0.8295
CLCA3	0.4745
DARS2	-0.785
CDC25A	-0.6805
BAIAP2L1	1.282
B3GNT5	2.795625
USP29	0.235
ARHGEF10L	1.8148
ATOX1	0.33325
ADAM30	0.418
DNASE1	0.923
STT3A	-0.116916666666667
RAB6IP1	-1.8835
PTN	-1.3551
C1orf106	2.40430769230769
HECA	1.23225
RNF122	-0.60975
SLC22A18AS	1.50733333333333
GNG8	0.544333333333333
ELP4	-0.3895
FAM65A	-0.240666666666667
RPL10A	0.217666666666667
IRS4	0.0265
MACF1	0.5475
SEC24D	-0.06
LOC374395	0.22725
TGFB2	-1.63975
MDFIC	-0.225125
CHRNE	0.466833333333333
PCMTD2	0.209666666666667
ATP6V0D1	1.04366666666667
MTA2	0.15775
LZTR1	-1.0225
RAP1A	0.283333333333333
AXIN1	-0.32925
POLR1C	-0.36375
TRIO	0.162
PLXNA4A	-0.14
C5orf33	-0.33
DEPDC1B	-0.463125
ZNF473	-0.054
MTM1	1.54525
GPR107	0.507666666666667
CSNK1A1L	0.682666666666667
FLJ14154	0.15475
NLRC4	3.72925
ENPP4	1.16516666666667
PADI3	-0.3015
RNF170	1.971125
CG018	2.3265
C16orf7	-0.57
KCNE1	0.37575
NRM	-0.806333333333333
SLC37A3	0.999285714285714
TPD52L2	-0.470166666666667
UNC5B	-0.27175
C12orf12	0.5808
SDHB	-0.37325
CLRN1	0.440125
NUDT10	-2.72916666666667
UGT3A1	0.708857142857143
FBXW8	-0.036125
RHOF	-0.366125
PTPLAD1	-1.075625
MYO3B	-0.3475
DERA	-0.41825
TPP2	0.72475
C19orf53	-0.589333333333333
GINS3	-0.284
ST6GALNAC5	0.5605
CHSY1	-1.53075
MGC15705	1.3305
GPR83	0.0346666666666667
EXT2	0.1915
DOLK	0.227
TUBAL3	0.17725
ACVRL1	2.435
ABL2	-0.767416666666667
C14orf156	-0.237333333333333
PTPRZ1	-4.145125
DIP2C	-0.380375
LAMP1	1.700875
RXRA	-0.0802
MAP3K5	1.436
ALKBH1	0.455333333333333
PDLIM7	-0.39825
ARL14	3.445
SNIP1	-0.115666666666667
TIMP3	0.259166666666667
RGS3	-0.1595
SPAG16	0.0198
ABHD4	-0.431
ARHGEF12	0.614333333333333
GLUD2	-0.445
RAC2	-0.0186
UAP1L1	-0.9815
SLC18A3	0.166
YOD1	-1.6375
RALY	-0.4025
HMOX2	0.695125
DGKH	1.627
DBNDD2	1.7855
YIPF4	0.318875
THAP10	-0.475
ZNF513	-0.127
HAGHL	-0.5545
ITGB4	1.12333333333333
CCDC141	-0.4595
YTHDF3	1.483
C5orf28	0.20575
RPL7L1	-0.9315
TMEM30B	1.681
ANKRD35	1.2385
DUOXA2	1.51375
TBC1D5	-0.061
DFNB59	-0.815
HRH4	0.59625
MYO6	2.2308
DNAJA4	1.012375
RBM24	-1.9105
CEACAM20	-1.19325
RBM23	-0.176571428571429
NGFB	0.637
C1orf63	0.5532
KRTAP7-1	0.804
PERLD1	1.288
NPB	-0.1015
C17orf59	0.1868
HSPBAP1	0.047
SLC15A4	-0.306
PRTFDC1	1.557
OSMR	-1.99335714285714
CYSLTR2	0.596
C19orf25	0.3492
KIAA1797	0.2905
NLRP6	1.4825
FAM105B	0.3805
SCRN2	0.043
LRRC58	0.2109
RNF17	-0.05425
NEIL3	-1.5675
FAM137A	-2.269
SKP2	-2.597
PARVA	0.52225
PKLR	-2.0125
RNF34	0.172375
A3GALT2	0.3355
C12orf50	0.0148
SUNC1	-0.84525
FAM102B	0.4695
CCT2	-0.3395
LRRC37A2	-0.343
ARF4	0.484
SIKE	-0.029125
C8orf48	-1.12233333333333
MBTPS1	-0.472142857142857
GPSN2	-0.086
NCF2	3.3425
SLC12A6	0.279
MRPL48	0.11775
HMGN3	-0.815333333333333
LRRC62	-1.08125
PAX9	-0.107625
FAM55A	-0.06
C20orf42	2.10766666666667
SCML2	-1.387
BCL9	-0.01175
FAM40A	0.27075
C9orf41	-0.16
ZNF774	0.019
LETM1	-0.19975
PLXNB1	0.735666666666667
NIPSNAP1	-0.303
USP10	-0.107
F9	-0.41125
LIPE	1.2595
CNGB3	-0.0285
C12orf52	-0.038625
PI4K2A	0.080125
MED8	-0.30975
STAT4	2.1652
FGD4	0.806666666666667
RNF145	-0.2095
WDR32	0.1828
CLDN2	3.9765
TCEAL8	-0.0195
ZMYND8	-0.7872
PDXK	0.03121875
GATAD2A	0.2385
PTGES3	-0.1165
CCM2	-0.17825
TAP1	3.1975
ZNF670	0.251
ETS2	2.56314285714286
C6orf166	0.877
PRMT2	-0.236214285714286
OR4B1	-0.143
INTS8	1.149
CCDC102A	-0.75525
CCDC83	-2.16283333333333
ITGA1	1.2621
EPHA5	-2.1185
FAM24B	-0.335
TSGA10	2.93825
HAL	-1.888
MYOT	0.3915
SPACA3	0.8125
BCL2L2	0.095
CUGBP2	1.70683333333333
