Hybridization REF	TCGA-AA-A00Z-01A-01R-A002-07
TMEM185A	0.54305
ZZZ3	0.2015
C16orf5	-1.20383333333333
GALNAC4S-6ST	-2.4215
C1orf186	-0.03775
IGFBP4	-0.729666666666667
NDUFA10	0.0951666666666667
CLIC2	-1.3895
RNF13	0.3655
GPR103	-1.2895
CD69	-3.89675
MYOZ1	0.28325
IFNB1	-0.2565
CLNS1A	-0.20525
CXorf45	-0.11475
ZXDB	0.593
FUNDC2	0.18675
GPA33	4.201375
C9orf70	0.14775
SLC2A9	0.61025
LOC126520	-0.135
MAGEB1	-1.3035
LCE2A	0.0465
C18orf34	0.0925
FMNL2	-0.447375
KRT85	0.23625
CRYGA	0.2005
GEM	-0.7615
THAP6	0.5003
ALKBH3	0.137666666666667
TM6SF2	0.0155
C20orf82	-0.849
RANBP2	0.4565
LIG3	0.3563
RETSAT	0.954625
OR8S1	0.8685
CAST	0.2995
TGFBI	0.8263
C15orf37	-0.4395
PGM3	0.151
SLC4A11	-1.584125
FAM123C	-0.0356666666666667
TAOK1	0.94625
CISH	-0.0655
OGDHL	-2.84625
SPINT2	1.56966666666667
ZNF33A	0.2005
CLDN18	0.0966666666666667
RNF128	2.73725
CCDC71	0.7185
RASSF6	1.73
HSPG2	0.2315
ATP6V0E1	0.72225
ABHD6	1.114
CD274	0.7765
GCNT1	1.56575
NT5C1A	0.231333333333333
TM4SF5	-0.244
C21orf58	-1.07216666666667
SUCLA2	-0.20275
RFTN2	0.89875
SCNM1	-0.223
SLC9A10	0.1105
FUNDC1	0.71025
SLC35F4	-1.92325
AMD1	0.44925
COL6A6	0.18025
OR4K2	-0.0875
TRIB2	-2.616
LOC91461	-0.57675
GHSR	0.334
ATP8B1	2.628375
C1orf78	-0.321666666666667
RNF183	3.124
STX4	0.1374
TPPP2	-0.527625
MYBPHL	0.3945
TXNDC6	-0.02
C9orf47	-0.0955
FAM137B	0.06
FANCB	0.34125
C11orf9	-0.95375
DPY19L1	-0.003
VDAC2	0.212833333333333
VHL	0.4295
LMBR1	-0.403625
C8orf44	-0.46075
ZPBP	0.1855
FGF23	-1.12825
C21orf67	-1.0775
PCNT	-0.53675
BCKDHB	1.3421
GALNTL5	-0.0155
BET1	-0.0455
ARL13A	-0.2275
HDAC6	0.14075
N4BP3	-1.5435
OTOP1	0.212166666666667
TTC30A	0.42425
CRISP1	0.1705
KRT32	0.1605
VSTM1	0.018
ZNF622	0.9895
POLR3B	0.078
DNAJC10	0.030125
C12orf54	0.549
ADIPOQ	0.00833333333333334
RIT2	-0.3115
CD44	-0.2017
ABCA3	-2.085875
RPS17	-0.40725
FEZF1	0.4585
PCDHB15	-1.7915
KCNMA1	-2.35322727272727
CCDC116	-1.59
C15orf27	-1.298
NARG2	-0.0145625
ITGA5	-1.828
MEFV	0.37
TUT1	-0.548
LOC541473	0.12625
NMBR	0.0745
GLT1D1	-2.71083333333333
ABCB7	0.521
PFKP	-2.34154545454545
C9orf91	-0.3242
LRRC41	-0.478666666666667
C1orf85	-0.657
ATP5F1	0.073375
STOX1	0.678125
GFOD2	0.25775
SLC25A3	0.228125
ZNF646	-0.1256
ZAR1	0.1455
OSTbeta	3.349
GALNT3	3.758
IFT122	-0.558333333333333
LDB3	0.0021
GARNL1	-0.211214285714286
HOMEZ	-0.222333333333333
LRRC6	2.1885
ANGPTL5	-1.763
UBAC1	-0.93375
DLEU7	-0.22475
RPL19	0.76325
TOP1MT	0.1415
LOC643641	-0.213125
MBD3L2	0.3975
NTSR1	0.061
WISP2	-3.88075
GPSM2	1.259375
RDH10	0.8543
PRKCG	0.0305
HIST1H4J	-0.3845
MON1B	0.6251
MLF1IP	-0.238666666666667
ZNF446	-0.171125
COL4A5	-1.4128
SLC26A1	0.227428571428571
RGN	-0.845125
CCNB1	-0.37325
C9orf165	-0.23875
CCDC28B	-1.1425
CCDC97	0.59175
FGR	0.89475
MSRB3	-0.9282
EPN2	-0.867
COX15	-0.115833333333333
KCNK6	-0.5658
XK	2.685
GDA	0.4015
HEPH	2.6535
THRAP3	0.176
MET	0.380571428571429
PHYHIP	-0.10725
LYAR	0.343166666666667
ING3	-0.08
AK7	-1.13725
CCT8L2	-0.0875
COPS7A	-0.819333333333333
WSCD1	-1.234
RNF185	-0.072125
TNS3	-0.00599999999999999
KNDC1	-0.494
RWDD4A	0.0551666666666667
MED13L	0.0847
ZFYVE1	-1.005
C7orf44	-1.354
MRPL1	0.705
STGC3	-1.42925
TEAD1	-0.457833333333333
RPL7A	-0.0737857142857143
ARL6IP1	0.2937
C1orf178	1.116
CTAGE5	-0.1195
TMEM184A	1.065
SLC25A14	0.80225
CACNG5	0.0945
ATXN10	-0.4087
ECH1	0.151
CCL22	0.49725
CYP2F1	-1.73383333333333
GADL1	0.156
TMEM19	1.0429
RUNX3	-0.66625
EFNB1	2.31233333333333
LIPN	0.2445
ACSM3	-2.8315
SIGLEC8	0.0868333333333333
ASCC3L1	-0.11575
NOL8	1.1885
RELT	-1.21483333333333
Magmas	0.24525
PPP1R15B	0.4691
C11orf2	0.45025
VKORC1	-1.84116666666667
MGC26647	0.13125
TRPM6	2.30308333333333
UGT2B7	0.557833333333333
FEV	-0.08525
FOXK2	0.315
PDCD5	1.89483333333333
SLC8A1	1.5044
DGUOK	-0.461
CLDN16	0.3395
GAGE1	-0.9
RBM17	-0.3392
C1QTNF3	-0.02025
VGLL3	-0.7745
UNQ5830	0.1805
CD1A	-2.63983333333333
SCGB1C1	0.3475
SUPT4H1	0.803
TRAF5	1.57125
ASAHL	1.805625
FAM73A	0.735
OR6B1	0.186
WHSC1	-0.7512
GFPT2	-2.06925
LOC339809	0.6465
STARD5	0.305166666666667
SIP1	-0.91325
DNAJC15	1.521
STAU2	-0.6156875
FAM98A	0.751125
RAD23B	0.49475
LRRC33	-0.9845
CHRAC1	-0.545
C21orf89	0.18625
C19orf43	0.774833333333333
KLK8	-1.476
CCNE1	2.143
PKDREJ	1.007
SSU72	0.56
C17orf73	0.187
GPR78	1.058
WHSC1L1	0.1579
GSTA2	-1.09575
SMUG1	-0.0211666666666667
UFM1	1.0004
AP3M2	-0.137666666666667
USP14	-0.965625
FBXL14	-0.665833333333333
DSTN	1.13975
SFRS14	0.09125
FBXO31	-0.267333333333333
C12orf40	-0.03725
FRS2	0.1415
NR2E3	-0.5605
TUBB2C	0.17925
GMPR	-2.09616666666667
C9orf139	-0.3075
ING5	-0.512214285714286
LOC730092	0.952833333333333
ORM1	-1.352
RP11-11C5.2	-0.41475
HSPD1	0.1803
PIWIL3	-0.07825
C5orf13	-1.6396
OR5R1	0.2325
LCOR	1.043875
PLEKHA9	0.083
CCDC43	0.0395
ZNF232	-0.9285
SLC6A7	-0.0055
ADH5	-0.138833333333333
SHBG	-1.17716666666667
CROCCL2	-0.70875
PANX3	-0.2245
CDIPT	-0.733
SLC16A5	1.0785
TUBB	-1.12875
TOR3A	0.3634
PREP	1.30716666666667
ENTPD8	0.226285714285714
CHMP1B	-0.659
SYT12	-1.5392
MYH6	-1.6874
MAP3K13	1.05583333333333
KLHL30	0.170666666666667
LCMT1	0.335875
EIF1AX	0.694166666666667
FOXD4L1	0.5935
SLC24A5	-0.235
RNF166	-0.6168
TJAP1	-0.42475
TMEM156	-0.8115
ZNF239	0.45125
SNX19	0.4588
GKN1	0.199
FCN1	0.6786
C1QL1	-1.68175
ATP11C	0.1845
ZNF35	0.3185
CARD8	-0.336125
LIMD1	0.202
KIAA0286	-0.627875
XRN2	-0.022
CD6	-0.400666666666667
TOX3	2.6075
ZSCAN4	-0.696
RSRC1	-0.094
COG1	0.5305
PTRF	-1.2062
C16orf35	-1.41625
FBXO24	-0.66075
CHST11	-2.257
THRB	-0.356
MYBPC1	-0.00725000000000001
RNF39	0.655333333333333
PSMD11	0.5205
ALAD	0.233
EN1	-1.146
SLC9A9	-0.78
GSTM4	-0.7866
CDC42BPA	-0.0190526315789474
RCSD1	-2.0435
LUC7L2	-0.505
SPTBN1	0.7284
LOC146167	0.127
BAT5	0.5686
ZNF452	0.447875
LSM4	0.519375
SRP72	-0.3261
SGK269	0.1755
MTX1	-0.319
CENTA1	1.929
UNQ9433	1.2365
ATR	0.311166666666667
DDX49	1.00966666666667
PAQR8	1.85666666666667
C14orf174	-0.63125
GBGT1	-1.0005
THAP1	0.02075
OR10K1	0.4225
RASIP1	-1.6665
DPYD	-1.847
DOHH	0.8615
C18orf45	-0.55175
POF1B	6.0789
ZNF552	1.04725
USP32	-1.049375
MED27	-0.233333333333333
C14orf149	-2.147
PRDX4	0.213333333333333
ABHD12	1.1607
AGT	-1.36375
SLC22A14	-0.22825
C1orf58	0.23075
PILRA	-1.013
ABCF2	-0.414375
C17orf85	-0.6764
TKTL1	-0.56675
FGF1	-0.2337
IL6R	-0.286666666666667
VPS25	0.68525
CHRNB2	-0.322375
COL7A1	-1.4864
LRRC48	-0.8115
SPG20	-0.76375
COX10	0.3965
GCA	1.01375
ECEL1	-0.815166666666667
GLG1	-0.0335
SRD5A2L2	-0.08175
MUTYH	-0.233375
ZNF70	-0.57775
L2HGDH	-0.50525
GPATCH2	0.1595
ZNF655	-1.252375
ZNF227	0.707
MCOLN2	-0.0673333333333333
NQO2	-1.918
KCNQ5	-0.3265
NEU1	0.520666666666667
QRICH1	-0.2605
ZBTB20	-0.619333333333333
RPUSD3	-0.64575
EPGN	-1.1325
TSN	0.332666666666667
SPRY2	-0.716833333333333
LZTFL1	0.247
GMFB	-0.265375
PBEF1	0.2046
HBG2	-2.164
TMEM8	-0.215
PALM2-AKAP2	-0.148666666666667
NFYA	-0.54675
FAM108A1	0.26925
PBLD	1.37075
NRG4	-1.973
PIGF	0.68
PTGER1	1.44025
NOS2A	5.03366666666667
C21orf34	-2.51316666666667
C21orf51	0.258083333333333
IL17C	0.249
TRMT6	1.02733333333333
ETV2	0.264833333333333
CCDC109A	1.2895
MYLK2	-1.0195
ATP10A	-0.2032
DPH4	0.04225
C5orf5	-0.157666666666667
KCNA4	-0.0196666666666667
NMNAT2	-1.46483333333333
GLYATL2	-1.4485
LSMD1	-0.365625
IL23R	-0.09325
NRF1	0.08375
MUC15	-2.179
PRDM12	-1.084
PAQR4	-1.14792857142857
RBBP6	-0.5279375
IFI27	4.14875
SKAP2	0.1625
TAGAP	0.3945
TJP3	2.101
C9orf61	-1.70275
IDS	-0.112
PARG	0.2055
LOC131149	0.033
DYRK4	0.5445
MICALL1	-0.93825
GALR2	-0.121
GPBP1L1	0.145625
TBX21	2.25625
KCNJ6	-0.273166666666667
GGN	-0.32125
CASP5	0.905166666666667
RNF182	-4.08775
BRD4	0.86625
DOK4	1.276125
SLC46A2	0.137666666666667
SOX9	3.43991666666667
ZNRD1	0.359
PRR6	-1.014
FAU	0.1105
DTNB	-0.624
CARD9	1.4795
STS-1	-1.17016666666667
SLC4A5	0.245
NSBP1	-0.87175
UGCGL2	-0.522583333333333
POTE15	-2.343
NOXA1	-0.906
RP13-347D8.3	0.31975
SAMD10	-0.1235
EP400NL	-2.17775
TCF21	2.05775
AMELX	1.539
JPH2	-0.1112
SLA	0.49775
DLST	-0.634333333333333
SEPT12	0.07225
RGS20	-3.999
LXN	-0.0786666666666667
ZNF419	-0.4455
UPK3B	-0.2165
RELL1	-0.11125
ESPNL	1.8435
KLHL21	-0.072
PI15	0.0615
C2orf61	-0.4715
LOC407835	-0.276
RER1	0.35175
ELAVL2	1.112
MGC26718	-0.8005
KLF2	0.424
TNFAIP8L3	0.722416666666667
TFE3	0.183
C11orf17	-0.232625
15E1.2	0.74475
SNRPC	-0.47725
DLGAP1	-0.48875
PGLYRP1	0.145
OVCH2	0.1065
IRF7	0.6168
SET	0.1442
NAB2	-1.38183333333333
LRP5L	-0.1045
FAM120A	1.4443125
ASCL2	4.10033333333333
SHH	0.7525
ATP5H	0.816666666666667
THPO	-1.26333333333333
TYRP1	-3.42816666666667
HIST1H3E	-0.246666666666667
EIF2S1	0.130166666666667
TNFRSF17	-0.814333333333333
TARSL2	0.39875
NKX2-8	0.2285
C1orf115	0.635375
LOC56964	0.1955
KIAA0841	0.16925
ISCU	-0.0675
TTMA	-0.141
ZNF414	0.322
LOC441150	0.09775
RAB15	1.02475
HBP1	-0.588
TNNT2	-0.514166666666667
CECR5	-0.31325
PHGDH	-1.115
JRK	-0.2635
XPO4	0.477125
FAM131C	0.527
ARHGAP25	0.341166666666667
CA9	-2.82811111111111
GPR62	0.1905
TLX1	0.685833333333333
GPS1	0.2765
OR2M2	0.2295
BDP1	0.277428571428571
FAM70B	0.38325
RPS29	-0.124666666666667
MKLN1	-0.2944
TSPAN19	-2.22875
SLC29A3	0.5924
LGALS4	6.22366666666667
USH2A	0.213166666666667
NF1	0.117833333333333
APOBEC3A	1.41516666666667
IMPAD1	0.0591666666666667
OLR1	0.0795
NRAP	0.09
HCFC1R1	-1.52683333333333
TAOK2	0.391333333333333
MCM10	-1.30616666666667
MAP4K3	-0.15925
CBS	-2.374125
CLK3	-0.7069
PCDHGA5	0.534
ELF4	0.805875
FAM71A	-0.03275
C11orf49	0.2765
CLIP2	0.22175
BTBD9	0.3788
ZNF524	1.85375
KDELR1	-0.033
ZNF509	0.323
NCSTN	0.1875
ZNF533	-1.15142857142857
PARP4	1.0075
GALNT9	-0.208
NPY	-2.03175
BEGAIN	-2.97233333333333
TMEM77	0.321666666666667
FOXRED1	-0.725333333333333
SLC16A2	-2.372
SLC35B1	0.255
GK5	0.435
SDCCAG10	-0.257
C4orf20	-0.0985
SLC9A2	1.92675
ADD1	0.155071428571429
TAL2	0.0166666666666667
ACLY	0.011125
DNAJC1	-0.265
SOST	-1.40325
USP43	1.20883333333333
CYP4F12	2.25475
FKBP5	0.156125
CHCHD5	0.102
NUDT22	-0.04675
CCDC85B	-1.194
OR51G2	0.497
STRN3	-0.392
TMOD2	0.3875
FLI1	-1.43625
MAB21L2	0.339833333333333
DGKQ	0.37925
VPRBP	0.677666666666667
SCNN1B	0.6463
ECHDC3	0.8146
TMEM106C	0.16625
CSNK2A2	0.3055
RPL39	0.7352
HERC3	0.2217
ZBTB47	-0.0766666666666667
ZNF681	-1.1895
PAGE2	-2.01475
CLIC5	4.34592857142857
RABAC1	0.08075
ZFHX2	-0.28625
YPEL1	-0.773166666666667
KIAA0776	0.47725
NR1D2	-0.1345
DNAJC4	-0.25925
NPNT	2.6832
ZNF677	-0.4405
ZNF536	-0.084
MEF2B	0.746416666666667
PTPN4	-0.03825
CTCFL	-3.9895
STX5	-0.0496666666666667
CD72	0.66125
VEGFA	-0.352947368421053
XRCC1	-0.5038
MAS1L	0.383166666666667
ELL	0.5257
SETBP1	-1.47425
CDH11	1.12033333333333
NDC80	-1.21707692307692
DMBX1	-2.99525
NRSN1	0.1835
BAT2D1	-0.036625
CDS2	0.491833333333333
C1orf212	-0.0735
SENP3	-0.770125
IL1F9	0.684
EEF2K	-0.23275
COG8	-0.74125
CEP72	0.155
OR1L8	0.0255
MUS81	-0.297916666666667
PHYH	0.295625
GGT6	1.54866666666667
C22orf23	-0.885666666666667
C13orf33	0.24
MAPK8IP2	-0.83775
NELL2	-0.5815
POU3F2	-3.11866666666667
ALPK1	1.86925
MRPS18C	0.323
RPLP2	0.191875
FGF22	0.1675
SPNS1	-0.575166666666667
ZFP1	-0.8275
IL1RAPL1	-0.81325
PCSK9	-1.1085
NKX2-1	0.343928571428571
C6orf189	0.85525
SP4	-0.457
SLC11A1	0.2875
C21orf25	0.121333333333333
ICAM2	0.10025
SH3GL1	-0.107
GSK3B	0.608166666666667
RALB	0.662125
PDXP	-1.15066666666667
GNGT1	-0.53225
KIR2DL1	0.2235
TNFAIP3	0.629916666666667
C6orf32	-0.4536
CBLN2	-0.2125
PANK3	0.679375
TAAR9	0.233
WDR82	0.206714285714286
APOM	-3.3705
TRIP10	0.22075
SPATA16	0.0305
C1orf135	-0.13875
USP51	-1.71775
TESK1	0.30425
C11orf64	0.026625
ZNF611	-0.042
PDE6G	-0.126166666666667
HLA-DQA1	2.089625
GCLC	-0.289
SEC61A1	0.0295
TWSG1	-1.05208333333333
ZMYND10	-1.5455
CTDP1	-0.605875
ADAMTS6	-0.538166666666667
SLIT1	-1.62175
KRT86	-0.705
KIAA0574	-0.52575
GTPBP2	-0.5364
PQLC3	-0.5
PRRX2	-2.34366666666667
C15orf44	0.270833333333333
MKKS	0.095375
C11orf10	0.14275
GPR110	1.235875
CD109	-2.9055
ADCY1	-0.135
RHBG	-3.2765
TP53I3	0.741
SLC22A3	1.1784
UCP2	-0.32675
FOXG1	-1.82233333333333
OR2AG1	0.3845
TRIM24	0.2955
PROC	-2.26675
TAAR6	0.0495
AMTN	-1.309
C10orf47	-0.264666666666667
DEPDC1	-0.58725
FLJ45557	0.21625
ZDHHC17	-0.621875
KIAA1429	0.0431666666666667
KCNH1	0.08775
VNN3	0.975
PSMAL	1.027
PPARD	0.421
HFM1	-0.5735
YBX1	-0.623166666666667
ZNF695	-0.24975
SCTR	1.64683333333333
DCDC1	0.2705
VPS26B	-0.1419
MTF2	-0.256833333333333
ATP6V1F	-0.19075
CCDC94	-0.31575
PERF15	-0.299
CCL11	3.51275
LMO7	0.754375
DCST1	0.0185
ADRBK1	0.18675
CDRT4	-1.298375
ZNF84	-1.04425
HOXD8	0.3795
STARD8	-1.25016666666667
FOXP2	0.11625
CCDC103	0.2385
POLR3A	-0.1608
GSC	-2.93233333333333
ZNF114	-2.30183333333333
HTR7P	0.047
LALBA	-0.166
RMND5A	0.309833333333333
PSCD2	-0.33025
ZNF409	-0.206
KRTAP1-3	0.109666666666667
MAF1	-0.79375
LOC201725	-0.189166666666667
NRN1	-3.35275
SPAG5	-0.308166666666667
DNAH7	1.46816666666667
FLJ43860	0.2575
BRCA2	0.48025
ACADM	-1.36
CXXC6	-3.816
RAGE	-2.072625
CHMP2A	0.1985
FAM8A1	0.095
GPR21	0.1505
SLC12A3	-2.01216666666667
FVT1	-0.481071428571429
ZDHHC7	-0.50075
FLJ44048	0.2425
SLC44A3	3.552
SDSL	1.208
MMP8	-0.66075
PLA2G12B	1.95766666666667
ACY1	-0.41225
MT1E	-0.804
OR4K15	0.15
TECTB	-0.5785
GPR20	0.8475
IRAK2	-0.0065
RFPL3	-0.3515
MYO9A	-0.517
NARG1L	0.0994166666666667
BLMH	-0.31125
CCDC3	2.25733333333333
C9orf21	-0.267166666666667
KIAA0513	0.222333333333333
MIER2	0.12875
PNMA2	-2.153
SH3BP2	0.7103
ANXA10	-1.035
RTN2	-2.06116666666667
TFB1M	-0.1095
PRPH2	1.28075
C14orf133	-0.42075
GOLGB1	0.376833333333333
IRX4	-1.576375
NFKBIL1	-0.526666666666667
C10orf62	-0.16675
APBB3	-0.8065
RPS10	0.3733
LOC728378	-0.987
TLE3	-0.618611111111111
PSMB7	0.54325
MESDC1	0.017
SLC6A1	0.3795
OCLN	2.17158333333333
PTTG3	-0.358333333333333
NAGLU	-0.76975
SERTAD4	-2.105625
SPRY1	0.54
FLJ10781	-1.50941666666667
MYSM1	0.04275
TRIM4	0.303142857142857
SH3YL1	1.549625
TREM2	1.01283333333333
SERPINI1	-1.1535
HDHD3	1.67925
TMEM38A	0.5835
EID2B	-1.53125
TDRD3	-0.0973333333333333
SEDLP	1.034
THSD7A	0.971
NDST3	-2.0005
KLHL15	0.266333333333333
DHRS12	1.1085
FBXO9	-1.08407142857143
TNPO1	-0.0458333333333333
MRPL13	0.485333333333333
SNX5	-0.383833333333333
METTL6	-0.9065
SOD1	0.0115
CHML	-0.328666666666667
PACS1	-0.552625
SIRT5	-0.0556000000000001
CAPN2	-0.267833333333333
FXYD5	0.507833333333333
TWISTNB	0.192
LRFN1	0.4455
UBE1L	0.92275
UBE1C	-0.048
OR51B2	-0.20525
OR4D11	0.207
C15orf2	1.0545
NR4A1	-0.486333333333333
LOC339047	-1.0195
TRIM17	-1.242875
ATP5G3	0.420857142857143
RPL15	-0.53525
ADAMTS8	-0.33125
HOXC4	-0.545
C14orf37	0.1775
CEACAM5	5.056125
MYT1L	0.08
RASA2	0.293375
OSBPL7	0.1245
STAG1	0.0775
GIMAP4	3.19066666666667
FUT3	3.992
PIF1	-1.0775
LPIN2	-0.1229
SH3PX3	0.3295
PDP2	0.144
PAPD1	0.3125
ERP27	3.637
APOOL	0.0729
DIABLO	0.25075
TRHR	0.198875
ARMC9	-0.92575
RNF152	0.26625
SLITRK3	0.032
ZNF211	-0.617
PFDN1	0.22575
RGS11	-0.948
HS6ST1	-0.2953
AKR1D1	-1.1215
TNP2	0.218833333333333
STK31	3.6165
EML4	0.248333333333333
SGTA	0.437333333333333
HIST1H2BI	-1.37166666666667
PSMD6	-1.28633333333333
KIAA1257	3.6435
C18orf55	-0.724666666666667
FLJ20273	2.87675
RPL28	0.743
EPYC	0.285375
NOX3	-0.0995
ELAC1	0.311
METT11D1	-0.99375
BIN2	0.149
NACA2	-0.12175
CCDC17	-0.89
HM13	0.1592
UBOX5	0.1415
UBE2O	0.008375
UBL5	1.01825
APOLD1	2.537375
C9orf31	0.14825
TNFSF8	0.16
ARHGAP29	-1.61
PROKR2	0.2865
PDE5A	-0.175
C6orf12	-0.114
TOM1L1	0.354
WHDC1	0.803125
FOXI1	-0.0205
RAB4A	0.5627
TMEM39B	-0.57875
ATPBD1C	-0.272
FARSA	0.297333333333333
PLEKHG5	0.92975
CMAS	0.609333333333333
OR7E24	0.4515
SLC30A1	0.3765
CDC42EP5	1.5705
PLAC1	1.623
KLHL18	0.16575
LBA1	0.1553
TAZ	-0.49575
CRIP2	-1.72675
BTBD11	0.0316666666666667
C16orf72	0.194
DIO2	0.3302
LRRCC1	0.729666666666667
CCDC136	-2.539
PRX	-0.593
RBM5	-0.5072
TMEM85	-0.128375
TUBGCP4	-0.327
APLN	0.60275
CDK7	-0.292666666666667
SSR2	-0.136333333333333
CRELD1	-0.4335
C19orf46	2.474
GAL3ST4	-0.047
KBTBD10	-0.74125
IL28A	0.178
WDR27	-0.499
MCM2	-0.815666666666667
SOX14	0.4245
FLJ39743	0.0365
KIAA0922	-0.622875
HIPK4	-0.16
FLJ25758	0.0855
C16orf57	-0.199916666666667
PDZD2	-0.168375
MCC	-1.3105
HHLA3	-0.2661
ID2	0.32675
C20orf23	2.90508333333333
ZNF688	-0.2035
APOC2	-2.21633333333333
LOC440093	0.0075
FAM50B	0.703166666666667
PWP1	-0.4535
DNAH10	0.22
HIST1H2BA	0.491
GPR56	1.473
METAP2	-0.60775
PAN3	0.273666666666667
STXBP4	-0.239375
PDHX	-0.086
MTA1	-0.538416666666667
ZBED4	0.543625
ZNF720	-0.22175
CDK2	-1.40425
RHOJ	-0.85675
CDC37	0.407833333333333
ZER1	0.285
GRK4	-1.77975
PRPH	-0.5725
POLR2A	-0.3765
OGFOD1	-0.48425
NOL5A	0.1065
PHEX	-1.5105
FLJ16478	-0.01775
C20orf117	-0.628625
CAMTA2	-0.5915
C11orf74	0.4005
DDX17	-0.182083333333333
C5orf27	-0.062375
PLEKHA2	-0.89
PDE4DIP	-2.0638
SCN7A	-0.234
ZNF559	-1.29233333333333
CXCL10	3.7655
ZMYM4	-0.453833333333333
STK32B	-1.37553333333333
KIAA0888	-1.3464
TACR3	0.2955
CKAP2L	-0.0425
KIF1A	-1.35333333333333
RSPRY1	0.6575
VCAN	-0.5055
CYP27C1	-0.3085
SYDE1	-1.51633333333333
MED12L	-1.0255
ZDHHC21	0.786125
NHS	0.3055
TM9SF3	1.53783333333333
DDHD1	-0.160875
MAFG	0.166083333333333
BICD2	-0.623
C14orf119	-0.126166666666667
C14orf43	-0.117785714285714
CDH7	-0.757
ALKBH5	-0.9505
JUP	1.90325
TMEM41A	0.7285
MAMDC4	-0.7815
CBX3	-0.636875
LRRC18	0.2445
RBMXL2	0.1975
PLA2G4D	0.219166666666667
FGF13	-0.994
KIF3A	-0.374166666666667
PDIA6	-0.99825
DCXR	0.3325
CASKIN2	0.24125
EHD1	0.0536666666666667
MARCKSL1	-0.0133333333333333
ZNF496	-0.865833333333333
SCAF1	-0.204166666666667
KCTD8	-0.467
TRAF3IP3	-0.455285714285714
LSR	2.39
CXorf1	0.243833333333333
C14orf112	-0.0075
EIF2B1	-0.30025
OMP	0.093
GSTZ1	-0.6845
LOC92017	-0.4615
ISLR2	0.206
C12orf36	3.477
GATA2	-1.552
GABRA5	-1.8645
CELSR2	-1.40842857142857
STAM2	0.3981
TNAP	-0.13
PTPMT1	-0.426
GRP	3.23375
SV2A	-1.58
MAGEA12	-4.16325
CACNG1	-1.004
C18orf19	-1.05175
GSG1	-0.3865
PTPRJ	-0.394214285714286
FRMPD1	-0.217
ZNF668	-0.3115
PLEKHJ1	1.012875
ADAT1	-0.5494
TMEM50A	-0.0734
UCN3	0.0505
HOOK1	2.407375
IL17B	-1.1615
MLKL	0.738666666666667
TTC14	-0.725833333333333
KLHL5	-1.082375
CRYL1	1.294
FOXH1	0.139
NFYB	0.128375
PPM1G	-0.35425
GOLGA2LY1	-0.85125
NMT1	0.167875
HADHA	-0.1166
CHSY-2	-0.115
PLEKHF1	-0.218214285714286
SAGE1	-1.8515
MUSTN1	0.09
SUHW4	0.6175
TFEB	1.21233333333333
ZFYVE27	0.3295
ATG12	0.0601666666666667
BMI1	-0.834428571428571
ZIM3	-0.27425
MYH4	1.1265
MASP1	-1.02066666666667
KIAA0984	0.316
RPAP2	-0.18625
ASB5	-0.03525
BOLA3	0.0295
MIA3	0.0216666666666667
KRT35	0.263
KIR3DL3	-0.247
MRPL51	-0.47625
SEMA3F	-0.176666666666667
NDUFB2	0.517666666666667
LOC253012	2.7815
FAM46C	-1.4698
G6PC	-2.298375
CSAG3A	-4.87433333333333
PREX1	-1.1365
SLC25A45	-0.36375
MAPKBP1	-0.1666
CPE	-0.9346
GNB1	-0.105625
CXCR6	0.8715
TRIM46	-0.37575
C16orf3	0.243666666666667
HPSE	1.431375
TIGD3	-0.2665
SPG3A	0.58575
LCAT	-1.60066666666667
ST6GAL1	1.04938888888889
POMC	-0.5315
FLJ36031	0.115166666666667
NSMAF	-0.560833333333333
SKIL	0.9015
ADSS	0.431166666666667
HMGCS1	0.4199
POLR3F	0.762833333333333
RAB10	0.229
ZNF277P	-0.874375
ZBTB7B	-0.023375
DHRS1	-1.325875
ABCC13	1.29425
CNOT3	-1.05025
NFKBIA	0.1395
GAK	0.527166666666667
SFT2D2	0.901666666666667
HOXA6	0.3595
CRTC1	0.42425
LY6D	3.32083333333333
C20orf72	0.484
CPT1A	0.35375
LMO1	-1.914
EIF3I	0.33475
PRB4	0.15825
MCM3APAS	-1.0525
C20orf132	-0.5735
FOXF2	-1.66025
S100A12	0.36425
MLH1	-0.409833333333333
ACTN1	-0.2166
MRPL36	0.408166666666667
C20orf106	0.22475
FBXO6	1.54133333333333
MKS1	0.251666666666667
CX3CR1	-3.099625
PDE1B	-0.23
PLP1	-3.591
KISS1	0.18
C14orf2	0.087
TBC1D3P2	-0.44025
COMMD6	0.8253
ANKRD7	-1.703
PTCHD1	-1.755875
NARS2	-0.2055
DOCK7	-0.47475
FAM127B	0.00625
LOC390243	0.115333333333333
N6AMT2	0.2205
ZNF391	-0.2175
DNAJB14	0.3295
WRB	-0.581375
BPI	-0.0729166666666666
TTC4	-0.788333333333333
FAM10A5	-0.02375
GOT1L1	0.2542
MAGED1	0.238875
RESP18	-0.11775
WFDC6	0.128
MT2A	-2.273
C11orf56	0.7155
KIAA1432	1.4325
ROR1	-2.331625
HSD17B14	-0.1905
ZFAND2B	0.292875
SAMD4B	0.479
HEXA	-0.776625
HNRNPU	0.0931818181818182
USP39	-0.050375
NRD1	-0.18725
R3HDML	0.45975
FLT4	0.16
OMG	-0.205166666666667
OR52N4	0.164
LOC399818	-0.308
ELA2	-2.2255
VENTXP1	0.1615
