Hybridization REF	TCGA-AA-A02J-01A-01R-A00A-07
RHOB	0.9205
RIBC2	0.97175
GNPNAT1	0.24075
TBC1D10C	-2.75625
MMAA	1.9465
INTS9	-0.8795
HOOK2	0.5065
CCNG1	-0.935166666666667
CCDC144B	-0.5975
MTMR7	0.375
NEU4	0.313833333333333
HADH	0.812125
CCKAR	0.434
TMEM173	0.1895
AFAR3	-0.3655
PTH2R	-0.086
IFI30	-0.599
GLUL	-0.0303
TMEM71	-1.4085
C20orf165	0.46125
BFAR	-0.71975
ZNF14	0.3595
KLHL8	0.7685
PPIL2	-0.574666666666667
CTA-126B4.3	1.016
C5orf37	-0.635125
SLC27A4	0.468333333333333
KLHL22	-1.003875
GJB2	3.1077
HSPBP1	0.082
PRKD1	-1.5035
SOX8	-1.273375
KIAA0195	-0.2595
MICALCL	1.96233333333333
ICAM1	-2.119125
C10orf126	-1.057
SIX4	-2.95775
BCL2L1	0.468
CD19	-0.171833333333333
RAPGEF3	-0.260666666666667
KIAA0974	-0.105
MAPK3	-0.435833333333333
OR10A3	0.4365
MAP2K1IP1	0.8675
STK4	0.254833333333333
CHIC2	0.6001
DLX5	-1.91283333333333
ZNF367	-0.39725
FBXO41	0.0925
ADK	0.55
hCG_1995786	0.0821666666666667
GTPBP10	0.405625
TGOLN2	1.02125
CTBS	-0.2815
FGD1	-0.4495
ETS1	-1.28866666666667
EDC4	-0.33725
GSTA3	-0.64725
HOXB6	1.516
C9orf131	-0.019
BCAS1	0.67625
U2AF1L4	-1.08
PDHA2	-0.116333333333333
SORD	1.1185
SLC25A33	0.5755
WDHD1	-0.9225
OR8K5	-0.4075
RNASE11	-0.272
STAP2	2.41675
TRIM44	0.0501
CHCHD8	-0.03375
SIDT2	-0.341
OR2B3	0.569
TRRAP	0.46625
TRAF1	-0.537416666666667
RYR2	-1.153
FAM71B	0.1308
SLC45A4	2.1775
TRIM32	-0.424
ATP6V1G1	-0.37
TRA16	0.347
SERHL2	-0.269
PRKY	0.0668333333333333
NPR2	-1.37775
TAS2R40	0.40975
OR5I1	0.267166666666667
ZFYVE26	-0.319333333333333
WFDC11	0.4685
CSH2	0.89025
OR2T8	0.488
TBX20	1.743
LYPD5	1.95366666666667
STOML2	-0.0135
ALPI	0.29525
FAT3	-0.488857142857143
ZNF273	0.055375
NPSR1	0.7965
FLAD1	0.119166666666667
RAB5C	0.18025
TTLL3	-0.986
KIAA1618	-0.826666666666667
NPPC	-1.7165
ZEB2	-0.8912
MRP63	0.4935
WSCD2	-0.328
NEUROD4	0.809
SNAPAP	-0.46775
MTMR2	-0.483352941176471
STK35	0.212375
USP48	-1.309625
NR1H4	-2.72675
RASL10A	-1.7115
SSTR1	0.24875
C1orf35	-0.20475
APOBEC3C	-0.24675
RUSC2	0.4345
SALL4	-2.36125
ZCCHC8	-0.2135
RAD17	-0.79025
ZNF708	-0.319333333333333
LILRB5	0.70475
TEX12	0.0455
C9orf79	0.41
ARHGEF1	0.00449999999999999
ABCA4	-2.04333333333333
RNF214	-0.12375
PPAPDC2	1.293
ARID4A	0.312333333333333
SYCP2	-4.6285
OPRM1	0.09275
RP13-102H20.1	-5.148
CYP26B1	-1.69816666666667
APCDD1	3.509
PCCA	1.17625
ALS2CR7	0.227
AQP5	1.14383333333333
YLPM1	-0.10175
PRKAR1B	0.3409
IL16	-1.4641
TCF3	-0.3005
ZSWIM7	-1.50775
SERPINE1	-3.1192
BAI2	-1.48675
SMC5	0.149071428571429
SMN1	-0.105
SLC13A5	-3.206375
POU2F3	0.7355
BACH1	-0.233333333333333
GMCL1L	-0.319333333333333
PPP2R2D	-0.050625
LRRC51	-0.0926666666666667
EDARADD	-1.922
LRRC3	0.2995
FAM124B	-2.50375
C20orf70	0.665
LOC285735	-1.563
CTBP2	1.1511
ZMYND11	0.79275
CDH23	0.1905
OR1N1	0.112
LOC400590	-0.4405
PDK1	-1.510625
LMTK3	0.8615
USHBP1	0.3714375
ZFYVE21	-0.05725
hCG_21078	0.81275
OAF	-0.46875
WDR41	-1.38125
SPINK6	-0.10875
GDEP	0.1315
MEG3	-1.7344
OXSR1	-0.567785714285714
RAD51	0.0823333333333333
RPL13A	0.76625
DYRK1A	0.2123
FLJ25791	-0.48275
SARDH	-1.2565
RBBP5	-0.184666666666667
ORC2L	0.421
NCAPH2	-0.436166666666667
RNASET2	0.602
WDR79	-1.17533333333333
FLJ39779	0.1785
C3orf1	-0.01325
DDX23	-0.0475
MGC40574	0.638
MORC4	1.839
MYRIP	4.25190909090909
LY6E	0.464375
SLC39A11	2.252125
ATP12A	0.1325
AUP1	-0.32575
PIP	0.27075
CORO7	-0.0235
PITPNM3	-0.758
ENPP1	-1.408
PPP1R1C	-1.88933333333333
NRBP2	0.515375
KCNE2	-0.4185
P2RX4	1.0855
CCND2	-0.505428571428571
OR5T3	0.5755
CUL4A	0.242166666666667
CFB	0.9455
PCP4	-0.964666666666667
HEMGN	-6.78083333333333
UBIAD1	0.749
CDC42BPB	1.1674
CYB561D1	0.3935
RIMS2	-1.38914285714286
ZNF488	-0.88975
RNMTL1	-0.13975
SART3	0.0266666666666667
CAPN10	0.472642857142857
CCR5	1.51116666666667
APOA1BP	0.370833333333333
NDUFS5	-0.0425
PDLIM3	2.5296
VPS24	1.1975
SCN8A	0.6665
C1orf67	-1.057
MRCL3	0.102833333333333
TMEM145	-2.51475
KCTD16	2.61616666666667
RNF149	0.99775
FDXR	-0.87875
CDCP1	2.18416666666667
PAX3	-3.14555555555556
LASS4	0.51025
HSD17B8	0.5375
YAP1	0.659125
NNT	-0.931
SC5DL	0.100125
DKFZp566H0824	-0.032
KSR2	-0.323
RAD21	0.7048
ST8SIA2	0.08
L3MBTL3	-0.621875
SNRPB	0.40875
MGC14425	0.1575
MIF	0.39025
TAPT1	-0.263125
IRF8	2.8131
PRO0132	-0.279
HERV-FRD	-0.5545
ACD	-0.5645
BCL3	1.2
SPATA13	0.83325
MRLC2	-0.215875
F2RL3	0.01625
CFHR3	-2.021
DUSP15	0.1415
TMEM46	-2.31933333333333
SF3B4	-0.805
MAP7D3	-1.019
STELLAR	-0.489
SEMA5A	0.8901
H2BFS	-1.3765
LRRC28	0.746333333333333
MORN2	0.2485
XYLB	0.85875
WDR21C	0.38325
HIATL1	0.62625
ADAMTS10	0.100833333333333
WDR55	0.405
MFSD5	-0.145166666666667
OR4N2	0.416
DUSP16	1.50388888888889
NLGN4Y	-2.172875
INHBC	0.284
NUMA1	-0.885
DEFB123	-0.03225
GIPC1	0.25325
MGC27348	-0.1095
FLJ33590	0.1495
FZD1	-0.547
MKL1	0.0491666666666667
SAA2	1.6955
C1orf94	-1.443
C7orf28B	0.0605
TMEM185A	0.33705
ZZZ3	0.266
C16orf5	-2.28633333333333
GALNAC4S-6ST	-2.1795
C1orf186	-1.127
IGFBP4	-1.34966666666667
NDUFA10	0.542666666666667
CLIC2	-3.14575
RNF13	-0.3795
GPR103	-2.1505
CD69	-5.07325
MYOZ1	0.068
IFNB1	0.164
CLNS1A	-0.21
CXorf45	1.38777878078145e-17
ZXDB	0.7695
FUNDC2	0.23
GPA33	4.592375
C9orf70	-0.0175
SLC2A9	0.813375
LOC126520	-0.2235
MAGEB1	-0.59925
LCE2A	0.387
C18orf34	0.1925
FMNL2	-0.431875
KRT85	0.4935
CRYGA	0.248
GEM	0.66225
THAP6	0.1558
ALKBH3	0.3455
TM6SF2	0.54475
C20orf82	-0.7635
RANBP2	-0.761666666666667
LIG3	0.3585
RETSAT	1.112
OR8S1	0.8
CAST	-0.02175
TGFBI	2.1754
C15orf37	-0.192
PGM3	-0.4505
SLC4A11	-2.39825
FAM123C	0.825
TAOK1	0.0625
CISH	0.87375
OGDHL	-0.801
SPINT2	1.95866666666667
ZNF33A	0.7325
CLDN18	0.4265
RNF128	4.35175
CCDC71	1.20675
RASSF6	3.15983333333333
HSPG2	-0.1885
ATP6V0E1	1.16025
ABHD6	0.8725
CD274	-0.042
GCNT1	2.58675
NT5C1A	0.310833333333333
TM4SF5	0.69875
C21orf58	-1.16733333333333
SUCLA2	-0.10175
RFTN2	-0.14
SCNM1	-0.83625
SLC9A10	0.726
FUNDC1	0.6825
SLC35F4	-2.49425
AMD1	0.499
COL6A6	0.55875
OR4K2	0.434
TRIB2	-3.56516666666667
LOC91461	0.51675
GHSR	0.53
ATP8B1	2.577375
C1orf78	-0.543833333333333
RNF183	3.32316666666667
STX4	0.0783
TPPP2	-0.153375
MYBPHL	-1.6095
TXNDC6	-0.0613
C9orf47	0.8555
FAM137B	-0.247
FANCB	-0.00275
C11orf9	-0.82275
DPY19L1	0.719125
VDAC2	0.0318333333333333
VHL	0.30525
LMBR1	0.944625
C8orf44	0.26575
ZPBP	0.73225
FGF23	-0.8715
C21orf67	0.05475
PCNT	-0.74675
BCKDHB	0.9915
GALNTL5	0.1105
BET1	0.19775
ARL13A	-0.18
HDAC6	-0.38325
N4BP3	-1.46283333333333
OTOP1	0.155333333333333
TTC30A	0.036625
CRISP1	-0.0820000000000001
KRT32	0.261
VSTM1	0.2205
ZNF622	0.1335
POLR3B	0.0851
DNAJC10	-0.231
C12orf54	0.827
ADIPOQ	0.3315
RIT2	-0.5195
CD44	-0.33745
ABCA3	-3.314625
RPS17	-0.00699999999999999
FEZF1	0.057
PCDHB15	-1.47175
KCNMA1	-3.10218181818182
CCDC116	-1.887
C15orf27	-4.302
NARG2	-0.63675
ITGA5	-2.41225
MEFV	0.495
TUT1	-0.504875
LOC541473	-0.98625
NMBR	0.368
GLT1D1	-3.262
ABCB7	0.59475
PFKP	-2.20190909090909
C9orf91	-0.4088
LRRC41	-0.107166666666667
C1orf85	-0.5525
ATP5F1	0.083375
STOX1	2.78125
GFOD2	0.446
SLC25A3	0.371625
ZNF646	-0.2092
ZAR1	-0.3635
OSTbeta	3.62875
GALNT3	4.00325
IFT122	-0.495333333333333
LDB3	-0.1393
GARNL1	0.271071428571429
HOMEZ	0.605333333333333
LRRC6	3.50775
ANGPTL5	-2.25625
UBAC1	-0.727
DLEU7	-0.98675
RPL19	0.362875
TOP1MT	1.53116666666667
LOC643641	0.46325
MBD3L2	0.3085
NTSR1	0.220333333333333
WISP2	-4.78575
GPSM2	1.739125
RDH10	1.7135
PRKCG	0.315
HIST1H4J	0.5245
MON1B	0.4394
MLF1IP	-1.13816666666667
ZNF446	0.30325
COL4A5	-1.7591
SLC26A1	0.407714285714286
RGN	2.232375
CCNB1	-1.07625
C9orf165	0.16125
CCDC28B	-2.2065
CCDC97	0.158
FGR	0.79875
MSRB3	-1.5844
EPN2	-0.71725
COX15	-0.102166666666667
KCNK6	-0.9919
XK	1.09425
GDA	-0.967125
HEPH	3.03725
THRAP3	0.285
MET	1.55071428571429
PHYHIP	-1.10975
LYAR	0.464166666666667
ING3	0.7695
AK7	0.64775
CCT8L2	-0.318875
COPS7A	-0.848
WSCD1	-0.65275
RNF185	0.0205
TNS3	0.55975
KNDC1	-0.642333333333333
RWDD4A	0.189
MED13L	0.3023
ZFYVE1	-0.679875
C7orf44	-0.637166666666667
MRPL1	0.925
STGC3	-2.07075
TEAD1	-1.2675
RPL7A	0.216214285714286
ARL6IP1	0.1974
C1orf178	1.6095
CTAGE5	-0.317083333333333
TMEM184A	2.44016666666667
SLC25A14	0.85775
CACNG5	0.25275
ATXN10	0.3477
ECH1	-0.3086
CCL22	1.1575
CYP2F1	-1.657
GADL1	-0.048
TMEM19	0.9668
RUNX3	-1.21375
EFNB1	2.331
LIPN	0.6565
ACSM3	-1.959
SIGLEC8	0.240833333333333
ASCC3L1	-0.30475
NOL8	0.02825
RELT	-1.16266666666667
Magmas	0.56875
PPP1R15B	0.4017
C11orf2	1.00975
VKORC1	-1.77233333333333
MGC26647	-0.13675
TRPM6	2.97708333333333
UGT2B7	-0.381166666666667
FEV	-0.01875
FOXK2	0.0328
PDCD5	0.128833333333333
SLC8A1	0.2496
DGUOK	-0.0868333333333333
CLDN16	1.16
GAGE1	-0.8615
RBM17	0.2906
C1QTNF3	-1.418625
VGLL3	-0.905833333333333
UNQ5830	0.5605
CD1A	-3.48933333333333
SCGB1C1	-0.1205
SUPT4H1	-0.288875
TRAF5	1.597
ASAHL	0.775625
FAM73A	0.144666666666667
OR6B1	0.1165
WHSC1	-0.907
GFPT2	-2.8635
LOC339809	0.20075
STARD5	1.20708333333333
SIP1	-0.7445
DNAJC15	1.581
STAU2	0.4405625
FAM98A	0.00275
RAD23B	0.2210625
LRRC33	-1.21075
CHRAC1	0.52575
C21orf89	0.68125
C19orf43	0.395166666666667
KLK8	-1.27733333333333
CCNE1	0.563875
PKDREJ	2.22133333333333
SSU72	0.12425
C17orf73	0.4545
GPR78	1.0025
WHSC1L1	-0.1135
GSTA2	-0.644
SMUG1	0.611166666666667
UFM1	0.6473
AP3M2	-0.333916666666667
USP14	-1.124125
FBXL14	-0.913833333333333
DSTN	0.98725
SFRS14	-1.01125
FBXO31	-0.104833333333333
C12orf40	-0.14025
FRS2	0.164
NR2E3	-0.74525
TUBB2C	-0.28125
GMPR	-0.694333333333333
C9orf139	0
ING5	-0.310071428571429
LOC730092	1.38833333333333
ORM1	-4.8435
RP11-11C5.2	-0.736
HSPD1	0.6141
PIWIL3	-0.479
C5orf13	-1.8801
OR5R1	0.582
LCOR	1.5385
PLEKHA9	0.1355
CCDC43	-0.23725
ZNF232	-0.659
SLC6A7	-0.1155
ADH5	-0.2165
SHBG	-1.131
CROCCL2	-1.0325
PANX3	0.056
CDIPT	-1.018
SLC16A5	0.66875
TUBB	-1.28875
TOR3A	-0.0765
PREP	1.63233333333333
ENTPD8	0.326785714285714
CHMP1B	-0.78
SYT12	-1.5734
MYH6	-2.3118
MAP3K13	1.36816666666667
KLHL30	0.305333333333333
LCMT1	0.03375
EIF1AX	1.07983333333333
FOXD4L1	0.441
SLC24A5	-1.0315
RNF166	-1.0847
TJAP1	-0.36
TMEM156	-1.77133333333333
ZNF239	0.579
SNX19	0.3513
GKN1	0.206
FCN1	0.2684
C1QL1	-1.56325
ATP11C	-0.00837500000000001
ZNF35	0.1785
CARD8	0.114375
LIMD1	-0.102333333333333
KIAA0286	-0.622375
XRN2	-0.189666666666667
CD6	-0.788333333333333
TOX3	2.973
ZSCAN4	-0.979166666666667
RSRC1	-0.747125
COG1	0.31725
PTRF	-2.3315
C16orf35	-0.696125
FBXO24	-0.044
CHST11	-3.421
THRB	-0.2241
MYBPC1	0.28425
RNF39	0.523666666666667
PSMD11	-0.00425
ALAD	0.921333333333333
EN1	-1.5955
SLC9A9	-1.903
GSTM4	-0.0899
CDC42BPA	-0.637368421052632
RCSD1	-3.375
LUC7L2	0.1255
SPTBN1	0.4712
LOC146167	0.2915
BAT5	0.5695
ZNF452	-1.911
LSM4	0.060375
SRP72	-0.4549
SGK269	0.266833333333333
MTX1	-0.35725
CENTA1	2.1905
UNQ9433	2.147
ATR	0.2025
DDX49	0.205333333333333
PAQR8	2.22266666666667
C14orf174	-0.57725
GBGT1	-0.1605
THAP1	0.5675
OR10K1	0.512
RASIP1	-1.997
DPYD	-2.6711
DOHH	-0.20425
C18orf45	-0.0145
POF1B	6.3531
ZNF552	1.23325
USP32	-1.453625
MED27	-0.586666666666667
C14orf149	-2.23616666666667
PRDX4	0.5915
ABHD12	0.6107
AGT	-0.5415
SLC22A14	-0.29775
C1orf58	0.41275
PILRA	-1.17475
ABCF2	-0.239
C17orf85	-0.9889
TKTL1	-0.9195
FGF1	-0.78385
IL6R	-0.521833333333333
VPS25	0.42025
CHRNB2	-0.409125
COL7A1	-2.1224
LRRC48	-1.252
SPG20	-3.63483333333333
COX10	-0.024
GCA	1.181
ECEL1	-1.21316666666667
GLG1	-0.263166666666667
SRD5A2L2	0.63125
MUTYH	0.18975
ZNF70	-0.22325
L2HGDH	-0.18425
GPATCH2	-0.26775
ZNF655	0.177375
ZNF227	-0.373666666666667
MCOLN2	0.777333333333333
NQO2	-1.945
KCNQ5	0.2645
NEU1	1.08683333333333
QRICH1	-1.048
ZBTB20	-0.230166666666667
RPUSD3	-0.35
EPGN	-0.592
TSN	0.258666666666667
SPRY2	0.632666666666667
LZTFL1	-0.1085
GMFB	0.261875
PBEF1	0.2672
HBG2	-3.033
TMEM8	0.10175
PALM2-AKAP2	-0.506666666666667
NFYA	0.3045
FAM108A1	-0.552625
PBLD	2.21625
NRG4	-1.94
PIGF	0.19
PTGER1	1.084
NOS2A	4.98416666666667
C21orf34	-3.46283333333333
C21orf51	-0.0378333333333333
IL17C	0.46
TRMT6	0.923833333333333
ETV2	0.379166666666667
CCDC109A	1.11825
MYLK2	-1.2845
ATP10A	-0.9685
DPH4	-0.34825
C5orf5	0.1365
KCNA4	0.0263333333333333
NMNAT2	-2.20066666666667
GLYATL2	-0.2395
LSMD1	-0.83225
IL23R	0.13675
NRF1	0.2585
MUC15	-3.01183333333333
PRDM12	-0.219
PAQR4	-0.589785714285714
RBBP6	-0.675
IFI27	3.88125
SKAP2	0.889666666666667
TAGAP	-0.8115
TJP3	1.776
C9orf61	-2.59825
IDS	-0.344071428571429
PARG	0.43725
LOC131149	-0.0895
DYRK4	-0.160333333333333
MICALL1	-0.68475
GALR2	0.143
GPBP1L1	0.5475
TBX21	0.9115
KCNJ6	-0.925333333333333
GGN	0.04875
CASP5	1.48966666666667
RNF182	-5.5295
BRD4	-0.14575
DOK4	1.440375
SLC46A2	-0.218333333333333
SOX9	3.05666666666667
ZNRD1	0.848666666666667
PRR6	-0.21725
FAU	0.144375
DTNB	-0.134666666666667
CARD9	0.48575
STS-1	-1.97683333333333
SLC4A5	0.453375
NSBP1	-0.48925
UGCGL2	-0.6495
POTE15	-4.135
NOXA1	0.44425
RP13-347D8.3	0.58875
SAMD10	0.362
EP400NL	-1.239
TCF21	0.9265
AMELX	2.2605
JPH2	0.1343
SLA	-0.274125
DLST	0.196666666666667
SEPT12	-0.02025
RGS20	-4.1035
LXN	-0.774333333333333
ZNF419	-0.906
UPK3B	-0.407666666666667
RELL1	-0.5085
ESPNL	1.172
KLHL21	-0.660125
PI15	0.1105
C2orf61	-0.262
LOC407835	-0.314
RER1	0.0532499999999999
ELAVL2	0.9575
MGC26718	-1.9405
KLF2	0.4805
TNFAIP8L3	1.59575
TFE3	0.29825
C11orf17	-0.21475
15E1.2	0.90375
SNRPC	-0.561
DLGAP1	-0.85
PGLYRP1	0.06025
OVCH2	-0.2855
IRF7	0.2336
SET	-0.1424
NAB2	-1.1535
LRP5L	-0.048
FAM120A	0.5055625
ASCL2	4.41416666666667
SHH	1.217
ATP5H	0.133333333333333
THPO	-1.0392
TYRP1	-3.08466666666667
HIST1H3E	0.138666666666667
EIF2S1	0.377444444444445
TNFRSF17	-3.10066666666667
TARSL2	0.27425
NKX2-8	-0.056125
C1orf115	1.134375
LOC56964	0.256
KIAA0841	-0.33025
ISCU	-0.364
TTMA	0.3005
ZNF414	-0.037
LOC441150	0.15925
RAB15	2.39625
HBP1	-0.310166666666667
TNNT2	-1.43516666666667
CECR5	-0.17775
PHGDH	-0.9775
JRK	0.6823
XPO4	0.16025
FAM131C	0.186
ARHGAP25	-0.739166666666667
CA9	-0.645444444444444
GPR62	0.594166666666667
TLX1	1.38483333333333
GPS1	-0.42525
OR2M2	0.4115
BDP1	-0.613571428571429
FAM70B	0.0095
RPS29	0.53725
MKLN1	0.1321
TSPAN19	-2.39833333333333
SLC29A3	0.8708
LGALS4	6.87383333333333
USH2A	0.5225
NF1	0.407
APOBEC3A	0.592333333333333
IMPAD1	0.311166666666667
OLR1	-0.3275
NRAP	0.084
HCFC1R1	-0.865166666666667
TAOK2	-0.00416666666666666
MCM10	-0.5
MAP4K3	0.0851666666666667
CBS	-2.024875
CLK3	-0.5097
PCDHGA5	-0.113
ELF4	1.212
FAM71A	0.11375
C11orf49	0.39325
CLIP2	1.169
BTBD9	0.1288
ZNF524	1.90075
KDELR1	0.479166666666667
ZNF509	0.236
NCSTN	0.2315
ZNF533	-1.78215384615385
PARP4	0.769
GALNT9	-0.046
NPY	-2.609
BEGAIN	-2.40316666666667
TMEM77	0.336333333333333
FOXRED1	-0.7075
SLC16A2	-3.49516666666667
SLC35B1	-0.314
GK5	-0.0826666666666667
SDCCAG10	-0.66625
C4orf20	-0.0395
SLC9A2	0.15875
ADD1	-0.338071428571429
TAL2	-0.6415
ACLY	-0.251375
DNAJC1	0.4435
SOST	-1.97275
USP43	1.0685
CYP4F12	1.73825
FKBP5	-0.171
CHCHD5	0.1491
NUDT22	0.03075
CCDC85B	-0.33025
OR51G2	0.5875
STRN3	0.0442142857142857
TMOD2	0.20775
FLI1	-2.97275
MAB21L2	1.18483333333333
DGKQ	0.13225
VPRBP	0.318833333333333
SCNN1B	0.991
ECHDC3	1.3844
TMEM106C	0.32625
CSNK2A2	0.3745
RPL39	1.1166
HERC3	0.5389
ZBTB47	-1.1595
ZNF681	-0.53175
PAGE2	-1.7665
CLIC5	4.13264285714286
RABAC1	-0.067
ZFHX2	0.485
YPEL1	-0.955
KIAA0776	0.468
NR1D2	-0.1565
DNAJC4	-0.075625
NPNT	4.3479
ZNF677	-0.8735
ZNF536	-1.36075
MEF2B	0.0786666666666667
PTPN4	-0.16025
CTCFL	-5.475
STX5	-0.144166666666667
CD72	-0.2895
VEGFA	0.696315789473684
XRCC1	-0.3968
MAS1L	0.716333333333333
ELL	0.1845
SETBP1	-0.599
CDH11	-0.6485
NDC80	-1.54323076923077
DMBX1	-2.7055
NRSN1	0.1905
BAT2D1	-0.17375
CDS2	1.25083333333333
C1orf212	0.0625
SENP3	-1.19175
IL1F9	0.846
EEF2K	0.884
COG8	-0.60375
CEP72	0.24025
OR1L8	0.374
MUS81	-0.245083333333333
PHYH	0.715375
GGT6	1.83783333333333
C22orf23	-0.886166666666667
C13orf33	0.75075
MAPK8IP2	-0.21025
NELL2	-1.33375
POU3F2	-3.49783333333333
ALPK1	1.840875
MRPS18C	-0.118
RPLP2	0.75625
FGF22	-0.829
SPNS1	-0.5125
ZFP1	-0.6815
IL1RAPL1	-0.9805
PCSK9	-0.907
NKX2-1	0.794384615384615
C6orf189	0.5965
SP4	-0.8185
SLC11A1	0.4575
C21orf25	0.206166666666667
ICAM2	-0.51225
SH3GL1	-0.031
GSK3B	0.788833333333333
RALB	0.868625
PDXP	-1.0985
GNGT1	0.25475
KIR2DL1	0.296
TNFAIP3	0.704166666666667
C6orf32	-1.7101
CBLN2	-1.26475
PANK3	0.52475
TAAR9	0.469
WDR82	-0.0491428571428571
APOM	-2.0235
TRIP10	0.482
SPATA16	-0.00560000000000001
C1orf135	-0.258
USP51	-3.17325
TESK1	0.57275
C11orf64	0.197625
ZNF611	-0.229
PDE6G	-0.371
HLA-DQA1	0.203375
GCLC	0.733875
SEC61A1	0.277714285714286
TWSG1	-1.99066666666667
ZMYND10	-1.437
CTDP1	-0.933125
ADAMTS6	-0.452166666666667
SLIT1	-2.22875
KRT86	-1.0005
KIAA0574	1.88425
GTPBP2	-0.5147
PQLC3	0.045
PRRX2	-3.334
C15orf44	0.229166666666667
MKKS	0.861375
C11orf10	0.15875
GPR110	1.131125
CD109	-4.00891666666667
ADCY1	0.138333333333333
RHBG	-3.97525
TP53I3	0.51025
SLC22A3	1.6059
UCP2	-0.938
FOXG1	-2.471
OR2AG1	0.453
TRIM24	0.28875
PROC	-2.3085
TAAR6	0.34775
AMTN	-0.906
C10orf47	0.587666666666667
DEPDC1	-1.06125
FLJ45557	0.196
ZDHHC17	-1.1321875
KIAA1429	0.814
KCNH1	-0.03075
VNN3	0.3115
PSMAL	1.21975
PPARD	-0.2805
HFM1	-0.14475
YBX1	-0.408666666666667
ZNF695	-0.01925
SCTR	-0.159
DCDC1	-0.387
VPS26B	0.0795
MTF2	-0.485166666666667
ATP6V1F	0.23525
CCDC94	-0.48575
PERF15	0.767
CCL11	2.01525
LMO7	1.575625
DCST1	0.183
ADRBK1	0.426125
CDRT4	-1.06
ZNF84	-0.685
HOXD8	1.02225
STARD8	-1.5645
FOXP2	-0.55575
CCDC103	-0.0922499999999999
POLR3A	-0.3232
GSC	-3.56216666666667
ZNF114	-2.21116666666667
HTR7P	0.4595
LALBA	-0.7965
RMND5A	0.415333333333333
PSCD2	0.07825
ZNF409	0.4825
KRTAP1-3	0.115833333333333
MAF1	0.12425
LOC201725	-0.158166666666667
NRN1	-1.3845
SPAG5	-0.966166666666667
DNAH7	0.294
FLJ43860	0.0595
BRCA2	0.14525
ACADM	-1.497625
CXXC6	-3.21125
RAGE	-1.4935
CHMP2A	0.1645
FAM8A1	0.1961
GPR21	0.0125
SLC12A3	-2.80633333333333
FVT1	-0.299357142857143
ZDHHC7	-0.362875
FLJ44048	-0.26975
SLC44A3	4.41533333333333
SDSL	0.5255
MMP8	-0.5485
PLA2G12B	3.56366666666667
ACY1	0.45825
MT1E	-0.7365
OR4K15	-0.112
TECTB	-0.0795
GPR20	0.662
IRAK2	0.58475
RFPL3	-0.46275
MYO9A	-0.104
NARG1L	0.106
BLMH	-0.7715
CCDC3	2.24433333333333
C9orf21	-2.29733333333333
KIAA0513	-0.9925
MIER2	0.081
PNMA2	-2.296
SH3BP2	0.5915
ANXA10	-1.50275
RTN2	-2.31533333333333
TFB1M	-0.8455
PRPH2	0.6175
C14orf133	-0.216
GOLGB1	0.183166666666667
IRX4	-2.48725
NFKBIL1	-0.1235
C10orf62	-0.03675
APBB3	-1.131
RPS10	0.6931
LOC728378	-2.6335
TLE3	-0.112166666666667
PSMB7	-0.640125
MESDC1	0.7045
SLC6A1	0.501166666666667
OCLN	2.11483333333333
PTTG3	-0.411666666666667
NAGLU	0.04825
SERTAD4	-3.2655
SPRY1	0.9935
FLJ10781	-2.03708333333333
MYSM1	0.06075
TRIM4	0.5125
SH3YL1	2.072375
TREM2	-0.3135
SERPINI1	-1.36175
HDHD3	1.958125
TMEM38A	0.2355
EID2B	-3.402
TDRD3	-0.35
SEDLP	-0.31425
THSD7A	-0.0428333333333333
NDST3	-2.2125
KLHL15	0.0480833333333333
DHRS12	1.091
FBXO9	-0.947
TNPO1	-0.775666666666667
MRPL13	1.06266666666667
SNX5	0.0738333333333333
METTL6	-0.1925
SOD1	-0.148125
CHML	-1.57466666666667
PACS1	-0.9925
SIRT5	0.2452
CAPN2	-0.718
FXYD5	-0.0408333333333334
TWISTNB	0.357375
LRFN1	0.0521666666666667
UBE1L	1.00825
UBE1C	0.17075
OR51B2	-0.24825
OR4D11	1.6435
C15orf2	1.499
NR4A1	1.54283333333333
LOC339047	-1.0985
TRIM17	-0.99575
ATP5G3	0.121857142857143
RPL15	-0.165583333333333
ADAMTS8	-0.91425
HOXC4	-0.166
C14orf37	0.998
CEACAM5	5.535625
MYT1L	-0.129833333333333
RASA2	-0.542625
OSBPL7	-0.2995
STAG1	0.026
GIMAP4	2.22833333333333
FUT3	5.257
PIF1	-1.52475
LPIN2	-0.3703
SH3PX3	0.814
PDP2	0.2095
PAPD1	0.2425
ERP27	3.88775
APOOL	0.8812
DIABLO	0.2155
TRHR	0.2885
ARMC9	-1.389625
RNF152	0.02425
SLITRK3	0.277666666666667
ZNF211	-0.9419
PFDN1	0.111875
RGS11	-1.008375
HS6ST1	0.1106
AKR1D1	-2.03833333333333
TNP2	0.406333333333333
STK31	5.03366666666667
EML4	0.506833333333333
SGTA	-0.625666666666667
HIST1H2BI	-0.995166666666667
PSMD6	-1.64866666666667
KIAA1257	3.79275
C18orf55	-0.965166666666667
FLJ20273	2.922
RPL28	-0.378833333333333
EPYC	0.5085
NOX3	0.0725
ELAC1	0.6005
METT11D1	-0.66975
BIN2	-0.312
NACA2	-0.04875
CCDC17	-0.65725
HM13	-0.3399
UBOX5	0.2525
UBE2O	-0.58125
UBL5	-0.24575
APOLD1	0.67075
C9orf31	0.334
TNFSF8	0.112
