Hybridization REF	TCGA-AA-A00R-01A-01R-A002-07
SPG21	0.01075
ZNF302	-2.0099
DOK3	1.263125
GRIN1	0.292
OR1A1	0.536
CALU	-0.353666666666667
ANKFY1	0.0105
C9orf84	-0.1385
CLEC2L	0.14625
LIMCH1	-0.15625
RWDD1	-0.161333333333333
VHLL	0.09975
SLC18A2	1.011
UPK3A	-0.825333333333333
FIP1L1	-0.05875
LENEP	-0.0898333333333333
RHOB	-1.07116666666667
RIBC2	0.50025
GNPNAT1	0.669
TBC1D10C	1.52775
MMAA	2.42625
INTS9	0.0725
HOOK2	0.0865
CCNG1	-0.653666666666667
CCDC144B	0.308
MTMR7	0.8925
NEU4	-2.81233333333333
HADH	0.92325
CCKAR	-0.676
TMEM173	2.5605
AFAR3	-0.06375
PTH2R	-0.02475
IFI30	2.32575
GLUL	-0.1253
TMEM71	0.125333333333333
C20orf165	-0.3355
BFAR	-0.775125
ZNF14	0.51875
KLHL8	0.268285714285714
PPIL2	-0.500166666666667
CTA-126B4.3	0.0731666666666667
C5orf37	-0.907375
SLC27A4	0.354166666666667
KLHL22	-0.464875
GJB2	4.5472
HSPBP1	0.52525
PRKD1	-2.41333333333333
SOX8	-0.559125
KIAA0195	-0.463166666666667
MICALCL	1.50866666666667
ICAM1	1.6785
C10orf126	-0.2475
SIX4	-1.780875
BCL2L1	-0.4971
CD19	1.39316666666667
RAPGEF3	0.409666666666667
KIAA0974	-0.3875
MAPK3	-0.799166666666667
OR10A3	0.064
MAP2K1IP1	0.1415
STK4	0.299333333333333
CHIC2	0.0474
DLX5	-1.92716666666667
ZNF367	0.21825
FBXO41	-0.44125
ADK	0.017875
hCG_1995786	-0.0293333333333333
GTPBP10	0.30375
TGOLN2	0.68425
CTBS	0.276333333333333
FGD1	-1.00025
ETS1	1.00783333333333
EDC4	-0.417125
GSTA3	-1.73975
HOXB6	-1.13016666666667
C9orf131	0.25225
BCAS1	-3.34675
U2AF1L4	-0.1005
PDHA2	0.379166666666667
SORD	1.946125
SLC25A33	-0.2985
WDHD1	-0.30775
OR8K5	0.4555
RNASE11	0.8095
STAP2	0.827
TRIM44	-0.8571
CHCHD8	-0.171
SIDT2	0.154833333333333
OR2B3	1.0895
TRRAP	0.08975
TRAF1	0.694666666666667
RYR2	-1.2105
FAM71B	0.1415
SLC45A4	2.198
TRIM32	-0.0935
ATP6V1G1	-0.782
TRA16	0.107125
SERHL2	-0.403
PRKY	1.7285
NPR2	-0.42925
TAS2R40	0.78275
OR5I1	0.3985
ZFYVE26	0.218333333333333
WFDC11	-0.098
CSH2	0.16025
OR2T8	-0.04725
TBX20	0.789
LYPD5	3.68266666666667
STOML2	-0.0178333333333333
ALPI	-0.00387499999999999
FAT3	-0.576625
ZNF273	-0.800875
NPSR1	4.285
FLAD1	-0.039
RAB5C	0.39675
TTLL3	-0.95075
KIAA1618	1.3895
NPPC	-1.8115
ZEB2	0.4473
MRP63	0.096375
WSCD2	-0.69475
NEUROD4	-0.03875
SNAPAP	-0.14125
MTMR2	-0.282705882352941
STK35	-0.202
USP48	0.428625
NR1H4	-4.615
RASL10A	-0.7935
SSTR1	1.66725
C1orf35	-0.3065
APOBEC3C	-1.1865
RUSC2	-0.115666666666667
SALL4	-3.4995
ZCCHC8	-0.35575
RAD17	-0.440125
ZNF708	0.134
LILRB5	2.323125
TEX12	0.0805
C9orf79	0.1405
ARHGEF1	0.239333333333333
ABCA4	-2.1546
RNF214	-0.18275
PPAPDC2	0.20975
ARID4A	0.341833333333333
SYCP2	-1.917125
OPRM1	-0.104666666666667
RP13-102H20.1	-5.16
CYP26B1	-0.58
APCDD1	0.2925
PCCA	0.5785
ALS2CR7	0.002
AQP5	-0.1895
YLPM1	0.354625
PRKAR1B	-0.6997
IL16	0.7585
TCF3	-0.61125
ZSWIM7	-1.1045
SERPINE1	-1.8228
BAI2	-0.9955
SMC5	0.424428571428571
SMN1	-0.858
SLC13A5	-3.160125
POU2F3	-0.85
BACH1	0.3215
GMCL1L	0.567333333333333
PPP2R2D	0.25625
LRRC51	0.115416666666667
EDARADD	-0.3595
LRRC3	0.7245
FAM124B	-0.8225
C20orf70	-0.4075
LOC285735	-1.4445
CTBP2	1.315
ZMYND11	1.182625
CDH23	-0.0465
OR1N1	-0.643
LOC400590	-0.06825
PDK1	-0.65625
LMTK3	-0.1005
USHBP1	0.7795
ZFYVE21	-0.45625
hCG_21078	0.346
OAF	-0.27025
WDR41	0.31325
SPINK6	-0.31825
GDEP	0.4895
MEG3	-1.7653
OXSR1	0.0468571428571429
RAD51	0.0401666666666667
RPL13A	0.39025
DYRK1A	0.2235
FLJ25791	0.8275
SARDH	-0.7007
RBBP5	0.371666666666667
ORC2L	-0.06075
NCAPH2	0.0116666666666667
RNASET2	-0.473166666666667
WDR79	-0.0205
FLJ39779	0.647
C3orf1	-0.33275
DDX23	0.4525
MGC40574	0.48225
MORC4	1.5575
MYRIP	1.57736363636364
LY6E	0.74375
SLC39A11	1.233625
ATP12A	-1.052
AUP1	0.0305
PIP	0.18275
CORO7	-0.2325
PITPNM3	0.726
ENPP1	-1.80366666666667
PPP1R1C	-2.47533333333333
NRBP2	-0.61675
KCNE2	-1.5735
P2RX4	0.35675
CCND2	1.83946153846154
OR5T3	-0.0175
CUL4A	0.467666666666667
CFB	2.359
PCP4	-3.14866666666667
HEMGN	-5.9115
UBIAD1	0.7825
CDC42BPB	1.3641
CYB561D1	-0.053
RIMS2	-1.634125
ZNF488	-0.95625
RNMTL1	1.0235
SART3	0.451833333333333
CAPN10	0.100357142857143
CCR5	4.84433333333333
APOA1BP	-0.0565
NDUFS5	0.11325
PDLIM3	0.3582
VPS24	0.8691
SCN8A	-1.757875
C1orf67	-5.239
MRCL3	1.16883333333333
TMEM145	-0.01075
KCTD16	-0.1218
RNF149	0.99025
FDXR	0.24175
CDCP1	2.78416666666667
PAX3	-3.8876
LASS4	-2.35975
HSD17B8	0.74075
YAP1	0.08075
NNT	-2.916
SC5DL	-0.90225
DKFZp566H0824	-0.908
KSR2	0.920833333333333
RAD21	0.333066666666667
ST8SIA2	-0.6565
L3MBTL3	-0.13725
SNRPB	-0.62575
MGC14425	-1.18125
MIF	0.33825
TAPT1	0.281625
IRF8	3.632
PRO0132	-0.433
HERV-FRD	-0.203
ACD	-0.264333333333333
BCL3	1.7395
SPATA13	2.5035
MRLC2	0.8355
F2RL3	0.82775
CFHR3	0.6635
DUSP15	0.3595
TMEM46	-3.18783333333333
SF3B4	-0.595166666666667
MAP7D3	0.21225
STELLAR	-1.005
SEMA5A	-2.831
H2BFS	-1.89175
LRRC28	0.306833333333333
MORN2	-0.348
XYLB	0.621375
WDR21C	0.02625
HIATL1	-0.01725
ADAMTS10	0.305833333333333
WDR55	0.69875
MFSD5	-0.198333333333333
OR4N2	0.218
DUSP16	0.590055555555556
NLGN4Y	-2.3906
INHBC	-0.0846666666666667
NUMA1	-0.77275
DEFB123	-0.585333333333333
GIPC1	-0.05475
MGC27348	-0.104
FLJ33590	0.2025
FZD1	-0.5346
MKL1	0.349166666666667
SAA2	4.139
C1orf94	-2.4195
C7orf28B	-0.3955
TMEM185A	0.11185
ZZZ3	0.215
C16orf5	-1.1705
GALNAC4S-6ST	-1.3295
C1orf186	1.1865
IGFBP4	-1.878
NDUFA10	-0.292333333333333
CLIC2	0.2355
RNF13	0.038
GPR103	-2.02525
CD69	-1.257
MYOZ1	-0.2045
IFNB1	-0.762
CLNS1A	-0.689
CXorf45	-0.41475
ZXDB	-0.0775
FUNDC2	-0.8185
GPA33	5.14125
C9orf70	0.55575
SLC2A9	-0.82475
LOC126520	-0.596
MAGEB1	-0.23475
LCE2A	0.199
C18orf34	0.7265
FMNL2	-0.845125
KRT85	0.47625
CRYGA	0.527
GEM	-0.65675
THAP6	0.597
ALKBH3	0.355333333333333
TM6SF2	-0.76225
C20orf82	-0.98625
RANBP2	0.530166666666667
LIG3	0.1696
RETSAT	0.7645
OR8S1	1.7615
CAST	0.57025
TGFBI	-0.0967
C15orf37	-0.465875
PGM3	0.0255
SLC4A11	-0.568
FAM123C	0.041
TAOK1	0.778
CISH	0.602
OGDHL	-1.6045
SPINT2	1.51416666666667
ZNF33A	0.088
CLDN18	0.525
RNF128	-3.9615
CCDC71	1.113
RASSF6	3.01
HSPG2	0.142
ATP6V0E1	0.923
ABHD6	0.52525
CD274	3.257
GCNT1	3.42525
NT5C1A	0.148333333333333
TM4SF5	-3.16525
C21orf58	-1.4315
SUCLA2	0.03975
RFTN2	1.32075
SCNM1	-0.6165
SLC9A10	0.2645
FUNDC1	-0.82975
SLC35F4	-3.1645
AMD1	0.81775
COL6A6	1.42
OR4K2	0.2865
TRIB2	1.75175
LOC91461	-2.449
GHSR	0.8675
ATP8B1	1.714125
C1orf78	0.168
RNF183	1.955
STX4	0.366
TPPP2	-0.270125
MYBPHL	-2.638
TXNDC6	0.0608
C9orf47	0.4755
FAM137B	-0.401
FANCB	-1.15175
C11orf9	0.333
DPY19L1	0.842
VDAC2	0.2735
VHL	0.073
LMBR1	0.27275
C8orf44	-0.43025
ZPBP	0.7705
FGF23	-1.39133333333333
C21orf67	0.78475
PCNT	0.474375
BCKDHB	1.3369
GALNTL5	0.43275
BET1	-0.915
ARL13A	-0.6665
HDAC6	-0.69175
N4BP3	-0.0405
OTOP1	0.0171666666666667
TTC30A	-0.28525
CRISP1	-0.205
KRT32	-0.7655
VSTM1	0.8125
ZNF622	-0.4425
POLR3B	-0.0925
DNAJC10	-0.61925
C12orf54	0.116
ADIPOQ	-0.161
RIT2	-0.512
CD44	-0.14565
ABCA3	1.02325
RPS17	-1.0105
FEZF1	0.708
PCDHB15	-2.485
KCNMA1	-1.06909090909091
CCDC116	-1.3305
C15orf27	-2.2165
NARG2	-0.222625
ITGA5	-0.882
MEFV	1.152
TUT1	-1.04
LOC541473	-0.015
NMBR	-0.466
GLT1D1	-1.757
ABCB7	0.36675
PFKP	-0.00163636363636364
C9orf91	-0.3424
LRRC41	-0.821166666666667
C1orf85	-1.36133333333333
ATP5F1	0.346
STOX1	2.36225
GFOD2	-0.06625
SLC25A3	0.486875
ZNF646	-0.0529
ZAR1	-0.901
OSTbeta	-1.06975
GALNT3	3.6265
IFT122	-0.4835
LDB3	0.5409
GARNL1	0.0619285714285714
HOMEZ	0.274666666666667
LRRC6	0.0155
ANGPTL5	-1.8495
UBAC1	-0.317
DLEU7	-0.214333333333333
RPL19	0.067625
TOP1MT	0.311666666666667
LOC643641	0.343375
MBD3L2	0.566
NTSR1	-0.2085
WISP2	-3.89675
GPSM2	0.651625
RDH10	1.019
PRKCG	1.028
HIST1H4J	-0.6615
MON1B	0.2114
MLF1IP	-0.442166666666667
ZNF446	-0.40075
COL4A5	-2.4797
SLC26A1	-0.0871428571428571
RGN	-3.1145
CCNB1	-0.534
C9orf165	-0.56825
CCDC28B	-2.4
CCDC97	0.371
FGR	2.65975
MSRB3	-0.422888888888889
EPN2	-1.00225
COX15	0.584166666666667
KCNK6	0.0602
XK	0.50675
GDA	1.54725
HEPH	2.811375
THRAP3	1.4255
MET	0.886857142857143
PHYHIP	-1.18675
LYAR	0.236666666666667
ING3	-0.23825
AK7	-2.23125
CCT8L2	0.0481666666666667
COPS7A	-0.5555
WSCD1	0.43175
RNF185	0.024
TNS3	1.0095
KNDC1	-1.00316666666667
RWDD4A	-0.171166666666667
MED13L	0.0527
ZFYVE1	-0.48475
C7orf44	-1.17433333333333
MRPL1	-0.2355
STGC3	-1.78525
TEAD1	-0.661833333333333
RPL7A	-0.585214285714286
ARL6IP1	1.1111
C1orf178	2.661
CTAGE5	0.246916666666667
TMEM184A	-0.771833333333333
SLC25A14	0.564
CACNG5	0.06825
ATXN10	-0.1592
ECH1	0.2978
CCL22	1.06225
CYP2F1	-2.51916666666667
GADL1	0.3675
TMEM19	0.7658
RUNX3	2.51375
EFNB1	1.51816666666667
LIPN	-0.423
ACSM3	-2.5135
SIGLEC8	1.34716666666667
ASCC3L1	-0.37275
NOL8	0.433375
RELT	-0.5115
Magmas	0.39425
PPP1R15B	0.1868
C11orf2	0.258
VKORC1	-2.1385
MGC26647	-0.438
TRPM6	0.083
UGT2B7	0.463833333333333
FEV	-0.0425
FOXK2	0.3518
PDCD5	-0.0858333333333333
SLC8A1	2.7985
DGUOK	-0.598833333333333
CLDN16	0.4875
GAGE1	-1.267
RBM17	0.5812
C1QTNF3	-1.43225
VGLL3	-0.41
UNQ5830	0.755
CD1A	-2.0975
SCGB1C1	0.4665
SUPT4H1	0.562875
TRAF5	-0.3065
ASAHL	1.619
FAM73A	0.7175
OR6B1	0.174
WHSC1	-0.18635
GFPT2	-0.65925
LOC339809	0.5745
STARD5	1.0535
SIP1	-1.0175
DNAJC15	1.82625
STAU2	-0.097875
FAM98A	1.041375
RAD23B	0.0295625
LRRC33	-1.0025
CHRAC1	0.65975
C21orf89	0.21875
C19orf43	0.506833333333333
KLK8	-4.669
CCNE1	0.366375
PKDREJ	0.591333333333333
SSU72	0.69425
C17orf73	0.282
GPR78	1.1485
WHSC1L1	1.1881
GSTA2	-3.33825
SMUG1	-0.194833333333333
UFM1	0.6073
AP3M2	0.61525
USP14	0.12475
FBXL14	0.768333333333333
DSTN	0.114
SFRS14	-0.8245
FBXO31	0.423833333333333
C12orf40	-0.915
FRS2	0.71775
NR2E3	-1.71425
TUBB2C	-0.06025
GMPR	0.368666666666667
C9orf139	1.2045
ING5	-0.193642857142857
LOC730092	0.508833333333333
ORM1	-4.9
RP11-11C5.2	-0.2505
HSPD1	0.8001
PIWIL3	-0.0355
C5orf13	-2.7057
OR5R1	0.464
LCOR	1.458125
PLEKHA9	-0.5775
CCDC43	-0.15475
ZNF232	0.7035
SLC6A7	0.444
ADH5	0.622083333333333
SHBG	-1.618
CROCCL2	0.00975000000000001
PANX3	-0.231
CDIPT	-0.547
SLC16A5	-0.49175
TUBB	-0.4593125
TOR3A	0.6623
PREP	0.4415
ENTPD8	0.0556428571428572
CHMP1B	-0.15925
SYT12	-0.4832
MYH6	-1.8902
MAP3K13	1.544
KLHL30	0.044
LCMT1	-0.1635
EIF1AX	0.898416666666667
FOXD4L1	0.001
SLC24A5	-4.0965
RNF166	-0.2337
TJAP1	-0.76825
TMEM156	0.714666666666667
ZNF239	0.2755
SNX19	0.6631
GKN1	-0.32925
FCN1	2.4828
C1QL1	-0.718
ATP11C	0.880375
ZNF35	1.016
CARD8	0.815375
LIMD1	0.733333333333333
KIAA0286	-0.315625
XRN2	-0.498333333333333
CD6	1.4905
TOX3	1.762625
ZSCAN4	-0.617
RSRC1	-0.3245
COG1	-0.181
PTRF	-0.2316
C16orf35	-0.411
FBXO24	0.12325
CHST11	-0.04225
THRB	1.0353
MYBPC1	-0.04475
RNF39	-0.721666666666667
PSMD11	0.26625
ALAD	-0.578666666666667
EN1	-1.08225
SLC9A9	-0.2565
GSTM4	1.4497
CDC42BPA	0.235421052631579
RCSD1	-0.01175
LUC7L2	-0.1342
SPTBN1	1.6479
LOC146167	0.124
BAT5	0.6604
ZNF452	0.337625
LSM4	0.07475
SRP72	-0.273
SGK269	0.23525
MTX1	-0.48825
CENTA1	1.946
UNQ9433	-0.147
ATR	0.189416666666667
DDX49	-0.00716666666666667
PAQR8	0.8065
C14orf174	-0.2095
GBGT1	-0.76225
THAP1	0.705
OR10K1	0.2715
RASIP1	-1.57033333333333
DPYD	0.5769
DOHH	0.046
C18orf45	-0.50025
POF1B	5.5348
ZNF552	1.23
USP32	-1.261
MED27	-0.659666666666667
C14orf149	-1.91116666666667
PRDX4	-0.1515
ABHD12	0.1339
AGT	-4.74475
SLC22A14	-0.3275
C1orf58	0.698
PILRA	-1.12325
ABCF2	-0.20325
C17orf85	0.6944
TKTL1	-0.832
FGF1	-0.0823
IL6R	0.633
VPS25	-1.03825
CHRNB2	-0.469625
COL7A1	-0.7363
LRRC48	-0.744
SPG20	-1.60258333333333
COX10	0.36175
GCA	1.094
ECEL1	-0.6985
GLG1	0.0928333333333333
SRD5A2L2	-0.457
MUTYH	-0.714125
ZNF70	0.27475
L2HGDH	-0.57975
GPATCH2	-1.4435
ZNF655	-1.893625
ZNF227	-1.524
MCOLN2	2.313
NQO2	-0.01225
KCNQ5	-0.3875
NEU1	-1.14483333333333
QRICH1	0.357
ZBTB20	-1.28
RPUSD3	-0.571
EPGN	-2.0845
TSN	0.242166666666667
SPRY2	-0.3275
LZTFL1	0.1865
GMFB	0.1245
PBEF1	0.8721
HBG2	-2.993
TMEM8	0.40575
PALM2-AKAP2	-0.555333333333333
NFYA	-0.21125
FAM108A1	-0.0215
PBLD	0.41625
NRG4	-3.058
PIGF	-0.0425
PTGER1	0.52775
NOS2A	5.0825
C21orf34	-3.0494
C21orf51	-0.946583333333333
IL17C	0.63
TRMT6	-0.00266666666666667
ETV2	0.934833333333333
CCDC109A	1.4315
MYLK2	-1.6485
ATP10A	0.1472
DPH4	-0.3015
C5orf5	1.312
KCNA4	-0.1946
NMNAT2	-1.05933333333333
GLYATL2	-1.214
LSMD1	1.1065
IL23R	-0.9565
NRF1	0.88575
MUC15	-2.4794
PRDM12	-0.5405
PAQR4	0.163785714285714
RBBP6	-0.5695
IFI27	4.19475
SKAP2	0.838166666666667
TAGAP	2.675
TJP3	0.676
C9orf61	-0.709
IDS	-0.244071428571429
PARG	-0.16725
LOC131149	0.5155
DYRK4	0.306
MICALL1	0.23425
GALR2	-0.284
GPBP1L1	0.334375
TBX21	5.88225
KCNJ6	-0.9465
GGN	0.0615
CASP5	1.43916666666667
RNF182	-6.854
BRD4	0.77875
DOK4	0.76725
SLC46A2	0.754333333333333
SOX9	0.426583333333333
ZNRD1	0.175666666666667
PRR6	0.27925
FAU	0.028625
DTNB	-1.331
CARD9	0.67225
STS-1	0.3195
SLC4A5	0.4705
NSBP1	-3.4845
UGCGL2	-0.539833333333333
POTE15	-3.6155
NOXA1	0.103
RP13-347D8.3	0.15375
SAMD10	0.0371666666666667
EP400NL	-1.15675
TCF21	1.78625
AMELX	0.724
JPH2	0.1223
SLA	2.790375
DLST	1.57683333333333
SEPT12	0.0255
RGS20	-4.36375
LXN	-0.620666666666667
ZNF419	-1.267375
UPK3B	-0.378
RELL1	-0.4705
ESPNL	-1.0655
KLHL21	-0.405125
PI15	0.4985
C2orf61	1.036
LOC407835	-0.196333333333333
RER1	0.294166666666667
ELAVL2	2.6405
MGC26718	-0.034
KLF2	0.8345
TNFAIP8L3	0.42775
TFE3	0.04125
C11orf17	0.389625
15E1.2	0.353
SNRPC	-0.5085
DLGAP1	-0.90075
PGLYRP1	0.183375
OVCH2	-0.1155
IRF7	1.1297
SET	-0.0683999999999999
NAB2	-1.35283333333333
LRP5L	0.583
FAM120A	1.3828125
ASCL2	1.02966666666667
SHH	1.3775
ATP5H	0.344333333333333
THPO	-0.9605
TYRP1	-4.73033333333333
HIST1H3E	-0.973333333333333
EIF2S1	0.648333333333334
TNFRSF17	0.0533333333333333
TARSL2	0.92725
NKX2-8	0.647125
C1orf115	1.064
LOC56964	0.467
KIAA0841	0.457
ISCU	-0.107
TTMA	-0.3545
ZNF414	-0.284
LOC441150	-0.347
RAB15	1.121
HBP1	-0.778
TNNT2	-1.59166666666667
CECR5	0.05275
PHGDH	-4.870125
JRK	0.4793
XPO4	0.378
FAM131C	0.2755
ARHGAP25	1.48866666666667
CA9	1.39111111111111
GPR62	-0.0363333333333333
TLX1	1.88533333333333
GPS1	-0.64525
OR2M2	0.345
BDP1	1.02257142857143
FAM70B	0.0315
RPS29	0.158416666666667
MKLN1	0.1732
TSPAN19	-3.456
SLC29A3	0.2726
LGALS4	5.8035
USH2A	0.283333333333333
NF1	0.326166666666667
APOBEC3A	2.059
IMPAD1	0.792666666666667
OLR1	1.14083333333333
NRAP	-0.126
HCFC1R1	-0.638666666666667
TAOK2	0.703666666666667
MCM10	0.0353333333333333
MAP4K3	-0.38675
CBS	-2.473625
CLK3	-0.8927
PCDHGA5	-0.414
ELF4	1.07825
FAM71A	-0.36675
C11orf49	0.10525
CLIP2	0.23475
BTBD9	0.4157
ZNF524	1.5415
KDELR1	0.546
ZNF509	0.2755
NCSTN	-0.1125
ZNF533	-0.301928571428571
PARP4	1.275625
GALNT9	-0.191
NPY	-2.54475
BEGAIN	-1.97016666666667
TMEM77	0.0766666666666667
FOXRED1	-0.156666666666667
SLC16A2	-2.51566666666667
SLC35B1	-0.3275
GK5	0.0535
SDCCAG10	-0.55675
C4orf20	-0.3675
SLC9A2	-2.162
ADD1	0.676428571428571
TAL2	-0.895666666666667
ACLY	-0.738
DNAJC1	0.5295
SOST	-2.12425
USP43	2.887
CYP4F12	-0.164
FKBP5	1.7455
CHCHD5	-0.1492
NUDT22	0.322
CCDC85B	-0.74175
OR51G2	0.6405
STRN3	0.325071428571429
TMOD2	0.8685
FLI1	0.41125
MAB21L2	1.65483333333333
DGKQ	0.30925
VPRBP	0.349166666666667
SCNN1B	-1.3134
ECHDC3	-2.3334
TMEM106C	0.99125
CSNK2A2	-0.429
RPL39	0.7879
HERC3	0.4558
ZBTB47	0.127833333333333
ZNF681	-0.09475
PAGE2	-3.36475
CLIC5	5.3315
RABAC1	0.43725
ZFHX2	-0.5055
YPEL1	-0.489833333333333
KIAA0776	0.11525
NR1D2	-1.09675
DNAJC4	-0.35725
NPNT	2.8148
ZNF677	-0.2725
ZNF536	-0.855
MEF2B	0.25725
PTPN4	0.317625
CTCFL	-7.276
STX5	-0.0195
CD72	2.71625
VEGFA	-0.57621052631579
XRCC1	-0.9715
MAS1L	0.157
ELL	0.3425
SETBP1	-0.83325
CDH11	1.03866666666667
NDC80	-0.605615384615385
DMBX1	-0.40225
NRSN1	0.0116666666666666
BAT2D1	0.24125
CDS2	0.364666666666667
C1orf212	0.379666666666667
SENP3	-0.598
IL1F9	0.2595
EEF2K	-0.20925
COG8	-0.18575
CEP72	-0.7305
OR1L8	0.35
MUS81	-0.336916666666667
PHYH	0.450875
GGT6	2.14183333333333
C22orf23	-1.32291666666667
C13orf33	2.50575
MAPK8IP2	2.08025
NELL2	0.6535
POU3F2	-4.265
ALPK1	2.23525
MRPS18C	-0.39775
RPLP2	0.22225
FGF22	0.7315
SPNS1	-0.508333333333333
ZFP1	-0.46975
IL1RAPL1	-1.59975
PCSK9	-1.3905
NKX2-1	-0.473571428571428
C6orf189	0.30275
SP4	0.015
SLC11A1	1.8064
C21orf25	0.774333333333333
ICAM2	-0.666125
SH3GL1	-0.217166666666667
GSK3B	0.327333333333333
RALB	1.312375
PDXP	-1.23133333333333
GNGT1	-2.591375
KIR2DL1	2.45
TNFAIP3	1.58275
C6orf32	1.2663
CBLN2	-1.9495
PANK3	0.33675
TAAR9	-0.007
WDR82	-0.130714285714286
APOM	-3.397
TRIP10	-0.13975
SPATA16	0.121666666666667
C1orf135	-0.2555
USP51	-1.6575
TESK1	0.9605
C11orf64	0.1785
ZNF611	-0.4475
PDE6G	0.4225
HLA-DQA1	2.033625
GCLC	-0.093625
SEC61A1	0.170071428571429
TWSG1	0.558416666666667
ZMYND10	-1.10725
CTDP1	-0.02425
ADAMTS6	-0.592666666666667
SLIT1	-1.81725
KRT86	-0.965
KIAA0574	-2.073
GTPBP2	-0.5714
PQLC3	1.258
PRRX2	1.30033333333333
C15orf44	-0.00466666666666666
MKKS	-0.154375
C11orf10	-0.46725
GPR110	-0.60425
CD109	-2.6125
ADCY1	0.0656666666666667
RHBG	-2.12825
TP53I3	-0.484875
SLC22A3	1.3736
UCP2	-0.83575
FOXG1	-3.09833333333333
OR2AG1	0.293
TRIM24	-0.235
PROC	-3.66425
TAAR6	0.1315
AMTN	-1.4445
C10orf47	0.150833333333333
DEPDC1	0.37975
FLJ45557	-0.66675
ZDHHC17	-0.3258125
KIAA1429	0.529833333333333
KCNH1	-0.144
VNN3	3.101875
PSMAL	6.30325
PPARD	0.291125
HFM1	-2.02075
YBX1	-0.0821666666666667
ZNF695	-0.4565
SCTR	-0.210333333333333
DCDC1	-0.4335
VPS26B	0.6179
MTF2	-0.583166666666667
ATP6V1F	-0.38125
CCDC94	-0.207
PERF15	-0.466
CCL11	4.22125
LMO7	1.41
DCST1	1.295
ADRBK1	0.450125
CDRT4	0.1525
ZNF84	-1.946
HOXD8	0.11925
STARD8	-0.974
FOXP2	-1.07871428571429
CCDC103	0.1235
POLR3A	0.0751
GSC	-2.5355
ZNF114	-0.451333333333333
HTR7P	-0.1425
LALBA	-0.149
RMND5A	-0.0628333333333333
PSCD2	-0.08875
ZNF409	0.239
KRTAP1-3	-0.0668333333333334
MAF1	-0.17375
LOC201725	0.222666666666667
NRN1	-1.476625
SPAG5	-0.303666666666667
DNAH7	-0.307833333333333
FLJ43860	0.2565
BRCA2	1.19125
ACADM	-0.722875
CXXC6	-4.783875
RAGE	-1.969
CHMP2A	-0.00725
FAM8A1	1.3992
GPR21	1.056
SLC12A3	-3.25
FVT1	0.928357142857143
ZDHHC7	-0.564125
FLJ44048	0.439
SLC44A3	3.79116666666667
SDSL	0.760833333333333
MMP8	-1.049
PLA2G12B	-4.1815
ACY1	-0.41725
MT1E	1.80083333333333
OR4K15	-0.403
TECTB	1.323
GPR20	0.46275
IRAK2	-0.0435
RFPL3	-0.757
MYO9A	-0.092
NARG1L	0.34775
BLMH	-0.021375
CCDC3	2.13216666666667
C9orf21	-0.247
KIAA0513	-0.387333333333333
MIER2	-0.2885
PNMA2	-1.58916666666667
SH3BP2	1.2139
ANXA10	-1.69325
RTN2	-0.311
TFB1M	-1.278
PRPH2	1.87
C14orf133	-0.29675
GOLGB1	0.349166666666667
IRX4	-1.931375
NFKBIL1	-0.1905
C10orf62	-0.08525
APBB3	-0.94075
RPS10	-0.6222
LOC728378	-1.684
TLE3	0.373833333333333
PSMB7	-0.574
MESDC1	0.5525
SLC6A1	1.0418
OCLN	1.96466666666667
PTTG3	-0.319166666666667
NAGLU	-0.6235
SERTAD4	-2.554875
SPRY1	0.75025
FLJ10781	-1.83233333333333
MYSM1	-0.029
TRIM4	0.356571428571428
SH3YL1	1.513375
TREM2	3.03683333333333
SERPINI1	-1.501
HDHD3	0.920125
TMEM38A	-0.6845
EID2B	-1.24375
TDRD3	0.744833333333333
SEDLP	-1.44975
THSD7A	1.5475
NDST3	-1.465
KLHL15	-0.622666666666667
DHRS12	-0.73
FBXO9	-0.964428571428572
TNPO1	-0.484583333333333
MRPL13	0.360333333333333
SNX5	-1.20833333333333
METTL6	-1.18525
SOD1	0.55075
CHML	-0.829833333333333
PACS1	0.213
SIRT5	-0.4782
CAPN2	0.625333333333333
FXYD5	0.259166666666667
TWISTNB	-0.02775
LRFN1	0.639
UBE1L	2.220875
UBE1C	0.02325
OR51B2	0.0907500000000001
OR4D11	0.073
C15orf2	0.125
NR4A1	0.0216666666666667
LOC339047	-1.12525
TRIM17	-1.29575
ATP5G3	0.635857142857143
RPL15	-0.685916666666667
ADAMTS8	0.32625
HOXC4	0.05
C14orf37	0.655
CEACAM5	1.5525
MYT1L	0.205666666666667
RASA2	1.120625
OSBPL7	-1.399
STAG1	0.903
GIMAP4	5.268
FUT3	4.37416666666667
PIF1	-1.1255
LPIN2	1.0715
SH3PX3	0.0245
PDP2	0.25725
PAPD1	1.146125
ERP27	-0.3655
APOOL	-0.6318
DIABLO	0.1895
TRHR	0.039
ARMC9	-1.106625
RNF152	1.43175
SLITRK3	0.317333333333333
ZNF211	-0.2103
PFDN1	0.478125
RGS11	-1.407375
HS6ST1	0.5442
AKR1D1	-2.14466666666667
TNP2	0.379
STK31	2.71333333333333
EML4	0.326666666666667
SGTA	0.299166666666667
HIST1H2BI	-1.81883333333333
PSMD6	-1.49083333333333
KIAA1257	2.21975
C18orf55	0.4665
FLJ20273	3.373625
RPL28	-0.0465
EPYC	1.201
NOX3	-1.124
