Hybridization REF	TCGA-AO-A03U-01B-21R-A10J-07
ISLR2	0.438
C12orf36	0.795
GATA2	-1.985
GABRA5	-1.4965
CELSR2	-1.16635714285714
STAM2	0.2022
TNAP	-0.2745
PTPMT1	-0.0508333333333333
GRP	5.5965
SV2A	-1.5115
MAGEA12	-4.87725
CACNG1	0.205
C18orf19	-1.396
GSG1	-0.482
PTPRJ	0.525857142857143
FRMPD1	-0.4075
ZNF668	0.30125
PLEKHJ1	-0.71075
ADAT1	-0.4271
TMEM50A	1.1877
UCN3	0.2465
HOOK1	0.278625
IL17B	-0.7035
MLKL	0.128
TTC14	-0.905166666666667
KLHL5	1.177125
CRYL1	0.815666666666667
FOXH1	0.01
NFYB	0.329625
PPM1G	-0.59675
GOLGA2LY1	-1.9265
NMT1	0.038
HADHA	-0.2072
CHSY-2	2.034
PLEKHF1	2.12471428571429
SAGE1	0.237
MUSTN1	0.2835
SUHW4	0.89975
TFEB	2.756
ZFYVE27	0.11275
ATG12	-0.2075
BMI1	0.158214285714286
ZIM3	-0.01525
MYH4	-0.15575
MASP1	0.349916666666667
KIAA0984	-0.013
RPAP2	-0.5095
ASB5	-0.25425
BOLA3	-0.8695
MIA3	0.7945
KRT35	-0.22
KIR3DL3	0.3805
MRPL51	-0.58175
SEMA3F	1.70066666666667
NDUFB2	0.1575
LOC253012	-0.77875
FAM46C	-0.9591
G6PC	-1.975125
CSAG3A	-4.956
PREX1	0.873
SLC25A45	-0.075875
MAPKBP1	0.5936
CPE	-0.1981
GNB1	-0.22875
CXCR6	2.499
TRIM46	0.395
C16orf3	0.325
HPSE	1.201625
TIGD3	-0.92
SPG3A	3.598
LCAT	-1.18533333333333
ST6GAL1	0.318777777777778
POMC	0.71175
FLJ36031	0.678833333333333
NSMAF	-0.377333333333333
SKIL	0.711
ADSS	-0.245166666666667
HMGCS1	-2.0206
POLR3F	-0.943666666666667
RAB10	0.05425
ZNF277P	0.02525
ZBTB7B	0.416375
DHRS1	1.264
ABCC13	0.038125
CNOT3	-0.09825
NFKBIA	0.89075
GAK	0.356166666666667
SFT2D2	1.9715
HOXA6	0.3705
CRTC1	0.774875
LY6D	4.52566666666667
C20orf72	-1.29216666666667
CPT1A	-1.3025
LMO1	-1.81
EIF3I	-0.164
PRB4	0.588
MCM3APAS	-2.497125
C20orf132	0.8657
FOXF2	-3.01175
S100A12	1.57175
MLH1	-0.528333333333333
ACTN1	2.1287
MRPL36	-0.844166666666667
C20orf106	-0.3665
FBXO6	1.40183333333333
MKS1	-0.226166666666667
CX3CR1	2.224625
PDE1B	1.179
PLP1	-4.25325
KISS1	0.222333333333333
C14orf2	-0.525166666666667
TBC1D3P2	-1.05425
COMMD6	1.2529
ANKRD7	-1.398
PTCHD1	4.117875
NARS2	-1.014
DOCK7	-0.02
FAM127B	-0.17075
LOC390243	-0.129833333333333
N6AMT2	0.28225
ZNF391	-0.3065
DNAJB14	0.135833333333333
WRB	0.1635
BPI	1.22816666666667
TTC4	-0.726833333333333
FAM10A5	0.0705
GOT1L1	-0.094
MAGED1	0.35825
RESP18	0.2885
WFDC6	-0.0325
MT2A	-1.0255
C11orf56	0.262
KIAA1432	0.2195
ROR1	1.02175
HSD17B14	1.07416666666667
ZFAND2B	0.814625
SAMD4B	-0.0125
HEXA	0.64725
HNRNPU	-0.485818181818182
USP39	-0.753375
NRD1	-0.63325
R3HDML	0.1215
FLT4	0.584
OMG	0.495333333333333
OR52N4	0.6695
LOC399818	-0.68575
ELA2	-2.47025
VENTXP1	-0.654
RFC5	-2.0885
OR52L1	0.6975
PAX5	0.493
FBXO2	0.68225
GMEB1	-0.2985
AKT3	0.4805
CRB1	-0.956833333333333
CTTN	0.738
UTP15	-0.858333333333333
HSBP1	-0.0704166666666667
PHF11	1.778
NDEL1	0.6305
USP8	0.02125
BAIAP2	0.317875
SI	0.4018
ARSJ	-0.651833333333333
BAAT	-2.76925
KCNS3	4.46016666666667
LOC126147	-0.224
TMEM37	-0.0755
C1orf162	3.80866666666667
MBD1	0.2829
ITGAL	1.32216666666667
WDR73	-0.921
GKN2	0.2715
ARFGAP1	-1.113125
SLC5A8	-0.619
ZBTB40	-0.4064
CYP4B1	-0.2185
LYPLAL1	-0.94225
CHST3	1.27425
MAP3K9	0.6325
BTAF1	-1.221
TFAP2E	0.02
RBM35B	0.303
LOC441251	-0.435833333333333
ANKRD25	-0.567555555555555
UQCRC2	-0.502
MAEA	0.210833333333333
HYAL1	-2.4401
RNPEPL1	1.02483333333333
CPSF2	-0.4325
PSD3	-1.368
ABCA13	1.186
AGR2	0.97625
GBX1	-0.1415
HDLBP	0.633357142857143
ACY3	0.5645
HECW1	-0.82025
ZNF519	-1.753
HOPX	4.353875
ZNF304	0.786625
OR12D3	0.286
FKSG43	0.44175
METTL1	0.24825
MFSD3	0.1892
PSPH	-1.62325
CLCA3	1.874
DARS2	-2.18216666666667
CDC25A	-2.34416666666667
BAIAP2L1	0.1655
B3GNT5	1.429125
USP29	0.03575
ARHGEF10L	1.2722
ATOX1	-0.451875
ADAM30	0.68575
DNASE1	-0.866
STT3A	0.18875
RAB6IP1	-0.04475
PTN	6.8234
C1orf106	0.816615384615385
HECA	1.94525
RNF122	0.619
SLC22A18AS	0.692166666666667
GNG8	0.282666666666667
ELP4	-0.2255
FAM65A	0.563166666666667
RPL10A	0.250166666666667
IRS4	-0.092
MACF1	0.5076
SEC24D	0.69775
LOC374395	0.568
TGFB2	0.429625
MDFIC	1.11975
CHRNE	0.740333333333333
PCMTD2	-0.705666666666667
ATP6V0D1	0.587666666666667
MTA2	0.41675
LZTR1	-0.567833333333333
RAP1A	1.246
AXIN1	-0.741375
POLR1C	0.16725
TRIO	-0.691333333333333
PLXNA4A	-0.491666666666667
C5orf33	-0.935
DEPDC1B	-3.843875
ZNF473	-0.67
MTM1	1.14125
GPR107	0.1905
CSNK1A1L	0.048
FLJ14154	0.09875
NLRC4	4.838
ENPP4	2.69516666666667
PADI3	-0.197
RNF170	0.4095
CG018	1.98933333333333
C16orf7	0.90075
KCNE1	0.3335
NRM	-1.08416666666667
SLC37A3	0.860642857142857
TPD52L2	-0.999666666666667
UNC5B	1.48325
C12orf12	0.3895
SDHB	-0.55175
CLRN1	0.172375
NUDT10	-0.6845
UGT3A1	0.056625
FBXW8	-0.3225
RHOF	-0.509
PTPLAD1	-0.86575
MYO3B	-1.07575
DERA	-0.25325
TPP2	-0.60825
C19orf53	-0.018
GINS3	-0.987125
ST6GALNAC5	2.013
CHSY1	2.751
MGC15705	0.0925
GPR83	0.2055
EXT2	0.94825
DOLK	0.534
TUBAL3	-2.35725
ACVRL1	2.0569
ABL2	-0.35825
C14orf156	-1.33916666666667
PTPRZ1	1.0865
DIP2C	-0.072125
LAMP1	1.861625
RXRA	-0.0915
MAP3K5	3.5015
ALKBH1	-0.1535
PDLIM7	-0.413
ARL14	0.641
SNIP1	-0.269833333333333
TIMP3	2.05591666666667
RGS3	1.258
SPAG16	0.1935
ABHD4	0.30125
ARHGEF12	0.23375
GLUD2	-0.665
RAC2	0.6443
UAP1L1	-0.4385
SLC18A3	-0.087
YOD1	-0.941416666666667
RALY	-0.43475
HMOX2	0.389875
DGKH	0.6065
DBNDD2	1.538
YIPF4	0.86
THAP10	-0.34875
ZNF513	0.837
HAGHL	-1.794
ITGB4	3.29716666666667
CCDC141	-0.277
YTHDF3	0.67975
C5orf28	0.47975
RPL7L1	-0.401875
TMEM30B	1.804
ANKRD35	1.875
DUOXA2	0.06775
TBC1D5	0.05675
DFNB59	0.0645
HRH4	0.61675
MYO6	2.0071
DNAJA4	0.82075
RBM24	-1.530625
CEACAM20	-0.2635
RBM23	-0.0999285714285715
NGFB	0.384
C1orf63	-0.749
KRTAP7-1	-0.293
PERLD1	1.194
NPB	0.103
C17orf59	0.954
HSPBAP1	0.196
SLC15A4	0.4125
PRTFDC1	-0.84525
OSMR	2.21907142857143
CYSLTR2	0.671
C19orf25	0.5166
KIAA1797	-0.475
NLRP6	-0.409
FAM105B	0.0568
SCRN2	0.996666666666667
LRRC58	-0.8578
RNF17	-0.095125
NEIL3	-4.154
FAM137A	-1.53675
SKP2	-3.34475
PARVA	1.33083333333333
PKLR	-1.9085
RNF34	-0.115
A3GALT2	-0.06675
C12orf50	0.174666666666667
SUNC1	-0.95825
FAM102B	-0.0303333333333333
CCT2	-1.4285
LRRC37A2	-0.3875
ARF4	0.8445
SIKE	-0.084625
C8orf48	0.0943333333333333
MBTPS1	0.278
GPSN2	-0.247
NCF2	4.396
SLC12A6	0.3115
MRPL48	-0.69625
HMGN3	0.593333333333333
LRRC62	-1.5355
PAX9	-2.244625
FAM55A	-0.12
C20orf42	-1.57883333333333
SCML2	-1.202
BCL9	-0.25275
FAM40A	-0.3075
C9orf41	0.1135
ZNF774	1.0425
LETM1	-1.3065
PLXNB1	-0.187833333333333
NIPSNAP1	-1.086375
USP10	-0.9505
F9	0.274
LIPE	0.96875
CNGB3	0.319
C12orf52	-0.069875
PI4K2A	0.67475
MED8	0.27775
STAT4	1.788
FGD4	1.74366666666667
RNF145	0.713333333333333
WDR32	-0.0099
CLDN2	0.417833333333333
TCEAL8	0.7855
ZMYND8	-0.7327
PDXK	0.2155625
GATAD2A	-0.7435
PTGES3	-1.2855
CCM2	-0.044
TAP1	1.658125
ZNF670	0.01375
ETS2	0.421571428571429
C6orf166	0.3595
PRMT2	1.22778571428571
OR4B1	0.241
INTS8	-1.129
CCDC102A	1.029
CCDC83	-1.2046
ITGA1	0.3534
EPHA5	-1.3855
FAM24B	-2.14266666666667
TSGA10	2.96375
HAL	-2.00766666666667
MYOT	-0.30375
SPACA3	0.0185
BCL2L2	0.2535
CUGBP2	1.13366666666667
CCNB3	0.2095
RNF113B	0.35825
MERTK	2.0325
BAG1	0.91875
VPS36	0.79975
ORMDL3	0.8963
C1orf190	1.921
ZNF625	-0.948
CORO2B	-2.0645
ALOX15	0.2685
CST1	1.5095
NUPR1	2.50683333333333
CCL7	0.1105
SMCR5	-3.182
DSC2	3.4375
RBMS2	0.84625
GRIK4	0.6515
TRIM65	0.000700000000000012
TMPRSS6	-0.500428571428571
TP53INP2	-1.13825
GLB1L	1.1125
LOC388284	0.750666666666667
PUS1	-1.013
BCL9L	0.171
OLFM1	-0.95175
RET	-0.6335
MASTL	-2.29866666666667
ALX3	0.0715
IL1RL1	0.297833333333333
ZNF765	-0.3308
C14orf138	-1.191
SNX10	-1.46916666666667
TAC4	0.2425
C1orf64	-2.7225
POGK	0.163
MAPK9	0.39375
ZNF366	4.5425
C8orf79	1.192
CLDN7	2.69375
OR5AT1	1.002
TRIM37	-2.72875
LRRC25	4.098
GRHL2	1.4675
TEKT3	0.169
LASS5	-0.321666666666667
ABCC4	-0.16225
DLG3	0.370875
VGLL1	3.937125
ZFP36L2	2.57716666666667
MFRP	-0.156333333333333
KIAA1799	-0.5855
FLJ44379	-0.3575
PCNX	-0.00675000000000001
ANXA9	-0.5305
CYP4V2	1.8394
PIK3C2A	-0.06575
SRR	0.024
NOL3	-0.32775
IFITM2	2.1585
ARNTL2	0.113
ZNF595	0.15675
NLRP13	-0.339
ASPH	0.516
CPA2	0.222
PVRIG	0.1585
LEPR	0.139
C16orf42	0.4615
SH3BGRL	1.77725
FAM77D	1.23233333333333
FNDC7	-0.123
C9orf6	0.161333333333333
NOTCH2NL	0.383333333333333
PGBD1	-0.912166666666667
SYNGR2	0.811
PITPNA	0.89075
PRPF4B	-0.5678
SLC43A3	-0.998214285714286
NRBP1	-0.21625
SLC25A22	0.137
ILK	0.28425
SLC22A8	0.702166666666667
MRPS7	-0.297375
PITX2	-0.588
FABP3	0.299375
OR1L1	0.624
LOC728215	0.036
BLID	-1.5465
KIAA1217	2.67370588235294
TFPT	-0.04675
AP4B1	-0.5325
VBP1	-1.49875
OR1K1	0.271
MORC3	0.152
BHMT2	-0.751666666666667
C3orf10	0.701375
FZD7	1.31883333333333
WFDC10A	-0.1325
PMS2CL	-0.951625
CCDC32	1.0935
FA2H	-3.634
ALG13	-0.3145
TTLL7	-1.757
SPOCK3	0.156
SLC13A2	1.3835
AIM1	2.34125
GPRC6A	0.075
EGR2	3.05425
MED11	0.8265
WWC1	2.02725
SH3GL3	-3.92175
RIF1	-1.11964285714286
PRLH	0.0905
VLDLR	-0.9005
DBT	0.30575
C21orf63	1.93175
CGGBP1	-0.7655
KRTAP12-2	0.072
TADA3L	-0.496
ZBTB16	3.62875
PDGFB	1.569125
RFX1	0.62475
UQCRB	-0.2529
LOC133874	-0.474
HPS3	1.1695
LGALS3BP	0.9827
DKFZP564O0823	1.83142857142857
MRFAP1L1	0.34525
HOXA10	-0.984333333333333
NGB	-1.002
KIF21A	-1.14530769230769
IFLTD1	0.0935
LZTS1	-0.260875
ARHGEF3	1.54675
RHBDL3	-2.419
CSNK1G2	-0.1565
ChGn	0.027375
KIAA1244	0.663
GABRB2	0.3845
MGC72080	-0.969
CD27	3.14975
EGLN1	-0.9021
PEX13	0.846
RWDD3	-0.55075
RNF12	-0.565833333333333
GRIN2B	0.256
ADAMTS14	-0.5065
DYDC2	-1.08816666666667
ATP6AP1	0.3126
NR1H2	0.439833333333333
PDK2	0.264
C3orf17	-0.149833333333333
SLC38A2	-0.5395
SLC25A29	0.277333333333333
C15orf29	0.07775
ADAM9	1.56816666666667
TMUB2	0.419375
GPR176	-0.391
AGK	-0.86725
MCCD1	-0.13575
NDUFA4	-0.41825
TMEM146	-0.000749999999999997
DUSP1	1.6685
UNQ6975	0.066
EMX2OS	3.13875
INSM2	-0.2915
LUZP4	0.12775
SETD6	-1.059
P2RY2	3.147
SLC45A2	-1.7065
RABGAP1	0.615333333333333
UBXD5	-0.289625
GPRC5A	0.5278
PAK3	4.03533333333333
LOC63920	-1.392
TGFBR1	0.817
KRTAP6-3	1.3345
SFMBT2	-0.13225
CDC42	0.123
C11orf35	-0.0265
TTLL2	0.15425
UACA	0.6905
CD97	1.1679
SETD5	-0.210625
NINJ2	0.021
PTER	0.0983333333333333
POMGNT1	0.43
KRTAP4-2	0.3915
ECGF1	2.539
HRB	0.0238181818181818
ATP1B2	0.0286
LOC400506	-0.21975
COL4A3BP	0.7555
C6orf97	-0.787
GRHPR	0.619125
TAS2R1	0.478
SEMA7A	-0.83925
EDF1	0.487
ODF2L	0.0079
PCID2	-0.389
GTF2H4	-0.656
ZCCHC3	-0.80525
CGB2	-0.143666666666667
NEUROD1	-0.307
C20orf75	0.2055
RP5-1054A22.3	1.786
IFNA5	-0.1175
ZNF134	0.36725
MGC119295	-0.458
ZSWIM6	-0.149375
SMEK1	-0.206166666666667
PCGF2	0.14325
C1orf102	1.76675
CYP2A13	1.731
KCNH6	-0.9061
MDM1	-0.044
ALDH7A1	-0.2695
C9orf75	0.13075
VDAC3	-0.76725
OR51T1	0.028
EIF3F	-0.203833333333333
KCNJ10	-0.38025
LENG8	0.08925
EDEM2	0.601416666666667
CCNJL	0.852166666666667
DHX37	-0.9655
CRYGN	1.788
AATF	-0.688625
ZNF630	1.13875
E2F5	-1.3665
WFDC13	-0.67375
FTSJ3	-0.9975
C4orf33	0.6505
LHFPL4	-3.05475
C19orf56	-0.36875
SMAD4	0.352
AFM	-0.2788
G0S2	1.991
FCHSD2	0.1966
RRP1B	-1.2279
EEF1B2	0.161833333333333
STAT6	-0.2165
ZNF195	0.2025
GNL1	-0.553
ZNRF2	0.953
PER3	0.782
ASB16	0.52875
C10orf10	3.35892857142857
ADCY8	-3.01416666666667
C9orf58	0.588833333333333
ARMC10	-0.3055
PSG1	0.486
DHX34	0.18825
VARS2	-1.045
NFIC	1.293
ITPR2	0.8335
AGXT2	-0.237833333333333
OR6K3	0.519
H2AFZ	-1.28833333333333
MLLT3	-0.54275
COX4I2	1.49725
CCNT2	-0.144
PLK4	-2.614625
NUMBL	-0.607833333333333
MED16	0.2815
PLEKHQ1	1.8045
GOSR1	-0.153555555555556
BTG4	-0.06575
RPL30	0.173666666666667
IGSF5	-0.413
IGFL2	0.5845
ELMOD2	1.12133333333333
SHC3	1.7705
HAVCR1	-0.1155
DYNC2H1	-0.44675
RNF5	-0.503
C2orf7	0.06275
NLF1	0.798
KLHL25	0.87625
LRP10	1.7978
KRI1	-0.7065
PUS7L	-0.436833333333333
MGMT	0.21725
HOXD1	-1.201
CSH1	0.2912
ATG16L2	-0.896
FLJ44635	1.9385
CHODL	2.197
EXOSC8	-1.20525
SLC28A1	0.12475
MYO7B	-0.463833333333333
SEH1L	-0.9311
MTNR1A	0.208333333333333
TSPAN5	-0.438333333333333
CDC45L	-4.03433333333333
AMIGO1	1.5525
ATAD3A	-1.187125
OSGIN2	0.567833333333333
PDIK1L	0.2175
DARC	3.012875
PIPSL	-0.142
SHMT1	0.98425
CRISP3	0.1975
POPDC2	1.24983333333333
ZRANB2	-0.772666666666667
FBXL8	0.914
TRIP13	-3.73736363636364
EIF5AL1	-1.0545
POU5F1P3	-5.382
IL6	-1.43266666666667
CXorf38	0.277
IFNA16	0.2455
FBXL2	0.838
BRD1	0.53725
STATH	1.9165
FBXO44	0.529833333333333
MCCC2	0.74025
CDC2	-2.59
C5orf23	-1.062
IVD	0.79
C10orf122	-0.5205
MSL3L1	0.6017
MVP	1.84275
EPOR	-1.2188
ZMYM1	-1.25483333333333
BCL7C	0.137
PSTPIP2	1.1978
LYPD1	0.387125
OR8G5	0.1775
ZP3	-0.804
BCAS4	-0.024
EDG6	2.42075
ISY1	-0.2915
PRAMEF2	-1.1435
CUL1	-0.52975
RNF213	0.6387
CCRK	0.359
DHX9	-0.5425
C13orf29	-0.27675
NCKAP1	0.6835
MRPL43	0.285428571428571
XPR1	0.50525
PKN2	0.3821
PODNL1	1.8115
ZNF333	0.183875
DALRD3	0.54775
OPN1SW	0.5205
BTBD6	0.44025
C11orf82	-3.203
OR5P3	0.701
DUSP11	-0.15625
L1CAM	-1.2928
NEK11	0.662833333333333
OR7E91P	2.228
CNTN3	1.3642
CREB3L2	0.9025
ZBTB37	-0.304
KIAA1324L	-2.341
NDUFB10	-0.0305
NUDT2	0.00125
GTPBP8	-0.4865
CACNA1D	-0.1155
PRKAA2	-0.2165
PRDM8	0.705
MGC16075	-0.100666666666667
KRT14	1.08064285714286
PP8961	0.53825
MRPL18	-0.25025
ABCG2	-1.09225
PACRG	1.7425
BBS2	-0.4025
KREMEN2	-3.798
FBXO21	0.23575
HNRPUL1	-0.12325
GRB10	0.74875
CLSTN1	1.71925
LMAN2	0.5214
C17orf61	-0.01675
NIPSNAP3A	0.785
INSIG2	0.100333333333333
PCDHB7	0.430666666666667
STXBP2	0.5825
CMAH	1.635
SEMA5B	-0.781
ZNF155	0.359833333333333
COQ6	-0.1955
PRPF4	-0.90325
TSPAN15	2.5399
VN1R5	0.35
LATS2	0.63425
SELK	0.721
PGK2	-0.297
MS4A1	-1.6755
TYW3	-0.2671
KRTAP5-1	1.204
RCCD1	-1.55416666666667
BTN1A1	2.94225
DDX28	-0.1775
TMEM65	0.394875
LOC92345	-0.203
TTC31	-0.5245
WDR46	-0.8085
CHP2	-1.22166666666667
LSP1	1.193375
ZNF542	-0.10475
EXOSC1	-0.40275
ARHGAP18	1.9155
LRRTM4	-0.5745
MAOB	3.92475
CACNB4	-0.572
MGC33846	1.270625
RANBP3L	0.150375
ATP5L	0.250375
ONECUT1	-2.979
NUDT9	0.402
TMEM149	2.162
STX17	1.17475
IGSF10	-3.48075
TMPRSS9	0.916
BMPR2	0.843083333333333
ALLC	0.09025
KLF7	0.525375
GCC1	0.1432
TIMM9	-0.792
CDO1	-0.2225
MGC10701	-1.1355
IFI6	1.6425
FRMD8	0.861
MGAT2	0.558
WBP5	0.199166666666667
CNIH2	0.4375
KIAA0907	-1.468
KCNH8	0.1415
CTSG	-1.35175
GRIK1	1.51366666666667
CUL5	0.317375
FRMD1	0.427
OR9A4	0.72
SYT6	-1.38725
FOXD4L2	-0.17875
ANAPC2	-0.413333333333333
OPN5	-0.206
TAF13	-0.17825
LYG2	-0.95925
GGNBP1	0.434
C11orf40	0.451
OTX2	-1.113
REG4	-0.1935
EIF5	-0.00656250000000003
PALB2	-1.309
SEPSECS	0.1099
RNASE3	1.084
TRIM49	-2.0525
POLR2K	-0.1552
GPR42	0.194
C8B	-0.153
SASS6	-1.13275
PREB	-0.2005
OR3A3	0.4095
TUBA8	0.379
IGLV2-14	-1.54825
STIL	-3.10425
ANKFN1	-1.119
NME7	-0.97525
HOXC12	-0.833
UBE2C	-2.368125
FHOD1	0.351625
CDK2AP1	1.57683333333333
OR6K2	0.13325
DHPS	-0.38775
RPL5	0.218666666666667
TRGV5	0.2315
LOC541472	0.296625
HCCS	0.5054
DENND1B	1.3625
LHX3	-0.607
OR5D16	0.7925
CXorf57	-2.47833333333333
IRF2BP1	0.60975
NDST2	1.404
LCE3D	0.83
BOLL	0.34975
SYT3	0.01625
PIH1D2	-0.2575
C20orf7	-0.989833333333333
IL1R2	0.447666666666667
SLAMF9	0.818
PPME1	-1.167
PIK3CA	0.23425
TRAPPC1	0.298
COLEC10	-0.44025
SLC9A6	0.361333333333333
PDDC1	-0.22075
CCDC53	0.68925
GK3P	-1.05375
DAZL	-0.94875
BRI3	0.667
SDK1	-0.32625
CYP2C18	0.45175
IFI44L	3.471625
RPL3L	0.6035
FUT9	-1.0625
KIFC2	-1.10133333333333
PMP2	-0.18775
SLC4A9	-0.0665
PLAG1	-1.375
MYCBP2	0.139166666666667
OR4E2	0.3385
CCDC65	0.177
C16orf82	-0.0985
ENTPD4	0.293125
BRP44L	0.424125
PMP22CD	0.380666666666667
TMCO4	0.9005
KCNN1	-0.416
WDR35	-0.598
CCDC80	1.9485
C3orf31	-1.2295
SLC7A9	-1.02875
TMEM190	-0.43325
DBC1	2.9515
FADS3	0.0525
PDZD8	0.985333333333334
GRM5	0.083125
AZGP1	3.6724
PEX3	0.1195
MED1	-0.420571428571429
ATG4C	-0.280166666666667
HNRPH3	-1.2655
FAM109B	2.426
C4orf17	0.4265
CA10	0.89675
OPRD1	0.1875
CCL16	-1.016
SACM1L	-0.66175
CST6	5.72575
CD63	1.58925
LGI1	-0.85275
ZNF784	0.5625
CRYBB1	-0.6645
CX3CL1	2.1203
TOP2A	-3.454375
GYPB	-3.79966666666667
GADD45GIP1	-0.875
FEN1	-2.172
IGF1R	-0.31875
WDR72	-2.57
PURG	-0.366333333333333
DEFB126	-0.08625
PKD1L1	0.12525
CAV1	-2.1421
GNPDA2	0.379
DGAT2	-1.5575
NLGN1	-3.54125
STRBP	-0.7275
HPRT1	-1.1975
FANCI	-2.838875
PSMA7	-0.218625
DBF4B	-0.912
TTF1	-0.59375
RAD54L	-3.3975
ELOF1	-0.54125
PLAGL2	-1.365375
ZNF256	-0.2715
HMGCL	0.21925
MSI2	-0.994833333333333
RPESP	3.0175
C11orf60	0.0675
ABCD1	0.481
ACAA1	0.7615
SPARCL1	4.49414285714286
IL6ST	1.2593
ZNF319	1.421
TMEM109	0.3712
FAM90A1	-0.638333333333333
IL22RA1	-1.383
ATP4B	-0.578
TEC	0.0523333333333333
C7orf30	-1.62575
TXNDC2	0.0375
ABCB4	-0.07025
KIAA1191	0.67375
C9orf38	0.247
SFTPB	0.257375
CNTNAP2	-2.12008333333333
FRK	2.1745
TBX19	0.61575
CHD4	-0.50525
C6orf26	-2.60833333333333
MOSC2	1.337
IKBKE	0.7375
HIF1A	0.476
LOC595101	-0.4705
RELA	0.460333333333333
TMEM16B	-1.1375
ABHD12B	-2.23975
TSEN34	0.00375
KIF18A	-3.44575
TXNDC9	0.0473333333333333
SPATA2L	0.1975
SEMA4G	-1.6375
C21orf91	0.947
MATN1	-0.174
KCNIP4	-0.0468333333333333
TUSC1	1.2075
OR4C15	0.21375
ARMCX6	0.910083333333333
WBSCR27	-1.9365
OR52I2	-0.314
KIAA1604	-0.39125
DYNC1I1	-1.158
PPP4C	-0.24525
SLC47A2	-1.8165
TREH	0.019875
CD48	2.5135
ST14	3.03833333333333
PKN1	-0.32425
SPON2	2.0795
XBP1	0.05575
SFRS12	-0.561666666666667
EFCAB6	1.61975
SELT	0.7275
SLC39A2	2.779
ERF	-1.44166666666667
ARL3	0.029875
SURF6	-0.5737
MLLT10	-1.04633333333333
FLJ11171	0.783166666666667
TDGF1	-4.66783333333333
ERCC6	0.4455
EIF2AK4	0.44875
BAZ1A	-0.389666666666667
LRRN3	-0.5615
TMC3	0.4525
EFTUD1	-0.5515
PTPRO	1.826
CLEC12A	1.592625
ACBD4	0.4
ZDHHC14	0.23875
OTUD7B	-0.3175
ACTB	0.716875
MSRA	1.051125
LCE5A	1.3335
IFI35	1.24675
BSCL2	-0.157666666666667
ANKRD12	0.280833333333333
CFHR2	0.369
RGAG1	-0.591666666666667
HSFY1	0.41
SLC30A5	0.3955
IMPG1	0.216
GPR109A	0.893
ZNF185	0.70125
IYD	0.19475
NPCDR1	1.098
SERPINA13	0.1965
HMGCLL1	-1.53875
NEUROG1	1.0295
UBQLN1	-0.2334375
LIN37	0.000749999999999999
SOCS2	2.43375
DSCR4	-1.499875
XKR6	0.654
GPR142	0.82
KRTAP13-3	0.01
CCDC15	-1.693
MOS	0.7565
CD1E	1.6615
OFCC1	-0.0526666666666667
FAM83D	-4.0645
SRFBP1	0.1455
C9orf96	0.075
DHDH	-2.21775
CCDC90A	-0.2755
RABL3	0.1781
CD320	-1.86916666666667
ANGEL2	0.0268333333333333
MRPL21	-0.84725
SMG6	0.4355
INSR	1.705125
FLJ14816	-0.282
GLRB	1.07916666666667
C9orf89	1.1435
CIZ1	-0.65475
URG4	-0.137
LRDD	-1.35666666666667
CBY1	1.36066666666667
NFX1	-0.0675
MTERFD2	0.244357142857143
C19orf23	0.6645
PGC	-3.181625
IER3IP1	0.5813
RASAL2	1.949
C1orf89	0.35125
SYNJ1	-0.3075
NFKBIE	1.388
FLJ40125	-1.03383333333333
TCEB2	-0.367
NOG	-0.828
POLR2J2	-0.398
HLA-B	3.03225
PCDHA1	0.5685
PPP2R2B	0.13625
ARHGEF17	0.772833333333333
TCF7L2	1.28235714285714
CHD5	-0.712166666666667
ZNF431	-0.78675
TBC1D25	0.45275
ZNF800	-0.237
SCUBE2	-0.292181818181818
MYCBP	0.444166666666667
GPX5	0.3155
C6orf129	-0.551666666666667
QSER1	-0.608333333333333
ULK2	1.5725
PIGO	0.599
NRCAM	-2.18492857142857
SLC35E3	-0.32825
CSRP2	-1.499
HYPE	1.23525
MAPK15	0.0901666666666667
MGC14327	-0.02675
TIMM13	-0.652333333333333
ZNF462	0.077
GBA3	1.0365
TEX13A	0.299
MCM6	-1.97077777777778
MTRF1	-0.657375
ABCA7	0.27575
EIF4A2	0.18675
ZC3H10	0.8081
RPGR	-0.514
C20orf94	-0.52075
RP1L1	0.21025
GPR125	0.095
USP22	-0.299928571428571
OR1L4	0.30025
MLZE	3.61075
FLJ32065	-0.5285
PTCD1	-0.552
CRTAC1	1.85383333333333
BXDC2	-1.733
C18orf1	2.14016666666667
FAM107A	4.6625
EFNA3	-0.95875
P18SRP	-0.5033
CAMKK2	-0.204083333333333
KIAA0649	-0.5955
NES	-1.5495
HS6ST3	-1.181125
PON2	-0.7945
TCP11L2	0.2995
CLEC4A	3.9885
PRR12	-0.0145
MLXIPL	0.0091
C2orf50	-0.3025
ZNF28	0.04275
ENC1	2.5005
MAP2K1	0.22375
FKSG2	2.3345
KIAA0430	0.60975
PTP4A1	0.458444444444444
GPR156	1.4145
GTF3C6	-0.1255
UBR2	0.0779999999999999
LOC388272	-0.85725
MAK	0.438333333333333
ACOT4	0.90875
STC2	-3.93591666666667
PIGW	-0.93875
SAE1	-1.005625
COL6A1	1.07859090909091
OAZ1	0.610166666666667
STMN4	0.327833333333333
EDG3	-0.396
SGCE	-0.830666666666667
