Hybridization REF	TCGA-A8-A09W-01A-11R-A00Z-07
THPO	-0.0663333333333333
TYRP1	-3.49416666666667
HIST1H3E	0.563833333333333
EIF2S1	-0.194333333333333
TNFRSF17	-2.2515
TARSL2	-0.55
NKX2-8	0.502
C1orf115	-0.545625
LOC56964	0.4725
KIAA0841	-1.19525
ISCU	-0.3155
TTMA	-0.628
ZNF414	0.4345
LOC441150	1.94925
RAB15	2.14125
HBP1	-0.373833333333333
TNNT2	-0.813166666666667
CECR5	-1.145
PHGDH	-2.069875
JRK	0.7435
XPO4	-0.5545
FAM131C	1.0145
ARHGAP25	1.19933333333333
CA9	-2.84366666666667
GPR62	0.962833333333333
TLX1	0.302
GPS1	1.825
OR2M2	0.2635
BDP1	-0.532214285714286
FAM70B	1.15
RPS29	0.247
MKLN1	-1.3777
TSPAN19	-2.531
SLC29A3	1.602
LGALS4	0.03
USH2A	-0.205666666666667
NF1	-0.1965
APOBEC3A	1.72566666666667
IMPAD1	1.49
OLR1	2.57266666666667
NRAP	-0.003
HCFC1R1	-0.0663333333333333
TAOK2	0.5575
MCM10	-1.3565
MAP4K3	-0.169083333333333
CBS	-2.102875
CLK3	-0.7048
PCDHGA5	0.3
ELF4	0.74525
FAM71A	0.45425
C11orf49	-0.2425
CLIP2	-1.2705
BTBD9	0.0487
ZNF524	1.677
KDELR1	0.2105
ZNF509	-0.378
NCSTN	0.39
ZNF533	1.72214285714286
PARP4	-0.18475
GALNT9	0.2635
NPY	-2.60875
BEGAIN	-2.37383333333333
TMEM77	0.575333333333333
FOXRED1	-0.563833333333333
SLC16A2	0.109333333333333
SLC35B1	0.915
GK5	0.48975
SDCCAG10	-0.82425
C4orf20	-0.10475
SLC9A2	3.311
ADD1	0.411642857142857
TAL2	-1.14416666666667
ACLY	0.213125
DNAJC1	1.37
SOST	-1.027
USP43	0.698333333333333
CYP4F12	-0.316
FKBP5	0.410125
CHCHD5	0.626
NUDT22	0.70575
CCDC85B	0.01725
OR51G2	0.7505
STRN3	-0.213214285714286
TMOD2	0.22625
FLI1	-0.28875
MAB21L2	0.893
DGKQ	0.6825
VPRBP	0.523333333333333
SCNN1B	1.9652
ECHDC3	2.2709
TMEM106C	1.06675
CSNK2A2	-0.734
RPL39	-0.1345
HERC3	0.8778
ZBTB47	0.646666666666667
ZNF681	-0.5535
PAGE2	-2.17275
CLIC5	2.41964285714286
RABAC1	0.4255
ZFHX2	0.01075
YPEL1	-0.0435
KIAA0776	-0.22325
NR1D2	-0.7235
DNAJC4	0.828875
NPNT	3.5168
ZNF677	-0.3705
ZNF536	-0.19275
MEF2B	0.04225
PTPN4	-0.3755
CTCFL	-3.3545
STX5	0.883
CD72	1.7
VEGFA	-0.823631578947368
XRCC1	-0.4154
MAS1L	0.759
ELL	0.3098
SETBP1	-0.44075
CDH11	2.7545
NDC80	-0.049
DMBX1	-1.4455
NRSN1	0.444
BAT2D1	0.261375
CDS2	1.28933333333333
C1orf212	0.00766666666666667
SENP3	-0.377875
IL1F9	-0.2505
EEF2K	-0.182375
COG8	0.24675
CEP72	-2.639
OR1L8	0.4385
MUS81	-1.10525
PHYH	0.926125
GGT6	0.778166666666667
C22orf23	-0.695416666666667
C13orf33	1.865125
MAPK8IP2	1.2855
NELL2	3.575
POU3F2	-2.5535
ALPK1	1.24775
MRPS18C	-0.1705
RPLP2	0.220625
FGF22	-0.196
SPNS1	0.410833333333333
ZFP1	-1.0395
IL1RAPL1	-1.53425
PCSK9	-2.989
NKX2-1	-0.336428571428571
C6orf189	1.5625
SP4	-0.723
SLC11A1	1.6442
C21orf25	0.723333333333333
ICAM2	-0.18475
SH3GL1	0.269666666666667
GSK3B	-0.0915
RALB	0.695
PDXP	-0.8085
GNGT1	-2.443
KIR2DL1	0.378
TNFAIP3	-0.461666666666667
C6orf32	-0.1112
CBLN2	0.62225
PANK3	0.132375
TAAR9	0.155
WDR82	0.390642857142857
APOM	-3.6475
TRIP10	0.12675
SPATA16	0.3934
C1orf135	-1.379
USP51	-1.253
TESK1	1.8365
C11orf64	0.19175
ZNF611	-0.1665
PDE6G	0.1185
HLA-DQA1	3.475125
GCLC	0.281625
SEC61A1	0.612428571428572
TWSG1	1.28633333333333
ZMYND10	2.47875
CTDP1	0.64725
ADAMTS6	-0.817333333333333
SLIT1	-1.09675
KRT86	1.128
KIAA0574	-1.62425
GTPBP2	-0.7793
PQLC3	1.65525
PRRX2	0.798833333333333
C15orf44	-0.428
MKKS	-0.588125
C11orf10	0.145
GPR110	4.585375
CD109	0.664833333333333
ADCY1	0.064
RHBG	-2.2515
TP53I3	0.392875
SLC22A3	-1.7789
UCP2	1.66775
FOXG1	-2.15033333333333
OR2AG1	0.33
TRIM24	-1.30875
PROC	-2.600875
TAAR6	0.58975
AMTN	1.208
C10orf47	0.382166666666667
DEPDC1	-0.80925
FLJ45557	0.61375
ZDHHC17	-0.836125
KIAA1429	1.086
KCNH1	0.56175
VNN3	-0.139125
PSMAL	3.5465
PPARD	0.338
HFM1	-1.2905
YBX1	-1.21116666666667
ZNF695	-1.3005
SCTR	0.073
DCDC1	-0.348
VPS26B	0.6636
MTF2	-1.59466666666667
ATP6V1F	-0.548
CCDC94	0.743
PERF15	0.278
CCL11	2.787
LMO7	-0.592
DCST1	-0.275
ADRBK1	0.309375
CDRT4	0.269125
ZNF84	-1.18425
HOXD8	0.736
STARD8	0.296666666666667
FOXP2	-0.98025
CCDC103	-0.4985
POLR3A	-0.5179
GSC	1.15316666666667
ZNF114	-2.01983333333333
HTR7P	0.65
LALBA	-0.1265
RMND5A	-0.0525
PSCD2	1.08475
ZNF409	0.7245
KRTAP1-3	0.0868333333333333
MAF1	0.496
LOC201725	-0.108
NRN1	-1.95775
SPAG5	-1.501
DNAH7	0.469333333333333
FLJ43860	0.594
BRCA2	-3.042
ACADM	-0.695375
CXXC6	-2.940625
RAGE	-1.837
CHMP2A	0.4955
FAM8A1	0.5299
GPR21	0.52
SLC12A3	-2.3
FVT1	0.380214285714286
ZDHHC7	-0.942875
FLJ44048	0.5485
SLC44A3	2.57016666666667
SDSL	0.515333333333333
MMP8	-0.631
PLA2G12B	-2.43316666666667
ACY1	-0.3215
MT1E	0.988333333333333
OR4K15	0.5055
TECTB	-1.2805
GPR20	0.653125
IRAK2	0.263
RFPL3	-0.495125
MYO9A	-1.1195
NARG1L	-0.942166666666667
BLMH	-0.83175
CCDC3	2.63783333333333
C9orf21	-1.03433333333333
KIAA0513	0.468333333333333
MIER2	-0.02825
PNMA2	-1.186
SH3BP2	1.1314
ANXA10	-1.60125
RTN2	1.19433333333333
TFB1M	-1.464
PRPH2	2.0835
C14orf133	-0.0045
GOLGB1	1.33283333333333
IRX4	-0.044875
NFKBIL1	0.878666666666667
C10orf62	-0.4375
APBB3	-1.19125
RPS10	0.4683
LOC728378	0.42975
TLE3	1.22383333333333
PSMB7	0.42225
MESDC1	-0.1235
SLC6A1	0.262666666666667
OCLN	2.09583333333333
PTTG3	-1.032
NAGLU	0.45625
SERTAD4	2.014125
SPRY1	0.54075
FLJ10781	-0.68475
MYSM1	-0.94875
TRIM4	-0.000642857142857149
SH3YL1	1.568625
TREM2	4.07933333333333
SERPINI1	1.761
HDHD3	1.3895
TMEM38A	-0.196875
EID2B	-0.66
TDRD3	-0.9075
SEDLP	0.5275
THSD7A	0.558666666666667
NDST3	-2.08325
KLHL15	-0.371833333333333
DHRS12	1.344
FBXO9	-0.355714285714286
TNPO1	-0.111333333333333
MRPL13	0.860833333333333
SNX5	-1.71883333333333
METTL6	-0.34525
SOD1	0.508125
CHML	-1.5655
PACS1	0.866625
SIRT5	-0.7139
CAPN2	0.152166666666667
FXYD5	0.441166666666667
TWISTNB	-0.52275
LRFN1	0.898333333333333
UBE1L	1.078625
UBE1C	-0.206
OR51B2	-0.159
OR4D11	0.614
C15orf2	0.1935
NR4A1	-0.898
LOC339047	-2.78425
TRIM17	-0.781
ATP5G3	-0.134785714285714
RPL15	-0.8555
ADAMTS8	2.022
HOXC4	0.697
C14orf37	1.412
CEACAM5	-0.955375
MYT1L	0.1895
RASA2	-0.52775
OSBPL7	-0.6425
STAG1	0.438
GIMAP4	4.29166666666667
FUT3	-0.1865
PIF1	-2.40125
LPIN2	0.1291
SH3PX3	0.78675
PDP2	-0.43975
PAPD1	-0.79625
ERP27	1.65525
APOOL	0.4184
DIABLO	0.27725
TRHR	-0.110625
ARMC9	0.176875
RNF152	3.0415
SLITRK3	0.0393333333333333
ZNF211	-0.047
PFDN1	0.061125
RGS11	0.1035
HS6ST1	0.0132
AKR1D1	0.50175
TNP2	0.4625
STK31	0.434666666666667
EML4	-1.26941666666667
SGTA	0.119333333333333
HIST1H2BI	0.1305
PSMD6	-1.26783333333333
KIAA1257	2.524
C18orf55	-0.462
FLJ20273	2.385625
RPL28	-0.661333333333333
EPYC	2.650625
NOX3	0.1885
ELAC1	-0.988
METT11D1	-0.639
BIN2	-0.179333333333333
NACA2	-0.0585
CCDC17	-1.23725
HM13	-0.6719
UBOX5	-1.050375
UBE2O	0.26925
UBL5	0.01325
APOLD1	0.987125
C9orf31	0.41275
TNFSF8	0.463
ARHGAP29	0.052625
PROKR2	0.4425
PDE5A	0.239
C6orf12	-0.1015
TOM1L1	1.366
WHDC1	-0.132625
FOXI1	-0.0651666666666667
RAB4A	0.4348
TMEM39B	-0.7695
ATPBD1C	-0.38
FARSA	0.0635
PLEKHG5	0.08925
CMAS	-1.2825
OR7E24	-0.081
SLC30A1	0.07475
CDC42EP5	1.6105
PLAC1	-1.36
KLHL18	-0.175583333333333
LBA1	0.6343
TAZ	-0.6375
CRIP2	1.4525
BTBD11	-0.169333333333333
C16orf72	0.38075
DIO2	1.0112
LRRCC1	1.60816666666667
CCDC136	-1.576
PRX	0.274375
RBM5	-0.8221
TMEM85	-0.1555
TUBGCP4	-1.38366666666667
APLN	1.023125
CDK7	-0.171333333333333
SSR2	1.01691666666667
CRELD1	-0.57475
C19orf46	3.121
GAL3ST4	1.09166666666667
KBTBD10	0.88125
IL28A	0.45975
WDR27	-1.3075
MCM2	-0.217333333333333
SOX14	0.085
FLJ39743	-0.1815
KIAA0922	0.658125
HIPK4	0.3105
FLJ25758	0.22
C16orf57	-0.283333333333333
PDZD2	-0.71175
MCC	1.516625
HHLA3	-0.8648
ID2	-0.80875
C20orf23	2.539
ZNF688	0.803
APOC2	-1.06816666666667
LOC440093	0.59375
FAM50B	1.73883333333333
PWP1	-0.856
DNAH10	-0.51925
HIST1H2BA	0.278
GPR56	0.071
METAP2	-0.56175
PAN3	0.348333333333333
STXBP4	-0.074625
PDHX	0.107
MTA1	0.2835
ZBED4	-0.734
ZNF720	-0.94375
CDK2	-0.943375
RHOJ	0.703
CDC37	0.274833333333333
ZER1	0.8385
GRK4	0.6635
PRPH	-0.1015
POLR2A	0.320375
OGFOD1	-1.80175
NOL5A	-1.5125
PHEX	2.138
FLJ16478	0.1125
C20orf117	-1.34475
CAMTA2	0.711
C11orf74	-0.913833333333333
DDX17	-0.80975
C5orf27	0.262125
PLEKHA2	-0.9421
PDE4DIP	-0.4231
SCN7A	0.295
ZNF559	-1.009
CXCL10	3.7755
ZMYM4	-0.2165
STK32B	1.17253333333333
KIAA0888	0.6421
TACR3	0.5055
CKAP2L	-0.43875
KIF1A	-0.963166666666667
RSPRY1	0.271
VCAN	1.0035
CYP27C1	-0.129
SYDE1	-1.0825
MED12L	0.03725
ZDHHC21	0.7485
NHS	0.149
TM9SF3	2.1245
DDHD1	-0.47875
MAFG	0.182333333333333
BICD2	-0.1832
C14orf119	-0.392
C14orf43	0.438357142857143
CDH7	0.87575
ALKBH5	-0.174642857142857
JUP	0.955
TMEM41A	0.525833333333333
MAMDC4	-1.1475
CBX3	0.065625
LRRC18	0.1545
RBMXL2	-0.353666666666667
PLA2G4D	0.945666666666667
FGF13	-0.101
KIF3A	-0.179166666666667
PDIA6	-0.65275
DCXR	1.92775
CASKIN2	1.39608333333333
EHD1	0.757166666666667
MARCKSL1	1.098
ZNF496	0.266666666666667
SCAF1	0.309833333333333
KCTD8	-0.631
TRAF3IP3	0.296785714285714
LSR	2.196
CXorf1	0.343833333333333
C14orf112	0.4975
EIF2B1	-0.0365
OMP	0.15
GSTZ1	0.5975
LOC92017	-0.0515
ISLR2	1.567
C12orf36	0.868
GATA2	0.372
GABRA5	-1.64
CELSR2	-0.817928571428571
STAM2	0.4553
TNAP	-0.152
PTPMT1	-0.497333333333333
GRP	4.93875
SV2A	-1.32133333333333
MAGEA12	-3.4845
CACNG1	3.357
C18orf19	0.1395
GSG1	-0.2715
PTPRJ	0.441214285714286
FRMPD1	0.3415
ZNF668	0.77725
PLEKHJ1	0.267
ADAT1	-0.5272
TMEM50A	-0.1593
UCN3	-0.1355
HOOK1	1.53425
IL17B	-1.4125
MLKL	-0.885666666666666
TTC14	-0.938333333333333
KLHL5	0.436125
CRYL1	1.4955
FOXH1	1.3335
NFYB	0.27775
PPM1G	0.7225
GOLGA2LY1	-2.19275
NMT1	-0.30225
HADHA	0.0188
CHSY-2	1.01675
PLEKHF1	0.563785714285714
SAGE1	-1.6365
MUSTN1	0.6035
SUHW4	-0.456
TFEB	0.775666666666667
ZFYVE27	0.5595
ATG12	-0.9005
BMI1	1.88578571428571
ZIM3	0.3805
MYH4	0.1855
MASP1	-0.657333333333333
KIAA0984	0.738
RPAP2	-0.332
ASB5	0.05075
BOLA3	-0.741833333333333
MIA3	0.958666666666667
KRT35	0.671
KIR3DL3	-1.108
MRPL51	-0.53675
SEMA3F	1.5675
NDUFB2	-0.400833333333333
LOC253012	2.9265
FAM46C	0.3972
G6PC	-2.01742857142857
CSAG3A	-4.039
PREX1	-0.019
SLC25A45	-0.00575
MAPKBP1	-0.0737
CPE	0.1169
GNB1	-1.14175
CXCR6	0.752
TRIM46	0.82925
C16orf3	0.328333333333333
HPSE	1.139375
TIGD3	1.8985
SPG3A	2.5745
LCAT	-1.37933333333333
ST6GAL1	-1.19666666666667
POMC	0.65475
FLJ36031	-1.2105
NSMAF	-0.319333333333333
SKIL	1.181
ADSS	0.512666666666667
HMGCS1	-1.4656
POLR3F	-0.491333333333333
RAB10	-0.069125
ZNF277P	-1.740625
ZBTB7B	0.309625
DHRS1	-0.164625
ABCC13	1.39
CNOT3	0.35775
NFKBIA	0.8435
GAK	0.322666666666667
SFT2D2	1.39616666666667
HOXA6	-0.124
CRTC1	0.4085
LY6D	-0.880166666666667
C20orf72	-0.940166666666667
CPT1A	1.55675
LMO1	-1.4835
EIF3I	0.057
PRB4	0.27675
MCM3APAS	-2.512
C20orf132	-0.4974
FOXF2	-3.34175
S100A12	0.05925
MLH1	0.146333333333333
ACTN1	0.1359
MRPL36	-0.165
C20orf106	-0.6955
FBXO6	1.38133333333333
MKS1	0.154666666666667
CX3CR1	-1.723625
PDE1B	0.9135
PLP1	-2.84225
KISS1	0.2415
C14orf2	-0.166666666666667
TBC1D3P2	-1.69275
COMMD6	0.0117
ANKRD7	-1.31775
PTCHD1	-1.7315
NARS2	-1.109
DOCK7	-1.4825
FAM127B	-0.181
LOC390243	0.113833333333333
N6AMT2	1.17275
ZNF391	-0.869
DNAJB14	0.667833333333333
WRB	-0.286125
BPI	0.018
TTC4	-0.130666666666667
FAM10A5	-1.274
GOT1L1	0.0716
MAGED1	-1.115625
RESP18	-0.23475
WFDC6	1.51225
MT2A	-1.0355
C11orf56	-0.3855
KIAA1432	-0.4315
ROR1	-1.097
HSD17B14	1.15916666666667
ZFAND2B	0.445
SAMD4B	0.38225
HEXA	-0.3915
HNRNPU	0.0884090909090909
USP39	0.087
NRD1	0.07725
R3HDML	0.257
FLT4	0.453
OMG	0.113833333333333
OR52N4	0.7125
LOC399818	-0.1605
ELA2	-1.80375
VENTXP1	-0.663
RFC5	-0.928
OR52L1	0.66
PAX5	0.004
FBXO2	-2.871
GMEB1	0.2455
AKT3	-0.7545
CRB1	-1.42666666666667
CTTN	0.434333333333333
UTP15	-0.1355
HSBP1	-0.635166666666667
PHF11	0.5775
NDEL1	0.0656666666666666
USP8	-1.03475
BAIAP2	1.25225
SI	0.743
ARSJ	-1.752
BAAT	-1.994
KCNS3	1.99933333333333
LOC126147	-0.389
TMEM37	0.66375
C1orf162	3.1135
MBD1	-0.7836
ITGAL	0.690666666666667
WDR73	-0.925333333333333
GKN2	0.3195
ARFGAP1	-0.7095
SLC5A8	2.88833333333333
ZBTB40	-0.5301
CYP4B1	0.586
LYPLAL1	0.5035
CHST3	-0.51225
MAP3K9	0.7415
BTAF1	-1.46516666666667
TFAP2E	-0.01
RBM35B	1.04175
LOC441251	-0.692
ANKRD25	-0.170388888888889
UQCRC2	-0.131
MAEA	0.17325
HYAL1	-2.072
RNPEPL1	0.939
CPSF2	0.0255
PSD3	0.3596
ABCA13	-0.3065
AGR2	3.12075
GBX1	-0.5505
HDLBP	1.00464285714286
ACY3	1.2875
HECW1	-0.4225
ZNF519	-1.7905
HOPX	2.600125
ZNF304	0.6085
OR12D3	0.04
FKSG43	0.52875
METTL1	-0.2665
MFSD3	0.8314
PSPH	-0.9335
CLCA3	-0.388
DARS2	0.302166666666667
CDC25A	-0.734
BAIAP2L1	-0.83625
B3GNT5	-0.88725
USP29	-0.0555
ARHGEF10L	-0.5029
ATOX1	-0.242
ADAM30	0.2215
DNASE1	1.11075
STT3A	0.695916666666667
RAB6IP1	-0.60625
PTN	-0.6629
C1orf106	2.72830769230769
HECA	1.13325
RNF122	-0.47175
SLC22A18AS	-0.250833333333333
GNG8	0.630833333333333
ELP4	-0.66175
FAM65A	0.349166666666667
RPL10A	-0.425666666666667
IRS4	0.1395
MACF1	0.2109
SEC24D	0.12375
LOC374395	1.368
TGFB2	-0.7715
MDFIC	0.2395
CHRNE	0.832666666666667
PCMTD2	-0.79
ATP6V0D1	0.320666666666667
MTA2	0.708
LZTR1	-0.667333333333333
RAP1A	0.145666666666667
AXIN1	-0.374875
POLR1C	0.0375
TRIO	-0.6885
PLXNA4A	-0.065
C5orf33	-0.73075
DEPDC1B	-1.28725
ZNF473	0.0931666666666667
MTM1	0.7215
GPR107	1.1005
CSNK1A1L	0.249
FLJ14154	0.605
NLRC4	3.39975
ENPP4	2.41416666666667
PADI3	0.121
RNF170	-0.00987500000000002
CG018	0.3635
C16orf7	0.0455
KCNE1	-0.388
NRM	-0.172166666666667
SLC37A3	-0.855785714285714
TPD52L2	-0.9195
UNC5B	1.6465
C12orf12	0.272666666666667
SDHB	-0.9395
CLRN1	0.675125
NUDT10	-0.245333333333333
UGT3A1	0.101125
FBXW8	0.250875
RHOF	-0.53825
PTPLAD1	-0.219375
MYO3B	-0.629
DERA	-1.73875
TPP2	-0.7695
C19orf53	0.153666666666667
GINS3	-0.914375
ST6GALNAC5	2.0315
CHSY1	-1.27075
MGC15705	0.00749999999999998
GPR83	0.318833333333333
EXT2	-0.012125
DOLK	1.79775
TUBAL3	0.20125
ACVRL1	2.0025
ABL2	-0.566416666666667
C14orf156	-0.585166666666667
PTPRZ1	-3.85775
DIP2C	0.1275
LAMP1	1.246125
RXRA	0.3652
MAP3K5	0.61225
ALKBH1	0.281
PDLIM7	-0.402375
ARL14	-0.85
SNIP1	0.0668333333333334
TIMP3	1.66241666666667
RGS3	1.05766666666667
SPAG16	-0.3855
ABHD4	0.86775
ARHGEF12	0.101166666666667
GLUD2	0.2585
RAC2	-1.4408
UAP1L1	1.084
SLC18A3	-0.3635
YOD1	-1.0645
RALY	0.288
HMOX2	1.075
DGKH	1.312
DBNDD2	1.3815
YIPF4	0.35275
THAP10	-1.32025
ZNF513	0.41675
HAGHL	0.657833333333333
ITGB4	1.65783333333333
CCDC141	-1.1475
YTHDF3	1.073
C5orf28	0.2825
RPL7L1	-1.08875
TMEM30B	1.07735714285714
ANKRD35	1.07
DUOXA2	0.078
TBC1D5	-0.616
DFNB59	-0.405
HRH4	0.59875
MYO6	1.0334
DNAJA4	1.822875
RBM24	-0.103625
CEACAM20	0.41075
RBM23	0.185071428571429
NGFB	0.092
C1orf63	-2.4399
KRTAP7-1	-0.2665
PERLD1	1.32625
NPB	0.638
C17orf59	1.207
HSPBAP1	-0.873
SLC15A4	-0.199125
PRTFDC1	-1.096
OSMR	-1.42771428571429
CYSLTR2	-0.7155
C19orf25	1.0861
KIAA1797	-0.5265
NLRP6	0.6175
FAM105B	0.127
SCRN2	-0.357333333333333
LRRC58	0.0319
RNF17	0.211125
NEIL3	-1.346
FAM137A	-1.3235
SKP2	-2.8445
PARVA	1.32858333333333
PKLR	-1.272
RNF34	0.48475
A3GALT2	0.12075
C12orf50	0.536166666666667
SUNC1	-1.433
FAM102B	0.516166666666667
CCT2	-0.78475
LRRC37A2	-0.205
ARF4	0.278
SIKE	0.269625
C8orf48	-0.47
MBTPS1	-0.4735
GPSN2	0.2095
NCF2	2.58375
SLC12A6	0.181833333333333
MRPL48	0.04425
HMGN3	-0.989166666666667
LRRC62	-0.82075
PAX9	0.6255
FAM55A	0.25
C20orf42	-4.11783333333333
SCML2	-1.64083333333333
BCL9	-0.02075
FAM40A	-0.28675
C9orf41	-0.738833333333333
ZNF774	-0.3905
LETM1	-0.13275
PLXNB1	0.675333333333333
NIPSNAP1	-0.594625
USP10	-1.55925
F9	0.44975
LIPE	2.279
CNGB3	-0.6835
C12orf52	0.304375
PI4K2A	0.99325
MED8	0.00412500000000001
STAT4	0.7761
FGD4	0.570333333333333
RNF145	-3.21916666666667
WDR32	0.6252
CLDN2	0.118333333333333
TCEAL8	0.51275
ZMYND8	-0.5026
PDXK	-0.21440625
GATAD2A	-0.5335
PTGES3	-0.026
CCM2	-0.04325
TAP1	1.7875
ZNF670	-0.313
ETS2	-1.00707142857143
C6orf166	-0.558
PRMT2	0.312214285714286
OR4B1	-0.2405
INTS8	0.0885
CCDC102A	-0.073
CCDC83	-2.17516666666667
ITGA1	-0.7201
EPHA5	-1.6202
FAM24B	-0.336833333333333
TSGA10	1.77225
HAL	-1.6475
MYOT	-0.18025
SPACA3	-0.28275
BCL2L2	0.00416666666666665
CUGBP2	-0.193
CCNB3	0.78075
RNF113B	-0.0965
MERTK	0.38675
BAG1	0.38475
VPS36	0.0395
ORMDL3	1.3793
C1orf190	-0.51225
ZNF625	-0.518
CORO2B	-1.2045
ALOX15	-0.3695
CST1	0.19
NUPR1	0.887833333333333
CCL7	0.162
SMCR5	-2.3515
DSC2	1.235
RBMS2	0.2265
GRIK4	0.683
TRIM65	0.7859
TMPRSS6	-0.302642857142857
TP53INP2	0.21875
GLB1L	0.922833333333333
LOC388284	0.2415
PUS1	-0.501
BCL9L	-0.0205
OLFM1	-1.59908333333333
RET	1.8165
MASTL	-1.885
ALX3	0.079
IL1RL1	-0.269166666666667
ZNF765	-1.0043
C14orf138	-1.355
SNX10	-0.149333333333333
TAC4	-0.0875
C1orf64	4.276
POGK	0.39975
MAPK9	-0.2895
ZNF366	2.79325
C8orf79	-0.3004
CLDN7	3.06175
OR5AT1	0.21
TRIM37	-0.709
LRRC25	2.289
GRHL2	2.6929
TEKT3	0.6155
LASS5	-0.0516666666666667
ABCC4	0.223083333333333
DLG3	1.546625
VGLL1	3.0225
ZFP36L2	0.691666666666667
MFRP	-0.0406666666666667
KIAA1799	-0.208
FLJ44379	-0.8765
PCNX	-0.1665
ANXA9	2.004
CYP4V2	-0.3096
PIK3C2A	-0.367
SRR	0.6805
NOL3	-0.2
IFITM2	0.1535
ARNTL2	-1.58975
ZNF595	-0.93175
NLRP13	-0.194
ASPH	-1.09725
CPA2	-0.047
PVRIG	-1.14533333333333
LEPR	-0.875
C16orf42	0.9365
SH3BGRL	1.1195
FAM77D	-0.541166666666667
FNDC7	0.4825
C9orf6	0.357666666666667
NOTCH2NL	1.1075
PGBD1	-0.694333333333333
SYNGR2	2.457
PITPNA	-0.1070625
PRPF4B	-1.2747
SLC43A3	-1.08342857142857
NRBP1	0.63275
SLC25A22	0.61025
ILK	0.195625
SLC22A8	0.894
MRPS7	1.24575
PITX2	1.313
FABP3	0.169
OR1L1	-0.064
LOC728215	1.627625
BLID	-1.4435
KIAA1217	1.855
TFPT	1.09075
AP4B1	-0.71525
VBP1	-1.3205
OR1K1	0.53
MORC3	0.67375
BHMT2	-0.1635
C3orf10	0.649375
FZD7	-0.791
WFDC10A	-0.257
PMS2CL	-0.451125
CCDC32	0.339833333333333
FA2H	0.68225
ALG13	0.6535
TTLL7	0.4912
SPOCK3	0.318
SLC13A2	0.48
AIM1	1.45625
GPRC6A	0.143
EGR2	2.57125
MED11	0.92675
WWC1	0.43275
SH3GL3	-2.7845
RIF1	-0.938142857142857
PRLH	-0.12
VLDLR	-3.14
DBT	-0.078125
C21orf63	0.939
CGGBP1	-0.377875
KRTAP12-2	0.1705
TADA3L	-0.716625
ZBTB16	1.58825
PDGFB	0.75875
RFX1	0.217375
UQCRB	0.7481
LOC133874	0.091
HPS3	0.6085
LGALS3BP	2.0038
DKFZP564O0823	3.62407142857143
MRFAP1L1	0.581375
HOXA10	-0.0505
NGB	0.667
KIF21A	0.162846153846154
IFLTD1	0.2885
LZTS1	-0.332875
ARHGEF3	0.476
RHBDL3	0.2705
CSNK1G2	-0.32
ChGn	-1.211625
KIAA1244	2.42133333333333
GABRB2	1.0725
MGC72080	-1.1925
CD27	2.9125
EGLN1	-1.3812
PEX13	0.969
RWDD3	-0.43675
RNF12	-0.254666666666667
GRIN2B	-0.419
ADAMTS14	-0.425875
DYDC2	0.286166666666667
ATP6AP1	1.1367
NR1H2	0.31
PDK2	1.346
C3orf17	-0.47
SLC38A2	-0.602
SLC25A29	0.326833333333333
C15orf29	0.538
ADAM9	-0.451583333333333
TMUB2	0.810125
GPR176	-0.11025
AGK	-0.68675
MCCD1	0.3505
NDUFA4	0.294
TMEM146	-0.6685
DUSP1	-0.488
UNQ6975	0.8395
EMX2OS	2.08625
INSM2	0.097
LUZP4	0.043
SETD6	-0.9205
P2RY2	3.436
SLC45A2	-1.311
RABGAP1	0.398833333333333
UBXD5	0.00949999999999999
GPRC5A	1.8653
PAK3	-0.468666666666667
LOC63920	-0.36675
TGFBR1	1.4587
KRTAP6-3	0.3195
SFMBT2	-0.44075
CDC42	-0.2615
C11orf35	0.9835
TTLL2	-0.30925
UACA	0.62975
CD97	-0.7184
SETD5	-0.291125
NINJ2	-0.03225
PTER	-1.236
POMGNT1	0.38875
KRTAP4-2	0.2155
ECGF1	1.925375
HRB	-0.577727272727273
ATP1B2	0.1677
LOC400506	-0.41675
COL4A3BP	0.01925
C6orf97	0.83675
GRHPR	1.335875
TAS2R1	0.54
SEMA7A	-1.372
EDF1	0.3415
ODF2L	0.056
PCID2	-0.633333333333333
GTF2H4	-0.323
ZCCHC3	-0.81175
CGB2	-0.1075
NEUROD1	-0.1285
C20orf75	0.507
RP5-1054A22.3	1.928
IFNA5	-0.0945
ZNF134	0.21175
MGC119295	-1.1847
ZSWIM6	-0.88375
SMEK1	-0.173
PCGF2	0.622
C1orf102	2.03775
CYP2A13	0.6445
KCNH6	-1.6196
MDM1	-0.0426
ALDH7A1	1.1295
C9orf75	1.81975
VDAC3	-0.108625
OR51T1	0.1715
EIF3F	-0.750333333333333
KCNJ10	-0.2255
LENG8	0.12075
EDEM2	0.41875
CCNJL	-1.2835
DHX37	-0.766
CRYGN	0.3445
AATF	-0.433875
ZNF630	0.108375
E2F5	0.7285
WFDC13	-0.88075
FTSJ3	0.105666666666667
C4orf33	0.24025
LHFPL4	-1.801
C19orf56	-0.712666666666667
SMAD4	-0.7375
AFM	0.685
G0S2	-0.48925
FCHSD2	0.3142
RRP1B	-1.113
EEF1B2	0.298
STAT6	-0.0906666666666667
ZNF195	-1.0795
GNL1	-0.569166666666667
ZNRF2	1.53733333333333
PER3	-0.660125
ASB16	0.75375
C10orf10	1.49842857142857
