Hybridization REF	TCGA-C8-A12U-01A-11R-A115-07
ANKRD35	-0.6405
DUOXA2	-0.10775
TBC1D5	0.632375
DFNB59	-0.0065
HRH4	0.586
MYO6	2.3137
DNAJA4	3.315
RBM24	-0.9165
CEACAM20	-0.543
RBM23	0.2175
NGFB	0.4235
C1orf63	-0.2404
KRTAP7-1	-0.0475
PERLD1	1.75375
NPB	0.2285
C17orf59	0.0477
HSPBAP1	0.16425
SLC15A4	-0.277625
PRTFDC1	-2.85325
OSMR	-2.61957142857143
CYSLTR2	-0.048
C19orf25	-0.0678
KIAA1797	-0.3445
NLRP6	-0.2545
FAM105B	0.0735
SCRN2	-1.369
LRRC58	0.1819
RNF17	-0.0545
NEIL3	-1.097
FAM137A	-1.02675
SKP2	-2.4835
PARVA	-0.212083333333333
PKLR	-1.317
RNF34	-0.175125
A3GALT2	0.3475
C12orf50	0.863333333333333
SUNC1	-1.65975
FAM102B	-0.391833333333333
CCT2	-0.27275
LRRC37A2	-0.4135
ARF4	0.666
SIKE	0.01125
C8orf48	2.93816666666667
MBTPS1	0.516857142857143
GPSN2	0.5405
NCF2	2.81175
SLC12A6	0.6625
MRPL48	-0.634
HMGN3	0.619833333333333
LRRC62	0.95675
PAX9	0.249875
FAM55A	0.951
C20orf42	-3.58816666666667
SCML2	-1.123
BCL9	0.12625
FAM40A	-0.44025
C9orf41	0.228833333333333
ZNF774	-0.191
LETM1	0.36775
PLXNB1	-0.428833333333333
NIPSNAP1	0.41875
USP10	-0.1595
F9	0.611
LIPE	1.3425
CNGB3	-0.065
C12orf52	-0.518875
PI4K2A	-0.55975
MED8	0.046625
STAT4	1.5444
FGD4	-0.924333333333333
RNF145	-2.07066666666667
WDR32	0.1235
CLDN2	0.221166666666667
TCEAL8	0.61
ZMYND8	0.5678
PDXK	-0.52059375
GATAD2A	-0.05075
PTGES3	-0.7695
CCM2	-0.30925
TAP1	2.8955
ZNF670	1.086
ETS2	-1.53978571428571
C6orf166	-0.336
PRMT2	0.340071428571429
OR4B1	0.2775
INTS8	0.9345
CCDC102A	-0.491
CCDC83	0.273166666666667
ITGA1	-0.6874
EPHA5	-1.8487
FAM24B	-0.496833333333333
TSGA10	1.57175
HAL	-1.97733333333333
MYOT	-0.277
SPACA3	0.26075
BCL2L2	-0.0538333333333333
CUGBP2	-1.59966666666667
CCNB3	3.38975
RNF113B	0.50725
MERTK	-1.14825
BAG1	-1.24425
VPS36	-0.36075
ORMDL3	0.9321
C1orf190	-1.08175
ZNF625	0.28125
CORO2B	-1.82625
ALOX15	-0.2915
CST1	2.4175
NUPR1	2.40733333333333
CCL7	2.45475
SMCR5	-2.2525
DSC2	2.7055
RBMS2	0.036
GRIK4	0.2975
TRIM65	0.1901
TMPRSS6	0.245142857142857
TP53INP2	-0.5735
GLB1L	0.345166666666667
LOC388284	-0.724666666666667
PUS1	-0.7805
BCL9L	0.291
OLFM1	1.5665
RET	3.90325
MASTL	-0.5765
ALX3	0.2325
IL1RL1	0.609166666666667
ZNF765	-0.6172
C14orf138	-0.07525
SNX10	1.101
TAC4	0.1395
C1orf64	-2.306375
POGK	0.092375
MAPK9	-0.2455
ZNF366	2.3245
C8orf79	0.6122
CLDN7	2.901125
OR5AT1	0.322
TRIM37	-1.61475
LRRC25	2.19875
GRHL2	2.756
TEKT3	-0.411
LASS5	-0.7355
ABCC4	-2.52966666666667
DLG3	1.615875
VGLL1	0.12225
ZFP36L2	-0.619
MFRP	-0.154666666666667
KIAA1799	0.471
FLJ44379	2.0365
PCNX	-0.16975
ANXA9	-0.075
CYP4V2	0.6512
PIK3C2A	1.357
SRR	-0.422
NOL3	1.38175
IFITM2	-0.448
ARNTL2	-2.12875
ZNF595	1.50125
NLRP13	0.598
ASPH	-3.021
CPA2	0.165
PVRIG	-0.414166666666667
LEPR	-1.82333333333333
C16orf42	0.534166666666667
SH3BGRL	1.73025
FAM77D	-1.405
FNDC7	0.0095
C9orf6	0.575666666666667
NOTCH2NL	0.350166666666667
PGBD1	-1.94333333333333
SYNGR2	0.887166666666667
PITPNA	-0.5388125
PRPF4B	-0.6763
SLC43A3	-2.65035714285714
NRBP1	0.10225
SLC25A22	0.06675
ILK	-0.4255
SLC22A8	0.7855
MRPS7	1.66775
PITX2	-4.31275
FABP3	-1.525625
OR1L1	0.428
LOC728215	-0.938875
BLID	-0.82
KIAA1217	0.871764705882353
TFPT	0.17775
AP4B1	-0.64275
VBP1	0.08
OR1K1	0.242
MORC3	0.2955
BHMT2	-2.094
C3orf10	1.111625
FZD7	-2.5315
WFDC10A	-0.312
PMS2CL	-0.280375
CCDC32	0.461
FA2H	-1.66375
ALG13	0.996
TTLL7	0.8247
SPOCK3	-0.3335
SLC13A2	0.552
AIM1	1.496
GPRC6A	0.3695
EGR2	3.02475
MED11	0.43125
WWC1	1.73875
SH3GL3	-2.895
RIF1	-0.0236428571428571
PRLH	0.575
VLDLR	-1.6225
DBT	0.3901875
C21orf63	0.8915
CGGBP1	-0.090875
KRTAP12-2	-0.00399999999999999
TADA3L	0.766375
ZBTB16	0.11225
PDGFB	1.926625
RFX1	0.3885
UQCRB	1.3484
LOC133874	0.178
HPS3	-2.4805
LGALS3BP	2.09
DKFZP564O0823	1.42207142857143
MRFAP1L1	1.227875
HOXA10	-1.11966666666667
NGB	-0.018
KIF21A	0.164076923076923
IFLTD1	0.821
LZTS1	-1.50425
ARHGEF3	0.16175
RHBDL3	2.23
CSNK1G2	-0.0788333333333333
ChGn	-1.629875
KIAA1244	1.63433333333333
GABRB2	0.0595
MGC72080	0.347
CD27	3.33025
EGLN1	-1.3992
PEX13	1.0725
RWDD3	0.0135
RNF12	-0.0508333333333333
GRIN2B	0.514
ADAMTS14	-0.44425
DYDC2	2.328
ATP6AP1	1.5697
NR1H2	-0.2535
PDK2	1.5535
C3orf17	-0.144833333333333
SLC38A2	-1.87942857142857
SLC25A29	-0.338
C15orf29	0.089875
ADAM9	-1.63808333333333
TMUB2	-0.10875
GPR176	-0.85925
AGK	0.042875
MCCD1	0.43775
NDUFA4	-0.15275
TMEM146	-0.11525
DUSP1	1.39575
UNQ6975	0.172
EMX2OS	1.724
INSM2	0.2195
LUZP4	-0.1695
SETD6	-0.149
P2RY2	1.26475
SLC45A2	-1.035
RABGAP1	0.636
UBXD5	0.393625
GPRC5A	-1.7964
PAK3	1.62266666666667
LOC63920	0.89975
TGFBR1	-0.565
KRTAP6-3	0.34725
SFMBT2	-0.2305
CDC42	0.5915625
C11orf35	0.1585
TTLL2	-0.11575
UACA	-0.5855
CD97	-1.5438
SETD5	0.011375
NINJ2	-0.39925
PTER	1.2475
POMGNT1	0.61425
KRTAP4-2	-0.38
ECGF1	3.409875
HRB	1.30336363636364
ATP1B2	-0.2463
LOC400506	0.801
COL4A3BP	0.9405
C6orf97	1.74625
GRHPR	-0.1935
TAS2R1	0.2265
SEMA7A	-1.17775
EDF1	0.87925
ODF2L	1.3115
PCID2	-0.848666666666667
GTF2H4	-0.852666666666667
ZCCHC3	-1.0115
CGB2	0.375166666666667
NEUROD1	0.3605
C20orf75	1.002
RP5-1054A22.3	0.6175
IFNA5	0.02
ZNF134	0.256166666666667
MGC119295	-0.8787
ZSWIM6	-0.10225
SMEK1	0.466666666666667
PCGF2	-0.310375
C1orf102	3.1045
CYP2A13	0.4985
KCNH6	-0.5648
MDM1	2.0597
ALDH7A1	0.397833333333333
C9orf75	0.4795
VDAC3	-0.38775
OR51T1	0.6385
EIF3F	-0.913083333333333
KCNJ10	0.4725
LENG8	-0.056
EDEM2	0.808416666666667
CCNJL	-2.33683333333333
DHX37	-0.62
CRYGN	-0.683
AATF	-0.7925
ZNF630	2.724625
E2F5	0.237
WFDC13	-0.229
FTSJ3	1.74616666666667
C4orf33	1.01675
LHFPL4	-0.4935
C19orf56	0.02175
SMAD4	0.3965
AFM	-0.493666666666667
G0S2	-1.99875
FCHSD2	-0.4532
RRP1B	0.1121
EEF1B2	-1.50233333333333
STAT6	0.7415
ZNF195	-0.125
GNL1	-0.692833333333333
ZNRF2	1.61566666666667
PER3	-0.81525
ASB16	0.017
C10orf10	0.123642857142857
ADCY8	-2.98983333333333
C9orf58	2.72883333333333
ARMC10	-0.307166666666667
PSG1	-0.78
DHX34	-0.205
VARS2	1.0455
NFIC	0.9305
ITPR2	-1.816
AGXT2	0.0625
OR6K3	0.3695
H2AFZ	0.338583333333333
MLLT3	-9.25185853854297e-18
COX4I2	0.981
CCNT2	0.283
PLK4	-0.50275
NUMBL	-0.536833333333333
MED16	0.12625
PLEKHQ1	0.61225
GOSR1	0.655444444444444
BTG4	-0.1705
RPL30	1.12525
IGSF5	0.93425
IGFL2	1.70666666666667
ELMOD2	0.932166666666667
SHC3	-2.807
HAVCR1	-0.066
DYNC2H1	-0.93175
RNF5	-0.0706666666666667
C2orf7	-0.173
NLF1	0.063
KLHL25	0.11325
LRP10	0.5529
KRI1	-0.6385
PUS7L	-0.064
MGMT	1.1485
HOXD1	0.5565
CSH1	0.1137
ATG16L2	-1.6115
FLJ44635	-0.438
CHODL	-0.402
EXOSC8	-1.74975
SLC28A1	0.068
MYO7B	-0.262833333333333
SEH1L	0.3074
MTNR1A	0.022
TSPAN5	0.8885
CDC45L	-2.12883333333333
AMIGO1	-0.198
ATAD3A	-0.076625
OSGIN2	0.732
PDIK1L	1.34866666666667
DARC	1.157625
PIPSL	0.279
SHMT1	-0.34475
CRISP3	-0.3705
POPDC2	2.0595
ZRANB2	-0.920833333333333
FBXL8	-0.1365
TRIP13	-1.69290909090909
EIF5AL1	-1.1545
POU5F1P3	-4.67666666666667
IL6	-1.90333333333333
CXorf38	0.235666666666667
IFNA16	0.2785
FBXL2	0.288666666666667
BRD1	-0.00199999999999999
STATH	0.37425
FBXO44	0.155666666666667
MCCC2	1.1295
CDC2	-0.8724
C5orf23	-2.76475
IVD	-2.4375
C10orf122	-0.78425
MSL3L1	-0.0168
MVP	0.8805
EPOR	-0.7694
ZMYM1	-0.0155
BCL7C	1.24716666666667
PSTPIP2	1.6681
LYPD1	-1.6095
OR8G5	0.046
ZP3	0.2525
BCAS4	0.7105
EDG6	2.529
ISY1	0.06
PRAMEF2	-0.08775
CUL1	-0.29025
RNF213	1.8871
CCRK	1.16875
DHX9	-0.12525
C13orf29	-1.0275
NCKAP1	-0.0886666666666667
MRPL43	0.343142857142857
XPR1	-0.6305
PKN2	0.2095
PODNL1	-0.2255
ZNF333	0.162
DALRD3	1.31375
OPN1SW	0.3005
BTBD6	0.878
C11orf82	-1.547
OR5P3	-0.299
DUSP11	0.405
L1CAM	-0.3394
NEK11	2.48083333333333
OR7E91P	2.112
CNTN3	0.6038
CREB3L2	-0.08475
ZBTB37	0.1765
KIAA1324L	1.743
NDUFB10	1.51616666666667
NUDT2	0.611
GTPBP8	0.9435
CACNA1D	1.004875
PRKAA2	-0.815
PRDM8	0.254
MGC16075	-0.9185
KRT14	-1.31364285714286
PP8961	0.1145
MRPL18	0.38
ABCG2	-3.40025
PACRG	0.30025
BBS2	0.8885
KREMEN2	-2.1
FBXO21	0.45225
HNRPUL1	0.468416666666667
GRB10	-2.03275
CLSTN1	-0.076
LMAN2	0.3003
C17orf61	-0.059
NIPSNAP3A	1.361
INSIG2	-0.5895
PCDHB7	0.9155
STXBP2	1.165875
CMAH	-0.215083333333333
SEMA5B	-1.30175
ZNF155	0.516166666666667
COQ6	1.01983333333333
PRPF4	0.32275
TSPAN15	1.2518
VN1R5	0.0515
LATS2	-0.3505
SELK	0.6835
PGK2	-0.00724999999999999
MS4A1	0.917
TYW3	0.1577
KRTAP5-1	-0.00749999999999998
RCCD1	-0.470333333333333
BTN1A1	-0.1385
DDX28	0.07975
TMEM65	-0.311125
LOC92345	0.5135
TTC31	-0.635
WDR46	-0.932166666666667
CHP2	0.325166666666667
LSP1	0.319375
ZNF542	0.68525
EXOSC1	-0.3015
ARHGAP18	0.178166666666667
LRRTM4	-0.678375
MAOB	-1.24508333333333
CACNB4	2.61425
MGC33846	-0.48375
RANBP3L	-0.672
ATP5L	-0.367375
ONECUT1	1.058
NUDT9	0.7035
TMEM149	1.2
STX17	1.19425
IGSF10	-4.277
TMPRSS9	0.564
BMPR2	0.444333333333333
ALLC	0.09275
KLF7	1.49175
GCC1	0.0891
TIMM9	0.112
CDO1	-2.63116666666667
MGC10701	0.4595
IFI6	3.224
FRMD8	0.02925
MGAT2	-0.065
WBP5	-1.21616666666667
CNIH2	0.50875
KIAA0907	-1.3473
KCNH8	-0.6085
CTSG	0.20825
GRIK1	-0.758
CUL5	1.064125
FRMD1	0.315
OR9A4	0.4195
SYT6	-1.89225
FOXD4L2	0.62725
ANAPC2	0.865666666666667
OPN5	0.11
TAF13	0.40725
LYG2	-0.50675
GGNBP1	-0.095
C11orf40	0.5725
OTX2	-0.7665
REG4	-0.1125
EIF5	-0.3075
PALB2	-0.02275
SEPSECS	0.7172
RNASE3	0.1165
TRIM49	0.3625
POLR2K	1.4875
GPR42	0.165
C8B	-2.73175
SASS6	-1.074
PREB	0.0045
OR3A3	0.4265
TUBA8	0.021
IGLV2-14	-0.035
STIL	-0.7735
ANKFN1	-0.726
NME7	-1.12475
HOXC12	0.8715
UBE2C	0.2585
FHOD1	-0.743875
CDK2AP1	-1.43433333333333
OR6K2	0.3775
DHPS	0.1225
RPL5	-0.915666666666667
TRGV5	0.595
LOC541472	-0.2185
HCCS	0.4473
DENND1B	1.851
LHX3	-0.3555
OR5D16	0.6095
CXorf57	-1.584
IRF2BP1	0.94975
NDST2	0.0161666666666667
LCE3D	0.193
BOLL	0.27675
SYT3	0.87075
PIH1D2	0.55575
C20orf7	0.431666666666667
IL1R2	0.478333333333333
SLAMF9	-0.064
PPME1	0.143125
PIK3CA	0.53925
TRAPPC1	0.797
COLEC10	-0.4375
SLC9A6	-0.604166666666667
PDDC1	-0.68475
CCDC53	0.104
GK3P	0.10825
DAZL	-0.87475
BRI3	-0.49375
SDK1	-1.054625
CYP2C18	0.325
IFI44L	2.455
RPL3L	0.2255
FUT9	-1.64633333333333
KIFC2	0.0188333333333333
PMP2	-0.581375
SLC4A9	-0.215
PLAG1	-1.80516666666667
MYCBP2	0.33
OR4E2	0.3305
CCDC65	1.23625
C16orf82	0.10625
ENTPD4	-0.196375
BRP44L	-0.048375
PMP22CD	-0.27125
TMCO4	1.94116666666667
KCNN1	-0.497166666666667
WDR35	-0.29075
CCDC80	0.057625
C3orf31	0.07525
SLC7A9	-0.2755
TMEM190	-1.28975
DBC1	-0.824833333333333
FADS3	-1.3775
PDZD8	-0.131
GRM5	0.247875
AZGP1	-1.3183
PEX3	-0.0375
MED1	-0.0297142857142857
ATG4C	-0.477333333333333
HNRPH3	-0.93075
FAM109B	1.49075
C4orf17	0.2285
CA10	-0.08775
OPRD1	0.2265
CCL16	-1.539
SACM1L	0.176
CST6	2.28175
CD63	0.0470625
LGI1	-2.456
ZNF784	0.0685
CRYBB1	-1.133
CX3CL1	-0.21075
TOP2A	-1.368375
GYPB	-2.398
GADD45GIP1	-0.03275
FEN1	-1.486875
IGF1R	1.4714375
WDR72	-2.80666666666667
PURG	-1.23883333333333
DEFB126	0.2865
PKD1L1	-0.0255
CAV1	-2.683
GNPDA2	0.7883
DGAT2	-0.68625
NLGN1	-4.6065
STRBP	1.23975
HPRT1	-0.816333333333333
FANCI	-1.008125
PSMA7	1.13975
DBF4B	-0.6345
TTF1	0.0705
RAD54L	-1.49475
ELOF1	0.088
PLAGL2	-0.046375
ZNF256	0.25375
HMGCL	0.27525
MSI2	-0.0055
RPESP	-3.29166666666667
C11orf60	-0.4395
ABCD1	1.4165
ACAA1	0.4599
SPARCL1	3.93528571428571
IL6ST	0.0447
ZNF319	0.24275
TMEM109	-0.504
FAM90A1	-1.931
IL22RA1	-1.4405
ATP4B	0.309
TEC	-1.10166666666667
C7orf30	-1.04775
TXNDC2	-0.456
ABCB4	-1.13975
KIAA1191	0.5165
C9orf38	0.22
SFTPB	0.382125
CNTNAP2	3.72316666666667
FRK	0.3645
TBX19	-0.53975
CHD4	-0.37025
C6orf26	-3.1095
MOSC2	-1.96
IKBKE	-0.009
HIF1A	-1.63333333333333
LOC595101	0.673
RELA	-0.125333333333333
TMEM16B	-1.52183333333333
ABHD12B	-1.3055
TSEN34	0.45075
KIF18A	0.45425
TXNDC9	0.534666666666667
SPATA2L	0.152
SEMA4G	-1.285
C21orf91	-1.307
MATN1	-0.138
KCNIP4	-0.155833333333333
TUSC1	1.537
OR4C15	0.39275
ARMCX6	0.383083333333333
WBSCR27	0.947
OR52I2	-0.2525
KIAA1604	-0.32375
DYNC1I1	-1.959875
PPP4C	0.8475
SLC47A2	-2.3815
TREH	0.1865
CD48	2.26683333333333
ST14	1.089
PKN1	-0.5965
SPON2	0.17725
XBP1	1.28033333333333
SFRS12	-0.229833333333333
EFCAB6	1.896
SELT	-0.137
SLC39A2	0.548
ERF	-0.775833333333333
ARL3	0.42825
SURF6	-0.6331
MLLT10	-0.325571428571429
FLJ11171	0.546833333333333
TDGF1	-3.8895
ERCC6	0.09825
EIF2AK4	0.150125
BAZ1A	1.138
LRRN3	-0.695
TMC3	-0.2175
EFTUD1	-0.003
PTPRO	0.457666666666667
CLEC12A	1.137625
ACBD4	-0.1295
ZDHHC14	-0.831375
OTUD7B	0.021
ACTB	0.5556875
MSRA	-0.1265
LCE5A	0.1155
IFI35	0.896
BSCL2	0.681666666666667
ANKRD12	0.841416666666666
CFHR2	0.37
RGAG1	1.44316666666667
HSFY1	0.234
SLC30A5	0.116916666666667
IMPG1	0.5135
GPR109A	0.4145
ZNF185	0.835
IYD	1.413
NPCDR1	0.6185
SERPINA13	-0.264
HMGCLL1	0.99325
NEUROG1	0.144
UBQLN1	1.0085
LIN37	0.953
SOCS2	-3.164125
DSCR4	-1.399625
XKR6	-0.4395
GPR142	0.688
KRTAP13-3	0.1645
CCDC15	0.145166666666667
MOS	-0.056
CD1E	-1.6175
OFCC1	-0.250333333333333
FAM83D	-0.431
SRFBP1	0.047
C9orf96	-0.142
DHDH	-0.21725
CCDC90A	0.5935
RABL3	0.43935
CD320	-0.9405
ANGEL2	-0.346083333333333
MRPL21	-0.37725
SMG6	-0.0438333333333333
INSR	0.4375
FLJ14816	-0.58
GLRB	0.997166666666667
C9orf89	0.9895
CIZ1	-0.54375
URG4	-0.6105
LRDD	-0.789833333333333
CBY1	0.467166666666667
NFX1	-0.302625
MTERFD2	0.647071428571429
C19orf23	0.3655
PGC	-2.584875
IER3IP1	1.0564
RASAL2	0.195583333333333
C1orf89	-0.7305
SYNJ1	0.863125
NFKBIE	1.03125
FLJ40125	-1.98116666666667
TCEB2	0.8446
NOG	-2.152
POLR2J2	-0.531666666666667
HLA-B	2.985
PCDHA1	2.607
PPP2R2B	-0.718
ARHGEF17	-0.847333333333333
TCF7L2	-0.947428571428571
CHD5	-0.0165
ZNF431	-0.065
TBC1D25	0.188
ZNF800	0.874
SCUBE2	-2.61409090909091
MYCBP	0.699
GPX5	0.116
C6orf129	1.0295
QSER1	0.903833333333333
ULK2	1.64425
PIGO	-0.0523333333333333
NRCAM	-1.09528571428571
SLC35E3	2.523625
CSRP2	-3.05725
HYPE	0.31825
MAPK15	0.174166666666667
MGC14327	0.05775
TIMM13	0.152166666666667
ZNF462	-3.0815
GBA3	0.14475
TEX13A	0.3595
MCM6	-0.949666666666667
MTRF1	-0.57775
ABCA7	-1.11225
EIF4A2	0.06525
ZC3H10	-0.4482
RPGR	0.535166666666667
C20orf94	2.066
RP1L1	0.08475
GPR125	-1.15925
USP22	-0.812642857142857
OR1L4	0.3325
MLZE	0.75325
FLJ32065	2.18825
PTCD1	0.7345
CRTAC1	-0.266833333333333
BXDC2	-0.75325
C18orf1	-0.794166666666667
FAM107A	0.670214285714286
EFNA3	2.5155
P18SRP	-0.6051
CAMKK2	-0.0426666666666667
KIAA0649	0.46375
NES	-1.318
HS6ST3	2.92325
PON2	-1.01975
TCP11L2	-1.0435
CLEC4A	1.4115
PRR12	0.9995
MLXIPL	-1.5664
C2orf50	0.1935
ZNF28	1.10525
ENC1	-0.1665
MAP2K1	-0.753125
FKSG2	-0.28075
KIAA0430	0.37175
PTP4A1	-0.114388888888889
GPR156	0.397
GTF3C6	-0.059
UBR2	0.4089
LOC388272	0.0125
MAK	0.601833333333333
ACOT4	3.06
STC2	-2.90725
PIGW	-0.561
SAE1	-0.2255
COL6A1	-0.658909090909091
OAZ1	0.275333333333333
STMN4	1.79616666666667
EDG3	0.751333333333333
SGCE	-2.76916666666667
IL11	-2.2505
PRSS8	2.7025
YIPF5	0.493083333333333
WNT4	0.886625
CSN2	0.227
TCF7	-3.250375
TDO2	2.56125
SAMD9	1.7329375
S100A7A	-0.431
MMRN1	0.832666666666667
GKAP1	0.235
AKR1C3	-2.29575
RNF19A	0.54725
GMDS	-1.253
YKT6	-0.73125
SPARC	-0.3633
C12orf31	3.14175
UBE2V2	0.199833333333333
FBXL18	-0.451833333333333
KIAA0460	0.064
ADAM22	-0.961125
SERPINC1	-4.48925
KCTD21	0.32525
MYOHD1	-1.27
ZNF37A	0.885333333333334
GTF3C1	-0.0101666666666667
CTSZ	2.50775
PRNPIP	0.169875
DRD1IP	0.156
NR1I2	-2.1895
ZNF266	-0.2696
SPAG4L	0.2875
COX4NB	-0.13825
SAPS1	0.2085
APOA1	-3.384875
TATDN1	-0.417
C10orf82	-2.24725
KPNB1	-1.117
FOXO3	0.504666666666667
CRYBB2	-1.511
ZBTB5	-0.765
SLC25A38	-0.367
DCTN2	-0.516333333333333
IFT20	-0.29025
CTHRC1	-0.003
C1orf31	0.643375
UHRF1	-0.5735
GPC6	-1.4215
C10orf54	0.91825
MCF2L2	-0.631666666666667
WNT9B	0.0155
OLA1	-0.247
FAM120B	-0.392
TTLL10	-0.226
CYorf15A	-4.97375
RELN	-1.7293
SCN2B	0.00591666666666668
MFHAS1	-0.71675
NKX3-2	-1.99966666666667
RASGRF2	-1.0115
SSBP1	-0.471833333333333
KPNA6	-0.287642857142857
LOC389118	0.0305
HS3ST4	-2.1009
SUPT7L	0.2045
FLJ32658	2.6565
IGFBPL1	0.2775
KIAA1641	0.0695
SHKBP1	0.506833333333333
CSF1R	4.0655
NAGK	1.02125
MYL2	0.5805
HIST1H4C	-0.7835
TOMM7	-0.039375
ADAMTSL3	1.3393
TNFSF14	0.233
PRRT2	0.088
VTA1	0.0475
AOAH	3.1565
CRISPLD2	0.736071428571429
PNN	-0.9605
TA-NFKBH	0.02075
ESPN	1.3055
RBM43	0.327
KIAA1267	0.066
DDX3X	0.166
KIAA1576	-4.68525
PLXDC1	3.109
FLJ25801	-4.464
HNRNPL	0.0855
RUNDC3A	0.664333333333333
CASP12	0.623
SH2D5	-1.295125
RPL26L1	0.9785
OR51A7	-0.19525
HDC	4.4455
C2orf16	-0.118833333333333
SYTL3	2.448375
GOLGA4	0.08575
NOTCH1	-1.5625
ATPAF2	1.04575
ECD	0.08025
SSX5	-1.79216666666667
SNAP91	0.21225
OCA2	-4.79075
PNPO	-0.0423333333333333
DAPK1	-0.327833333333333
PINX1	-0.209166666666667
SELENBP1	0.989375
NEK3	-0.8165
TMED4	-0.458785714285714
SSTR4	0.098
FOSL1	-2.6306
CD40LG	0.466
CES1	-2.29791666666667
DCI	0.9545
B3GAT3	-0.378666666666667
STK17B	-0.256
CNTN6	0.1825
CYP3A4	-1.30016666666667
MBOAT2	0.443785714285714
PISD	0.1845
USP1	-0.764
PYDC1	0.824333333333333
CENPM	-0.594375
SAR1B	1.54225
TTC7B	-0.9615
DP58	0.348
GPC1	1.11025
RBL1	-0.401625
TMEM137	-2.27733333333333
TOB1	2.32658333333333
TCEAL1	1.43766666666667
CENPF	-0.804727272727273
C6	0.065
PRSS1	-3.8425
PPIL6	1.013
C6orf124	-0.6215
ODZ4	-0.696666666666667
SNCB	-0.14675
NDUFB9	1.66325
CNOT6L	0.888833333333333
S100A9	0.3295
TRIM50	0.00149999999999999
KCTD1	1.3937
WDR63	0.65675
SPEF2	0.879875
RNGTT	0.494166666666667
CXorf22	1.075
KCNK16	0.18875
CEP250	-0.362375
ATPBD1B	0.5245
KCNJ2	3.00275
MT1B	0.669
ZNF684	0.2275
SLC4A1	0.0605
PDHA1	-0.04975
ZNF492	1.18075
TKT	-0.171
BYSL	2.3245
RNF38	1.344375
AHDC1	0.0885
KLHL2	0.943875
CMTM8	-0.01425
DMP1	-1.507
HERPUD2	-0.313
CRTAM	3.81916666666667
ZNF572	1.97825
TMEM16J	-0.488
HSD17B2	-4.208
UBE2G1	-0.104625
AHSA2	-2.467
PELI2	-2.563
TPX2	-0.517375
ATP9B	1.36283333333333
DAZAP1	-0.40875
HMGCS2	0.357666666666667
C17orf38	0.48625
B9D1	0.024375
NKX2-5	-1.364
KIAA1276	-0.27975
LILRB2	3.5045
CSTF1	-0.0175
BTN2A1	-1.47433333333333
C15orf48	3.87225
IGF2BP3	-2.57525
FAM113B	1.6095
HRG	0.280625
ZNF131	-0.622
USP47	0.573071428571429
CCDC88B	0.053375
HCN1	-0.3984
HTN1	-0.407833333333333
SYCP3	-0.591
C13orf23	-0.0835
PAPOLA	0.0524375
AATK	0.2368
MSH3	0.2625
NDUFAB1	0.25275
ITLN2	-0.587333333333333
BAK1	-0.549333333333333
MRPL45	-0.7625
MTNR1B	0.981
LOC645843	-0.103
SPECC1L	0.260375
PGCP	0.7975
SPN	-0.35975
GPR143	0.5925
ZNF576	1.03
TMEM39A	0.3552
ATP5D	0.015
MAGEB3	-2.2125
RPS5	-1.12333333333333
ANP32E	-2.31135714285714
MTMR1	-0.65975
YEATS4	1.93775
SYNGAP1	-0.435
PCOLCE	-2.17933333333333
MNS1	1.5745
PCYT2	-0.1905
ZNF182	-0.0605
LAX1	1.597875
SPPL2B	-0.018
ELOVL5	2.9249
PCDHAC1	0.4955
B4GALNT1	-1.38966666666667
BLOC1S2	0.6905
ZNF673	-0.6914
ARHGAP21	-0.660333333333333
IRX5	3.692875
LRFN5	-0.384166666666667
FAM7A1	-1.72275
RAB19	0.975
GINS1	-0.5915
ITM2B	0.3278
PAPSS2	-1.40741666666667
OR5BF1	0.4315
ACSL3	2.343375
KIAA1919	-0.394416666666667
GLT8D2	-0.491875
UTRN	-0.684142857142857
CNN1	-0.4825
HISPPD2A	-0.381166666666667
SDAD1	0.54425
SIGLEC9	0.963333333333333
RPL35	-0.317214285714286
C22orf26	0.2
IMPDH2	-0.797875
WDR69	-0.807
SEC14L5	-0.2415
CLTA	1.159
RP11-529I10.4	0.035
GPR37L1	0.141333333333333
OGDH	-0.4375
ASB13	-1.10983333333333
ZFP14	-0.126
ZCRB1	-0.378166666666667
KPNA3	0.02825
HSPA1L	0.61175
RHOC	0.9565
LOC554175	-0.0445
PPP3CA	0.3898
SLC1A7	-0.7689
ZNF529	-0.583833333333333
RBED1	0.341
DDB2	-1.023
FLJ11286	-0.164333333333333
SPATA1	0.453
MKNK1	0.749
DYSF	1.04983333333333
ALKBH2	-0.4125
NKD1	-3.07933333333333
C1orf174	-0.58075
PLEKHO1	0.0708333333333333
ASB10	0.19925
RING1	-0.651833333333333
NPC2	0.17625
AVPR1B	0.4065
YTHDF1	0.24225
LMAN1L	0.161
GSG2	-1.498
CEP170	0.1083
RPS4Y2	-5.28775
MSH6	-0.9845
HECTD2	-0.160833333333333
ZNF556	-3.3855
PLEKHC1	-2.0658
AIRE	0.0838333333333333
BCL2L10	0.0325
LMOD3	0.00233333333333333
ZBTB8	0.1987
FOXA2	-3.0749
SLCO2A1	0.382875
C3orf46	0.224
PRDM16	-1.50866666666667
TMEM98	-2.85025
FRMD5	-2.442
PDE6C	-0.43
C1orf216	1.15216666666667
EP400	-0.773928571428572
PTK2	0.4915
RNF217	-1.405
NDUFA8	1.018
