Hybridization REF	TCGA-AR-A0TX-01A-11R-A084-07
TIGD3	1.065
SPG3A	1.6915
LCAT	-1.20066666666667
ST6GAL1	0.540944444444445
POMC	3.0915
FLJ36031	0.646166666666667
NSMAF	-0.333166666666667
SKIL	0.9735
ADSS	0.534666666666667
HMGCS1	-1.0738
POLR3F	0.000166666666666667
RAB10	0.8795
ZNF277P	-0.23
ZBTB7B	1.340875
DHRS1	1.11475
ABCC13	-0.30125
CNOT3	0.05275
NFKBIA	1.098
GAK	0.207
SFT2D2	0.519166666666667
HOXA6	-0.063
CRTC1	0.39425
LY6D	-1.58916666666667
C20orf72	-0.949833333333333
CPT1A	0.14325
LMO1	-1.7855
EIF3I	-0.08275
PRB4	-0.02775
MCM3APAS	-2.20575
C20orf132	-0.9615
FOXF2	-2.42475
S100A12	0.25325
MLH1	-0.942166666666667
ACTN1	-0.2384
MRPL36	-0.440666666666667
C20orf106	0.0345
FBXO6	1.41016666666667
MKS1	-0.385
CX3CR1	-1.093125
PDE1B	1.6345
PLP1	-3.4445
KISS1	-0.422
C14orf2	-0.771
TBC1D3P2	1.342
COMMD6	0.4126
ANKRD7	-1.29325
PTCHD1	1.005875
NARS2	-0.68775
DOCK7	-0.54875
FAM127B	-0.010875
LOC390243	-0.334333333333333
N6AMT2	1.0825
ZNF391	-1.0705
DNAJB14	0.127333333333333
WRB	0.08625
BPI	0.540916666666667
TTC4	0.269333333333333
FAM10A5	-0.2285
GOT1L1	0.2302
MAGED1	1.993375
RESP18	0.50825
WFDC6	4.72575
MT2A	-0.478
C11orf56	-0.5225
KIAA1432	1.261
ROR1	-0.658125
HSD17B14	1.50566666666667
ZFAND2B	0.207875
SAMD4B	0.2375
HEXA	-0.125875
HNRNPU	-0.544136363636364
USP39	0.287625
NRD1	0.05725
R3HDML	-0.17025
FLT4	0.422
OMG	0.231
OR52N4	0.1855
LOC399818	0.07925
ELA2	-2.41775
VENTXP1	0.092
RFC5	-2.28
OR52L1	0.494
PAX5	0.3665
FBXO2	1.8185
GMEB1	0.131
AKT3	-0.777666666666667
CRB1	-2.21616666666667
CTTN	0.4025
UTP15	-0.201
HSBP1	0.334583333333333
PHF11	0.63975
NDEL1	0.687666666666667
USP8	-0.60125
BAIAP2	1.15525
SI	0.464
ARSJ	-1.4955
BAAT	-3.22425
KCNS3	3.89116666666667
LOC126147	-0.287166666666667
TMEM37	1.13325
C1orf162	3.84416666666667
MBD1	-0.2979
ITGAL	1.94366666666667
WDR73	-1.04216666666667
GKN2	0.289666666666667
ARFGAP1	-0.44325
SLC5A8	1.18966666666667
ZBTB40	-0.1186
CYP4B1	2.42983333333333
LYPLAL1	-0.58475
CHST3	-1.43475
MAP3K9	0.047
BTAF1	-0.728666666666667
TFAP2E	0.102
RBM35B	0.85225
LOC441251	-0.552666666666667
ANKRD25	-0.236722222222222
UQCRC2	0.4275
MAEA	0.622916666666667
HYAL1	-2.7381
RNPEPL1	0.117166666666667
CPSF2	-0.11925
PSD3	-0.7818
ABCA13	-0.111714285714286
AGR2	1.31425
GBX1	-0.7295
HDLBP	0.712714285714286
ACY3	1.17
HECW1	-0.37075
ZNF519	-1.7665
HOPX	3.834375
ZNF304	1.0125
OR12D3	0.175
FKSG43	0.538
METTL1	1.752
MFSD3	-0.5056
PSPH	-0.6245
CLCA3	0.1735
DARS2	-1.6475
CDC25A	-1.70916666666667
BAIAP2L1	-0.36475
B3GNT5	0.623375
USP29	-0.32525
ARHGEF10L	1.047
ATOX1	1.60425
ADAM30	0.1695
DNASE1	1.697
STT3A	0.296416666666667
RAB6IP1	-0.42725
PTN	-0.6168
C1orf106	-0.0335384615384615
HECA	1.4575
RNF122	0.04825
SLC22A18AS	-0.979166666666667
GNG8	0.5155
ELP4	-0.22025
FAM65A	0.0165
RPL10A	-0.114166666666667
IRS4	-0.9635
MACF1	0.488
SEC24D	1.062
LOC374395	-0.01625
TGFB2	-1.234
MDFIC	0.750625
CHRNE	0.335
PCMTD2	-0.780833333333333
ATP6V0D1	0.945833333333333
MTA2	0.4395
LZTR1	-0.564666666666667
RAP1A	0.463833333333333
AXIN1	0.017625
POLR1C	-0.39825
TRIO	-0.258833333333333
PLXNA4A	-0.233083333333333
C5orf33	-0.245
DEPDC1B	-2.13125
ZNF473	-0.117166666666667
MTM1	1.140125
GPR107	0.598166666666667
CSNK1A1L	0.976666666666667
FLJ14154	1.232
NLRC4	4.14475
ENPP4	1.52866666666667
PADI3	3.8605
RNF170	0.5575
CG018	1.023
C16orf7	-0.28625
KCNE1	0.429
NRM	-0.873666666666667
SLC37A3	0.529642857142857
TPD52L2	-0.504833333333333
UNC5B	1.281
C12orf12	0.148833333333333
SDHB	-0.7055
CLRN1	0.261714285714286
NUDT10	-2.4
UGT3A1	0.3425
FBXW8	0.173625
RHOF	-0.081
PTPLAD1	-0.754
MYO3B	-0.923
DERA	-0.633
TPP2	-1.09875
C19orf53	-0.538333333333333
GINS3	-0.37625
ST6GALNAC5	1.0575
CHSY1	-0.28775
MGC15705	1.188
GPR83	0.0278333333333333
EXT2	0.420875
DOLK	0.8715
TUBAL3	-2.52575
ACVRL1	2.3042
ABL2	-0.557083333333333
C14orf156	-0.859
PTPRZ1	-4.4455
DIP2C	0.480125
LAMP1	1.047875
RXRA	0.6378
MAP3K5	1.28475
ALKBH1	0.584666666666667
PDLIM7	-0.405375
ARL14	-2.3585
SNIP1	0.0878333333333334
TIMP3	1.81041666666667
RGS3	1.05766666666667
SPAG16	-0.1273
ABHD4	0.773
ARHGEF12	0.90175
GLUD2	0.189
RAC2	0.1453
UAP1L1	0.9235
SLC18A3	0.1665
YOD1	-1.309
RALY	0.50925
HMOX2	1.199625
DGKH	0.09175
DBNDD2	-0.282833333333333
YIPF4	1.089375
THAP10	-1.37025
ZNF513	1.56075
HAGHL	-1.3755
ITGB4	-1.03766666666667
CCDC141	-0.3995
YTHDF3	0.642
C5orf28	-0.1105
RPL7L1	-0.471375
TMEM30B	1.07928571428571
ANKRD35	1.59
DUOXA2	-0.7225
TBC1D5	-0.29925
DFNB59	-1.126
HRH4	0.681
MYO6	2.7212
DNAJA4	1.14725
RBM24	-1.85075
CEACAM20	-1.59925
RBM23	0.503571428571429
NGFB	0.44
C1orf63	-0.1247
KRTAP7-1	0.454
PERLD1	4.11225
NPB	0.04
C17orf59	1.0887
HSPBAP1	-0.11325
SLC15A4	-0.2615
PRTFDC1	-1.17225
OSMR	-0.744642857142857
CYSLTR2	-0.2475
C19orf25	0.0345
KIAA1797	0.114
NLRP6	0.4385
FAM105B	0.2287
SCRN2	-0.5725
LRRC58	-0.3861
RNF17	0.2935
NEIL3	-1.993
FAM137A	-1.433
SKP2	-2.6055
PARVA	0.92925
PKLR	-1.9735
RNF34	0.1455
A3GALT2	0.54975
C12orf50	0.283666666666667
SUNC1	-1.47975
FAM102B	-1.2935
CCT2	0.9185
LRRC37A2	-1.141
ARF4	0.857
SIKE	-0.2525
C8orf48	-0.1545
MBTPS1	0.595357142857143
GPSN2	-0.8905
NCF2	3.7865
SLC12A6	-0.196666666666667
MRPL48	-0.47425
HMGN3	0.268166666666667
LRRC62	-1.28175
PAX9	2.780625
FAM55A	-0.1275
C20orf42	-4.0685
SCML2	-1.453
BCL9	0.17125
FAM40A	-0.6775
C9orf41	-0.496333333333333
ZNF774	-0.439
LETM1	-0.21625
PLXNB1	0.477166666666667
NIPSNAP1	0.26175
USP10	-0.15375
F9	0.8095
LIPE	3.55525
CNGB3	-0.1495
C12orf52	-0.330625
PI4K2A	0.41575
MED8	0.246125
STAT4	2.2753
FGD4	0.0671666666666667
RNF145	-1.83316666666667
WDR32	0.6809
CLDN2	0.003
TCEAL8	1.05825
ZMYND8	0.6987
PDXK	0.07315625
GATAD2A	-0.37825
PTGES3	-0.2575
CCM2	-0.249
TAP1	3.29975
ZNF670	0.5505
ETS2	-0.394285714285714
C6orf166	0.1945
PRMT2	0.443142857142857
OR4B1	0.165
INTS8	-0.7605
CCDC102A	0.027
CCDC83	-1.87483333333333
ITGA1	-0.1258
EPHA5	-1.95222222222222
FAM24B	-1.2515
TSGA10	2.25175
HAL	-1.98116666666667
MYOT	0.00175
SPACA3	-0.18775
BCL2L2	-0.2635
CUGBP2	0.453666666666667
CCNB3	-0.35725
RNF113B	0.1845
MERTK	0.01975
BAG1	-0.3995
VPS36	-0.9015
ORMDL3	3.3659
C1orf190	-0.372
ZNF625	0.4495
CORO2B	-1.75825
ALOX15	0.3105
CST1	2.763
NUPR1	2.54116666666667
CCL7	0.89025
SMCR5	-2.6125
DSC2	1.9
RBMS2	0.47125
GRIK4	0.001
TRIM65	-0.2372
TMPRSS6	-0.982214285714286
TP53INP2	2.44475
GLB1L	0.8075
LOC388284	-0.037
PUS1	-1.3285
BCL9L	0.7345
OLFM1	-0.671166666666667
RET	1.39075
MASTL	-1.80666666666667
ALX3	0.21525
IL1RL1	0.233666666666667
ZNF765	0.25
C14orf138	-0.484
SNX10	0.0748333333333333
TAC4	0.0045
C1orf64	1.894
POGK	0.396625
MAPK9	1.07475
ZNF366	4.00425
C8orf79	0.9868
CLDN7	2.08875
OR5AT1	0.2135
TRIM37	-1.866
LRRC25	3.11875
GRHL2	1.8649
TEKT3	0.698
LASS5	0.430833333333333
ABCC4	-0.29475
DLG3	1.94625
VGLL1	0.169125
ZFP36L2	1.62616666666667
MFRP	-0.291833333333333
KIAA1799	-0.25275
FLJ44379	1.3315
PCNX	-0.17325
ANXA9	0.6585
CYP4V2	0.8102
PIK3C2A	0.3905
SRR	0.069
NOL3	-0.146
IFITM2	0.022
ARNTL2	-0.98
ZNF595	1.156
NLRP13	-0.425
ASPH	0.42075
CPA2	0.00600000000000001
PVRIG	0.051
LEPR	-0.295666666666667
C16orf42	0.468166666666667
SH3BGRL	3.28125
FAM77D	-0.958833333333333
FNDC7	0.0265
C9orf6	0.637
NOTCH2NL	0.2285
PGBD1	-0.8645
SYNGR2	2.35733333333333
PITPNA	0.234125
PRPF4B	-0.352
SLC43A3	-0.369642857142857
NRBP1	1.09575
SLC25A22	0.11425
ILK	-0.1565
SLC22A8	0.481
MRPS7	0.415125
PITX2	-3.13625
FABP3	0.332125
OR1L1	0.1445
LOC728215	-1.36975
BLID	-1.704
KIAA1217	2.31652941176471
TFPT	0.869
AP4B1	-0.86975
VBP1	-0.864
OR1K1	0.1965
MORC3	0.2655
BHMT2	0.033
C3orf10	0.068875
FZD7	1.5415
WFDC10A	0.245
PMS2CL	-0.48625
CCDC32	0.1755
FA2H	2.227
ALG13	-1.263
TTLL7	0.6906
SPOCK3	0.164666666666667
SLC13A2	1.617
AIM1	2.49175
GPRC6A	-0.106
EGR2	4.4135
MED11	-0.438
WWC1	2.141
SH3GL3	-4.4965
RIF1	-0.984285714285715
PRLH	-0.1645
VLDLR	-0.912
DBT	0.7115625
C21orf63	2.0165
CGGBP1	-0.88525
KRTAP12-2	-1.701
TADA3L	-0.174375
ZBTB16	2.665
PDGFB	1.661375
RFX1	0.187875
UQCRB	-0.4661
LOC133874	-0.6645
HPS3	-1.54075
LGALS3BP	1.5165
DKFZP564O0823	2.87878571428571
MRFAP1L1	0.91525
HOXA10	-0.705166666666667
NGB	0.048
KIF21A	0.281769230769231
IFLTD1	-0.073
LZTS1	-1.37575
ARHGEF3	1.76475
RHBDL3	1.891
CSNK1G2	-0.492583333333333
ChGn	-0.001125
KIAA1244	3.525
GABRB2	0.033
MGC72080	0.4315
CD27	3.796
EGLN1	-1.5842
PEX13	0.97825
RWDD3	-0.34275
RNF12	-0.319
GRIN2B	-0.1605
ADAMTS14	-0.663
DYDC2	-0.893833333333333
ATP6AP1	0.6005
NR1H2	-0.172
PDK2	0.35325
C3orf17	-0.0241666666666667
SLC38A2	-0.671
SLC25A29	0.3155
C15orf29	0.074375
ADAM9	-0.60325
TMUB2	-0.095
GPR176	-0.38425
AGK	-0.42825
MCCD1	0.319
NDUFA4	-0.4795
TMEM146	-0.35525
DUSP1	1.211375
UNQ6975	1.7295
EMX2OS	4.3715
INSM2	-0.09375
LUZP4	-0.60425
SETD6	-0.55975
P2RY2	2.74725
SLC45A2	-1.71
RABGAP1	0.367833333333333
UBXD5	0.163625
GPRC5A	-2.59
PAK3	0.562666666666667
LOC63920	-0.29025
TGFBR1	1.0541
KRTAP6-3	-0.18925
SFMBT2	-0.27025
CDC42	0.2211875
C11orf35	-0.741
TTLL2	0.30975
UACA	0.179916666666667
CD97	-0.3084
SETD5	-0.581375
NINJ2	-0.37775
PTER	1.06083333333333
POMGNT1	0.2755
KRTAP4-2	0.525
ECGF1	3.17275
HRB	0.287727272727273
ATP1B2	-0.3263
LOC400506	0.799
COL4A3BP	0.83125
C6orf97	-0.6185
GRHPR	0.353
TAS2R1	0.2465
SEMA7A	-1.15525
EDF1	0.101
ODF2L	1.3239
PCID2	-1.07033333333333
GTF2H4	-0.961666666666667
ZCCHC3	-0.80975
CGB2	-0.0805
NEUROD1	-0.36575
C20orf75	-0.334
RP5-1054A22.3	1.67583333333333
IFNA5	-0.042
ZNF134	0.168583333333333
MGC119295	-1.2207
ZSWIM6	-0.4295
SMEK1	0.2965
PCGF2	2.986875
C1orf102	2.69525
CYP2A13	0.322
KCNH6	-0.7552
MDM1	1.2043
ALDH7A1	0.9295
C9orf75	1.243
VDAC3	0.5065
OR51T1	0.3655
EIF3F	-0.8605
KCNJ10	0.356125
LENG8	-0.02425
EDEM2	0.440333333333333
CCNJL	-0.6155
DHX37	-1.4475
CRYGN	1.5755
AATF	1.7745
ZNF630	0.8815
E2F5	0.0455
WFDC13	-0.85525
FTSJ3	-0.756833333333333
C4orf33	1.3075
LHFPL4	-3.292
C19orf56	-0.07
SMAD4	0.254875
AFM	-0.571666666666667
G0S2	1.87875
FCHSD2	0.3881
RRP1B	-1.0874
EEF1B2	-0.944833333333333
STAT6	-1.16516666666667
ZNF195	-0.78
GNL1	-0.621
ZNRF2	1.90566666666667
PER3	0.863375
ASB16	0.2675
C10orf10	1.92607142857143
ADCY8	-3.259
C9orf58	1.95183333333333
ARMC10	-0.0558333333333334
PSG1	-1.634
DHX34	0.000500000000000007
VARS2	-0.585
NFIC	0.91275
ITPR2	1.09725
AGXT2	0.213166666666667
OR6K3	0.865
H2AFZ	-0.389083333333333
MLLT3	0.819833333333333
COX4I2	2.212
CCNT2	0.159875
PLK4	-2.11275
NUMBL	-0.345666666666667
MED16	0.03575
PLEKHQ1	1.39725
GOSR1	0.437444444444444
BTG4	0.30775
RPL30	-0.34
IGSF5	0.7775
IGFL2	3.755
ELMOD2	0.763833333333333
SHC3	-1.895
HAVCR1	0.0885
DYNC2H1	-0.1045
RNF5	-0.553333333333333
C2orf7	0.234
NLF1	0.092
KLHL25	0.14775
LRP10	1.6491
KRI1	-0.66575
PUS7L	0.537333333333333
MGMT	1.005
HOXD1	1.63333333333333
CSH1	-0.0712
ATG16L2	-1.02575
FLJ44635	0.325
CHODL	-0.471
EXOSC8	-1.31975
SLC28A1	-0.388
MYO7B	-0.640166666666667
SEH1L	-1.1414
MTNR1A	0.1655
TSPAN5	0.818166666666667
CDC45L	-2.40033333333333
AMIGO1	1.161
ATAD3A	-0.726375
OSGIN2	0.34
PDIK1L	1.40666666666667
DARC	3.672
PIPSL	0.0155
SHMT1	-0.68625
CRISP3	3.665
POPDC2	1.9405
ZRANB2	-1.37916666666667
FBXL8	0.0985
TRIP13	-2.08936363636364
EIF5AL1	-0.833
POU5F1P3	-5.37683333333333
IL6	-1.92533333333333
CXorf38	-0.298833333333333
IFNA16	0.164
FBXL2	1.647
BRD1	1.207
STATH	-0.2995
FBXO44	1.25
MCCC2	0.17925
CDC2	-1.3361
C5orf23	0.551
IVD	0.169666666666667
C10orf122	-1.06375
MSL3L1	0.5867
MVP	0.8705
EPOR	-1.3353
ZMYM1	-0.309333333333333
BCL7C	0.891
PSTPIP2	1.1391
LYPD1	-1.76325
OR8G5	0.027
ZP3	-1.71016666666667
BCAS4	0.04675
EDG6	3.44875
ISY1	-0.3415
PRAMEF2	-1.22475
CUL1	0.12525
RNF213	1.4815
CCRK	0.76125
DHX9	-0.31875
C13orf29	-1.40325
NCKAP1	-0.560666666666667
MRPL43	0.504071428571429
XPR1	-0.06
PKN2	0.2642
PODNL1	0.8135
ZNF333	0.528375
DALRD3	1.347
OPN1SW	0.097
BTBD6	0.689
C11orf82	-1.9365
OR5P3	-0.007
DUSP11	0.87675
L1CAM	-1.7075
NEK11	2.26116666666667
OR7E91P	0.9035
CNTN3	2.9361
CREB3L2	0.17175
ZBTB37	-0.2815
KIAA1324L	0.73625
NDUFB10	0.384833333333333
NUDT2	0.25525
GTPBP8	-0.99
CACNA1D	1.649625
PRKAA2	0.397833333333333
PRDM8	0.216
MGC16075	-0.185
KRT14	-1.83514285714286
PP8961	0.306625
MRPL18	-0.1445
ABCG2	-2.87125
PACRG	0.55825
BBS2	-0.1235
KREMEN2	-0.8225
FBXO21	0.0835
HNRPUL1	0.314
GRB10	-0.0275
CLSTN1	0.92825
LMAN2	1.0751
C17orf61	-0.77875
NIPSNAP3A	0.996
INSIG2	0.0545
PCDHB7	0.0276666666666667
STXBP2	-0.611875
CMAH	1.53572727272727
SEMA5B	-1.03725
ZNF155	0.741666666666667
COQ6	-0.131166666666667
PRPF4	-0.2155
TSPAN15	2.9386
VN1R5	0.2035
LATS2	0.0795
SELK	-0.5715
PGK2	-0.123
MS4A1	2.560375
TYW3	-1.489
KRTAP5-1	0.28775
RCCD1	-1.65316666666667
BTN1A1	0.379
DDX28	-0.0485
TMEM65	0.81875
LOC92345	0.0075
TTC31	0.02775
WDR46	-0.850666666666667
CHP2	-1.839
LSP1	0.956
ZNF542	-0.13825
EXOSC1	-0.04125
ARHGAP18	0.4315
LRRTM4	-0.753875
MAOB	0.828666666666667
CACNB4	1.60925
MGC33846	0.096625
RANBP3L	1.531625
ATP5L	0.583
ONECUT1	-3.679
NUDT9	0.5155
TMEM149	1.8175
STX17	0.4835
IGSF10	-2.65425
TMPRSS9	0.579
BMPR2	1.3335
ALLC	0.37175
KLF7	0.657625
GCC1	1.0972
TIMM9	-0.6715
CDO1	3.769
MGC10701	-1.52533333333333
IFI6	1.52116666666667
FRMD8	1.11675
MGAT2	0.0445
WBP5	-1.2585
CNIH2	0.315
KIAA0907	-1.6385
KCNH8	-0.0475
CTSG	-0.426
GRIK1	-0.8195
CUL5	0.341375
FRMD1	0.1905
OR9A4	0.6705
SYT6	-2.194625
FOXD4L2	1.09625
ANAPC2	0.0736666666666667
OPN5	0.942
TAF13	-0.80725
LYG2	-0.96475
GGNBP1	-0.1565
C11orf40	-0.25
OTX2	-1.698
REG4	-0.314333333333333
EIF5	-0.064125
PALB2	-1.4425
SEPSECS	-0.1689
RNASE3	-0.2995
TRIM49	-2.234
POLR2K	-0.1768
GPR42	0.363
C8B	-2.74875
SASS6	-1.08775
PREB	0.258166666666667
OR3A3	0.5345
TUBA8	1.03475
IGLV2-14	0.8965
STIL	-1.465
ANKFN1	-1.29066666666667
NME7	0.1575
HOXC12	0.3525
UBE2C	-0.82475
FHOD1	-0.373625
CDK2AP1	1.351
OR6K2	0.47475
DHPS	-0.5375
RPL5	-0.405416666666667
TRGV5	0.1845
LOC541472	-0.26625
HCCS	0.2298
DENND1B	0.8305
LHX3	0.192
OR5D16	0.4595
CXorf57	-1.20533333333333
IRF2BP1	1.12075
NDST2	0.941166666666667
LCE3D	-0.129
BOLL	0.14475
SYT3	-1.1915
PIH1D2	0.41325
C20orf7	-0.277833333333333
IL1R2	1.0035
SLAMF9	0.246
PPME1	-0.555125
PIK3CA	0.01125
TRAPPC1	0.489125
COLEC10	-0.697
SLC9A6	-1.23683333333333
PDDC1	-1.06766666666667
CCDC53	-0.20575
GK3P	0.85025
DAZL	0.22225
BRI3	0.205
SDK1	-0.076625
CYP2C18	0.25625
IFI44L	2.51975
RPL3L	0.0645
FUT9	0.485
KIFC2	-1.196
PMP2	-0.67125
SLC4A9	-0.82
PLAG1	-1.8915
MYCBP2	0.281
OR4E2	-0.212
CCDC65	1.022
C16orf82	-0.160571428571429
ENTPD4	0.23575
BRP44L	1.096125
PMP22CD	0.028
TMCO4	1.03716666666667
KCNN1	-0.513666666666667
WDR35	0.13875
CCDC80	2.671375
C3orf31	-1.75175
SLC7A9	-0.927
TMEM190	-1.465
DBC1	-0.17
FADS3	-0.846166666666667
PDZD8	0.506833333333333
GRM5	-0.017125
AZGP1	3.9984
PEX3	0.6185
MED1	1.61135714285714
ATG4C	-0.565166666666667
HNRPH3	-0.79575
FAM109B	2.41325
C4orf17	0.2755
CA10	-1.0695
OPRD1	0.136
CCL16	-1.6435
SACM1L	-0.38225
CST6	4.26325
CD63	1.251625
LGI1	1.718
ZNF784	0.5515
CRYBB1	-1.184
CX3CL1	2.01885
TOP2A	-2.20575
GYPB	-4.48916666666667
GADD45GIP1	-1.14675
FEN1	-1.44125
IGF1R	-1.831125
WDR72	-2.631
PURG	-1.06283333333333
DEFB126	-0.25875
PKD1L1	0.359
CAV1	-1.6122
GNPDA2	0.495
DGAT2	1.532
NLGN1	-4.4175
STRBP	0.3025
HPRT1	-2.00033333333333
FANCI	-2.76425
PSMA7	2.40925
DBF4B	-1.324
TTF1	-0.13
RAD54L	-2.73875
ELOF1	0.42625
PLAGL2	-0.1945
ZNF256	-0.11175
HMGCL	0.02775
MSI2	-0.672166666666667
RPESP	0.132833333333333
C11orf60	0.89625
ABCD1	0.224
ACAA1	0.1306
SPARCL1	5.03892857142857
IL6ST	0.0538
ZNF319	0.86725
TMEM109	0.6011
FAM90A1	-1.91516666666667
IL22RA1	-2.212
ATP4B	0.622
TEC	-0.6175
C7orf30	-1.2825
TXNDC2	-0.729666666666667
ABCB4	0.1415
KIAA1191	0.204
C9orf38	0.472
SFTPB	0.541571428571428
CNTNAP2	0.142333333333333
FRK	1.442
TBX19	0.20775
CHD4	0.37225
C6orf26	-2.2475
MOSC2	1.79125
IKBKE	0.9335
HIF1A	-0.685333333333333
LOC595101	-0.41
RELA	0.108333333333333
TMEM16B	-0.0835
ABHD12B	-2.61075
TSEN34	0.478
KIF18A	-1.616
TXNDC9	0.678
SPATA2L	0.0675
SEMA4G	-1.6985
C21orf91	0.171
MATN1	-0.3965
KCNIP4	0.0431666666666667
TUSC1	2.0225
OR4C15	0.47675
ARMCX6	0.277333333333333
WBSCR27	-2.81083333333333
OR52I2	0.2335
KIAA1604	-0.65775
DYNC1I1	-1.972875
PPP4C	0.89975
SLC47A2	-2.67616666666667
TREH	-0.19575
CD48	3.02266666666667
ST14	2.48666666666667
PKN1	-0.48
SPON2	2.90825
XBP1	3.62633333333333
SFRS12	-1.00916666666667
EFCAB6	1.8465
SELT	0.35125
SLC39A2	2.1675
ERF	-0.7125
ARL3	1.196
SURF6	-0.2519
MLLT10	-0.829142857142857
FLJ11171	1.20333333333333
TDGF1	-4.30366666666667
ERCC6	-0.322
EIF2AK4	0.74375
BAZ1A	0.323
LRRN3	0.000166666666666664
TMC3	-0.026
EFTUD1	-0.79925
PTPRO	1.3345
CLEC12A	2.029125
ACBD4	-0.458375
ZDHHC14	0.492
OTUD7B	0.662125
ACTB	0.6464375
MSRA	-0.496875
LCE5A	0.622
IFI35	0.67175
BSCL2	0.758
ANKRD12	-0.1395
CFHR2	0.6085
RGAG1	-0.6715
HSFY1	0.1735
SLC30A5	0.146583333333333
IMPG1	-0.149
GPR109A	0.9195
ZNF185	0.81525
IYD	2.6465
NPCDR1	0.026
SERPINA13	-0.306
HMGCLL1	-1.27575
NEUROG1	0.0956666666666667
UBQLN1	0.06625
LIN37	1.222
SOCS2	-1.8985
DSCR4	-1.807375
XKR6	-1.52125
GPR142	0.973
KRTAP13-3	0.1415
CCDC15	-0.4405
MOS	-0.2645
CD1E	1.2995
OFCC1	-0.145333333333333
FAM83D	-0.94825
SRFBP1	0.0435
C9orf96	-0.897
DHDH	-1.35975
CCDC90A	-0.5255
RABL3	0.5242
CD320	-1.17216666666667
ANGEL2	0.0443333333333333
MRPL21	-0.46825
SMG6	-0.222333333333333
INSR	1.1111875
FLJ14816	-1.214
GLRB	-1.3815
C9orf89	-0.3735
CIZ1	-0.40775
URG4	-0.306666666666667
LRDD	-2.3255
CBY1	1.544
NFX1	0.29575
MTERFD2	-0.0102142857142857
C19orf23	0.6045
PGC	-3.207875
IER3IP1	0.5597
RASAL2	0.971416666666667
C1orf89	0.466
SYNJ1	-0.09375
NFKBIE	1.44475
FLJ40125	-1.5355
TCEB2	0.5565
NOG	-1.8525
POLR2J2	-0.579666666666667
HLA-B	3.96475
PCDHA1	2.2095
PPP2R2B	-0.2045
ARHGEF17	0.3155
TCF7L2	1.06342857142857
CHD5	-0.155166666666667
ZNF431	-0.227125
TBC1D25	0.956
ZNF800	0.27725
SCUBE2	0.205909090909091
MYCBP	0.245833333333333
GPX5	0.1
C6orf129	0.262166666666667
QSER1	-0.263
ULK2	0.95525
PIGO	0.650166666666667
NRCAM	-2.33907692307692
SLC35E3	1.43525
CSRP2	-0.14925
HYPE	0.37175
MAPK15	-0.130833333333333
MGC14327	0.025
TIMM13	-0.287333333333333
ZNF462	0.92325
GBA3	0.60575
TEX13A	0.1215
MCM6	-0.778111111111111
MTRF1	-1.460625
ABCA7	-0.47575
EIF4A2	-0.94925
ZC3H10	1.146
RPGR	-0.5655
C20orf94	-0.32675
RP1L1	0.0765
GPR125	-0.1075
USP22	0.659428571428571
OR1L4	-0.156
MLZE	3.1665
FLJ32065	0.705
PTCD1	-0.094
CRTAC1	2.37816666666667
BXDC2	-1.43275
C18orf1	1.108
FAM107A	1.31357142857143
EFNA3	2.133
P18SRP	-0.0937
CAMKK2	-0.18075
KIAA0649	-0.04825
NES	-1.3705
HS6ST3	1.34275
PON2	1.18275
TCP11L2	-0.65675
CLEC4A	2.89775
PRR12	0.4245
MLXIPL	-1.2582
C2orf50	0.8255
ZNF28	1.4725
ENC1	0.894333333333333
MAP2K1	-0.849875
FKSG2	0.347
KIAA0430	1.41875
PTP4A1	-0.714055555555555
GPR156	-0.009
GTF3C6	-0.37275
UBR2	-0.3553
LOC388272	-0.5455
MAK	2.52883333333333
ACOT4	1.55425
STC2	-3.29891666666667
PIGW	0.997625
SAE1	-0.226
COL6A1	0.569545454545455
OAZ1	0.400166666666667
STMN4	0.272833333333333
EDG3	0.840166666666667
SGCE	-0.06
IL11	-3.01133333333333
PRSS8	3.621375
YIPF5	1.06791666666667
WNT4	3.062625
CSN2	0.1265
TCF7	-1.837875
TDO2	4.285
SAMD9	0.4651875
S100A7A	0.0035
MMRN1	2.19333333333333
GKAP1	0.3825
AKR1C3	-1.378375
RNF19A	0.692125
GMDS	0.33875
YKT6	-0.31575
SPARC	1.5317
C12orf31	1.52025
UBE2V2	-0.775166666666667
FBXL18	-0.238666666666667
KIAA0460	-0.10925
ADAM22	-1.049625
SERPINC1	-4.961
KCTD21	1.1875
MYOHD1	-0.2915
ZNF37A	-0.1465
GTF3C1	0.423166666666667
CTSZ	2.2405
PRNPIP	0.414625
DRD1IP	0.01375
NR1I2	-2.68133333333333
ZNF266	-0.6376
SPAG4L	0.308
COX4NB	-0.09125
SAPS1	0.289333333333333
APOA1	-4.047875
TATDN1	-1.152
C10orf82	2.9455
KPNB1	-0.68975
FOXO3	1.08275
CRYBB2	-0.663
ZBTB5	-0.227
SLC25A38	-1.5685
DCTN2	0.2825
IFT20	0.45525
CTHRC1	2.80525
C1orf31	-1.15775
UHRF1	-1.025375
GPC6	-0.1815
C10orf54	2.07975
MCF2L2	0.207166666666667
WNT9B	0.217875
OLA1	0.23225
FAM120B	0.86125
TTLL10	-0.026
CYorf15A	-6.025
RELN	-2.2227
SCN2B	0.427
MFHAS1	-0.03725
NKX3-2	0.0306666666666667
RASGRF2	0.261
