Hybridization REF	TCGA-AO-A12A-01A-21R-A115-07
ORC2L	-1.448
NCAPH2	-0.923
RNASET2	0.691666666666667
WDR79	-0.758166666666667
FLJ39779	-0.47125
C3orf1	0.05775
DDX23	-0.268
MGC40574	0.2805
MORC4	0.744
MYRIP	0.885727272727273
LY6E	0.744875
SLC39A11	1.492625
ATP12A	-1.0045
AUP1	-0.949
PIP	6.23175
CORO7	0.027
PITPNM3	-0.6585
ENPP1	-0.854333333333333
PPP1R1C	-3.65016666666667
NRBP2	0.18325
KCNE2	0.456
P2RX4	1.50375
CCND2	-2.02907142857143
OR5T3	-0.593
CUL4A	0.0433333333333333
CFB	3.536625
PCP4	-1.99533333333333
HEMGN	-4.97833333333333
UBIAD1	-0.154
CDC42BPB	-0.2281
CYB561D1	0.2725
RIMS2	-0.923375
ZNF488	-0.30025
RNMTL1	0.3235
SART3	-0.244333333333333
CAPN10	-0.649428571428571
CCR5	3.97333333333333
APOA1BP	1.011
NDUFS5	-0.65575
PDLIM3	2.3859
VPS24	0.6821
SCN8A	-2.396875
C1orf67	-1.57433333333333
MRCL3	1.7185
TMEM145	-1.209
KCTD16	-0.8124
RNF149	0.7305
FDXR	-0.59175
CDCP1	1.60666666666667
PAX3	-3.0101
LASS4	0.994
HSD17B8	0.45325
YAP1	0.212375
NNT	-1.02
SC5DL	-0.31075
DKFZp566H0824	-0.215
KSR2	-0.0336666666666667
RAD21	-0.737866666666667
ST8SIA2	0.692
L3MBTL3	0.021375
SNRPB	-0.70475
MGC14425	0.109
MIF	0.285875
TAPT1	0.558
IRF8	1.7318
PRO0132	0.51
HERV-FRD	-0.069
ACD	-0.441333333333333
BCL3	1.9025
SPATA13	0.64525
MRLC2	1.3505
F2RL3	0.095625
CFHR3	1.5265
DUSP15	0.779166666666667
TMEM46	2.84
SF3B4	1.11083333333333
MAP7D3	-1.57975
STELLAR	-0.587
SEMA5A	0.3295
H2BFS	-0.718
LRRC28	0.154666666666667
MORN2	0.4195
XYLB	-1.0635
WDR21C	-0.864
HIATL1	-0.062375
ADAMTS10	0.850833333333333
WDR55	-0.1715
MFSD5	0.6835
OR4N2	0.5075
DUSP16	1.15266666666667
NLGN4Y	-1.7368
INHBC	-0.209833333333333
NUMA1	1.1125
DEFB123	-0.0855
GIPC1	0.80825
MGC27348	-0.253
FLJ33590	0.135
FZD1	1.4818
MKL1	0.5295
SAA2	3.70475
C1orf94	-2.1805
C7orf28B	-0.4525
TMEM185A	0.45755
ZZZ3	-0.4355
C16orf5	-0.315833333333333
GALNAC4S-6ST	0.7415
C1orf186	0.582
IGFBP4	1.7005
NDUFA10	0.1445
CLIC2	-0.09375
RNF13	0.157
GPR103	-1.9785
CD69	-2.16975
MYOZ1	2.48075
IFNB1	-0.2645
CLNS1A	-0.2735
CXorf45	-0.10625
ZXDB	0.5625
FUNDC2	0.07975
GPA33	-0.258
C9orf70	-0.32675
SLC2A9	-0.220625
LOC126520	-0.606
MAGEB1	-1.488
LCE2A	0.629
C18orf34	2.53
FMNL2	-1.931375
KRT85	0.61875
CRYGA	-0.3
GEM	1.066
THAP6	-0.1763
ALKBH3	0.667
TM6SF2	-0.02425
C20orf82	3.477
RANBP2	-0.5475
LIG3	0.0301
RETSAT	0.621375
OR8S1	0.744
CAST	0.4375
TGFBI	-0.692
C15orf37	-0.283375
PGM3	-0.5905
SLC4A11	-0.486875
FAM123C	-0.0751666666666667
TAOK1	1.60375
CISH	2.273875
OGDHL	-3.294
SPINT2	2.44316666666667
ZNF33A	0.5655
CLDN18	-0.160166666666667
RNF128	-1.482625
CCDC71	-0.90325
RASSF6	2.92033333333333
HSPG2	1.1135
ATP6V0E1	1.977375
ABHD6	-0.76625
CD274	1.5035
GCNT1	0.29375
NT5C1A	0.159
TM4SF5	-3.56175
C21orf58	-1.583
SUCLA2	-0.12825
RFTN2	2.57375
SCNM1	0.606375
SLC9A10	0.265
FUNDC1	0.442
SLC35F4	-4.40975
AMD1	-1.24175
COL6A6	3.3845
OR4K2	-0.2725
TRIB2	-0.699666666666667
LOC91461	-2.20625
GHSR	0.405
ATP8B1	1.35875
C1orf78	2.0215
RNF183	3.45066666666667
STX4	0.9959
TPPP2	-0.239
MYBPHL	-1.929
TXNDC6	0.1118
C9orf47	-2.0865
FAM137B	0.0475
FANCB	-2.43775
C11orf9	-1.99275
DPY19L1	-0.5235
VDAC2	-0.6785
VHL	-1.175
LMBR1	-0.3055
C8orf44	-0.735
ZPBP	0.34575
FGF23	-2.55525
C21orf67	0.3275
PCNT	-1.09825
BCKDHB	0.4075
GALNTL5	0.01175
BET1	-0.7835
ARL13A	-0.482
HDAC6	-0.42625
N4BP3	1.2645
OTOP1	-0.435333333333333
TTC30A	1.364
CRISP1	0.4435
KRT32	0.8085
VSTM1	0.2065
ZNF622	-0.1005
POLR3B	-0.629
DNAJC10	-0.336875
C12orf54	2.2115
ADIPOQ	4.2955
RIT2	-0.09175
CD44	0.918
ABCA3	2.744375
RPS17	-0.37975
FEZF1	0.2175
PCDHB15	0.17375
KCNMA1	-1.14213636363636
CCDC116	-2.454
C15orf27	-2.3645
NARG2	-0.4250625
ITGA5	-0.695875
MEFV	0.794
TUT1	-0.004875
LOC541473	-0.15875
NMBR	0.3265
GLT1D1	-2.07966666666667
ABCB7	-0.633
PFKP	-1.37
C9orf91	1.1906
LRRC41	0.531833333333333
C1orf85	0.845
ATP5F1	-0.533875
STOX1	1.67875
GFOD2	0.6935
SLC25A3	-0.097
ZNF646	0.7569
ZAR1	-1.907
OSTbeta	-2.9555
GALNT3	2.07525
IFT122	0.453333333333333
LDB3	0.1707
GARNL1	0.102571428571429
HOMEZ	0.6385
LRRC6	4.56875
ANGPTL5	-1.00425
UBAC1	-0.3605
DLEU7	-1.15025
RPL19	0.476125
TOP1MT	-0.632833333333333
LOC643641	0.0945
MBD3L2	0.47
NTSR1	-0.302833333333333
WISP2	0.871
GPSM2	-1.40925
RDH10	0.5471
PRKCG	-0.336
HIST1H4J	0.477
MON1B	0.1154
MLF1IP	-2.35783333333333
ZNF446	1.216
COL4A5	1.769
SLC26A1	0.430428571428571
RGN	0.374375
CCNB1	-2.49325
C9orf165	0.01925
CCDC28B	-0.382
CCDC97	0.989
FGR	2.113875
MSRB3	1.0383
EPN2	0.5165
COX15	-0.039
KCNK6	1.4241
XK	-4.56425
GDA	-4.606625
HEPH	-0.46725
THRAP3	-0.1565
MET	-1.50885714285714
PHYHIP	0.721
LYAR	-1.87933333333333
ING3	-0.10225
AK7	-0.8615
CCT8L2	-0.00687499999999999
COPS7A	-0.142833333333333
WSCD1	-1.52425
RNF185	1.145875
TNS3	-0.1995
KNDC1	-0.222666666666667
RWDD4A	0.157
MED13L	1.0245
ZFYVE1	0.71125
C7orf44	-1.79116666666667
MRPL1	-0.85
STGC3	-0.73375
TEAD1	-0.725333333333333
RPL7A	0.401928571428571
ARL6IP1	0.6779
C1orf178	-0.0255
CTAGE5	0.509
TMEM184A	0.543666666666667
SLC25A14	0.3505
CACNG5	-0.431
ATXN10	0.2102
ECH1	0.8164
CCL22	1.52825
CYP2F1	-2.3
GADL1	0.235
TMEM19	-0.063
RUNX3	0.47325
EFNB1	0.612333333333333
LIPN	-0.416
ACSM3	-4.116
SIGLEC8	1.37066666666667
ASCC3L1	-0.423
NOL8	0.001125
RELT	-1.201
Magmas	0.1415
PPP1R15B	0.6636
C11orf2	0.9625
VKORC1	-0.123333333333333
MGC26647	-0.796666666666667
TRPM6	0.343666666666667
UGT2B7	-4.26283333333333
FEV	-0.13375
FOXK2	0.0586
PDCD5	-0.837666666666667
SLC8A1	1.7411
DGUOK	-0.235333333333333
CLDN16	-0.3305
GAGE1	-2.0815
RBM17	-0.1613
C1QTNF3	0.81775
VGLL3	0.136166666666667
UNQ5830	-1.0865
CD1A	-2.255
SCGB1C1	0.2745
SUPT4H1	-0.275125
TRAF5	0.779
ASAHL	0.597125
FAM73A	0.6855
OR6B1	0.7145
WHSC1	-1.88585
GFPT2	0.1585
LOC339809	1.2525
STARD5	0.5005
SIP1	-1.52225
DNAJC15	0.04475
STAU2	-0.2646875
FAM98A	-0.891125
RAD23B	-0.0175625
LRRC33	-0.59775
CHRAC1	-1.18325
C21orf89	0.34475
C19orf43	0.909166666666667
KLK8	1.426
CCNE1	-2.127
PKDREJ	1.24566666666667
SSU72	0.02825
C17orf73	0.129
GPR78	1.4635
WHSC1L1	0.1855
GSTA2	0.071
SMUG1	-0.0473333333333333
UFM1	0.9448
AP3M2	-0.655666666666667
USP14	-0.320625
FBXL14	1.098
DSTN	0.211
SFRS14	-0.28525
FBXO31	-0.47
C12orf40	0.0935
FRS2	0.75775
NR2E3	0.508666666666667
TUBB2C	-0.22225
GMPR	-0.952666666666667
C9orf139	0.164
ING5	-0.266285714285714
LOC730092	0.0951666666666667
ORM1	-3.05125
RP11-11C5.2	-1.27425
HSPD1	-1.5025
PIWIL3	-1.006
C5orf13	-0.2565
OR5R1	-0.052
LCOR	0.462375
PLEKHA9	-0.6505
CCDC43	-0.82175
ZNF232	-0.295
SLC6A7	-0.006
ADH5	-0.531666666666667
SHBG	-0.6865
CROCCL2	-0.32675
PANX3	-0.8725
CDIPT	0.725
SLC16A5	1.14
TUBB	-0.674875
TOR3A	0.6039
PREP	-0.321333333333333
ENTPD8	0.445928571428571
CHMP1B	0.39075
SYT12	1.1023
MYH6	-1.8058
MAP3K13	0.941833333333333
KLHL30	-0.0213333333333333
LCMT1	1.301
EIF1AX	-0.1135
FOXD4L1	0.546
SLC24A5	-0.404
RNF166	-0.4787
TJAP1	0.171
TMEM156	-0.938333333333333
ZNF239	0.9535
SNX19	0.7264
GKN1	0.1515
FCN1	2.1918
C1QL1	-1.34775
ATP11C	-0.088875
ZNF35	0.662
CARD8	0.00912499999999998
LIMD1	-0.8555
KIAA0286	-1.420125
XRN2	-0.614333333333333
CD6	0.527666666666667
TOX3	-0.082875
ZSCAN4	-1.19483333333333
RSRC1	-1.02075
COG1	0.55875
PTRF	0.3549
C16orf35	0.248
FBXO24	-0.51125
CHST11	-1.12525
THRB	0.0383
MYBPC1	5.8165
RNF39	2.2455
PSMD11	-1.03375
ALAD	1.13466666666667
EN1	1.88675
SLC9A9	0.56275
GSTM4	0.3225
CDC42BPA	0.0651052631578947
RCSD1	-0.39925
LUC7L2	-0.5773
SPTBN1	0.0469
LOC146167	-0.0905
BAT5	1.002
ZNF452	-0.794625
LSM4	-0.590125
SRP72	-1.0319
SGK269	0.14775
MTX1	0.605
CENTA1	0.3785
UNQ9433	-0.6995
ATR	-0.410583333333333
DDX49	0.313666666666667
PAQR8	-0.9695
C14orf174	0.99375
GBGT1	0.9045
THAP1	0.43725
OR10K1	0.421
RASIP1	-0.473
DPYD	0.4686
DOHH	-0.1485
C18orf45	1.71975
POF1B	-0.0802
ZNF552	3.217
USP32	-0.727
MED27	-0.943
C14orf149	-0.483833333333333
PRDX4	-1.30316666666667
ABHD12	0.2303
AGT	-2.396
SLC22A14	-0.4295
C1orf58	0.54625
PILRA	0.00275
ABCF2	-0.89025
C17orf85	-0.2945
TKTL1	-1.79475
FGF1	2.9277
IL6R	-0.278666666666667
VPS25	-0.399
CHRNB2	1.022875
COL7A1	-1.6941
LRRC48	3.39916666666667
SPG20	1.26891666666667
COX10	-0.03025
GCA	0.38075
ECEL1	0.000499999999999982
GLG1	-0.360166666666667
SRD5A2L2	-0.1835
MUTYH	-0.784
ZNF70	-0.57175
L2HGDH	-1.38075
GPATCH2	1.3305
ZNF655	-0.49575
ZNF227	0.298666666666667
MCOLN2	0.6385
NQO2	-0.426
KCNQ5	-0.1895
NEU1	0.181
QRICH1	-0.1885
ZBTB20	1.39983333333333
RPUSD3	-0.55475
EPGN	-1.9692
TSN	-0.44275
SPRY2	-0.990666666666667
LZTFL1	0.592375
GMFB	-0.09675
PBEF1	-1.1492
HBG2	-3.1055
TMEM8	0.755
PALM2-AKAP2	-0.721333333333333
NFYA	0.33575
FAM108A1	1.19125
PBLD	1.4085
NRG4	-2.459
PIGF	-1.21125
PTGER1	1.55925
NOS2A	0.295
C21orf34	0.0191666666666667
C21orf51	-0.232333333333333
IL17C	-0.3065
TRMT6	-0.964666666666667
ETV2	0.159333333333333
CCDC109A	-0.10175
MYLK2	-0.8175
ATP10A	1.9274
DPH4	-0.55275
C5orf5	0.107666666666667
KCNA4	0.098
NMNAT2	-1.16516666666667
GLYATL2	1.4275
LSMD1	0.257
IL23R	-2.43875
NRF1	-0.1655
MUC15	-0.701833333333333
PRDM12	-2.6455
PAQR4	0.6445
RBBP6	-1.18075
IFI27	3.739
SKAP2	1.27766666666667
TAGAP	1.958
TJP3	2.678
C9orf61	2.0865
IDS	0.0679285714285714
PARG	-0.1725
LOC131149	0.3085
DYRK4	0.358833333333333
MICALL1	0.01225
GALR2	-0.3885
GPBP1L1	0.1535
TBX21	3.749
KCNJ6	0.525166666666667
GGN	0.91025
CASP5	0.7355
RNF182	-5.3895
BRD4	0.6295
DOK4	-0.6775
SLC46A2	1.15766666666667
SOX9	2.73325
ZNRD1	-0.395833333333333
PRR6	-2.204
FAU	0.262
DTNB	0.960666666666667
CARD9	0.58075
STS-1	-1.14266666666667
SLC4A5	0.383125
NSBP1	-1.75
UGCGL2	-0.688416666666667
POTE15	0.969
NOXA1	1.96525
RP13-347D8.3	3.10775
SAMD10	1.79583333333333
EP400NL	-1.28175
TCF21	-0.71025
AMELX	0.4735
JPH2	0.8788
SLA	1.4135
DLST	-2.11283333333333
SEPT12	1.185
RGS20	-3.855
LXN	0.542833333333333
ZNF419	0.375625
UPK3B	-0.5415
RELL1	0.07825
ESPNL	-1.653
KLHL21	0.229625
PI15	1.4405
C2orf61	-1.166
LOC407835	-0.275666666666667
RER1	0.37725
ELAVL2	-0.8235
MGC26718	-0.978
KLF2	2.57375
TNFAIP8L3	0.187416666666667
TFE3	0.74325
C11orf17	-0.189875
15E1.2	-1.463
SNRPC	-0.942
DLGAP1	1.902
PGLYRP1	0.143125
OVCH2	-0.14
IRF7	2.1932
SET	-1.0706
NAB2	-0.1545
LRP5L	-0.01975
FAM120A	0.737625
ASCL2	-0.0425
SHH	-0.648
ATP5H	-0.336166666666667
THPO	0.4405
TYRP1	-4.47366666666667
HIST1H3E	0.845833333333333
EIF2S1	-0.736388888888889
TNFRSF17	-1.57366666666667
TARSL2	-0.03525
NKX2-8	1.14225
C1orf115	2.217625
LOC56964	0.4915
KIAA0841	-0.49025
ISCU	0.4025
TTMA	-0.35
ZNF414	0.7445
LOC441150	0.85225
RAB15	-0.35725
HBP1	0.920666666666667
TNNT2	-1.32966666666667
CECR5	-0.95575
PHGDH	-2.617375
JRK	-0.7943
XPO4	-0.662375
FAM131C	0.599
ARHGAP25	1.033
CA9	-2.45611111111111
GPR62	1.12883333333333
TLX1	-0.338666666666667
GPS1	-0.26125
OR2M2	-0.282
BDP1	0.0865714285714285
FAM70B	1.16975
RPS29	-0.275166666666667
MKLN1	-0.3679
TSPAN19	-2.45225
SLC29A3	1.1697
LGALS4	-0.014
USH2A	0.388166666666667
NF1	0.3365
APOBEC3A	0.712833333333333
IMPAD1	0.0175
OLR1	1.53533333333333
NRAP	1.0465
HCFC1R1	1.2125
TAOK2	0.9115
MCM10	-2.69516666666667
MAP4K3	0.0345
CBS	-2.537
CLK3	-0.3577
PCDHGA5	0.406
ELF4	0.238875
FAM71A	-0.13175
C11orf49	1.05175
CLIP2	-0.4215
BTBD9	0.9387
ZNF524	2.0275
KDELR1	0.677166666666667
ZNF509	0.234
NCSTN	1.45
ZNF533	2.25535714285714
PARP4	0.432625
GALNT9	-0.402833333333333
NPY	-2.66725
BEGAIN	-1.72966666666667
TMEM77	0.449666666666667
FOXRED1	-1.00016666666667
SLC16A2	-0.0483333333333333
SLC35B1	-0.2465
GK5	-0.298333333333333
SDCCAG10	-1.07825
C4orf20	-0.44275
SLC9A2	-1.67
ADD1	-0.200428571428571
TAL2	1.26816666666667
ACLY	-0.454625
DNAJC1	0.8665
SOST	-1.7195
USP43	0.760666666666667
CYP4F12	1.87225
FKBP5	0.808
CHCHD5	0.7102
NUDT22	0.4115
CCDC85B	-0.20775
OR51G2	0.5315
STRN3	0.504785714285714
TMOD2	0.34
FLI1	0.0725
MAB21L2	1.73466666666667
DGKQ	0.2175
VPRBP	0.135666666666667
SCNN1B	-0.4743
ECHDC3	2.1178
TMEM106C	-0.828
CSNK2A2	-0.5305
RPL39	0.5522
HERC3	0.3101
ZBTB47	0.966333333333333
ZNF681	-0.25925
PAGE2	-2.86075
CLIC5	3.41828571428571
RABAC1	0.66625
ZFHX2	0.9875
YPEL1	0.0373333333333333
KIAA0776	0.48825
NR1D2	0.3475
DNAJC4	0.985
NPNT	4.075
ZNF677	0.2255
ZNF536	-1.31233333333333
MEF2B	0.209666666666667
PTPN4	-0.480125
CTCFL	-5.5055
STX5	0.855166666666667
CD72	2.10625
VEGFA	-1.16673684210526
XRCC1	0.4074
MAS1L	0.476
ELL	0.2343
SETBP1	3.29675
CDH11	3.2075
NDC80	-2.16607692307692
DMBX1	-3.27675
NRSN1	0.417166666666667
BAT2D1	0.344125
CDS2	0.732333333333333
C1orf212	0.158333333333333
SENP3	-0.4255
IL1F9	-0.339
EEF2K	0.347625
COG8	0.05225
CEP72	-1.30425
OR1L8	0.301
MUS81	-0.112166666666667
PHYH	0.796875
GGT6	1.6515
C22orf23	-0.68525
C13orf33	2.01275
MAPK8IP2	1.9015
NELL2	2.22725
POU3F2	-3.76516666666667
ALPK1	1.50625
MRPS18C	-0.84425
RPLP2	0.927875
FGF22	0.17
SPNS1	0.0435
ZFP1	-0.841
IL1RAPL1	-0.5095
PCSK9	-3.14083333333333
NKX2-1	0.332428571428571
C6orf189	1.716
SP4	-0.8135
SLC11A1	0.5224
C21orf25	0.369833333333333
ICAM2	0.676
SH3GL1	-0.278333333333333
GSK3B	-0.0518333333333333
RALB	0.573
PDXP	-1.68383333333333
GNGT1	-3.03925
KIR2DL1	0.623
TNFAIP3	0.134166666666667
C6orf32	0.1987
CBLN2	1.74775
PANK3	0.728625
TAAR9	0.201
WDR82	0.402714285714286
APOM	-2.56775
TRIP10	0.86425
SPATA16	0.595333333333333
C1orf135	-2.8535
USP51	-0.52075
TESK1	1.06375
C11orf64	0.267571428571429
ZNF611	0.266
PDE6G	0.0166666666666666
HLA-DQA1	4.2255
GCLC	-0.21375
SEC61A1	0.410642857142857
TWSG1	0.2395
ZMYND10	3.0805
CTDP1	0.482875
ADAMTS6	-0.242166666666667
SLIT1	-2.22725
KRT86	-0.5405
KIAA0574	0.698
GTPBP2	-0.0981
PQLC3	1.33225
PRRX2	-0.136333333333333
C15orf44	0.371666666666667
MKKS	-0.11925
C11orf10	0.248
GPR110	-0.082625
CD109	1.00108333333333
ADCY1	-0.287
RHBG	-3.04325
TP53I3	0.337375
SLC22A3	-1.15
UCP2	1.5385
FOXG1	-2.88133333333333
OR2AG1	-0.018
TRIM24	-1.29375
PROC	-3.12225
TAAR6	0.36025
AMTN	-1.306
C10orf47	0.538
DEPDC1	-3.659
FLJ45557	2.0285
ZDHHC17	-0.477875
KIAA1429	0.472666666666667
KCNH1	2.521
VNN3	0.166125
PSMAL	2.23275
PPARD	-0.310375
HFM1	-0.73
YBX1	-2.06383333333333
ZNF695	-1.9195
SCTR	-0.581333333333333
DCDC1	0.526
VPS26B	0.6792
MTF2	-1.19716666666667
ATP6V1F	0.147
CCDC94	0.81975
PERF15	0.859
CCL11	2.954
LMO7	-0.961
DCST1	-0.163
ADRBK1	0.010625
CDRT4	-0.091125
ZNF84	-0.56625
HOXD8	3.21325
STARD8	-0.3545
FOXP2	-1.031375
CCDC103	1.09475
POLR3A	-0.7755
GSC	1.46783333333333
ZNF114	-2.9875
HTR7P	0.462
LALBA	-0.043
RMND5A	-0.295
PSCD2	1.20925
ZNF409	0.1405
KRTAP1-3	0.215333333333333
MAF1	0.1445
LOC201725	-1.527
NRN1	-2.140125
SPAG5	-2.80983333333333
DNAH7	3.094
FLJ43860	-1.0625
BRCA2	-1.42775
ACADM	-1.053875
CXXC6	-3.484375
RAGE	-0.5145
CHMP2A	1.0855
FAM8A1	0.6309
GPR21	0.1745
SLC12A3	-3.129
FVT1	1.01414285714286
ZDHHC7	-0.33175
FLJ44048	0.60025
SLC44A3	1.156
SDSL	0.710166666666667
MMP8	-1.58275
PLA2G12B	-3.86916666666667
ACY1	-0.28325
MT1E	0.180333333333333
OR4K15	0.0945
TECTB	-1.2245
GPR20	0.138
IRAK2	-0.91075
RFPL3	-0.503625
MYO9A	0.28225
NARG1L	-0.192416666666667
BLMH	-0.66325
CCDC3	2.289
C9orf21	-0.655666666666667
KIAA0513	-0.567333333333333
MIER2	0.868
PNMA2	-1.68316666666667
SH3BP2	0.6154
ANXA10	-1.86525
RTN2	1.48966666666667
TFB1M	-1.6985
PRPH2	2.821
C14orf133	0.20575
GOLGB1	1.39725
IRX4	1.4115
NFKBIL1	0.417
C10orf62	-0.58375
APBB3	0.4275
RPS10	0.5284
LOC728378	1.05325
TLE3	1.45327777777778
PSMB7	-0.63475
MESDC1	0.267
SLC6A1	1.09416666666667
OCLN	2.10825
PTTG3	-2.35933333333333
NAGLU	-0.27375
SERTAD4	1.5935
SPRY1	1.4895
FLJ10781	0.509833333333333
MYSM1	-0.4045
TRIM4	0.400214285714286
SH3YL1	0.758125
TREM2	3.83716666666667
SERPINI1	0.6675
HDHD3	1.319125
TMEM38A	-0.486375
EID2B	-1.314
TDRD3	0.1915
SEDLP	0.72425
THSD7A	1.58066666666667
NDST3	-3.3795
KLHL15	-0.577916666666667
DHRS12	2.6745
FBXO9	-0.213214285714286
TNPO1	-0.11125
MRPL13	-1.38833333333333
SNX5	-2.0925
METTL6	-0.9585
SOD1	-0.398875
CHML	-1.21816666666667
PACS1	0.923875
SIRT5	-0.742
CAPN2	0.6205
FXYD5	0.558166666666667
TWISTNB	-0.570875
LRFN1	0.420666666666667
UBE1L	1.93325
UBE1C	0.39675
OR51B2	-1.385
OR4D11	-0.115
C15orf2	-0.4865
NR4A1	0.240666666666667
LOC339047	-0.902
TRIM17	1.31775
ATP5G3	-0.740928571428571
RPL15	-0.03525
ADAMTS8	1.44625
HOXC4	-0.281
C14orf37	1.966
CEACAM5	-0.444875
MYT1L	-0.621166666666667
RASA2	-0.204625
OSBPL7	-0.5705
STAG1	-0.3095
GIMAP4	4.8565
FUT3	2.287
PIF1	-2.875125
LPIN2	-0.4131
SH3PX3	1.018
PDP2	-0.49775
PAPD1	-0.192375
ERP27	1.77275
APOOL	0.1518
DIABLO	0.23175
TRHR	0.192857142857143
ARMC9	0.00549999999999995
RNF152	4.233
SLITRK3	0.1385
ZNF211	0.8132
PFDN1	0.061
RGS11	0.907375
HS6ST1	0.552
AKR1D1	-2.19675
TNP2	0.476333333333333
STK31	0.969666666666667
EML4	-1.54475
SGTA	-0.353333333333333
HIST1H2BI	-0.373833333333333
PSMD6	-1.78533333333333
KIAA1257	1.47025
C18orf55	-0.634333333333333
FLJ20273	2.8035
RPL28	0.107333333333333
EPYC	2.43925
NOX3	-0.843
ELAC1	0.0295
METT11D1	-0.53375
BIN2	-0.292666666666667
NACA2	-0.089
CCDC17	-1.68225
HM13	-0.3434
UBOX5	-0.185875
UBE2O	-0.618625
UBL5	0.17825
APOLD1	1.230875
C9orf31	0.38
TNFSF8	0.0975
ARHGAP29	0.5685
PROKR2	0.0265
PDE5A	-0.443666666666667
C6orf12	-0.7455
TOM1L1	-0.331
WHDC1	0.67875
FOXI1	2.16366666666667
RAB4A	1.3904
TMEM39B	-0.5775
ATPBD1C	-1.517
FARSA	-0.389166666666667
PLEKHG5	1.492
CMAS	-0.752833333333333
OR7E24	-0.298
SLC30A1	0.65475
CDC42EP5	1.82116666666667
PLAC1	-1.34925
KLHL18	-0.36975
LBA1	1.6433
TAZ	-0.46975
CRIP2	2.677375
BTBD11	-0.427
C16orf72	0.33025
DIO2	2.435
LRRCC1	-0.4025
CCDC136	-1.933
PRX	0.57625
RBM5	0.1765
TMEM85	0.212375
TUBGCP4	-1.1295
APLN	1.04825
CDK7	0.410166666666667
SSR2	1.04291666666667
CRELD1	0.03825
C19orf46	2.592
GAL3ST4	0.759666666666667
KBTBD10	0.83275
IL28A	0.4095
WDR27	0.012
MCM2	-1.6105
SOX14	-0.0105
FLJ39743	-0.7515
KIAA0922	-0.58425
HIPK4	0.0895
FLJ25758	0.64
C16orf57	-0.841083333333333
PDZD2	0.99475
MCC	1.363375
HHLA3	1.1343
ID2	0.763
C20orf23	2.36875
ZNF688	1.668
APOC2	-1.79483333333333
LOC440093	-0.176
FAM50B	1.97083333333333
PWP1	-0.61
DNAH10	0.7215
HIST1H2BA	0.166
GPR56	0.7555
METAP2	-0.695625
PAN3	1.81183333333333
STXBP4	-0.276125
PDHX	-0.182
MTA1	0.441916666666667
ZBED4	-0.1155
ZNF720	0.14225
CDK2	-1.691875
RHOJ	1.34075
CDC37	-0.0331666666666667
ZER1	0.713375
GRK4	0.087
PRPH	-0.505
POLR2A	0.42375
OGFOD1	-0.6785
NOL5A	-1.41225
PHEX	0.863
FLJ16478	0.802
C20orf117	-0.531875
CAMTA2	0.58125
C11orf74	-0.284333333333333
DDX17	0.567916666666667
C5orf27	0.31125
PLEKHA2	-1.4186
PDE4DIP	-0.5792
SCN7A	0.81975
ZNF559	-0.5975
CXCL10	3.74125
ZMYM4	-0.300833333333333
STK32B	0.4886
KIAA0888	-2.7929
TACR3	0.778
CKAP2L	-3.2575
KIF1A	-1.4185
RSPRY1	0.71575
VCAN	1.3395
CYP27C1	-0.6895
SYDE1	-0.930166666666667
MED12L	-1.075
ZDHHC21	0.86475
NHS	-0.0145
TM9SF3	1.0725
DDHD1	-0.887125
MAFG	-1.17025
BICD2	-0.7024
C14orf119	-0.151166666666667
C14orf43	0.998642857142857
CDH7	-2.738
ALKBH5	0.1965
JUP	1.7185
TMEM41A	0.108
MAMDC4	-1.29983333333333
CBX3	-0.343875
LRRC18	-0.16075
RBMXL2	-1.08175
PLA2G4D	0.449
FGF13	0.172625
KIF3A	-0.0225
PDIA6	-1.08525
DCXR	1.019
CASKIN2	0.888416666666667
EHD1	1.03116666666667
MARCKSL1	1.433
ZNF496	-0.00416666666666666
SCAF1	1.32333333333333
KCTD8	-0.54325
TRAF3IP3	0.894071428571428
LSR	1.53775
CXorf1	0.192333333333333
C14orf112	-0.237666666666667
EIF2B1	-0.053
OMP	0.564
GSTZ1	0.301
LOC92017	0.80325
ISLR2	1.349
C12orf36	0.316
GATA2	-0.962833333333333
GABRA5	-2.893
CELSR2	0.735642857142857
STAM2	0.2743
TNAP	-0.0285
PTPMT1	-0.3115
GRP	7.07925
SV2A	-1.67166666666667
MAGEA12	-3.73125
CACNG1	1.2815
C18orf19	-1.3045
GSG1	-0.916
PTPRJ	-0.875285714285714
FRMPD1	0.3435
ZNF668	0.976
PLEKHJ1	-0.393125
ADAT1	-1.1301
TMEM50A	0.3171
UCN3	0.3325
HOOK1	0.733625
IL17B	3.114
MLKL	-0.279166666666667
TTC14	-0.207166666666667
KLHL5	-0.2835
CRYL1	0.855166666666667
FOXH1	-0.2145
NFYB	-0.168125
PPM1G	-0.48475
GOLGA2LY1	-0.8255
NMT1	-0.1505
HADHA	-0.3532
CHSY-2	2.044
PLEKHF1	0.867714285714286
SAGE1	-2.957
MUSTN1	0.13875
SUHW4	1.1215
TFEB	1.4765
ZFYVE27	0.3845
ATG12	-0.521
BMI1	0.470571428571429
ZIM3	0.15275
MYH4	0.128
MASP1	-1.605
KIAA0984	0.41275
RPAP2	-0.845
ASB5	-0.7325
BOLA3	-1.48233333333333
MIA3	1.16166666666667
KRT35	-0.3205
KIR3DL3	-0.399
MRPL51	-0.873
