Hybridization REF	TCGA-AN-A0AR-01A-11R-A00Z-07
ARFGAP1	-1.36275
SLC5A8	-0.382833333333333
ZBTB40	-0.2038
CYP4B1	-0.359
LYPLAL1	0.07425
CHST3	0.07
MAP3K9	0.3
BTAF1	-1.11416666666667
TFAP2E	0.4765
RBM35B	0.54025
LOC441251	-0.138
ANKRD25	-1.2925
UQCRC2	-0.0505
MAEA	-0.299833333333333
HYAL1	-2.4565
RNPEPL1	-0.195166666666667
CPSF2	0.031625
PSD3	-0.9727
ABCA13	0.636375
AGR2	-2.783625
GBX1	-0.014
HDLBP	0.144642857142857
ACY3	-0.84525
HECW1	-0.903333333333333
ZNF519	0.19725
HOPX	1.3855
ZNF304	0.860875
OR12D3	-0.125
FKSG43	-0.20725
METTL1	-0.2125
MFSD3	0.8494
PSPH	-0.98175
CLCA3	-0.4225
DARS2	-0.783
CDC25A	-0.625166666666667
BAIAP2L1	0.95375
B3GNT5	1.955
USP29	0.5815
ARHGEF10L	1.2586
ATOX1	-0.803375
ADAM30	0.2885
DNASE1	-0.2705
STT3A	1.10516666666667
RAB6IP1	-1.47975
PTN	4.0489
C1orf106	0.182692307692308
HECA	1.9105
RNF122	0.8565
SLC22A18AS	0.2285
GNG8	0.388
ELP4	-0.96325
FAM65A	-0.229166666666667
RPL10A	0.143833333333333
IRS4	0.694
MACF1	-0.0451
SEC24D	-0.67625
LOC374395	0.577
TGFB2	1.149
MDFIC	0.32175
CHRNE	1.32
PCMTD2	-0.955166666666667
ATP6V0D1	-0.426166666666667
MTA2	0.18475
LZTR1	-0.377
RAP1A	0.353833333333333
AXIN1	-0.455875
POLR1C	0.4755
TRIO	2.05508333333333
PLXNA4A	-0.97725
C5orf33	0.1585
DEPDC1B	-1.16425
ZNF473	0.1295
MTM1	0.52
GPR107	0.045
CSNK1A1L	-0.500166666666667
FLJ14154	0.2665
NLRC4	1.856
ENPP4	1.1955
PADI3	-0.4515
RNF170	0.352125
CG018	0.671666666666667
C16orf7	-0.20575
KCNE1	0.6935
NRM	0.8335
SLC37A3	-0.153071428571429
TPD52L2	-0.621666666666667
UNC5B	-0.1065
C12orf12	1.01183333333333
SDHB	-1.3165
CLRN1	0.191625
NUDT10	-2.57666666666667
UGT3A1	-0.234125
FBXW8	1.014375
RHOF	-0.951125
PTPLAD1	-0.819875
MYO3B	-1.35925
DERA	0.04175
TPP2	0.71875
C19orf53	0.104333333333333
GINS3	-1.10525
ST6GALNAC5	1.4395
CHSY1	1.40475
MGC15705	0.583
GPR83	0.869
EXT2	0.0625
DOLK	0.6995
TUBAL3	1.2785
ACVRL1	1.3111
ABL2	-0.4155
C14orf156	-0.952833333333333
PTPRZ1	-1.270875
DIP2C	1.240375
LAMP1	2.14675
RXRA	0.5862
MAP3K5	-0.533
ALKBH1	0.251333333333333
PDLIM7	-0.628125
ARL14	0.8555
SNIP1	-0.360166666666667
TIMP3	0.359583333333333
RGS3	0.4565
SPAG16	0.6542
ABHD4	-0.68125
ARHGEF12	0.659833333333333
GLUD2	0.015
RAC2	-2.3053
UAP1L1	0.066
SLC18A3	0.1595
YOD1	-0.459
RALY	0.1715
HMOX2	0.571125
DGKH	0.73525
DBNDD2	0.535833333333333
YIPF4	0.416875
THAP10	-0.46925
ZNF513	0.764
HAGHL	-1.16333333333333
ITGB4	1.26066666666667
CCDC141	-1.4
YTHDF3	0.766
C5orf28	0.79925
RPL7L1	-0.23325
TMEM30B	0.415
ANKRD35	0.1505
DUOXA2	-0.3635
TBC1D5	-0.269625
DFNB59	-0.099
HRH4	0.2285
MYO6	2.5845
DNAJA4	0.633125
RBM24	-1.516375
CEACAM20	0.108
RBM23	0.432428571428571
NGFB	-0.0495
C1orf63	-1.4992
KRTAP7-1	1.7845
PERLD1	0.1515
NPB	0.4885
C17orf59	0.7473
HSPBAP1	-0.3255
SLC15A4	0.58875
PRTFDC1	2.883
OSMR	-2.17357142857143
CYSLTR2	0.1525
C19orf25	-0.2599
KIAA1797	1.7645
NLRP6	0.423
FAM105B	1.7178
SCRN2	0.7585
LRRC58	-0.5558
RNF17	0.201125
NEIL3	-1.8845
FAM137A	1.792
SKP2	-1.62375
PARVA	1.17841666666667
PKLR	-0.9145
RNF34	0.436
A3GALT2	0.265
C12orf50	0.111166666666667
SUNC1	-0.29975
FAM102B	1.51366666666667
CCT2	-1.57825
LRRC37A2	-0.404
ARF4	-1.0245
SIKE	1.082375
C8orf48	-0.134666666666667
MBTPS1	-0.913214285714286
GPSN2	-0.6005
NCF2	1.86075
SLC12A6	0.728666666666667
MRPL48	-0.15275
HMGN3	1.07383333333333
LRRC62	-1.26275
PAX9	-2.045625
FAM55A	-0.095
C20orf42	-0.0691666666666667
SCML2	-0.305166666666667
BCL9	0.66325
FAM40A	0.32
C9orf41	0.0821666666666667
ZNF774	1.013
LETM1	-0.307
PLXNB1	-0.6605
NIPSNAP1	0.696625
USP10	-0.7485
F9	0.65875
LIPE	-0.81425
CNGB3	2.0605
C12orf52	0.255
PI4K2A	0.50275
MED8	-0.8585
STAT4	-0.2186
FGD4	1.2345
RNF145	-1.71116666666667
WDR32	0.2231
CLDN2	0.049
TCEAL8	0.1745
ZMYND8	-1.4628
PDXK	-0.9113125
GATAD2A	0.864
PTGES3	-1.45
CCM2	-0.0355
TAP1	-1.14025
ZNF670	0.1845
ETS2	-0.418857142857143
C6orf166	0.588833333333333
PRMT2	0.0965714285714286
OR4B1	0.1635
INTS8	-0.2815
CCDC102A	0.049
CCDC83	-2.15283333333333
ITGA1	-1.0197
EPHA5	-2.0945
FAM24B	0.563333333333333
TSGA10	0.50075
HAL	-1.41566666666667
MYOT	-0.773
SPACA3	0.4325
BCL2L2	-0.034
CUGBP2	-1.76866666666667
CCNB3	4.06425
RNF113B	-0.664
MERTK	0.6235
BAG1	1.11
VPS36	-0.01275
ORMDL3	0.0792
C1orf190	-0.679
ZNF625	-0.128
CORO2B	-1.95575
ALOX15	-0.132
CST1	0.913
NUPR1	1.511
CCL7	0.37025
SMCR5	-2.0185
DSC2	5.18
RBMS2	0.34
GRIK4	0.5165
TRIM65	0.8509
TMPRSS6	-0.478142857142857
TP53INP2	-0.39525
GLB1L	1.34783333333333
LOC388284	0.357666666666667
PUS1	-0.0625
BCL9L	1.0295
OLFM1	-1.40725
RET	-1.963
MASTL	0.428166666666667
ALX3	1.50775
IL1RL1	-0.7965
ZNF765	0.2577
C14orf138	0.5205
SNX10	-2.81816666666667
TAC4	0.6845
C1orf64	-3.183
POGK	0.347875
MAPK9	0.1935
ZNF366	1.1615
C8orf79	-0.6352
CLDN7	3.07125
OR5AT1	0.392
TRIM37	-2.2485
LRRC25	1.826
GRHL2	2.4441
TEKT3	1.46825
LASS5	-0.917
ABCC4	-2.36691666666667
DLG3	1.47225
VGLL1	3.7015
ZFP36L2	0.688833333333333
MFRP	-0.0548333333333333
KIAA1799	-2.0105
FLJ44379	-0.9515
PCNX	0.96275
ANXA9	-2.342
CYP4V2	0.3958
PIK3C2A	1.1495
SRR	1.677
NOL3	-0.63
IFITM2	-1.613
ARNTL2	0.20475
ZNF595	0.001
NLRP13	-1.088
ASPH	-0.8805
CPA2	0.3815
PVRIG	-1.64233333333333
LEPR	-1.738
C16orf42	0.183166666666667
SH3BGRL	0.312
FAM77D	-0.6265
FNDC7	0.6705
C9orf6	-0.891
NOTCH2NL	0.879666666666667
PGBD1	1.67583333333333
SYNGR2	0.263666666666667
PITPNA	1.7794375
PRPF4B	-0.484
SLC43A3	-0.00228571428571429
NRBP1	-0.03375
SLC25A22	-0.2365
ILK	-0.807625
SLC22A8	-0.278333333333333
MRPS7	0.5525
PITX2	-3.68875
FABP3	-0.837125
OR1L1	0.7035
LOC728215	-1.41825
BLID	-0.4685
KIAA1217	1.17852941176471
TFPT	0.05575
AP4B1	-1.02825
VBP1	-1.114
OR1K1	0.637
MORC3	-0.24475
BHMT2	-0.798166666666667
C3orf10	1.275625
FZD7	2.94683333333333
WFDC10A	0.167
PMS2CL	-0.20425
CCDC32	-0.4325
FA2H	-0.69775
ALG13	-0.045
TTLL7	1.6026
SPOCK3	-1.05475
SLC13A2	-0.474
AIM1	1.255
GPRC6A	-0.8495
EGR2	3.80925
MED11	1.196
WWC1	0.906
SH3GL3	-1.897
RIF1	0.375142857142857
PRLH	0.033
VLDLR	1.08
DBT	0.588125
C21orf63	-0.80425
CGGBP1	-1.516625
KRTAP12-2	-0.719
TADA3L	0.1835
ZBTB16	-0.0655
PDGFB	0.087875
RFX1	0.323875
UQCRB	-0.024
LOC133874	0.9645
HPS3	-2.5585
LGALS3BP	-1.409
DKFZP564O0823	0.981214285714286
MRFAP1L1	-0.382125
HOXA10	2.1
NGB	0.3245
KIF21A	0.676153846153846
IFLTD1	0.188
LZTS1	-1.36775
ARHGEF3	-0.1065
RHBDL3	-1.455
CSNK1G2	-0.277666666666667
ChGn	-1.215125
KIAA1244	2.54383333333333
GABRB2	0.372
MGC72080	1.235
CD27	2.78225
EGLN1	-0.7475
PEX13	1.893
RWDD3	0.4375
RNF12	-0.100333333333333
GRIN2B	1.889
ADAMTS14	-0.258625
DYDC2	2.89733333333333
ATP6AP1	-0.1014
NR1H2	-0.153833333333333
PDK2	0.12925
C3orf17	-0.637833333333333
SLC38A2	-1.6055
SLC25A29	-0.417
C15orf29	0.11975
ADAM9	-1.1515
TMUB2	-0.170375
GPR176	-0.149
AGK	-0.41375
MCCD1	0.37825
NDUFA4	-0.0885
TMEM146	-0.19525
DUSP1	-1.1875
UNQ6975	0.5985
EMX2OS	2.3095
INSM2	1.1205
LUZP4	-0.3475
SETD6	-1.41975
P2RY2	1.48775
SLC45A2	-1.1845
RABGAP1	0.608166666666667
UBXD5	-0.400375
GPRC5A	-0.2452
PAK3	1.8665
LOC63920	-0.25775
TGFBR1	-1.1547
KRTAP6-3	2.9905
SFMBT2	0.02675
CDC42	-0.1516875
C11orf35	0.139
TTLL2	-0.14875
UACA	-0.113416666666667
CD97	-1.1
SETD5	0.501875
NINJ2	-0.54975
PTER	-0.852166666666667
POMGNT1	-0.4325
KRTAP4-2	-0.109
ECGF1	1.5715
HRB	-1.17709090909091
ATP1B2	-0.316
LOC400506	0.47725
COL4A3BP	-0.1065
C6orf97	-3.046
GRHPR	0.438125
TAS2R1	-0.3455
SEMA7A	-1.06925
EDF1	0.26625
ODF2L	0.8329
PCID2	0.329
GTF2H4	0.709
ZCCHC3	-0.066125
CGB2	-0.289166666666667
NEUROD1	0.20675
C20orf75	-0.245
RP5-1054A22.3	0.593166666666667
IFNA5	0.5075
ZNF134	0.420583333333333
MGC119295	-0.2022
ZSWIM6	-0.61825
SMEK1	1.33766666666667
PCGF2	-0.201
C1orf102	0.29825
CYP2A13	0.728
KCNH6	-0.8248
MDM1	-0.4684
ALDH7A1	-0.2355
C9orf75	0.34775
VDAC3	-0.3925
OR51T1	-0.0995
EIF3F	-0.418
KCNJ10	-0.313375
LENG8	0.204
EDEM2	0.649833333333333
CCNJL	0.00783333333333332
DHX37	-0.0785
CRYGN	0.078
AATF	0.152875
ZNF630	1.367125
E2F5	0.2975
WFDC13	-0.4825
FTSJ3	-1.1465
C4orf33	0.243
LHFPL4	-2.56025
C19orf56	0.423166666666667
SMAD4	1.26
AFM	-0.3165
G0S2	-0.8075
FCHSD2	0.401
RRP1B	-0.9221
EEF1B2	0.5885
STAT6	1.08333333333333
ZNF195	-0.1735
GNL1	0.503833333333333
ZNRF2	0.484666666666667
PER3	-1.0735
ASB16	-0.0045
C10orf10	0.179928571428571
ADCY8	-2.446
C9orf58	1.11316666666667
ARMC10	0.7605
PSG1	-0.46
DHX34	0.21125
VARS2	0.543625
NFIC	-0.11425
ITPR2	-0.328
AGXT2	0.15
OR6K3	-0.455
H2AFZ	-0.847833333333333
MLLT3	0.576833333333333
COX4I2	1.0835
CCNT2	0.346375
PLK4	-0.996875
NUMBL	-0.0288333333333333
MED16	-0.183
PLEKHQ1	-0.0425
GOSR1	0.356944444444444
BTG4	0.34925
RPL30	0.597166666666667
IGSF5	3.9145
IGFL2	0.0663333333333333
ELMOD2	0.9575
SHC3	2.69816666666667
HAVCR1	-0.1935
DYNC2H1	-0.72125
RNF5	0.2455
C2orf7	-0.1165
NLF1	0.563
KLHL25	1.3575
LRP10	0.3594
KRI1	0.2185
PUS7L	-0.0971666666666667
MGMT	0.0685
HOXD1	-1.68933333333333
CSH1	0.4711
ATG16L2	-0.543
FLJ44635	-0.091
CHODL	2.459
EXOSC8	-0.13075
SLC28A1	0.1405
MYO7B	-0.561833333333333
SEH1L	-0.2955
MTNR1A	0.485
TSPAN5	-0.6015
CDC45L	-1.62816666666667
AMIGO1	0.575
ATAD3A	-0.292875
OSGIN2	0.318
PDIK1L	-0.469666666666667
DARC	1.284
PIPSL	0.113
SHMT1	-0.07925
CRISP3	-1.0475
POPDC2	0.830833333333333
ZRANB2	-0.893166666666667
FBXL8	0.30875
TRIP13	0.214363636363636
EIF5AL1	0.177
POU5F1P3	-4.36283333333333
IL6	-3.05333333333333
CXorf38	-0.268166666666667
IFNA16	0.141
FBXL2	1.61733333333333
BRD1	0.66375
STATH	-0.484
FBXO44	-0.998666666666667
MCCC2	0.171
CDC2	-0.225
C5orf23	-1.598
IVD	0.8165
C10orf122	-0.51775
MSL3L1	1.4172
MVP	-1.557
EPOR	-0.9486
ZMYM1	-1.22633333333333
BCL7C	1.17566666666667
PSTPIP2	0.1721
LYPD1	-0.620125
OR8G5	0.4655
ZP3	-0.713333333333333
BCAS4	-0.741666666666667
EDG6	0.59575
ISY1	-0.72125
PRAMEF2	-0.969
CUL1	-0.131625
RNF213	0.6301
CCRK	0.13825
DHX9	0.0735
C13orf29	1.29325
NCKAP1	1.4215
MRPL43	1.47428571428571
XPR1	-0.2545
PKN2	-0.167
PODNL1	-1.451
ZNF333	0.012125
DALRD3	-0.2815
OPN1SW	0.4685
BTBD6	1.387
C11orf82	-0.115
OR5P3	-0.374
DUSP11	0.72575
L1CAM	-1.0867
NEK11	0.048
OR7E91P	2.9785
CNTN3	0.016
CREB3L2	1.00075
ZBTB37	0.7665
KIAA1324L	1.4565
NDUFB10	-0.239166666666667
NUDT2	0.5365
GTPBP8	-0.98575
CACNA1D	-0.51725
PRKAA2	0.187166666666667
PRDM8	0.0975
MGC16075	-1.01766666666667
KRT14	-0.8305
PP8961	0.58425
MRPL18	-0.98375
ABCG2	-2.91525
PACRG	0.58
BBS2	0.5115
KREMEN2	1.057
FBXO21	0.9255
HNRPUL1	0.75775
GRB10	0.70325
CLSTN1	1.54625
LMAN2	-0.7432
C17orf61	0.31825
NIPSNAP3A	-0.736
INSIG2	-1.39316666666667
PCDHB7	2.2205
STXBP2	-0.51675
CMAH	-0.0225
SEMA5B	-0.63225
ZNF155	0.550833333333333
COQ6	-0.143
PRPF4	0.43625
TSPAN15	1.1995
VN1R5	-0.25225
LATS2	-0.10225
SELK	-0.87275
PGK2	0.3135
MS4A1	-1.389125
TYW3	-0.6953
KRTAP5-1	0.452
RCCD1	-1.41266666666667
BTN1A1	0.465
DDX28	-0.22425
TMEM65	0.505375
LOC92345	-0.22675
TTC31	-0.87475
WDR46	-0.109833333333333
CHP2	0.0475
LSP1	-0.0345
ZNF542	0.85875
EXOSC1	0.72375
ARHGAP18	0.447333333333333
LRRTM4	-0.7145
MAOB	0.970416666666667
CACNB4	-1.19425
MGC33846	0.682625
RANBP3L	-0.37725
ATP5L	0.233
ONECUT1	-2.438
NUDT9	0.104
TMEM149	0.793
STX17	1.26775
IGSF10	-4.42825
TMPRSS9	1.6095
BMPR2	1.18716666666667
ALLC	0.20975
KLF7	1.25275
GCC1	0.659
TIMM9	-1.05375
CDO1	0.38
MGC10701	-0.862833333333333
IFI6	-0.7055
FRMD8	0.6755
MGAT2	0.481
WBP5	0.445833333333333
CNIH2	-0.2255
KIAA0907	-1.1245
KCNH8	0.5755
CTSG	-2.76425
GRIK1	0.231333333333333
CUL5	1.2715
FRMD1	0.504
OR9A4	0.487
SYT6	-1.497375
FOXD4L2	0.60525
ANAPC2	-0.0555
OPN5	-0.9055
TAF13	0.79825
LYG2	-0.05
GGNBP1	0.1725
C11orf40	0.6595
OTX2	-0.8415
REG4	-0.0793333333333333
EIF5	-1.051
PALB2	-0.09825
SEPSECS	-0.446
RNASE3	-0.0765
TRIM49	0.6565
POLR2K	0.1369
GPR42	-0.1865
C8B	-2.953
SASS6	0.57
PREB	-0.704833333333333
OR3A3	-0.001
TUBA8	0.921625
IGLV2-14	-2.94175
STIL	-1.872
ANKFN1	-1.07366666666667
NME7	-0.241
HOXC12	3.936
UBE2C	-0.770625
FHOD1	-1.603125
CDK2AP1	1.93258333333333
OR6K2	0.2425
DHPS	-0.788
RPL5	0.562916666666667
TRGV5	0.543
LOC541472	-0.07475
HCCS	0.0446
DENND1B	1.399
LHX3	-0.351
OR5D16	0.8725
CXorf57	-3.25883333333333
IRF2BP1	1.14775
NDST2	0.663666666666667
LCE3D	0.546
BOLL	0.056375
SYT3	-0.75475
PIH1D2	0.8725
C20orf7	-0.734
IL1R2	0.7055
SLAMF9	0.0505
PPME1	-0.16675
PIK3CA	0.05575
TRAPPC1	0.331375
COLEC10	-1.09625
SLC9A6	-1.68666666666667
PDDC1	-0.653916666666667
CCDC53	0.718
GK3P	-0.5355
DAZL	-0.407
BRI3	0.6495
SDK1	-0.95925
CYP2C18	0.87575
IFI44L	0.894875
RPL3L	0.6215
FUT9	2.22783333333333
KIFC2	-0.0011666666666667
PMP2	-0.57175
SLC4A9	-0.282
PLAG1	-0.105166666666667
MYCBP2	-0.929
OR4E2	0.552
CCDC65	0.61775
C16orf82	0.0715
ENTPD4	-0.023
BRP44L	-1.05775
PMP22CD	0.0695
TMCO4	0.732333333333333
KCNN1	-0.518666666666667
WDR35	1.35925
CCDC80	0.44175
C3orf31	-1.4485
SLC7A9	-0.59775
TMEM190	-1.16475
DBC1	0.655333333333333
FADS3	-0.592
PDZD8	1.17316666666667
GRM5	0.43025
AZGP1	3.2991
PEX3	-0.0705
MED1	-0.820071428571429
ATG4C	-0.9655
HNRPH3	-0.247625
FAM109B	1.768
C4orf17	-0.185
CA10	0.507
OPRD1	-0.5285
CCL16	-1.3185
SACM1L	-1.27
CST6	3.14125
CD63	-0.406
LGI1	-1.50575
ZNF784	0.554
CRYBB1	-1.288
CX3CL1	1.87265
TOP2A	-2.1355
GYPB	-3.49366666666667
GADD45GIP1	-0.0725
FEN1	-0.32175
IGF1R	-0.353125
WDR72	0.943333333333333
PURG	-1.23916666666667
DEFB126	-0.56775
PKD1L1	0.34225
CAV1	-2.179
GNPDA2	-0.2005
DGAT2	0.95475
NLGN1	-4.2225
STRBP	0.82975
HPRT1	-0.4015
FANCI	-0.367125
PSMA7	-0.63875
DBF4B	-0.501333333333333
TTF1	-0.31425
RAD54L	-1.5655
ELOF1	0.08075
PLAGL2	0.330625
ZNF256	0.79625
HMGCL	-0.233
MSI2	-0.476166666666667
RPESP	-1.69966666666667
C11orf60	0.9325
ABCD1	-0.1155
ACAA1	0.6251
SPARCL1	4.83764285714286
IL6ST	-0.2096
ZNF319	-0.1695
TMEM109	0.4118
FAM90A1	-1.31933333333333
IL22RA1	0.259
ATP4B	-0.867
TEC	-1.25683333333333
C7orf30	-0.9715
TXNDC2	-0.793666666666667
ABCB4	-0.596
KIAA1191	-0.306625
C9orf38	0
SFTPB	0.096875
CNTNAP2	0.612
FRK	3.293
TBX19	0.30225
CHD4	0.6635
C6orf26	-1.11166666666667
MOSC2	1.1685
IKBKE	0.411
HIF1A	-1.73333333333333
LOC595101	0.5715
RELA	0.3185
TMEM16B	-1.107
ABHD12B	-1.95325
TSEN34	0.499
KIF18A	-0.051
TXNDC9	-0.804
SPATA2L	0.049
SEMA4G	0.534
C21orf91	1.229
MATN1	0.141
KCNIP4	-0.4295
TUSC1	2.908375
OR4C15	-0.0615
ARMCX6	2.51858333333333
WBSCR27	-0.1355
OR52I2	-0.1695
KIAA1604	0.45
DYNC1I1	-0.996875
PPP4C	0.62825
SLC47A2	-1.65133333333333
TREH	0.077625
CD48	-0.0515
ST14	2.549
PKN1	0.76525
SPON2	-0.016
XBP1	-1.43041666666667
SFRS12	-1.2445
EFCAB6	0.2085
SELT	-0.44425
SLC39A2	0.604
ERF	0.1205
ARL3	0.523375
SURF6	0.3746
MLLT10	0.536571428571429
FLJ11171	0.793
TDGF1	-4.1385
ERCC6	0.77625
EIF2AK4	-0.56775
BAZ1A	0.651833333333333
LRRN3	-1.39883333333333
TMC3	-1.3915
EFTUD1	-0.053
PTPRO	0.639833333333333
CLEC12A	0.0265
ACBD4	-0.04375
ZDHHC14	0.25675
OTUD7B	0.523625
ACTB	0.52575
MSRA	0.26975
LCE5A	0.2145
IFI35	-1.5195
BSCL2	0.0603333333333333
ANKRD12	-0.607166666666667
CFHR2	-0.1095
RGAG1	0.874333333333333
HSFY1	-1.0505
SLC30A5	-0.6215
IMPG1	1.191
GPR109A	0.9085
ZNF185	0.84175
IYD	1.6115
NPCDR1	0.334
SERPINA13	-0.5985
HMGCLL1	-0.78975
NEUROG1	0.334166666666667
UBQLN1	0.46825
LIN37	0.7095
SOCS2	-1.438
DSCR4	-1.545375
XKR6	-1.3825
GPR142	0.718
KRTAP13-3	1.2255
CCDC15	0.702666666666667
MOS	0.887
CD1E	-1.9665
OFCC1	2.19083333333333
FAM83D	-0.863
SRFBP1	-0.26675
C9orf96	0.5855
DHDH	-0.909
CCDC90A	1.276
RABL3	0.0323
CD320	-1.09966666666667
ANGEL2	0.338333333333333
MRPL21	-0.39775
SMG6	0.776166666666667
INSR	1.143375
FLJ14816	-0.5205
GLRB	-2.10833333333333
C9orf89	0.801
CIZ1	0.00125
URG4	-0.393166666666667
LRDD	-1.43733333333333
CBY1	1.24566666666667
NFX1	0.061375
MTERFD2	-1.0735
C19orf23	0.5435
PGC	-2.349
IER3IP1	0.2364
RASAL2	2.57858333333333
C1orf89	-0.22425
SYNJ1	-1.5345
NFKBIE	0.10225
FLJ40125	-1.79983333333333
TCEB2	-0.094
NOG	-1.268
POLR2J2	0.424
HLA-B	0.271
PCDHA1	3.361
PPP2R2B	-1.6015
ARHGEF17	0.332333333333333
TCF7L2	2.337
CHD5	-0.5455
ZNF431	0.04125
TBC1D25	0.28475
ZNF800	-0.2195
SCUBE2	-2.22463636363636
MYCBP	-1.01683333333333
GPX5	0.399
C6orf129	0.860166666666667
QSER1	1.4885
ULK2	0.85475
PIGO	0.128166666666667
NRCAM	-2.12857142857143
SLC35E3	-0.310625
CSRP2	0.9875
HYPE	-0.18375
MAPK15	-0.0286666666666667
MGC14327	0.25375
TIMM13	-0.239
ZNF462	1.00975
GBA3	4.63225
TEX13A	0.303
MCM6	-0.471555555555556
MTRF1	-0.6975
ABCA7	-1.8775
EIF4A2	-0.48925
ZC3H10	0.5271
RPGR	-0.523
C20orf94	0.1535
RP1L1	0.23025
GPR125	0.525428571428571
USP22	0.984428571428571
OR1L4	0.07575
MLZE	0.52975
FLJ32065	-0.08875
PTCD1	-0.3125
CRTAC1	0.603
BXDC2	-0.009
C18orf1	0.349833333333333
FAM107A	-0.119857142857143
EFNA3	0.2915
P18SRP	-1.2972
CAMKK2	1.11566666666667
KIAA0649	0.65775
NES	1.24133333333333
HS6ST3	-1.67225
PON2	-0.35525
TCP11L2	-0.5355
CLEC4A	1.10275
PRR12	0.309
MLXIPL	-1.7057
C2orf50	0.5905
ZNF28	0.77675
ENC1	1.98983333333333
MAP2K1	-1.10825
FKSG2	0.38025
KIAA0430	0.649
PTP4A1	-1.40177777777778
GPR156	0.603
GTF3C6	0.32225
UBR2	-0.2858
LOC388272	0.6535
MAK	5.12283333333333
ACOT4	-1.013
STC2	-2.31125
PIGW	0.169375
SAE1	-0.03375
COL6A1	-0.597636363636364
OAZ1	-0.8885
STMN4	0.759333333333333
EDG3	-0.627
SGCE	0.7425
IL11	-2.46416666666667
PRSS8	2.66725
YIPF5	-0.5215
WNT4	2.852875
CSN2	0.926833333333333
TCF7	-2.7345
TDO2	1.145
SAMD9	-1.665125
S100A7A	0.0625
MMRN1	0.148833333333333
GKAP1	0.05025
AKR1C3	-0.53425
RNF19A	0.02025
GMDS	1.8915
YKT6	0.46075
SPARC	0.2307
C12orf31	-0.46175
UBE2V2	-0.518333333333333
FBXL18	-0.372333333333333
KIAA0460	0.18175
ADAM22	-0.1595
SERPINC1	-4.92925
KCTD21	0.58125
MYOHD1	-0.26525
ZNF37A	1.12583333333333
GTF3C1	0.2455
CTSZ	0.34625
PRNPIP	-0.778375
DRD1IP	0.18175
NR1I2	-1.89183333333333
ZNF266	-0.5882
SPAG4L	0.672
COX4NB	-0.5705
SAPS1	0.3995
APOA1	-3.5815
TATDN1	-0.508333333333333
C10orf82	-2.24925
KPNB1	-0.02575
FOXO3	1.57541666666667
CRYBB2	0.1395
ZBTB5	0.237666666666667
SLC25A38	0.0675
DCTN2	-0.410666666666667
IFT20	0.465
CTHRC1	0.47775
C1orf31	-0.163875
UHRF1	-1.45
GPC6	-0.934
C10orf54	0.12625
MCF2L2	0.0918333333333333
WNT9B	0.032375
OLA1	-0.806125
FAM120B	0.049
TTLL10	0.098
CYorf15A	-5.06425
RELN	-1.8133
SCN2B	0.0217499999999999
MFHAS1	-0.143
NKX3-2	-1.75416666666667
RASGRF2	-0.85
SSBP1	-0.600166666666667
KPNA6	-0.622785714285714
LOC389118	0.539
HS3ST4	-0.7046
SUPT7L	-0.687
FLJ32658	-0.317
IGFBPL1	-0.91
KIAA1641	-1.6254
SHKBP1	-0.414
CSF1R	4.427
NAGK	1.02
MYL2	-0.05125
HIST1H4C	0.327833333333333
TOMM7	-0.684
ADAMTSL3	3.3614
TNFSF14	-1.031
PRRT2	-2.10625
VTA1	0.78025
AOAH	1.98116666666667
CRISPLD2	1.05507142857143
PNN	-0.5681
TA-NFKBH	0.19075
ESPN	-0.138
RBM43	-0.89
KIAA1267	-0.58025
DDX3X	0.112444444444444
KIAA1576	-4.6375
PLXDC1	2.29133333333333
FLJ25801	-3.71575
HNRNPL	-0.04725
RUNDC3A	-0.1075
CASP12	-0.1225
SH2D5	-0.825875
RPL26L1	-0.9225
OR51A7	-0.495
HDC	0.421
C2orf16	-0.363333333333333
SYTL3	1.578125
GOLGA4	0.3685
NOTCH1	0.608
ATPAF2	0.112
ECD	0.0775
SSX5	-0.360666666666667
SNAP91	0.074
OCA2	-3.64725
PNPO	0.553
DAPK1	-0.6145
PINX1	-0.299833333333333
SELENBP1	0.678375
NEK3	0.360583333333333
TMED4	0.766214285714286
SSTR4	0.2865
FOSL1	-2.1348
CD40LG	0.066
CES1	-2.3145
DCI	0.038
B3GAT3	0.137333333333333
STK17B	-0.43325
CNTN6	2.0145
CYP3A4	-1.5705
MBOAT2	0.863928571428571
PISD	-0.11225
USP1	-1.105
PYDC1	-0.605166666666667
CENPM	-0.598125
SAR1B	-0.1925
TTC7B	0.703875
DP58	0.2715
GPC1	-0.76525
RBL1	-1.114625
TMEM137	-1.72416666666667
TOB1	-0.8465
TCEAL1	0.3095
CENPF	-0.0706363636363636
C6	0.350166666666667
PRSS1	-2.75625
PPIL6	2.00633333333333
C6orf124	0.6535
ODZ4	0.00683333333333333
SNCB	0.18575
NDUFB9	-0.094375
CNOT6L	-0.614833333333333
S100A9	0.720333333333333
TRIM50	0.3475
KCTD1	2.3763
WDR63	-0.19625
SPEF2	0.8135
RNGTT	0.4935
CXorf22	-0.2925
KCNK16	0.43975
CEP250	-1.183875
ATPBD1B	-0.2085
KCNJ2	3.53825
MT1B	-1.507
ZNF684	-1.226
SLC4A1	0.27025
PDHA1	-0.5425
ZNF492	0.643875
TKT	-1.62075
BYSL	0.219625
RNF38	1.30775
AHDC1	0.172
KLHL2	-0.642
