Hybridization REF	TCGA-BH-A0BW-01A-11R-A115-07
SCGB1D1	2.6535
LONRF3	-0.971
OR2J3	0.487
SMURF1	1.21025
C14orf102	0.0615
HNRPDL	-0.1819
ANKRD39	-0.25825
BTNL8	0.369
CSTF2	-0.46875
CABP4	0.2495
TMEM95	0.62675
HTR1F	-0.6385
SCPEP1	4.1555
PRSS12	3.73725
SLC28A2	-1.0315
INHBA	1.59116666666667
RP11-298P3.3	-0.11325
UGDH	-0.770166666666667
SLC36A1	1.03375
PLCB1	-2.142
SEPP1	-0.268
SRXN1	0.01625
LOXL2	-1.69175
SERPINA7	-5.09916666666667
LOC201229	3.1105
CHRNA1	0.84975
DENR	-0.213166666666667
RARRES2	0.63675
SENP2	0.09675
XPNPEP1	0.44
PCGF5	0.477
HIST1H1T	2.1645
CDK5RAP1	-0.49575
PRKG1	-0.391428571428571
RASGRP1	1.2707
CFI	2.59783333333333
KIR2DL3	1.2395
FOXRED2	-0.768642857142857
FABP1	-4.5505
TRIM7	-2.01025
CYP20A1	-0.423363636363636
CYTL1	-4.25275
SORBS1	0.563416666666667
PEA15	1.50828571428571
GUCY1A2	0.324333333333333
ZSWIM2	-1.6335
PH-4	0.386375
PACSIN1	-0.754375
LOC152586	0.037
UMODL1	-0.4825
KREMEN1	0.261875
FLJ35773	3.32025
RFPL4B	0.0346666666666667
SNAP23	-0.10775
STXBP6	-1.56475
C6orf115	0.444
ZBTB33	1.2225
CHST9	2.45666666666667
MGA	-0.43575
FAM128B	-0.7453
GPR4	3.36233333333333
KIAA1957	-1.65675
GSTK1	0.530666666666667
CLCN5	0.34525
FBXW5	0.86225
FUSIP1	-0.170857142857143
MAG	-1.4185
FLT3	2.48933333333333
STRA8	4.0195
SERPINB4	-3.7505
JMY	-0.874833333333333
DLK2	-0.655
ZNF451	-0.0356
HES6	-1.6545
FGF9	-2.46675
VNN1	1.62166666666667
SRPK2	0.637
ALDH3A1	-1.55883333333333
CDX4	0.4575
SPG21	0.39
ZNF302	0.3696
DOK3	1.82525
GRIN1	0.542928571428571
OR1A1	0.6065
CALU	-0.0475
ANKFY1	-0.564166666666667
C9orf84	-1.2805
CLEC2L	-0.8155
LIMCH1	2.34408333333333
RWDD1	-0.873333333333333
VHLL	-0.44375
SLC18A2	-1.394
UPK3A	0.274833333333333
FIP1L1	-0.24725
LENEP	-0.510666666666667
RHOB	0.734833333333333
RIBC2	0.2695
GNPNAT1	-1.556625
TBC1D10C	0.7535
MMAA	1.727
INTS9	0.00825
HOOK2	0.289
CCNG1	-1.60166666666667
CCDC144B	-0.4115
MTMR7	-0.902
NEU4	-2.905
HADH	0.65575
CCKAR	0.408
TMEM173	2.052
AFAR3	-0.03525
PTH2R	5.421375
IFI30	2.42425
GLUL	1.4627
TMEM71	3.4605
C20orf165	-0.063
BFAR	-1.13425
ZNF14	-0.5225
KLHL8	0.744214285714286
PPIL2	-0.382666666666667
CTA-126B4.3	-0.321666666666667
C5orf37	-0.883375
SLC27A4	0.298333333333333
KLHL22	0.712375
GJB2	3.0953
HSPBP1	-0.3045
PRKD1	-0.254666666666667
SOX8	0.71675
KIAA0195	0.566
MICALCL	0.699166666666667
ICAM1	1.83025
C10orf126	1.0285
SIX4	0.615125
BCL2L1	0.0994
CD19	0.973
RAPGEF3	-0.128833333333333
KIAA0974	-0.786
MAPK3	0.475666666666667
OR10A3	1.0575
MAP2K1IP1	1.3405
STK4	-0.420388888888889
CHIC2	1.7032
DLX5	2.039
ZNF367	-0.61075
FBXO41	-1.065
ADK	-0.7375
hCG_1995786	-0.531833333333333
GTPBP10	-0.327375
TGOLN2	1.138125
CTBS	0.588333333333333
FGD1	-0.7345
ETS1	0.9375
EDC4	0.885625
GSTA3	3.41275
HOXB6	-1.39616666666667
C9orf131	0.393
BCAS1	-2.4095
U2AF1L4	1.712
PDHA2	-0.0336666666666667
SORD	-1.856125
SLC25A33	-0.4945
WDHD1	-1.96975
OR8K5	-2.739
RNASE11	-0.7955
STAP2	1.242
TRIM44	0.0296
CHCHD8	-0.27775
SIDT2	0.624
OR2B3	0.739
TRRAP	-0.18775
TRAF1	1.61941666666667
RYR2	2.0385
FAM71B	1.21225
SLC45A4	1.875
TRIM32	0.48075
ATP6V1G1	0.331
TRA16	-0.738875
SERHL2	0.5205
PRKY	1.011
NPR2	-1.1965
TAS2R40	0.613333333333333
OR5I1	0.0498333333333333
ZFYVE26	-0.3405
WFDC11	-0.083
CSH2	-0.15175
OR2T8	-0.123666666666667
TBX20	-0.2515
LYPD5	3.85366666666667
STOML2	-0.887
ALPI	0.0925
FAT3	-1.175625
ZNF273	-0.7044375
NPSR1	-0.1375
FLAD1	0.584833333333333
RAB5C	0.483375
TTLL3	-0.858375
KIAA1618	0.612833333333333
NPPC	0.469
ZEB2	1.4306
MRP63	-0.01425
WSCD2	0.572
NEUROD4	-0.770333333333333
SNAPAP	1.52275
MTMR2	-0.0341764705882353
STK35	-0.344625
USP48	-0.707375
NR1H4	-3.48325
RASL10A	-0.516
SSTR1	-4.6055
C1orf35	0.329
APOBEC3C	0.3935
RUSC2	0.339666666666667
SALL4	-2.4515
ZCCHC8	-0.35075
RAD17	-0.682625
ZNF708	-1.04566666666667
LILRB5	1.92125
TEX12	0.1195
C9orf79	0.232
ARHGEF1	0.872666666666667
ABCA4	-0.201
RNF214	0.2915
PPAPDC2	-0.5275
ARID4A	0.172
SYCP2	0.78525
OPRM1	0.57675
RP13-102H20.1	-4.74125
CYP26B1	-0.673166666666667
APCDD1	0.865166666666667
PCCA	-1.50175
ALS2CR7	0.84
AQP5	2.85883333333333
YLPM1	-0.78
PRKAR1B	-1.5721
IL16	0.4718
TCF3	-1.7125
ZSWIM7	-0.5655
SERPINE1	-0.9008
BAI2	-0.22925
SMC5	0.805357142857143
SMN1	-1.14133333333333
SLC13A5	-1.38425
POU2F3	2.1465
BACH1	0.492333333333333
GMCL1L	-1.04033333333333
PPP2R2D	-0.589875
LRRC51	0.6035
EDARADD	-0.7915
LRRC3	-0.414
FAM124B	-0.38025
C20orf70	0.543
LOC285735	-3.316
CTBP2	0.0755
ZMYND11	1.274
CDH23	0.693583333333333
OR1N1	0.7765
LOC400590	0.3255
PDK1	-1.352375
LMTK3	-0.2345
USHBP1	0.9425625
ZFYVE21	-0.346
hCG_21078	-0.3515
OAF	-0.302375
WDR41	-0.388
SPINK6	-0.33025
GDEP	0.0175
MEG3	-1.4821
OXSR1	-1.00971428571429
RAD51	-1.785
RPL13A	-0.68075
DYRK1A	0.4035
FLJ25791	0.9015
SARDH	-0.6697
RBBP5	-0.0525
ORC2L	-0.99825
NCAPH2	-0.309166666666667
RNASET2	-0.520166666666667
WDR79	-1.0975
FLJ39779	-0.7985
C3orf1	0.824
DDX23	-0.6365
MGC40574	0.14075
MORC4	0.2995
MYRIP	-1.43563636363636
LY6E	2.2955
SLC39A11	1.730625
ATP12A	-0.125
AUP1	-0.09075
PIP	3.71925
CORO7	0.1215
PITPNM3	0.346
ENPP1	-2.10183333333333
PPP1R1C	0.574
NRBP2	0.87725
KCNE2	-0.83
P2RX4	2.15525
CCND2	-2.182
OR5T3	-0.2185
CUL4A	0.0428333333333333
CFB	3.428875
PCP4	-2.06883333333333
HEMGN	-4.8465
UBIAD1	-0.1795
CDC42BPB	-1.1458
CYB561D1	-0.0785
RIMS2	2.15175
ZNF488	-0.91975
RNMTL1	-0.45475
SART3	-0.37
CAPN10	0.155571428571429
CCR5	4.63683333333333
APOA1BP	-0.244
NDUFS5	0.0165
PDLIM3	2.205
VPS24	1.1345
SCN8A	-0.041875
C1orf67	-1.22566666666667
MRCL3	2.35266666666667
TMEM145	-2.57575
KCTD16	-0.0751666666666667
RNF149	1.45325
FDXR	-0.301
CDCP1	1.72516666666667
PAX3	-2.5662
LASS4	-0.0535
HSD17B8	-0.883
YAP1	0.550875
NNT	-1.24625
SC5DL	0.654625
DKFZp566H0824	-1.292
KSR2	-1.0905
RAD21	0.8796
ST8SIA2	0.1705
L3MBTL3	0.32175
SNRPB	-0.52025
MGC14425	2.57075
MIF	-0.2025
TAPT1	0.753125
IRF8	2.3201
PRO0132	0.453
HERV-FRD	-1.3455
ACD	0.0675
BCL3	1.9055
SPATA13	-1.66625
MRLC2	1.227125
F2RL3	-0.342375
CFHR3	2.1735
DUSP15	0.400166666666667
TMEM46	-2.38083333333333
SF3B4	0.720333333333333
MAP7D3	-2.178
STELLAR	-2.4875
SEMA5A	-2.8327
H2BFS	0.99725
LRRC28	0.756666666666667
MORN2	0.4675
XYLB	-1.3435
WDR21C	-0.73775
HIATL1	0.657875
ADAMTS10	0.599
WDR55	-1.1955
MFSD5	0.2725
OR4N2	0.68
DUSP16	-0.101166666666667
NLGN4Y	-2.9438
INHBC	0.18575
NUMA1	-0.1785
DEFB123	0.164
GIPC1	0.373
MGC27348	-1.3775
FLJ33590	0.7835
FZD1	1.2666
MKL1	0.820333333333333
SAA2	3.062
C1orf94	-1.8695
C7orf28B	-0.2035
TMEM185A	0.0416
ZZZ3	0.3385
C16orf5	-0.222666666666667
GALNAC4S-6ST	-0.0495
C1orf186	1.51425
IGFBP4	-0.0336666666666667
NDUFA10	0.0483333333333333
CLIC2	1.74425
RNF13	0.5495
GPR103	0.44125
CD69	-0.8935
MYOZ1	1.646
IFNB1	2.523
CLNS1A	-0.2765
CXorf45	-0.3505
ZXDB	1.3655
FUNDC2	-0.1545
GPA33	0.553875
C9orf70	0.8345
SLC2A9	-0.05025
LOC126520	-0.083
MAGEB1	1.508
LCE2A	-0.1225
C18orf34	1.026
FMNL2	0.17775
KRT85	0.2565
CRYGA	0.1455
GEM	-0.47275
THAP6	0.0597000000000001
ALKBH3	-0.445
TM6SF2	0.1375
C20orf82	1.24525
RANBP2	-0.242833333333333
LIG3	0.9088
RETSAT	-0.7015
OR8S1	0.4935
CAST	-0.60075
TGFBI	0.5666
C15orf37	0.3215
PGM3	-1.16
SLC4A11	-2.202625
FAM123C	-0.00716666666666667
TAOK1	0.0485
CISH	-0.274125
OGDHL	-3.946
SPINT2	2.6215
ZNF33A	-0.0605
CLDN18	0.201666666666667
RNF128	-3.018625
CCDC71	-0.62175
RASSF6	3.78666666666667
HSPG2	0.603
ATP6V0E1	1.376875
ABHD6	-0.804
CD274	3.1225
GCNT1	2.6265
NT5C1A	0.0925
TM4SF5	-3.46475
C21orf58	-1.14166666666667
SUCLA2	-0.57925
RFTN2	4.46175
SCNM1	0.395625
SLC9A10	-0.494
FUNDC1	0.439
SLC35F4	-3.3915
AMD1	-0.59625
COL6A6	1.0405
OR4K2	0.018
TRIB2	-0.47275
LOC91461	-0.49575
GHSR	0.929
ATP8B1	1.233
C1orf78	1.50316666666667
RNF183	-1.80183333333333
STX4	1.0647
TPPP2	-0.781375
MYBPHL	-1.703
TXNDC6	0.4941
C9orf47	-0.4285
FAM137B	-1.471
FANCB	-1.49675
C11orf9	-1.54075
DPY19L1	-0.396125
VDAC2	-1.191
VHL	-1.95575
LMBR1	-1.20675
C8orf44	-0.4975
ZPBP	0.29425
FGF23	-1.6445
C21orf67	0.72075
PCNT	-2.365375
BCKDHB	-0.7295
GALNTL5	0.875333333333333
BET1	-0.210625
ARL13A	4.124
HDAC6	-0.540625
N4BP3	-0.6035
OTOP1	-0.187833333333333
TTC30A	2.203625
CRISP1	0.382
KRT32	0.9035
VSTM1	0.6515
ZNF622	-0.48975
POLR3B	-0.1223
DNAJC10	1.013875
C12orf54	3.035
ADIPOQ	0.571
RIT2	-0.771
CD44	0.26875
ABCA3	0.614625
RPS17	-1.0235
FEZF1	0.497
PCDHB15	2.40375
KCNMA1	-1.92822727272727
CCDC116	-2.7385
C15orf27	-2.194
NARG2	-1.222875
ITGA5	-0.633875
MEFV	1.0825
TUT1	-0.246625
LOC541473	-0.3065
NMBR	1.4025
GLT1D1	-0.651
ABCB7	-0.95225
PFKP	-0.581181818181818
C9orf91	1.4153
LRRC41	0.755166666666667
C1orf85	-0.0316666666666667
ATP5F1	0.04
STOX1	1.101875
GFOD2	1.5255
SLC25A3	0.00850000000000001
ZNF646	-0.1265
ZAR1	-1.591
OSTbeta	-3.175
GALNT3	4.951
IFT122	0.108333333333333
LDB3	-0.1163
GARNL1	-1.08478571428571
HOMEZ	-0.3675
LRRC6	3.08925
ANGPTL5	2.35775
UBAC1	0.31025
DLEU7	-0.498333333333333
RPL19	-0.2345
TOP1MT	-0.373166666666667
LOC643641	0.286125
MBD3L2	0.2245
NTSR1	0.127
WISP2	-0.9205
GPSM2	0.190625
RDH10	0.6823
PRKCG	-0.3755
HIST1H4J	0.139
MON1B	0.4875
MLF1IP	-0.488833333333333
ZNF446	0.5985
COL4A5	0.4997
SLC26A1	-0.0424285714285714
RGN	0.2905
CCNB1	-2.678
C9orf165	0.50725
CCDC28B	1.5905
CCDC97	0.521
FGR	2.295
MSRB3	0.9375
EPN2	0.0485
COX15	-0.839833333333333
KCNK6	-1.3531
XK	-0.493
GDA	-3.56575
HEPH	-0.94625
THRAP3	-0.230875
MET	1.66164285714286
PHYHIP	-0.9025
LYAR	-0.973333333333333
ING3	0.57525
AK7	-2.30475
CCT8L2	-0.507285714285714
COPS7A	-0.1385
WSCD1	-1.069
RNF185	1.347
TNS3	0.241
KNDC1	-0.650166666666667
RWDD4A	0.693166666666667
MED13L	1.0059
ZFYVE1	-0.205
C7orf44	-0.4555
MRPL1	0.069
STGC3	-1.44
TEAD1	-1.64566666666667
RPL7A	-1.04814285714286
ARL6IP1	-0.0541
C1orf178	-0.6775
CTAGE5	-0.0680833333333333
TMEM184A	0.474166666666667
SLC25A14	-0.05325
CACNG5	0.03825
ATXN10	1.115
ECH1	0.4637
CCL22	0.81975
CYP2F1	-1.85383333333333
GADL1	-0.126
TMEM19	0.5693
RUNX3	2.387
EFNB1	0.550666666666667
LIPN	0.5235
ACSM3	-4.369
SIGLEC8	2.08933333333333
ASCC3L1	0.1895
NOL8	-1.206375
RELT	-0.0986666666666667
Magmas	-0.14575
PPP1R15B	1.1484
C11orf2	-0.011
VKORC1	-0.446166666666667
MGC26647	-0.0696666666666667
TRPM6	3.33433333333333
UGT2B7	-2.2825
FEV	0.16175
FOXK2	0.0267
PDCD5	0.0666666666666667
SLC8A1	2.2537
DGUOK	0.211
CLDN16	2.202
GAGE1	-1.844
RBM17	0.505
C1QTNF3	-0.454125
VGLL3	-0.651
UNQ5830	1.18
CD1A	-2.17583333333333
SCGB1C1	0.457
SUPT4H1	0.493875
TRAF5	-0.08875
ASAHL	0.893
FAM73A	0.858833333333333
OR6B1	0.724
WHSC1	-0.7275
GFPT2	0.51925
LOC339809	0.5295
STARD5	-0.0669166666666666
SIP1	-1.3655
DNAJC15	0.39875
STAU2	-0.00856249999999992
FAM98A	-0.157625
RAD23B	0.5411875
LRRC33	0.18075
CHRAC1	0.4175
C21orf89	0.321
C19orf43	-0.00983333333333333
KLK8	-0.1235
CCNE1	0.591375
PKDREJ	1.407
SSU72	-0.2095
C17orf73	0.6625
GPR78	1.2035
WHSC1L1	-0.5193
GSTA2	3.23425
SMUG1	-0.592833333333333
UFM1	0.4326
AP3M2	-1.40408333333333
USP14	0.256375
FBXL14	0.839333333333333
DSTN	1.148
SFRS14	-1.58125
FBXO31	-0.0871666666666667
C12orf40	-0.307
FRS2	1.76075
NR2E3	-1.571
TUBB2C	-0.40625
GMPR	2.0895
C9orf139	0.4425
ING5	0.420214285714286
LOC730092	0.306666666666667
ORM1	-2.0325
RP11-11C5.2	-1.10225
HSPD1	-0.7082
PIWIL3	-0.45925
C5orf13	-0.4176
OR5R1	0.4445
LCOR	0.013
PLEKHA9	0.155
CCDC43	-0.59175
ZNF232	-1.05725
SLC6A7	-0.7155
ADH5	0.708083333333334
SHBG	-0.9205
CROCCL2	-0.192
PANX3	0.326
CDIPT	-0.0535
SLC16A5	0.58125
TUBB	-0.2615
TOR3A	0.6787
PREP	0.122166666666667
ENTPD8	1.20664285714286
CHMP1B	0.578
SYT12	-0.9587
MYH6	-1.4771
MAP3K13	1.67416666666667
KLHL30	0.395166666666667
LCMT1	-0.1035
EIF1AX	-0.736
FOXD4L1	0.433
SLC24A5	-0.1225
RNF166	0.5419
TJAP1	0.465
TMEM156	1.04383333333333
ZNF239	0.00325000000000001
SNX19	0.1443
GKN1	1.943
FCN1	2.5082
C1QL1	-1.44
ATP11C	1.30875
ZNF35	0.133
CARD8	-0.05075
LIMD1	-0.904166666666667
KIAA0286	-0.11725
XRN2	-0.500333333333333
CD6	1.09183333333333
TOX3	-1.320625
ZSCAN4	0.825833333333333
RSRC1	-1.137875
COG1	0.54075
PTRF	-1.0503
C16orf35	-0.250125
FBXO24	-0.191
CHST11	1.50025
THRB	0.5837
MYBPC1	1.4385
RNF39	-0.133333333333333
PSMD11	1.167
ALAD	0.5745
EN1	4.172
SLC9A9	1.6005
GSTM4	-0.7397
CDC42BPA	-0.313157894736842
RCSD1	0.218
LUC7L2	-0.8766
SPTBN1	1.134
LOC146167	0.57
BAT5	1.0635
ZNF452	-3.04542857142857
LSM4	-1.02825
SRP72	-0.726
SGK269	0.63075
MTX1	0.6095
CENTA1	0.6935
UNQ9433	-0.28
ATR	-0.125333333333333
DDX49	-0.485
PAQR8	-0.505666666666667
C14orf174	-0.376
GBGT1	0.435
THAP1	0.38275
OR10K1	0.016
RASIP1	-1.49666666666667
DPYD	1.7749
DOHH	-0.392
C18orf45	1.0445
POF1B	-1.5789
ZNF552	0.6695
USP32	0.091125
MED27	0.286833333333333
C14orf149	-0.5905
PRDX4	-0.0996666666666667
ABHD12	0.6248
AGT	-3.131
SLC22A14	-0.85
C1orf58	1.272
PILRA	0.06225
ABCF2	-1.267625
C17orf85	-1.0976
TKTL1	0.8825
FGF1	3.13535
IL6R	0.0575
VPS25	0.3735
CHRNB2	0.392125
COL7A1	-2.4477
LRRC48	0.699
SPG20	0.812583333333333
COX10	-0.171
GCA	2.7265
ECEL1	1.25983333333333
GLG1	1.26133333333333
SRD5A2L2	0.151
MUTYH	-0.07
ZNF70	0.0785
L2HGDH	-1.49725
GPATCH2	0.569
ZNF655	-0.129125
ZNF227	-0.1805
MCOLN2	2.39016666666667
NQO2	0.68875
KCNQ5	-0.1855
NEU1	0.744
QRICH1	-0.396
ZBTB20	2.394
RPUSD3	-0.625
EPGN	0.484333333333333
TSN	0.27575
SPRY2	-1.61766666666667
LZTFL1	-0.955125
GMFB	-0.150875
PBEF1	0.396
HBG2	-2.6415
TMEM8	0.26025
PALM2-AKAP2	-0.165666666666667
NFYA	0.57925
FAM108A1	-0.13875
PBLD	1.783125
NRG4	-2.282
PIGF	0.01425
PTGER1	1.7515
NOS2A	1.56416666666667
C21orf34	-0.309166666666667
C21orf51	-0.6655
IL17C	0.2385
TRMT6	-0.058
ETV2	0.0623333333333333
CCDC109A	-0.70125
MYLK2	-0.7665
ATP10A	0.8326
DPH4	-0.2155
C5orf5	-0.355666666666667
KCNA4	0.0292
NMNAT2	2.98416666666667
GLYATL2	0.0265
LSMD1	-0.571375
IL23R	-1.5325
NRF1	-0.06425
MUC15	4.01116666666667
PRDM12	-3.0405
PAQR4	0.168071428571429
RBBP6	-0.8375
IFI27	3.4155
SKAP2	0.440333333333333
TAGAP	3.20475
TJP3	1.8135
C9orf61	1.58975
IDS	-0.0447857142857143
PARG	-0.67575
LOC131149	-2.864
DYRK4	-0.279
MICALL1	0.79025
GALR2	-0.0755
GPBP1L1	0.36475
TBX21	4.761
KCNJ6	3.4615
GGN	-0.13125
CASP5	2.32116666666667
RNF182	-2.71325
BRD4	-0.49125
DOK4	-0.89075
SLC46A2	1.519
SOX9	1.84908333333333
ZNRD1	-0.279
PRR6	-1.74275
FAU	-0.326
DTNB	1.37716666666667
CARD9	2.675
STS-1	0.3635
SLC4A5	0.058375
NSBP1	0.0435
UGCGL2	-1.18941666666667
POTE15	-4.5625
NOXA1	0.752
RP13-347D8.3	1.33975
SAMD10	-0.2355
EP400NL	-1.1045
TCF21	-0.243
AMELX	0.0793333333333333
JPH2	0.768
SLA	2.5715
DLST	-1.82016666666667
SEPT12	0.18175
RGS20	-1.6605
LXN	1.20866666666667
ZNF419	0.29575
UPK3B	0.0733333333333333
RELL1	1.163
ESPNL	-0.4665
KLHL21	0.256875
PI15	0.5225
C2orf61	-1.1315
LOC407835	-0.6425
RER1	0.6055
ELAVL2	2.7365
MGC26718	-2.874
KLF2	1.30925
TNFAIP8L3	2.54325
TFE3	0.85875
C11orf17	0.95625
15E1.2	-1.48675
SNRPC	-0.4455
DLGAP1	0.3975
PGLYRP1	0.00849999999999998
OVCH2	0.3305
IRF7	2.1131
SET	-1.4253
NAB2	-0.6375
LRP5L	-0.5525
FAM120A	0.1735625
ASCL2	1.18716666666667
SHH	0.59
ATP5H	0.396
THPO	-1.544
TYRP1	-3.47466666666667
HIST1H3E	1.47766666666667
EIF2S1	-0.593222222222222
TNFRSF17	0.0675
TARSL2	0.543
NKX2-8	0.04425
C1orf115	1.619875
LOC56964	0.915
KIAA0841	-0.57975
ISCU	1.0605
TTMA	-0.007
ZNF414	0.0845
LOC441150	1.65675
RAB15	-0.96125
HBP1	1.125
TNNT2	-1.13616666666667
CECR5	-0.5175
PHGDH	-0.945125
JRK	0.4529
XPO4	-0.971625
FAM131C	0.035
ARHGAP25	1.48316666666667
CA9	-3.16255555555556
GPR62	0.801166666666667
TLX1	1.1275
GPS1	0.24025
OR2M2	1.0065
BDP1	-2.07657142857143
FAM70B	0.671
RPS29	-1.65966666666667
MKLN1	-0.8751
TSPAN19	-3.0815
SLC29A3	0.6133
LGALS4	-0.130666666666667
USH2A	-0.026
NF1	0.567
APOBEC3A	5.53116666666667
IMPAD1	1.08133333333333
OLR1	3.623
NRAP	-0.1615
HCFC1R1	0.374833333333333
TAOK2	0.539666666666667
MCM10	-1.16683333333333
MAP4K3	0.7015
CBS	-2.238875
CLK3	0.0433
PCDHGA5	-0.21
ELF4	1.075375
FAM71A	0.10275
C11orf49	-0.0965
CLIP2	0.033
BTBD9	1.1217
ZNF524	1.19775
KDELR1	-0.263666666666667
ZNF509	0.7315
NCSTN	1.4475
ZNF533	-0.4975
PARP4	0.565875
GALNT9	-0.299
NPY	-2.897
BEGAIN	-3.0295
TMEM77	0.457333333333333
FOXRED1	-1.1815
SLC16A2	-0.304
SLC35B1	0.2835
GK5	-0.172083333333333
SDCCAG10	-1.2885
C4orf20	0.296
SLC9A2	-1.7025
ADD1	0.176214285714286
TAL2	-0.541833333333333
ACLY	-0.032375
DNAJC1	0.7825
SOST	-2.07575
USP43	0.662333333333333
CYP4F12	-2.2385
FKBP5	1.387375
CHCHD5	0.1525
NUDT22	-0.43575
CCDC85B	-1.07625
OR51G2	1.108
STRN3	-0.945
TMOD2	2.999
FLI1	0.86575
MAB21L2	-0.729
DGKQ	0.3565
VPRBP	-0.353833333333333
SCNN1B	0.6497
ECHDC3	2.178
TMEM106C	0.174
CSNK2A2	-0.1155
RPL39	-0.7806
HERC3	0.6813
ZBTB47	-0.479833333333333
ZNF681	-1.1745
PAGE2	3.824
CLIC5	2.65028571428571
RABAC1	0.55425
ZFHX2	-0.538
YPEL1	0.0325
KIAA0776	0.594
NR1D2	0.351
DNAJC4	0.565375
NPNT	4.1374
ZNF677	-0.673
ZNF536	-1.34875
MEF2B	-0.27375
PTPN4	0.18775
CTCFL	-5.5945
STX5	0.728166666666667
CD72	3.9855
VEGFA	-1.51031578947368
XRCC1	-0.2198
MAS1L	0.622166666666667
ELL	-0.0784
SETBP1	0.56075
CDH11	1.66033333333333
NDC80	-0.757692307692308
DMBX1	-3.25575
NRSN1	0.515666666666667
BAT2D1	-0.066
CDS2	0.358833333333333
C1orf212	-0.11
SENP3	-0.834875
IL1F9	0.195
EEF2K	-0.332875
COG8	1.08925
CEP72	-1.3105
OR1L8	1.017
MUS81	-0.470333333333333
PHYH	0.8575
GGT6	1.345
C22orf23	-0.219916666666667
C13orf33	1.447625
MAPK8IP2	1.9445
NELL2	-1.71975
POU3F2	-4.01516666666667
ALPK1	3.42625
MRPS18C	1.14725
RPLP2	-0.652625
FGF22	0.5165
SPNS1	-0.3005
ZFP1	0.6835
IL1RAPL1	-1.55975
PCSK9	-3.28166666666667
NKX2-1	-0.195923076923077
C6orf189	-0.97675
SP4	-0.35
SLC11A1	2.067
C21orf25	0.727
ICAM2	0.63075
SH3GL1	-0.271
GSK3B	0.143
RALB	0.827875
PDXP	-1.01066666666667
GNGT1	1.04975
KIR2DL1	1.473
TNFAIP3	1.32158333333333
C6orf32	0.9824
CBLN2	-1.60425
PANK3	0.811875
TAAR9	-0.3945
WDR82	-0.729714285714286
APOM	-3.9135
TRIP10	0.4425
SPATA16	0.2776
C1orf135	-1.34275
USP51	-1.61175
TESK1	0.8815
C11orf64	0.4475
ZNF611	-0.081
PDE6G	0.823166666666667
HLA-DQA1	2.163375
GCLC	0.513625
SEC61A1	0.1305
TWSG1	0.417083333333333
ZMYND10	-0.5075
CTDP1	0.186375
ADAMTS6	-0.372333333333333
SLIT1	-1.684
KRT86	-0.3065
KIAA0574	-2.301
GTPBP2	0.29
PQLC3	1.744
PRRX2	-0.1645
C15orf44	0.533333333333333
MKKS	-0.43475
C11orf10	0.0025
GPR110	4.23675
CD109	0.477083333333333
ADCY1	-0.145666666666667
RHBG	-2.87025
TP53I3	0.54825
SLC22A3	-1.0118
UCP2	0.554
FOXG1	-2.65066666666667
OR2AG1	-0.1025
TRIM24	-1.47
PROC	-3.190375
TAAR6	0.570333333333333
AMTN	2.514
C10orf47	-1.62583333333333
DEPDC1	-1.2025
FLJ45557	0.71125
ZDHHC17	0.034625
KIAA1429	-0.00683333333333333
KCNH1	0.45375
VNN3	1.20825
PSMAL	2.309
PPARD	0.245625
HFM1	-2.3735
YBX1	-0.895166666666667
ZNF695	-2.451
SCTR	-0.000666666666666667
DCDC1	1.0055
VPS26B	0.028
MTF2	-1.278
ATP6V1F	0.09625
CCDC94	-0.48225
PERF15	0.4505
CCL11	2.50675
LMO7	-0.5385
DCST1	0.5
ADRBK1	0.59925
CDRT4	-0.34025
ZNF84	-0.45075
HOXD8	-0.43825
STARD8	-0.205333333333333
FOXP2	-2.65342857142857
CCDC103	1.47675
POLR3A	-1.5804
GSC	0.459166666666667
ZNF114	-2.91316666666667
HTR7P	-0.382
LALBA	-0.456
RMND5A	0.168166666666667
PSCD2	0.34775
ZNF409	-0.0115
KRTAP1-3	-0.121833333333333
MAF1	0.73175
LOC201725	-0.6085
NRN1	-2.6415
SPAG5	-0.781
DNAH7	0.7475
FLJ43860	0.5795
BRCA2	-0.90925
ACADM	0.07875
CXXC6	-1.156625
RAGE	-1.15325
CHMP2A	1.0425
FAM8A1	0.2871
GPR21	0.374
SLC12A3	-2.38283333333333
FVT1	0.112714285714286
ZDHHC7	0.357375
FLJ44048	2.79575
SLC44A3	2.267
SDSL	1.627
MMP8	-1.7075
PLA2G12B	-3.52066666666667
ACY1	-1.18175
MT1E	1.62883333333333
OR4K15	0.478
TECTB	0.0765
GPR20	0.136
IRAK2	0.11375
RFPL3	-0.36275
MYO9A	0.636
NARG1L	-1.213
BLMH	0.221875
CCDC3	1.48066666666667
C9orf21	0.600333333333333
KIAA0513	0.740666666666667
MIER2	0.3905
PNMA2	-2.57683333333333
SH3BP2	1.4399
ANXA10	-2.214
RTN2	0.562833333333333
TFB1M	-2.0315
PRPH2	0.84275
C14orf133	0.20075
GOLGB1	1.26725
IRX4	-1.54575
NFKBIL1	0.0248333333333333
C10orf62	-0.0605
APBB3	-0.82375
RPS10	-0.4494
LOC728378	-1.31875
TLE3	0.0468333333333333
PSMB7	0.030125
MESDC1	0.472
SLC6A1	0.996333333333333
OCLN	1.51916666666667
PTTG3	-1.63
NAGLU	0.841
SERTAD4	1.85575
SPRY1	0.88975
