Hybridization REF	TCGA-A8-A08X-01A-21R-A00Z-07
C1orf64	-3.074875
POGK	0.808875
MAPK9	0.3405
ZNF366	2.39325
C8orf79	-0.3394
CLDN7	3.04825
OR5AT1	0.4185
TRIM37	-2.25625
LRRC25	2.7235
GRHL2	1.9863
TEKT3	0.39625
LASS5	-0.137833333333333
ABCC4	-1.29518181818182
DLG3	1.408625
VGLL1	2.983625
ZFP36L2	0.394166666666667
MFRP	0.177666666666667
KIAA1799	-0.375
FLJ44379	0.268
PCNX	0.92775
ANXA9	-2.3345
CYP4V2	-0.0606
PIK3C2A	-0.3095
SRR	-0.589
NOL3	-1.38975
IFITM2	1.0555
ARNTL2	-0.939
ZNF595	-1.4845
NLRP13	0.687
ASPH	-0.1225
CPA2	0.3345
PVRIG	-1.05316666666667
LEPR	-1.24383333333333
C16orf42	0.301666666666667
SH3BGRL	0.8935
FAM77D	-0.0938333333333333
FNDC7	-0.351
C9orf6	-0.3945
NOTCH2NL	1.254
PGBD1	-0.751333333333333
SYNGR2	0.9105
PITPNA	0.3405
PRPF4B	0.0192
SLC43A3	0.0253571428571429
NRBP1	0.513
SLC25A22	-0.21825
ILK	0.144
SLC22A8	0.7405
MRPS7	-0.287375
PITX2	-2.794
FABP3	0.9265
OR1L1	-1.489
LOC728215	-0.052125
BLID	-1.2905
KIAA1217	2.53641176470588
TFPT	0.69375
AP4B1	-0.755
VBP1	-1.10175
OR1K1	0.4085
MORC3	0.69825
BHMT2	-0.645333333333333
C3orf10	1.131375
FZD7	0.4565
WFDC10A	-0.117
PMS2CL	-0.609625
CCDC32	-0.235333333333333
FA2H	0.809
ALG13	-0.665
TTLL7	0.316111111111111
SPOCK3	-0.85
SLC13A2	0.262
AIM1	-0.09175
GPRC6A	-0.381
EGR2	2.44075
MED11	0.48025
WWC1	1.661
SH3GL3	1.09725
RIF1	0.092
PRLH	-0.1195
VLDLR	1.246
DBT	0.552625
C21orf63	1.653
CGGBP1	-0.13925
KRTAP12-2	0.188
TADA3L	-0.228625
ZBTB16	1.93525
PDGFB	1.5095
RFX1	0.010625
UQCRB	0.2706
LOC133874	0.338
HPS3	-2.252
LGALS3BP	0.185
DKFZP564O0823	2.31442857142857
MRFAP1L1	-0.76925
HOXA10	1.1205
NGB	0.277
KIF21A	0.144923076923077
IFLTD1	-1.016
LZTS1	-0.482125
ARHGEF3	1.75175
RHBDL3	-1.655
CSNK1G2	-0.239416666666667
ChGn	-0.250625
KIAA1244	1.6015
GABRB2	0.2315
MGC72080	1.1615
CD27	4.0615
EGLN1	-0.3638
PEX13	0.53075
RWDD3	-0.53525
RNF12	-0.0813333333333333
GRIN2B	-0.102
ADAMTS14	-0.74775
DYDC2	-2.3542
ATP6AP1	0.4371
NR1H2	0.808333333333333
PDK2	-0.77025
C3orf17	-0.0733333333333333
SLC38A2	-0.662642857142857
SLC25A29	0.244166666666667
C15orf29	0.48225
ADAM9	-1.04716666666667
TMUB2	-0.034
GPR176	-0.17475
AGK	-0.891
MCCD1	0.3405
NDUFA4	-0.23575
TMEM146	0.05675
DUSP1	-0.700375
UNQ6975	0.424
EMX2OS	4.35225
INSM2	0.169
LUZP4	0.5555
SETD6	-0.25625
P2RY2	2.0305
SLC45A2	-1.151
RABGAP1	1.00216666666667
UBXD5	0.0115
GPRC5A	-0.1649
PAK3	0.182833333333333
LOC63920	-0.637
TGFBR1	0.8497
KRTAP6-3	0.0965
SFMBT2	-0.72825
CDC42	0.332125
C11orf35	-0.8085
TTLL2	0.17775
UACA	1.363
CD97	-0.2407
SETD5	-0.0775
NINJ2	-0.30925
PTER	-0.800666666666667
POMGNT1	0.08
KRTAP4-2	0.089
ECGF1	2.701875
HRB	0.344636363636364
ATP1B2	-0.083
LOC400506	-0.74725
COL4A3BP	0.3225
C6orf97	-1.9835
GRHPR	0.703375
TAS2R1	1.4615
SEMA7A	-0.58825
EDF1	-0.208
ODF2L	0.542
PCID2	-0.885333333333333
GTF2H4	-0.547666666666667
ZCCHC3	-0.800125
CGB2	-0.2185
NEUROD1	-0.28
C20orf75	-0.669
RP5-1054A22.3	1.956
IFNA5	0.6325
ZNF134	-0.859583333333333
MGC119295	-0.3494
ZSWIM6	-0.453875
SMEK1	0.315333333333333
PCGF2	1.1185
C1orf102	0.7165
CYP2A13	0.667
KCNH6	-0.711
MDM1	-0.8216
ALDH7A1	0.434
C9orf75	1.4875
VDAC3	-1.224375
OR51T1	0.208
EIF3F	-0.628083333333333
KCNJ10	0.112625
LENG8	0.254
EDEM2	0.299666666666667
CCNJL	-1.04633333333333
DHX37	-0.798
CRYGN	1.4525
AATF	-0.65725
ZNF630	1.035375
E2F5	0.467
WFDC13	-0.90775
FTSJ3	-0.755166666666667
C4orf33	-0.14225
LHFPL4	-2.08375
C19orf56	0.0370833333333334
SMAD4	0.415
AFM	-0.7326
G0S2	-1.5585
FCHSD2	0.462
RRP1B	-0.5138
EEF1B2	-0.312666666666667
STAT6	-0.800333333333333
ZNF195	-0.83775
GNL1	-0.723833333333333
ZNRF2	0.890333333333333
PER3	-0.7375
ASB16	0.28175
C10orf10	1.34328571428571
ADCY8	-2.60516666666667
C9orf58	-0.676833333333333
ARMC10	0.113666666666667
PSG1	0.954
DHX34	0.022
VARS2	-0.808375
NFIC	1.2325
ITPR2	-0.91525
AGXT2	0.480333333333333
OR6K3	-0.3275
H2AFZ	-0.91875
MLLT3	-0.224333333333333
COX4I2	1.7155
CCNT2	-0.421571428571429
PLK4	-1.61075
NUMBL	-0.2375
MED16	-0.14875
PLEKHQ1	1.146
GOSR1	0.249833333333333
BTG4	0.41
RPL30	0.857916666666667
IGSF5	0.10125
IGFL2	2.26533333333333
ELMOD2	0.565333333333333
SHC3	-1.159
HAVCR1	-0.6455
DYNC2H1	-1.032875
RNF5	-0.382833333333333
C2orf7	0.381
NLF1	0.9105
KLHL25	-0.12225
LRP10	0.6773
KRI1	-0.19825
PUS7L	-0.375166666666667
MGMT	0.51725
HOXD1	-1.2395
CSH1	0.2418
ATG16L2	-1.6105
FLJ44635	0.287
CHODL	2.93275
EXOSC8	-0.80325
SLC28A1	0.52425
MYO7B	-0.968
SEH1L	0.3201
MTNR1A	0.365333333333333
TSPAN5	0.1175
CDC45L	-2.20233333333333
AMIGO1	0.323
ATAD3A	-0.434
OSGIN2	0.279833333333333
PDIK1L	0.507166666666667
DARC	1.456875
PIPSL	0.4385
SHMT1	-1.32325
CRISP3	1.884
POPDC2	1.91016666666667
ZRANB2	-0.6265
FBXL8	0.3455
TRIP13	-0.941818181818182
EIF5AL1	-0.0625
POU5F1P3	-4.5215
IL6	-1.56233333333333
CXorf38	-0.168
IFNA16	-0.1065
FBXL2	0.789666666666667
BRD1	0.27075
STATH	0.01325
FBXO44	-0.2995
MCCC2	-1.0405
CDC2	-1.1131
C5orf23	2.9665
IVD	-1.51533333333333
C10orf122	-0.6265
MSL3L1	1.5016
MVP	0.24825
EPOR	-0.3536
ZMYM1	0.178
BCL7C	0.752833333333333
PSTPIP2	2.0164
LYPD1	-0.77875
OR8G5	0.149
ZP3	0.0495
BCAS4	-0.661166666666667
EDG6	2.45075
ISY1	-0.072
PRAMEF2	-1.2275
CUL1	-0.298875
RNF213	0.7122
CCRK	-0.03775
DHX9	-0.4345
C13orf29	-0.7795
NCKAP1	0.0246666666666667
MRPL43	0.317714285714286
XPR1	-0.67975
PKN2	0.6801
PODNL1	0.701
ZNF333	0.182375
DALRD3	1.1965
OPN1SW	0.581
BTBD6	0.89975
C11orf82	-1.05
OR5P3	0.8125
DUSP11	0.25175
L1CAM	-0.9955
NEK11	1.6295
OR7E91P	0.8885
CNTN3	2.2536
CREB3L2	0.73025
ZBTB37	0.245
KIAA1324L	-1.207
NDUFB10	-0.273166666666667
NUDT2	-0.18625
GTPBP8	-0.30575
CACNA1D	0.622125
PRKAA2	-2.17466666666667
PRDM8	0.076
MGC16075	3.7145
KRT14	-0.415357142857143
PP8961	0.2465
MRPL18	-0.17225
ABCG2	-2.209
PACRG	1.34825
BBS2	-0.49675
KREMEN2	-0.7285
FBXO21	-0.3485
HNRPUL1	0.504166666666667
GRB10	1.055
CLSTN1	0.601625
LMAN2	0.3843
C17orf61	0.07625
NIPSNAP3A	1.07525
INSIG2	-0.627
PCDHB7	-0.209333333333333
STXBP2	0.657
CMAH	1.35783333333333
SEMA5B	0.11925
ZNF155	0.018
COQ6	0.0705
PRPF4	-0.56825
TSPAN15	2.2013
VN1R5	0.17
LATS2	1.16025
SELK	1.3255
PGK2	0.84425
MS4A1	0.520125
TYW3	-0.562
KRTAP5-1	0.75725
RCCD1	-1.05316666666667
BTN1A1	0.7345
DDX28	-0.528
TMEM65	1.70125
LOC92345	0.0125
TTC31	-0.07975
WDR46	-0.8735
CHP2	-1.1485
LSP1	0.8635
ZNF542	-0.87475
EXOSC1	-0.22725
ARHGAP18	-0.0831666666666667
LRRTM4	-0.816571428571429
MAOB	-1.96708333333333
CACNB4	-0.92175
MGC33846	0.20425
RANBP3L	0.06525
ATP5L	-0.174875
ONECUT1	-2.652
NUDT9	-0.19975
TMEM149	1.532
STX17	-0.27875
IGSF10	-4.15725
TMPRSS9	0.336
BMPR2	0.939166666666667
ALLC	-0.054
KLF7	0.902
GCC1	0.3598
TIMM9	-0.32825
CDO1	-0.0435
MGC10701	-0.505333333333333
IFI6	0.784
FRMD8	0.38725
MGAT2	0.0455
WBP5	-0.780333333333333
CNIH2	0.51125
KIAA0907	-1.2313
KCNH8	-0.419
CTSG	-2.367
GRIK1	-0.133166666666667
CUL5	0.356375
FRMD1	0.363
OR9A4	1.016
SYT6	-1.82625
FOXD4L2	1.81975
ANAPC2	1.55866666666667
OPN5	null
TAF13	-0.707
LYG2	-0.7285
GGNBP1	-0.5215
C11orf40	0.1115
OTX2	-1.6515
REG4	0.108
EIF5	-0.0744375
PALB2	-0.97975
SEPSECS	-0.7024
RNASE3	0.0695
TRIM49	-1.679
POLR2K	0.8584
GPR42	-0.4675
C8B	-2.88675
SASS6	-1.387
PREB	-0.281833333333333
OR3A3	0.282
TUBA8	2.091625
IGLV2-14	3.70575
STIL	-1.18825
ANKFN1	-1.285
NME7	-0.8595
HOXC12	4.26
UBE2C	-0.3565
FHOD1	-0.338375
CDK2AP1	0.6385
OR6K2	0.85975
DHPS	-0.66625
RPL5	-0.412416666666667
TRGV5	0.3595
LOC541472	0.207
HCCS	-0.1319
DENND1B	1.273
LHX3	0.026
OR5D16	0.8535
CXorf57	-1.88783333333333
IRF2BP1	0.9625
NDST2	0.728166666666667
LCE3D	-0.0485
BOLL	0.300125
SYT3	-0.06175
PIH1D2	-0.9695
C20orf7	-0.227
IL1R2	0.556166666666667
SLAMF9	0.8665
PPME1	-0.15025
PIK3CA	0.5025
TRAPPC1	0.1965
COLEC10	-1.019
SLC9A6	-0.2795
PDDC1	-0.922583333333333
CCDC53	0.02225
GK3P	-0.9175
DAZL	-1.3465
BRI3	0.12675
SDK1	-0.34225
CYP2C18	-0.135
IFI44L	2.66225
RPL3L	0.2605
FUT9	2.39183333333333
KIFC2	-0.145166666666667
PMP2	-0.666625
SLC4A9	-0.3295
PLAG1	-0.950833333333333
MYCBP2	0.6715
OR4E2	0.5585
CCDC65	-0.167
C16orf82	-0.120285714285714
ENTPD4	-0.076875
BRP44L	0.44125
PMP22CD	0.608
TMCO4	0.600833333333333
KCNN1	-0.354666666666667
WDR35	-0.5745
CCDC80	3.1625
C3orf31	-0.7615
SLC7A9	-1.23
TMEM190	-1.57975
DBC1	-0.5345
FADS3	-1.0055
PDZD8	0.622166666666667
GRM5	0.153875
AZGP1	3.5421
PEX3	0.1355
MED1	3.8085
ATG4C	-0.937
HNRPH3	-0.88
FAM109B	2.06525
C4orf17	0.2335
CA10	-0.21575
OPRD1	-0.934
CCL16	-0.9
SACM1L	-0.12275
CST6	4.329
CD63	0.1826875
LGI1	-2.11433333333333
ZNF784	0.7465
CRYBB1	-0.624
CX3CL1	1.8186
TOP2A	-1.718625
GYPB	-2.89916666666667
GADD45GIP1	-0.45925
FEN1	-1.3875
IGF1R	-1.72325
WDR72	-2.44325
PURG	-0.139666666666667
DEFB126	0.386666666666667
PKD1L1	0.256666666666667
CAV1	-1.7039
GNPDA2	0.1076
DGAT2	1.260125
NLGN1	-4.43975
STRBP	0.100125
HPRT1	-1.14966666666667
FANCI	-2.0425
PSMA7	0.61675
DBF4B	-0.571166666666667
TTF1	0.5705
RAD54L	-2.11375
ELOF1	0.0735
PLAGL2	-0.623875
ZNF256	-1.0895
HMGCL	-0.783
MSI2	-0.859666666666667
RPESP	-1.58
C11orf60	-0.2175
ABCD1	1.2315
ACAA1	0.3416
SPARCL1	4.36992857142857
IL6ST	-0.6303
ZNF319	0.15525
TMEM109	0.3105
FAM90A1	0.264833333333333
IL22RA1	-1.4015
ATP4B	1.2575
TEC	-0.718
C7orf30	-0.7655
TXNDC2	-0.124
ABCB4	-0.035
KIAA1191	0.652125
C9orf38	0.027
SFTPB	0.190625
CNTNAP2	0.7775
FRK	1.077
TBX19	0.7435
CHD4	-0.3735
C6orf26	-1.86366666666667
MOSC2	1.74025
IKBKE	1.221
HIF1A	-1.33316666666667
LOC595101	-0.151
RELA	0.346833333333333
TMEM16B	-1.11466666666667
ABHD12B	-2.591
TSEN34	0.5835
KIF18A	-1.7855
TXNDC9	-0.383666666666667
SPATA2L	0.2055
SEMA4G	-1.0815
C21orf91	0.5985
MATN1	-0.4055
KCNIP4	0.0344
TUSC1	2.288625
OR4C15	0.13425
ARMCX6	-0.165
WBSCR27	0.464833333333333
OR52I2	0.253
KIAA1604	-0.85575
DYNC1I1	-0.968375
PPP4C	-0.62075
SLC47A2	-1.97716666666667
TREH	-0.1965
CD48	2.3085
ST14	2.0465
PKN1	-0.7595
SPON2	3.336
XBP1	1.6075
SFRS12	-1.36066666666667
EFCAB6	1.29675
SELT	-0.098
SLC39A2	0.405
ERF	-0.900166666666667
ARL3	-0.495875
SURF6	-0.3152
MLLT10	0.0594285714285714
FLJ11171	-0.634833333333333
TDGF1	-4.26616666666667
ERCC6	-0.023
EIF2AK4	0.914625
BAZ1A	0.939166666666667
LRRN3	0.351333333333333
TMC3	0.296
EFTUD1	-0.5285
PTPRO	1.2085
CLEC12A	0.939125
ACBD4	-0.018625
ZDHHC14	-0.334
OTUD7B	0.305
ACTB	1.03275
MSRA	0.17225
LCE5A	1.4045
IFI35	0.04075
BSCL2	0.4615
ANKRD12	0.93825
CFHR2	0.8045
RGAG1	-0.862333333333333
HSFY1	0.0145
SLC30A5	-0.325833333333333
IMPG1	0.8875
GPR109A	0.454
ZNF185	0.708
IYD	2.1405
NPCDR1	0.147
SERPINA13	-0.2815
HMGCLL1	-1.68625
NEUROG1	0.729166666666667
UBQLN1	-0.0294375
LIN37	0.8285
SOCS2	-2.858875
DSCR4	-2.107
XKR6	-0.741
GPR142	1.1335
KRTAP13-3	-0.059
CCDC15	-0.7015
MOS	0.5425
CD1E	-1.5405
OFCC1	0.3344
FAM83D	-0.3535
SRFBP1	-0.242
C9orf96	0.499
DHDH	0.919
CCDC90A	0.5165
RABL3	1.09405
CD320	-2.55733333333333
ANGEL2	0.0626666666666667
MRPL21	-0.59025
SMG6	0.133
INSR	1.0063125
FLJ14816	-0.8475
GLRB	-1.09416666666667
C9orf89	-0.265
CIZ1	-0.34525
URG4	0.118833333333333
LRDD	-1.64916666666667
CBY1	0.575
NFX1	1.11925
MTERFD2	-0.356
C19orf23	0.9135
PGC	-2.517375
IER3IP1	0.3949
RASAL2	1.52583333333333
C1orf89	0.35375
SYNJ1	-0.35025
NFKBIE	1.2365
FLJ40125	-1.4205
TCEB2	-0.5812
NOG	-1.7405
POLR2J2	-0.560333333333333
HLA-B	2.63825
PCDHA1	0.715
PPP2R2B	-1.08
ARHGEF17	0.7125
TCF7L2	0.748571428571429
CHD5	-0.117833333333333
ZNF431	-1.22871428571429
TBC1D25	0.041
ZNF800	0.8465
SCUBE2	-0.452636363636364
MYCBP	-0.236333333333333
GPX5	0.848
C6orf129	-0.226833333333333
QSER1	-0.3425
ULK2	1.67
PIGO	1.18333333333333
NRCAM	-3.09930769230769
SLC35E3	-0.68675
CSRP2	-0.2695
HYPE	1.443
MAPK15	0.450833333333333
MGC14327	1.54175
TIMM13	-0.660833333333333
ZNF462	-1.52575
GBA3	1.4155
TEX13A	-0.532
MCM6	-1.04088888888889
MTRF1	-0.935875
ABCA7	-0.092
EIF4A2	-0.28325
ZC3H10	0.8912
RPGR	-0.276833333333333
C20orf94	1.0055
RP1L1	0.195
GPR125	-1.284875
USP22	0.511857142857143
OR1L4	0.2485
MLZE	2.9855
FLJ32065	0.181
PTCD1	-0.21
CRTAC1	-0.485666666666667
BXDC2	-0.4675
C18orf1	0.398666666666667
FAM107A	0.207642857142857
EFNA3	1.1685
P18SRP	-0.2761
CAMKK2	0.644583333333333
KIAA0649	-0.21775
NES	-0.854166666666667
HS6ST3	0.252875
PON2	-0.69175
TCP11L2	-0.36425
CLEC4A	2.4675
PRR12	0.658
MLXIPL	-1.4967
C2orf50	0.495
ZNF28	-0.966
ENC1	1.18066666666667
MAP2K1	-0.600125
FKSG2	0.829
KIAA0430	0.39275
PTP4A1	-1.01766666666667
GPR156	1.0025
GTF3C6	-0.7365
UBR2	0.4814
LOC388272	-0.906
MAK	1.57283333333333
ACOT4	2.5515
STC2	-2.64708333333333
PIGW	-1.472
SAE1	-0.095625
COL6A1	0.924272727272727
OAZ1	-0.024
STMN4	0.194333333333333
EDG3	0.228833333333333
SGCE	-1.18033333333333
IL11	-2.07933333333333
PRSS8	1.752625
YIPF5	0.556916666666667
WNT4	2.265375
CSN2	0.129333333333333
TCF7	-2.601875
TDO2	3.38775
SAMD9	0.2609375
S100A7A	2.837
MMRN1	0.680833333333333
GKAP1	-0.808
AKR1C3	-2.843375
RNF19A	1.292375
GMDS	-0.57775
YKT6	0.145
SPARC	2.2117
C12orf31	-0.33625
UBE2V2	0.004
FBXL18	0.401
KIAA0460	0.32725
ADAM22	-0.607
SERPINC1	-4.35975
KCTD21	0.5885
MYOHD1	-1.62875
ZNF37A	-0.291166666666667
GTF3C1	-0.0386666666666667
CTSZ	3.36125
PRNPIP	-0.313125
DRD1IP	0.49425
NR1I2	-1.90116666666667
ZNF266	-0.6045
SPAG4L	0.101
COX4NB	-0.8985
SAPS1	0.604
APOA1	-3.256875
TATDN1	-0.0015
C10orf82	-3.1045
KPNB1	-0.8285
FOXO3	1.19083333333333
CRYBB2	-0.488
ZBTB5	0.599333333333333
SLC25A38	-0.66475
DCTN2	-0.210666666666667
IFT20	0.39725
CTHRC1	3.20275
C1orf31	-0.284125
UHRF1	-1.356125
GPC6	1.026
C10orf54	2.64125
MCF2L2	0.367833333333333
WNT9B	0.386375
OLA1	-1.130875
FAM120B	0.05625
TTLL10	0.189
CYorf15A	-6.68475
RELN	-1.97375
SCN2B	0.079
MFHAS1	-0.2535
NKX3-2	0.298666666666667
RASGRF2	0.92
SSBP1	-0.932333333333333
KPNA6	-0.278571428571428
LOC389118	0.473
HS3ST4	-1.6912
SUPT7L	-0.952
FLJ32658	0.043
IGFBPL1	-0.0505
KIAA1641	-0.0173
SHKBP1	0.518166666666667
CSF1R	4.2495
NAGK	1.275
MYL2	1.282
HIST1H4C	0.665333333333333
TOMM7	-0.257
ADAMTSL3	3.0614
TNFSF14	0.272
PRRT2	-2.3195
VTA1	-0.2265
AOAH	3.53983333333333
CRISPLD2	1.8885
PNN	-0.8438
TA-NFKBH	-0.17925
ESPN	-0.405
RBM43	0.121
KIAA1267	-0.306625
DDX3X	-0.00538888888888888
KIAA1576	-4.657
PLXDC1	4.24133333333333
FLJ25801	-4.18175
HNRNPL	-0.76975
RUNDC3A	0.307333333333333
CASP12	0.9555
SH2D5	-1.267
RPL26L1	-0.5865
OR51A7	0.18375
HDC	2.191
C2orf16	-0.134333333333333
SYTL3	2.274625
GOLGA4	1.0001875
NOTCH1	1.6
ATPAF2	-0.58975
ECD	-0.47375
SSX5	-1.6305
SNAP91	-0.4915
OCA2	-4.51825
PNPO	0.0481666666666667
DAPK1	0.472166666666667
PINX1	-0.8105
SELENBP1	0.961125
NEK3	-0.0308333333333333
TMED4	0.421428571428571
SSTR4	0.301
FOSL1	-2.1491
CD40LG	0.248
CES1	-0.365166666666667
DCI	-0.628833333333333
B3GAT3	-0.194
STK17B	0.83225
CNTN6	-0.24675
CYP3A4	-1.56866666666667
MBOAT2	1.12171428571429
PISD	-0.35
USP1	-1.1455
PYDC1	0.638833333333333
CENPM	-1.097625
SAR1B	0.14425
TTC7B	-0.3695
DP58	0.016
GPC1	0.28375
RBL1	-1.279625
TMEM137	-1.5635
TOB1	-0.071
TCEAL1	-0.588
CENPF	-0.417272727272727
C6	0.345333333333333
PRSS1	-3.31525
PPIL6	0.8095
C6orf124	-1.181
ODZ4	2.38483333333333
SNCB	0.25975
NDUFB9	0.683125
CNOT6L	0.543333333333333
S100A9	2.96733333333333
TRIM50	0.8895
KCTD1	2.0722
WDR63	-0.52375
SPEF2	1.41275
RNGTT	0.0125
CXorf22	-0.282
KCNK16	-0.34925
CEP250	-0.913125
ATPBD1B	-0.54425
KCNJ2	3.782
MT1B	-1.453
ZNF684	-0.732
SLC4A1	0.4135
PDHA1	0.04275
ZNF492	-0.34275
TKT	-0.4845
BYSL	0.344
RNF38	1.807
AHDC1	-1.636
KLHL2	0.652125
CMTM8	0.635
DMP1	-0.6995
HERPUD2	-0.110375
CRTAM	2.60333333333333
ZNF572	-1.3195
TMEM16J	-0.89
HSD17B2	-0.162
UBE2G1	0.465
AHSA2	-2.754
PELI2	-0.6625
TPX2	-1.112
ATP9B	0.753
DAZAP1	-0.06925
HMGCS2	-0.111666666666667
C17orf38	0.6725
B9D1	-0.883875
NKX2-5	-0.919
KIAA1276	-0.5885
LILRB2	2.957
CSTF1	-0.254
BTN2A1	-0.4455
C15orf48	3.5575
IGF2BP3	-2.75575
FAM113B	1.8025
HRG	-0.213375
ZNF131	0.2695
USP47	-0.0215714285714286
CCDC88B	-0.48425
HCN1	-0.701333333333333
HTN1	-0.7302
SYCP3	-0.269
C13orf23	0.3316
PAPOLA	0.2165625
AATK	-0.4619
MSH3	-0.660666666666667
NDUFAB1	-1.153
ITLN2	-1.01533333333333
BAK1	0.358833333333333
MRPL45	-0.970333333333333
MTNR1B	0.235666666666667
LOC645843	-0.7965
SPECC1L	0.24425
PGCP	0.57275
SPN	0.34
GPR143	-1.35916666666667
ZNF576	0.5145
TMEM39A	0.4488
ATP5D	0.0213333333333333
MAGEB3	null
RPS5	-0.300333333333333
ANP32E	-1.81242857142857
MTMR1	-0.75875
YEATS4	-1.45125
SYNGAP1	-0.58875
PCOLCE	-0.0368333333333333
MNS1	-1.14025
PCYT2	0.333833333333333
ZNF182	-1.02175
LAX1	3.517625
SPPL2B	0.4456
ELOVL5	-0.4592
PCDHAC1	0.49
B4GALNT1	-0.963
BLOC1S2	0.04025
ZNF673	-2.0317
ARHGAP21	0.696333333333333
IRX5	1.80375
LRFN5	-0.378666666666667
FAM7A1	-0.758
RAB19	0.3095
GINS1	-1.01925
ITM2B	1.3962
PAPSS2	3.53366666666667
OR5BF1	0.256
ACSL3	-0.56275
KIAA1919	-0.285083333333333
GLT8D2	3.254625
UTRN	-0.138928571428571
CNN1	2.344
HISPPD2A	-0.2
SDAD1	0.9695
SIGLEC9	1.401
RPL35	-0.553428571428571
C22orf26	0.6905
IMPDH2	-0.7315
WDR69	0.147
SEC14L5	-0.28
CLTA	0.79525
RP11-529I10.4	-0.4115
GPR37L1	0.418
OGDH	0.4755
ASB13	-0.114833333333333
ZFP14	0.67375
ZCRB1	-0.558833333333333
KPNA3	1.51
HSPA1L	0.676
RHOC	0.691875
LOC554175	0.24975
PPP3CA	0.0453
SLC1A7	-0.9413
ZNF529	-0.385833333333333
RBED1	0.8745
DDB2	-1.762
FLJ11286	0.0941666666666667
SPATA1	0.2445
MKNK1	0.0356666666666667
DYSF	1.51633333333333
ALKBH2	-0.2715
NKD1	-2.70516666666667
C1orf174	-0.66175
PLEKHO1	1.181
ASB10	-0.082
RING1	-0.160333333333333
NPC2	1.480625
AVPR1B	0.85
YTHDF1	0.0975833333333334
LMAN1L	0.632
GSG2	-0.3655
CEP170	-0.4203
RPS4Y2	-5.05975
MSH6	-0.8435
HECTD2	-0.397666666666667
ZNF556	-2.80266666666667
PLEKHC1	0.1483
AIRE	0.341166666666667
BCL2L10	1.06575
LMOD3	-0.274166666666667
ZBTB8	0.7308
FOXA2	-3.2757
SLCO2A1	2.111
C3orf46	1.4425
PRDM16	-0.097
TMEM98	-0.13575
FRMD5	-2.049
PDE6C	-0.589
C1orf216	-0.353833333333333
EP400	-0.386
PTK2	-0.04775
RNF217	1.105
NDUFA8	0.206
ZFAT1	0.65925
LAMP3	2.14283333333333
GLTSCR2	0.359625
NPW	2.7105
LLGL2	0.2738
PPM1K	-0.3975
C20orf177	0.344
KIR2DL4	0.5962
NFKB2	0.428
C21orf122	-0.0551666666666667
HESX1	-1.4725
GPR114	2.45983333333333
SLC25A35	-0.905666666666667
GNAT1	0.226666666666667
ORAI3	-0.134
FAM76B	-0.55
TMEM99	-0.7965
TRIM29	-0.2072
CDS1	1.77875
RHEB	-0.5463
C4orf27	-0.0636666666666666
RAB3A	-0.08725
OTUD6B	0.04725
GPD1	-0.457
CDH15	-0.319166666666667
NPM1	-0.956642857142857
TMEM117	-0.00425
PRPS2	0.1655
GCK	0.3695
ADRA2A	3.36016666666667
TSPYL4	0.113
TASP1	-0.57025
WDR19	-0.383
C10orf38	0.0485
PDE4C	-0.384833333333333
FYB	1.33681818181818
C1orf55	0.207666666666667
PPFIA3	1.2945
RAD18	-0.12175
C12orf44	0.0863333333333333
CRYBA4	0.0615
HVCN1	1.53925
TAF10	0.332833333333333
C16orf48	-1.35433333333333
DEPDC5	0.550833333333333
LTBP1	-0.193
MAPRE1	-0.045625
FGF8	0.1565
C3orf52	-0.123125
SENP7	-0.699166666666667
LRRK2	0.83775
RUNDC2A	0.828333333333333
KIAA0355	0.2585
CPEB1	-1.41425
PPEF2	0.2585
ABI2	-1.20133333333333
KIAA0317	0.32725
ATF1	-1.257
DYNC1H1	0.555
DIP	0.50525
TMEM33	-0.199833333333333
POLDIP3	0.0425
C7orf24	0.38125
GPR171	3.07675
CDC6	-2.0335
PLD1	-0.2985
ITFG2	-0.2197
NDUFC1	-0.4285
AKNA	-0.79125
NBR1	-0.0185
PKHD1	0.14725
HPS4	-0.7006
MAFA	0.9685
ULBP3	0.9655
DIRC1	0.016
IMMT	-0.428
C22orf13	0.4375
CEL	0.627
MARK3	-0.218
ADAMTS2	1.22625
ARPC3	0.05
TMEM10	-0.055
NPHS1	-0.23375
BRD8	-1.13516666666667
WDR12	-0.85475
IDI2	0.502875
HOXD13	-1.7525
OR8G2	-1.19175
SLAIN1	-2.73525
GABRQ	-0.6845
NR2C2	-0.55225
NKTR	-0.3409
TLE2	0.036
KIAA0892	0.168666666666667
AURKA	-0.959272727272727
GPRC5C	-0.085
TBC1D9B	-0.14775
PNPLA6	0.310333333333333
AP3B1	0.044
NAG	0.16875
C11orf68	-0.1875
AKR7A3	0.383
AHCYL1	-0.165166666666667
COP1	0.709
RPP14	0.201416666666667
PCDHB18	-0.19675
CDH24	1.1465
KRT17	-0.2903
LACTB2	-0.085
DDX24	0.7528
PHACTR1	-2.04216666666667
SLC35E2	-0.12075
LOXL1	0.04425
IQSEC2	0.26775
RGSL1	0.902
PCDHGC5	0.6165
MEGF10	-0.310875
PRRX1	1.53633333333333
ASTE1	0.681833333333333
C6orf159	-1.96325
MYOD1	0.912
GAA	0.46475
ZNF747	0.17975
KLRC1	-0.695125
IL1RL2	0.5995
GDF9	-0.868
