Hybridization REF	TCGA-AN-A0XV-01A-11R-A109-07
ACY1	0.483
MT1E	2.194
OR4K15	0.3745
TECTB	-0.4295
GPR20	0.2815
IRAK2	-0.0815
RFPL3	0.076125
MYO9A	0.02175
NARG1L	-0.500416666666667
BLMH	-1.009125
CCDC3	2.623
C9orf21	0.0356666666666667
KIAA0513	0.5085
MIER2	0.28
PNMA2	-1.28158333333333
SH3BP2	0.3044
ANXA10	-0.23675
RTN2	0.884333333333333
TFB1M	-1.2395
PRPH2	1.4785
C14orf133	0.23825
GOLGB1	1.52633333333333
IRX4	0.184375
NFKBIL1	0.2895
C10orf62	0.7285
APBB3	0.467
RPS10	-0.2705
LOC728378	0.8095
TLE3	1.12294444444444
PSMB7	-0.68375
MESDC1	0.0885
SLC6A1	0.381333333333333
OCLN	0.615666666666667
PTTG3	-1.6965
NAGLU	0.04025
SERTAD4	2.001
SPRY1	2.07475
FLJ10781	-0.4645
MYSM1	-0.20275
TRIM4	0.821928571428571
SH3YL1	1.6075
TREM2	2.75216666666667
SERPINI1	1.9945
HDHD3	0.79275
TMEM38A	0.192625
EID2B	-1.0135
TDRD3	-0.0758333333333333
SEDLP	0.244
THSD7A	1.96616666666667
NDST3	-1.34425
KLHL15	-0.629916666666667
DHRS12	1.182
FBXO9	-0.224714285714286
TNPO1	-0.577666666666667
MRPL13	0.00266666666666667
SNX5	-2.15966666666667
METTL6	-0.7475
SOD1	0.035625
CHML	-0.744833333333333
PACS1	0.298375
SIRT5	-0.1086
CAPN2	0.468833333333333
FXYD5	-0.399333333333333
TWISTNB	-0.457875
LRFN1	0.2115
UBE1L	1.573
UBE1C	0.56275
OR51B2	-0.215
OR4D11	0.538
C15orf2	0.219
NR4A1	0.909166666666667
LOC339047	-1.288
TRIM17	0.09725
ATP5G3	-0.508928571428571
RPL15	-0.0155
ADAMTS8	0.0435
HOXC4	-0.3865
C14orf37	1.901
CEACAM5	0.883625
MYT1L	-0.338
RASA2	-0.2085
OSBPL7	-0.5455
STAG1	-0.109
GIMAP4	4.02266666666667
FUT3	-1.0495
PIF1	-2.367125
LPIN2	-0.1364
SH3PX3	0.94475
PDP2	-0.13025
PAPD1	-0.196375
ERP27	2.145
APOOL	-0.0947
DIABLO	0.4395
TRHR	0.59875
ARMC9	-0.462875
RNF152	3.00975
SLITRK3	-0.0801666666666667
ZNF211	0.4106
PFDN1	-0.07425
RGS11	1.002375
HS6ST1	0.3869
AKR1D1	-0.95
TNP2	0.244333333333333
STK31	0.2905
EML4	-1.46391666666667
SGTA	0.0771666666666666
HIST1H2BI	0.569833333333333
PSMD6	-1.38383333333333
KIAA1257	1.849
C18orf55	-0.949
FLJ20273	2.71
RPL28	-0.294833333333333
EPYC	0.65675
NOX3	1.0145
ELAC1	-0.307333333333333
METT11D1	-0.43425
BIN2	0.155166666666667
NACA2	-0.03925
CCDC17	-0.047
HM13	-0.3841
UBOX5	-0.432375
UBE2O	-0.514875
UBL5	-0.37825
APOLD1	1.735125
C9orf31	0.297
TNFSF8	0.081
ARHGAP29	1.210375
PROKR2	0.0355
PDE5A	-0.269
C6orf12	-0.074
TOM1L1	0.255
WHDC1	-0.060625
FOXI1	0.1715
RAB4A	0.1696
TMEM39B	-0.18
ATPBD1C	-1.08525
FARSA	-0.544333333333333
PLEKHG5	1.06875
CMAS	-1.109
OR7E24	0.2605
SLC30A1	0.05175
CDC42EP5	0.911333333333333
PLAC1	-0.2995
KLHL18	-0.111583333333333
LBA1	0.8506
TAZ	-0.88475
CRIP2	1.195
BTBD11	-0.738333333333333
C16orf72	0.21525
DIO2	0.9323
LRRCC1	1.38166666666667
CCDC136	-1.885
PRX	0.022125
RBM5	0.1448
TMEM85	0.373375
TUBGCP4	-1.15783333333333
APLN	0.42475
CDK7	-0.177166666666667
SSR2	0.57975
CRELD1	0.2285
C19orf46	2.15875
GAL3ST4	-0.175833333333333
KBTBD10	0.90175
IL28A	0.324
WDR27	0.171
MCM2	-1.7745
SOX14	-0.062
FLJ39743	0.1135
KIAA0922	-0.108375
HIPK4	-0.225
FLJ25758	0.445
C16orf57	-0.565
PDZD2	1.241625
MCC	2.10825
HHLA3	0.3619
ID2	0.16875
C20orf23	2.63408333333333
ZNF688	0.7075
APOC2	-2.137
LOC440093	-0.363
FAM50B	2.05133333333333
PWP1	-0.6
DNAH10	-0.11525
HIST1H2BA	0.75575
GPR56	1.38833333333333
METAP2	-0.521625
PAN3	0.357666666666667
STXBP4	-0.022625
PDHX	0.565
MTA1	-0.566333333333333
ZBED4	-0.31025
ZNF720	-0.43675
CDK2	-1.211125
RHOJ	1.308125
CDC37	-0.199
ZER1	0.738125
GRK4	0.70725
PRPH	0.51625
POLR2A	0.44925
OGFOD1	-0.554
NOL5A	-1.1845
PHEX	1.4085
FLJ16478	-0.1125
C20orf117	-0.9055
CAMTA2	0.1085
C11orf74	-0.345666666666667
DDX17	-0.0175
C5orf27	0.172875
PLEKHA2	-1.2602
PDE4DIP	-0.8417
SCN7A	0.25975
ZNF559	-0.335333333333333
CXCL10	3.31
ZMYM4	0.1455
STK32B	1.19733333333333
KIAA0888	-2.6334
TACR3	0.2285
CKAP2L	-1.22125
KIF1A	-1.0275
RSPRY1	0.9075
VCAN	2.088
CYP27C1	0.00199999999999999
SYDE1	-0.9875
MED12L	0.193
ZDHHC21	0.3235
NHS	-0.189
TM9SF3	1.03616666666667
DDHD1	-0.217875
MAFG	-1.01558333333333
BICD2	-0.7803
C14orf119	-0.1225
C14orf43	0.2625
CDH7	-0.64525
ALKBH5	0.0677857142857143
JUP	1.694875
TMEM41A	0.262
MAMDC4	-1.01733333333333
CBX3	-0.475
LRRC18	0.00225
RBMXL2	-0.2675
PLA2G4D	0.263333333333333
FGF13	0.768625
KIF3A	-0.0095
PDIA6	-0.302
DCXR	0.46175
CASKIN2	0.3055
EHD1	0.493
MARCKSL1	1.21116666666667
ZNF496	-0.230833333333333
SCAF1	0.0045
KCTD8	-1.116
TRAF3IP3	0.7285
LSR	0.96225
CXorf1	0.323
C14orf112	-0.210666666666667
EIF2B1	0.26525
OMP	-0.156
GSTZ1	0.5015
LOC92017	0.658
ISLR2	1.403
C12orf36	0.3985
GATA2	-0.321166666666667
GABRA5	-1.36
CELSR2	-0.3615
STAM2	0.9086
TNAP	0.501
PTPMT1	-0.200166666666667
GRP	4.66675
SV2A	-1.40683333333333
MAGEA12	-4.10925
CACNG1	1.9985
C18orf19	-1.25775
GSG1	-0.139166666666667
PTPRJ	-0.702357142857143
FRMPD1	0.156
ZNF668	0.05925
PLEKHJ1	-0.44475
ADAT1	-0.2836
TMEM50A	0.4772
UCN3	0.204
HOOK1	1.94
IL17B	0.3775
MLKL	-0.0901666666666667
TTC14	-0.289166666666667
KLHL5	-0.10525
CRYL1	0.5065
FOXH1	-0.23
NFYB	-0.401375
PPM1G	-0.22125
GOLGA2LY1	-0.96125
NMT1	-0.612125
HADHA	0.2547
CHSY-2	2.544
PLEKHF1	0.816571428571429
SAGE1	-1.758
MUSTN1	1.126
SUHW4	1.27375
TFEB	1.04616666666667
ZFYVE27	-0.0485
ATG12	-0.339
BMI1	0.171285714285714
ZIM3	-0.00533333333333333
MYH4	0.08025
MASP1	-0.721818181818182
KIAA0984	0.508
RPAP2	-0.16525
ASB5	0.59475
BOLA3	-1.3525
MIA3	1.18583333333333
KRT35	1.592
KIR3DL3	-0.781
MRPL51	-1.00875
SEMA3F	1.172
NDUFB2	-0.4425
LOC253012	-0.05675
FAM46C	-0.1712
G6PC	-1.598875
CSAG3A	-4.60166666666667
PREX1	2.336
SLC25A45	0.136375
MAPKBP1	0.2569
CPE	1.2661
GNB1	-0.2165
CXCR6	1.1735
TRIM46	-0.0185
C16orf3	0.281333333333333
HPSE	-0.493375
TIGD3	-0.042
SPG3A	2.00525
LCAT	-0.716833333333333
ST6GAL1	-0.668888888888889
POMC	0.06325
FLJ36031	-0.926166666666667
NSMAF	-0.645
SKIL	1.994
ADSS	0.509666666666667
HMGCS1	-1.7047
POLR3F	-0.0971666666666667
RAB10	0.241375
ZNF277P	-0.344
ZBTB7B	0.63025
DHRS1	1.690375
ABCC13	0.359375
CNOT3	-0.24075
NFKBIA	1.14025
GAK	0.465833333333333
SFT2D2	0.226833333333333
HOXA6	0.0245
CRTC1	0.400875
LY6D	-0.631833333333333
C20orf72	-1.00983333333333
CPT1A	0.385
LMO1	-1.207
EIF3I	0.1155
PRB4	-0.048
MCM3APAS	-1.052125
C20orf132	0.1512
FOXF2	-2.453
S100A12	0.28775
MLH1	-0.702166666666667
ACTN1	0.5609
MRPL36	-0.0925
C20orf106	-0.48725
FBXO6	1.0835
MKS1	-0.3955
CX3CR1	-1.9535
PDE1B	0.661
PLP1	-2.6695
KISS1	0.0385
C14orf2	-0.487166666666667
TBC1D3P2	-0.32475
COMMD6	0.3097
ANKRD7	-0.58475
PTCHD1	-1.57125
NARS2	-0.9225
DOCK7	-0.522125
FAM127B	0.21
LOC390243	-0.295833333333333
N6AMT2	0.48925
ZNF391	-0.2795
DNAJB14	0.179166666666667
WRB	-0.46275
BPI	0.0866666666666667
TTC4	-0.2
FAM10A5	0.10625
GOT1L1	-0.1838
MAGED1	0.82225
RESP18	0.34825
WFDC6	0.10025
MT2A	0.7575
C11orf56	0.51225
KIAA1432	-0.3435
ROR1	-0.605625
HSD17B14	0.7015
ZFAND2B	0.302125
SAMD4B	-0.05025
HEXA	-0.039875
HNRNPU	-0.0692727272727272
USP39	-0.152625
NRD1	-0.41575
R3HDML	0.404
FLT4	0.38
OMG	0.314833333333333
OR52N4	0.3215
LOC399818	-0.645
ELA2	-1.373
VENTXP1	0.153
RFC5	-1.226
OR52L1	0.3125
PAX5	0.475
FBXO2	-0.2705
GMEB1	0.233
AKT3	-0.335
CRB1	-0.685666666666667
CTTN	0.146666666666667
UTP15	-0.350833333333333
HSBP1	0.862666666666667
PHF11	1.36175
NDEL1	0.252166666666667
USP8	0.08025
BAIAP2	0.4666875
SI	0.639166666666667
ARSJ	-1.19383333333333
BAAT	-2.108
KCNS3	3.80183333333333
LOC126147	0.112
TMEM37	-0.5975
C1orf162	2.497
MBD1	-0.0655
ITGAL	0.484666666666667
WDR73	-0.0881666666666667
GKN2	0.213666666666667
ARFGAP1	-0.650625
SLC5A8	0.131166666666667
ZBTB40	-0.1982
CYP4B1	4.03433333333333
LYPLAL1	-0.27925
CHST3	-0.57725
MAP3K9	0.0015
BTAF1	-0.750666666666667
TFAP2E	-0.0375
RBM35B	0.79
LOC441251	-0.167666666666667
ANKRD25	-0.0708333333333333
UQCRC2	-0.026
MAEA	0.219333333333333
HYAL1	-1.439
RNPEPL1	0.122666666666667
CPSF2	-0.58
PSD3	-1.5603
ABCA13	-0.03
AGR2	0.12775
GBX1	0.141
HDLBP	0.730428571428572
ACY3	-0.409
HECW1	-0.10275
ZNF519	-0.82575
HOPX	2.578875
ZNF304	0.6625
OR12D3	0.36
FKSG43	0.0465
METTL1	0.285875
MFSD3	-0.5694
PSPH	-1.19075
CLCA3	-0.8625
DARS2	-1.24183333333333
CDC25A	-1.92566666666667
BAIAP2L1	-0.054
B3GNT5	-0.967
USP29	0.52875
ARHGEF10L	0.6902
ATOX1	-0.2405
ADAM30	-0.213
DNASE1	-0.3115
STT3A	0.63425
RAB6IP1	-0.11375
PTN	0.8416
C1orf106	-1.35361538461538
HECA	1.46275
RNF122	0.535
SLC22A18AS	0.0701666666666667
GNG8	0.233666666666667
ELP4	-0.2315
FAM65A	0.321333333333333
RPL10A	-0.1475
IRS4	-0.469
MACF1	0.7974
SEC24D	0.7875
LOC374395	0.49525
TGFB2	-0.616875
MDFIC	0.369875
CHRNE	0.286666666666667
PCMTD2	-0.027
ATP6V0D1	0.7875
MTA2	0.3265
LZTR1	-0.142
RAP1A	0.146
AXIN1	-0.521375
POLR1C	-0.1575
TRIO	0.515
PLXNA4A	-0.289666666666667
C5orf33	-0.41425
DEPDC1B	-2.400875
ZNF473	-0.789833333333333
MTM1	1.02925
GPR107	0.4055
CSNK1A1L	0.415166666666667
FLJ14154	0.09975
NLRC4	1.74
ENPP4	2.28783333333333
PADI3	-0.2585
RNF170	0.510125
CG018	1.28533333333333
C16orf7	-0.00775
KCNE1	0.9495
NRM	-0.605
SLC37A3	-0.3025
TPD52L2	-0.750666666666667
UNC5B	0.82975
C12orf12	1.0415
SDHB	-0.33125
CLRN1	0.234875
NUDT10	-0.563666666666667
UGT3A1	0.414125
FBXW8	0.4505
RHOF	-0.794375
PTPLAD1	0.22975
MYO3B	-0.1645
DERA	-1.47975
TPP2	-0.48675
C19orf53	-0.151666666666667
GINS3	-0.9165
ST6GALNAC5	3.5345
CHSY1	0.63725
MGC15705	0.513
GPR83	0.6635
EXT2	0.1325
DOLK	0.23625
TUBAL3	1.4135
ACVRL1	1.7356
ABL2	-0.49425
C14orf156	-1.14466666666667
PTPRZ1	-3.557375
DIP2C	0.3845
LAMP1	0.585875
RXRA	-0.3015
MAP3K5	0.02175
ALKBH1	0.229833333333333
PDLIM7	-0.229125
ARL14	-0.951
SNIP1	-0.314166666666667
TIMP3	1.99883333333333
RGS3	1.12566666666667
SPAG16	0.1368
ABHD4	0.1885
ARHGEF12	1.15483333333333
GLUD2	0.617
RAC2	-0.4403
UAP1L1	-0.364
SLC18A3	0.107
YOD1	-1.14625
RALY	-0.01825
HMOX2	0.6905
DGKH	-0.59425
DBNDD2	1.9715
YIPF4	0.5155
THAP10	-0.664
ZNF513	0.5395
HAGHL	0.585333333333333
ITGB4	1.38366666666667
CCDC141	-0.1015
YTHDF3	-0.3855
C5orf28	0.1725
RPL7L1	-0.60125
TMEM30B	0.8665
ANKRD35	1.766
DUOXA2	-0.1705
TBC1D5	0.207375
DFNB59	0.0525
HRH4	0.163
MYO6	3.146
DNAJA4	2.788
RBM24	-0.5375
CEACAM20	-0.82275
RBM23	-0.0381428571428571
NGFB	0.367
C1orf63	-0.2164
KRTAP7-1	-0.377
PERLD1	1.375
NPB	0.1765
C17orf59	1.0959
HSPBAP1	0.0385
SLC15A4	-0.09525
PRTFDC1	-0.7575
OSMR	-0.917857142857143
CYSLTR2	0.193
C19orf25	0.3836
KIAA1797	-0.1895
NLRP6	0.14
FAM105B	-0.1413
SCRN2	0.227666666666667
LRRC58	-0.2104
RNF17	0.4285
NEIL3	-2.204
FAM137A	1.09375
SKP2	-3.02775
PARVA	1.11566666666667
PKLR	-0.58
RNF34	0.175375
A3GALT2	0.1425
C12orf50	0.100833333333333
SUNC1	-0.6985
FAM102B	0.4875
CCT2	-1.125
LRRC37A2	-0.4585
ARF4	0.729
SIKE	-0.08625
C8orf48	0.9715
MBTPS1	1.81192857142857
GPSN2	0.08
NCF2	1.9925
SLC12A6	0.257166666666667
MRPL48	-0.3175
HMGN3	-0.0105
LRRC62	-0.5885
PAX9	0.857375
FAM55A	-0.207
C20orf42	-2.2685
SCML2	-0.921666666666667
BCL9	0.38425
FAM40A	-0.01575
C9orf41	-0.463166666666667
ZNF774	0.6405
LETM1	-0.9045
PLXNB1	0.1385
NIPSNAP1	0.154125
USP10	-0.00625
F9	-0.05475
LIPE	1.81975
CNGB3	0.245
C12orf52	-0.13825
PI4K2A	0.20375
MED8	0.196
STAT4	1.1027
FGD4	-0.155
RNF145	-2.12966666666667
WDR32	0.1742
CLDN2	-0.131666666666667
TCEAL8	0.69675
ZMYND8	0.0126
PDXK	-0.692
GATAD2A	-0.0665
PTGES3	-0.943
CCM2	-0.148
TAP1	1.781625
ZNF670	-0.18025
ETS2	0.140142857142857
C6orf166	-0.354666666666667
PRMT2	0.4845
OR4B1	0.303
INTS8	0.9675
CCDC102A	0.23725
CCDC83	-0.712833333333333
ITGA1	-0.1732
EPHA5	-0.7406
FAM24B	-0.5805
TSGA10	1.77525
HAL	-0.945166666666667
MYOT	0.01775
SPACA3	0.5745
BCL2L2	0.211833333333333
CUGBP2	0.215833333333333
CCNB3	0.16175
RNF113B	-0.256
MERTK	-0.30125
BAG1	0.46875
VPS36	0.06075
ORMDL3	0.7277
C1orf190	1.20675
ZNF625	0.0505
CORO2B	-1.139
ALOX15	0.52
CST1	1.1885
NUPR1	3.0975
CCL7	0.03725
SMCR5	-2.221
DSC2	0.958
RBMS2	0.308
GRIK4	0.5
TRIM65	-0.2434
TMPRSS6	1.21428571428571
TP53INP2	-0.251
GLB1L	1.70183333333333
LOC388284	0.309666666666667
PUS1	-0.755571428571428
BCL9L	-0.0195
OLFM1	0.0650833333333334
RET	0.335875
MASTL	-1.81983333333333
ALX3	0.13575
IL1RL1	-0.0185
ZNF765	0.5148
C14orf138	-0.916
SNX10	-0.9035
TAC4	-0.2035
C1orf64	4.116875
POGK	0.63975
MAPK9	0.1105
ZNF366	2.65325
C8orf79	0.8697
CLDN7	2.423625
OR5AT1	0.1555
TRIM37	-1.5155
LRRC25	1.22875
GRHL2	2.8164
TEKT3	1.818
LASS5	0.122833333333333
ABCC4	-1.48433333333333
DLG3	0.7165
VGLL1	0.18625
ZFP36L2	1.44966666666667
MFRP	-0.120333333333333
KIAA1799	0.896
FLJ44379	0.221
PCNX	-0.337
ANXA9	1.6615
CYP4V2	1.506
PIK3C2A	0.58925
SRR	0.592
NOL3	0.60675
IFITM2	1.4375
ARNTL2	-1.43525
ZNF595	0.845
NLRP13	0.068
ASPH	-1.425875
CPA2	0.208
PVRIG	-0.537333333333333
LEPR	1.7
C16orf42	0.211
SH3BGRL	2.818
FAM77D	0.904
FNDC7	-0.1075
C9orf6	0.420166666666667
NOTCH2NL	0.838666666666667
PGBD1	-0.116666666666667
SYNGR2	0.801666666666667
PITPNA	-0.3484375
PRPF4B	-0.3154
SLC43A3	-1.09342857142857
NRBP1	-0.05675
SLC25A22	0.28525
ILK	0.390625
SLC22A8	0.2535
MRPS7	0.07675
PITX2	-1.53175
FABP3	-0.523625
OR1L1	0.049
LOC728215	-0.28325
BLID	-1.136
KIAA1217	2.57835294117647
TFPT	-0.2655
AP4B1	-0.1815
VBP1	-1.48
OR1K1	0.224
MORC3	0.48175
BHMT2	0.372666666666667
C3orf10	0.638375
FZD7	0.8135
WFDC10A	-0.096
PMS2CL	-0.571375
CCDC32	0.930833333333334
FA2H	-0.5485
ALG13	0.091
TTLL7	0.0762
SPOCK3	0.28475
SLC13A2	0.6965
AIM1	1.71325
GPRC6A	0.5515
EGR2	3.30025
MED11	0.9285
WWC1	0.5985
SH3GL3	-2.56175
RIF1	-0.660285714285714
PRLH	-0.088
VLDLR	-1.847
DBT	0.3969375
C21orf63	1.56325
CGGBP1	-0.1925
KRTAP12-2	0.409
TADA3L	-0.411625
ZBTB16	2.34275
PDGFB	1.001375
RFX1	0.38325
UQCRB	1.0927
LOC133874	0.252
HPS3	-2.10175
LGALS3BP	1.0839
DKFZP564O0823	1.72078571428571
MRFAP1L1	0.72425
HOXA10	0.5505
NGB	0.1705
KIF21A	-0.698153846153846
IFLTD1	-0.371
LZTS1	-0.704
ARHGEF3	2.0055
RHBDL3	-1.0095
CSNK1G2	-0.260666666666667
ChGn	-0.463125
KIAA1244	1.89016666666667
GABRB2	0.159
MGC72080	-0.7905
CD27	3.302
EGLN1	-1.5946
PEX13	0.4065
RWDD3	-0.14375
RNF12	-0.678333333333333
GRIN2B	0.4305
ADAMTS14	-0.353375
DYDC2	-0.0703333333333333
ATP6AP1	1.1213
NR1H2	0.09
PDK2	0.8605
C3orf17	-0.0806666666666667
SLC38A2	-0.490928571428571
SLC25A29	0.23
C15orf29	0.06025
ADAM9	-1.20766666666667
TMUB2	0.575625
GPR176	-0.28075
AGK	0.284625
MCCD1	1.9945
NDUFA4	-0.80275
TMEM146	-0.03575
DUSP1	2.42125
UNQ6975	0.354
EMX2OS	3.361
INSM2	0.187
LUZP4	0.17475
SETD6	-0.7465
P2RY2	2.01125
SLC45A2	-0.4845
RABGAP1	0.811833333333333
UBXD5	0.111875
GPRC5A	0.97
PAK3	0.716
LOC63920	0.02625
TGFBR1	0.288
KRTAP6-3	0.082
SFMBT2	-0.12675
CDC42	-0.035375
C11orf35	0.512
TTLL2	-0.07325
UACA	0.818833333333333
CD97	-1.0515
SETD5	-0.573375
NINJ2	0.3645
PTER	0.3355
POMGNT1	0.549
KRTAP4-2	-0.1485
ECGF1	2.491875
HRB	-0.287909090909091
ATP1B2	0.0361
LOC400506	-0.28875
COL4A3BP	0.38625
C6orf97	2.41925
GRHPR	-0.021625
TAS2R1	0.0965
SEMA7A	-0.96175
EDF1	-0.1735
ODF2L	0.6547
PCID2	-0.744833333333333
GTF2H4	-0.750333333333333
ZCCHC3	-0.992375
CGB2	0.165166666666667
NEUROD1	0.48525
C20orf75	-0.208
RP5-1054A22.3	1.5105
IFNA5	0.1135
ZNF134	0.00933333333333334
MGC119295	-0.6636
ZSWIM6	-0.327
SMEK1	0.290666666666667
PCGF2	0.3105
C1orf102	2.275
CYP2A13	0.6125
KCNH6	-0.7062
MDM1	-0.1381
ALDH7A1	0.680166666666667
C9orf75	0.89425
VDAC3	-0.1395
OR51T1	0.0795
EIF3F	0.0685833333333333
KCNJ10	-0.513375
LENG8	0.13725
EDEM2	0.00741666666666667
CCNJL	-1.121
DHX37	-0.4035
CRYGN	1.436
AATF	-0.1505
ZNF630	1.064125
E2F5	0.614
WFDC13	-0.2755
FTSJ3	-0.901666666666667
C4orf33	0.417
LHFPL4	-1.75575
C19orf56	0.34875
SMAD4	0.121
AFM	0.1025
G0S2	-0.78725
FCHSD2	0.1807
RRP1B	-0.78
EEF1B2	-0.8805
STAT6	1.4675
ZNF195	-0.1515
GNL1	-1.09416666666667
ZNRF2	1.08783333333333
PER3	0.063
ASB16	0.07175
C10orf10	2.26007142857143
ADCY8	-2.23583333333333
C9orf58	-1.07183333333333
ARMC10	0.1005
PSG1	0.083
DHX34	-0.25575
VARS2	-0.36425
NFIC	0.2225
ITPR2	1.16675
AGXT2	0.051
OR6K3	-0.0785
H2AFZ	-1.10675
MLLT3	0.897833333333333
COX4I2	0.66375
CCNT2	0.333375
PLK4	-2.03275
NUMBL	-0.377166666666667
MED16	0.32175
PLEKHQ1	0.647
GOSR1	0.207055555555556
BTG4	0.23475
RPL30	1.52225
IGSF5	0.47475
IGFL2	1.27183333333333
ELMOD2	0.761833333333333
SHC3	-0.769666666666667
HAVCR1	-0.0655
DYNC2H1	0.669
RNF5	-0.288166666666667
C2orf7	-0.23475
NLF1	0.642
KLHL25	0.1965
LRP10	0.9982
KRI1	-0.12025
PUS7L	-0.591833333333333
MGMT	0.746
HOXD1	0.2385
CSH1	0.2123
ATG16L2	-0.50575
FLJ44635	-0.0235
CHODL	0.5195
EXOSC8	-2.22
SLC28A1	0.25225
MYO7B	-0.642333333333333
SEH1L	-0.5795
MTNR1A	0.263
TSPAN5	-0.180166666666667
CDC45L	-3.21483333333333
AMIGO1	0.2315
ATAD3A	-0.66675
OSGIN2	1.41483333333333
PDIK1L	0.701166666666667
DARC	3.353375
PIPSL	-0.435
SHMT1	-0.121
CRISP3	-1.6555
POPDC2	2.1555
ZRANB2	-0.865
FBXL8	0.76975
TRIP13	-1.93872727272727
EIF5AL1	-0.6475
POU5F1P3	-4.52166666666667
IL6	-0.019
CXorf38	-0.1465
IFNA16	0.1425
FBXL2	1.033
BRD1	0.44575
STATH	0.39525
FBXO44	0.425666666666667
MCCC2	0.793
CDC2	-1.571
C5orf23	0.614
IVD	1.26833333333333
C10orf122	-0.144
MSL3L1	-0.0753
MVP	0.94525
EPOR	-0.2418
ZMYM1	-0.367666666666667
BCL7C	0.0198333333333333
PSTPIP2	0.3096
LYPD1	-1.913
OR8G5	0.208
ZP3	0.400166666666667
BCAS4	1.302
EDG6	2.3145
ISY1	-0.46625
PRAMEF2	-0.66725
CUL1	0.138875
RNF213	0.6037
CCRK	1.4025
DHX9	-0.4095
C13orf29	0.85575
NCKAP1	1.94633333333333
MRPL43	0.673928571428571
XPR1	-0.17625
PKN2	0.3114
PODNL1	0.361
ZNF333	0.652875
DALRD3	0.474
OPN1SW	0.313
BTBD6	0.382
C11orf82	-1.591
OR5P3	-0.2585
DUSP11	0.243
L1CAM	-1.0111
NEK11	2.22383333333333
OR7E91P	0.4555
CNTN3	2.3553
CREB3L2	0.43225
ZBTB37	0.059
KIAA1324L	1.34375
NDUFB10	0.0873333333333333
NUDT2	0.13625
GTPBP8	-0.43875
CACNA1D	1.484125
PRKAA2	-0.8295
PRDM8	0.1225
MGC16075	-0.233166666666667
KRT14	0.415
PP8961	0.28275
MRPL18	-0.28125
ABCG2	-1.51075
PACRG	1.3505
BBS2	0.48575
KREMEN2	-3.6915
FBXO21	0.6225
HNRPUL1	-0.0543333333333333
GRB10	0.15325
CLSTN1	1.07325
LMAN2	0.3351
C17orf61	0.07975
NIPSNAP3A	0.70325
INSIG2	-0.787166666666667
PCDHB7	0.5045
STXBP2	0.390625
CMAH	1.32916666666667
SEMA5B	-0.78675
ZNF155	0.189833333333333
COQ6	0.461666666666667
PRPF4	-0.7135
TSPAN15	2.0921
VN1R5	-0.00725
LATS2	0.30975
SELK	0.156
PGK2	1.15275
MS4A1	1.2515
TYW3	-0.4047
KRTAP5-1	0.47675
RCCD1	-1.53716666666667
BTN1A1	0.50125
DDX28	0.0275
TMEM65	0.739125
LOC92345	-0.12175
TTC31	-0.03575
WDR46	-0.5585
CHP2	-0.550333333333333
LSP1	0.5795
ZNF542	-0.1855
EXOSC1	-0.01975
ARHGAP18	-0.133666666666667
LRRTM4	-0.274
MAOB	0.206666666666667
CACNB4	-0.401
MGC33846	0.6265
RANBP3L	2.53725
ATP5L	-0.26
ONECUT1	-2.378
NUDT9	0.19125
TMEM149	0.4725
STX17	0.56925
IGSF10	-1.8245
TMPRSS9	0.072
BMPR2	1.00883333333333
ALLC	-0.1605
KLF7	1.229375
GCC1	0.7612
TIMM9	-0.66775
CDO1	0.9655
MGC10701	-0.818
IFI6	1.55883333333333
FRMD8	-0.21425
MGAT2	-0.283
WBP5	-0.268833333333333
CNIH2	-0.12325
KIAA0907	-0.992
KCNH8	-0.587
CTSG	-0.2915
GRIK1	0.421166666666667
CUL5	1.15225
FRMD1	0.1865
OR9A4	1.092
SYT6	-1.41375
FOXD4L2	0.15225
ANAPC2	-0.320333333333333
OPN5	0.7805
TAF13	-0.522
LYG2	-0.25175
GGNBP1	-0.315
C11orf40	0.339
OTX2	-0.682
REG4	-0.0698333333333333
EIF5	-0.7920625
PALB2	-0.75
SEPSECS	0.25
RNASE3	-0.23325
TRIM49	-0.2655
POLR2K	1.9297
GPR42	0.034
C8B	-2.24125
SASS6	-1.08175
PREB	-0.316166666666667
OR3A3	0.2355
TUBA8	0.694
IGLV2-14	-0.64375
STIL	-2.39025
ANKFN1	-0.0535
NME7	-0.82575
HOXC12	-0.988
UBE2C	-1.389
FHOD1	-0.286625
CDK2AP1	-0.0273333333333333
OR6K2	0.43475
DHPS	0.02125
RPL5	-0.66675
TRGV5	0.2085
LOC541472	0.25575
HCCS	-0.4354
DENND1B	1.15
LHX3	0.398
OR5D16	0.2245
CXorf57	-1.48433333333333
IRF2BP1	1.081
NDST2	0.618666666666667
LCE3D	0.0195
BOLL	0.344875
SYT3	-0.53475
PIH1D2	0.394
C20orf7	-1.04033333333333
IL1R2	0.557166666666667
SLAMF9	0.767
PPME1	-0.205875
PIK3CA	0.448
TRAPPC1	0.21075
COLEC10	-0.4615
SLC9A6	-0.852166666666667
PDDC1	-0.0745833333333333
CCDC53	0.46575
GK3P	-0.81375
DAZL	-0.56025
BRI3	0.1245
SDK1	-0.280375
CYP2C18	0.775
IFI44L	2.741125
RPL3L	0.1185
FUT9	-0.549666666666667
KIFC2	-0.478833333333333
PMP2	-0.359571428571429
SLC4A9	-0.598
PLAG1	-1.399
MYCBP2	-0.0276666666666667
OR4E2	-0.158
