Hybridization REF	TCGA-A2-A0EW-01A-21R-A115-07
MORC3	0.532
BHMT2	1.49533333333333
C3orf10	1.020375
FZD7	1.26366666666667
WFDC10A	-0.1365
PMS2CL	-0.573875
CCDC32	0.613166666666667
FA2H	-1.00325
ALG13	-0.282
TTLL7	-0.0265
SPOCK3	0.0525
SLC13A2	0.6305
AIM1	1.2155
GPRC6A	0.64
EGR2	6.2985
MED11	0.7175
WWC1	1.564
SH3GL3	-3.7785
RIF1	-1.25228571428571
PRLH	0.177
VLDLR	-0.594
DBT	0.1400625
C21orf63	1.86475
CGGBP1	-0.40525
KRTAP12-2	-1.34
TADA3L	-0.353625
ZBTB16	3.99875
PDGFB	1.287
RFX1	0.675875
UQCRB	-0.1085
LOC133874	0.616
HPS3	-2.24575
LGALS3BP	1.07
DKFZP564O0823	2.24635714285714
MRFAP1L1	0.767
HOXA10	-0.32
NGB	-0.00299999999999999
KIF21A	-1.234
IFLTD1	-0.076
LZTS1	0.1885
ARHGEF3	1.74175
RHBDL3	-0.8675
CSNK1G2	0.19175
ChGn	-0.00149999999999999
KIAA1244	2.20016666666667
GABRB2	-0.013
MGC72080	-1.7475
CD27	3.80675
EGLN1	-2.2307
PEX13	0.28425
RWDD3	-0.05225
RNF12	-0.652
GRIN2B	0.338
ADAMTS14	-0.243
DYDC2	0.976833333333333
ATP6AP1	1.0208
NR1H2	0.3965
PDK2	0.782
C3orf17	0.207833333333333
SLC38A2	-0.000285714285714254
SLC25A29	0.360833333333333
C15orf29	0.181
ADAM9	-0.666416666666667
TMUB2	0.579875
GPR176	-0.43425
AGK	-0.575625
MCCD1	3.4495
NDUFA4	0.35325
TMEM146	0.0575
DUSP1	3.81975
UNQ6975	1.713
EMX2OS	4.42875
INSM2	-0.183
LUZP4	-0.36275
SETD6	-1.26875
P2RY2	4.09175
SLC45A2	-1.796
RABGAP1	0.5385
UBXD5	-0.14725
GPRC5A	0.6321
PAK3	2.011
LOC63920	-0.771
TGFBR1	0.5507
KRTAP6-3	0.03375
SFMBT2	-0.118
CDC42	-0.047
C11orf35	0.7265
TTLL2	-0.6195
UACA	1.02983333333333
CD97	-0.531
SETD5	-0.21925
NINJ2	-0.16925
PTER	0.925333333333333
POMGNT1	0.3095
KRTAP4-2	-0.1165
ECGF1	2.4745
HRB	-0.266363636363636
ATP1B2	0.2655
LOC400506	-0.59975
COL4A3BP	0.036
C6orf97	0.35125
GRHPR	1.25625
TAS2R1	0.1795
SEMA7A	-1.7425
EDF1	0.14775
ODF2L	0.4211
PCID2	-0.731333333333333
GTF2H4	-0.427
ZCCHC3	-0.746
CGB2	0.0395
NEUROD1	-0.13425
C20orf75	0.3305
RP5-1054A22.3	2.41
IFNA5	-0.2255
ZNF134	0.337666666666667
MGC119295	-0.7071
ZSWIM6	0.16525
SMEK1	0.202333333333333
PCGF2	0.642125
C1orf102	2.31075
CYP2A13	0.504
KCNH6	-0.6168
MDM1	0.2301
ALDH7A1	0.233333333333333
C9orf75	0.94725
VDAC3	-0.554125
OR51T1	-0.1385
EIF3F	0.396416666666667
KCNJ10	-0.7675
LENG8	-0.2895
EDEM2	-0.186
CCNJL	-0.483666666666667
DHX37	-0.361
CRYGN	0.3005
AATF	-0.680625
ZNF630	1.195375
E2F5	-1.136
WFDC13	-0.4535
FTSJ3	-0.692333333333333
C4orf33	0.82275
LHFPL4	-2.96925
C19orf56	0.05225
SMAD4	0.0865
AFM	-0.840666666666667
G0S2	2.525
FCHSD2	0.9128
RRP1B	-1.0459
EEF1B2	-0.0941666666666667
STAT6	-0.3535
ZNF195	-0.563
GNL1	0.0511666666666667
ZNRF2	0.425166666666667
PER3	0.465125
ASB16	0.20225
C10orf10	3.56721428571429
ADCY8	-3.06633333333333
C9orf58	0.408
ARMC10	-0.069
PSG1	-1.283
DHX34	-0.196
VARS2	-0.413125
NFIC	0.6655
ITPR2	0.49775
AGXT2	0.425666666666667
OR6K3	0.191
H2AFZ	-0.854416666666667
MLLT3	0.53375
COX4I2	1.845
CCNT2	-0.187375
PLK4	-2.942125
NUMBL	-0.350333333333333
MED16	0.28875
PLEKHQ1	1.70825
GOSR1	0.486
BTG4	0.2575
RPL30	0.318166666666667
IGSF5	-0.519
IGFL2	2.196
ELMOD2	0.597
SHC3	-0.394333333333333
HAVCR1	-0.1935
DYNC2H1	-0.0155000000000001
RNF5	-0.406333333333333
C2orf7	0.18375
NLF1	0.729
KLHL25	0.3685
LRP10	1.4629
KRI1	-0.26625
PUS7L	-0.664
MGMT	1.5685
HOXD1	0.437833333333333
CSH1	-0.0563
ATG16L2	-0.0265
FLJ44635	0.75
CHODL	0.17875
EXOSC8	-1.11725
SLC28A1	-0.15375
MYO7B	-0.722833333333333
SEH1L	-0.9425
MTNR1A	0.159333333333333
TSPAN5	0.3805
CDC45L	-4.02583333333333
AMIGO1	0.9785
ATAD3A	-1.183125
OSGIN2	0.200166666666667
PDIK1L	0.196666666666667
DARC	3.961625
PIPSL	0.0265
SHMT1	0.24225
CRISP3	-0.7755
POPDC2	1.992
ZRANB2	-0.950166666666666
FBXL8	2.009
TRIP13	-3.27936363636364
EIF5AL1	-1.0795
POU5F1P3	-4.224
IL6	1.43966666666667
CXorf38	-0.704333333333333
IFNA16	-0.2585
FBXL2	1.558
BRD1	0.03425
STATH	0.8965
FBXO44	-0.0478333333333333
MCCC2	0.162
CDC2	-2.8162
C5orf23	1.13875
IVD	0.164666666666667
C10orf122	-1.406
MSL3L1	0.0709
MVP	1.003
EPOR	-0.5543
ZMYM1	-0.991333333333333
BCL7C	0.599
PSTPIP2	1.3865
LYPD1	-1.758375
OR8G5	0.3575
ZP3	-1.39816666666667
BCAS4	0.310833333333333
EDG6	2.8315
ISY1	-0.6875
PRAMEF2	-1.17275
CUL1	-0.252125
RNF213	0.6002
CCRK	0.39475
DHX9	-0.6865
C13orf29	-0.4045
NCKAP1	0.939
MRPL43	1.14235714285714
XPR1	-0.87075
PKN2	1.4594
PODNL1	0.7825
ZNF333	0.50975
DALRD3	1.10175
OPN1SW	0.6565
BTBD6	0.9155
C11orf82	-3.1695
OR5P3	0.5935
DUSP11	0.12375
L1CAM	-1.3553
NEK11	2.07383333333333
OR7E91P	0.812
CNTN3	2.0485
CREB3L2	0.3915
ZBTB37	-0.0875
KIAA1324L	1.069
NDUFB10	0.0241666666666667
NUDT2	0.605
GTPBP8	-0.7705
CACNA1D	2.03475
PRKAA2	-0.711833333333333
PRDM8	0.0815
MGC16075	-0.953333333333333
KRT14	2.37564285714286
PP8961	0.935875
MRPL18	-0.1795
ABCG2	-1.52375
PACRG	2.384
BBS2	0.2135
KREMEN2	-3.3175
FBXO21	0.68025
HNRPUL1	0.0134166666666667
GRB10	0.19975
CLSTN1	1.184
LMAN2	0.574
C17orf61	0.01525
NIPSNAP3A	0.60225
INSIG2	-0.682666666666667
PCDHB7	1.755
STXBP2	0.17275
CMAH	1.30075
SEMA5B	-0.017
ZNF155	0.209166666666667
COQ6	0.861333333333333
PRPF4	-0.24775
TSPAN15	3.1787
VN1R5	0.59275
LATS2	0.5055
SELK	0.5025
PGK2	-0.4785
MS4A1	0.6845
TYW3	-0.6912
KRTAP5-1	1.27425
RCCD1	-2.42
BTN1A1	0.49225
DDX28	-1
TMEM65	0.400125
LOC92345	1.21475
TTC31	-0.32
WDR46	-0.641166666666667
CHP2	-1.5095
LSP1	1.332125
ZNF542	0.141
EXOSC1	-0.40475
ARHGAP18	-0.0438333333333333
LRRTM4	-1.0055
MAOB	3.58241666666667
CACNB4	0.03925
MGC33846	2.7265
RANBP3L	4.219375
ATP5L	0.22825
ONECUT1	-3.768
NUDT9	-0.05175
TMEM149	1.0225
STX17	-0.0995
IGSF10	-1.69375
TMPRSS9	0.2585
BMPR2	0.967416666666667
ALLC	0.5865
KLF7	0.874375
GCC1	0.5955
TIMM9	-0.36775
CDO1	3.07533333333333
MGC10701	-0.81
IFI6	2.48066666666667
FRMD8	0.75875
MGAT2	-0.19125
WBP5	0.530166666666667
CNIH2	0.5695
KIAA0907	-1.4061
KCNH8	1.5605
CTSG	1.30975
GRIK1	2.136
CUL5	0.46975
FRMD1	0.0765
OR9A4	0.612
SYT6	-0.875125
FOXD4L2	0.89425
ANAPC2	-0.235833333333333
OPN5	0.4015
TAF13	0.1725
LYG2	-0.38925
GGNBP1	0.3885
C11orf40	0.235
OTX2	-1.432
REG4	-0.301666666666667
EIF5	-0.45725
PALB2	-1.4585
SEPSECS	-0.1827
RNASE3	-0.07225
TRIM49	-1.499
POLR2K	0.5119
GPR42	0
C8B	-2.81625
SASS6	-0.9945
PREB	-0.0846666666666667
OR3A3	0.145
TUBA8	0.843625
IGLV2-14	-0.367
STIL	-2.94975
ANKFN1	-1.1815
NME7	-0.916
HOXC12	-2.319
UBE2C	-2.399625
FHOD1	-0.46875
CDK2AP1	0.73375
OR6K2	-0.197
DHPS	-0.28975
RPL5	0.295416666666667
TRGV5	0.2985
LOC541472	0.2725
HCCS	-0.2454
DENND1B	0.976
LHX3	-0.587
OR5D16	0.3735
CXorf57	-0.876833333333333
IRF2BP1	0.55425
NDST2	0.738666666666667
LCE3D	0.1715
BOLL	0.081625
SYT3	-1.05175
PIH1D2	-0.0515
C20orf7	-0.818666666666667
IL1R2	1.53583333333333
SLAMF9	0.903
PPME1	0.338
PIK3CA	0.30875
TRAPPC1	-0.103
COLEC10	-1.33025
SLC9A6	-0.580666666666667
PDDC1	-0.288833333333333
CCDC53	0.59475
GK3P	-1.13925
DAZL	-0.70125
BRI3	0.5085
SDK1	-0.00937499999999999
CYP2C18	0.636
IFI44L	3.406125
RPL3L	0.2135
FUT9	-0.103
KIFC2	-0.476666666666667
PMP2	-0.416625
SLC4A9	-0.2055
PLAG1	-0.551833333333333
MYCBP2	0.442166666666667
OR4E2	-0.1885
CCDC65	2.1875
C16orf82	0.52825
ENTPD4	-0.568125
BRP44L	0.689
PMP22CD	-0.0355
TMCO4	1.49316666666667
KCNN1	-0.65
WDR35	0.19225
CCDC80	3.158375
C3orf31	-0.912
SLC7A9	-0.34875
TMEM190	-1.54775
DBC1	-0.124166666666667
FADS3	0.170666666666667
PDZD8	-0.580333333333333
GRM5	0.277375
AZGP1	3.95
PEX3	0.5945
MED1	-0.204357142857143
ATG4C	-0.789666666666667
HNRPH3	-1.184375
FAM109B	1.887
C4orf17	-0.094
CA10	-1.043
OPRD1	-0.203
CCL16	-1.66875
SACM1L	-1.43075
CST6	3.80175
CD63	1.305875
LGI1	1.9225
ZNF784	1.43
CRYBB1	-1.303
CX3CL1	2.3042
TOP2A	-3.22675
GYPB	-3.05
GADD45GIP1	-0.836
FEN1	-2.348375
IGF1R	0.3939375
WDR72	-2.205
PURG	-0.667666666666667
DEFB126	0.2515
PKD1L1	0.3145
CAV1	0.2035
GNPDA2	0.6247
DGAT2	2.525375
NLGN1	-2.3425
STRBP	-0.38125
HPRT1	-1.79133333333333
FANCI	-2.640375
PSMA7	0.0639999999999999
DBF4B	-0.998166666666667
TTF1	-0.56725
RAD54L	-2.79925
ELOF1	-0.0025
PLAGL2	0.084625
ZNF256	0.2945
HMGCL	1.04275
MSI2	-1.22133333333333
RPESP	1.939
C11orf60	0.46475
ABCD1	0.049
ACAA1	1.1767
SPARCL1	5.71107142857143
IL6ST	1.0423
ZNF319	0.0485
TMEM109	0.1756
FAM90A1	-0.7935
IL22RA1	-0.563
ATP4B	0.5035
TEC	-0.498333333333333
C7orf30	-0.8415
TXNDC2	-0.873166666666667
ABCB4	-0.58825
KIAA1191	0.323875
C9orf38	0.039
SFTPB	0.616875
CNTNAP2	1.90408333333333
FRK	1.4465
TBX19	-0.00825000000000001
CHD4	0.0705
C6orf26	-3.14416666666667
MOSC2	1.5985
IKBKE	0.3895
HIF1A	-1.09616666666667
LOC595101	-0.1765
RELA	0.582666666666667
TMEM16B	0.390333333333333
ABHD12B	-2.3685
TSEN34	0.2185
KIF18A	-4.042
TXNDC9	-0.345833333333333
SPATA2L	0.473
SEMA4G	-1.2805
C21orf91	-0.444625
MATN1	-0.247
KCNIP4	0.0523333333333333
TUSC1	1.662125
OR4C15	0.2805
ARMCX6	1.28166666666667
WBSCR27	0.152
OR52I2	-0.0905
KIAA1604	-0.69375
DYNC1I1	0.39525
PPP4C	-0.44175
SLC47A2	-0.988166666666666
TREH	-0.45775
CD48	2.2725
ST14	1.73466666666667
PKN1	0.068
SPON2	3.58525
XBP1	2.54458333333333
SFRS12	-0.5615
EFCAB6	2.57725
SELT	0.398
SLC39A2	0.8955
ERF	-0.971833333333333
ARL3	0.815375
SURF6	-0.7677
MLLT10	-0.74152380952381
FLJ11171	1.0005
TDGF1	-4.1075
ERCC6	-0.22325
EIF2AK4	0.750625
BAZ1A	-0.412666666666667
LRRN3	2.21616666666667
TMC3	-0.1975
EFTUD1	-0.31925
PTPRO	0.653
CLEC12A	0.878375
ACBD4	0.4075
ZDHHC14	-0.090375
OTUD7B	0.716625
ACTB	0.661625
MSRA	0.682875
LCE5A	3.567
IFI35	1.039
BSCL2	-0.043
ANKRD12	0.38475
CFHR2	1.092
RGAG1	-0.0333333333333333
HSFY1	-0.332
SLC30A5	-0.205083333333333
IMPG1	0.411
GPR109A	0.8285
ZNF185	0.4685
IYD	2.61425
NPCDR1	2.016
SERPINA13	0.301
HMGCLL1	-0.414
NEUROG1	0.868666666666667
UBQLN1	-1.1053125
LIN37	0.16375
SOCS2	0.81225
DSCR4	-1.891625
XKR6	-0.52525
GPR142	0.3675
KRTAP13-3	0.632
CCDC15	-1.345
MOS	0.329
CD1E	-0.937
OFCC1	-0.271166666666667
FAM83D	-3.64025
SRFBP1	-0.1
C9orf96	-0.209
DHDH	-1.47925
CCDC90A	-1.3835
RABL3	1.0395
CD320	-1.221
ANGEL2	-0.093
MRPL21	0.08825
SMG6	1.05066666666667
INSR	1.7799375
FLJ14816	-0.469
GLRB	0.726833333333333
C9orf89	0.8425
CIZ1	-0.181875
URG4	0.473666666666667
LRDD	-0.751166666666667
CBY1	0.885333333333333
NFX1	0.10525
MTERFD2	0.415642857142857
C19orf23	0.1375
PGC	-2.09675
IER3IP1	1.0055
RASAL2	0.903083333333333
C1orf89	0.6835
SYNJ1	-0.363625
NFKBIE	-0.3275
FLJ40125	-1.23916666666667
TCEB2	-0.2777
NOG	-2.2065
POLR2J2	-0.327666666666667
HLA-B	2.8115
PCDHA1	1.619
PPP2R2B	0.44575
ARHGEF17	2.001
TCF7L2	1.42485714285714
CHD5	-0.922333333333333
ZNF431	-0.5645
TBC1D25	0.81425
ZNF800	-0.292
SCUBE2	2.45427272727273
MYCBP	0.0598333333333333
GPX5	0.094
C6orf129	-0.5765
QSER1	-1.47733333333333
ULK2	1.82225
PIGO	0.887333333333333
NRCAM	-2.56242857142857
SLC35E3	-0.240375
CSRP2	0.30525
HYPE	-0.03025
MAPK15	0.257333333333333
MGC14327	0.0185
TIMM13	-0.3025
ZNF462	0.01175
GBA3	-0.29325
TEX13A	1.339
MCM6	-1.65166666666667
MTRF1	-1.0755
ABCA7	0.375
EIF4A2	-0.533
ZC3H10	0.9218
RPGR	0.365333333333333
C20orf94	-0.547
RP1L1	0.147
GPR125	0.025625
USP22	0.531285714285714
OR1L4	0.06725
MLZE	0.4545
FLJ32065	-0.26725
PTCD1	-0.6865
CRTAC1	2.85183333333333
BXDC2	-1.489
C18orf1	1.27466666666667
FAM107A	3.64378571428571
EFNA3	-0.34175
P18SRP	-0.3388
CAMKK2	1.05516666666667
KIAA0649	-0.1765
NES	-0.626166666666667
HS6ST3	0.58475
PON2	0.24825
TCP11L2	-0.32275
CLEC4A	2.48775
PRR12	0.3355
MLXIPL	-0.6452
C2orf50	-0.2205
ZNF28	0.36225
ENC1	1
MAP2K1	-0.182
FKSG2	0.8825
KIAA0430	0.6205
PTP4A1	-1.27266666666667
GPR156	1.5605
GTF3C6	-0.51225
UBR2	-0.2741
LOC388272	-1.24
MAK	1.40683333333333
ACOT4	3.24925
STC2	1.54258333333333
PIGW	-1.02
SAE1	-0.458125
COL6A1	2.12445454545455
OAZ1	0.449333333333333
STMN4	0.867
EDG3	-0.0968333333333333
SGCE	0.873166666666667
IL11	-1.98683333333333
PRSS8	2.668875
YIPF5	0.616833333333333
WNT4	2.527125
CSN2	0.106666666666667
TCF7	-2.26575
TDO2	0.23025
SAMD9	0.132375
S100A7A	-1.6055
MMRN1	4.44783333333333
GKAP1	-0.535
AKR1C3	0.723875
RNF19A	0.15725
GMDS	-0.1945
YKT6	-0.30425
SPARC	2.7331
C12orf31	-0.7515
UBE2V2	-1.10316666666667
FBXL18	-0.558666666666667
KIAA0460	0.24975
ADAM22	-0.2595
SERPINC1	-4.65075
KCTD21	1.27875
MYOHD1	-2.1275
ZNF37A	-0.0923333333333333
GTF3C1	0.1995
CTSZ	1.32975
PRNPIP	-0.707375
DRD1IP	0.23875
NR1I2	-2.40133333333333
ZNF266	-0.025
SPAG4L	-0.0515
COX4NB	-0.5635
SAPS1	1.08416666666667
APOA1	-3.221
TATDN1	-0.772833333333333
C10orf82	2.4845
KPNB1	-1.217
FOXO3	1.2715
CRYBB2	-2.1405
ZBTB5	-0.337833333333333
SLC25A38	-0.37025
DCTN2	0.234
IFT20	0.38975
CTHRC1	2.7255
C1orf31	-1.157625
UHRF1	-1.535625
GPC6	-0.48725
C10orf54	2.47425
MCF2L2	-0.472666666666667
WNT9B	-0.233125
OLA1	-0.689625
FAM120B	1.001
TTLL10	0.267
CYorf15A	-4.4305
RELN	-1.3892
SCN2B	2.03275
MFHAS1	-1.11125
NKX3-2	-1.47833333333333
RASGRF2	0.282
SSBP1	-0.661833333333333
KPNA6	-0.123071428571429
LOC389118	-0.115
HS3ST4	-0.6875
SUPT7L	-0.2025
FLJ32658	-1.769
IGFBPL1	-1.2205
KIAA1641	-1.7101
SHKBP1	-0.00899999999999999
CSF1R	4.8595
NAGK	1.087
MYL2	0.32575
HIST1H4C	-2.5455
TOMM7	0.4925
ADAMTSL3	2.5012
TNFSF14	-0.4055
PRRT2	-2.54775
VTA1	-0.5755
AOAH	3.44166666666667
CRISPLD2	2.54957142857143
PNN	-0.8227
TA-NFKBH	-0.0055
ESPN	-0.9575
RBM43	-0.6665
KIAA1267	0.79975
DDX3X	0.561888888888889
KIAA1576	-4.66325
PLXDC1	4.3635
FLJ25801	-4.2905
HNRNPL	0.598
RUNDC3A	0.376333333333333
CASP12	2.845
SH2D5	-1.570125
RPL26L1	-0.1455
OR51A7	-0.2965
HDC	3.1385
C2orf16	0.07
SYTL3	2.648875
GOLGA4	0.264125
NOTCH1	-0.242
ATPAF2	0.449
ECD	0.482
SSX5	-1.642
SNAP91	0.2955
OCA2	-3.4905
PNPO	0.0543333333333334
DAPK1	0.221333333333333
PINX1	-0.9795
SELENBP1	1.5445
NEK3	-0.684333333333333
TMED4	0.204428571428571
SSTR4	0.1145
FOSL1	-2.4159
CD40LG	0.8515
CES1	1.52575
DCI	-0.320333333333333
B3GAT3	-0.1275
STK17B	0.56
CNTN6	1.60425
CYP3A4	-1.0415
MBOAT2	2.65364285714286
PISD	0.446375
USP1	-1.2105
PYDC1	1.66066666666667
CENPM	-2.29125
SAR1B	0.54925
TTC7B	-0.445625
DP58	-0.1055
GPC1	0.866
RBL1	-2.419125
TMEM137	-2.34416666666667
TOB1	2.61608333333333
TCEAL1	2.213
CENPF	-3.49809090909091
C6	4.98783333333333
PRSS1	-3.853
PPIL6	1.093
C6orf124	0.3395
ODZ4	1.49733333333333
SNCB	0.01575
NDUFB9	0.203
CNOT6L	0.328666666666667
S100A9	1.1645
TRIM50	-0.58
KCTD1	1.8331
WDR63	0.4935
SPEF2	2.279875
RNGTT	-0.310666666666667
CXorf22	-0.1515
KCNK16	0.05775
CEP250	-1.806625
ATPBD1B	-0.35125
KCNJ2	3.75725
MT1B	0.255
ZNF684	-0.1895
SLC4A1	0.4235
PDHA1	-0.89975
ZNF492	-0.2305
TKT	-1.684
BYSL	-0.632125
RNF38	0.229875
AHDC1	0.41
KLHL2	0.99275
CMTM8	0.86325
DMP1	-0.427
HERPUD2	0.299125
CRTAM	3.9095
ZNF572	-0.05725
TMEM16J	-0.489
HSD17B2	-1.83375
UBE2G1	0.01975
AHSA2	-1.916
PELI2	1.2145
TPX2	-3.548625
ATP9B	1.1215
DAZAP1	-0.198
HMGCS2	3.35116666666667
C17orf38	0.31025
B9D1	0.49625
NKX2-5	-1.293
KIAA1276	0.9785
LILRB2	3.3865
CSTF1	-0.730166666666667
BTN2A1	-0.484
C15orf48	4.8115
IGF2BP3	-4.246
FAM113B	0.463166666666667
HRG	-0.3355
ZNF131	-1.09175
USP47	0.710214285714286
CCDC88B	-0.161
HCN1	-0.6209
HTN1	-0.751
SYCP3	-0.40225
C13orf23	-0.9098
PAPOLA	-0.2915
AATK	-0.4834
MSH3	-0.352666666666667
NDUFAB1	-0.8265
ITLN2	-1.25816666666667
BAK1	-0.3435
MRPL45	-0.266333333333333
MTNR1B	0.102
LOC645843	0.6275
SPECC1L	0.413
PGCP	1.0115
SPN	-0.87525
GPR143	1.37733333333333
ZNF576	0.203166666666667
TMEM39A	0.1757
ATP5D	0.174
MAGEB3	-3.746
RPS5	0.184333333333333
ANP32E	-1.94607142857143
MTMR1	0.26525
YEATS4	-1.18025
SYNGAP1	0.45375
PCOLCE	0.512666666666667
MNS1	0.2265
PCYT2	-0.598666666666667
ZNF182	-0.4975
LAX1	0.230125
SPPL2B	1.7337
ELOVL5	2.8952
PCDHAC1	0.5445
B4GALNT1	-1.276
BLOC1S2	0.749125
ZNF673	-0.679
ARHGAP21	-0.105833333333333
IRX5	3.094
LRFN5	1.44983333333333
FAM7A1	-0.80575
RAB19	0.278
GINS1	-3.3875
ITM2B	2.1868
PAPSS2	0.66075
OR5BF1	0.214
ACSL3	-0.27225
KIAA1919	-0.733083333333333
GLT8D2	2.851
UTRN	1.22807142857143
CNN1	2.387
HISPPD2A	0.2705
SDAD1	-0.666875
SIGLEC9	0.9895
RPL35	-0.084
C22orf26	0.761
IMPDH2	-0.224875
WDR69	-0.95225
SEC14L5	-0.1455
CLTA	0.312
RP11-529I10.4	0.6555
GPR37L1	0.091
OGDH	-0.2095
ASB13	0.776833333333333
ZFP14	0.048
ZCRB1	0.171
KPNA3	0.151
HSPA1L	0.9215
RHOC	0.896125
LOC554175	0.0595
PPP3CA	0.7643
SLC1A7	-0.0692999999999999
ZNF529	-0.327333333333333
RBED1	1.5255
DDB2	-0.6525
FLJ11286	0.345
SPATA1	0.56
MKNK1	0.5965
DYSF	1.27583333333333
ALKBH2	-0.31725
NKD1	-2.44666666666667
C1orf174	-0.43325
PLEKHO1	0.612833333333333
ASB10	-0.02375
RING1	-0.054
NPC2	1.724125
AVPR1B	-0.0035
YTHDF1	0.232916666666667
LMAN1L	0.243
GSG2	-2.7655
CEP170	-0.7388
RPS4Y2	-4.9105
MSH6	-1.1685
HECTD2	0.548333333333333
ZNF556	-3.185
PLEKHC1	-0.4039
AIRE	0.143333333333333
BCL2L10	0.84475
LMOD3	0.125833333333333
ZBTB8	-0.2892
FOXA2	-3.456
SLCO2A1	3.577625
C3orf46	-0.2195
PRDM16	0.857833333333333
TMEM98	1.1565
FRMD5	-2.402
PDE6C	-0.373
C1orf216	0.545666666666667
EP400	-0.299071428571429
PTK2	-0.2235
RNF217	0.48525
NDUFA8	0.347
ZFAT1	0.47525
LAMP3	1.6145
GLTSCR2	1.373625
NPW	-1.1545
LLGL2	-0.1417
PPM1K	0.177833333333333
C20orf177	-1.286
KIR2DL4	0.4045
NFKB2	0.0835
C21orf122	0.324666666666667
HESX1	-0.79
GPR114	0.797
SLC25A35	0.0828333333333333
GNAT1	-0.073
ORAI3	0.45275
FAM76B	-0.780625
TMEM99	0.8165
TRIM29	1.0815
CDS1	1.5375
RHEB	-0.3261
C4orf27	-0.102166666666667
RAB3A	-0.28025
OTUD6B	-1.1515
GPD1	3.64825
CDH15	-1.8095
NPM1	-0.721642857142857
TMEM117	0.04075
PRPS2	-0.933166666666667
GCK	0.2095
ADRA2A	5.54483333333333
TSPYL4	0.0913333333333333
TASP1	-0.2095
WDR19	0.48275
C10orf38	-0.61625
PDE4C	-0.665333333333333
FYB	0.597583333333333
C1orf55	-0.740833333333333
PPFIA3	-1.2925
RAD18	-1.169
C12orf44	0.00733333333333333
CRYBA4	-0.21
HVCN1	1.60925
TAF10	0.278833333333333
C16orf48	-0.425333333333333
DEPDC5	0.507166666666667
LTBP1	-1.704
MAPRE1	-0.352
FGF8	-0.173
C3orf52	-0.0125
SENP7	0.101
LRRK2	1.68725
RUNDC2A	-0.0686666666666667
KIAA0355	0.9265
CPEB1	-0.7735
PPEF2	1.908
ABI2	-0.811666666666667
KIAA0317	0.14425
ATF1	-0.828
DYNC1H1	0.875625
DIP	0.0485
TMEM33	-0.0309444444444445
POLDIP3	0.32975
C7orf24	-0.167
GPR171	4.38875
CDC6	-3.34816666666667
PLD1	-0.4321
ITFG2	-0.2258
NDUFC1	0.86175
AKNA	-0.08925
NBR1	0.45225
PKHD1	0.255375
HPS4	-0.602
MAFA	2.25725
ULBP3	-0.49675
DIRC1	0.633
IMMT	-0.6525
C22orf13	0.0763333333333333
CEL	-0.00625000000000001
MARK3	-0.41325
ADAMTS2	1.60483333333333
ARPC3	0.127166666666667
TMEM10	0.219875
NPHS1	-0.06125
BRD8	-0.213333333333333
WDR12	-1.9935
IDI2	0.058125
HOXD13	-1.8865
OR8G2	-0.88575
SLAIN1	-1.51625
GABRQ	-0.65475
NR2C2	-1.302
NKTR	-0.9418
TLE2	1.8985
KIAA0892	0.0431666666666667
AURKA	-3.13145454545454
GPRC5C	1.151
TBC1D9B	0.79025
PNPLA6	0.295833333333333
AP3B1	0.05025
NAG	0.399625
C11orf68	-0.11375
AKR7A3	1.01225
AHCYL1	0.466083333333333
COP1	0.205
RPP14	-0.213083333333333
PCDHB18	0.37525
CDH24	3.3015
KRT17	1.2761
LACTB2	-1.163
DDX24	-0.1694
PHACTR1	-2.1825
SLC35E2	0.48425
LOXL1	1.57675
IQSEC2	0.424375
RGSL1	-0.7195
PCDHGC5	0.2925
MEGF10	-0.133625
PRRX1	1.314
ASTE1	0.524666666666667
C6orf159	-1.2995
MYOD1	2.27675
GAA	1.5395
ZNF747	0.74625
KLRC1	-0.838375
IL1RL2	-0.11
GDF9	3.495
GPR119	-0.207
TRAF2	-0.179666666666667
HCK	3.58833333333333
BMP6	-1.792
IL8RA	0.563166666666667
FLJ35848	-2.09025
EFHA1	0.219
CDSN	-0.705166666666667
C14orf54	-0.445833333333333
LSM3	-0.40475
ZFP41	0.232
C9orf126	-1.6645
VIT	0.6435
SPCS3	-2.2195
DEF8	-0.9535
CHAF1A	-1.6305
C1orf165	0.273333333333333
ZFPM2	1.59516666666667
FTH1	0.86175
SLC35F1	-1.4795
YWHAH	0.06025
C17orf66	0.3515
ADRB1	-0.0961666666666667
FOXL1	0.3645
RG9MTD3	-0.3165
UMPS	-0.04925
MGC13008	-0.436
KIAA1161	-0.691
CCDC77	-2.23125
C12orf65	-0.7607
COG4	-0.374166666666667
RCP9	-0.322
RP4-692D3.1	3.508
CDC2L5	-0.198
MGC7036	1.27883333333333
DNAJC11	-0.687
GDF2	0.193333333333333
TIMM17A	-0.38775
HNRNPA0	-0.0164
OR2H1	-0.32175
PCBP1	0.3515
COL23A1	-1.28925
LRRC2	0.633285714285714
NSD1	0.295928571428571
FLJ37078	-0.27525
WDR91	-0.0795
TMEM179	-0.53725
DSCR10	-0.408
CNDP2	1.0329
FYN	-0.045
BEX2	0.859666666666667
KCND3	0.839
YPEL5	2.1605
LRRC42	-0.685166666666667
C17orf45	-0.012625
ZNF649	0.6505
LOC150763	1.47075
COL5A2	2.72758333333333
CNGA2	0.0735
