Hybridization REF	TCGA-A8-A09V-01A-11R-A034-07
CHML	-1.01083333333333
PACS1	0.429375
SIRT5	-0.3434
CAPN2	1.12616666666667
FXYD5	-0.208
TWISTNB	-0.5855
LRFN1	0.25
UBE1L	0.76275
UBE1C	0.05975
OR51B2	-0.481
OR4D11	-0.075
C15orf2	0.2445
NR4A1	-1.1725
LOC339047	-0.49925
TRIM17	2.19175
ATP5G3	-1.20707142857143
RPL15	-0.0516666666666667
ADAMTS8	-1.191
HOXC4	0.253
C14orf37	2.4475
CEACAM5	-0.992625
MYT1L	-0.341
RASA2	0.417875
OSBPL7	-0.866
STAG1	-0.0385
GIMAP4	4.158
FUT3	-1.9205
PIF1	-3.250625
LPIN2	0.3745
SH3PX3	0.5895
PDP2	-1.1625
PAPD1	-0.388125
ERP27	2.55775
APOOL	-0.4333
DIABLO	-0.05775
TRHR	0.15275
ARMC9	-0.059375
RNF152	2.63375
SLITRK3	0.723666666666667
ZNF211	0.6715
PFDN1	-0.0915
RGS11	0.58475
HS6ST1	0.5116
AKR1D1	-2.3425
TNP2	0.291166666666667
STK31	1.76
EML4	-1.11825
SGTA	-0.711833333333333
HIST1H2BI	-0.983
PSMD6	-1.87366666666667
KIAA1257	2.56075
C18orf55	-0.411666666666667
FLJ20273	3.251625
RPL28	-0.667666666666667
EPYC	1.302125
NOX3	-0.1985
ELAC1	-0.092
METT11D1	-0.804
BIN2	-0.9645
NACA2	0.0705
CCDC17	-0.5015
HM13	-0.7543
UBOX5	0.239125
UBE2O	-0.522625
UBL5	-0.1345
APOLD1	0.057375
C9orf31	0.33425
TNFSF8	0.1865
ARHGAP29	2.170875
PROKR2	0.3925
PDE5A	-0.011
C6orf12	0.181
TOM1L1	0.27
WHDC1	0.4005
FOXI1	0.837333333333333
RAB4A	1.3098
TMEM39B	-0.44575
ATPBD1C	-0.53875
FARSA	-0.835833333333333
PLEKHG5	0.638
CMAS	-1.148
OR7E24	-1.019
SLC30A1	1.424
CDC42EP5	0.892666666666667
PLAC1	-1.11225
KLHL18	-0.7355
LBA1	0.7716
TAZ	-0.73275
CRIP2	0.9135
BTBD11	-0.985666666666667
C16orf72	0.94975
DIO2	2.5544
LRRCC1	1.50016666666667
CCDC136	-2.2615
PRX	0.599625
RBM5	0.9901
TMEM85	0.217
TUBGCP4	-1.33816666666667
APLN	0.96425
CDK7	-0.267333333333333
SSR2	0.737083333333333
CRELD1	0.1555
C19orf46	1.9465
GAL3ST4	0.284666666666667
KBTBD10	1.828
IL28A	-0.199
WDR27	1.2725
MCM2	-1.3565
SOX14	0.6725
FLJ39743	0.4345
KIAA0922	-1.30525
HIPK4	0.3775
FLJ25758	-0.4285
C16orf57	-1.45208333333333
PDZD2	2.196375
MCC	2.198125
HHLA3	-0.0099
ID2	0.24325
C20orf23	3.08241666666667
ZNF688	1.45175
APOC2	-1.8855
LOC440093	0.17425
FAM50B	2.352
PWP1	-0.55
DNAH10	-0.10075
HIST1H2BA	0.161666666666667
GPR56	-0.817166666666667
METAP2	-0.930875
PAN3	1.08216666666667
STXBP4	0.422125
PDHX	-0.6245
MTA1	0.0235
ZBED4	0.261
ZNF720	0.243
CDK2	-2.03875
RHOJ	0.757
CDC37	-0.566166666666667
ZER1	0.36575
GRK4	-0.50775
PRPH	-0.36075
POLR2A	0.519375
OGFOD1	-1.60025
NOL5A	-1.6015
PHEX	-1.9415
FLJ16478	-0.17025
C20orf117	-0.206875
CAMTA2	0.75125
C11orf74	-0.0928333333333333
DDX17	1.25891666666667
C5orf27	-0.17
PLEKHA2	-1.152
PDE4DIP	-0.144
SCN7A	0.59075
ZNF559	0.615333333333333
CXCL10	2.82975
ZMYM4	0.441166666666667
STK32B	2.23646666666667
KIAA0888	-0.8088
TACR3	0.5935
CKAP2L	-1.13175
KIF1A	-0.500833333333333
RSPRY1	0.228
VCAN	2.171
CYP27C1	-0.421
SYDE1	-1.73783333333333
MED12L	-0.49675
ZDHHC21	1.24325
NHS	0.541
TM9SF3	0.555333333333333
DDHD1	-0.95425
MAFG	-0.382333333333333
BICD2	0.0153
C14orf119	0.0326666666666667
C14orf43	0.156
CDH7	-1.772
ALKBH5	0.4365
JUP	1.38
TMEM41A	-0.022
MAMDC4	-0.795
CBX3	-0.444375
LRRC18	-0.0895
RBMXL2	-0.01425
PLA2G4D	0.263166666666667
FGF13	1.417125
KIF3A	1.20966666666667
PDIA6	-1.15675
DCXR	0.0105
CASKIN2	0.120833333333333
EHD1	0.00883333333333333
MARCKSL1	0.680333333333333
ZNF496	0.034
SCAF1	-0.1985
KCTD8	-1.5815
TRAF3IP3	-0.3355
LSR	0.70475
CXorf1	-0.2355
C14orf112	-0.124166666666667
EIF2B1	-0.12975
OMP	-0.1875
GSTZ1	0.3005
LOC92017	1.022
ISLR2	0.736
C12orf36	0.441
GATA2	-1.75566666666667
GABRA5	-3.2885
CELSR2	0.565714285714286
STAM2	0.9247
TNAP	-0.3265
PTPMT1	-0.685833333333333
GRP	7.00475
SV2A	-2.023
MAGEA12	-4.5475
CACNG1	2.5775
C18orf19	-1.123
GSG1	-0.473333333333333
PTPRJ	-0.913642857142857
FRMPD1	-0.1545
ZNF668	0.3595
PLEKHJ1	-0.682875
ADAT1	-0.9689
TMEM50A	0.7215
UCN3	0.2055
HOOK1	2.18575
IL17B	-1.3395
MLKL	-1.5925
TTC14	0.6935
KLHL5	0.885
CRYL1	0.126666666666667
FOXH1	-0.5725
NFYB	0.33775
PPM1G	-0.67125
GOLGA2LY1	-0.2945
NMT1	-0.501875
HADHA	-0.2777
CHSY-2	2.295
PLEKHF1	0.191428571428571
SAGE1	-3.853
MUSTN1	0.88925
SUHW4	1.9915
TFEB	0.823666666666667
ZFYVE27	0.33275
ATG12	-0.527333333333333
BMI1	2.86378571428571
ZIM3	0.2195
MYH4	-0.70375
MASP1	-1.50858333333333
KIAA0984	0.17125
RPAP2	-0.468
ASB5	1.07875
BOLA3	-1.40116666666667
MIA3	2.1905
KRT35	1.2015
KIR3DL3	-0.02
MRPL51	-0.74175
SEMA3F	0.6625
NDUFB2	0.00383333333333333
LOC253012	4.806
FAM46C	0.4168
G6PC	-2.622125
CSAG3A	-5.20683333333333
PREX1	2.517
SLC25A45	0.3325
MAPKBP1	0.3822
CPE	0.18
GNB1	-0.105875
CXCR6	0.5675
TRIM46	0.25375
C16orf3	0.324
HPSE	-0.375375
TIGD3	0.0255
SPG3A	2.109
LCAT	-1.4875
ST6GAL1	-1.24433333333333
POMC	-0.18175
FLJ36031	-0.483333333333333
NSMAF	-0.567333333333333
SKIL	1.1975
ADSS	1.16266666666667
HMGCS1	-1.6241
POLR3F	-0.185333333333333
RAB10	0.043625
ZNF277P	-0.938125
ZBTB7B	0.74025
DHRS1	0.685625
ABCC13	1.905125
CNOT3	-0.3415
NFKBIA	1.279
GAK	0.2065
SFT2D2	0.929
HOXA6	1.2805
CRTC1	0.390875
LY6D	-1.93
C20orf72	-0.2405
CPT1A	-0.69525
LMO1	-2.594
EIF3I	-0.34875
PRB4	-0.0795
MCM3APAS	-0.841
C20orf132	0.15
FOXF2	-1.9655
S100A12	-0.5255
MLH1	0.164166666666667
ACTN1	0.2136
MRPL36	-0.679833333333333
C20orf106	-0.9855
FBXO6	1.18066666666667
MKS1	-0.193333333333333
CX3CR1	0.319125
PDE1B	0.4905
PLP1	-4.19575
KISS1	-0.0235
C14orf2	-0.7165
TBC1D3P2	0.19625
COMMD6	1.2155
ANKRD7	-2.66325
PTCHD1	-2.29975
NARS2	-1.058
DOCK7	-0.57
FAM127B	-0.468
LOC390243	0.0603333333333333
N6AMT2	0.93075
ZNF391	-0.476
DNAJB14	0.813
WRB	0.309125
BPI	-0.704
TTC4	-0.114833333333333
FAM10A5	0.148
GOT1L1	0.1381
MAGED1	0.1655
RESP18	0.39925
WFDC6	2.149
MT2A	-2.2585
C11orf56	0.631
KIAA1432	0.3325
ROR1	-1.10725
HSD17B14	0.940833333333333
ZFAND2B	-0.114125
SAMD4B	0.12625
HEXA	-0.256625
HNRNPU	0.474863636363636
USP39	-0.299
NRD1	-0.61625
R3HDML	0.277
FLT4	0.401166666666667
OMG	0.0288333333333333
OR52N4	0.414
LOC399818	-0.20675
ELA2	-1.99175
VENTXP1	0.255
RFC5	-1.2415
OR52L1	0.79
PAX5	0.1155
FBXO2	-0.75325
GMEB1	0.5335
AKT3	-0.751666666666667
CRB1	-0.234166666666667
CTTN	0.189833333333333
UTP15	-0.489666666666667
HSBP1	-0.4995
PHF11	-0.461
NDEL1	0.3275
USP8	0.2455
BAIAP2	0.022
SI	0.185
ARSJ	-0.0623333333333333
BAAT	-3.59375
KCNS3	2.98666666666667
LOC126147	0.0475
TMEM37	-1.432
C1orf162	2.4415
MBD1	0.2257
ITGAL	-0.0946666666666667
WDR73	0.0256666666666667
GKN2	0.531666666666667
ARFGAP1	-1.232375
SLC5A8	-0.990666666666667
ZBTB40	0.6554
CYP4B1	4.72933333333333
LYPLAL1	0.46425
CHST3	-1.37525
MAP3K9	0.069
BTAF1	-0.489666666666667
TFAP2E	-0.3755
RBM35B	0.033
LOC441251	0.0816666666666667
ANKRD25	-0.098
UQCRC2	0.13
MAEA	0.70875
HYAL1	-3.1837
RNPEPL1	-0.086
CPSF2	-0.6715
PSD3	2.0478
ABCA13	-0.502375
AGR2	4.0205
GBX1	-1.194
HDLBP	0.0417857142857143
ACY3	-1.5685
HECW1	-0.08675
ZNF519	-0.287
HOPX	2.560125
ZNF304	1.45425
OR12D3	0.618
FKSG43	-0.05475
METTL1	-0.876625
MFSD3	-0.181
PSPH	-1.0285
CLCA3	-0.8385
DARS2	-0.32
CDC25A	-3.2715
BAIAP2L1	0.1935
B3GNT5	-1.673
USP29	-0.12675
ARHGEF10L	0.9215
ATOX1	-0.588875
ADAM30	0.181
DNASE1	-0.34125
STT3A	-0.378
RAB6IP1	0.61275
PTN	1.2017
C1orf106	-2.47276923076923
HECA	1.787
RNF122	0.84075
SLC22A18AS	-1.3015
GNG8	-0.121
ELP4	-0.699
FAM65A	-0.0365
RPL10A	0.374666666666667
IRS4	-0.8015
MACF1	1.8206
SEC24D	-0.3025
LOC374395	0.2355
TGFB2	1.830875
MDFIC	0.257125
CHRNE	0.18
PCMTD2	0.64
ATP6V0D1	-0.615166666666667
MTA2	-0.497
LZTR1	-0.658333333333333
RAP1A	0.175
AXIN1	0.5795
POLR1C	-0.3635
TRIO	0.432666666666667
PLXNA4A	-0.06175
C5orf33	-0.1055
DEPDC1B	-3.1655
ZNF473	-0.0325
MTM1	0.63175
GPR107	0.461
CSNK1A1L	0.814666666666667
FLJ14154	0.0485
NLRC4	2.11675
ENPP4	3.10116666666667
PADI3	-0.5865
RNF170	-0.15625
CG018	1.0135
C16orf7	-0.4475
KCNE1	0.32525
NRM	-1.3965
SLC37A3	-0.1305
TPD52L2	-1.16916666666667
UNC5B	2.507
C12orf12	-0.234666666666667
SDHB	-0.407
CLRN1	-0.088
NUDT10	0.460666666666667
UGT3A1	-0.372125
FBXW8	0.1655
RHOF	-1.962125
PTPLAD1	0.56325
MYO3B	-0.657
DERA	-0.71725
TPP2	0.325
C19orf53	-0.473166666666667
GINS3	-1.299375
ST6GALNAC5	-0.6075
CHSY1	0.7365
MGC15705	0.734
GPR83	0.278
EXT2	0.00375
DOLK	0.07375
TUBAL3	-0.31325
ACVRL1	1.8522
ABL2	-0.105833333333333
C14orf156	-1.24433333333333
PTPRZ1	-4.71
DIP2C	1.306125
LAMP1	1.095375
RXRA	0.1595
MAP3K5	1.18575
ALKBH1	0.532666666666667
PDLIM7	-0.571
ARL14	-2.3325
SNIP1	0.252333333333333
TIMP3	2.25558333333333
RGS3	0.0386666666666667
SPAG16	0.5729
ABHD4	0.30725
ARHGEF12	1.069
GLUD2	-0.0615
RAC2	-0.9755
UAP1L1	-1.2225
SLC18A3	0.075
YOD1	-0.0661666666666667
RALY	-0.85975
HMOX2	0.49125
DGKH	-0.45025
DBNDD2	2.078
YIPF4	0.2305
THAP10	0.1085
ZNF513	0.80525
HAGHL	-0.735
ITGB4	0.746
CCDC141	-1.6105
YTHDF3	0.19425
C5orf28	0.75375
RPL7L1	-0.671125
TMEM30B	1.60878571428571
ANKRD35	1.589
DUOXA2	-0.3735
TBC1D5	0.43275
DFNB59	0.782
HRH4	0.3615
MYO6	3.1952
DNAJA4	1.373375
RBM24	4.3
CEACAM20	-2.36475
RBM23	0.363857142857143
NGFB	0.0275
C1orf63	0.7364
KRTAP7-1	0.359
PERLD1	1.72025
NPB	0.0085
C17orf59	0.9275
HSPBAP1	0.1255
SLC15A4	0.203875
PRTFDC1	-0.291
OSMR	-1.20928571428571
CYSLTR2	-0.42
C19orf25	0.4719
KIAA1797	-0.517
NLRP6	1.022
FAM105B	-0.5185
SCRN2	-0.313833333333333
LRRC58	-0.1705
RNF17	0.159375
NEIL3	-3.1445
FAM137A	-1.43925
SKP2	-4.004
PARVA	1.15991666666667
PKLR	-2.144
RNF34	0.27225
A3GALT2	0.77875
C12orf50	-0.021
SUNC1	-2.16175
FAM102B	-0.480666666666667
CCT2	-0.85
LRRC37A2	0.2835
ARF4	0.5485
SIKE	-0.400125
C8orf48	1.92116666666667
MBTPS1	0.389214285714286
GPSN2	-0.25
NCF2	1.776
SLC12A6	0.619833333333333
MRPL48	-0.7725
HMGN3	-0.827
LRRC62	-1.24975
PAX9	0.098625
FAM55A	0.174
C20orf42	-3.87083333333333
SCML2	-1.41866666666667
BCL9	1.37
FAM40A	0.194
C9orf41	-1.0435
ZNF774	0.329
LETM1	-0.856
PLXNB1	0.102833333333333
NIPSNAP1	-0.682125
USP10	-1.27925
F9	0.781
LIPE	1.38875
CNGB3	-0.0565000000000001
C12orf52	-0.05925
PI4K2A	-0.051
MED8	-0.401375
STAT4	-0.4723
FGD4	0.0768333333333334
RNF145	-2.436
WDR32	0.6495
CLDN2	-0.360666666666667
TCEAL8	0.4085
ZMYND8	-0.3407
PDXK	-0.4886875
GATAD2A	-0.94325
PTGES3	-0.4085
CCM2	-0.652
TAP1	-0.61375
ZNF670	0.17675
ETS2	-1.18785714285714
C6orf166	-0.257833333333333
PRMT2	0.438214285714286
OR4B1	0.2715
INTS8	-0.396
CCDC102A	-0.264
CCDC83	-1.98866666666667
ITGA1	-0.7207
EPHA5	-1.9082
FAM24B	-0.0248333333333333
TSGA10	3.25075
HAL	-2.0995
MYOT	0.03975
SPACA3	-0.152
BCL2L2	0.00866666666666666
CUGBP2	-0.587833333333333
CCNB3	0.8085
RNF113B	-0.4435
MERTK	-0.71875
BAG1	0.5725
VPS36	-0.58275
ORMDL3	0.3372
C1orf190	-0.243
ZNF625	0.58125
CORO2B	-2.18775
ALOX15	-0.867
CST1	1.511
NUPR1	2.21766666666667
CCL7	-0.5475
SMCR5	-2.8325
DSC2	2.0505
RBMS2	-0.02775
GRIK4	1.5205
TRIM65	-0.4669
TMPRSS6	1.72821428571429
TP53INP2	-1.1565
GLB1L	0.740833333333333
LOC388284	0.175333333333333
PUS1	-0.974714285714286
BCL9L	-0.339
OLFM1	0.125666666666667
RET	1.422375
MASTL	-2.27266666666667
ALX3	0.2165
IL1RL1	0.0283333333333333
ZNF765	-0.6742
C14orf138	-0.21525
SNX10	-1.07183333333333
TAC4	0.283
C1orf64	3.727375
POGK	1.240375
MAPK9	0.5115
ZNF366	3.0685
C8orf79	2.557
CLDN7	2.1755
OR5AT1	0.3485
TRIM37	-1.667
LRRC25	1.515
GRHL2	2.4297
TEKT3	1.988
LASS5	0.560333333333333
ABCC4	-2.41575
DLG3	1.05475
VGLL1	-0.029375
ZFP36L2	1.50883333333333
MFRP	-0.108
KIAA1799	0.32025
FLJ44379	2.5175
PCNX	-0.37025
ANXA9	1.6945
CYP4V2	1.4614
PIK3C2A	0.063
SRR	-0.049
NOL3	-1.20025
IFITM2	0.8535
ARNTL2	-3.24625
ZNF595	0.996
NLRP13	2.9275
ASPH	0.274
CPA2	0.1995
PVRIG	-2.12166666666667
LEPR	-0.809166666666667
C16orf42	0.449666666666667
SH3BGRL	2.38625
FAM77D	-0.519666666666667
FNDC7	-0.095
C9orf6	0.109333333333333
NOTCH2NL	1.4775
PGBD1	-0.27
SYNGR2	0.182333333333333
PITPNA	-0.275875
PRPF4B	-0.2806
SLC43A3	-1.34457142857143
NRBP1	-0.10225
SLC25A22	-0.27875
ILK	-0.15375
SLC22A8	0.107666666666667
MRPS7	-0.44625
PITX2	0.1435
FABP3	-1.9835
OR1L1	0.1975
LOC728215	-0.01675
BLID	-2.2185
KIAA1217	3.19576470588235
TFPT	-0.046
AP4B1	-0.6505
VBP1	-1.23625
OR1K1	0.211
MORC3	0.90475
BHMT2	0.664
C3orf10	0.425
FZD7	0.274166666666667
WFDC10A	-0.3555
PMS2CL	-0.179625
CCDC32	0.263166666666667
FA2H	-1.9955
ALG13	-0.0955
TTLL7	-1.091
SPOCK3	0.04925
SLC13A2	0.537
AIM1	2.089
GPRC6A	-0.3275
EGR2	1.5055
MED11	0.39875
WWC1	1.57925
SH3GL3	-4.95475
RIF1	-0.146214285714286
PRLH	-0.0195
VLDLR	0.795
DBT	0.346625
C21orf63	0.431
CGGBP1	0.46975
KRTAP12-2	0.1465
TADA3L	-0.3005
ZBTB16	2.9885
PDGFB	1.111375
RFX1	0.616375
UQCRB	-0.6321
LOC133874	-0.443
HPS3	-3.15975
LGALS3BP	-0.4285
DKFZP564O0823	1.77478571428571
MRFAP1L1	0.921625
HOXA10	2.07633333333333
NGB	-0.597
KIF21A	-0.915076923076923
IFLTD1	0.5255
LZTS1	-1.051
ARHGEF3	2.5075
RHBDL3	-2.0055
CSNK1G2	-0.176166666666667
ChGn	-1.578125
KIAA1244	2.76266666666667
GABRB2	0.3145
MGC72080	-1.975
CD27	2.88125
EGLN1	-1.6414
PEX13	-0.15625
RWDD3	0.08425
RNF12	-0.7885
GRIN2B	-0.227
ADAMTS14	-1.07525
DYDC2	2.5595
ATP6AP1	0.5437
NR1H2	-0.388666666666667
PDK2	0.31225
C3orf17	-0.1235
SLC38A2	-0.877928571428571
SLC25A29	0.552166666666667
C15orf29	0.853875
ADAM9	-0.574333333333333
TMUB2	0.420375
GPR176	-0.64975
AGK	-0.79075
MCCD1	2.08125
NDUFA4	-0.58725
TMEM146	-0.4405
DUSP1	-0.891375
UNQ6975	1.8095
EMX2OS	3.451
INSM2	-0.46
LUZP4	-0.44625
SETD6	-0.35125
P2RY2	1.826
SLC45A2	-2.5225
RABGAP1	0.682833333333333
UBXD5	0.874
GPRC5A	0.2081
PAK3	-0.362833333333333
LOC63920	0.2435
TGFBR1	0.7479
KRTAP6-3	-0.11725
SFMBT2	-0.37
CDC42	-0.1220625
C11orf35	1.294
TTLL2	-0.193
UACA	0.8935
CD97	-2.6862
SETD5	0.080625
NINJ2	0.09625
PTER	1.08016666666667
POMGNT1	0.4615
KRTAP4-2	-0.1605
ECGF1	1.913
HRB	-0.036
ATP1B2	0.0504
LOC400506	0.1225
COL4A3BP	0.83975
C6orf97	1.85975
GRHPR	0.362
TAS2R1	0.736
SEMA7A	-2.101
EDF1	0.01525
ODF2L	1.0406
PCID2	-0.099
GTF2H4	-0.556833333333333
ZCCHC3	-0.35275
CGB2	-0.229
NEUROD1	0.5365
C20orf75	-0.3705
RP5-1054A22.3	1.6175
IFNA5	0.4565
ZNF134	0.128083333333333
MGC119295	-0.2413
ZSWIM6	0.2675
SMEK1	0.7635
PCGF2	0.395625
C1orf102	2.7985
CYP2A13	1.3415
KCNH6	-0.5134
MDM1	1.1039
ALDH7A1	0.0496666666666667
C9orf75	0.1645
VDAC3	-0.51025
OR51T1	0.2585
EIF3F	-0.474583333333333
KCNJ10	-0.766375
LENG8	0.24225
EDEM2	-0.473333333333333
CCNJL	-1.708
DHX37	-1.1575
CRYGN	0.6255
AATF	-0.52925
ZNF630	1.698
E2F5	-0.365
WFDC13	-0.82825
FTSJ3	-0.795333333333333
C4orf33	0.31725
LHFPL4	-2.96725
C19orf56	0.05625
SMAD4	0.752625
AFM	-0.675
G0S2	-2.077
FCHSD2	0.0443
RRP1B	-1.3283
EEF1B2	-0.475833333333333
STAT6	1.19833333333333
ZNF195	-0.07225
GNL1	-1.09916666666667
ZNRF2	1.2925
PER3	-0.30575
ASB16	0.286
C10orf10	0.8625
ADCY8	-3.68133333333333
C9orf58	-2.05366666666667
ARMC10	-0.228666666666667
PSG1	-1.526
DHX34	-0.1935
VARS2	-0.133
NFIC	0.54
ITPR2	-0.3865
AGXT2	0.421166666666667
OR6K3	-0.2195
H2AFZ	-0.966166666666667
MLLT3	1.45366666666667
COX4I2	2.11725
CCNT2	0.499875
PLK4	-1.939375
NUMBL	-0.3855
MED16	-0.07275
PLEKHQ1	0.58475
GOSR1	0.805222222222222
BTG4	0.19675
RPL30	-0.00725
IGSF5	1.38425
IGFL2	2.90833333333333
ELMOD2	0.890666666666667
SHC3	-0.584333333333333
HAVCR1	-0.374
DYNC2H1	0.96375
RNF5	-0.351333333333333
C2orf7	-0.9475
NLF1	0.547
KLHL25	-0.089
LRP10	1.075
KRI1	-0.25125
PUS7L	-0.3295
MGMT	0.55075
HOXD1	-0.669
CSH1	0.0671
ATG16L2	-0.0205
FLJ44635	1.037
CHODL	-0.56
EXOSC8	-1.04825
SLC28A1	-0.45625
MYO7B	-1.10816666666667
SEH1L	-0.7414
MTNR1A	0.1355
TSPAN5	-0.621333333333333
CDC45L	-3.75133333333333
AMIGO1	1.0555
ATAD3A	-1.4495
OSGIN2	0.0876666666666667
PDIK1L	1.18533333333333
DARC	1.49175
PIPSL	0.517
SHMT1	-0.131
CRISP3	0.312
POPDC2	1.5545
ZRANB2	-0.589166666666667
FBXL8	0.255
TRIP13	-2.20554545454545
EIF5AL1	-1.628
POU5F1P3	-4.8335
IL6	-4.31766666666667
CXorf38	-0.6905
IFNA16	-0.411
FBXL2	1.91533333333333
BRD1	0.88725
STATH	0.25
FBXO44	0.117
MCCC2	-0.193
CDC2	-1.8811
C5orf23	-1.00725
IVD	0.4265
C10orf122	-1.02575
MSL3L1	-0.4285
MVP	0.73725
EPOR	0.1105
ZMYM1	0.0656666666666667
BCL7C	0.459833333333333
PSTPIP2	0.4859
LYPD1	-2.211875
OR8G5	-0.032
ZP3	-0.3305
BCAS4	0.486833333333333
EDG6	0.238
ISY1	-0.27125
PRAMEF2	-1.07
CUL1	-0.219875
RNF213	0.2183
CCRK	1.4485
DHX9	-0.01
C13orf29	-1.4255
NCKAP1	0.314
MRPL43	0.712928571428571
XPR1	0.71675
PKN2	0.7477
PODNL1	1.062
ZNF333	0.648625
DALRD3	0.01325
OPN1SW	-0.097
BTBD6	0.8205
C11orf82	-2.529
OR5P3	0.134
DUSP11	0.37125
L1CAM	-2.2364
NEK11	2.93583333333333
OR7E91P	1.0075
CNTN3	3.7602
CREB3L2	-0.70525
ZBTB37	1.2155
KIAA1324L	1.065
NDUFB10	0.141833333333333
NUDT2	-0.0695
GTPBP8	-0.55425
CACNA1D	3.165875
PRKAA2	0.998166666666667
PRDM8	-0.1935
MGC16075	-0.4765
KRT14	-1.35707142857143
PP8961	0.0784999999999999
MRPL18	-0.28575
ABCG2	-1.69975
PACRG	1.38975
BBS2	-0.14125
KREMEN2	-2.561
FBXO21	1.06925
HNRPUL1	0.112166666666667
GRB10	0.54375
CLSTN1	0.4185
LMAN2	-0.0347
C17orf61	-0.53125
NIPSNAP3A	0.28225
INSIG2	-0.895333333333333
PCDHB7	0.0405
STXBP2	0.420125
CMAH	2.205
SEMA5B	-1.12425
ZNF155	0.6148
COQ6	0.511
PRPF4	-0.3845
TSPAN15	1.8914
VN1R5	0.29825
LATS2	0.3015
SELK	0.2915
PGK2	0.0645
MS4A1	-2.052
TYW3	0.076
KRTAP5-1	0.495
RCCD1	-1.36716666666667
BTN1A1	0.39675
DDX28	-0.71375
TMEM65	-1.10375
LOC92345	0.2755
TTC31	-0.00725
WDR46	-1.14266666666667
CHP2	-1.49633333333333
LSP1	0.172375
ZNF542	-0.1585
EXOSC1	-0.3005
ARHGAP18	-0.384833333333333
LRRTM4	-1.363625
MAOB	-0.41275
CACNB4	-0.014
MGC33846	2.078625
RANBP3L	2.05075
ATP5L	0.20725
ONECUT1	-3.735
NUDT9	0.59175
TMEM149	0.154
STX17	-0.0205
IGSF10	-3.54375
TMPRSS9	-0.286
BMPR2	1.59772727272727
ALLC	0.17125
KLF7	0.895625
GCC1	0.8416
TIMM9	-0.4415
CDO1	0.735833333333333
MGC10701	0.271333333333333
IFI6	0.505166666666667
FRMD8	0.387
MGAT2	-0.14975
WBP5	-0.293
CNIH2	-0.26875
KIAA0907	0.1539
KCNH8	-0.8095
CTSG	-1.58275
GRIK1	1.306
CUL5	0.691125
FRMD1	0.3655
OR9A4	1.6655
SYT6	-1.094625
FOXD4L2	1.414
ANAPC2	-0.412166666666667
OPN5	0.7775
TAF13	-0.73075
LYG2	-0.5535
GGNBP1	0.2
C11orf40	0.072
OTX2	-1.5485
REG4	-0.0338333333333333
EIF5	0.0573125
PALB2	-0.059
SEPSECS	0.1282
RNASE3	-0.94525
TRIM49	-2.0385
POLR2K	-9.99999999999945e-05
GPR42	-0.3095
C8B	-1.8555
SASS6	-0.66775
PREB	-0.538
OR3A3	0.264
TUBA8	-0.26025
IGLV2-14	-0.87525
STIL	-1.837
ANKFN1	-0.8275
NME7	0.68
HOXC12	-1.782
UBE2C	-1.82125
FHOD1	-1.47275
CDK2AP1	-0.118083333333333
OR6K2	0.2635
DHPS	-0.58575
RPL5	-0.292416666666667
TRGV5	0.547
LOC541472	-0.38175
HCCS	-0.8417
DENND1B	4.0045
LHX3	-0.0245
OR5D16	0.6225
CXorf57	-0.0675
IRF2BP1	0.72825
NDST2	0.714333333333333
LCE3D	-0.0015
BOLL	0.25475
SYT3	-1.65125
PIH1D2	1.2515
C20orf7	-0.762666666666667
IL1R2	-0.756333333333333
SLAMF9	0.8835
PPME1	-0.480125
PIK3CA	0.16475
TRAPPC1	-0.222375
COLEC10	-1.40575
SLC9A6	-1.7035
PDDC1	-0.436833333333333
CCDC53	0.7045
GK3P	-0.9485
DAZL	-1.8495
BRI3	0.0425
SDK1	-1.021125
CYP2C18	-0.00125
IFI44L	2.543375
RPL3L	-0.289
FUT9	2.953
KIFC2	-0.403166666666667
PMP2	-0.594875
SLC4A9	-0.4915
PLAG1	-1.5835
MYCBP2	0.369833333333333
OR4E2	0.233
CCDC65	1.94275
C16orf82	-0.040875
ENTPD4	0.392625
BRP44L	-0.227375
PMP22CD	0.12175
TMCO4	1.10533333333333
KCNN1	-1.08866666666667
WDR35	0.484
CCDC80	2.605125
C3orf31	-0.574
SLC7A9	-0.203
TMEM190	-1.84875
DBC1	-2.32166666666667
FADS3	-1.50783333333333
PDZD8	-0.151833333333333
GRM5	0.314875
AZGP1	3.5732
PEX3	0.317
MED1	0.233
ATG4C	-0.992166666666667
HNRPH3	-0.79525
FAM109B	2.54675
C4orf17	-0.1175
CA10	1.81825
OPRD1	-0.1665
CCL16	-2.1565
SACM1L	-0.015
CST6	1.9505
CD63	0.192375
LGI1	-2.66233333333333
ZNF784	0.3365
CRYBB1	-2.1125
CX3CL1	-0.0505
TOP2A	-1.952
GYPB	-4.776
GADD45GIP1	-1.199
FEN1	-1.884375
IGF1R	1.8684375
WDR72	-0.879333333333333
PURG	-0.272833333333333
DEFB126	0.16625
PKD1L1	0.53875
CAV1	-2.161
GNPDA2	0.9911
DGAT2	-1.20075
NLGN1	-4.7795
STRBP	0.282
HPRT1	-1.22166666666667
FANCI	-2.112
PSMA7	-0.847125
DBF4B	-0.6035
TTF1	-0.0975
RAD54L	-2.758
ELOF1	-0.5505
PLAGL2	-0.522
ZNF256	-0.1775
HMGCL	0.5835
MSI2	-0.826
