Hybridization REF	TCGA-B6-A0RM-01A-11R-A084-07
UBE1L	0.594875
UBE1C	0.36725
OR51B2	-0.493
OR4D11	-0.159
C15orf2	-0.0275
NR4A1	-0.764166666666667
LOC339047	-1.29025
TRIM17	0.073375
ATP5G3	-0.469714285714286
RPL15	-0.216833333333333
ADAMTS8	-0.03525
HOXC4	-0.3015
C14orf37	2.0185
CEACAM5	-2.910125
MYT1L	0.0781666666666667
RASA2	0.381625
OSBPL7	-1.274
STAG1	0.097
GIMAP4	3.50433333333333
FUT3	-1.678
PIF1	-2.694625
LPIN2	1.5087
SH3PX3	1.128
PDP2	-0.5695
PAPD1	-0.154875
ERP27	2.901
APOOL	0.4228
DIABLO	0.1325
TRHR	-0.01275
ARMC9	0.056375
RNF152	3.94275
SLITRK3	0.136
ZNF211	-0.0386
PFDN1	0.18825
RGS11	-0.127125
HS6ST1	0.741
AKR1D1	-0.73625
TNP2	0.1385
STK31	0.016
EML4	-0.955916666666667
SGTA	-0.146333333333333
HIST1H2BI	-0.45
PSMD6	-1.56333333333333
KIAA1257	0.399
C18orf55	-0.3435
FLJ20273	3.40775
RPL28	-0.245666666666667
EPYC	0.828375
NOX3	-0.0045
ELAC1	-1.64
METT11D1	-0.72875
BIN2	-0.8825
NACA2	0.07025
CCDC17	-0.84225
HM13	-0.2506
UBOX5	-0.480875
UBE2O	-0.426875
UBL5	-0.09225
APOLD1	-0.361625
C9orf31	0.0215
TNFSF8	-0.0125
ARHGAP29	0.38125
PROKR2	0.3035
PDE5A	1.31466666666667
C6orf12	0.0645
TOM1L1	0.659
WHDC1	0.250125
FOXI1	1.21416666666667
RAB4A	-0.0372
TMEM39B	-0.75875
ATPBD1C	-0.621
FARSA	-0.640833333333333
PLEKHG5	-0.934
CMAS	-0.9365
OR7E24	-0.4575
SLC30A1	-1.09575
CDC42EP5	0.480833333333333
PLAC1	-2.52775
KLHL18	-0.125083333333333
LBA1	-0.2528
TAZ	-1.2525
CRIP2	1.77775
BTBD11	-1.73566666666667
C16orf72	0.83275
DIO2	0.5811
LRRCC1	2.22583333333333
CCDC136	-1.9445
PRX	0.2635
RBM5	0.0717
TMEM85	0.0655
TUBGCP4	-1.32916666666667
APLN	1.220875
CDK7	-0.1235
SSR2	-0.0895833333333333
CRELD1	-0.0265
C19orf46	2.606
GAL3ST4	-0.0836666666666667
KBTBD10	8.0625
IL28A	0.18175
WDR27	-0.0055
MCM2	-0.941833333333333
SOX14	-0.0885
FLJ39743	0.3135
KIAA0922	0.10725
HIPK4	0.114
FLJ25758	0.2405
C16orf57	-1.84741666666667
PDZD2	-0.00812500000000001
MCC	2.989875
HHLA3	0.3233
ID2	0.1085
C20orf23	3.43233333333333
ZNF688	1.59875
APOC2	-2.87683333333333
LOC440093	0.639
FAM50B	2.22133333333333
PWP1	-1.2435
DNAH10	0.1105
HIST1H2BA	0.0585
GPR56	0.999833333333333
METAP2	-0.74675
PAN3	0.990666666666667
STXBP4	0.606
PDHX	0.3455
MTA1	0.0569166666666667
ZBED4	-0.225625
ZNF720	0.81625
CDK2	-1.231625
RHOJ	-0.003375
CDC37	-0.629333333333333
ZER1	0.379875
GRK4	0.511
PRPH	-0.56275
POLR2A	0.445375
OGFOD1	-1.15575
NOL5A	-1.115
PHEX	0.046
FLJ16478	0.34775
C20orf117	-0.52875
CAMTA2	0.652
C11orf74	-0.180666666666667
DDX17	0.845583333333333
C5orf27	0.04075
PLEKHA2	-1.5519
PDE4DIP	1.4125
SCN7A	1.098
ZNF559	0.283166666666667
CXCL10	2.8595
ZMYM4	0.775166666666667
STK32B	2.3072
KIAA0888	-0.805
TACR3	0.7445
CKAP2L	-0.71825
KIF1A	-1.7705
RSPRY1	0.224
VCAN	0.11375
CYP27C1	-0.328
SYDE1	-2.09466666666667
MED12L	-0.17725
ZDHHC21	1.86875
NHS	2.599
TM9SF3	0.966666666666667
DDHD1	-0.359375
MAFG	-0.376333333333333
BICD2	-0.2901
C14orf119	-0.272
C14orf43	0.468714285714286
CDH7	-1.53825
ALKBH5	0.286071428571429
JUP	1.64075
TMEM41A	0.152166666666667
MAMDC4	-1.3615
CBX3	0.00324999999999996
LRRC18	-0.028
RBMXL2	-0.55075
PLA2G4D	0.426333333333333
FGF13	-0.25225
KIF3A	0.671833333333333
PDIA6	-0.885
DCXR	0.80875
CASKIN2	0.0515
EHD1	0.3075
MARCKSL1	1.635
ZNF496	-0.315166666666667
SCAF1	-0.1645
KCTD8	0.08125
TRAF3IP3	-0.106857142857143
LSR	0.87725
CXorf1	0.00283333333333333
C14orf112	0.4065
EIF2B1	-0.222
OMP	0.076
GSTZ1	0.28975
LOC92017	0.8615
ISLR2	1.743
C12orf36	0.425
GATA2	-1.28283333333333
GABRA5	-1.5865
CELSR2	1.46542857142857
STAM2	0.5499
TNAP	-0.499
PTPMT1	-0.809333333333333
GRP	3.2585
SV2A	-1.87666666666667
MAGEA12	-4.2765
CACNG1	5.0225
C18orf19	-0.84775
GSG1	-0.447333333333333
PTPRJ	0.0413571428571428
FRMPD1	0.6785
ZNF668	0.10725
PLEKHJ1	-0.653875
ADAT1	-1.2366
TMEM50A	0.8661
UCN3	0.282
HOOK1	2.14575
IL17B	-2.0205
MLKL	-2.28083333333333
TTC14	-0.0631666666666667
KLHL5	-0.86675
CRYL1	-0.693166666666667
FOXH1	-0.402
NFYB	-0.1065
PPM1G	-0.70025
GOLGA2LY1	-0.95625
NMT1	-0.4045
HADHA	0.132
CHSY-2	0.835
PLEKHF1	0.780714285714286
SAGE1	-2.1055
MUSTN1	3.35075
SUHW4	1.33775
TFEB	0.706
ZFYVE27	-0.139
ATG12	-0.833666666666667
BMI1	0.565285714285714
ZIM3	-0.206
MYH4	2.58925
MASP1	-0.702083333333333
KIAA0984	0.42125
RPAP2	-0.23775
ASB5	5.5455
BOLA3	-1.1175
MIA3	0.705166666666667
KRT35	1.22
KIR3DL3	-0.536
MRPL51	-0.86875
SEMA3F	1.55333333333333
NDUFB2	-0.085
LOC253012	1.63425
FAM46C	-0.0791
G6PC	-2.02557142857143
CSAG3A	-4.90533333333333
PREX1	2.501
SLC25A45	0.19275
MAPKBP1	-0.1711
CPE	-0.2303
GNB1	-0.469625
CXCR6	0.1335
TRIM46	-0.19925
C16orf3	1.07866666666667
HPSE	-0.735625
TIGD3	0.2875
SPG3A	1.686
LCAT	-2.17883333333333
ST6GAL1	-0.943
POMC	1.2855
FLJ36031	-1.61533333333333
NSMAF	0.2355
SKIL	0.632
ADSS	0.5535
HMGCS1	-2.852
POLR3F	-0.457166666666667
RAB10	0.48375
ZNF277P	-1.214625
ZBTB7B	0.402875
DHRS1	0.53025
ABCC13	0.97475
CNOT3	-0.32175
NFKBIA	1.28125
GAK	0.508833333333333
SFT2D2	-0.0791666666666667
HOXA6	0.056
CRTC1	0.187375
LY6D	-1.38016666666667
C20orf72	0.159333333333333
CPT1A	-0.30925
LMO1	-0.658
EIF3I	0.278
PRB4	0.07825
MCM3APAS	-0.959
C20orf132	-0.0949
FOXF2	-3.4
S100A12	-0.14075
MLH1	-0.0281666666666667
ACTN1	-0.0234
MRPL36	-0.449833333333333
C20orf106	-0.193
FBXO6	0.6165
MKS1	-0.214333333333333
CX3CR1	-1.701375
PDE1B	-0.12
PLP1	-3.336
KISS1	0.164166666666667
C14orf2	-0.498166666666667
TBC1D3P2	-0.34775
COMMD6	0.5769
ANKRD7	-1.5875
PTCHD1	-0.326625
NARS2	-0.421
DOCK7	-0.106375
FAM127B	0.03125
LOC390243	0.0431666666666667
N6AMT2	0.6855
ZNF391	-0.8015
DNAJB14	0.714333333333333
WRB	0.22
BPI	-0.206416666666667
TTC4	-0.347833333333333
FAM10A5	0.6545
GOT1L1	0.1282
MAGED1	-0.570375
RESP18	0.05375
WFDC6	-0.34525
MT2A	-0.4055
C11orf56	-0.03625
KIAA1432	0.146
ROR1	-2.37375
HSD17B14	0.006
ZFAND2B	0.058625
SAMD4B	0.1585
HEXA	-0.68825
HNRNPU	0.00940909090909092
USP39	-0.158875
NRD1	-0.54575
R3HDML	0.13475
FLT4	0.0323333333333333
OMG	-0.00216666666666668
OR52N4	0.1885
LOC399818	0.161
ELA2	-2.26925
VENTXP1	-0.999
RFC5	-1.4675
OR52L1	0.535
PAX5	0.051
FBXO2	0.23925
GMEB1	0.6625
AKT3	-0.874
CRB1	0.228666666666667
CTTN	0.164333333333333
UTP15	-0.404333333333333
HSBP1	0.39775
PHF11	1.86425
NDEL1	0.1005
USP8	0.3465
BAIAP2	0.82075
SI	-0.0894
ARSJ	-2.00616666666667
BAAT	-2.79725
KCNS3	2.26883333333333
LOC126147	0.0165
TMEM37	-1.29325
C1orf162	2.56166666666667
MBD1	-0.2918
ITGAL	1.47466666666667
WDR73	0.446
GKN2	0.376666666666667
ARFGAP1	-1.184
SLC5A8	-0.612166666666667
ZBTB40	0.2163
CYP4B1	5.94666666666667
LYPLAL1	-0.452
CHST3	-1.60825
MAP3K9	0.4245
BTAF1	-1.36666666666667
TFAP2E	-0.3275
RBM35B	0.47025
LOC441251	-0.508666666666667
ANKRD25	-0.311
UQCRC2	0.361
MAEA	0.296166666666667
HYAL1	-2.9465
RNPEPL1	-0.0175
CPSF2	-0.341375
PSD3	-0.6269
ABCA13	-0.01225
AGR2	1.565375
GBX1	-1.0935
HDLBP	0.154142857142857
ACY3	-1.3325
HECW1	-0.3345
ZNF519	-1.008
HOPX	2.357625
ZNF304	0.261875
OR12D3	0.6785
FKSG43	0.00375
METTL1	0.0955
MFSD3	2.0909
PSPH	-0.25025
CLCA3	0.2955
DARS2	-1.60933333333333
CDC25A	-2.21316666666667
BAIAP2L1	-0.899
B3GNT5	-1.487875
USP29	0.17225
ARHGEF10L	1.7549
ATOX1	-0.5595
ADAM30	0.06575
DNASE1	0.27775
STT3A	0.0295833333333333
RAB6IP1	0.23775
PTN	-1.0658
C1orf106	-0.482923076923077
HECA	1.4405
RNF122	-0.29575
SLC22A18AS	-0.399333333333333
GNG8	-0.218
ELP4	-0.62325
FAM65A	-0.0328333333333333
RPL10A	0.102666666666667
IRS4	-0.184
MACF1	2.0867
SEC24D	-0.804
LOC374395	0.44275
TGFB2	-0.617375
MDFIC	0.080375
CHRNE	0.376833333333333
PCMTD2	0.134333333333333
ATP6V0D1	-0.656833333333333
MTA2	0.12325
LZTR1	-0.897166666666667
RAP1A	-0.0825
AXIN1	0.368375
POLR1C	-0.1165
TRIO	-0.0685833333333334
PLXNA4A	-0.465333333333333
C5orf33	0.14875
DEPDC1B	-2.84775
ZNF473	-0.3255
MTM1	0.665
GPR107	0.58
CSNK1A1L	1.34016666666667
FLJ14154	0.886
NLRC4	2.1565
ENPP4	0.3525
PADI3	-0.0135
RNF170	0.864
CG018	1.8105
C16orf7	-1.12975
KCNE1	-0.75125
NRM	-0.895333333333333
SLC37A3	-0.337928571428571
TPD52L2	-0.993666666666667
UNC5B	0.752
C12orf12	-0.104
SDHB	-0.369
CLRN1	0.335625
NUDT10	-2.2355
UGT3A1	0.1785
FBXW8	0.317875
RHOF	-1.50225
PTPLAD1	1.00525
MYO3B	-1.32775
DERA	-1.13725
TPP2	0.64975
C19orf53	-0.269833333333333
GINS3	-1.355375
ST6GALNAC5	0.556
CHSY1	0.6925
MGC15705	-0.074
GPR83	0.0866666666666667
EXT2	-0.7655
DOLK	0.023
TUBAL3	1.53475
ACVRL1	1.4743
ABL2	-0.703333333333333
C14orf156	-1.21266666666667
PTPRZ1	-3.964
DIP2C	0.78375
LAMP1	1.590125
RXRA	0.1429
MAP3K5	0.96575
ALKBH1	0.196
PDLIM7	-0.24875
ARL14	-1.066
SNIP1	-0.207833333333333
TIMP3	2.38525
RGS3	0.0835
SPAG16	0.5709
ABHD4	-0.29725
ARHGEF12	1.29208333333333
GLUD2	1.3535
RAC2	-1.4414
UAP1L1	-0.584
SLC18A3	0.487
YOD1	-1.61558333333333
RALY	-0.50725
HMOX2	0.97675
DGKH	0.44275
DBNDD2	2.51
YIPF4	0.34125
THAP10	-0.1225
ZNF513	0.23025
HAGHL	0.475833333333333
ITGB4	-1.72683333333333
CCDC141	-0.3155
YTHDF3	1.01225
C5orf28	-0.44575
RPL7L1	-0.4215
TMEM30B	1.73257142857143
ANKRD35	1.181
DUOXA2	-0.37
TBC1D5	0.027125
DFNB59	0.4115
HRH4	-0.0705
MYO6	3.1972
DNAJA4	3.64775
RBM24	2.802875
CEACAM20	-1.47025
RBM23	0.282857142857143
NGFB	-0.031
C1orf63	-0.0588
KRTAP7-1	0.338
PERLD1	2.00175
NPB	0.0505
C17orf59	0.9869
HSPBAP1	-0.28075
SLC15A4	0.056625
PRTFDC1	-1.675
OSMR	-1.44421428571429
CYSLTR2	-0.868
C19orf25	0.3433
KIAA1797	0.1025
NLRP6	0.4715
FAM105B	-0.3976
SCRN2	-0.6835
LRRC58	-0.0362
RNF17	0.432125
NEIL3	-2.3845
FAM137A	-0.792
SKP2	-3.1735
PARVA	0.97925
PKLR	-1.482
RNF34	0.514375
A3GALT2	0.38975
C12orf50	-0.397
SUNC1	-1.58625
FAM102B	0.211
CCT2	-0.903
LRRC37A2	-1.2195
ARF4	0.138
SIKE	-0.15625
C8orf48	-1.21233333333333
MBTPS1	0.446142857142857
GPSN2	0.046
NCF2	1.64225
SLC12A6	-0.7475
MRPL48	-0.4135
HMGN3	-0.350833333333333
LRRC62	-1.267
PAX9	1.31475
FAM55A	0.2005
C20orf42	-3.57733333333333
SCML2	-1.0416
BCL9	0.43525
FAM40A	-0.03225
C9orf41	-0.4715
ZNF774	0.6845
LETM1	0.4305
PLXNB1	0.712
NIPSNAP1	0.25875
USP10	-0.49225
F9	0.18625
LIPE	0.48075
CNGB3	0.381
C12orf52	-0.232375
PI4K2A	0.102
MED8	-0.308375
STAT4	0.1235
FGD4	-0.385166666666667
RNF145	-3.27616666666667
WDR32	0.7014
CLDN2	-0.188166666666667
TCEAL8	0.25675
ZMYND8	0.2563
PDXK	-0.36975
GATAD2A	-0.4485
PTGES3	-0.016
CCM2	-0.75075
TAP1	-0.20075
ZNF670	-0.3825
ETS2	-0.625642857142857
C6orf166	0.2475
PRMT2	0.3725
OR4B1	0.085
INTS8	0.633
CCDC102A	-1.2355
CCDC83	-1.34616666666667
ITGA1	-1.6337
EPHA5	-1.8865
FAM24B	-2.6305
TSGA10	1.9845
HAL	-0.7435
MYOT	7.08225
SPACA3	0.0505
BCL2L2	0.418666666666667
CUGBP2	-0.5715
CCNB3	1.636
RNF113B	-0.3295
MERTK	-0.77325
BAG1	0.982
VPS36	0.12025
ORMDL3	1.4264
C1orf190	-0.979
ZNF625	-0.2555
CORO2B	-2.14975
ALOX15	1.515
CST1	-0.4505
NUPR1	3.5845
CCL7	-0.11225
SMCR5	-2.002
DSC2	0.838
RBMS2	-0.03475
GRIK4	0.71
TRIM65	-0.1192
TMPRSS6	-0.100857142857143
TP53INP2	-1.27975
GLB1L	0.2075
LOC388284	0.285666666666667
PUS1	-0.573142857142857
BCL9L	-0.211
OLFM1	-1.41466666666667
RET	2.574125
MASTL	-2.03816666666667
ALX3	-0.163
IL1RL1	0.321
ZNF765	-0.187
C14orf138	-0.392
SNX10	0.4735
TAC4	0.344
C1orf64	4.799
POGK	0.068375
MAPK9	-0.1455
ZNF366	1.79625
C8orf79	0.718
CLDN7	2.7865
OR5AT1	0.45
TRIM37	-1.05825
LRRC25	1.24325
GRHL2	3.9242
TEKT3	0.9335
LASS5	-0.339
ABCC4	-1.63408333333333
DLG3	0.905375
VGLL1	-0.16875
ZFP36L2	1.334
MFRP	0.0176666666666667
KIAA1799	1.2965
FLJ44379	-0.5905
PCNX	-0.31175
ANXA9	3.234
CYP4V2	1.4708
PIK3C2A	0.2365
SRR	1.4095
NOL3	-0.588
IFITM2	1.0035
ARNTL2	-2.35825
ZNF595	0.75075
NLRP13	1.581
ASPH	3.280125
CPA2	0.5225
PVRIG	-1.929
LEPR	-0.861166666666667
C16orf42	0.919666666666667
SH3BGRL	2.73025
FAM77D	-0.739166666666667
FNDC7	-0.234
C9orf6	0.086
NOTCH2NL	1.36983333333333
PGBD1	0.0323333333333333
SYNGR2	0.606166666666667
PITPNA	-0.8795
PRPF4B	-0.3931
SLC43A3	-1.88114285714286
NRBP1	-0.683
SLC25A22	0.201
ILK	-0.4255
SLC22A8	0.372833333333333
MRPS7	-0.167375
PITX2	1.5375
FABP3	1.691125
OR1L1	0.369
LOC728215	-1.190875
BLID	-1.6775
KIAA1217	3.33405882352941
TFPT	-0.4145
AP4B1	-1.00725
VBP1	-1.397
OR1K1	0.276
MORC3	0.3145
BHMT2	-0.602833333333333
C3orf10	0.7775
FZD7	-1.3995
WFDC10A	-0.3145
PMS2CL	-0.30975
CCDC32	-0.167
FA2H	-3.00225
ALG13	-0.3275
TTLL7	-1.2312
SPOCK3	0.268
SLC13A2	0.5775
AIM1	-1.021
GPRC6A	0.2675
EGR2	1.9605
MED11	0.5925
WWC1	2.871
SH3GL3	-3.734
RIF1	0.014
PRLH	-0.141
VLDLR	-1.846
DBT	0.6289375
C21orf63	1.84125
CGGBP1	0.21575
KRTAP12-2	-0.051
TADA3L	-0.417125
ZBTB16	3.69375
PDGFB	1.2235
RFX1	0.398375
UQCRB	0.8041
LOC133874	-0.1685
HPS3	-2.849
LGALS3BP	0.1443
DKFZP564O0823	0.802714285714286
MRFAP1L1	0.885875
HOXA10	-0.22
NGB	-0.303
KIF21A	-0.275230769230769
IFLTD1	-0.0915
LZTS1	-2.3005
ARHGEF3	0.76825
RHBDL3	-1.994
CSNK1G2	-0.0751666666666667
ChGn	-1.83
KIAA1244	2.791
GABRB2	0.0295
MGC72080	-1.758
CD27	2.90025
EGLN1	-1.6331
PEX13	0.45725
RWDD3	-0.13875
RNF12	-0.603833333333333
GRIN2B	-0.43
ADAMTS14	-0.787375
DYDC2	0.5815
ATP6AP1	0.8927
NR1H2	-0.183
PDK2	0.81625
C3orf17	-0.265
SLC38A2	0.442785714285714
SLC25A29	-0.524
C15orf29	0.549125
ADAM9	-0.232916666666667
TMUB2	0.4365
GPR176	-0.45175
AGK	-0.51075
MCCD1	4.0625
NDUFA4	-0.17
TMEM146	-0.4455
DUSP1	-0.441625
UNQ6975	0.637
EMX2OS	3.31325
INSM2	-0.118
LUZP4	0.19675
SETD6	-0.20375
P2RY2	2.498
SLC45A2	-1.9435
RABGAP1	0.817666666666667
UBXD5	-0.190875
GPRC5A	0.6444
PAK3	-0.757666666666667
LOC63920	-0.30925
TGFBR1	0.6474
KRTAP6-3	-0.188
SFMBT2	-0.0185
CDC42	0.088125
C11orf35	0.505
TTLL2	0.24425
UACA	0.488333333333333
CD97	-1.4888
SETD5	-0.46025
NINJ2	-0.73725
PTER	0.2045
POMGNT1	0.59825
KRTAP4-2	0.2005
ECGF1	1.631625
HRB	-0.322363636363636
ATP1B2	-0.2212
LOC400506	1.34575
COL4A3BP	0.86975
C6orf97	2.4285
GRHPR	0.5115
TAS2R1	-0.445
SEMA7A	-0.9955
EDF1	0.31425
ODF2L	0.5378
PCID2	-0.529833333333333
GTF2H4	-0.826166666666667
ZCCHC3	-0.310875
CGB2	-0.154333333333333
NEUROD1	0.47725
C20orf75	-0.087
RP5-1054A22.3	1.20416666666667
IFNA5	0.0505
ZNF134	-0.0744166666666667
MGC119295	-1.1281
ZSWIM6	0.99225
SMEK1	0.487666666666667
PCGF2	0.590875
C1orf102	2.19525
CYP2A13	0.3625
KCNH6	-1.0927
MDM1	0.2247
ALDH7A1	-0.419333333333333
C9orf75	0.3375
VDAC3	0.5235
OR51T1	0.095
EIF3F	-0.650333333333333
KCNJ10	-0.665375
LENG8	-0.0345
EDEM2	-0.542083333333333
CCNJL	-2.3615
DHX37	-0.742
CRYGN	0.054
AATF	-0.82475
ZNF630	0.289375
E2F5	1.093
WFDC13	-0.58775
FTSJ3	-0.778666666666667
C4orf33	-0.3495
LHFPL4	-2.7415
C19orf56	0.0843333333333333
SMAD4	0.436625
AFM	-0.0113333333333334
G0S2	-1.03775
FCHSD2	0.5611
RRP1B	-1.3068
EEF1B2	-0.9155
STAT6	0.952833333333333
ZNF195	-0.396
GNL1	-1.20633333333333
ZNRF2	1.027
PER3	-0.236125
ASB16	-0.05625
C10orf10	0.385714285714286
ADCY8	-2.135
C9orf58	-2.19983333333333
ARMC10	-0.4185
PSG1	-0.609
DHX34	0.1255
VARS2	-0.538
NFIC	1.3905
ITPR2	2.04525
AGXT2	0.244666666666667
OR6K3	-0.042
H2AFZ	-0.997666666666666
MLLT3	1.91508333333333
COX4I2	0.8145
CCNT2	0.223625
PLK4	-1.555375
NUMBL	-0.750666666666667
MED16	-0.20275
PLEKHQ1	0.07325
GOSR1	0.814111111111111
BTG4	-0.03525
RPL30	1.29216666666667
IGSF5	-0.4645
IGFL2	0.0558333333333333
ELMOD2	0.723166666666667
SHC3	-1.03783333333333
HAVCR1	0.0145
DYNC2H1	0.2735
RNF5	-0.304166666666667
C2orf7	-0.5725
NLF1	0.528
KLHL25	0.2415
LRP10	0.5988
KRI1	-0.10125
PUS7L	-0.677
MGMT	1.346
HOXD1	-0.0535
CSH1	0.1103
ATG16L2	-0.149
FLJ44635	0.888
CHODL	0.43225
EXOSC8	-1.4035
SLC28A1	-0.4915
MYO7B	-0.805166666666667
SEH1L	-0.4819
MTNR1A	0.4155
TSPAN5	2.08816666666667
CDC45L	-3.15133333333333
AMIGO1	0.9925
ATAD3A	-1.177
OSGIN2	1.88083333333333
PDIK1L	1.1105
DARC	1.843625
PIPSL	-0.1515
SHMT1	-0.594
CRISP3	-1.0685
POPDC2	2.484
ZRANB2	-0.347666666666667
FBXL8	0.02775
TRIP13	-1.48281818181818
EIF5AL1	-0.6855
POU5F1P3	-4.60583333333333
IL6	-3.05283333333333
CXorf38	-1.0415
IFNA16	0.2395
FBXL2	1.72916666666667
BRD1	0.544
STATH	0.22325
FBXO44	0.846
MCCC2	0.29775
CDC2	-1.7895
C5orf23	-2.1785
IVD	0.702
C10orf122	-0.70575
MSL3L1	-0.2421
MVP	0.95075
EPOR	-1.0273
ZMYM1	-0.262666666666667
BCL7C	0.728833333333333
PSTPIP2	0.6533
LYPD1	-2.6185
OR8G5	0.6475
ZP3	0.493666666666667
BCAS4	1.47808333333333
EDG6	1.145
ISY1	-0.18075
PRAMEF2	-0.307
CUL1	-0.209375
RNF213	0.2313
CCRK	0.78625
DHX9	-0.147
C13orf29	0.50125
NCKAP1	0.4475
MRPL43	0.655357142857143
XPR1	-0.40025
PKN2	0.6441
PODNL1	-0.412
ZNF333	0.62725
DALRD3	0.8625
OPN1SW	-0.3065
BTBD6	0.72625
C11orf82	-1.611
OR5P3	0.331
DUSP11	0.0345
L1CAM	-1.5643
NEK11	2.03866666666667
OR7E91P	1.5945
CNTN3	1.2735
CREB3L2	0.261
ZBTB37	0.3825
KIAA1324L	0.941
NDUFB10	0.993666666666667
NUDT2	-0.20125
GTPBP8	-0.54975
CACNA1D	2.954625
PRKAA2	0.554166666666667
PRDM8	-0.03
MGC16075	-1.04483333333333
KRT14	-2.023
PP8961	0.263
MRPL18	0.10325
ABCG2	-3.06825
PACRG	2.0215
BBS2	-0.00725
KREMEN2	-1.735
FBXO21	0.51125
HNRPUL1	-0.0925833333333333
GRB10	1.57675
CLSTN1	0.79125
LMAN2	-0.3484
C17orf61	-0.1215
NIPSNAP3A	0.52525
INSIG2	-1.48633333333333
PCDHB7	-0.9625
STXBP2	0.375125
CMAH	0.271583333333333
SEMA5B	-1.3355
ZNF155	-0.0943333333333333
COQ6	0.264
PRPF4	-0.3765
TSPAN15	2.8082
VN1R5	0.19
LATS2	0.53975
SELK	0.46375
PGK2	-0.133
MS4A1	-0.636875
TYW3	0.2639
KRTAP5-1	0.322
RCCD1	-1.58033333333333
BTN1A1	0.5125
DDX28	-0.72075
TMEM65	-0.131375
LOC92345	0.26175
TTC31	-0.0595
WDR46	-1.06133333333333
CHP2	-0.866833333333333
LSP1	0.1485
ZNF542	0.475
EXOSC1	-0.6455
ARHGAP18	-0.167666666666667
LRRTM4	-0.583
MAOB	4.16266666666667
CACNB4	-0.053
MGC33846	-0.335
RANBP3L	2.367375
ATP5L	0.203625
ONECUT1	-2.952
NUDT9	0.3435
TMEM149	-0.067
STX17	0.067
IGSF10	-4.71675
TMPRSS9	0.0515
BMPR2	1.02908333333333
ALLC	-0.176
KLF7	0.663
GCC1	0.5163
TIMM9	-0.66925
CDO1	-0.088
MGC10701	-0.336
IFI6	0.394833333333333
FRMD8	0.89825
MGAT2	-0.60975
WBP5	-0.571833333333333
CNIH2	-0.00524999999999998
KIAA0907	-1.1443
KCNH8	-0.125
CTSG	0.6345
GRIK1	-0.3655
CUL5	1.0695
FRMD1	0.155
OR9A4	0.4735
SYT6	-1.31725
FOXD4L2	1.13625
ANAPC2	-0.461833333333333
OPN5	-0.18
TAF13	-0.36575
LYG2	-0.5795
GGNBP1	-0.336
C11orf40	0.228
OTX2	-1.0855
REG4	-0.468333333333333
EIF5	0.0954375
PALB2	-0.0885
SEPSECS	0.2087
RNASE3	-0.251
TRIM49	-0.454
POLR2K	1.7274
GPR42	0.1865
C8B	-2.03575
SASS6	0.21525
PREB	-0.608
OR3A3	-0.0555
TUBA8	1.000125
IGLV2-14	-1.87775
STIL	-1.82325
ANKFN1	-0.807833333333333
NME7	-0.33275
HOXC12	-1.4695
UBE2C	-1.430375
FHOD1	-1.385125
CDK2AP1	-0.23275
OR6K2	0.166
DHPS	-0.11475
RPL5	-0.843833333333333
TRGV5	0.162
LOC541472	-0.171125
HCCS	-0.8964
DENND1B	3.17
LHX3	-0.0385
OR5D16	0.3515
CXorf57	-0.5975
IRF2BP1	0.55075
NDST2	0.545166666666667
LCE3D	0.042
BOLL	0.892
SYT3	-1.6355
PIH1D2	0.4135
C20orf7	-0.880166666666667
IL1R2	-0.0236666666666667
SLAMF9	-0.5375
PPME1	0.1555
PIK3CA	0.6135
TRAPPC1	-0.24925
COLEC10	-0.49025
SLC9A6	-1.9765
PDDC1	0.200583333333333
CCDC53	0.27875
GK3P	-0.5995
DAZL	-0.246
BRI3	-0.19225
SDK1	0.413375
CYP2C18	0.10975
IFI44L	1.94825
RPL3L	4.7935
FUT9	3.4835
KIFC2	0.582
PMP2	-0.372625
SLC4A9	0.059
PLAG1	-1.3575
MYCBP2	0.325666666666667
OR4E2	0.135
CCDC65	1.016
C16orf82	-0.21175
ENTPD4	-1.04325
BRP44L	-0.01225
PMP22CD	0.0205
TMCO4	2.11583333333333
KCNN1	-0.951333333333333
WDR35	0.35625
CCDC80	0.9795
C3orf31	-0.99975
SLC7A9	-0.11475
TMEM190	-1.34925
DBC1	-2.103
FADS3	-1.96633333333333
PDZD8	0.177333333333333
GRM5	0.312625
AZGP1	4.104
PEX3	0.148
MED1	0.217357142857143
ATG4C	-0.9505
HNRPH3	-0.7045
FAM109B	1.88175
C4orf17	0.0345
CA10	0.26025
OPRD1	-0.0675
CCL16	-1.244
SACM1L	-0.53575
CST6	4.4155
CD63	0.216125
LGI1	-0.12325
ZNF784	0.363
CRYBB1	-1.5845
CX3CL1	-0.6956
TOP2A	-1.834375
GYPB	-3.28883333333333
GADD45GIP1	-0.535
FEN1	-1.566375
IGF1R	1.4868125
WDR72	-2.30016666666667
PURG	-0.5895
DEFB126	0.1715
PKD1L1	0.5435
CAV1	-2.3559
GNPDA2	0.2752
DGAT2	-2.69225
NLGN1	-4.22175
STRBP	0.472
HPRT1	-1.03466666666667
FANCI	-2.067375
PSMA7	-0.119375
DBF4B	-0.946833333333333
TTF1	-0.5285
RAD54L	-2.24375
ELOF1	-0.58975
PLAGL2	-0.228875
ZNF256	-0.89075
HMGCL	0.9155
MSI2	0.899333333333333
RPESP	-3.55383333333333
C11orf60	1.35025
