Hybridization REF	TCGA-AN-A0AS-01A-11R-A00Z-07
VPS25	-0.4195
CHRNB2	-0.327375
COL7A1	-2.2049
LRRC48	0.533333333333333
SPG20	0.115833333333333
COX10	-0.26375
GCA	0.4415
ECEL1	0.6725
GLG1	0.133166666666667
SRD5A2L2	0.00200000000000002
MUTYH	-0.8125
ZNF70	0.8225
L2HGDH	-1.5365
GPATCH2	0.2935
ZNF655	-0.357125
ZNF227	-0.285666666666667
MCOLN2	0.00483333333333334
NQO2	-0.08825
KCNQ5	0.0485
NEU1	1.31916666666667
QRICH1	0.238
ZBTB20	0.281333333333333
RPUSD3	-0.20975
EPGN	-1.174
TSN	0.0870833333333333
SPRY2	-1.68516666666667
LZTFL1	1.08725
GMFB	-0.124125
PBEF1	-0.8316
HBG2	-2.78325
TMEM8	1.2155
PALM2-AKAP2	-0.421333333333333
NFYA	0.31025
FAM108A1	0.425
PBLD	0.764875
NRG4	-2.63175
PIGF	-2.10525
PTGER1	-0.5325
NOS2A	0.554333333333333
C21orf34	-0.799333333333333
C21orf51	-0.58675
IL17C	0.634
TRMT6	0.0855
ETV2	0.379833333333333
CCDC109A	-0.0765
MYLK2	-1.351
ATP10A	3.484
DPH4	-0.3715
C5orf5	-0.568166666666667
KCNA4	-0.0232
NMNAT2	-2.05483333333333
GLYATL2	-0.2465
LSMD1	-0.75225
IL23R	-2.294
NRF1	-0.20225
MUC15	-2.16933333333333
PRDM12	-2.1095
PAQR4	0.568285714285714
RBBP6	-0.8165625
IFI27	3.6395
SKAP2	-0.270833333333333
TAGAP	1.217625
TJP3	2.433
C9orf61	0.5215
IDS	0.700928571428571
PARG	0.077
LOC131149	0.0765
DYRK4	-0.0286666666666667
MICALL1	0.206
GALR2	-0.0265
GPBP1L1	0.202875
TBX21	2.0345
KCNJ6	0.225666666666667
GGN	0.66825
CASP5	0.1595
RNF182	-3.954
BRD4	0.66675
DOK4	-0.178
SLC46A2	2.6745
SOX9	1.9075
ZNRD1	-0.870166666666667
PRR6	-2.532
FAU	0.387625
DTNB	0.644833333333333
CARD9	0.338
STS-1	-0.808833333333333
SLC4A5	0.08525
NSBP1	-1.5675
UGCGL2	-0.716083333333333
POTE15	-1.7885
NOXA1	0.299
RP13-347D8.3	1.34
SAMD10	-0.163
EP400NL	-1.75025
TCF21	-0.10175
AMELX	0.3965
JPH2	1.0535
SLA	2.530125
DLST	-0.988666666666667
SEPT12	-0.4125
RGS20	-3.5735
LXN	0.117166666666667
ZNF419	0.6245
UPK3B	-0.0601666666666666
RELL1	-0.089
ESPNL	1.0175
KLHL21	0.783
PI15	-0.6075
C2orf61	-0.7365
LOC407835	0.216833333333333
RER1	0.349666666666667
ELAVL2	0.3595
MGC26718	-2.5295
KLF2	1.5755
TNFAIP8L3	0.988166666666667
TFE3	1.245
C11orf17	-0.741625
15E1.2	-1.287
SNRPC	-1.34025
DLGAP1	-0.85175
PGLYRP1	0.34725
OVCH2	0.7005
IRF7	1.8939
SET	-0.4267
NAB2	0.616166666666667
LRP5L	-0.2825
FAM120A	0.346125
ASCL2	-0.562333333333333
SHH	-0.07
ATP5H	-0.998
THPO	0.964833333333333
TYRP1	-3.50883333333333
HIST1H3E	-0.806333333333333
EIF2S1	-0.610166666666667
TNFRSF17	-3.67716666666667
TARSL2	0.42675
NKX2-8	0.633875
C1orf115	2.35475
LOC56964	0.765
KIAA0841	-1.77
ISCU	-0.696
TTMA	0.1995
ZNF414	0.348
LOC441150	0.466
RAB15	-0.61575
HBP1	0.640666666666667
TNNT2	-1.36516666666667
CECR5	-0.612
PHGDH	-3.901625
JRK	0.3946
XPO4	-0.732
FAM131C	1.13
ARHGAP25	0.746333333333333
CA9	-2.127
GPR62	0.460666666666667
TLX1	1.86366666666667
GPS1	-0.23375
OR2M2	-0.232
BDP1	-0.454785714285714
FAM70B	0.90675
RPS29	0.27675
MKLN1	-0.8496
TSPAN19	-2.77666666666667
SLC29A3	1.1639
LGALS4	-0.203166666666667
USH2A	-0.324
NF1	-0.292666666666667
APOBEC3A	0.737333333333333
IMPAD1	1.72033333333333
OLR1	3.40916666666667
NRAP	-0.292
HCFC1R1	1.23383333333333
TAOK2	-0.0731666666666667
MCM10	-2.627
MAP4K3	-0.199583333333333
CBS	-2.445125
CLK3	0.1856
PCDHGA5	-0.527
ELF4	0.761375
FAM71A	-0.115
C11orf49	-0.365
CLIP2	-0.17025
BTBD9	0.7924
ZNF524	2.05725
KDELR1	0.947666666666667
ZNF509	0.098
NCSTN	0.8225
ZNF533	-0.944785714285715
PARP4	-0.748875
GALNT9	-0.0216666666666667
NPY	-2.68125
BEGAIN	0.945166666666667
TMEM77	1.19116666666667
FOXRED1	-0.948666666666667
SLC16A2	-0.187833333333333
SLC35B1	-0.332
GK5	-0.342333333333333
SDCCAG10	-1.02325
C4orf20	-0.3785
SLC9A2	0.0715
ADD1	-0.118857142857143
TAL2	-0.396666666666667
ACLY	-0.878625
DNAJC1	0.912
SOST	-1.25475
USP43	1.02566666666667
CYP4F12	-1.81875
FKBP5	-1.121875
CHCHD5	0.118
NUDT22	0.35925
CCDC85B	0.19375
OR51G2	0.7015
STRN3	0.151071428571429
TMOD2	1.03525
FLI1	0.017
MAB21L2	-0.835666666666667
DGKQ	0.59125
VPRBP	0.238166666666667
SCNN1B	0.4908
ECHDC3	2.5256
TMEM106C	-1.417
CSNK2A2	-0.3715
RPL39	0.5565
HERC3	-0.0597
ZBTB47	0.857333333333333
ZNF681	-1.815
PAGE2	-2.974
CLIC5	4.993
RABAC1	1.76525
ZFHX2	0.47725
YPEL1	0.360166666666667
KIAA0776	0.61675
NR1D2	0.188
DNAJC4	0.96525
NPNT	3.2999
ZNF677	-0.419
ZNF536	-0.81025
MEF2B	0.245083333333333
PTPN4	-0.87575
CTCFL	-5.5485
STX5	1.26383333333333
CD72	2.89625
VEGFA	0.625842105263158
XRCC1	-0.8171
MAS1L	0.978
ELL	0.4385
SETBP1	1.8555
CDH11	3.712
NDC80	-2.04307692307692
DMBX1	-2.883
NRSN1	0.621833333333333
BAT2D1	-0.0325
CDS2	1.24183333333333
C1orf212	-0.212833333333333
SENP3	-0.772375
IL1F9	-0.5215
EEF2K	1.34
COG8	0.674
CEP72	-1.4995
OR1L8	0.141
MUS81	-0.263
PHYH	1.091125
GGT6	1.71666666666667
C22orf23	-0.758833333333333
C13orf33	3.42275
MAPK8IP2	2.74625
NELL2	3.811
POU3F2	-3.12333333333333
ALPK1	1.94675
MRPS18C	-0.99025
RPLP2	0.454125
FGF22	-0.17
SPNS1	0.296333333333333
ZFP1	-0.81875
IL1RAPL1	-1.50275
PCSK9	-2.3465
NKX2-1	0.169785714285714
C6orf189	-0.2255
SP4	-0.5775
SLC11A1	3.5688
C21orf25	0.7925
ICAM2	-0.3855
SH3GL1	-0.292833333333333
GSK3B	-0.0103333333333333
RALB	0.6065
PDXP	-1.09216666666667
GNGT1	-2.90542857142857
KIR2DL1	0.677
TNFAIP3	-0.320333333333333
C6orf32	1.3023
CBLN2	1.308
PANK3	0.3035
TAAR9	0.7345
WDR82	0.190142857142857
APOM	-3.525875
TRIP10	0.66375
SPATA16	-0.128333333333333
C1orf135	-2.6355
USP51	-0.882
TESK1	1.6005
C11orf64	0.196
ZNF611	-0.472
PDE6G	0.129666666666667
HLA-DQA1	1.84125
GCLC	-0.171
SEC61A1	0.925857142857143
TWSG1	0.62725
ZMYND10	1.92125
CTDP1	0.946125
ADAMTS6	0.0661666666666667
SLIT1	-1.27275
KRT86	-0.455
KIAA0574	1.9195
GTPBP2	-0.4952
PQLC3	0.8445
PRRX2	1.004
C15orf44	0.0433333333333333
MKKS	-0.22925
C11orf10	-0.28875
GPR110	-0.308125
CD109	0.148583333333333
ADCY1	0.126666666666667
RHBG	-3.2005
TP53I3	-0.12175
SLC22A3	-0.8036
UCP2	1.233
FOXG1	-2.1635
OR2AG1	0.5195
TRIM24	-0.605
PROC	-2.901375
TAAR6	0.27425
AMTN	-1.119
C10orf47	1.15333333333333
DEPDC1	-2.38325
FLJ45557	1.40275
ZDHHC17	-0.8038125
KIAA1429	0.436
KCNH1	0.471
VNN3	1.55325
PSMAL	1.67475
PPARD	0.42875
HFM1	-2.03425
YBX1	-1.84816666666667
ZNF695	-2.9785
SCTR	0.448166666666667
DCDC1	0.00399999999999998
VPS26B	0.3458
MTF2	-0.6975
ATP6V1F	-0.342
CCDC94	-0.1505
PERF15	0.634
CCL11	2.536
LMO7	-0.54625
DCST1	0.219
ADRBK1	0.698125
CDRT4	-0.229375
ZNF84	-0.9845
HOXD8	1.83975
STARD8	-0.1485
FOXP2	-0.714375
CCDC103	0.7575
POLR3A	0.0419
GSC	-0.548
ZNF114	-3.0575
HTR7P	0.8445
LALBA	0.556
RMND5A	0.6625
PSCD2	1.4235
ZNF409	-0.0795
KRTAP1-3	0.1425
MAF1	0.54225
LOC201725	-1.39466666666667
NRN1	-0.46625
SPAG5	-3.13566666666667
DNAH7	-0.130666666666667
FLJ43860	0.1765
BRCA2	-1.776
ACADM	-0.9985
CXXC6	-3.0805
RAGE	-0.6185
CHMP2A	-0.132
FAM8A1	0.2788
GPR21	0.3415
SLC12A3	-2.75983333333333
FVT1	1.15557142857143
ZDHHC7	0.835375
FLJ44048	0.483
SLC44A3	0.900833333333333
SDSL	0.3135
MMP8	-0.313
PLA2G12B	-3.32816666666667
ACY1	-0.13175
MT1E	0.0525
OR4K15	0.1005
TECTB	-0.2485
GPR20	0.315875
IRAK2	0.0315
RFPL3	-0.212375
MYO9A	0.14275
NARG1L	-0.28875
BLMH	-1.185125
CCDC3	2.48483333333333
C9orf21	-0.085
KIAA0513	1.90283333333333
MIER2	-0.272
PNMA2	-1.08816666666667
SH3BP2	0.8536
ANXA10	-2.03325
RTN2	0.202666666666667
TFB1M	-1.8565
PRPH2	2.72225
C14orf133	1.4205
GOLGB1	1.15
IRX4	2.757875
NFKBIL1	0.730333333333333
C10orf62	0.003
APBB3	-0.438
RPS10	0.6756
LOC728378	-0.3785
TLE3	1.16033333333333
PSMB7	-1.003125
MESDC1	1.2385
SLC6A1	1.20966666666667
OCLN	2.07208333333333
PTTG3	-2.63766666666667
NAGLU	-0.05575
SERTAD4	1.624625
SPRY1	0.227
FLJ10781	0.153333333333333
MYSM1	-0.89025
TRIM4	0.428642857142857
SH3YL1	0.581
TREM2	4.71416666666667
SERPINI1	-0.195
HDHD3	0.656625
TMEM38A	0.01625
EID2B	-2.12975
TDRD3	1.26583333333333
SEDLP	0.36275
THSD7A	0.0696666666666667
NDST3	-2.2505
KLHL15	-0.617166666666667
DHRS12	1.233
FBXO9	0.0152142857142857
TNPO1	-0.859833333333333
MRPL13	-0.0736666666666667
SNX5	-0.0428333333333334
METTL6	-0.2065
SOD1	0.172125
CHML	-1.19733333333333
PACS1	0.879875
SIRT5	-0.7923
CAPN2	1.3435
FXYD5	0.883166666666667
TWISTNB	-0.276125
LRFN1	1.267
UBE1L	1.201
UBE1C	0.193
OR51B2	-0.10575
OR4D11	0.665
C15orf2	-0.2235
NR4A1	-0.440333333333333
LOC339047	-1.77825
TRIM17	0.780125
ATP5G3	-0.8325
RPL15	-0.0759166666666667
ADAMTS8	-0.888
HOXC4	-0.3935
C14orf37	2.6235
CEACAM5	-0.155375
MYT1L	-0.213
RASA2	-0.1815
OSBPL7	-0.8455
STAG1	-0.163
GIMAP4	3.885
FUT3	2.234
PIF1	-2.575375
LPIN2	-0.2297
SH3PX3	1.419
PDP2	-1.0855
PAPD1	-0.322375
ERP27	3.754
APOOL	-0.1905
DIABLO	-0.319
TRHR	0.590125
ARMC9	-0.3735
RNF152	3.7275
SLITRK3	-0.182833333333333
ZNF211	0.5016
PFDN1	-0.220125
RGS11	0.893125
HS6ST1	0.9575
AKR1D1	-2.527
TNP2	0.0891666666666667
STK31	-0.360166666666667
EML4	-1.03383333333333
SGTA	-0.385833333333333
HIST1H2BI	0.390333333333333
PSMD6	-1.6815
KIAA1257	-1.01225
C18orf55	-0.691
FLJ20273	3.107875
RPL28	0.515833333333333
EPYC	3.2665
NOX3	-0.147
ELAC1	-0.416333333333333
METT11D1	-0.692
BIN2	0.0318333333333333
NACA2	0.6275
CCDC17	-0.83275
HM13	0.3392
UBOX5	-0.015
UBE2O	-0.46925
UBL5	-0.958
APOLD1	0.68625
C9orf31	0.5765
TNFSF8	0.2045
ARHGAP29	2.576625
PROKR2	0.31
PDE5A	-0.623166666666667
C6orf12	-0.9885
TOM1L1	-1.128
WHDC1	0.130875
FOXI1	0.8535
RAB4A	0.3318
TMEM39B	-0.2255
ATPBD1C	-1.27675
FARSA	-0.459833333333333
PLEKHG5	0.5345
CMAS	-1.12016666666667
OR7E24	-0.39
SLC30A1	-0.0285
CDC42EP5	1.39766666666667
PLAC1	-0.45225
KLHL18	-0.07675
LBA1	0.4604
TAZ	-0.156
CRIP2	2.965125
BTBD11	-1.37133333333333
C16orf72	1.01025
DIO2	1.3213
LRRCC1	0.389
CCDC136	-2.177
PRX	-0.024
RBM5	0.0355
TMEM85	-0.314875
TUBGCP4	-1.53266666666667
APLN	3.492625
CDK7	-0.714833333333333
SSR2	1.59883333333333
CRELD1	0.079
C19orf46	2.09125
GAL3ST4	0.902166666666667
KBTBD10	-0.45725
IL28A	0.13875
WDR27	-1.212
MCM2	-1.93316666666667
SOX14	0.903
FLJ39743	0.5955
KIAA0922	-0.885
HIPK4	0.2505
FLJ25758	-0.53
C16orf57	-0.428083333333333
PDZD2	0.641875
MCC	0.2485
HHLA3	-0.4048
ID2	-0.7725
C20orf23	1.48275
ZNF688	0.64275
APOC2	-1.29216666666667
LOC440093	-0.86725
FAM50B	2.10433333333333
PWP1	-0.805
DNAH10	-0.4735
HIST1H2BA	0.41025
GPR56	0.7635
METAP2	-1.2735
PAN3	1.30166666666667
STXBP4	-1.136375
PDHX	0.276
MTA1	0.807416666666667
ZBED4	0.297625
ZNF720	-1.23975
CDK2	-1.761625
RHOJ	0.4195
CDC37	0.01
ZER1	0.795875
GRK4	-1.198
PRPH	0.1125
POLR2A	0.45925
OGFOD1	-1.19875
NOL5A	-0.6215
PHEX	2.58
FLJ16478	-0.229
C20orf117	-0.96375
CAMTA2	0.0105
C11orf74	0.2675
DDX17	-0.04775
C5orf27	1.39575
PLEKHA2	-1.356
PDE4DIP	-0.0176
SCN7A	0.42025
ZNF559	-0.495166666666667
CXCL10	3.5765
ZMYM4	-0.313166666666667
STK32B	-0.515333333333333
KIAA0888	-0.9768
TACR3	0.523
CKAP2L	-1.2025
KIF1A	1.68183333333333
RSPRY1	0.56675
VCAN	2.3325
CYP27C1	0.132
SYDE1	-0.570666666666667
MED12L	-0.788
ZDHHC21	1.392875
NHS	0.425
TM9SF3	1.17466666666667
DDHD1	-0.8475
MAFG	0.0278333333333333
BICD2	0.1659
C14orf119	-0.4458
C14orf43	0.233571428571429
CDH7	-1.057
ALKBH5	-0.246428571428571
JUP	1.133625
TMEM41A	0.419166666666667
MAMDC4	-0.951333333333333
CBX3	-0.504625
LRRC18	0.2005
RBMXL2	-0.219
PLA2G4D	0.7005
FGF13	-0.371125
KIF3A	-0.520166666666667
PDIA6	-0.3515
DCXR	0.177
CASKIN2	0.134666666666667
EHD1	1.98666666666667
MARCKSL1	0.409
ZNF496	0.323333333333333
SCAF1	0.401833333333333
KCTD8	-0.60975
TRAF3IP3	0.389071428571429
LSR	1.87775
CXorf1	0.047
C14orf112	-0.0621666666666667
EIF2B1	-0.75675
OMP	0.8605
GSTZ1	0.22375
LOC92017	0.5345
ISLR2	0.08
C12orf36	0.442
GATA2	-0.754666666666667
GABRA5	-1.321
CELSR2	-0.586571428571429
STAM2	0.4203
TNAP	-0.506
PTPMT1	-0.5405
GRP	7.70275
SV2A	-1.02516666666667
MAGEA12	-3.8735
CACNG1	1.436
C18orf19	-0.60875
GSG1	-0.25
PTPRJ	0.0414285714285714
FRMPD1	0.1095
ZNF668	1.088
PLEKHJ1	-0.563
ADAT1	-1.2534
TMEM50A	0.5269
UCN3	0.464
HOOK1	0.780375
IL17B	-0.9925
MLKL	-0.773333333333333
TTC14	-0.818666666666667
KLHL5	-0.75975
CRYL1	0.818666666666667
FOXH1	0.53
NFYB	-0.1555
PPM1G	-0.88625
GOLGA2LY1	-0.5365
NMT1	-0.639875
HADHA	-0.6147
CHSY-2	2.73825
PLEKHF1	2.0285
SAGE1	-2.2195
MUSTN1	0.34725
SUHW4	0.607
TFEB	1.63566666666667
ZFYVE27	-0.6475
ATG12	-0.448
BMI1	0.358428571428571
ZIM3	-0.84575
MYH4	-0.1515
MASP1	-1.18325
KIAA0984	0.35475
RPAP2	-0.50625
ASB5	0.15725
BOLA3	-1.54633333333333
MIA3	1.1365
KRT35	0.3665
KIR3DL3	-0.3735
MRPL51	-0.77175
SEMA3F	1.99983333333333
NDUFB2	0.0498333333333333
LOC253012	-1.75825
FAM46C	-0.4687
G6PC	-1.902
CSAG3A	-4.59216666666667
PREX1	1.4485
SLC25A45	-0.044125
MAPKBP1	0.6209
CPE	1.0583
GNB1	0.044125
CXCR6	0.353
TRIM46	0.3895
C16orf3	0.359666666666667
HPSE	1.4355
TIGD3	0.009
SPG3A	2.0715
LCAT	-1.18366666666667
ST6GAL1	-0.135833333333333
POMC	0.39375
FLJ36031	-0.492
NSMAF	-0.127333333333333
SKIL	0.74
ADSS	0.191666666666667
HMGCS1	-1.3736
POLR3F	0.221833333333333
RAB10	-0.156375
ZNF277P	-1.605875
ZBTB7B	2.04275
DHRS1	0.694
ABCC13	1.681125
CNOT3	0.5995
NFKBIA	1.28225
GAK	-0.108
SFT2D2	1.45333333333333
HOXA6	0.3255
CRTC1	0.36775
LY6D	-0.730333333333333
C20orf72	-1.08283333333333
CPT1A	0.69275
LMO1	-1.2965
EIF3I	-0.4775
PRB4	0.10025
MCM3APAS	-1.35
C20orf132	-0.7908
FOXF2	-1.7735
S100A12	-0.06075
MLH1	-0.541166666666667
ACTN1	1.3615
MRPL36	-0.348666666666667
C20orf106	-0.48125
FBXO6	0.736166666666667
MKS1	-0.4995
CX3CR1	-3.221
PDE1B	1.8405
PLP1	-3.53725
KISS1	0.219166666666667
C14orf2	0.320833333333333
TBC1D3P2	-1.63825
COMMD6	1.1353
ANKRD7	-1.6825
PTCHD1	-2.0455
NARS2	0.10875
DOCK7	-0.82375
FAM127B	-0.201
LOC390243	0.1895
N6AMT2	0.67075
ZNF391	-1.609
DNAJB14	-0.197666666666667
WRB	-0.56
BPI	0.0685833333333333
TTC4	-0.291833333333333
FAM10A5	-0.196
GOT1L1	0.41
MAGED1	0.414875
RESP18	-0.47275
WFDC6	-0.17475
MT2A	-1.339
C11orf56	0.3565
KIAA1432	0.3575
ROR1	-0.194875
HSD17B14	2.38316666666667
ZFAND2B	0.65625
SAMD4B	0.6705
HEXA	-0.127125
HNRNPU	-0.186181818181818
USP39	-0.677625
NRD1	-0.483
R3HDML	0.10625
FLT4	0.624333333333333
OMG	-0.4175
OR52N4	0.688
LOC399818	0.44775
ELA2	-1.76375
VENTXP1	-0.32
RFC5	-2.442
OR52L1	0.1455
PAX5	0.5915
FBXO2	0.60075
GMEB1	0.8775
AKT3	0.254166666666667
CRB1	-1.09266666666667
CTTN	1.22616666666667
UTP15	-0.7185
HSBP1	-0.317083333333333
PHF11	1.42575
NDEL1	0.231
USP8	-0.21625
BAIAP2	0.62475
SI	0.491
ARSJ	-1.87083333333333
BAAT	-2.51675
KCNS3	3.62066666666667
LOC126147	-0.000333333333333352
TMEM37	0.55525
C1orf162	3.86
MBD1	0.3738
ITGAL	0.0403333333333333
WDR73	-0.548833333333333
GKN2	0.735833333333333
ARFGAP1	0.057125
SLC5A8	-0.718833333333333
ZBTB40	0.4493
CYP4B1	6.01233333333333
LYPLAL1	-0.5365
CHST3	0.437
MAP3K9	0.8825
BTAF1	-1.303
TFAP2E	0.794
RBM35B	0.15825
LOC441251	-0.389333333333333
ANKRD25	-0.797055555555556
UQCRC2	-0.39
MAEA	-0.50425
HYAL1	-2.7381
RNPEPL1	1.06466666666667
CPSF2	0.02525
PSD3	-1.007
ABCA13	-0.27075
AGR2	3.239875
GBX1	-0.8445
HDLBP	1.70021428571429
ACY3	-0.721
HECW1	-0.55275
ZNF519	-1.0755
HOPX	2.455625
ZNF304	1.05925
OR12D3	0.27
FKSG43	0.4415
METTL1	0.999
MFSD3	1.1381
PSPH	-0.832
CLCA3	-0.0765
DARS2	-2.10616666666667
CDC25A	-1.4755
BAIAP2L1	0.84
B3GNT5	-0.82825
USP29	0.271
ARHGEF10L	0.4028
ATOX1	-0.8115
ADAM30	0.40025
DNASE1	-0.7725
STT3A	0.42425
RAB6IP1	0.1215
PTN	-0.0397
C1orf106	1.41915384615385
HECA	1.354
RNF122	0.8575
SLC22A18AS	0.752333333333333
GNG8	0.750166666666667
ELP4	-0.4435
FAM65A	0.255833333333333
RPL10A	0.0786666666666667
IRS4	0.3565
MACF1	1.2304
SEC24D	1.2345
LOC374395	1.00625
TGFB2	1.0925
MDFIC	0.699625
CHRNE	1.03333333333333
PCMTD2	-1.1855
ATP6V0D1	0.662833333333333
MTA2	0.252
LZTR1	-0.41
RAP1A	0.356166666666667
AXIN1	0.494
POLR1C	-0.2185
TRIO	0.345333333333333
PLXNA4A	-0.632916666666667
C5orf33	-0.752
DEPDC1B	-3.679
ZNF473	-0.316
MTM1	0.876
GPR107	0.727333333333333
CSNK1A1L	-0.026
FLJ14154	0.412
NLRC4	4.30875
ENPP4	1.66983333333333
PADI3	-0.4715
RNF170	-0.9745
CG018	0.738333333333333
C16orf7	0.7635
KCNE1	0.1505
NRM	-0.906666666666667
SLC37A3	0.748285714285714
TPD52L2	-0.379833333333333
UNC5B	3.68925
C12orf12	-0.024
SDHB	-0.855
CLRN1	0.525375
NUDT10	-0.135166666666667
UGT3A1	0.50975
FBXW8	0.419
RHOF	-0.717125
PTPLAD1	-0.941125
MYO3B	-0.578
DERA	-1.713
TPP2	-0.632
C19orf53	-0.270666666666667
GINS3	-1.571375
ST6GALNAC5	0.741
CHSY1	0.0885
MGC15705	0.174
GPR83	-0.0205
EXT2	0.173875
DOLK	0.656
TUBAL3	-1.613
ACVRL1	2.7285
ABL2	0.0118333333333333
C14orf156	-0.385166666666667
PTPRZ1	-3.93525
DIP2C	1.23375
LAMP1	1.68825
RXRA	0.8489
MAP3K5	1.54975
ALKBH1	0.892
PDLIM7	0.613375
ARL14	-2.203
SNIP1	-0.239166666666667
TIMP3	2.6215
RGS3	0.704666666666667
SPAG16	-0.5245
ABHD4	0.504
ARHGEF12	0.372083333333333
GLUD2	-0.627
RAC2	-0.4478
UAP1L1	-0.1545
SLC18A3	0.254
YOD1	-0.185833333333333
RALY	0.036
HMOX2	0.597125
DGKH	0.21775
DBNDD2	1.70683333333333
YIPF4	0.3045
THAP10	-1.38275
ZNF513	0.741
HAGHL	0.678333333333333
ITGB4	0.881166666666667
CCDC141	-1.586
YTHDF3	1.49225
C5orf28	-0.2725
RPL7L1	-0.479125
TMEM30B	1.24707142857143
ANKRD35	2.017
DUOXA2	-0.063
TBC1D5	-0.7765
DFNB59	-1.1955
HRH4	0.56075
MYO6	1.3761
DNAJA4	2.223625
RBM24	-1.896125
CEACAM20	-0.07
RBM23	-0.330714285714286
NGFB	-0.499
C1orf63	-1.5447
KRTAP7-1	0.019
PERLD1	0.81725
NPB	0.178
C17orf59	1.085
HSPBAP1	-0.266
SLC15A4	0.569375
PRTFDC1	-1.30525
OSMR	0.902785714285714
CYSLTR2	0.37
C19orf25	0.1353
KIAA1797	0.3845
NLRP6	0.127
FAM105B	0.0933
SCRN2	0.167166666666667
LRRC58	-0.5946
RNF17	0.23975
NEIL3	-3.261
FAM137A	-2.1685
SKP2	-2.41775
PARVA	1.44625
PKLR	-1.5335
RNF34	-0.286125
A3GALT2	0.334
C12orf50	0.336166666666667
SUNC1	-1.87225
FAM102B	-1.258
CCT2	0.21175
LRRC37A2	-1.54
ARF4	1.611
SIKE	-0.379625
C8orf48	0.464333333333333
MBTPS1	0.0767857142857143
GPSN2	-0.6755
NCF2	4.552
SLC12A6	0.181333333333333
MRPL48	0.14025
HMGN3	-1.95166666666667
LRRC62	-1.2015
PAX9	-0.23975
FAM55A	0.607
C20orf42	-4.07866666666667
SCML2	-1.72
BCL9	-0.00125
FAM40A	-0.1315
C9orf41	-0.434333333333333
ZNF774	-0.3165
LETM1	-1.68675
PLXNB1	0.663166666666667
NIPSNAP1	-0.28975
USP10	-0.73875
F9	0.993
LIPE	-0.4145
CNGB3	0.00650000000000001
C12orf52	0.030375
PI4K2A	0.821375
MED8	0.46275
STAT4	0.0164
FGD4	1.04066666666667
RNF145	-1.11933333333333
WDR32	0.5657
CLDN2	0.236
TCEAL8	0.9685
ZMYND8	-1.4244
PDXK	0.613
GATAD2A	0.068
PTGES3	-0.1415
CCM2	0.64475
TAP1	1.01825
ZNF670	-0.82525
ETS2	0.0883571428571428
C6orf166	0.1955
PRMT2	0.346285714285714
OR4B1	0.6395
INTS8	-0.202
CCDC102A	0.4185
CCDC83	-1.72583333333333
ITGA1	-0.0524
EPHA5	-2.134
FAM24B	-0.267
TSGA10	-0.65875
HAL	-2.12983333333333
MYOT	0.4025
SPACA3	1.157
BCL2L2	-0.0673333333333333
CUGBP2	1.09516666666667
CCNB3	-0.54975
RNF113B	0.2595
MERTK	1.85275
BAG1	0.721
VPS36	0.28525
ORMDL3	0.0858
C1orf190	1.37125
ZNF625	-0.872
CORO2B	-1.772
ALOX15	-0.8205
CST1	1.121
NUPR1	3.181
CCL7	3.083
SMCR5	-2.6945
DSC2	1.104
RBMS2	0.731
GRIK4	1.1025
TRIM65	0.067
TMPRSS6	2.0205
TP53INP2	0.36025
GLB1L	0.345666666666667
LOC388284	0.577833333333333
PUS1	-1.06707142857143
BCL9L	0.9405
OLFM1	-0.643333333333333
RET	2.748625
MASTL	-1.425
ALX3	0.159
IL1RL1	0.624666666666667
ZNF765	-1.0421
C14orf138	-1.099
SNX10	-1.199
TAC4	0.5515
C1orf64	3.197
POGK	0.753
MAPK9	0.26275
ZNF366	1.84825
C8orf79	-0.976666666666667
CLDN7	3.047
OR5AT1	0.822
TRIM37	-3.20825
LRRC25	4.00675
GRHL2	3.2203
TEKT3	1.11325
LASS5	0.189666666666667
ABCC4	-1.19133333333333
DLG3	1.3685
VGLL1	0.65075
ZFP36L2	1.30533333333333
MFRP	0.585
KIAA1799	-1.41025
FLJ44379	-0.4155
PCNX	-0.097
ANXA9	-0.799
CYP4V2	1.2668
PIK3C2A	-0.5555
SRR	-0.4475
NOL3	-0.79225
IFITM2	0.5895
ARNTL2	-1.61225
ZNF595	-1.166
NLRP13	-0.00600000000000001
ASPH	1.685375
CPA2	0.109
PVRIG	-2.0365
LEPR	-0.872666666666667
C16orf42	0.913333333333333
SH3BGRL	2.4615
FAM77D	1.0835
FNDC7	0.2115
C9orf6	-0.000833333333333334
NOTCH2NL	0.380833333333333
PGBD1	-1.1455
SYNGR2	0.528166666666667
PITPNA	0.45775
PRPF4B	-1.0009
SLC43A3	-0.464571428571429
NRBP1	0.25325
SLC25A22	0.687
ILK	0.534125
SLC22A8	0.616166666666667
MRPS7	-0.841875
PITX2	-0.137
FABP3	1.186125
OR1L1	-0.631
LOC728215	-0.0555
BLID	-1.6315
KIAA1217	3.20576470588235
TFPT	0.5375
AP4B1	-0.767
VBP1	-1.56275
OR1K1	0.606
MORC3	0.2725
BHMT2	-0.397
C3orf10	0.723625
FZD7	1.36783333333333
WFDC10A	0.183
PMS2CL	-0.610625
CCDC32	0.414666666666667
FA2H	-2.5855
ALG13	-0.3545
TTLL7	-0.7911
SPOCK3	-0.308
SLC13A2	1.7715
AIM1	0.66425
GPRC6A	0.498
EGR2	2.8465
MED11	0.1575
