Hybridization REF	TCGA-E2-A15D-01A-11R-A115-07
NMBR	0.6885
GLT1D1	-3.189
ABCB7	-0.649
PFKP	-1.51954545454545
C9orf91	1.108
LRRC41	0.299666666666667
C1orf85	0.452
ATP5F1	-0.665375
STOX1	0.925125
GFOD2	0.3355
SLC25A3	-0.85725
ZNF646	1.0467
ZAR1	-1.1115
OSTbeta	0.926
GALNT3	0.51625
IFT122	0.896333333333333
LDB3	0.467
GARNL1	0.623071428571429
HOMEZ	0.126666666666667
LRRC6	4.14375
ANGPTL5	-0.182
UBAC1	-0.09775
DLEU7	-1.1725
RPL19	-0.147875
TOP1MT	0.121333333333333
LOC643641	1.30825
MBD3L2	0.412
NTSR1	-0.530833333333333
WISP2	1.63725
GPSM2	-1.488625
RDH10	0.7457
PRKCG	-0.096
HIST1H4J	0.039
MON1B	-0.2906
MLF1IP	-3.3015
ZNF446	1.13225
COL4A5	0.4353
SLC26A1	0.200285714285714
RGN	-2.299125
CCNB1	-3.5255
C9orf165	0.01925
CCDC28B	-0.354
CCDC97	0.94075
FGR	1.501875
MSRB3	0.8762
EPN2	0.7135
COX15	-0.159
KCNK6	0.1507
XK	-3.4205
GDA	-5.00775
HEPH	-1.590375
THRAP3	0.32475
MET	-2.08092857142857
PHYHIP	0.15425
LYAR	-1.81683333333333
ING3	-0.01625
AK7	0.7365
CCT8L2	-0.4505
COPS7A	-0.132
WSCD1	-0.36125
RNF185	0.74125
TNS3	0.63325
KNDC1	1.64183333333333
RWDD4A	0.689
MED13L	0.438
ZFYVE1	0.720125
C7orf44	-1.66933333333333
MRPL1	-0.6975
STGC3	-0.23725
TEAD1	-0.891
RPL7A	-0.391142857142857
ARL6IP1	0.4868
C1orf178	-0.0285
CTAGE5	0.326666666666667
TMEM184A	-0.389333333333333
SLC25A14	0.18175
CACNG5	0.07125
ATXN10	0.4186
ECH1	0.7572
CCL22	0.3435
CYP2F1	-1.67366666666667
GADL1	-0.03
TMEM19	-0.3183
RUNX3	-0.50775
EFNB1	-0.0713333333333333
LIPN	0.1325
ACSM3	-5.3225
SIGLEC8	0.998833333333333
ASCC3L1	-0.168
NOL8	0.017625
RELT	-1.47066666666667
Magmas	0.13275
PPP1R15B	0.1628
C11orf2	0.51875
VKORC1	-0.334166666666667
MGC26647	0.08325
TRPM6	0.40825
UGT2B7	-5.4235
FEV	-0.20725
FOXK2	-0.4387
PDCD5	-1.48583333333333
SLC8A1	1.3416
DGUOK	-0.5985
CLDN16	-1.302
GAGE1	-1.0335
RBM17	-0.0835
C1QTNF3	2.0035
VGLL3	-0.134666666666667
UNQ5830	0.3065
CD1A	-3.40533333333333
SCGB1C1	0.5435
SUPT4H1	-0.472125
TRAF5	0.6105
ASAHL	0.119125
FAM73A	0.928
OR6B1	0.3585
WHSC1	-1.5943
GFPT2	0.58125
LOC339809	0.283
STARD5	0.2215
SIP1	-1.529
DNAJC15	0.422
STAU2	0.560125
FAM98A	-0.9515
RAD23B	-0.4736875
LRRC33	-0.99025
CHRAC1	-0.74
C21orf89	0.3825
C19orf43	0.155833333333333
KLK8	-3.25383333333333
CCNE1	-2.769875
PKDREJ	0.25
SSU72	0.5355
C17orf73	0.313
GPR78	0.143
WHSC1L1	1.1244
GSTA2	-3.09975
SMUG1	-0.2165
UFM1	0.4401
AP3M2	0.07725
USP14	-0.30125
FBXL14	1.46116666666667
DSTN	0.24125
SFRS14	-0.68325
FBXO31	-0.175666666666667
C12orf40	0.295
FRS2	0.31575
NR2E3	0.2045
TUBB2C	-0.31325
GMPR	-1.83783333333333
C9orf139	0.3825
ING5	-0.333307692307692
LOC730092	0.3095
ORM1	-3.91775
RP11-11C5.2	-1.7775
HSPD1	-1.4585
PIWIL3	-0.5535
C5orf13	-0.6593
OR5R1	0.2905
LCOR	0.209
PLEKHA9	-0.1545
CCDC43	-0.60775
ZNF232	0.13675
SLC6A7	-0.5025
ADH5	-1.0045
SHBG	-0.797166666666667
CROCCL2	-0.3465
PANX3	-0.6075
CDIPT	0.7055
SLC16A5	1.91
TUBB	-1.4186875
TOR3A	0.8522
PREP	-0.697166666666667
ENTPD8	0.569428571428571
CHMP1B	0.273
SYT12	-0.3306
MYH6	-2.2575
MAP3K13	0.8235
KLHL30	-0.259833333333333
LCMT1	0.588375
EIF1AX	-0.11125
FOXD4L1	0.0105
SLC24A5	0.3785
RNF166	-1.0025
TJAP1	-0.087
TMEM156	-0.482833333333333
ZNF239	0.801
SNX19	0.5536
GKN1	-0.168
FCN1	2.2228
C1QL1	-2.24775
ATP11C	-0.790625
ZNF35	0.66525
CARD8	-0.09875
LIMD1	-0.0756666666666667
KIAA0286	-1.8655
XRN2	-0.279333333333333
CD6	0.291
TOX3	2.102875
ZSCAN4	-1.2905
RSRC1	-0.881
COG1	0.15675
PTRF	0.797
C16orf35	0.11
FBXO24	0.3605
CHST11	-1.49375
THRB	0.1885
MYBPC1	5.652
RNF39	-0.3685
PSMD11	-0.897
ALAD	0.965666666666667
EN1	1.64375
SLC9A9	0.37475
GSTM4	0.6514
CDC42BPA	0.827315789473684
RCSD1	-0.93725
LUC7L2	0.1195
SPTBN1	0.6136
LOC146167	0.1425
BAT5	0.955
ZNF452	-2.919125
LSM4	-0.792
SRP72	-0.5812
SGK269	0.658916666666667
MTX1	0.64525
CENTA1	0.97225
UNQ9433	-0.239
ATR	-0.307166666666667
DDX49	-0.0881666666666667
PAQR8	-0.891
C14orf174	1.8495
GBGT1	0.756
THAP1	0.703
OR10K1	0.554
RASIP1	-0.586166666666667
DPYD	-0.0828
DOHH	0.1875
C18orf45	2.4255
POF1B	-1.9275
ZNF552	1.493
USP32	-1.2365
MED27	-1.36183333333333
C14orf149	-1.238
PRDX4	-1.4585
ABHD12	-1.0596
AGT	-1.344
SLC22A14	-0.31725
C1orf58	0.8995
PILRA	0.19425
ABCF2	-0.508625
C17orf85	0.0515
TKTL1	-1.24375
FGF1	2.74985
IL6R	0.312666666666667
VPS25	-0.40125
CHRNB2	1.67125
COL7A1	-2.3798
LRRC48	4.09333333333333
SPG20	0.93275
COX10	-0.25375
GCA	0.047
ECEL1	0.107833333333333
GLG1	-0.397333333333333
SRD5A2L2	-0.151
MUTYH	-0.557625
ZNF70	0.06425
L2HGDH	-1.605
GPATCH2	1.4005
ZNF655	-0.325
ZNF227	0.3015
MCOLN2	0.517666666666667
NQO2	-0.6735
KCNQ5	-0.6125
NEU1	0.662666666666667
QRICH1	0.14875
ZBTB20	1.334
RPUSD3	-0.7005
EPGN	-1.596
TSN	-0.164666666666667
SPRY2	-2.17833333333333
LZTFL1	0.388
GMFB	-0.458125
PBEF1	-0.5271
HBG2	-2.39566666666667
TMEM8	-0.19575
PALM2-AKAP2	-0.084
NFYA	0.51
FAM108A1	0.422125
PBLD	0.610125
NRG4	-2.37975
PIGF	-0.612
PTGER1	0.70275
NOS2A	0.728
C21orf34	0.534833333333333
C21orf51	-0.189416666666667
IL17C	0.0155
TRMT6	-1.0815
ETV2	0.3835
CCDC109A	-0.251
MYLK2	-2.368
ATP10A	1.3977
DPH4	-0.70475
C5orf5	-0.692666666666667
KCNA4	0.9316
NMNAT2	0.390833333333333
GLYATL2	1.306
LSMD1	1.107875
IL23R	-2.32775
NRF1	0.37875
MUC15	-3.0908
PRDM12	-1.341
PAQR4	0.876214285714286
RBBP6	-0.5523125
IFI27	2.34075
SKAP2	0.7035
TAGAP	1.355
TJP3	2.004
C9orf61	-0.7245
IDS	0.0794285714285714
PARG	-0.249
LOC131149	0.249
DYRK4	0.0623333333333333
MICALL1	0.278
GALR2	-0.2175
GPBP1L1	0.580125
TBX21	4.32825
KCNJ6	2.96283333333333
GGN	1.54425
CASP5	-0.307166666666667
RNF182	-4.8795
BRD4	0.39825
DOK4	-0.52275
SLC46A2	0.5505
SOX9	2.15833333333333
ZNRD1	-0.602666666666667
PRR6	-3.748
FAU	-0.205875
DTNB	0.886833333333333
CARD9	1.40025
STS-1	-2.17333333333333
SLC4A5	0.183875
NSBP1	-1.91625
UGCGL2	-0.953833333333333
POTE15	-0.003
NOXA1	1.15575
RP13-347D8.3	0.78625
SAMD10	-0.105333333333333
EP400NL	-1.648
TCF21	0.039
AMELX	-0.50325
JPH2	-0.4353
SLA	1.09425
DLST	-1.52983333333333
SEPT12	3.278
RGS20	-4.396
LXN	1.0695
ZNF419	-1.4485
UPK3B	-0.597833333333333
RELL1	0.5285
ESPNL	-2.107
KLHL21	0.11025
PI15	0.123
C2orf61	-1.251
LOC407835	-0.441333333333333
RER1	0.543666666666667
ELAVL2	1.7645
MGC26718	-1.74525
KLF2	2.7415
TNFAIP8L3	0.691833333333333
TFE3	0.408
C11orf17	-0.36125
15E1.2	-1.668
SNRPC	-1.18725
DLGAP1	-0.028
PGLYRP1	0.356125
OVCH2	-0.478
IRF7	1.4994
SET	-1.2175
NAB2	-0.212333333333333
LRP5L	0.00775
FAM120A	0.2389375
ASCL2	0.172666666666667
SHH	0.251
ATP5H	-0.520166666666667
THPO	1.78
TYRP1	-4.48183333333333
HIST1H3E	0.0615
EIF2S1	-0.825444444444444
TNFRSF17	-1.69466666666667
TARSL2	0.4665
NKX2-8	0.576125
C1orf115	2.891625
LOC56964	1.0165
KIAA0841	-1.544
ISCU	1.17
TTMA	-0.7535
ZNF414	0.7445
LOC441150	0.2995
RAB15	0.2185
HBP1	1.13933333333333
TNNT2	-1.5955
CECR5	-0.20325
PHGDH	-2.780375
JRK	-0.0637
XPO4	-0.74175
FAM131C	-0.0855
ARHGAP25	0.992
CA9	-3.25422222222222
GPR62	0.483
TLX1	-0.243166666666667
GPS1	-0.477
OR2M2	-0.8785
BDP1	0.332
FAM70B	0.61475
RPS29	-0.613833333333333
MKLN1	0.2361
TSPAN19	-3.0905
SLC29A3	0.7288
LGALS4	0.142
USH2A	0.4865
NF1	0.0946666666666667
APOBEC3A	0.271666666666667
IMPAD1	-0.1345
OLR1	2.12366666666667
NRAP	-0.171
HCFC1R1	1.367
TAOK2	0.937166666666667
MCM10	-4.13516666666667
MAP4K3	0.00333333333333331
CBS	-2.596875
CLK3	-0.0505
PCDHGA5	0.508
ELF4	0.20325
FAM71A	-0.6095
C11orf49	0.4725
CLIP2	-0.70175
BTBD9	1.269
ZNF524	1.71
KDELR1	0.120833333333333
ZNF509	0.3105
NCSTN	1.519
ZNF533	3.60764285714286
PARP4	-0.116625
GALNT9	-0.654166666666667
NPY	-3.19425
BEGAIN	-1.80533333333333
TMEM77	0.282666666666667
FOXRED1	-1.51316666666667
SLC16A2	0.205833333333333
SLC35B1	-0.93525
GK5	-0.6675
SDCCAG10	-0.849
C4orf20	0.000250000000000002
SLC9A2	-1.73375
ADD1	0.395142857142857
TAL2	-1.13516666666667
ACLY	-0.375375
DNAJC1	0.4465
SOST	-3.91166666666667
USP43	0.517333333333333
CYP4F12	0.49925
FKBP5	0.622625
CHCHD5	0.4877
NUDT22	0.211
CCDC85B	-0.35925
OR51G2	0.494
STRN3	-0.298642857142857
TMOD2	0.69375
FLI1	0.13875
MAB21L2	-0.296666666666667
DGKQ	0.1105
VPRBP	0.562
SCNN1B	-0.7977
ECHDC3	2.3459
TMEM106C	-0.66975
CSNK2A2	-1.1995
RPL39	-0.3184
HERC3	-0.368777777777778
ZBTB47	1.0135
ZNF681	-0.5
PAGE2	-3.2075
CLIC5	3.07521428571429
RABAC1	0.94
ZFHX2	1.9735
YPEL1	0.582
KIAA0776	0.27
NR1D2	-0.9705
DNAJC4	0.5335
NPNT	2.9108
ZNF677	0.147
ZNF536	-1.70875
MEF2B	-0.1845
PTPN4	-0.054375
CTCFL	-5.3365
STX5	0.378666666666667
CD72	1.73325
VEGFA	-1.11994736842105
XRCC1	0.3723
MAS1L	0.150666666666667
ELL	0.1402
SETBP1	1.71725
CDH11	3.50716666666667
NDC80	-3.183
DMBX1	-2.18875
NRSN1	0.829333333333333
BAT2D1	0.496625
CDS2	-0.121833333333333
C1orf212	-0.187666666666667
SENP3	-0.3155
IL1F9	-0.4695
EEF2K	0.493375
COG8	-0.6745
CEP72	-1.7765
OR1L8	0.869
MUS81	-0.491916666666667
PHYH	0.710375
GGT6	1.97816666666667
C22orf23	0.183
C13orf33	3.123875
MAPK8IP2	1.9085
NELL2	2.67025
POU3F2	-2.2462
ALPK1	1.770125
MRPS18C	-1.27275
RPLP2	-0.013125
FGF22	1.1765
SPNS1	0.0416666666666667
ZFP1	-0.845
IL1RAPL1	-1.71575
PCSK9	-3.61383333333333
NKX2-1	-0.299461538461539
C6orf189	2.46475
SP4	-0.495
SLC11A1	0.5938
C21orf25	0.926166666666667
ICAM2	1.022625
SH3GL1	-0.301166666666667
GSK3B	0.0701666666666667
RALB	0.468625
PDXP	-1.4755
GNGT1	-3.557625
KIR2DL1	0.029
TNFAIP3	0.00108333333333334
C6orf32	0.0843
CBLN2	-0.24825
PANK3	0.32275
TAAR9	-1.0575
WDR82	0.0727857142857143
APOM	-3.30375
TRIP10	0.18975
SPATA16	0.613833333333333
C1orf135	-3.10025
USP51	0.04325
TESK1	1.413
C11orf64	-0.66725
ZNF611	0.1215
PDE6G	0.3035
HLA-DQA1	1.8585
GCLC	-0.616
SEC61A1	0.0267142857142857
TWSG1	-0.1475
ZMYND10	3.48375
CTDP1	0.67425
ADAMTS6	0.899166666666667
SLIT1	-2.2785
KRT86	-0.796
KIAA0574	1.13825
GTPBP2	-0.3078
PQLC3	0.9855
PRRX2	0.214333333333333
C15orf44	0.894166666666667
MKKS	-0.955
C11orf10	-0.75025
GPR110	1.515375
CD109	0.268333333333333
ADCY1	-0.2765
RHBG	-3.00325
TP53I3	0.19125
SLC22A3	-0.8343
UCP2	0.535
FOXG1	-3.423
OR2AG1	0.0115
TRIM24	-1.0605
PROC	-3.070125
TAAR6	-0.15875
AMTN	-0.923
C10orf47	0.191333333333333
DEPDC1	-4.024
FLJ45557	2.52725
ZDHHC17	-0.113125
KIAA1429	1.38533333333333
KCNH1	1.62125
VNN3	1.619375
PSMAL	0.81925
PPARD	-0.197
HFM1	-2.274
YBX1	-1.98466666666667
ZNF695	-3.6805
SCTR	-0.03
DCDC1	1.298
VPS26B	0.4036
MTF2	-1.14616666666667
ATP6V1F	-0.06025
CCDC94	-0.06175
PERF15	1.1385
CCL11	2.367
LMO7	-1.60025
DCST1	-0.248
ADRBK1	-0.13975
CDRT4	-0.039875
ZNF84	-0.47675
HOXD8	1.229
STARD8	-0.208833333333333
FOXP2	-0.448
CCDC103	0.219
POLR3A	-0.7059
GSC	2.89083333333333
ZNF114	-2.9975
HTR7P	0.7455
LALBA	-0.245
RMND5A	-0.614833333333333
PSCD2	0.86025
ZNF409	0.9585
KRTAP1-3	0.254
MAF1	0.3075
LOC201725	-1.58433333333333
NRN1	-2.20325
SPAG5	-3.131
DNAH7	3.4745
FLJ43860	0.7285
BRCA2	-1.48875
ACADM	-0.255625
CXXC6	-3.39875
RAGE	-0.352
CHMP2A	0.98175
FAM8A1	0.2014
GPR21	0.1235
SLC12A3	-3.35866666666667
FVT1	0.791071428571429
ZDHHC7	-0.29025
FLJ44048	0.56775
SLC44A3	1.84633333333333
SDSL	1.34266666666667
MMP8	-1.12466666666667
PLA2G12B	-3.829
ACY1	-0.3355
MT1E	-1.37983333333333
OR4K15	-0.1115
TECTB	0.139
GPR20	0.33625
IRAK2	-1.24825
RFPL3	-0.253428571428571
MYO9A	0.95275
NARG1L	-0.204916666666667
BLMH	0.27875
CCDC3	3.11966666666667
C9orf21	-0.5315
KIAA0513	-0.140666666666667
MIER2	0.00300000000000002
PNMA2	-1.73833333333333
SH3BP2	0.6169
ANXA10	-1.9155
RTN2	0.871666666666667
TFB1M	-1.7545
PRPH2	3.461
C14orf133	0.2345
GOLGB1	1.46208333333333
IRX4	0.137875
NFKBIL1	0.959333333333333
C10orf62	-0.22825
APBB3	0.20575
RPS10	-0.2077
LOC728378	0.3795
TLE3	0.941166666666667
PSMB7	-1.132125
MESDC1	0.4555
SLC6A1	0.5006
OCLN	1.90908333333333
PTTG3	-3.798
NAGLU	-0.07425
SERTAD4	3.144
SPRY1	1.55675
FLJ10781	0.96175
MYSM1	-0.2345
TRIM4	0.686571428571429
SH3YL1	1.384375
TREM2	3.46816666666667
SERPINI1	0.269
HDHD3	1.18125
TMEM38A	-0.698625
EID2B	-1.4565
TDRD3	0.2425
SEDLP	-0.478
THSD7A	3.43516666666667
NDST3	-3.60725
KLHL15	-0.932833333333333
DHRS12	2.284
FBXO9	-0.186
TNPO1	-0.549416666666667
MRPL13	-0.949666666666667
SNX5	-2.62166666666667
METTL6	-1.0495
SOD1	-0.309625
CHML	-1.172
PACS1	1.24525
SIRT5	-0.1995
CAPN2	0.579333333333333
FXYD5	-0.678
TWISTNB	-0.05775
LRFN1	0.486
UBE1L	1.342125
UBE1C	-0.032
OR51B2	0.407
OR4D11	0.644
C15orf2	0.1325
NR4A1	0.380166666666667
LOC339047	-0.982
TRIM17	1.088875
ATP5G3	-1.028
RPL15	-0.35
ADAMTS8	-0.10925
HOXC4	0.269
C14orf37	2.0865
CEACAM5	0.161625
MYT1L	-0.4156
RASA2	-0.142625
OSBPL7	-1.0315
STAG1	-0.255
GIMAP4	4.70516666666667
FUT3	1.28433333333333
PIF1	-3.53725
LPIN2	-0.2688
SH3PX3	1.1655
PDP2	-1.04125
PAPD1	-0.51025
ERP27	2.075
APOOL	-0.4327
DIABLO	0.13475
TRHR	0.0363333333333333
ARMC9	0.02675
RNF152	3.96125
SLITRK3	0.157833333333333
ZNF211	-0.2542
PFDN1	-0.54575
RGS11	1.67175
HS6ST1	0.821
AKR1D1	-1.15366666666667
TNP2	0.2385
STK31	1.25616666666667
EML4	-1.0265
SGTA	0.0728333333333333
HIST1H2BI	0.5575
PSMD6	-2.17683333333333
KIAA1257	2.37025
C18orf55	-0.431333333333333
FLJ20273	3.05825
RPL28	-0.1605
EPYC	4.236125
NOX3	-0.873
ELAC1	0.4
METT11D1	-0.65125
BIN2	-0.238833333333333
NACA2	-0.222
CCDC17	0.441
HM13	-0.533
UBOX5	-0.01125
UBE2O	-0.620875
UBL5	-0.407
APOLD1	1.271125
C9orf31	0.47775
TNFSF8	0.2625
ARHGAP29	1.27775
PROKR2	-0.287
PDE5A	-0.360833333333333
C6orf12	-0.2655
TOM1L1	-0.1815
WHDC1	0.650125
FOXI1	1.4715
RAB4A	1.4853
TMEM39B	-0.42075
ATPBD1C	-1.22975
FARSA	-0.753833333333333
PLEKHG5	0.998
CMAS	-0.815166666666667
OR7E24	-0.985
SLC30A1	-0.79825
CDC42EP5	1.60216666666667
PLAC1	-0.7535
KLHL18	-0.116083333333333
LBA1	0.6692
TAZ	-0.562
CRIP2	2.41275
BTBD11	-1.01116666666667
C16orf72	0.831
DIO2	1.9985
LRRCC1	0.8595
CCDC136	-2.512
PRX	0.471
RBM5	0.7963
TMEM85	0.44575
TUBGCP4	-1.1765
APLN	0.03875
CDK7	-1.00133333333333
SSR2	1.26508333333333
CRELD1	0.47625
C19orf46	2.03575
GAL3ST4	0.226
KBTBD10	1.358
IL28A	0.36725
WDR27	-0.21
MCM2	-2.17933333333333
SOX14	-1.46
FLJ39743	0.1835
KIAA0922	-0.412125
HIPK4	0.872
FLJ25758	0.1745
C16orf57	-1.10475
PDZD2	1.706875
MCC	0.787625
HHLA3	-0.0422
ID2	0.4445
C20orf23	1.29908333333333
ZNF688	1.99425
APOC2	-2.243
LOC440093	-0.2145
FAM50B	1.7155
PWP1	-0.815
DNAH10	1.65725
HIST1H2BA	1.147
GPR56	-0.0291666666666667
METAP2	-0.688875
PAN3	0.783166666666667
STXBP4	0.157
PDHX	-0.2935
MTA1	0.38325
ZBED4	0.2565
ZNF720	0.5035
CDK2	-2.008
RHOJ	1.41075
CDC37	-0.232
ZER1	0.318625
GRK4	1.337
PRPH	-0.465
POLR2A	0.111625
OGFOD1	-1.4475
NOL5A	-1.3185
PHEX	-0.514
FLJ16478	0.09625
C20orf117	-0.5645
CAMTA2	0.87
C11orf74	-0.4085
DDX17	-0.127833333333333
C5orf27	0.072125
PLEKHA2	-1.7843
PDE4DIP	0.6889
SCN7A	1.103
ZNF559	-0.365166666666667
CXCL10	3.22675
ZMYM4	-0.0378333333333333
STK32B	1.8766
KIAA0888	-4.0184
TACR3	0.8925
CKAP2L	-3.6925
KIF1A	-1.142
RSPRY1	0.11625
VCAN	1.8895
CYP27C1	-0.346
SYDE1	-1.22816666666667
MED12L	-1.5065
ZDHHC21	1.278875
NHS	0.0895
TM9SF3	0.685833333333333
DDHD1	-0.60875
MAFG	-0.58525
BICD2	-0.658
C14orf119	-0.256
C14orf43	-0.095
CDH7	-2.03075
ALKBH5	-0.182071428571429
JUP	1.367
TMEM41A	-0.105833333333333
MAMDC4	-0.519333333333333
CBX3	-1.038625
LRRC18	0.074
RBMXL2	-0.6895
PLA2G4D	0.479166666666667
FGF13	0.57725
KIF3A	0.391
PDIA6	-1.229
DCXR	0.47825
CASKIN2	0.597166666666667
EHD1	0.32
MARCKSL1	1.3015
ZNF496	0.431666666666667
SCAF1	0.270333333333333
KCTD8	-1.628
TRAF3IP3	0.718428571428571
LSR	0.578
CXorf1	-0.818
C14orf112	-0.337166666666667
EIF2B1	-0.07875
OMP	-0.169
GSTZ1	0.52975
LOC92017	1.267
ISLR2	1.8225
C12orf36	0.475
GATA2	-1.02533333333333
GABRA5	-5.3685
CELSR2	0.702
STAM2	0.3282
TNAP	0.6855
PTPMT1	-0.5535
GRP	4.74875
SV2A	-2.159
MAGEA12	-4.31725
CACNG1	2.0775
C18orf19	-0.37125
GSG1	-0.649
PTPRJ	-0.271
FRMPD1	1.4485
ZNF668	0.64875
PLEKHJ1	-0.706125
ADAT1	-0.6705
TMEM50A	0.3723
UCN3	0.09
HOOK1	1.072375
IL17B	-1.1305
MLKL	-1.04466666666667
TTC14	-0.711666666666667
KLHL5	-0.38925
CRYL1	0.03
FOXH1	0.1015
NFYB	-0.08325
PPM1G	-0.3575
GOLGA2LY1	-0.13875
NMT1	-0.56525
HADHA	-0.036
CHSY-2	2.38025
PLEKHF1	0.636428571428571
SAGE1	-2.6525
MUSTN1	0.444
SUHW4	2.20875
TFEB	1.88616666666667
ZFYVE27	0.3725
ATG12	-0.818166666666667
BMI1	0.795214285714286
ZIM3	0.24525
MYH4	0.573333333333333
MASP1	-1.54325
KIAA0984	0.85425
RPAP2	-0.506
ASB5	0.213
BOLA3	-1.34383333333333
MIA3	1.659
KRT35	0.5265
KIR3DL3	-0.565
MRPL51	-0.49075
SEMA3F	1.24566666666667
NDUFB2	0.0498333333333333
LOC253012	6.3985
FAM46C	-0.596
G6PC	-2.888625
CSAG3A	-4.56366666666667
PREX1	0.6245
SLC25A45	0.3725
MAPKBP1	0.8535
CPE	0.2745
GNB1	-0.424875
CXCR6	1.678
TRIM46	0.61575
C16orf3	0.304166666666667
HPSE	-0.87925
TIGD3	0.3395
SPG3A	1.996
LCAT	-0.864833333333333
ST6GAL1	-0.305
POMC	1.26575
FLJ36031	-0.143333333333333
NSMAF	-0.0218333333333333
SKIL	0.6035
ADSS	0.720166666666667
HMGCS1	-2.0007
POLR3F	-0.447333333333333
RAB10	-0.118625
ZNF277P	-0.61375
ZBTB7B	1.1735
DHRS1	0.84625
ABCC13	2.592875
CNOT3	0.08725
NFKBIA	1.3035
GAK	0.341833333333333
SFT2D2	1.38666666666667
HOXA6	-0.6825
CRTC1	0.590875
LY6D	-1.33866666666667
C20orf72	-1.227
CPT1A	0.4495
LMO1	-1.872
EIF3I	-0.4525
PRB4	0.182333333333333
MCM3APAS	-1.64425
C20orf132	0.1796
FOXF2	-2.97775
S100A12	0.3205
MLH1	-0.533
ACTN1	0.5525
MRPL36	-1.006
C20orf106	-0.80575
FBXO6	1.4225
MKS1	0.117333333333333
CX3CR1	-0.757875
PDE1B	2.2935
PLP1	-3.675
KISS1	0.024
C14orf2	-0.716666666666667
TBC1D3P2	-0.244
COMMD6	1.0401
ANKRD7	-1.5515
PTCHD1	-2.752
NARS2	-0.88975
DOCK7	-0.55
FAM127B	0.238375
LOC390243	0.01
N6AMT2	0.79525
ZNF391	-0.504
DNAJB14	-0.0166666666666667
WRB	-0.358375
BPI	-0.046
TTC4	-0.331166666666667
FAM10A5	0.0095
GOT1L1	-0.2153
MAGED1	0.39475
RESP18	-0.253666666666667
WFDC6	0.68375
MT2A	-1.4715
C11orf56	0.59175
KIAA1432	0.78
ROR1	-1.197625
HSD17B14	0.6565
ZFAND2B	0.076625
SAMD4B	0.292
HEXA	0.104625
HNRNPU	0.256454545454545
USP39	-0.13275
NRD1	-0.342
R3HDML	-0.0185
FLT4	0.566666666666667
OMG	-0.3635
OR52N4	0.284
LOC399818	-0.93725
ELA2	-2.5655
VENTXP1	0.0685
RFC5	-2.1515
OR52L1	-0.6825
PAX5	-1.244
FBXO2	-1.7055
GMEB1	0.2825
AKT3	1.18383333333333
CRB1	0.326
CTTN	0.199
UTP15	-0.682333333333333
HSBP1	-0.831333333333333
PHF11	1.4315
NDEL1	0.409
USP8	0.43825
BAIAP2	0.261
SI	0.799333333333334
ARSJ	-1.56666666666667
BAAT	-3.5375
KCNS3	3.421
LOC126147	-0.171833333333333
TMEM37	1.513
C1orf162	2.9005
MBD1	0.5868
ITGAL	0.798833333333333
WDR73	0.159666666666667
GKN2	-0.2356
ARFGAP1	-0.469
SLC5A8	3.8635
ZBTB40	0.1665
CYP4B1	3.25833333333333
LYPLAL1	0.33975
CHST3	-1.09025
MAP3K9	0.0555
BTAF1	-0.901166666666667
TFAP2E	0.013
RBM35B	-0.561
LOC441251	-0.00200000000000001
ANKRD25	-0.0671666666666667
UQCRC2	0.211
MAEA	0.534083333333333
HYAL1	-2.5509
RNPEPL1	0.765333333333333
CPSF2	-0.748125
PSD3	1.722
ABCA13	-0.07825
AGR2	1.81425
GBX1	-1.5375
HDLBP	0.595
ACY3	-0.5805
HECW1	-0.6355
ZNF519	-1.865
HOPX	2.8635
ZNF304	0.576375
OR12D3	0.21
FKSG43	0.0265
METTL1	-0.020125
MFSD3	0.6862
PSPH	-0.772
CLCA3	-0.312
DARS2	0.123
CDC25A	-2.828
BAIAP2L1	0.05875
B3GNT5	-1.354375
USP29	0.0505
ARHGEF10L	1.0626
ATOX1	-0.45825
ADAM30	0.419
DNASE1	0.932
STT3A	0.135333333333333
RAB6IP1	-0.17525
PTN	0.1598
C1orf106	-1.66530769230769
HECA	0.92325
RNF122	0.6045
SLC22A18AS	0.354166666666667
GNG8	-0.1615
ELP4	-1.13875
FAM65A	0.091
RPL10A	0.2145
IRS4	0.511
MACF1	0.5299
SEC24D	-0.02725
LOC374395	0.166
TGFB2	2.197
MDFIC	0.210625
CHRNE	0.247833333333333
PCMTD2	-0.0306666666666667
ATP6V0D1	0.055
MTA2	0.43175
LZTR1	-0.2075
RAP1A	-0.368666666666667
AXIN1	0.92875
POLR1C	-0.339
TRIO	0.58425
PLXNA4A	1.16266666666667
C5orf33	-0.3665
DEPDC1B	-5.339375
ZNF473	-0.1015
MTM1	0.656125
GPR107	0.4955
CSNK1A1L	-0.227833333333333
FLJ14154	1.15025
NLRC4	3.35575
ENPP4	1.35133333333333
PADI3	-0.9235
RNF170	0.04425
CG018	1.20616666666667
C16orf7	-0.19925
KCNE1	1.6055
NRM	-1.0305
SLC37A3	0.4035
TPD52L2	-0.9205
UNC5B	2.34425
C12orf12	0.408833333333333
SDHB	-1.13
CLRN1	0.023
NUDT10	-1.84716666666667
UGT3A1	-0.070875
FBXW8	0.001875
RHOF	-0.53425
PTPLAD1	-0.035375
MYO3B	-0.294333333333333
DERA	-0.90375
TPP2	-0.7825
C19orf53	-0.5455
GINS3	-2.23175
ST6GALNAC5	1.1635
CHSY1	-0.3355
MGC15705	0.5465
GPR83	0.121333333333333
