Hybridization REF	TCGA-A8-A08A-01A-11R-A00Z-07
HSPG2	0.4665
ATP6V0E1	1.23475
ABHD6	-0.672
CD274	0.0665
GCNT1	-0.98475
NT5C1A	0.196333333333333
TM4SF5	-3.99325
C21orf58	-1.67733333333333
SUCLA2	-0.435
RFTN2	3.0725
SCNM1	0.3815
SLC9A10	1.003
FUNDC1	-0.018
SLC35F4	-1.89325
AMD1	-0.8485
COL6A6	2.818
OR4K2	-0.012
TRIB2	-0.47025
LOC91461	-2.25875
GHSR	0.4565
ATP8B1	1.0885
C1orf78	2.9415
RNF183	-1.36
STX4	0.8425
TPPP2	-1.164375
MYBPHL	-2.109
TXNDC6	0.218
C9orf47	-0.0825
FAM137B	0.049
FANCB	-3.1905
C11orf9	-1.51275
DPY19L1	-1.01575
VDAC2	-0.775166666666667
VHL	-1.4815
LMBR1	-0.341125
C8orf44	-0.22125
ZPBP	-0.1175
FGF23	-1.51725
C21orf67	0.84925
PCNT	-0.363875
BCKDHB	1.2983
GALNTL5	-1.07233333333333
BET1	-1.083375
ARL13A	0.4465
HDAC6	-0.661125
N4BP3	1.209
OTOP1	0.336833333333333
TTC30A	1.328625
CRISP1	-0.707
KRT32	-0.016
VSTM1	0.332
ZNF622	-0.0415
POLR3B	0.0499
DNAJC10	-0.092625
C12orf54	1.1805
ADIPOQ	2.40133333333333
RIT2	-0.33575
CD44	0.5064
ABCA3	3.1655
RPS17	-1.1665
FEZF1	-1.261
PCDHB15	-1.671
KCNMA1	0.103954545454545
CCDC116	-3.15
C15orf27	-1.247
NARG2	-0.08775
ITGA5	-0.875125
MEFV	0.9905
TUT1	0.189625
LOC541473	-0.01325
NMBR	0.464
GLT1D1	-2.40333333333333
ABCB7	-0.25125
PFKP	-1.79718181818182
C9orf91	1.2577
LRRC41	0.561833333333333
C1orf85	0.401666666666667
ATP5F1	-0.148
STOX1	1.75125
GFOD2	0.32175
SLC25A3	-0.02025
ZNF646	0.506
ZAR1	-0.4895
OSTbeta	-2.75325
GALNT3	2.2275
IFT122	1.02666666666667
LDB3	-0.288444444444444
GARNL1	0.534642857142857
HOMEZ	0.2115
LRRC6	3.462
ANGPTL5	-3.29575
UBAC1	-0.77725
DLEU7	-1.5405
RPL19	-0.0585
TOP1MT	-0.8235
LOC643641	0.54225
MBD3L2	-0.4015
NTSR1	0.693166666666667
WISP2	0.631
GPSM2	-1.19725
RDH10	-0.6361
PRKCG	-0.5675
HIST1H4J	1.686
MON1B	0.2385
MLF1IP	-2.0385
ZNF446	0.7835
COL4A5	1.0034
SLC26A1	0.477142857142857
RGN	-0.0985
CCNB1	-2.53475
C9orf165	-0.0605
CCDC28B	-0.30475
CCDC97	0.614
FGR	2.039
MSRB3	0.6543
EPN2	0.2135
COX15	0.152333333333333
KCNK6	0.7788
XK	-4.83675
GDA	-4.84914285714286
HEPH	-1.125625
THRAP3	0.939875
MET	-3.26107142857143
PHYHIP	-1.68475
LYAR	-1.68583333333333
ING3	-0.69125
AK7	-1.23025
CCT8L2	0.435375
COPS7A	-0.21
WSCD1	-1.15675
RNF185	1.11475
TNS3	0.441
KNDC1	0.4505
RWDD4A	0.317333333333333
MED13L	1.7657
ZFYVE1	0.84525
C7orf44	-1.35716666666667
MRPL1	-0.4045
STGC3	-1.617
TEAD1	-0.783333333333334
RPL7A	-0.283
ARL6IP1	1.3085
C1orf178	-0.4895
CTAGE5	0.6195
TMEM184A	-0.102833333333333
SLC25A14	-0.0325
CACNG5	0.21175
ATXN10	0.4402
ECH1	0.5523
CCL22	0.793666666666667
CYP2F1	-2.01983333333333
GADL1	-0.023
TMEM19	0.0337
RUNX3	-0.1435
EFNB1	-0.327333333333333
LIPN	-0.784
ACSM3	-4.313
SIGLEC8	2.3785
ASCC3L1	-0.072
NOL8	0.00112500000000001
RELT	-1.04033333333333
Magmas	-0.51325
PPP1R15B	0.3522
C11orf2	0.5575
VKORC1	-0.612166666666667
MGC26647	0.07975
TRPM6	-0.0424545454545454
UGT2B7	-3.6055
FEV	0.2535
FOXK2	0.5821
PDCD5	-1.053
SLC8A1	3.0062
DGUOK	-0.488666666666667
CLDN16	0.5
GAGE1	-1.298
RBM17	-0.1201
C1QTNF3	2.62675
VGLL3	-0.515666666666667
UNQ5830	-0.7465
CD1A	-1.122
SCGB1C1	3.141
SUPT4H1	0.100375
TRAF5	1.34125
ASAHL	1.121625
FAM73A	1.8265
OR6B1	0.9225
WHSC1	-1.65015
GFPT2	0.26475
LOC339809	0.87325
STARD5	0.764833333333333
SIP1	-1.3525
DNAJC15	-0.2485
STAU2	0.1848125
FAM98A	0.369125
RAD23B	0.327625
LRRC33	-0.69825
CHRAC1	-0.8005
C21orf89	0.85025
C19orf43	-0.2645
KLK8	-3.87616666666667
CCNE1	-2.554
PKDREJ	0.589
SSU72	0.24975
C17orf73	0.174
GPR78	1.2955
WHSC1L1	0.4084
GSTA2	-2.8135
SMUG1	-0.213166666666667
UFM1	0.8545
AP3M2	-0.655333333333333
USP14	0.456125
FBXL14	0.526166666666667
DSTN	0.65525
SFRS14	-0.6725
FBXO31	0.320333333333333
C12orf40	1.25525
FRS2	0.60675
NR2E3	0.87325
TUBB2C	-0.2115
GMPR	-1.89316666666667
C9orf139	0.2505
ING5	-0.345571428571429
LOC730092	-0.482666666666667
ORM1	-3.00675
RP11-11C5.2	-1.295
HSPD1	-0.9696
PIWIL3	-0.36375
C5orf13	-0.5979
OR5R1	-0.888
LCOR	0.992125
PLEKHA9	-0.0235
CCDC43	-0.535
ZNF232	-0.508
SLC6A7	0.532
ADH5	-0.736416666666667
SHBG	-0.502333333333333
CROCCL2	-0.87
PANX3	0.135
CDIPT	0.267
SLC16A5	1.1435
TUBB	-1.078375
TOR3A	0.8968
PREP	-0.430166666666667
ENTPD8	0.253142857142857
CHMP1B	0.52225
SYT12	0.6292
MYH6	-1.97288888888889
MAP3K13	0.593833333333333
KLHL30	0.262333333333333
LCMT1	0.703625
EIF1AX	0.2135
FOXD4L1	0.955
SLC24A5	-0.781
RNF166	-0.5112
TJAP1	-0.351
TMEM156	2.77555756156289e-17
ZNF239	2.6075
SNX19	0.4268
GKN1	0.042
FCN1	1.3325
C1QL1	-2.05825
ATP11C	-0.388
ZNF35	0.5635
CARD8	-0.270625
LIMD1	-0.0791666666666667
KIAA0286	-1.902875
XRN2	-0.354333333333333
CD6	0.481833333333333
TOX3	0.7695
ZSCAN4	-1.1528
RSRC1	-0.492625
COG1	0.32425
PTRF	0.1003
C16orf35	0.118625
FBXO24	-0.1815
CHST11	-0.4835
THRB	0.0865
MYBPC1	5.73175
RNF39	-0.523
PSMD11	-0.60075
ALAD	1.09616666666667
EN1	1.05175
SLC9A9	-0.52575
GSTM4	0.73
CDC42BPA	-1.45752631578947
RCSD1	-0.44675
LUC7L2	-0.4033
SPTBN1	-0.1606
LOC146167	0.2145
BAT5	0.9566
ZNF452	-2.74914285714286
LSM4	-0.79
SRP72	-0.4069
SGK269	-0.264666666666667
MTX1	0.8525
CENTA1	-0.30325
UNQ9433	-0.8865
ATR	-0.221416666666667
DDX49	-0.178166666666667
PAQR8	-1.49566666666667
C14orf174	0.81725
GBGT1	-0.07525
THAP1	0.17025
OR10K1	0.387
RASIP1	-1.156
DPYD	-0.0566
DOHH	0.2645
C18orf45	1.77625
POF1B	-2.031625
ZNF552	3.53
USP32	-0.885
MED27	-1.0525
C14orf149	-1.21533333333333
PRDX4	-0.869833333333333
ABHD12	0.4532
AGT	-0.073
SLC22A14	-0.26625
C1orf58	0.47175
PILRA	-0.42025
ABCF2	-0.713
C17orf85	-0.1815
TKTL1	-1.06325
FGF1	1.74965
IL6R	0.294833333333333
VPS25	-0.135
CHRNB2	0.4135
COL7A1	-2.0164
LRRC48	4.4945
SPG20	0.8575
COX10	0.10525
GCA	0.395
ECEL1	-0.923
GLG1	-0.423166666666667
SRD5A2L2	0.591666666666667
MUTYH	-1.1585
ZNF70	-0.25
L2HGDH	-0.68625
GPATCH2	1.1735
ZNF655	-0.236625
ZNF227	-0.256333333333333
MCOLN2	1.55566666666667
NQO2	-0.42575
KCNQ5	0.45
NEU1	0.8215
QRICH1	0.08425
ZBTB20	0.68
RPUSD3	-0.507
EPGN	-1.34375
TSN	0.256
SPRY2	-2.5695
LZTFL1	0.64725
GMFB	-0.181875
PBEF1	-0.6313
HBG2	-2.529
TMEM8	0.5805
PALM2-AKAP2	-1.478
NFYA	-0.2695
FAM108A1	0.72475
PBLD	1.398875
NRG4	-2.0195
PIGF	-0.24875
PTGER1	0.18975
NOS2A	1.0635
C21orf34	-1.22483333333333
C21orf51	-0.101166666666667
IL17C	0.3345
TRMT6	-1.0875
ETV2	0.182333333333333
CCDC109A	-0.245
MYLK2	-1.208
ATP10A	2.248
DPH4	-0.46975
C5orf5	0.331
KCNA4	0.132166666666667
NMNAT2	-1.04733333333333
GLYATL2	-0.161
LSMD1	0.44475
IL23R	-1.69225
NRF1	-0.17
MUC15	-2.68483333333333
PRDM12	-1.903
PAQR4	-0.833928571428571
RBBP6	-0.538875
IFI27	2.39375
SKAP2	1.033
TAGAP	2.044625
TJP3	2.23
C9orf61	1.95975
IDS	0.110428571428571
PARG	-0.41025
LOC131149	0.0975
DYRK4	0.134
MICALL1	-0.561
GALR2	-0.3045
GPBP1L1	0.047625
TBX21	3.1855
KCNJ6	1.306
GGN	0.943
CASP5	0.0844999999999999
RNF182	-5.516
BRD4	0.62325
DOK4	-1.293
SLC46A2	0.6266
SOX9	0.498583333333333
ZNRD1	-0.527833333333333
PRR6	-1.583
FAU	-0.54775
DTNB	1.374
CARD9	0.912
STS-1	-1.69366666666667
SLC4A5	0.09225
NSBP1	-1.237
UGCGL2	-0.899916666666667
POTE15	2.4015
NOXA1	0.8635
RP13-347D8.3	2.20233333333333
SAMD10	-0.0308333333333333
EP400NL	-1.46325
TCF21	-0.62425
AMELX	0.405666666666667
JPH2	0.0523
SLA	1.715625
DLST	-1.4965
SEPT12	0.517
RGS20	-3.87825
LXN	-0.0851666666666667
ZNF419	-0.495625
UPK3B	-0.257333333333333
RELL1	0.34875
ESPNL	-1.3105
KLHL21	-0.55825
PI15	-0.2565
C2orf61	0.319
LOC407835	-0.260166666666667
RER1	0.440666666666667
ELAVL2	1.4405
MGC26718	0.00549999999999999
KLF2	2.0015
TNFAIP8L3	0.568583333333333
TFE3	0.27675
C11orf17	-0.939375
15E1.2	-2.246
SNRPC	-1.06125
DLGAP1	-1.0125
PGLYRP1	0.3005
OVCH2	0.3965
IRF7	0.7926
SET	-0.1814
NAB2	-0.836833333333333
LRP5L	-0.2605
FAM120A	1.001
ASCL2	0.164
SHH	-0.257
ATP5H	-0.317833333333333
THPO	-0.482166666666667
TYRP1	-3.4145
HIST1H3E	0.793
EIF2S1	-0.162555555555556
TNFRSF17	-2.03733333333333
TARSL2	0.1455
NKX2-8	0.305125
C1orf115	1.4555
LOC56964	0.5985
KIAA0841	-1.61675
ISCU	0.144
TTMA	0.115
ZNF414	0.6425
LOC441150	0.7815
RAB15	-0.13925
HBP1	1.11766666666667
TNNT2	-1.73866666666667
CECR5	-0.37825
PHGDH	-2.831625
JRK	0.1132
XPO4	-0.368125
FAM131C	1.05
ARHGAP25	1.4648
CA9	-3.26522222222222
GPR62	0.959666666666667
TLX1	0.397166666666667
GPS1	-0.03525
OR2M2	-0.8425
BDP1	0.498285714285714
FAM70B	0.975
RPS29	-0.305
MKLN1	-0.0361
TSPAN19	-4.094
SLC29A3	0.6822
LGALS4	-0.726833333333333
USH2A	-1.4484
NF1	0.363666666666667
APOBEC3A	0.746
IMPAD1	0.036
OLR1	3.35733333333333
NRAP	0.272
HCFC1R1	0.966666666666667
TAOK2	0.0975
MCM10	-3.60333333333333
MAP4K3	0.163
CBS	-2.429125
CLK3	-0.5398
PCDHGA5	-1.649
ELF4	0.648
FAM71A	-0.7445
C11orf49	0.71775
CLIP2	-0.68625
BTBD9	1.0815
ZNF524	1.52925
KDELR1	0.307
ZNF509	-0.4985
NCSTN	1.247
ZNF533	3.39807142857143
PARP4	-0.078625
GALNT9	0.346166666666667
NPY	-2.56575
BEGAIN	-3.28133333333333
TMEM77	0.597333333333333
FOXRED1	-1.51116666666667
SLC16A2	-0.567166666666667
SLC35B1	-0.6555
GK5	-0.206416666666667
SDCCAG10	-0.97575
C4orf20	0.08875
SLC9A2	-2.01125
ADD1	0.59
TAL2	2.52216666666667
ACLY	0.071125
DNAJC1	1.49
SOST	-1.7585
USP43	1.278
CYP4F12	-1.33
FKBP5	1.626875
CHCHD5	1.4589
NUDT22	0.287
CCDC85B	-0.56725
OR51G2	0.4755
STRN3	-0.0707142857142857
TMOD2	0.15575
FLI1	-0.23375
MAB21L2	0.13
DGKQ	0.71775
VPRBP	0.182833333333333
SCNN1B	-1.8544
ECHDC3	1.6297
TMEM106C	-0.46925
CSNK2A2	-1.251
RPL39	-0.1119
HERC3	0.319
ZBTB47	1.1375
ZNF681	0.1455
PAGE2	-3.5495
CLIC5	2.94507142857143
RABAC1	0.73225
ZFHX2	1.673
YPEL1	0.657666666666667
KIAA0776	0.53675
NR1D2	-0.65225
DNAJC4	0.975125
NPNT	3.6988
ZNF677	-1.1185
ZNF536	-1.39266666666667
MEF2B	0.0405
PTPN4	-0.44925
CTCFL	-5.712
STX5	0.434
CD72	2.35425
VEGFA	-1.22952631578947
XRCC1	0.0929
MAS1L	0.7735
ELL	0.1626
SETBP1	2.2515
CDH11	2.9935
NDC80	-2.686
DMBX1	-2.75
NRSN1	0.0452
BAT2D1	0.60675
CDS2	0.186333333333333
C1orf212	0.0895
SENP3	-0.43025
IL1F9	-0.513
EEF2K	0.243
COG8	-0.3795
CEP72	-2.257
OR1L8	-2.075
MUS81	-0.882583333333333
PHYH	0.43675
GGT6	1.68233333333333
C22orf23	-0.513416666666667
C13orf33	2.088625
MAPK8IP2	1.5725
NELL2	2.0865
POU3F2	-3.714
ALPK1	2.0635
MRPS18C	-0.9605
RPLP2	-0.6985
FGF22	1.7135
SPNS1	-0.1855
ZFP1	-1.11175
IL1RAPL1	-1.87966666666667
PCSK9	-3.68733333333333
NKX2-1	1.15369230769231
C6orf189	0.3455
SP4	-0.798
SLC11A1	1.7621
C21orf25	-0.128333333333333
ICAM2	0.0596249999999999
SH3GL1	-0.654833333333333
GSK3B	-0.004
RALB	0.543
PDXP	-0.9635
GNGT1	-2.81485714285714
KIR2DL1	0.2575
TNFAIP3	0.139
C6orf32	-1.1446
CBLN2	-0.92575
PANK3	0.843625
TAAR9	0.129
WDR82	0.610928571428571
APOM	-2.954875
TRIP10	-0.56675
SPATA16	0.383333333333333
C1orf135	-2.637
USP51	0.72025
TESK1	0.95975
C11orf64	0.0491428571428572
ZNF611	-0.0415
PDE6G	0.6415
HLA-DQA1	4.469
GCLC	0.272875
SEC61A1	0.0520714285714286
TWSG1	0.2735
ZMYND10	3.62325
CTDP1	0.21725
ADAMTS6	-0.132666666666667
SLIT1	-1.93575
KRT86	-1.027
KIAA0574	1.1475
GTPBP2	-0.6448
PQLC3	0.6595
PRRX2	0.0905
C15orf44	0.214833333333333
MKKS	-0.53475
C11orf10	-0.21675
GPR110	-0.357571428571429
CD109	-0.97125
ADCY1	0.203833333333333
RHBG	-3.35375
TP53I3	-0.556875
SLC22A3	-3.04577777777778
UCP2	1.37
FOXG1	-1.8374
OR2AG1	0.332
TRIM24	-1.39125
PROC	-2.79
TAAR6	0.5815
AMTN	-1.7985
C10orf47	-0.0408333333333333
DEPDC1	-2.53475
FLJ45557	6.0225
ZDHHC17	-0.5595625
KIAA1429	0.503333333333333
KCNH1	1.28775
VNN3	-0.124857142857143
PSMAL	1.68225
PPARD	-0.3265
HFM1	-1.818
YBX1	-2.05383333333333
ZNF695	-2.562
SCTR	-0.375833333333333
DCDC1	-1.5955
VPS26B	0.3021
MTF2	-0.620666666666667
ATP6V1F	0.0575
CCDC94	-0.02025
PERF15	1.213
CCL11	2.32175
LMO7	-1.63375
DCST1	0.192
ADRBK1	-0.043625
CDRT4	-0.015
ZNF84	-0.54225
HOXD8	-0.2475
STARD8	-0.381166666666667
FOXP2	-1.92528571428571
CCDC103	0.765
POLR3A	-0.5328
GSC	-1.00533333333333
ZNF114	-2.8578
HTR7P	0.1855
LALBA	-0.945
RMND5A	-0.00716666666666667
PSCD2	0.87825
ZNF409	0.54
KRTAP1-3	0.183666666666667
MAF1	-0.4455
LOC201725	-1.12683333333333
NRN1	-2.553625
SPAG5	-2.80716666666667
DNAH7	2.12983333333333
FLJ43860	0.2915
BRCA2	-1.96025
ACADM	-0.064625
CXXC6	-3.475125
RAGE	-0.65775
CHMP2A	0.85425
FAM8A1	0.3127
GPR21	0.819
SLC12A3	-2.35433333333333
FVT1	0.668142857142857
ZDHHC7	-0.5315
FLJ44048	3.30766666666667
SLC44A3	2.14733333333333
SDSL	1.228
MMP8	-0.81
PLA2G12B	-3.18583333333333
ACY1	-0.08775
MT1E	-1.40933333333333
OR4K15	0.2375
TECTB	-0.8935
GPR20	0.05925
IRAK2	-0.3295
RFPL3	-0.786875
MYO9A	-0.3075
NARG1L	-0.762666666666667
BLMH	-0.057875
CCDC3	1.53616666666667
C9orf21	-0.926666666666667
KIAA0513	0.275
MIER2	0.16675
PNMA2	-1.89933333333333
SH3BP2	1.0419
ANXA10	-1.912
RTN2	1.4005
TFB1M	-0.852
PRPH2	2.58525
C14orf133	0.3165
GOLGB1	1.46291666666667
IRX4	-1.188375
NFKBIL1	0.302333333333333
C10orf62	-0.86575
APBB3	-0.46475
RPS10	-0.2009
LOC728378	1.057
TLE3	1.27144444444444
PSMB7	-0.608375
MESDC1	0.762
SLC6A1	0.9288
OCLN	1.65008333333333
PTTG3	-2.84333333333333
NAGLU	0.24275
SERTAD4	2.10775
SPRY1	-0.16375
FLJ10781	-0.768333333333333
MYSM1	-0.216
TRIM4	0.981428571428572
SH3YL1	0.86225
TREM2	4.19666666666667
SERPINI1	2.419
HDHD3	0.812625
TMEM38A	-0.0445
EID2B	-0.69825
TDRD3	0.101666666666667
SEDLP	0.24475
THSD7A	0.998666666666667
NDST3	-1.0735
KLHL15	-0.5205
DHRS12	2.5645
FBXO9	0.311285714285714
TNPO1	-0.0484166666666667
MRPL13	-0.758666666666667
SNX5	-2.12316666666667
METTL6	-0.58875
SOD1	0.2985
CHML	-0.816666666666667
PACS1	0.880125
SIRT5	-0.8123
CAPN2	0.531333333333333
FXYD5	1.09183333333333
TWISTNB	-0.497
LRFN1	0.451833333333333
UBE1L	1.584
UBE1C	-0.41625
OR51B2	-0.10525
OR4D11	-1.332
C15orf2	0.3295
NR4A1	-0.825333333333333
LOC339047	-2.25875
TRIM17	2.045125
ATP5G3	-0.430769230769231
RPL15	-0.259166666666667
ADAMTS8	2.15625
HOXC4	0.00850000000000001
C14orf37	2.556
CEACAM5	0.302
MYT1L	-1.053
RASA2	-0.05375
OSBPL7	-0.9855
STAG1	-0.6795
GIMAP4	4.591
FUT3	2.01116666666667
PIF1	-2.793875
LPIN2	-0.0663
SH3PX3	0.8255
PDP2	-1.68175
PAPD1	-0.49975
ERP27	2.39475
APOOL	-0.296
DIABLO	-0.289
TRHR	-0.06425
ARMC9	0.179375
RNF152	2.288
SLITRK3	-0.252833333333333
ZNF211	-0.0519
PFDN1	0.402
RGS11	1.34825
HS6ST1	0.6066
AKR1D1	-1.8045
TNP2	0.2134
STK31	1.02966666666667
EML4	-0.853166666666667
SGTA	-0.34
HIST1H2BI	0.158
PSMD6	-1.6515
KIAA1257	3.49575
C18orf55	-0.459333333333333
FLJ20273	3.179125
RPL28	-0.570166666666667
EPYC	2.904
NOX3	-1.3565
ELAC1	0.0516666666666667
METT11D1	-1.13825
BIN2	-0.00583333333333333
NACA2	-0.1365
CCDC17	-1.53625
HM13	-0.316
UBOX5	-0.479625
UBE2O	-0.363375
UBL5	-0.0255
APOLD1	0.8975
C9orf31	0.21725
TNFSF8	0.6035
ARHGAP29	1.057375
PROKR2	0.125
PDE5A	-0.931
C6orf12	0.066
TOM1L1	-0.1525
WHDC1	0.1195
FOXI1	0.67
RAB4A	1.1919
TMEM39B	-0.3945
ATPBD1C	-0.87675
FARSA	-0.557666666666667
PLEKHG5	0.84625
CMAS	-0.983666666666667
OR7E24	-0.497
SLC30A1	1.21375
CDC42EP5	1.43716666666667
PLAC1	0.5005
KLHL18	-0.0805833333333333
LBA1	0.9518
TAZ	-0.9945
CRIP2	1.17775
BTBD11	-1.39033333333333
C16orf72	0.99825
DIO2	2.6202
LRRCC1	0.329833333333333
CCDC136	-2.099
PRX	-0.0812857142857143
RBM5	0.3345
TMEM85	0.09925
TUBGCP4	-1.21333333333333
APLN	0.597375
CDK7	-0.570666666666667
SSR2	1.0445
CRELD1	0.22925
C19orf46	2.434
GAL3ST4	0.754833333333333
KBTBD10	1.617
IL28A	0.22775
WDR27	-0.5385
MCM2	-1.53933333333333
SOX14	-1.2355
FLJ39743	0.4515
KIAA0922	-1.257375
HIPK4	0.391
FLJ25758	0.415
C16orf57	-1.046
PDZD2	0.566875
MCC	1.3725
HHLA3	0.5128
ID2	0.189
C20orf23	3.0195
ZNF688	1.5675
APOC2	-1.3095
LOC440093	-0.13825
FAM50B	2.35683333333333
PWP1	-0.82
DNAH10	-0.103666666666667
HIST1H2BA	1.022
GPR56	-0.188333333333333
METAP2	-0.61225
PAN3	0.788833333333333
STXBP4	0.312375
PDHX	-0.392
MTA1	0.2065
ZBED4	0.4075
ZNF720	0.47925
CDK2	-2.261375
RHOJ	-0.3285
CDC37	-0.179666666666667
ZER1	0.706
GRK4	0.771
PRPH	-0.528
POLR2A	0.7745
OGFOD1	-1.59225
NOL5A	-1.46825
PHEX	-0.2375
FLJ16478	-0.00500000000000003
C20orf117	-0.339875
CAMTA2	0.8715
C11orf74	-0.1985
DDX17	0.516666666666667
C5orf27	-0.019375
PLEKHA2	-0.961
PDE4DIP	-0.7514
SCN7A	0.69275
ZNF559	-0.800666666666667
CXCL10	3.75675
ZMYM4	-0.0356666666666667
STK32B	2.43
KIAA0888	-2.9783
TACR3	0.578
CKAP2L	-1.7975
KIF1A	-0.962333333333333
RSPRY1	0.27225
VCAN	1.408
CYP27C1	0.662
SYDE1	-1.18316666666667
MED12L	0.0815
ZDHHC21	1.760625
NHS	0.6875
TM9SF3	0.609
DDHD1	-0.331
MAFG	-0.6975
BICD2	-0.2355
C14orf119	-0.0946666666666667
C14orf43	0.348571428571428
CDH7	-0.44
ALKBH5	0.258928571428571
JUP	1.331375
TMEM41A	0.447666666666667
MAMDC4	-0.86
CBX3	-0.523625
LRRC18	-0.01725
RBMXL2	-1.86766666666667
PLA2G4D	0.351833333333333
FGF13	1.3885
KIF3A	0.733166666666667
PDIA6	-1.089
DCXR	1.35175
CASKIN2	0.174583333333333
EHD1	0.195
MARCKSL1	1.263
ZNF496	0.0861666666666667
SCAF1	0.308666666666667
KCTD8	-2.052
TRAF3IP3	0.6055
LSR	1.5705
CXorf1	-0.0698
C14orf112	0.213666666666667
EIF2B1	-0.25975
OMP	-0.062
GSTZ1	1.2515
LOC92017	1.22525
ISLR2	0.9705
C12orf36	0.663
GATA2	-1.65
GABRA5	-2.371
CELSR2	0.0426428571428571
STAM2	0.5305
TNAP	-0.4425
PTPMT1	-0.617333333333333
GRP	6.82875
SV2A	-1.72283333333333
MAGEA12	-4.16275
CACNG1	3.674
C18orf19	-1.0395
GSG1	-0.514833333333333
PTPRJ	-0.340642857142857
FRMPD1	1.482
ZNF668	0.50725
PLEKHJ1	-0.728
ADAT1	-0.8476
TMEM50A	0.5582
UCN3	0.124
HOOK1	2.3425
IL17B	-2.13
MLKL	-1.49516666666667
TTC14	-0.263
KLHL5	0.789875
CRYL1	1.13033333333333
FOXH1	0.134
NFYB	-0.479875
PPM1G	-0.37725
GOLGA2LY1	-1.00125
NMT1	-0.625875
HADHA	0.0408
CHSY-2	1.577
PLEKHF1	0.0242142857142857
SAGE1	-2.665
MUSTN1	-0.14775
SUHW4	1.019
TFEB	2.23133333333333
ZFYVE27	0.09425
ATG12	-0.780666666666667
BMI1	2.002
ZIM3	1.01075
MYH4	-0.45425
MASP1	-0.629583333333333
KIAA0984	0.56125
RPAP2	-0.772
ASB5	-0.547
BOLA3	-0.987833333333333
MIA3	1.8965
KRT35	0.7605
KIR3DL3	-0.43
MRPL51	-0.7005
SEMA3F	0.659
NDUFB2	0.618833333333333
LOC253012	0.44
FAM46C	0.00980000000000003
G6PC	-2.732875
CSAG3A	-4.71483333333333
PREX1	2.756
SLC25A45	0.010875
MAPKBP1	0.4737
CPE	0.3655
GNB1	-0.098875
CXCR6	2.1775
TRIM46	0.37875
C16orf3	0.578333333333333
HPSE	0.342125
TIGD3	-0.2945
SPG3A	2.2475
LCAT	-1.86883333333333
ST6GAL1	-1.07538888888889
POMC	0.40075
FLJ36031	-0.585333333333333
NSMAF	-0.686
SKIL	2.841
ADSS	1.2235
HMGCS1	-1.8338
POLR3F	-0.278
RAB10	0.347125
ZNF277P	-0.97
ZBTB7B	1.00725
DHRS1	1.080125
ABCC13	2.542625
CNOT3	-0.25025
NFKBIA	1.0435
GAK	0.383333333333333
SFT2D2	1.0125
HOXA6	1.454
CRTC1	0.764125
LY6D	-1.28316666666667
C20orf72	-0.702666666666667
CPT1A	-0.692
LMO1	-2.2685
EIF3I	0.1735
PRB4	0.404
MCM3APAS	-1.49025
C20orf132	-0.5167
FOXF2	-3.44675
S100A12	0.28075
MLH1	-0.125333333333333
ACTN1	0.7481
MRPL36	-0.513
C20orf106	-1.17775
FBXO6	1.37366666666667
MKS1	-0.346333333333333
CX3CR1	0.70575
PDE1B	0.8325
PLP1	-3.65825
KISS1	0.1885
C14orf2	-0.211333333333333
TBC1D3P2	-1.03925
COMMD6	0.945
ANKRD7	-1.468
PTCHD1	-2.41314285714286
NARS2	-0.7635
DOCK7	-0.9245
FAM127B	-1.306875
LOC390243	-0.0331666666666667
N6AMT2	1.433
ZNF391	-2.4305
DNAJB14	0.457166666666667
WRB	0.059875
BPI	0.00358333333333333
TTC4	-0.608666666666667
FAM10A5	-0.106
GOT1L1	0.301111111111111
MAGED1	0.38875
RESP18	-0.07925
WFDC6	1.6135
MT2A	-2.1075
C11orf56	-0.5305
KIAA1432	0.7945
ROR1	-1.59
HSD17B14	1.7385
ZFAND2B	0.011625
SAMD4B	0.1155
HEXA	0.582625
HNRNPU	0.397
USP39	-0.603
NRD1	-0.16775
R3HDML	0.181
FLT4	0.246333333333333
OMG	0.136
OR52N4	0.382
LOC399818	-0.821
ELA2	-2.40275
VENTXP1	-0.0875
RFC5	-2.1205
OR52L1	0.619
PAX5	0.0395
FBXO2	-0.9655
GMEB1	0.353
AKT3	-0.6025
CRB1	0.0851666666666667
CTTN	0.165166666666667
UTP15	-0.366
HSBP1	-0.35575
PHF11	1.7485
NDEL1	0.0315
USP8	-0.13625
BAIAP2	-0.105625
SI	0.630333333333333
ARSJ	0.0786666666666667
BAAT	-2.663
KCNS3	2.88683333333333
LOC126147	-0.363333333333333
TMEM37	-0.4785
C1orf162	3.57633333333333
MBD1	-0.136
ITGAL	0.554
WDR73	-0.202166666666667
GKN2	-0.294166666666667
ARFGAP1	-0.83725
SLC5A8	-1.4925
ZBTB40	0.6218
CYP4B1	4.19133333333333
LYPLAL1	0.52075
CHST3	-1.39725
MAP3K9	0.3155
BTAF1	-0.967666666666667
TFAP2E	0.002
RBM35B	-0.43525
LOC441251	-0.251333333333333
ANKRD25	-0.468722222222222
UQCRC2	0.3215
MAEA	0.37325
HYAL1	-2.9951
RNPEPL1	0.608
CPSF2	-0.53825
PSD3	1.9061
ABCA13	-0.905
AGR2	3.1085
GBX1	-0.371
HDLBP	0.822
ACY3	-0.78625
HECW1	0.03775
ZNF519	-1.6485
HOPX	2.559625
