Hybridization REF	TCGA-A8-A07E-01A-11R-A034-07
TDRD3	0.0705
SEDLP	0.226
THSD7A	2.5845
NDST3	-2.42975
KLHL15	-0.524666666666667
DHRS12	1.087
FBXO9	-0.257428571428572
TNPO1	0.0664166666666667
MRPL13	-0.206666666666667
SNX5	-1.48216666666667
METTL6	-0.34075
SOD1	-0.35525
CHML	-0.582833333333333
PACS1	1.06575
SIRT5	-1.3857
CAPN2	1.04183333333333
FXYD5	0.186833333333333
TWISTNB	-0.78
LRFN1	0.31
UBE1L	0.824375
UBE1C	-0.033
OR51B2	0.4805
OR4D11	0.4395
C15orf2	0.2595
NR4A1	-0.184666666666667
LOC339047	-2.8545
TRIM17	0.003375
ATP5G3	-0.220571428571429
RPL15	-0.133666666666667
ADAMTS8	2.042
HOXC4	-0.1585
C14orf37	2.6625
CEACAM5	0.1505
MYT1L	-0.194
RASA2	-0.02825
OSBPL7	-0.593
STAG1	0.3155
GIMAP4	4.9025
FUT3	0.4935
PIF1	-2.581
LPIN2	0.1555
SH3PX3	0.8155
PDP2	-0.67575
PAPD1	-0.69475
ERP27	2.15225
APOOL	-0.3507
DIABLO	0.22325
TRHR	0.2745
ARMC9	0.09025
RNF152	3.41775
SLITRK3	0.113333333333333
ZNF211	0.5123
PFDN1	0.306
RGS11	0.22725
HS6ST1	0.7061
AKR1D1	-1.75933333333333
TNP2	-0.0271666666666667
STK31	1.303
EML4	-0.73075
SGTA	-0.566166666666667
HIST1H2BI	-2.09466666666667
PSMD6	-1.14
KIAA1257	1.86075
C18orf55	-0.3335
FLJ20273	2.635375
RPL28	-0.633833333333333
EPYC	0.818375
NOX3	-0.8585
ELAC1	0.118666666666667
METT11D1	-0.9045
BIN2	0.0453333333333333
NACA2	-0.1235
CCDC17	-0.50225
HM13	-0.5931
UBOX5	-0.460125
UBE2O	-0.718875
UBL5	0.05725
APOLD1	1.310875
C9orf31	0.07375
TNFSF8	0.5365
ARHGAP29	0.552875
PROKR2	0.396
PDE5A	-0.150166666666667
C6orf12	-0.649
TOM1L1	-0.3155
WHDC1	0.049125
FOXI1	0.633166666666667
RAB4A	0.7412
TMEM39B	-0.37325
ATPBD1C	-0.7595
FARSA	-0.650666666666667
PLEKHG5	0.9845
CMAS	-0.9435
OR7E24	0.0385
SLC30A1	-0.56775
CDC42EP5	1.15933333333333
PLAC1	-0.6695
KLHL18	0.112916666666667
LBA1	0.6562
TAZ	-1.41075
CRIP2	2.051
BTBD11	-0.537833333333333
C16orf72	0.67275
DIO2	3.707
LRRCC1	0.0321666666666667
CCDC136	-2.089
PRX	0.24775
RBM5	0.1303
TMEM85	0.19325
TUBGCP4	-1.4055
APLN	2.235625
CDK7	-0.243833333333333
SSR2	1.422
CRELD1	0.15675
C19orf46	1.234
GAL3ST4	0.652833333333333
KBTBD10	0.86425
IL28A	0.1415
WDR27	-1.5615
MCM2	-0.870333333333333
SOX14	-0.218
FLJ39743	0.479
KIAA0922	0.002625
HIPK4	0.502
FLJ25758	0.4575
C16orf57	-0.0865
PDZD2	1.26975
MCC	1.784375
HHLA3	-0.8823
ID2	0.65525
C20orf23	2.28725
ZNF688	0.68275
APOC2	-2.82283333333333
LOC440093	0.10175
FAM50B	1.49216666666667
PWP1	-0.232
DNAH10	1.36525
HIST1H2BA	0.108333333333333
GPR56	0.9285
METAP2	-0.164875
PAN3	0.4195
STXBP4	-0.190875
PDHX	-0.6805
MTA1	0.147
ZBED4	-0.086875
ZNF720	-0.7165
CDK2	-1.3105
RHOJ	2.14825
CDC37	-0.138166666666667
ZER1	0.40225
GRK4	0.128
PRPH	-0.32425
POLR2A	0.13525
OGFOD1	-0.972
NOL5A	-1.36175
PHEX	1.223
FLJ16478	0.07175
C20orf117	-0.711875
CAMTA2	0.12125
C11orf74	0.162
DDX17	-0.142166666666667
C5orf27	0.48925
PLEKHA2	-1.1313
PDE4DIP	-0.3319
SCN7A	0.61725
ZNF559	0.0875
CXCL10	3.66875
ZMYM4	0.2315
STK32B	0.707933333333333
KIAA0888	-1.7468
TACR3	0.593
CKAP2L	-0.44775
KIF1A	0.4745
RSPRY1	0.7075
VCAN	2.203
CYP27C1	0.3445
SYDE1	-1.05466666666667
MED12L	-1.775
ZDHHC21	1.046375
NHS	1.174
TM9SF3	1.30766666666667
DDHD1	-0.246
MAFG	-0.23025
BICD2	0.0995
C14orf119	-0.1025
C14orf43	0.104285714285714
CDH7	-0.9685
ALKBH5	-0.472571428571429
JUP	0.49975
TMEM41A	-0.228833333333333
MAMDC4	-1.19416666666667
CBX3	-0.3725
LRRC18	0.57725
RBMXL2	0.4625
PLA2G4D	0.5475
FGF13	1.690375
KIF3A	0.4905
PDIA6	-0.331
DCXR	0.24725
CASKIN2	0.595833333333333
EHD1	0.7395
MARCKSL1	1.40733333333333
ZNF496	-0.2115
SCAF1	0.0948333333333333
KCTD8	-0.774
TRAF3IP3	0.932
LSR	1.13575
CXorf1	0.385666666666667
C14orf112	0.181
EIF2B1	0.12525
OMP	-0.0525
GSTZ1	0.144
LOC92017	1.10775
ISLR2	2.427
C12orf36	0.272
GATA2	-0.591333333333333
GABRA5	-2.408
CELSR2	-0.492928571428571
STAM2	0.9137
TNAP	0.11
PTPMT1	-0.841333333333333
GRP	5.33425
SV2A	-1.733
MAGEA12	-4.52875
CACNG1	1.098
C18orf19	-0.8655
GSG1	-0.8555
PTPRJ	-0.151
FRMPD1	-0.2265
ZNF668	0.5195
PLEKHJ1	-0.21775
ADAT1	-1.0042
TMEM50A	0.9073
UCN3	0.262
HOOK1	0.623625
IL17B	0.1075
MLKL	-0.493166666666667
TTC14	-0.868833333333333
KLHL5	0.135125
CRYL1	0.700666666666667
FOXH1	-0.4965
NFYB	0.084625
PPM1G	-0.21925
GOLGA2LY1	-1.2545
NMT1	-0.672125
HADHA	-0.118
CHSY-2	3.015
PLEKHF1	1.02578571428571
SAGE1	-3.5515
MUSTN1	1.19975
SUHW4	0.6475
TFEB	1.381
ZFYVE27	-0.1675
ATG12	-0.459
BMI1	2.25664285714286
ZIM3	0.391333333333333
MYH4	-0.076
MASP1	-0.2425
KIAA0984	1.114
RPAP2	-0.40875
ASB5	-0.1155
BOLA3	-1.29166666666667
MIA3	1.1435
KRT35	0.4315
KIR3DL3	-1.136
MRPL51	-0.377
SEMA3F	1.33716666666667
NDUFB2	0.633833333333333
LOC253012	0.86475
FAM46C	-0.5952
G6PC	-2.37075
CSAG3A	-5.198
PREX1	0.4965
SLC25A45	-0.402625
MAPKBP1	0.332
CPE	0.5219
GNB1	0.42475
CXCR6	1.044
TRIM46	0.10825
C16orf3	0.191666666666667
HPSE	0.261625
TIGD3	-0.091
SPG3A	2.1645
LCAT	-1.80633333333333
ST6GAL1	-0.982611111111111
POMC	0.394
FLJ36031	-0.328333333333333
NSMAF	-0.5945
SKIL	1.436
ADSS	0.543333333333333
HMGCS1	-1.3817
POLR3F	-0.313166666666667
RAB10	0.4485
ZNF277P	-0.981875
ZBTB7B	0.977875
DHRS1	0.17625
ABCC13	2.614
CNOT3	-0.1545
NFKBIA	0.94425
GAK	0.210333333333333
SFT2D2	1.45683333333333
HOXA6	-0.276
CRTC1	0.236375
LY6D	1.62033333333333
C20orf72	-1.33366666666667
CPT1A	1.084
LMO1	-1.8605
EIF3I	-0.50325
PRB4	-0.16125
MCM3APAS	-2.068875
C20orf132	-0.8662
FOXF2	-2.04775
S100A12	0.7475
MLH1	-0.104666666666667
ACTN1	0.7638
MRPL36	-0.3815
C20orf106	-0.958
FBXO6	1.066
MKS1	-0.243
CX3CR1	-0.403875
PDE1B	1.6675
PLP1	-2.252
KISS1	0.212166666666667
C14orf2	-0.516
TBC1D3P2	-1.86825
COMMD6	0.8625
ANKRD7	-1.3915
PTCHD1	-1.361375
NARS2	-0.825
DOCK7	0.09075
FAM127B	0.23025
LOC390243	-0.3225
N6AMT2	0.599
ZNF391	-0.9515
DNAJB14	0.039
WRB	0.168625
BPI	0.42425
TTC4	-0.517666666666667
FAM10A5	-0.37275
GOT1L1	0.299222222222222
MAGED1	1.06275
RESP18	0.0965
WFDC6	0.54375
MT2A	-0.8355
C11orf56	-0.502
KIAA1432	-0.3745
ROR1	-0.076875
HSD17B14	1.31683333333333
ZFAND2B	0.19725
SAMD4B	0.56225
HEXA	0.0205
HNRNPU	0.0830454545454545
USP39	-0.256125
NRD1	-0.48025
R3HDML	0.31475
FLT4	0.866
OMG	0.0606666666666667
OR52N4	0.191
LOC399818	-0.8975
ELA2	-2.075
VENTXP1	-0.3935
RFC5	-1.323
OR52L1	0.636
PAX5	-0.534
FBXO2	0.01425
GMEB1	0.5635
AKT3	0.311833333333333
CRB1	-1.08433333333333
CTTN	1.88733333333333
UTP15	-0.357
HSBP1	-0.275416666666667
PHF11	1.54175
NDEL1	0.293166666666667
USP8	0.13925
BAIAP2	0.509625
SI	0.608166666666667
ARSJ	-1.151
BAAT	-3.26
KCNS3	2.03283333333333
LOC126147	-0.457833333333333
TMEM37	0.54775
C1orf162	3.76016666666667
MBD1	-0.0138
ITGAL	0.502666666666667
WDR73	-0.584666666666667
GKN2	-0.380833333333333
ARFGAP1	-0.785125
SLC5A8	-1.00083333333333
ZBTB40	-0.1617
CYP4B1	2.18666666666667
LYPLAL1	-0.37475
CHST3	0.35525
MAP3K9	0.086
BTAF1	-0.845666666666667
TFAP2E	0.192
RBM35B	0.1685
LOC441251	-0.5095
ANKRD25	0.431444444444444
UQCRC2	-0.2065
MAEA	0.582333333333333
HYAL1	-2.1792
RNPEPL1	0.597166666666667
CPSF2	-0.490125
PSD3	0.7916
ABCA13	-0.626
AGR2	2.697
GBX1	-0.8305
HDLBP	0.654142857142857
ACY3	-0.71575
HECW1	-0.83925
ZNF519	-0.58375
HOPX	4.0735
ZNF304	1.06925
OR12D3	0.6755
FKSG43	-0.083
METTL1	0.14825
MFSD3	-0.1996
PSPH	-0.96575
CLCA3	0.0565
DARS2	-1.15133333333333
CDC25A	-1.44066666666667
BAIAP2L1	-0.55575
B3GNT5	0.00675
USP29	-0.41425
ARHGEF10L	0.9075
ATOX1	0.121375
ADAM30	0.62475
DNASE1	-0.88475
STT3A	-0.150416666666667
RAB6IP1	0.25975
PTN	1.2554
C1orf106	-0.128230769230769
HECA	1.43525
RNF122	0.776
SLC22A18AS	-0.424333333333333
GNG8	0.2675
ELP4	-0.569
FAM65A	0.234666666666667
RPL10A	-0.149833333333333
IRS4	0.0515
MACF1	1.2022
SEC24D	0.6435
LOC374395	0.243
TGFB2	1.572
MDFIC	0.73275
CHRNE	0.845
PCMTD2	-0.454
ATP6V0D1	0.164166666666667
MTA2	0.73975
LZTR1	-0.810666666666667
RAP1A	0.757666666666667
AXIN1	-0.330125
POLR1C	-0.0985
TRIO	0.3195
PLXNA4A	0.346083333333333
C5orf33	-0.53975
DEPDC1B	-1.960875
ZNF473	-0.0733333333333333
MTM1	0.6445
GPR107	0.900333333333333
CSNK1A1L	0.8385
FLJ14154	-0.2945
NLRC4	4.05775
ENPP4	1.58683333333333
PADI3	0.118
RNF170	-0.27675
CG018	0.354166666666667
C16orf7	-0.11325
KCNE1	0.209
NRM	-0.383333333333333
SLC37A3	0.303785714285714
TPD52L2	-0.851666666666667
UNC5B	2.72025
C12orf12	0.1552
SDHB	-0.26175
CLRN1	0.590625
NUDT10	1.76566666666667
UGT3A1	-0.04075
FBXW8	0.01025
RHOF	-0.8655
PTPLAD1	-0.048125
MYO3B	-1.556
DERA	-0.6745
TPP2	-0.59825
C19orf53	0.0696666666666667
GINS3	0.067
ST6GALNAC5	0.03
CHSY1	0.81825
MGC15705	0.033
GPR83	0.012
EXT2	0.5125
DOLK	0.67825
TUBAL3	1.19425
ACVRL1	2.9202
ABL2	-0.606833333333333
C14orf156	-0.806666666666667
PTPRZ1	-2.53125
DIP2C	0.585875
LAMP1	1.486375
RXRA	0.2705
MAP3K5	0.97075
ALKBH1	0.245333333333333
PDLIM7	-0.144875
ARL14	-1.1395
SNIP1	0.218
TIMP3	2.84175
RGS3	1.002
SPAG16	0.5656
ABHD4	-0.436
ARHGEF12	0.388666666666667
GLUD2	0.34
RAC2	-0.6191
UAP1L1	-0.5265
SLC18A3	0.392
YOD1	-1.69516666666667
RALY	-0.11725
HMOX2	0.51775
DGKH	0.683
DBNDD2	1.21816666666667
YIPF4	0.391625
THAP10	-0.40475
ZNF513	0.49075
HAGHL	-0.3905
ITGB4	0.790833333333333
CCDC141	0.3285
YTHDF3	0.85475
C5orf28	0.1035
RPL7L1	-0.677125
TMEM30B	1.21735714285714
ANKRD35	1.9785
DUOXA2	-0.192
TBC1D5	-0.1635
DFNB59	-0.744
HRH4	0.0765
MYO6	2.2298
DNAJA4	2.535625
RBM24	-0.332
CEACAM20	-1.38825
RBM23	0.0365714285714286
NGFB	0.2965
C1orf63	-1.1266
KRTAP7-1	0.5445
PERLD1	1.50125
NPB	0.276
C17orf59	0.7008
HSPBAP1	-0.47525
SLC15A4	0.05
PRTFDC1	-0.02325
OSMR	-0.323142857142857
CYSLTR2	-0.4735
C19orf25	0.165
KIAA1797	-0.00949999999999999
NLRP6	0.339
FAM105B	0.0875
SCRN2	-0.9605
LRRC58	-0.1147
RNF17	0.259375
NEIL3	-3.2475
FAM137A	-1.22725
SKP2	-2.6935
PARVA	1.79466666666667
PKLR	-1.7015
RNF34	0.6775
A3GALT2	0.3855
C12orf50	-0.554666666666667
SUNC1	-1.49
FAM102B	0.398666666666667
CCT2	-0.5665
LRRC37A2	-0.8125
ARF4	1.545
SIKE	0.25975
C8orf48	1.02383333333333
MBTPS1	0.0797857142857143
GPSN2	-0.5345
NCF2	2.83325
SLC12A6	-0.0376666666666667
MRPL48	-0.4065
HMGN3	-0.497833333333333
LRRC62	-1.24675
PAX9	1.786625
FAM55A	-0.4905
C20orf42	-2.667
SCML2	-1.32666666666667
BCL9	1.0035
FAM40A	-0.02725
C9orf41	-0.848333333333333
ZNF774	0.342
LETM1	-0.43525
PLXNB1	0.378333333333333
NIPSNAP1	-1.14825
USP10	-0.95675
F9	0.074
LIPE	2.01875
CNGB3	-0.281
C12orf52	-0.13575
PI4K2A	0.259125
MED8	0.311875
STAT4	1.6018
FGD4	0.746
RNF145	-1.23033333333333
WDR32	1.7431
CLDN2	-0.0756666666666667
TCEAL8	0.9355
ZMYND8	-0.6682
PDXK	-0.02975
GATAD2A	-0.1035
PTGES3	-0.1985
CCM2	-0.0285
TAP1	0.9465
ZNF670	-0.039
ETS2	0.00050000000000002
C6orf166	0.128833333333333
PRMT2	0.473285714285714
OR4B1	0.3675
INTS8	-0.6735
CCDC102A	0.27975
CCDC83	-0.738166666666667
ITGA1	0.8151
EPHA5	-1.50444444444444
FAM24B	-1.40216666666667
TSGA10	1.3255
HAL	-2.0685
MYOT	1.951
SPACA3	0.0335
BCL2L2	-0.313166666666667
CUGBP2	1.6785
CCNB3	-0.3145
RNF113B	-0.191
MERTK	0.10225
BAG1	0.43375
VPS36	0.42775
ORMDL3	0.2551
C1orf190	0.57625
ZNF625	-0.19725
CORO2B	-1.008
ALOX15	-0.4385
CST1	0.594
NUPR1	1.508
CCL7	-0.55975
SMCR5	-2.3915
DSC2	1.7945
RBMS2	0.41075
GRIK4	-0.2745
TRIM65	-0.0114
TMPRSS6	-0.324357142857143
TP53INP2	0.66325
GLB1L	0.470833333333333
LOC388284	0.0855
PUS1	-0.683785714285714
BCL9L	-0.3645
OLFM1	0.282583333333333
RET	2.534375
MASTL	-2.17016666666667
ALX3	0.31775
IL1RL1	0.6245
ZNF765	-0.7302
C14orf138	-0.525
SNX10	-0.678166666666667
TAC4	-0.179
C1orf64	0.533
POGK	0.579
MAPK9	1.0295
ZNF366	4.211
C8orf79	1.0375
CLDN7	1.964375
OR5AT1	-0.0775
TRIM37	-1.63075
LRRC25	2.49075
GRHL2	2.2612
TEKT3	1.17575
LASS5	-0.0336666666666667
ABCC4	-1.25225
DLG3	1.764625
VGLL1	0.445875
ZFP36L2	1.47266666666667
MFRP	-0.120166666666667
KIAA1799	-0.567
FLJ44379	1.599
PCNX	0.1755
ANXA9	0.343
CYP4V2	1.2022
PIK3C2A	0.01425
SRR	0.1895
NOL3	-0.95975
IFITM2	1.207
ARNTL2	-1.67575
ZNF595	0.84075
NLRP13	0.0165
ASPH	0.0895
CPA2	-0.5495
PVRIG	-0.4935
LEPR	0.371333333333333
C16orf42	0.363166666666667
SH3BGRL	3.58675
FAM77D	-0.01
FNDC7	1.1525
C9orf6	0.438833333333333
NOTCH2NL	1.28466666666667
PGBD1	-0.748166666666667
SYNGR2	0.424
PITPNA	0.2185
PRPF4B	-0.4393
SLC43A3	-0.458428571428572
NRBP1	0.2605
SLC25A22	-0.16875
ILK	-0.006625
SLC22A8	0.179
MRPS7	-0.5545
PITX2	-0.72
FABP3	0.16275
OR1L1	-0.3615
LOC728215	0.02825
BLID	-2.1405
KIAA1217	2.25811764705882
TFPT	0.0385
AP4B1	-0.598
VBP1	-0.959
OR1K1	0.3145
MORC3	0.536
BHMT2	0.729166666666667
C3orf10	0.851
FZD7	1.22016666666667
WFDC10A	-0.069
PMS2CL	-1.133125
CCDC32	0.616833333333333
FA2H	-0.78975
ALG13	0.1485
TTLL7	-0.1106
SPOCK3	0.4895
SLC13A2	0.4435
AIM1	0.77125
GPRC6A	0.3755
EGR2	4.0815
MED11	-0.19975
WWC1	1.17075
SH3GL3	-3.417
RIF1	-0.200785714285714
PRLH	-0.505
VLDLR	-1.5315
DBT	-0.1864375
C21orf63	0.71775
CGGBP1	-0.624875
KRTAP12-2	-0.0435
TADA3L	-0.341
ZBTB16	2.198
PDGFB	1.697625
RFX1	0.435375
UQCRB	-0.4231
LOC133874	-0.492
HPS3	-2.01025
LGALS3BP	-0.6695
DKFZP564O0823	3.40842857142857
MRFAP1L1	0.706
HOXA10	-0.185
NGB	0.2435
KIF21A	-0.0836923076923077
IFLTD1	-0.426
LZTS1	0.290625
ARHGEF3	1.87225
RHBDL3	-0.605
CSNK1G2	0.18625
ChGn	0.572125
KIAA1244	2.66533333333333
GABRB2	0.3045
MGC72080	-0.455
CD27	3.27925
EGLN1	-1.2148
PEX13	0.7215
RWDD3	-0.36425
RNF12	0.1825
GRIN2B	-0.7025
ADAMTS14	-0.384125
DYDC2	1.96266666666667
ATP6AP1	0.4008
NR1H2	-0.198666666666667
PDK2	-0.4625
C3orf17	-0.248
SLC38A2	-0.6525
SLC25A29	0.212
C15orf29	0.709
ADAM9	-0.430833333333333
TMUB2	-0.370375
GPR176	-0.08075
AGK	-0.580625
MCCD1	0.15625
NDUFA4	-0.37975
TMEM146	0.3835
DUSP1	0.74775
UNQ6975	1.364
EMX2OS	5.1015
INSM2	0.062
LUZP4	-0.01975
SETD6	-1.73375
P2RY2	2.5025
SLC45A2	-1.7345
RABGAP1	0.184833333333333
UBXD5	-0.287375
GPRC5A	1.3488
PAK3	2.0765
LOC63920	-0.77825
TGFBR1	1.154
KRTAP6-3	0.0395
SFMBT2	0.44175
CDC42	0.62075
C11orf35	-0.404
TTLL2	-0.357666666666667
UACA	0.93575
CD97	-0.6525
SETD5	0.00350000000000001
NINJ2	-0.15325
PTER	0.633166666666667
POMGNT1	0.185
KRTAP4-2	0.3115
ECGF1	2.076375
HRB	0.0122727272727273
ATP1B2	0.28
LOC400506	-0.29025
COL4A3BP	0.87025
C6orf97	0.80175
GRHPR	0.414375
TAS2R1	0.1105
SEMA7A	-0.19325
EDF1	0.433
ODF2L	0.6668
PCID2	-0.603666666666667
GTF2H4	-0.6375
ZCCHC3	-0.390125
CGB2	0.771833333333333
NEUROD1	0.106333333333333
C20orf75	-0.9895
RP5-1054A22.3	1.61583333333333
IFNA5	0.2085
ZNF134	0.461583333333333
MGC119295	-1.02
ZSWIM6	0.166875
SMEK1	0.443833333333333
PCGF2	-0.128625
C1orf102	1.21775
CYP2A13	0.4
KCNH6	-1.0252
MDM1	0.1796
ALDH7A1	-0.342166666666667
C9orf75	0.387
VDAC3	-0.092375
OR51T1	0.162
EIF3F	-0.404666666666667
KCNJ10	-0.511625
LENG8	-0.128
EDEM2	-0.278416666666667
CCNJL	-1.0295
DHX37	-0.9885
CRYGN	-0.159
AATF	-1.149125
ZNF630	1.10275
E2F5	-0.9665
WFDC13	-1.08975
FTSJ3	-0.394666666666667
C4orf33	-0.30725
LHFPL4	-2.94825
C19orf56	-0.30875
SMAD4	0.435375
AFM	-0.393833333333333
G0S2	1.478
FCHSD2	0.2768
RRP1B	-0.945
EEF1B2	-0.340333333333333
STAT6	-0.187833333333333
ZNF195	-0.685
GNL1	-0.629166666666667
ZNRF2	0.961833333333333
PER3	0.30575
ASB16	-0.1265
C10orf10	2.3055
ADCY8	-1.6455
C9orf58	0.816666666666667
ARMC10	-0.00533333333333333
PSG1	-1.023
DHX34	-0.36025
VARS2	-0.49575
NFIC	0.76525
ITPR2	1.08725
AGXT2	0.4222
OR6K3	0.26
H2AFZ	-0.7505
MLLT3	0.169583333333333
COX4I2	2.84625
CCNT2	0.269375
PLK4	-1.868375
NUMBL	-0.178833333333333
MED16	0.35425
PLEKHQ1	1.86675
GOSR1	0.0318888888888889
BTG4	0.221
RPL30	0.00025
IGSF5	0.77725
IGFL2	2.00866666666667
ELMOD2	0.486833333333333
SHC3	0.366833333333333
HAVCR1	-1.056
DYNC2H1	-1.042
RNF5	-0.531333333333333
C2orf7	0.36375
NLF1	0.862
KLHL25	0.34925
LRP10	1.2113
KRI1	-0.483
PUS7L	-0.131166666666667
MGMT	0.90875
HOXD1	1.03283333333333
CSH1	0.1321
ATG16L2	-2.3315
FLJ44635	0.923
CHODL	-0.07675
EXOSC8	-1.0325
SLC28A1	-0.2605
MYO7B	-0.5315
SEH1L	-0.2732
MTNR1A	0.260833333333333
TSPAN5	0.0916666666666667
CDC45L	-2.89733333333333
AMIGO1	0.856
ATAD3A	-1.10825
OSGIN2	-0.0198333333333333
PDIK1L	1.1595
DARC	4.21175
PIPSL	0.0295
SHMT1	-0.99
CRISP3	0.1525
POPDC2	2.62883333333333
ZRANB2	-0.715333333333333
FBXL8	0.39
TRIP13	-1.517
EIF5AL1	-1.494
POU5F1P3	-5.40183333333333
IL6	-0.7385
CXorf38	0.341166666666667
IFNA16	0.216
FBXL2	0.987833333333333
BRD1	-0.0625
STATH	-0.351333333333333
FBXO44	-0.641666666666667
MCCC2	-0.53475
CDC2	-0.5377
C5orf23	1.112
IVD	0.0675
C10orf122	-1.1285
MSL3L1	0.6501
MVP	1.04875
EPOR	-1.0807
ZMYM1	-0.684666666666667
BCL7C	0.591666666666667
PSTPIP2	0.3642
LYPD1	-0.66875
OR8G5	0.505
ZP3	-1.81466666666667
BCAS4	0.578583333333333
EDG6	2.5065
ISY1	-0.32725
PRAMEF2	-1.1015
CUL1	-0.395375
RNF213	0.5342
CCRK	0.44525
DHX9	0.119375
C13orf29	-0.2985
NCKAP1	0.476166666666667
MRPL43	0.611928571428571
XPR1	0.24475
PKN2	0.4134
PODNL1	0.7755
ZNF333	0.463875
DALRD3	0.86675
OPN1SW	1.0635
BTBD6	0.80725
C11orf82	-1.726
OR5P3	-0.7885
DUSP11	0.4115
L1CAM	-1.4117
NEK11	1.70366666666667
OR7E91P	0.758
CNTN3	1.383
CREB3L2	-0.12175
ZBTB37	0.6065
KIAA1324L	0.9335
NDUFB10	-0.1625
NUDT2	-0.268
GTPBP8	-0.071
CACNA1D	1.288
PRKAA2	1.873
PRDM8	0.3915
MGC16075	-1.1835
KRT14	1.8855
PP8961	0.445714285714286
MRPL18	-0.1825
ABCG2	-2.11775
PACRG	1.20825
BBS2	-0.66325
KREMEN2	0.673
FBXO21	0.82275
HNRPUL1	0.226666666666667
GRB10	0.4545
CLSTN1	1.427625
LMAN2	0.1927
C17orf61	-0.90775
NIPSNAP3A	1.1655
INSIG2	-1.4095
PCDHB7	0.271833333333333
STXBP2	0.3805
CMAH	1.48341666666667
SEMA5B	1.7615
ZNF155	0.0365
COQ6	-0.112
PRPF4	-0.4645
TSPAN15	3.1603
VN1R5	0.24175
LATS2	1.334
SELK	-0.22925
PGK2	-0.3125
MS4A1	0.066625
TYW3	-0.5394
KRTAP5-1	0.5955
RCCD1	-2.0755
BTN1A1	0.45075
DDX28	-0.51925
TMEM65	0.986625
LOC92345	-0.494
TTC31	-0.232
WDR46	-0.987333333333333
CHP2	0.563
LSP1	0.613125
ZNF542	-0.04125
EXOSC1	-0.471
ARHGAP18	0.435666666666667
LRRTM4	-0.502125
MAOB	0.827416666666667
CACNB4	1.094
MGC33846	0.9105
RANBP3L	1.46275
ATP5L	-0.41475
ONECUT1	-3.088
NUDT9	-0.119
TMEM149	0.828
STX17	0.448
IGSF10	-1.48075
TMPRSS9	0.5975
BMPR2	1.55641666666667
ALLC	0.175
KLF7	0.94025
GCC1	0.5524
TIMM9	-0.72575
CDO1	1.3245
MGC10701	-1.221
IFI6	1.15333333333333
FRMD8	1.08325
MGAT2	0.57975
WBP5	0.970666666666667
CNIH2	-0.03925
KIAA0907	-1.6935
KCNH8	-0.979
CTSG	2.306
GRIK1	-0.432666666666667
CUL5	0.118125
FRMD1	0.395
OR9A4	1.0095
SYT6	-1.5735
FOXD4L2	0.53075
ANAPC2	-0.3265
OPN5	0.008
TAF13	0.1775
LYG2	-0.08775
GGNBP1	0.2095
C11orf40	0.34
OTX2	-0.651
REG4	0.0161666666666667
EIF5	0.3745
PALB2	-1.2505
SEPSECS	-0.149
RNASE3	0.0175
TRIM49	-1.9335
POLR2K	0.0451
GPR42	0.401
C8B	-3.029
SASS6	-0.475
PREB	-0.272833333333333
OR3A3	0.369
TUBA8	0.936375
IGLV2-14	-3.26925
STIL	-1.22825
ANKFN1	-0.532666666666667
NME7	-0.394
HOXC12	0.05075
UBE2C	-0.919875
FHOD1	-0.260375
CDK2AP1	1.38683333333333
OR6K2	0.71875
DHPS	-0.1735
RPL5	-0.319333333333333
TRGV5	0.6315
LOC541472	0.3815
HCCS	0.2007
DENND1B	2.1815
LHX3	0.0285
OR5D16	0.596
CXorf57	-1.30016666666667
IRF2BP1	0.843
NDST2	0.939
LCE3D	0.614
BOLL	0.511
SYT3	-0.68075
PIH1D2	-0.09475
C20orf7	-0.9895
IL1R2	1.51233333333333
SLAMF9	1.428
PPME1	-0.531
PIK3CA	0.234
TRAPPC1	-0.326375
COLEC10	-1.2045
SLC9A6	-0.849666666666667
PDDC1	-1.14966666666667
CCDC53	0.21725
GK3P	-0.98525
DAZL	-1.55033333333333
BRI3	0.135
SDK1	0.579125
CYP2C18	0.135
IFI44L	3.006
RPL3L	0.4165
FUT9	-0.958333333333333
KIFC2	-0.9285
PMP2	1.428875
SLC4A9	-0.174
PLAG1	-2.09966666666667
MYCBP2	0.341333333333333
OR4E2	-0.428
CCDC65	0.79025
C16orf82	0.059875
ENTPD4	-0.0185
BRP44L	0.011625
PMP22CD	-0.2275
TMCO4	0.908
KCNN1	-0.828833333333333
WDR35	0.019
CCDC80	3.731125
C3orf31	-1.179
SLC7A9	-0.74375
TMEM190	0.76725
DBC1	-2.17266666666667
FADS3	-0.536833333333333
PDZD8	0.3965
GRM5	0.387
AZGP1	4.0167
PEX3	0.053
MED1	-0.428642857142857
ATG4C	-0.985666666666667
HNRPH3	-0.66225
FAM109B	2.25375
C4orf17	0.2005
CA10	-0.0195
OPRD1	-0.386
CCL16	-1.31125
SACM1L	-0.56
CST6	4.3295
CD63	1.39125
LGI1	-1.10175
ZNF784	0.328
CRYBB1	-0.932
CX3CL1	1.0361
TOP2A	-1.993125
GYPB	-5.04816666666667
GADD45GIP1	-0.66425
FEN1	-1.226875
IGF1R	0.505375
WDR72	-1.18383333333333
PURG	-1.0665
DEFB126	0.032
PKD1L1	-0.22
CAV1	-0.3984
GNPDA2	0.9341
DGAT2	-0.459125
