Hybridization REF	TCGA-AN-A0FY-01A-11R-A034-07
NQO2	-0.76475
KCNQ5	0.0185
NEU1	0.157833333333333
QRICH1	-0.02725
ZBTB20	0.249166666666667
RPUSD3	-1.18525
EPGN	-1.8782
TSN	0.528333333333333
SPRY2	-3.00166666666667
LZTFL1	-0.04375
GMFB	0.031
PBEF1	-1.7581
HBG2	-2.47825
TMEM8	-0.01575
PALM2-AKAP2	-0.481
NFYA	0.13875
FAM108A1	-0.06975
PBLD	0.667
NRG4	-2.671
PIGF	-1.23275
PTGER1	0.94775
NOS2A	0.579333333333333
C21orf34	-0.695166666666667
C21orf51	-0.0418333333333333
IL17C	-0.2295
TRMT6	-0.288
ETV2	0.415666666666667
CCDC109A	0.06825
MYLK2	0.2415
ATP10A	1.7114
DPH4	-0.13175
C5orf5	0.527166666666667
KCNA4	0.213333333333333
NMNAT2	-1.235
GLYATL2	1.6135
LSMD1	-0.170125
IL23R	-1.96675
NRF1	-0.1875
MUC15	-2.42883333333333
PRDM12	-3.0895
PAQR4	0.518571428571428
RBBP6	-0.4298125
IFI27	3.284
SKAP2	-1.01566666666667
TAGAP	0.632375
TJP3	1.3715
C9orf61	-0.5925
IDS	0.161642857142857
PARG	0.01125
LOC131149	-0.006
DYRK4	-0.0971666666666667
MICALL1	-1.1965
GALR2	-0.462
GPBP1L1	0.714625
TBX21	2.88975
KCNJ6	1.31516666666667
GGN	1.38175
CASP5	-0.486833333333333
RNF182	-5.493
BRD4	0.3025
DOK4	-0.118
SLC46A2	0.246166666666667
SOX9	-0.08325
ZNRD1	0.0816666666666667
PRR6	-0.8715
FAU	-0.1765
DTNB	0.918
CARD9	0.537
STS-1	-1.48283333333333
SLC4A5	0.206125
NSBP1	-0.7355
UGCGL2	0.0580833333333333
POTE15	-1.3355
NOXA1	-0.20475
RP13-347D8.3	0.63725
SAMD10	-0.381666666666667
EP400NL	-1.13975
TCF21	-0.54025
AMELX	0.292
JPH2	1.3063
SLA	1.7205
DLST	-1.0895
SEPT12	0.72575
RGS20	-4.10875
LXN	-0.7155
ZNF419	1.033
UPK3B	0.1375
RELL1	0.7615
ESPNL	1.0165
KLHL21	0.766875
PI15	0.019
C2orf61	-0.1195
LOC407835	-0.8225
RER1	0.147583333333333
ELAVL2	2.083
MGC26718	-0.41475
KLF2	1.622
TNFAIP8L3	0.919583333333333
TFE3	0.40975
C11orf17	0.4265
15E1.2	-1.94125
SNRPC	-0.403
DLGAP1	-0.76825
PGLYRP1	0.0455
OVCH2	0.486
IRF7	1.883
SET	-0.2229
NAB2	0.252
LRP5L	-0.38625
FAM120A	0.3125625
ASCL2	2.5725
SHH	-0.187
ATP5H	-0.0856666666666667
THPO	-0.958666666666667
TYRP1	-4.05383333333333
HIST1H3E	-0.226666666666667
EIF2S1	-0.114
TNFRSF17	-3.31316666666667
TARSL2	-0.65625
NKX2-8	0.0820000000000001
C1orf115	1.089875
LOC56964	0.386
KIAA0841	-0.164
ISCU	-0.1005
TTMA	-0.06
ZNF414	0.3325
LOC441150	-0.57325
RAB15	1.8495
HBP1	0.206333333333333
TNNT2	-2.05983333333333
CECR5	-0.98125
PHGDH	-1.882375
JRK	0.4396
XPO4	-0.6455
FAM131C	0.833
ARHGAP25	0.958166666666667
CA9	-1.41722222222222
GPR62	2.28783333333333
TLX1	-0.422833333333333
GPS1	0.12775
OR2M2	0.165
BDP1	-0.00735714285714282
FAM70B	0.49475
RPS29	-0.486666666666667
MKLN1	-1.088
TSPAN19	-2.6785
SLC29A3	1.6598
LGALS4	0.524666666666667
USH2A	0.451833333333333
NF1	-0.284
APOBEC3A	0.853
IMPAD1	0.420166666666667
OLR1	2.11633333333333
NRAP	0.2775
HCFC1R1	0.710666666666667
TAOK2	0.317166666666667
MCM10	-1.40283333333333
MAP4K3	-0.210333333333333
CBS	-1.623
CLK3	-1.1438
PCDHGA5	0.151
ELF4	0.569625
FAM71A	0.37875
C11orf49	0.45825
CLIP2	-0.6055
BTBD9	1.3212
ZNF524	1.65425
KDELR1	-0.373
ZNF509	0.8695
NCSTN	0.4075
ZNF533	0.412928571428571
PARP4	-1.641125
GALNT9	-0.150166666666667
NPY	-3.00675
BEGAIN	-3.20683333333333
TMEM77	0.189333333333333
FOXRED1	-0.295666666666667
SLC16A2	0.166166666666667
SLC35B1	-0.8895
GK5	-0.335583333333333
SDCCAG10	-0.358
C4orf20	-0.06075
SLC9A2	-2.52825
ADD1	0.803571428571429
TAL2	-0.203666666666667
ACLY	-1.264875
DNAJC1	1.4575
SOST	-0.37075
USP43	2.19616666666667
CYP4F12	-1.3795
FKBP5	0.223625
CHCHD5	0.0723
NUDT22	-0.4945
CCDC85B	-0.3245
OR51G2	0.706
STRN3	-1.168
TMOD2	1.2385
FLI1	-0.68625
MAB21L2	-0.164166666666667
DGKQ	0.36075
VPRBP	0.126333333333333
SCNN1B	2.1761
ECHDC3	1.7122
TMEM106C	0.409
CSNK2A2	-0.4475
RPL39	-0.4297
HERC3	0.053
ZBTB47	0.882833333333333
ZNF681	-0.79025
PAGE2	-2.0955
CLIC5	2.83478571428571
RABAC1	0.63725
ZFHX2	1.41075
YPEL1	0.381
KIAA0776	0.51475
NR1D2	-0.1885
DNAJC4	0.174375
NPNT	3.1078
ZNF677	1.217
ZNF536	-1.0045
MEF2B	0.202666666666667
PTPN4	-0.384875
CTCFL	-5.334
STX5	0.732833333333333
CD72	1.8815
VEGFA	-0.716736842105263
XRCC1	0.1138
MAS1L	0.412333333333333
ELL	-0.3226
SETBP1	1.5825
CDH11	3.36683333333333
NDC80	-2.07584615384615
DMBX1	-3.4595
NRSN1	-0.129666666666667
BAT2D1	0.060625
CDS2	0.0798333333333333
C1orf212	0.0246666666666667
SENP3	-0.39725
IL1F9	0.4035
EEF2K	-0.048875
COG8	-0.21325
CEP72	-1.45375
OR1L8	-0.149
MUS81	-0.0818333333333333
PHYH	-0.16575
GGT6	1.01966666666667
C22orf23	-1.23191666666667
C13orf33	1.879625
MAPK8IP2	0.6155
NELL2	-0.2865
POU3F2	-2.67266666666667
ALPK1	-0.22325
MRPS18C	-0.43825
RPLP2	0.311125
FGF22	-0.095
SPNS1	-0.0748333333333333
ZFP1	0.5435
IL1RAPL1	-1.32875
PCSK9	-3.57733333333333
NKX2-1	-0.329785714285714
C6orf189	0.3625
SP4	-0.078
SLC11A1	1.659
C21orf25	-0.125833333333333
ICAM2	-1.0295
SH3GL1	-0.362333333333333
GSK3B	-0.336333333333333
RALB	0.490625
PDXP	-1.5095
GNGT1	3.1355
KIR2DL1	0.8145
TNFAIP3	-0.528083333333333
C6orf32	1.2324
CBLN2	3.93825
PANK3	0.16675
TAAR9	0.373
WDR82	0.113428571428571
APOM	-2.67325
TRIP10	0.34525
SPATA16	0.485166666666667
C1orf135	-0.39625
USP51	0.72475
TESK1	1.6625
C11orf64	0.472625
ZNF611	1.148
PDE6G	0.364333333333333
HLA-DQA1	3.318875
GCLC	-0.153125
SEC61A1	-0.106285714285714
TWSG1	-0.527416666666667
ZMYND10	2.22575
CTDP1	0.2675
ADAMTS6	-0.151833333333333
SLIT1	-0.92375
KRT86	0.4055
KIAA0574	0.45825
GTPBP2	-0.035
PQLC3	0.90725
PRRX2	2.1205
C15orf44	-0.213333333333333
MKKS	-1.053875
C11orf10	-0.09475
GPR110	-0.299875
CD109	-0.113416666666667
ADCY1	0.586333333333333
RHBG	-3.17675
TP53I3	-0.000499999999999999
SLC22A3	-1.6656
UCP2	-0.21475
FOXG1	-2.51283333333333
OR2AG1	0.27
TRIM24	-1.375
PROC	-2.822875
TAAR6	0.13375
AMTN	-1.532
C10orf47	0.548833333333333
DEPDC1	-0.9665
FLJ45557	3.79975
ZDHHC17	0.156375
KIAA1429	0.838166666666667
KCNH1	0.62525
VNN3	0.045375
PSMAL	0.707
PPARD	0.558375
HFM1	-1.9615
YBX1	-1.0265
ZNF695	-2.714
SCTR	-0.056
DCDC1	0.4095
VPS26B	0.5291
MTF2	-0.2235
ATP6V1F	-0.58375
CCDC94	-0.517
PERF15	0.0145
CCL11	2.627
LMO7	-0.16975
DCST1	0.011
ADRBK1	0.0625
CDRT4	-0.79875
ZNF84	-0.34275
HOXD8	0.65725
STARD8	-0.632166666666667
FOXP2	-1.23625
CCDC103	0.4065
POLR3A	-0.4703
GSC	-1.03483333333333
ZNF114	-2.60983333333333
HTR7P	-0.1
LALBA	0.6025
RMND5A	0.905
PSCD2	0.311
ZNF409	-0.051
KRTAP1-3	-0.0458333333333333
MAF1	-0.101
LOC201725	-0.962166666666667
NRN1	-1.936
SPAG5	-0.698333333333333
DNAH7	0.564666666666667
FLJ43860	-0.59
BRCA2	-0.59075
ACADM	-0.2375
CXXC6	-2.121125
RAGE	-1.09075
CHMP2A	0.301
FAM8A1	0.1471
GPR21	0.0705
SLC12A3	-3.02083333333333
FVT1	0.958928571428571
ZDHHC7	0.231125
FLJ44048	-0.02625
SLC44A3	0.233333333333333
SDSL	-0.458833333333333
MMP8	-1.60675
PLA2G12B	-3.61383333333333
ACY1	-0.53475
MT1E	2.08
OR4K15	0.1735
TECTB	0.183
GPR20	-0.198125
IRAK2	-0.63275
RFPL3	-0.24475
MYO9A	0.14475
NARG1L	-0.588833333333333
BLMH	0.0815
CCDC3	2.01216666666667
C9orf21	-1.07216666666667
KIAA0513	0.818333333333333
MIER2	0.4255
PNMA2	-1.0405
SH3BP2	0.8346
ANXA10	-1.85375
RTN2	-0.178166666666667
TFB1M	-1.127
PRPH2	3.55225
C14orf133	-0.127
GOLGB1	0.213583333333333
IRX4	-1.01725
NFKBIL1	0.0916666666666667
C10orf62	-0.148
APBB3	-0.1905
RPS10	0.2365
LOC728378	-0.8075
TLE3	1.68205555555556
PSMB7	-0.772625
MESDC1	0.0715
SLC6A1	1.00833333333333
OCLN	1.38416666666667
PTTG3	-1.1805
NAGLU	-0.8295
SERTAD4	2.801125
SPRY1	-0.33175
FLJ10781	-0.627333333333333
MYSM1	0.48175
TRIM4	-0.0256428571428571
SH3YL1	0.751375
TREM2	3.79183333333333
SERPINI1	-0.2345
HDHD3	-0.08425
TMEM38A	1.1935
EID2B	-1.6815
TDRD3	0.132833333333333
SEDLP	1.4035
THSD7A	1.13566666666667
NDST3	-2.5115
KLHL15	-0.448666666666667
DHRS12	0.533
FBXO9	0.137357142857143
TNPO1	-0.558666666666667
MRPL13	0.087
SNX5	0.0161666666666667
METTL6	-0.56525
SOD1	-0.1825
CHML	-0.887833333333333
PACS1	0.427125
SIRT5	-0.8133
CAPN2	-0.425833333333333
FXYD5	-1.15883333333333
TWISTNB	-0.305375
LRFN1	0.342333333333333
UBE1L	0.2745
UBE1C	0.49675
OR51B2	-0.55425
OR4D11	-0.293
C15orf2	0.408
NR4A1	-0.551166666666667
LOC339047	-0.9385
TRIM17	1.641875
ATP5G3	-0.770071428571429
RPL15	-0.799666666666667
ADAMTS8	-0.252
HOXC4	0.937
C14orf37	2.2325
CEACAM5	-1.952
MYT1L	-0.132
RASA2	-0.002125
OSBPL7	-0.779
STAG1	0.0875
GIMAP4	4.00983333333333
FUT3	-0.507333333333333
PIF1	-2.192375
LPIN2	-0.4488
SH3PX3	0.43425
PDP2	0.29875
PAPD1	-0.00687500000000001
ERP27	-1.06575
APOOL	0.0638
DIABLO	0.16
TRHR	0.16625
ARMC9	0.162375
RNF152	3.9105
SLITRK3	-0.117
ZNF211	0.712
PFDN1	-0.1865
RGS11	-0.4135
HS6ST1	0.7105
AKR1D1	-1.70725
TNP2	0.0463333333333333
STK31	0.9135
EML4	-0.893916666666667
SGTA	-0.466666666666667
HIST1H2BI	-1.3505
PSMD6	-1.89
KIAA1257	-1.71725
C18orf55	0.206666666666667
FLJ20273	2.952875
RPL28	0.379666666666667
EPYC	1.259625
NOX3	0.407
ELAC1	-1.29166666666667
METT11D1	-1.0455
BIN2	-0.889
NACA2	0.2925
CCDC17	-0.26325
HM13	-0.3728
UBOX5	-0.185875
UBE2O	-0.041375
UBL5	0.59025
APOLD1	0.937125
C9orf31	0.3935
TNFSF8	0.6615
ARHGAP29	2.411375
PROKR2	0.4295
PDE5A	-0.229166666666667
C6orf12	-0.2535
TOM1L1	-1.467
WHDC1	0.012125
FOXI1	0.624166666666667
RAB4A	0.4041
TMEM39B	-0.14525
ATPBD1C	-0.856
FARSA	-0.184166666666667
PLEKHG5	1.59375
CMAS	-0.282666666666667
OR7E24	0.733
SLC30A1	-0.7935
CDC42EP5	0.952666666666667
PLAC1	-1.21875
KLHL18	-0.256583333333333
LBA1	0.0584
TAZ	-0.563
CRIP2	1.10125
BTBD11	-1.17016666666667
C16orf72	0.352
DIO2	1.955
LRRCC1	0.784166666666667
CCDC136	-2.68
PRX	0.034125
RBM5	0.0942
TMEM85	-0.590625
TUBGCP4	-2.06033333333333
APLN	1.7455
CDK7	-0.481833333333333
SSR2	0.1705
CRELD1	-0.5755
C19orf46	2.8565
GAL3ST4	0.119166666666667
KBTBD10	0.80775
IL28A	0.59125
WDR27	-0.067
MCM2	-0.228666666666667
SOX14	-0.1715
FLJ39743	-0.044
KIAA0922	-0.66975
HIPK4	-0.169
FLJ25758	-1.458
C16orf57	-0.871416666666667
PDZD2	1.51625
MCC	0.38025
HHLA3	0.1353
ID2	0.4405
C20orf23	3.58616666666667
ZNF688	0.98725
APOC2	-1.36433333333333
LOC440093	-0.63275
FAM50B	1.34
PWP1	-0.552
DNAH10	-0.41125
HIST1H2BA	0.333
GPR56	1.47383333333333
METAP2	-0.859125
PAN3	1.125
STXBP4	-0.685625
PDHX	1.0655
MTA1	-0.312083333333333
ZBED4	-0.254
ZNF720	-0.76975
CDK2	-0.2465
RHOJ	-0.0815
CDC37	0.0156666666666667
ZER1	0.2555
GRK4	1.477
PRPH	-0.92525
POLR2A	0.70225
OGFOD1	-0.75975
NOL5A	-0.72975
PHEX	-0.56
FLJ16478	-0.16425
C20orf117	-0.8205
CAMTA2	-0.554
C11orf74	1.01066666666667
DDX17	-0.156166666666667
C5orf27	0.147
PLEKHA2	-1.5574
PDE4DIP	-1.5482
SCN7A	-0.943
ZNF559	0.763333333333333
CXCL10	3.762
ZMYM4	0.614
STK32B	0.380066666666667
KIAA0888	-4.6512
TACR3	0.82
CKAP2L	0.01
KIF1A	2.71616666666667
RSPRY1	0.85425
VCAN	1.73275
CYP27C1	0.0945
SYDE1	-1.44766666666667
MED12L	-0.049
ZDHHC21	2.077625
NHS	-0.0245
TM9SF3	0.735833333333333
DDHD1	-0.285375
MAFG	0.223666666666667
BICD2	0.068
C14orf119	-0.2825
C14orf43	0.388
CDH7	-1.78025
ALKBH5	-0.397428571428571
JUP	1.152125
TMEM41A	-0.272166666666667
MAMDC4	-0.776
CBX3	0.06525
LRRC18	0.2355
RBMXL2	0.2515
PLA2G4D	0.567666666666667
FGF13	-1.111125
KIF3A	0.205833333333333
PDIA6	-1.12375
DCXR	0.66825
CASKIN2	0.89075
EHD1	0.889166666666667
MARCKSL1	0.770333333333333
ZNF496	0.105166666666667
SCAF1	0.7305
KCTD8	-1.2535
TRAF3IP3	0.222571428571429
LSR	1.6035
CXorf1	-0.4745
C14orf112	0.262166666666667
EIF2B1	-0.2695
OMP	-0.1005
GSTZ1	-1.3375
LOC92017	1.13175
ISLR2	0.984
C12orf36	0.357
GATA2	-2.36016666666667
GABRA5	-2.2215
CELSR2	0.208642857142857
STAM2	0.3414
TNAP	-0.4365
PTPMT1	-0.307333333333333
GRP	7.291
SV2A	-0.619666666666667
MAGEA12	-4.50775
CACNG1	2.9955
C18orf19	0.234
GSG1	-0.446833333333333
PTPRJ	0.312571428571429
FRMPD1	0.221
ZNF668	0.58125
PLEKHJ1	-0.3715
ADAT1	-1.0511
TMEM50A	0.6528
UCN3	0.2705
HOOK1	2.124875
IL17B	-1.1595
MLKL	-1.479
TTC14	-0.620833333333333
KLHL5	-0.0645
CRYL1	-1.10533333333333
FOXH1	-0.1335
NFYB	0.02375
PPM1G	-0.31325
GOLGA2LY1	-1.30025
NMT1	-0.806875
HADHA	-0.5533
CHSY-2	2.0475
PLEKHF1	1.99042857142857
SAGE1	-2.7895
MUSTN1	-0.474
SUHW4	0.52825
TFEB	1.57616666666667
ZFYVE27	0.46875
ATG12	-0.4425
BMI1	1.35264285714286
ZIM3	-0.626333333333333
MYH4	0.026
MASP1	-1.11508333333333
KIAA0984	0.08375
RPAP2	-0.56
ASB5	-0.117
BOLA3	-1.04033333333333
MIA3	-0.033
KRT35	0.045
KIR3DL3	-0.3175
MRPL51	0.131
SEMA3F	1.35733333333333
NDUFB2	-0.0413333333333333
LOC253012	0.4385
FAM46C	-1.6487
G6PC	-2.0495
CSAG3A	-4.65616666666667
PREX1	4.81
SLC25A45	-0.058125
MAPKBP1	0.1085
CPE	-0.1249
GNB1	-0.376375
CXCR6	0.205
TRIM46	-0.16825
C16orf3	0.406833333333333
HPSE	0.03225
TIGD3	1.241
SPG3A	2.11675
LCAT	-0.532166666666667
ST6GAL1	-0.922388888888889
POMC	0.21475
FLJ36031	-1.8385
NSMAF	-0.493
SKIL	1.1925
ADSS	0.671
HMGCS1	-2.2816
POLR3F	1.37266666666667
RAB10	-0.126375
ZNF277P	-1.808875
ZBTB7B	-0.16525
DHRS1	1.142
ABCC13	1.867
CNOT3	0.6365
NFKBIA	1.31425
GAK	0.433833333333333
SFT2D2	1
HOXA6	0.3635
CRTC1	0.163625
LY6D	-0.375166666666667
C20orf72	1.84033333333333
CPT1A	0.73125
LMO1	-2.38
EIF3I	-0.30425
PRB4	0.43175
MCM3APAS	-1.03875
C20orf132	-1.2374
FOXF2	-1.9575
S100A12	-0.7895
MLH1	-0.4365
ACTN1	1.0558
MRPL36	-0.169833333333333
C20orf106	1.848
FBXO6	0.421666666666667
MKS1	-0.302833333333333
CX3CR1	-2.444125
PDE1B	1.3115
PLP1	-3.81475
KISS1	0.534166666666667
C14orf2	-1.13366666666667
TBC1D3P2	-0.771
COMMD6	1.4747
ANKRD7	-2.32575
PTCHD1	1.9385
NARS2	-0.48925
DOCK7	-0.451125
FAM127B	-0.5325
LOC390243	0.114833333333333
N6AMT2	0.89025
ZNF391	-1.368
DNAJB14	-0.0848333333333333
WRB	-0.0025
BPI	-0.32375
TTC4	-0.713166666666667
FAM10A5	-0.41325
GOT1L1	0.1597
MAGED1	-0.292125
RESP18	0.34475
WFDC6	0.418
MT2A	0.818
C11orf56	0.7095
KIAA1432	0.427
ROR1	-1.799
HSD17B14	0.49
ZFAND2B	0.791875
SAMD4B	0.29575
HEXA	-0.561875
HNRNPU	0.104590909090909
USP39	-0.33975
NRD1	-0.4665
R3HDML	0.3275
FLT4	0.234833333333333
OMG	0.173166666666667
OR52N4	-0.022
LOC399818	-0.00825
ELA2	-2.55675
VENTXP1	1.066
RFC5	-0.9145
OR52L1	0.462
PAX5	0.461
FBXO2	1.834
GMEB1	0.623
AKT3	1.78066666666667
CRB1	-1.3165
CTTN	0.6275
UTP15	-0.609166666666667
HSBP1	0.583833333333333
PHF11	1.06725
NDEL1	0.515833333333333
USP8	-0.50725
BAIAP2	0.491125
SI	0.188333333333333
ARSJ	-1.35416666666667
BAAT	-3.07725
KCNS3	2.5875
LOC126147	-0.234833333333333
TMEM37	0.23075
C1orf162	3.047
MBD1	0.3266
ITGAL	-0.345666666666667
WDR73	-0.693
GKN2	0.275333333333333
ARFGAP1	-0.107
SLC5A8	-0.8445
ZBTB40	0.3415
CYP4B1	-0.0343333333333333
LYPLAL1	-0.402
CHST3	0.15525
MAP3K9	0.183
BTAF1	-1.17616666666667
TFAP2E	0.322
RBM35B	1.76325
LOC441251	-0.282166666666667
ANKRD25	-0.0566666666666666
UQCRC2	-0.5275
MAEA	0.597833333333333
HYAL1	-3.1129
RNPEPL1	0.3355
CPSF2	-0.79175
PSD3	-2.4811
ABCA13	-0.283375
AGR2	1.380125
GBX1	-1.0355
HDLBP	0.336714285714286
ACY3	-1.071
HECW1	-0.96525
ZNF519	-1.02275
HOPX	3.27225
ZNF304	1.779625
OR12D3	0.2115
FKSG43	0.78925
METTL1	0.132875
MFSD3	0.8476
PSPH	-0.38725
CLCA3	-0.9695
DARS2	-1.45033333333333
CDC25A	-1.36
BAIAP2L1	-0.476
B3GNT5	-1.325625
USP29	0.25175
ARHGEF10L	1.4363
ATOX1	-0.364125
ADAM30	0.42725
DNASE1	0.3315
STT3A	1.497
RAB6IP1	0.83525
PTN	0.4863
C1orf106	-1.49615384615385
HECA	1.99025
RNF122	0.28425
SLC22A18AS	-0.242
GNG8	0.371166666666667
ELP4	-0.24
FAM65A	0.684666666666667
RPL10A	-0.705333333333333
IRS4	-0.251
MACF1	1.1845
SEC24D	-0.12825
LOC374395	0.172
TGFB2	1.199875
MDFIC	-0.334375
CHRNE	0.593333333333333
PCMTD2	-0.598333333333333
ATP6V0D1	0.101166666666667
MTA2	0.8185
LZTR1	-0.915166666666667
RAP1A	0.378666666666667
AXIN1	0.503
POLR1C	-0.09525
TRIO	0.662166666666667
PLXNA4A	-0.576166666666667
C5orf33	-0.3795
DEPDC1B	-2.34725
ZNF473	1.28483333333333
MTM1	0.152
GPR107	0.225833333333333
CSNK1A1L	0.225166666666667
FLJ14154	0.15125
NLRC4	3.6595
ENPP4	1.709
PADI3	-0.0515
RNF170	-0.505625
CG018	1.51383333333333
C16orf7	0.41
KCNE1	0.5155
NRM	-0.312833333333333
SLC37A3	-0.650285714285714
TPD52L2	-0.0623333333333333
UNC5B	3.082
C12orf12	0.5495
SDHB	-0.376
CLRN1	0.061875
NUDT10	-0.9465
UGT3A1	-0.116125
FBXW8	-0.24275
RHOF	-1.005625
PTPLAD1	-0.122375
MYO3B	-1.1145
DERA	-0.2305
TPP2	0.138
C19orf53	-0.251333333333333
GINS3	-0.7045
ST6GALNAC5	1.7515
CHSY1	-0.543
MGC15705	-0.1365
GPR83	0.0253333333333333
EXT2	0.092
DOLK	-0.39675
TUBAL3	0.16375
ACVRL1	2.1418
ABL2	-0.595416666666667
C14orf156	-1.46833333333333
PTPRZ1	-3.94925
DIP2C	0.78025
LAMP1	1.434625
RXRA	0.3692
MAP3K5	-0.30475
ALKBH1	-0.3085
PDLIM7	-0.050125
ARL14	-1.8115
SNIP1	0.379666666666667
TIMP3	2.47683333333333
RGS3	0.204833333333333
SPAG16	0.5518
ABHD4	0.366
ARHGEF12	1.20866666666667
GLUD2	-0.575
RAC2	-1.9831
UAP1L1	-0.027
SLC18A3	0.7745
YOD1	-1.35166666666667
RALY	-0.287
HMOX2	0.8365
DGKH	-0.50475
DBNDD2	3.9995
YIPF4	0.138125
THAP10	-0.8435
ZNF513	0.38225
HAGHL	0.915833333333333
ITGB4	-0.253333333333333
CCDC141	-1.697
YTHDF3	0.76175
C5orf28	0.3035
RPL7L1	-0.19825
TMEM30B	1.247
ANKRD35	1.495
DUOXA2	-0.3555
TBC1D5	-0.439375
DFNB59	-0.5435
HRH4	0.26225
MYO6	2.0538
DNAJA4	1.27425
RBM24	1.912125
CEACAM20	-0.033
RBM23	-0.106428571428571
NGFB	0.1185
C1orf63	0.8184
KRTAP7-1	2.0595
PERLD1	1.2845
NPB	1.647
C17orf59	1.1146
HSPBAP1	-0.207
SLC15A4	0.286625
PRTFDC1	0.04525
OSMR	-0.985214285714286
CYSLTR2	-0.0945
C19orf25	0.375
KIAA1797	0.977
NLRP6	-0.0925
FAM105B	0.1237
SCRN2	-0.698833333333333
LRRC58	-0.9059
RNF17	-0.04775
NEIL3	-1.755
FAM137A	0.29625
SKP2	-1.741
PARVA	1.318
PKLR	-1.796
RNF34	0.1235
A3GALT2	0.01
C12orf50	-0.075
SUNC1	-1.89825
FAM102B	-0.336333333333333
CCT2	-0.25325
LRRC37A2	-1.2685
ARF4	0.4395
SIKE	-0.191375
C8orf48	1.43416666666667
MBTPS1	0.652928571428571
GPSN2	0.2865
NCF2	2.90425
SLC12A6	-0.135666666666667
MRPL48	0.30025
HMGN3	0.332333333333333
LRRC62	-1.19075
PAX9	0.120875
FAM55A	0.037
C20orf42	-4.016
SCML2	-1.5815
BCL9	0.208
FAM40A	-0.00575
C9orf41	-1.02266666666667
ZNF774	-0.3595
LETM1	0.52325
PLXNB1	0.764666666666666
NIPSNAP1	-1.04975
USP10	-0.74875
F9	0.47675
LIPE	2.47225
CNGB3	-0.167
C12orf52	-0.16725
PI4K2A	-0.07725
MED8	0.041625
STAT4	0.4014
FGD4	0.486833333333333
RNF145	-2.10416666666667
WDR32	1.6982
CLDN2	0.125833333333333
TCEAL8	-0.3525
ZMYND8	0.4346
PDXK	0.51921875
GATAD2A	-0.15325
PTGES3	-0.029
CCM2	0.1415
TAP1	1.12025
ZNF670	0.13875
ETS2	-1.29114285714286
C6orf166	0.661333333333333
PRMT2	0.275428571428571
OR4B1	0.5585
INTS8	-0.2585
CCDC102A	0.1485
CCDC83	-2.185
ITGA1	0.4229
EPHA5	-1.9648
FAM24B	0.217333333333333
TSGA10	0.94075
HAL	-2.357
MYOT	-0.46225
SPACA3	0.1055
BCL2L2	-0.297333333333333
CUGBP2	0.126833333333333
CCNB3	0.62025
RNF113B	0.09925
MERTK	1.4475
BAG1	1.99425
VPS36	-0.68675
ORMDL3	-0.1555
C1orf190	0.4555
ZNF625	0.31825
CORO2B	-2.18975
ALOX15	-0.7485
CST1	2.5825
NUPR1	3.1205
CCL7	1.2925
SMCR5	-2.515
DSC2	2.926
RBMS2	0.20075
GRIK4	0.98
TRIM65	0.0352
TMPRSS6	-0.565857142857143
TP53INP2	-1.21175
GLB1L	0.237666666666667
LOC388284	0.5005
PUS1	-0.526714285714286
BCL9L	0.23
OLFM1	1.05358333333333
RET	2.540125
MASTL	-1.98233333333333
ALX3	0.26075
IL1RL1	-0.5895
ZNF765	0.6171
C14orf138	-0.41825
SNX10	-1.33583333333333
TAC4	0.0885
C1orf64	-1.584625
POGK	0.308875
MAPK9	-0.52725
ZNF366	1.97975
C8orf79	0.8413
CLDN7	2.42825
OR5AT1	0.5275
TRIM37	-2.43025
LRRC25	2.418
GRHL2	3.0069
TEKT3	0.646
LASS5	-0.376166666666667
ABCC4	-2.09366666666667
DLG3	0.733375
VGLL1	0.250875
ZFP36L2	1.472
MFRP	0.319166666666667
KIAA1799	0.298
FLJ44379	0.033
PCNX	-0.438
ANXA9	1.669
CYP4V2	-1.6042
PIK3C2A	0.26225
SRR	-0.301
NOL3	0.38225
IFITM2	0.8155
ARNTL2	-2.49675
ZNF595	0.05225
NLRP13	-0.7765
ASPH	0.55925
CPA2	0.2365
PVRIG	-1.78183333333333
LEPR	0.0953333333333333
C16orf42	0.345833333333333
SH3BGRL	0.715
FAM77D	-0.6075
FNDC7	0.2585
C9orf6	-0.267833333333333
NOTCH2NL	0.683833333333333
PGBD1	0.444333333333333
SYNGR2	-0.391833333333333
PITPNA	-1.02075
PRPF4B	0.1457
SLC43A3	-1.4485
NRBP1	-0.343
SLC25A22	0.6425
ILK	0.445625
SLC22A8	0.3925
MRPS7	-0.341375
PITX2	-0.4365
FABP3	0.73775
OR1L1	-0.033
LOC728215	-0.612875
BLID	-1.889
KIAA1217	3.02911764705882
TFPT	0.94975
AP4B1	-0.085
VBP1	-1.04975
OR1K1	0.2745
MORC3	0.1755
BHMT2	-0.4105
C3orf10	0.114
FZD7	1.1955
WFDC10A	0.0875
PMS2CL	-0.9605
CCDC32	-0.4405
FA2H	0.645
ALG13	-0.73
TTLL7	0.8416
SPOCK3	-0.28875
SLC13A2	0.501
AIM1	2.01925
GPRC6A	0.242
EGR2	3.144
MED11	-0.49575
WWC1	1.323
SH3GL3	-3.3575
RIF1	-0.226071428571429
PRLH	0.534
VLDLR	-1.668
DBT	0.152125
C21orf63	-1.17475
CGGBP1	-0.33875
KRTAP12-2	-0.128
TADA3L	-0.64775
ZBTB16	3.6335
