Hybridization REF	TCGA-A2-A0ST-01A-12R-A084-07
GMFB	-0.269875
PBEF1	-0.4792
HBG2	-2.788
TMEM8	-0.44875
PALM2-AKAP2	1.52433333333333
NFYA	0.9075
FAM108A1	0.324625
PBLD	0.53475
NRG4	-1.75525
PIGF	-1.1405
PTGER1	-0.1
NOS2A	-0.466833333333333
C21orf34	-0.0525
C21orf51	-0.0768333333333333
IL17C	-0.517
TRMT6	-0.898166666666667
ETV2	-0.1745
CCDC109A	-0.3975
MYLK2	-2.0065
ATP10A	0.3387
DPH4	0.24625
C5orf5	-0.0338333333333333
KCNA4	0.00216666666666666
NMNAT2	-0.0736666666666667
GLYATL2	3.042
LSMD1	-0.591125
IL23R	-1.3695
NRF1	0.017
MUC15	0.3995
PRDM12	-2.9115
PAQR4	-0.664285714285714
RBBP6	-1.031125
IFI27	4.556
SKAP2	0.9585
TAGAP	4.184
TJP3	1.6435
C9orf61	0.9295
IDS	0.263285714285714
PARG	-0.0515
LOC131149	-1.0575
DYRK4	0.500333333333333
MICALL1	-0.02225
GALR2	-0.184
GPBP1L1	0.732375
TBX21	5.60025
KCNJ6	2.56416666666667
GGN	0.3015
CASP5	1.4605
RNF182	-2.353
BRD4	1.13875
DOK4	-1.08025
SLC46A2	0.756333333333333
SOX9	2.05533333333333
ZNRD1	-0.271
PRR6	-2.005
FAU	0.40075
DTNB	1.3925
CARD9	2.60825
STS-1	0.1635
SLC4A5	0.555375
NSBP1	-0.98325
UGCGL2	-1.29783333333333
POTE15	-0.755
NOXA1	-1.41975
RP13-347D8.3	1.2745
SAMD10	-0.00916666666666667
EP400NL	-1.03175
TCF21	-0.5755
AMELX	0.5595
JPH2	0.3461
SLA	3.588
DLST	-1.53016666666667
SEPT12	0.2275
RGS20	-3.44075
LXN	0.438166666666667
ZNF419	0.19375
UPK3B	-0.576666666666667
RELL1	0.64975
ESPNL	0.1205
KLHL21	0.0035
PI15	2.097
C2orf61	-0.256
LOC407835	-0.4925
RER1	-0.29825
ELAVL2	0.628
MGC26718	-0.384
KLF2	2.65225
TNFAIP8L3	1.491
TFE3	0.66775
C11orf17	-0.65575
15E1.2	-1.7855
SNRPC	-0.62775
DLGAP1	-0.64225
PGLYRP1	0.0225
OVCH2	0.0875
IRF7	1.9216
SET	0.187
NAB2	-0.342666666666667
LRP5L	-0.965
FAM120A	0.39825
ASCL2	0.605
SHH	-0.2125
ATP5H	-0.713666666666667
THPO	-0.986
TYRP1	-4.781
HIST1H3E	0.0953333333333333
EIF2S1	-0.275111111111111
TNFRSF17	2.42666666666667
TARSL2	0.39925
NKX2-8	0.971875
C1orf115	2.014875
LOC56964	0.8695
KIAA0841	-0.60125
ISCU	0.8815
TTMA	0.145
ZNF414	-0.3125
LOC441150	0.607
RAB15	0.026
HBP1	1.1995
TNNT2	0.309
CECR5	-0.57575
PHGDH	-0.835
JRK	-0.2379
XPO4	-0.27625
FAM131C	1.085
ARHGAP25	2.98833333333333
CA9	-2.47233333333333
GPR62	-0.149166666666667
TLX1	1.10466666666667
GPS1	-0.5295
OR2M2	0.2605
BDP1	0.662357142857143
FAM70B	0.27475
RPS29	0.240916666666667
MKLN1	-0.0805
TSPAN19	-2.71725
SLC29A3	0.6859
LGALS4	0.269333333333333
USH2A	0.2162
NF1	-0.471333333333333
APOBEC3A	3.57366666666667
IMPAD1	-0.0875
OLR1	1.911
NRAP	-0.596
HCFC1R1	-0.437166666666667
TAOK2	-0.0498333333333333
MCM10	-1.03316666666667
MAP4K3	-0.37
CBS	-1.510625
CLK3	-0.4784
PCDHGA5	0.1575
ELF4	0.655375
FAM71A	1.26225
C11orf49	0.1365
CLIP2	-0.258
BTBD9	0.7416
ZNF524	1.8285
KDELR1	0.331166666666667
ZNF509	-0.5195
NCSTN	0.655
ZNF533	0.442928571428571
PARP4	0.352
GALNT9	-0.553333333333333
NPY	-2.0185
BEGAIN	-2.36233333333333
TMEM77	0.400166666666667
FOXRED1	-1.46433333333333
SLC16A2	0.779333333333333
SLC35B1	-0.23375
GK5	-0.271583333333333
SDCCAG10	-0.7725
C4orf20	0.276
SLC9A2	0.04775
ADD1	0.456785714285714
TAL2	-0.9465
ACLY	-0.289375
DNAJC1	0.6115
SOST	-1.8505
USP43	0.415833333333333
CYP4F12	-0.856
FKBP5	1.221
CHCHD5	-0.4067
NUDT22	-0.23925
CCDC85B	-0.3235
OR51G2	1.0735
STRN3	-0.0507857142857143
TMOD2	0.967
FLI1	2.0785
MAB21L2	-0.5035
DGKQ	0.4195
VPRBP	0.708333333333333
SCNN1B	-0.5211
ECHDC3	1.9615
TMEM106C	-1.6565
CSNK2A2	0.0205
RPL39	0.606
HERC3	0.683625
ZBTB47	0.318
ZNF681	-0.24125
PAGE2	-2.20475
CLIC5	3.53192857142857
RABAC1	1.24675
ZFHX2	0.864
YPEL1	1.16566666666667
KIAA0776	0.3725
NR1D2	0.682
DNAJC4	0.50475
NPNT	0.655
ZNF677	-0.4975
ZNF536	-0.651
MEF2B	0.091
PTPN4	0.193625
CTCFL	-5.407
STX5	0.475333333333333
CD72	3.7
VEGFA	-1.52378947368421
XRCC1	-0.3596
MAS1L	0.346666666666667
ELL	0.4914
SETBP1	1.43025
CDH11	1.77333333333333
NDC80	-1.33423076923077
DMBX1	-3.26075
NRSN1	0.332833333333333
BAT2D1	0.57175
CDS2	0.0871666666666667
C1orf212	0.0281666666666667
SENP3	-0.642125
IL1F9	0.066
EEF2K	-0.143125
COG8	-0.1525
CEP72	-0.88625
OR1L8	0.114
MUS81	-0.626166666666667
PHYH	0.551875
GGT6	1.75966666666667
C22orf23	-0.885416666666667
C13orf33	1.824125
MAPK8IP2	-0.42925
NELL2	2.458
POU3F2	-2.38733333333333
ALPK1	2.546875
MRPS18C	-0.571
RPLP2	0.429
FGF22	0.489
SPNS1	-0.895
ZFP1	-0.21875
IL1RAPL1	-0.8825
PCSK9	-2.39216666666667
NKX2-1	0.0276666666666667
C6orf189	1.85975
SP4	0.298
SLC11A1	0.8923
C21orf25	1.82833333333333
ICAM2	1.563125
SH3GL1	-0.823
GSK3B	0.0331666666666667
RALB	1.11225
PDXP	-1.28683333333333
GNGT1	-2.756625
KIR2DL1	0.7775
TNFAIP3	2.46475
C6orf32	3.0495
CBLN2	-0.125
PANK3	-0.0525
TAAR9	0.421
WDR82	0.629928571428572
APOM	-3.192125
TRIP10	0.05125
SPATA16	0.087
C1orf135	-1.81725
USP51	0.60275
TESK1	0.7645
C11orf64	0.022375
ZNF611	-0.434
PDE6G	0.716833333333333
HLA-DQA1	2.926375
GCLC	-0.167125
SEC61A1	-0.203785714285714
TWSG1	-0.449666666666667
ZMYND10	-0.74
CTDP1	0.22825
ADAMTS6	-0.367
SLIT1	-0.82675
KRT86	-1.0155
KIAA0574	-2.1745
GTPBP2	-0.2382
PQLC3	1.39075
PRRX2	0.278333333333333
C15orf44	0.122833333333333
MKKS	-1.195125
C11orf10	-0.42725
GPR110	1.121
CD109	-1.34108333333333
ADCY1	-1.1995
RHBG	-3.322
TP53I3	0.42
SLC22A3	-0.0223
UCP2	0.141
FOXG1	0.843
OR2AG1	0.1135
TRIM24	-0.61925
PROC	-3.111375
TAAR6	0.4515
AMTN	-1.2985
C10orf47	-0.113666666666667
DEPDC1	-0.99175
FLJ45557	1.0485
ZDHHC17	-0.1536875
KIAA1429	-0.220166666666667
KCNH1	0.400333333333333
VNN3	1.174375
PSMAL	2.684
PPARD	0.89775
HFM1	-0.76225
YBX1	-0.79
ZNF695	-0.747
SCTR	0.317
DCDC1	-0.0685
VPS26B	-0.0316
MTF2	-0.260666666666667
ATP6V1F	0.0385
CCDC94	-0.12975
PERF15	0.022
CCL11	3.01925
LMO7	-0.6885
DCST1	-0.2905
ADRBK1	0.569
CDRT4	0.251375
ZNF84	-0.79425
HOXD8	1.22075
STARD8	-0.1285
FOXP2	-0.4245
CCDC103	0.672
POLR3A	-0.0327
GSC	-0.456333333333333
ZNF114	-2.348
HTR7P	0.4845
LALBA	-0.0775
RMND5A	0.0185
PSCD2	0.216
ZNF409	-0.0035
KRTAP1-3	0.431
MAF1	-0.1735
LOC201725	-0.487666666666667
NRN1	0.198875
SPAG5	-2.10983333333333
DNAH7	0.558166666666667
FLJ43860	0.3345
BRCA2	0.35625
ACADM	-0.3655
CXXC6	-2.44025
RAGE	-2.21825
CHMP2A	0.01875
FAM8A1	0.1522
GPR21	0.03
SLC12A3	-2.66383333333333
FVT1	0.667071428571429
ZDHHC7	-0.01575
FLJ44048	0.84925
SLC44A3	0.396
SDSL	-0.466333333333333
MMP8	-1.374
PLA2G12B	-3.673
ACY1	-1.061
MT1E	-0.934833333333333
OR4K15	1.0045
TECTB	-0.1335
GPR20	0.542625
IRAK2	-0.37275
RFPL3	-0.28725
MYO9A	0.0765
NARG1L	-0.353
BLMH	-1.095875
CCDC3	2.712
C9orf21	0.145
KIAA0513	0.61
MIER2	0.71575
PNMA2	-1.8175
SH3BP2	0.7365
ANXA10	2.20075
RTN2	-0.5335
TFB1M	-1.8785
PRPH2	0.9475
C14orf133	0.0595
GOLGB1	0.566333333333333
IRX4	0.5665
NFKBIL1	-0.158833333333333
C10orf62	-0.5955
APBB3	-0.931
RPS10	0.4153
LOC728378	-0.33225
TLE3	0.908
PSMB7	-0.988125
MESDC1	0.405
SLC6A1	0.0816666666666666
OCLN	-0.1715
PTTG3	-1.423
NAGLU	-0.35625
SERTAD4	0.577375
SPRY1	0.68175
FLJ10781	0.322083333333333
MYSM1	-0.40075
TRIM4	0.745214285714286
SH3YL1	1.1755
TREM2	3.75383333333333
SERPINI1	0.70625
HDHD3	-0.14125
TMEM38A	0.193375
EID2B	-0.76275
TDRD3	-0.0015
SEDLP	0.30375
THSD7A	2.46783333333333
NDST3	-1.30025
KLHL15	0.459
DHRS12	1.087
FBXO9	-0.304
TNPO1	0.00158333333333335
MRPL13	-0.875
SNX5	-2.0645
METTL6	-0.91875
SOD1	-0.0155
CHML	-0.443833333333333
PACS1	1.242375
SIRT5	-0.4121
CAPN2	0.0403333333333333
FXYD5	0.711833333333333
TWISTNB	-0.30075
LRFN1	1.41333333333333
UBE1L	1.94025
UBE1C	0.10725
OR51B2	0.0286666666666667
OR4D11	-0.3185
C15orf2	0.2205
NR4A1	0.298166666666667
LOC339047	-2.235
TRIM17	0.751375
ATP5G3	-0.674642857142857
RPL15	-0.35925
ADAMTS8	-0.8065
HOXC4	0.4785
C14orf37	0.7365
CEACAM5	-2.95625
MYT1L	-0.244666666666667
RASA2	1.538
OSBPL7	-1.2965
STAG1	0.2155
GIMAP4	6.03233333333333
FUT3	1.457
PIF1	-2.19575
LPIN2	0.2492
SH3PX3	0.702
PDP2	0.0715
PAPD1	0.14225
ERP27	3.732
APOOL	-0.0448
DIABLO	-0.05525
TRHR	-0.404428571428571
ARMC9	-1.799625
RNF152	1.4765
SLITRK3	0.449833333333333
ZNF211	0.2334
PFDN1	0.45125
RGS11	-1.093125
HS6ST1	0.3901
AKR1D1	-0.187
TNP2	-0.014
STK31	0.266166666666667
EML4	0.214583333333333
SGTA	-0.8975
HIST1H2BI	-0.5995
PSMD6	-2.0375
KIAA1257	-0.48525
C18orf55	-0.989
FLJ20273	1.32475
RPL28	-0.128333333333333
EPYC	1.4635
NOX3	-0.671
ELAC1	0.426333333333333
METT11D1	-1.1745
BIN2	2.10583333333333
NACA2	-0.275
CCDC17	-0.84575
HM13	-0.1421
UBOX5	-0.62025
UBE2O	-0.1515
UBL5	-0.8545
APOLD1	1.17375
C9orf31	-0.18375
TNFSF8	0.9805
ARHGAP29	0.41375
PROKR2	-0.7615
PDE5A	-0.286
C6orf12	0.5925
TOM1L1	-0.8055
WHDC1	0.342
FOXI1	0.519333333333333
RAB4A	0.6098
TMEM39B	0.000999999999999999
ATPBD1C	-1.02725
FARSA	-0.9365
PLEKHG5	0.66475
CMAS	-0.192166666666667
OR7E24	-0.21
SLC30A1	-1.0475
CDC42EP5	1.62733333333333
PLAC1	-2.2785
KLHL18	-0.355166666666667
LBA1	1.7473
TAZ	-0.89975
CRIP2	-0.408875
BTBD11	-1.068
C16orf72	-0.0825
DIO2	-0.3833
LRRCC1	-0.478333333333333
CCDC136	-1.7355
PRX	0.403625
RBM5	0.1196
TMEM85	0.001375
TUBGCP4	-1.675
APLN	-0.284875
CDK7	-0.322833333333333
SSR2	0.738916666666667
CRELD1	-0.97025
C19orf46	2.25025
GAL3ST4	0.066
KBTBD10	-0.296
IL28A	1.85175
WDR27	-1.104
MCM2	-1.33366666666667
SOX14	-0.508
FLJ39743	0.998
KIAA0922	0.894
HIPK4	0.0855
FLJ25758	-0.7045
C16orf57	-0.533916666666667
PDZD2	1.796375
MCC	1.933875
HHLA3	-0.739
ID2	1.12275
C20orf23	0.554166666666667
ZNF688	0.64275
APOC2	-1.612
LOC440093	0.35175
FAM50B	1.99
PWP1	-0.673
DNAH10	-0.519
HIST1H2BA	-0.40875
GPR56	0.432833333333333
METAP2	-0.646125
PAN3	0.774333333333333
STXBP4	-0.17375
PDHX	1.347
MTA1	-0.182916666666667
ZBED4	0.172625
ZNF720	-0.12875
CDK2	-1.635125
RHOJ	0.992875
CDC37	-0.792166666666667
ZER1	-0.027
GRK4	-1.07325
PRPH	0.06425
POLR2A	0.4395
OGFOD1	-0.744
NOL5A	-1.97075
PHEX	0.8905
FLJ16478	2.072
C20orf117	-0.851
CAMTA2	-0.41325
C11orf74	0.722166666666667
DDX17	0.5285
C5orf27	0.477625
PLEKHA2	0.2288
PDE4DIP	-0.4438
SCN7A	0.32075
ZNF559	-0.0385
CXCL10	4.56725
ZMYM4	0.242166666666667
STK32B	-0.9438
KIAA0888	-1.628
TACR3	0.8895
CKAP2L	-1.0985
KIF1A	-0.8735
RSPRY1	0.79525
VCAN	-0.211
CYP27C1	-0.1305
SYDE1	-1.967
MED12L	-0.61225
ZDHHC21	1.38525
NHS	1.865
TM9SF3	0.960333333333333
DDHD1	0.4935
MAFG	-0.4195
BICD2	0.0671
C14orf119	-0.23
C14orf43	0.437928571428571
CDH7	-1.82875
ALKBH5	-0.250214285714286
JUP	1.39525
TMEM41A	-0.4865
MAMDC4	-1.81916666666667
CBX3	-0.4445
LRRC18	-0.4785
RBMXL2	0.0655
PLA2G4D	0.649166666666667
FGF13	-0.455875
KIF3A	0.211333333333333
PDIA6	0.07375
DCXR	-0.618
CASKIN2	0.0301666666666667
EHD1	1.40616666666667
MARCKSL1	1.1855
ZNF496	0.0816666666666667
SCAF1	-0.0805
KCTD8	-1.08175
TRAF3IP3	3.10507142857143
LSR	1.95175
CXorf1	0.109833333333333
C14orf112	0.126166666666667
EIF2B1	-0.382
OMP	0.1345
GSTZ1	-0.88075
LOC92017	1.39975
ISLR2	1.2485
C12orf36	0.452
GATA2	-1.99783333333333
GABRA5	-2.376
CELSR2	-1.18271428571429
STAM2	0.4536
TNAP	0.552
PTPMT1	-0.545166666666667
GRP	2.72825
SV2A	-1.60516666666667
MAGEA12	-1.666
CACNG1	-0.974
C18orf19	-1.09775
GSG1	-0.838333333333333
PTPRJ	0.514357142857143
FRMPD1	0.044
ZNF668	-0.243
PLEKHJ1	-0.853375
ADAT1	-0.9384
TMEM50A	0.5528
UCN3	0.1695
HOOK1	0.67875
IL17B	0.704
MLKL	0.51
TTC14	-0.436666666666667
KLHL5	0.308625
CRYL1	-0.282
FOXH1	0.035
NFYB	-0.289625
PPM1G	-0.33925
GOLGA2LY1	-0.63375
NMT1	-0.31175
HADHA	-0.1829
CHSY-2	0.83725
PLEKHF1	3.90892857142857
SAGE1	-2.1625
MUSTN1	0.701
SUHW4	0.6505
TFEB	2.45566666666667
ZFYVE27	-0.12075
ATG12	-0.7878
BMI1	0.903642857142857
ZIM3	-0.2245
MYH4	0.04325
MASP1	-1.02383333333333
KIAA0984	-0.52875
RPAP2	-0.3835
ASB5	0.824
BOLA3	-1.26483333333333
MIA3	0.398
KRT35	-0.0305
KIR3DL3	-1.0175
MRPL51	-0.5765
SEMA3F	0.848666666666667
NDUFB2	0.0035
LOC253012	-0.13275
FAM46C	1.7457
G6PC	-1.5455
CSAG3A	0.7795
PREX1	1.1905
SLC25A45	0.414625
MAPKBP1	0.2083
CPE	-0.4668
GNB1	-0.344125
CXCR6	3.116
TRIM46	0.1445
C16orf3	0.8005
HPSE	0.541375
TIGD3	-0.8255
SPG3A	2.29
LCAT	-1.5425
ST6GAL1	0.405555555555556
POMC	1.98475
FLJ36031	0.644333333333333
NSMAF	-0.150166666666667
SKIL	1.334
ADSS	0.586833333333333
HMGCS1	-1.5676
POLR3F	-1.03966666666667
RAB10	0.307875
ZNF277P	-0.159
ZBTB7B	0.578625
DHRS1	-0.002
ABCC13	-0.191285714285714
CNOT3	0.09175
NFKBIA	1.85475
GAK	-0.390833333333333
SFT2D2	1.82516666666667
HOXA6	0.404
CRTC1	0.539375
LY6D	2.8285
C20orf72	-1.284
CPT1A	-0.39625
LMO1	-2.1955
EIF3I	-0.5475
PRB4	0.452
MCM3APAS	-0.83625
C20orf132	-0.7709
FOXF2	-3.02925
S100A12	0.59775
MLH1	-1.05883333333333
ACTN1	0.0765
MRPL36	-0.663166666666667
C20orf106	0.421
FBXO6	1.81816666666667
MKS1	-0.929833333333333
CX3CR1	-0.881125
PDE1B	0.803
PLP1	-1.864
KISS1	-0.205833333333333
C14orf2	-0.482333333333333
TBC1D3P2	-0.71575
COMMD6	0.9413
ANKRD7	-1.81725
PTCHD1	1.25625
NARS2	-1.07375
DOCK7	0.2485
FAM127B	-0.083375
LOC390243	0.065
N6AMT2	-0.07075
ZNF391	-0.956
DNAJB14	0.8875
WRB	-0.492625
BPI	2.04683333333333
TTC4	-0.4865
FAM10A5	-0.4405
GOT1L1	0.344555555555556
MAGED1	0.716875
RESP18	0.10275
WFDC6	-0.20575
MT2A	-1.282
C11orf56	-0.0505
KIAA1432	-0.249
ROR1	-0.38425
HSD17B14	1.3235
ZFAND2B	0.05525
SAMD4B	0.785
HEXA	-0.12475
HNRNPU	0.381136363636364
USP39	-0.05875
NRD1	-0.437
R3HDML	0.18975
FLT4	0.5065
OMG	0.435333333333333
OR52N4	0.9195
LOC399818	-0.49375
ELA2	-2.31625
VENTXP1	0.485
RFC5	-1.6125
OR52L1	0.222
PAX5	0.754
FBXO2	0.11075
GMEB1	0.7055
AKT3	0.2115
CRB1	-0.511666666666667
CTTN	-0.394
UTP15	-0.529166666666667
HSBP1	-0.24225
PHF11	2.24125
NDEL1	0.328
USP8	0.1255
BAIAP2	-0.3555625
SI	-0.0794
ARSJ	-1.34566666666667
BAAT	-2.51425
KCNS3	-0.0973333333333333
LOC126147	-0.0235
TMEM37	-0.62225
C1orf162	4.37966666666667
MBD1	-0.2575
ITGAL	2.88366666666667
WDR73	-0.967666666666667
GKN2	0.191166666666667
ARFGAP1	-0.99275
SLC5A8	-0.562
ZBTB40	-0.1623
CYP4B1	0.601333333333333
LYPLAL1	-0.29975
CHST3	-0.654
MAP3K9	0.346
BTAF1	-0.571166666666667
TFAP2E	0.404
RBM35B	-0.4745
LOC441251	-0.535
ANKRD25	-1.24538888888889
UQCRC2	-0.3035
MAEA	-0.169
HYAL1	-2.8687
RNPEPL1	0.661
CPSF2	-0.564857142857143
PSD3	-1.0659
ABCA13	1.481125
AGR2	-2.13425
GBX1	-0.882
HDLBP	0.339357142857143
ACY3	1.635
HECW1	-0.5315
ZNF519	-0.689
HOPX	2.976
ZNF304	0.860375
OR12D3	0.728
FKSG43	0.0300000000000001
METTL1	-0.3865
MFSD3	-0.8179
PSPH	-1.06975
CLCA3	-0.2575
DARS2	-1.78766666666667
CDC25A	-1.39533333333333
BAIAP2L1	-1.2055
B3GNT5	1.932125
USP29	0.337
ARHGEF10L	1.1235
ATOX1	0.546625
ADAM30	-0.83575
DNASE1	-0.994
STT3A	-0.189
RAB6IP1	0.3985
PTN	1.6255
C1orf106	-0.0602307692307692
HECA	2.51875
RNF122	1.48875
SLC22A18AS	0.00433333333333334
GNG8	1.35316666666667
ELP4	0.4675
FAM65A	0.240166666666667
RPL10A	-0.295166666666667
IRS4	0.288
MACF1	1.4303
SEC24D	0.779
LOC374395	0.066
TGFB2	0.342625
MDFIC	1.0565
CHRNE	0.781333333333333
PCMTD2	-0.616833333333333
ATP6V0D1	-0.0203333333333333
MTA2	0.765
LZTR1	-1.04883333333333
RAP1A	1.12766666666667
AXIN1	-0.281125
POLR1C	0.15475
TRIO	-0.241166666666667
PLXNA4A	-0.254666666666667
C5orf33	-1.02825
DEPDC1B	-1.695125
ZNF473	-0.354
MTM1	1.14
GPR107	0.0248333333333333
CSNK1A1L	0.482333333333333
FLJ14154	-0.2745
NLRC4	4.3805
ENPP4	0.963
PADI3	null
RNF170	-0.581
CG018	2.18166666666667
C16orf7	-0.19975
KCNE1	1.02925
NRM	-0.582166666666667
SLC37A3	0.378071428571429
TPD52L2	-1.218
UNC5B	0.107
C12orf12	-0.1102
SDHB	-0.7085
CLRN1	-0.0765
NUDT10	-2.1395
UGT3A1	0.147428571428571
FBXW8	-0.212375
RHOF	0.44675
PTPLAD1	-1.08825
MYO3B	1.0825
DERA	-0.345
TPP2	-0.4795
C19orf53	-0.228166666666667
GINS3	-1.01075
ST6GALNAC5	3.3065
CHSY1	0.02375
MGC15705	-0.3675
GPR83	0.291833333333333
EXT2	0.839125
DOLK	-0.34825
TUBAL3	0.291
ACVRL1	2.618
ABL2	-0.491583333333333
C14orf156	-1.33583333333333
PTPRZ1	-2.44275
DIP2C	0.400375
LAMP1	1.190625
RXRA	0.2066
MAP3K5	1.849
ALKBH1	-0.0505
PDLIM7	-0.754125
ARL14	-0.6985
SNIP1	-0.154166666666667
TIMP3	0.999166666666667
RGS3	-0.240833333333333
SPAG16	-0.2738
ABHD4	-0.59625
ARHGEF12	0.206454545454545
GLUD2	-0.2515
RAC2	1.3708
UAP1L1	-0.631
SLC18A3	0.384
YOD1	-0.402416666666667
RALY	-0.142
HMOX2	0.230125
DGKH	0.05875
DBNDD2	0.953333333333333
YIPF4	0.555
THAP10	-1.31475
ZNF513	0.03325
HAGHL	-1.10166666666667
ITGB4	1.12816666666667
CCDC141	1.613
YTHDF3	0.3085
C5orf28	0.40875
RPL7L1	-0.460375
TMEM30B	0.647428571428571
ANKRD35	1.75
DUOXA2	-0.20175
TBC1D5	-0.01575
DFNB59	-0.5795
HRH4	0.308
MYO6	1.5454
DNAJA4	-0.16425
RBM24	-1.68125
CEACAM20	-0.94475
RBM23	-0.411142857142857
NGFB	0.578
C1orf63	-0.0241
KRTAP7-1	0.018
PERLD1	1.2525
NPB	1.2305
C17orf59	1.1493
HSPBAP1	0.1025
SLC15A4	0.4345
PRTFDC1	-0.37
OSMR	-0.778857142857143
CYSLTR2	0.327
C19orf25	0.0689
KIAA1797	-0.41
NLRP6	0.857
FAM105B	0.7057
SCRN2	-0.167166666666667
LRRC58	-0.1144
RNF17	0.1145
NEIL3	-1.9945
FAM137A	-2.12775
SKP2	-2.7255
PARVA	0.587083333333333
PKLR	-2.0505
RNF34	0.242
A3GALT2	0.00875000000000001
C12orf50	-0.33575
SUNC1	-1.54025
FAM102B	0.0325
CCT2	-1.45575
LRRC37A2	0.069
ARF4	0.0125
SIKE	0.397125
C8orf48	-0.380666666666667
MBTPS1	0.0825714285714286
GPSN2	-1.1695
NCF2	4.668
SLC12A6	0.7205
MRPL48	-0.4235
HMGN3	0.672166666666667
LRRC62	-1.5065
PAX9	-1.0835
FAM55A	0.253
C20orf42	-2.00683333333333
SCML2	-0.7315
BCL9	0.58875
FAM40A	0.0295
C9orf41	-0.779333333333333
ZNF774	-0.75
LETM1	-1.60675
PLXNB1	-0.994
NIPSNAP1	-0.484625
USP10	-0.161
F9	1.37166666666667
LIPE	0.774
CNGB3	-0.1
C12orf52	-0.356875
PI4K2A	0.190375
MED8	0.14125
STAT4	3.1545
FGD4	0.532333333333333
RNF145	-0.161
WDR32	0.0519
CLDN2	0.1405
TCEAL8	0.36
ZMYND8	-0.8486
PDXK	0.47825
GATAD2A	-0.14825
PTGES3	-1.025
CCM2	0.557
TAP1	3.885
ZNF670	0.6255
ETS2	0.264785714285714
C6orf166	0.976166666666667
PRMT2	1.38757142857143
OR4B1	0.0025
INTS8	-0.665
CCDC102A	0.95
CCDC83	-2.1934
ITGA1	-0.3915
EPHA5	-1.6667
FAM24B	-0.5615
TSGA10	1.674
HAL	-1.67783333333333
MYOT	0.05025
SPACA3	0.278
BCL2L2	-0.5755
CUGBP2	1.03083333333333
CCNB3	1.12225
RNF113B	0.31725
MERTK	1.0275
BAG1	0.1415
VPS36	0.1255
ORMDL3	0.9257
C1orf190	-0.50775
ZNF625	-0.9185
CORO2B	-1.78
ALOX15	-0.033
CST1	0.2585
NUPR1	1.78566666666667
CCL7	2.07625
SMCR5	-1.9595
DSC2	3.861
RBMS2	0.3395
GRIK4	0.408
TRIM65	0.2817
TMPRSS6	-0.334357142857143
TP53INP2	-0.947
GLB1L	0.324666666666667
LOC388284	0.289166666666667
PUS1	-0.747642857142857
BCL9L	0.1905
OLFM1	-0.365416666666667
RET	-0.881
MASTL	-1.01433333333333
ALX3	0.63375
IL1RL1	-0.011
ZNF765	-0.2762
C14orf138	-0.391
SNX10	1.18416666666667
TAC4	-0.1915
C1orf64	0.506375
POGK	0.089625
MAPK9	-0.0315
ZNF366	4.45275
C8orf79	0.5508
CLDN7	1.79425
OR5AT1	0.8
TRIM37	-1.86775
LRRC25	3.87725
GRHL2	2.3256
TEKT3	0.3165
LASS5	-0.292666666666667
ABCC4	-0.432666666666667
DLG3	0.520375
VGLL1	4.101
ZFP36L2	2.38316666666667
MFRP	-0.1665
KIAA1799	-0.249
FLJ44379	1.0765
PCNX	0.8965
ANXA9	-1.526
CYP4V2	0.9455
PIK3C2A	-0.18825
SRR	-0.332
NOL3	-0.99425
IFITM2	1.4615
ARNTL2	0.68475
ZNF595	0.05475
NLRP13	-0.381
ASPH	-0.53675
CPA2	1.6765
PVRIG	1.5555
LEPR	-0.143
C16orf42	0.199333333333333
SH3BGRL	1.85725
FAM77D	-0.443833333333333
FNDC7	0.699
C9orf6	0.2475
NOTCH2NL	1.02866666666667
PGBD1	-1.29866666666667
SYNGR2	0.704666666666667
PITPNA	-0.00424999999999999
PRPF4B	-0.4173
SLC43A3	-0.729285714285714
NRBP1	0.01325
SLC25A22	0.50175
ILK	-0.468875
SLC22A8	1.17633333333333
MRPS7	-0.607125
PITX2	-2.55025
FABP3	-0.489125
OR1L1	0.596
LOC728215	-0.329625
BLID	-1.593
KIAA1217	2.36670588235294
TFPT	0.43675
AP4B1	-0.038
VBP1	-1.12325
OR1K1	0.3565
MORC3	1.0265
BHMT2	-1.36783333333333
C3orf10	0.491875
FZD7	1.83233333333333
WFDC10A	-0.2655
PMS2CL	-0.3395
CCDC32	0.678166666666667
FA2H	-2.108
ALG13	-0.6335
TTLL7	-1.6706
SPOCK3	0.5615
SLC13A2	0.271
AIM1	2.2545
GPRC6A	0.965
EGR2	5.094
MED11	0.3225
WWC1	1.32325
SH3GL3	-3.863
RIF1	0.539071428571429
PRLH	-0.079
VLDLR	-0.1085
DBT	0.1219375
C21orf63	1.88625
CGGBP1	-0.179375
KRTAP12-2	-0.096
TADA3L	-0.451125
ZBTB16	2.0035
PDGFB	0.612375
RFX1	0.37825
UQCRB	-0.4425
LOC133874	0.0785
HPS3	-0.9575
LGALS3BP	0.8485
DKFZP564O0823	3.88928571428571
MRFAP1L1	-0.0405
HOXA10	-1.131
NGB	-0.4005
KIF21A	-0.481923076923077
IFLTD1	1.5785
LZTS1	-0.923875
ARHGEF3	2.1615
RHBDL3	-1.5615
CSNK1G2	0.301833333333333
ChGn	0.50975
KIAA1244	0.384
GABRB2	0.706
MGC72080	-0.1345
