Hybridization REF	TCGA-BH-A0DE-01A-11R-A115-07
PIPSL	0.379
SHMT1	-0.843
CRISP3	1.491
POPDC2	2.6885
ZRANB2	-0.951666666666667
FBXL8	0.38325
TRIP13	-3.01390909090909
EIF5AL1	-1.01
POU5F1P3	-4.84783333333333
IL6	2.70783333333333
CXorf38	-0.368833333333333
IFNA16	0.144
FBXL2	3.22216666666667
BRD1	0.90175
STATH	0.4025
FBXO44	0.737166666666667
MCCC2	1.88975
CDC2	-3.14744444444444
C5orf23	0.00924999999999998
IVD	0.176666666666667
C10orf122	-0.786333333333333
MSL3L1	-5.55111512312578e-18
MVP	1.4005
EPOR	-0.4043
ZMYM1	-1.48883333333333
BCL7C	0.701666666666667
PSTPIP2	1.4621
LYPD1	-1.571125
OR8G5	0.283
ZP3	0.229333333333333
BCAS4	1.25025
EDG6	2.50025
ISY1	-0.9605
PRAMEF2	-2.152
CUL1	-0.25775
RNF213	1.3745
CCRK	1.027
DHX9	-0.491625
C13orf29	-0.838
NCKAP1	0.260833333333333
MRPL43	1.21042857142857
XPR1	-0.677
PKN2	0.7001
PODNL1	1.488
ZNF333	0.531125
DALRD3	0.9155
OPN1SW	0.619
BTBD6	0.11225
C11orf82	-2.5515
OR5P3	-0.707
DUSP11	0.16825
L1CAM	-1.6495
NEK11	1.96483333333333
OR7E91P	0.581
CNTN3	0.723333333333333
CREB3L2	0.202
ZBTB37	0.6255
KIAA1324L	0.4695
NDUFB10	0.2575
NUDT2	0.3515
GTPBP8	-0.64275
CACNA1D	1.055375
PRKAA2	0.684333333333333
PRDM8	-0.7555
MGC16075	-1.05133333333333
KRT14	1.94978571428571
PP8961	0.64075
MRPL18	-0.56375
ABCG2	-1.96425
PACRG	1.85025
BBS2	-0.15275
KREMEN2	-2.2645
FBXO21	0.625
HNRPUL1	-0.0655
GRB10	-0.29725
CLSTN1	0.862
LMAN2	0.1698
C17orf61	-0.25625
NIPSNAP3A	0.6455
INSIG2	-0.907166666666667
PCDHB7	0.5665
STXBP2	0.79675
CMAH	0.648583333333333
SEMA5B	-0.20575
ZNF155	0.381333333333333
COQ6	-0.271166666666667
PRPF4	-0.49575
TSPAN15	2.1277
VN1R5	0.291
LATS2	0.443
SELK	0.5695
PGK2	0.214666666666667
MS4A1	-1.12825
TYW3	-0.3515
KRTAP5-1	0.5205
RCCD1	-2.28183333333333
BTN1A1	0.13525
DDX28	-0.21
TMEM65	1.03625
LOC92345	0.061
TTC31	-0.49075
WDR46	-1.11016666666667
CHP2	-1.7955
LSP1	1.048625
ZNF542	-0.768
EXOSC1	-0.3915
ARHGAP18	0.244833333333333
LRRTM4	-0.851375
MAOB	3.31291666666667
CACNB4	0.04575
MGC33846	2.8805
RANBP3L	1.108125
ATP5L	-0.3525
ONECUT1	-3.8775
NUDT9	1.40275
TMEM149	0.9595
STX17	0.0825
IGSF10	-2.91525
TMPRSS9	-0.209
BMPR2	1.24408333333333
ALLC	-0.4835
KLF7	0.571125
GCC1	0.5951
TIMM9	-0.52425
CDO1	2.821
MGC10701	-0.609833333333333
IFI6	2.06966666666667
FRMD8	0.698
MGAT2	0.82975
WBP5	-0.550333333333333
CNIH2	-0.07325
KIAA0907	-1.3025
KCNH8	1.211
CTSG	-0.491
GRIK1	0.112833333333333
CUL5	0.349125
FRMD1	0.179
OR9A4	-0.414
SYT6	-0.534875
FOXD4L2	1.48975
ANAPC2	-0.2525
OPN5	-0.3
TAF13	-0.00849999999999999
LYG2	-0.42325
GGNBP1	-0.783
C11orf40	0.6075
OTX2	-2.16
REG4	-0.264
EIF5	-0.82025
PALB2	-0.42625
SEPSECS	-0.7275
RNASE3	0.124
TRIM49	-2.251
POLR2K	-0.0236
GPR42	0.153
C8B	-2.51825
SASS6	-0.2115
PREB	-0.0338333333333333
OR3A3	0.5175
TUBA8	0.983125
IGLV2-14	-1.772
STIL	-2.883
ANKFN1	-0.931166666666667
NME7	-0.81175
HOXC12	-1.5275
UBE2C	-2.184375
FHOD1	-0.39625
CDK2AP1	0.0363333333333333
OR6K2	0.4075
DHPS	-0.04375
RPL5	-0.743
TRGV5	0.407
LOC541472	0.928625
HCCS	-0.1274
DENND1B	1.799
LHX3	-0.303
OR5D16	0.2235
CXorf57	-2.12166666666667
IRF2BP1	1.5905
NDST2	0.619333333333333
LCE3D	-0.035
BOLL	0.12075
SYT3	-0.9465
PIH1D2	0.31725
C20orf7	-0.784666666666667
IL1R2	-0.407666666666667
SLAMF9	0.563
PPME1	-0.845125
PIK3CA	0.2785
TRAPPC1	-0.3415
COLEC10	-1.2165
SLC9A6	-1.331
PDDC1	-0.476
CCDC53	0.6725
GK3P	-0.8885
DAZL	-0.996
BRI3	0.7225
SDK1	-0.681625
CYP2C18	0.32925
IFI44L	3.44225
RPL3L	0.518
FUT9	-2.29333333333333
KIFC2	0.1635
PMP2	-0.134
SLC4A9	0.573
PLAG1	-1.9185
MYCBP2	1.34783333333333
OR4E2	0.599
CCDC65	0.1645
C16orf82	0.2215
ENTPD4	0.289625
BRP44L	-0.134375
PMP22CD	0.10825
TMCO4	0.5645
KCNN1	-0.363
WDR35	0.1195
CCDC80	2.21475
C3orf31	-1.00625
SLC7A9	-0.6765
TMEM190	-1.06475
DBC1	1.151
FADS3	0.151666666666667
PDZD8	0.305833333333333
GRM5	-0.121857142857143
AZGP1	3.8456
PEX3	-0.282
MED1	0.620928571428571
ATG4C	-1.47283333333333
HNRPH3	-0.884125
FAM109B	1.48525
C4orf17	-0.5255
CA10	-0.14725
OPRD1	-0.1195
CCL16	-1.6815
SACM1L	-0.40225
CST6	3.92975
CD63	1.524125
LGI1	-2.505
ZNF784	0.743
CRYBB1	-0.742
CX3CL1	1.51435
TOP2A	-2.719875
GYPB	-3.6255
GADD45GIP1	-0.5075
FEN1	-2.205375
IGF1R	1.0345625
WDR72	-0.598
PURG	-0.760333333333333
DEFB126	-0.0253333333333334
PKD1L1	0.922
CAV1	-0.1687
GNPDA2	0.8791
DGAT2	2.854125
NLGN1	-3.1965
STRBP	-0.137
HPRT1	-0.832166666666667
FANCI	-2.257
PSMA7	0.074
DBF4B	-0.8995
TTF1	-0.7225
RAD54L	-2.9265
ELOF1	0.19725
PLAGL2	-0.090125
ZNF256	0.08475
HMGCL	-0.1855
MSI2	0.520333333333333
RPESP	1.75016666666667
C11orf60	0.103
ABCD1	-0.075
ACAA1	0.2889
SPARCL1	5.42214285714286
IL6ST	1.8278
ZNF319	0.67025
TMEM109	0.1441
FAM90A1	-1.15416666666667
IL22RA1	-0.726
ATP4B	0.5015
TEC	-0.9995
C7orf30	-0.80875
TXNDC2	-0.283833333333333
ABCB4	-0.1765
KIAA1191	0.613625
C9orf38	0.334
SFTPB	-0.04925
CNTNAP2	-1.11291666666667
FRK	-0.159
TBX19	0.00125
CHD4	-0.098
C6orf26	-3.11916666666667
MOSC2	1.66125
IKBKE	0.36825
HIF1A	-0.706833333333333
LOC595101	0.108
RELA	0.243
TMEM16B	-0.799666666666667
ABHD12B	-2.29933333333333
TSEN34	0.64
KIF18A	-3.49075
TXNDC9	-0.335833333333333
SPATA2L	0.306
SEMA4G	-1.8345
C21orf91	-1.132125
MATN1	-0.3525
KCNIP4	-0.0555
TUSC1	2.217875
OR4C15	0.333
ARMCX6	0.59575
WBSCR27	-0.692333333333333
OR52I2	0.697
KIAA1604	-0.2555
DYNC1I1	-0.1235
PPP4C	-0.02075
SLC47A2	-2.43516666666667
TREH	0.243625
CD48	1.86666666666667
ST14	1.15716666666667
PKN1	0.27325
SPON2	2.36025
XBP1	2.38775
SFRS12	-0.689
EFCAB6	2.3
SELT	0.093
SLC39A2	2.437
ERF	0.198
ARL3	0.277375
SURF6	-0.8888
MLLT10	-0.450857142857143
FLJ11171	-0.187666666666667
TDGF1	-3.97383333333333
ERCC6	-0.29775
EIF2AK4	0.775125
BAZ1A	0.1805
LRRN3	1.37866666666667
TMC3	0.698
EFTUD1	-0.07525
PTPRO	1.6365
CLEC12A	0.3765
ACBD4	0.872
ZDHHC14	-1.062125
OTUD7B	1.16475
ACTB	0.8336875
MSRA	0.484625
LCE5A	1.3115
IFI35	1.369
BSCL2	-0.561333333333333
ANKRD12	0.56525
CFHR2	0.28325
RGAG1	-0.4992
HSFY1	-0.003
SLC30A5	0.0974166666666667
IMPG1	0.9565
GPR109A	0.885
ZNF185	-0.9805
IYD	0.08325
NPCDR1	0.7015
SERPINA13	1.268
HMGCLL1	-0.23025
NEUROG1	0.54
UBQLN1	-0.1495
LIN37	0.6715
SOCS2	0.102125
DSCR4	-1.749125
XKR6	0.06875
GPR142	0.4465
KRTAP13-3	1.5375
CCDC15	-1.2325
MOS	0.205
CD1E	-1.661
OFCC1	-0.0394
FAM83D	-3.89325
SRFBP1	0.36125
C9orf96	-0.3615
DHDH	-0.0435
CCDC90A	-0.6675
RABL3	0.17605
CD320	-1.19916666666667
ANGEL2	0.181166666666667
MRPL21	-1.1195
SMG6	0.434666666666667
INSR	1.651125
FLJ14816	-0.8415
GLRB	2.43433333333333
C9orf89	1.22675
CIZ1	-0.59125
URG4	0.317666666666667
LRDD	-1.43433333333333
CBY1	1.0665
NFX1	-0.05475
MTERFD2	0.541142857142857
C19orf23	0.2525
PGC	-2.60425
IER3IP1	0.745
RASAL2	1.447
C1orf89	-0.4205
SYNJ1	-0.37525
NFKBIE	0.72425
FLJ40125	-0.514
TCEB2	0.00180000000000003
NOG	-1.3815
POLR2J2	-0.499166666666667
HLA-B	2.49275
PCDHA1	1.379
PPP2R2B	-0.07075
ARHGEF17	0.313333333333333
TCF7L2	0.708714285714286
CHD5	-0.0718333333333333
ZNF431	-0.844625
TBC1D25	0.90675
ZNF800	-0.6455
SCUBE2	4.41609090909091
MYCBP	-0.772
GPX5	0.3065
C6orf129	-0.962666666666667
QSER1	-0.658833333333333
ULK2	2.38125
PIGO	0.684166666666667
NRCAM	-2.10192307692308
SLC35E3	0.15275
CSRP2	-0.646
HYPE	0.653
MAPK15	0.104333333333333
MGC14327	-0.089
TIMM13	-0.2
ZNF462	-0.71375
GBA3	0.16625
TEX13A	-0.363
MCM6	-1.37477777777778
MTRF1	-0.8545
ABCA7	-0.3645
EIF4A2	0.331
ZC3H10	1.0352
RPGR	0.358833333333333
C20orf94	0.02525
RP1L1	-0.139
GPR125	-0.119285714285714
USP22	-0.468142857142857
OR1L4	-0.48175
MLZE	1.77225
FLJ32065	0.38
PTCD1	-0.1195
CRTAC1	1.43916666666667
BXDC2	-1.346
C18orf1	2.55716666666667
FAM107A	3.06878571428571
EFNA3	-0.67575
P18SRP	-0.2124
CAMKK2	1.1015
KIAA0649	0.27525
NES	0.00516666666666667
HS6ST3	-2.327625
PON2	-0.882
TCP11L2	-0.39825
CLEC4A	2.2
PRR12	0.95
MLXIPL	-0.7276
C2orf50	0.5865
ZNF28	0.2105
ENC1	0.593833333333333
MAP2K1	-0.276875
FKSG2	0.6845
KIAA0430	0.9365
PTP4A1	-1.16022222222222
GPR156	0.717
GTF3C6	-0.807
UBR2	-0.2698
LOC388272	-1.58675
MAK	0.321166666666667
ACOT4	1.225
STC2	-2.29141666666667
PIGW	-1.341375
SAE1	-0.815625
COL6A1	0.603954545454546
OAZ1	0.5875
STMN4	0.900833333333333
EDG3	0.613833333333333
SGCE	-0.113666666666667
IL11	-1.56033333333333
PRSS8	3.34225
YIPF5	0.657833333333333
WNT4	1.035625
CSN2	-0.014
TCF7	-2.704
TDO2	1.91725
SAMD9	0.7771875
S100A7A	0.357
MMRN1	4.29016666666667
GKAP1	0.578
AKR1C3	0.026375
RNF19A	0.43875
GMDS	-1.3195
YKT6	-0.65825
SPARC	2.3983
C12orf31	-0.59
UBE2V2	-1.099
FBXL18	-1.0325
KIAA0460	0.624
ADAM22	0.507285714285714
SERPINC1	-4.60475
KCTD21	0.23275
MYOHD1	-1.591
ZNF37A	0.739833333333333
GTF3C1	0.246
CTSZ	1.878
PRNPIP	-1.126625
DRD1IP	0.685
NR1I2	-2.13366666666667
ZNF266	-0.083
SPAG4L	0.378
COX4NB	-0.67275
SAPS1	2.4245
APOA1	-3.7035
TATDN1	-1.17033333333333
C10orf82	3.415
KPNB1	-0.79425
FOXO3	-0.0844166666666667
CRYBB2	-1.103
ZBTB5	-0.257
SLC25A38	0.254
DCTN2	-0.247833333333333
IFT20	0.4975
CTHRC1	2.35625
C1orf31	-1.22975
UHRF1	-1.6929375
GPC6	-0.1725
C10orf54	2.00625
MCF2L2	-0.2242
WNT9B	-0.222625
OLA1	-0.2795
FAM120B	-0.047
TTLL10	0.92
CYorf15A	-4.6205
RELN	-2.4311
SCN2B	1.3135
MFHAS1	-1.1265
NKX3-2	-0.887833333333333
RASGRF2	0.945
SSBP1	-0.926166666666666
KPNA6	-0.5165
LOC389118	0.1115
HS3ST4	-0.456555555555556
SUPT7L	-0.0295
FLJ32658	-2.03933333333333
IGFBPL1	-1.33
KIAA1641	-0.4198
SHKBP1	-0.230166666666667
CSF1R	4.8825
NAGK	0.81175
MYL2	0.16475
HIST1H4C	-2.9045
TOMM7	0.116125
ADAMTSL3	2.8805
TNFSF14	0.20025
PRRT2	0.6435
VTA1	-0.796125
AOAH	3.29116666666667
CRISPLD2	2.52485714285714
PNN	-1.0643
TA-NFKBH	0.128
ESPN	-1.346
RBM43	-0.547
KIAA1267	1.038625
DDX3X	0.168388888888889
KIAA1576	-3.61275
PLXDC1	4.43033333333333
FLJ25801	-4.036
HNRNPL	0.0425
RUNDC3A	3.46766666666667
CASP12	1.2325
SH2D5	-1.346625
RPL26L1	-0.1505
OR51A7	1.321
HDC	4.5645
C2orf16	0.238333333333333
SYTL3	1.7895
GOLGA4	0.3350625
NOTCH1	-0.0838333333333333
ATPAF2	0.3705
ECD	0.00725
SSX5	-1.95133333333333
SNAP91	-0.0993333333333333
OCA2	-3.84575
PNPO	0.345666666666667
DAPK1	0.00216666666666667
PINX1	-0.746333333333333
SELENBP1	0.896375
NEK3	-0.228333333333333
TMED4	0.168428571428571
SSTR4	-0.419
FOSL1	-2.1944
CD40LG	0.7135
CES1	1.22625
DCI	0.322
B3GAT3	-0.0815
STK17B	-0.21425
CNTN6	0.67225
CYP3A4	-1.4186
MBOAT2	2.12071428571429
PISD	1.211625
USP1	-1.3605
PYDC1	2.25233333333333
CENPM	-1.501625
SAR1B	0.44425
TTC7B	-0.345875
DP58	-0.5555
GPC1	1.08475
RBL1	-2.1035
TMEM137	-3.16416666666667
TOB1	1.52541666666667
TCEAL1	1.29583333333333
CENPF	-2.48336363636364
C6	4.92983333333333
PRSS1	-3.907
PPIL6	0.636333333333333
C6orf124	-1.3835
ODZ4	2.0465
SNCB	-0.0575
NDUFB9	0.028875
CNOT6L	0.984833333333333
S100A9	2.3325
TRIM50	-0.3855
KCTD1	1.3899
WDR63	0.65325
SPEF2	2.532125
RNGTT	-0.8165
CXorf22	0.648
KCNK16	0.283
CEP250	-1.622125
ATPBD1B	-0.71175
KCNJ2	4.3035
MT1B	-0.947
ZNF684	-0.6175
SLC4A1	0.461
PDHA1	-0.9555
ZNF492	-0.44675
TKT	-1.54925
BYSL	-0.88525
RNF38	0.346625
AHDC1	0.4495
KLHL2	0.486875
CMTM8	1.80375
DMP1	3.909
HERPUD2	0.184
CRTAM	3.43133333333333
ZNF572	-0.7615
TMEM16J	-0.55
HSD17B2	-3.19675
UBE2G1	-0.744875
AHSA2	-1.65325
PELI2	-0.5005
TPX2	-2.887375
ATP9B	1.04183333333333
DAZAP1	-0.17375
HMGCS2	0.738833333333333
C17orf38	0.62425
B9D1	-0.109
NKX2-5	-1.528
KIAA1276	-0.1035
LILRB2	3.722
CSTF1	-0.809
BTN2A1	0.0853333333333333
C15orf48	6.32075
IGF2BP3	-4.46
FAM113B	0.545333333333333
HRG	0.260571428571429
ZNF131	-0.68925
USP47	1.11014285714286
CCDC88B	-0.0975
HCN1	-0.977
HTN1	-0.417
SYCP3	-0.4105
C13orf23	-0.5562
PAPOLA	-0.6220625
AATK	-0.1592
MSH3	-0.205666666666667
NDUFAB1	-0.74725
ITLN2	-1.13283333333333
BAK1	-0.3835
MRPL45	0.024
MTNR1B	0.1165
LOC645843	0.413
SPECC1L	1.017625
PGCP	0.03425
SPN	-0.684875
GPR143	0.699833333333333
ZNF576	0.697333333333333
TMEM39A	0.5067
ATP5D	-0.1775
MAGEB3	-2.1
RPS5	-1.15416666666667
ANP32E	-2.20521428571429
MTMR1	0.303
YEATS4	-0.855
SYNGAP1	-0.4995
PCOLCE	-0.243666666666667
MNS1	-0.43125
PCYT2	-0.678666666666667
ZNF182	-0.552
LAX1	0.40925
SPPL2B	0.3491
ELOVL5	0.1017
PCDHAC1	0.2965
B4GALNT1	-0.846166666666667
BLOC1S2	0.614625
ZNF673	-0.8258
ARHGAP21	-0.239333333333333
IRX5	3.448
LRFN5	0.296333333333333
FAM7A1	-0.38325
RAB19	0.84
GINS1	-2.69825
ITM2B	1.7561
PAPSS2	1.07166666666667
OR5BF1	0.263
ACSL3	0.040125
KIAA1919	-1.59333333333333
GLT8D2	2.57875
UTRN	0.807857142857143
CNN1	2.02375
HISPPD2A	1.41433333333333
SDAD1	0.271125
SIGLEC9	1.6535
RPL35	-0.488857142857143
C22orf26	-0.561
IMPDH2	-1.28375
WDR69	-1.4735
SEC14L5	0.509833333333333
CLTA	0.2295
RP11-529I10.4	0.7265
GPR37L1	0.023
OGDH	-0.488833333333333
ASB13	0.5255
ZFP14	1.398
ZCRB1	0.136666666666667
KPNA3	-0.1795
HSPA1L	1.06375
RHOC	1.194
LOC554175	0.08125
PPP3CA	1.3002
SLC1A7	-0.091
ZNF529	-0.247
RBED1	1.48125
DDB2	-1.273
FLJ11286	0.702
SPATA1	0.5675
MKNK1	0.3235
DYSF	1.55166666666667
ALKBH2	0.08125
NKD1	-3.41566666666667
C1orf174	-0.493
PLEKHO1	0.9905
ASB10	0.21675
RING1	-0.410833333333333
NPC2	1.0155
AVPR1B	-0.0145
YTHDF1	0.116583333333333
LMAN1L	0.2305
GSG2	-3.649
CEP170	-0.4567
RPS4Y2	-5.53
MSH6	-1.1055
HECTD2	1.67783333333333
ZNF556	-2.24716666666667
PLEKHC1	0.0396
AIRE	0.189333333333333
BCL2L10	0.34725
LMOD3	0.230333333333333
ZBTB8	-0.3754
FOXA2	-3.56
SLCO2A1	3.9025
C3orf46	-0.147
PRDM16	0.208333333333333
TMEM98	-0.29375
FRMD5	-0.829
PDE6C	-0.197
C1orf216	0.5965
EP400	-0.537285714285714
PTK2	0.0563333333333334
RNF217	0.128
NDUFA8	0.589
ZFAT1	0.36
LAMP3	2.24216666666667
GLTSCR2	0.705125
NPW	-1.7055
LLGL2	0.5806
PPM1K	-1.05966666666667
C20orf177	-0.7065
KIR2DL4	0.2495
NFKB2	0.74475
C21orf122	-0.455166666666667
HESX1	0.322
GPR114	1.057
SLC25A35	-0.219
GNAT1	0.21625
ORAI3	0.65325
FAM76B	-0.91175
TMEM99	0.89
TRIM29	0.5387
CDS1	2.8275
RHEB	-0.274
C4orf27	-0.697333333333333
RAB3A	0.496
OTUD6B	-0.454
GPD1	3.6455
CDH15	-1.56766666666667
NPM1	-1.10842857142857
TMEM117	-0.00475
PRPS2	0.108083333333333
GCK	-0.221
ADRA2A	5.161
TSPYL4	-0.326833333333333
TASP1	-0.226
WDR19	0.402666666666667
C10orf38	-0.578
PDE4C	-0.674333333333333
FYB	1.08033333333333
C1orf55	-0.166833333333333
PPFIA3	0.1655
RAD18	-0.55275
C12orf44	0.356
CRYBA4	-0.1035
HVCN1	1.612
TAF10	-0.1925
C16orf48	-0.637666666666667
DEPDC5	1.34216666666667
LTBP1	-0.9295
MAPRE1	0.011125
FGF8	0.1825
C3orf52	2.43875
SENP7	0.509833333333333
LRRK2	1.129
RUNDC2A	0.2185
KIAA0355	0.925
CPEB1	-2.0965
PPEF2	0.096
ABI2	-0.3875
KIAA0317	-0.534375
ATF1	-0.62
DYNC1H1	0.84425
DIP	0.912
TMEM33	0.570666666666667
POLDIP3	0.30075
C7orf24	-0.146
GPR171	2.9745
CDC6	-3.22083333333333
PLD1	-0.9741
ITFG2	-0.278
NDUFC1	1.04025
AKNA	-0.862
NBR1	1.352
PKHD1	1.242875
HPS4	0.2725
MAFA	0.869
ULBP3	0.0375
DIRC1	-0.733
IMMT	-0.891375
C22orf13	0.610333333333333
CEL	0.13025
MARK3	-0.837
ADAMTS2	1.19816666666667
ARPC3	0.0871666666666667
TMEM10	0.026875
NPHS1	1.218
BRD8	-0.222833333333333
WDR12	-1.58075
IDI2	-0.068
HOXD13	-1.392
OR8G2	-0.605
SLAIN1	-2.3115
GABRQ	-0.98275
NR2C2	-1.88625
NKTR	-0.943
TLE2	1.617
KIAA0892	-0.0575
AURKA	-3.22363636363636
GPRC5C	-0.992666666666667
TBC1D9B	0.478875
PNPLA6	0.303666666666667
AP3B1	-0.168
NAG	0.104875
C11orf68	-0.37
AKR7A3	0.30525
AHCYL1	0.215833333333333
COP1	0.8644
RPP14	0.0606666666666667
PCDHB18	1.03625
CDH24	0.69575
KRT17	0.8916
LACTB2	-0.93275
DDX24	-0.00609999999999999
PHACTR1	-1.919
SLC35E2	-0.5085
LOXL1	0.72225
IQSEC2	1.262625
RGSL1	-0.447
PCDHGC5	0.393
MEGF10	-0.78175
PRRX1	1.042
ASTE1	0.622166666666667
C6orf159	-1.30225
MYOD1	1.14175
GAA	0.973
ZNF747	0.94175
KLRC1	-1.707125
IL1RL2	-0.6625
GDF9	0.155
GPR119	0.3
TRAF2	0.128666666666667
HCK	4.09433333333333
BMP6	-1.72275
IL8RA	0.533
FLJ35848	-1.0635
EFHA1	-0.37325
CDSN	-1.04083333333333
C14orf54	-0.145333333333333
LSM3	-0.722
ZFP41	0.0125
C9orf126	-1.9935
VIT	-1.6535
SPCS3	-1.542
DEF8	-1.2514
CHAF1A	-1.53183333333333
C1orf165	-0.628
ZFPM2	1.74366666666667
FTH1	0.0295
SLC35F1	-0.64525
YWHAH	1.518
C17orf66	0.237333333333333
ADRB1	-0.273833333333333
FOXL1	0.0455
RG9MTD3	-0.686666666666667
UMPS	-0.030625
MGC13008	-0.0295
KIAA1161	0.4595
CCDC77	-2.08925
C12orf65	-0.3001
COG4	-1.0915
RCP9	-0.648416666666667
RP4-692D3.1	2.76883333333333
CDC2L5	0.31175
MGC7036	0.633666666666667
DNAJC11	-1.1415
GDF2	0.0486666666666667
TIMM17A	-0.254
HNRNPA0	-0.0253
OR2H1	0.379
PCBP1	0.005375
COL23A1	-2.11375
LRRC2	0.596357142857143
NSD1	0.0275714285714286
FLJ37078	1.7095
WDR91	-0.193
TMEM179	-0.671
DSCR10	0.161
CNDP2	0.5087
FYN	-0.1615
BEX2	-1.62216666666667
KCND3	1.11275
YPEL5	1.665
LRRC42	-0.950666666666667
C17orf45	-0.838125
ZNF649	-0.0916
LOC150763	0.98425
COL5A2	2.46141666666667
CNGA2	0.0185
ELA2B	-0.966
RAB9B	-0.572
FAM100A	0.34575
NAIP	0.296142857142857
MYOZ2	0.108875
SPATA12	-0.5035
XRCC4	-0.86675
CYB561	1.8084
CHST10	0.78225
BAI1	-0.437833333333333
BRSK1	0.4295
C17orf89	0.50675
PDE6H	-1.4635
FLJ20309	0.2763
MAP7	0.32625
SCN4B	2.25975
SPAG9	-0.7125
SERTAD1	1.33216666666667
FLJ21963	-2.05125
ANTXR1	0.6972
TMPRSS13	1.39683333333333
ETV7	2.75933333333333
DGAT1	0.641333333333333
NKIRAS1	0.8515
TAC3	-3.5255
CORO1C	-0.364333333333333
RAD54B	-1.72925
HRASLS3	2.39866666666667
C21orf42	-0.15575
BARD1	-1.16683333333333
ZNF177	1.06216666666667
MIP	0.3795
ZNF442	0.1615
F2	-3.7182
GRIA1	-0.015625
GALNTL2	1.36216666666667
WNT5A	-1.6045
LENG9	0.263
hCG_25371	-2.1405
FOXR1	-0.7775
TRA@	0.5783
PWWP2	1.264
C1QTNF7	2.59466666666667
SLC7A4	0.8345
C4orf7	4.09675
C17orf80	0.438666666666667
KLK4	1.21183333333333
IL31	0.0855
TMEM176A	3.58525
CTNNB1	0.6435
BHLHB2	1.63825
TMEM185B	0.573333333333333
ARD1B	-0.679
C1orf93	0.199
BRUNOL4	-0.524833333333333
LOC541469	0.917666666666667
UPK2	-0.13975
GAS8	0.367
PATE	1.371
IMPACT	0.997125
WNK4	1.94883333333333
HNRPLL	-1.1785
GAD2	0.01675
ITGA6	0.2665
BMP15	0.1998
CYP2A7	1.358
RIC8A	0.179375
CCND1	0.0340833333333333
USP35	0.1075
DSCR2	-2.02275
CCL4	4.93133333333333
ZCCHC10	-0.0585
NOL11	-1.13425
TRPM2	1.75116666666667
PSMD2	-1.19236363636364
CHTF18	-1.81875
USP18	0.952125
RRAS	1.02775
LAMC3	-1.73525
TOX	-2.65483333333333
PCDH15	0.257
GABRG3	-2.58
NUDCD2	-0.44725
SGCZ	0.754
KCTD17	0.4202
SPSB2	1.2165
TPPP3	3.20966666666667
CILP2	1.43166666666667
CALB2	4.296625
CEBPZ	-0.659333333333333
ZNF479	0.1925
FMOD	5.347
C21orf66	-1.62042857142857
CLN6	-0.033
ANAPC1	-0.5905
SH2D3C	2.437
PTPN14	-0.7795
TRIM42	-0.4975
APTX	0.2305
SNRPG	-0.857166666666667
BMS1	-0.141
MAGEA3	-4.114
NFATC3	-0.79625
LRRC45	0.418333333333333
ARS2	-0.168571428571429
LRIG1	1.68766666666667
EPSTI1	1.6082
PRSS27	0.111
ERC2	0.165
PRKACB	0.6735
PRDM13	-4.9615
HCG27	-1.4015
KLK12	-3.098
HSD17B7	-0.326666666666667
ZNF354A	-0.01375
PCDH11X	0.0785
DMGDH	1.0045
PCBD2	-0.1485
TMC6	-0.363875
RIMS1	0.030625
SF3B2	-0.9155
RCN1	-0.602833333333333
CPB1	4.5525
BCAR3	0.23075
FCRLB	0.324625
PAK1IP1	-0.68375
OR10H1	0.5685
KIF9	0.444
PITPNM2	-0.801
L3MBTL4	0.4535
TGFB1	-0.0963
ZXDC	-0.40375
SLC6A16	-0.57325
SRrp35	-0.52375
LRRC8E	1.9895
PPIAL4	-0.774416666666667
EOMES	1.90116666666667
PAX2	-0.522
SCARF2	0.526625
PSEN2	1.33591666666667
PCDHB13	0.345
C10orf28	-0.00687499999999998
DHRS7B	0.388285714285714
C1orf131	-0.586
ASB1	-0.583
ZNF223	0.497833333333333
LCMT2	0.54575
MEP1A	-0.8205
TMEM53	0.20475
RSPH3	0.19325
C10orf33	-0.2385
LOC644285	0.09575
PTPN9	0.76
ABCA12	-0.33775
CCDC37	-1.57175
RUNDC1	2.1908
YES1	-0.198666666666667
FAM120AOS	1.10275
OR5M3	0.0415
PPP1R3F	0.597583333333333
IL13	1.1161
MDFI	0.866
PRNT	-0.5145
ZDBF2	1.3575
OR10C1	0.037
CLIC1	-0.161833333333333
LILRA5	0.6605
CSAG1	-3.2825
TREML2	-0.259
FAM125A	-0.383833333333333
ZNF74	-0.86275
FAM104A	0.4535
LRRC39	-1.317
SAMD5	-0.57525
HYAL2	1.1185
HIST2H2AC	0.021625
IGFBP5	3.45847826086956
NRTN	-1.30833333333333
KIAA0556	0.3569
FAM29A	-1.51216666666667
JMJD2A	-0.559
EPHB1	0.97375
POLD4	0.6445
ANAPC10	-0.63675
LRRC36	-0.06525
MEGF6	-0.52975
LPHN3	1.20766666666667
BMP10	0.0895
C21orf55	-0.2485
CREM	-0.065375
PTGER4	1.181
METAP1	-0.936625
KCNQ1	1.26633333333333
NR2F2	0.124125
SSFA2	0.629666666666667
CTTNBP2	-1.30575
BCL2A1	-0.32975
ZBTB24	-0.578
SLCO6A1	-0.702
PRDM1	0.4628
OR7D2	0.0823333333333333
CCDC47	0.3618
LOC646982	0.1105
