Hybridization REF	TCGA-E2-A154-01A-11R-A115-07
CTCFL	-4.9695
STX5	0.384833333333333
CD72	1.378
VEGFA	-1.33726315789474
XRCC1	0.118
MAS1L	0.1755
ELL	-0.327
SETBP1	1.635
CDH11	3.7915
NDC80	-2.93153846153846
DMBX1	-2.60025
NRSN1	0.0233333333333333
BAT2D1	0.076875
CDS2	0.486
C1orf212	-0.4865
SENP3	-0.100875
IL1F9	0.1215
EEF2K	0.5405
COG8	-0.1875
CEP72	-0.741
OR1L8	0.1425
MUS81	-0.671916666666667
PHYH	0.13425
GGT6	1.571
C22orf23	-0.42775
C13orf33	2.845125
MAPK8IP2	1.36775
NELL2	2.40875
POU3F2	-2.5985
ALPK1	0.934875
MRPS18C	-1.097
RPLP2	0.253875
FGF22	-0.0335
SPNS1	-0.185
ZFP1	0.05925
IL1RAPL1	-1.58225
PCSK9	-3.54033333333333
NKX2-1	-0.166230769230769
C6orf189	0.46875
SP4	-0.0025
SLC11A1	1.1041
C21orf25	0.559
ICAM2	-0.3665
SH3GL1	-0.0475
GSK3B	-0.191166666666667
RALB	0.523375
PDXP	-0.9855
GNGT1	-2.89275
KIR2DL1	0.2345
TNFAIP3	-0.974833333333333
C6orf32	-0.0158
CBLN2	-2.60425
PANK3	0.511625
TAAR9	0.709
WDR82	0.548357142857143
APOM	-3.058875
TRIP10	-0.122
SPATA16	0.3195
C1orf135	-1.79875
USP51	-0.063
TESK1	0.90275
C11orf64	0.203
ZNF611	0.485
PDE6G	0.139833333333333
HLA-DQA1	3.51
GCLC	-1.2235
SEC61A1	-0.0477142857142857
TWSG1	-0.3555
ZMYND10	4.16
CTDP1	-0.280375
ADAMTS6	0.564666666666667
SLIT1	-2.86125
KRT86	-0.056
KIAA0574	1.3945
GTPBP2	-0.1126
PQLC3	2.263
PRRX2	-0.43
C15orf44	0.456166666666667
MKKS	-0.259
C11orf10	-0.47575
GPR110	2.239625
CD109	-1.51933333333333
ADCY1	0.385833333333333
RHBG	-3.616
TP53I3	-1.095375
SLC22A3	-1.9239
UCP2	1.81
FOXG1	-2.428
OR2AG1	-0.031
TRIM24	-0.859
PROC	-3.377875
TAAR6	-0.01475
AMTN	-0.685
C10orf47	1.117
DEPDC1	-2.388
FLJ45557	3.24725
ZDHHC17	-0.3608125
KIAA1429	0.64
KCNH1	0.4
VNN3	2.0615
PSMAL	0.981
PPARD	-0.057875
HFM1	-2.1125
YBX1	-2.04833333333333
ZNF695	-1.2055
SCTR	-0.349833333333333
DCDC1	0.4395
VPS26B	0.7754
MTF2	-1.27266666666667
ATP6V1F	0.11625
CCDC94	0.19875
PERF15	-0.3475
CCL11	3.22675
LMO7	-0.75975
DCST1	0.4245
ADRBK1	0.041125
CDRT4	0.1535
ZNF84	-0.436
HOXD8	1.455
STARD8	-0.623166666666667
FOXP2	-0.6025
CCDC103	0.078
POLR3A	-0.3779
GSC	-0.0151666666666667
ZNF114	-3.08583333333333
HTR7P	0.178
LALBA	0.576
RMND5A	-0.1365
PSCD2	0.9305
ZNF409	0.1125
KRTAP1-3	0.240666666666667
MAF1	0.30325
LOC201725	-1.32016666666667
NRN1	-2.893375
SPAG5	-2.06683333333333
DNAH7	2.82966666666667
FLJ43860	0.162
BRCA2	0.07475
ACADM	-0.43875
CXXC6	-2.130875
RAGE	-0.227625
CHMP2A	0.96375
FAM8A1	1.4646
GPR21	0.6195
SLC12A3	-3.05316666666667
FVT1	0.0556428571428572
ZDHHC7	-0.367375
FLJ44048	-0.14175
SLC44A3	2.13033333333333
SDSL	-0.276833333333333
MMP8	-0.17925
PLA2G12B	-3.83
ACY1	0.23075
MT1E	-1.85566666666667
OR4K15	0.0105
TECTB	-0.3305
GPR20	-0.27025
IRAK2	-0.3145
RFPL3	-0.755375
MYO9A	0.39875
NARG1L	0.194583333333333
BLMH	-0.73475
CCDC3	1.35233333333333
C9orf21	-0.706
KIAA0513	-0.8475
MIER2	0.06425
PNMA2	-0.449333333333333
SH3BP2	0.3292
ANXA10	-2.35375
RTN2	1.29666666666667
TFB1M	-1.116
PRPH2	1.93325
C14orf133	0.16875
GOLGB1	1.50975
IRX4	-1.308125
NFKBIL1	-0.458333333333333
C10orf62	-0.4495
APBB3	0.2745
RPS10	0.1787
LOC728378	-0.38175
TLE3	1.07466666666667
PSMB7	-1.280875
MESDC1	-0.0745
SLC6A1	1.5955
OCLN	2.3175
PTTG3	-2.85366666666667
NAGLU	-0.4875
SERTAD4	1.913375
SPRY1	0.76125
FLJ10781	-0.483166666666667
MYSM1	-0.60875
TRIM4	1.24471428571429
SH3YL1	1.961875
TREM2	3.76316666666667
SERPINI1	0.70775
HDHD3	0.51975
TMEM38A	-0.447625
EID2B	-1.4555
TDRD3	0.462666666666667
SEDLP	0.15525
THSD7A	1.36266666666667
NDST3	-2.37225
KLHL15	-0.0185833333333333
DHRS12	2.415
FBXO9	0.596071428571429
TNPO1	-0.674083333333333
MRPL13	-0.0465
SNX5	-1.7465
METTL6	-0.336
SOD1	0.04625
CHML	-0.751666666666667
PACS1	0.647625
SIRT5	-0.2265
CAPN2	0.700833333333333
FXYD5	-0.213166666666667
TWISTNB	-0.598125
LRFN1	0.745
UBE1L	1.050125
UBE1C	0.06425
OR51B2	-0.01875
OR4D11	-0.5825
C15orf2	-0.202
NR4A1	-1.04416666666667
LOC339047	-0.515
TRIM17	1.593125
ATP5G3	-0.6745
RPL15	0.419916666666667
ADAMTS8	-0.3505
HOXC4	0.799
C14orf37	1.5205
CEACAM5	-0.608125
MYT1L	-0.7205
RASA2	0.399125
OSBPL7	-0.4375
STAG1	0.6855
GIMAP4	3.128
FUT3	2.0125
PIF1	-3.127375
LPIN2	-0.0701
SH3PX3	0.475
PDP2	-1.2805
PAPD1	-0.398625
ERP27	3.46425
APOOL	-0.7757
DIABLO	-0.2505
TRHR	0.574625
ARMC9	0.157125
RNF152	2.90525
SLITRK3	0.1805
ZNF211	0.0241
PFDN1	0.281
RGS11	1.946
HS6ST1	0.415
AKR1D1	-2.17033333333333
TNP2	-0.036
STK31	-0.286666666666667
EML4	-1.1925
SGTA	-0.1325
HIST1H2BI	-0.5305
PSMD6	-1.65216666666667
KIAA1257	1.4525
C18orf55	-0.360166666666667
FLJ20273	2.7905
RPL28	0.278666666666667
EPYC	2.064375
NOX3	0.493
ELAC1	-0.178666666666667
METT11D1	-0.493
BIN2	-0.681166666666667
NACA2	-0.035
CCDC17	0.238
HM13	-0.1466
UBOX5	0.212875
UBE2O	-0.535875
UBL5	0.29925
APOLD1	0.742125
C9orf31	0.17675
TNFSF8	0.151
ARHGAP29	1.31075
PROKR2	0.589
PDE5A	-1.061
C6orf12	-0.0415
TOM1L1	0.372
WHDC1	-0.041125
FOXI1	0.404666666666667
RAB4A	0.8895
TMEM39B	-0.95325
ATPBD1C	-0.412
FARSA	-0.615833333333333
PLEKHG5	-0.13225
CMAS	-0.382833333333333
OR7E24	0.1015
SLC30A1	1.396
CDC42EP5	0.874166666666667
PLAC1	1.60725
KLHL18	-0.320583333333333
LBA1	0.1801
TAZ	-0.7425
CRIP2	2.628125
BTBD11	-1.51116666666667
C16orf72	0.84525
DIO2	0.3167
LRRCC1	0.8525
CCDC136	-2.596
PRX	-0.216625
RBM5	0.3773
TMEM85	0.331875
TUBGCP4	-0.969333333333333
APLN	1.498375
CDK7	-0.0293333333333333
SSR2	0.584666666666667
CRELD1	0.94575
C19orf46	1.98575
GAL3ST4	0.324833333333333
KBTBD10	2.15025
IL28A	0.13425
WDR27	0.632
MCM2	-1.049
SOX14	-0.2355
FLJ39743	0.6805
KIAA0922	-1.30475
HIPK4	0.142
FLJ25758	0.9985
C16orf57	-1.25083333333333
PDZD2	0.565625
MCC	1.262375
HHLA3	0.2765
ID2	-0.14775
C20orf23	2.77683333333333
ZNF688	1.24
APOC2	-1.71866666666667
LOC440093	0.512
FAM50B	1.76783333333333
PWP1	-0.7265
DNAH10	1.75775
HIST1H2BA	0.50125
GPR56	0.596666666666667
METAP2	-0.613
PAN3	0.591666666666667
STXBP4	-0.623375
PDHX	-0.1475
MTA1	0.720333333333333
ZBED4	0.393625
ZNF720	0.31425
CDK2	-1.6355
RHOJ	-0.082875
CDC37	-0.510333333333333
ZER1	0.1245
GRK4	0.3455
PRPH	-0.746
POLR2A	-0.228625
OGFOD1	-1.324
NOL5A	-0.69775
PHEX	1.2165
FLJ16478	-0.0645
C20orf117	-0.463125
CAMTA2	1.06525
C11orf74	0.542
DDX17	0.309166666666667
C5orf27	0.326375
PLEKHA2	-1.2558
PDE4DIP	-1.0231
SCN7A	0.995
ZNF559	0.3925
CXCL10	3.41325
ZMYM4	0.278333333333333
STK32B	-0.547
KIAA0888	-1.0927
TACR3	0.1155
CKAP2L	-2.201
KIF1A	-1.503
RSPRY1	0.24675
VCAN	1.99025
CYP27C1	0.1925
SYDE1	-0.8705
MED12L	-1.65
ZDHHC21	1.461625
NHS	-0.459
TM9SF3	0.550166666666667
DDHD1	-0.812375
MAFG	-1.0585
BICD2	0.0562
C14orf119	0.122333333333333
C14orf43	0.641285714285714
CDH7	-1.56875
ALKBH5	0.0207142857142857
JUP	2.086625
TMEM41A	0.765166666666667
MAMDC4	-1.33
CBX3	-0.61625
LRRC18	0.87325
RBMXL2	0.358666666666667
PLA2G4D	0.202166666666667
FGF13	-2.86
KIF3A	0.514666666666667
PDIA6	-0.77625
DCXR	0.81925
CASKIN2	0.723916666666667
EHD1	0.455
MARCKSL1	1.30266666666667
ZNF496	0.0138333333333333
SCAF1	0.922166666666667
KCTD8	-0.9665
TRAF3IP3	-0.556928571428571
LSR	1.0015
CXorf1	0.0728333333333334
C14orf112	0.0368333333333333
EIF2B1	-0.481
OMP	0.055
GSTZ1	0.042
LOC92017	1.294
ISLR2	0.5275
C12orf36	0.3415
GATA2	-1.4135
GABRA5	-3.24
CELSR2	0.768142857142857
STAM2	0.7498
TNAP	-0.8025
PTPMT1	-0.187666666666667
GRP	6.339
SV2A	-1.1275
MAGEA12	-4.6405
CACNG1	3.372
C18orf19	-0.412
GSG1	-0.721166666666667
PTPRJ	-0.825857142857143
FRMPD1	0.187
ZNF668	0.33575
PLEKHJ1	-0.414875
ADAT1	-0.4457
TMEM50A	0.1116
UCN3	-0.225
HOOK1	1.407375
IL17B	-0.379
MLKL	-1.03
TTC14	-0.213666666666667
KLHL5	0.225875
CRYL1	0.874833333333333
FOXH1	-0.356
NFYB	-0.067125
PPM1G	-0.7925
GOLGA2LY1	-1.08375
NMT1	-0.821625
HADHA	0.0339
CHSY-2	2.731
PLEKHF1	0.000857142857142862
SAGE1	-2.6625
MUSTN1	0.11975
SUHW4	1.74525
TFEB	0.723666666666667
ZFYVE27	-0.03275
ATG12	-0.674666666666667
BMI1	1.14178571428571
ZIM3	-0.37875
MYH4	-1.155
MASP1	-1.53733333333333
KIAA0984	1.656
RPAP2	-0.72425
ASB5	0.36225
BOLA3	-1.22116666666667
MIA3	1.93766666666667
KRT35	0.0805
KIR3DL3	-0.7
MRPL51	-0.63275
SEMA3F	1.8835
NDUFB2	0.237
LOC253012	1.4805
FAM46C	-0.6143
G6PC	-2.995375
CSAG3A	-5.03233333333333
PREX1	1.962
SLC25A45	0.344125
MAPKBP1	0.1499
CPE	-0.9341
GNB1	-0.2555
CXCR6	0.263
TRIM46	0.43775
C16orf3	0.0695
HPSE	-0.034125
TIGD3	-0.1215
SPG3A	2.10225
LCAT	-1.22433333333333
ST6GAL1	-1.01161111111111
POMC	-0.2355
FLJ36031	-0.600666666666667
NSMAF	-0.275166666666667
SKIL	1.0365
ADSS	0.7775
HMGCS1	-1.82
POLR3F	0.0271666666666667
RAB10	0.168875
ZNF277P	-0.015875
ZBTB7B	0.86875
DHRS1	0.703375
ABCC13	3.261625
CNOT3	0.39875
NFKBIA	0.94525
GAK	-0.225166666666667
SFT2D2	1.03716666666667
HOXA6	-0.2035
CRTC1	0.29275
LY6D	-1.25183333333333
C20orf72	-0.395166666666667
CPT1A	0.114
LMO1	-3.976
EIF3I	-0.70775
PRB4	-0.00375
MCM3APAS	-1.171
C20orf132	0.6525
FOXF2	-2.69475
S100A12	0.21
MLH1	-0.0971666666666667
ACTN1	0.0403
MRPL36	-0.458166666666667
C20orf106	-1.178
FBXO6	1.40883333333333
MKS1	-0.359
CX3CR1	-0.495625
PDE1B	0.6295
PLP1	-4.227
KISS1	-0.345666666666667
C14orf2	-0.1155
TBC1D3P2	0.57225
COMMD6	1.7428
ANKRD7	-1.5895
PTCHD1	-2.786875
NARS2	-0.91825
DOCK7	-0.576375
FAM127B	-1.13575
LOC390243	-0.032
N6AMT2	1.1145
ZNF391	-0.6285
DNAJB14	0.251833333333333
WRB	0.14425
BPI	-0.103083333333333
TTC4	-0.621
FAM10A5	0.17875
GOT1L1	0.00159999999999999
MAGED1	0.86825
RESP18	0.10525
WFDC6	3.167
MT2A	-2.3435
C11orf56	0.62475
KIAA1432	1.2755
ROR1	-1.0885
HSD17B14	0.734833333333333
ZFAND2B	-0.647875
SAMD4B	0.611
HEXA	-0.304375
HNRNPU	-0.0175
USP39	-0.227375
NRD1	-0.82975
R3HDML	0.4165
FLT4	0.13
OMG	-0.174666666666667
OR52N4	0.4385
LOC399818	0.16225
ELA2	-2.3245
VENTXP1	0.104
RFC5	-1.2435
OR52L1	-0.065
PAX5	0.2165
FBXO2	-1.488
GMEB1	0.01
AKT3	-0.665166666666667
CRB1	-1.3266
CTTN	0.4925
UTP15	-0.386333333333333
HSBP1	-0.45475
PHF11	1.92125
NDEL1	0.347666666666667
USP8	0.1365
BAIAP2	0.0501875
SI	1.1088
ARSJ	-1.04616666666667
BAAT	-3.32
KCNS3	4.00016666666667
LOC126147	-0.1035
TMEM37	-0.81925
C1orf162	2.76566666666667
MBD1	-0.1912
ITGAL	0.728666666666667
WDR73	0.4885
GKN2	-0.604666666666667
ARFGAP1	-0.667625
SLC5A8	-1.2908
ZBTB40	-0.0848
CYP4B1	1.492
LYPLAL1	0.09125
CHST3	-1.0445
MAP3K9	0.0755
BTAF1	-0.385833333333333
TFAP2E	0.0595
RBM35B	0.5025
LOC441251	-0.1115
ANKRD25	-0.332611111111111
UQCRC2	-0.376
MAEA	0.00416666666666667
HYAL1	-3.1957
RNPEPL1	-0.4575
CPSF2	-0.348
PSD3	0.8529
ABCA13	-0.663375
AGR2	3.453875
GBX1	-1.2455
HDLBP	0.563928571428572
ACY3	-0.386
HECW1	-0.197
ZNF519	-0.805
HOPX	3.607625
ZNF304	0.869625
OR12D3	0.322
FKSG43	0.04525
METTL1	0.02475
MFSD3	0.4426
PSPH	-1.32425
CLCA3	-0.2505
DARS2	-0.137166666666667
CDC25A	-1.951
BAIAP2L1	0.9845
B3GNT5	-0.99925
USP29	0.26125
ARHGEF10L	0.4903
ATOX1	0.3795
ADAM30	0.33
DNASE1	0.53675
STT3A	-0.612166666666667
RAB6IP1	-0.11725
PTN	0.7356
C1orf106	-1.61053846153846
HECA	1.2215
RNF122	-0.4535
SLC22A18AS	-0.497
GNG8	0.189833333333333
ELP4	-0.9185
FAM65A	0.0138333333333333
RPL10A	0.750333333333333
IRS4	0.843
MACF1	1.18
SEC24D	0.57775
LOC374395	0.396
TGFB2	1.440375
MDFIC	-0.122375
CHRNE	0.225666666666667
PCMTD2	0.223333333333333
ATP6V0D1	0.884333333333333
MTA2	-0.673
LZTR1	-0.2965
RAP1A	-0.445666666666667
AXIN1	0.54
POLR1C	0.21925
TRIO	0.145
PLXNA4A	-0.42575
C5orf33	0.019
DEPDC1B	-3.082625
ZNF473	0.11
MTM1	0.4945
GPR107	-0.0971666666666667
CSNK1A1L	0.580166666666667
FLJ14154	0.73825
NLRC4	3.084
ENPP4	1.31516666666667
PADI3	-0.8015
RNF170	0.656625
CG018	1.30233333333333
C16orf7	-0.4085
KCNE1	2.07225
NRM	-0.926833333333333
SLC37A3	0.255285714285714
TPD52L2	-0.820833333333333
UNC5B	2.72375
C12orf12	-0.194
SDHB	-1.3265
CLRN1	-0.218625
NUDT10	-0.336333333333333
UGT3A1	-0.28325
FBXW8	0.884875
RHOF	-1.17875
PTPLAD1	-0.028125
MYO3B	-0.185
DERA	-1.13875
TPP2	0.03425
C19orf53	-0.0108333333333333
GINS3	-2.376625
ST6GALNAC5	0.852
CHSY1	0.62525
MGC15705	0.3375
GPR83	0.1926
EXT2	-0.397625
DOLK	0.27275
TUBAL3	0.02975
ACVRL1	1.4785
ABL2	-0.220083333333333
C14orf156	-0.544
PTPRZ1	-4.357375
DIP2C	0.860875
LAMP1	0.739375
RXRA	-0.0767
MAP3K5	-0.6275
ALKBH1	0.67
PDLIM7	0.809125
ARL14	-1.972
SNIP1	-0.5435
TIMP3	2.64983333333333
RGS3	-0.0266666666666666
SPAG16	1.2392
ABHD4	0.221
ARHGEF12	0.64725
GLUD2	0.432
RAC2	-1.8248
UAP1L1	-1.8745
SLC18A3	-0.0355
YOD1	-1.40325
RALY	-0.1185
HMOX2	0.86375
DGKH	0.32975
DBNDD2	2.071
YIPF4	0.24125
THAP10	0.34475
ZNF513	0.576
HAGHL	-0.1065
ITGB4	0.6855
CCDC141	-1.625
YTHDF3	0.45875
C5orf28	0.177
RPL7L1	-0.300625
TMEM30B	1.437
ANKRD35	1.324
DUOXA2	-0.248
TBC1D5	0.427625
DFNB59	0.017
HRH4	0.42575
MYO6	2.8103
DNAJA4	1.18
RBM24	0.7245
CEACAM20	-0.73725
RBM23	0.722357142857143
NGFB	0.157
C1orf63	-1.0175
KRTAP7-1	-0.1205
PERLD1	1.70075
NPB	0.186
C17orf59	0.0912
HSPBAP1	-1.0645
SLC15A4	-0.056
PRTFDC1	-1.44325
OSMR	-0.461785714285714
CYSLTR2	-0.3125
C19orf25	0.2397
KIAA1797	-0.044
NLRP6	0.2415
FAM105B	-0.0437
SCRN2	0.188333333333333
LRRC58	0.6357
RNF17	0.085375
NEIL3	-2.8875
FAM137A	-0.96075
SKP2	-2.9915
PARVA	1.09483333333333
PKLR	-1.364
RNF34	-0.008125
A3GALT2	0.18825
C12orf50	-0.305
SUNC1	-0.7
FAM102B	-0.448166666666667
CCT2	-0.7365
LRRC37A2	-0.474
ARF4	0.874
SIKE	-0.801375
C8orf48	-0.268833333333333
MBTPS1	-0.203
GPSN2	0.8155
NCF2	2.1005
SLC12A6	-0.2325
MRPL48	-0.98
HMGN3	-1.13716666666667
LRRC62	-0.83
PAX9	1.418875
FAM55A	-0.206
C20orf42	-3.34233333333333
SCML2	-0.7335
BCL9	0.56125
FAM40A	-0.49625
C9orf41	-0.889
ZNF774	0.379
LETM1	-1.40275
PLXNB1	0.411
NIPSNAP1	0.397125
USP10	0.03175
F9	0.4505
LIPE	0.26725
CNGB3	0.5265
C12orf52	0.025875
PI4K2A	0.064875
MED8	-0.444875
STAT4	0.0304
FGD4	-0.438166666666667
RNF145	-2.48833333333333
WDR32	2.3428
CLDN2	-0.0441666666666667
TCEAL8	0.814
ZMYND8	-0.4538
PDXK	-0.82053125
GATAD2A	-0.64925
PTGES3	-0.7435
CCM2	-0.38325
TAP1	0.427625
ZNF670	-0.06275
ETS2	-0.9475
C6orf166	-0.589
PRMT2	0.592714285714286
OR4B1	0.2095
INTS8	-0.2185
CCDC102A	-0.717
CCDC83	-1.39766666666667
ITGA1	-0.3744
EPHA5	-2.45055555555556
FAM24B	-1.65366666666667
TSGA10	2.69125
HAL	-1.79
MYOT	0.14875
SPACA3	-0.157
BCL2L2	-0.138666666666667
CUGBP2	-1.48
CCNB3	1.576
RNF113B	-0.37625
MERTK	-0.48825
BAG1	1.33525
VPS36	0.123
ORMDL3	0.4634
C1orf190	-0.43525
ZNF625	0.744
CORO2B	-2.17375
ALOX15	0.7385
CST1	2.7965
NUPR1	1.61016666666667
CCL7	1.07
SMCR5	-2.4205
DSC2	1.0185
RBMS2	0.281
GRIK4	1.1535
TRIM65	0.0394
TMPRSS6	1.80921428571429
TP53INP2	-1.073
GLB1L	1.12766666666667
LOC388284	0.947833333333333
PUS1	-0.971071428571428
BCL9L	0.735
OLFM1	-2.16125
RET	1.678625
MASTL	-1.47666666666667
ALX3	0.66475
IL1RL1	-0.1702
ZNF765	0.2464
C14orf138	-0.03475
SNX10	-1.0485
TAC4	0.2105
C1orf64	3.397625
POGK	0.66225
MAPK9	0.84125
ZNF366	2.08175
C8orf79	0.5673
CLDN7	2.174
OR5AT1	0.4565
TRIM37	-0.99225
LRRC25	1.884
GRHL2	2.134
TEKT3	3.15725
LASS5	0.312
ABCC4	-2.49566666666667
DLG3	1.638
VGLL1	0.056875
ZFP36L2	0.308166666666667
MFRP	0.0651666666666667
KIAA1799	-0.1315
FLJ44379	3.9765
PCNX	-0.76075
ANXA9	2.145
CYP4V2	1.4289
PIK3C2A	1.015
SRR	0.398
NOL3	-0.97775
IFITM2	0.994
ARNTL2	-1.05475
ZNF595	1.06175
NLRP13	-1.9505
ASPH	1.008
CPA2	0.734
PVRIG	-2.491
LEPR	-1.1005
C16orf42	0.393833333333333
SH3BGRL	2.3905
FAM77D	0.252333333333333
FNDC7	0.4535
C9orf6	0.357833333333333
NOTCH2NL	0.415833333333333
PGBD1	-0.365333333333333
SYNGR2	0.8585
PITPNA	0.3705
PRPF4B	-0.0736
SLC43A3	-1.40835714285714
NRBP1	0.109
SLC25A22	-0.609
ILK	0.895875
SLC22A8	0.033
MRPS7	-0.378375
PITX2	0.32425
FABP3	-0.80175
OR1L1	0.6075
LOC728215	-0.599375
BLID	-1.2125
KIAA1217	2.42482352941176
TFPT	-0.039
AP4B1	-1.303
VBP1	-0.791
OR1K1	0.174
MORC3	0.6645
BHMT2	-0.520166666666667
C3orf10	0.405875
FZD7	1.029
WFDC10A	-0.691
PMS2CL	0.06675
CCDC32	0.2745
FA2H	-2.13575
ALG13	0.5555
TTLL7	-0.8713
SPOCK3	0.048
SLC13A2	0.9045
AIM1	0.16075
GPRC6A	0.1875
EGR2	2.43475
MED11	0.4725
WWC1	1.462
SH3GL3	-3.7
RIF1	-0.238785714285714
PRLH	0.059
VLDLR	-0.5215
DBT	0.370875
C21orf63	1.05425
CGGBP1	0.1655
KRTAP12-2	0.034
TADA3L	1.205375
ZBTB16	1.83125
PDGFB	1.22575
RFX1	0.150875
UQCRB	-0.0427
LOC133874	0.2125
HPS3	-0.02475
LGALS3BP	0.3556
DKFZP564O0823	0.291571428571429
MRFAP1L1	0.325625
HOXA10	0.239666666666667
NGB	-0.0425
KIF21A	-0.793692307692308
IFLTD1	0.9805
LZTS1	-1.52325
ARHGEF3	1.82775
RHBDL3	-1.519
CSNK1G2	-0.18175
ChGn	-0.5055
KIAA1244	3.114
GABRB2	0.278
MGC72080	-0.3725
CD27	0.825
EGLN1	-1.6851
PEX13	0.255
RWDD3	0.641
RNF12	-0.573833333333333
GRIN2B	-0.046
ADAMTS14	-0.41775
DYDC2	3.0905
ATP6AP1	0.4745
NR1H2	0.224666666666667
PDK2	1.41675
C3orf17	-0.164166666666667
SLC38A2	-1.66914285714286
SLC25A29	0.400333333333333
C15orf29	0.565625
ADAM9	-0.382916666666667
TMUB2	0.1555
GPR176	-0.55375
AGK	0.034625
MCCD1	0.40625
NDUFA4	-0.39175
TMEM146	3.35725
DUSP1	1.14675
UNQ6975	0.6585
EMX2OS	4.69425
INSM2	0.07375
LUZP4	-0.13175
SETD6	-1.07675
P2RY2	2.2185
SLC45A2	-1.006
RABGAP1	0.2485
UBXD5	1.473875
GPRC5A	1.6123
PAK3	-0.170666666666667
LOC63920	-0.17875
TGFBR1	0.0652
KRTAP6-3	0.083
SFMBT2	-0.83375
CDC42	-0.697
C11orf35	0.9835
TTLL2	0.201
UACA	0.67925
CD97	-2.1006
SETD5	-0.10725
NINJ2	-0.69175
PTER	1.20483333333333
POMGNT1	0.3685
KRTAP4-2	0.287
ECGF1	2.19475
HRB	-0.188363636363636
ATP1B2	0.4645
LOC400506	0.3315
COL4A3BP	0.1735
C6orf97	2.37225
GRHPR	0.259125
TAS2R1	0.2395
SEMA7A	-1.4915
EDF1	-0.0875
ODF2L	0.905
PCID2	0.183666666666667
GTF2H4	-0.9395
ZCCHC3	-0.415125
CGB2	0.170833333333333
NEUROD1	0.17625
C20orf75	-0.0515
RP5-1054A22.3	1.14133333333333
IFNA5	0.14
ZNF134	0.0591666666666666
MGC119295	-0.5637
ZSWIM6	-0.2135
SMEK1	-0.057
PCGF2	0.42875
C1orf102	2.343
CYP2A13	0.567
KCNH6	0.3547
MDM1	0.6835
ALDH7A1	-1.06833333333333
C9orf75	1.75225
VDAC3	0.00374999999999999
OR51T1	0.413
EIF3F	-0.299916666666667
KCNJ10	-0.6455
LENG8	0.13925
EDEM2	0.327333333333333
CCNJL	-0.331166666666667
DHX37	-0.8255
CRYGN	0.7095
AATF	0.14525
ZNF630	1.3005
E2F5	0.226
WFDC13	-0.56425
FTSJ3	-0.552833333333333
C4orf33	0.1275
LHFPL4	-2.5775
C19orf56	0.489833333333333
SMAD4	0.15025
AFM	-0.589166666666667
G0S2	-4.012
FCHSD2	0.3439
RRP1B	-0.9291
EEF1B2	-0.467333333333333
STAT6	1.61766666666667
ZNF195	0.27075
GNL1	-0.8385
ZNRF2	1.27566666666667
PER3	-0.173625
ASB16	-0.11825
C10orf10	0.487142857142857
ADCY8	-3.7575
C9orf58	-3.03166666666667
ARMC10	-0.0026666666666667
PSG1	-0.782
DHX34	0.31225
VARS2	0.1965
NFIC	1.64875
ITPR2	-0.00725000000000001
AGXT2	-0.241833333333333
OR6K3	-0.2
H2AFZ	-1.49725
MLLT3	0.156583333333333
COX4I2	1.10625
CCNT2	0.293375
PLK4	-1.067875
NUMBL	-0.0693333333333333
MED16	0.9145
PLEKHQ1	0.22125
GOSR1	0.383166666666667
BTG4	0.0105
RPL30	0.931916666666667
IGSF5	0.3315
IGFL2	3.91866666666667
ELMOD2	0.449166666666667
SHC3	-0.924666666666667
HAVCR1	-0.1765
DYNC2H1	0.448
RNF5	0.0406666666666667
C2orf7	-0.15575
NLF1	0.077
KLHL25	-0.12225
LRP10	1.2532
KRI1	-0.29875
PUS7L	-0.174666666666667
MGMT	1.103
HOXD1	-0.104
CSH1	0.095
ATG16L2	-0.41375
FLJ44635	1.248
CHODL	-0.72
EXOSC8	-1.15075
SLC28A1	-0.1545
MYO7B	-0.286666666666667
SEH1L	-0.6751
MTNR1A	0.119666666666667
TSPAN5	-0.565666666666667
CDC45L	-2.84833333333333
AMIGO1	0.2025
ATAD3A	-1.688875
OSGIN2	0.1955
PDIK1L	-0.202166666666667
DARC	0.43525
PIPSL	-0.1255
SHMT1	0.01175
CRISP3	2.7915
POPDC2	2.68933333333333
ZRANB2	-0.8075
FBXL8	0.349
TRIP13	-1.93663636363636
EIF5AL1	0.4705
POU5F1P3	-4.99433333333333
IL6	-2.98616666666667
CXorf38	0.4845
IFNA16	0.061
FBXL2	2.67483333333333
BRD1	0.36525
STATH	0.54975
FBXO44	0.168
MCCC2	0.06825
CDC2	-1.5866
C5orf23	1.88675
IVD	0.996166666666667
C10orf122	-1.04425
MSL3L1	-0.1318
MVP	0.29
EPOR	-0.9286
ZMYM1	-0.4035
BCL7C	0.977
PSTPIP2	0.4702
LYPD1	-2.681
OR8G5	-0.0595
ZP3	-0.0933333333333334
BCAS4	1.2995
EDG6	-0.051
ISY1	-0.39
PRAMEF2	-1.37175
CUL1	0.14575
RNF213	0.6519
CCRK	1.62325
DHX9	-0.24125
C13orf29	0.41875
NCKAP1	0.2905
MRPL43	0.740928571428571
XPR1	-0.3335
PKN2	0.159
PODNL1	1.5565
ZNF333	0.620375
DALRD3	1.321
OPN1SW	0.227
BTBD6	0.39025
C11orf82	-1.1775
OR5P3	-0.915
DUSP11	0.21025
L1CAM	-1.4371
NEK11	3.36483333333333
OR7E91P	0.793
