Hybridization REF	TCGA-AO-A12H-01A-11R-A115-07
GHSR	0.5585
ATP8B1	0.97725
C1orf78	1.3495
RNF183	-1.96783333333333
STX4	0.2145
TPPP2	-0.41
MYBPHL	-2.6245
TXNDC6	0.7852
C9orf47	2.601
FAM137B	-0.0285
FANCB	-1.72025
C11orf9	-2.06025
DPY19L1	-0.830625
VDAC2	0.0778333333333333
VHL	-0.06
LMBR1	-0.283375
C8orf44	-0.175
ZPBP	1.265
FGF23	-1.80875
C21orf67	0.11675
PCNT	-0.493125
BCKDHB	0.1215
GALNTL5	-0.2475
BET1	-0.627
ARL13A	-1.14
HDAC6	-0.764125
N4BP3	1.8175
OTOP1	-0.477333333333333
TTC30A	0.92475
CRISP1	-0.7335
KRT32	1.3215
VSTM1	0.668
ZNF622	0.0685
POLR3B	0.1433
DNAJC10	1.259
C12orf54	1.258
ADIPOQ	0.2825
RIT2	0.48525
CD44	-0.1787
ABCA3	1.94025
RPS17	0.254
FEZF1	-1.2765
PCDHB15	-0.79575
KCNMA1	-1.54540909090909
CCDC116	-1.4875
C15orf27	-3.0595
NARG2	0.6048125
ITGA5	-1.368
MEFV	0.59
TUT1	0.04075
LOC541473	-0.7855
NMBR	0.1735
GLT1D1	-3.36983333333333
ABCB7	-0.44625
PFKP	-2.06645454545455
C9orf91	1.5761
LRRC41	1.069
C1orf85	-0.630166666666667
ATP5F1	-0.3915
STOX1	2.769375
GFOD2	0.9175
SLC25A3	-0.57125
ZNF646	0.1996
ZAR1	-0.627
OSTbeta	-1.6705
GALNT3	2.358
IFT122	-0.1805
LDB3	0.8881
GARNL1	1.10564285714286
HOMEZ	0.674666666666667
LRRC6	2.606
ANGPTL5	0.17275
UBAC1	-0.705
DLEU7	-0.47525
RPL19	0.35
TOP1MT	-0.413
LOC643641	0.4575
MBD3L2	0.7795
NTSR1	-0.003
WISP2	-1.7225
GPSM2	-1.53075
RDH10	-0.7106
PRKCG	-0.2295
HIST1H4J	-2.3315
MON1B	0.2475
MLF1IP	-1.244
ZNF446	0.738375
COL4A5	0.628
SLC26A1	0.0196428571428571
RGN	-2.323625
CCNB1	-2.543
C9orf165	0.024
CCDC28B	-0.0715
CCDC97	0.559
FGR	1.882125
MSRB3	-0.3685
EPN2	0.46
COX15	-0.34
KCNK6	0.4197
XK	-2.063
GDA	-5.072625
HEPH	-1.63
THRAP3	1.2225
MET	-3.06221428571429
PHYHIP	-0.75575
LYAR	-1.21833333333333
ING3	0.65925
AK7	-1.72875
CCT8L2	-0.474625
COPS7A	0.797666666666667
WSCD1	-1.02125
RNF185	1.34375
TNS3	-0.92775
KNDC1	0.569333333333333
RWDD4A	0.695333333333333
MED13L	3.1867
ZFYVE1	0.627125
C7orf44	-1.80433333333333
MRPL1	0.072
STGC3	-1.39875
TEAD1	-0.003
RPL7A	0.158785714285714
ARL6IP1	0.4341
C1orf178	-0.15
CTAGE5	0.726666666666667
TMEM184A	1.35683333333333
SLC25A14	0.16175
CACNG5	0.204
ATXN10	0.5713
ECH1	-0.1594
CCL22	0.23
CYP2F1	-1.9325
GADL1	0.2345
TMEM19	-0.3081
RUNX3	-1.261
EFNB1	-0.720666666666667
LIPN	-0.656
ACSM3	-4.076
SIGLEC8	1.2665
ASCC3L1	-0.081
NOL8	0.716375
RELT	-0.9115
Magmas	-0.748
PPP1R15B	-0.2809
C11orf2	-0.2615
VKORC1	-1.348
MGC26647	-0.447
TRPM6	-0.250818181818182
UGT2B7	-5.12566666666667
FEV	-0.041
FOXK2	-0.6703
PDCD5	-0.3185
SLC8A1	1.8589
DGUOK	-0.651166666666667
CLDN16	0.354
GAGE1	-1.333
RBM17	0.2165
C1QTNF3	0.571
VGLL3	-0.791666666666667
UNQ5830	0.026
CD1A	-3.5795
SCGB1C1	-0.9095
SUPT4H1	-0.75325
TRAF5	-0.114
ASAHL	2.59025
FAM73A	2.873
OR6B1	0.098
WHSC1	-0.7648
GFPT2	-1.51525
LOC339809	-0.57375
STARD5	-0.1085
SIP1	-1.771
DNAJC15	0.60625
STAU2	0.325
FAM98A	0.590375
RAD23B	-0.398875
LRRC33	-0.6945
CHRAC1	0.1275
C21orf89	0.60025
C19orf43	0.286333333333333
KLK8	-3.14366666666667
CCNE1	-1.638125
PKDREJ	0.8145
SSU72	0.87675
C17orf73	0.0745
GPR78	0.205
WHSC1L1	0.6056
GSTA2	-2.8675
SMUG1	-0.374833333333333
UFM1	0.6092
AP3M2	0.5745
USP14	0.000999999999999956
FBXL14	1.84533333333333
DSTN	0.921
SFRS14	-0.2035
FBXO31	0.0666666666666667
C12orf40	-0.391
FRS2	0.5035
NR2E3	1.38175
TUBB2C	0.25925
GMPR	-1.1545
C9orf139	0.0455
ING5	-0.181615384615385
LOC730092	-0.438333333333333
ORM1	-4.652
RP11-11C5.2	-0.59825
HSPD1	-0.9974
PIWIL3	-0.1695
C5orf13	-1.0579
OR5R1	-0.7465
LCOR	1.441875
PLEKHA9	-0.578
CCDC43	-0.17075
ZNF232	-0.256
SLC6A7	-0.483
ADH5	-0.8195
SHBG	-0.463666666666667
CROCCL2	-0.6265
PANX3	0.1535
CDIPT	0.155
SLC16A5	0.252
TUBB	-0.81725
TOR3A	0.0736
PREP	-0.231
ENTPD8	1.53128571428571
CHMP1B	0.2975
SYT12	-0.2773
MYH6	-1.8631
MAP3K13	1.471
KLHL30	-0.0503333333333333
LCMT1	0.630625
EIF1AX	0.6965
FOXD4L1	-0.2555
SLC24A5	0.558
RNF166	-0.2417
TJAP1	-0.143
TMEM156	-0.799666666666667
ZNF239	2.171
SNX19	1.6731
GKN1	-0.02075
FCN1	0.3598
C1QL1	-1.539
ATP11C	-0.803625
ZNF35	0.70875
CARD8	0.4055
LIMD1	1.0075
KIAA0286	-1.53525
XRN2	-0.302833333333333
CD6	-1.14116666666667
TOX3	3.391
ZSCAN4	-1.3895
RSRC1	0.208625
COG1	0.51775
PTRF	-0.7797
C16orf35	-0.501625
FBXO24	0.15725
CHST11	-1.27725
THRB	1.0991
MYBPC1	-0.5915
RNF39	0.541166666666667
PSMD11	-0.96825
ALAD	0.312166666666667
EN1	0.428
SLC9A9	0.3175
GSTM4	1.0904
CDC42BPA	-1.88505263157895
RCSD1	-0.69375
LUC7L2	0.0562
SPTBN1	0.3107
LOC146167	0.353
BAT5	0.4782
ZNF452	-2.28283333333333
LSM4	-0.760125
SRP72	0.1753
SGK269	-0.234083333333333
MTX1	-0.405
CENTA1	1.048
UNQ9433	-0.5425
ATR	-0.243416666666667
DDX49	0.100166666666667
PAQR8	-1.006
C14orf174	1.44375
GBGT1	1.0155
THAP1	0.2745
OR10K1	-0.1325
RASIP1	-1.39816666666667
DPYD	-1.1957
DOHH	0.09975
C18orf45	2.7405
POF1B	0.6244
ZNF552	3.027
USP32	-0.060625
MED27	-1.05483333333333
C14orf149	-1.91916666666667
PRDX4	-1.18166666666667
ABHD12	0.0482
AGT	-5.36875
SLC22A14	-0.18125
C1orf58	-0.17075
PILRA	-0.45075
ABCF2	-0.437375
C17orf85	0.6241
TKTL1	-1.6115
FGF1	1.8791
IL6R	-1.01783333333333
VPS25	-0.849
CHRNB2	0.189625
COL7A1	-3.2569
LRRC48	2.763
SPG20	1.52933333333333
COX10	-0.18225
GCA	0.96525
ECEL1	-0.0951666666666667
GLG1	0.1825
SRD5A2L2	-0.12475
MUTYH	-1.429
ZNF70	0.13325
L2HGDH	-1.56525
GPATCH2	2.95125
ZNF655	-0.48725
ZNF227	0.315
MCOLN2	0.490833333333333
NQO2	0.011
KCNQ5	0.2635
NEU1	1.134
QRICH1	0.328
ZBTB20	0.570333333333333
RPUSD3	-1.0895
EPGN	-1.8912
TSN	0.054
SPRY2	-2.35583333333333
LZTFL1	0.628875
GMFB	-0.130375
PBEF1	-1.9424
HBG2	-3.083
TMEM8	-1.27975
PALM2-AKAP2	-0.853666666666667
NFYA	-0.22475
FAM108A1	0.354
PBLD	2.652875
NRG4	-2.52675
PIGF	-0.93925
PTGER1	0.4255
NOS2A	1.04916666666667
C21orf34	-1.37266666666667
C21orf51	0.631
IL17C	0.483
TRMT6	-0.393333333333333
ETV2	0.487666666666667
CCDC109A	-0.208
MYLK2	-1.602
ATP10A	-0.0734
DPH4	-0.024
C5orf5	-0.675
KCNA4	1.48083333333333
NMNAT2	-0.334333333333333
GLYATL2	-0.854
LSMD1	0.881375
IL23R	-3.11066666666667
NRF1	0.28975
MUC15	-4.0352
PRDM12	-0.1725
PAQR4	-1.11685714285714
RBBP6	-1.220625
IFI27	2.9645
SKAP2	-0.711666666666667
TAGAP	2
TJP3	2.2695
C9orf61	1.87925
IDS	-0.444214285714286
PARG	0.05225
LOC131149	-0.2845
DYRK4	-0.389666666666667
MICALL1	-0.0315
GALR2	-0.2095
GPBP1L1	0.653
TBX21	2.2345
KCNJ6	0.166666666666667
GGN	0.38775
CASP5	0.489833333333333
RNF182	-4.5985
BRD4	0.55125
DOK4	0.51975
SLC46A2	1.60066666666667
SOX9	0.171166666666667
ZNRD1	-0.587
PRR6	-0.60925
FAU	0.134375
DTNB	0.634333333333333
CARD9	-0.38575
STS-1	-1.73516666666667
SLC4A5	0.51825
NSBP1	-2.051
UGCGL2	-0.363833333333333
POTE15	2.913
NOXA1	1.099
RP13-347D8.3	0.313
SAMD10	-0.539666666666667
EP400NL	-1.573
TCF21	-0.379
AMELX	-0.31275
JPH2	0.6241
SLA	1.569375
DLST	-1.1635
SEPT12	1.98275
RGS20	-4.3055
LXN	1.46183333333333
ZNF419	0.691125
UPK3B	-0.218166666666667
RELL1	3.088
ESPNL	-1.385
KLHL21	0.2165
PI15	5.089
C2orf61	-0.625
LOC407835	-0.203833333333333
RER1	0.24375
ELAVL2	2.4965
MGC26718	0.5045
KLF2	2.75075
TNFAIP8L3	1.85183333333333
TFE3	0.4405
C11orf17	-0.089125
15E1.2	-1.35775
SNRPC	-1.3895
DLGAP1	2.893
PGLYRP1	0.45925
OVCH2	0.2195
IRF7	0.9984
SET	-0.709
NAB2	-0.633833333333333
LRP5L	-0.32325
FAM120A	0.724
ASCL2	-0.9855
SHH	-0.388
ATP5H	-0.3285
THPO	0.524666666666667
TYRP1	-4.72983333333333
HIST1H3E	-0.6385
EIF2S1	-0.379611111111111
TNFRSF17	-3.52133333333333
TARSL2	1.17975
NKX2-8	0.213375
C1orf115	2.976875
LOC56964	0.6325
KIAA0841	-1.1205
ISCU	0.7685
TTMA	-0.929
ZNF414	0.969
LOC441150	0.40575
RAB15	-1.51325
HBP1	0.457833333333333
TNNT2	-1.60466666666667
CECR5	-0.4355
PHGDH	-3.5395
JRK	-0.3472
XPO4	-0.58775
FAM131C	-0.2145
ARHGAP25	1.1124
CA9	-3.44022222222222
GPR62	0.1715
TLX1	0.963166666666667
GPS1	-0.37725
OR2M2	0.112
BDP1	0.666428571428571
FAM70B	-0.545
RPS29	-0.455583333333333
MKLN1	0.3897
TSPAN19	-3.43333333333333
SLC29A3	1.5233
LGALS4	-0.0318333333333333
USH2A	0.5804
NF1	0.311166666666667
APOBEC3A	0.690666666666667
IMPAD1	-0.224166666666667
OLR1	3.19433333333333
NRAP	-0.375
HCFC1R1	-0.116
TAOK2	0.6165
MCM10	-3.32666666666667
MAP4K3	0.0359166666666667
CBS	-2.219875
CLK3	-0.0694
PCDHGA5	0.7425
ELF4	-0.35925
FAM71A	-0.29975
C11orf49	0.3885
CLIP2	-0.38675
BTBD9	1.7975
ZNF524	1.247
KDELR1	0.429
ZNF509	0.8815
NCSTN	0.396
ZNF533	-0.900857142857143
PARP4	0.262625
GALNT9	-0.3835
NPY	-3.435
BEGAIN	1.23133333333333
TMEM77	-0.177333333333333
FOXRED1	-1.23116666666667
SLC16A2	0.440333333333333
SLC35B1	-0.67375
GK5	-0.447916666666667
SDCCAG10	-0.33425
C4orf20	0.3835
SLC9A2	0.9055
ADD1	0.537571428571429
TAL2	-0.692833333333333
ACLY	0.421
DNAJC1	2.808
SOST	-3.04575
USP43	1.348
CYP4F12	-1.154
FKBP5	-1.884
CHCHD5	0.021
NUDT22	-0.0295
CCDC85B	-0.825
OR51G2	0.1905
STRN3	1.0725
TMOD2	1.46275
FLI1	0.477
MAB21L2	-0.8355
DGKQ	0.16475
VPRBP	0.735833333333333
SCNN1B	0.9332
ECHDC3	2.0515
TMEM106C	0.41375
CSNK2A2	0.069
RPL39	-0.9037
HERC3	1.0977
ZBTB47	0.936833333333333
ZNF681	1.48125
PAGE2	-2.5715
CLIC5	2.25592857142857
RABAC1	0.49075
ZFHX2	0.7105
YPEL1	-0.103833333333333
KIAA0776	0.65625
NR1D2	0.0225
DNAJC4	0.519125
NPNT	5.7599
ZNF677	0.603
ZNF536	-0.59275
MEF2B	0.172
PTPN4	-0.085625
CTCFL	-6.833
STX5	0.157333333333333
CD72	0.814
VEGFA	-0.878368421052632
XRCC1	-0.0778
MAS1L	-0.407333333333333
ELL	0.9834
SETBP1	2.10925
CDH11	1.695
NDC80	-2.36092307692308
DMBX1	-2.76425
NRSN1	0.0976
BAT2D1	-0.092875
CDS2	0.678833333333333
C1orf212	-0.254833333333333
SENP3	-0.499375
IL1F9	0.061
EEF2K	0.0815
COG8	0.40025
CEP72	-1.51375
OR1L8	-0.248
MUS81	-0.68275
PHYH	0.684
GGT6	-0.43
C22orf23	0.107
C13orf33	1.744875
MAPK8IP2	2.43175
NELL2	0.77325
POU3F2	-2.968
ALPK1	1.097625
MRPS18C	-0.5535
RPLP2	-0.47775
FGF22	0.3075
SPNS1	-0.965833333333333
ZFP1	0.3675
IL1RAPL1	-1.34025
PCSK9	-4.0345
NKX2-1	-0.459
C6orf189	0.694
SP4	0.123
SLC11A1	1.5642
C21orf25	0.0981666666666667
ICAM2	-0.200625
SH3GL1	-0.864666666666667
GSK3B	-0.225833333333333
RALB	0.57925
PDXP	-0.9735
GNGT1	-4.07628571428571
KIR2DL1	0.243
TNFAIP3	-0.562666666666667
C6orf32	-1.0383
CBLN2	1.64375
PANK3	1.282375
TAAR9	0.281
WDR82	0.520928571428571
APOM	-3.300625
TRIP10	-0.587
SPATA16	0.0861666666666667
C1orf135	-1.51725
USP51	1.305
TESK1	1.26225
C11orf64	0.167625
ZNF611	0.2505
PDE6G	0.104166666666667
HLA-DQA1	1.7145
GCLC	-0.510375
SEC61A1	0.0418571428571429
TWSG1	0.353416666666667
ZMYND10	2.15425
CTDP1	-0.02475
ADAMTS6	-0.530333333333333
SLIT1	-0.8215
KRT86	-1.346
KIAA0574	-1.317
GTPBP2	-0.2948
PQLC3	1.02975
PRRX2	-1.37166666666667
C15orf44	0.386833333333333
MKKS	-0.663125
C11orf10	-1.38625
GPR110	-0.99175
CD109	-2.13833333333333
ADCY1	-0.3595
RHBG	-2.1715
TP53I3	-0.40025
SLC22A3	-2.5449
UCP2	0.1615
FOXG1	-2.832
OR2AG1	0.247
TRIM24	0.18025
PROC	-3.652875
TAAR6	0.541
AMTN	-1.27
C10orf47	-0.784666666666667
DEPDC1	-2.4995
FLJ45557	8.01475
ZDHHC17	0.6559375
KIAA1429	0.283166666666667
KCNH1	0.624
VNN3	0.019375
PSMAL	2.744
PPARD	-0.081125
HFM1	-2.267
YBX1	-1.28066666666667
ZNF695	-2.80625
SCTR	-0.837833333333333
DCDC1	0.554
VPS26B	0.7177
MTF2	-1.17533333333333
ATP6V1F	0.319
CCDC94	0.14375
PERF15	-1.0605
CCL11	1.69175
LMO7	-1.76075
DCST1	0.6405
ADRBK1	0.27475
CDRT4	-0.22875
ZNF84	0.4925
HOXD8	0.91675
STARD8	-0.154333333333333
FOXP2	-0.791875
CCDC103	-0.035
POLR3A	-0.3451
GSC	2.719
ZNF114	0.3165
HTR7P	0.1495
LALBA	0.067
RMND5A	0.109
PSCD2	0.942
ZNF409	-0.29
KRTAP1-3	-0.171333333333333
MAF1	-0.61775
LOC201725	-1.242
NRN1	-2.728625
SPAG5	-2.29633333333333
DNAH7	2.18216666666667
FLJ43860	0.3385
BRCA2	-0.91675
ACADM	-0.09725
CXXC6	-2.6425
RAGE	-1.389875
CHMP2A	1.23175
FAM8A1	0.7359
GPR21	-0.0235
SLC12A3	-2.89516666666667
FVT1	0.661357142857143
ZDHHC7	0.533125
FLJ44048	0.33575
SLC44A3	2.544
SDSL	0.822166666666667
MMP8	-1.349
PLA2G12B	-4.01233333333333
ACY1	-0.48725
MT1E	0.794166666666667
OR4K15	0.7385
TECTB	-0.021
GPR20	-0.4905
IRAK2	-0.4495
RFPL3	0.106285714285714
MYO9A	0.73725
NARG1L	0.067
BLMH	0.380125
CCDC3	1.91866666666667
C9orf21	-0.0155
KIAA0513	0.519
MIER2	-0.722333333333333
PNMA2	-1.26566666666667
SH3BP2	0.620222222222222
ANXA10	-2.5825
RTN2	0.000500000000000005
TFB1M	-1.208
PRPH2	2.29375
C14orf133	0.379
GOLGB1	1.73325
IRX4	-1.986
NFKBIL1	0.661166666666667
C10orf62	-0.2785
APBB3	-0.49825
RPS10	-0.7271
LOC728378	1.5075
TLE3	2.11977777777778
PSMB7	-0.879125
MESDC1	0.3575
SLC6A1	0.782833333333333
OCLN	0.871083333333333
PTTG3	-2.81116666666667
NAGLU	-0.187
SERTAD4	-1.057875
SPRY1	0.59675
FLJ10781	0.532666666666667
MYSM1	0.44675
TRIM4	0.9825
SH3YL1	1.7245
TREM2	3.65783333333333
SERPINI1	2.27425
HDHD3	0.451
TMEM38A	-0.1925
EID2B	0.408
TDRD3	1.12033333333333
SEDLP	0.525
THSD7A	2.7975
NDST3	-2.34875
KLHL15	-0.27125
DHRS12	2.02
FBXO9	0.119428571428571
TNPO1	-0.884583333333333
MRPL13	-0.799333333333333
SNX5	-2.2695
METTL6	-0.3835
SOD1	1.122125
CHML	-2.17116666666667
PACS1	1.176125
SIRT5	-0.073
CAPN2	-0.794
FXYD5	-0.9385
TWISTNB	0.969625
LRFN1	-0.114333333333333
UBE1L	1.932375
UBE1C	-0.556
OR51B2	0.141
OR4D11	0.59
C15orf2	3.1425
NR4A1	0.874833333333333
LOC339047	-1.45
TRIM17	0.64
ATP5G3	-0.5065
RPL15	0.00441666666666661
ADAMTS8	-0.881
HOXC4	0.0065
C14orf37	0.599
CEACAM5	-2.606875
MYT1L	-0.745666666666667
RASA2	0.406
OSBPL7	-0.371
STAG1	-0.1115
GIMAP4	4.52816666666667
FUT3	-1.89816666666667
PIF1	-3.1645
LPIN2	-0.1741
SH3PX3	1.11325
PDP2	-0.213
PAPD1	-1.048625
ERP27	2.932
APOOL	-0.5568
DIABLO	0.01475
TRHR	0.225142857142857
ARMC9	-0.0535
RNF152	2.0425
SLITRK3	-0.464
ZNF211	0.9945
PFDN1	-0.037375
RGS11	1.173375
HS6ST1	1.8974
AKR1D1	-1.07566666666667
TNP2	-0.0185
STK31	1.95216666666667
EML4	-1.825
SGTA	-0.224666666666667
HIST1H2BI	0.388166666666667
PSMD6	-0.958833333333333
KIAA1257	3.75425
C18orf55	-0.518833333333333
FLJ20273	1.495
RPL28	-0.267666666666667
EPYC	1.79125
NOX3	-0.6705
ELAC1	0.586333333333333
METT11D1	-1.029
BIN2	0.0511666666666667
NACA2	0.6755
CCDC17	-1.2725
HM13	-0.2944
UBOX5	-0.2135
UBE2O	-0.25375
UBL5	0.2925
APOLD1	0.51175
C9orf31	0.324
TNFSF8	0.505
ARHGAP29	1.059125
PROKR2	0.2615
PDE5A	2.443
C6orf12	-0.652
TOM1L1	1.582
WHDC1	0.42075
FOXI1	2.71366666666667
RAB4A	0.1724
TMEM39B	-0.717
ATPBD1C	-0.77425
FARSA	-0.920166666666667
PLEKHG5	1.4295
CMAS	-0.191666666666667
OR7E24	-0.011
SLC30A1	-1.72225
CDC42EP5	-0.335833333333333
PLAC1	-1.34625
KLHL18	-0.225666666666667
LBA1	1.4319
TAZ	-1.21125
CRIP2	0.922625
BTBD11	-0.9515
C16orf72	0.382
DIO2	-0.8553
LRRCC1	-0.32
CCDC136	-1.377
PRX	0.42875
RBM5	0.1645
TMEM85	0.229875
TUBGCP4	-0.397166666666667
APLN	1.712125
CDK7	0.0971666666666667
SSR2	0.799083333333333
CRELD1	1.02375
C19orf46	2.4025
GAL3ST4	0.777333333333333
KBTBD10	1.87925
IL28A	0.2265
WDR27	-0.698
MCM2	-2.31016666666667
SOX14	-0.636
FLJ39743	-0.1685
KIAA0922	-0.460375
HIPK4	1.1435
FLJ25758	-1.3755
C16orf57	-0.414583333333333
PDZD2	-0.748375
MCC	1.3335
HHLA3	-0.0906
ID2	-0.31175
C20orf23	2.60525
ZNF688	1.01725
APOC2	-2.12966666666667
LOC440093	0.2455
FAM50B	1.93
PWP1	-0.633
DNAH10	2.1525
HIST1H2BA	0.099
GPR56	0.743666666666667
METAP2	-0.4455
PAN3	0.603333333333333
STXBP4	0.834625
PDHX	0.4535
MTA1	-0.420583333333333
ZBED4	0.07875
ZNF720	0.265
CDK2	-2.033625
RHOJ	0.547625
CDC37	-0.149166666666667
ZER1	0.857375
GRK4	1.454
PRPH	0.98925
POLR2A	0.754
OGFOD1	-0.4095
NOL5A	-1.22025
PHEX	-0.9495
FLJ16478	-0.66525
C20orf117	-0.8765
CAMTA2	1.82025
C11orf74	0.305666666666667
DDX17	0.46125
C5orf27	-0.152625
PLEKHA2	-1.2179
PDE4DIP	0.3864
SCN7A	0.405
ZNF559	-0.153166666666667
CXCL10	3.23875
ZMYM4	0.577
STK32B	3.2728
KIAA0888	-0.5451
TACR3	0.939
CKAP2L	-2.798
KIF1A	1.33883333333333
RSPRY1	0.77275
VCAN	-0.26475
CYP27C1	-0.177
SYDE1	-1.46
MED12L	-0.03525
ZDHHC21	1.099625
NHS	-0.7575
TM9SF3	0.761
DDHD1	0.117625
MAFG	-0.672833333333333
BICD2	-1.0704
C14orf119	-0.0871666666666667
C14orf43	0.470428571428571
CDH7	-0.46125
ALKBH5	0.553571428571429
JUP	1.395625
TMEM41A	-0.178333333333333
MAMDC4	-1.57033333333333
CBX3	-1.128125
LRRC18	0.40275
RBMXL2	-0.8335
PLA2G4D	0.444666666666667
FGF13	0.547
KIF3A	1.54916666666667
PDIA6	-0.7265
DCXR	1.001
CASKIN2	0.814083333333333
EHD1	0.2675
MARCKSL1	0.327666666666667
ZNF496	-0.372
SCAF1	0.485833333333333
KCTD8	-1.204
TRAF3IP3	0.243214285714286
LSR	1.3
CXorf1	-0.3018
C14orf112	0.543333333333333
EIF2B1	-0.6545
OMP	0.383
GSTZ1	1.14175
LOC92017	0.39675
ISLR2	1.2355
C12orf36	0.545
GATA2	1.57783333333333
GABRA5	-2.6715
CELSR2	-0.116428571428571
STAM2	0.9331
TNAP	-0.459
PTPMT1	-0.0968333333333333
GRP	5.3505
SV2A	-1.59833333333333
MAGEA12	-3.894
CACNG1	1.2435
C18orf19	-1.089
GSG1	-0.909333333333333
PTPRJ	0.111785714285714
FRMPD1	-0.0675
ZNF668	0.30575
PLEKHJ1	-0.53875
ADAT1	-0.5362
TMEM50A	0.3854
UCN3	0.4475
HOOK1	2.01775
IL17B	-1.3575
MLKL	-0.577333333333333
TTC14	0.648333333333333
KLHL5	-0.11
CRYL1	1.30333333333333
FOXH1	-0.424
NFYB	0.1435
PPM1G	-0.489
GOLGA2LY1	-1.4
NMT1	-0.53075
HADHA	0.2353
CHSY-2	2.136
PLEKHF1	0.0352857142857143
SAGE1	-2.7405
MUSTN1	-0.103
SUHW4	1.91725
TFEB	1.45583333333333
ZFYVE27	0.18425
ATG12	-0.365166666666667
BMI1	1.42435714285714
ZIM3	-0.0646666666666667
MYH4	0.104666666666667
MASP1	-1.445
KIAA0984	1.03925
RPAP2	-0.02175
ASB5	-0.30975
BOLA3	-0.918666666666667
MIA3	1.05783333333333
KRT35	1.8355
KIR3DL3	-0.5615
MRPL51	-0.29075
SEMA3F	1.68133333333333
NDUFB2	0.276
LOC253012	1.612
FAM46C	-2.22
G6PC	-3.034875
CSAG3A	-4.51516666666667
PREX1	-0.258
SLC25A45	0.23425
MAPKBP1	0.4701
CPE	0.3069
GNB1	0.1955
CXCR6	0.667
TRIM46	-0.62425
C16orf3	-0.110833333333333
HPSE	1.50725
TIGD3	1.3085
SPG3A	-0.126
LCAT	-1.81516666666667
ST6GAL1	-1.53938888888889
POMC	-0.12975
FLJ36031	-1.288
NSMAF	-0.027
SKIL	1.3135
ADSS	-0.651
HMGCS1	-1.4844
POLR3F	-0.431833333333333
RAB10	1.5765
ZNF277P	-0.2775
ZBTB7B	1.482
DHRS1	0.776875
ABCC13	-0.533666666666667
CNOT3	0.144
NFKBIA	1.03975
GAK	0.685666666666667
SFT2D2	-0.156
HOXA6	0.008
CRTC1	0.345375
LY6D	-1.301
C20orf72	-0.789166666666667
CPT1A	-0.0535
LMO1	-1.637
EIF3I	0.04475
PRB4	-0.55475
MCM3APAS	-0.565125
C20orf132	0.9478
FOXF2	-4.71875
S100A12	0.14
MLH1	0.199
ACTN1	1.1867
MRPL36	-0.0853333333333333
C20orf106	-0.205
FBXO6	1.808
MKS1	0.0755
CX3CR1	0.2855
PDE1B	0.408
PLP1	-2.869
KISS1	0.385166666666667
C14orf2	-0.7375
TBC1D3P2	-0.47225
COMMD6	0.1989
ANKRD7	-2.15
PTCHD1	-2.920375
NARS2	-1.1425
DOCK7	-0.29
FAM127B	-0.157625
LOC390243	-0.148166666666667
N6AMT2	1.31575
ZNF391	-1.2005
DNAJB14	0.7925
WRB	0.14325
BPI	-0.5796
TTC4	-0.454666666666667
FAM10A5	0.41325
GOT1L1	-0.25
MAGED1	0.643875
RESP18	-0.57325
WFDC6	1.18325
MT2A	-1.381
C11orf56	0.80775
KIAA1432	-0.5095
ROR1	-2.04
HSD17B14	3.47816666666667
ZFAND2B	0.20325
SAMD4B	0.1595
HEXA	-0.4555
HNRNPU	0.0884545454545454
USP39	-0.30475
NRD1	-0.14225
R3HDML	0.07225
FLT4	0.979166666666667
OMG	0.0516666666666667
OR52N4	0.13
LOC399818	-0.39
ELA2	-1.98925
VENTXP1	0.4555
RFC5	-1.1805
OR52L1	0.2085
PAX5	-0.0815
FBXO2	2.7085
GMEB1	0.733
AKT3	-1.39466666666667
CRB1	-1.36833333333333
CTTN	-0.336833333333333
UTP15	-0.601333333333333
HSBP1	-0.0331666666666667
PHF11	2.16525
NDEL1	0.4305
USP8	0.12725
BAIAP2	1.8296875
SI	0.4024
ARSJ	-2.58583333333333
BAAT	-2.756
KCNS3	2.608
LOC126147	0.263333333333333
TMEM37	-0.96175
C1orf162	2.81866666666667
MBD1	0.3009
ITGAL	-0.1255
WDR73	-0.0245
GKN2	0.4846
ARFGAP1	-1.01025
SLC5A8	5.1355
ZBTB40	0.6839
CYP4B1	3.72666666666667
LYPLAL1	-0.52675
CHST3	-1.78975
MAP3K9	0.332
BTAF1	-1.58066666666667
TFAP2E	-0.187
RBM35B	1.29675
LOC441251	-0.465
ANKRD25	-0.654166666666667
UQCRC2	-0.1555
MAEA	0.686166666666667
HYAL1	-2.7363
RNPEPL1	0.4745
CPSF2	-0.445
PSD3	-2.5948
ABCA13	-0.84975
AGR2	3.428875
GBX1	-1.3855
HDLBP	-0.0331428571428572
ACY3	-0.76225
HECW1	-0.489
ZNF519	-0.72325
HOPX	2.684875
ZNF304	1.458375
OR12D3	0.2105
FKSG43	0.027
METTL1	-0.42
MFSD3	0.617
PSPH	-0.262
CLCA3	-2.67
DARS2	-0.967666666666667
CDC25A	-1.66516666666667
BAIAP2L1	0.71725
B3GNT5	-0.774
USP29	-0.5595
ARHGEF10L	0.9125
ATOX1	-0.430375
ADAM30	0.96
DNASE1	-0.333
STT3A	-0.0585
RAB6IP1	0.415
PTN	-0.5311
C1orf106	-2.53530769230769
HECA	1.06725
RNF122	0.1355
SLC22A18AS	-0.6445
GNG8	-0.286333333333333
ELP4	-0.8655
