Hybridization REF	TCGA-B6-A0IH-01A-11R-A115-07
HECA	2.018
RNF122	0.8535
SLC22A18AS	-0.848166666666667
GNG8	0.273166666666667
ELP4	-0.42525
FAM65A	-0.0451666666666667
RPL10A	0.686333333333333
IRS4	0.358
MACF1	0.9146
SEC24D	0.3725
LOC374395	0.455
TGFB2	2.01075
MDFIC	0.49675
CHRNE	0.126333333333333
PCMTD2	0.6325
ATP6V0D1	-0.278166666666667
MTA2	-0.32225
LZTR1	-0.869333333333334
RAP1A	0.493166666666667
AXIN1	-0.572125
POLR1C	-0.43975
TRIO	0.00391666666666669
PLXNA4A	0.531333333333333
C5orf33	-0.026
DEPDC1B	-5.3445
ZNF473	0.0518333333333333
MTM1	0.801875
GPR107	0.524666666666667
CSNK1A1L	0.8595
FLJ14154	-0.6445
NLRC4	3.65325
ENPP4	2.499
PADI3	-0.1095
RNF170	0.38225
CG018	2.01083333333333
C16orf7	-0.447
KCNE1	2.00575
NRM	-1.2665
SLC37A3	0.550285714285714
TPD52L2	-0.9725
UNC5B	1.927
C12orf12	0.341333333333333
SDHB	-0.8415
CLRN1	0.167125
NUDT10	-0.114833333333333
UGT3A1	-0.179875
FBXW8	-0.04125
RHOF	-1.000125
PTPLAD1	-0.287
MYO3B	0.3735
DERA	-0.3745
TPP2	-1.084
C19orf53	-0.117833333333333
GINS3	-1.233375
ST6GALNAC5	3.34
CHSY1	0.51675
MGC15705	0.2175
GPR83	-0.316666666666667
EXT2	0.683375
DOLK	0.5735
TUBAL3	-1.13025
ACVRL1	2.1923
ABL2	0.395166666666667
C14orf156	-0.703666666666667
PTPRZ1	-2.403375
DIP2C	1.2715
LAMP1	0.984
RXRA	0.5148
MAP3K5	0.83
ALKBH1	-0.017
PDLIM7	-0.057
ARL14	-1.8335
SNIP1	-0.229166666666667
TIMP3	0.971583333333333
RGS3	0.141666666666667
SPAG16	0.0407
ABHD4	-0.3315
ARHGEF12	1.0905
GLUD2	0.0295
RAC2	-0.5759
UAP1L1	-0.798
SLC18A3	0.3895
YOD1	-0.85275
RALY	-0.98875
HMOX2	0.132375
DGKH	0.6465
DBNDD2	1.38983333333333
YIPF4	0.09575
THAP10	-0.548
ZNF513	-0.1615
HAGHL	-0.743333333333333
ITGB4	0.27
CCDC141	0.0095
YTHDF3	0.91525
C5orf28	0.4585
RPL7L1	-0.410125
TMEM30B	1.12735714285714
ANKRD35	3.188
DUOXA2	-0.46
TBC1D5	0.00512500000000001
DFNB59	0.905
HRH4	0.29875
MYO6	3.3809
DNAJA4	0.846125
RBM24	-0.140375
CEACAM20	-2.3315
RBM23	-0.238357142857143
NGFB	0.4
C1orf63	-1.3895
KRTAP7-1	-0.062
PERLD1	1.794
NPB	-0.116
C17orf59	0.2816
HSPBAP1	0.35675
SLC15A4	-0.063875
PRTFDC1	0.30875
OSMR	-0.490714285714286
CYSLTR2	0.311
C19orf25	-0.2242
KIAA1797	-0.1415
NLRP6	0.227
FAM105B	-0.1269
SCRN2	-0.795166666666667
LRRC58	-0.1633
RNF17	0.224375
NEIL3	-5.0285
FAM137A	-0.21325
SKP2	-3.25225
PARVA	1.43741666666667
PKLR	-1.6645
RNF34	-0.035625
A3GALT2	-0.062
C12orf50	0.125833333333333
SUNC1	-1.576
FAM102B	-0.609
CCT2	-1.1865
LRRC37A2	0.009
ARF4	0.422
SIKE	0.253625
C8orf48	4.00116666666667
MBTPS1	-0.011
GPSN2	-0.3945
NCF2	2.411
SLC12A6	-0.132833333333333
MRPL48	-1.21675
HMGN3	0.231333333333333
LRRC62	-1.2975
PAX9	1.417125
FAM55A	0.0515
C20orf42	-1.55533333333333
SCML2	-1.56916666666667
BCL9	0.763
FAM40A	-0.59075
C9orf41	-0.608166666666667
ZNF774	-0.449
LETM1	-1.794
PLXNB1	-0.430666666666667
NIPSNAP1	-1.11475
USP10	-0.84025
F9	0.09475
LIPE	0.93275
CNGB3	0.585
C12orf52	-0.42925
PI4K2A	-0.367625
MED8	-0.299
STAT4	1.7359
FGD4	0.517
RNF145	-1.113
WDR32	1.1021
CLDN2	-0.274666666666667
TCEAL8	0.94075
ZMYND8	-0.9677
PDXK	-0.41128125
GATAD2A	-0.92475
PTGES3	-0.719
CCM2	-0.28375
TAP1	0.7755
ZNF670	1.46875
ETS2	0.794214285714286
C6orf166	-0.0893333333333333
PRMT2	0.724428571428572
OR4B1	0.477
INTS8	-0.8855
CCDC102A	-0.1875
CCDC83	-1.3344
ITGA1	0.0055
EPHA5	-0.761
FAM24B	-0.806
TSGA10	1.851
HAL	-2.2
MYOT	0.164
SPACA3	1.0495
BCL2L2	-0.666333333333333
CUGBP2	0.998
CCNB3	1.4595
RNF113B	-0.39075
MERTK	0.47575
BAG1	0.06975
VPS36	0.152
ORMDL3	0.4117
C1orf190	0.739
ZNF625	0.82725
CORO2B	-0.612
ALOX15	-0.3005
CST1	-0.3875
NUPR1	2.41183333333333
CCL7	-0.426
SMCR5	-2.6025
DSC2	2.234
RBMS2	0.22925
GRIK4	0.446
TRIM65	-0.2856
TMPRSS6	-0.583142857142857
TP53INP2	-0.06425
GLB1L	1.44816666666667
LOC388284	-0.0326666666666667
PUS1	-1.52828571428571
BCL9L	-0.075
OLFM1	0.389
RET	-1.729125
MASTL	-2.595
ALX3	0.649
IL1RL1	0.00950000000000001
ZNF765	0.1484
C14orf138	-0.00724999999999999
SNX10	-0.719
TAC4	-0.0865
C1orf64	1.781
POGK	0.756875
MAPK9	0.11025
ZNF366	3.834
C8orf79	2.6873
CLDN7	1.40825
OR5AT1	0.1865
TRIM37	-1.78575
LRRC25	2.4185
GRHL2	2.2313
TEKT3	1.7595
LASS5	0.079
ABCC4	-1.24033333333333
DLG3	0.277875
VGLL1	1.541625
ZFP36L2	2.73166666666667
MFRP	-0.158166666666667
KIAA1799	0.2605
FLJ44379	1.63
PCNX	0.31375
ANXA9	-0.2125
CYP4V2	1.0899
PIK3C2A	0.82075
SRR	0.2285
NOL3	-0.726
IFITM2	1.437
ARNTL2	-1.8495
ZNF595	1.22675
NLRP13	-0.934
ASPH	1.169625
CPA2	-0.223
PVRIG	-0.465666666666667
LEPR	2.16533333333333
C16orf42	-0.478833333333333
SH3BGRL	2.315
FAM77D	0.3315
FNDC7	-0.3005
C9orf6	0.581666666666667
NOTCH2NL	1.10466666666667
PGBD1	0.0408333333333333
SYNGR2	0.0925
PITPNA	-0.3775625
PRPF4B	-0.4912
SLC43A3	-0.787928571428571
NRBP1	-0.5775
SLC25A22	-0.62175
ILK	-0.09675
SLC22A8	0.197166666666667
MRPS7	-0.740625
PITX2	-1.2255
FABP3	-0.610625
OR1L1	0.6755
LOC728215	1.09125
BLID	-0.7605
KIAA1217	2.78494117647059
TFPT	0.32525
AP4B1	-0.81275
VBP1	-0.68875
OR1K1	0.099
MORC3	1.23325
BHMT2	0.794
C3orf10	0.625125
FZD7	1.85833333333333
WFDC10A	0.0795
PMS2CL	-0.067125
CCDC32	0.180833333333333
FA2H	-2.024
ALG13	-0.167
TTLL7	-0.789
SPOCK3	0.0915
SLC13A2	0.655
AIM1	0.99825
GPRC6A	-1.3355
EGR2	4.4275
MED11	-0.05925
WWC1	2.11225
SH3GL3	-3.26825
RIF1	0.0612857142857143
PRLH	-0.043
VLDLR	0.765
DBT	0.118
C21orf63	1.774
CGGBP1	-0.331
KRTAP12-2	-0.436
TADA3L	-0.332625
ZBTB16	3.64
PDGFB	0.683375
RFX1	0.209625
UQCRB	0.0358
LOC133874	0.402
HPS3	-1.71925
LGALS3BP	-0.7913
DKFZP564O0823	1.95871428571429
MRFAP1L1	0.388375
HOXA10	-0.409833333333333
NGB	0.029
KIF21A	-0.795
IFLTD1	0.146
LZTS1	-0.450125
ARHGEF3	2.1715
RHBDL3	-0.532
CSNK1G2	-0.0775
ChGn	0.27175
KIAA1244	2.04433333333333
GABRB2	0.335
MGC72080	-2.2635
CD27	4.58275
EGLN1	-1.2616
PEX13	0.27125
RWDD3	0.61625
RNF12	-0.306
GRIN2B	0.1665
ADAMTS14	-0.39725
DYDC2	1.22866666666667
ATP6AP1	0.752
NR1H2	-0.672
PDK2	0.44225
C3orf17	-0.0351666666666667
SLC38A2	-0.982285714285714
SLC25A29	0.2565
C15orf29	0.31975
ADAM9	0.332666666666667
TMUB2	-0.248625
GPR176	-0.82325
AGK	-0.546125
MCCD1	0.778
NDUFA4	-0.158
TMEM146	-0.0415
DUSP1	1.90175
UNQ6975	1.408
EMX2OS	4.91025
INSM2	-0.275
LUZP4	-0.423
SETD6	-1.59625
P2RY2	2.01025
SLC45A2	-1.579
RABGAP1	0.511666666666667
UBXD5	-0.13625
GPRC5A	-0.1144
PAK3	1.41633333333333
LOC63920	-0.20975
TGFBR1	0.7728
KRTAP6-3	0.056
SFMBT2	-0.10675
CDC42	-0.2405
C11orf35	-0.115
TTLL2	0.3235
UACA	0.730333333333333
CD97	-1.2084
SETD5	-0.29125
NINJ2	-1.35625
PTER	1.28883333333333
POMGNT1	-0.342
KRTAP4-2	0.146
ECGF1	1.970375
HRB	0.171181818181818
ATP1B2	0.5895
LOC400506	-0.52375
COL4A3BP	0.88825
C6orf97	0.64775
GRHPR	0.1845
TAS2R1	-0.1215
SEMA7A	-1.2895
EDF1	0.2085
ODF2L	1.4216
PCID2	-0.512166666666667
GTF2H4	-1.42766666666667
ZCCHC3	-0.555625
CGB2	-0.0195
NEUROD1	0.3235
C20orf75	-0.7705
RP5-1054A22.3	2.49766666666667
IFNA5	0.559
ZNF134	0.495916666666667
MGC119295	-0.8806
ZSWIM6	0.411875
SMEK1	0.08
PCGF2	0.21225
C1orf102	2.081
CYP2A13	0.8605
KCNH6	-0.3101
MDM1	0.0484
ALDH7A1	-0.6475
C9orf75	0.581
VDAC3	-0.27225
OR51T1	0.4015
EIF3F	-0.31775
KCNJ10	-0.660125
LENG8	-0.16525
EDEM2	-0.0883333333333333
CCNJL	-0.245666666666667
DHX37	-1.104
CRYGN	1.2715
AATF	-0.9375
ZNF630	1.32375
E2F5	-0.138
WFDC13	-0.53775
FTSJ3	-0.612166666666667
C4orf33	1.071
LHFPL4	-2.768
C19orf56	0.478083333333333
SMAD4	0.623375
AFM	-0.242
G0S2	-0.12325
FCHSD2	-0.1289
RRP1B	-0.9785
EEF1B2	-0.1405
STAT6	1.712
ZNF195	0.31675
GNL1	-1.0395
ZNRF2	1.676
PER3	0.65
ASB16	0.0825
C10orf10	2.28585714285714
ADCY8	-2.6675
C9orf58	-0.416833333333333
ARMC10	-0.2765
PSG1	-0.793
DHX34	-0.12675
VARS2	-0.962875
NFIC	0.9965
ITPR2	1.31375
AGXT2	-0.214166666666667
OR6K3	0.304
H2AFZ	-1.97391666666667
MLLT3	0.672083333333333
COX4I2	2.62075
CCNT2	0.269125
PLK4	-2.40375
NUMBL	-0.4455
MED16	-0.03375
PLEKHQ1	1.36125
GOSR1	0.476611111111111
BTG4	0.10525
RPL30	0.793333333333333
IGSF5	2.029
IGFL2	1.0615
ELMOD2	0.632666666666667
SHC3	0.652166666666667
HAVCR1	-1.062
DYNC2H1	0.8
RNF5	-0.158666666666667
C2orf7	-0.91925
NLF1	-0.1175
KLHL25	-0.11175
LRP10	0.7606
KRI1	-1.036
PUS7L	-0.105
MGMT	0.1585
HOXD1	0.8545
CSH1	-0.0163
ATG16L2	-1.50175
FLJ44635	1.272
CHODL	1.4665
EXOSC8	-1.13775
SLC28A1	-0.131
MYO7B	-0.178666666666667
SEH1L	-0.7284
MTNR1A	0.0313333333333334
TSPAN5	0.833
CDC45L	-5.10483333333333
AMIGO1	0.2895
ATAD3A	-2.129375
OSGIN2	0.1655
PDIK1L	0.475666666666667
DARC	4.8395
PIPSL	0.5815
SHMT1	-1.702
CRISP3	0.4195
POPDC2	2.7855
ZRANB2	-0.6795
FBXL8	-0.85875
TRIP13	-3.56436363636364
EIF5AL1	-1.9655
POU5F1P3	-4.99516666666667
IL6	0.791166666666667
CXorf38	-0.511
IFNA16	0.3465
FBXL2	2.0175
BRD1	0.67625
STATH	0.06525
FBXO44	0.124666666666667
MCCC2	-0.25225
CDC2	-3.6456
C5orf23	2.72325
IVD	-1.198
C10orf122	-1.40775
MSL3L1	0.2509
MVP	0.4655
EPOR	-0.3342
ZMYM1	-0.180333333333333
BCL7C	0.00283333333333333
PSTPIP2	0.4432
LYPD1	-0.456
OR8G5	-1.1455
ZP3	-0.166166666666667
BCAS4	0.9935
EDG6	3.1565
ISY1	-0.4345
PRAMEF2	-0.929
CUL1	-0.349125
RNF213	0.1461
CCRK	1.38775
DHX9	-0.29325
C13orf29	-0.31325
NCKAP1	0.0466666666666667
MRPL43	0.404785714285714
XPR1	-0.888
PKN2	-0.323
PODNL1	0.995
ZNF333	0.805
DALRD3	0.392
OPN1SW	0.0195
BTBD6	0.08475
C11orf82	-2.7365
OR5P3	-1.7015
DUSP11	0.326
L1CAM	-1.3587
NEK11	2.84016666666667
OR7E91P	0.612
CNTN3	3.31
CREB3L2	0.06425
ZBTB37	1.5745
KIAA1324L	0.53675
NDUFB10	-0.152
NUDT2	0.74125
GTPBP8	-0.53725
CACNA1D	1.18875
PRKAA2	-1.3545
PRDM8	0.0545
MGC16075	0.272666666666667
KRT14	1.76528571428571
PP8961	0.08825
MRPL18	-0.33425
ABCG2	1.12975
PACRG	2.82575
BBS2	0.33425
KREMEN2	-3.602
FBXO21	0.60325
HNRPUL1	0.263333333333333
GRB10	0.9635
CLSTN1	0.238125
LMAN2	-0.426
C17orf61	-0.775
NIPSNAP3A	1.12875
INSIG2	-0.111333333333333
PCDHB7	0.691666666666667
STXBP2	0.32325
CMAH	2.69766666666667
SEMA5B	0.00750000000000001
ZNF155	0.678833333333333
COQ6	-0.265333333333333
PRPF4	0.22425
TSPAN15	3.3233
VN1R5	0.45425
LATS2	1.52125
SELK	0.14225
PGK2	0.06425
MS4A1	0.399625
TYW3	-0.4539
KRTAP5-1	-0.52
RCCD1	-2.65883333333333
BTN1A1	0.31625
DDX28	-0.12975
TMEM65	-0.110375
LOC92345	-0.2305
TTC31	-0.57075
WDR46	-0.974666666666667
CHP2	-0.810833333333333
LSP1	0.912625
ZNF542	0.38675
EXOSC1	-0.1345
ARHGAP18	-0.371833333333333
LRRTM4	-0.8205
MAOB	2.09733333333333
CACNB4	0.2055
MGC33846	0.292875
RANBP3L	1.19725
ATP5L	0.304875
ONECUT1	-3.188
NUDT9	0.69125
TMEM149	-0.022
STX17	0.4545
IGSF10	-1.48125
TMPRSS9	0.148
BMPR2	1.65958333333333
ALLC	0.42275
KLF7	0.680875
GCC1	0.5167
TIMM9	-0.44825
CDO1	1.91816666666667
MGC10701	0.161166666666667
IFI6	0.170666666666667
FRMD8	1.04125
MGAT2	0.19775
WBP5	0.814
CNIH2	-0.48425
KIAA0907	-0.97
KCNH8	0.85
CTSG	1.093
GRIK1	1.09883333333333
CUL5	0.422125
FRMD1	0.186
OR9A4	0.6895
SYT6	-1.2475
FOXD4L2	1.18875
ANAPC2	-0.230666666666667
OPN5	-0.14
TAF13	-0.24025
LYG2	-0.7835
GGNBP1	-0.283
C11orf40	-0.1375
OTX2	-0.8425
REG4	-0.299333333333333
EIF5	-0.021
PALB2	-0.44825
SEPSECS	-0.1797
RNASE3	-0.09025
TRIM49	-1.144
POLR2K	-0.0708
GPR42	0.1535
C8B	-2.63575
SASS6	-0.30875
PREB	-1.02983333333333
OR3A3	0.462
TUBA8	0.560875
IGLV2-14	-0.68225
STIL	-3.18775
ANKFN1	-0.300333333333333
NME7	0.12275
HOXC12	-0.77325
UBE2C	-3.60125
FHOD1	-1.0715
CDK2AP1	-0.16425
OR6K2	0.02925
DHPS	-0.9035
RPL5	-0.1465
TRGV5	0.5165
LOC541472	0.574
HCCS	-0.8791
DENND1B	2.052
LHX3	0.1685
OR5D16	0.3855
CXorf57	-1.9846
IRF2BP1	0.92275
NDST2	0.618833333333333
LCE3D	0.087
BOLL	0.37175
SYT3	-0.9285
PIH1D2	0.488
C20orf7	-0.279833333333333
IL1R2	1.44533333333333
SLAMF9	1.1415
PPME1	-0.239
PIK3CA	0.5905
TRAPPC1	-0.190375
COLEC10	-0.86125
SLC9A6	-1.1395
PDDC1	-0.3325
CCDC53	0.26225
GK3P	-0.91675
DAZL	-0.7555
BRI3	0.326
SDK1	0.435
CYP2C18	0.04175
IFI44L	3.01375
RPL3L	0.694
FUT9	0.2275
KIFC2	-0.2925
PMP2	-0.497125
SLC4A9	0.161
PLAG1	-0.683
MYCBP2	1.5405
OR4E2	0.508
CCDC65	1.283
C16orf82	0.00812500000000001
ENTPD4	0.302125
BRP44L	0.3325
PMP22CD	-0.278
TMCO4	0.604333333333333
KCNN1	-0.410166666666667
WDR35	0.3205
CCDC80	3.687875
C3orf31	-0.89575
SLC7A9	-0.95075
TMEM190	-1.30975
DBC1	-0.0705
FADS3	-1.5965
PDZD8	0.375833333333333
GRM5	-0.10575
AZGP1	3.7236
PEX3	0.79
MED1	-0.189285714285714
ATG4C	-0.579166666666667
HNRPH3	-0.542375
FAM109B	1.61425
C4orf17	0.337
CA10	-0.14
OPRD1	-0.0665
CCL16	-1.65125
SACM1L	0.05825
CST6	4.01725
CD63	0.7268125
LGI1	-0.983
ZNF784	-0.6885
CRYBB1	-0.703
CX3CL1	1.71845
TOP2A	-4.6855
GYPB	-3.16383333333333
GADD45GIP1	-0.73775
FEN1	-2.52325
IGF1R	-0.4898125
WDR72	-1.44433333333333
PURG	0.311166666666667
DEFB126	-0.689
PKD1L1	0.383
CAV1	-0.9224
GNPDA2	0.9641
DGAT2	-1.093
NLGN1	-0.70875
STRBP	0.471375
HPRT1	-0.952
FANCI	-3.255375
PSMA7	-0.292875
DBF4B	-0.634666666666667
TTF1	-0.20775
RAD54L	-3.7545
ELOF1	-0.49325
PLAGL2	-0.5625
ZNF256	1.13475
HMGCL	-0.26375
MSI2	-1.2115
RPESP	1.1295
C11orf60	0.062
ABCD1	-0.9945
ACAA1	0.0709
SPARCL1	5.89414285714286
IL6ST	1.7169
ZNF319	0.63475
TMEM109	-0.2047
FAM90A1	-0.015
IL22RA1	-1.1575
ATP4B	-0.1255
TEC	-0.4615
C7orf30	-0.65475
TXNDC2	-0.642666666666667
ABCB4	-0.4755
KIAA1191	0.838625
C9orf38	-0.04
SFTPB	-0.132625
CNTNAP2	-2.05281818181818
FRK	1.2155
TBX19	0.552
CHD4	-0.4735
C6orf26	-2.9205
MOSC2	2.282
IKBKE	-0.02925
HIF1A	-0.8165
LOC595101	-0.8
RELA	0.0873333333333333
TMEM16B	0.222166666666667
ABHD12B	0.98575
TSEN34	0.44375
KIF18A	-3.336
TXNDC9	-0.121166666666667
SPATA2L	-0.281
SEMA4G	-0.726
C21orf91	0.336
MATN1	-0.5595
KCNIP4	-0.2625
TUSC1	2.729
OR4C15	0.338
ARMCX6	0.829583333333333
WBSCR27	-0.4295
OR52I2	-0.1485
KIAA1604	0.48425
DYNC1I1	0.576625
PPP4C	-0.6425
SLC47A2	-1.69466666666667
TREH	0.41775
CD48	3.08566666666667
ST14	1.6165
PKN1	-1.157
SPON2	3.65625
XBP1	1.77883333333333
SFRS12	-0.126166666666667
EFCAB6	2.8605
SELT	0.1345
SLC39A2	0.2195
ERF	-0.739166666666667
ARL3	0.27625
SURF6	-1.0598
MLLT10	0.392
FLJ11171	0.391666666666667
TDGF1	-3.35966666666667
ERCC6	0.34725
EIF2AK4	0.967375
BAZ1A	-0.400833333333333
LRRN3	2.43016666666667
TMC3	-0.3075
EFTUD1	-0.79225
PTPRO	0.254333333333333
CLEC12A	0.70025
ACBD4	-0.396625
ZDHHC14	0.94025
OTUD7B	0.762625
ACTB	0.24775
MSRA	0.312625
LCE5A	-1.019
IFI35	-0.1575
BSCL2	0.015
ANKRD12	1.38391666666667
CFHR2	0.6495
RGAG1	0.229166666666667
HSFY1	0.546
SLC30A5	-0.182166666666667
IMPG1	0.5965
GPR109A	0.2975
ZNF185	1.1395
IYD	1.236
NPCDR1	0.5465
SERPINA13	-0.2285
HMGCLL1	-0.58225
NEUROG1	-0.2385
UBQLN1	0.027
LIN37	0.427
SOCS2	0.62725
DSCR4	-1.898375
XKR6	0.93175
GPR142	0.4045
KRTAP13-3	0.1085
CCDC15	-0.168
MOS	0.178
CD1E	0.367
OFCC1	-0.555333333333333
FAM83D	-4.9055
SRFBP1	0.50325
C9orf96	-0.393
DHDH	-0.145
CCDC90A	-0.5955
RABL3	0.60715
CD320	-1.85033333333333
ANGEL2	1.05208333333333
MRPL21	-0.03925
SMG6	0.148833333333333
INSR	1.8673125
FLJ14816	-0.5775
GLRB	-0.259166666666667
C9orf89	0.20775
CIZ1	-0.921625
URG4	-0.414666666666667
LRDD	-1.72183333333333
CBY1	0.435
NFX1	0.235375
MTERFD2	0.597285714285714
C19orf23	0.0615
PGC	-2.79325
IER3IP1	0.4659
RASAL2	1.58875
C1orf89	-0.833
SYNJ1	-0.256375
NFKBIE	0.54175
FLJ40125	-1.18566666666667
TCEB2	-0.2631
NOG	-1.801
POLR2J2	-0.5105
HLA-B	2.56625
PCDHA1	0.0495
PPP2R2B	-0.06625
ARHGEF17	0.638166666666667
TCF7L2	2.09657142857143
CHD5	-0.09
ZNF431	0.30525
TBC1D25	0.23125
ZNF800	0.88075
SCUBE2	2.53363636363636
MYCBP	0.1595
GPX5	0.148
C6orf129	-0.398
QSER1	-0.341333333333333
ULK2	1.861
PIGO	0.754833333333333
NRCAM	-2.65142857142857
SLC35E3	0.237125
CSRP2	0.19125
HYPE	0.1785
MAPK15	0.104166666666667
MGC14327	0.33025
TIMM13	-0.598333333333333
ZNF462	1.25525
GBA3	1.40675
TEX13A	0.0285
MCM6	-1.85388888888889
MTRF1	-0.80375
ABCA7	-1.2425
EIF4A2	-0.1045
ZC3H10	0.5267
RPGR	0.5325
C20orf94	1.74025
RP1L1	0.123
GPR125	-0.02425
USP22	-0.306857142857143
OR1L4	0.495
MLZE	2.59875
FLJ32065	0.025
PTCD1	-0.20325
CRTAC1	0.675
BXDC2	-1.334
C18orf1	0.870833333333333
FAM107A	2.94835714285714
EFNA3	-0.48325
P18SRP	-0.1294
CAMKK2	-0.10275
KIAA0649	0.22475
NES	-0.880666666666667
HS6ST3	0.083125
PON2	0.6285
TCP11L2	0.03725
CLEC4A	2.76925
PRR12	0.531
MLXIPL	-1.6815
C2orf50	2.569
ZNF28	1.04725
ENC1	1.39233333333333
MAP2K1	-1.026
FKSG2	1.21675
KIAA0430	0.654
PTP4A1	-1.65394444444444
GPR156	-0.582
GTF3C6	0.00325
UBR2	0.2682
LOC388272	-1.25075
MAK	2.3355
ACOT4	0.843
STC2	-0.775333333333333
PIGW	-1.454875
SAE1	-0.966
COL6A1	0.8675
OAZ1	-0.009
STMN4	0.551166666666667
EDG3	-0.0531666666666667
SGCE	-0.0443333333333333
IL11	-2.2965
PRSS8	3.38125
YIPF5	0.88225
WNT4	2.961875
CSN2	0.176
TCF7	-2.43925
TDO2	2.839
SAMD9	0.3363125
S100A7A	-0.056
MMRN1	3.07466666666667
GKAP1	0.521
AKR1C3	-1.04925
RNF19A	1.226125
GMDS	-1.12425
YKT6	-1.215625
SPARC	2.4564
C12orf31	-0.5865
UBE2V2	-0.612333333333333
FBXL18	-0.155166666666667
KIAA0460	1.50275
ADAM22	0.59
SERPINC1	-4.56425
KCTD21	0.30025
MYOHD1	-2.3345
ZNF37A	0.944
GTF3C1	-0.4345
CTSZ	1.87
PRNPIP	-0.6995
DRD1IP	-0.058
NR1I2	-2.07333333333333
ZNF266	0.2022
SPAG4L	0.1915
COX4NB	-0.734
SAPS1	0.863
APOA1	-3.888875
TATDN1	-0.426833333333333
C10orf82	1.251
KPNB1	-1.42425
FOXO3	0.827583333333333
CRYBB2	0.097
ZBTB5	0.401666666666667
SLC25A38	-0.99825
DCTN2	-0.467666666666667
IFT20	0.79975
CTHRC1	3.4455
C1orf31	-0.304125
UHRF1	-3.650375
GPC6	-0.78125
C10orf54	2.08725
MCF2L2	-0.1906
WNT9B	-0.18875
OLA1	-0.697875
FAM120B	0.67225
TTLL10	-0.265
CYorf15A	-4.77875
RELN	-0.3645
SCN2B	1.79083333333333
MFHAS1	-1.53825
NKX3-2	-1.10766666666667
RASGRF2	0.252
SSBP1	-0.5005
KPNA6	-0.774571428571429
LOC389118	-0.23
HS3ST4	-0.8521
SUPT7L	-0.32975
FLJ32658	-1.7295
IGFBPL1	-1.318
KIAA1641	-0.4059
SHKBP1	-0.392666666666667
CSF1R	5.35275
NAGK	0.24275
MYL2	0.896
HIST1H4C	-1.35516666666667
TOMM7	0.296875
ADAMTSL3	1.8963
TNFSF14	0.31275
PRRT2	-0.044
VTA1	0.166375
AOAH	3.78133333333333
CRISPLD2	2.111
PNN	-1.2923
TA-NFKBH	-0.34325
ESPN	-0.9905
RBM43	0.635
KIAA1267	0.843
DDX3X	-0.0267222222222222
KIAA1576	-3.7845
PLXDC1	4.59983333333333
FLJ25801	-4.591
HNRNPL	-0.87975
RUNDC3A	0.175666666666667
CASP12	2.231
SH2D5	-1.246375
RPL26L1	-0.6665
OR51A7	0.079
HDC	3.4815
C2orf16	-0.106
SYTL3	2.75975
GOLGA4	0.179375
NOTCH1	-0.097
ATPAF2	-0.85275
ECD	0.449
SSX5	-1.0852
SNAP91	0.17
OCA2	-3.21875
PNPO	0.0438333333333333
DAPK1	-0.736
PINX1	-1.0495
SELENBP1	1.747125
NEK3	0.3895
TMED4	0.474642857142857
SSTR4	0.0615
FOSL1	-2.6395
CD40LG	0.871
CES1	-1.22841666666667
DCI	-0.7505
B3GAT3	-0.656833333333333
STK17B	0.2165
CNTN6	0.6615
CYP3A4	-0.848166666666667
MBOAT2	0.579642857142857
PISD	-0.70325
USP1	-0.6835
PYDC1	2.83
CENPM	-3.2575
SAR1B	-0.094
TTC7B	-0.219
DP58	0.2155
GPC1	0.15875
RBL1	-2.169625
TMEM137	-1.854
TOB1	0.32925
TCEAL1	2.05916666666667
CENPF	-3.21718181818182
C6	2.667
PRSS1	-4.16725
PPIL6	2.0545
C6orf124	-0.5515
ODZ4	1.13516666666667
SNCB	-0.231
NDUFB9	0.117125
CNOT6L	1.274
S100A9	1.7165
TRIM50	-0.6735
KCTD1	2.7794
WDR63	1.46125
SPEF2	2.447625
RNGTT	-0.531
CXorf22	-0.2015
KCNK16	-0.0035
CEP250	-1.935375
ATPBD1B	-0.453
KCNJ2	4.00775
MT1B	-1.211
ZNF684	0.1545
SLC4A1	0.15625
PDHA1	-0.9725
ZNF492	0.672375
TKT	-2.43725
BYSL	-1.3025
RNF38	0.685625
AHDC1	-0.233
KLHL2	0.923375
CMTM8	1.41375
DMP1	-0.8985
HERPUD2	0.5515
CRTAM	3.6025
ZNF572	-0.562
TMEM16J	-0.7015
HSD17B2	-0.533
UBE2G1	-0.267125
AHSA2	-2.40775
PELI2	0.192
TPX2	-3.9915
ATP9B	1.62883333333333
DAZAP1	-0.69175
HMGCS2	2.74216666666667
C17orf38	0.4105
B9D1	-0.818375
NKX2-5	-1.5075
KIAA1276	0.414
LILRB2	3.8505
CSTF1	-0.1305
BTN2A1	-0.255
C15orf48	3.52925
IGF2BP3	-3.92475
FAM113B	1.51933333333333
HRG	0.126625
ZNF131	-0.131
USP47	1.08114285714286
CCDC88B	-0.80575
HCN1	0.0833
HTN1	-0.339
SYCP3	-0.00825000000000001
C13orf23	-0.4524
PAPOLA	-0.12425
AATK	-0.8204
MSH3	0.3615
NDUFAB1	-0.7315
ITLN2	-1.10733333333333
BAK1	-0.7
MRPL45	-0.287166666666667
MTNR1B	0.148333333333333
LOC645843	0.0415
SPECC1L	0.729375
PGCP	2.042
SPN	-0.127
GPR143	2.29766666666667
ZNF576	0.588833333333333
TMEM39A	0.5688
ATP5D	-0.451333333333333
