Hybridization REF	TCGA-A2-A04P-01A-31R-A034-07
SEMA3F	0.508166666666667
NDUFB2	-0.527666666666667
LOC253012	-1.266
FAM46C	-1.3674
G6PC	-1.653625
CSAG3A	-4.02716666666667
PREX1	-0.3385
SLC25A45	0.395
MAPKBP1	0.2819
CPE	-0.6331
GNB1	-0.4895
CXCR6	0.2925
TRIM46	0.05575
C16orf3	1.0815
HPSE	0.251625
TIGD3	-0.8025
SPG3A	1.93475
LCAT	-1.0165
ST6GAL1	0.302944444444445
POMC	1.57475
FLJ36031	0.289
NSMAF	-0.186
SKIL	1.0275
ADSS	-0.152
HMGCS1	-2.1832
POLR3F	-0.552333333333333
RAB10	0.5865
ZNF277P	-1.333375
ZBTB7B	1.661625
DHRS1	1.720875
ABCC13	0.173714285714286
CNOT3	1.06
NFKBIA	1.128
GAK	0.109833333333333
SFT2D2	2.20783333333333
HOXA6	0.71
CRTC1	1.402375
LY6D	4.36083333333333
C20orf72	-0.320333333333333
CPT1A	-0.60175
LMO1	-2.176
EIF3I	0.28375
PRB4	0.63525
MCM3APAS	0.52325
C20orf132	-1.0299
FOXF2	-2.46225
S100A12	0.2075
MLH1	-1.71866666666667
ACTN1	1.7994
MRPL36	0.218666666666667
C20orf106	0.173
FBXO6	0.2595
MKS1	-1.386
CX3CR1	-2.1305
PDE1B	1.2325
PLP1	-3.331
KISS1	0.455833333333333
C14orf2	0.751666666666667
TBC1D3P2	-0.3645
COMMD6	-0.3108
ANKRD7	0.004
PTCHD1	4.437625
NARS2	-1.6495
DOCK7	0.594875
FAM127B	0.737375
LOC390243	0.521166666666667
N6AMT2	1.02725
ZNF391	-0.16
DNAJB14	-0.270833333333333
WRB	-0.6815
BPI	0.288333333333333
TTC4	-1.4645
FAM10A5	-0.732
GOT1L1	0.4585
MAGED1	0.852875
RESP18	0.26075
WFDC6	0.421
MT2A	-1.716
C11orf56	0.34375
KIAA1432	1.649
ROR1	0.417875
HSD17B14	1.00883333333333
ZFAND2B	0.361625
SAMD4B	1.136
HEXA	-0.79875
HNRNPU	0.677409090909091
USP39	-0.35
NRD1	-0.37275
R3HDML	0.426
FLT4	0.733166666666667
OMG	0.0408333333333334
OR52N4	0.4685
LOC399818	-1.84725
ELA2	-2.1115
VENTXP1	-0.329
RFC5	-1.055
OR52L1	0.306
PAX5	0.042
FBXO2	-0.1095
GMEB1	1.5725
AKT3	-0.493
CRB1	-0.526333333333333
CTTN	0.612666666666667
UTP15	-0.982833333333333
HSBP1	0.47275
PHF11	1.57125
NDEL1	-0.299
USP8	-0.92275
BAIAP2	0.47775
SI	0.421833333333333
ARSJ	-2.811
BAAT	-2.41825
KCNS3	1.2655
LOC126147	1.30783333333333
TMEM37	-1.0975
C1orf162	3.2915
MBD1	-1.035
ITGAL	0.00466666666666668
WDR73	-0.3825
GKN2	0.0705
ARFGAP1	-0.214
SLC5A8	0.0806666666666667
ZBTB40	-0.0771
CYP4B1	-1.43383333333333
LYPLAL1	-0.01575
CHST3	-1.56075
MAP3K9	0.697
BTAF1	-1.33816666666667
TFAP2E	0.0335
RBM35B	1.27725
LOC441251	0.274666666666667
ANKRD25	-0.466611111111111
UQCRC2	-1.196
MAEA	-0.1765
HYAL1	-2.7113
RNPEPL1	0.875
CPSF2	-1.6515
PSD3	-1.4537
ABCA13	0.78725
AGR2	-4.18325
GBX1	-0.566
HDLBP	1.67807142857143
ACY3	-0.14125
HECW1	-0.53275
ZNF519	-1.0955
HOPX	3.41925
ZNF304	-0.07625
OR12D3	0.256
FKSG43	0.05425
METTL1	0.526375
MFSD3	0.4413
PSPH	-0.73575
CLCA3	0.0025
DARS2	-1.4625
CDC25A	-1.6475
BAIAP2L1	0.395
B3GNT5	3.240875
USP29	0.59175
ARHGEF10L	2.3459
ATOX1	-0.166875
ADAM30	0.152
DNASE1	-0.336
STT3A	0.2575
RAB6IP1	-0.55375
PTN	0.3417
C1orf106	-1.30507692307692
HECA	3.563
RNF122	1.26575
SLC22A18AS	0.932666666666667
GNG8	1.438
ELP4	0.2885
FAM65A	0.503666666666667
RPL10A	-1.653
IRS4	-0.5225
MACF1	1.1162
SEC24D	-0.083
LOC374395	-0.6475
TGFB2	0.208625
MDFIC	-0.00650000000000003
CHRNE	1.39183333333333
PCMTD2	-0.227333333333333
ATP6V0D1	-0.995833333333333
MTA2	1.56225
LZTR1	-0.6035
RAP1A	-1.03566666666667
AXIN1	-0.521
POLR1C	-1.177
TRIO	0.374833333333333
PLXNA4A	0.121666666666667
C5orf33	-1.5275
DEPDC1B	-2.298
ZNF473	-0.9605
MTM1	-0.68225
GPR107	-0.402166666666667
CSNK1A1L	0.510833333333333
FLJ14154	-0.90975
NLRC4	3.116
ENPP4	1.4725
PADI3	-0.6615
RNF170	-1.407125
CG018	-0.1005
C16orf7	0.6835
KCNE1	0.2975
NRM	-0.502
SLC37A3	0.286785714285714
TPD52L2	-1.88466666666667
UNC5B	1.44425
C12orf12	0.3575
SDHB	-2.399
CLRN1	0.2785
NUDT10	-2.45466666666667
UGT3A1	-0.012125
FBXW8	-0.50325
RHOF	-0.793625
PTPLAD1	-1.50575
MYO3B	0.788
DERA	-0.30325
TPP2	-0.8905
C19orf53	1.79683333333333
GINS3	-1.448875
ST6GALNAC5	1.0785
CHSY1	0.05375
MGC15705	-0.0545
GPR83	0.2705
EXT2	0.700875
DOLK	-0.13325
TUBAL3	0.91425
ACVRL1	2.1873
ABL2	-0.0104166666666666
C14orf156	0.0691666666666667
PTPRZ1	-3.12057142857143
DIP2C	0.335375
LAMP1	-0.1255
RXRA	-0.1968
MAP3K5	1.058
ALKBH1	-0.715666666666667
PDLIM7	0.176625
ARL14	-1.409
SNIP1	-1.356
TIMP3	1.06816666666667
RGS3	0.518666666666667
SPAG16	-0.0123
ABHD4	-0.08075
ARHGEF12	-0.132333333333333
GLUD2	-1.792
RAC2	-0.3735
UAP1L1	-1.2365
SLC18A3	-0.0805
YOD1	-0.602166666666667
RALY	-0.8225
HMOX2	0.765875
DGKH	0.74775
DBNDD2	0.156166666666667
YIPF4	-0.22125
THAP10	-1.9435
ZNF513	1.1195
HAGHL	-1.05433333333333
ITGB4	2.60466666666667
CCDC141	-0.706
YTHDF3	-0.76025
C5orf28	0.40325
RPL7L1	-1.1895
TMEM30B	0.831857142857143
ANKRD35	1.3495
DUOXA2	-0.17625
TBC1D5	0.45175
DFNB59	0.5995
HRH4	0.7625
MYO6	1.066
DNAJA4	1.563625
RBM24	-1.189375
CEACAM20	0.619
RBM23	-1.7775
NGFB	0.6215
C1orf63	-0.56
KRTAP7-1	-0.6495
PERLD1	1.917
NPB	0.2175
C17orf59	-0.5221
HSPBAP1	1.0775
SLC15A4	-0.035875
PRTFDC1	-0.51775
OSMR	-0.471
CYSLTR2	0.4555
C19orf25	-0.0382
KIAA1797	-0.7845
NLRP6	3.0995
FAM105B	0.181
SCRN2	-1.16166666666667
LRRC58	-0.6756
RNF17	-0.02225
NEIL3	-3.8515
FAM137A	2.5965
SKP2	-2.999
PARVA	0.989166666666667
PKLR	-1.1895
RNF34	-1.470375
A3GALT2	-0.16
C12orf50	0.2045
SUNC1	-0.6105
FAM102B	-0.942333333333333
CCT2	-2.245
LRRC37A2	-0.972
ARF4	0.575
SIKE	-0.0369999999999999
C8orf48	-1.10916666666667
MBTPS1	0.728428571428571
GPSN2	1.0635
NCF2	2.45375
SLC12A6	0.334666666666667
MRPL48	0.1885
HMGN3	-0.400166666666667
LRRC62	-1.015
PAX9	0.94825
FAM55A	1.261
C20orf42	-0.661
SCML2	-1.83566666666667
BCL9	0.9215
FAM40A	0.02625
C9orf41	-0.687166666666667
ZNF774	0.3805
LETM1	-0.034
PLXNB1	-1.1755
NIPSNAP1	-1.222375
USP10	0.194
F9	0.03075
LIPE	1.413
CNGB3	0.603
C12orf52	-0.4095
PI4K2A	-0.208375
MED8	-0.192625
STAT4	1.6031
FGD4	1.92433333333333
RNF145	-0.535833333333333
WDR32	-0.846
CLDN2	0.675333333333333
TCEAL8	-0.03375
ZMYND8	-0.6805
PDXK	0.46128125
GATAD2A	2.5165
PTGES3	-1.5605
CCM2	0.4155
TAP1	1.377875
ZNF670	-0.7455
ETS2	0.569428571428571
C6orf166	-0.724833333333333
PRMT2	0.817
OR4B1	0.386
INTS8	0.159
CCDC102A	-0.24
CCDC83	-2.0422
ITGA1	1.0961
EPHA5	-1.4182
FAM24B	-0.267833333333333
TSGA10	2.65525
HAL	-2.12433333333333
MYOT	0.16175
SPACA3	0.10925
BCL2L2	0.108666666666667
CUGBP2	-1.29433333333333
CCNB3	1.73075
RNF113B	-0.4375
MERTK	-0.39625
BAG1	-1.06175
VPS36	-0.14575
ORMDL3	0.6592
C1orf190	0.11575
ZNF625	-0.9285
CORO2B	-1.2035
ALOX15	-0.2005
CST1	1.4675
NUPR1	2.62733333333333
CCL7	1.4415
SMCR5	-2.4245
DSC2	3.7925
RBMS2	0.70825
GRIK4	-0.6685
TRIM65	-0.1446
TMPRSS6	-0.473785714285714
TP53INP2	-0.74825
GLB1L	-0.2965
LOC388284	-0.432166666666667
PUS1	-0.0853571428571428
BCL9L	-0.346
OLFM1	-1.22091666666667
RET	-2.233
MASTL	-1.82683333333333
ALX3	0.39575
IL1RL1	0.43
ZNF765	-0.0746
C14orf138	-1.4565
SNX10	-1.358
TAC4	0.5665
C1orf64	-2.7825
POGK	0.566125
MAPK9	-1.7175
ZNF366	1.63775
C8orf79	0.0487
CLDN7	2.2225
OR5AT1	0.711
TRIM37	-3.28725
LRRC25	2.018
GRHL2	3.6127
TEKT3	1.57625
LASS5	-1.979
ABCC4	-2.51025
DLG3	-0.03625
VGLL1	4.82625
ZFP36L2	4.28816666666667
MFRP	0.0255
KIAA1799	-0.877
FLJ44379	-0.5825
PCNX	-0.18825
ANXA9	-2.713
CYP4V2	-1.0835
PIK3C2A	-0.7495
SRR	-0.8265
NOL3	-1.694
IFITM2	1.3475
ARNTL2	-1.23625
ZNF595	-0.2865
NLRP13	-0.5005
ASPH	-0.00774999999999994
CPA2	0.357
PVRIG	-0.4245
LEPR	-0.4295
C16orf42	-0.3955
SH3BGRL	0.4195
FAM77D	-0.7145
FNDC7	0.063
C9orf6	-0.804833333333333
NOTCH2NL	1.80083333333333
PGBD1	-1.21333333333333
SYNGR2	-0.663333333333333
PITPNA	-0.61675
PRPF4B	-0.9101
SLC43A3	-1.85092857142857
NRBP1	0.07725
SLC25A22	0.27325
ILK	-0.642125
SLC22A8	0.986166666666667
MRPS7	-0.43275
PITX2	-3.7425
FABP3	1.1565
OR1L1	0.157
LOC728215	-0.390375
BLID	-1.279
KIAA1217	2.62217647058824
TFPT	0.83825
AP4B1	-0.47475
VBP1	-2.86275
OR1K1	0.4585
MORC3	0.61725
BHMT2	-1.01083333333333
C3orf10	0.179625
FZD7	0.679333333333333
WFDC10A	2.068
PMS2CL	-0.280375
CCDC32	-0.238333333333333
FA2H	-2.933
ALG13	-0.214
TTLL7	1.4475
SPOCK3	0.2745
SLC13A2	1.4535
AIM1	1.0225
GPRC6A	0.637
EGR2	4.816
MED11	-0.11725
WWC1	1.66775
SH3GL3	-2.582
RIF1	-0.160642857142857
PRLH	0.357
VLDLR	0.0805
DBT	-0.19325
C21orf63	0.01525
CGGBP1	-0.042
KRTAP12-2	0.355
TADA3L	0.680625
ZBTB16	1.3365
PDGFB	1.4195
RFX1	0.4435
UQCRB	0.1187
LOC133874	2.4845
HPS3	-0.285
LGALS3BP	1.5092
DKFZP564O0823	3.33707142857143
MRFAP1L1	0.157
HOXA10	-1.5575
NGB	-0.0235
KIF21A	1.80546153846154
IFLTD1	-0.254
LZTS1	-0.147375
ARHGEF3	0.32875
RHBDL3	-1.832
CSNK1G2	1.16758333333333
ChGn	-0.799875
KIAA1244	0.905
GABRB2	0.6275
MGC72080	0.4985
CD27	4.69775
EGLN1	-1.1428
PEX13	1.392
RWDD3	-0.14425
RNF12	-0.819666666666667
GRIN2B	0
ADAMTS14	-0.553375
DYDC2	1.21666666666667
ATP6AP1	-0.3142
NR1H2	0.561333333333333
PDK2	-0.8585
C3orf17	-0.5955
SLC38A2	-0.731857142857143
SLC25A29	2.55666666666667
C15orf29	-0.58625
ADAM9	-1.81091666666667
TMUB2	-0.21625
GPR176	-0.5915
AGK	-0.412875
MCCD1	0.2195
NDUFA4	-0.17975
TMEM146	0.23875
DUSP1	2.538
UNQ6975	0.1895
EMX2OS	3.37825
INSM2	-0.17925
LUZP4	0.12275
SETD6	-0.06275
P2RY2	3.4965
SLC45A2	-1.4515
RABGAP1	1.40066666666667
UBXD5	0.4315
GPRC5A	0.2791
PAK3	1.0615
LOC63920	-0.18475
TGFBR1	-0.7156
KRTAP6-3	2.22075
SFMBT2	-0.031
CDC42	-0.30925
C11orf35	0.0325
TTLL2	-0.14425
UACA	0.80625
CD97	-1.1219
SETD5	0.39325
NINJ2	-1.40275
PTER	-1.03266666666667
POMGNT1	-0.106
KRTAP4-2	-0.0695
ECGF1	3.049875
HRB	0.0185454545454546
ATP1B2	0.3685
LOC400506	0.3985
COL4A3BP	0.762
C6orf97	-2.249
GRHPR	-0.531875
TAS2R1	0.0255
SEMA7A	-0.9615
EDF1	0.283
ODF2L	1.8719
PCID2	-1.12266666666667
GTF2H4	-0.515
ZCCHC3	-0.696375
CGB2	0.203
NEUROD1	0.0342500000000001
C20orf75	-1.3315
RP5-1054A22.3	2.559
IFNA5	0.3155
ZNF134	-0.844333333333333
MGC119295	0.4753
ZSWIM6	-0.099875
SMEK1	1.2195
PCGF2	0.08625
C1orf102	1.4445
CYP2A13	0.9745
KCNH6	-0.545
MDM1	-1.1742
ALDH7A1	-0.2465
C9orf75	-0.7975
VDAC3	-0.999375
OR51T1	0.0485
EIF3F	-1.61016666666667
KCNJ10	-0.204375
LENG8	0.93275
EDEM2	-0.194916666666667
CCNJL	0.486833333333333
DHX37	0.096
CRYGN	0.775
AATF	-1.17325
ZNF630	1.05575
E2F5	-1.659
WFDC13	-0.38
FTSJ3	0.935833333333333
C4orf33	0.516
LHFPL4	-2.71775
C19orf56	-0.678666666666667
SMAD4	-1.26325
AFM	-0.254
G0S2	1.02425
FCHSD2	0.2815
RRP1B	-0.0208
EEF1B2	-1.41133333333333
STAT6	-0.440666666666667
ZNF195	0.33025
GNL1	-0.722666666666667
ZNRF2	0.530833333333333
PER3	-1.209875
ASB16	0.38
C10orf10	3.03057142857143
ADCY8	-2.13666666666667
C9orf58	1.44616666666667
ARMC10	-0.83
PSG1	-1.6605
DHX34	0.42575
VARS2	0.4855
NFIC	2.12475
ITPR2	1.85525
AGXT2	0.2715
OR6K3	0.3115
H2AFZ	-1.69083333333333
MLLT3	0.73775
COX4I2	1.686
CCNT2	-0.495125
PLK4	-1.574875
NUMBL	0.0426666666666667
MED16	-0.183
PLEKHQ1	1.05525
GOSR1	0.432277777777778
BTG4	0.27075
RPL30	0.00458333333333335
IGSF5	0.3245
IGFL2	2.0005
ELMOD2	0.669666666666667
SHC3	0.6075
HAVCR1	1.385
DYNC2H1	-1.524
RNF5	-0.296166666666667
C2orf7	1.282
NLF1	2.674
KLHL25	0.71975
LRP10	0.1812
KRI1	0.554
PUS7L	-1.03966666666667
MGMT	-0.11575
HOXD1	-1.34016666666667
CSH1	0.4625
ATG16L2	0.06325
FLJ44635	-0.162
CHODL	3.7155
EXOSC8	-1.237
SLC28A1	0.59075
MYO7B	-0.9155
SEH1L	-0.6005
MTNR1A	0.425833333333333
TSPAN5	0.666333333333333
CDC45L	-2.34883333333333
AMIGO1	-0.8755
ATAD3A	1.01725
OSGIN2	0.228
PDIK1L	-0.563333333333333
DARC	2.0375
PIPSL	0.151
SHMT1	-1.10525
CRISP3	0.492
POPDC2	3.21033333333333
ZRANB2	0.125666666666667
FBXL8	1.96475
TRIP13	-1.23527272727273
EIF5AL1	0.0755
POU5F1P3	-4.21216666666667
IL6	2.32333333333333
CXorf38	0.0961666666666667
IFNA16	-0.098
FBXL2	1.202
BRD1	0.36825
STATH	1.1735
FBXO44	0.822666666666667
MCCC2	-1.0285
CDC2	-2.0196
C5orf23	-0.78475
IVD	-2.72666666666667
C10orf122	-0.167
MSL3L1	0.6782
MVP	0.3885
EPOR	-1.405
ZMYM1	-0.321833333333333
BCL7C	1.62216666666667
PSTPIP2	0.2097
LYPD1	-0.414125
OR8G5	0.443
ZP3	-0.839166666666667
BCAS4	-1.06416666666667
EDG6	2.98925
ISY1	-0.8875
PRAMEF2	-1.10925
CUL1	-0.404125
RNF213	1.1698
CCRK	0.87275
DHX9	-0.92175
C13orf29	0.0935
NCKAP1	-0.289833333333333
MRPL43	0.474642857142857
XPR1	-0.83675
PKN2	1.5615
PODNL1	-0.3635
ZNF333	-0.117375
DALRD3	-1.7645
OPN1SW	0.7005
BTBD6	1.2635
C11orf82	-1.941
OR5P3	0.8085
DUSP11	-0.38025
L1CAM	-1.3799
NEK11	0.503666666666667
OR7E91P	2.1475
CNTN3	0.9828
CREB3L2	1.8975
ZBTB37	0.838
KIAA1324L	-1.8265
NDUFB10	0.103666666666667
NUDT2	-1.137
GTPBP8	0.63225
CACNA1D	-0.273375
PRKAA2	-0.191166666666667
PRDM8	0.7075
MGC16075	-0.8
KRT14	0.311714285714286
PP8961	1.644875
MRPL18	0.21375
ABCG2	-2.16775
PACRG	2.36925
BBS2	-0.68
KREMEN2	-2.47
FBXO21	-0.33225
HNRPUL1	1.19941666666667
GRB10	0.273
CLSTN1	1.91975
LMAN2	-0.9661
C17orf61	-0.2975
NIPSNAP3A	-0.50775
INSIG2	-2.38416666666667
PCDHB7	0.6705
STXBP2	0.5855
CMAH	1.42691666666667
SEMA5B	0.13075
ZNF155	-0.0943333333333334
COQ6	-1.02433333333333
PRPF4	-0.145
TSPAN15	1.4836
VN1R5	0.35625
LATS2	1.5715
SELK	0.6965
PGK2	-0.18175
MS4A1	3.0765
TYW3	-0.6964
KRTAP5-1	2.1895
RCCD1	-0.977333333333333
BTN1A1	0.214
DDX28	-0.4565
TMEM65	0.759125
LOC92345	0.27975
TTC31	-0.791
WDR46	-0.4865
CHP2	-1.11983333333333
LSP1	0.929125
ZNF542	-0.094
EXOSC1	-0.002
ARHGAP18	0.434333333333333
LRRTM4	-0.389625
MAOB	0.984833333333333
CACNB4	-0.90975
MGC33846	1.317125
RANBP3L	-1.14971428571429
ATP5L	-0.514
ONECUT1	-2.844
NUDT9	0.6945
TMEM149	1.203
STX17	1.9325
IGSF10	-4.109
TMPRSS9	0.2425
BMPR2	0.447545454545454
ALLC	-0.67
KLF7	0.736
GCC1	-0.2269
TIMM9	-0.617
CDO1	-0.8105
MGC10701	-0.222833333333333
IFI6	1.81516666666667
FRMD8	0.2565
MGAT2	-0.19175
WBP5	0.847666666666667
CNIH2	1.0815
KIAA0907	-0.8047
KCNH8	0.532
CTSG	-2.91325
GRIK1	-0.096
CUL5	1.0975
FRMD1	0.5725
OR9A4	-0.269
SYT6	-0.7825
FOXD4L2	1.25025
ANAPC2	-0.5145
OPN5	0.474
TAF13	0.4505
LYG2	-0.15825
GGNBP1	-0.31
C11orf40	0.0755
OTX2	-1.1425
REG4	0.172
EIF5	-1.4545
PALB2	-0.469
SEPSECS	-1.3811
RNASE3	-0.08025
TRIM49	-1.8255
POLR2K	0.00429999999999997
GPR42	0.5525
C8B	-3.02375
SASS6	-0.18325
PREB	0.333833333333333
OR3A3	0.3085
TUBA8	1.4475
IGLV2-14	0.18075
STIL	-1.6925
ANKFN1	-0.4095
NME7	-2.38325
HOXC12	4.123
UBE2C	-0.1655
FHOD1	-0.041375
CDK2AP1	2.14975
OR6K2	0.15325
DHPS	-1.126
RPL5	-1.42216666666667
TRGV5	0.9055
LOC541472	0.780428571428571
HCCS	-1.2032
DENND1B	2.24
LHX3	-0.4485
OR5D16	0.6185
CXorf57	-2.00833333333333
IRF2BP1	2.27575
NDST2	0.692166666666667
LCE3D	0.085
BOLL	0.310857142857143
SYT3	-0.38
PIH1D2	-1.55475
C20orf7	-0.193166666666667
IL1R2	1.64016666666667
SLAMF9	1.5175
PPME1	0.0382500000000001
PIK3CA	5.88025
TRAPPC1	0.375375
COLEC10	-0.69675
SLC9A6	-0.189
PDDC1	-0.0495833333333334
CCDC53	0.90525
GK3P	-0.3925
DAZL	-0.65525
BRI3	0.393
SDK1	-0.624375
CYP2C18	0.1975
IFI44L	4.6625
RPL3L	1.245
FUT9	0.711166666666667
KIFC2	0.977833333333333
PMP2	-0.319125
SLC4A9	-0.218
PLAG1	-1.582
MYCBP2	0.767666666666667
OR4E2	0.8525
CCDC65	0.37875
C16orf82	-0.053125
ENTPD4	-0.944125
BRP44L	0.500875
PMP22CD	-0.4005
TMCO4	2.14833333333333
KCNN1	-0.576166666666667
WDR35	-0.54275
CCDC80	2.208375
C3orf31	-0.76975
SLC7A9	1.00975
TMEM190	-1.288
DBC1	0.600833333333333
FADS3	-1.70133333333333
PDZD8	0.1
GRM5	0.33075
AZGP1	4.3795
PEX3	-0.2895
MED1	-0.543642857142857
ATG4C	-1.19533333333333
HNRPH3	-1.8565
FAM109B	1.74325
C4orf17	0.3975
CA10	-0.4425
OPRD1	0.174
CCL16	-0.93325
SACM1L	-1.91775
CST6	5.06975
CD63	0.1754375
LGI1	-2.02366666666667
ZNF784	1.4925
CRYBB1	-1.0225
CX3CL1	3.1695
TOP2A	-2.347375
GYPB	-3.25216666666667
GADD45GIP1	0.55825
FEN1	-1.33575
IGF1R	-2.05225
WDR72	-2.49716666666667
PURG	-0.3905
DEFB126	0.26225
PKD1L1	0.32975
CAV1	-2.6665
GNPDA2	-0.6131
DGAT2	0.40025
NLGN1	-3.60775
STRBP	0.5665
HPRT1	0.234666666666667
FANCI	-1.125125
PSMA7	1.55325
DBF4B	-0.698666666666667
TTF1	-1.205
RAD54L	-1.13825
ELOF1	-0.8145
PLAGL2	0.99275
ZNF256	0.0665
HMGCL	-1.391
MSI2	-0.634166666666667
RPESP	-0.701666666666667
C11orf60	-0.8755
ABCD1	0.9885
ACAA1	0.1489
SPARCL1	4.63657142857143
IL6ST	-0.8736
ZNF319	-0.00425
TMEM109	-0.3676
FAM90A1	-0.0301666666666667
IL22RA1	-1.5385
ATP4B	-0.026
TEC	-1.00033333333333
C7orf30	-0.82825
TXNDC2	-0.398666666666667
ABCB4	-0.89425
KIAA1191	0.745625
C9orf38	0.367
SFTPB	0.431
CNTNAP2	-1.782
FRK	0.8855
TBX19	1.20525
CHD4	0.197
C6orf26	-0.427666666666667
MOSC2	2.8825
IKBKE	-0.4985
HIF1A	0.0818333333333333
LOC595101	-0.346
RELA	0.527333333333333
TMEM16B	-1.41933333333333
ABHD12B	-3.45375
TSEN34	0.46425
KIF18A	-1.23475
TXNDC9	-2.05183333333333
SPATA2L	1.4955
SEMA4G	-0.313
C21orf91	2.078875
MATN1	0.094
KCNIP4	-0.155666666666667
TUSC1	2.3555
OR4C15	0.416
ARMCX6	0.993666666666667
WBSCR27	-1.88933333333333
OR52I2	-0.916
KIAA1604	0.24325
DYNC1I1	-1.393875
PPP4C	0.47275
SLC47A2	-2.0454
TREH	0.1965
CD48	2.428
ST14	2.32433333333333
PKN1	-0.9435
SPON2	0.13175
XBP1	-1.60508333333333
SFRS12	-1.13
EFCAB6	0.54575
SELT	-1.3515
SLC39A2	1.282
ERF	0.862666666666667
ARL3	-0.92675
SURF6	-0.9471
MLLT10	-0.740571428571429
FLJ11171	-0.555
TDGF1	-4.4025
ERCC6	0.7915
EIF2AK4	-0.409875
BAZ1A	-0.00916666666666667
LRRN3	-0.651166666666667
TMC3	0.242
EFTUD1	-0.94
PTPRO	-0.3545
CLEC12A	0.351875
ACBD4	-0.16325
ZDHHC14	2.234375
OTUD7B	1.258
ACTB	1.081625
MSRA	1.013375
LCE5A	2.253
IFI35	-0.74
BSCL2	-0.619333333333333
ANKRD12	-0.0465
CFHR2	0.711
RGAG1	-0.2355
HSFY1	-0.9895
SLC30A5	-0.91475
IMPG1	0.464
GPR109A	1.0015
ZNF185	0.0555
IYD	1.32575
NPCDR1	1.428
SERPINA13	0.2865
HMGCLL1	-1.26275
NEUROG1	2.09433333333333
UBQLN1	-0.1370625
LIN37	1.385
SOCS2	-2.2895
DSCR4	-2.186125
XKR6	-2.47175
GPR142	0.954
KRTAP13-3	0.5015
CCDC15	-2.88383333333333
MOS	0.2545
CD1E	-1.0185
OFCC1	0.2695
FAM83D	-3.133
SRFBP1	-1.14925
C9orf96	0.111
DHDH	-0.76225
CCDC90A	0.7825
RABL3	-0.50315
CD320	-1.02083333333333
ANGEL2	-0.714166666666667
MRPL21	0.10075
SMG6	0.518333333333333
INSR	2.0005625
FLJ14816	-0.3105
GLRB	-1.46333333333333
C9orf89	0.3015
CIZ1	-1.03125
URG4	-0.9575
LRDD	-0.755833333333333
CBY1	0.0715
NFX1	0.24175
MTERFD2	-0.127714285714286
C19orf23	0.6795
PGC	-2.365625
IER3IP1	-1.676
RASAL2	2.51475
C1orf89	-1.5985
SYNJ1	-0.758625
NFKBIE	1.52525
FLJ40125	-1.07183333333333
TCEB2	1.2748
NOG	-1.535
POLR2J2	0.118166666666667
HLA-B	1.96225
PCDHA1	3.004
PPP2R2B	-1.39025
ARHGEF17	0.781666666666667
TCF7L2	2.1435
CHD5	0.136166666666667
ZNF431	0.522625
TBC1D25	-0.50425
ZNF800	0.469
SCUBE2	-0.905363636363636
MYCBP	-1.45333333333333
GPX5	0.55
C6orf129	0.119666666666667
QSER1	0.729666666666667
ULK2	0.45425
PIGO	-1.65016666666667
NRCAM	-2.70092857142857
SLC35E3	-1.36575
CSRP2	-0.1015
HYPE	1.071
MAPK15	0.444833333333333
MGC14327	-1.04775
TIMM13	-0.697166666666667
ZNF462	1.565
GBA3	0.21025
TEX13A	0.3765
MCM6	-0.258222222222222
MTRF1	-1.417625
ABCA7	-0.41975
EIF4A2	-1.56425
ZC3H10	0.0863
RPGR	-0.0788333333333334
C20orf94	1.5265
RP1L1	-0.251
GPR125	0.177625
USP22	-0.5895
OR1L4	-0.25925
MLZE	4.011
FLJ32065	0.2285
PTCD1	0.074
CRTAC1	0.3475
BXDC2	-2.34775
C18orf1	1.157
FAM107A	4.91307142857143
EFNA3	0.211
P18SRP	-1.0245
CAMKK2	0.88875
KIAA0649	-1.38075
NES	-0.339333333333333
HS6ST3	-1.12775
PON2	-0.75425
TCP11L2	-0.9765
CLEC4A	1.538
PRR12	1.5775
MLXIPL	-1.0625
C2orf50	-0.269
ZNF28	-1.45875
ENC1	1.03233333333333
MAP2K1	-1.526
FKSG2	0.394
KIAA0430	0.76075
PTP4A1	-2.10461111111111
GPR156	2.527
GTF3C6	-0.6385
UBR2	0.5044
LOC388272	-1.2745
MAK	-0.016
ACOT4	-0.74
STC2	-2.53233333333333
PIGW	-2.409375
SAE1	-0.380625
COL6A1	-0.0559545454545455
OAZ1	-0.500666666666667
STMN4	0.258666666666667
EDG3	0.0963333333333333
SGCE	-1.30033333333333
IL11	-2.08866666666667
PRSS8	2.189375
YIPF5	-0.993833333333333
WNT4	2.671
CSN2	0.6165
TCF7	-2.35475
TDO2	1.10525
SAMD9	0.3770625
S100A7A	0.7245
MMRN1	1.999
GKAP1	0.08575
AKR1C3	-1.428625
RNF19A	0.86825
GMDS	1.56625
YKT6	-0.67125
SPARC	1.4719
C12orf31	-0.758
UBE2V2	-1.11916666666667
FBXL18	0.0131666666666667
KIAA0460	1.988
ADAM22	-1.365625
SERPINC1	-3.39475
KCTD21	-0.061
MYOHD1	-0.93175
ZNF37A	0.599833333333333
GTF3C1	-0.155666666666667
CTSZ	1.04375
PRNPIP	-0.597625
DRD1IP	0.49475
NR1I2	-1.99416666666667
ZNF266	-0.1729
SPAG4L	0.6575
COX4NB	0.80875
SAPS1	2.58616666666667
