Hybridization REF	TCGA-A2-A04X-01A-21R-A034-07
GUCY1A2	0.404
ZSWIM2	-0.988
PH-4	0.94375
PACSIN1	-0.302875
LOC152586	0.0375
UMODL1	-0.6865
KREMEN1	2.374875
FLJ35773	5.1885
RFPL4B	-0.05375
SNAP23	-0.89825
STXBP6	-2.6425
C6orf115	-0.095
ZBTB33	-0.49825
CHST9	-2.80483333333333
MGA	0.2506875
FAM128B	-0.0922
GPR4	3.868
KIAA1957	-0.57725
GSTK1	0.177666666666667
CLCN5	0.991
FBXW5	0.75675
FUSIP1	-0.904642857142857
MAG	-0.8935
FLT3	2.2675
STRA8	-0.307
SERPINB4	-3.9815
JMY	1.08466666666667
DLK2	-0.355166666666667
ZNF451	-0.2678
HES6	-1.9515
FGF9	-1.9975
VNN1	-0.302833333333333
SRPK2	-0.1938
ALDH3A1	-2.37233333333333
CDX4	0.0835
SPG21	-0.10875
ZNF302	0.1782
DOK3	1.7835
GRIN1	0.963
OR1A1	0.112833333333333
CALU	-0.492166666666667
ANKFY1	-0.7105
C9orf84	-0.179
CLEC2L	-0.516
LIMCH1	1.26991666666667
RWDD1	-0.0281666666666667
VHLL	-0.27375
SLC18A2	2.172
UPK3A	-0.421833333333333
FIP1L1	-0.88475
LENEP	-0.145333333333333
RHOB	2.3445
RIBC2	3.08725
GNPNAT1	0.20075
TBC1D10C	1.2955
MMAA	2.35325
INTS9	-0.04925
HOOK2	0.0865
CCNG1	-1.42233333333333
CCDC144B	0.9125
MTMR7	0.18
NEU4	-2.92033333333333
HADH	-0.287625
CCKAR	-0.00749999999999999
TMEM173	0.733
AFAR3	1.32625
PTH2R	1.835875
IFI30	2.256
GLUL	1.8188
TMEM71	-0.122166666666667
C20orf165	-0.0245
BFAR	-1.078
ZNF14	1.16425
KLHL8	0.905
PPIL2	0.146333333333333
CTA-126B4.3	0.927833333333333
C5orf37	-0.703375
SLC27A4	0.635666666666667
KLHL22	0.6435
GJB2	1.7908
HSPBP1	-0.207875
PRKD1	-1.63516666666667
SOX8	-0.039
KIAA0195	-0.398833333333333
MICALCL	1.82066666666667
ICAM1	-0.842
C10orf126	0.4075
SIX4	-0.38575
BCL2L1	0.5379
CD19	2.11266666666667
RAPGEF3	1.87166666666667
KIAA0974	-0.3575
MAPK3	0.190833333333333
OR10A3	0.2615
MAP2K1IP1	0.2515
STK4	0.142111111111111
CHIC2	0.4736
DLX5	-0.310333333333333
ZNF367	-0.411
FBXO41	-1.32325
ADK	-0.52325
hCG_1995786	-0.243333333333333
GTPBP10	-0.65625
TGOLN2	0.63225
CTBS	1.16983333333333
FGD1	-0.23275
ETS1	0.558
EDC4	0.072125
GSTA3	5.755
HOXB6	3.653
C9orf131	0.39325
BCAS1	3.61875
U2AF1L4	0
PDHA2	0.75
SORD	1.8515
SLC25A33	-1.0795
WDHD1	-1.2155
OR8K5	0.6075
RNASE11	0.948
STAP2	-1.3965
TRIM44	-0.2746
CHCHD8	0.0755
SIDT2	0.983833333333333
OR2B3	0.5645
TRRAP	-1.0435
TRAF1	0.575166666666667
RYR2	-1.47325
FAM71B	0.8075
SLC45A4	0.05
TRIM32	-0.660125
ATP6V1G1	-0.178
TRA16	0.03925
SERHL2	3.51025
PRKY	-0.527333333333333
NPR2	-1.35125
TAS2R40	0.00474999999999998
OR5I1	0.619
ZFYVE26	0.237333333333333
WFDC11	0.313
CSH2	-0.06625
OR2T8	-0.27775
TBX20	0.52
LYPD5	4.33
STOML2	-0.8195
ALPI	0.39375
FAT3	-0.2135
ZNF273	-0.7590625
NPSR1	0.1015
FLAD1	1.58266666666667
RAB5C	-0.1235
TTLL3	-0.231
KIAA1618	0.8465
NPPC	0.39
ZEB2	1.248
MRP63	0.605625
WSCD2	-0.36975
NEUROD4	0.55675
SNAPAP	1.01525
MTMR2	-1.193
STK35	-0.3865
USP48	-0.327625
NR1H4	-3.7275
RASL10A	0.5105
SSTR1	-4.636
C1orf35	-0.683
APOBEC3C	-1.07675
RUSC2	0.2405
SALL4	-3.3585
ZCCHC8	0.305
RAD17	-0.565125
ZNF708	-0.133666666666667
LILRB5	1.676875
TEX12	0.7945
C9orf79	0.25475
ARHGEF1	0.620166666666667
ABCA4	-0.857833333333333
RNF214	-0.95825
PPAPDC2	1.11525
ARID4A	0.022
SYCP2	2.571
OPRM1	-0.0210000000000001
RP13-102H20.1	-3.67075
CYP26B1	0.0538333333333333
APCDD1	1.44216666666667
PCCA	-2.04025
ALS2CR7	0.3695
AQP5	-0.0193333333333334
YLPM1	0.255875
PRKAR1B	-1.5597
IL16	0.8181
TCF3	-1.373625
ZSWIM7	0.8275
SERPINE1	-1.2343
BAI2	-1.295
SMC5	-0.417214285714286
SMN1	-1.3555
SLC13A5	-2.313125
POU2F3	1.9495
BACH1	-0.272833333333333
GMCL1L	-0.1276
PPP2R2D	1.042125
LRRC51	1.2795
EDARADD	-0.295
LRRC3	-0.17
FAM124B	-0.7465
C20orf70	0.4355
LOC285735	-0.88725
CTBP2	1.3688
ZMYND11	0.715
CDH23	0.247666666666667
OR1N1	0.4685
LOC400590	-1.1375
PDK1	-1.32575
LMTK3	-0.639
USHBP1	0.7345
ZFYVE21	0.1845
hCG_21078	0.559
OAF	-1.164625
WDR41	-0.0795
SPINK6	-0.696
GDEP	0.0785
MEG3	-1.4231
OXSR1	0.105357142857143
RAD51	-0.8485
RPL13A	0.4305
DYRK1A	0.274
FLJ25791	1.25325
SARDH	-0.6173
RBBP5	0.748166666666667
ORC2L	-0.55925
NCAPH2	-0.1055
RNASET2	-0.8355
WDR79	-0.323
FLJ39779	0.4475
C3orf1	0.29625
DDX23	0.1965
MGC40574	1.21475
MORC4	2.109
MYRIP	2.41554545454545
LY6E	0.2545
SLC39A11	3.146125
ATP12A	0.0335
AUP1	0.13375
PIP	6.952
CORO7	-0.3815
PITPNM3	-0.1675
ENPP1	-0.0968333333333333
PPP1R1C	-1.6085
NRBP2	-1.218125
KCNE2	-0.908
P2RX4	2.6125
CCND2	-1.72171428571429
OR5T3	0.125
CUL4A	-0.529666666666667
CFB	2.839375
PCP4	-2.80216666666667
HEMGN	-5.39366666666667
UBIAD1	0.757
CDC42BPB	0.0323999999999999
CYB561D1	1.7095
RIMS2	-0.958625
ZNF488	-0.7225
RNMTL1	0.771
SART3	-0.2335
CAPN10	-0.431714285714286
CCR5	4.35316666666667
APOA1BP	-0.422833333333333
NDUFS5	0.2785
PDLIM3	0.0791
VPS24	0.609
SCN8A	-1.34
C1orf67	-1.30316666666667
MRCL3	0.511166666666667
TMEM145	-1.52425
KCTD16	-0.403333333333333
RNF149	1.96225
FDXR	-0.0955
CDCP1	1.92816666666667
PAX3	-2.9983
LASS4	0.71675
HSD17B8	1.94175
YAP1	0.1045
NNT	-0.6465
SC5DL	-1.147875
DKFZp566H0824	-1.2595
KSR2	0.243833333333333
RAD21	-0.885
ST8SIA2	1.1555
L3MBTL3	-0.5675
SNRPB	-1.0175
MGC14425	0.9935
MIF	0.17925
TAPT1	1.27875
IRF8	2.1297
PRO0132	-0.228
HERV-FRD	-0.4535
ACD	-0.5265
BCL3	1.9025
SPATA13	1.323
MRLC2	0.055
F2RL3	0.6955
CFHR3	1.41
DUSP15	0.982166666666667
TMEM46	-2.305
SF3B4	-0.903666666666667
MAP7D3	-1.22375
STELLAR	0.125
SEMA5A	-1.5162
H2BFS	0.455
LRRC28	0.517333333333333
MORN2	0.8125
XYLB	0.069125
WDR21C	0.084
HIATL1	-0.291
ADAMTS10	0.228666666666667
WDR55	0.58075
MFSD5	0.5305
OR4N2	1.065
DUSP16	1.405
NLGN4Y	-2.1612
INHBC	0.307833333333333
NUMA1	0.8315
DEFB123	0.045
GIPC1	0.227
MGC27348	-0.983
FLJ33590	0.2775
FZD1	0.6665
MKL1	1.03983333333333
SAA2	0.554
C1orf94	-1.6985
C7orf28B	-0.52
TMEM185A	1.0547
ZZZ3	0.013
C16orf5	-0.433166666666667
GALNAC4S-6ST	1.0585
C1orf186	1.5835
IGFBP4	-0.775666666666667
NDUFA10	-0.195
CLIC2	0.08975
RNF13	0.1095
GPR103	-1.00575
CD69	-0.71175
MYOZ1	-0.14825
IFNB1	0.5615
CLNS1A	-0.8355
CXorf45	-0.64925
ZXDB	0.5435
FUNDC2	-0.6115
GPA33	-0.21025
C9orf70	0.402
SLC2A9	-0.291625
LOC126520	-0.003
MAGEB1	-1.067
LCE2A	-0.112
C18orf34	1.706
FMNL2	-1.805375
KRT85	0.76375
CRYGA	0.392
GEM	0.136
THAP6	0.3577
ALKBH3	-0.0798333333333334
TM6SF2	-0.363
C20orf82	1.7655
RANBP2	0.871166666666667
LIG3	1.3777
RETSAT	1.448
OR8S1	0.576
CAST	0.921
TGFBI	-0.9922
C15orf37	-0.95475
PGM3	-0.0665
SLC4A11	0.5405
FAM123C	-0.042
TAOK1	2.16775
CISH	2.448
OGDHL	-3.97025
SPINT2	2.2095
ZNF33A	0.702
CLDN18	0.0998333333333333
RNF128	-2.139375
CCDC71	-0.353
RASSF6	2.07883333333333
HSPG2	0.094
ATP6V0E1	1.578
ABHD6	-0.17
CD274	1.8265
GCNT1	0.67325
NT5C1A	0.233666666666667
TM4SF5	-3.9815
C21orf58	-0.467
SUCLA2	-1.384
RFTN2	0.7855
SCNM1	-0.382375
SLC9A10	0.138
FUNDC1	-0.42925
SLC35F4	-2.3245
AMD1	-0.96825
COL6A6	4.8265
OR4K2	-0.3795
TRIB2	-0.607916666666667
LOC91461	-3.28875
GHSR	1.036
ATP8B1	2.6845
C1orf78	1.68283333333333
RNF183	-1.04116666666667
STX4	0.0478
TPPP2	-0.438625
MYBPHL	-1.1595
TXNDC6	-0.3386
C9orf47	1.4855
FAM137B	0.588
FANCB	-1.80925
C11orf9	-1.8395
DPY19L1	-1.026625
VDAC2	-0.608166666666667
VHL	-0.1875
LMBR1	-1.48825
C8orf44	-1.763
ZPBP	0.1525
FGF23	-0.9185
C21orf67	1.47875
PCNT	-0.457125
BCKDHB	-1.2602
GALNTL5	0.0935
BET1	-0.21
ARL13A	-1.264
HDAC6	-0.709875
N4BP3	1.391
OTOP1	0.171333333333333
TTC30A	1.94225
CRISP1	0.692
KRT32	-0.053
VSTM1	0.238
ZNF622	-0.277
POLR3B	0.01
DNAJC10	0.92875
C12orf54	0.633
ADIPOQ	0.582166666666667
RIT2	-0.143
CD44	-0.87005
ABCA3	0.7515
RPS17	-1.1545
FEZF1	0.393
PCDHB15	-0.25725
KCNMA1	-1.34863636363636
CCDC116	-1.767
C15orf27	-0.877
NARG2	-0.2863125
ITGA5	-0.727625
MEFV	0.726
TUT1	0.5405
LOC541473	-0.368
NMBR	-0.083
GLT1D1	-1.60366666666667
ABCB7	-0.40075
PFKP	-1.44763636363636
C9orf91	1.3084
LRRC41	0.144666666666667
C1orf85	-0.576
ATP5F1	-0.449
STOX1	0.836375
GFOD2	0.78025
SLC25A3	-0.246875
ZNF646	0.3298
ZAR1	-0.512
OSTbeta	-2.52925
GALNT3	4.5785
IFT122	-0.0908333333333333
LDB3	-0.0411
GARNL1	0.124
HOMEZ	-0.2215
LRRC6	1.91175
ANGPTL5	-1.7405
UBAC1	-1.17225
DLEU7	-0.109
RPL19	2.684875
TOP1MT	-2.0125
LOC643641	-0.411875
MBD3L2	0.6375
NTSR1	0.186833333333333
WISP2	-2.172
GPSM2	-0.74225
RDH10	0.4233
PRKCG	0.6005
HIST1H4J	0.3115
MON1B	0.6972
MLF1IP	-0.658166666666667
ZNF446	1.08725
COL4A5	0.2526
SLC26A1	0.917
RGN	-3.15075
CCNB1	-1.617
C9orf165	-0.169
CCDC28B	-1.42125
CCDC97	1.13875
FGR	2.117125
MSRB3	-0.221777777777778
EPN2	0.31125
COX15	-0.1065
KCNK6	0.5492
XK	-5.4075
GDA	-4.15975
HEPH	-1.301125
THRAP3	1.398625
MET	-2.35521428571429
PHYHIP	-0.66275
LYAR	-1.43183333333333
ING3	-0.73675
AK7	-0.89775
CCT8L2	-0.065
COPS7A	0.138666666666667
WSCD1	-1.22225
RNF185	1.134
TNS3	-0.19375
KNDC1	-1.0675
RWDD4A	-0.654166666666667
MED13L	0.9018
ZFYVE1	0.865375
C7orf44	-1.45983333333333
MRPL1	-0.332
STGC3	-1.03975
TEAD1	-1.397
RPL7A	-0.0814285714285714
ARL6IP1	0.1895
C1orf178	-0.95
CTAGE5	0.51125
TMEM184A	-1.8755
SLC25A14	-0.44525
CACNG5	0.40225
ATXN10	-0.2418
ECH1	1.3769
CCL22	0.6435
CYP2F1	-1.685
GADL1	-0.357
TMEM19	-0.3642
RUNX3	1.7325
EFNB1	-0.03
LIPN	0.3985
ACSM3	-4.85
SIGLEC8	2.13033333333333
ASCC3L1	-0.02475
NOL8	0.163375
RELT	-1.07716666666667
Magmas	-0.484
PPP1R15B	0.3497
C11orf2	0.2255
VKORC1	-0.955666666666667
MGC26647	0.14775
TRPM6	0.234833333333333
UGT2B7	-0.414
FEV	0.10025
FOXK2	0.343
PDCD5	-0.593
SLC8A1	2.5255
DGUOK	-0.594166666666667
CLDN16	0.398
GAGE1	-1.122
RBM17	-0.8312
C1QTNF3	-0.326
VGLL3	-0.0486666666666667
UNQ5830	0.021
CD1A	-3.057
SCGB1C1	-0.0825
SUPT4H1	0.8345
TRAF5	-0.01375
ASAHL	1.261625
FAM73A	1.23716666666667
OR6B1	0.3075
WHSC1	-1.6156
GFPT2	-0.36525
LOC339809	1.50225
STARD5	0.0805833333333333
SIP1	-1.87025
DNAJC15	1.63825
STAU2	-0.00293750000000001
FAM98A	0.58525
RAD23B	0.0999375
LRRC33	-0.727
CHRAC1	-1.5525
C21orf89	0.02525
C19orf43	0.0908333333333333
KLK8	-2.185
CCNE1	-1.187125
PKDREJ	0.3075
SSU72	0.5805
C17orf73	0.187
GPR78	2.191
WHSC1L1	-0.0182
GSTA2	3.3495
SMUG1	0.605
UFM1	0.6011
AP3M2	-0.191083333333333
USP14	-1.339125
FBXL14	0.3635
DSTN	1.19025
SFRS14	-0.4835
FBXO31	-0.324
C12orf40	0.27325
FRS2	0.235
NR2E3	0.1295
TUBB2C	-0.2435
GMPR	0.308166666666667
C9orf139	0.036
ING5	-0.410714285714286
LOC730092	-0.366666666666667
ORM1	-4.56975
RP11-11C5.2	-2.1885
HSPD1	-0.932
PIWIL3	-0.71
C5orf13	-0.7737
OR5R1	0.784
LCOR	0.8605
PLEKHA9	-0.763
CCDC43	-1.05925
ZNF232	-0.213
SLC6A7	0.5315
ADH5	-1.18983333333333
SHBG	-0.851
CROCCL2	-0.14775
PANX3	0.0495
CDIPT	-0.819
SLC16A5	-1.5495
TUBB	0.0174375
TOR3A	0.2696
PREP	-0.844833333333333
ENTPD8	-0.0986428571428572
CHMP1B	-0.74975
SYT12	-0.877
MYH6	-1.5081
MAP3K13	0.617333333333333
KLHL30	0.341166666666667
LCMT1	0.37625
EIF1AX	-1.15041666666667
FOXD4L1	1.4515
SLC24A5	-1.7455
RNF166	-0.6847
TJAP1	0.29225
TMEM156	0.0178333333333333
ZNF239	1.12325
SNX19	0.0582
GKN1	0.32825
FCN1	2.4357
C1QL1	-1.853
ATP11C	0.57075
ZNF35	0.63725
CARD8	0.499125
LIMD1	-0.155
KIAA0286	-0.815875
XRN2	-0.6425
CD6	1.02533333333333
TOX3	3.1125
ZSCAN4	6.70433333333333
RSRC1	-0.2935
COG1	0.71925
PTRF	-0.1168
C16orf35	-0.039875
FBXO24	-0.03275
CHST11	-0.0815
THRB	0.9796
MYBPC1	1.521
RNF39	1.58133333333333
PSMD11	-0.2815
ALAD	1.33083333333333
EN1	0.2855
SLC9A9	0.678
GSTM4	-1.744
CDC42BPA	-0.0887368421052631
RCSD1	0.092
LUC7L2	-0.7791
SPTBN1	-0.4536
LOC146167	0.4455
BAT5	1.2761
ZNF452	0.573375
LSM4	-0.938875
SRP72	0.1227
SGK269	-0.287
MTX1	2.25375
CENTA1	0.157
UNQ9433	-0.718
ATR	-0.1815
DDX49	0.300166666666667
PAQR8	-0.654833333333333
C14orf174	-0.118
GBGT1	-0.02125
THAP1	0.32025
OR10K1	-0.0415
RASIP1	-1.20516666666667
DPYD	0.6474
DOHH	0.06175
C18orf45	1.2165
POF1B	-0.1566
ZNF552	4.222
USP32	1.66
MED27	-0.5045
C14orf149	-0.961666666666667
PRDX4	-1.19433333333333
ABHD12	0.2456
AGT	-5.6665
SLC22A14	-0.64375
C1orf58	0.838
PILRA	-0.49225
ABCF2	-1.308125
C17orf85	0.5602
TKTL1	-0.89375
FGF1	1.37825
IL6R	0.176833333333333
VPS25	-0.48275
CHRNB2	0.204625
COL7A1	-1.8573
LRRC48	2.34683333333333
SPG20	0.49075
COX10	-0.34325
GCA	1.11925
ECEL1	0.709666666666667
GLG1	0.489333333333333
SRD5A2L2	-0.649333333333333
MUTYH	-0.190875
ZNF70	0.423
L2HGDH	-1.0275
GPATCH2	-0.318
ZNF655	-1.02825
ZNF227	-0.267
MCOLN2	1.21966666666667
NQO2	0.643
KCNQ5	0.0345
NEU1	1.4055
QRICH1	0.2005
ZBTB20	-0.430666666666667
RPUSD3	-0.57075
EPGN	-0.968666666666667
TSN	0.05625
SPRY2	-2.44966666666667
LZTFL1	-0.157875
GMFB	-0.54925
PBEF1	-1.4764
HBG2	-2.71275
TMEM8	0.70725
PALM2-AKAP2	0.516333333333333
NFYA	0.64525
FAM108A1	0.764375
PBLD	1.61925
NRG4	-2.04875
PIGF	-0.833
PTGER1	-0.32275
NOS2A	0.9765
C21orf34	-0.768166666666667
C21orf51	0.0275
IL17C	-0.3675
TRMT6	-0.415166666666667
ETV2	0.529166666666667
CCDC109A	0.1565
MYLK2	-1.0975
ATP10A	0.6328
DPH4	-0.571
C5orf5	-0.132333333333333
KCNA4	0.161
NMNAT2	-1.19866666666667
GLYATL2	-0.897
LSMD1	0.75975
IL23R	-1.12566666666667
NRF1	-0.18025
MUC15	-1.9485
PRDM12	-1.213
PAQR4	-0.197071428571429
RBBP6	-0.9141875
IFI27	4.946
SKAP2	-0.0236666666666666
TAGAP	2.2515
TJP3	2.0295
C9orf61	-0.35625
IDS	-0.422214285714286
PARG	-0.1635
LOC131149	0.1115
DYRK4	-0.315833333333333
MICALL1	-0.67075
GALR2	-0.3815
GPBP1L1	0.433625
TBX21	5.0185
KCNJ6	-0.476333333333333
GGN	-0.3215
CASP5	1.28916666666667
RNF182	-5.91575
BRD4	0.79675
DOK4	-1.077125
SLC46A2	0.303166666666667
SOX9	0.563166666666667
ZNRD1	0.0433333333333333
PRR6	-2.659
FAU	0.06075
DTNB	0.291666666666667
CARD9	0.3235
STS-1	-0.015
SLC4A5	0.25875
NSBP1	-0.452
UGCGL2	-1.41008333333333
POTE15	1.5505
NOXA1	1.56075
RP13-347D8.3	0.9875
SAMD10	-0.498
EP400NL	-0.979
TCF21	-0.47425
AMELX	0.38825
JPH2	0.3636
SLA	2.4215
DLST	-1.04833333333333
SEPT12	-0.43075
RGS20	-3.003
LXN	0.0441666666666667
ZNF419	0.60625
UPK3B	0.0795
RELL1	1.52025
ESPNL	-0.7225
KLHL21	-0.208375
PI15	-0.486
C2orf61	0.0045
LOC407835	-0.371666666666667
RER1	0.3485
ELAVL2	1.3255
MGC26718	0.5965
KLF2	2.46175
TNFAIP8L3	-0.286333333333333
TFE3	0.221
C11orf17	-0.64975
15E1.2	-0.68825
SNRPC	-0.2685
DLGAP1	0.16875
PGLYRP1	0.01825
OVCH2	0.6415
IRF7	2.9173
SET	-0.2919
NAB2	-0.959833333333333
LRP5L	0.43775
FAM120A	0.996375
ASCL2	1.01383333333333
SHH	-0.2165
ATP5H	0.194166666666667
THPO	-0.595333333333333
TYRP1	-3.94483333333333
HIST1H3E	1.34716666666667
EIF2S1	-0.5285
TNFRSF17	0.584166666666667
TARSL2	0.94675
NKX2-8	0.995875
C1orf115	1.504875
LOC56964	0.5445
KIAA0841	-0.562
ISCU	0.0285
TTMA	0.317
ZNF414	0.723
LOC441150	2.64475
RAB15	1.305
HBP1	0.591666666666667
TNNT2	-1.10533333333333
CECR5	-0.51925
PHGDH	-2.4945
JRK	-0.6902
XPO4	-1.0935
FAM131C	1.586
ARHGAP25	2.02766666666667
CA9	-3.25288888888889
GPR62	1.135
TLX1	0.232166666666667
GPS1	-0.06175
OR2M2	0.689
BDP1	0.586857142857143
FAM70B	2.039
RPS29	-0.463916666666667
MKLN1	-0.5003
TSPAN19	-2.20675
SLC29A3	1.4837
LGALS4	0.425833333333333
USH2A	0.262666666666667
NF1	-0.65
APOBEC3A	4.86883333333333
IMPAD1	-0.149333333333333
OLR1	2.39466666666667
NRAP	0.312
HCFC1R1	0.908333333333333
TAOK2	0.17
MCM10	-1.37933333333333
MAP4K3	-0.00524999999999997
CBS	-2.058375
CLK3	-0.8253
PCDHGA5	1.284
ELF4	0.289875
FAM71A	-0.21825
C11orf49	0.137
CLIP2	-0.89175
BTBD9	0.7477
ZNF524	2.29275
KDELR1	0.5005
ZNF509	0.134
NCSTN	0.775
ZNF533	-0.771214285714286
PARP4	-0.539875
GALNT9	-0.441333333333333
NPY	-2.482
BEGAIN	-2.91916666666667
TMEM77	-0.167
FOXRED1	-2.10516666666667
SLC16A2	1.031
SLC35B1	1.3705
GK5	0.1995
SDCCAG10	-0.6915
C4orf20	0.57025
SLC9A2	0.56425
ADD1	0.539285714285714
TAL2	0.3395
ACLY	-0.88425
DNAJC1	2.5315
SOST	-1.41575
USP43	0.726666666666667
CYP4F12	-1.70225
FKBP5	1.18275
CHCHD5	0.7452
NUDT22	0.51
CCDC85B	-0.52775
OR51G2	1.2375
STRN3	0.376428571428571
TMOD2	0.14475
FLI1	0.20425
MAB21L2	-1.348
DGKQ	0.95275
VPRBP	0.165833333333333
SCNN1B	1.4776
ECHDC3	1.0576
TMEM106C	-0.30675
CSNK2A2	-0.0305
RPL39	-0.6139
HERC3	0.5208
ZBTB47	-0.107
ZNF681	0.291
PAGE2	-2.6195
CLIC5	2.43635714285714
RABAC1	1.6395
ZFHX2	-0.12825
YPEL1	1.07483333333333
KIAA0776	0.00225000000000001
NR1D2	0.9745
DNAJC4	1.179
NPNT	3.5282
ZNF677	-0.00799999999999998
ZNF536	-0.28375
MEF2B	0.432916666666667
PTPN4	-0.286625
CTCFL	-4.066
STX5	1.03466666666667
CD72	3.1685
VEGFA	0.0788421052631579
XRCC1	0.4432
MAS1L	0.783166666666667
ELL	0.3942
SETBP1	-0.92175
CDH11	2.29883333333333
NDC80	-1.49723076923077
DMBX1	-0.75925
NRSN1	0.633
BAT2D1	-0.07575
CDS2	1.29733333333333
C1orf212	-0.622333333333333
SENP3	-0.516125
IL1F9	-0.2345
EEF2K	0.45925
COG8	0.8515
CEP72	-1.751
OR1L8	0.642
MUS81	-0.710833333333333
PHYH	0.779875
GGT6	-0.213333333333333
C22orf23	-0.913583333333333
C13orf33	0.848625
MAPK8IP2	0.4155
NELL2	0.3995
POU3F2	-3.11
ALPK1	1.52425
MRPS18C	-0.281
RPLP2	0.297625
FGF22	-0.2225
SPNS1	-0.0455
ZFP1	-1.3605
IL1RAPL1	-1.3565
PCSK9	-3.40366666666667
NKX2-1	0.172642857142857
C6orf189	1.76575
SP4	-0.6245
SLC11A1	1.7706
C21orf25	-1.19566666666667
ICAM2	0.556125
SH3GL1	-0.0065
GSK3B	0.360666666666667
RALB	0.865625
PDXP	-1.43816666666667
GNGT1	-2.453125
KIR2DL1	1.3055
TNFAIP3	1.38658333333333
C6orf32	1.7388
CBLN2	-1.1085
PANK3	0.809375
TAAR9	0.181
WDR82	0.126785714285714
APOM	-4.04475
TRIP10	-0.32
SPATA16	0.2845
C1orf135	-1.442
USP51	0.717
TESK1	1.63775
C11orf64	0.110125
ZNF611	0.153
PDE6G	0.953166666666666
HLA-DQA1	2.63575
GCLC	0.396375
SEC61A1	0.571357142857143
TWSG1	-0.708666666666667
ZMYND10	1.98
CTDP1	0.016875
ADAMTS6	-0.399
SLIT1	-1.21225
KRT86	-0.245
KIAA0574	-1.284
GTPBP2	0.1321
PQLC3	0.62275
PRRX2	-0.2045
C15orf44	-0.049
MKKS	-0.37925
C11orf10	-0.1645
GPR110	0.08975
CD109	-2.31225
ADCY1	0.140833333333333
RHBG	-2.68325
TP53I3	-0.292375
SLC22A3	-1.3777
UCP2	-0.4785
FOXG1	-2.382
OR2AG1	0.985
TRIM24	-1.036
PROC	-3.271625
TAAR6	0.09775
AMTN	-1.379
C10orf47	0.2955
DEPDC1	-1.19225
FLJ45557	0.5525
ZDHHC17	-0.553625
KIAA1429	-0.05
KCNH1	0.354
VNN3	0.40025
PSMAL	4.74
PPARD	1.064875
HFM1	-0.8165
YBX1	-1.618
ZNF695	-0.677
SCTR	-0.108166666666667
DCDC1	0.092
VPS26B	-0.5616
MTF2	-0.819166666666667
ATP6V1F	-0.08475
CCDC94	0.3575
PERF15	-0.598
CCL11	2.82225
LMO7	0.312375
DCST1	0.184
ADRBK1	0.610625
CDRT4	0.2345
ZNF84	-1.34875
HOXD8	3.404
STARD8	-0.100166666666667
FOXP2	-0.373142857142857
CCDC103	0.03675
POLR3A	-0.3646
GSC	-0.424666666666667
ZNF114	-0.641
HTR7P	-0.1725
LALBA	0.3475
RMND5A	0.082
PSCD2	0.10425
ZNF409	0.7735
KRTAP1-3	0.3965
MAF1	-1.07675
LOC201725	-0.956833333333333
NRN1	-2.373375
SPAG5	-1.3875
DNAH7	1.504
FLJ43860	0.173
BRCA2	-0.049
ACADM	-1.092625
CXXC6	-3.345875
RAGE	-1.618125
CHMP2A	1.079
FAM8A1	0.9812
GPR21	0.2175
SLC12A3	-2.66716666666667
FVT1	-0.101285714285714
ZDHHC7	0.241625
FLJ44048	0.398
SLC44A3	3.37466666666667
SDSL	0.123833333333333
MMP8	-1.38075
PLA2G12B	-3.41466666666667
ACY1	0.11925
MT1E	-1.18183333333333
OR4K15	0.2725
TECTB	-0.307
GPR20	0.744375
IRAK2	-0.144
RFPL3	-0.135625
MYO9A	0.0645
NARG1L	-0.93825
BLMH	-1.95275
CCDC3	2.22866666666667
C9orf21	-0.522666666666667
KIAA0513	1.84883333333333
MIER2	0.5335
PNMA2	-1.99658333333333
SH3BP2	1.1691
ANXA10	1.0195
RTN2	-0.415
TFB1M	-1.8685
PRPH2	1.77
C14orf133	-0.08825
GOLGB1	1.17925
IRX4	0.29075
NFKBIL1	1.23266666666667
C10orf62	-0.23525
APBB3	-0.163
RPS10	0.3034
LOC728378	1.3565
TLE3	1.34827777777778
PSMB7	-0.38825
MESDC1	0.954
SLC6A1	1.3635
OCLN	0.724166666666667
PTTG3	-1.66483333333333
NAGLU	0.10025
SERTAD4	-0.832375
SPRY1	0.8915
FLJ10781	-1.04716666666667
MYSM1	-0.536
TRIM4	-0.174214285714286
SH3YL1	1.528
TREM2	4.12466666666667
SERPINI1	1.7195
HDHD3	0.728375
TMEM38A	0.774625
EID2B	-0.60325
TDRD3	-0.656166666666667
SEDLP	0.8835
THSD7A	1.33533333333333
NDST3	-2.7945
KLHL15	-1.03341666666667
DHRS12	1.006
FBXO9	0.0638571428571429
TNPO1	-0.33175
MRPL13	-0.747
SNX5	-0.591833333333333
METTL6	-0.66225
SOD1	0.859625
CHML	-1.6465
PACS1	0.77975
SIRT5	-0.4897
CAPN2	0.805833333333333
FXYD5	-0.545333333333333
TWISTNB	-0.47175
LRFN1	0.960666666666667
UBE1L	2.296875
UBE1C	0.009
OR51B2	-1.0135
OR4D11	0.3505
C15orf2	0.0625
NR4A1	-0.086
LOC339047	-1.778
TRIM17	-0.942875
ATP5G3	-0.579928571428571
RPL15	-0.8535
ADAMTS8	-0.7055
HOXC4	0.141
C14orf37	1.112
CEACAM5	4.346
MYT1L	-0.4475
RASA2	0.17475
OSBPL7	-0.484
STAG1	0.016
