Hybridization REF	TCGA-AN-A0XP-01A-11R-A109-07
C19orf43	0.0458333333333333
KLK8	-2.48416666666667
CCNE1	-2.44325
PKDREJ	-0.345333333333333
SSU72	-0.09
C17orf73	-0.0125
GPR78	2.4125
WHSC1L1	0.5747
GSTA2	-2.13225
SMUG1	0.830833333333333
UFM1	0.9144
AP3M2	0.00266666666666665
USP14	-0.1925
FBXL14	-0.067
DSTN	2.03475
SFRS14	-0.70125
FBXO31	-0.484333333333333
C12orf40	0.60275
FRS2	1.357
NR2E3	1.42575
TUBB2C	-0.012
GMPR	1.40066666666667
C9orf139	-0.255
ING5	-0.385571428571429
LOC730092	-1.227
ORM1	-2.94325
RP11-11C5.2	-0.92175
HSPD1	-1.4383
PIWIL3	-0.03575
C5orf13	-0.8202
OR5R1	0.6995
LCOR	0.883875
PLEKHA9	-0.787
CCDC43	-1.2785
ZNF232	-0.668
SLC6A7	0.185
ADH5	-1.09466666666667
SHBG	-1.37166666666667
CROCCL2	-0.60325
PANX3	-0.387
CDIPT	-0.1285
SLC16A5	0.91575
TUBB	-0.960375
TOR3A	0.7387
PREP	-0.155666666666667
ENTPD8	-0.228071428571429
CHMP1B	-0.95825
SYT12	1.4971
MYH6	-1.5481
MAP3K13	1.044
KLHL30	0.1265
LCMT1	0.6435
EIF1AX	-0.5545
FOXD4L1	1.363
SLC24A5	-1.443
RNF166	-1.1687
TJAP1	-0.44725
TMEM156	-1.2195
ZNF239	1.65325
SNX19	1.0533
GKN1	0.22625
FCN1	0.9398
C1QL1	-1.069
ATP11C	-0.265
ZNF35	0.9685
CARD8	-0.13425
LIMD1	-0.2845
KIAA0286	-2.101375
XRN2	-0.4685
CD6	-0.711833333333333
TOX3	1.017625
ZSCAN4	-0.710333333333333
RSRC1	-0.5855
COG1	0.818
PTRF	0.9606
C16orf35	-0.047625
FBXO24	-0.1395
CHST11	-0.824
THRB	-0.00839999999999997
MYBPC1	-0.386
RNF39	-0.349
PSMD11	-0.68625
ALAD	1.36366666666667
EN1	0.82575
SLC9A9	-0.526
GSTM4	0.218
CDC42BPA	0.172157894736842
RCSD1	-1.66825
LUC7L2	-0.6539
SPTBN1	-0.8122
LOC146167	-0.45
BAT5	0.9878
ZNF452	-1.021375
LSM4	-0.695375
SRP72	-0.3312
SGK269	0.0596666666666667
MTX1	0.8435
CENTA1	-0.607
UNQ9433	-0.744
ATR	0.0150833333333333
DDX49	0.0596666666666667
PAQR8	-1.2055
C14orf174	0.55475
GBGT1	0.57025
THAP1	0.263
OR10K1	-0.5145
RASIP1	-1.01783333333333
DPYD	-1.2339
DOHH	0.1375
C18orf45	1.01525
POF1B	-0.2003
ZNF552	4.7655
USP32	-1.31425
MED27	-0.2985
C14orf149	-0.774166666666667
PRDX4	-1.27216666666667
ABHD12	0.9204
AGT	-2.94625
SLC22A14	-0.5955
C1orf58	0.52725
PILRA	-1.3655
ABCF2	-0.57675
C17orf85	-0.7044
TKTL1	-1.30375
FGF1	2.4014
IL6R	0.702166666666667
VPS25	0.501
CHRNB2	-0.094125
COL7A1	-2.5268
LRRC48	2.4705
SPG20	1.42191666666667
COX10	-0.63625
GCA	0.28075
ECEL1	-0.8445
GLG1	0.0165
SRD5A2L2	0.0185
MUTYH	-1.606625
ZNF70	0.3585
L2HGDH	-1.42975
GPATCH2	1.7285
ZNF655	0.091625
ZNF227	-0.115833333333333
MCOLN2	0.248666666666667
NQO2	-0.4215
KCNQ5	-0.5025
NEU1	1.26233333333333
QRICH1	0.0915
ZBTB20	1.35383333333333
RPUSD3	-0.28475
EPGN	-1.54883333333333
TSN	-0.184916666666667
SPRY2	-2.87366666666667
LZTFL1	0.609125
GMFB	0.320125
PBEF1	-1.1445
HBG2	-2.81825
TMEM8	0.39525
PALM2-AKAP2	-0.640333333333333
NFYA	0.81375
FAM108A1	0.69875
PBLD	1.272
NRG4	-2.494
PIGF	-0.645
PTGER1	0.1855
NOS2A	0.632166666666667
C21orf34	0.314
C21orf51	0.407833333333333
IL17C	-0.4035
TRMT6	-0.572333333333333
ETV2	-0.0085
CCDC109A	-0.4235
MYLK2	-0.0305
ATP10A	1.917
DPH4	0.06475
C5orf5	0.597833333333333
KCNA4	0.237833333333333
NMNAT2	-1.203
GLYATL2	2.535
LSMD1	0.027125
IL23R	-1.80075
NRF1	-0.91275
MUC15	-2.284
PRDM12	-2.619
PAQR4	-0.533357142857143
RBBP6	-1.1968125
IFI27	5.57
SKAP2	-0.741166666666667
TAGAP	0.84875
TJP3	2.85
C9orf61	-1.32325
IDS	-0.120285714285714
PARG	-0.423
LOC131149	-0.26
DYRK4	-1.33166666666667
MICALL1	-1.0365
GALR2	-0.682
GPBP1L1	-0.438
TBX21	1.668
KCNJ6	0.179
GGN	0.70675
CASP5	1.1095
RNF182	-4.59475
BRD4	0.30575
DOK4	-0.877125
SLC46A2	1.15283333333333
SOX9	0.794833333333333
ZNRD1	-0.348166666666667
PRR6	-3.59175
FAU	0.0765
DTNB	1.3275
CARD9	-0.06325
STS-1	-0.549833333333334
SLC4A5	0.057375
NSBP1	-1.10125
UGCGL2	-0.4155
POTE15	2.1025
NOXA1	0.77775
RP13-347D8.3	1.70125
SAMD10	0.0938333333333333
EP400NL	-1.38175
TCF21	-1.042
AMELX	-0.31825
JPH2	0.8311
SLA	1.0315
DLST	-1.54166666666667
SEPT12	0.095
RGS20	-3.59825
LXN	0.613666666666667
ZNF419	0.569375
UPK3B	0.0965
RELL1	1.13425
ESPNL	0.7775
KLHL21	-0.082375
PI15	-0.381
C2orf61	0.261
LOC407835	-0.420333333333333
RER1	0.284083333333333
ELAVL2	-0.9445
MGC26718	-1.912
KLF2	1.9755
TNFAIP8L3	0.409333333333333
TFE3	-0.07175
C11orf17	0.32825
15E1.2	-1.401
SNRPC	-0.34075
DLGAP1	-1.35875
PGLYRP1	0.1755
OVCH2	-0.474
IRF7	3.1499
SET	-0.4099
NAB2	-0.997833333333333
LRP5L	0.995
FAM120A	0.8594375
ASCL2	-0.259833333333333
SHH	0.13
ATP5H	0.5925
THPO	-0.106
TYRP1	-3.99133333333333
HIST1H3E	0.812
EIF2S1	-0.00533333333333333
TNFRSF17	-2.8926
TARSL2	-0.5585
NKX2-8	1.136875
C1orf115	1.120625
LOC56964	0.3505
KIAA0841	-1.29725
ISCU	0.3525
TTMA	-0.5235
ZNF414	0.8785
LOC441150	1.282
RAB15	1.142
HBP1	0.874833333333333
TNNT2	-1.73416666666667
CECR5	-0.534
PHGDH	-2.7605
JRK	-0.0666
XPO4	-0.233125
FAM131C	1.8995
ARHGAP25	0.814833333333333
CA9	-2.78433333333333
GPR62	-0.3875
TLX1	1.54883333333333
GPS1	0.15725
OR2M2	0.053
BDP1	0.6085
FAM70B	1.673
RPS29	-0.0109166666666667
MKLN1	0.3403
TSPAN19	-1.5875
SLC29A3	1.2289
LGALS4	0.0356666666666667
USH2A	0.384666666666667
NF1	0.145166666666667
APOBEC3A	1.97
IMPAD1	0.138
OLR1	1.8795
NRAP	0.3685
HCFC1R1	0.571
TAOK2	-0.103333333333333
MCM10	-3.7295
MAP4K3	-0.338166666666667
CBS	-2.2945
CLK3	-0.7545
PCDHGA5	0.4285
ELF4	0.373375
FAM71A	-0.85575
C11orf49	0.46575
CLIP2	-1.06175
BTBD9	0.9213
ZNF524	1.83
KDELR1	0.3765
ZNF509	-0.2515
NCSTN	1.943
ZNF533	-0.154428571428571
PARP4	0.169375
GALNT9	-0.586
NPY	-2.27975
BEGAIN	-2.60566666666667
TMEM77	0.7205
FOXRED1	-1.39983333333333
SLC16A2	-0.283833333333333
SLC35B1	-0.08625
GK5	0.270083333333333
SDCCAG10	-1.0825
C4orf20	-0.02475
SLC9A2	-0.6305
ADD1	0.419285714285714
TAL2	-0.567833333333333
ACLY	-0.321625
DNAJC1	2.417
SOST	-1.1675
USP43	0.238166666666667
CYP4F12	-2.3335
FKBP5	-1.081375
CHCHD5	1.3437
NUDT22	0.71275
CCDC85B	-0.26825
OR51G2	0.7695
STRN3	-0.471928571428572
TMOD2	0.1745
FLI1	-1.0415
MAB21L2	0.293666666666667
DGKQ	0.492
VPRBP	0.310166666666667
SCNN1B	-1.4219
ECHDC3	1.1805
TMEM106C	-1.2685
CSNK2A2	-0.715
RPL39	-0.0045
HERC3	0.5304
ZBTB47	0.844
ZNF681	0.06925
PAGE2	-2.5445
CLIC5	2.91242857142857
RABAC1	1.33125
ZFHX2	0.865
YPEL1	0.625
KIAA0776	0.70825
NR1D2	0.63125
DNAJC4	0.993375
NPNT	3.5089
ZNF677	-0.3715
ZNF536	-0.62725
MEF2B	0.159916666666667
PTPN4	-0.643
CTCFL	-3.8885
STX5	0.820333333333333
CD72	1.0095
VEGFA	-0.399526315789474
XRCC1	0.7984
MAS1L	0.511
ELL	0.1795
SETBP1	0.73325
CDH11	3.12933333333333
NDC80	-2.435
DMBX1	-2.2055
NRSN1	-0.214
BAT2D1	0.845375
CDS2	0.808333333333333
C1orf212	-0.676
SENP3	-1.23875
IL1F9	-0.46
EEF2K	0.00612499999999998
COG8	0.228
CEP72	-1.39325
OR1L8	0.374
MUS81	-0.43575
PHYH	0.939
GGT6	2.0855
C22orf23	-1.38408333333333
C13orf33	1.65575
MAPK8IP2	2.1105
NELL2	4.203
POU3F2	-2.794
ALPK1	1.752875
MRPS18C	0.4645
RPLP2	0.290125
FGF22	0.5515
SPNS1	-0.341166666666667
ZFP1	-1.40725
IL1RAPL1	-0.8145
PCSK9	-2.68233333333333
NKX2-1	0.137285714285714
C6orf189	2.907
SP4	-0.8745
SLC11A1	1.8268
C21orf25	0.946666666666667
ICAM2	0.76275
SH3GL1	-0.226333333333333
GSK3B	-0.290166666666667
RALB	-0.042
PDXP	-1.7085
GNGT1	-2.55725
KIR2DL1	0.107
TNFAIP3	-0.685083333333333
C6orf32	0.258
CBLN2	-2.5475
PANK3	0.754375
TAAR9	0.4405
WDR82	0.543785714285714
APOM	-2.747125
TRIP10	-0.66925
SPATA16	0.432666666666667
C1orf135	-2.49925
USP51	0.3935
TESK1	1.147
C11orf64	0.02425
ZNF611	0.094
PDE6G	0.0933333333333333
HLA-DQA1	2.51025
GCLC	0.174375
SEC61A1	0.229642857142857
TWSG1	-0.189416666666667
ZMYND10	3.15225
CTDP1	-0.10875
ADAMTS6	0.215
SLIT1	-1.46425
KRT86	-1.6075
KIAA0574	0.1795
GTPBP2	-0.3726
PQLC3	1.85625
PRRX2	-0.00616666666666666
C15orf44	0.36
MKKS	0.185875
C11orf10	0.48925
GPR110	-0.59
CD109	-1.99383333333333
ADCY1	0.3035
RHBG	-2.388
TP53I3	-0.752
SLC22A3	-2.0007
UCP2	0.38
FOXG1	-1.715
OR2AG1	0.326
TRIM24	-0.965
PROC	-2.701
TAAR6	0.21025
AMTN	-1.2855
C10orf47	0.4855
DEPDC1	-3.039
FLJ45557	3.50875
ZDHHC17	-0.7831875
KIAA1429	-0.302666666666667
KCNH1	0.3955
VNN3	1.854375
PSMAL	3.67175
PPARD	0.211375
HFM1	-1.01225
YBX1	-2.8955
ZNF695	-2.3035
SCTR	-0.00633333333333333
DCDC1	1.0105
VPS26B	0.521
MTF2	-0.319
ATP6V1F	0.47925
CCDC94	1.03975
PERF15	0.4845
CCL11	2.2035
LMO7	-1.0555
DCST1	-0.414
ADRBK1	0.00925
CDRT4	-0.15625
ZNF84	-0.2585
HOXD8	0.28275
STARD8	-0.402166666666667
FOXP2	-1.653375
CCDC103	1.257
POLR3A	-0.6293
GSC	0.6845
ZNF114	-1.8345
HTR7P	-0.14
LALBA	0.1795
RMND5A	-0.840666666666667
PSCD2	1.36275
ZNF409	0.663
KRTAP1-3	2.05666666666667
MAF1	-0.4755
LOC201725	-1.446
NRN1	-2.50725
SPAG5	-3.125
DNAH7	2.01516666666667
FLJ43860	-0.1355
BRCA2	-0.933
ACADM	-1.064
CXXC6	-3.714875
RAGE	-0.703625
CHMP2A	1.609
FAM8A1	0.6138
GPR21	1.378
SLC12A3	-2.71216666666667
FVT1	0.0725
ZDHHC7	-0.62125
FLJ44048	0.6095
SLC44A3	2.681
SDSL	1.74633333333333
MMP8	-3.08625
PLA2G12B	-3.32283333333333
ACY1	-0.05475
MT1E	-0.320666666666667
OR4K15	1.3385
TECTB	0.3115
GPR20	1.22875
IRAK2	-0.89475
RFPL3	-0.597625
MYO9A	-0.3205
NARG1L	-0.665333333333333
BLMH	-1.44525
CCDC3	2.321
C9orf21	-0.344
KIAA0513	0.822666666666667
MIER2	0.32325
PNMA2	-1.82408333333333
SH3BP2	0.8589
ANXA10	1.127
RTN2	1.44516666666667
TFB1M	-1.1165
PRPH2	1.75825
C14orf133	0.12925
GOLGB1	1.24233333333333
IRX4	-0.246
NFKBIL1	0.683166666666667
C10orf62	-0.28425
APBB3	-0.11125
RPS10	-0.0767
LOC728378	1.0465
TLE3	0.996
PSMB7	0.056
MESDC1	0.1485
SLC6A1	1.6145
OCLN	1.8095
PTTG3	-2.63133333333333
NAGLU	0.645
SERTAD4	2.0145
SPRY1	-0.0195
FLJ10781	-0.757166666666667
MYSM1	0.06975
TRIM4	0.801785714285714
SH3YL1	0.861625
TREM2	3.99266666666667
SERPINI1	3.4515
HDHD3	1.06575
TMEM38A	-0.08425
EID2B	-0.96475
TDRD3	-0.2315
SEDLP	0.97975
THSD7A	0.897833333333333
NDST3	-1.94175
KLHL15	-0.75075
DHRS12	2.271
FBXO9	0.627642857142857
TNPO1	-0.08825
MRPL13	0.0503333333333333
SNX5	-1.70733333333333
METTL6	-0.2785
SOD1	0.367375
CHML	-0.788
PACS1	1.24675
SIRT5	-0.4219
CAPN2	1.0805
FXYD5	0.6485
TWISTNB	-0.13675
LRFN1	1.29933333333333
UBE1L	2.862
UBE1C	-0.48725
OR51B2	-0.2715
OR4D11	0.11
C15orf2	-0.22
NR4A1	-0.797333333333333
LOC339047	-1.86025
TRIM17	1.5545
ATP5G3	-0.917785714285714
RPL15	-0.8315
ADAMTS8	-0.79525
HOXC4	0.9085
C14orf37	1.846
CEACAM5	3.0015
MYT1L	-0.3185
RASA2	-0.026625
OSBPL7	-0.761
STAG1	-1.116
GIMAP4	4.632
FUT3	2.90066666666667
PIF1	-2.858
LPIN2	-0.5029
SH3PX3	0.8645
PDP2	-0.9685
PAPD1	-0.97675
ERP27	4.1055
APOOL	0.0658
DIABLO	0.24975
TRHR	-0.202
ARMC9	-0.04525
RNF152	2.78875
SLITRK3	-0.0608333333333333
ZNF211	0.3241
PFDN1	0.916
RGS11	-0.289875
HS6ST1	0.1198
AKR1D1	-1.48925
TNP2	0.302833333333333
STK31	0.978666666666667
EML4	-1.48466666666667
SGTA	-0.4055
HIST1H2BI	0.484
PSMD6	-1.5575
KIAA1257	0.94375
C18orf55	-1.856
FLJ20273	2.470125
RPL28	-0.349833333333333
EPYC	2.463375
NOX3	0.134
ELAC1	-0.769833333333333
METT11D1	-1.05025
BIN2	-0.917833333333333
NACA2	-0.1965
CCDC17	-1.77475
HM13	1.1887
UBOX5	0.214125
UBE2O	-0.018625
UBL5	0.4515
APOLD1	2.08775
C9orf31	0.172
TNFSF8	-0.267
ARHGAP29	0.54575
PROKR2	-0.655
PDE5A	-0.237166666666667
C6orf12	0.358
TOM1L1	-0.4365
WHDC1	1.019
FOXI1	1.2075
RAB4A	0.5537
TMEM39B	-0.563
ATPBD1C	-0.77475
FARSA	-0.263166666666667
PLEKHG5	1.2035
CMAS	-0.8995
OR7E24	0.0265
SLC30A1	0.99375
CDC42EP5	2.71666666666667
PLAC1	-0.14175
KLHL18	0.387416666666667
LBA1	1.1095
TAZ	-1.121
CRIP2	1.926375
BTBD11	-1.60983333333333
C16orf72	0.84175
DIO2	0.5703
LRRCC1	0.286166666666667
CCDC136	-1.726
PRX	0.3355
RBM5	0.3258
TMEM85	0.50425
TUBGCP4	-1.02116666666667
APLN	1.551125
CDK7	0.125833333333333
SSR2	1.10883333333333
CRELD1	0.9035
C19orf46	2.45425
GAL3ST4	0.323
KBTBD10	1.11175
IL28A	2.41275
WDR27	-0.678
MCM2	-1.751
SOX14	0.366
FLJ39743	0.144
KIAA0922	-1.335
HIPK4	-0.161
FLJ25758	-0.4535
C16orf57	-0.873333333333333
PDZD2	1.00425
MCC	1.91575
HHLA3	0.0046
ID2	0.36825
C20orf23	2.338
ZNF688	1.20875
APOC2	-0.643333333333333
LOC440093	0.31575
FAM50B	2.10933333333333
PWP1	-0.453
DNAH10	-0.1975
HIST1H2BA	0.37625
GPR56	0.628666666666667
METAP2	-0.69575
PAN3	0.909166666666667
STXBP4	0.04
PDHX	-0.216
MTA1	0.189
ZBED4	-0.098875
ZNF720	-0.3525
CDK2	-2.869875
RHOJ	0.67475
CDC37	-0.473833333333333
ZER1	0.622125
GRK4	-1.30725
PRPH	-0.67125
POLR2A	0.265375
OGFOD1	-1.30075
NOL5A	-1.17425
PHEX	0.0545
FLJ16478	-0.42275
C20orf117	-0.071375
CAMTA2	-0.016
C11orf74	0.424833333333333
DDX17	1.02308333333333
C5orf27	-0.03175
PLEKHA2	-1.0176
PDE4DIP	-1.3598
SCN7A	0.376
ZNF559	-0.1425
CXCL10	4.25025
ZMYM4	-0.1965
STK32B	0.2602
KIAA0888	-1.2118
TACR3	0.649
CKAP2L	-2.46275
KIF1A	-1.58383333333333
RSPRY1	0.10275
VCAN	1.067
CYP27C1	-0.3195
SYDE1	-1.171
MED12L	-0.91925
ZDHHC21	1.453625
NHS	0.5145
TM9SF3	1.0275
DDHD1	-0.8365
MAFG	-0.632
BICD2	-0.7773
C14orf119	0.235833333333333
C14orf43	0.757571428571429
CDH7	-1.08075
ALKBH5	-0.582071428571428
JUP	1.7615
TMEM41A	1.00783333333333
MAMDC4	-1.38566666666667
CBX3	-0.616
LRRC18	0.145
RBMXL2	0.042
PLA2G4D	0.582833333333333
FGF13	1.14425
KIF3A	1.34783333333333
PDIA6	-1.07925
DCXR	1.39575
CASKIN2	0.649833333333333
EHD1	0.653833333333333
MARCKSL1	-0.047
ZNF496	-0.00383333333333334
SCAF1	0.439333333333333
KCTD8	-0.6745
TRAF3IP3	-0.347571428571429
LSR	1.5335
CXorf1	-0.0478333333333333
C14orf112	0.709166666666667
EIF2B1	-0.16525
OMP	0.1005
GSTZ1	1.04725
LOC92017	0.5925
ISLR2	1.2005
C12orf36	0.513
GATA2	-1.9875
GABRA5	-2.7835
CELSR2	-0.498642857142857
STAM2	0.9449
TNAP	1.168
PTPMT1	-0.811
GRP	8.084
SV2A	-1.96683333333333
MAGEA12	-3.83325
CACNG1	2.269
C18orf19	-1.477
GSG1	-0.206333333333333
PTPRJ	-0.169214285714286
FRMPD1	-0.87
ZNF668	0.4095
PLEKHJ1	-0.256625
ADAT1	-0.7219
TMEM50A	0.6171
UCN3	-0.692
HOOK1	1.976875
IL17B	-0.2935
MLKL	0.0206666666666667
TTC14	-0.515
KLHL5	-0.22575
CRYL1	0.288666666666667
FOXH1	-0.28
NFYB	-0.741125
PPM1G	-0.68
GOLGA2LY1	-0.869
NMT1	0.09625
HADHA	-0.4766
CHSY-2	2.16125
PLEKHF1	0.397357142857143
SAGE1	-2.9925
MUSTN1	0.3915
SUHW4	1.0695
TFEB	1.604
ZFYVE27	-0.21625
ATG12	-0.409333333333333
BMI1	1.99107142857143
ZIM3	0.526
MYH4	0.734
MASP1	-1.18508333333333
KIAA0984	0.962
RPAP2	-0.5605
ASB5	-0.0895
BOLA3	-1.139
MIA3	1.3315
KRT35	0.232
KIR3DL3	-0.5025
MRPL51	-0.78725
SEMA3F	1.53566666666667
NDUFB2	0.994666666666667
LOC253012	1.91525
FAM46C	-0.457
G6PC	-2.004
CSAG3A	-3.46633333333333
PREX1	2.769
SLC25A45	0.226125
MAPKBP1	0.6979
CPE	0.6316
GNB1	-0.596625
CXCR6	0.0245
TRIM46	0.63725
C16orf3	0.371
HPSE	0.85825
TIGD3	-0.2455
SPG3A	1.7675
LCAT	-1.40416666666667
ST6GAL1	-1.04361111111111
POMC	0.172
FLJ36031	-0.946166666666667
NSMAF	-1.05716666666667
SKIL	0.7405
ADSS	0.620166666666667
HMGCS1	-2.0238
POLR3F	0.130166666666667
RAB10	-0.244625
ZNF277P	-1.1945
ZBTB7B	1.014375
DHRS1	0.81775
ABCC13	2.29175
CNOT3	0.221
NFKBIA	1.27625
GAK	0.328
SFT2D2	1.447
HOXA6	-0.0015
CRTC1	1.23775
LY6D	-1.16666666666667
C20orf72	-0.568833333333333
CPT1A	-0.4795
LMO1	-2.3945
EIF3I	0.139
PRB4	0.156
MCM3APAS	-2.294
C20orf132	-0.6659
FOXF2	-2.9495
S100A12	-0.35925
MLH1	0.2625
ACTN1	0.5179
MRPL36	-0.3765
C20orf106	-0.5085
FBXO6	2.4935
MKS1	-1.021
CX3CR1	-2.02225
PDE1B	1.297
PLP1	-3.661
KISS1	0.0178333333333333
C14orf2	0.466833333333333
TBC1D3P2	-0.737
COMMD6	1.2845
ANKRD7	-1.58025
PTCHD1	-1.183625
NARS2	-1.203
DOCK7	-1.265
FAM127B	-0.697125
LOC390243	0.336166666666667
N6AMT2	1.14575
ZNF391	-1.1725
DNAJB14	0.310833333333333
WRB	0.03925
BPI	-0.371083333333333
TTC4	-0.847
FAM10A5	-0.651
GOT1L1	0.042
MAGED1	0.59825
RESP18	0.091
WFDC6	3.124
MT2A	-0.7745
C11orf56	0.61125
KIAA1432	0.2765
ROR1	-1.222
HSD17B14	1.65883333333333
ZFAND2B	0.37925
SAMD4B	0.14425
HEXA	0.878625
HNRNPU	0.302636363636364
USP39	-0.881
NRD1	-0.76525
R3HDML	-0.13675
FLT4	0.338833333333333
OMG	0.00580000000000001
OR52N4	0.4535
LOC399818	-1.12625
ELA2	-1.7955
VENTXP1	0.848
RFC5	-1.616
OR52L1	-0.1515
PAX5	0.063
FBXO2	0.01125
GMEB1	0.171
AKT3	-0.765833333333333
CRB1	-0.6835
CTTN	0.2375
UTP15	-0.3275
HSBP1	-0.358416666666667
PHF11	2.6025
NDEL1	-0.379333333333333
USP8	-0.0005
BAIAP2	0.2125625
SI	1.7886
ARSJ	-1.33983333333333
BAAT	-1.992
KCNS3	3.67433333333333
LOC126147	-0.8995
TMEM37	-0.34575
C1orf162	2.647
MBD1	-1.0105
ITGAL	0.868333333333333
WDR73	0.233833333333333
GKN2	0.456666666666667
ARFGAP1	-0.40925
SLC5A8	-1.7788
ZBTB40	0.1118
CYP4B1	2.31283333333333
LYPLAL1	1.045
CHST3	-0.74125
MAP3K9	0.221
BTAF1	-1.56066666666667
TFAP2E	-0.581
RBM35B	0.63175
LOC441251	-0.1845
ANKRD25	-0.529333333333333
UQCRC2	-0.051
MAEA	0.16125
HYAL1	-2.8398
RNPEPL1	0.100833333333333
CPSF2	-0.68475
PSD3	2.6677
ABCA13	-0.4205
AGR2	1.825
GBX1	-0.902
HDLBP	0.699642857142857
ACY3	-0.689
HECW1	-0.17275
ZNF519	-2.147
HOPX	3.151875
ZNF304	0.96475
OR12D3	0.0735
FKSG43	-0.24975
METTL1	0.58125
MFSD3	0.5712
PSPH	-1.66375
CLCA3	-0.2325
DARS2	-1.17883333333333
CDC25A	-2.79033333333333
BAIAP2L1	0.07175
B3GNT5	-1.2835
USP29	0.45725
ARHGEF10L	0.8071
ATOX1	0.913625
ADAM30	0.537
DNASE1	-0.9115
STT3A	-0.11925
RAB6IP1	0.03675
PTN	2.3049
C1orf106	-2.35084615384615
HECA	1.5435
RNF122	-0.64825
SLC22A18AS	-0.1055
GNG8	0.032
ELP4	-0.301
FAM65A	0.333833333333333
RPL10A	-0.567833333333333
IRS4	0.766
MACF1	1.0181
SEC24D	0.63
LOC374395	1.50325
TGFB2	-0.785375
MDFIC	-0.562
CHRNE	0.4905
PCMTD2	0.158
ATP6V0D1	0.172833333333333
MTA2	-0.27925
LZTR1	-0.163
RAP1A	-0.666
AXIN1	-0.259
POLR1C	-0.11025
TRIO	0.2995
PLXNA4A	-1.19858333333333
C5orf33	-0.803
DEPDC1B	-3.79575
ZNF473	-0.145666666666667
MTM1	0.240875
GPR107	1.032
CSNK1A1L	0.911833333333333
FLJ14154	-0.20525
NLRC4	2.6555
ENPP4	3.78566666666667
PADI3	-0.3855
RNF170	0.128375
CG018	0.842166666666667
C16orf7	-0.1215
KCNE1	0.1185
NRM	-1.2405
SLC37A3	-0.308285714285714
TPD52L2	-0.5655
UNC5B	3.403
C12orf12	0.3934
SDHB	-0.03025
CLRN1	0.27075
NUDT10	-1.56516666666667
UGT3A1	-0.204375
FBXW8	0.127125
RHOF	-1.044625
PTPLAD1	0.28625
MYO3B	4.53725
DERA	-1.03375
TPP2	-1.057
C19orf53	0.619666666666667
GINS3	-1.502375
ST6GALNAC5	2.244
CHSY1	0.7165
MGC15705	0.85
GPR83	0.262166666666667
EXT2	0.147625
DOLK	0.71475
TUBAL3	-1.407
ACVRL1	2.1487
ABL2	0.351916666666667
C14orf156	0.319333333333333
PTPRZ1	-3.86375
DIP2C	0.78175
LAMP1	1.0575
RXRA	0.6057
MAP3K5	-0.09775
ALKBH1	-0.0465
PDLIM7	0.106625
ARL14	-3.0165
SNIP1	-0.750166666666667
TIMP3	2.35058333333333
RGS3	0.531333333333333
SPAG16	-0.7968
ABHD4	0.29475
ARHGEF12	1.00416666666667
GLUD2	-0.975
RAC2	-0.9068
UAP1L1	0.0655
SLC18A3	0.1995
YOD1	-1.08258333333333
RALY	0.32975
HMOX2	0.472375
DGKH	0.272
DBNDD2	2.49983333333333
YIPF4	0.132375
THAP10	-0.62125
ZNF513	0.64775
HAGHL	-0.2245
ITGB4	1.44016666666667
CCDC141	-2.322
YTHDF3	-0.26225
C5orf28	0.59475
RPL7L1	-0.43325
TMEM30B	1.53878571428571
ANKRD35	1.224
DUOXA2	0.0705
TBC1D5	0.065
DFNB59	-0.761
HRH4	0.294
MYO6	3.0411
DNAJA4	0.90475
RBM24	-0.246375
CEACAM20	-1.71225
RBM23	-0.0573571428571428
NGFB	-0.355
C1orf63	-1.432
KRTAP7-1	-0.2965
PERLD1	2.09575
NPB	0.1295
C17orf59	0.4547
HSPBAP1	-0.489
SLC15A4	-0.2055
PRTFDC1	-1.15025
OSMR	-0.0847857142857143
CYSLTR2	0.2345
C19orf25	1.5319
KIAA1797	0.306
NLRP6	0.5455
FAM105B	-0.1187
SCRN2	0.3805
LRRC58	0.1179
RNF17	0.087
NEIL3	-3.08
FAM137A	-1.13225
SKP2	-3.46
PARVA	1.25058333333333
PKLR	-2.15
RNF34	0.0665
A3GALT2	0.04775
C12orf50	0.233166666666667
SUNC1	-1.20666666666667
FAM102B	-0.319666666666667
CCT2	-0.72525
LRRC37A2	-0.3545
ARF4	1.1525
SIKE	-0.692
C8orf48	-0.13
MBTPS1	-0.484285714285714
GPSN2	0.1025
NCF2	1.958
SLC12A6	-0.0475
MRPL48	-0.49625
HMGN3	-0.444333333333333
LRRC62	-1.187
PAX9	0.255375
FAM55A	0.468
C20orf42	-3.2535
SCML2	-2.28433333333333
BCL9	0.802
FAM40A	-0.227
C9orf41	-0.733166666666667
ZNF774	0.146
LETM1	-0.9505
PLXNB1	0.1936
NIPSNAP1	-0.294875
USP10	-1.426
F9	0.5725
LIPE	0.7455
CNGB3	0.941
C12orf52	0.134
PI4K2A	-0.01325
MED8	0.09875
STAT4	-0.0343
FGD4	-0.131666666666667
RNF145	-2.13466666666667
WDR32	2.2518
CLDN2	-0.0925
TCEAL8	0.443
ZMYND8	-0.255
PDXK	-0.1325
GATAD2A	-0.69775
PTGES3	-0.6165
CCM2	0.07275
TAP1	2.084375
ZNF670	-0.177
ETS2	-0.920642857142857
C6orf166	-0.0108333333333333
PRMT2	-0.184714285714286
OR4B1	-0.14
INTS8	-0.8235
CCDC102A	-0.51125
CCDC83	-0.490666666666667
