Hybridization REF	TCGA-BH-A0HI-01A-11R-A084-07
DGKQ	0.35075
VPRBP	-0.116666666666667
SCNN1B	-0.4741
ECHDC3	1.6957
TMEM106C	-1.138
CSNK2A2	-1.135
RPL39	-0.5884
HERC3	0.453
ZBTB47	0.7005
ZNF681	0.96525
PAGE2	-3.12425
CLIC5	3.32878571428571
RABAC1	1.3305
ZFHX2	0.961
YPEL1	0.718833333333333
KIAA0776	1.08175
NR1D2	0.206
DNAJC4	0.796375
NPNT	3.7741
ZNF677	0.8185
ZNF536	-0.4565
MEF2B	0.21125
PTPN4	-0.464
CTCFL	-5.542
STX5	0.792166666666667
CD72	1.18775
VEGFA	-0.440578947368421
XRCC1	0.0209
MAS1L	0.485333333333333
ELL	0.1758
SETBP1	2.44175
CDH11	3.54716666666667
NDC80	-2.32576923076923
DMBX1	-3.3925
NRSN1	0.150333333333333
BAT2D1	-0.059375
CDS2	0.795333333333333
C1orf212	0.00116666666666667
SENP3	-0.521125
IL1F9	-0.579
EEF2K	-0.136
COG8	-0.11325
CEP72	-2.13625
OR1L8	0.046
MUS81	-0.7935
PHYH	0.440875
GGT6	1.61783333333333
C22orf23	-0.824
C13orf33	2.569625
MAPK8IP2	1.88575
NELL2	2.89775
POU3F2	-3.59466666666667
ALPK1	1.531875
MRPS18C	-0.67525
RPLP2	-0.376875
FGF22	0.2995
SPNS1	-0.784666666666667
ZFP1	-0.4105
IL1RAPL1	-1.06925
PCSK9	-3.734
NKX2-1	-0.303214285714286
C6orf189	1.248
SP4	-0.5155
SLC11A1	1.5477
C21orf25	0.939833333333333
ICAM2	0.424375
SH3GL1	-0.4875
GSK3B	-0.00833333333333334
RALB	1.41625
PDXP	-1.4855
GNGT1	-3.01025
KIR2DL1	0.037
TNFAIP3	0.61775
C6orf32	-0.5863
CBLN2	0.131
PANK3	1.42225
TAAR9	0.113
WDR82	0.0953571428571428
APOM	-3.321625
TRIP10	-0.6445
SPATA16	0.557333333333333
C1orf135	-2.36625
USP51	0.01175
TESK1	1.03175
C11orf64	-0.0355
ZNF611	0.047
PDE6G	0.065
HLA-DQA1	3.33975
GCLC	0.335625
SEC61A1	0.0819285714285714
TWSG1	0.768583333333333
ZMYND10	3.37625
CTDP1	0.22225
ADAMTS6	-0.118166666666667
SLIT1	-2.312
KRT86	-0.7655
KIAA0574	0.33825
GTPBP2	-0.645
PQLC3	1.55375
PRRX2	-0.499833333333333
C15orf44	0.519833333333333
MKKS	-0.516625
C11orf10	-0.33925
GPR110	-0.19075
CD109	1.21416666666667
ADCY1	0.721166666666667
RHBG	-3.5575
TP53I3	-0.622125
SLC22A3	-1.7479
UCP2	0.74875
FOXG1	-2.66216666666667
OR2AG1	0.2205
TRIM24	-0.726
PROC	-2.792625
TAAR6	0.3975
AMTN	-1.324
C10orf47	0.883666666666667
DEPDC1	-2.22775
FLJ45557	5.0305
ZDHHC17	-0.6215625
KIAA1429	0.651833333333333
KCNH1	1.487
VNN3	1.01125
PSMAL	2.57075
PPARD	-0.09925
HFM1	-2.1495
YBX1	-1.78566666666667
ZNF695	-3.6655
SCTR	-0.230333333333333
DCDC1	0.7265
VPS26B	0.6912
MTF2	-1.25066666666667
ATP6V1F	-0.329
CCDC94	-0.152
PERF15	0.058
CCL11	2.0375
LMO7	-0.510375
DCST1	-0.4825
ADRBK1	-0.042375
CDRT4	0.501375
ZNF84	-0.451
HOXD8	2.5135
STARD8	-0.233166666666667
FOXP2	-0.959
CCDC103	0.8765
POLR3A	-0.8511
GSC	3.011
ZNF114	-1.7885
HTR7P	0.158
LALBA	-0.4845
RMND5A	0.171166666666667
PSCD2	1.213
ZNF409	0.513
KRTAP1-3	0.2662
MAF1	-0.4845
LOC201725	-0.8485
NRN1	-1.8935
SPAG5	-3.16233333333333
DNAH7	2.4585
FLJ43860	0.508
BRCA2	-1.7625
ACADM	0.18475
CXXC6	-3.353125
RAGE	-1.10075
CHMP2A	1.2295
FAM8A1	1.3955
GPR21	0.884
SLC12A3	-3.16716666666667
FVT1	0.644214285714286
ZDHHC7	-0.663375
FLJ44048	0.16
SLC44A3	3.01983333333333
SDSL	0.8755
MMP8	-0.03475
PLA2G12B	-4.009
ACY1	-0.70025
MT1E	-1.85116666666667
OR4K15	1.504
TECTB	-0.6245
GPR20	0.514125
IRAK2	-0.21775
RFPL3	-0.53075
MYO9A	-0.00875
NARG1L	-0.4165
BLMH	-0.12675
CCDC3	2.99666666666667
C9orf21	-0.258666666666667
KIAA0513	0.0535
MIER2	0.0385
PNMA2	-0.438583333333333
SH3BP2	0.4726
ANXA10	-1.99025
RTN2	0.761166666666667
TFB1M	-1.15
PRPH2	2.04875
C14orf133	0.18075
GOLGB1	1.70608333333333
IRX4	1.10325
NFKBIL1	0.307
C10orf62	-0.59575
APBB3	-0.59275
RPS10	-0.5976
LOC728378	0.553
TLE3	2.01461111111111
PSMB7	-0.837625
MESDC1	0.919
SLC6A1	1.03316666666667
OCLN	1.25658333333333
PTTG3	-3.14433333333333
NAGLU	-0.249
SERTAD4	2.00025
SPRY1	1.86775
FLJ10781	-0.675
MYSM1	0.0235
TRIM4	0.912785714285714
SH3YL1	1.200125
TREM2	3.87
SERPINI1	3.18225
HDHD3	0.671
TMEM38A	0.049625
EID2B	-0.61475
TDRD3	0.2315
SEDLP	0.30125
THSD7A	2.04116666666667
NDST3	-1.607
KLHL15	-0.251916666666667
DHRS12	2.091
FBXO9	0.0744285714285714
TNPO1	-0.375666666666667
MRPL13	-0.748666666666667
SNX5	-2.16083333333333
METTL6	-0.458
SOD1	-0.139375
CHML	-1.2525
PACS1	0.295875
SIRT5	-0.3151
CAPN2	1.23466666666667
FXYD5	0.155333333333333
TWISTNB	-0.771625
LRFN1	0.548833333333333
UBE1L	1.463875
UBE1C	0.6055
OR51B2	-0.1685
OR4D11	0.3005
C15orf2	0.137
NR4A1	1.46666666666667
LOC339047	-3.33275
TRIM17	0.455
ATP5G3	-0.357357142857143
RPL15	-0.269083333333333
ADAMTS8	-0.30275
HOXC4	-0.132
C14orf37	2.208
CEACAM5	1.505875
MYT1L	-0.00766666666666667
RASA2	0.020125
OSBPL7	-0.431
STAG1	0.1995
GIMAP4	4.65283333333333
FUT3	-0.918666666666667
PIF1	-3.6255
LPIN2	-0.2815
SH3PX3	1.244
PDP2	-0.53525
PAPD1	-0.1455
ERP27	4.35725
APOOL	-0.193
DIABLO	0.29925
TRHR	0.512857142857143
ARMC9	0.032875
RNF152	3.3315
SLITRK3	0.698666666666667
ZNF211	0.6414
PFDN1	0.0025
RGS11	0.268125
HS6ST1	1.0091
AKR1D1	-0.90625
TNP2	0.1275
STK31	0.549833333333333
EML4	-1.55458333333333
SGTA	-0.125333333333333
HIST1H2BI	-0.494333333333333
PSMD6	-0.996833333333333
KIAA1257	2.4115
C18orf55	-0.573
FLJ20273	2.9745
RPL28	-0.549
EPYC	2.917125
NOX3	-0.1475
ELAC1	-0.2865
METT11D1	-0.82775
BIN2	-0.323333333333333
NACA2	0.138
CCDC17	-1.9015
HM13	-0.2904
UBOX5	-0.22575
UBE2O	-0.776875
UBL5	-0.00824999999999999
APOLD1	1.86275
C9orf31	0.57025
TNFSF8	0.474
ARHGAP29	1.4735
PROKR2	0.4785
PDE5A	-0.458
C6orf12	-0.1785
TOM1L1	0.6495
WHDC1	0.2755
FOXI1	0.912
RAB4A	0.7711
TMEM39B	-0.71975
ATPBD1C	-0.79675
FARSA	-0.709
PLEKHG5	0.8765
CMAS	-0.451
OR7E24	-0.271
SLC30A1	1.0325
CDC42EP5	1.0255
PLAC1	-0.43975
KLHL18	0.0248333333333333
LBA1	1.2195
TAZ	-1.5345
CRIP2	2.312875
BTBD11	-0.597
C16orf72	0.73475
DIO2	1.5548
LRRCC1	0.0526666666666667
CCDC136	-2.5115
PRX	-0.038
RBM5	-0.3308
TMEM85	0.47475
TUBGCP4	-1.265
APLN	1.151875
CDK7	-0.203333333333333
SSR2	1.49391666666667
CRELD1	0.21925
C19orf46	2.1465
GAL3ST4	0.700833333333333
KBTBD10	1.50075
IL28A	0.2305
WDR27	-1.3005
MCM2	-2.16133333333333
SOX14	-0.193
FLJ39743	0.3905
KIAA0922	-0.489125
HIPK4	0.7225
FLJ25758	0.08
C16orf57	-1.05275
PDZD2	1.158875
MCC	1.574
HHLA3	-0.0538
ID2	0.6055
C20orf23	2.42375
ZNF688	0.87525
APOC2	-2.161
LOC440093	-0.1415
FAM50B	1.92266666666667
PWP1	-0.65
DNAH10	0.217
HIST1H2BA	0.32875
GPR56	0.8985
METAP2	-0.3655
PAN3	0.476
STXBP4	0.431875
PDHX	0.0625
MTA1	0.547833333333333
ZBED4	0.405375
ZNF720	-0.3515
CDK2	-1.283875
RHOJ	0.836
CDC37	-0.421666666666667
ZER1	0.674875
GRK4	0.76075
PRPH	-0.879
POLR2A	0.774375
OGFOD1	-1.307
NOL5A	-1.739
PHEX	0.4345
FLJ16478	-0.18
C20orf117	-1.320375
CAMTA2	0.44025
C11orf74	0.217333333333333
DDX17	-0.269416666666667
C5orf27	-0.0385
PLEKHA2	-1.6449
PDE4DIP	0.2916
SCN7A	0.9245
ZNF559	0.164166666666667
CXCL10	3.53525
ZMYM4	0.382
STK32B	1.67633333333333
KIAA0888	-1.633
TACR3	0.3385
CKAP2L	-1.79075
KIF1A	-0.844666666666667
RSPRY1	0.7285
VCAN	1.81825
CYP27C1	0.0765
SYDE1	-1.09
MED12L	-0.44275
ZDHHC21	1.36025
NHS	0.645
TM9SF3	1.11783333333333
DDHD1	-0.685875
MAFG	-1.142
BICD2	-0.7287
C14orf119	-0.0725
C14orf43	0.526642857142857
CDH7	0.8195
ALKBH5	-0.0294285714285714
JUP	1.58425
TMEM41A	0.291333333333333
MAMDC4	-1.4035
CBX3	-0.6175
LRRC18	0.14225
RBMXL2	-0.38225
PLA2G4D	0.368666666666667
FGF13	0.833125
KIF3A	0.71
PDIA6	-0.01975
DCXR	0.62575
CASKIN2	0.401583333333333
EHD1	0.318833333333333
MARCKSL1	0.764166666666667
ZNF496	-0.3115
SCAF1	0.045
KCTD8	-0.37125
TRAF3IP3	0.511785714285714
LSR	1.23925
CXorf1	0.2935
C14orf112	0.462
EIF2B1	-0.22925
OMP	-0.197
GSTZ1	0.7175
LOC92017	0.894
ISLR2	2.133
C12orf36	0.5845
GATA2	0.153166666666667
GABRA5	-2.8955
CELSR2	0.432428571428571
STAM2	1.4576
TNAP	-0.111
PTPMT1	-0.278166666666667
GRP	7.54025
SV2A	-1.65566666666667
MAGEA12	-4.6835
CACNG1	1.3355
C18orf19	-0.77325
GSG1	-0.6585
PTPRJ	-0.0564285714285714
FRMPD1	0.472
ZNF668	0.22575
PLEKHJ1	-0.903125
ADAT1	-0.7565
TMEM50A	0.8392
UCN3	-0.034
HOOK1	1.393625
IL17B	-1.197
MLKL	-1.38583333333333
TTC14	-0.4055
KLHL5	1.197
CRYL1	0.879833333333333
FOXH1	-0.5855
NFYB	-0.25625
PPM1G	-0.519
GOLGA2LY1	-2.33825
NMT1	-0.512125
HADHA	-0.1696
CHSY-2	2.08175
PLEKHF1	-0.071
SAGE1	-2.598
MUSTN1	0.81375
SUHW4	1.43725
TFEB	1.089
ZFYVE27	-0.07825
ATG12	-1.017
BMI1	2.11442857142857
ZIM3	0.10275
MYH4	0.20275
MASP1	-1.25125
KIAA0984	1.788
RPAP2	-0.45825
ASB5	-0.89075
BOLA3	-0.819666666666667
MIA3	1.91633333333333
KRT35	0.4365
KIR3DL3	-0.78
MRPL51	-0.5885
SEMA3F	1.21366666666667
NDUFB2	0.701
LOC253012	2.737
FAM46C	0.9631
G6PC	-2.193125
CSAG3A	-5.51183333333333
PREX1	2.4955
SLC25A45	0.088625
MAPKBP1	0.229
CPE	0.2449
GNB1	-0.161875
CXCR6	0.9165
TRIM46	-0.118
C16orf3	0.0646666666666667
HPSE	0.402625
TIGD3	-0.33
SPG3A	2.6805
LCAT	-2.02133333333333
ST6GAL1	-0.720166666666667
POMC	0.8075
FLJ36031	-0.932333333333333
NSMAF	-0.642333333333333
SKIL	1.864
ADSS	1.21533333333333
HMGCS1	-1.3825
POLR3F	-0.125833333333333
RAB10	0.548
ZNF277P	-1.19725
ZBTB7B	1.454125
DHRS1	0.968
ABCC13	4.1105
CNOT3	0.01675
NFKBIA	1.02075
GAK	-0.0778333333333333
SFT2D2	0.887666666666666
HOXA6	-0.1145
CRTC1	0.613375
LY6D	-1.74433333333333
C20orf72	-1.06666666666667
CPT1A	-0.47425
LMO1	-1.5405
EIF3I	-0.0515
PRB4	0.054
MCM3APAS	-2.22325
C20orf132	-0.1477
FOXF2	-2.3595
S100A12	-0.134
MLH1	-0.0196666666666667
ACTN1	0.314
MRPL36	-0.51
C20orf106	-0.6775
FBXO6	1.52483333333333
MKS1	-0.00616666666666667
CX3CR1	0.769625
PDE1B	1.024
PLP1	-3.861
KISS1	-0.0555
C14orf2	-0.693833333333333
TBC1D3P2	-1.25725
COMMD6	0.9119
ANKRD7	-1.60725
PTCHD1	-1.125125
NARS2	-0.43375
DOCK7	-0.5475
FAM127B	-1.46875
LOC390243	-0.3655
N6AMT2	1.16425
ZNF391	-1.843
DNAJB14	0.276333333333333
WRB	0.16225
BPI	-0.0346666666666667
TTC4	-0.000499999999999991
FAM10A5	0.42225
GOT1L1	0.1033
MAGED1	1.177375
RESP18	0.08925
WFDC6	2.24725
MT2A	-2.0385
C11orf56	-0.049
KIAA1432	0.5515
ROR1	-1.000375
HSD17B14	1.29566666666667
ZFAND2B	0.258125
SAMD4B	0.106
HEXA	0.116125
HNRNPU	0.116863636363636
USP39	-0.3875
NRD1	-0.33375
R3HDML	0.11675
FLT4	0.702
OMG	-0.180166666666667
OR52N4	0.4485
LOC399818	0.15225
ELA2	-2.705
VENTXP1	0.478
RFC5	-1.982
OR52L1	0.5565
PAX5	0.349
FBXO2	0.383
GMEB1	0.179
AKT3	-0.6825
CRB1	-0.945166666666667
CTTN	0.0505
UTP15	-0.065
HSBP1	-0.402416666666667
PHF11	1.992
NDEL1	0.1915
USP8	0.223
BAIAP2	0.2849375
SI	0.217
ARSJ	-0.948333333333333
BAAT	-3.008
KCNS3	3.73083333333333
LOC126147	-0.477166666666667
TMEM37	-0.80025
C1orf162	3.2475
MBD1	0.1284
ITGAL	0.379
WDR73	-0.241333333333333
GKN2	0.0815
ARFGAP1	-1.040125
SLC5A8	-0.0806666666666667
ZBTB40	0.2233
CYP4B1	4.37683333333333
LYPLAL1	0.103
CHST3	-1.25225
MAP3K9	0.1065
BTAF1	-1.67933333333333
TFAP2E	-0.26
RBM35B	-0.31325
LOC441251	-1.07616666666667
ANKRD25	-0.0998333333333333
UQCRC2	0.098
MAEA	0.404416666666667
HYAL1	-3.1462
RNPEPL1	0.224833333333333
CPSF2	0.17175
PSD3	1.8139
ABCA13	-0.2245
AGR2	3.444375
GBX1	-1.6505
HDLBP	0.506142857142857
ACY3	-0.424
HECW1	-0.60825
ZNF519	-0.95325
HOPX	3.332625
ZNF304	1.27325
OR12D3	0.1185
FKSG43	0.09725
METTL1	-0.315375
MFSD3	-0.4599
PSPH	-1.62225
CLCA3	0.1335
DARS2	-0.955
CDC25A	-2.39466666666667
BAIAP2L1	-0.53
B3GNT5	0.02175
USP29	-0.273
ARHGEF10L	0.8714
ATOX1	0.093625
ADAM30	0.469
DNASE1	-1.36925
STT3A	0.675083333333333
RAB6IP1	0.124
PTN	0.7964
C1orf106	-2.27984615384615
HECA	1.275
RNF122	0.608
SLC22A18AS	0.874833333333333
GNG8	0.149333333333333
ELP4	-0.63375
FAM65A	-0.004
RPL10A	0.188333333333333
IRS4	0.141
MACF1	0.9587
SEC24D	1.1
LOC374395	0.7025
TGFB2	0.6295
MDFIC	-0.43725
CHRNE	0.573
PCMTD2	-0.406666666666667
ATP6V0D1	-0.0318333333333333
MTA2	0.30925
LZTR1	-0.777166666666667
RAP1A	0.3095
AXIN1	-0.58025
POLR1C	-0.46725
TRIO	0.15625
PLXNA4A	-0.66575
C5orf33	-0.18575
DEPDC1B	-3.895625
ZNF473	-0.619166666666667
MTM1	1.22225
GPR107	0.52
CSNK1A1L	0.4555
FLJ14154	0.46875
NLRC4	3.685
ENPP4	3.47916666666667
PADI3	-0.8585
RNF170	0.279875
CG018	1.13183333333333
C16orf7	-0.60525
KCNE1	-0.74225
NRM	-1.544
SLC37A3	0.245642857142857
TPD52L2	-1.032
UNC5B	2.68725
C12orf12	0.0223333333333333
SDHB	-0.3315
CLRN1	0.32725
NUDT10	-0.598666666666667
UGT3A1	0.273125
FBXW8	0.270375
RHOF	-1.319625
PTPLAD1	0.389375
MYO3B	4.50425
DERA	-0.6935
TPP2	-0.43425
C19orf53	-0.343
GINS3	-1.210375
ST6GALNAC5	2.177
CHSY1	0.74725
MGC15705	0.0655
GPR83	0.449333333333333
EXT2	-0.069625
DOLK	0.61
TUBAL3	-0.90225
ACVRL1	2.1518
ABL2	-0.310083333333333
C14orf156	-0.729833333333333
PTPRZ1	-1.89925
DIP2C	0.4155
LAMP1	1.741
RXRA	-0.0148
MAP3K5	0.845
ALKBH1	0.805833333333333
PDLIM7	-0.343875
ARL14	-0.6855
SNIP1	0.2195
TIMP3	2.21333333333333
RGS3	0.676166666666667
SPAG16	-0.811
ABHD4	0.39025
ARHGEF12	1.046
GLUD2	-0.0435
RAC2	-0.4589
UAP1L1	-0.856
SLC18A3	-0.284
YOD1	-0.72675
RALY	-0.2755
HMOX2	0.388625
DGKH	0.206
DBNDD2	2.68533333333333
YIPF4	0.60525
THAP10	-0.045
ZNF513	0.6655
HAGHL	-0.839166666666667
ITGB4	0.935166666666666
CCDC141	-0.979
YTHDF3	0.88925
C5orf28	0.93675
RPL7L1	-0.529875
TMEM30B	1.50907142857143
ANKRD35	1.3595
DUOXA2	-0.18325
TBC1D5	-0.014125
DFNB59	-0.6465
HRH4	0.37775
MYO6	2.5517
DNAJA4	2.177625
RBM24	0.938
CEACAM20	-1.59825
RBM23	0.436357142857143
NGFB	0.3265
C1orf63	-1.5699
KRTAP7-1	0.1115
PERLD1	2.15675
NPB	0.043
C17orf59	0.9332
HSPBAP1	-0.69925
SLC15A4	-0.231625
PRTFDC1	-1.07225
OSMR	-0.375071428571429
CYSLTR2	-0.423
C19orf25	0.346
KIAA1797	0.292
NLRP6	0.8645
FAM105B	0.0415
SCRN2	-0.0703333333333333
LRRC58	-0.3222
RNF17	0.233625
NEIL3	-3.699
FAM137A	-2.43175
SKP2	-3.49725
PARVA	1.29683333333333
PKLR	-1.909
RNF34	0.4515
A3GALT2	-0.06
C12orf50	-0.2975
SUNC1	-1.81175
FAM102B	0.702166666666666
CCT2	-1.04675
LRRC37A2	-0.87
ARF4	1.5075
SIKE	0.28525
C8orf48	1.821
MBTPS1	0.422928571428571
GPSN2	-0.216
NCF2	2.871
SLC12A6	0.229166666666667
MRPL48	-0.6585
HMGN3	-0.5145
LRRC62	-1.40925
PAX9	-0.3315
FAM55A	0.23
C20orf42	-3.48066666666667
SCML2	-1.15783333333333
BCL9	0.8705
FAM40A	-0.1045
C9orf41	-0.231
ZNF774	0.633
LETM1	-0.67125
PLXNB1	0.536333333333333
NIPSNAP1	0.055875
USP10	-0.89525
F9	0.75775
LIPE	1.32875
CNGB3	-0.297
C12orf52	0.01375
PI4K2A	0.22475
MED8	0.376875
STAT4	0.3967
FGD4	-0.0251666666666667
RNF145	-2.48
WDR32	1.2697
CLDN2	0.837666666666667
TCEAL8	1.05325
ZMYND8	-0.2475
PDXK	-0.82453125
GATAD2A	-0.6965
PTGES3	-0.947
CCM2	-0.82975
TAP1	1.3045
ZNF670	-0.05525
ETS2	0.416571428571428
C6orf166	-0.197166666666667
PRMT2	-0.0732142857142857
OR4B1	0.1155
INTS8	-1.0715
CCDC102A	-0.676
CCDC83	-1.07583333333333
ITGA1	0.2557
EPHA5	-1.5693
FAM24B	-2.05983333333333
TSGA10	3.24225
HAL	-1.85016666666667
MYOT	0.01375
SPACA3	-0.13275
BCL2L2	-0.247166666666667
CUGBP2	-0.366
CCNB3	1.4055
RNF113B	0.008
MERTK	0.237
BAG1	1.07425
VPS36	0.15375
ORMDL3	0.7696
C1orf190	0.27375
ZNF625	0.062
CORO2B	-1.69025
ALOX15	-0.3855
CST1	3.8955
NUPR1	1.90833333333333
CCL7	2.447
SMCR5	-3.156
DSC2	-0.235
RBMS2	0.53025
GRIK4	0.8785
TRIM65	-0.0317
TMPRSS6	2.0345
TP53INP2	0.74325
GLB1L	1.7925
LOC388284	-0.136333333333333
PUS1	-1.23164285714286
BCL9L	0.0035
OLFM1	-0.139916666666667
RET	2.978375
MASTL	-2.36733333333333
ALX3	0.0725
IL1RL1	0.150833333333333
ZNF765	-0.8431
C14orf138	-0.535
SNX10	-0.5415
TAC4	0.164
C1orf64	3.7415
POGK	0.840625
MAPK9	0.82675
ZNF366	3.176
C8orf79	1.2946
CLDN7	2.712125
OR5AT1	0.101
TRIM37	-1.98075
LRRC25	2.6235
GRHL2	2.7021
TEKT3	2.46275
LASS5	0.112666666666667
ABCC4	-1.38358333333333
DLG3	1.342
VGLL1	0.27425
ZFP36L2	1.7165
MFRP	-0.0853333333333333
KIAA1799	0.31325
FLJ44379	1.996
PCNX	0.14275
ANXA9	1.831
CYP4V2	2.1499
PIK3C2A	0.811
SRR	1.647
NOL3	-0.13125
IFITM2	1.1875
ARNTL2	-1.95925
ZNF595	0.79425
NLRP13	-0.0385
ASPH	-0.06125
CPA2	0.282
PVRIG	-2.06033333333333
LEPR	-1.02416666666667
C16orf42	0.0663333333333333
SH3BGRL	4.108
FAM77D	0.48
FNDC7	0.2825
C9orf6	0.965333333333333
NOTCH2NL	1.92683333333333
PGBD1	-0.228833333333333
SYNGR2	1.0065
PITPNA	-0.0641875
PRPF4B	-0.4816
SLC43A3	-1.20657142857143
NRBP1	0.22675
SLC25A22	0.21775
ILK	0.16675
SLC22A8	0.491833333333333
MRPS7	-0.218125
PITX2	-0.82475
FABP3	2.280125
OR1L1	0.738
LOC728215	0.295125
BLID	-1.258
KIAA1217	2.58541176470588
TFPT	-0.03025
AP4B1	-0.52725
VBP1	-0.9045
OR1K1	0.3285
MORC3	0.62475
BHMT2	-0.716333333333333
C3orf10	0.87125
FZD7	0.568833333333333
WFDC10A	0.653
PMS2CL	-0.41275
CCDC32	1.04033333333333
FA2H	-1.047
ALG13	0.3775
TTLL7	-0.0328
SPOCK3	0.4075
SLC13A2	0.6325
AIM1	0.8535
GPRC6A	0.127
EGR2	5.43425
MED11	0.5595
WWC1	1.10725
SH3GL3	-4.53475
RIF1	-0.638357142857143
PRLH	-0.3725
VLDLR	-0.174
DBT	0.1915625
C21orf63	1.38525
CGGBP1	-0.11425
KRTAP12-2	-0.3305
TADA3L	0.037625
ZBTB16	1.08925
PDGFB	1.733375
RFX1	0.377625
UQCRB	-0.5816
LOC133874	-0.794
HPS3	-2.74625
LGALS3BP	0.9516
DKFZP564O0823	1.94828571428571
MRFAP1L1	0.82675
HOXA10	-0.958833333333333
NGB	-0.0335
KIF21A	-0.329
IFLTD1	0.2195
LZTS1	-0.56325
ARHGEF3	2.66675
RHBDL3	1.896
CSNK1G2	-0.677916666666667
ChGn	-0.74025
KIAA1244	2.74183333333333
GABRB2	0.058
MGC72080	-1.0155
CD27	2.386
EGLN1	-2.2821
PEX13	0.84875
RWDD3	0.01925
RNF12	-0.305333333333333
GRIN2B	-0.2775
ADAMTS14	-0.712625
DYDC2	0.771
ATP6AP1	1.1225
NR1H2	-0.297833333333333
PDK2	0.5335
C3orf17	-0.286666666666667
SLC38A2	-1.49835714285714
SLC25A29	0.312833333333333
C15orf29	0.480125
ADAM9	-1.6655
TMUB2	0.11925
GPR176	-0.46825
AGK	-0.410625
MCCD1	0.1965
NDUFA4	-0.0885
TMEM146	-0.346
DUSP1	3.1355
UNQ6975	0.4655
EMX2OS	2.40825
INSM2	0.04975
LUZP4	-0.098
SETD6	-1.50225
P2RY2	2.55425
SLC45A2	-1.8235
RABGAP1	0.332166666666667
UBXD5	0.366875
GPRC5A	1.1117
PAK3	-0.106833333333333
LOC63920	-0.23275
TGFBR1	0.5532
KRTAP6-3	-0.1955
SFMBT2	-0.295
CDC42	0.0116250000000001
C11orf35	1.3
TTLL2	0.1
UACA	0.624166666666667
CD97	-1.2528
SETD5	-0.316125
NINJ2	-0.3605
PTER	1.04116666666667
POMGNT1	0.78825
KRTAP4-2	0.0695
ECGF1	2.8015
HRB	-0.352
ATP1B2	0.2221
LOC400506	-0.369
COL4A3BP	0.854
C6orf97	2.93975
GRHPR	0.255875
TAS2R1	-0.3735
SEMA7A	-0.7535
EDF1	0.4725
ODF2L	0.3923
PCID2	-0.5215
GTF2H4	-0.798166666666667
ZCCHC3	-0.650125
CGB2	-0.203
NEUROD1	0.68575
C20orf75	-0.5805
RP5-1054A22.3	1.3855
IFNA5	-0.0785
ZNF134	0.582333333333333
MGC119295	-1.9601
ZSWIM6	-0.36325
SMEK1	0.3465
PCGF2	0.496125
C1orf102	2.9835
CYP2A13	2.845
KCNH6	-1.3706
MDM1	0.4221
ALDH7A1	0.2785
C9orf75	0.74825
VDAC3	-0.263375
OR51T1	0.078
EIF3F	-0.51125
KCNJ10	-0.6525
LENG8	-0.1915
EDEM2	0.449416666666667
CCNJL	-1.15783333333333
DHX37	-1.307
CRYGN	0.816
AATF	-0.519625
ZNF630	1.305875
E2F5	-0.611
WFDC13	-0.873
FTSJ3	-0.767833333333333
C4orf33	1.59425
LHFPL4	-3.0625
C19orf56	0.25725
SMAD4	0.053625
AFM	-0.629833333333333
G0S2	-1.589
FCHSD2	0.1566
RRP1B	-1.3636
EEF1B2	-0.882
STAT6	1.31066666666667
ZNF195	-0.253
GNL1	-0.780833333333333
ZNRF2	1.4555
PER3	-0.207625
ASB16	0.4705
C10orf10	1.385
ADCY8	-3.196
C9orf58	-0.758666666666667
ARMC10	-0.535166666666667
PSG1	-0.774
DHX34	0.03725
VARS2	-0.19275
NFIC	0.726
ITPR2	1.36275
AGXT2	0.319166666666667
OR6K3	-0.037
H2AFZ	-1.30033333333333
MLLT3	0.950583333333333
COX4I2	2.746
CCNT2	0.524625
PLK4	-2.587
NUMBL	-0.393166666666667
MED16	0.14125
PLEKHQ1	1.0255
GOSR1	0.332222222222222
BTG4	-0.10875
RPL30	-0.278083333333333
IGSF5	-0.37025
IGFL2	2.77516666666667
ELMOD2	1.32833333333333
SHC3	-1.18533333333333
HAVCR1	0.1375
DYNC2H1	0.95775
RNF5	-0.252333333333333
C2orf7	-0.02325
NLF1	0.465
KLHL25	0.56175
LRP10	1.228
KRI1	-0.70025
PUS7L	0.0211666666666667
MGMT	0.93775
HOXD1	0.705666666666667
CSH1	0.1757
ATG16L2	-1.88125
FLJ44635	0.8925
CHODL	-0.8455
EXOSC8	-1.457
SLC28A1	-0.36325
MYO7B	-0.357166666666667
SEH1L	-0.5381
MTNR1A	0.0798333333333333
TSPAN5	-0.446
CDC45L	-3.96183333333333
AMIGO1	1.522
ATAD3A	-1.55025
OSGIN2	0.3055
PDIK1L	0.854
DARC	2.058375
PIPSL	0.4485
SHMT1	-0.23825
CRISP3	-0.106
POPDC2	2.39533333333333
ZRANB2	-1.02633333333333
FBXL8	0.5065
TRIP13	-3.25690909090909
EIF5AL1	-0.9445
POU5F1P3	-5.57116666666667
IL6	-0.862166666666667
CXorf38	-0.2915
IFNA16	0.1535
FBXL2	1.75816666666667
BRD1	0.4945
STATH	0.6315
FBXO44	0.395166666666667
MCCC2	1.39075
CDC2	-2.5404
C5orf23	-1.30675
IVD	0.8175
C10orf122	-0.51075
MSL3L1	-0.0681
MVP	0.78075
EPOR	-1.3463
ZMYM1	-0.443166666666667
BCL7C	0.446
PSTPIP2	1.1515
