Hybridization REF	TCGA-B6-A0IP-01A-11R-A034-07
VKORC1	-0.447666666666667
MGC26647	0.811
TRPM6	0.669916666666667
UGT2B7	-3.91116666666667
FEV	-0.2015
FOXK2	0.00609999999999998
PDCD5	-0.840333333333333
SLC8A1	2.0175
DGUOK	-0.8575
CLDN16	0.492
GAGE1	-1.8105
RBM17	-0.0413
C1QTNF3	1.630625
VGLL3	-0.297
UNQ5830	1.423
CD1A	-2.48333333333333
SCGB1C1	-1.906
SUPT4H1	-0.401125
TRAF5	0.41725
ASAHL	1.249625
FAM73A	1.09216666666667
OR6B1	0.769
WHSC1	-1.1705
GFPT2	-0.27225
LOC339809	1.281
STARD5	0.623583333333333
SIP1	-1.16775
DNAJC15	0.15675
STAU2	0.367875
FAM98A	0.09025
RAD23B	-0.4954375
LRRC33	-1.25125
CHRAC1	-1.13375
C21orf89	0.05425
C19orf43	0.140666666666667
KLK8	0.858833333333333
CCNE1	-2.35475
PKDREJ	0.375
SSU72	0.1675
C17orf73	0.305
GPR78	1.6785
WHSC1L1	0.7536
GSTA2	-2.2705
SMUG1	0.194333333333333
UFM1	0.7619
AP3M2	-0.0695833333333333
USP14	-0.427875
FBXL14	0.9925
DSTN	0.5315
SFRS14	-0.82825
FBXO31	-0.397
C12orf40	-0.13025
FRS2	0.846
NR2E3	1.2635
TUBB2C	0.03675
GMPR	-1.88933333333333
C9orf139	-0.065
ING5	-0.199857142857143
LOC730092	-0.655166666666667
ORM1	-4.6335
RP11-11C5.2	-1.13975
HSPD1	-1.6121
PIWIL3	-0.2435
C5orf13	-0.7302
OR5R1	-0.695
LCOR	1.3685
PLEKHA9	0.0385
CCDC43	-0.387
ZNF232	0.13375
SLC6A7	0.0925
ADH5	-0.76425
SHBG	-1.23016666666667
CROCCL2	-0.663
PANX3	-0.1355
CDIPT	-0.069
SLC16A5	1.457
TUBB	-0.9248125
TOR3A	0.5581
PREP	-0.0795
ENTPD8	0.0222857142857142
CHMP1B	-0.10025
SYT12	-0.0042
MYH6	-1.9189
MAP3K13	0.863666666666667
KLHL30	0.263666666666667
LCMT1	0.325
EIF1AX	0.35975
FOXD4L1	0.745
SLC24A5	-0.092
RNF166	-1.3916
TJAP1	-0.046
TMEM156	-0.6025
ZNF239	1.65125
SNX19	0.8486
GKN1	0.03075
FCN1	1.1742
C1QL1	-1.7095
ATP11C	-0.591625
ZNF35	1.50525
CARD8	0.18825
LIMD1	-1.16283333333333
KIAA0286	-1.337875
XRN2	-0.452666666666667
CD6	0.0591666666666667
TOX3	-1.520625
ZSCAN4	-1.52583333333333
RSRC1	-0.608125
COG1	0.2665
PTRF	-0.2422
C16orf35	-0.363625
FBXO24	-0.287
CHST11	-1.17225
THRB	1.2276
MYBPC1	2.9345
RNF39	1.2735
PSMD11	-0.942
ALAD	0.547666666666667
EN1	0.02875
SLC9A9	-0.07575
GSTM4	0.5154
CDC42BPA	-0.636736842105263
RCSD1	-0.29375
LUC7L2	-0.0997
SPTBN1	-0.4529
LOC146167	0.1605
BAT5	0.5553
ZNF452	-1.881
LSM4	-0.903125
SRP72	-0.4152
SGK269	-0.248333333333333
MTX1	0.55125
CENTA1	-0.15675
UNQ9433	-1.218
ATR	-0.0901666666666667
DDX49	-0.267333333333333
PAQR8	-0.684833333333333
C14orf174	0.62225
GBGT1	-0.08375
THAP1	0.6495
OR10K1	2.3675
RASIP1	-1.218
DPYD	-1.0919
DOHH	-0.02175
C18orf45	2.41175
POF1B	-0.9818
ZNF552	2.20975
USP32	-0.762
MED27	-0.912666666666667
C14orf149	-1.57116666666667
PRDX4	-1.43316666666667
ABHD12	-0.6094
AGT	-4.6405
SLC22A14	-0.24375
C1orf58	0.20675
PILRA	-0.9565
ABCF2	-1.059625
C17orf85	0.1113
TKTL1	-1.1195
FGF1	2.18245
IL6R	0.152166666666667
VPS25	-0.055
CHRNB2	0.826875
COL7A1	-1.8806
LRRC48	2.88516666666667
SPG20	-0.16325
COX10	-0.21125
GCA	1.1965
ECEL1	-0.588333333333333
GLG1	-0.667833333333333
SRD5A2L2	-0.158333333333333
MUTYH	-1.002125
ZNF70	-0.52525
L2HGDH	-1.52125
GPATCH2	1.0795
ZNF655	0.03925
ZNF227	0.479666666666667
MCOLN2	0.1415
NQO2	-0.51275
KCNQ5	-0.103
NEU1	1.13866666666667
QRICH1	0.501
ZBTB20	1.60733333333333
RPUSD3	-1.0315
EPGN	-0.3132
TSN	0.286333333333333
SPRY2	-2.70583333333333
LZTFL1	0.7095
GMFB	-0.241875
PBEF1	-0.7609
HBG2	-2.78133333333333
TMEM8	-0.20525
PALM2-AKAP2	-0.413333333333333
NFYA	-0.1235
FAM108A1	0.498
PBLD	1.159625
NRG4	-1.597
PIGF	-0.53325
PTGER1	0.5245
NOS2A	0.1055
C21orf34	-0.317166666666667
C21orf51	-0.147083333333333
IL17C	0.563
TRMT6	-0.251
ETV2	0.223833333333333
CCDC109A	-0.24325
MYLK2	-1.163
ATP10A	1.6228
DPH4	-0.24425
C5orf5	0.367333333333333
KCNA4	0.145833333333333
NMNAT2	-1.53
GLYATL2	1.634
LSMD1	0.809375
IL23R	-2.5155
NRF1	-0.14
MUC15	0.584666666666667
PRDM12	-2.316
PAQR4	-0.746142857142857
RBBP6	-0.674875
IFI27	2.49525
SKAP2	-0.229166666666667
TAGAP	1.627125
TJP3	2.099
C9orf61	0.603
IDS	0.0475
PARG	-0.03575
LOC131149	-0.7045
DYRK4	0.289333333333333
MICALL1	-0.446
GALR2	-0.648
GPBP1L1	0.871875
TBX21	3.457
KCNJ6	0.494666666666667
GGN	0.29275
CASP5	0.385166666666667
RNF182	-4.79975
BRD4	0.39625
DOK4	-0.934125
SLC46A2	0.503666666666667
SOX9	3.13441666666667
ZNRD1	-0.501833333333333
PRR6	-2.06525
FAU	-0.10525
DTNB	1.766
CARD9	-0.07825
STS-1	-1.24633333333333
SLC4A5	0.25675
NSBP1	-0.7755
UGCGL2	-0.907416666666667
POTE15	1.408
NOXA1	1.02025
RP13-347D8.3	1.9435
SAMD10	-0.0686666666666667
EP400NL	-2.173
TCF21	-0.7735
AMELX	-0.181
JPH2	0.5306
SLA	1.70825
DLST	-1.356
SEPT12	0.214
RGS20	-4.27925
LXN	0.6765
ZNF419	0.78625
UPK3B	-0.400833333333333
RELL1	0.76375
ESPNL	-0.004
KLHL21	-0.28675
PI15	1.556
C2orf61	-0.657
LOC407835	-0.5325
RER1	-0.091
ELAVL2	0.5395
MGC26718	1.026
KLF2	1.67775
TNFAIP8L3	0.2875
TFE3	0.21625
C11orf17	-0.817
15E1.2	-2.165
SNRPC	-0.98775
DLGAP1	-0.02025
PGLYRP1	-0.183
OVCH2	0.131
IRF7	1.388
SET	-0.7366
NAB2	-0.523666666666667
LRP5L	-0.0015
FAM120A	0.3848125
ASCL2	2.00883333333333
SHH	-0.153
ATP5H	-0.387166666666667
THPO	-0.0118333333333334
TYRP1	-4.127
HIST1H3E	0.0268333333333333
EIF2S1	-0.128444444444444
TNFRSF17	-0.595333333333333
TARSL2	0.41575
NKX2-8	1.1765
C1orf115	2.72425
LOC56964	0.328
KIAA0841	-0.61425
ISCU	0.5055
TTMA	-0.5025
ZNF414	0.325
LOC441150	0.09875
RAB15	0.6355
HBP1	0.7905
TNNT2	-1.97816666666667
CECR5	-0.5855
PHGDH	-2.605
JRK	0.077
XPO4	-0.399875
FAM131C	1.3565
ARHGAP25	1.30883333333333
CA9	-3.44933333333333
GPR62	0.247166666666667
TLX1	-0.251833333333333
GPS1	-0.428
OR2M2	-0.798
BDP1	0.226071428571429
FAM70B	1.0165
RPS29	-0.0618333333333334
MKLN1	-0.0802
TSPAN19	-2.876
SLC29A3	0.9413
LGALS4	-0.7535
USH2A	0.5355
NF1	0.306333333333333
APOBEC3A	-0.211
IMPAD1	-0.1995
OLR1	1.83016666666667
NRAP	-0.4995
HCFC1R1	0.152166666666667
TAOK2	0.297333333333333
MCM10	-2.6175
MAP4K3	0.0900000000000001
CBS	-1.935875
CLK3	-0.4674
PCDHGA5	-0.503
ELF4	0.134
FAM71A	-0.18975
C11orf49	0.39325
CLIP2	-1.13975
BTBD9	1.0003
ZNF524	1.6475
KDELR1	-0.121166666666667
ZNF509	0.69
NCSTN	1.445
ZNF533	1.03307142857143
PARP4	0.287625
GALNT9	-0.121666666666667
NPY	-2.5925
BEGAIN	-2.20583333333333
TMEM77	0.969333333333333
FOXRED1	-1.8655
SLC16A2	-0.128
SLC35B1	-0.68175
GK5	0.342583333333333
SDCCAG10	-0.24075
C4orf20	0.00475
SLC9A2	-1.944
ADD1	0.465928571428571
TAL2	-0.937166666666667
ACLY	-0.27175
DNAJC1	0.553
SOST	-2.0745
USP43	1.94733333333333
CYP4F12	-1.309
FKBP5	0.435
CHCHD5	0.577
NUDT22	-0.3315
CCDC85B	-0.80125
OR51G2	0.3115
STRN3	0.497071428571429
TMOD2	0.00300000000000001
FLI1	0.07475
MAB21L2	0.0918333333333333
DGKQ	0.6735
VPRBP	-0.206666666666667
SCNN1B	-0.2274
ECHDC3	1.966
TMEM106C	0.4125
CSNK2A2	-0.916
RPL39	-0.012
HERC3	0.9559
ZBTB47	0.831666666666667
ZNF681	-0.4375
PAGE2	-2.51725
CLIC5	2.37185714285714
RABAC1	0.495
ZFHX2	1.67525
YPEL1	1.733
KIAA0776	0.64875
NR1D2	0.554
DNAJC4	0.963625
NPNT	4.3479
ZNF677	-1.1045
ZNF536	-0.542
MEF2B	0.221666666666667
PTPN4	-0.229125
CTCFL	-5.2185
STX5	0.6675
CD72	2.053
VEGFA	-1.33868421052632
XRCC1	0.1314
MAS1L	0.467333333333333
ELL	0.21
SETBP1	2.91825
CDH11	2.35716666666667
NDC80	-2.09269230769231
DMBX1	-2.7505
NRSN1	0.1366
BAT2D1	0.257875
CDS2	0.426
C1orf212	0.019
SENP3	-0.564875
IL1F9	0.032
EEF2K	0.00949999999999999
COG8	-0.355
CEP72	-1.44775
OR1L8	0.866
MUS81	-0.462
PHYH	0.744125
GGT6	1.85733333333333
C22orf23	0.149916666666667
C13orf33	2.187375
MAPK8IP2	0.67825
NELL2	-0.60425
POU3F2	-2.33766666666667
ALPK1	2.042625
MRPS18C	-0.51725
RPLP2	0.373
FGF22	-0.00949999999999998
SPNS1	-0.533
ZFP1	-0.5925
IL1RAPL1	-1.291
PCSK9	-2.78
NKX2-1	0.0811428571428572
C6orf189	1.1035
SP4	-0.3935
SLC11A1	0.7532
C21orf25	0.940333333333333
ICAM2	0.03525
SH3GL1	-0.5845
GSK3B	-0.2645
RALB	0.651625
PDXP	-2.0045
GNGT1	-2.708875
KIR2DL1	0.5165
TNFAIP3	0.0120833333333333
C6orf32	1.4602
CBLN2	4.35225
PANK3	0.982375
TAAR9	1.3835
WDR82	0.519142857142857
APOM	-2.7535
TRIP10	-0.1675
SPATA16	-0.3705
C1orf135	-2.05125
USP51	-0.2065
TESK1	1.0855
C11orf64	-0.284428571428571
ZNF611	-0.068
PDE6G	-0.152166666666667
HLA-DQA1	3.34175
GCLC	-0.57
SEC61A1	0.109642857142857
TWSG1	-0.352416666666667
ZMYND10	3.085
CTDP1	0.088125
ADAMTS6	-0.146166666666667
SLIT1	-1.7445
KRT86	-1.5215
KIAA0574	0.77475
GTPBP2	-0.45
PQLC3	0.19225
PRRX2	-0.501333333333333
C15orf44	0.1055
MKKS	-0.700375
C11orf10	-0.459
GPR110	0.774125
CD109	-1.3465
ADCY1	-0.304
RHBG	-3.4205
TP53I3	-0.5075
SLC22A3	-0.8773
UCP2	-0.031
FOXG1	-2.1234
OR2AG1	-0.149
TRIM24	-0.9955
PROC	-2.71
TAAR6	0.17125
AMTN	-1.2665
C10orf47	0.330166666666667
DEPDC1	-3.13925
FLJ45557	1.531
ZDHHC17	-0.3005625
KIAA1429	0.444333333333333
KCNH1	0.40975
VNN3	-0.440857142857143
PSMAL	3.09925
PPARD	0.039375
HFM1	-1.58275
YBX1	-1.774
ZNF695	-1.724
SCTR	-0.271833333333333
DCDC1	-0.5415
VPS26B	0.2509
MTF2	-0.2635
ATP6V1F	-0.409
CCDC94	0.35075
PERF15	-0.35
CCL11	1.9905
LMO7	-1.152875
DCST1	0.0725
ADRBK1	-0.517
CDRT4	0.818125
ZNF84	0.07575
HOXD8	-0.04325
STARD8	-0.397166666666667
FOXP2	-0.892375
CCDC103	-0.263
POLR3A	-0.8604
GSC	1.69516666666667
ZNF114	-2.59133333333333
HTR7P	0.1535
LALBA	0.2555
RMND5A	0.3855
PSCD2	0.6075
ZNF409	0.002
KRTAP1-3	-0.0936666666666666
MAF1	-0.5605
LOC201725	-0.977333333333333
NRN1	-2.2225
SPAG5	-2.65283333333333
DNAH7	3.16516666666667
FLJ43860	-0.457
BRCA2	-1.029
ACADM	-0.641125
CXXC6	-3.586625
RAGE	-0.66225
CHMP2A	0.56225
FAM8A1	0.2705
GPR21	-0.332
SLC12A3	-2.5745
FVT1	0.963071428571428
ZDHHC7	-0.14725
FLJ44048	3.06025
SLC44A3	2.107
SDSL	0.4415
MMP8	-1.31625
PLA2G12B	-3.1545
ACY1	-1.027
MT1E	1.002
OR4K15	0.192
TECTB	-0.293
GPR20	0.378
IRAK2	-0.7715
RFPL3	-0.612
MYO9A	0.32875
NARG1L	-0.127083333333333
BLMH	-0.68775
CCDC3	2.83066666666667
C9orf21	-1.05616666666667
KIAA0513	0.274166666666667
MIER2	0.294333333333333
PNMA2	-1.72645454545455
SH3BP2	0.7568
ANXA10	-2.0285
RTN2	0.970166666666667
TFB1M	-1.1105
PRPH2	2.224
C14orf133	0.2425
GOLGB1	1.501
IRX4	1.29225
NFKBIL1	0.4445
C10orf62	0.11725
APBB3	-0.441
RPS10	0.2432
LOC728378	0.20875
TLE3	1.22383333333333
PSMB7	-1.00475
MESDC1	0.6055
SLC6A1	0.568
OCLN	1.36433333333333
PTTG3	-2.2855
NAGLU	-0.77525
SERTAD4	2.58825
SPRY1	-0.2845
FLJ10781	0.486916666666667
MYSM1	0.711
TRIM4	0.731357142857143
SH3YL1	0.631125
TREM2	3.45316666666667
SERPINI1	0.1795
HDHD3	0.67625
TMEM38A	-0.3115
EID2B	-1.47775
TDRD3	0.4645
SEDLP	0.45825
THSD7A	1.138
NDST3	-1.71375
KLHL15	-0.406916666666667
DHRS12	1.9275
FBXO9	0.272428571428571
TNPO1	-0.442333333333333
MRPL13	-0.645166666666667
SNX5	-2.67516666666667
METTL6	-0.766
SOD1	-0.03375
CHML	-0.800333333333333
PACS1	0.2195
SIRT5	-0.559
CAPN2	0.203
FXYD5	0.164833333333333
TWISTNB	-0.4115
LRFN1	0.785
UBE1L	1.757125
UBE1C	0.155
OR51B2	-1.14175
OR4D11	0.331
C15orf2	0.174
NR4A1	-0.375333333333333
LOC339047	-2.34325
TRIM17	1.85125
ATP5G3	-0.607285714285714
RPL15	-0.0621666666666667
ADAMTS8	-0.67825
HOXC4	0.487
C14orf37	1.62
CEACAM5	-2.514375
MYT1L	-0.275166666666667
RASA2	0.011
OSBPL7	-0.6815
STAG1	-0.1485
GIMAP4	4.26933333333333
FUT3	-0.573166666666667
PIF1	-2.999875
LPIN2	-0.675777777777778
SH3PX3	0.8265
PDP2	-1.115
PAPD1	-0.33525
ERP27	4.07
APOOL	0.407
DIABLO	0.13225
TRHR	-0.096
ARMC9	0.466875
RNF152	2.364
SLITRK3	0.172833333333333
ZNF211	1.0481
PFDN1	-0.17875
RGS11	0.901125
HS6ST1	0.8541
AKR1D1	-1.73475
TNP2	-0.0696666666666667
STK31	0.795666666666667
EML4	-0.776083333333333
SGTA	-0.618666666666667
HIST1H2BI	-1.446
PSMD6	-1.72966666666667
KIAA1257	1.53125
C18orf55	-0.611166666666667
FLJ20273	2.930375
RPL28	-0.723
EPYC	2.693
NOX3	0.253
ELAC1	-0.181
METT11D1	-1.01425
BIN2	-0.237833333333333
NACA2	0.112
CCDC17	-1.36875
HM13	-0.6011
UBOX5	-0.652125
UBE2O	-0.2355
UBL5	0.0785
APOLD1	0.9085
C9orf31	0.00125000000000002
TNFSF8	0.2685
ARHGAP29	0.62125
PROKR2	-0.405
PDE5A	0.164833333333333
C6orf12	-0.5275
TOM1L1	0.3935
WHDC1	0.282
FOXI1	0.6935
RAB4A	1.1998
TMEM39B	-0.32675
ATPBD1C	-0.885
FARSA	-0.786666666666667
PLEKHG5	0.7435
CMAS	-1.268
OR7E24	-0.923
SLC30A1	-0.632
CDC42EP5	1.47966666666667
PLAC1	-0.2725
KLHL18	-0.02475
LBA1	1.1831
TAZ	-1.21425
CRIP2	1.571625
BTBD11	-0.840166666666667
C16orf72	0.80575
DIO2	0.9146
LRRCC1	0.873166666666667
CCDC136	-2.188
PRX	0.378875
RBM5	0.4023
TMEM85	-0.089875
TUBGCP4	-1.30566666666667
APLN	0.245
CDK7	-0.789166666666667
SSR2	1.195
CRELD1	-0.539
C19orf46	2.5055
GAL3ST4	-0.425
KBTBD10	1.652
IL28A	0.22525
WDR27	-0.5625
MCM2	-1.23783333333333
SOX14	0.819
FLJ39743	0.2495
KIAA0922	-0.544875
HIPK4	-0.0425
FLJ25758	0.0745
C16orf57	-0.709916666666667
PDZD2	0.68375
MCC	1.845
HHLA3	-0.3754
ID2	0.56275
C20orf23	3.40316666666667
ZNF688	1.18775
APOC2	-2.24516666666667
LOC440093	-0.1045
FAM50B	2.026
PWP1	-0.4395
DNAH10	-0.62925
HIST1H2BA	-0.4045
GPR56	0.4665
METAP2	-0.62575
PAN3	1.27816666666667
STXBP4	1.281
PDHX	-0.235
MTA1	0.3335
ZBED4	0.697
ZNF720	-0.4645
CDK2	-1.350625
RHOJ	0.535
CDC37	-0.323166666666667
ZER1	0.434625
GRK4	-0.18975
PRPH	-0.24575
POLR2A	0.811875
OGFOD1	-1.36
NOL5A	-1.754
PHEX	-0.0285
FLJ16478	0.007
C20orf117	-1.245875
CAMTA2	0.62625
C11orf74	0.137166666666667
DDX17	0.747166666666667
C5orf27	0.1915
PLEKHA2	-1.589
PDE4DIP	-1.0038
SCN7A	0.524333333333333
ZNF559	-0.844666666666667
CXCL10	3.6695
ZMYM4	0.354833333333333
STK32B	1.75146666666667
KIAA0888	-3.5125
TACR3	0.5425
CKAP2L	-1.50075
KIF1A	-1.0825
RSPRY1	0.0865
VCAN	0.82075
CYP27C1	-0.294
SYDE1	-1.356
MED12L	-0.32
ZDHHC21	1.12875
NHS	2.7295
TM9SF3	0.7415
DDHD1	-0.59825
MAFG	-0.861333333333333
BICD2	-1.1475
C14orf119	-0.264833333333333
C14orf43	0.431714285714286
CDH7	-0.55825
ALKBH5	-0.0208571428571429
JUP	1.47875
TMEM41A	-0.348666666666667
MAMDC4	-1.63916666666667
CBX3	-0.231625
LRRC18	-0.23475
RBMXL2	-0.01
PLA2G4D	0.562833333333333
FGF13	1.423875
KIF3A	0.694
PDIA6	-1.202
DCXR	0.16
CASKIN2	0.315333333333333
EHD1	0.624333333333333
MARCKSL1	1.23366666666667
ZNF496	-0.00400000000000002
SCAF1	0.127833333333333
KCTD8	-1.09533333333333
TRAF3IP3	0.943571428571429
LSR	0.97725
CXorf1	0.619
C14orf112	0.506
EIF2B1	-0.12
OMP	0.34
GSTZ1	0.0865
LOC92017	1.083
ISLR2	1.296
C12orf36	0.8095
GATA2	-1.518
GABRA5	-2.035
CELSR2	-0.468428571428571
STAM2	0.667
TNAP	-0.1035
PTPMT1	-0.470166666666667
GRP	7.7945
SV2A	-1.80483333333333
MAGEA12	-4.46575
CACNG1	2.391
C18orf19	-1.08275
GSG1	-0.616333333333333
PTPRJ	-0.630785714285714
FRMPD1	-0.053
ZNF668	0.4295
PLEKHJ1	-0.838625
ADAT1	-1.6651
TMEM50A	0.626
UCN3	0.023
HOOK1	2.317375
IL17B	0.971
MLKL	-0.966333333333333
TTC14	0.303833333333333
KLHL5	-0.12375
CRYL1	1.0485
FOXH1	-0.1645
NFYB	-0.148625
PPM1G	-0.3625
GOLGA2LY1	-0.5115
NMT1	-0.182625
HADHA	-0.2603
CHSY-2	1.23525
PLEKHF1	0.740357142857143
SAGE1	-2.4905
MUSTN1	0.4465
SUHW4	1.65125
TFEB	1.83
ZFYVE27	0.00225
ATG12	-0.4325
BMI1	1.5825
ZIM3	0.51475
MYH4	-0.96
MASP1	-1.13066666666667
KIAA0984	-0.18925
RPAP2	-0.1495
ASB5	-0.2595
BOLA3	-1.50083333333333
MIA3	1.62183333333333
KRT35	1.354
KIR3DL3	-0.6
MRPL51	-0.47475
SEMA3F	1.37483333333333
NDUFB2	0.0808333333333333
LOC253012	0.81525
FAM46C	-0.1356
G6PC	-1.656
CSAG3A	-4.82566666666667
PREX1	2.4515
SLC25A45	0.036375
MAPKBP1	0.5581
CPE	-0.4913
GNB1	-0.2255
CXCR6	1.6075
TRIM46	0.00425
C16orf3	0.3585
HPSE	-0.382
TIGD3	0.312
SPG3A	2.115
LCAT	-1.74583333333333
ST6GAL1	-1.18261111111111
POMC	-0.71325
FLJ36031	-0.72
NSMAF	-0.3525
SKIL	0.751
ADSS	0.576333333333333
HMGCS1	-1.9065
POLR3F	-0.5605
RAB10	0.288125
ZNF277P	-1.0915
ZBTB7B	1.09925
DHRS1	1.235375
ABCC13	2.697625
CNOT3	0.11275
NFKBIA	1.4905
GAK	0.172
SFT2D2	1.03216666666667
HOXA6	-0.3535
CRTC1	0.490875
LY6D	-0.311333333333333
C20orf72	-1.30366666666667
CPT1A	-0.271
LMO1	-1.6795
EIF3I	0.12575
PRB4	-0.03825
MCM3APAS	-1.47825
C20orf132	-0.9242
FOXF2	-2.29575
S100A12	0.143
MLH1	-0.3215
ACTN1	1.3637
MRPL36	-0.542833333333333
C20orf106	-0.78
FBXO6	1.5075
MKS1	-0.268
CX3CR1	-1.486125
PDE1B	0.143
PLP1	-3.5075
KISS1	-0.5035
C14orf2	-0.456666666666667
TBC1D3P2	-0.66225
COMMD6	1.3209
ANKRD7	-1.63
PTCHD1	-0.459875
NARS2	-0.80975
DOCK7	-0.63775
FAM127B	-0.355125
LOC390243	-0.216166666666667
N6AMT2	0.7495
ZNF391	-0.013
DNAJB14	0.37
WRB	-0.0151250000000001
BPI	-0.0154166666666667
TTC4	-0.688166666666667
FAM10A5	-0.1535
GOT1L1	0.6215
MAGED1	0.137375
RESP18	-0.481
WFDC6	2.3765
MT2A	-0.8385
C11orf56	0.489
KIAA1432	0.316
ROR1	-1.169
HSD17B14	1.75116666666667
ZFAND2B	0.449125
SAMD4B	0.14225
HEXA	-0.01025
HNRNPU	0.523636363636364
USP39	-0.40875
NRD1	-0.62925
R3HDML	-0.0805
FLT4	0.344833333333333
OMG	0.305333333333333
OR52N4	0.2925
LOC399818	-0.43575
ELA2	-1.9865
VENTXP1	3.479
RFC5	-1.1895
OR52L1	0.738
PAX5	0.258
FBXO2	0.0125
GMEB1	0.171
AKT3	0.185
CRB1	0.425833333333333
CTTN	1.1505
UTP15	-0.340166666666667
HSBP1	-0.28925
PHF11	2.12
NDEL1	0.174333333333333
USP8	0.05225
BAIAP2	0.12575
SI	0.947
ARSJ	-2.38783333333333
BAAT	-2.34675
KCNS3	3.13983333333333
LOC126147	-0.329833333333333
TMEM37	-0.558
C1orf162	3.10383333333333
MBD1	-0.2104
ITGAL	-0.072
WDR73	-0.213666666666667
GKN2	-0.0861666666666667
ARFGAP1	-1.2245
SLC5A8	-1.42
ZBTB40	0.1973
CYP4B1	4.11916666666667
LYPLAL1	0.3365
CHST3	-0.59125
MAP3K9	0.1175
BTAF1	-0.890333333333333
TFAP2E	-0.0895
RBM35B	-0.069
LOC441251	-0.0695
ANKRD25	-0.859222222222222
UQCRC2	-0.1425
MAEA	0.523166666666667
HYAL1	-3.0049
RNPEPL1	0.339166666666667
CPSF2	-0.452125
PSD3	2.0407
ABCA13	-0.930625
AGR2	2.99775
GBX1	-0.975
HDLBP	0.717357142857143
ACY3	-1.4295
HECW1	-0.858666666666667
ZNF519	-0.8345
HOPX	3.32628571428571
ZNF304	1.49175
OR12D3	-1.0595
FKSG43	-0.19675
METTL1	0.054
MFSD3	-0.1628
PSPH	-0.9535
CLCA3	0.463
DARS2	-0.8515
CDC25A	-2.21533333333333
BAIAP2L1	0.6025
B3GNT5	-1.06175
USP29	-0.308
ARHGEF10L	1.7418
ATOX1	-0.222875
ADAM30	0.56275
DNASE1	-0.42575
STT3A	0.851666666666667
RAB6IP1	0.04525
PTN	3.0644
C1orf106	-1.958
HECA	1.49975
RNF122	0.68675
SLC22A18AS	-0.893333333333333
GNG8	0.032
ELP4	-0.7655
FAM65A	0.454833333333333
RPL10A	-0.145833333333333
IRS4	0.1835
MACF1	1.4542
SEC24D	0.4335
LOC374395	0.4595
TGFB2	3.2535
MDFIC	0.078125
CHRNE	0.607333333333333
PCMTD2	0.111333333333333
ATP6V0D1	-0.5695
MTA2	0.9875
LZTR1	-0.564833333333333
RAP1A	-0.0978333333333333
AXIN1	-0.00150000000000001
POLR1C	-0.1965
TRIO	0.338083333333333
PLXNA4A	-0.345166666666667
C5orf33	-0.25025
DEPDC1B	-2.930875
ZNF473	0.168833333333333
MTM1	0.5715
GPR107	0.494166666666667
CSNK1A1L	0.314833333333333
FLJ14154	-0.179
NLRC4	3.092
ENPP4	2.43766666666667
PADI3	-0.506
RNF170	-0.289625
CG018	1.40783333333333
C16orf7	-0.2615
KCNE1	1.1495
NRM	-1.46166666666667
SLC37A3	-0.18
TPD52L2	-1.19066666666667
UNC5B	2.0435
C12orf12	0.0578
SDHB	-0.6835
CLRN1	-0.0824285714285714
NUDT10	-1.18366666666667
UGT3A1	0.471125
FBXW8	-0.261125
RHOF	-0.91425
PTPLAD1	0.124375
MYO3B	-0.438
DERA	-0.6095
TPP2	-0.499
C19orf53	-0.176166666666667
GINS3	-1.324
ST6GALNAC5	0.647
CHSY1	0.7525
MGC15705	0.3875
GPR83	-0.0205
EXT2	-0.051125
DOLK	0.335
TUBAL3	-0.30625
ACVRL1	1.8351
ABL2	-0.273916666666666
C14orf156	-1.47483333333333
PTPRZ1	-2.89871428571429
DIP2C	0.428625
LAMP1	1.15325
RXRA	0.058
MAP3K5	0.6165
ALKBH1	0.344333333333333
PDLIM7	-0.57575
ARL14	-2.3385
SNIP1	0.0126666666666667
TIMP3	1.51975
RGS3	0.205333333333333
SPAG16	-1.1423
ABHD4	-0.2115
ARHGEF12	0.88675
GLUD2	-0.535
RAC2	-0.3988
UAP1L1	-1.5
SLC18A3	-0.384
YOD1	-0.315583333333333
RALY	-0.373
HMOX2	0.418875
DGKH	-0.81025
DBNDD2	1.78833333333333
YIPF4	0.11375
THAP10	-0.0325
ZNF513	0.5895
HAGHL	-0.995333333333333
ITGB4	0.990333333333333
CCDC141	-1.3245
YTHDF3	0.042
C5orf28	-0.13125
RPL7L1	-0.717375
TMEM30B	1.99135714285714
ANKRD35	1.741
DUOXA2	0.183
TBC1D5	-0.010625
DFNB59	0.0755
HRH4	0.5135
MYO6	2.8822
DNAJA4	1.524875
RBM24	1.184625
CEACAM20	-1.69825
RBM23	-0.149642857142857
NGFB	-0.4915
C1orf63	-0.9514
KRTAP7-1	-1.022
PERLD1	1.61425
NPB	0.2125
C17orf59	1.0461
HSPBAP1	-0.17225
SLC15A4	-0.209375
PRTFDC1	-0.212
OSMR	-0.751214285714286
CYSLTR2	-0.7215
C19orf25	0.7815
KIAA1797	0.086
NLRP6	0.6095
FAM105B	-0.2994
SCRN2	0.193333333333333
LRRC58	-0.4025
RNF17	-0.1755
NEIL3	-3.318
FAM137A	-1.22825
SKP2	-3.54375
PARVA	1.19516666666667
PKLR	-1.75
RNF34	-0.0945
A3GALT2	0.25025
C12orf50	0.0231666666666667
SUNC1	-2.4905
FAM102B	0.011
CCT2	-0.985
LRRC37A2	0.0445
ARF4	0.2915
