Hybridization REF	TCGA-AN-A0XO-01A-11R-A109-07
DNAH10	0.242
HIST1H2BA	0.5195
GPR56	1.72316666666667
METAP2	-0.837875
PAN3	0.763
STXBP4	0.01625
PDHX	-0.437
MTA1	0.247333333333333
ZBED4	-0.259875
ZNF720	-0.59275
CDK2	-1.338125
RHOJ	0.66575
CDC37	-0.501833333333333
ZER1	0.361
GRK4	0.014
PRPH	0.47225
POLR2A	0.55475
OGFOD1	-0.44675
NOL5A	-1.06125
PHEX	2.772
FLJ16478	0.1565
C20orf117	-1.149625
CAMTA2	-0.3765
C11orf74	0.0555
DDX17	-0.341083333333333
C5orf27	0.266125
PLEKHA2	-1.3219
PDE4DIP	-0.5772
SCN7A	-0.318
ZNF559	-0.253666666666667
CXCL10	2.92425
ZMYM4	0.065
STK32B	-0.523
KIAA0888	-1.045
TACR3	1.2305
CKAP2L	-1.6655
KIF1A	0.738666666666667
RSPRY1	1.254
VCAN	1.85725
CYP27C1	-0.004
SYDE1	-0.9315
MED12L	-0.73775
ZDHHC21	1.087125
NHS	-0.129
TM9SF3	0.862
DDHD1	-0.9485
MAFG	-0.734083333333333
BICD2	-0.9433
C14orf119	0.0086
C14orf43	0.285928571428571
CDH7	-1.33375
ALKBH5	-0.0875
JUP	2.288125
TMEM41A	0.877833333333333
MAMDC4	-1.4125
CBX3	-0.00662500000000005
LRRC18	0.26875
RBMXL2	-0.3035
PLA2G4D	0.419833333333333
FGF13	0.00125000000000003
KIF3A	1.0205
PDIA6	-0.683
DCXR	1.0705
CASKIN2	0.465833333333333
EHD1	0.839833333333333
MARCKSL1	1.009
ZNF496	0.0808333333333333
SCAF1	0.4795
KCTD8	-0.8485
TRAF3IP3	-1.06042857142857
LSR	1.02025
CXorf1	0.142166666666667
C14orf112	-0.321166666666667
EIF2B1	-0.4195
OMP	0.8245
GSTZ1	-0.22375
LOC92017	0.88675
ISLR2	1.7485
C12orf36	0.711
GATA2	0.223166666666667
GABRA5	-2.5365
CELSR2	-0.0905714285714286
STAM2	0.8843
TNAP	-0.1065
PTPMT1	-0.525333333333333
GRP	7.15425
SV2A	-1.41633333333333
MAGEA12	-2.98
CACNG1	0.9935
C18orf19	-0.47075
GSG1	-0.362
PTPRJ	-0.265
FRMPD1	-0.991
ZNF668	0.14875
PLEKHJ1	-0.47875
ADAT1	-0.7815
TMEM50A	0.4159
UCN3	0.142
HOOK1	1.336125
IL17B	2.96
MLKL	-1.8795
TTC14	-0.6365
KLHL5	-0.076
CRYL1	0.8735
FOXH1	-0.2475
NFYB	-0.483125
PPM1G	-0.47075
GOLGA2LY1	-1.50725
NMT1	-0.303875
HADHA	0.1632
CHSY-2	2.81375
PLEKHF1	0.499714285714286
SAGE1	-3.043
MUSTN1	0.06475
SUHW4	0.97025
TFEB	1.35783333333333
ZFYVE27	-0.763
ATG12	0.158166666666667
BMI1	1.17678571428571
ZIM3	0.0545
MYH4	0.127
MASP1	-1.06166666666667
KIAA0984	1.12425
RPAP2	-0.669
ASB5	0.27075
BOLA3	-1.427
MIA3	1.5465
KRT35	0.2215
KIR3DL3	-0.724
MRPL51	-0.527
SEMA3F	1.87666666666667
NDUFB2	-0.202833333333333
LOC253012	0.37525
FAM46C	-1.1871
G6PC	-2.27675
CSAG3A	-4.533
PREX1	1.175
SLC25A45	-0.363625
MAPKBP1	0.5097
CPE	0.8393
GNB1	-0.0075
CXCR6	0.3485
TRIM46	0.46575
C16orf3	0.2005
HPSE	-0.928
TIGD3	0.347
SPG3A	1.56325
LCAT	-1.1915
ST6GAL1	0.257444444444444
POMC	0.252
FLJ36031	-0.708166666666667
NSMAF	-1.332
SKIL	1.5035
ADSS	1.32283333333333
HMGCS1	-1.9387
POLR3F	-0.1645
RAB10	0.327125
ZNF277P	-0.673
ZBTB7B	1.2925
DHRS1	0.26525
ABCC13	2.815
CNOT3	-0.21125
NFKBIA	0.7545
GAK	-0.735333333333333
SFT2D2	0.921833333333333
HOXA6	0.4315
CRTC1	0.37175
LY6D	0.153
C20orf72	-1.31016666666667
CPT1A	0.111
LMO1	-1.5595
EIF3I	0.12
PRB4	-0.33275
MCM3APAS	-1.688
C20orf132	-1.12
FOXF2	-2.26175
S100A12	0.13075
MLH1	-0.858
ACTN1	1.2027
MRPL36	-0.386833333333333
C20orf106	-0.64125
FBXO6	1.34216666666667
MKS1	0.0213333333333333
CX3CR1	-2.33675
PDE1B	0.5055
PLP1	-3.4325
KISS1	0.599
C14orf2	0.262166666666667
TBC1D3P2	-1.12525
COMMD6	1.0313
ANKRD7	-1.49525
PTCHD1	-0.6745
NARS2	-0.58275
DOCK7	-0.46175
FAM127B	-0.38375
LOC390243	-0.137
N6AMT2	0.71425
ZNF391	-0.2865
DNAJB14	-0.163
WRB	0.134625
BPI	-0.023
TTC4	0.0681666666666666
FAM10A5	-0.15175
GOT1L1	0.2066
MAGED1	0.392
RESP18	0.2335
WFDC6	0.857
MT2A	-0.981
C11orf56	0.061
KIAA1432	0.526
ROR1	-0.8785
HSD17B14	1.04216666666667
ZFAND2B	0.29625
SAMD4B	-0.0755
HEXA	-0.705
HNRNPU	0.482363636363636
USP39	-0.227875
NRD1	-0.3675
R3HDML	1.2215
FLT4	0.509833333333333
OMG	-0.2995
OR52N4	0.3825
LOC399818	-1.07925
ELA2	-1.8525
VENTXP1	-0.5325
RFC5	-1.828
OR52L1	0.1855
PAX5	0.312
FBXO2	1.401
GMEB1	0.084
AKT3	-0.436
CRB1	0.407
CTTN	0.4225
UTP15	0.0641666666666667
HSBP1	-0.2975
PHF11	0.82475
NDEL1	-0.503666666666667
USP8	0.09225
BAIAP2	0.236875
SI	0.0955
ARSJ	-0.315833333333333
BAAT	-2.83175
KCNS3	3.385
LOC126147	-0.460166666666667
TMEM37	-1.131
C1orf162	1.33583333333333
MBD1	0.0201
ITGAL	-0.574833333333333
WDR73	-0.2425
GKN2	0.482333333333333
ARFGAP1	-0.769375
SLC5A8	3.381
ZBTB40	0.034
CYP4B1	5.21633333333333
LYPLAL1	0.0735
CHST3	0.2665
MAP3K9	0.1665
BTAF1	-0.915
TFAP2E	0.111
RBM35B	0.06075
LOC441251	-0.4705
ANKRD25	-0.226055555555556
UQCRC2	-0.3135
MAEA	-0.475333333333333
HYAL1	-2.9855
RNPEPL1	-0.250833333333333
CPSF2	-0.120375
PSD3	0.0023
ABCA13	-0.0225
AGR2	3.397
GBX1	-0.2615
HDLBP	0.752714285714286
ACY3	-0.69875
HECW1	-0.60075
ZNF519	-0.3095
HOPX	3.31075
ZNF304	0.999125
OR12D3	0.5105
FKSG43	0.143
METTL1	0.39975
MFSD3	0.8303
PSPH	-2.07275
CLCA3	-0.1465
DARS2	-1.28116666666667
CDC25A	-2.22766666666667
BAIAP2L1	1.20925
B3GNT5	-1.4175
USP29	0.22875
ARHGEF10L	1.1587
ATOX1	1.17325
ADAM30	0.0235
DNASE1	1.076
STT3A	0.549333333333333
RAB6IP1	-0.28825
PTN	1.4372
C1orf106	0.573076923076923
HECA	0.6575
RNF122	0.58175
SLC22A18AS	0.271
GNG8	0.354
ELP4	-0.12075
FAM65A	0.123166666666667
RPL10A	0.435166666666667
IRS4	0.339
MACF1	1.0054
SEC24D	0.0395
LOC374395	0.48275
TGFB2	1.716
MDFIC	-0.422625
CHRNE	0.728833333333333
PCMTD2	-0.578166666666667
ATP6V0D1	0.0336666666666667
MTA2	0.39925
LZTR1	-1.04616666666667
RAP1A	-0.8245
AXIN1	-0.192375
POLR1C	-0.002
TRIO	0.6785
PLXNA4A	-0.5495
C5orf33	-0.23025
DEPDC1B	-2.730625
ZNF473	-0.1105
MTM1	0.996375
GPR107	0.543166666666667
CSNK1A1L	1.19083333333333
FLJ14154	0.59275
NLRC4	1.483
ENPP4	2.0915
PADI3	-1.0735
RNF170	0.104875
CG018	0.529333333333333
C16orf7	-0.32875
KCNE1	1.1765
NRM	-0.6985
SLC37A3	0.192928571428572
TPD52L2	-1.10533333333333
UNC5B	2.6495
C12orf12	0.4428
SDHB	-0.68375
CLRN1	0.419125
NUDT10	0.044
UGT3A1	0.22175
FBXW8	-0.56425
RHOF	-1.429625
PTPLAD1	0.12325
MYO3B	-0.74725
DERA	-1.17025
TPP2	-1.46575
C19orf53	0.320166666666667
GINS3	-0.29325
ST6GALNAC5	0.653
CHSY1	-0.036
MGC15705	-0.0905
GPR83	0.2905
EXT2	0.204875
DOLK	0.17875
TUBAL3	-2.14025
ACVRL1	1.8396
ABL2	-0.123333333333333
C14orf156	-0.992166666666667
PTPRZ1	-1.6885
DIP2C	0.775
LAMP1	1.083625
RXRA	0.3275
MAP3K5	0.013
ALKBH1	0.3915
PDLIM7	0.459625
ARL14	-0.765
SNIP1	0.0456666666666667
TIMP3	2.77325
RGS3	0.813333333333333
SPAG16	0.4595
ABHD4	0.09825
ARHGEF12	1.10308333333333
GLUD2	0.017
RAC2	-1.4459
UAP1L1	-0.3185
SLC18A3	0.1365
YOD1	-0.144916666666667
RALY	-0.193
HMOX2	0.757125
DGKH	-0.577
DBNDD2	0.774333333333333
YIPF4	0.587375
THAP10	-0.794
ZNF513	0.33075
HAGHL	0.526666666666667
ITGB4	1.39183333333333
CCDC141	-1.412
YTHDF3	0.794
C5orf28	0.1045
RPL7L1	-0.30175
TMEM30B	1.50664285714286
ANKRD35	1.7475
DUOXA2	-0.00774999999999998
TBC1D5	-0.045375
DFNB59	-1.099
HRH4	0.441
MYO6	2.7555
DNAJA4	1.4225
RBM24	-1.324
CEACAM20	0.193
RBM23	-0.0417142857142857
NGFB	-0.057
C1orf63	-0.4672
KRTAP7-1	1.057
PERLD1	2.32675
NPB	0.727
C17orf59	-0.2621
HSPBAP1	-0.65425
SLC15A4	0.0635
PRTFDC1	-1.1375
OSMR	1.02385714285714
CYSLTR2	0.082
C19orf25	0.8581
KIAA1797	-0.089
NLRP6	0.309
FAM105B	0.3293
SCRN2	0.451666666666667
LRRC58	-0.2809
RNF17	0.72075
NEIL3	-3.1845
FAM137A	-1.2985
SKP2	-2.55625
PARVA	1.0405
PKLR	-1.5655
RNF34	0.254125
A3GALT2	0.20875
C12orf50	0.0653333333333333
SUNC1	-1.4325
FAM102B	-0.143833333333333
CCT2	-0.8985
LRRC37A2	-0.472
ARF4	0.4405
SIKE	-0.492125
C8orf48	0.94
MBTPS1	-0.536214285714286
GPSN2	0.127
NCF2	1.49125
SLC12A6	-0.603333333333333
MRPL48	-0.6825
HMGN3	-0.652
LRRC62	-1.0945
PAX9	0.913125
FAM55A	0.0945
C20orf42	-1.62983333333333
SCML2	-1.7555
BCL9	0.8465
FAM40A	-0.2245
C9orf41	-0.596666666666667
ZNF774	0.823
LETM1	-1.75975
PLXNB1	0.461833333333333
NIPSNAP1	-0.8005
USP10	-0.57225
F9	-0.08175
LIPE	0.17775
CNGB3	0.041
C12orf52	-0.219625
PI4K2A	-0.20475
MED8	0.15275
STAT4	1.0191
FGD4	-0.396
RNF145	-1.95183333333333
WDR32	1.2466
CLDN2	-0.2225
TCEAL8	0.76975
ZMYND8	-0.7271
PDXK	-0.3904375
GATAD2A	-0.22475
PTGES3	-0.663
CCM2	-0.01675
TAP1	0.194875
ZNF670	0.28675
ETS2	-0.500214285714286
C6orf166	-0.168666666666667
PRMT2	0.531285714285714
OR4B1	0.1715
INTS8	-0.366
CCDC102A	0.67375
CCDC83	-0.945833333333333
ITGA1	0.364
EPHA5	-1.6584
FAM24B	-0.846166666666667
TSGA10	1.381
HAL	-1.98566666666667
MYOT	0.0235
SPACA3	0.23875
BCL2L2	-0.0586666666666666
CUGBP2	-1.11766666666667
CCNB3	0.7505
RNF113B	-0.14775
MERTK	-1.466
BAG1	0.75025
VPS36	0.09975
ORMDL3	0.3113
C1orf190	1.39275
ZNF625	0.032
CORO2B	-1.11725
ALOX15	-0.119
CST1	1.697
NUPR1	2.61066666666667
CCL7	0.75175
SMCR5	-2.8295
DSC2	3.7795
RBMS2	0.44475
GRIK4	0.9275
TRIM65	-0.1755
TMPRSS6	0.701642857142857
TP53INP2	-0.78475
GLB1L	1.45916666666667
LOC388284	-0.556166666666667
PUS1	-1.49835714285714
BCL9L	0.3465
OLFM1	-0.447916666666667
RET	2.572375
MASTL	-1.39833333333333
ALX3	0.22025
IL1RL1	0.088
ZNF765	-0.2114
C14orf138	-0.537
SNX10	-0.547833333333333
TAC4	0.2035
C1orf64	2.537375
POGK	1.2155
MAPK9	1.003
ZNF366	2.05075
C8orf79	0.1415
CLDN7	2.158875
OR5AT1	0.5485
TRIM37	-1.86075
LRRC25	1.11775
GRHL2	3.2089
TEKT3	1.83875
LASS5	0.0596666666666667
ABCC4	-2.22516666666667
DLG3	1.13075
VGLL1	0.4935
ZFP36L2	0.948333333333333
MFRP	-0.139833333333333
KIAA1799	-0.3265
FLJ44379	0.4055
PCNX	-0.12975
ANXA9	2.103
CYP4V2	0.2983
PIK3C2A	0.4825
SRR	-0.96
NOL3	-0.02875
IFITM2	1.6415
ARNTL2	-2.3845
ZNF595	0.07325
NLRP13	0.322
ASPH	0.68525
CPA2	-0.167
PVRIG	-2.62
LEPR	0.385666666666667
C16orf42	0.803833333333333
SH3BGRL	3.33375
FAM77D	0.902166666666667
FNDC7	0.1675
C9orf6	0.346166666666667
NOTCH2NL	0.442833333333333
PGBD1	-1.043
SYNGR2	0.932833333333333
PITPNA	-0.478125
PRPF4B	-0.336
SLC43A3	-1.93142857142857
NRBP1	-0.021
SLC25A22	0.40875
ILK	0.35225
SLC22A8	0.492
MRPS7	-0.254375
PITX2	-1.41525
FABP3	-0.618125
OR1L1	0.627
LOC728215	1.8735
BLID	-1.706
KIAA1217	2.76158823529412
TFPT	-0.14825
AP4B1	-1.21875
VBP1	-1.47975
OR1K1	0.267
MORC3	0.47325
BHMT2	-0.245333333333333
C3orf10	1.012125
FZD7	1.7795
WFDC10A	0.341
PMS2CL	-0.553625
CCDC32	0.936166666666666
FA2H	-1.7325
ALG13	-0.16
TTLL7	-0.7717
SPOCK3	0.02975
SLC13A2	1.0805
AIM1	1.325
GPRC6A	0.406
EGR2	2.617
MED11	0.423
WWC1	1.91825
SH3GL3	-3.96825
RIF1	-0.885428571428571
PRLH	-0.1705
VLDLR	-0.121
DBT	0.5751875
C21orf63	0.46575
CGGBP1	-0.219625
KRTAP12-2	-0.1945
TADA3L	-0.198
ZBTB16	0.79375
PDGFB	1.3235
RFX1	0.551125
UQCRB	-0.0053
LOC133874	0.2385
HPS3	0.0595
LGALS3BP	0.3603
DKFZP564O0823	1.62942857142857
MRFAP1L1	-0.012
HOXA10	-0.822333333333333
NGB	0.468
KIF21A	-0.313076923076923
IFLTD1	-0.0765
LZTS1	-0.227375
ARHGEF3	1.824
RHBDL3	0.984
CSNK1G2	-0.052
ChGn	-0.321125
KIAA1244	2.45916666666667
GABRB2	-0.047
MGC72080	-1.2305
CD27	1.07525
EGLN1	-1.0087
PEX13	0.82625
RWDD3	-1.39825
RNF12	-0.611166666666667
GRIN2B	0.4655
ADAMTS14	-0.591375
DYDC2	0.429166666666667
ATP6AP1	0.5158
NR1H2	-0.252333333333333
PDK2	0.19775
C3orf17	0.0888333333333333
SLC38A2	-0.282357142857143
SLC25A29	0.596833333333333
C15orf29	-0.226125
ADAM9	-1.25708333333333
TMUB2	0.124625
GPR176	-0.40625
AGK	-0.481625
MCCD1	3.4255
NDUFA4	-0.449
TMEM146	-0.00375
DUSP1	0.733
UNQ6975	0.545
EMX2OS	3.38925
INSM2	-0.519
LUZP4	-0.22825
SETD6	-1.2175
P2RY2	2.472
SLC45A2	-1.6015
RABGAP1	0.728666666666667
UBXD5	-0.08275
GPRC5A	1.4689
PAK3	0.264166666666667
LOC63920	0.5615
TGFBR1	0.9007
KRTAP6-3	0.45425
SFMBT2	-0.4635
CDC42	0.339
C11orf35	0.4125
TTLL2	0.25375
UACA	0.558083333333333
CD97	-1.9672
SETD5	-0.28675
NINJ2	-0.12875
PTER	0.559333333333333
POMGNT1	0.69475
KRTAP4-2	-0.1965
ECGF1	2.108
HRB	-0.262272727272727
ATP1B2	-0.3425
LOC400506	-0.19375
COL4A3BP	0.50225
C6orf97	1.49775
GRHPR	0.447375
TAS2R1	0.2005
SEMA7A	-0.51875
EDF1	0.614
ODF2L	0.1211
PCID2	-0.364333333333333
GTF2H4	-0.6345
ZCCHC3	-0.973875
CGB2	0.0583333333333333
NEUROD1	1.164
C20orf75	-0.42
RP5-1054A22.3	1.63
IFNA5	0.176
ZNF134	0.306333333333333
MGC119295	-0.664
ZSWIM6	0.1325
SMEK1	0.391666666666667
PCGF2	0.44475
C1orf102	2.608
CYP2A13	0.678
KCNH6	-1.314
MDM1	0.4609
ALDH7A1	0.209333333333333
C9orf75	1.984
VDAC3	-0.2265
OR51T1	0.6555
EIF3F	0.0693333333333333
KCNJ10	-0.778375
LENG8	-0.03175
EDEM2	-0.0486666666666667
CCNJL	1.85466666666667
DHX37	-0.679
CRYGN	0.1775
AATF	-0.279125
ZNF630	1.08325
E2F5	-0.7955
WFDC13	-0.279333333333333
FTSJ3	-0.489
C4orf33	-0.301
LHFPL4	-3.112
C19orf56	0.302666666666667
SMAD4	0.5695
AFM	-0.199
G0S2	-2.098
FCHSD2	-0.3452
RRP1B	-0.7068
EEF1B2	-1.18616666666667
STAT6	0.0741666666666666
ZNF195	-0.4875
GNL1	-0.998666666666667
ZNRF2	1.19466666666667
PER3	0.51875
ASB16	0.368
C10orf10	1.19957142857143
ADCY8	-2.90933333333333
C9orf58	-0.8825
ARMC10	0.294666666666667
PSG1	-0.6655
DHX34	-0.18375
VARS2	-1.00825
NFIC	0.75675
ITPR2	1.33675
AGXT2	0.4785
OR6K3	0.265
H2AFZ	-1.21883333333333
MLLT3	0.94775
COX4I2	1.1865
CCNT2	0.666875
PLK4	-1.87975
NUMBL	-0.2605
MED16	0.33325
PLEKHQ1	0.38775
GOSR1	0.543555555555555
BTG4	-0.06525
RPL30	0.507333333333333
IGSF5	1.372
IGFL2	2.39866666666667
ELMOD2	1.18366666666667
SHC3	-1.4575
HAVCR1	-0.0965
DYNC2H1	0.124875
RNF5	-0.621666666666667
C2orf7	-0.072
NLF1	1.228
KLHL25	0.6105
LRP10	0.8924
KRI1	-0.1115
PUS7L	-0.545333333333333
MGMT	1.64325
HOXD1	-0.0671666666666667
CSH1	0.3181
ATG16L2	-1.7205
FLJ44635	-0.2815
CHODL	0.11925
EXOSC8	-1.51025
SLC28A1	-0.18125
MYO7B	-0.8135
SEH1L	0.1341
MTNR1A	0.127666666666667
TSPAN5	0.819833333333333
CDC45L	-3.93116666666667
AMIGO1	0.7655
ATAD3A	-1.180125
OSGIN2	0.211666666666667
PDIK1L	0.55
DARC	0.308375
PIPSL	0.301
SHMT1	-0.7995
CRISP3	0.712
POPDC2	2.69333333333333
ZRANB2	-1.01433333333333
FBXL8	0.52875
TRIP13	-2.55554545454546
EIF5AL1	-1.5435
POU5F1P3	-5.13233333333333
IL6	-2.68233333333333
CXorf38	0.0928333333333333
IFNA16	0.00750000000000001
FBXL2	1.97066666666667
BRD1	-0.10375
STATH	0.51875
FBXO44	0.486666666666667
MCCC2	0.69225
CDC2	-1.7808
C5orf23	1.84175
IVD	1.32033333333333
C10orf122	-0.21
MSL3L1	-0.1706
MVP	1.017
EPOR	-1.1
ZMYM1	0.453333333333333
BCL7C	0.277833333333333
PSTPIP2	0.9109
LYPD1	-1.616875
OR8G5	-0.823
ZP3	-0.247333333333333
BCAS4	1.398
EDG6	0.17525
ISY1	0.01975
PRAMEF2	-0.71125
CUL1	-0.364875
RNF213	1.2358
CCRK	1.2455
DHX9	-0.09475
C13orf29	0.3895
NCKAP1	0.938666666666667
MRPL43	0.502142857142857
XPR1	0.129
PKN2	0.1399
PODNL1	1.2225
ZNF333	0.391875
DALRD3	1.50225
OPN1SW	0.304
BTBD6	0.8995
C11orf82	-1.68
OR5P3	-0.0695
DUSP11	0.1025
L1CAM	-1.0729
NEK11	2.50916666666667
OR7E91P	0.955
CNTN3	3.3454
CREB3L2	-0.1025
ZBTB37	0.6315
KIAA1324L	-0.76025
NDUFB10	0.724166666666667
NUDT2	0.3415
GTPBP8	-0.275
CACNA1D	1.4095
PRKAA2	0.5565
PRDM8	-0.105
MGC16075	-0.744333333333333
KRT14	1.95228571428571
PP8961	0.7385
MRPL18	-0.06725
ABCG2	-2.519
PACRG	1.88025
BBS2	0.5265
KREMEN2	-1.8225
FBXO21	0.2445
HNRPUL1	-0.0100833333333333
GRB10	0.018
CLSTN1	1.328375
LMAN2	0.2603
C17orf61	-0.32
NIPSNAP3A	0.05775
INSIG2	-0.451333333333333
PCDHB7	0.601
STXBP2	0.54125
CMAH	0.6745
SEMA5B	-0.4825
ZNF155	0.325833333333333
COQ6	0.119
PRPF4	-0.2285
TSPAN15	2.7825
VN1R5	0.239
LATS2	0.62825
SELK	-0.1575
PGK2	-0.25175
MS4A1	-1.896375
TYW3	-1.2005
KRTAP5-1	0.53975
RCCD1	-1.82233333333333
BTN1A1	0.86675
DDX28	-0.796
TMEM65	-0.095375
LOC92345	0.4005
TTC31	-0.209
WDR46	-0.653333333333333
CHP2	1.28166666666667
LSP1	0.09
ZNF542	0.792
EXOSC1	-0.38425
ARHGAP18	-0.478833333333333
LRRTM4	-0.928875
MAOB	3.71533333333333
CACNB4	-0.5745
MGC33846	0.35625
RANBP3L	1.718875
ATP5L	-0.347625
ONECUT1	-3.5435
NUDT9	0.4965
TMEM149	-0.088
STX17	0.31925
IGSF10	-3.3075
TMPRSS9	-0.1615
BMPR2	1.14641666666667
ALLC	-0.11725
KLF7	0.7765
GCC1	0.6836
TIMM9	-0.609
CDO1	-0.355333333333333
MGC10701	-0.630333333333333
IFI6	1.37233333333333
FRMD8	0.089
MGAT2	-0.54125
WBP5	-0.431666666666667
CNIH2	0.3725
KIAA0907	-0.9771
KCNH8	-0.114
CTSG	-1.741
GRIK1	-0.658666666666667
CUL5	0.12025
FRMD1	0.3575
OR9A4	-0.275
SYT6	-1.95975
FOXD4L2	0.44475
ANAPC2	-0.562333333333333
OPN5	1.0515
TAF13	-0.1845
LYG2	-0.378
GGNBP1	0.3805
C11orf40	0.1295
OTX2	-1.3415
REG4	-0.052
EIF5	-0.1495625
PALB2	-1.0805
SEPSECS	-1.2257
RNASE3	-0.61275
TRIM49	-1.81
POLR2K	0.0829
GPR42	0.159
C8B	-3.12575
SASS6	-1.194
PREB	-0.688333333333333
OR3A3	0.5085
TUBA8	0.5115
IGLV2-14	-2.15475
STIL	-2.063
ANKFN1	-0.0471666666666667
NME7	-0.4215
HOXC12	-0.71375
UBE2C	-1.564375
FHOD1	-0.586
CDK2AP1	-0.0553333333333333
OR6K2	0.63525
DHPS	-0.4865
RPL5	-0.84125
TRGV5	0.4535
LOC541472	0.1575
HCCS	-0.0789
DENND1B	2.9245
LHX3	-0.2855
OR5D16	0.4615
CXorf57	-2.6228
IRF2BP1	1.3
NDST2	0.724
LCE3D	0.0445
BOLL	0.0322857142857143
SYT3	-0.46425
PIH1D2	1.56
C20orf7	-1.3205
IL1R2	-1.027
SLAMF9	1.233
PPME1	-0.209375
PIK3CA	0.425
TRAPPC1	-0.4315
COLEC10	-0.4195
SLC9A6	-1.7875
PDDC1	0.0678333333333333
CCDC53	-0.7895
GK3P	-0.4775
DAZL	-0.76975
BRI3	0.124
SDK1	0.14075
CYP2C18	-0.3285
IFI44L	1.897125
RPL3L	0.6205
FUT9	3.25466666666667
KIFC2	-0.1745
PMP2	-0.583375
SLC4A9	0.1075
PLAG1	-2.249
MYCBP2	-0.462833333333333
OR4E2	0.313
CCDC65	1.464
C16orf82	-0.121125
ENTPD4	-0.2975
BRP44L	-0.4565
PMP22CD	0.0445
TMCO4	1.34766666666667
KCNN1	-0.9915
WDR35	0.51925
CCDC80	2.086
C3orf31	-0.701
SLC7A9	-1.15775
TMEM190	-0.01625
DBC1	-0.693333333333333
FADS3	-0.336
PDZD8	0.0821666666666667
GRM5	0.104125
AZGP1	2.8689
PEX3	-0.1785
MED1	-0.327142857142857
ATG4C	-1.13783333333333
HNRPH3	-1.275625
FAM109B	1.731
C4orf17	0.1135
CA10	-0.0605
OPRD1	-0.1085
CCL16	-0.94025
SACM1L	-0.08025
CST6	5.2695
CD63	1.191
LGI1	-1.4385
ZNF784	0.33875
CRYBB1	-1.796
CX3CL1	1.1369
TOP2A	-2.01575
GYPB	-2.945
GADD45GIP1	-0.37225
FEN1	-2.103375
IGF1R	0.4515
WDR72	-0.517666666666667
PURG	-0.501166666666667
DEFB126	-0.348
PKD1L1	0.00625000000000002
CAV1	-1.3965
GNPDA2	0.6542
DGAT2	-0.749125
NLGN1	-4.34
STRBP	0.32
HPRT1	-1.11133333333333
FANCI	-2.6925
PSMA7	-0.125375
DBF4B	-0.946666666666667
TTF1	-0.46725
RAD54L	-2.60175
ELOF1	-0.251
PLAGL2	-0.7485
ZNF256	0.182
HMGCL	1.12225
MSI2	-0.590833333333333
RPESP	2.97283333333333
C11orf60	0.9335
ABCD1	-0.318
ACAA1	0.7387
SPARCL1	4.706
IL6ST	2.5525
ZNF319	-0.18525
TMEM109	-0.0248
FAM90A1	-1.95066666666667
IL22RA1	-0.9085
ATP4B	0.4045
TEC	-1.37866666666667
C7orf30	-1.08675
TXNDC2	0.315833333333333
ABCB4	-0.64225
KIAA1191	1.062
C9orf38	0.016
SFTPB	-0.012625
CNTNAP2	0.812666666666667
FRK	1.859
TBX19	0.129
CHD4	0.074
C6orf26	-2.42833333333333
MOSC2	1.879
IKBKE	0.38175
HIF1A	-2.23716666666667
LOC595101	-0.4735
RELA	0.357333333333333
TMEM16B	-0.498166666666667
ABHD12B	-2.1435
TSEN34	0.09225
KIF18A	-2.18275
TXNDC9	-0.214666666666667
SPATA2L	0.439
SEMA4G	-0.211
C21orf91	-0.700125
MATN1	-0.377
KCNIP4	-0.3116
TUSC1	1.656875
OR4C15	0.24475
ARMCX6	0.697166666666667
WBSCR27	0.426833333333333
OR52I2	0.051
KIAA1604	-0.91525
DYNC1I1	-0.315375
PPP4C	-0.145
SLC47A2	-0.929166666666667
TREH	-0.019625
CD48	-0.992666666666667
ST14	1.88766666666667
PKN1	-0.45175
SPON2	2.183
XBP1	2.14283333333333
SFRS12	0.0811666666666667
EFCAB6	1.8155
SELT	0.599
SLC39A2	0.781
ERF	-0.3995
ARL3	1.078875
SURF6	-0.6164
MLLT10	-0.579190476190476
FLJ11171	0.2805
TDGF1	-4.89416666666667
ERCC6	0.237
EIF2AK4	-0.067
BAZ1A	-0.201
LRRN3	-0.163166666666667
TMC3	-0.038
EFTUD1	-0.31125
PTPRO	-0.346333333333333
CLEC12A	-0.18175
ACBD4	0.382
ZDHHC14	-0.684875
OTUD7B	0.820875
ACTB	0.496625
MSRA	-0.24875
LCE5A	0.722
IFI35	0.74325
BSCL2	0.172666666666667
ANKRD12	-0.3725
CFHR2	0.31825
RGAG1	0.1725
HSFY1	-0.0395
SLC30A5	0.619416666666667
IMPG1	0.2335
GPR109A	0.5945
ZNF185	1.55975
IYD	3.109
NPCDR1	1.2035
SERPINA13	0.0125
HMGCLL1	-1.17775
NEUROG1	0.756
UBQLN1	0.431375
LIN37	0.09275
SOCS2	-3.468
DSCR4	-1.9495
XKR6	-1.2375
GPR142	0.9
KRTAP13-3	0.585
CCDC15	-0.872166666666667
MOS	0.382
CD1E	-1.154
OFCC1	-0.163
FAM83D	-1.2295
SRFBP1	0.43275
C9orf96	0.1185
DHDH	1.183
CCDC90A	-1.081
RABL3	1.42815
CD320	-0.986
ANGEL2	0.703
MRPL21	-0.31075
SMG6	-0.0273333333333333
INSR	1.4760625
FLJ14816	-1.4305
GLRB	-1.12233333333333
C9orf89	1.7335
CIZ1	-0.7475
URG4	-0.759
LRDD	-1.2155
CBY1	0.148833333333333
