Hybridization REF	TCGA-B6-A0WV-01A-11R-A109-07
ZBTB16	0.6815
PDGFB	2.00525
RFX1	0.78875
UQCRB	-0.5288
LOC133874	-0.243
HPS3	-0.91325
LGALS3BP	0.9188
DKFZP564O0823	0.620928571428571
MRFAP1L1	0.852375
HOXA10	-2.02566666666667
NGB	0.1565
KIF21A	0.0113076923076923
IFLTD1	0.697
LZTS1	-1.3055
ARHGEF3	1.249
RHBDL3	-0.4615
CSNK1G2	-0.171416666666667
ChGn	-2.708375
KIAA1244	1.977
GABRB2	0.2315
MGC72080	0.4815
CD27	1.88675
EGLN1	-1.9558
PEX13	0.35725
RWDD3	-1.036
RNF12	-0.793166666666667
GRIN2B	0.0955
ADAMTS14	-0.270125
DYDC2	-0.0651666666666667
ATP6AP1	1.0859
NR1H2	0.199
PDK2	1.15275
C3orf17	0.0186666666666667
SLC38A2	-0.878214285714286
SLC25A29	-0.317
C15orf29	0.12675
ADAM9	-0.147916666666667
TMUB2	0.008625
GPR176	-0.24125
AGK	-0.2245
MCCD1	2.407
NDUFA4	-0.1545
TMEM146	0.15875
DUSP1	-0.076
UNQ6975	-0.7645
EMX2OS	1.78525
INSM2	-0.13775
LUZP4	-0.65875
SETD6	-0.69825
P2RY2	3.02475
SLC45A2	-1.6675
RABGAP1	0.918666666666667
UBXD5	0.44175
GPRC5A	1.7183
PAK3	-0.0885
LOC63920	-0.09525
TGFBR1	-0.8923
KRTAP6-3	0.01025
SFMBT2	-0.54175
CDC42	-0.1008125
C11orf35	1.314
TTLL2	-0.271
UACA	-0.0223333333333333
CD97	-2.5886
SETD5	-0.23575
NINJ2	-1.51175
PTER	-1.74333333333333
POMGNT1	0.44775
KRTAP4-2	-0.1125
ECGF1	2.623125
HRB	-0.0179090909090909
ATP1B2	-0.2017
LOC400506	-0.33575
COL4A3BP	-0.406
C6orf97	1.37075
GRHPR	0.086125
TAS2R1	0.403
SEMA7A	-0.4345
EDF1	0.678
ODF2L	0.6252
PCID2	-0.240333333333333
GTF2H4	-1.13583333333333
ZCCHC3	-0.197375
CGB2	0.322
NEUROD1	0.905
C20orf75	0.014
RP5-1054A22.3	1.35883333333333
IFNA5	0.355
ZNF134	0.3765
MGC119295	-0.5801
ZSWIM6	-0.675875
SMEK1	-0.459666666666667
PCGF2	-0.289875
C1orf102	2.6005
CYP2A13	3.808
KCNH6	-0.974
MDM1	0.7477
ALDH7A1	0.523166666666667
C9orf75	0.8345
VDAC3	0.03875
OR51T1	0.0935
EIF3F	0.321583333333333
KCNJ10	-0.583125
LENG8	0.00675000000000001
EDEM2	0.96325
CCNJL	-0.584333333333333
DHX37	-0.3025
CRYGN	0.3875
AATF	-0.220625
ZNF630	1.71025
E2F5	-0.3485
WFDC13	1.086
FTSJ3	-0.103666666666667
C4orf33	1.2085
LHFPL4	-2.875
C19orf56	0.199833333333333
SMAD4	0.005
AFM	-0.1474
G0S2	0.0885
FCHSD2	-0.9352
RRP1B	-0.7897
EEF1B2	-1.47416666666667
STAT6	1.38716666666667
ZNF195	-0.08475
GNL1	-1.27333333333333
ZNRF2	0.904333333333333
PER3	1.30275
ASB16	-0.089
C10orf10	0.3605
ADCY8	-3.7635
C9orf58	-1.17333333333333
ARMC10	0.172833333333333
PSG1	-0.6965
DHX34	-0.10775
VARS2	-0.58525
NFIC	0.661
ITPR2	0.68875
AGXT2	0.7454
OR6K3	0.1505
H2AFZ	-0.778666666666667
MLLT3	0.3005
COX4I2	1.1875
CCNT2	0.6755
PLK4	-1.116125
NUMBL	-0.772833333333333
MED16	1.0975
PLEKHQ1	-0.21
GOSR1	0.0426111111111111
BTG4	-0.299
RPL30	-0.0288333333333334
IGSF5	-1.3185
IGFL2	1.71083333333333
ELMOD2	1.17633333333333
SHC3	-0.7445
HAVCR1	0.5375
DYNC2H1	0.7915
RNF5	-0.562666666666667
C2orf7	0.3395
NLF1	1.1165
KLHL25	0.3265
LRP10	1.5034
KRI1	-0.60975
PUS7L	0.1835
MGMT	1.883
HOXD1	-0.654666666666667
CSH1	0.4462
ATG16L2	-1.66375
FLJ44635	-0.632
CHODL	-0.75225
EXOSC8	-2.092
SLC28A1	-0.8095
MYO7B	-1.11333333333333
SEH1L	-1.0554
MTNR1A	0.213333333333333
TSPAN5	0.930166666666667
CDC45L	-2.0215
AMIGO1	0.2045
ATAD3A	-0.82725
OSGIN2	0.561166666666667
PDIK1L	0.890333333333333
DARC	2.361875
PIPSL	-0.253
SHMT1	-0.2735
CRISP3	0.59
POPDC2	1.53116666666667
ZRANB2	-1.31883333333333
FBXL8	0.12625
TRIP13	-1.41818181818182
EIF5AL1	-0.566
POU5F1P3	-5.61633333333333
IL6	-3.28916666666667
CXorf38	-0.3995
IFNA16	0.9215
FBXL2	1.93116666666667
BRD1	0.25025
STATH	-0.26225
FBXO44	0.5035
MCCC2	0.89725
CDC2	-0.6639
C5orf23	-1.16
IVD	1.07316666666667
C10orf122	-0.78975
MSL3L1	-0.0758
MVP	0.8905
EPOR	-1.3987
ZMYM1	-0.593333333333333
BCL7C	0.276333333333333
PSTPIP2	0.6723
LYPD1	-2.4385
OR8G5	0.1845
ZP3	0.859833333333333
BCAS4	2.30416666666667
EDG6	0.2405
ISY1	0.12625
PRAMEF2	-0.592
CUL1	0.08175
RNF213	1.4941
CCRK	1.304
DHX9	-0.227375
C13orf29	-1.56175
NCKAP1	0.7275
MRPL43	1.33378571428571
XPR1	-0.16625
PKN2	0.0976
PODNL1	0.8915
ZNF333	0.774375
DALRD3	1.45775
OPN1SW	-0.2645
BTBD6	-0.191
C11orf82	-1.5645
OR5P3	-1.028
DUSP11	0.08325
L1CAM	-1.8351
NEK11	2.3755
OR7E91P	2.447
CNTN3	1.0087
CREB3L2	0.21675
ZBTB37	1.25
KIAA1324L	0.70775
NDUFB10	0.222666666666667
NUDT2	0.04
GTPBP8	-1.17025
CACNA1D	1.432125
PRKAA2	0.162166666666667
PRDM8	0.2065
MGC16075	0.0296666666666666
KRT14	0.493
PP8961	0.218
MRPL18	-0.338
ABCG2	-3.50475
PACRG	1.1175
BBS2	0.217
KREMEN2	-3.8165
FBXO21	0.8245
HNRPUL1	0.426333333333333
GRB10	0.35675
CLSTN1	0.51
LMAN2	0.4807
C17orf61	-0.07825
NIPSNAP3A	0.1395
INSIG2	-0.864833333333333
PCDHB7	1.056
STXBP2	0.959875
CMAH	-0.398833333333333
SEMA5B	-1.121
ZNF155	0.557
COQ6	0.0441666666666667
PRPF4	-0.32025
TSPAN15	2.2793
VN1R5	0.6535
LATS2	-0.5395
SELK	0.2735
PGK2	-0.5025
MS4A1	-2.294375
TYW3	-0.7403
KRTAP5-1	0.1095
RCCD1	-1.83983333333333
BTN1A1	0.994
DDX28	-0.43975
TMEM65	0.29875
LOC92345	-0.06375
TTC31	-0.044
WDR46	-1.13983333333333
CHP2	-1.61516666666667
LSP1	-0.108125
ZNF542	-0.1565
EXOSC1	0.13125
ARHGAP18	-1.19616666666667
LRRTM4	-0.86825
MAOB	0.313833333333333
CACNB4	0.012
MGC33846	-0.149375
RANBP3L	-0.03025
ATP5L	-0.611
ONECUT1	-3.949
NUDT9	0.0835
TMEM149	0.736
STX17	0.47175
IGSF10	-3.45125
TMPRSS9	0.2295
BMPR2	1.23425
ALLC	-0.2185
KLF7	1.257875
GCC1	0.889
TIMM9	-0.432
CDO1	-1.15416666666667
MGC10701	-0.904666666666667
IFI6	2.6995
FRMD8	-0.13525
MGAT2	0.38875
WBP5	-0.379666666666667
CNIH2	0.30875
KIAA0907	-1.3815
KCNH8	0.0255
CTSG	-3.053
GRIK1	0.1105
CUL5	0.322375
FRMD1	0.26
OR9A4	-1.259
SYT6	-2.21375
FOXD4L2	0.94575
ANAPC2	0.2645
OPN5	-0.291
TAF13	-0.89225
LYG2	-0.16675
GGNBP1	0.282
C11orf40	-0.087
OTX2	-1.3185
REG4	0.263833333333333
EIF5	-0.4289375
PALB2	-0.84
SEPSECS	-0.0625
RNASE3	-0.0885
TRIM49	-1.663
POLR2K	0.3864
GPR42	-0.184
C8B	-3.47525
SASS6	-1.1185
PREB	-0.2065
OR3A3	0.651
TUBA8	1.1365
IGLV2-14	-3.04125
STIL	-1.703
ANKFN1	-0.860166666666667
NME7	0.17725
HOXC12	0.63575
UBE2C	-0.349
FHOD1	-0.983375
CDK2AP1	0.0935
OR6K2	0.32025
DHPS	0.1455
RPL5	-0.8405
TRGV5	0.58
LOC541472	-0.232875
HCCS	0.0488000000000001
DENND1B	3.1725
LHX3	-0.215
OR5D16	0.7925
CXorf57	-0.144166666666667
IRF2BP1	1.221
NDST2	0.713333333333333
LCE3D	-0.004
BOLL	0.110571428571429
SYT3	-1.44125
PIH1D2	0.903
C20orf7	-0.427166666666667
IL1R2	-1.08266666666667
SLAMF9	0.534
PPME1	-0.594875
PIK3CA	0.069
TRAPPC1	0.0455
COLEC10	-0.84525
SLC9A6	-1.80916666666667
PDDC1	0.685166666666667
CCDC53	0.68475
GK3P	-0.3295
DAZL	-1.252
BRI3	-0.30425
SDK1	1.354125
CYP2C18	-0.089
IFI44L	2.705
RPL3L	0.054
FUT9	-1.12733333333333
KIFC2	0.440833333333333
PMP2	-0.73
SLC4A9	1.1475
PLAG1	-2.1825
MYCBP2	-0.334
OR4E2	-1.214
CCDC65	3.15375
C16orf82	-0.257
ENTPD4	-0.1535
BRP44L	-0.6455
PMP22CD	0.15025
TMCO4	0.870833333333333
KCNN1	-0.167333333333333
WDR35	0.63775
CCDC80	0.633875
C3orf31	-1.0545
SLC7A9	0.65225
TMEM190	-0.72375
DBC1	-1.066
FADS3	-0.331833333333333
PDZD8	0.374166666666667
GRM5	0.613
AZGP1	3.6503
PEX3	0.1815
MED1	-1.17
ATG4C	-1.33433333333333
HNRPH3	-1.215375
FAM109B	1.93025
C4orf17	0.463
CA10	-0.457
OPRD1	-0.0345
CCL16	-1.431
SACM1L	0.17475
CST6	4.91875
CD63	1.12625
LGI1	-1.50425
ZNF784	0.089
CRYBB1	-1.788
CX3CL1	0.37675
TOP2A	-0.774125
GYPB	-3.26583333333333
GADD45GIP1	-0.17025
FEN1	-0.733125
IGF1R	0.0969375
WDR72	-2.29333333333333
PURG	-1.0465
DEFB126	-0.0466666666666667
PKD1L1	0.5315
CAV1	-2.5848
GNPDA2	0.7379
DGAT2	-0.710375
NLGN1	-4.57825
STRBP	0.660125
HPRT1	-0.00483333333333333
FANCI	-2.028875
PSMA7	0.65575
DBF4B	-0.336666666666667
TTF1	-0.07
RAD54L	-1.976
ELOF1	0.45125
PLAGL2	-0.086625
ZNF256	-0.03925
HMGCL	1.142
MSI2	0.2875
RPESP	-0.2865
C11orf60	0.73025
ABCD1	0.205
ACAA1	1.0048
SPARCL1	4.32228571428571
IL6ST	0.6167
ZNF319	-0.341
TMEM109	0.462
FAM90A1	-2.04516666666667
IL22RA1	-0.858
ATP4B	-1.425
TEC	-0.980333333333333
C7orf30	-0.71725
TXNDC2	-0.248
ABCB4	-0.90875
KIAA1191	1.236
C9orf38	-0.321
SFTPB	0.611
CNTNAP2	-0.662416666666667
FRK	1.8695
TBX19	-0.11275
CHD4	0.3095
C6orf26	-2.91083333333333
MOSC2	0.64725
IKBKE	0.27775
HIF1A	-1.02483333333333
LOC595101	-0.1285
RELA	0.250333333333333
TMEM16B	-0.656666666666667
ABHD12B	-1.98525
TSEN34	0.908
KIF18A	-1.3195
TXNDC9	-0.053
SPATA2L	0.1775
SEMA4G	0.3505
C21orf91	-0.778875
MATN1	0.21
KCNIP4	-0.152833333333333
TUSC1	1.48575
OR4C15	-0.0395
ARMCX6	0.843833333333333
WBSCR27	0.623
OR52I2	0.161
KIAA1604	-1.03075
DYNC1I1	-1.955875
PPP4C	0.19725
SLC47A2	-1.74416666666667
TREH	-0.024875
CD48	-1.0405
ST14	0.9695
PKN1	-0.236
SPON2	1.794
XBP1	2.8355
SFRS12	-0.714833333333333
EFCAB6	3.62725
SELT	0.2135
SLC39A2	1.6785
ERF	-1.39966666666667
ARL3	1.884625
SURF6	-0.5991
MLLT10	-0.29852380952381
FLJ11171	1.14166666666667
TDGF1	-4.80333333333333
ERCC6	-0.4355
EIF2AK4	0.493625
BAZ1A	0.223
LRRN3	-0.196833333333333
TMC3	-0.318
EFTUD1	-0.462
PTPRO	0.068
CLEC12A	-0.11725
ACBD4	0.972625
ZDHHC14	-0.84075
OTUD7B	0.54625
ACTB	0.5076875
MSRA	-0.686
LCE5A	0.058
IFI35	1.48375
BSCL2	0.9795
ANKRD12	0.0635
CFHR2	-0.47525
RGAG1	0.154666666666667
HSFY1	4.5725
SLC30A5	-0.114727272727273
IMPG1	0.283
GPR109A	1.0735
ZNF185	2.81575
IYD	0.2265
NPCDR1	0.3545
SERPINA13	1.298
HMGCLL1	-0.0245
NEUROG1	0.290166666666667
UBQLN1	0.7916875
LIN37	0.49575
SOCS2	-1.868625
DSCR4	-1.774375
XKR6	-2.18525
GPR142	0.427
KRTAP13-3	0.475
CCDC15	-0.546833333333333
MOS	0.0955
CD1E	-2.4685
OFCC1	-0.273
FAM83D	-0.5085
SRFBP1	0.11625
C9orf96	0.123
DHDH	2.14575
CCDC90A	-0.739
RABL3	1.35565
CD320	-0.853
ANGEL2	0.27925
MRPL21	0.98075
SMG6	0.444
INSR	1.0243125
FLJ14816	-0.8035
GLRB	0.891833333333333
C9orf89	1.6335
CIZ1	-0.699
URG4	-0.272
LRDD	-0.728
CBY1	1.48866666666667
NFX1	-0.13425
MTERFD2	-0.143071428571429
C19orf23	0.333
PGC	-3.27775
IER3IP1	0.4776
RASAL2	0.853666666666666
C1orf89	0.08675
SYNJ1	-0.05775
NFKBIE	0.166
FLJ40125	0.396166666666667
TCEB2	0.1327
NOG	-2.4225
POLR2J2	-0.334333333333333
HLA-B	0.94325
PCDHA1	-0.7075
PPP2R2B	-2.53025
ARHGEF17	0.3385
TCF7L2	0.784714285714286
CHD5	-0.708666666666667
ZNF431	-0.6015
TBC1D25	0.6655
ZNF800	0.57425
SCUBE2	4.45581818181818
MYCBP	0.6955
GPX5	0.516
C6orf129	0.405666666666667
QSER1	-0.0591666666666667
ULK2	2.58025
PIGO	0.278333333333333
NRCAM	-2.4785
SLC35E3	1.30375
CSRP2	-1.939
HYPE	1.24725
MAPK15	0.281166666666667
MGC14327	0.28475
TIMM13	0.342166666666667
ZNF462	-1.977
GBA3	-0.27375
TEX13A	1.762
MCM6	-0.514
MTRF1	-1.182875
ABCA7	0.2345
EIF4A2	-0.99175
ZC3H10	0.7156
RPGR	0.0931666666666667
C20orf94	1.03775
RP1L1	0.2335
GPR125	-0.791625
USP22	0.652357142857143
OR1L4	0.05225
MLZE	0.5155
FLJ32065	0.67675
PTCD1	0.28575
CRTAC1	1.19533333333333
BXDC2	-1.27
C18orf1	2.34233333333333
FAM107A	0.175714285714286
EFNA3	0.2965
P18SRP	-0.6615
CAMKK2	1.10958333333333
KIAA0649	0.70625
NES	-1.84533333333333
HS6ST3	1.83725
PON2	-0.56175
TCP11L2	0.3045
CLEC4A	0.42475
PRR12	0.784
MLXIPL	-1.6124
C2orf50	1.409
ZNF28	0.6625
ENC1	0.0431666666666667
MAP2K1	-0.79575
FKSG2	-0.0755
KIAA0430	0.38525
PTP4A1	-1.18194444444444
GPR156	0.4925
GTF3C6	-0.994
UBR2	-0.426
LOC388272	-1.2285
MAK	1.389
ACOT4	3.719
STC2	1.56233333333333
PIGW	-0.842375
SAE1	0.029625
COL6A1	0.689318181818182
OAZ1	0.167333333333333
STMN4	0.885333333333333
EDG3	1.129
SGCE	-2.64966666666667
IL11	-3.15733333333333
PRSS8	2.72675
YIPF5	0.541
WNT4	3.550875
CSN2	0.2095
TCF7	-3.062
TDO2	1.60075
SAMD9	-0.507
S100A7A	-0.218
MMRN1	2.92216666666667
GKAP1	0.288
AKR1C3	-2.239625
RNF19A	0.55025
GMDS	-1.444
YKT6	-0.243
SPARC	1.189
C12orf31	-0.13975
UBE2V2	-1.1635
FBXL18	0.0116666666666667
KIAA0460	-0.14175
ADAM22	-0.782375
SERPINC1	-4.2995
KCTD21	0.80675
MYOHD1	-1.98225
ZNF37A	0.0326666666666667
GTF3C1	0.190166666666667
CTSZ	2.6185
PRNPIP	-0.278
DRD1IP	0.197
NR1I2	-1.863
ZNF266	-0.1552
SPAG4L	-0.047
COX4NB	-0.095
SAPS1	0.448333333333333
APOA1	-4.310375
TATDN1	-1.28766666666667
C10orf82	2.118
KPNB1	-0.04325
FOXO3	0.423833333333333
CRYBB2	-0.043
ZBTB5	-0.288333333333333
SLC25A38	0.80075
DCTN2	0.8235
IFT20	0.27675
CTHRC1	1.11775
C1orf31	-1.336125
UHRF1	0.4299375
GPC6	-0.56825
C10orf54	0.082
MCF2L2	-1.11966666666667
WNT9B	0.1855
OLA1	0.449
FAM120B	-0.17175
TTLL10	-0.3015
CYorf15A	-6.36725
RELN	-2.1795
SCN2B	0.925833333333334
MFHAS1	-1.00275
NKX3-2	-0.913666666666667
RASGRF2	-1.184
SSBP1	-0.873833333333333
KPNA6	-0.1935
LOC389118	0.615
HS3ST4	-1.2414
SUPT7L	-0.11475
FLJ32658	-1.3755
IGFBPL1	-1.23725
KIAA1641	-0.5954
SHKBP1	0.768333333333333
CSF1R	3.5195
NAGK	2.044
MYL2	0.23225
HIST1H4C	-1.6695
TOMM7	-0.397375
ADAMTSL3	0.8397
TNFSF14	-1.46425
PRRT2	-0.8315
VTA1	-0.069875
AOAH	1.70633333333333
CRISPLD2	0.951857142857143
PNN	-0.8073
TA-NFKBH	-0.1805
ESPN	0.0735
RBM43	-0.255
KIAA1267	0.4795
DDX3X	0.582277777777778
KIAA1576	-3.952
PLXDC1	3.71566666666667
FLJ25801	-4.90725
HNRNPL	-0.503
RUNDC3A	0.201166666666667
CASP12	0.5435
SH2D5	-1.945625
RPL26L1	0.3085
OR51A7	0.854
HDC	0.5855
C2orf16	0.245833333333333
SYTL3	2.417125
GOLGA4	0.173125
NOTCH1	-1.044
ATPAF2	-0.522
ECD	0.556
SSX5	-1.777
SNAP91	0.129
OCA2	-5.5125
PNPO	0.815
DAPK1	-1.40433333333333
PINX1	-0.891833333333333
SELENBP1	1.885875
NEK3	-1.21033333333333
TMED4	0.00842857142857148
SSTR4	-0.0025
FOSL1	-3.1438
CD40LG	0.305
CES1	-1.11491666666667
DCI	0.727833333333333
B3GAT3	-0.491166666666667
STK17B	-1.22975
CNTN6	0.6495
CYP3A4	-2.0415
MBOAT2	1.27821428571429
PISD	1.072125
USP1	-1.19075
PYDC1	2.0365
CENPM	0.07075
SAR1B	0.4355
TTC7B	-1.135375
DP58	0.4935
GPC1	1.17475
RBL1	-0.3785
TMEM137	-2.37066666666667
TOB1	1.55391666666667
TCEAL1	1.819
CENPF	-1.44336363636364
C6	2.7894
PRSS1	-4.112
PPIL6	0.8855
C6orf124	-1.272
ODZ4	0.743
SNCB	-0.33225
NDUFB9	-0.4165
CNOT6L	0.141666666666667
S100A9	-0.0401666666666667
TRIM50	0.442
KCTD1	1.1047
WDR63	2.1665
SPEF2	2.465
RNGTT	-0.493666666666667
CXorf22	1.9645
KCNK16	0.78675
CEP250	0.003375
ATPBD1B	0.013
KCNJ2	2.19625
MT1B	-1.0415
ZNF684	-0.206
SLC4A1	0.53825
PDHA1	-1.03525
ZNF492	-1.455875
TKT	-0.88425
BYSL	-0.961125
RNF38	0.088875
AHDC1	0.107
KLHL2	-0.658
CMTM8	1.4975
DMP1	-0.894
HERPUD2	-0.16575
CRTAM	1.1395
ZNF572	-1.53925
TMEM16J	0.473
HSD17B2	-3.76725
UBE2G1	0.231625
AHSA2	-2.41675
PELI2	-1.5665
TPX2	-0.779
ATP9B	2.0785
DAZAP1	-0.1825
HMGCS2	2.87133333333333
C17orf38	0.04125
B9D1	2.117375
NKX2-5	-0.1825
KIAA1276	1.011
LILRB2	2.3585
CSTF1	0.405333333333333
BTN2A1	-1.30283333333333
C15orf48	5.3155
IGF2BP3	-5.0545
FAM113B	1.65133333333333
HRG	0.483125
ZNF131	-1.1155
USP47	1.29378571428571
CCDC88B	-0.737125
HCN1	-0.4162
HTN1	-0.754333333333333
SYCP3	-0.997
C13orf23	-0.847
PAPOLA	-0.2715
AATK	-0.6535
MSH3	-0.800666666666667
NDUFAB1	-0.8285
ITLN2	-1.25333333333333
BAK1	0.027
MRPL45	-0.8395
MTNR1B	0.339333333333333
LOC645843	-1.335
SPECC1L	0.9575
PGCP	0.386
SPN	-1.656125
GPR143	2.6385
ZNF576	0.735333333333333
TMEM39A	0.2601
ATP5D	-0.0303333333333333
MAGEB3	-0.7895
RPS5	-0.396666666666667
ANP32E	-1.61792857142857
MTMR1	0.43475
YEATS4	-0.37775
SYNGAP1	-0.025
PCOLCE	-0.831166666666667
MNS1	1.23825
PCYT2	0.011
ZNF182	-0.9885
LAX1	-0.784625
SPPL2B	0.1458
ELOVL5	0.3679
PCDHAC1	0.168
B4GALNT1	-0.722666666666667
BLOC1S2	0.44075
ZNF673	-0.8828
ARHGAP21	-0.592666666666667
IRX5	3.75475
LRFN5	-0.0151666666666667
FAM7A1	-1.17725
RAB19	1.478
GINS1	-1.13425
ITM2B	0.5883
PAPSS2	0.775666666666667
OR5BF1	0.475
ACSL3	-0.171375
KIAA1919	-1.2135
GLT8D2	1.68525
UTRN	0.746214285714286
CNN1	1.09175
HISPPD2A	0.609
SDAD1	0.04675
SIGLEC9	0.0618333333333333
RPL35	-0.286214285714286
C22orf26	0.982
IMPDH2	-0.316375
WDR69	-1.39475
SEC14L5	-0.518333333333333
CLTA	-0.2245
RP11-529I10.4	1.4005
GPR37L1	0.824333333333333
OGDH	-0.0954166666666667
ASB13	1.0345
ZFP14	0.32575
ZCRB1	0.301
KPNA3	-0.55875
HSPA1L	0.3435
RHOC	1.5015
LOC554175	-0.2745
PPP3CA	0.2402
SLC1A7	-0.7987
ZNF529	-0.8585
RBED1	0.47725
DDB2	-0.2505
FLJ11286	0.302
SPATA1	1.227
MKNK1	-0.195166666666667
DYSF	0.349666666666667
ALKBH2	-0.20575
NKD1	-3.0535
C1orf174	-1.088
PLEKHO1	-0.715833333333333
ASB10	-0.00274999999999999
RING1	-0.573
NPC2	0.354
AVPR1B	-0.611
YTHDF1	0.396
LMAN1L	0.323
GSG2	-1.225
CEP170	-0.8167
RPS4Y2	-6.151
MSH6	-0.928
HECTD2	0.365333333333333
ZNF556	-3.26816666666667
PLEKHC1	-0.5293
AIRE	0.451
BCL2L10	-0.26675
LMOD3	-0.3174
ZBTB8	0.3901
FOXA2	-3.7226
SLCO2A1	1.938375
C3orf46	-0.2715
PRDM16	-0.7765
TMEM98	-0.0325
FRMD5	-1.983
PDE6C	-0.802
C1orf216	-0.182166666666667
EP400	0.0742142857142857
PTK2	-0.0750833333333333
RNF217	-1.008
NDUFA8	0.0825
ZFAT1	0.06725
LAMP3	-0.294166666666667
GLTSCR2	0.5135
NPW	-1.6265
LLGL2	0.5507
PPM1K	-1.05433333333333
C20orf177	-0.276
KIR2DL4	0.512111111111111
NFKB2	0.45625
C21orf122	-0.179833333333333
HESX1	-0.129
GPR114	-0.461166666666667
SLC25A35	0.304166666666667
GNAT1	0.85325
ORAI3	-0.10025
FAM76B	-0.16225
TMEM99	1.0959
TRIM29	-0.2671
CDS1	3.07675
RHEB	-0.1411
C4orf27	-0.9945
RAB3A	-0.058
OTUD6B	-1.061
GPD1	0.78
CDH15	-0.592333333333333
NPM1	-0.216857142857143
TMEM117	-0.59625
PRPS2	0.442333333333333
GCK	0.279
ADRA2A	3.75716666666667
TSPYL4	0.322333333333333
TASP1	1.07425
WDR19	1.35416666666667
C10orf38	-1.8685
PDE4C	-0.8545
FYB	-2.11075
C1orf55	-0.2255
PPFIA3	-0.07425
RAD18	-0.4
C12orf44	0.518333333333333
CRYBA4	0.2835
HVCN1	0.205
TAF10	0.424166666666667
C16orf48	0.439833333333333
DEPDC5	1.05783333333333
LTBP1	-1.7915
MAPRE1	0.55
FGF8	-0.162
C3orf52	1.8035
SENP7	0.588666666666667
LRRK2	-1.0185
RUNDC2A	-0.043
KIAA0355	-0.0193333333333333
CPEB1	-2.1545
PPEF2	-0.1505
ABI2	0.134166666666667
KIAA0317	0.00175000000000001
ATF1	-0.293333333333333
DYNC1H1	0.480125
DIP	0.33625
TMEM33	0.135333333333333
POLDIP3	0.482
C7orf24	0.65825
GPR171	1.2195
CDC6	-1.047
PLD1	-1.9366
ITFG2	-0.2605
NDUFC1	-0.1395
AKNA	-1.3785
NBR1	0.7285
PKHD1	0.225875
HPS4	-0.1217
MAFA	0.367
ULBP3	0.288
DIRC1	0.306
IMMT	-0.40175
C22orf13	1.12708333333333
CEL	0.3915
MARK3	-0.501
ADAMTS2	0.442
ARPC3	0.5495
TMEM10	0.427
NPHS1	0.07625
BRD8	-0.0423333333333333
WDR12	-1.39575
IDI2	0.328625
HOXD13	-2.019
OR8G2	-0.39325
SLAIN1	-4.67825
GABRQ	-0.2505
NR2C2	-1.20725
NKTR	-0.697
TLE2	1.62
KIAA0892	0.185166666666667
AURKA	-1.18690909090909
GPRC5C	0.871166666666667
TBC1D9B	0.693625
PNPLA6	0.185333333333333
AP3B1	-0.57125
NAG	0.413375
C11orf68	-0.718
AKR7A3	1.16975
AHCYL1	0.170833333333333
COP1	-1.22266666666667
RPP14	0.0055
PCDHB18	0.5835
CDH24	0.072
KRT17	-0.3972
LACTB2	-0.9705
DDX24	-0.7456
PHACTR1	-2.97633333333333
SLC35E2	0.4155
LOXL1	-1.52625
IQSEC2	0.496875
RGSL1	-0.9385
PCDHGC5	0.794
MEGF10	0.616875
PRRX1	0.4925
ASTE1	0.689
C6orf159	-1.687
MYOD1	0.115
GAA	1.51525
ZNF747	0.52675
KLRC1	-2.4135
IL1RL2	0.1855
GDF9	0.5975
GPR119	0.0485
TRAF2	-0.1975
HCK	2.2365
BMP6	-3.0245
IL8RA	0.920833333333333
FLJ35848	-0.808
EFHA1	-0.5605
CDSN	0.924
C14orf54	0.713333333333333
LSM3	-0.5725
ZFP41	0.6555
C9orf126	-0.852166666666667
VIT	-3.3015
SPCS3	-1.9775
DEF8	-0.6722
CHAF1A	-0.986666666666667
C1orf165	-0.335
ZFPM2	0.262666666666667
FTH1	0.489
SLC35F1	-1.8905
YWHAH	1.34675
C17orf66	0.917833333333333
ADRB1	-0.299666666666667
FOXL1	-1.0955
RG9MTD3	-0.829333333333333
UMPS	0.2615
MGC13008	0.794
KIAA1161	0.765
CCDC77	-1.793
C12orf65	-0.5167
COG4	-0.152666666666667
RCP9	0.367333333333333
RP4-692D3.1	2.711
CDC2L5	0.60525
MGC7036	0.496833333333333
DNAJC11	-0.035
GDF2	-0.1215
TIMM17A	-0.25875
HNRNPA0	-0.2984
OR2H1	0.0765
PCBP1	0.705625
COL23A1	-2.226
LRRC2	-0.802583333333333
NSD1	0.416285714285714
FLJ37078	-0.818875
WDR91	-0.434
TMEM179	-0.1265
DSCR10	-0.7335
CNDP2	0.9812
FYN	-1.8145
BEX2	-0.0996666666666667
KCND3	0.298
YPEL5	2.170625
LRRC42	-0.779
C17orf45	-0.780875
ZNF649	-0.0751
LOC150763	0.582
COL5A2	2.00283333333333
CNGA2	0.228
ELA2B	-0.855
RAB9B	0.40625
FAM100A	0.3705
NAIP	-0.509571428571429
MYOZ2	-0.506875
SPATA12	-0.5015
XRCC4	-0.58
CYB561	2.3002
CHST10	0.014
BAI1	-0.829666666666667
BRSK1	-0.7375
C17orf89	0.45475
PDE6H	-0.7355
FLJ20309	0.6455
MAP7	1.173625
SCN4B	1.00125
SPAG9	-0.1540625
SERTAD1	0.5705
FLJ21963	-3.0575
ANTXR1	0.0284
TMPRSS13	1.83266666666667
ETV7	2.74866666666667
DGAT1	0.656
NKIRAS1	0.527
