Hybridization REF	TCGA-BH-A0AV-01A-31R-A115-07
B3GNT5	1.950375
USP29	-0.029
ARHGEF10L	0.5477
ATOX1	-0.608125
ADAM30	0.45125
DNASE1	-0.86025
STT3A	-0.372666666666667
RAB6IP1	-0.5165
PTN	0.9271
C1orf106	2.23761538461538
HECA	2.34975
RNF122	0.59375
SLC22A18AS	-0.149166666666667
GNG8	0.6725
ELP4	-0.82075
FAM65A	0.0395
RPL10A	0.258833333333333
IRS4	0.489
MACF1	1.4729
SEC24D	0.90325
LOC374395	-0.40125
TGFB2	0.627125
MDFIC	1.226625
CHRNE	0.519
PCMTD2	-0.809
ATP6V0D1	0.490666666666667
MTA2	-0.74875
LZTR1	-0.5005
RAP1A	0.7825
AXIN1	-0.309375
POLR1C	0.7685
TRIO	0.625416666666667
PLXNA4A	0.0120833333333333
C5orf33	-1.107
DEPDC1B	-2.046375
ZNF473	-0.018
MTM1	0.502625
GPR107	0.627333333333333
CSNK1A1L	0.5165
FLJ14154	0.3375
NLRC4	4.08925
ENPP4	0.9485
PADI3	-0.52
RNF170	-0.547
CG018	0.547333333333333
C16orf7	0.3135
KCNE1	0.3755
NRM	0.538333333333333
SLC37A3	0.583
TPD52L2	-0.381333333333333
UNC5B	2.845
C12orf12	-0.62825
SDHB	-1.26825
CLRN1	-0.028
NUDT10	-0.054
UGT3A1	0.025
FBXW8	0.181375
RHOF	-0.4655
PTPLAD1	-0.450625
MYO3B	1.28825
DERA	0.08275
TPP2	-0.289
C19orf53	-1.0585
GINS3	-0.732
ST6GALNAC5	4.3105
CHSY1	1.09125
MGC15705	0.6565
GPR83	0.6025
EXT2	1.086375
DOLK	-0.08
TUBAL3	1.36725
ACVRL1	2.3474
ABL2	0.645333333333333
C14orf156	-1.58583333333333
PTPRZ1	-3.604625
DIP2C	1.760125
LAMP1	1.6255
RXRA	0.2794
MAP3K5	1.08725
ALKBH1	-0.2485
PDLIM7	0.87775
ARL14	-2.014
SNIP1	0.460333333333333
TIMP3	2.33025
RGS3	1.00183333333333
SPAG16	0.0275
ABHD4	0.5625
ARHGEF12	0.444166666666667
GLUD2	-0.778
RAC2	-0.1099
UAP1L1	-0.8385
SLC18A3	0.599
YOD1	-1.26533333333333
RALY	-0.23
HMOX2	0.36225
DGKH	0.89975
DBNDD2	0.657833333333333
YIPF4	0.701
THAP10	0.01525
ZNF513	0.449
HAGHL	-1.27816666666667
ITGB4	2.7525
CCDC141	-1.4545
YTHDF3	1.14825
C5orf28	0.563
RPL7L1	0.47575
TMEM30B	1.51778571428571
ANKRD35	2.0685
DUOXA2	-0.23425
TBC1D5	0.403375
DFNB59	0.895
HRH4	0.22425
MYO6	1.8562
DNAJA4	2.3645
RBM24	-0.586125
CEACAM20	0.63525
RBM23	0.169642857142857
NGFB	1.253
C1orf63	-1.5444
KRTAP7-1	-0.052
PERLD1	0.78675
NPB	0.0615
C17orf59	0.1232
HSPBAP1	-0.32475
SLC15A4	0.26675
PRTFDC1	2.40625
OSMR	0.661
CYSLTR2	-0.2805
C19orf25	-0.1827
KIAA1797	-0.5665
NLRP6	0.1365
FAM105B	0.8545
SCRN2	-0.494166666666667
LRRC58	0.6006
RNF17	0.6505
NEIL3	-3.6565
FAM137A	-0.7115
SKP2	-1.87775
PARVA	1.65225
PKLR	-1.908
RNF34	0.08825
A3GALT2	-0.2735
C12orf50	-0.0308333333333333
SUNC1	0.377
FAM102B	-0.61
CCT2	-1.31375
LRRC37A2	-1.613
ARF4	1.0745
SIKE	0.777
C8orf48	1.91916666666667
MBTPS1	-0.424857142857143
GPSN2	-0.465
NCF2	3.61575
SLC12A6	0.58
MRPL48	-1.014
HMGN3	-1.21383333333333
LRRC62	-0.6205
PAX9	0.0535
FAM55A	0.399
C20orf42	-2.72883333333333
SCML2	-0.679166666666667
BCL9	1.10675
FAM40A	0.22025
C9orf41	-0.8425
ZNF774	1.424
LETM1	-0.6595
PLXNB1	0.387333333333333
NIPSNAP1	0.41125
USP10	-0.392
F9	0.6285
LIPE	1.57575
CNGB3	0.3925
C12orf52	0.016375
PI4K2A	0.51425
MED8	0.28175
STAT4	0.7365
FGD4	1.27416666666667
RNF145	-0.419333333333333
WDR32	0.8746
CLDN2	-0.043
TCEAL8	1.27425
ZMYND8	-1.0216
PDXK	1.05853125
GATAD2A	-1.027
PTGES3	-1.215
CCM2	0.10575
TAP1	0.762
ZNF670	1.53225
ETS2	0.0647142857142857
C6orf166	0.691833333333333
PRMT2	0.277142857142857
OR4B1	0.015
INTS8	-0.364
CCDC102A	0.773
CCDC83	-2.12216666666667
ITGA1	1.8663
EPHA5	-2.4749
FAM24B	-0.939333333333333
TSGA10	1.60175
HAL	-1.9525
MYOT	0.263333333333333
SPACA3	1.14275
BCL2L2	-0.270166666666667
CUGBP2	1.3255
CCNB3	2.1905
RNF113B	0.097
MERTK	0.56725
BAG1	0.0945
VPS36	-0.15375
ORMDL3	0.1269
C1orf190	0.3135
ZNF625	-0.26175
CORO2B	-1.90025
ALOX15	-0.457
CST1	0.6375
NUPR1	2.70766666666667
CCL7	3.8035
SMCR5	-3.0505
DSC2	3.414
RBMS2	1.694
GRIK4	-0.307
TRIM65	0.7186
TMPRSS6	-0.547142857142857
TP53INP2	-1.0615
GLB1L	1.20433333333333
LOC388284	0.414
PUS1	-1.38014285714286
BCL9L	0.4275
OLFM1	0.457833333333333
RET	-0.877625
MASTL	-0.983666666666667
ALX3	1.12225
IL1RL1	-0.193666666666667
ZNF765	-0.4484
C14orf138	0.005
SNX10	-0.276333333333333
TAC4	-0.1165
C1orf64	-3.539
POGK	0.57875
MAPK9	-0.07975
ZNF366	3.1255
C8orf79	1.095
CLDN7	1.63175
OR5AT1	0.416
TRIM37	-1.3615
LRRC25	3.16725
GRHL2	1.6889
TEKT3	2.60325
LASS5	-0.119
ABCC4	-0.156166666666667
DLG3	0.5435
VGLL1	4.169375
ZFP36L2	1.16616666666667
MFRP	0.0618333333333333
KIAA1799	-0.46525
FLJ44379	-0.445
PCNX	0.13425
ANXA9	-2.1975
CYP4V2	0.6343
PIK3C2A	0.1085
SRR	-0.1505
NOL3	-1.34175
IFITM2	0.991
ARNTL2	0.6365
ZNF595	1.24175
NLRP13	-0.137
ASPH	0.094875
CPA2	0.425
PVRIG	-2.04766666666667
LEPR	0.151
C16orf42	-0.166666666666667
SH3BGRL	1.36725
FAM77D	-0.404
FNDC7	-0.6755
C9orf6	0.0296666666666667
NOTCH2NL	2.11683333333333
PGBD1	0.543333333333333
SYNGR2	1.11
PITPNA	0.153125
PRPF4B	0.3076
SLC43A3	-0.182642857142857
NRBP1	0.42325
SLC25A22	-0.67725
ILK	0.764
SLC22A8	0.477666666666667
MRPS7	-0.319875
PITX2	0.87575
FABP3	-1.154125
OR1L1	-0.063
LOC728215	0.430375
BLID	-1.488
KIAA1217	2.95864705882353
TFPT	0.4745
AP4B1	-0.643
VBP1	-0.78475
OR1K1	0.2235
MORC3	0.34225
BHMT2	-0.109
C3orf10	0.917625
FZD7	1.12116666666667
WFDC10A	-0.8665
PMS2CL	-0.579
CCDC32	0.124
FA2H	-2.773
ALG13	-0.409
TTLL7	-0.0798
SPOCK3	0.168666666666667
SLC13A2	0.759
AIM1	2.69175
GPRC6A	0.108
EGR2	4.477
MED11	-0.383
WWC1	0.9035
SH3GL3	0.87875
RIF1	0.772428571428572
PRLH	-0.2385
VLDLR	1.446
DBT	0.5472
C21orf63	1.92075
CGGBP1	0.205125
KRTAP12-2	-0.5885
TADA3L	1.04025
ZBTB16	0.31275
PDGFB	2.992375
RFX1	0.1625
UQCRB	-0.501
LOC133874	-1.4115
HPS3	0.20425
LGALS3BP	1.0205
DKFZP564O0823	1.38057142857143
MRFAP1L1	0.542125
HOXA10	-0.2695
NGB	0.6645
KIF21A	-1.41730769230769
IFLTD1	0.316
LZTS1	-0.136875
ARHGEF3	0.0135
RHBDL3	-1.657
CSNK1G2	-0.352666666666667
ChGn	-0.407625
KIAA1244	1.48083333333333
GABRB2	0.301
MGC72080	-0.55
CD27	2.8215
EGLN1	-0.4832
PEX13	1.69575
RWDD3	0.1
RNF12	0.7065
GRIN2B	-0.0525
ADAMTS14	-0.205
DYDC2	0.438666666666667
ATP6AP1	0.369
NR1H2	0.655166666666667
PDK2	0.36425
C3orf17	-0.0781666666666667
SLC38A2	-0.862857142857143
SLC25A29	-1.29833333333333
C15orf29	0.358125
ADAM9	-0.0184166666666667
TMUB2	0.182125
GPR176	0.75625
AGK	-0.899625
MCCD1	0.08625
NDUFA4	0.02325
TMEM146	0.77875
DUSP1	1.209875
UNQ6975	1.0485
EMX2OS	4.2735
INSM2	0.175
LUZP4	-0.248
SETD6	-1.52025
P2RY2	-0.74875
SLC45A2	-1.683
RABGAP1	0.7395
UBXD5	-0.268875
GPRC5A	1.9647
PAK3	0.889
LOC63920	0.32075
TGFBR1	1.8406
KRTAP6-3	0.85225
SFMBT2	0.80925
CDC42	-0.2563125
C11orf35	-0.1785
TTLL2	0.0435
UACA	1.24133333333333
CD97	-0.8254
SETD5	0.136875
NINJ2	0.039
PTER	0.1555
POMGNT1	0.035
KRTAP4-2	0.2915
ECGF1	2.360875
HRB	0.09
ATP1B2	-0.4025
LOC400506	-0.5305
COL4A3BP	-0.077
C6orf97	-1.4725
GRHPR	0.17975
TAS2R1	0.744
SEMA7A	1.518
EDF1	-0.10175
ODF2L	1.5321
PCID2	-0.5625
GTF2H4	0.129833333333333
ZCCHC3	-0.703125
CGB2	0.292166666666667
NEUROD1	-0.67225
C20orf75	-0.175
RP5-1054A22.3	2.1525
IFNA5	0.4275
ZNF134	0.136166666666667
MGC119295	-1.5353
ZSWIM6	-0.055
SMEK1	-0.183333333333333
PCGF2	0.04525
C1orf102	1.24475
CYP2A13	0.343
KCNH6	-0.9869
MDM1	-0.5942
ALDH7A1	-0.0248333333333333
C9orf75	0.04425
VDAC3	-0.7775
OR51T1	0.59
EIF3F	-0.531666666666667
KCNJ10	-0.680875
LENG8	-0.17425
EDEM2	-0.450666666666667
CCNJL	-0.766166666666667
DHX37	-1.1275
CRYGN	0.82
AATF	-0.387625
ZNF630	1.648125
E2F5	0.005
WFDC13	-0.87525
FTSJ3	0.204666666666667
C4orf33	-0.36475
LHFPL4	-3.663
C19orf56	-0.531166666666667
SMAD4	1.19175
AFM	-1.173
G0S2	0.698
FCHSD2	0.4439
RRP1B	-0.3846
EEF1B2	-0.697833333333333
STAT6	0.7495
ZNF195	-1.03975
GNL1	0.667666666666667
ZNRF2	0.622666666666667
PER3	0.110625
ASB16	0.16775
C10orf10	2.92757142857143
ADCY8	-3.05916666666667
C9orf58	1.1695
ARMC10	-0.705666666666667
PSG1	-0.59
DHX34	0.1545
VARS2	-0.11125
NFIC	0.818
ITPR2	0.058
AGXT2	-0.524833333333333
OR6K3	0.5395
H2AFZ	-0.978333333333333
MLLT3	-0.283666666666667
COX4I2	1.6985
CCNT2	-0.000625000000000004
PLK4	-1.564375
NUMBL	-0.1385
MED16	0.30825
PLEKHQ1	1.421
GOSR1	0.109055555555556
BTG4	-0.578
RPL30	0.439666666666667
IGSF5	0.66875
IGFL2	2.02233333333333
ELMOD2	-0.061
SHC3	-0.241333333333333
HAVCR1	-0.559
DYNC2H1	-1.1915
RNF5	0.580666666666667
C2orf7	-0.2065
NLF1	0.771
KLHL25	1.109
LRP10	0.9063
KRI1	-0.7525
PUS7L	-0.749833333333333
MGMT	0.45525
HOXD1	0.9755
CSH1	0.1436
ATG16L2	-1.65125
FLJ44635	0.086
CHODL	2.96775
EXOSC8	-1.63925
SLC28A1	1.90475
MYO7B	-0.0801666666666667
SEH1L	-0.7781
MTNR1A	-0.106833333333333
TSPAN5	0.614
CDC45L	-1.88133333333333
AMIGO1	0.697
ATAD3A	-0.867625
OSGIN2	0.204666666666667
PDIK1L	-0.105166666666667
DARC	1.361375
PIPSL	0.79
SHMT1	-0.9795
CRISP3	-0.3125
POPDC2	2.81033333333333
ZRANB2	-0.438333333333333
FBXL8	0.5345
TRIP13	-0.734272727272727
EIF5AL1	-0.3895
POU5F1P3	-3.87333333333333
IL6	1.04683333333333
CXorf38	-0.730666666666667
IFNA16	-0.0105
FBXL2	1.0195
BRD1	0.30375
STATH	0.72675
FBXO44	-0.2725
MCCC2	-2.2
CDC2	-1.7295
C5orf23	3.22375
IVD	-1.051
C10orf122	-1.67425
MSL3L1	0.7503
MVP	0.875
EPOR	-1.2957
ZMYM1	-0.0505
BCL7C	0.870666666666667
PSTPIP2	1.6069
LYPD1	-2.03
OR8G5	0.4995
ZP3	-0.688
BCAS4	-0.676583333333333
EDG6	1.40125
ISY1	0.759
PRAMEF2	-1.65975
CUL1	-0.354
RNF213	0.5041
CCRK	0.41625
DHX9	-0.24575
C13orf29	1.148
NCKAP1	0.4895
MRPL43	0.518428571428571
XPR1	-0.314
PKN2	0.8436
PODNL1	1.6925
ZNF333	0.044375
DALRD3	0.10025
OPN1SW	0.2195
BTBD6	0.797
C11orf82	-1.493
OR5P3	1.423
DUSP11	0.4685
L1CAM	-1.4113
NEK11	1.57616666666667
OR7E91P	1.485
CNTN3	3.9284
CREB3L2	1.402
ZBTB37	0.137
KIAA1324L	-0.62875
NDUFB10	-0.983166666666667
NUDT2	-0.69125
GTPBP8	0.3155
CACNA1D	0.3355
PRKAA2	-0.299
PRDM8	0.367
MGC16075	-0.439166666666667
KRT14	1.2335
PP8961	0.762125
MRPL18	-0.265
ABCG2	-3.77225
PACRG	2.16925
BBS2	-0.6195
KREMEN2	-3.0145
FBXO21	0.10925
HNRPUL1	0.16875
GRB10	-0.14525
CLSTN1	0.939625
LMAN2	-0.5202
C17orf61	-0.64675
NIPSNAP3A	1.1965
INSIG2	-0.0601666666666667
PCDHB7	1.99466666666667
STXBP2	0.42425
CMAH	2.10166666666667
SEMA5B	0.7285
ZNF155	0.1565
COQ6	-0.831
PRPF4	0.03475
TSPAN15	1.4791
VN1R5	0.03075
LATS2	1.8775
SELK	-0.03525
PGK2	-0.482
MS4A1	-0.4285
TYW3	-0.7501
KRTAP5-1	1.09525
RCCD1	0.0166666666666667
BTN1A1	0.323
DDX28	-0.4975
TMEM65	0.422375
LOC92345	0.06675
TTC31	-0.24875
WDR46	-0.279666666666667
CHP2	0.6385
LSP1	1.350375
ZNF542	0.55525
EXOSC1	-0.39125
ARHGAP18	-0.0673333333333333
LRRTM4	-0.855142857142857
MAOB	4.83675
CACNB4	-0.5105
MGC33846	1.47225
RANBP3L	2.704875
ATP5L	-0.964625
ONECUT1	-3.6535
NUDT9	-0.21475
TMEM149	0.708
STX17	0.4705
IGSF10	-3.79875
TMPRSS9	0.1415
BMPR2	1.59641666666667
ALLC	-0.08725
KLF7	0.884375
GCC1	0.0521
TIMM9	-0.9355
CDO1	0.2565
MGC10701	-0.6405
IFI6	0.906
FRMD8	0.337
MGAT2	-0.09225
WBP5	1.0965
CNIH2	1.171
KIAA0907	-1.2041
KCNH8	1.5095
CTSG	-1.848
GRIK1	-0.8985
CUL5	0.147875
FRMD1	0.298
OR9A4	0.188
SYT6	-2.87125
FOXD4L2	0.691
ANAPC2	-0.0428333333333333
OPN5	0.719
TAF13	0.51375
LYG2	-1.392
GGNBP1	0.246
C11orf40	0.069
OTX2	-0.859
REG4	-0.2498
EIF5	-0.591375
PALB2	-0.3645
SEPSECS	-0.3522
RNASE3	-0.1225
TRIM49	-2.2795
POLR2K	0.2049
GPR42	0.353
C8B	-3.38475
SASS6	-1.1885
PREB	-0.616333333333333
OR3A3	0.384
TUBA8	1.05225
IGLV2-14	-0.42625
STIL	-0.714
ANKFN1	-1.04633333333333
NME7	-0.52675
HOXC12	0.27325
UBE2C	-1.3275
FHOD1	-1.537625
CDK2AP1	0.53575
OR6K2	1.0245
DHPS	-0.36325
RPL5	-0.502833333333333
TRGV5	0.2305
LOC541472	0.35775
HCCS	-0.0091
DENND1B	0.883
LHX3	-1.1785
OR5D16	0.2885
CXorf57	-0.0148333333333334
IRF2BP1	0.59625
NDST2	0.427166666666667
LCE3D	0.4505
BOLL	1.1515
SYT3	-0.747
PIH1D2	-0.85225
C20orf7	-1.02233333333333
IL1R2	0.3215
SLAMF9	1.8365
PPME1	-0.5505
PIK3CA	0.4535
TRAPPC1	-0.114875
COLEC10	-1.11325
SLC9A6	0.0423333333333333
PDDC1	-0.881166666666667
CCDC53	-0.69375
GK3P	-0.913
DAZL	0.05225
BRI3	0.598
SDK1	1.78875
CYP2C18	1.64175
IFI44L	2.391625
RPL3L	0.632
FUT9	0.823
KIFC2	-0.714666666666667
PMP2	-0.7425
SLC4A9	0.162
PLAG1	0.399666666666667
MYCBP2	0.3565
OR4E2	-1.07
CCDC65	0.22275
C16orf82	-0.0505
ENTPD4	0.42625
BRP44L	-0.010875
PMP22CD	-0.27
TMCO4	0.339166666666667
KCNN1	-0.9655
WDR35	-0.03325
CCDC80	2.863125
C3orf31	-1.3725
SLC7A9	-0.8685
TMEM190	0.1855
DBC1	0.075
FADS3	-0.728833333333333
PDZD8	0.0286666666666667
GRM5	0.219875
AZGP1	0.7161
PEX3	-0.3485
MED1	-0.503
ATG4C	-0.3735
HNRPH3	-1.19075
FAM109B	2.99975
C4orf17	0.4855
CA10	0.1865
OPRD1	-0.108
CCL16	-2.13225
SACM1L	-0.0745
CST6	4.413
CD63	0.221125
LGI1	-2.85375
ZNF784	0.72425
CRYBB1	-1.198
CX3CL1	1.05405
TOP2A	-1.284625
GYPB	-3.71983333333333
GADD45GIP1	-1.1135
FEN1	-1.091875
IGF1R	1.0335
WDR72	-2.95133333333333
PURG	-0.454333333333333
DEFB126	0.162333333333333
PKD1L1	1.032
CAV1	-1.7133
GNPDA2	0.7448
DGAT2	0.92725
NLGN1	-4.67525
STRBP	0.362375
HPRT1	-0.708833333333333
FANCI	-0.77675
PSMA7	-0.751
DBF4B	-1.10133333333333
TTF1	-0.0515
RAD54L	-1.459
ELOF1	-0.42325
PLAGL2	0.21375
ZNF256	0.3615
HMGCL	-0.54025
MSI2	-1.428
RPESP	1.62816666666667
C11orf60	-1.081
ABCD1	0.892
ACAA1	0.2479
SPARCL1	4.38414285714286
IL6ST	-0.1022
ZNF319	0.31925
TMEM109	0.7285
FAM90A1	0.136166666666667
IL22RA1	-0.4
ATP4B	1.5985
TEC	-0.227833333333333
C7orf30	-0.8395
TXNDC2	-0.1705
ABCB4	0.69075
KIAA1191	0.265375
C9orf38	0.005
SFTPB	0.299625
CNTNAP2	-0.67275
FRK	2.6225
TBX19	0.94925
CHD4	-0.09075
C6orf26	-2.32483333333333
MOSC2	-1.00675
IKBKE	0.82675
HIF1A	-1.03716666666667
LOC595101	-0.2755
RELA	0.282666666666667
TMEM16B	2.9125
ABHD12B	-3.367
TSEN34	1.3355
KIF18A	-1.03825
TXNDC9	0.228833333333333
SPATA2L	0.6235
SEMA4G	-1.402
C21orf91	0.6305
MATN1	0.949
KCNIP4	2.32766666666667
TUSC1	2.696625
OR4C15	0.15725
ARMCX6	0.703333333333333
WBSCR27	-1.83183333333333
OR52I2	-1.1115
KIAA1604	-0.0275
DYNC1I1	0.95625
PPP4C	-0.06675
SLC47A2	-2.50616666666667
TREH	-0.167875
CD48	1.3705
ST14	1.785
PKN1	0.29775
SPON2	3.13675
XBP1	-0.720416666666667
SFRS12	-0.767166666666667
EFCAB6	1.2655
SELT	0.2275
SLC39A2	1.632
ERF	-0.335333333333333
ARL3	0.5855
SURF6	0.1067
MLLT10	-0.00714285714285714
FLJ11171	0.214166666666667
TDGF1	-4.5025
ERCC6	0.318
EIF2AK4	0.332625
BAZ1A	0.375166666666667
LRRN3	0.532
TMC3	0.148
EFTUD1	0.52425
PTPRO	0.892166666666667
CLEC12A	0.31825
ACBD4	-0.0141250000000001
ZDHHC14	-0.62375
OTUD7B	0.92725
ACTB	0.9215625
MSRA	0.131625
LCE5A	1.5425
IFI35	-0.533
BSCL2	-0.377166666666667
ANKRD12	-0.0216666666666667
CFHR2	0.59175
RGAG1	-0.729
HSFY1	-0.46
SLC30A5	0.0446666666666667
IMPG1	0.5705
GPR109A	0.5165
ZNF185	2.3115
IYD	0.2025
NPCDR1	0.1845
SERPINA13	-0.368
HMGCLL1	0.51225
NEUROG1	0.8045
UBQLN1	0.6081875
LIN37	1.181
SOCS2	-2.231375
DSCR4	-2.21175
XKR6	0.7805
GPR142	0.4415
KRTAP13-3	-0.0465
CCDC15	-0.937
MOS	0.019
CD1E	-1.9025
OFCC1	2.05883333333333
FAM83D	-1.131
SRFBP1	-0.503
C9orf96	-0.119
DHDH	3.3145
CCDC90A	0.7535
RABL3	0.0476
CD320	-3.03916666666667
ANGEL2	-0.722833333333333
MRPL21	0.009
SMG6	-0.05
INSR	0.5733125
FLJ14816	-0.279
GLRB	-0.865
C9orf89	0.74175
CIZ1	-0.2065
URG4	-0.236
LRDD	-1.946
CBY1	0.374166666666667
NFX1	0.430375
MTERFD2	-0.764214285714286
C19orf23	1.5635
PGC	-2.991875
IER3IP1	0.3443
RASAL2	2.07625
C1orf89	-0.0135
SYNJ1	-0.555
NFKBIE	2.0205
FLJ40125	-1.98583333333333
TCEB2	-0.5366
NOG	-0.78
POLR2J2	-0.930833333333334
HLA-B	2.19575
PCDHA1	0.7795
PPP2R2B	-1.1175
ARHGEF17	0.8825
TCF7L2	1.84014285714286
CHD5	-0.6975
ZNF431	-0.912625
TBC1D25	0.73225
ZNF800	0.09
SCUBE2	-0.632272727272727
MYCBP	-1.15433333333333
GPX5	0.1905
C6orf129	1.06983333333333
QSER1	0.0551666666666667
ULK2	1.2855
PIGO	0.0763333333333333
NRCAM	-2.66646153846154
SLC35E3	0.082875
CSRP2	0.52075
HYPE	0.3475
MAPK15	0.032
MGC14327	0.109
TIMM13	-0.735833333333333
ZNF462	0.79175
GBA3	-0.1075
TEX13A	-0.068
MCM6	0.448555555555556
MTRF1	-1.331875
ABCA7	-0.25625
EIF4A2	-1.18
ZC3H10	0.6375
RPGR	-0.6815
C20orf94	-0.77675
RP1L1	1.0805
GPR125	0.598375
USP22	0.310571428571429
OR1L4	0.81775
MLZE	4.8545
FLJ32065	0.23525
PTCD1	-1.00525
CRTAC1	0.764333333333333
BXDC2	-0.80525
C18orf1	1.19783333333333
FAM107A	3.47157142857143
EFNA3	0.944
P18SRP	-0.2259
CAMKK2	0.0415
KIAA0649	-0.68025
NES	-0.448833333333333
HS6ST3	-2.013125
PON2	-1.406
TCP11L2	0.1815
CLEC4A	3.24
PRR12	0.308
MLXIPL	-1.4535
C2orf50	-0.5865
ZNF28	0.5275
ENC1	0.963833333333333
MAP2K1	-0.269125
FKSG2	0.096
KIAA0430	0.78875
PTP4A1	-0.822611111111111
GPR156	0.975
GTF3C6	-0.2145
UBR2	0.4713
LOC388272	-0.60925
MAK	-0.109666666666667
ACOT4	0.41625
STC2	-1.87366666666667
PIGW	-0.900625
SAE1	-0.868
COL6A1	1.96604545454545
OAZ1	-0.0163333333333333
STMN4	0.305
EDG3	0.246
SGCE	0.643166666666667
IL11	-0.415833333333333
PRSS8	1.8545
YIPF5	1.07908333333333
WNT4	0.82075
CSN2	0.138833333333333
TCF7	-2.17
TDO2	4.266
SAMD9	0.62825
S100A7A	-1.11
MMRN1	0.9485
GKAP1	-0.73875
AKR1C3	-2.315
RNF19A	0.612125
GMDS	0.06625
YKT6	-0.26675
SPARC	2.7843
C12orf31	-0.79625
UBE2V2	-0.2645
FBXL18	0.1455
KIAA0460	0.814
ADAM22	-1.08725
SERPINC1	-3.94
KCTD21	0.84975
MYOHD1	-1.436
ZNF37A	0.284333333333333
GTF3C1	0.258
CTSZ	2.59475
PRNPIP	0.268875
DRD1IP	0.107
NR1I2	-2.27766666666667
ZNF266	-0.9462
SPAG4L	0.0245
COX4NB	-0.6095
SAPS1	1.21116666666667
APOA1	-3.62
TATDN1	-0.861166666666667
C10orf82	-3.07325
KPNB1	-1.07225
FOXO3	1.06275
CRYBB2	1.0555
ZBTB5	0.241
SLC25A38	-0.3495
DCTN2	-0.547666666666667
IFT20	0.32675
CTHRC1	3.8135
C1orf31	-0.256625
UHRF1	-0.98175
GPC6	1.984
C10orf54	1.6425
MCF2L2	0.172666666666667
WNT9B	0.15125
OLA1	-1.878
FAM120B	0.3035
TTLL10	0.6075
CYorf15A	-5.5195
RELN	-2.6058
SCN2B	0.186416666666667
MFHAS1	-0.42025
NKX3-2	0.692833333333333
RASGRF2	0.801
SSBP1	-1.39133333333333
KPNA6	-0.193357142857143
LOC389118	0.141
HS3ST4	1.5663
SUPT7L	-0.1515
FLJ32658	2.77225
IGFBPL1	0.21725
KIAA1641	-1.0382
SHKBP1	0.455166666666667
CSF1R	4.46775
NAGK	0.52575
MYL2	1.138
HIST1H4C	0.36
TOMM7	0.290375
ADAMTSL3	4.4432
TNFSF14	-0.55075
PRRT2	-2.69875
VTA1	0.256125
AOAH	3.20183333333333
CRISPLD2	2.21807142857143
PNN	-1.041
TA-NFKBH	-0.014
ESPN	-0.9635
RBM43	0.469
KIAA1267	-0.293375
DDX3X	0.313
KIAA1576	-1.042
PLXDC1	4.31716666666667
FLJ25801	-4.00975
HNRNPL	-1.15175
RUNDC3A	0.0528333333333333
CASP12	-0.0175
SH2D5	-0.766
RPL26L1	-0.682
OR51A7	0.23975
HDC	1.7115
C2orf16	-0.0953333333333333
SYTL3	1.674375
GOLGA4	0.816625
NOTCH1	0.9275
ATPAF2	-0.21525
ECD	-0.23025
SSX5	-1.84383333333333
SNAP91	2.30325
OCA2	-1.71725
PNPO	-0.3795
DAPK1	1.58366666666667
PINX1	-0.785833333333333
SELENBP1	0.285875
NEK3	-0.561666666666667
TMED4	0.0689285714285715
SSTR4	0.2075
FOSL1	-2.3344
CD40LG	1.2925
CES1	-2.08290909090909
DCI	-0.9515
B3GAT3	-0.130666666666667
STK17B	1.161
CNTN6	0.588
CYP3A4	-1.7858
MBOAT2	0.638785714285714
PISD	-0.48075
USP1	1.65625
PYDC1	-0.8975
CENPM	-0.895375
SAR1B	-0.73375
TTC7B	-0.522
DP58	1.1215
GPC1	-0.16025
RBL1	-1.013
TMEM137	-3.09216666666667
TOB1	-1.03441666666667
TCEAL1	-0.374833333333333
CENPF	-1.041
C6	3.48733333333333
PRSS1	-3.314
PPIL6	0.0618333333333333
C6orf124	-2.69
ODZ4	2.60866666666667
SNCB	-0.08175
NDUFB9	0.205125
CNOT6L	0.714666666666667
S100A9	2.5095
TRIM50	0.138
KCTD1	-0.0695
WDR63	-0.7195
SPEF2	0.62325
RNGTT	0.459166666666667
CXorf22	0.452
KCNK16	-0.06625
CEP250	-1.183625
ATPBD1B	-0.06375
KCNJ2	4.07275
MT1B	0.347
ZNF684	-0.357
SLC4A1	0.3555
PDHA1	-0.9275
ZNF492	-1.229125
TKT	-0.04
BYSL	0.400875
RNF38	1.391375
AHDC1	0.111
KLHL2	0.414875
CMTM8	1.36675
DMP1	-0.67
HERPUD2	0.286125
CRTAM	2.17483333333333
ZNF572	0.659
TMEM16J	-1.3355
HSD17B2	0.22225
UBE2G1	-0.308875
AHSA2	-2.696
PELI2	0.146
TPX2	-1.024375
ATP9B	0.7075
DAZAP1	0.02325
HMGCS2	-0.146833333333333
C17orf38	0.077
B9D1	-1.882875
NKX2-5	2.022
KIAA1276	-0.175
LILRB2	3.355
CSTF1	-0.886
BTN2A1	0.144666666666667
C15orf48	3.86275
IGF2BP3	-0.611
FAM113B	0.2595
HRG	0.31175
ZNF131	0.589
USP47	-0.244357142857143
CCDC88B	-1.025375
HCN1	-0.3934
HTN1	-0.392666666666667
SYCP3	-0.64125
C13orf23	-0.1648
PAPOLA	-0.1645625
AATK	-0.2881
MSH3	-0.931166666666667
NDUFAB1	-1.156
ITLN2	-1.48816666666667
BAK1	0.666166666666667
MRPL45	-1.06783333333333
