Hybridization REF	TCGA-A2-A0ER-01A-21R-A034-07
TXNDC6	-0.2238
C9orf47	3.642
FAM137B	-0.7965
FANCB	-1.841
C11orf9	-2.04575
DPY19L1	-1.441375
VDAC2	0.1195
VHL	-0.85475
LMBR1	0.145625
C8orf44	-1.0585
ZPBP	0.456
FGF23	-3.9135
C21orf67	0.07025
PCNT	-0.382875
BCKDHB	1.292
GALNTL5	0.408333333333333
BET1	-0.51125
ARL13A	-1.476
HDAC6	-0.051125
N4BP3	1.53616666666667
OTOP1	0.215
TTC30A	1.745375
CRISP1	1.111
KRT32	4.5955
VSTM1	-0.5465
ZNF622	-0.56175
POLR3B	-0.5911
DNAJC10	0.745625
C12orf54	-0.34
ADIPOQ	2.42816666666667
RIT2	0.178
CD44	1.6496
ABCA3	2.53775
RPS17	-0.78225
FEZF1	0.4295
PCDHB15	-1.696
KCNMA1	-0.0755454545454545
CCDC116	-2.293
C15orf27	-2.6225
NARG2	-0.364875
ITGA5	-1.335125
MEFV	1.0105
TUT1	-1.153375
LOC541473	-0.1855
NMBR	-0.73
GLT1D1	-2.4285
ABCB7	-0.57275
PFKP	-3.13490909090909
C9orf91	0.8356
LRRC41	0.164833333333333
C1orf85	-0.724166666666667
ATP5F1	0.0865
STOX1	2.323625
GFOD2	0.502
SLC25A3	0.000749999999999973
ZNF646	0.159
ZAR1	-1.704
OSTbeta	-1.26625
GALNT3	1.16975
IFT122	0.0523333333333333
LDB3	0.122111111111111
GARNL1	0.893071428571429
HOMEZ	0.221333333333333
LRRC6	1.38
ANGPTL5	-0.72725
UBAC1	-0.80025
DLEU7	0.0126666666666667
RPL19	-0.15975
TOP1MT	-1.4085
LOC643641	-0.104
MBD3L2	0.592
NTSR1	-0.119
WISP2	-1.92525
GPSM2	-0.53575
RDH10	-1.2499
PRKCG	-0.033
HIST1H4J	2.141
MON1B	0.2047
MLF1IP	0.00233333333333334
ZNF446	0.6365
COL4A5	-0.5244
SLC26A1	0.487928571428571
RGN	-2.8115
CCNB1	-1.8545
C9orf165	0.308
CCDC28B	-0.95625
CCDC97	0.694
FGR	1.29275
MSRB3	-0.347888888888889
EPN2	0.46125
COX15	-0.0923333333333333
KCNK6	0.7391
XK	-4.60575
GDA	-4.52675
HEPH	-2.18475
THRAP3	1.096875
MET	-1.80271428571429
PHYHIP	-0.77925
LYAR	-1.57033333333333
ING3	-0.36825
AK7	-0.04675
CCT8L2	0.0437142857142858
COPS7A	-0.210666666666667
WSCD1	-1.9545
RNF185	0.693125
TNS3	1.12125
KNDC1	0.662
RWDD4A	0.534333333333333
MED13L	2.5566
ZFYVE1	0.852875
C7orf44	-0.211333333333333
MRPL1	-0.3455
STGC3	-1.87375
TEAD1	0.124833333333333
RPL7A	-0.259285714285714
ARL6IP1	0.8627
C1orf178	-1.4635
CTAGE5	0.295333333333333
TMEM184A	0.3855
SLC25A14	0.031
CACNG5	-0.2275
ATXN10	0.7843
ECH1	0.2352
CCL22	0.2175
CYP2F1	-1.83283333333333
GADL1	-0.251
TMEM19	-0.2845
RUNX3	-0.434
EFNB1	0.646166666666667
LIPN	-0.4355
ACSM3	-4.136
SIGLEC8	-0.104166666666667
ASCC3L1	-0.434
NOL8	-0.63375
RELT	-1.03383333333333
Magmas	-0.340666666666667
PPP1R15B	-0.3181
C11orf2	0.8565
VKORC1	-0.755333333333333
MGC26647	-0.044
TRPM6	0.14675
UGT2B7	-3.63316666666667
FEV	-0.898
FOXK2	-0.4288
PDCD5	-0.660666666666667
SLC8A1	1.9127
DGUOK	-0.246
CLDN16	-0.374
GAGE1	-1.8375
RBM17	0.4229
C1QTNF3	-1.0325
VGLL3	-0.0125
UNQ5830	0.186
CD1A	-3.8555
SCGB1C1	0.982
SUPT4H1	0.315625
TRAF5	-0.44025
ASAHL	0.327625
FAM73A	2.14816666666667
OR6B1	0.357
WHSC1	-0.8056
GFPT2	-0.01925
LOC339809	0.18325
STARD5	1.4575
SIP1	-1.112
DNAJC15	0.249
STAU2	0.6813125
FAM98A	0.25875
RAD23B	0.560875
LRRC33	-1.35025
CHRAC1	-0.99675
C21orf89	0.2165
C19orf43	0.246333333333333
KLK8	-1.937
CCNE1	-2.0025
PKDREJ	-0.1882
SSU72	0.31475
C17orf73	0.158
GPR78	0.897
WHSC1L1	2.9951
GSTA2	-2.00625
SMUG1	-0.436333333333333
UFM1	1.4192
AP3M2	2.52783333333333
USP14	-0.247125
FBXL14	1.3865
DSTN	1.5585
SFRS14	-0.83875
FBXO31	-0.231833333333333
C12orf40	0.34075
FRS2	1.10825
NR2E3	0.635
TUBB2C	0.01125
GMPR	-0.418666666666667
C9orf139	-0.2985
ING5	-0.514214285714286
LOC730092	-1.0945
ORM1	-4.50225
RP11-11C5.2	-0.2825
HSPD1	-1.2127
PIWIL3	-0.02
C5orf13	-1.2841
OR5R1	0.715
LCOR	0.647375
PLEKHA9	-1.3205
CCDC43	-0.318
ZNF232	-0.39075
SLC6A7	-0.259
ADH5	-0.110583333333333
SHBG	-1.13316666666667
CROCCL2	-0.84875
PANX3	-0.0895
CDIPT	-0.181
SLC16A5	2.1095
TUBB	-0.9090625
TOR3A	-0.2021
PREP	0.544333333333333
ENTPD8	-0.0167857142857143
CHMP1B	0.05425
SYT12	1.9965
MYH6	-1.8547
MAP3K13	1.44583333333333
KLHL30	0.146166666666667
LCMT1	0.313125
EIF1AX	0.69725
FOXD4L1	0.167
SLC24A5	-0.2375
RNF166	-0.6301
TJAP1	-0.5585
TMEM156	-0.9344
ZNF239	-0.09125
SNX19	0.5622
GKN1	-0.04175
FCN1	1.6943
C1QL1	-1.737
ATP11C	-1.068375
ZNF35	0.92775
CARD8	0.1965
LIMD1	-0.598666666666667
KIAA0286	-1.43875
XRN2	-0.439166666666667
CD6	-0.337333333333333
TOX3	2.678
ZSCAN4	-1.19066666666667
RSRC1	-0.396875
COG1	0.50025
PTRF	-0.6333
C16orf35	-0.49475
FBXO24	-0.23375
CHST11	-1.561
THRB	-0.239
MYBPC1	0.04225
RNF39	1.56866666666667
PSMD11	-0.479
ALAD	1.4085
EN1	-0.181
SLC9A9	-1.69433333333333
GSTM4	1.1047
CDC42BPA	0.324947368421053
RCSD1	-1.43575
LUC7L2	-0.1637
SPTBN1	-0.0652
LOC146167	0.0545
BAT5	0.5416
ZNF452	-0.0931250000000001
LSM4	-0.68375
SRP72	0.5084
SGK269	-0.481583333333333
MTX1	-0.1975
CENTA1	0.3935
UNQ9433	0.1645
ATR	-0.268916666666667
DDX49	-0.419166666666667
PAQR8	-1.77883333333333
C14orf174	-0.7485
GBGT1	-0.93525
THAP1	0.516
OR10K1	0.618
RASIP1	-1.42383333333333
DPYD	-0.2533
DOHH	-0.6815
C18orf45	1.6015
POF1B	-0.342777777777778
ZNF552	4.27475
USP32	-0.512375
MED27	-0.613666666666667
C14orf149	-1.6475
PRDX4	-0.730166666666667
ABHD12	0.5295
AGT	-4.26275
SLC22A14	-0.7525
C1orf58	0.223
PILRA	-1.58225
ABCF2	-0.710875
C17orf85	0.3466
TKTL1	-0.922
FGF1	1.0969
IL6R	-0.3125
VPS25	0.053
CHRNB2	0.788875
COL7A1	-3.0003
LRRC48	3.034
SPG20	1.02583333333333
COX10	-0.35575
GCA	0.2295
ECEL1	3.68116666666667
GLG1	-0.239333333333333
SRD5A2L2	0.3765
MUTYH	-0.51675
ZNF70	0.033
L2HGDH	-0.41625
GPATCH2	0.30625
ZNF655	-0.30625
ZNF227	-0.0565
MCOLN2	0.107833333333333
NQO2	-1.484
KCNQ5	-0.3835
NEU1	0.76
QRICH1	0.13575
ZBTB20	0.373
RPUSD3	-1.47675
EPGN	-1.14516666666667
TSN	0.407818181818182
SPRY2	-1.77466666666667
LZTFL1	0.607875
GMFB	0.775125
PBEF1	-1.0205
HBG2	-2.299
TMEM8	-0.3465
PALM2-AKAP2	-0.556666666666667
NFYA	-0.017
FAM108A1	0.162625
PBLD	1.306125
NRG4	-2.24775
PIGF	-0.0595
PTGER1	-0.6265
NOS2A	-0.0765
C21orf34	-1.8688
C21orf51	0.3035
IL17C	-0.4145
TRMT6	-0.317166666666667
ETV2	0.214
CCDC109A	-0.82225
MYLK2	0.105
ATP10A	1.6083
DPH4	0.303
C5orf5	0.828166666666667
KCNA4	-0.114166666666667
NMNAT2	-1.8465
GLYATL2	0.454
LSMD1	-0.236285714285714
IL23R	-4.64975
NRF1	-0.396
MUC15	-1.74516666666667
PRDM12	-1.9225
PAQR4	-0.377142857142857
RBBP6	-1.252625
IFI27	2.34375
SKAP2	-0.7805
TAGAP	1.035875
TJP3	2.092
C9orf61	-1.82525
IDS	0.968928571428571
PARG	0.27075
LOC131149	-0.3285
DYRK4	-0.329833333333333
MICALL1	0.18925
GALR2	0.365
GPBP1L1	0.4965
TBX21	2.81075
KCNJ6	-1.1172
GGN	0.34125
CASP5	-0.599166666666667
RNF182	-5.80225
BRD4	0.3725
DOK4	-1.459375
SLC46A2	0.842
SOX9	1.24466666666667
ZNRD1	-0.441666666666667
PRR6	-2.046
FAU	-0.093875
DTNB	0.629166666666667
CARD9	0.0875
STS-1	-0.900833333333333
SLC4A5	-0.528
NSBP1	-1.74675
UGCGL2	0.0495
POTE15	0.143
NOXA1	0.645
RP13-347D8.3	1.84075
SAMD10	-0.451833333333333
EP400NL	-0.537
TCF21	-0.5995
AMELX	-0.12375
JPH2	0.0856
SLA	1.448875
DLST	-0.7645
SEPT12	0.596666666666667
RGS20	-3.93475
LXN	-0.127
ZNF419	0.267875
UPK3B	0.120166666666667
RELL1	2.0885
ESPNL	-1.1355
KLHL21	-0.201125
PI15	-0.0025
C2orf61	0.424
LOC407835	-0.552333333333333
RER1	0.819583333333334
ELAVL2	0.9385
MGC26718	-1.67275
KLF2	1.80075
TNFAIP8L3	1.22975
TFE3	0.1475
C11orf17	0.1805
15E1.2	-1.71525
SNRPC	-0.688
DLGAP1	-0.386666666666667
PGLYRP1	-0.155375
OVCH2	0.4595
IRF7	0.9649
SET	-0.2374
NAB2	0.112666666666667
LRP5L	-1.032
FAM120A	0.925875
ASCL2	-0.7755
SHH	-0.773
ATP5H	0.212833333333333
THPO	-0.6954
TYRP1	-4.02183333333333
HIST1H3E	0.289166666666667
EIF2S1	-0.178055555555556
TNFRSF17	-1.48483333333333
TARSL2	0.87175
NKX2-8	-0.3605
C1orf115	1.43825
LOC56964	0.2895
KIAA0841	-1.073
ISCU	0.4305
TTMA	0.4715
ZNF414	0.318
LOC441150	0.66775
RAB15	1.49675
HBP1	1.3185
TNNT2	-2.05916666666667
CECR5	-0.68425
PHGDH	-2.80125
JRK	-0.9479
XPO4	-0.727
FAM131C	0.3755
ARHGAP25	1.01316666666667
CA9	-3.32588888888889
GPR62	0.9365
TLX1	0.0801666666666667
GPS1	0.06275
OR2M2	0.0565
BDP1	0.713642857142857
FAM70B	-0.15275
RPS29	-0.357
MKLN1	-0.2617
TSPAN19	-1.604
SLC29A3	0.7034
LGALS4	-0.5294
USH2A	0.272833333333333
NF1	0.539666666666667
APOBEC3A	2.14533333333333
IMPAD1	-0.369833333333333
OLR1	2.518
NRAP	1.096
HCFC1R1	0.798666666666667
TAOK2	0.274333333333333
MCM10	-2.2555
MAP4K3	0.417666666666667
CBS	-2.340375
CLK3	-0.9148
PCDHGA5	0.645
ELF4	-0.03275
FAM71A	0.015
C11orf49	1.3455
CLIP2	-0.60375
BTBD9	1.0808
ZNF524	0.892
KDELR1	0.4785
ZNF509	0.0435
NCSTN	0.7165
ZNF533	0.562
PARP4	-0.52925
GALNT9	-0.546333333333333
NPY	-2.27775
BEGAIN	0.121666666666667
TMEM77	0.514833333333333
FOXRED1	-1.21166666666667
SLC16A2	0.6225
SLC35B1	-0.0205
GK5	-0.0238333333333333
SDCCAG10	-0.9815
C4orf20	0.7735
SLC9A2	-1.37975
ADD1	0.5045
TAL2	-1.302
ACLY	-0.538625
DNAJC1	1.323
SOST	-0.9815
USP43	2.63416666666667
CYP4F12	-1.69475
FKBP5	-1.94175
CHCHD5	0.8853
NUDT22	-0.877
CCDC85B	-1.196
OR51G2	0.5165
STRN3	0.636214285714286
TMOD2	0.30225
FLI1	-0.4105
MAB21L2	-1.57033333333333
DGKQ	0.09275
VPRBP	0.740833333333333
SCNN1B	0.9042
ECHDC3	1.4064
TMEM106C	-0.59575
CSNK2A2	-0.296
RPL39	-0.647
HERC3	0.5631
ZBTB47	0.525833333333333
ZNF681	0.9525
PAGE2	-3.10275
CLIC5	2.63064285714286
RABAC1	1.5015
ZFHX2	0.20025
YPEL1	-0.792166666666667
KIAA0776	0.73075
NR1D2	1.55975
DNAJC4	-0.03675
NPNT	4.5659
ZNF677	-0.0485
ZNF536	-1.324
MEF2B	0.286916666666667
PTPN4	-0.568625
CTCFL	-3.823
STX5	0.139833333333333
CD72	2.28725
VEGFA	-1.50942105263158
XRCC1	-0.0676
MAS1L	0.729333333333333
ELL	0.0718
SETBP1	2.2115
CDH11	1.76116666666667
NDC80	-1.08653846153846
DMBX1	-2.9105
NRSN1	0.311
BAT2D1	-0.668625
CDS2	0.466833333333333
C1orf212	0.438166666666667
SENP3	-0.38725
IL1F9	0.342
EEF2K	-0.13225
COG8	0.15475
CEP72	-1.29575
OR1L8	0.479
MUS81	-0.145083333333333
PHYH	0.859375
GGT6	1.766
C22orf23	1.02641666666667
C13orf33	3.52975
MAPK8IP2	2.65925
NELL2	4.10375
POU3F2	-1.75
ALPK1	1.209625
MRPS18C	-0.61
RPLP2	0.24875
FGF22	-3.127
SPNS1	-0.665166666666667
ZFP1	0.18775
IL1RAPL1	0.038
PCSK9	-3.49283333333333
NKX2-1	-0.23425
C6orf189	0.47725
SP4	-0.9035
SLC11A1	1.7703
C21orf25	-0.459666666666667
ICAM2	-0.64325
SH3GL1	-0.769833333333333
GSK3B	-0.211666666666667
RALB	0.441875
PDXP	-0.889333333333333
GNGT1	-2.47733333333333
KIR2DL1	-0.717
TNFAIP3	0.242833333333333
C6orf32	-0.067
CBLN2	2.49275
PANK3	0.83125
TAAR9	-0.012
WDR82	-0.108
APOM	-3.146875
TRIP10	-0.7575
SPATA16	1.236
C1orf135	-1.3435
USP51	1.08825
TESK1	1.04625
C11orf64	-0.765857142857143
ZNF611	-0.159
PDE6G	-0.511
HLA-DQA1	3.58325
GCLC	0.224625
SEC61A1	-0.0257142857142857
TWSG1	1.638
ZMYND10	3.133
CTDP1	0.243
ADAMTS6	-0.0201666666666667
SLIT1	-1.2245
KRT86	-1.0285
KIAA0574	-1.86433333333333
GTPBP2	-0.5031
PQLC3	2.6655
PRRX2	-1.17916666666667
C15orf44	0.359333333333333
MKKS	-0.255375
C11orf10	-1.29875
GPR110	-0.441666666666667
CD109	-1.25341666666667
ADCY1	0.2285
RHBG	-3.01275
TP53I3	-0.252375
SLC22A3	-2.303
UCP2	-0.77025
FOXG1	-2.5955
OR2AG1	0.66
TRIM24	-0.8135
PROC	-3.194625
TAAR6	0.101333333333333
AMTN	-1.8335
C10orf47	0.775833333333333
DEPDC1	-1.5425
FLJ45557	7.55075
ZDHHC17	-0.1235625
KIAA1429	0.1255
KCNH1	0.932333333333333
VNN3	0.125428571428571
PSMAL	0.419666666666667
PPARD	-0.156
HFM1	-0.929
YBX1	-2.1355
ZNF695	-1.67525
SCTR	-0.0198
DCDC1	0.6445
VPS26B	-0.2661
MTF2	-0.920833333333333
ATP6V1F	0.46025
CCDC94	-0.973
PERF15	1.195
CCL11	2.4505
LMO7	-1.558
DCST1	0.175
ADRBK1	0.3915
CDRT4	0.225125
ZNF84	-0.865
HOXD8	-0.2095
STARD8	-0.62
FOXP2	-1.03316666666667
CCDC103	0.40725
POLR3A	-0.3851
GSC	-1.25966666666667
ZNF114	-1.502
HTR7P	1.193
LALBA	-0.1345
RMND5A	-0.41
PSCD2	0.871
ZNF409	0.1465
KRTAP1-3	0.2614
MAF1	-0.46125
LOC201725	-0.865833333333333
NRN1	-2.4375
SPAG5	-1.6485
DNAH7	1.673
FLJ43860	0.2625
BRCA2	-0.18975
ACADM	0.37875
CXXC6	-2.920125
RAGE	-0.653
CHMP2A	0.9275
FAM8A1	0.7615
GPR21	-1.8935
SLC12A3	-2.799
FVT1	0.639071428571429
ZDHHC7	0.063
FLJ44048	0.68275
SLC44A3	2.47916666666667
SDSL	0.920833333333333
MMP8	-1.413
PLA2G12B	-2.89183333333333
ACY1	0.289
MT1E	-0.0325
OR4K15	1.873
TECTB	-3.0035
GPR20	-0.230125
IRAK2	-0.669666666666667
RFPL3	-1.45083333333333
MYO9A	0.285
NARG1L	-0.15425
BLMH	-1.257625
CCDC3	2.07916666666667
C9orf21	-0.306666666666667
KIAA0513	0.623
MIER2	0.1205
PNMA2	-1.4575
SH3BP2	0.5749
ANXA10	-0.9865
RTN2	1.41
TFB1M	-0.5185
PRPH2	4.73825
C14orf133	-0.31825
GOLGB1	1.47075
IRX4	-0.7455
NFKBIL1	-0.1865
C10orf62	-1.71333333333333
APBB3	-0.723
RPS10	0.000300000000000011
LOC728378	-0.26575
TLE3	2.06916666666667
PSMB7	-0.424375
MESDC1	-0.486
SLC6A1	0.972166666666667
OCLN	1.86283333333333
PTTG3	-1.476
NAGLU	0.613
SERTAD4	1.645625
SPRY1	0.7265
FLJ10781	0.660583333333333
MYSM1	-0.197
TRIM4	0.737214285714286
SH3YL1	0.10325
TREM2	3.6425
SERPINI1	1.9835
HDHD3	0.369875
TMEM38A	0.256875
EID2B	-0.29175
TDRD3	-0.1505
SEDLP	0.6835
THSD7A	1.73766666666667
NDST3	-1.8185
KLHL15	-0.333
DHRS12	2.851
FBXO9	0.5025
TNPO1	0.0860833333333333
MRPL13	-0.550666666666667
SNX5	-1.99516666666667
METTL6	-0.449
SOD1	0.4485
CHML	-0.648333333333333
PACS1	0.835
SIRT5	-0.5866
CAPN2	0.709333333333333
FXYD5	-1.436
TWISTNB	-0.51425
LRFN1	-0.0856
UBE1L	1.312625
UBE1C	0.5955
OR51B2	0.4615
OR4D11	-0.1065
C15orf2	0.26
NR4A1	0.5215
LOC339047	-2.424
TRIM17	2.191375
ATP5G3	-0.0177142857142857
RPL15	0.203
ADAMTS8	0.08
HOXC4	0.8235
C14orf37	1.149
CEACAM5	-1.214625
MYT1L	-0.782833333333333
RASA2	0.3465
OSBPL7	-1.0135
STAG1	-0.6065
GIMAP4	4.18783333333333
FUT3	-2.25283333333333
PIF1	-2.615625
LPIN2	0.1032
SH3PX3	0.549
PDP2	0.58625
PAPD1	-0.107625
ERP27	1.07475
APOOL	-0.051
DIABLO	0.5905
TRHR	0.152714285714286
ARMC9	0.839875
RNF152	2.341
SLITRK3	0.067
ZNF211	0.2481
PFDN1	0.116125
RGS11	-0.406
HS6ST1	1.6073
AKR1D1	-2.2295
TNP2	0.484
STK31	-0.0533333333333333
EML4	-1.40175
SGTA	-0.3445
HIST1H2BI	-0.8245
PSMD6	-1.12833333333333
KIAA1257	1.2055
C18orf55	-0.302
FLJ20273	2.229375
RPL28	-0.790833333333333
EPYC	1.0075
NOX3	-0.054
ELAC1	-0.962166666666667
METT11D1	-1.3675
BIN2	-0.798833333333333
NACA2	-0.43825
CCDC17	-1.437
HM13	-0.2869
UBOX5	-0.747625
UBE2O	-0.364
UBL5	0.399
APOLD1	0.864125
C9orf31	0.2585
TNFSF8	0.603
ARHGAP29	1.705125
PROKR2	0.237
PDE5A	-0.147333333333333
C6orf12	-0.2815
TOM1L1	0.4795
WHDC1	0.179375
FOXI1	0.630166666666667
RAB4A	0.443
TMEM39B	-0.932
ATPBD1C	0.174
FARSA	-0.537333333333333
PLEKHG5	0.04925
CMAS	-0.574166666666667
OR7E24	0.885
SLC30A1	-0.74125
CDC42EP5	0.193666666666667
PLAC1	-0.81525
KLHL18	-0.031
LBA1	0.5989
TAZ	-1.3325
CRIP2	0.827125
BTBD11	-2.36866666666667
C16orf72	0.3925
DIO2	0.8026
LRRCC1	0.695166666666667
CCDC136	-1.9605
PRX	0.513625
RBM5	-0.4467
TMEM85	0.86425
TUBGCP4	-0.494333333333333
APLN	0.558
CDK7	0.389
SSR2	0.712083333333333
CRELD1	0.722
C19orf46	2.13425
GAL3ST4	-0.454
KBTBD10	0.15025
IL28A	0.65975
WDR27	-0.8385
MCM2	-0.982
SOX14	-0.34
FLJ39743	-0.363
KIAA0922	-1.799375
HIPK4	0.7725
FLJ25758	-0.627
C16orf57	-1.45941666666667
PDZD2	1.8965
MCC	1.56
HHLA3	-0.0357
ID2	1.2145
C20orf23	2.87133333333333
ZNF688	0.91025
APOC2	-1.626
LOC440093	-0.03375
FAM50B	-0.419833333333333
PWP1	-0.395
DNAH10	-0.155333333333333
HIST1H2BA	0.778
GPR56	0.796833333333333
METAP2	-0.317
PAN3	0.726333333333333
STXBP4	-0.527125
PDHX	0.2265
MTA1	-1.00125
ZBED4	-0.3585
ZNF720	-0.5525
CDK2	-1.534125
RHOJ	0.391
CDC37	-0.647833333333333
ZER1	0.718625
GRK4	0.51375
PRPH	-0.16175
POLR2A	0.645875
OGFOD1	0.05825
NOL5A	-1.5555
PHEX	-1.3075
FLJ16478	0.381
C20orf117	-0.592714285714286
CAMTA2	0.46825
C11orf74	-0.152
DDX17	0.109166666666667
C5orf27	-0.178
PLEKHA2	-1.87
PDE4DIP	-0.2351
SCN7A	-0.2185
ZNF559	-0.342
CXCL10	3.25725
ZMYM4	0.799833333333334
STK32B	0.562333333333333
KIAA0888	1.0683
TACR3	1.088
CKAP2L	-0.13775
KIF1A	-1.96216666666667
RSPRY1	0.59425
VCAN	0.112
CYP27C1	-0.331
SYDE1	-1.52083333333333
MED12L	-0.700666666666667
ZDHHC21	1.353625
NHS	-0.8815
TM9SF3	0.8495
DDHD1	0.04975
MAFG	-0.441666666666667
BICD2	-0.00290000000000001
C14orf119	-0.416666666666667
C14orf43	0.722285714285714
CDH7	-0.83425
ALKBH5	0.168285714285714
JUP	1.7655
TMEM41A	-0.289
MAMDC4	-1.30683333333333
CBX3	-0.489375
LRRC18	0.9645
RBMXL2	-0.0526666666666666
PLA2G4D	0.6795
FGF13	-1.29675
KIF3A	1.30366666666667
PDIA6	-0.4955
DCXR	0.93
CASKIN2	0.774416666666667
EHD1	1.4975
MARCKSL1	0.495
ZNF496	-0.207666666666667
SCAF1	0.450666666666667
KCTD8	-1.07025
TRAF3IP3	0.147714285714286
LSR	0.89
CXorf1	0.23
C14orf112	0.303666666666667
EIF2B1	0.098
OMP	0.163
GSTZ1	0.20625
LOC92017	0.4815
ISLR2	0.484
C12orf36	0.547
GATA2	-1.93466666666667
GABRA5	-1.3745
CELSR2	1.3155
STAM2	0.9033
TNAP	-0.2215
PTPMT1	1.1575
GRP	4.695
SV2A	-1.72366666666667
MAGEA12	-4.1395
CACNG1	2.945
C18orf19	-1.00775
GSG1	-0.733166666666667
PTPRJ	0.394214285714286
FRMPD1	-0.607
ZNF668	-0.486
PLEKHJ1	-0.67775
ADAT1	-0.3259
TMEM50A	0.5849
UCN3	0.3835
HOOK1	2.268125
IL17B	-0.894
MLKL	-1.68816666666667
TTC14	-0.759833333333333
KLHL5	0.63175
CRYL1	0.832666666666667
FOXH1	0.049
NFYB	-0.25375
PPM1G	-0.0155
GOLGA2LY1	-1.52525
NMT1	-0.7725
HADHA	0.0772
CHSY-2	1.52
PLEKHF1	-0.0504285714285714
SAGE1	-2.317
MUSTN1	0.60175
SUHW4	0.9165
TFEB	0.703833333333333
ZFYVE27	0.84275
ATG12	-0.456333333333333
BMI1	0.8865
ZIM3	0.8385
MYH4	0.39425
MASP1	-1.41791666666667
KIAA0984	0.697
RPAP2	-0.2605
ASB5	-0.30875
BOLA3	-0.528666666666667
MIA3	1.07483333333333
KRT35	3.35
KIR3DL3	-1.1515
MRPL51	-0.581
SEMA3F	1.70066666666667
NDUFB2	0.459666666666667
LOC253012	1.3155
FAM46C	1.2478
G6PC	-1.35942857142857
CSAG3A	-4.74566666666667
PREX1	2.197
SLC25A45	-0.0175
MAPKBP1	0.1761
CPE	3.3494
GNB1	-0.0985
CXCR6	1.2015
TRIM46	-0.4835
C16orf3	-0.0103333333333333
HPSE	-0.588125
TIGD3	0.84
SPG3A	0.247
LCAT	-1.29616666666667
ST6GAL1	-1.71661111111111
POMC	-0.2275
FLJ36031	-1.106
NSMAF	-1.69483333333333
SKIL	0.5335
ADSS	0.393
HMGCS1	-1.412
POLR3F	0.0568333333333333
RAB10	0.283875
ZNF277P	-0.465625
ZBTB7B	0.478375
DHRS1	1.365875
ABCC13	0.144875
CNOT3	-0.279
NFKBIA	1.41975
GAK	0.165166666666667
SFT2D2	0.161
HOXA6	0.288
CRTC1	-0.353
LY6D	-1.12033333333333
C20orf72	-1.29766666666667
CPT1A	0.47325
LMO1	-1.07
EIF3I	0.037
PRB4	-0.20825
MCM3APAS	-2.22
C20orf132	0.2836
FOXF2	-3.35275
S100A12	-0.0965
MLH1	0.0596666666666667
ACTN1	0.214
MRPL36	-0.2195
C20orf106	-0.294333333333333
FBXO6	1.278
MKS1	-0.473666666666667
CX3CR1	-0.6975
PDE1B	0.688
PLP1	-3.33975
KISS1	-0.0818
C14orf2	-0.306166666666667
TBC1D3P2	-0.19925
COMMD6	0.351
ANKRD7	-2.65675
PTCHD1	-2.09142857142857
NARS2	-2.01
DOCK7	0.079875
FAM127B	-0.086625
LOC390243	-0.219666666666667
N6AMT2	0.739
ZNF391	-0.5665
DNAJB14	0.9015
WRB	0.759
BPI	0.282083333333333
TTC4	-0.692
FAM10A5	-0.2065
GOT1L1	0.294222222222222
MAGED1	0.848875
RESP18	-0.552666666666667
WFDC6	0.717666666666667
MT2A	-0.5485
C11orf56	0.5725
KIAA1432	-1.385
ROR1	-1.870375
HSD17B14	0.536666666666667
ZFAND2B	0.243625
SAMD4B	0.68975
HEXA	0.486125
HNRNPU	0.0547272727272728
USP39	-0.132875
NRD1	-0.60925
R3HDML	0.21725
FLT4	0.247
OMG	0.15725
OR52N4	0.722
LOC399818	0.37725
ELA2	-2.115
VENTXP1	1.435
RFC5	-1.165
OR52L1	0.4125
PAX5	-0.1795
FBXO2	2.51275
GMEB1	0.097
AKT3	-1.01366666666667
CRB1	-1.172
CTTN	2.63466666666667
UTP15	-0.370333333333333
HSBP1	1.0455
PHF11	1.5805
NDEL1	0.405333333333333
USP8	0.323
BAIAP2	1.115875
SI	0.438333333333333
ARSJ	0.871
BAAT	-3.84975
KCNS3	1.928
LOC126147	-0.596166666666667
TMEM37	-1.06925
C1orf162	3.05116666666667
MBD1	-0.3057
ITGAL	0.625
WDR73	-0.475833333333333
GKN2	0.0913333333333334
ARFGAP1	-1.606
SLC5A8	5.53483333333333
ZBTB40	0.0761
CYP4B1	5.34033333333333
LYPLAL1	-0.003
CHST3	-1.863
MAP3K9	0.1695
BTAF1	-1.56683333333333
TFAP2E	0.155
RBM35B	0.33475
LOC441251	-0.115666666666667
ANKRD25	-0.642055555555555
UQCRC2	-0.1225
MAEA	0.410083333333333
HYAL1	-2.8883
RNPEPL1	-0.0958333333333333
CPSF2	0.0245714285714286
PSD3	-2.2045
ABCA13	-0.298625
AGR2	3.463
GBX1	-2.399
HDLBP	0.559
ACY3	-0.79975
HECW1	-0.6145
ZNF519	-0.829
HOPX	3.390375
ZNF304	1.054
OR12D3	-0.361
FKSG43	-0.1905
METTL1	-1.0965
MFSD3	0.8792
PSPH	-1.05925
CLCA3	0.626
DARS2	-2.16766666666667
CDC25A	-1.72333333333333
BAIAP2L1	0.106
B3GNT5	-0.775625
USP29	-0.24025
ARHGEF10L	1.6259
ATOX1	0.079875
ADAM30	0.539
DNASE1	-0.6965
STT3A	-0.599916666666667
RAB6IP1	-0.47175
PTN	-0.5151
C1orf106	-2.06253846153846
HECA	1.591
RNF122	-0.38575
SLC22A18AS	-0.2405
