Hybridization REF	TCGA-A7-A0CH-11A-32R-A089-07
PDP2	0.0875
PAPD1	-0.917625
ERP27	1.70125
APOOL	-1.1687
DIABLO	-0.19825
TRHR	-0.093125
ARMC9	-0.945
RNF152	1.9945
SLITRK3	1.49116666666667
ZNF211	0.4165
PFDN1	0.78575
RGS11	1.203875
HS6ST1	-0.3113
AKR1D1	2.8405
TNP2	0.158333333333333
STK31	0.696833333333333
EML4	-0.4995
SGTA	-1.05666666666667
HIST1H2BI	-0.9095
PSMD6	-1.40783333333333
KIAA1257	1.16825
C18orf55	-0.238666666666667
FLJ20273	1.91175
RPL28	-0.766666666666667
EPYC	0.311375
NOX3	-0.0395
ELAC1	0.6265
METT11D1	-1.2435
BIN2	-0.334666666666667
NACA2	0.30025
CCDC17	-0.2715
HM13	-0.3926
UBOX5	-0.221
UBE2O	-0.608125
UBL5	-0.26175
APOLD1	2.585125
C9orf31	0.498
TNFSF8	0.5185
ARHGAP29	1.4615
PROKR2	0.0625
PDE5A	0.1895
C6orf12	-0.049
TOM1L1	-1.0735
WHDC1	0.720625
FOXI1	1.24666666666667
RAB4A	0.4802
TMEM39B	-0.247
ATPBD1C	-0.44275
FARSA	-1.25933333333333
PLEKHG5	2.075
CMAS	-1.159
OR7E24	-0.39
SLC30A1	-0.80325
CDC42EP5	1.6785
PLAC1	-2.385
KLHL18	-0.392583333333333
LBA1	0.293
TAZ	-0.88675
CRIP2	0.6905
BTBD11	-0.499333333333333
C16orf72	0.70225
DIO2	0.8117
LRRCC1	0.264666666666667
CCDC136	-1.743
PRX	0.1115
RBM5	0.1621
TMEM85	-0.076375
TUBGCP4	-1.73883333333333
APLN	0.125
CDK7	-0.727166666666667
SSR2	0.529
CRELD1	-0.09475
C19orf46	1.48875
GAL3ST4	-0.2905
KBTBD10	0.8
IL28A	0.089
WDR27	-0.8145
MCM2	-2.48366666666667
SOX14	0.0025
FLJ39743	0.0835
KIAA0922	-0.08725
HIPK4	0.4495
FLJ25758	0.284
C16orf57	-0.82375
PDZD2	4.57975
MCC	2.197625
HHLA3	-0.5124
ID2	0.49325
C20orf23	1.74216666666667
ZNF688	1.12975
APOC2	-1.36433333333333
LOC440093	0.1075
FAM50B	2.24483333333333
PWP1	-0.2775
DNAH10	0.78025
HIST1H2BA	0.26875
GPR56	0.695833333333333
METAP2	-0.466375
PAN3	0.446333333333333
STXBP4	0.346875
PDHX	-0.0805
MTA1	-0.594833333333333
ZBED4	-0.362375
ZNF720	-0.69175
CDK2	-2.2755
RHOJ	2.04925
CDC37	-0.366333333333333
ZER1	0.40725
GRK4	-0.039
PRPH	0.32175
POLR2A	0.058875
OGFOD1	-1.42925
NOL5A	-1.9955
PHEX	0.908
FLJ16478	0.2215
C20orf117	-0.27175
CAMTA2	-0.4545
C11orf74	0.968333333333333
DDX17	0.686083333333333
C5orf27	0.735125
PLEKHA2	-1.1335
PDE4DIP	-0.0767
SCN7A	0.84375
ZNF559	0.0405
CXCL10	2.82825
ZMYM4	0.0101666666666667
STK32B	0.531133333333333
KIAA0888	-2.1964
TACR3	0.8055
CKAP2L	-3.12375
KIF1A	-1.30316666666667
RSPRY1	0.11025
VCAN	0.04825
CYP27C1	-0.9605
SYDE1	-1.18966666666667
MED12L	-1.2105
ZDHHC21	0.978875
NHS	1.144
TM9SF3	0.5635
DDHD1	-0.33075
MAFG	-0.204
BICD2	-0.0941
C14orf119	-0.152166666666667
C14orf43	0.144428571428571
CDH7	-0.718
ALKBH5	-0.355071428571429
JUP	0.637375
TMEM41A	-0.261833333333333
MAMDC4	-1.66316666666667
CBX3	-1.054375
LRRC18	0.01175
RBMXL2	-0.59
PLA2G4D	0.204333333333333
FGF13	2.011875
KIF3A	0.727166666666667
PDIA6	-1.192
DCXR	0.28125
CASKIN2	0.780166666666667
EHD1	0.436833333333333
MARCKSL1	-0.408
ZNF496	-1.14916666666667
SCAF1	-0.274166666666667
KCTD8	-0.32925
TRAF3IP3	1.08014285714286
LSR	0.09
CXorf1	-0.1045
C14orf112	0.512
EIF2B1	-0.27425
OMP	0.116
GSTZ1	0.084
LOC92017	1.604
ISLR2	2.1515
C12orf36	0.09
GATA2	-2.14516666666667
GABRA5	-2.3025
CELSR2	-1.526
STAM2	0.3881
TNAP	1.789
PTPMT1	-0.458166666666667
GRP	4.3215
SV2A	-2.12766666666667
MAGEA12	-4.49775
CACNG1	-0.459
C18orf19	-0.865
GSG1	0.31
PTPRJ	-0.704928571428572
FRMPD1	0.752
ZNF668	-0.204
PLEKHJ1	-1.166375
ADAT1	-0.9229
TMEM50A	0.3593
UCN3	-0.0965
HOOK1	1.26325
IL17B	2.6615
MLKL	-0.836
TTC14	-0.0781666666666667
KLHL5	0.326625
CRYL1	1.0525
FOXH1	-0.709
NFYB	-0.077125
PPM1G	-1.07025
GOLGA2LY1	-0.25625
NMT1	-0.316125
HADHA	0.0445
CHSY-2	1.186
PLEKHF1	1.50214285714286
SAGE1	-3.4635
MUSTN1	1.12425
SUHW4	1.53825
TFEB	2.111
ZFYVE27	-0.03325
ATG12	-0.222333333333333
BMI1	0.348285714285714
ZIM3	-0.0925
MYH4	1.0215
MASP1	-0.6
KIAA0984	-0.29975
RPAP2	-0.62825
ASB5	-0.175
BOLA3	-1.10283333333333
MIA3	1.0335
KRT35	0.198
KIR3DL3	-0.4515
MRPL51	-0.6335
SEMA3F	0.819833333333333
NDUFB2	0.4145
LOC253012	2.39975
FAM46C	-0.5784
G6PC	-2.479875
CSAG3A	-4.62333333333333
PREX1	1.063
SLC25A45	-0.33625
MAPKBP1	0.7236
CPE	1.6025
GNB1	-0.473
CXCR6	1.1275
TRIM46	-0.2365
C16orf3	-0.1685
HPSE	0.11775
TIGD3	-1.14
SPG3A	2.354
LCAT	-1.272
ST6GAL1	-0.656777777777778
POMC	1.8045
FLJ36031	-0.0616666666666667
NSMAF	-0.0498333333333333
SKIL	0.6655
ADSS	-0.465166666666667
HMGCS1	-2.1224
POLR3F	-0.196833333333333
RAB10	-0.137875
ZNF277P	-0.572625
ZBTB7B	0.466
DHRS1	0.7485
ABCC13	0.6085
CNOT3	-0.386
NFKBIA	2.12775
GAK	-0.224166666666667
SFT2D2	0.954666666666667
HOXA6	0.3175
CRTC1	0.138875
LY6D	1.99
C20orf72	-1.60233333333333
CPT1A	-0.39575
LMO1	-1.256
EIF3I	-0.4515
PRB4	0.25375
MCM3APAS	-1.724
C20orf132	0.8087
FOXF2	-2.4405
S100A12	2.73275
MLH1	-0.307333333333333
ACTN1	1.1096
MRPL36	-0.751
C20orf106	-0.10475
FBXO6	0.737833333333333
MKS1	-0.997
CX3CR1	-0.832
PDE1B	2.0155
PLP1	-2.47375
KISS1	-0.3458
C14orf2	-0.1415
TBC1D3P2	-1.14575
COMMD6	1.7125
ANKRD7	-1.177
PTCHD1	1.77225
NARS2	-1.205
DOCK7	0.179625
FAM127B	0.219625
LOC390243	-0.039
N6AMT2	1.0305
ZNF391	-0.0105
DNAJB14	0.936166666666666
WRB	-0.0825
BPI	0.789083333333333
TTC4	-0.941166666666667
FAM10A5	0.14125
GOT1L1	0.3008
MAGED1	-0.105625
RESP18	-0.0055
WFDC6	1.5965
MT2A	-0.305
C11orf56	0.3
KIAA1432	-0.06
ROR1	-0.55375
HSD17B14	1.47216666666667
ZFAND2B	0.331875
SAMD4B	-0.40175
HEXA	0.2645
HNRNPU	0.0160909090909091
USP39	-0.828875
NRD1	-0.854
R3HDML	0.0695
FLT4	1.12816666666667
OMG	0.276833333333333
OR52N4	0.272
LOC399818	-0.70825
ELA2	-1.07375
VENTXP1	0.2135
RFC5	-2.018
OR52L1	-0.0665
PAX5	-0.057
FBXO2	1.0435
GMEB1	0.252
AKT3	0.4975
CRB1	-0.202166666666667
CTTN	0.337833333333333
UTP15	-0.5105
HSBP1	-0.321416666666667
PHF11	1.68925
NDEL1	0.169
USP8	-0.09725
BAIAP2	-0.2160625
SI	0.486
ARSJ	-0.827166666666667
BAAT	-2.24733333333333
KCNS3	1.8905
LOC126147	0.0121666666666667
TMEM37	3.15275
C1orf162	3.2455
MBD1	-0.3137
ITGAL	0.261
WDR73	-0.333
GKN2	0.0493333333333333
ARFGAP1	-1.887375
SLC5A8	-0.262
ZBTB40	-0.0898
CYP4B1	5.168
LYPLAL1	0.13
CHST3	0.38025
MAP3K9	-0.2935
BTAF1	-1.0005
TFAP2E	0.186
RBM35B	-0.7165
LOC441251	-0.270333333333333
ANKRD25	0.974
UQCRC2	0.204
MAEA	0.316333333333333
HYAL1	-1.0814
RNPEPL1	0.892166666666667
CPSF2	-0.7465
PSD3	0.3029
ABCA13	-0.55075
AGR2	0.566625
GBX1	-1.1895
HDLBP	0.655357142857143
ACY3	-0.47875
HECW1	-0.924
ZNF519	-0.66925
HOPX	2.916125
ZNF304	1.049125
OR12D3	0.8715
FKSG43	-0.76325
METTL1	-0.33525
MFSD3	-0.3461
PSPH	-1.135
CLCA3	-0.0335
DARS2	-1.4885
CDC25A	-3.465
BAIAP2L1	-1.286
B3GNT5	1.15475
USP29	0.2225
ARHGEF10L	1.3924
ATOX1	0.008625
ADAM30	0.52475
DNASE1	-1.49075
STT3A	0.386916666666667
RAB6IP1	0.9965
PTN	4.8789
C1orf106	-1.50992307692308
HECA	2.02375
RNF122	0.86075
SLC22A18AS	-0.440666666666667
GNG8	-0.0296666666666667
ELP4	-0.404
FAM65A	0.140833333333333
RPL10A	0.0995
IRS4	-0.558
MACF1	1.3896
SEC24D	-0.474
LOC374395	0.2185
TGFB2	0.39275
MDFIC	1.5935
CHRNE	0.264166666666667
PCMTD2	0.190833333333333
ATP6V0D1	-0.253333333333333
MTA2	0.622
LZTR1	-0.508666666666667
RAP1A	0.377166666666667
AXIN1	-0.72725
POLR1C	-0.82775
TRIO	-0.191916666666667
PLXNA4A	1.83416666666667
C5orf33	-0.446
DEPDC1B	-5.083
ZNF473	-0.6445
MTM1	0.8565
GPR107	0.598
CSNK1A1L	-0.0406666666666667
FLJ14154	-1.03875
NLRC4	4.84275
ENPP4	2.893
PADI3	0.899
RNF170	0.063125
CG018	1.95566666666667
C16orf7	-0.26975
KCNE1	2.031
NRM	-1.08883333333333
SLC37A3	-0.390428571428571
TPD52L2	-1.22383333333333
UNC5B	0.66425
C12orf12	0.482166666666667
SDHB	-0.51425
CLRN1	0.219
NUDT10	-0.644833333333333
UGT3A1	-0.13275
FBXW8	-0.6155
RHOF	-1.0625
PTPLAD1	-0.255
MYO3B	-0.74475
DERA	-0.61575
TPP2	-0.7145
C19orf53	-0.403
GINS3	-1.793375
ST6GALNAC5	2.016
CHSY1	0.01525
MGC15705	-0.7015
GPR83	0.266833333333333
EXT2	0.33225
DOLK	0.20625
TUBAL3	0.04125
ACVRL1	2.8916
ABL2	-0.260083333333333
C14orf156	-0.732666666666667
PTPRZ1	-1.043125
DIP2C	1.592
LAMP1	0.839875
RXRA	0.724
MAP3K5	1.18775
ALKBH1	-0.301166666666667
PDLIM7	-0.738
ARL14	-1.7595
SNIP1	-0.427333333333333
TIMP3	2.60716666666667
RGS3	0.750833333333333
SPAG16	0.6775
ABHD4	0.04025
ARHGEF12	0.718
GLUD2	-0.532
RAC2	-0.4017
UAP1L1	-0.9955
SLC18A3	0.215
YOD1	-1.27566666666667
RALY	-0.762
HMOX2	-0.111375
DGKH	-0.787
DBNDD2	1.27383333333333
YIPF4	0.7495
THAP10	-0.7495
ZNF513	0.105
HAGHL	-2.23216666666667
ITGB4	1.46
CCDC141	0.519
YTHDF3	-0.38175
C5orf28	0.0885
RPL7L1	-0.80275
TMEM30B	0.658928571428571
ANKRD35	3.845
DUOXA2	-0.49625
TBC1D5	0.13975
DFNB59	1.1905
HRH4	0.13775
MYO6	1.5531
DNAJA4	1.50575
RBM24	-0.1135
CEACAM20	-1.776
RBM23	-0.702285714285714
NGFB	0.303
C1orf63	-1.5735
KRTAP7-1	0.378
PERLD1	1.217
NPB	-0.35
C17orf59	0.8973
HSPBAP1	0.22425
SLC15A4	0.081
PRTFDC1	0.3485
OSMR	-1.17578571428571
CYSLTR2	-0.5125
C19orf25	-0.12
KIAA1797	-0.0875
NLRP6	0.349
FAM105B	-0.5087
SCRN2	1.4815
LRRC58	-0.00369999999999999
RNF17	-0.0111428571428571
NEIL3	-5.0615
FAM137A	-0.80875
SKP2	-3.5495
PARVA	1.659
PKLR	-2.164
RNF34	-0.55475
A3GALT2	-0.19225
C12orf50	0.0168333333333333
SUNC1	-1.12175
FAM102B	-0.317
CCT2	-1.46475
LRRC37A2	-0.6665
ARF4	0.56
SIKE	-0.21325
C8orf48	1.72083333333333
MBTPS1	0.274142857142857
GPSN2	-0.241
NCF2	3.8115
SLC12A6	0.3915
MRPL48	-0.7795
HMGN3	-0.0295
LRRC62	-1.35725
PAX9	-0.840125
FAM55A	0.7745
C20orf42	-1.28566666666667
SCML2	-2.379
BCL9	0.2345
FAM40A	-1.00875
C9orf41	-1.1615
ZNF774	-0.237
LETM1	-1.3445
PLXNB1	-0.317166666666667
NIPSNAP1	-1.31875
USP10	-1.268
F9	1.665
LIPE	5.8535
CNGB3	0.3765
C12orf52	-1.13925
PI4K2A	-0.16075
MED8	-0.177875
STAT4	1.5833
FGD4	1.58866666666667
RNF145	-0.799333333333333
WDR32	0.4211
CLDN2	0.116333333333333
TCEAL8	0.75725
ZMYND8	-1.0199
PDXK	0.089625
GATAD2A	-0.771
PTGES3	-1.0315
CCM2	0.3605
TAP1	0.591875
ZNF670	-0.80725
ETS2	0.801142857142857
C6orf166	0.283
PRMT2	0.381142857142857
OR4B1	0.0475
INTS8	-0.967
CCDC102A	0.28175
CCDC83	-1.6345
ITGA1	1.0302
EPHA5	-1.0467
FAM24B	-0.88
TSGA10	2.92875
HAL	-2.29616666666667
MYOT	1.389
SPACA3	0.39925
BCL2L2	0.582666666666667
CUGBP2	2.3975
CCNB3	1.036
RNF113B	-0.66025
MERTK	0.93225
BAG1	0.57375
VPS36	0.13725
ORMDL3	0.7973
C1orf190	1.48925
ZNF625	-0.46575
CORO2B	-0.46175
ALOX15	1.216
CST1	-1.64
NUPR1	2.52583333333333
CCL7	1.253
SMCR5	-2.7295
DSC2	1.498
RBMS2	0.332
GRIK4	0.765
TRIM65	-1.0373
TMPRSS6	0.285357142857143
TP53INP2	-0.95625
GLB1L	1.06033333333333
LOC388284	1.066
PUS1	-1.30207142857143
BCL9L	-0.432
OLFM1	0.356916666666667
RET	-0.864625
MASTL	-2.73083333333333
ALX3	0.49975
IL1RL1	0.0258333333333333
ZNF765	-0.4447
C14orf138	-0.73375
SNX10	1.3705
TAC4	-0.38
C1orf64	3.000625
POGK	-0.592
MAPK9	-0.70975
ZNF366	4.90175
C8orf79	2.2012
CLDN7	1.07075
OR5AT1	0.67
TRIM37	-2.614
LRRC25	3.234
GRHL2	2.1272
TEKT3	2.1055
LASS5	-0.373833333333333
ABCC4	-1.61266666666667
DLG3	-0.297625
VGLL1	2.438125
ZFP36L2	3.23783333333333
MFRP	-0.328333333333333
KIAA1799	0.23625
FLJ44379	0.4185
PCNX	0.27325
ANXA9	-0.2205
CYP4V2	1.0827
PIK3C2A	-0.0415
SRR	-0.1105
NOL3	-0.49175
IFITM2	0.9585
ARNTL2	-2.1405
ZNF595	-0.10175
NLRP13	1.8415
ASPH	1.403
CPA2	0.156
PVRIG	-0.699
LEPR	2.66916666666667
C16orf42	0.0211666666666667
SH3BGRL	1.79575
FAM77D	0.7274
FNDC7	-0.2565
C9orf6	-0.351666666666667
NOTCH2NL	1.54333333333333
PGBD1	-0.2565
SYNGR2	-0.0936666666666667
PITPNA	-0.4988125
PRPF4B	-1.379
SLC43A3	-0.937214285714286
NRBP1	-0.47125
SLC25A22	-0.512
ILK	0.134375
SLC22A8	0.181
MRPS7	-0.481625
PITX2	-0.3505
FABP3	0.586875
OR1L1	-0.954
LOC728215	-0.103
BLID	-1.094
KIAA1217	3.174
TFPT	-0.31675
AP4B1	-0.3105
VBP1	-1.94425
OR1K1	0.2615
MORC3	0.3345
BHMT2	3.36
C3orf10	0.54825
FZD7	1.992
WFDC10A	0.3785
PMS2CL	-1.1255
CCDC32	0.567333333333333
FA2H	-1.84
ALG13	-0.6155
TTLL7	-0.3589
SPOCK3	1.46975
SLC13A2	0.2155
AIM1	2.16375
GPRC6A	0.1415
EGR2	5.9885
MED11	0.91375
WWC1	1.38375
SH3GL3	-3.386
RIF1	-0.481214285714286
PRLH	-0.561
VLDLR	1.4915
DBT	0.3121875
C21orf63	1.48275
CGGBP1	0.19225
KRTAP12-2	-0.2205
TADA3L	-0.6805
ZBTB16	4.369
PDGFB	1.332375
RFX1	0.039
UQCRB	0.4809
LOC133874	0.332
HPS3	-0.471
LGALS3BP	0.4702
DKFZP564O0823	3.41085714285714
MRFAP1L1	0.234625
HOXA10	0.896
NGB	-0.2335
KIF21A	-0.104384615384615
IFLTD1	0.256
LZTS1	-0.83625
ARHGEF3	1.2865
RHBDL3	-0.99
CSNK1G2	-0.404166666666667
ChGn	0.367625
KIAA1244	1.79066666666667
GABRB2	-0.0965
MGC72080	-0.682
CD27	4.6075
EGLN1	-1.4132
PEX13	0.26075
RWDD3	0.32975
RNF12	-0.730166666666667
GRIN2B	0.4415
ADAMTS14	-1.089875
DYDC2	1.1625
ATP6AP1	-0.1659
NR1H2	-0.0508333333333333
PDK2	0.6325
C3orf17	-0.112833333333333
SLC38A2	-0.426285714285714
SLC25A29	-0.256
C15orf29	0.62725
ADAM9	-0.57175
TMUB2	0.042375
GPR176	-1.042
AGK	-0.88225
MCCD1	1.5905
NDUFA4	-0.062
TMEM146	-0.00700000000000001
DUSP1	3.12875
UNQ6975	1.258
EMX2OS	4.743
INSM2	0.20675
LUZP4	-0.36925
SETD6	-0.51525
P2RY2	2.0805
SLC45A2	-1.6375
RABGAP1	0.6175
UBXD5	-0.457375
GPRC5A	-0.8152
PAK3	3.0145
LOC63920	-0.2015
TGFBR1	0.4629
KRTAP6-3	0.05525
SFMBT2	-0.5055
CDC42	0.2955625
C11orf35	-0.055
TTLL2	-0.12
UACA	1.25391666666667
CD97	-0.2048
SETD5	-0.417125
NINJ2	-0.51975
PTER	0.358166666666667
POMGNT1	-0.36325
KRTAP4-2	0.646
ECGF1	1.925125
HRB	0.323090909090909
ATP1B2	0.2857
LOC400506	-1.1665
COL4A3BP	1.8435
C6orf97	1.15475
GRHPR	0.44825
TAS2R1	0.401
SEMA7A	-1.8255
EDF1	0.0535
ODF2L	0.6326
PCID2	-0.604666666666667
GTF2H4	-0.909166666666667
ZCCHC3	-1.16
CGB2	0.363166666666667
NEUROD1	-0.22225
C20orf75	-0.277
RP5-1054A22.3	2.16633333333333
IFNA5	0.6945
ZNF134	0.0403333333333333
MGC119295	-1.1485
ZSWIM6	-0.019625
SMEK1	0.0833333333333333
PCGF2	-0.283
C1orf102	2.2645
CYP2A13	2.8435
KCNH6	-0.546
MDM1	-0.211
ALDH7A1	-0.2145
C9orf75	-0.51375
VDAC3	-0.72175
OR51T1	0.3405
EIF3F	-0.31325
KCNJ10	-0.51175
LENG8	-0.19225
EDEM2	0.01175
CCNJL	-0.897666666666667
DHX37	-0.7415
CRYGN	-0.003
AATF	-0.89975
ZNF630	0.8205
E2F5	-1.5215
WFDC13	-0.88625
FTSJ3	-0.9745
C4orf33	-0.03825
LHFPL4	-3.02025
C19orf56	-0.0963333333333333
SMAD4	0.22375
AFM	-0.398166666666667
G0S2	6.046
FCHSD2	0.0206
RRP1B	-1.1047
EEF1B2	-0.2875
STAT6	1.35666666666667
ZNF195	-0.65625
GNL1	-0.846833333333333
ZNRF2	0.384333333333333
PER3	0.187125
ASB16	0.16125
C10orf10	4.22428571428571
ADCY8	-2.50533333333333
C9orf58	0.846833333333333
ARMC10	-0.416333333333333
PSG1	-1.339
DHX34	-1.00175
VARS2	-0.8045
NFIC	0.64275
ITPR2	0.7155
AGXT2	-0.4525
OR6K3	0.227
H2AFZ	-1.42083333333333
MLLT3	0.440333333333333
COX4I2	2.88325
CCNT2	-0.63675
PLK4	-3.100375
NUMBL	-0.574
MED16	-0.073
PLEKHQ1	2.16425
GOSR1	0.8575
BTG4	-0.0545
RPL30	0.604416666666667
IGSF5	-0.16975
IGFL2	0.475166666666667
ELMOD2	0.501166666666667
SHC3	1.3195
HAVCR1	-0.061
DYNC2H1	0.5075
RNF5	-0.9385
C2orf7	0.2835
NLF1	0.2175
KLHL25	0.47825
LRP10	0.8591
KRI1	-0.8465
PUS7L	-0.391833333333333
MGMT	1.04475
HOXD1	0.215
CSH1	0.2252
ATG16L2	-1.04675
FLJ44635	1.298
CHODL	1.5995
EXOSC8	-1.30525
SLC28A1	-0.1785
MYO7B	-1.23033333333333
SEH1L	-0.6236
MTNR1A	0.1968
TSPAN5	0.426833333333333
CDC45L	-4.68566666666667
AMIGO1	0.4415
ATAD3A	-1.714875
OSGIN2	0.5145
PDIK1L	0.103666666666667
DARC	4.777125
PIPSL	0.2835
SHMT1	0.09075
CRISP3	0.258
POPDC2	2.12666666666667
ZRANB2	-0.78
FBXL8	0.409
TRIP13	-4.08554545454545
EIF5AL1	-1.7375
POU5F1P3	-5.179
IL6	1.93066666666667
CXorf38	-0.112333333333333
IFNA16	0.162
FBXL2	0.998666666666667
BRD1	0.221
STATH	0.033
FBXO44	-0.0811666666666667
MCCC2	-0.68
CDC2	-3.5803
C5orf23	4.384
IVD	0.121
C10orf122	-1.45675
MSL3L1	-0.0177
MVP	0.69875
EPOR	-0.9262
ZMYM1	-0.587666666666667
BCL7C	0.257666666666667
PSTPIP2	0.4539
LYPD1	-2.74475
OR8G5	-0.253
ZP3	-1.03883333333333
BCAS4	-0.4745
EDG6	3.17
ISY1	-0.52175
PRAMEF2	-0.8925
CUL1	-0.57075
RNF213	0.1642
CCRK	0.41725
DHX9	-0.815375
C13orf29	-0.0765
NCKAP1	0.374166666666667
MRPL43	0.501214285714286
XPR1	-1.33775
PKN2	0.8755
PODNL1	-0.08
ZNF333	0.404
DALRD3	0.12725
OPN1SW	0.068
BTBD6	1.52575
C11orf82	-2.9725
OR5P3	0.63
DUSP11	-0.112
L1CAM	-2.0991
NEK11	1.65333333333333
OR7E91P	1.1645
CNTN3	3.6269
CREB3L2	0.29475
ZBTB37	0.5225
KIAA1324L	0.7775
NDUFB10	0.0558333333333333
NUDT2	0.3
GTPBP8	-0.009
CACNA1D	0.87275
PRKAA2	-0.807166666666667
PRDM8	0.114
MGC16075	-0.4105
KRT14	3.15364285714286
PP8961	0.17875
MRPL18	-0.39675
ABCG2	-0.40375
PACRG	2.54375
BBS2	0.3745
KREMEN2	-4.281
FBXO21	0.5185
HNRPUL1	-0.41775
GRB10	0.5015
CLSTN1	0.223625
LMAN2	-0.2643
C17orf61	0.41475
NIPSNAP3A	0.99275
INSIG2	-1.303
PCDHB7	0.763833333333333
STXBP2	-0.81075
CMAH	1.12333333333333
SEMA5B	-0.56075
ZNF155	0.2005
COQ6	0.0585
PRPF4	-0.9405
TSPAN15	2.5339
VN1R5	0.61225
LATS2	2.049
SELK	0.68275
PGK2	-0.252333333333333
MS4A1	2.972625
TYW3	-0.2844
KRTAP5-1	-0.0035
RCCD1	-2.13116666666667
BTN1A1	-0.05225
DDX28	-0.01
TMEM65	-0.197625
LOC92345	-0.16175
TTC31	-0.8485
WDR46	-1.24666666666667
CHP2	-1.1045
LSP1	0.588375
ZNF542	-0.4695
EXOSC1	-0.1685
ARHGAP18	0.285166666666667
LRRTM4	-1.14475
MAOB	3.85241666666667
CACNB4	0.78925
MGC33846	1.089875
RANBP3L	2.2025
ATP5L	0.35525
ONECUT1	-3.15
NUDT9	0.5735
TMEM149	0.672
STX17	0.502
IGSF10	-0.727
TMPRSS9	-0.382
BMPR2	1.12125
ALLC	0.07575
KLF7	0.370875
GCC1	0.6133
TIMM9	0.000249999999999997
CDO1	4.312
MGC10701	-0.670333333333333
IFI6	0.827833333333333
FRMD8	0.476
MGAT2	0.06275
WBP5	0.7415
CNIH2	0.000250000000000014
KIAA0907	-1.9348
KCNH8	2.0615
CTSG	0.971
GRIK1	3.24833333333333
CUL5	1.454625
FRMD1	0.958
OR9A4	0.5865
SYT6	-0.449375
FOXD4L2	-0.069
ANAPC2	-0.744833333333333
OPN5	-0.2245
TAF13	-0.12675
LYG2	-1.0985
GGNBP1	0.345
C11orf40	0.1385
OTX2	-1.611
REG4	-0.618
EIF5	0.32175
PALB2	-1.16425
SEPSECS	-0.1057
RNASE3	-0.60075
TRIM49	-2.3025
POLR2K	0.2828
GPR42	0.3175
C8B	-2.38925
SASS6	-0.5495
PREB	-0.261333333333333
OR3A3	0.198
TUBA8	1.114625
IGLV2-14	0.13275
STIL	-3.411
ANKFN1	-1.039
NME7	-0.391
HOXC12	-0.582
UBE2C	-3.3685
FHOD1	-0.56675
CDK2AP1	-0.0709166666666667
OR6K2	0.33625
DHPS	-0.755
RPL5	0.0784999999999999
TRGV5	0.1385
LOC541472	1.32825
HCCS	-0.4269
DENND1B	0.9325
LHX3	-0.8165
OR5D16	0.308
CXorf57	-1.5688
IRF2BP1	0.53625
NDST2	0.473833333333333
LCE3D	-0.2385
BOLL	0.365
SYT3	-1.1555
PIH1D2	0.74325
C20orf7	-0.732833333333333
IL1R2	1.16966666666667
SLAMF9	-0.21
PPME1	-0.46075
PIK3CA	1.104
TRAPPC1	-0.49975
COLEC10	-1.89375
SLC9A6	-0.4835
PDDC1	-0.542666666666667
CCDC53	1.17725
GK3P	-1.5645
DAZL	-0.70175
BRI3	0.8245
SDK1	0.36275
CYP2C18	1.1065
IFI44L	3.095375
RPL3L	0.8815
FUT9	0.345
KIFC2	-1.4885
PMP2	0.15275
SLC4A9	-0.19
PLAG1	-0.647666666666667
MYCBP2	1.87716666666667
OR4E2	0.1715
CCDC65	1.5685
C16orf82	-0.607875
ENTPD4	-0.413625
BRP44L	0.8175
PMP22CD	-0.2265
TMCO4	1.25633333333333
KCNN1	-1.53216666666667
WDR35	-0.62425
CCDC80	3.6435
C3orf31	-0.3645
SLC7A9	-1.20625
TMEM190	-1.4085
DBC1	1.2152
FADS3	1.581
PDZD8	0.262
GRM5	0.031375
AZGP1	4.0131
PEX3	0.6505
MED1	0.304357142857143
ATG4C	-0.637666666666667
HNRPH3	-0.990875
FAM109B	1.71225
C4orf17	-0.4195
CA10	-0.504
OPRD1	-0.0995
CCL16	-1.3205
SACM1L	-0.56125
CST6	4.228
CD63	1.243125
LGI1	-0.2835
ZNF784	-0.09225
CRYBB1	-0.527
CX3CL1	2.51815
TOP2A	-4.181
GYPB	-2.66266666666667
GADD45GIP1	-0.6255
FEN1	-2.57625
IGF1R	0.04475
WDR72	-2.09133333333333
PURG	-0.278833333333333
DEFB126	-0.1285
PKD1L1	0.96375
CAV1	2.0416
GNPDA2	0.7341
DGAT2	4.431375
NLGN1	-0.813
STRBP	-0.90775
HPRT1	-1.43683333333333
FANCI	-3.29225
PSMA7	0.059875
DBF4B	-0.953666666666667
TTF1	-0.489
RAD54L	-3.66175
ELOF1	-1.0125
PLAGL2	-0.32125
ZNF256	0.37875
HMGCL	0.76425
MSI2	-1.23633333333333
RPESP	1.97733333333333
C11orf60	0.89675
ABCD1	0.0175
ACAA1	0.9138
SPARCL1	6.00635714285714
IL6ST	2.1629
ZNF319	0.72125
TMEM109	0.2034
FAM90A1	0.273333333333333
IL22RA1	-0.6285
ATP4B	0.4645
TEC	-0.849
C7orf30	-0.54075
TXNDC2	-0.889
ABCB4	-1.076
KIAA1191	0.48125
C9orf38	-0.361
SFTPB	0.477
CNTNAP2	-0.0125833333333333
FRK	0.9765
TBX19	-0.0515
CHD4	-0.63925
C6orf26	-3.022
MOSC2	2.1965
IKBKE	-0.54
HIF1A	-1.1635
LOC595101	-1.128
RELA	0.234666666666667
