Hybridization REF	TCGA-B6-A0RP-01A-21R-A084-07
C9orf31	0.2885
TNFSF8	0.6165
ARHGAP29	1.29025
PROKR2	0.4415
PDE5A	-0.369333333333333
C6orf12	-0.0815
TOM1L1	0.279
WHDC1	0.104625
FOXI1	1.22466666666667
RAB4A	0.8479
TMEM39B	-0.57
ATPBD1C	-0.99075
FARSA	-0.535666666666667
PLEKHG5	0.34125
CMAS	-1.22833333333333
OR7E24	-0.6095
SLC30A1	0.5675
CDC42EP5	1.352
PLAC1	-1.91125
KLHL18	-0.00141666666666667
LBA1	1.2301
TAZ	-0.6495
CRIP2	1.212125
BTBD11	-1.59666666666667
C16orf72	0.8125
DIO2	1.4772
LRRCC1	1.0885
CCDC136	-2.142
PRX	0.2135
RBM5	0.6136
TMEM85	0.24575
TUBGCP4	-1.15333333333333
APLN	1.65075
CDK7	-0.1945
SSR2	1.14375
CRELD1	0.996
C19orf46	2.33875
GAL3ST4	0.733666666666667
KBTBD10	1.3285
IL28A	0.08825
WDR27	-0.158
MCM2	-1.51633333333333
SOX14	0.605
FLJ39743	0.45
KIAA0922	-0.8075
HIPK4	0.8
FLJ25758	0.26
C16orf57	-1.07375
PDZD2	1.15225
MCC	1.713625
HHLA3	0.2799
ID2	0.1515
C20orf23	0.715833333333333
ZNF688	1.93825
APOC2	-2.32416666666667
LOC440093	0.0845
FAM50B	2.85316666666667
PWP1	-0.5045
DNAH10	-0.13325
HIST1H2BA	0.174
GPR56	-0.5145
METAP2	-0.8055
PAN3	-0.121333333333333
STXBP4	0.173125
PDHX	-0.2625
MTA1	0.14375
ZBED4	-0.263375
ZNF720	0.3125
CDK2	-1.862875
RHOJ	0.745125
CDC37	-0.279333333333333
ZER1	0.3375
GRK4	0.522
PRPH	-0.3965
POLR2A	-0.01275
OGFOD1	-1.69525
NOL5A	-1.607
PHEX	0.9175
FLJ16478	-0.06575
C20orf117	-0.708625
CAMTA2	0.47275
C11orf74	0.509833333333333
DDX17	-0.106916666666667
C5orf27	0.125625
PLEKHA2	-1.513
PDE4DIP	-1.1455
SCN7A	0.2675
ZNF559	0.3495
CXCL10	3.49675
ZMYM4	0.0436666666666667
STK32B	2.25106666666667
KIAA0888	-2.7881
TACR3	0.209
CKAP2L	-2.08375
KIF1A	-1.476
RSPRY1	0.35175
VCAN	2.21175
CYP27C1	0.224
SYDE1	-1.05283333333333
MED12L	-0.48525
ZDHHC21	0.55375
NHS	0.6245
TM9SF3	1.0545
DDHD1	-0.592
MAFG	-0.81025
BICD2	-0.3419
C14orf119	0.243666666666667
C14orf43	0.295
CDH7	-1.3105
ALKBH5	-0.0277857142857143
JUP	1.12025
TMEM41A	0.656666666666667
MAMDC4	-1.27766666666667
CBX3	-0.77775
LRRC18	0.1285
RBMXL2	-0.17725
PLA2G4D	0.480333333333333
FGF13	0.885625
KIF3A	0.021
PDIA6	-0.75625
DCXR	0.35275
CASKIN2	0.316416666666667
EHD1	0.188
MARCKSL1	0.145333333333333
ZNF496	0.15
SCAF1	0.0736666666666667
KCTD8	-0.846
TRAF3IP3	1.098
LSR	0.99025
CXorf1	0.0971666666666667
C14orf112	0.391666666666667
EIF2B1	-0.24725
OMP	0.0215
GSTZ1	0.63375
LOC92017	1.231
ISLR2	1.7255
C12orf36	0.414
GATA2	-1.432
GABRA5	-1.7805
CELSR2	-0.8835
STAM2	1.1876
TNAP	0.3
PTPMT1	-0.545
GRP	7.285
SV2A	-1.38316666666667
MAGEA12	-4.2285
CACNG1	3.786
C18orf19	-0.5965
GSG1	-0.3035
PTPRJ	-0.324857142857143
FRMPD1	-0.0265
ZNF668	0.6285
PLEKHJ1	-0.683375
ADAT1	-0.5691
TMEM50A	0.7208
UCN3	0.1655
HOOK1	0.859875
IL17B	-0.9455
MLKL	-0.861333333333334
TTC14	-0.4385
KLHL5	0.7805
CRYL1	0.503
FOXH1	-0.2945
NFYB	-0.313375
PPM1G	-0.4275
GOLGA2LY1	-1.69
NMT1	-0.2135
HADHA	-0.1621
CHSY-2	2.68
PLEKHF1	0.562714285714286
SAGE1	-2.2115
MUSTN1	0.8805
SUHW4	1.37275
TFEB	1.622
ZFYVE27	0.0025
ATG12	-0.677333333333333
BMI1	2.70957142857143
ZIM3	0.01875
MYH4	0.2065
MASP1	-1.04858333333333
KIAA0984	0.5775
RPAP2	-0.53675
ASB5	-0.04925
BOLA3	-1.43833333333333
MIA3	1.686
KRT35	0.344
KIR3DL3	-0.2485
MRPL51	-0.51375
SEMA3F	0.757666666666667
NDUFB2	0.131666666666667
LOC253012	-0.8645
FAM46C	0.6702
G6PC	-1.869125
CSAG3A	-4.90316666666667
PREX1	1.2175
SLC25A45	0.445875
MAPKBP1	0.2198
CPE	0.3717
GNB1	-0.500125
CXCR6	1.5685
TRIM46	0.43375
C16orf3	0.357666666666667
HPSE	0.40025
TIGD3	0.5405
SPG3A	2.13275
LCAT	-1.39766666666667
ST6GAL1	0.578111111111111
POMC	0.306
FLJ36031	-0.327666666666667
NSMAF	-0.649666666666667
SKIL	1.191
ADSS	0.7105
HMGCS1	-1.7908
POLR3F	-0.313333333333333
RAB10	0.02175
ZNF277P	-0.703
ZBTB7B	0.680125
DHRS1	0.981625
ABCC13	1.38975
CNOT3	-0.0935
NFKBIA	1.573
GAK	0.234666666666667
SFT2D2	0.742833333333333
HOXA6	0.329
CRTC1	0.62775
LY6D	-1.46766666666667
C20orf72	-0.955666666666667
CPT1A	-1.43175
LMO1	-2.207
EIF3I	-0.5265
PRB4	0.14875
MCM3APAS	-1.43375
C20orf132	0.0593
FOXF2	-2.93725
S100A12	-0.06425
MLH1	0.218833333333333
ACTN1	0.499
MRPL36	-0.797
C20orf106	-0.7265
FBXO6	1.52116666666667
MKS1	0.000166666666666664
CX3CR1	0.80175
PDE1B	0.6575
PLP1	-3.73125
KISS1	0.00433333333333334
C14orf2	-0.607333333333333
TBC1D3P2	-0.5035
COMMD6	0.9317
ANKRD7	-1.07475
PTCHD1	-2.31275
NARS2	-0.942
DOCK7	-0.910625
FAM127B	-0.850875
LOC390243	-0.074
N6AMT2	0.49975
ZNF391	-0.638
DNAJB14	0.627166666666667
WRB	0.1715
BPI	0.0481666666666667
TTC4	-0.127
FAM10A5	-0.6235
GOT1L1	0.0437
MAGED1	1.1495
RESP18	0.0755
WFDC6	0.1385
MT2A	-1.752
C11orf56	0.55475
KIAA1432	0.4925
ROR1	-0.714875
HSD17B14	1.29883333333333
ZFAND2B	0.29575
SAMD4B	0.21625
HEXA	0.5895
HNRNPU	0.0607272727272727
USP39	-0.027
NRD1	-0.653
R3HDML	0.14575
FLT4	0.261
OMG	0.0773333333333334
OR52N4	0.4185
LOC399818	-0.617
ELA2	-2.30475
VENTXP1	0.5805
RFC5	-1.7075
OR52L1	0.591
PAX5	0.239
FBXO2	-0.7325
GMEB1	-0.085
AKT3	-0.435666666666667
CRB1	-0.195166666666667
CTTN	0.190833333333333
UTP15	-0.525333333333333
HSBP1	-0.4335
PHF11	1.33
NDEL1	0.307833333333333
USP8	-0.184
BAIAP2	0.4076875
SI	0.2235
ARSJ	0.0743333333333333
BAAT	-2.618
KCNS3	4.90383333333333
LOC126147	-0.422
TMEM37	0.05875
C1orf162	3.30066666666667
MBD1	-0.0159
ITGAL	0.689
WDR73	-0.522833333333333
GKN2	-0.1005
ARFGAP1	-0.899
SLC5A8	-0.46
ZBTB40	0.1068
CYP4B1	5.82183333333333
LYPLAL1	0.21425
CHST3	-0.55925
MAP3K9	0.4605
BTAF1	-1.40083333333333
TFAP2E	0.0675
RBM35B	-0.322
LOC441251	-0.0645
ANKRD25	-0.328666666666667
UQCRC2	0.274
MAEA	0.492333333333333
HYAL1	-2.7678
RNPEPL1	0.347833333333333
CPSF2	-0.1235
PSD3	1.1407
ABCA13	-0.0875
AGR2	1.484375
GBX1	-1.0665
HDLBP	0.643285714285714
ACY3	-0.26175
HECW1	-0.334
ZNF519	-1.28175
HOPX	2.580875
ZNF304	0.565375
OR12D3	-0.018
FKSG43	-0.026
METTL1	0.001625
MFSD3	0.452
PSPH	-1.59625
CLCA3	0.288
DARS2	-0.430333333333333
CDC25A	-2.75233333333333
BAIAP2L1	0.0765
B3GNT5	0.199125
USP29	-0.009
ARHGEF10L	0.7335
ATOX1	-0.475125
ADAM30	0.338
DNASE1	-0.54825
STT3A	0.0984166666666667
RAB6IP1	0.31225
PTN	0.4302
C1orf106	-2.19769230769231
HECA	1.55675
RNF122	0.606
SLC22A18AS	0.305666666666667
GNG8	0.176666666666667
ELP4	-0.32125
FAM65A	0.29
RPL10A	0.0508333333333333
IRS4	0.055
MACF1	0.6231
SEC24D	0.754
LOC374395	0.5635
TGFB2	-0.697125
MDFIC	-0.123625
CHRNE	0.5605
PCMTD2	-0.128333333333333
ATP6V0D1	-0.0175
MTA2	-0.14375
LZTR1	-0.640333333333333
RAP1A	0.187833333333333
AXIN1	0.351375
POLR1C	-0.0785
TRIO	0.199166666666667
PLXNA4A	-0.585166666666667
C5orf33	-0.554
DEPDC1B	-4.5455
ZNF473	-0.420833333333333
MTM1	0.559
GPR107	0.241333333333333
CSNK1A1L	0.399666666666667
FLJ14154	0.44425
NLRC4	3.265
ENPP4	2.92916666666667
PADI3	-0.131
RNF170	0.302875
CG018	1.49883333333333
C16orf7	-0.135
KCNE1	-0.49925
NRM	-0.799666666666667
SLC37A3	0.167785714285714
TPD52L2	-0.829166666666667
UNC5B	3.6365
C12orf12	0.0523333333333333
SDHB	-0.98925
CLRN1	0.297375
NUDT10	0.0851666666666667
UGT3A1	-0.0445
FBXW8	0.52175
RHOF	-0.770375
PTPLAD1	-0.92075
MYO3B	-0.46025
DERA	-1.16525
TPP2	-1.3905
C19orf53	-0.0601666666666667
GINS3	-1.73325
ST6GALNAC5	1.475
CHSY1	-0.02825
MGC15705	0.2605
GPR83	0.147333333333333
EXT2	0.151125
DOLK	0.67725
TUBAL3	2.95275
ACVRL1	2.0587
ABL2	0.164666666666667
C14orf156	-1.37583333333333
PTPRZ1	-4.165875
DIP2C	0.8835
LAMP1	0.835
RXRA	-0.0667
MAP3K5	0.79825
ALKBH1	0.742333333333333
PDLIM7	-0.176625
ARL14	-1.265
SNIP1	0.229666666666667
TIMP3	2.90016666666667
RGS3	0.71
SPAG16	-0.1803
ABHD4	0.50825
ARHGEF12	0.869833333333334
GLUD2	0.5105
RAC2	-0.9471
UAP1L1	-0.4445
SLC18A3	-0.239
YOD1	-0.379583333333333
RALY	-0.244
HMOX2	1.00075
DGKH	-0.12325
DBNDD2	1.671
YIPF4	0.65725
THAP10	-0.19275
ZNF513	0.75925
HAGHL	0.356333333333333
ITGB4	1.1645
CCDC141	-0.895
YTHDF3	0.809
C5orf28	0.167
RPL7L1	-0.63575
TMEM30B	1.72585714285714
ANKRD35	1.9015
DUOXA2	0.195
TBC1D5	0.304125
DFNB59	0.436
HRH4	0.346
MYO6	3.7867
DNAJA4	1.014125
RBM24	0.071
CEACAM20	-2.113
RBM23	0.324214285714286
NGFB	0.0245
C1orf63	-0.8197
KRTAP7-1	-0.149
PERLD1	2.11925
NPB	0.28
C17orf59	1.5255
HSPBAP1	0.306
SLC15A4	0.104125
PRTFDC1	-0.5265
OSMR	-0.538714285714286
CYSLTR2	-0.2545
C19orf25	0.3881
KIAA1797	-0.4305
NLRP6	1.219
FAM105B	-0.2943
SCRN2	-0.0103333333333333
LRRC58	-0.0154
RNF17	0.251625
NEIL3	-3.9665
FAM137A	-1.18525
SKP2	-3.41575
PARVA	1.30875
PKLR	-1.72
RNF34	0.120375
A3GALT2	0.52175
C12orf50	-0.0578333333333333
SUNC1	-1.31875
FAM102B	-0.763833333333333
CCT2	-1.685
LRRC37A2	-0.3065
ARF4	1.2255
SIKE	-0.279875
C8orf48	0.4475
MBTPS1	0.0837142857142857
GPSN2	-0.362
NCF2	3.13575
SLC12A6	0.131166666666667
MRPL48	-0.5825
HMGN3	-0.3825
LRRC62	-1.22725
PAX9	-1.360875
FAM55A	0.3695
C20orf42	-3.45333333333333
SCML2	-1.4535
BCL9	0.9835
FAM40A	-0.24025
C9orf41	-0.957166666666667
ZNF774	0.5375
LETM1	-0.66425
PLXNB1	0.737
NIPSNAP1	-0.24725
USP10	-1.153
F9	0.23525
LIPE	2.3955
CNGB3	-0.4265
C12orf52	-0.036125
PI4K2A	0.422
MED8	0.042875
STAT4	1.0163
FGD4	-0.456333333333333
RNF145	-2.39466666666667
WDR32	0.7939
CLDN2	0.00283333333333334
TCEAL8	0.618
ZMYND8	-0.3811
PDXK	-0.73253125
GATAD2A	-0.63375
PTGES3	-1.003
CCM2	-0.15
TAP1	1.447
ZNF670	0.68225
ETS2	-0.769
C6orf166	-0.144166666666667
PRMT2	0.0152142857142857
OR4B1	0.4285
INTS8	-0.411
CCDC102A	-0.23775
CCDC83	-1.51933333333333
ITGA1	0.0632
EPHA5	-1.3922
FAM24B	-0.674166666666667
TSGA10	2.9735
HAL	-2.0035
MYOT	-0.02275
SPACA3	-0.0525
BCL2L2	-0.411333333333333
CUGBP2	0.103166666666667
CCNB3	1.37275
RNF113B	-0.02975
MERTK	0.494
BAG1	0.51325
VPS36	-0.521
ORMDL3	0.7395
C1orf190	1.86125
ZNF625	0.11025
CORO2B	-1.43575
ALOX15	-0.664
CST1	0.3115
NUPR1	2.55916666666667
CCL7	0.27125
SMCR5	-2.6755
DSC2	-0.279
RBMS2	0.285
GRIK4	0.3555
TRIM65	0.2505
TMPRSS6	0.823571428571428
TP53INP2	-0.129
GLB1L	1.9555
LOC388284	0.713666666666667
PUS1	-0.998857142857143
BCL9L	0.146
OLFM1	-0.536666666666667
RET	2.91525
MASTL	-2.35566666666667
ALX3	1.3095
IL1RL1	-0.241666666666667
ZNF765	-0.0486
C14orf138	-0.43025
SNX10	-1.01266666666667
TAC4	0.0225
C1orf64	4.25075
POGK	0.92925
MAPK9	0.3665
ZNF366	2.4575
C8orf79	2.1544
CLDN7	2.2075
OR5AT1	0.3185
TRIM37	-1.81125
LRRC25	2.60375
GRHL2	1.8067
TEKT3	3.283
LASS5	0.11
ABCC4	-1.50341666666667
DLG3	0.828875
VGLL1	0.1505
ZFP36L2	2.2045
MFRP	-0.0548333333333333
KIAA1799	0.42375
FLJ44379	0.1005
PCNX	0.0355
ANXA9	2.14
CYP4V2	1.8655
PIK3C2A	-0.06325
SRR	0.577
NOL3	-0.16025
IFITM2	1.8385
ARNTL2	-1.9595
ZNF595	0.555
NLRP13	0.018
ASPH	0.403875
CPA2	0.3845
PVRIG	-0.906666666666667
LEPR	-0.532
C16orf42	1.07666666666667
SH3BGRL	2.7725
FAM77D	0.1875
FNDC7	0.063
C9orf6	0.107
NOTCH2NL	1.56583333333333
PGBD1	-0.0391666666666667
SYNGR2	1.27266666666667
PITPNA	-0.1510625
PRPF4B	-0.549
SLC43A3	-1.281
NRBP1	0.12625
SLC25A22	0.31975
ILK	0.370125
SLC22A8	0.406666666666667
MRPS7	0.059125
PITX2	-0.21625
FABP3	-1.013125
OR1L1	-0.361
LOC728215	-0.017875
BLID	-1.4155
KIAA1217	3.00417647058824
TFPT	0.09025
AP4B1	-0.81925
VBP1	-1.385
OR1K1	0.3405
MORC3	0.55175
BHMT2	0.119666666666667
C3orf10	1.15075
FZD7	0.7755
WFDC10A	0.4015
PMS2CL	-0.4175
CCDC32	0.4915
FA2H	-1.664
ALG13	-0.4525
TTLL7	-1.2759
SPOCK3	0.09875
SLC13A2	0.804
AIM1	1.0545
GPRC6A	0.033
EGR2	4.95725
MED11	0.8355
WWC1	0.24825
SH3GL3	-3.5255
RIF1	-0.790642857142857
PRLH	-0.3765
VLDLR	-2.7995
DBT	-0.0856875
C21orf63	0.9445
CGGBP1	0.032625
KRTAP12-2	-0.644
TADA3L	0.1375
ZBTB16	1.74275
PDGFB	0.93325
RFX1	0.394625
UQCRB	-0.1606
LOC133874	-0.609
HPS3	-2.1735
LGALS3BP	0.6535
DKFZP564O0823	1.37464285714286
MRFAP1L1	1.06425
HOXA10	0.529833333333333
NGB	-0.3835
KIF21A	-1.65246153846154
IFLTD1	-0.5325
LZTS1	-0.562375
ARHGEF3	2.607
RHBDL3	0.9105
CSNK1G2	-0.411166666666667
ChGn	-1.283125
KIAA1244	2.498
GABRB2	0.1285
MGC72080	-1.371
CD27	3.292
EGLN1	-2.5545
PEX13	0.74075
RWDD3	-0.17175
RNF12	-0.6345
GRIN2B	-0.5405
ADAMTS14	-0.196625
DYDC2	1.998
ATP6AP1	0.8836
NR1H2	0.0276666666666667
PDK2	0.754
C3orf17	0.0423333333333333
SLC38A2	-1.32271428571429
SLC25A29	0.826166666666667
C15orf29	0.05525
ADAM9	-1.22941666666667
TMUB2	0.62075
GPR176	-0.457
AGK	-0.5115
MCCD1	0.09175
NDUFA4	-0.33525
TMEM146	-0.2815
DUSP1	2.926125
UNQ6975	0.4045
EMX2OS	3.52875
INSM2	-0.147
LUZP4	0.03725
SETD6	-1.42325
P2RY2	2.05925
SLC45A2	-0.982
RABGAP1	0.416833333333333
UBXD5	0.421
GPRC5A	1.214
PAK3	-0.292166666666667
LOC63920	0.0895
TGFBR1	0.6298
KRTAP6-3	-0.15425
SFMBT2	-0.33225
CDC42	-0.358875
C11orf35	1.1035
TTLL2	-0.29025
UACA	0.5455
CD97	-1.4127
SETD5	-0.17375
NINJ2	0.542
PTER	0.292166666666667
POMGNT1	0.20575
KRTAP4-2	0.0565
ECGF1	2.912125
HRB	-0.300272727272727
ATP1B2	-0.1375
LOC400506	0.08
COL4A3BP	0.24825
C6orf97	3.091
GRHPR	0.393625
TAS2R1	-0.0255
SEMA7A	-1.239
EDF1	-0.01775
ODF2L	0.440666666666667
PCID2	-0.724833333333333
GTF2H4	-0.551333333333333
ZCCHC3	-0.5245
CGB2	-0.136333333333333
NEUROD1	-0.00900000000000001
C20orf75	-0.3485
RP5-1054A22.3	1.23016666666667
IFNA5	-0.0795
ZNF134	-0.0181666666666667
MGC119295	-0.6881
ZSWIM6	-0.66175
SMEK1	0.183333333333333
PCGF2	0.41975
C1orf102	2.1065
CYP2A13	1.2165
KCNH6	-0.8216
MDM1	0.0467
ALDH7A1	-0.078
C9orf75	1.59675
VDAC3	-0.24
OR51T1	0.027
EIF3F	-0.37425
KCNJ10	-0.455125
LENG8	-0.025
EDEM2	0.367416666666667
CCNJL	-1.07133333333333
DHX37	-1.0225
CRYGN	0.606
AATF	-0.267875
ZNF630	1.7775
E2F5	-0.205
WFDC13	-0.52425
FTSJ3	-0.427
C4orf33	0.56575
LHFPL4	-2.169
C19orf56	0.12625
SMAD4	0.37475
AFM	-0.226833333333333
G0S2	0.7
FCHSD2	0.3674
RRP1B	-1.3287
EEF1B2	-0.716166666666667
STAT6	1.25516666666667
ZNF195	-0.32925
GNL1	-0.254666666666667
ZNRF2	0.791
PER3	0.170875
ASB16	0.2375
C10orf10	1.65285714285714
ADCY8	-2.507
C9orf58	-2.74483333333333
ARMC10	-0.0956666666666667
PSG1	-0.3805
DHX34	0.0025
VARS2	-0.077125
NFIC	0.30175
ITPR2	0.65325
AGXT2	0.0898333333333334
OR6K3	-0.281
H2AFZ	-1.2555
MLLT3	0.702
COX4I2	1.83475
CCNT2	0.37775
PLK4	-2.77375
NUMBL	-0.314666666666667
MED16	0.2795
PLEKHQ1	1.34775
GOSR1	0.444222222222222
BTG4	0.02
RPL30	0.476333333333333
IGSF5	-0.3045
IGFL2	2.55566666666667
ELMOD2	1.04183333333333
SHC3	-0.527333333333333
HAVCR1	0.84
DYNC2H1	0.51875
RNF5	-0.34
C2orf7	-0.39875
NLF1	0.79
KLHL25	0.09225
LRP10	1.5501
KRI1	-0.043
PUS7L	-0.108833333333333
MGMT	1.445
HOXD1	0.02
CSH1	0.1597
ATG16L2	-0.63125
FLJ44635	0.248
CHODL	-0.283
EXOSC8	-1.994
SLC28A1	-0.36525
MYO7B	-0.824
SEH1L	-1.0696
MTNR1A	0.0646666666666667
TSPAN5	-0.671333333333333
CDC45L	-4.41416666666667
AMIGO1	0.198
ATAD3A	-1.61275
OSGIN2	0.709166666666667
PDIK1L	0.607166666666667
DARC	2.260875
PIPSL	0.589
SHMT1	-0.531
CRISP3	0.9045
POPDC2	2.17116666666667
ZRANB2	-1.25466666666667
FBXL8	0.71875
TRIP13	-3.631
EIF5AL1	-1.0095
POU5F1P3	-4.837
IL6	-1.22366666666667
CXorf38	-0.689166666666667
IFNA16	0.19
FBXL2	1.8815
BRD1	0.246
STATH	0.338
FBXO44	0.261333333333333
MCCC2	1.96775
CDC2	-2.8954
C5orf23	-1.29775
IVD	0.177333333333333
C10orf122	0.0815
MSL3L1	-0.1417
MVP	1.88
EPOR	-0.2526
ZMYM1	-0.0698333333333333
BCL7C	1.05983333333333
PSTPIP2	0.8198
LYPD1	-1.587
OR8G5	-0.2455
ZP3	-0.488666666666667
BCAS4	1.34216666666667
EDG6	2.017
ISY1	-0.179
PRAMEF2	-0.88
CUL1	-0.15075
RNF213	0.4741
CCRK	1.22275
DHX9	-0.200125
C13orf29	-0.61925
NCKAP1	0.887666666666667
MRPL43	0.949928571428571
XPR1	-0.00924999999999999
PKN2	0.539
PODNL1	1.324
ZNF333	0.71625
DALRD3	1.59275
OPN1SW	0.2185
BTBD6	0.71975
C11orf82	-2.642
OR5P3	0.1135
DUSP11	0.56725
L1CAM	-1.7433
NEK11	3.33366666666667
OR7E91P	1.0535
CNTN3	1.4725
CREB3L2	-0.16625
ZBTB37	0.7595
KIAA1324L	0.73625
NDUFB10	0.5285
NUDT2	0.57525
GTPBP8	-0.60575
CACNA1D	2.629375
PRKAA2	-1.00216666666667
PRDM8	0.0545
MGC16075	0.105166666666667
KRT14	-1.70657142857143
PP8961	0.5115
MRPL18	-0.15225
ABCG2	-1.89575
PACRG	0.68875
BBS2	-0.436
KREMEN2	0.9845
FBXO21	0.50625
HNRPUL1	-0.0964166666666667
GRB10	-0.392
CLSTN1	1.07925
LMAN2	0.2379
C17orf61	0.5275
NIPSNAP3A	0.1245
INSIG2	-0.923333333333333
PCDHB7	-0.279833333333333
STXBP2	0.43125
CMAH	0.885
SEMA5B	-0.27125
ZNF155	0.569833333333333
COQ6	0.0138333333333333
PRPF4	-0.81175
TSPAN15	3.2261
VN1R5	0.19775
LATS2	0.1315
SELK	0.67975
PGK2	0.056
MS4A1	0.28075
TYW3	-0.5566
KRTAP5-1	0.6355
RCCD1	-1.98983333333333
BTN1A1	0.714
DDX28	-0.32675
TMEM65	0.673
LOC92345	0.2815
TTC31	-0.02625
WDR46	-0.620333333333333
CHP2	-1.17083333333333
LSP1	0.77775
ZNF542	-0.37575
EXOSC1	0.13525
ARHGAP18	-0.253666666666667
LRRTM4	-0.527125
MAOB	0.7785
CACNB4	-0.0245
MGC33846	1.775625
RANBP3L	1.592375
ATP5L	0.154125
ONECUT1	-2.5555
NUDT9	0.29025
TMEM149	0.974
STX17	0.20625
IGSF10	-3.90875
TMPRSS9	-0.0325
BMPR2	1.34
ALLC	0.09825
KLF7	1.177125
GCC1	1.0104
TIMM9	-0.4305
CDO1	0.354333333333333
MGC10701	0.204833333333333
IFI6	1.94433333333333
FRMD8	0.5215
MGAT2	0.51925
WBP5	-0.0933333333333333
CNIH2	-0.07275
KIAA0907	-1.0113
KCNH8	-0.4075
CTSG	-2.2605
GRIK1	-0.456333333333333
CUL5	0.875625
FRMD1	0.5385
OR9A4	0.5655
SYT6	-0.76825
FOXD4L2	-0.10775
ANAPC2	-0.3025
OPN5	0.3875
TAF13	-1.181
LYG2	-0.0455
GGNBP1	0.1065
C11orf40	0.2455
OTX2	-0.715
REG4	0.0603333333333333
EIF5	-0.934125
PALB2	-0.40525
SEPSECS	0.2352
RNASE3	-0.12775
TRIM49	-1.5035
POLR2K	0.3026
GPR42	0.07
C8B	-2.3815
SASS6	-1.0155
PREB	-0.484
OR3A3	0.346
TUBA8	-0.075875
IGLV2-14	-1.17175
STIL	-3.06125
ANKFN1	-0.744666666666667
NME7	-0.14825
HOXC12	-0.92825
UBE2C	-2.512
FHOD1	-0.7575
CDK2AP1	-0.02375
OR6K2	0.341
DHPS	-0.1005
RPL5	-0.876083333333333
TRGV5	0.3335
LOC541472	0.162625
HCCS	-0.4033
DENND1B	-0.531
LHX3	-0.2615
OR5D16	0.4095
CXorf57	-2.02766666666667
IRF2BP1	1.08225
NDST2	0.830166666666667
LCE3D	-0.1565
BOLL	0.34875
SYT3	-0.87325
PIH1D2	1.43075
C20orf7	-1.06
IL1R2	-0.565
SLAMF9	1.0565
PPME1	-0.61625
PIK3CA	0.06425
TRAPPC1	0.224875
COLEC10	-0.724
SLC9A6	-1.10633333333333
PDDC1	-0.71825
CCDC53	0.27275
GK3P	-0.5425
DAZL	-0.398
BRI3	0.3935
SDK1	-0.833375
CYP2C18	0.05625
IFI44L	3.351625
RPL3L	0.2425
FUT9	-0.637
KIFC2	-0.274166666666667
PMP2	-0.49575
SLC4A9	-0.193
PLAG1	-1.61783333333333
MYCBP2	-0.399
OR4E2	0.193
CCDC65	0.5185
C16orf82	-0.021125
ENTPD4	0.24325
BRP44L	0.251375
PMP22CD	-0.207
TMCO4	0.570166666666667
KCNN1	-0.7275
WDR35	0.91125
CCDC80	2.190375
C3orf31	-0.67125
SLC7A9	-1.50275
TMEM190	-1.0845
DBC1	-2.2795
FADS3	-1.0745
PDZD8	-0.4275
GRM5	0.227625
AZGP1	4.1937
PEX3	0.6085
MED1	-0.218285714285714
ATG4C	-1.19683333333333
HNRPH3	-1.05075
FAM109B	2.4945
C4orf17	0.2975
CA10	-0.18025
OPRD1	-0.2235
CCL16	-1.25425
SACM1L	-0.34875
CST6	4.671
CD63	0.8759375
LGI1	-1.5365
ZNF784	0.56875
CRYBB1	-0.981
CX3CL1	0.38535
TOP2A	-3.40575
GYPB	-3.10833333333333
GADD45GIP1	-0.5045
FEN1	-1.936875
IGF1R	0.235875
WDR72	-2.43883333333333
PURG	-0.257833333333333
DEFB126	0.1135
PKD1L1	0.40375
CAV1	-1.5756
GNPDA2	1.503
DGAT2	-0.134625
NLGN1	-4.188
STRBP	-0.383
HPRT1	-1.2415
FANCI	-3.348
PSMA7	-0.441
DBF4B	-0.951166666666667
TTF1	-0.67725
RAD54L	-3.27225
ELOF1	-0.12525
PLAGL2	-1.040875
ZNF256	-0.6425
HMGCL	0.9965
MSI2	0.514833333333333
RPESP	-2.613
C11orf60	1.04275
ABCD1	-0.274
ACAA1	0.8096
SPARCL1	4.97242857142857
IL6ST	1.3676
ZNF319	0.34475
TMEM109	0.3789
FAM90A1	0.942
IL22RA1	-1.138
ATP4B	0.4805
TEC	-0.625833333333333
C7orf30	-0.90675
TXNDC2	-0.0865
ABCB4	-0.0695
KIAA1191	0.5085
C9orf38	-0.0415
SFTPB	0.528428571428571
CNTNAP2	-0.370333333333333
FRK	1.3525
TBX19	0.142
CHD4	-0.06325
C6orf26	-1.8635
MOSC2	2.219
IKBKE	1.2615
HIF1A	-1.7595
LOC595101	-0.376
RELA	0.2815
TMEM16B	-0.850166666666667
ABHD12B	-1.38475
TSEN34	0.66
KIF18A	-3.40175
TXNDC9	0.406
SPATA2L	0.4095
SEMA4G	-1.1275
C21orf91	-0.824375
MATN1	-0.4365
KCNIP4	0.071
TUSC1	1.8515
OR4C15	0.40125
ARMCX6	0.520666666666667
WBSCR27	-0.9395
OR52I2	-0.1165
KIAA1604	-0.5675
DYNC1I1	-0.221
PPP4C	0.35625
SLC47A2	-1.64333333333333
TREH	-0.08775
CD48	1.98666666666667
ST14	1.855
PKN1	-0.381
SPON2	2.8985
XBP1	3.53308333333333
SFRS12	-0.593
EFCAB6	2.57775
SELT	0.6065
SLC39A2	-0.0695
ERF	-0.998833333333333
ARL3	0.757
SURF6	-0.7391
MLLT10	-0.765619047619048
