Hybridization REF	TCGA-A8-A07O-01A-11R-A00Z-07
C9orf31	0.51275
TNFSF8	0.6255
ARHGAP29	-0.29175
PROKR2	0.389
PDE5A	-0.746166666666667
C6orf12	-0.0635
TOM1L1	0.3175
WHDC1	-0.451625
FOXI1	0.392666666666667
RAB4A	1.2182
TMEM39B	-0.0005
ATPBD1C	-0.04375
FARSA	-0.651
PLEKHG5	0.08775
CMAS	-0.0983333333333333
OR7E24	0.3465
SLC30A1	-0.24275
CDC42EP5	1.713
PLAC1	-2.26925
KLHL18	-0.0231666666666667
LBA1	-0.0784
TAZ	-0.02225
CRIP2	-0.05475
BTBD11	-1.404
C16orf72	0.248
DIO2	1.0541
LRRCC1	1.40333333333333
CCDC136	-2.422
PRX	-0.477625
RBM5	-0.1124
TMEM85	0.1905
TUBGCP4	-1.078
APLN	0.932875
CDK7	-0.483666666666667
SSR2	1.6595
CRELD1	-0.72425
C19orf46	1.69925
GAL3ST4	0.172333333333333
KBTBD10	-0.09525
IL28A	0.486
WDR27	-1.531
MCM2	0.0948333333333333
SOX14	0.1655
FLJ39743	0.266
KIAA0922	0.500875
HIPK4	-0.0195
FLJ25758	0.124
C16orf57	-0.162916666666667
PDZD2	1.9635
MCC	-0.718875
HHLA3	0.1914
ID2	-0.60275
C20orf23	0.67575
ZNF688	-0.15925
APOC2	-1.338
LOC440093	-0.2845
FAM50B	1.88066666666667
PWP1	-0.048
DNAH10	1.044
HIST1H2BA	0.501
GPR56	1.66416666666667
METAP2	-0.3815
PAN3	0.182666666666667
STXBP4	-0.72825
PDHX	-0.0825
MTA1	-0.123083333333333
ZBED4	1.055875
ZNF720	-1.73275
CDK2	-1.073
RHOJ	-0.6
CDC37	-0.698666666666667
ZER1	0.70925
GRK4	-1.16625
PRPH	-0.2335
POLR2A	0.550125
OGFOD1	-0.42275
NOL5A	-0.45175
PHEX	-1.475
FLJ16478	1.323
C20orf117	-0.834125
CAMTA2	-0.44475
C11orf74	-0.0298333333333333
DDX17	-0.352416666666667
C5orf27	0.904
PLEKHA2	-0.454
PDE4DIP	1.0302
SCN7A	0.229
ZNF559	-1.36866666666667
CXCL10	4.1075
ZMYM4	0.152166666666667
STK32B	-1.2148
KIAA0888	-3.6009
TACR3	0.4745
CKAP2L	-1.06925
KIF1A	3.00983333333333
RSPRY1	0.40425
VCAN	-0.12425
CYP27C1	0.3895
SYDE1	-1.053
MED12L	-1.10975
ZDHHC21	0.933625
NHS	0.106
TM9SF3	1.18933333333333
DDHD1	-0.648625
MAFG	0.5525
BICD2	-0.00179999999999998
C14orf119	-0.3185
C14orf43	0.351928571428571
CDH7	-1.27275
ALKBH5	-0.818285714285714
JUP	0.858375
TMEM41A	0.891333333333333
MAMDC4	-1.58666666666667
CBX3	0.053375
LRRC18	0.62175
RBMXL2	-0.87625
PLA2G4D	0.926833333333333
FGF13	0.708125
KIF3A	-1.1455
PDIA6	-0.38925
DCXR	0.39725
CASKIN2	-0.0314166666666667
EHD1	0.690333333333333
MARCKSL1	0.307333333333333
ZNF496	0.222333333333333
SCAF1	-0.1295
KCTD8	-1.77275
TRAF3IP3	0.272785714285714
LSR	0.59475
CXorf1	-0.408
C14orf112	-0.3905
EIF2B1	0.7205
OMP	0.7775
GSTZ1	-0.6225
LOC92017	-0.406
ISLR2	0.043
C12orf36	0.469
GATA2	-1.93433333333333
GABRA5	1.8615
CELSR2	-1.05357142857143
STAM2	0.3919
TNAP	-0.107
PTPMT1	-0.1515
GRP	2.7105
SV2A	-1.16633333333333
MAGEA12	-3.96725
CACNG1	-0.674
C18orf19	0.01825
GSG1	0.130166666666667
PTPRJ	-0.180214285714286
FRMPD1	-0.1615
ZNF668	0.37125
PLEKHJ1	-0.708875
ADAT1	-0.5121
TMEM50A	0.2428
UCN3	0.566
HOOK1	1.299125
IL17B	-0.561
MLKL	0.193
TTC14	-1.27583333333333
KLHL5	0.23325
CRYL1	-1.25233333333333
FOXH1	0.9525
NFYB	-1.0895
PPM1G	-0.089
GOLGA2LY1	-1.559
NMT1	0.21175
HADHA	0.0617
CHSY-2	0.89175
PLEKHF1	1.98121428571429
SAGE1	-1.92
MUSTN1	0.13175
SUHW4	0.54175
TFEB	1.0565
ZFYVE27	-0.105
ATG12	-0.6975
BMI1	0.216571428571429
ZIM3	-0.0365
MYH4	-0.405
MASP1	-0.863916666666667
KIAA0984	-0.339
RPAP2	-0.26825
ASB5	0.59625
BOLA3	-0.982166666666667
MIA3	0.542666666666667
KRT35	0.7645
KIR3DL3	-0.3435
MRPL51	-0.517
SEMA3F	0.242333333333333
NDUFB2	-0.2785
LOC253012	-0.82075
FAM46C	-1.6769
G6PC	-2.101875
CSAG3A	-4.2925
PREX1	0.016
SLC25A45	-0.0175
MAPKBP1	0.593
CPE	-1.8496
GNB1	-0.29875
CXCR6	2.3045
TRIM46	0.67425
C16orf3	0.579333333333333
HPSE	1.429125
TIGD3	-1.0135
SPG3A	0.44125
LCAT	-1.56866666666667
ST6GAL1	-0.767555555555556
POMC	0.5415
FLJ36031	1.986
NSMAF	0.553
SKIL	1.05
ADSS	1.0365
HMGCS1	-1.017
POLR3F	0.0918333333333333
RAB10	0.06325
ZNF277P	-1.356375
ZBTB7B	1.189875
DHRS1	0.53775
ABCC13	-0.195375
CNOT3	-0.237
NFKBIA	1.47325
GAK	-0.119666666666667
SFT2D2	2.739
HOXA6	0.041
CRTC1	0.638375
LY6D	4.96316666666667
C20orf72	-0.8085
CPT1A	0.11075
LMO1	-0.9615
EIF3I	-0.13475
PRB4	0.29675
MCM3APAS	-0.60675
C20orf132	-0.8779
FOXF2	-3.8235
S100A12	1.85675
MLH1	-1.057
ACTN1	0.4797
MRPL36	0.3175
C20orf106	-0.9325
FBXO6	2.01816666666667
MKS1	0.226666666666667
CX3CR1	-2.39275
PDE1B	0.5905
PLP1	-3.48725
KISS1	0.258
C14orf2	-0.419
TBC1D3P2	-1.835
COMMD6	0.2181
ANKRD7	3.80525
PTCHD1	-2.31725
NARS2	-0.476
DOCK7	-0.072375
FAM127B	-0.2075
LOC390243	0.2825
N6AMT2	0.7595
ZNF391	-0.902
DNAJB14	-0.257166666666667
WRB	0.754
BPI	0.15925
TTC4	1.935
FAM10A5	0.2265
GOT1L1	0.4509
MAGED1	-0.991375
RESP18	0.48875
WFDC6	0.51725
MT2A	1.284
C11orf56	0.20375
KIAA1432	-0.102
ROR1	-0.697125
HSD17B14	1.31766666666667
ZFAND2B	0.86825
SAMD4B	0.5645
HEXA	-0.729
HNRNPU	0.142045454545455
USP39	0.0805
NRD1	-0.23025
R3HDML	0.6095
FLT4	0.137833333333333
OMG	-0.0991666666666666
OR52N4	0.983
LOC399818	0.1835
ELA2	-1.1145
VENTXP1	0.1255
RFC5	-0.459
OR52L1	0.9645
PAX5	0.507
FBXO2	0.1525
GMEB1	0.368
AKT3	1.40016666666667
CRB1	-1.0575
CTTN	0.221333333333333
UTP15	-0.424833333333333
HSBP1	0.325
PHF11	0.55275
NDEL1	-0.0408333333333333
USP8	-0.228
BAIAP2	0.75425
SI	0.526
ARSJ	-1.73216666666667
BAAT	-2.0135
KCNS3	2.43283333333333
LOC126147	-0.339
TMEM37	-1.039
C1orf162	2.77616666666667
MBD1	0.0067
ITGAL	0.278666666666667
WDR73	-0.521166666666667
GKN2	0.560666666666667
ARFGAP1	-0.705125
SLC5A8	-0.936833333333333
ZBTB40	-0.3057
CYP4B1	-2.26616666666667
LYPLAL1	0.249
CHST3	1.32425
MAP3K9	0.8295
BTAF1	-0.7965
TFAP2E	1.72
RBM35B	0.0595
LOC441251	-0.0441666666666667
ANKRD25	-1.91883333333333
UQCRC2	-0.766
MAEA	-0.169
HYAL1	0.0491
RNPEPL1	0.502166666666667
CPSF2	-0.679875
PSD3	-0.0347
ABCA13	1.352875
AGR2	-3.908875
GBX1	-1.369
HDLBP	0.823642857142857
ACY3	-0.00324999999999999
HECW1	-0.30525
ZNF519	-0.57225
HOPX	2.208625
ZNF304	-0.509625
OR12D3	0.37
FKSG43	1.19425
METTL1	1.189
MFSD3	1.9642
PSPH	-1.506
CLCA3	-0.7055
DARS2	0.491833333333333
CDC25A	-0.1315
BAIAP2L1	0.65825
B3GNT5	1.058125
USP29	0.22525
ARHGEF10L	1.0244
ATOX1	-0.756
ADAM30	0.047
DNASE1	-0.97125
STT3A	0.135083333333333
RAB6IP1	-0.29725
PTN	-0.8395
C1orf106	2.04346153846154
HECA	1.527
RNF122	0.068
SLC22A18AS	-0.3115
GNG8	0.849666666666667
ELP4	-0.19075
FAM65A	0.704833333333333
RPL10A	-0.381
IRS4	0.406
MACF1	0.6965
SEC24D	-0.27475
LOC374395	0.5545
TGFB2	-1.152375
MDFIC	0.749625
CHRNE	0.680333333333333
PCMTD2	-1.0015
ATP6V0D1	0.440833333333333
MTA2	0.6615
LZTR1	-0.1585
RAP1A	0.4125
AXIN1	0.28925
POLR1C	0.4925
TRIO	-0.360083333333333
PLXNA4A	-0.6005
C5orf33	0.63625
DEPDC1B	-1.220375
ZNF473	-0.711
MTM1	0.00912500000000001
GPR107	0.916166666666667
CSNK1A1L	0.77
FLJ14154	-0.25475
NLRC4	3.67075
ENPP4	1.1605
PADI3	-0.134
RNF170	-0.2605
CG018	-0.511666666666667
C16orf7	-0.39625
KCNE1	-0.31325
NRM	-0.965833333333333
SLC37A3	0.138428571428571
TPD52L2	0.217666666666667
UNC5B	1.196
C12orf12	-0.1515
SDHB	-0.01625
CLRN1	0.29875
NUDT10	-3.08683333333333
UGT3A1	0.2955
FBXW8	-0.093375
RHOF	0.99475
PTPLAD1	-0.492
MYO3B	-0.218
DERA	-0.9145
TPP2	-1.182
C19orf53	0.626333333333333
GINS3	0.210375
ST6GALNAC5	3.9925
CHSY1	-0.46075
MGC15705	0.4545
GPR83	0.0786666666666667
EXT2	-0.503625
DOLK	0.23425
TUBAL3	0.136
ACVRL1	2.2063
ABL2	0.07675
C14orf156	-1.22566666666667
PTPRZ1	-4.11775
DIP2C	-0.051875
LAMP1	0.183375
RXRA	0.604
MAP3K5	0.8135
ALKBH1	-0.621333333333333
PDLIM7	-0.38
ARL14	-1.74
SNIP1	0.5195
TIMP3	0.104
RGS3	0.679833333333333
SPAG16	0.232555555555556
ABHD4	-0.8615
ARHGEF12	-0.341166666666667
GLUD2	-0.191
RAC2	-0.5445
UAP1L1	0.438
SLC18A3	-0.261
YOD1	-0.408083333333333
RALY	-0.15825
HMOX2	0.614375
DGKH	0.11625
DBNDD2	1.27833333333333
YIPF4	0.751625
THAP10	-1.2515
ZNF513	-0.1315
HAGHL	0.5505
ITGB4	-0.464833333333333
CCDC141	-1.817
YTHDF3	1.951
C5orf28	1.807
RPL7L1	-0.33175
TMEM30B	0.487142857142857
ANKRD35	3.7165
DUOXA2	0.223
TBC1D5	-0.4475
DFNB59	-0.9505
HRH4	0.4875
MYO6	0.9224
DNAJA4	1.1815
RBM24	-0.954
CEACAM20	-0.4475
RBM23	-0.436857142857143
NGFB	-0.079
C1orf63	-1.9368
KRTAP7-1	0.372
PERLD1	0.82275
NPB	2.063
C17orf59	0.2194
HSPBAP1	-0.1225
SLC15A4	0.01875
PRTFDC1	1.50225
OSMR	0.0789285714285714
CYSLTR2	-0.2835
C19orf25	0.4595
KIAA1797	0.018
NLRP6	0.0835
FAM105B	0.7516
SCRN2	-0.978333333333333
LRRC58	-0.3573
RNF17	0.226875
NEIL3	0.298
FAM137A	-1.4215
SKP2	-0.588
PARVA	0.828916666666667
PKLR	-0.949
RNF34	0.12625
A3GALT2	0.31
C12orf50	-0.069
SUNC1	-0.3025
FAM102B	-0.292
CCT2	-0.53825
LRRC37A2	-1.311
ARF4	0.5385
SIKE	0.367625
C8orf48	0.607833333333333
MBTPS1	-0.208642857142857
GPSN2	-1.119
NCF2	3.541
SLC12A6	0.0691666666666667
MRPL48	0.27875
HMGN3	-0.2465
LRRC62	-0.74225
PAX9	0.776625
FAM55A	-0.7165
C20orf42	0.592
SCML2	-0.609
BCL9	0.40225
FAM40A	-0.38125
C9orf41	0.219333333333333
ZNF774	0.2095
LETM1	-0.73975
PLXNB1	0.34
NIPSNAP1	0.43075
USP10	-0.33375
F9	0.26875
LIPE	-1.4
CNGB3	0.4915
C12orf52	1.45725
PI4K2A	0.4845
MED8	0.689375
STAT4	0.4163
FGD4	-0.377166666666667
RNF145	-2.32633333333333
WDR32	0.6719
CLDN2	0.1505
TCEAL8	-0.44925
ZMYND8	-0.8924
PDXK	1.55540625
GATAD2A	-0.97025
PTGES3	-0.0055
CCM2	-0.03025
TAP1	1.6975
ZNF670	1.5195
ETS2	-0.118642857142857
C6orf166	0.633833333333333
PRMT2	0.392071428571429
OR4B1	0.6235
INTS8	0.5795
CCDC102A	1.33575
CCDC83	-2.25683333333333
ITGA1	0.0326
EPHA5	-1.8768
FAM24B	0.415166666666667
TSGA10	0.246
HAL	-1.75883333333333
MYOT	-0.2265
SPACA3	0.49475
BCL2L2	-0.140666666666667
CUGBP2	-0.821
CCNB3	1.10825
RNF113B	-0.2185
MERTK	0.5895
BAG1	-0.63025
VPS36	-0.094
ORMDL3	0.1879
C1orf190	-0.12175
ZNF625	-1.424
CORO2B	-2.08
ALOX15	-0.5185
CST1	0.231
NUPR1	2.10533333333333
CCL7	4.66025
SMCR5	-2.2835
DSC2	3.537
RBMS2	-0.11875
GRIK4	-0.1525
TRIM65	0.8151
TMPRSS6	-0.269785714285714
TP53INP2	-1.16775
GLB1L	0.4905
LOC388284	0.5605
PUS1	0.722285714285714
BCL9L	0.573
OLFM1	-1.73808333333333
RET	-1.671875
MASTL	-0.1635
ALX3	0.5645
IL1RL1	-0.00100000000000002
ZNF765	-2.0731
C14orf138	-1.26475
SNX10	0.787166666666667
TAC4	0.612
C1orf64	-2.911
POGK	1.849
MAPK9	-0.76875
ZNF366	2.531
C8orf79	0.234
CLDN7	2.4615
OR5AT1	0.792
TRIM37	-1.8955
LRRC25	3.251
GRHL2	2.7306
TEKT3	-0.35925
LASS5	-0.344666666666667
ABCC4	0.264583333333333
DLG3	0.204
VGLL1	2.1175
ZFP36L2	0.576
MFRP	0.318333333333333
KIAA1799	0.3695
FLJ44379	0.0695
PCNX	-0.41975
ANXA9	-0.5755
CYP4V2	1.4601
PIK3C2A	-0.84825
SRR	-1.2665
NOL3	-0.062
IFITM2	-0.005
ARNTL2	-1.164
ZNF595	-1.44525
NLRP13	0.0285
ASPH	0.365875
CPA2	0.0375
PVRIG	-1.12133333333333
LEPR	-1.0735
C16orf42	1.39983333333333
SH3BGRL	-0.14625
FAM77D	-1.01316666666667
FNDC7	0.0835
C9orf6	0.2825
NOTCH2NL	1.245
PGBD1	-2.143
SYNGR2	0.5675
PITPNA	-0.1836875
PRPF4B	-0.9831
SLC43A3	0.754928571428571
NRBP1	-0.00475
SLC25A22	1.3165
ILK	-0.361375
SLC22A8	0.620833333333333
MRPS7	0.24025
PITX2	-0.42775
FABP3	-1.87975
OR1L1	0.419
LOC728215	-0.99425
BLID	-2.4075
KIAA1217	1.74011764705882
TFPT	-0.6815
AP4B1	0.02075
VBP1	-0.83875
OR1K1	0.404
MORC3	0.0485
BHMT2	1.5565
C3orf10	0.37575
FZD7	2.98183333333333
WFDC10A	-0.43
PMS2CL	-1.17575
CCDC32	0.703
FA2H	-4.94275
ALG13	-1.1745
TTLL7	-0.5484
SPOCK3	0.181333333333333
SLC13A2	0.121
AIM1	2.27825
GPRC6A	-0.0565000000000001
EGR2	1.69675
MED11	-0.26775
WWC1	0.24975
SH3GL3	-0.19475
RIF1	0.567428571428572
PRLH	0.541
VLDLR	-0.2825
DBT	0.649375
C21orf63	1.10475
CGGBP1	-0.590125
KRTAP12-2	0.00199999999999999
TADA3L	-0.871875
ZBTB16	-0.1655
PDGFB	1.331375
RFX1	0.78475
UQCRB	0.3924
LOC133874	0.1155
HPS3	1.722
LGALS3BP	-0.6058
DKFZP564O0823	2.34878571428571
MRFAP1L1	-0.473125
HOXA10	-1.808
NGB	0.609
KIF21A	0.168923076923077
IFLTD1	-0.084
LZTS1	-1.426
ARHGEF3	1.242
RHBDL3	-1.475
CSNK1G2	-0.0711666666666667
ChGn	-0.9515
KIAA1244	-1.573
GABRB2	0.5205
MGC72080	0.556
CD27	3.2135
EGLN1	-0.6802
PEX13	0.8715
RWDD3	0.4455
RNF12	-0.182
GRIN2B	0.2045
ADAMTS14	-0.07425
DYDC2	-0.626
ATP6AP1	0.141
NR1H2	-0.106833333333333
PDK2	-0.452
C3orf17	-0.1965
SLC38A2	-1.00135714285714
SLC25A29	-1.5975
C15orf29	0.565375
ADAM9	2.3355
TMUB2	0.606375
GPR176	0.4715
AGK	-0.424875
MCCD1	0.388
NDUFA4	-0.44
TMEM146	0.3045
DUSP1	-0.94375
UNQ6975	-0.0675
EMX2OS	2.57025
INSM2	-0.33575
LUZP4	0.00633333333333334
SETD6	-0.256
P2RY2	1.13825
SLC45A2	-1.4545
RABGAP1	0.365833333333333
UBXD5	0.128625
GPRC5A	-0.4329
PAK3	0.584166666666667
LOC63920	-1.90725
TGFBR1	0.7881
KRTAP6-3	0.77575
SFMBT2	-0.114
CDC42	0.026125
C11orf35	0.76
TTLL2	-0.09725
UACA	0.63325
CD97	-0.6264
SETD5	-0.45075
NINJ2	-0.6135
PTER	0.608666666666667
POMGNT1	0.538
KRTAP4-2	-0.1155
ECGF1	3.12275
HRB	0.711454545454545
ATP1B2	-0.0788
LOC400506	0.11025
COL4A3BP	-0.73925
C6orf97	-2.092
GRHPR	0.809375
TAS2R1	0.1115
SEMA7A	-0.273
EDF1	-0.366
ODF2L	1.066
PCID2	-1.05333333333333
GTF2H4	-0.291833333333333
ZCCHC3	-0.763
CGB2	0.3005
NEUROD1	0.298
C20orf75	-0.3145
RP5-1054A22.3	0.811333333333333
IFNA5	0.4085
ZNF134	-1.166
MGC119295	-0.6226
ZSWIM6	-0.562875
SMEK1	-0.751833333333333
PCGF2	-0.1345
C1orf102	1.23025
CYP2A13	0.7965
KCNH6	-1.0445
MDM1	-0.5268
ALDH7A1	-0.595666666666667
C9orf75	-0.1825
VDAC3	0.288625
OR51T1	0.092
EIF3F	-0.14375
KCNJ10	0.25025
LENG8	0.42775
EDEM2	-0.13675
CCNJL	-1.069
DHX37	0.1115
CRYGN	-0.454
AATF	-0.041
ZNF630	0.53425
E2F5	1.956
WFDC13	-0.23725
FTSJ3	-0.397666666666667
C4orf33	-0.50575
LHFPL4	-2.18
C19orf56	-0.922333333333333
SMAD4	0.404
AFM	-0.429
G0S2	0.685
FCHSD2	-0.4689
RRP1B	0.5739
EEF1B2	0.2965
STAT6	0.216166666666667
ZNF195	-1.47175
GNL1	-0.895166666666667
ZNRF2	0.557166666666667
PER3	-0.380125
ASB16	0.497
C10orf10	1.47742857142857
ADCY8	-2.325
C9orf58	1.73033333333333
ARMC10	0.0571666666666667
PSG1	-1.0025
DHX34	0.3965
VARS2	-0.936375
NFIC	-0.25625
ITPR2	-0.75075
AGXT2	-0.1845
OR6K3	0.242
H2AFZ	-0.04075
MLLT3	-0.492
COX4I2	1.489
CCNT2	-0.464875
PLK4	-0.397625
NUMBL	0.2075
MED16	-0.34625
PLEKHQ1	1.288
GOSR1	0.713777777777778
BTG4	0.19725
RPL30	2.00583333333333
IGSF5	-0.25825
IGFL2	-0.825
ELMOD2	0.305
SHC3	-0.265666666666667
HAVCR1	-0.39
DYNC2H1	-0.57
RNF5	-0.718333333333333
C2orf7	0.899
NLF1	1.8355
KLHL25	-0.00950000000000001
LRP10	-0.3021
KRI1	-0.661
PUS7L	-0.118833333333333
MGMT	1.20525
HOXD1	-0.515833333333333
CSH1	0.4039
ATG16L2	-1.7105
FLJ44635	-0.765
CHODL	2.99
EXOSC8	-1.5325
SLC28A1	0.52725
MYO7B	-0.606166666666667
SEH1L	0.6606
MTNR1A	0.7965
TSPAN5	-0.251
CDC45L	-1.57616666666667
AMIGO1	0.0825
ATAD3A	0.965625
OSGIN2	1.8565
PDIK1L	0.4465
DARC	0.791125
PIPSL	1.0885
SHMT1	-1.06775
CRISP3	-0.1955
POPDC2	1.69666666666667
ZRANB2	-0.5355
FBXL8	1.08975
TRIP13	0.382272727272727
EIF5AL1	0.398
POU5F1P3	-4.12366666666667
IL6	-1.00166666666667
CXorf38	-0.287666666666667
IFNA16	1.674
FBXL2	0.8105
BRD1	1.03475
STATH	0.417
FBXO44	1.00533333333333
MCCC2	-0.81
CDC2	-0.5271
C5orf23	0.1015
IVD	0.235166666666667
C10orf122	-0.99375
MSL3L1	0.5756
MVP	-0.1415
EPOR	-1.6215
ZMYM1	1.48366666666667
BCL7C	0.684333333333333
PSTPIP2	2.4245
LYPD1	-1.773125
OR8G5	-0.203
ZP3	0.210333333333333
BCAS4	0.25725
EDG6	2.64175
ISY1	-0.03975
PRAMEF2	-1.04875
CUL1	-0.49125
RNF213	0.1417
CCRK	0.80575
DHX9	-0.165
C13orf29	0.4285
NCKAP1	1.29433333333333
MRPL43	0.506
XPR1	0.047
PKN2	1.0276
PODNL1	0.578
ZNF333	-0.717375
DALRD3	0.14075
OPN1SW	0.765
BTBD6	0.107
C11orf82	-0.254
OR5P3	-0.092
DUSP11	0.231
L1CAM	-0.4366
NEK11	-0.078
OR7E91P	1.415
CNTN3	0.717
CREB3L2	0.94925
ZBTB37	0.2
KIAA1324L	-2.46475
NDUFB10	0.977333333333333
NUDT2	-0.05025
GTPBP8	-0.25175
CACNA1D	-0.354625
PRKAA2	-0.0401666666666667
PRDM8	0.528
MGC16075	-0.5535
KRT14	-0.994714285714286
PP8961	1.1215
MRPL18	-0.03075
ABCG2	-3.003
PACRG	0.6425
BBS2	-1.44225
KREMEN2	-0.988
FBXO21	0.875
HNRPUL1	-0.574166666666667
GRB10	0.209
CLSTN1	0.895375
LMAN2	-1.2161
C17orf61	-0.2695
NIPSNAP3A	1.31175
INSIG2	-1.24383333333333
PCDHB7	-0.658666666666667
STXBP2	-0.47075
CMAH	-0.604416666666667
SEMA5B	-0.63725
ZNF155	-1.15983333333333
COQ6	-0.871666666666667
PRPF4	0.409
TSPAN15	1.2526
VN1R5	0.32075
LATS2	-0.13675
SELK	0.29675
PGK2	0.071
MS4A1	-1.18175
TYW3	0.516
KRTAP5-1	1.31125
RCCD1	-0.199666666666667
BTN1A1	0.4715
DDX28	1.01925
TMEM65	1.4745
LOC92345	0.45
TTC31	-0.53175
WDR46	-0.531
CHP2	-1.1885
LSP1	-0.050875
ZNF542	-1.086
EXOSC1	0.1595
ARHGAP18	-0.609333333333333
LRRTM4	-0.707375
MAOB	2.20933333333333
CACNB4	-1.23425
MGC33846	1.129
RANBP3L	-0.052625
ATP5L	-0.25275
ONECUT1	-2.953
NUDT9	-0.0595
TMEM149	0.0775
STX17	0.23425
IGSF10	-3.81375
TMPRSS9	0.931
BMPR2	0.301166666666667
ALLC	0.0235
KLF7	1.011125
GCC1	0.1609
TIMM9	-1.1175
CDO1	0.730333333333333
MGC10701	-0.642
IFI6	1.4365
FRMD8	1.715
MGAT2	-0.329
WBP5	-0.804333333333333
CNIH2	0.80625
KIAA0907	-0.1105
KCNH8	-0.2745
CTSG	-3.05075
GRIK1	-0.535166666666667
CUL5	0.961375
FRMD1	0.642
OR9A4	0.9315
SYT6	-1.665125
FOXD4L2	0.1025
ANAPC2	-0.278333333333333
OPN5	0.6265
TAF13	1.1185
LYG2	-0.193
GGNBP1	0.4805
C11orf40	-0.11
OTX2	-0.7445
REG4	-0.0978333333333333
EIF5	-1.350625
PALB2	-0.6865
SEPSECS	-0.6593
RNASE3	0.11175
TRIM49	-1.8805
POLR2K	1.7529
GPR42	0.518
C8B	-2.733
SASS6	0.4065
PREB	-0.1045
OR3A3	0.8715
TUBA8	1.409875
IGLV2-14	-0.187
STIL	0.27825
ANKFN1	-0.814666666666667
NME7	0.04825
HOXC12	-1.346
UBE2C	0.34725
FHOD1	-1.367125
CDK2AP1	1.05633333333333
OR6K2	0.7635
DHPS	-1.23925
RPL5	0.64225
TRGV5	0.9515
LOC541472	0.233625
HCCS	0.3105
DENND1B	0.242
LHX3	-0.5455
OR5D16	0.604
CXorf57	-3.3785
IRF2BP1	0.25275
NDST2	0.661
LCE3D	0.5735
BOLL	0.522571428571429
SYT3	-0.577
PIH1D2	-0.2205
C20orf7	-1.235
IL1R2	1.37816666666667
SLAMF9	0.7975
PPME1	0.670375
PIK3CA	0.347
TRAPPC1	-0.6695
COLEC10	-0.957
SLC9A6	0.0698333333333333
PDDC1	0.647833333333333
CCDC53	0.13925
GK3P	-0.53625
DAZL	-0.60975
BRI3	0.54625
SDK1	-0.074
CYP2C18	0.2205
IFI44L	2.186625
RPL3L	0.6525
FUT9	1.11016666666667
KIFC2	0.5695
PMP2	-0.31575
SLC4A9	0.671
PLAG1	-0.073
MYCBP2	-0.939
OR4E2	0.113
CCDC65	-0.4365
C16orf82	-0.0785
ENTPD4	-0.22825
BRP44L	1.01325
PMP22CD	0.13775
TMCO4	0.997833333333333
KCNN1	-0.317833333333333
WDR35	1.08675
CCDC80	0.047125
C3orf31	-1.00175
SLC7A9	-1.5975
TMEM190	-1.14575
DBC1	-2.00383333333333
FADS3	0.533833333333333
PDZD8	-0.432166666666667
GRM5	0.485125
AZGP1	3.7664
PEX3	0.0395
MED1	0.0114285714285714
ATG4C	-0.484
HNRPH3	-0.866875
FAM109B	2.85
C4orf17	-0.3975
CA10	-0.5685
OPRD1	0.5455
CCL16	-0.991
SACM1L	-0.50175
CST6	3.5075
CD63	0.0330625
LGI1	-2.17275
ZNF784	1.59125
CRYBB1	-1.793
CX3CL1	1.11525
TOP2A	-0.858625
GYPB	-3.01416666666667
GADD45GIP1	-0.8865
FEN1	-0.641625
IGF1R	-0.5019375
WDR72	-2.47083333333333
PURG	-1.47033333333333
DEFB126	0.59375
PKD1L1	1.099
CAV1	-2.4395
GNPDA2	0.7494
DGAT2	2.352375
NLGN1	-4.3605
STRBP	0.297625
HPRT1	0.705333333333333
FANCI	-0.935625
PSMA7	0.782375
DBF4B	-0.2505
TTF1	-0.432
RAD54L	-0.864
ELOF1	-0.9775
PLAGL2	0.281625
ZNF256	-0.94775
HMGCL	0.7265
MSI2	-0.0423333333333333
RPESP	-0.693833333333333
C11orf60	-0.7885
ABCD1	0.829
ACAA1	0.3277
SPARCL1	3.79878571428571
IL6ST	-1.8173
ZNF319	0.176
TMEM109	0.0267
FAM90A1	1.8925
IL22RA1	-1.053
ATP4B	0.155
TEC	-0.553833333333333
C7orf30	-0.6235
TXNDC2	-0.503833333333333
ABCB4	-1.097
KIAA1191	-0.825625
C9orf38	0.2815
SFTPB	-0.060375
CNTNAP2	-1.22666666666667
FRK	0.5255
TBX19	0.1555
CHD4	-0.054
C6orf26	-1.56766666666667
MOSC2	0.05575
IKBKE	1.94875
HIF1A	-0.78
LOC595101	-0.0505
RELA	1.0785
TMEM16B	-1.44533333333333
ABHD12B	-2.57225
TSEN34	0.07325
KIF18A	-0.90625
TXNDC9	1.05633333333333
SPATA2L	0.569
SEMA4G	-0.7845
C21orf91	0.67125
MATN1	0.2725
KCNIP4	0.453
TUSC1	1.624
OR4C15	0.38075
ARMCX6	-0.49025
WBSCR27	-0.0493333333333333
OR52I2	-0.288
KIAA1604	-0.758
DYNC1I1	2.104875
PPP4C	0.03975
SLC47A2	-2.12283333333333
TREH	-0.073125
CD48	2.22533333333333
ST14	2.06883333333333
PKN1	-0.82125
SPON2	2.532
XBP1	-1.003
SFRS12	-1.22566666666667
EFCAB6	0.167
SELT	-0.05325
SLC39A2	0.4835
ERF	-1.773
ARL3	0.070125
SURF6	0.284
MLLT10	0.441761904761905
FLJ11171	1.18433333333333
TDGF1	-4.1915
ERCC6	0.58075
EIF2AK4	0.2815
BAZ1A	-0.357666666666667
