Hybridization REF	TCGA-AR-A0TZ-01A-12R-A084-07
C8orf48	-0.83
MBTPS1	0.965785714285714
GPSN2	0.3915
NCF2	1.89475
SLC12A6	-0.325833333333333
MRPL48	-1.91325
HMGN3	-0.0608333333333333
LRRC62	-1.936
PAX9	0.71225
FAM55A	0.5705
C20orf42	-3.844
SCML2	-0.667
BCL9	0.54975
FAM40A	0.42625
C9orf41	-0.813333333333333
ZNF774	0.00750000000000001
LETM1	0.5305
PLXNB1	0.489833333333333
NIPSNAP1	0.5745
USP10	-0.0185
F9	0.169666666666667
LIPE	0.00749999999999999
CNGB3	-0.843
C12orf52	0.55525
PI4K2A	0.695375
MED8	-0.538
STAT4	-0.0389
FGD4	0.0236666666666667
RNF145	-2.29583333333333
WDR32	2.7413
CLDN2	-0.1945
TCEAL8	0.7245
ZMYND8	-0.0991
PDXK	-0.94796875
GATAD2A	-0.44825
PTGES3	-0.0245
CCM2	-0.385
TAP1	1.843125
ZNF670	0.95375
ETS2	-0.0813571428571429
C6orf166	-0.633333333333333
PRMT2	0.455928571428571
OR4B1	0.098
INTS8	-1.4565
CCDC102A	-0.778
CCDC83	-0.3765
ITGA1	-1.0065
EPHA5	-2.1364
FAM24B	-3.34583333333333
TSGA10	2.099
HAL	0.686333333333333
MYOT	-0.08375
SPACA3	-0.42825
BCL2L2	0.115666666666667
CUGBP2	-0.869333333333333
CCNB3	1.00825
RNF113B	0.6555
MERTK	-0.20125
BAG1	4.2065
VPS36	-0.768
ORMDL3	1.7146
C1orf190	-0.6005
ZNF625	0.384
CORO2B	-1.92675
ALOX15	-0.3005
CST1	-0.283
NUPR1	0.541833333333333
CCL7	0.1535
SMCR5	-2.8075
DSC2	2.318
RBMS2	0.03125
GRIK4	2.371
TRIM65	0.5228
TMPRSS6	-0.834357142857143
TP53INP2	1.524
GLB1L	1.371
LOC388284	-0.307
PUS1	-0.642
BCL9L	0.772
OLFM1	1.49925
RET	1.58525
MASTL	-0.2165
ALX3	0.16075
IL1RL1	0.106
ZNF765	0.0833
C14orf138	0.35275
SNX10	-0.6965
TAC4	0.2515
C1orf64	2.2655
POGK	0.889875
MAPK9	2.15225
ZNF366	3.119
C8orf79	0.9748
CLDN7	2.711
OR5AT1	0.1255
TRIM37	-0.8885
LRRC25	1.71925
GRHL2	2.6205
TEKT3	1.647
LASS5	1.217
ABCC4	-1.5215
DLG3	1.4945
VGLL1	-0.130125
ZFP36L2	-0.424833333333333
MFRP	-0.307666666666667
KIAA1799	1.124
FLJ44379	-0.443
PCNX	-0.927
ANXA9	2.378
CYP4V2	0.979
PIK3C2A	1.21125
SRR	-0.631
NOL3	-1.65525
IFITM2	0.538
ARNTL2	-1.99325
ZNF595	2.13025
NLRP13	-0.3125
ASPH	-2.169875
CPA2	0.22
PVRIG	-1.83933333333333
LEPR	-1.30916666666667
C16orf42	0.289
SH3BGRL	2.56825
FAM77D	-0.482333333333333
FNDC7	0.23
C9orf6	0.842833333333333
NOTCH2NL	0.531666666666667
PGBD1	-0.997
SYNGR2	1.72166666666667
PITPNA	-0.35275
PRPF4B	0.4237
SLC43A3	-1.5695
NRBP1	-0.00725000000000002
SLC25A22	0.28725
ILK	0.351
SLC22A8	-0.139833333333333
MRPS7	0.47975
PITX2	1.514
FABP3	-1.094875
OR1L1	-0.09
LOC728215	-0.524875
BLID	-1.3565
KIAA1217	2.46270588235294
TFPT	0.923
AP4B1	-1.01725
VBP1	-0.176
OR1K1	0.2345
MORC3	0.0635
BHMT2	-0.172166666666667
C3orf10	0.83925
FZD7	2.70116666666667
WFDC10A	0.066
PMS2CL	0.169375
CCDC32	0.876
FA2H	-1.2515
ALG13	0.015
TTLL7	-0.6866
SPOCK3	0.21125
SLC13A2	0.184
AIM1	0.70475
GPRC6A	-0.677
EGR2	5.11775
MED11	-0.404
WWC1	2.5695
SH3GL3	-4.22725
RIF1	0.194642857142857
PRLH	0.3695
VLDLR	-3.2865
DBT	0.5485
C21orf63	0.9855
CGGBP1	-0.56775
KRTAP12-2	-1.4605
TADA3L	0.1725
ZBTB16	2.5315
PDGFB	2.0265
RFX1	0.279
UQCRB	-0.7909
LOC133874	-1.2195
HPS3	-3.818
LGALS3BP	0.2405
DKFZP564O0823	3.332
MRFAP1L1	1.593875
HOXA10	-1.31483333333333
NGB	-0.069
KIF21A	0.291076923076923
IFLTD1	-0.1885
LZTS1	-1.84525
ARHGEF3	2.165
RHBDL3	-1.635
CSNK1G2	-0.544083333333333
ChGn	-1.283875
KIAA1244	2.4825
GABRB2	-0.186
MGC72080	-1.6645
CD27	1.75325
EGLN1	-1.8161
PEX13	0.0615
RWDD3	0.2865
RNF12	0.212166666666667
GRIN2B	0.739
ADAMTS14	-0.318875
DYDC2	-0.811
ATP6AP1	1.4679
NR1H2	0.201833333333333
PDK2	0.99675
C3orf17	-0.663666666666667
SLC38A2	-0.186357142857143
SLC25A29	1.1705
C15orf29	1.18425
ADAM9	-0.84775
TMUB2	1.089
GPR176	-0.61925
AGK	-0.128
MCCD1	0.734
NDUFA4	-0.579
TMEM146	0.03925
DUSP1	2.607125
UNQ6975	0.4955
EMX2OS	1.64925
INSM2	0.15875
LUZP4	-0.74975
SETD6	-1.54
P2RY2	2.0585
SLC45A2	-2.3245
RABGAP1	0.842333333333333
UBXD5	0.191
GPRC5A	1.1459
PAK3	1.0225
LOC63920	0.42725
TGFBR1	0.1072
KRTAP6-3	0.12225
SFMBT2	-0.567
CDC42	-0.10125
C11orf35	0.626
TTLL2	-0.6135
UACA	0.4055
CD97	-0.5883
SETD5	0.747875
NINJ2	-1.02925
PTER	-0.1175
POMGNT1	0.129
KRTAP4-2	0.343
ECGF1	1.648
HRB	0.109818181818182
ATP1B2	-0.4382
LOC400506	0.20025
COL4A3BP	-0.04225
C6orf97	2.10775
GRHPR	0.638625
TAS2R1	1.075
SEMA7A	-0.23675
EDF1	0.474
ODF2L	0.0085
PCID2	-0.455166666666667
GTF2H4	-0.281666666666667
ZCCHC3	0.300625
CGB2	-0.173
NEUROD1	-0.0355
C20orf75	-0.0945
RP5-1054A22.3	0.949166666666667
IFNA5	0.869
ZNF134	1.26258333333333
MGC119295	-1.211
ZSWIM6	0.464375
SMEK1	0.643666666666667
PCGF2	1.365125
C1orf102	2.04175
CYP2A13	2.7975
KCNH6	-0.8395
MDM1	0.2322
ALDH7A1	0.1055
C9orf75	1.01275
VDAC3	0.393875
OR51T1	0.309
EIF3F	-0.859166666666667
KCNJ10	-0.361875
LENG8	0.096
EDEM2	0.14825
CCNJL	-2.17033333333333
DHX37	-1.2795
CRYGN	1.215
AATF	0.28425
ZNF630	1.581375
E2F5	0.854
WFDC13	0.86
FTSJ3	-0.6235
C4orf33	0.10625
LHFPL4	-3.18
C19orf56	0.1255
SMAD4	0.622875
AFM	-0.895166666666667
G0S2	-1.6885
FCHSD2	-0.1308
RRP1B	-1.8642
EEF1B2	-0.804833333333333
STAT6	1.281
ZNF195	0.03225
GNL1	-0.3715
ZNRF2	0.364166666666667
PER3	-0.300125
ASB16	-0.20325
C10orf10	-0.262928571428571
ADCY8	-3.05666666666667
C9orf58	1.23933333333333
ARMC10	-0.14
PSG1	-1.3645
DHX34	0.55525
VARS2	-0.499375
NFIC	1.452
ITPR2	1.3825
AGXT2	0.738333333333333
OR6K3	0.2055
H2AFZ	-0.116333333333333
MLLT3	-1.12341666666667
COX4I2	1.7585
CCNT2	0.81475
PLK4	-0.495375
NUMBL	-0.277333333333333
MED16	0.31775
PLEKHQ1	0.508
GOSR1	0.721166666666667
BTG4	-0.34775
RPL30	-0.487333333333333
IGSF5	1.076
IGFL2	1.457
ELMOD2	1.07483333333333
SHC3	-0.766666666666667
HAVCR1	0.219
DYNC2H1	-0.167375
RNF5	0.259166666666667
C2orf7	-1.662
NLF1	-0.7175
KLHL25	0.84375
LRP10	1.3365
KRI1	-0.43925
PUS7L	0.6495
MGMT	0.5065
HOXD1	-0.918333333333333
CSH1	0.0547
ATG16L2	-0.1285
FLJ44635	-0.1155
CHODL	-1.36775
EXOSC8	-1.84375
SLC28A1	-0.0975
MYO7B	-0.743833333333333
SEH1L	-0.4125
MTNR1A	0.3685
TSPAN5	0.03
CDC45L	-2.1665
AMIGO1	1.1875
ATAD3A	-1.72575
OSGIN2	0.0705
PDIK1L	0.481333333333333
DARC	2.121375
PIPSL	0.098
SHMT1	-0.1465
CRISP3	-0.4175
POPDC2	1.55116666666667
ZRANB2	-0.276666666666667
FBXL8	-0.276
TRIP13	-0.693909090909091
EIF5AL1	-0.4195
POU5F1P3	-5.03183333333333
IL6	-2.23933333333333
CXorf38	-0.014
IFNA16	0.1045
FBXL2	1.34083333333333
BRD1	0.614
STATH	-0.063
FBXO44	0.417166666666667
MCCC2	2.08225
CDC2	-0.8908
C5orf23	-2.16375
IVD	1.063
C10orf122	-0.783
MSL3L1	-0.0444
MVP	0.28175
EPOR	-1.0988
ZMYM1	-0.791
BCL7C	0.286
PSTPIP2	0.7109
LYPD1	-2.312875
OR8G5	0.533
ZP3	-0.214166666666667
BCAS4	1.66141666666667
EDG6	0.0715
ISY1	-0.47425
PRAMEF2	-0.8605
CUL1	0.476375
RNF213	0.905
CCRK	1.11325
DHX9	0.580875
C13orf29	-2.0085
NCKAP1	0.491333333333333
MRPL43	0.702
XPR1	-0.09525
PKN2	0.6121
PODNL1	0.4955
ZNF333	1.01
DALRD3	1.04
OPN1SW	-0.047
BTBD6	0.67625
C11orf82	-1.249
OR5P3	-0.622
DUSP11	0.218
L1CAM	-1.8343
NEK11	1.81266666666667
OR7E91P	1.3345
CNTN3	1.6587
CREB3L2	-1.045
ZBTB37	0.2985
KIAA1324L	0.3205
NDUFB10	-0.7115
NUDT2	0.8555
GTPBP8	-2.10075
CACNA1D	0.54875
PRKAA2	1.27916666666667
PRDM8	0.1075
MGC16075	-1.119
KRT14	-1.74435714285714
PP8961	-0.00375
MRPL18	-0.84475
ABCG2	-1.779
PACRG	1.31475
BBS2	-0.36
KREMEN2	-2.573
FBXO21	1.24375
HNRPUL1	0.541083333333333
GRB10	-0.61675
CLSTN1	0.748125
LMAN2	1.1916
C17orf61	-1.34425
NIPSNAP3A	0.62625
INSIG2	-0.798666666666667
PCDHB7	-0.034
STXBP2	0.951125
CMAH	0.481833333333333
SEMA5B	-1.52325
ZNF155	0.5475
COQ6	0.175666666666667
PRPF4	0.16925
TSPAN15	3.2672
VN1R5	0.3065
LATS2	-0.24425
SELK	-0.51375
PGK2	-0.193
MS4A1	-1.75175
TYW3	-0.6663
KRTAP5-1	-0.18225
RCCD1	-0.885833333333333
BTN1A1	0.01575
DDX28	-0.12775
TMEM65	0.112625
LOC92345	0.5325
TTC31	0.06225
WDR46	-0.555
CHP2	-1.55066666666667
LSP1	-0.418
ZNF542	0.887
EXOSC1	-0.41525
ARHGAP18	-0.8965
LRRTM4	-0.997875
MAOB	0.465166666666667
CACNB4	1.13775
MGC33846	-0.73425
RANBP3L	1.617625
ATP5L	-0.639125
ONECUT1	-3.6335
NUDT9	0.72275
TMEM149	0.1585
STX17	0.0145
IGSF10	-4.51875
TMPRSS9	0.3235
BMPR2	1.82758333333333
ALLC	0.11625
KLF7	1.349875
GCC1	0.8958
TIMM9	-0.558
CDO1	-0.5885
MGC10701	-0.728833333333333
IFI6	1.51966666666667
FRMD8	1.18875
MGAT2	-0.0375
WBP5	-0.8915
CNIH2	0.85275
KIAA0907	-0.3656
KCNH8	-0.3365
CTSG	-1.46075
GRIK1	-0.4565
CUL5	-0.824625
FRMD1	0.021
OR9A4	0.07
SYT6	-1.749125
FOXD4L2	1.939
ANAPC2	0.6195
OPN5	0.826
TAF13	-0.93575
LYG2	-0.87425
GGNBP1	-0.53
C11orf40	-0.2095
OTX2	-1.2275
REG4	-0.000999999999999964
EIF5	-0.1344375
PALB2	-0.31325
SEPSECS	0.3049
RNASE3	-0.53325
TRIM49	-1.848
POLR2K	-0.000299999999999978
GPR42	0.352
C8B	-3.01425
SASS6	0.113
PREB	-0.298666666666667
OR3A3	0.064
TUBA8	0.627
IGLV2-14	-4.0475
STIL	-1.282
ANKFN1	-1.20466666666667
NME7	-0.58125
HOXC12	-0.7055
UBE2C	-0.529
FHOD1	-1.80075
CDK2AP1	0.635
OR6K2	-0.1245
DHPS	0.192
RPL5	-0.767166666666667
TRGV5	0.0475
LOC541472	-0.43725
HCCS	-0.0277999999999999
DENND1B	0.9555
LHX3	0.4205
OR5D16	0.414
CXorf57	-0.202666666666667
IRF2BP1	0.95275
NDST2	0.733
LCE3D	0.1105
BOLL	0.29425
SYT3	-1.73
PIH1D2	-1.30825
C20orf7	-1.48116666666667
IL1R2	0.622333333333333
SLAMF9	0.0045
PPME1	-1.161
PIK3CA	0.03675
TRAPPC1	-0.55125
COLEC10	-0.27025
SLC9A6	-1.17
PDDC1	-0.0749166666666668
CCDC53	-0.2375
GK3P	-0.89375
DAZL	-1.252
BRI3	-0.26925
SDK1	-1.31375
CYP2C18	0.431
IFI44L	2.673125
RPL3L	-0.3725
FUT9	-1.8855
KIFC2	-0.177
PMP2	-0.703125
SLC4A9	-0.126
PLAG1	-1.71333333333333
MYCBP2	-0.895833333333333
OR4E2	-0.8855
CCDC65	1.01925
C16orf82	-0.302
ENTPD4	0.0345
BRP44L	-1.494
PMP22CD	0.37425
TMCO4	-0.1105
KCNN1	-1.16283333333333
WDR35	-0.0665
CCDC80	2.227125
C3orf31	-0.138
SLC7A9	0.9425
TMEM190	-0.7575
DBC1	2.025
FADS3	-0.773166666666667
PDZD8	0.240833333333333
GRM5	-0.057
AZGP1	3.687
PEX3	-0.7905
MED1	0.0209285714285714
ATG4C	-1.03233333333333
HNRPH3	-0.984
FAM109B	2.15225
C4orf17	0.503
CA10	-0.9695
OPRD1	0.000499999999999997
CCL16	-1.901
SACM1L	-0.46625
CST6	2.5035
CD63	1.1003125
LGI1	-1.61725
ZNF784	0.25875
CRYBB1	-1.6695
CX3CL1	-0.12265
TOP2A	-0.3245
GYPB	-4.67166666666667
GADD45GIP1	-0.9535
FEN1	0.48525
IGF1R	0.1423125
WDR72	-2.42716666666667
PURG	-0.378666666666667
DEFB126	-0.14325
PKD1L1	-0.278
CAV1	-2.7232
GNPDA2	0.4957
DGAT2	-0.83325
NLGN1	-4.7385
STRBP	1.5075
HPRT1	-1.18233333333333
FANCI	-0.414625
PSMA7	-0.278625
DBF4B	-0.578833333333333
TTF1	0.35125
RAD54L	-1.43775
ELOF1	0.30125
PLAGL2	-1.191875
ZNF256	0.6435
HMGCL	-0.2015
MSI2	0.6205
RPESP	-3.36766666666667
C11orf60	0.3585
ABCD1	-0.731
ACAA1	-0.4357
SPARCL1	4.7935
IL6ST	2.6912
ZNF319	0.39625
TMEM109	1.2287
FAM90A1	-0.224333333333333
IL22RA1	-1.1405
ATP4B	0.42
TEC	-0.7745
C7orf30	-1.2535
TXNDC2	-0.509166666666667
ABCB4	0.48275
KIAA1191	1.64875
C9orf38	0.1395
SFTPB	0.203857142857143
CNTNAP2	-0.1465
FRK	0.848
TBX19	0.166
CHD4	0.58325
C6orf26	-1.93766666666667
MOSC2	1.41925
IKBKE	0.659
HIF1A	-1.266
LOC595101	0.2045
RELA	0.612666666666667
TMEM16B	-1.29216666666667
ABHD12B	-2.134
TSEN34	1.328
KIF18A	-0.8445
TXNDC9	0.1795
SPATA2L	-0.422
SEMA4G	-1.0635
C21orf91	-2.012625
MATN1	0.121
KCNIP4	-0.218666666666667
TUSC1	1.385625
OR4C15	0.189
ARMCX6	0.753833333333333
WBSCR27	-2.41983333333333
OR52I2	0.113
KIAA1604	-0.223
DYNC1I1	-1.773
PPP4C	1.42175
SLC47A2	-2.67383333333333
TREH	-0.076625
CD48	0.897666666666667
ST14	1.44783333333333
PKN1	0.385
SPON2	2.52825
XBP1	3.08183333333333
SFRS12	-0.0805
EFCAB6	2.4485
SELT	0.019
SLC39A2	0.334
ERF	-0.6335
ARL3	1.483375
SURF6	0.2739
MLLT10	-0.0569523809523809
FLJ11171	0.240833333333333
TDGF1	-5.1375
ERCC6	-0.161
EIF2AK4	0.899125
BAZ1A	0.329666666666667
LRRN3	0.414666666666667
TMC3	-0.46
EFTUD1	0.2895
PTPRO	0.89
CLEC12A	1.0505
ACBD4	0.208875
ZDHHC14	-0.518625
OTUD7B	0.6305
ACTB	0.6510625
MSRA	-0.718375
LCE5A	0.054
IFI35	0.8065
BSCL2	0.7415
ANKRD12	0.646666666666667
CFHR2	0.23775
RGAG1	-0.1515
HSFY1	-0.8935
SLC30A5	0.623583333333333
IMPG1	-0.1605
GPR109A	0.352
ZNF185	1.73125
IYD	0.31075
NPCDR1	-0.1135
SERPINA13	-0.2695
HMGCLL1	0.001
NEUROG1	-0.206833333333333
UBQLN1	0.4244375
LIN37	-0.3645
SOCS2	-0.70475
DSCR4	-1.79025
XKR6	-2.02
GPR142	0.558
KRTAP13-3	0.054
CCDC15	0.249166666666667
MOS	-0.0895
CD1E	-1.74
OFCC1	0.428666666666667
FAM83D	-1.088
SRFBP1	0.535
C9orf96	-0.5185
DHDH	-1.68675
CCDC90A	-0.4865
RABL3	0.07165
CD320	-1.84933333333333
ANGEL2	0.656916666666667
MRPL21	-0.7875
SMG6	-0.135166666666667
INSR	2.331875
FLJ14816	-1.4405
GLRB	0.957666666666667
C9orf89	1.14025
CIZ1	-0.014125
URG4	0.577833333333333
LRDD	-1.16383333333333
CBY1	1.239
NFX1	1.904625
MTERFD2	-0.0040714285714286
C19orf23	0.3915
PGC	-3.725375
IER3IP1	0.5854
RASAL2	0.386166666666667
C1orf89	-0.02675
SYNJ1	-0.893625
NFKBIE	0.53625
FLJ40125	-2.38783333333333
TCEB2	0.1844
NOG	-1.8575
POLR2J2	-0.590666666666667
HLA-B	1.5345
PCDHA1	2.373
PPP2R2B	-2.408
ARHGEF17	0.962666666666667
TCF7L2	0.582928571428572
CHD5	-0.1855
ZNF431	0.529875
TBC1D25	1.17825
ZNF800	0.407
SCUBE2	3.19445454545455
MYCBP	-0.0975
GPX5	0.133
C6orf129	-0.523166666666667
QSER1	-0.154833333333333
ULK2	2.25275
PIGO	1.52116666666667
NRCAM	0.195285714285714
SLC35E3	0.841125
CSRP2	-1.17225
HYPE	0.166
MAPK15	-0.124833333333333
MGC14327	0.702
TIMM13	-0.0491666666666667
ZNF462	-0.63575
GBA3	0.015
TEX13A	-0.7795
MCM6	0.424333333333333
MTRF1	-1.249625
ABCA7	-1.58
EIF4A2	0.6315
ZC3H10	1.0692
RPGR	-0.4785
C20orf94	-0.648
RP1L1	0.19825
GPR125	0.076
USP22	0.336571428571429
OR1L4	0.114
MLZE	0.29275
FLJ32065	0.54575
PTCD1	-0.212
CRTAC1	0.0491666666666667
BXDC2	-0.27725
C18orf1	2.99933333333333
FAM107A	0.209142857142857
EFNA3	-0.018
P18SRP	0.4324
CAMKK2	0.619666666666667
KIAA0649	1.62525
NES	-1.29116666666667
HS6ST3	1.505875
PON2	-0.87
TCP11L2	-0.34775
CLEC4A	1.926
PRR12	0.7625
MLXIPL	-2.4487
C2orf50	0.176
ZNF28	1.862
ENC1	-0.203833333333333
MAP2K1	0.144
FKSG2	-0.2165
KIAA0430	0.321
PTP4A1	0.294944444444444
GPR156	-0.6535
GTF3C6	-1.10525
UBR2	-0.1505
LOC388272	-1.25775
MAK	-0.0325
ACOT4	2.8355
STC2	2.40525
PIGW	0.4435
SAE1	0.4365
COL6A1	0.226727272727273
OAZ1	-0.03
STMN4	1.55216666666667
EDG3	2.02416666666667
SGCE	-0.522166666666667
IL11	-1.79133333333333
PRSS8	2.83425
YIPF5	1.57066666666667
WNT4	2.32225
CSN2	0.0448333333333333
TCF7	-2.8705
TDO2	2.77375
SAMD9	0.6764375
S100A7A	-0.2145
MMRN1	1.65566666666667
GKAP1	0.97075
AKR1C3	-1.927875
RNF19A	0.18425
GMDS	-1.052
YKT6	-0.802
SPARC	1.6786
C12orf31	-0.47875
UBE2V2	-0.5645
FBXL18	-0.625666666666667
KIAA0460	0.487
ADAM22	-0.623375
SERPINC1	-5.0715
KCTD21	1.85475
MYOHD1	-1.117
ZNF37A	0.441666666666667
GTF3C1	1.22416666666667
CTSZ	0.3725
PRNPIP	-0.602875
DRD1IP	0.5905
NR1I2	-2.00866666666667
ZNF266	0.2577
SPAG4L	-0.0975
COX4NB	-0.92975
SAPS1	0.5905
APOA1	-4.49225
TATDN1	-0.654333333333333
C10orf82	3.495
KPNB1	0.505
FOXO3	0.71325
CRYBB2	-1.246
ZBTB5	0.699166666666667
SLC25A38	0.396
DCTN2	0.143166666666667
IFT20	-0.01375
CTHRC1	2.63075
C1orf31	-1.047375
UHRF1	0.7054375
GPC6	-0.124
C10orf54	0.7015
MCF2L2	0.117166666666667
WNT9B	0.080125
OLA1	0.705
FAM120B	0.431
TTLL10	0.263
CYorf15A	-4.342
RELN	-2.5196
SCN2B	0.762727272727273
MFHAS1	-0.31775
NKX3-2	-1.30866666666667
RASGRF2	-0.453
SSBP1	-0.964333333333333
KPNA6	-0.700285714285714
LOC389118	-0.1285
HS3ST4	-1.605
SUPT7L	-0.389875
FLJ32658	-1.27733333333333
IGFBPL1	-1.36575
KIAA1641	-0.3971
SHKBP1	-0.484666666666667
CSF1R	4.0185
NAGK	1.1075
MYL2	1.02725
HIST1H4C	-1.29516666666667
TOMM7	-1.58925
ADAMTSL3	1.7669
TNFSF14	-1.02125
PRRT2	-0.77975
VTA1	-0.38525
AOAH	3.55883333333333
CRISPLD2	1.79107142857143
PNN	-0.7376
TA-NFKBH	0.10575
ESPN	-0.48325
RBM43	0.1265
KIAA1267	0.036125
DDX3X	0.322166666666667
KIAA1576	-4.02075
PLXDC1	3.76433333333333
FLJ25801	-5.0745
HNRNPL	0.39075
RUNDC3A	-0.0668333333333333
CASP12	1.2605
SH2D5	-1.95425
RPL26L1	0.1915
OR51A7	-0.057
HDC	2.961
C2orf16	-0.285
SYTL3	0.495875
GOLGA4	-0.134125
NOTCH1	0.196333333333333
ATPAF2	0.076
ECD	0.558
SSX5	-1.72083333333333
SNAP91	-0.0255
OCA2	-5.583
PNPO	0.102
DAPK1	0.879
PINX1	-0.7765
SELENBP1	1.086125
NEK3	-0.27175
TMED4	0.676071428571429
SSTR4	0.4045
FOSL1	-3.1049
CD40LG	-0.2995
CES1	-2.25566666666667
DCI	-0.1905
B3GAT3	0.201166666666667
STK17B	0.10625
CNTN6	-0.1025
CYP3A4	-0.565333333333333
MBOAT2	0.5955
PISD	1.42175
USP1	0.31725
PYDC1	0.318166666666667
CENPM	-1.1025
SAR1B	0.351
TTC7B	0.05475
DP58	0.39
GPC1	0.3235
RBL1	-0.8505
TMEM137	-1.10533333333333
TOB1	1.89591666666667
TCEAL1	1.31683333333333
CENPF	-1.318
C6	1.379
PRSS1	-5.15075
PPIL6	0.667
C6orf124	-0.131
ODZ4	1.63933333333333
SNCB	-0.85775
NDUFB9	-0.375625
CNOT6L	0.647666666666667
S100A9	-1.27816666666667
TRIM50	-0.1015
KCTD1	0.7381
WDR63	0.30675
SPEF2	2.497125
RNGTT	-0.973333333333333
CXorf22	-0.191
KCNK16	0.29125
CEP250	-0.66775
ATPBD1B	-1.355
KCNJ2	3.08025
MT1B	-2.368
ZNF684	-0.7275
SLC4A1	0.69075
PDHA1	-0.688
ZNF492	0.838875
TKT	-2.334
BYSL	0.12325
RNF38	0.989625
AHDC1	-0.122
KLHL2	0.7115
CMTM8	1.04325
DMP1	-1.153
HERPUD2	0.562375
CRTAM	2.044
ZNF572	-0.48425
TMEM16J	1.039
HSD17B2	-5.4265
UBE2G1	0.044125
AHSA2	-2.51675
PELI2	-1.9375
TPX2	-0.72625
ATP9B	1.9995
DAZAP1	-0.346875
HMGCS2	0.095
C17orf38	0.68475
B9D1	-1.13825
NKX2-5	-1.8045
KIAA1276	0.8105
LILRB2	2.832
CSTF1	0.146333333333333
BTN2A1	1.1305
C15orf48	5.53625
IGF2BP3	-5.0575
FAM113B	-0.7385
HRG	-0.380375
ZNF131	-0.13675
USP47	1.15792857142857
CCDC88B	-2.323
HCN1	-0.174
HTN1	-0.371833333333333
SYCP3	-0.19475
C13orf23	-1.505
PAPOLA	0.1523125
AATK	-0.0607
MSH3	0.534666666666667
NDUFAB1	-0.98175
ITLN2	0.0555
BAK1	0.523666666666667
MRPL45	0.1925
MTNR1B	0.350833333333333
LOC645843	-0.518
SPECC1L	0.559
PGCP	1.33075
SPN	-1.672375
GPR143	2.1055
ZNF576	0.405666666666667
TMEM39A	0.232
ATP5D	-1.32916666666667
MAGEB3	-1.8835
RPS5	-0.4745
ANP32E	-0.600285714285714
MTMR1	0.47125
YEATS4	-0.17275
SYNGAP1	-0.267
PCOLCE	-0.957666666666667
MNS1	1.053
PCYT2	0.0126666666666667
ZNF182	-0.26525
LAX1	0.506375
SPPL2B	-0.1424
ELOVL5	0.757
PCDHAC1	1.8885
B4GALNT1	-1.88633333333333
BLOC1S2	0.604375
ZNF673	-0.3686
ARHGAP21	-0.1455
IRX5	3.856125
LRFN5	-0.116833333333333
FAM7A1	-1.1355
RAB19	0.837
GINS1	-1.6705
ITM2B	0.5305
PAPSS2	-0.662416666666667
OR5BF1	0.0145
ACSL3	1.103875
KIAA1919	-0.9245
GLT8D2	2.373375
UTRN	-0.397428571428571
CNN1	0.75025
HISPPD2A	0.721666666666667
SDAD1	0.188625
SIGLEC9	0.848833333333333
RPL35	-0.516857142857143
C22orf26	0.1275
IMPDH2	-0.906125
WDR69	-1.224
SEC14L5	0.356166666666667
CLTA	0.591
RP11-529I10.4	0.93325
GPR37L1	0.217666666666667
OGDH	0.419833333333333
ASB13	1.85883333333333
ZFP14	0.64625
ZCRB1	-0.5825
KPNA3	-0.64975
HSPA1L	2.06
RHOC	1.35075
LOC554175	-0.5555
PPP3CA	1.0447
SLC1A7	-1.0369
ZNF529	-0.325
RBED1	0.16175
DDB2	-1.55575
FLJ11286	0.187333333333333
SPATA1	1.379
MKNK1	0.0833333333333333
DYSF	0.4135
ALKBH2	0.234
NKD1	-3.363
C1orf174	-0.9895
PLEKHO1	0.537166666666667
ASB10	-0.01925
RING1	0.0105
NPC2	0.208
AVPR1B	0.016
YTHDF1	0.70375
LMAN1L	0.181
GSG2	-1.1285
CEP170	-1.271
RPS4Y2	-6.37125
MSH6	-0.6075
HECTD2	1.33483333333333
ZNF556	-3.645
PLEKHC1	-0.7802
AIRE	0.0745
BCL2L10	0.65125
LMOD3	0.183333333333333
ZBTB8	0.7676
FOXA2	-4.0778
SLCO2A1	2.48975
C3orf46	0.785
PRDM16	-0.994166666666667
TMEM98	1.43475
FRMD5	-0.563
PDE6C	0.146
C1orf216	-0.207666666666667
EP400	-0.0675
PTK2	0.115833333333333
RNF217	-0.026
NDUFA8	0.2745
ZFAT1	0.92375
LAMP3	0.3015
GLTSCR2	0.28325
NPW	-2.7085
LLGL2	0.8226
PPM1K	0.0673333333333333
C20orf177	0.3525
KIR2DL4	-0.0536
NFKB2	1.077
C21orf122	-1.085
HESX1	-0.92325
GPR114	-0.494666666666667
SLC25A35	-0.454666666666667
GNAT1	0.11075
ORAI3	0.20075
FAM76B	-0.553
TMEM99	0.5999
TRIM29	-2.3789
CDS1	3.50175
RHEB	-0.1752
C4orf27	-0.148666666666667
RAB3A	0.41425
OTUD6B	-0.815
GPD1	-1.103125
CDH15	-1.98683333333333
NPM1	0.096
TMEM117	-0.711
PRPS2	0.243916666666667
GCK	-0.088
ADRA2A	4.28833333333333
TSPYL4	1.80533333333333
TASP1	-0.48275
WDR19	1.096
C10orf38	-1.7665
PDE4C	-0.853833333333333
FYB	-0.00733333333333334
C1orf55	0.3205
PPFIA3	-0.44125
RAD18	-0.06325
C12orf44	0.5825
CRYBA4	0.0415
HVCN1	0.34975
TAF10	-0.689833333333333
