Hybridization REF	TCGA-AN-A0XW-01A-11R-A109-07
METTL6	-0.893
SOD1	0.568
CHML	-0.659
PACS1	0.126375
SIRT5	-0.6924
CAPN2	-0.00483333333333334
FXYD5	-0.188333333333333
TWISTNB	-0.600875
LRFN1	0.446333333333333
UBE1L	2.111
UBE1C	0.24325
OR51B2	0.1935
OR4D11	0.497
C15orf2	0.285
NR4A1	0.328166666666667
LOC339047	-1.51525
TRIM17	-0.888875
ATP5G3	-0.349071428571429
RPL15	0.119916666666667
ADAMTS8	-0.7665
HOXC4	0.1265
C14orf37	2.366
CEACAM5	2.27125
MYT1L	0.581166666666667
RASA2	-0.337125
OSBPL7	-0.069
STAG1	-0.2415
GIMAP4	5.06866666666667
FUT3	-1.69366666666667
PIF1	-2.252625
LPIN2	0.4419
SH3PX3	0.35525
PDP2	-0.47275
PAPD1	-0.30775
ERP27	5.159
APOOL	-0.4019
DIABLO	0.2415
TRHR	0.077375
ARMC9	0.78575
RNF152	2.9655
SLITRK3	0.0868333333333334
ZNF211	0.6054
PFDN1	0.00499999999999999
RGS11	1.234875
HS6ST1	0.5749
AKR1D1	-1.00275
TNP2	0.404833333333333
STK31	1.007
EML4	-1.02383333333333
SGTA	-0.131666666666667
HIST1H2BI	0.152333333333333
PSMD6	-1.32516666666667
KIAA1257	1.51225
C18orf55	-0.641
FLJ20273	2.304375
RPL28	0.241166666666667
EPYC	4.594875
NOX3	-0.5685
ELAC1	-0.391166666666667
METT11D1	-0.55125
BIN2	1.11966666666667
NACA2	-0.312
CCDC17	-0.33025
HM13	-0.5952
UBOX5	-0.419125
UBE2O	-0.743
UBL5	0.8865
APOLD1	0.8835
C9orf31	0.35575
TNFSF8	0.217
ARHGAP29	2.27825
PROKR2	0.3205
PDE5A	1.68116666666667
C6orf12	-0.3475
TOM1L1	2.091
WHDC1	0.050125
FOXI1	0.231333333333333
RAB4A	0.2806
TMEM39B	-0.23075
ATPBD1C	-1.00075
FARSA	-0.587
PLEKHG5	-0.05325
CMAS	-0.571833333333333
OR7E24	-0.5345
SLC30A1	-0.79425
CDC42EP5	1.01566666666667
PLAC1	-0.04925
KLHL18	0.223666666666667
LBA1	1.4378
TAZ	-1.00475
CRIP2	1.202125
BTBD11	-0.731
C16orf72	-0.038
DIO2	3.7761
LRRCC1	0.831666666666667
CCDC136	-1.939
PRX	-0.470625
RBM5	0.0258
TMEM85	0.57825
TUBGCP4	-0.542
APLN	0.907625
CDK7	-0.276666666666667
SSR2	0.514583333333333
CRELD1	0.7115
C19orf46	2.131
GAL3ST4	0.7875
KBTBD10	1.067
IL28A	0.3685
WDR27	-0.977
MCM2	-1.4815
SOX14	-1.307
FLJ39743	0.9065
KIAA0922	-0.427875
HIPK4	0.247
FLJ25758	-0.545
C16orf57	-0.327916666666667
PDZD2	1.060625
MCC	1.159625
HHLA3	0.1018
ID2	1.698
C20orf23	1.32408333333333
ZNF688	0.55175
APOC2	-2.3035
LOC440093	-0.3565
FAM50B	-0.2875
PWP1	-0.664
DNAH10	0.3565
HIST1H2BA	-0.01275
GPR56	1.03433333333333
METAP2	-0.703125
PAN3	-0.101833333333333
STXBP4	0.8205
PDHX	-0.2485
MTA1	-0.611916666666667
ZBED4	0.230875
ZNF720	-0.5235
CDK2	-1.243625
RHOJ	0.29925
CDC37	-0.235333333333333
ZER1	0.323
GRK4	0.9865
PRPH	-0.341
POLR2A	-0.046
OGFOD1	-1.25775
NOL5A	-1.0715
PHEX	2.5425
FLJ16478	0.01125
C20orf117	-1.366375
CAMTA2	0.0605
C11orf74	0.3565
DDX17	-0.285416666666667
C5orf27	0.039625
PLEKHA2	-0.9692
PDE4DIP	0.1547
SCN7A	-0.28425
ZNF559	-0.212833333333333
CXCL10	3.9475
ZMYM4	0.173
STK32B	1.19506666666667
KIAA0888	-0.9408
TACR3	-0.1975
CKAP2L	-0.34675
KIF1A	-0.8975
RSPRY1	1.44725
VCAN	2.428
CYP27C1	0.5205
SYDE1	-0.688666666666667
MED12L	0.01525
ZDHHC21	0.496125
NHS	0.26
TM9SF3	0.103333333333333
DDHD1	0.1525
MAFG	-1.00941666666667
BICD2	-0.1434
C14orf119	0.171166666666667
C14orf43	0.329
CDH7	-1.44025
ALKBH5	0.235928571428571
JUP	1.600125
TMEM41A	-0.218166666666667
MAMDC4	-0.788833333333333
CBX3	-0.477875
LRRC18	-0.09375
RBMXL2	0.28725
PLA2G4D	0.470666666666667
FGF13	0.95875
KIF3A	0.108666666666667
PDIA6	-0.73775
DCXR	0.24675
CASKIN2	0.436
EHD1	0.133333333333333
MARCKSL1	0.996
ZNF496	-0.302166666666667
SCAF1	0.688666666666667
KCTD8	-0.92575
TRAF3IP3	1.381
LSR	1.216
CXorf1	0.2285
C14orf112	0.0535
EIF2B1	0.169
OMP	0.089
GSTZ1	-0.67475
LOC92017	1.429
ISLR2	0.56
C12orf36	0.488
GATA2	-1.88716666666667
GABRA5	-2.17
CELSR2	-0.4855
STAM2	1.1759
TNAP	-0.618
PTPMT1	-0.610666666666667
GRP	7.29975
SV2A	-1.44033333333333
MAGEA12	-3.99975
CACNG1	3.743
C18orf19	-1.2585
GSG1	0.676333333333333
PTPRJ	0.1595
FRMPD1	1.122
ZNF668	0.459
PLEKHJ1	-0.74175
ADAT1	-0.2227
TMEM50A	0.5253
UCN3	0.254
HOOK1	1.305375
IL17B	-0.0225
MLKL	0.195833333333333
TTC14	-0.8695
KLHL5	0.439625
CRYL1	-0.132833333333333
FOXH1	-0.364
NFYB	-0.06125
PPM1G	-0.0565
GOLGA2LY1	-1.549
NMT1	-0.33675
HADHA	0.0704
CHSY-2	3.9805
PLEKHF1	0.781357142857143
SAGE1	-2.561
MUSTN1	0.7245
SUHW4	1.2005
TFEB	1.86733333333333
ZFYVE27	-0.9845
ATG12	-0.318166666666667
BMI1	1.17878571428571
ZIM3	-0.0295
MYH4	0.10525
MASP1	-1.1415
KIAA0984	1.1955
RPAP2	-0.55275
ASB5	-0.01975
BOLA3	-0.370666666666667
MIA3	1.49083333333333
KRT35	1.52
KIR3DL3	-0.4165
MRPL51	-0.61
SEMA3F	1.337
NDUFB2	0.198166666666667
LOC253012	1.45275
FAM46C	-0.4051
G6PC	-2.201
CSAG3A	-4.10316666666667
PREX1	1.546
SLC25A45	-0.088125
MAPKBP1	0.4695
CPE	1.1928
GNB1	0.193625
CXCR6	3.9235
TRIM46	0.00125000000000001
C16orf3	0.24
HPSE	1.17625
TIGD3	-1.1425
SPG3A	2.4
LCAT	-0.722666666666667
ST6GAL1	-0.523388888888889
POMC	1.90375
FLJ36031	-0.316333333333333
NSMAF	-0.327166666666667
SKIL	1.261
ADSS	0.543666666666667
HMGCS1	-1.4247
POLR3F	-0.493833333333333
RAB10	0.4405
ZNF277P	-0.779
ZBTB7B	0.3125
DHRS1	0.615375
ABCC13	1.48425
CNOT3	0.34775
NFKBIA	0.598
GAK	0.218166666666667
SFT2D2	1.17983333333333
HOXA6	0.103
CRTC1	0.54225
LY6D	-0.849
C20orf72	-1.54316666666667
CPT1A	-0.15
LMO1	0.581
EIF3I	0.033
PRB4	0.33675
MCM3APAS	-1.596625
C20orf132	-0.3633
FOXF2	-1.73425
S100A12	0.61225
MLH1	-0.534666666666667
ACTN1	1.0526
MRPL36	-0.405833333333333
C20orf106	-0.77125
FBXO6	1.4855
MKS1	0.251333333333333
CX3CR1	-1.825625
PDE1B	0.645
PLP1	-3.34975
KISS1	0.864333333333333
C14orf2	0.176333333333333
TBC1D3P2	0.23075
COMMD6	0.6081
ANKRD7	-1.31325
PTCHD1	-1.090125
NARS2	2.09775
DOCK7	-0.3165
FAM127B	0.614
LOC390243	-0.124166666666667
N6AMT2	0.203
ZNF391	-0.2315
DNAJB14	-0.343833333333333
WRB	0.071375
BPI	-0.264833333333333
TTC4	-0.300833333333333
FAM10A5	0.19
GOT1L1	-0.2883
MAGED1	1.79025
RESP18	-0.02725
WFDC6	1.587
MT2A	-0.1585
C11orf56	0.30025
KIAA1432	0.124
ROR1	-0.494875
HSD17B14	1.84516666666667
ZFAND2B	-0.00275
SAMD4B	0.34825
HEXA	0.459875
HNRNPU	0.0821363636363636
USP39	-0.289
NRD1	0.23925
R3HDML	0.12975
FLT4	0.311666666666667
OMG	0.263
OR52N4	0.7165
LOC399818	-0.79875
ELA2	-1.98825
VENTXP1	0.65
RFC5	-1.2975
OR52L1	0.2
PAX5	0.343
FBXO2	-1.1755
GMEB1	-0.0445
AKT3	-0.4935
CRB1	-1.00633333333333
CTTN	1.15583333333333
UTP15	-0.588
HSBP1	0.55825
PHF11	1.505
NDEL1	0.00566666666666667
USP8	-0.0455
BAIAP2	0.066125
SI	0.743
ARSJ	0.375833333333333
BAAT	-2.44675
KCNS3	3.61966666666667
LOC126147	0.3635
TMEM37	-0.064
C1orf162	3.8095
MBD1	-0.0077
ITGAL	1.40716666666667
WDR73	-0.636666666666667
GKN2	0.222666666666667
ARFGAP1	-0.83525
SLC5A8	1.03816666666667
ZBTB40	-0.4016
CYP4B1	4.4405
LYPLAL1	-0.1275
CHST3	-0.4185
MAP3K9	-0.1275
BTAF1	-1.29733333333333
TFAP2E	0.3085
RBM35B	-0.04475
LOC441251	-0.671166666666667
ANKRD25	0.0897222222222222
UQCRC2	-0.6715
MAEA	0.225416666666667
HYAL1	-3.0649
RNPEPL1	0.246
CPSF2	-0.3565
PSD3	0.8923
ABCA13	-0.1265
AGR2	1.660125
GBX1	-1.4765
HDLBP	0.6125
ACY3	-0.792
HECW1	0.57725
ZNF519	-1.342
HOPX	3.19325
ZNF304	1.379
OR12D3	0.874
FKSG43	-0.15975
METTL1	-0.2465
MFSD3	-0.7044
PSPH	-0.93
CLCA3	0.6015
DARS2	-0.574333333333333
CDC25A	-2.151
BAIAP2L1	0.475
B3GNT5	-0.331625
USP29	-0.1315
ARHGEF10L	0.7767
ATOX1	0.6635
ADAM30	0.00175
DNASE1	0.43525
STT3A	-0.366916666666667
RAB6IP1	0.6635
PTN	1.4969
C1orf106	-0.765153846153846
HECA	0.85025
RNF122	0.28075
SLC22A18AS	-0.121166666666667
GNG8	0.527166666666667
ELP4	0.0555
FAM65A	0.197833333333333
RPL10A	-0.274
IRS4	-0.943
MACF1	0.5378
SEC24D	0.7585
LOC374395	-0.28175
TGFB2	0.40575
MDFIC	0.68825
CHRNE	0.565833333333333
PCMTD2	-0.331166666666667
ATP6V0D1	0.775
MTA2	-0.25175
LZTR1	-0.402666666666667
RAP1A	-0.240666666666667
AXIN1	-0.07075
POLR1C	-0.297
TRIO	0.0833333333333333
PLXNA4A	0.367166666666667
C5orf33	-0.858
DEPDC1B	-1.929375
ZNF473	0.391833333333333
MTM1	0.944375
GPR107	0.518166666666667
CSNK1A1L	0.527833333333333
FLJ14154	0.2265
NLRC4	3.812
ENPP4	2.06116666666667
PADI3	-0.581
RNF170	-0.662625
CG018	0.779833333333333
C16orf7	0.0235
KCNE1	0.336
NRM	-0.0686666666666667
SLC37A3	-0.1985
TPD52L2	-0.960333333333333
UNC5B	1.2915
C12orf12	0.0318
SDHB	-0.1285
CLRN1	-0.07225
NUDT10	0.934
UGT3A1	0.246875
FBXW8	-0.1955
RHOF	-0.600125
PTPLAD1	-0.406
MYO3B	-0.5075
DERA	-0.80625
TPP2	-0.12275
C19orf53	1.0035
GINS3	-0.101625
ST6GALNAC5	2.9905
CHSY1	-0.4475
MGC15705	0.0795
GPR83	0.121333333333333
EXT2	0.468375
DOLK	0.47
TUBAL3	1.72075
ACVRL1	2.0625
ABL2	0.23675
C14orf156	-0.735166666666667
PTPRZ1	-4.168375
DIP2C	1.15725
LAMP1	0.618875
RXRA	-0.2433
MAP3K5	0.848
ALKBH1	0.186333333333333
PDLIM7	0.518125
ARL14	-1.0905
SNIP1	-0.457166666666667
TIMP3	2.24791666666667
RGS3	0.616
SPAG16	0.3099
ABHD4	0.5655
ARHGEF12	0.95375
GLUD2	-0.4495
RAC2	0.3651
UAP1L1	-0.8045
SLC18A3	-0.3165
YOD1	0.0495
RALY	-0.033
HMOX2	0.505375
DGKH	-0.35275
DBNDD2	0.736833333333333
YIPF4	0.154125
THAP10	0.06725
ZNF513	0.40075
HAGHL	-0.136666666666667
ITGB4	0.642
CCDC141	-0.6185
YTHDF3	0.15375
C5orf28	-0.14375
RPL7L1	-0.647125
TMEM30B	1.111
ANKRD35	1.7605
DUOXA2	-0.34975
TBC1D5	0.084125
DFNB59	-0.823
HRH4	0.512
MYO6	1.8006
DNAJA4	2.816875
RBM24	1.05175
CEACAM20	0.00925
RBM23	0.0879285714285714
NGFB	0.786
C1orf63	-0.0736000000000001
KRTAP7-1	-0.2835
PERLD1	0.8845
NPB	-0.139
C17orf59	0.0318
HSPBAP1	0.24475
SLC15A4	0.176875
PRTFDC1	0.038
OSMR	-0.376357142857143
CYSLTR2	0.1815
C19orf25	0.4708
KIAA1797	-0.1645
NLRP6	0.4425
FAM105B	0.2892
SCRN2	0.0328333333333333
LRRC58	0.1597
RNF17	-0.047125
NEIL3	-2.825
FAM137A	0.15375
SKP2	-3.4035
PARVA	1.5365
PKLR	-1.584
RNF34	0.316625
A3GALT2	0.32775
C12orf50	-0.168166666666667
SUNC1	-1.4045
FAM102B	-0.5495
CCT2	-0.8405
LRRC37A2	0.1175
ARF4	0.8185
SIKE	-0.6775
C8orf48	1.80583333333333
MBTPS1	0.490857142857143
GPSN2	0.2835
NCF2	4.3095
SLC12A6	0.636666666666667
MRPL48	-1.37775
HMGN3	-0.757166666666667
LRRC62	-0.5975
PAX9	0.67
FAM55A	-0.437
C20orf42	-2.06833333333333
SCML2	-1.16083333333333
BCL9	0.25175
FAM40A	-0.442
C9orf41	-0.968
ZNF774	-0.4625
LETM1	-0.6345
PLXNB1	-0.0783333333333333
NIPSNAP1	-0.1715
USP10	-0.29425
F9	0.72475
LIPE	1.37925
CNGB3	0.7055
C12orf52	-0.036625
PI4K2A	0.3625
MED8	0.543625
STAT4	2.2139
FGD4	-0.524166666666667
RNF145	-1.52616666666667
WDR32	-0.1787
CLDN2	-0.1035
TCEAL8	0.65425
ZMYND8	-0.3417
PDXK	-0.64453125
GATAD2A	-0.01475
PTGES3	-0.7245
CCM2	0.559
TAP1	2.598375
ZNF670	0.127
ETS2	-0.431428571428571
C6orf166	-0.167333333333333
PRMT2	0.730142857142857
OR4B1	0.277
INTS8	-0.264
CCDC102A	1.024
CCDC83	-0.761
ITGA1	0.7327
EPHA5	-1.7037
FAM24B	-1.30283333333333
TSGA10	1.58325
HAL	-2.11166666666667
MYOT	-0.43625
SPACA3	0.2165
BCL2L2	-0.641166666666667
CUGBP2	0.252666666666667
CCNB3	1.72275
RNF113B	-0.3595
MERTK	-0.2845
BAG1	-0.395
VPS36	-0.29275
ORMDL3	0.2159
C1orf190	0.54625
ZNF625	0.265
CORO2B	-1.3675
ALOX15	-0.555
CST1	3.5385
NUPR1	2.2275
CCL7	1.4685
SMCR5	-2.6855
DSC2	2.4525
RBMS2	0.66325
GRIK4	0.7035
TRIM65	-0.2144
TMPRSS6	1.06264285714286
TP53INP2	-0.251
GLB1L	0.600833333333333
LOC388284	-0.105666666666667
PUS1	-0.9875
BCL9L	-0.296
OLFM1	1.4985
RET	1.1545
MASTL	-1.54066666666667
ALX3	0.48525
IL1RL1	1.0235
ZNF765	-0.4757
C14orf138	-0.58425
SNX10	0.5425
TAC4	0.353
C1orf64	3.34175
POGK	1.026625
MAPK9	0.21025
ZNF366	2.582
C8orf79	2.6888
CLDN7	1.1525
OR5AT1	0.5145
TRIM37	0.79875
LRRC25	3.10575
GRHL2	1.785
TEKT3	1.34925
LASS5	0.1195
ABCC4	-1.12166666666667
DLG3	0.600125
VGLL1	-0.0345
ZFP36L2	1.28633333333333
MFRP	0.1435
KIAA1799	0.389
FLJ44379	0.727
PCNX	0.4065
ANXA9	0.686
CYP4V2	0.8986
PIK3C2A	0.7225
SRR	0.7585
NOL3	-0.87875
IFITM2	2.26
ARNTL2	-0.87
ZNF595	0.41325
NLRP13	0.6715
ASPH	-0.07875
CPA2	-0.225
PVRIG	-0.096
LEPR	-0.784166666666667
C16orf42	0.1365
SH3BGRL	2.6295
FAM77D	2.20233333333333
FNDC7	0.1965
C9orf6	0.201
NOTCH2NL	0.299166666666667
PGBD1	0.312666666666667
SYNGR2	0.6155
PITPNA	-0.327375
PRPF4B	-0.7608
SLC43A3	-1.72071428571429
NRBP1	0.4905
SLC25A22	0.28
ILK	0.71225
SLC22A8	0.775666666666667
MRPS7	-0.384
PITX2	-0.4405
FABP3	2.1125
OR1L1	0.881
LOC728215	0.610125
BLID	-2.103
KIAA1217	3.15194117647059
TFPT	0.14975
AP4B1	-0.38625
VBP1	-1.1035
OR1K1	0.398
MORC3	0.38575
BHMT2	-0.037
C3orf10	0.832
FZD7	1.14116666666667
WFDC10A	1.913
PMS2CL	-0.473875
CCDC32	0.932666666666667
FA2H	0.56025
ALG13	0.1485
TTLL7	1.0047
SPOCK3	1.39925
SLC13A2	0.7175
AIM1	4.26325
GPRC6A	-0.2765
EGR2	3.75675
MED11	0.48475
WWC1	0.55125
SH3GL3	-3.994
RIF1	-0.329857142857143
PRLH	0.263
VLDLR	-0.6295
DBT	0.9981875
C21orf63	0.15225
CGGBP1	-0.097625
KRTAP12-2	-0.2695
TADA3L	0.07
ZBTB16	1.8525
PDGFB	1.51675
RFX1	0.6085
UQCRB	-0.0813
LOC133874	-0.1985
HPS3	-2.57175
LGALS3BP	1.3863
DKFZP564O0823	3.14264285714286
MRFAP1L1	0.34525
HOXA10	-0.754
NGB	-0.1445
KIF21A	-0.472923076923077
IFLTD1	-0.735
LZTS1	-0.424375
ARHGEF3	1.98275
RHBDL3	-1.695
CSNK1G2	-0.114916666666667
ChGn	-1.003
KIAA1244	0.818666666666667
GABRB2	0.0385
MGC72080	-1.168
CD27	3.9425
EGLN1	-1.9204
PEX13	-0.14025
RWDD3	0.5975
RNF12	-0.552833333333333
GRIN2B	-0.9355
ADAMTS14	-0.444625
DYDC2	-0.796833333333333
ATP6AP1	0.2395
NR1H2	0.408333333333333
PDK2	1.4575
C3orf17	-0.0746666666666667
SLC38A2	-0.681071428571429
SLC25A29	0.137333333333333
C15orf29	0.85775
ADAM9	-0.268333333333333
TMUB2	0.36025
GPR176	-0.1025
AGK	-0.288
MCCD1	0.09
NDUFA4	0.06275
TMEM146	-0.19475
DUSP1	1.320125
UNQ6975	0.297
EMX2OS	2.6335
INSM2	-0.1335
LUZP4	-0.23
SETD6	-1.83425
P2RY2	0.33775
SLC45A2	-1.7065
RABGAP1	1.10516666666667
UBXD5	0.004
GPRC5A	0.5848
PAK3	0.755833333333333
LOC63920	0.375
TGFBR1	0.6614
KRTAP6-3	0.14475
SFMBT2	0.207
CDC42	0.05275
C11orf35	0.356
TTLL2	0.035
UACA	1.03041666666667
CD97	-0.6513
SETD5	-0.477875
NINJ2	0.507
PTER	-0.2905
POMGNT1	0.40825
KRTAP4-2	0.2815
ECGF1	2.9855
HRB	-0.154363636363636
ATP1B2	-0.1761
LOC400506	-0.3365
COL4A3BP	0.36125
C6orf97	0.573
GRHPR	-0.132
TAS2R1	0.496
SEMA7A	-0.72125
EDF1	0.359
ODF2L	0.1587
PCID2	-0.6855
GTF2H4	-0.793833333333333
ZCCHC3	-1.113125
CGB2	0.0818333333333333
NEUROD1	-0.5335
C20orf75	-0.1075
RP5-1054A22.3	1.7075
IFNA5	-0.0805
ZNF134	0.172083333333333
MGC119295	-1.2754
ZSWIM6	0.24825
SMEK1	0.353
PCGF2	0.093625
C1orf102	1.624
CYP2A13	0.625
KCNH6	-1.1235
MDM1	0.502
ALDH7A1	0.743666666666667
C9orf75	0.0925
VDAC3	-0.22125
OR51T1	0.122
EIF3F	0.356166666666667
KCNJ10	0.54325
LENG8	-0.1225
EDEM2	0.585583333333333
CCNJL	0.956833333333333
DHX37	-0.2475
CRYGN	2.044
AATF	0.76125
ZNF630	1.44
E2F5	-0.156
WFDC13	-0.4155
FTSJ3	-0.271333333333333
C4orf33	-0.425
LHFPL4	-2.7785
C19orf56	0.994416666666667
SMAD4	0.59525
AFM	-0.645833333333333
G0S2	-1.257
FCHSD2	0.2124
RRP1B	-0.717
EEF1B2	-0.682
STAT6	0.9535
ZNF195	-0.24025
GNL1	-0.896666666666667
ZNRF2	1.679
PER3	-0.011
ASB16	0.2635
C10orf10	0.743928571428571
ADCY8	-2.8965
C9orf58	-2.91216666666667
ARMC10	-0.256166666666667
PSG1	-0.975
DHX34	-0.2305
VARS2	-0.226
NFIC	0.61675
ITPR2	0.32675
AGXT2	0.247166666666667
OR6K3	0.2675
H2AFZ	-1.28591666666667
MLLT3	-0.16275
COX4I2	1.54525
CCNT2	0.203625
PLK4	-1.7395
NUMBL	-0.0923333333333333
MED16	0.045
PLEKHQ1	1.74025
GOSR1	0.252888888888889
BTG4	0.05575
RPL30	0.327166666666667
IGSF5	1.831
IGFL2	3.86283333333333
ELMOD2	0.2265
SHC3	-1.44116666666667
HAVCR1	-0.019
DYNC2H1	-0.071125
RNF5	-0.408833333333333
C2orf7	0.41125
NLF1	0.9485
KLHL25	-0.07325
LRP10	0.6319
KRI1	-0.124
PUS7L	-0.308833333333333
MGMT	0.698
HOXD1	-0.493833333333333
CSH1	0.3834
ATG16L2	-1.6285
FLJ44635	0.0935
CHODL	0.31925
EXOSC8	-0.2665
SLC28A1	-0.28375
MYO7B	-0.754166666666667
SEH1L	-1.3994
MTNR1A	0.327
TSPAN5	0.081
CDC45L	-2.21633333333333
AMIGO1	0.011
ATAD3A	-1.244875
OSGIN2	0.654833333333333
PDIK1L	0.0568333333333333
DARC	1.0735
PIPSL	-0.057
SHMT1	0.11175
CRISP3	0.014
POPDC2	2.29333333333333
ZRANB2	-1.3065
FBXL8	0.24175
TRIP13	-1.53218181818182
EIF5AL1	-0.847
POU5F1P3	-5.17566666666667
IL6	-1.91783333333333
CXorf38	-0.276166666666667
IFNA16	0.1465
FBXL2	1.3355
BRD1	0.10575
STATH	0.71625
FBXO44	-0.0178333333333333
MCCC2	-0.128
CDC2	-0.717
C5orf23	0.27925
IVD	0.738833333333333
C10orf122	-0.4275
MSL3L1	0.0563
MVP	1.09225
EPOR	-0.776
ZMYM1	-0.355333333333333
BCL7C	0.611166666666667
PSTPIP2	0.6883
LYPD1	-0.91775
OR8G5	0.205
ZP3	-0.862666666666667
BCAS4	0.734333333333333
EDG6	3.02575
ISY1	-0.01825
PRAMEF2	-0.3685
CUL1	0.4135
RNF213	1.4947
CCRK	0.8375
DHX9	-0.118125
C13orf29	-0.71075
NCKAP1	0.866166666666667
MRPL43	-0.226214285714286
XPR1	1.4145
PKN2	-0.1098
PODNL1	1.558
ZNF333	0.891375
DALRD3	0.8355
OPN1SW	-0.047
BTBD6	0.5745
C11orf82	-2.1875
OR5P3	-0.162
DUSP11	0.42025
L1CAM	-1.4333
NEK11	1.80216666666667
OR7E91P	1.4085
CNTN3	2.9227
CREB3L2	0.26675
ZBTB37	0.092
KIAA1324L	0.51975
NDUFB10	0.156333333333333
NUDT2	-0.315
GTPBP8	-0.6285
CACNA1D	1.71375
PRKAA2	0.249
PRDM8	0.976
MGC16075	0.4945
KRT14	0.871428571428571
PP8961	0.476375
MRPL18	-0.34675
ABCG2	-1.9375
PACRG	1.2915
BBS2	0.10275
KREMEN2	-3.883
FBXO21	0.43425
HNRPUL1	0.497333333333333
GRB10	0.544
CLSTN1	0.792625
LMAN2	0.0285
C17orf61	-0.825
NIPSNAP3A	0.83775
INSIG2	-1.0165
PCDHB7	1.27533333333333
STXBP2	0.5235
CMAH	1.67891666666667
SEMA5B	-0.4445
ZNF155	0.6815
COQ6	0.179
PRPF4	-0.25875
TSPAN15	2.7091
VN1R5	0.16425
LATS2	0.7525
SELK	0.5685
PGK2	1.4385
MS4A1	0.380625
TYW3	-0.7008
KRTAP5-1	0.48125
RCCD1	-1.8585
BTN1A1	0.72175
DDX28	-0.84575
TMEM65	0.35475
LOC92345	0.02875
TTC31	-0.10525
WDR46	-0.765
CHP2	-1.19166666666667
LSP1	1.164625
ZNF542	-0.05975
EXOSC1	-0.41625
ARHGAP18	0.185333333333333
LRRTM4	-0.692625
MAOB	3.179
CACNB4	-0.8205
MGC33846	0.140875
RANBP3L	0.8015
ATP5L	-0.43275
ONECUT1	-3.0935
NUDT9	-0.43075
TMEM149	1.8565
STX17	0.574
IGSF10	-3.382
TMPRSS9	0.077
BMPR2	1.26033333333333
ALLC	-0.324
KLF7	1.103875
GCC1	0.7538
TIMM9	-0.6185
CDO1	0.411166666666667
MGC10701	-1.67983333333333
IFI6	2.22583333333333
FRMD8	-0.96475
MGAT2	0.3565
WBP5	0.144166666666667
CNIH2	-0.051
KIAA0907	-1.2001
KCNH8	0.62
CTSG	-2.391
GRIK1	1.19383333333333
CUL5	0.14875
FRMD1	0.568
OR9A4	0.934
SYT6	-0.8625
FOXD4L2	-0.41775
ANAPC2	0.026
OPN5	-0.19
TAF13	-1.0755
LYG2	-0.32175
GGNBP1	1.078
C11orf40	0.276
OTX2	-1.1665
REG4	0.0508333333333333
EIF5	-0.662
PALB2	-0.74925
SEPSECS	-0.1907
RNASE3	0.40525
TRIM49	-1.256
POLR2K	0.0709
GPR42	0.2025
C8B	-2.22975
SASS6	-0.06725
PREB	-0.404166666666667
OR3A3	0.2195
TUBA8	0.5435
IGLV2-14	1.19775
STIL	-1.3105
ANKFN1	2.29666666666667
NME7	0.603
HOXC12	-0.702
UBE2C	-0.4175
FHOD1	-0.426375
CDK2AP1	0.485583333333333
OR6K2	0.87575
DHPS	0.10975
RPL5	-1.15183333333333
TRGV5	0.545
LOC541472	-0.129375
HCCS	-0.5744
DENND1B	1.485
LHX3	0.181
OR5D16	0.7495
CXorf57	-2.04233333333333
IRF2BP1	1.76075
NDST2	0.508833333333333
LCE3D	0.244
BOLL	0.196125
SYT3	1.02475
PIH1D2	-0.7925
C20orf7	-1.05833333333333
IL1R2	0.955833333333333
SLAMF9	1.725
PPME1	-0.7255
PIK3CA	0.373
TRAPPC1	0.386125
COLEC10	-0.7735
SLC9A6	-1.14183333333333
PDDC1	-0.227
CCDC53	0.06425
GK3P	-0.282
DAZL	-0.851
BRI3	0.65725
SDK1	0.411875
CYP2C18	-0.10525
IFI44L	3.925375
RPL3L	0.2775
FUT9	1.77633333333333
KIFC2	-0.386
PMP2	-0.775875
SLC4A9	-0.174
PLAG1	-2.06283333333333
MYCBP2	-0.223666666666667
OR4E2	0.5565
CCDC65	0.517
C16orf82	-0.135625
ENTPD4	0.7625
BRP44L	-0.2525
PMP22CD	0.83875
TMCO4	0.759833333333333
KCNN1	-0.220833333333333
WDR35	0.9175
CCDC80	2.9255
C3orf31	-0.83425
SLC7A9	0.29925
TMEM190	-1.032
DBC1	-0.0138333333333333
FADS3	-1.07133333333333
PDZD8	-0.0648333333333333
GRM5	0.247
AZGP1	2.5127
PEX3	-0.2605
MED1	-0.726714285714286
ATG4C	-0.763
HNRPH3	-1.17775
FAM109B	2.248
C4orf17	0.3235
CA10	2.0565
OPRD1	0.0175
CCL16	-1.4665
SACM1L	0.0305
CST6	4.2135
CD63	1.136
LGI1	-1.552
ZNF784	0.1215
CRYBB1	-0.3185
CX3CL1	0.65375
TOP2A	-1.082
GYPB	-3.20183333333333
GADD45GIP1	-0.00875
FEN1	-1.4955
IGF1R	-0.5046875
WDR72	-0.2725
PURG	-0.465666666666667
DEFB126	0.34375
PKD1L1	0.91825
CAV1	-1.521
GNPDA2	1.2668
DGAT2	-0.62475
NLGN1	1.1685
STRBP	-0.102125
HPRT1	-0.954833333333334
FANCI	-1.87525
PSMA7	0.44175
DBF4B	-0.667666666666667
TTF1	-0.05425
RAD54L	-2.2975
ELOF1	0.604
PLAGL2	-0.7005
