Hybridization REF	TCGA-E2-A10B-01A-11R-A10J-07
CCR5	3.20666666666667
APOA1BP	0.993666666666667
NDUFS5	0.172
PDLIM3	0.2845
VPS24	0.7918
SCN8A	-0.549375
C1orf67	-1.22916666666667
MRCL3	0.740666666666667
TMEM145	0.66
KCTD16	0.255333333333333
RNF149	0.351
FDXR	-0.284
CDCP1	1.612
PAX3	-1.4243
LASS4	1.23
HSD17B8	-0.427
YAP1	-0.524
NNT	-0.86125
SC5DL	-0.2985
DKFZp566H0824	-1.3955
KSR2	1.31516666666667
RAD21	-0.5294
ST8SIA2	0.24775
L3MBTL3	-0.26425
SNRPB	-1.4125
MGC14425	-1.16825
MIF	-0.197125
TAPT1	1.223375
IRF8	1.5157
PRO0132	2.8575
HERV-FRD	-0.119
ACD	-0.567833333333333
BCL3	1.3785
SPATA13	1.2115
MRLC2	0.814
F2RL3	0.038
CFHR3	1.8215
DUSP15	0.705166666666667
TMEM46	0.105333333333333
SF3B4	0.101333333333333
MAP7D3	-1.028
STELLAR	-0.281
SEMA5A	-0.9643
H2BFS	-1.2005
LRRC28	-1.28483333333333
MORN2	0.8705
XYLB	-0.512875
WDR21C	-0.05875
HIATL1	-0.089625
ADAMTS10	0.147166666666667
WDR55	0.405
MFSD5	1.26916666666667
OR4N2	0.443
DUSP16	1.18038888888889
NLGN4Y	-0.9681
INHBC	0.150416666666667
NUMA1	0.952
DEFB123	0.02425
GIPC1	0.62525
MGC27348	-0.8195
FLJ33590	0.053
FZD1	1.338
MKL1	0.648166666666667
SAA2	3.39975
C1orf94	-1.093
C7orf28B	-0.0515
TMEM185A	0.2849
ZZZ3	-0.378
C16orf5	-0.204666666666667
GALNAC4S-6ST	0.747
C1orf186	0.9635
IGFBP4	0.684833333333333
NDUFA10	0.2005
CLIC2	-0.6285
RNF13	-0.0235
GPR103	-0.6525
CD69	-2.7825
MYOZ1	0.39425
IFNB1	-0.022
CLNS1A	-0.33875
CXorf45	-1.16975
ZXDB	0.2815
FUNDC2	-0.01475
GPA33	-0.603125
C9orf70	0.10925
SLC2A9	0.1745
LOC126520	-0.367
MAGEB1	-0.67225
LCE2A	-0.396
C18orf34	0.712
FMNL2	-2.068
KRT85	0.364
CRYGA	0.056
GEM	-0.834
THAP6	0.2777
ALKBH3	-0.658666666666667
TM6SF2	0.0205
C20orf82	2.60525
RANBP2	0.0261666666666666
LIG3	0.2336
RETSAT	0.19125
OR8S1	0.1955
CAST	0.5725
TGFBI	0.0291
C15orf37	-0.051125
PGM3	-0.7635
SLC4A11	-0.206625
FAM123C	0.995
TAOK1	0.96775
CISH	1.127875
OGDHL	0.291
SPINT2	2.65366666666667
ZNF33A	0.5795
CLDN18	0.095
RNF128	-2.468375
CCDC71	-0.6735
RASSF6	1.68783333333333
HSPG2	0.564
ATP6V0E1	1.38125
ABHD6	0.27875
CD274	0.2255
GCNT1	1.00925
NT5C1A	0.188666666666667
TM4SF5	-3.81175
C21orf58	-0.7515
SUCLA2	-0.0775
RFTN2	1.268
SCNM1	0.77625
SLC9A10	-0.137
FUNDC1	0.436
SLC35F4	-1.602
AMD1	-1.3555
COL6A6	0.97175
OR4K2	0.254
TRIB2	-0.18
LOC91461	-2.408
GHSR	0.203
ATP8B1	2.225
C1orf78	2.04716666666667
RNF183	2.23116666666667
STX4	0.9889
TPPP2	-0.506875
MYBPHL	-1.8115
TXNDC6	0.078
C9orf47	-0.203
FAM137B	-0.09
FANCB	-1.947
C11orf9	-1.4085
DPY19L1	-1.164625
VDAC2	-0.417166666666667
VHL	-1.10675
LMBR1	-0.137625
C8orf44	-0.62925
ZPBP	0.0225
FGF23	-1.04975
C21orf67	0.43275
PCNT	0.098125
BCKDHB	0.6563
GALNTL5	-0.09975
BET1	-0.611375
ARL13A	0.1385
HDAC6	-0.675375
N4BP3	0.950833333333333
OTOP1	0.2775
TTC30A	1.756625
CRISP1	0.1295
KRT32	0.1115
VSTM1	-0.233
ZNF622	0.716
POLR3B	0.4637
DNAJC10	0.121375
C12orf54	0.3515
ADIPOQ	2.55633333333333
RIT2	0.01325
CD44	-0.7295
ABCA3	1.9135
RPS17	-1.195
FEZF1	0.356
PCDHB15	-0.83325
KCNMA1	1.77431818181818
CCDC116	-2.063
C15orf27	-1.8655
NARG2	-0.2548125
ITGA5	-1.21475
MEFV	0.445
TUT1	0.514125
LOC541473	0.061
NMBR	-0.099
GLT1D1	-2.25433333333333
ABCB7	-0.8115
PFKP	-1.64509090909091
C9orf91	1.0988
LRRC41	-0.0115
C1orf85	0.1465
ATP5F1	-0.36825
STOX1	1.09
GFOD2	0.56725
SLC25A3	0.075875
ZNF646	0.5953
ZAR1	-0.0745
OSTbeta	-1.40925
GALNT3	-0.09975
IFT122	1.41216666666667
LDB3	0.0972
GARNL1	-0.0743571428571429
HOMEZ	0.2975
LRRC6	2.7165
ANGPTL5	-0.7445
UBAC1	-0.24125
DLEU7	0.0245
RPL19	-0.19875
TOP1MT	-0.980333333333333
LOC643641	0.25825
MBD3L2	-0.0305
NTSR1	0.0106666666666667
WISP2	0.67925
GPSM2	-1.225875
RDH10	0.0299
PRKCG	0.038
HIST1H4J	0.401
MON1B	0.3172
MLF1IP	-1.00466666666667
ZNF446	0.673
COL4A5	0.7132
SLC26A1	0.327357142857143
RGN	-0.374375
CCNB1	-1.18975
C9orf165	0.184
CCDC28B	0.0525
CCDC97	1.25575
FGR	1.2025
MSRB3	0.5574
EPN2	0.13325
COX15	-0.603333333333333
KCNK6	0.1128
XK	-3.0145
GDA	-3.7485
HEPH	-0.986
THRAP3	0.5845
MET	-1.82678571428571
PHYHIP	0.229
LYAR	-1.365
ING3	0.1505
AK7	-1.045
CCT8L2	-0.192875
COPS7A	0.3935
WSCD1	-0.4245
RNF185	0.838875
TNS3	0.495
KNDC1	-0.158166666666667
RWDD4A	0.161666666666667
MED13L	1.8464
ZFYVE1	0.833125
C7orf44	-1.59133333333333
MRPL1	-0.131
STGC3	-0.933
TEAD1	-0.161333333333333
RPL7A	-0.384357142857143
ARL6IP1	1.5512
C1orf178	-0.5505
CTAGE5	0.624833333333333
TMEM184A	0.116833333333333
SLC25A14	0.1475
CACNG5	0.465
ATXN10	0.2967
ECH1	0.9237
CCL22	0.21075
CYP2F1	-1.53633333333333
GADL1	-0.059
TMEM19	0.0863
RUNX3	-0.138
EFNB1	0.114666666666667
LIPN	0.179
ACSM3	-4.6925
SIGLEC8	0.8715
ASCC3L1	-0.405
NOL8	0.47725
RELT	-1.005
Magmas	-0.51775
PPP1R15B	0.1505
C11orf2	-0.141
VKORC1	-0.3065
MGC26647	0.1845
TRPM6	-0.0515
UGT2B7	-3.20633333333333
FEV	-0.0115
FOXK2	-0.43
PDCD5	-0.437833333333333
SLC8A1	1.586
DGUOK	-0.853666666666667
CLDN16	0.1385
GAGE1	-0.6955
RBM17	0.0874
C1QTNF3	2.080875
VGLL3	-0.00266666666666666
UNQ5830	-0.391
CD1A	-1.414
SCGB1C1	-0.5355
SUPT4H1	-0.247875
TRAF5	1.56025
ASAHL	0.852625
FAM73A	0.931
OR6B1	0.3075
WHSC1	-1.49865
GFPT2	0.51475
LOC339809	0.7405
STARD5	-0.06975
SIP1	-0.90875
DNAJC15	0.30775
STAU2	0.3060625
FAM98A	0.115375
RAD23B	0.465625
LRRC33	-0.73075
CHRAC1	-1.50875
C21orf89	-0.4685
C19orf43	0.0185
KLK8	-0.303333333333333
CCNE1	-1.69025
PKDREJ	0.081
SSU72	-0.26425
C17orf73	0.281
GPR78	1.116
WHSC1L1	0.1365
GSTA2	-2.09825
SMUG1	0.449833333333333
UFM1	0.5591
AP3M2	0.502916666666667
USP14	0.867625
FBXL14	0.727
DSTN	1.2585
SFRS14	-0.12775
FBXO31	-0.0768333333333333
C12orf40	-0.16
FRS2	0.6685
NR2E3	0.0495
TUBB2C	0.46375
GMPR	-0.937666666666667
C9orf139	-0.05
ING5	-0.6365
LOC730092	0.236833333333333
ORM1	-3.008
RP11-11C5.2	-1.17975
HSPD1	-1.0369
PIWIL3	-0.1925
C5orf13	0.523
OR5R1	0.0665
LCOR	0.153125
PLEKHA9	0.047
CCDC43	-0.52175
ZNF232	-0.12
SLC6A7	-0.0665
ADH5	-1.06633333333333
SHBG	-0.582333333333333
CROCCL2	-0.56225
PANX3	0.0135
CDIPT	0.539
SLC16A5	0.391
TUBB	-1.1705625
TOR3A	0.8482
PREP	-0.201833333333333
ENTPD8	0.316857142857143
CHMP1B	0.69625
SYT12	0.8236
MYH6	-1.5626
MAP3K13	0.4435
KLHL30	0.1615
LCMT1	1.08975
EIF1AX	-0.337583333333333
FOXD4L1	0.606
SLC24A5	-0.9125
RNF166	-0.4848
TJAP1	-0.64825
TMEM156	-0.456166666666667
ZNF239	2.08075
SNX19	0.166
GKN1	0.09075
FCN1	1.5795
C1QL1	-0.50675
ATP11C	-0.356875
ZNF35	0.80225
CARD8	0.2115
LIMD1	-0.6285
KIAA0286	-0.718625
XRN2	-0.0406666666666667
CD6	0.000166666666666685
TOX3	3.94575
ZSCAN4	-0.430666666666667
RSRC1	-0.642
COG1	0.612
PTRF	0.6368
C16orf35	0.288375
FBXO24	-0.05575
CHST11	-0.9265
THRB	-0.1164
MYBPC1	0.017
RNF39	-0.219166666666667
PSMD11	-1.0085
ALAD	1.00783333333333
EN1	1.01575
SLC9A9	0.5835
GSTM4	0.5545
CDC42BPA	-0.390052631578947
RCSD1	-0.56675
LUC7L2	-0.1086
SPTBN1	0.1447
LOC146167	0.4145
BAT5	0.7759
ZNF452	-1.2945
LSM4	-0.014375
SRP72	-0.259
SGK269	0.026
MTX1	0.80425
CENTA1	0.68075
UNQ9433	-0.331
ATR	-0.498916666666667
DDX49	0.263333333333333
PAQR8	-1.279
C14orf174	0.969
GBGT1	0.725
THAP1	0.36425
OR10K1	0.454
RASIP1	-1.43533333333333
DPYD	-0.567
DOHH	0.22925
C18orf45	1.37675
POF1B	-0.6031
ZNF552	3.4545
USP32	-0.994
MED27	-0.0731666666666667
C14orf149	-1.63416666666667
PRDX4	-1.08683333333333
ABHD12	1.4465
AGT	-2.2775
SLC22A14	-0.26175
C1orf58	0.642
PILRA	-1.08
ABCF2	-0.5285
C17orf85	-0.0178
TKTL1	-1.04875
FGF1	1.6266
IL6R	0.543166666666667
VPS25	-0.0855
CHRNB2	1.410375
COL7A1	-2.3438
LRRC48	2.56883333333333
SPG20	1.30083333333333
COX10	0.0415
GCA	0.3575
ECEL1	0.957
GLG1	0.0845
SRD5A2L2	-0.3205
MUTYH	-1.27575
ZNF70	0.1325
L2HGDH	-1.022
GPATCH2	1.749
ZNF655	-0.7595
ZNF227	0.2645
MCOLN2	-0.515
NQO2	-0.3375
KCNQ5	0.03
NEU1	0.107333333333333
QRICH1	-0.17425
ZBTB20	0.917166666666667
RPUSD3	-0.556
EPGN	-0.724333333333333
TSN	0.421416666666667
SPRY2	-2.82883333333333
LZTFL1	0.624125
GMFB	-0.055875
PBEF1	-1.5391
HBG2	-1.543
TMEM8	-0.01175
PALM2-AKAP2	0.833666666666667
NFYA	-0.13025
FAM108A1	0.47425
PBLD	0.96175
NRG4	-1.86775
PIGF	-0.7245
PTGER1	0.73
NOS2A	0.730333333333333
C21orf34	-0.318333333333333
C21orf51	1.00391666666667
IL17C	-0.341
TRMT6	0.639333333333333
ETV2	0.217
CCDC109A	-0.38875
MYLK2	-1.549
ATP10A	1.2323
DPH4	-0.43725
C5orf5	0.2835
KCNA4	-0.00116666666666668
NMNAT2	-1.127
GLYATL2	-0.079
LSMD1	0.638625
IL23R	-1.1855
NRF1	-0.40675
MUC15	-1.02366666666667
PRDM12	-0.585
PAQR4	0.948071428571428
RBBP6	-0.87975
IFI27	4.4185
SKAP2	-0.462833333333333
TAGAP	1.369875
TJP3	2.474
C9orf61	1.237
IDS	-0.0326428571428571
PARG	0.11725
LOC131149	0.2395
DYRK4	0.726833333333333
MICALL1	-0.35475
GALR2	-0.3265
GPBP1L1	-0.12925
TBX21	2.61825
KCNJ6	2.15033333333333
GGN	0.68625
CASP5	0.067
RNF182	-4.5265
BRD4	0.564
DOK4	-0.271375
SLC46A2	0.808166666666667
SOX9	1.545
ZNRD1	-0.668666666666667
PRR6	-1.944
FAU	-0.12675
DTNB	1.02233333333333
CARD9	0.35875
STS-1	-0.72
SLC4A5	-0.097375
NSBP1	-0.03775
UGCGL2	-0.743583333333333
POTE15	1.711
NOXA1	0.89275
RP13-347D8.3	2.06975
SAMD10	0.0368333333333333
EP400NL	-0.94025
TCF21	-0.218
AMELX	-0.20975
JPH2	0.2283
SLA	1.441
DLST	-1.54683333333333
SEPT12	0.52
RGS20	-3.607
LXN	0.3965
ZNF419	0.405625
UPK3B	-0.353666666666667
RELL1	2.018
ESPNL	1.9475
KLHL21	-0.4315
PI15	0.0635
C2orf61	0.08
LOC407835	-0.109166666666667
RER1	-0.13525
ELAVL2	0.3475
MGC26718	-0.49825
KLF2	1.6355
TNFAIP8L3	1.36816666666667
TFE3	0.25075
C11orf17	-0.149875
15E1.2	-1.033
SNRPC	-1.07125
DLGAP1	0.50175
PGLYRP1	0.033375
OVCH2	-0.0045
IRF7	1.5411
SET	0.0183
NAB2	0.2255
LRP5L	-0.3665
FAM120A	0.9445
ASCL2	-0.618
SHH	-0.0985
ATP5H	0.1185
THPO	0.9225
TYRP1	-3.91383333333333
HIST1H3E	0.303833333333333
EIF2S1	-0.453555555555556
TNFRSF17	-1.90416666666667
TARSL2	0.085
NKX2-8	0.516375
C1orf115	1.2405
LOC56964	-1.0065
KIAA0841	-0.7235
ISCU	0.94
TTMA	-0.1805
ZNF414	0.4165
LOC441150	0.7565
RAB15	0.22575
HBP1	0.8655
TNNT2	-0.866833333333333
CECR5	-0.5005
PHGDH	-2.99875
JRK	-0.2708
XPO4	-0.68575
FAM131C	0.914
ARHGAP25	1.14316666666667
CA9	-3.52566666666667
GPR62	0.0626666666666667
TLX1	-0.125666666666667
GPS1	-0.111
OR2M2	0.186
BDP1	0.700571428571429
FAM70B	0.685
RPS29	-0.596916666666667
MKLN1	-0.398
TSPAN19	-1.415
SLC29A3	0.9751
LGALS4	0.22
USH2A	0.266666666666667
NF1	-0.437
APOBEC3A	1.1495
IMPAD1	0.127
OLR1	1.8105
NRAP	-0.041
HCFC1R1	0.711166666666667
TAOK2	0.2375
MCM10	-3.02866666666667
MAP4K3	-0.155583333333333
CBS	-0.185875
CLK3	-0.8254
PCDHGA5	0.2045
ELF4	0.248375
FAM71A	-0.00475000000000001
C11orf49	0.06875
CLIP2	-0.9195
BTBD9	0.8345
ZNF524	1.34225
KDELR1	0.192666666666667
ZNF509	0.2945
NCSTN	1.1655
ZNF533	1.7405
PARP4	-0.347875
GALNT9	-0.0678333333333333
NPY	-2.36925
BEGAIN	-2.24483333333333
TMEM77	0.0881666666666667
FOXRED1	-0.758666666666667
SLC16A2	-0.475833333333333
SLC35B1	-0.54075
GK5	-0.70825
SDCCAG10	-0.112
C4orf20	-0.058
SLC9A2	0.166
ADD1	0.336785714285714
TAL2	0.363333333333333
ACLY	-0.555875
DNAJC1	2.696
SOST	-0.6035
USP43	0.488333333333333
CYP4F12	1.372
FKBP5	-0.474625
CHCHD5	0.5601
NUDT22	0.141
CCDC85B	-0.843
OR51G2	0.1305
STRN3	0.315785714285714
TMOD2	0.26325
FLI1	-0.286
MAB21L2	0.2465
DGKQ	0.51125
VPRBP	-0.0726666666666667
SCNN1B	1.5989
ECHDC3	0.9953
TMEM106C	0.38325
CSNK2A2	-0.7465
RPL39	-0.969
HERC3	0.4979
ZBTB47	0.966833333333333
ZNF681	-0.204
PAGE2	-2.37575
CLIC5	1.60021428571429
RABAC1	1.4605
ZFHX2	0.8625
YPEL1	0.670833333333333
KIAA0776	0.623
NR1D2	-0.29825
DNAJC4	0.33575
NPNT	3.3329
ZNF677	-0.157
ZNF536	0.02625
MEF2B	0.35725
PTPN4	-0.396
CTCFL	-4.4705
STX5	0.354666666666667
CD72	1.08625
VEGFA	-1.58884210526316
XRCC1	0.8929
MAS1L	0.210833333333333
ELL	0.1718
SETBP1	2.62225
CDH11	3.74816666666667
NDC80	-1.63876923076923
DMBX1	-0.8965
NRSN1	0.203666666666667
BAT2D1	0.129375
CDS2	0.872666666666667
C1orf212	-0.0425
SENP3	-0.5455
IL1F9	0.4115
EEF2K	0.547625
COG8	-0.126
CEP72	-0.4675
OR1L8	0.1035
MUS81	-0.6
PHYH	0.60975
GGT6	0.0806666666666667
C22orf23	-0.323083333333333
C13orf33	1.875375
MAPK8IP2	1.44525
NELL2	4.73975
POU3F2	-1.95266666666667
ALPK1	0.722
MRPS18C	-0.2455
RPLP2	-0.351125
FGF22	-0.0945
SPNS1	-0.125
ZFP1	-0.247
IL1RAPL1	-0.855
PCSK9	-3.0555
NKX2-1	-0.129357142857143
C6orf189	0.616
SP4	-0.434
SLC11A1	0.9064
C21orf25	1.1725
ICAM2	0.158375
SH3GL1	-0.249
GSK3B	-0.486333333333333
RALB	0.99325
PDXP	-1.27516666666667
GNGT1	-1.608875
KIR2DL1	0.3165
TNFAIP3	-0.3005
C6orf32	0.1071
CBLN2	3.23475
PANK3	1.13
TAAR9	-0.1975
WDR82	0.396928571428571
APOM	-3.433125
TRIP10	-0.78725
SPATA16	0.269333333333333
C1orf135	-0.98325
USP51	0.24
TESK1	1.06725
C11orf64	0.047375
ZNF611	-0.3955
PDE6G	0.116333333333333
HLA-DQA1	2.75925
GCLC	0.37325
SEC61A1	0.102785714285714
TWSG1	0.469833333333333
ZMYND10	3.19975
CTDP1	0.612875
ADAMTS6	-0.25
SLIT1	-0.46375
KRT86	-0.6935
KIAA0574	0.675
GTPBP2	-0.7543
PQLC3	0.4905
PRRX2	0.622166666666667
C15orf44	-0.0805
MKKS	0.189875
C11orf10	0.008
GPR110	0.129625
CD109	-1.02691666666667
ADCY1	-0.137
RHBG	-2.23225
TP53I3	-0.357
SLC22A3	-1.2506
UCP2	0.4715
FOXG1	-1.1215
OR2AG1	-0.5635
TRIM24	-0.3925
PROC	-2.89025
TAAR6	0.08775
AMTN	-0.2435
C10orf47	0.360166666666667
DEPDC1	-2.06375
FLJ45557	2.77475
ZDHHC17	0.269125
KIAA1429	0.633
KCNH1	0.44025
VNN3	0.116875
PSMAL	0.391
PPARD	-0.1115
HFM1	-1.1635
YBX1	-1.95516666666667
ZNF695	-2.23225
SCTR	-0.258166666666667
DCDC1	0.2205
VPS26B	0.4616
MTF2	-1.01333333333333
ATP6V1F	0.22025
CCDC94	0.331
PERF15	-0.0315
CCL11	2.1855
LMO7	-0.574875
DCST1	0.5025
ADRBK1	-0.101875
CDRT4	-0.402875
ZNF84	0.1725
HOXD8	0.31125
STARD8	-0.434
FOXP2	-0.493
CCDC103	0.171
POLR3A	-0.5834
GSC	0.047
ZNF114	-1.91516666666667
HTR7P	0.9315
LALBA	-0.0185
RMND5A	-0.0703333333333333
PSCD2	1.25775
ZNF409	-0.1675
KRTAP1-3	0.382
MAF1	-0.586
LOC201725	-0.599333333333333
NRN1	-2.0125
SPAG5	-2.22533333333333
DNAH7	2.00533333333333
FLJ43860	0.6625
BRCA2	-0.92125
ACADM	-0.291
CXXC6	-2.919
RAGE	-1.39775
CHMP2A	1.27225
FAM8A1	0.1903
GPR21	0.368
SLC12A3	-2.5815
FVT1	0.235714285714286
ZDHHC7	0.016125
FLJ44048	0.21825
SLC44A3	1.50433333333333
SDSL	2.033
MMP8	-0.412
PLA2G12B	-3.02233333333333
ACY1	-0.35475
MT1E	-0.3485
OR4K15	0.3345
TECTB	-0.004
GPR20	-0.006375
IRAK2	-0.5285
RFPL3	-0.12225
MYO9A	-0.976
NARG1L	-0.381
BLMH	0.069875
CCDC3	2.6115
C9orf21	-0.418666666666667
KIAA0513	0.745833333333333
MIER2	-0.048
PNMA2	-0.4045
SH3BP2	0.7072
ANXA10	-0.6875
RTN2	0.414166666666667
TFB1M	-0.959
PRPH2	1.54525
C14orf133	0.3985
GOLGB1	0.992583333333333
IRX4	-0.16675
NFKBIL1	-0.116833333333333
C10orf62	-0.07825
APBB3	-0.00125
RPS10	-0.3039
LOC728378	1.02825
TLE3	1.40405555555556
PSMB7	-0.193875
MESDC1	1.213
SLC6A1	0.338166666666667
OCLN	1.69733333333333
PTTG3	-1.60166666666667
NAGLU	-0.36175
SERTAD4	0.619125
SPRY1	-0.0635
FLJ10781	0.989166666666667
MYSM1	-0.57125
TRIM4	0.352214285714286
SH3YL1	1.059875
TREM2	3.6875
SERPINI1	3.973
HDHD3	0.48925
TMEM38A	-0.064375
EID2B	0.116
TDRD3	-0.415166666666667
SEDLP	0.67275
THSD7A	1.12566666666667
NDST3	-1.20625
KLHL15	-0.641666666666667
DHRS12	1.4095
FBXO9	-0.180928571428571
TNPO1	-0.40725
MRPL13	-0.824833333333333
SNX5	-1.6725
METTL6	-0.25275
SOD1	1.175
CHML	-0.711666666666667
PACS1	0.85525
SIRT5	-0.573
CAPN2	0.908166666666667
FXYD5	-0.285666666666667
TWISTNB	-0.737875
LRFN1	0.768833333333333
UBE1L	1.920625
UBE1C	0.41225
OR51B2	-0.2255
OR4D11	0.064
C15orf2	0.2315
NR4A1	-0.916666666666667
LOC339047	-2.453
TRIM17	0.715
ATP5G3	-0.494571428571429
RPL15	-0.687
ADAMTS8	-0.592
HOXC4	0.487
C14orf37	1.663
CEACAM5	0.8855
MYT1L	-0.183
RASA2	-0.30875
OSBPL7	-0.3455
STAG1	-0.7165
GIMAP4	3.7075
FUT3	-0.4115
PIF1	-2.846375
LPIN2	0.3226
SH3PX3	0.6935
PDP2	-0.3665
PAPD1	-0.6455
ERP27	2.65625
APOOL	-0.0739
DIABLO	0.35025
TRHR	0.038
ARMC9	0.322625
RNF152	2.09225
SLITRK3	0.0898333333333333
ZNF211	0.5773
PFDN1	0.59825
RGS11	0.7995
HS6ST1	0.1489
AKR1D1	-0.4405
TNP2	0.155166666666667
STK31	0.654666666666667
EML4	-1.131
SGTA	-0.179833333333333
HIST1H2BI	-0.927666666666667
PSMD6	-1.37333333333333
KIAA1257	2.0745
C18orf55	0.0835
FLJ20273	2.266625
RPL28	-0.661166666666667
EPYC	1.337125
NOX3	0.096
ELAC1	0.664833333333333
METT11D1	-0.94075
BIN2	-0.133
NACA2	0.166
CCDC17	-0.78
HM13	0.3223
UBOX5	-0.10325
UBE2O	-0.540625
UBL5	0.76775
APOLD1	0.733125
C9orf31	0.59975
TNFSF8	0.4505
ARHGAP29	-0.470125
PROKR2	0.2785
PDE5A	0.189833333333333
C6orf12	-0.146
TOM1L1	-0.2425
WHDC1	0.38775
FOXI1	1.67766666666667
RAB4A	1.1701
TMEM39B	-0.59775
ATPBD1C	-0.00600000000000001
FARSA	-0.103166666666667
PLEKHG5	0.199
CMAS	-0.179333333333333
OR7E24	-0.9735
SLC30A1	-0.339
CDC42EP5	1.42083333333333
PLAC1	0.87475
KLHL18	-0.144916666666667
LBA1	0.2112
TAZ	-1.14575
CRIP2	1.256625
BTBD11	1.48283333333333
C16orf72	0.89425
DIO2	1.8063
LRRCC1	0.297166666666667
CCDC136	-0.899
PRX	0.079625
RBM5	0.1958
TMEM85	0.0545
TUBGCP4	-1.09983333333333
APLN	0.63825
CDK7	0.215166666666667
SSR2	1.15516666666667
CRELD1	-0.0135
C19orf46	2.50825
GAL3ST4	0.531
KBTBD10	1.1185
IL28A	0.321
WDR27	-0.9255
MCM2	-1.14766666666667
SOX14	0.377
FLJ39743	0.3005
KIAA0922	-0.8545
HIPK4	-0.0715
FLJ25758	0.028
C16orf57	-0.529083333333333
PDZD2	1.578375
MCC	2.08075
HHLA3	-0.5895
ID2	-0.8585
C20orf23	2.5475
ZNF688	1.39775
APOC2	-1.57233333333333
LOC440093	-0.05425
FAM50B	0.09
PWP1	0.174
DNAH10	0.61775
HIST1H2BA	-0.0995
GPR56	0.7175
METAP2	-0.180875
PAN3	0.368
STXBP4	0.6305
PDHX	-0.449
MTA1	-0.0273333333333333
ZBED4	-0.017375
ZNF720	0.44875
CDK2	-1.119125
RHOJ	0.311875
CDC37	-0.0305
ZER1	1.156625
GRK4	-0.3705
PRPH	-0.0045
POLR2A	0.416375
OGFOD1	-0.98575
NOL5A	-0.87675
PHEX	-0.83
FLJ16478	-0.13075
C20orf117	-0.5075
CAMTA2	0.32025
C11orf74	0.234166666666667
DDX17	0.1955
C5orf27	0.12375
PLEKHA2	-0.5898
PDE4DIP	-1.026
SCN7A	0.0565
ZNF559	-0.1675
CXCL10	2.92175
ZMYM4	-0.1525
STK32B	0.512
KIAA0888	-0.4448
TACR3	0.2045
CKAP2L	-1.852
KIF1A	1.05516666666667
RSPRY1	0.66875
VCAN	1.37525
CYP27C1	-0.0145
SYDE1	-1.17
MED12L	-0.11925
ZDHHC21	1.119
NHS	-0.157
TM9SF3	0.605666666666667
DDHD1	-0.450875
MAFG	-0.676416666666667
BICD2	-0.4676
C14orf119	0.0336666666666667
C14orf43	0.0970714285714286
CDH7	-0.306
ALKBH5	0.163357142857143
JUP	0.858
TMEM41A	-0.0595
MAMDC4	-1.35
CBX3	-0.27375
LRRC18	-0.113
RBMXL2	0.133
PLA2G4D	0.3805
FGF13	1.391125
KIF3A	2.4375
PDIA6	-1.2015
DCXR	-0.17875
CASKIN2	0.348166666666667
EHD1	-0.0223333333333333
MARCKSL1	1.08266666666667
ZNF496	-0.0876666666666667
SCAF1	0.162166666666667
KCTD8	-0.4765
TRAF3IP3	0.700071428571428
LSR	1.45775
CXorf1	0.1798
C14orf112	0.180666666666667
EIF2B1	-0.016
OMP	-0.369
GSTZ1	0.01525
LOC92017	0.982
ISLR2	0.7605
C12orf36	0.181
GATA2	-0.505
GABRA5	-1.0205
CELSR2	-0.378642857142857
STAM2	0.6005
TNAP	-0.0665
PTPMT1	-0.625166666666667
GRP	5.2555
SV2A	-1.19383333333333
MAGEA12	-4.174
CACNG1	0.827
C18orf19	-0.667
GSG1	-0.302333333333333
PTPRJ	-0.286714285714286
FRMPD1	0.3505
ZNF668	0.8625
PLEKHJ1	0.000875000000000003
ADAT1	-0.2395
TMEM50A	0.6362
UCN3	0.568
HOOK1	1.5095
IL17B	-0.7655
MLKL	-0.378666666666667
TTC14	-0.436
KLHL5	1.6415
CRYL1	0.261333333333333
FOXH1	-0.0535
NFYB	0.194125
PPM1G	-0.4755
GOLGA2LY1	-1.10725
NMT1	-0.419
HADHA	-0.2286
CHSY-2	1.555
PLEKHF1	0.8045
SAGE1	-1.7515
MUSTN1	0.03025
SUHW4	0.32525
TFEB	1.5615
ZFYVE27	-0.14325
ATG12	-0.483833333333333
BMI1	2.35078571428571
ZIM3	-0.055
MYH4	-0.75025
MASP1	-0.645416666666667
KIAA0984	0.45375
RPAP2	-0.41575
ASB5	0.00249999999999999
BOLA3	-0.9085
MIA3	1.79016666666667
KRT35	-0.0125
KIR3DL3	-0.3685
MRPL51	0.47475
SEMA3F	0.981833333333333
NDUFB2	1.22616666666667
LOC253012	1.252
FAM46C	0.1809
G6PC	-1.5625
CSAG3A	-3.78516666666667
PREX1	0.7105
SLC25A45	-0.042875
MAPKBP1	0.3885
CPE	-0.2174
GNB1	-0.56
CXCR6	1.196
TRIM46	0.107
C16orf3	0.326166666666667
HPSE	0.452125
TIGD3	0.3655
SPG3A	1.7145
LCAT	-1.5035
ST6GAL1	-0.639166666666667
POMC	0.10675
FLJ36031	-0.654166666666667
NSMAF	-0.9705
SKIL	0.6715
ADSS	0.418666666666667
HMGCS1	-0.9994
POLR3F	-0.0735
RAB10	-0.134875
ZNF277P	-1.185
ZBTB7B	0.721875
DHRS1	0.56825
ABCC13	-0.007875
CNOT3	0.151
NFKBIA	0.8375
GAK	0.2515
SFT2D2	1.2785
HOXA6	-0.119
CRTC1	0.815375
LY6D	-0.599166666666667
