Hybridization REF	TCGA-AR-A0TS-01A-11R-A115-07
NRBP1	-0.071
SLC25A22	-0.02775
ILK	0.59675
SLC22A8	0.606666666666667
MRPS7	-0.629
PITX2	-1.19875
FABP3	-0.9835
OR1L1	0.154
LOC728215	-1.079625
BLID	-1.468
KIAA1217	1.77717647058824
TFPT	-0.12025
AP4B1	-0.282
VBP1	-0.635
OR1K1	-0.047
MORC3	0.44475
BHMT2	-0.176166666666667
C3orf10	0.684375
FZD7	1.5455
WFDC10A	-0.758
PMS2CL	-0.625125
CCDC32	0.319333333333333
FA2H	-1.81875
ALG13	-0.7455
TTLL7	0.9091
SPOCK3	0.9885
SLC13A2	0.6135
AIM1	1.4185
GPRC6A	0.0125
EGR2	3.891
MED11	0.32525
WWC1	0.83775
SH3GL3	0.5775
RIF1	-0.803714285714286
PRLH	0.0555
VLDLR	-1.1895
DBT	0.40175
C21orf63	0.1775
CGGBP1	-0.171
KRTAP12-2	0.0815
TADA3L	-0.1115
ZBTB16	1.7055
PDGFB	1.87475
RFX1	0.236625
UQCRB	0.4934
LOC133874	0.229
HPS3	-1.535
LGALS3BP	-0.1669
DKFZP564O0823	2.766
MRFAP1L1	-0.101
HOXA10	-0.0788333333333333
NGB	-0.1215
KIF21A	0.999615384615385
IFLTD1	0.017
LZTS1	-0.468
ARHGEF3	1.638
RHBDL3	-1.0635
CSNK1G2	0.773583333333333
ChGn	-0.9515
KIAA1244	0.724666666666667
GABRB2	-0.2635
MGC72080	0.053
CD27	4.13325
EGLN1	-0.9625
PEX13	1.93725
RWDD3	0.526
RNF12	-0.664833333333333
GRIN2B	0.15
ADAMTS14	-0.561875
DYDC2	1.57983333333333
ATP6AP1	0.9283
NR1H2	0.02
PDK2	0.17
C3orf17	0.355
SLC38A2	-0.567785714285714
SLC25A29	-0.362666666666667
C15orf29	0.037
ADAM9	0.937916666666667
TMUB2	0.692
GPR176	-0.56175
AGK	-0.66125
MCCD1	0.4295
NDUFA4	0.43275
TMEM146	-0.68975
DUSP1	0.306875
UNQ6975	0.092
EMX2OS	3.8295
INSM2	-0.11925
LUZP4	-0.1375
SETD6	-1.37225
P2RY2	-0.23325
SLC45A2	-1.787
RABGAP1	0.118666666666667
UBXD5	-0.542375
GPRC5A	-1.1019
PAK3	0.528333333333333
LOC63920	0.099
TGFBR1	1.5773
KRTAP6-3	0.5425
SFMBT2	0.201
CDC42	-0.1109375
C11orf35	-0.0535
TTLL2	0.06725
UACA	0.3635
CD97	0.0598
SETD5	-0.6055
NINJ2	-0.06475
PTER	0.4655
POMGNT1	0.0575
KRTAP4-2	0.018
ECGF1	2.541625
HRB	0.249636363636364
ATP1B2	-0.4213
LOC400506	0.246
COL4A3BP	-1.271
C6orf97	-1.49275
GRHPR	0.277
TAS2R1	0.467
SEMA7A	0.2715
EDF1	-0.621
ODF2L	1.2456
PCID2	-1.21383333333333
GTF2H4	0.545833333333333
ZCCHC3	-1.0415
CGB2	-0.126333333333333
NEUROD1	-0.3405
C20orf75	-0.121
RP5-1054A22.3	3.36466666666667
IFNA5	-0.4245
ZNF134	0.0776666666666667
MGC119295	-0.5682
ZSWIM6	0.26175
SMEK1	0.091
PCGF2	-0.07675
C1orf102	0.8325
CYP2A13	0.675
KCNH6	-0.8623
MDM1	0.1616
ALDH7A1	-0.580833333333333
C9orf75	-0.78875
VDAC3	-0.12925
OR51T1	0.0985
EIF3F	0.636333333333333
KCNJ10	0.236625
LENG8	-0.166
EDEM2	0.311
CCNJL	-0.2805
DHX37	0.0545
CRYGN	1.126
AATF	-0.627375
ZNF630	1.0445
E2F5	-0.349
WFDC13	-0.74275
FTSJ3	-0.883166666666667
C4orf33	0.10825
LHFPL4	-3.0145
C19orf56	-0.469916666666667
SMAD4	0.766875
AFM	-0.556333333333333
G0S2	2.123
FCHSD2	0.59
RRP1B	0.1107
EEF1B2	0.193166666666667
STAT6	0.26
ZNF195	-0.65525
GNL1	0.6595
ZNRF2	0.964333333333333
PER3	0.52075
ASB16	-0.13275
C10orf10	2.10792857142857
ADCY8	-3.18216666666667
C9orf58	2.28616666666667
ARMC10	-0.735666666666667
PSG1	-0.8535
DHX34	-0.31275
VARS2	0.4815
NFIC	-0.518
ITPR2	-0.572
AGXT2	-0.1394
OR6K3	0.2615
H2AFZ	-0.05575
MLLT3	-0.0282500000000001
COX4I2	2.0835
CCNT2	-0.424125
PLK4	-1.226125
NUMBL	-0.695666666666667
MED16	0.163
PLEKHQ1	1.9865
GOSR1	0.259222222222222
BTG4	-0.37875
RPL30	0.82325
IGSF5	-0.3325
IGFL2	1.495
ELMOD2	0.402166666666667
SHC3	-0.774333333333333
HAVCR1	0.25
DYNC2H1	-0.2915
RNF5	0.415333333333333
C2orf7	0.729
NLF1	0.788
KLHL25	0.45075
LRP10	0.5792
KRI1	-0.691
PUS7L	-0.383333333333333
MGMT	0.66875
HOXD1	-0.377333333333333
CSH1	0.1948
ATG16L2	-0.62375
FLJ44635	0.5385
CHODL	3.022
EXOSC8	-0.618
SLC28A1	0.83225
MYO7B	-0.342833333333333
SEH1L	0.4222
MTNR1A	0.109666666666667
TSPAN5	0.629833333333333
CDC45L	-2.34766666666667
AMIGO1	0.312
ATAD3A	-1.0475
OSGIN2	0.222166666666667
PDIK1L	-0.172166666666667
DARC	3.52375
PIPSL	0.8615
SHMT1	0.44925
CRISP3	-0.167
POPDC2	2.937
ZRANB2	-0.7845
FBXL8	0.972
TRIP13	-1.22754545454545
EIF5AL1	-1.257
POU5F1P3	-4.1655
IL6	-0.456666666666667
CXorf38	-0.455666666666667
IFNA16	0.241
FBXL2	1.16
BRD1	0.06925
STATH	0.3995
FBXO44	-0.1745
MCCC2	-1.25275
CDC2	-0.9679
C5orf23	3.42225
IVD	-0.615166666666667
C10orf122	-1.45075
MSL3L1	1.0254
MVP	0.562
EPOR	-0.6009
ZMYM1	-0.247
BCL7C	1.11816666666667
PSTPIP2	0.0128
LYPD1	-2.042
OR8G5	-0.2265
ZP3	0.627833333333333
BCAS4	0.916166666666666
EDG6	4.1255
ISY1	-0.70025
PRAMEF2	-0.61875
CUL1	-0.423875
RNF213	0.8349
CCRK	-0.22475
DHX9	-0.50825
C13orf29	0.40525
NCKAP1	0.799833333333333
MRPL43	0.648
XPR1	-0.93175
PKN2	0.8046
PODNL1	0.0485
ZNF333	0.236625
DALRD3	0.158
OPN1SW	0.276
BTBD6	0.6795
C11orf82	-0.892
OR5P3	-0.1825
DUSP11	0.7045
L1CAM	0.3869
NEK11	0.752666666666667
OR7E91P	1.0785
CNTN3	1.3527
CREB3L2	1.57925
ZBTB37	0.5995
KIAA1324L	0.4775
NDUFB10	-0.332
NUDT2	-0.363
GTPBP8	0.3305
CACNA1D	0.2325
PRKAA2	-0.732333333333333
PRDM8	0.151
MGC16075	1.10433333333333
KRT14	2.30807142857143
PP8961	0.768125
MRPL18	-0.13425
ABCG2	-2.05025
PACRG	2.48675
BBS2	-0.3885
KREMEN2	-2.0695
FBXO21	0.1535
HNRPUL1	-0.0760833333333333
GRB10	0.71575
CLSTN1	0.395875
LMAN2	0.3586
C17orf61	0.36025
NIPSNAP3A	1.54225
INSIG2	-0.532
PCDHB7	-0.102666666666667
STXBP2	0.044625
CMAH	2.08858333333333
SEMA5B	-0.47375
ZNF155	0.248
COQ6	-0.426666666666667
PRPF4	-0.4395
TSPAN15	0.4922
VN1R5	0.4375
LATS2	0.60875
SELK	0.426
PGK2	-0.01325
MS4A1	4.44625
TYW3	-0.7879
KRTAP5-1	0.56325
RCCD1	0.0193333333333333
BTN1A1	0.36
DDX28	0.3545
TMEM65	0.974
LOC92345	-0.20075
TTC31	-0.24525
WDR46	-0.240166666666667
CHP2	-1.14266666666667
LSP1	1.69875
ZNF542	-0.0745
EXOSC1	-0.3065
ARHGAP18	-0.605166666666667
LRRTM4	-0.742625
MAOB	0.473333333333333
CACNB4	-1.26225
MGC33846	1.241
RANBP3L	-0.3895
ATP5L	1.03475
ONECUT1	-3.9895
NUDT9	-0.356
TMEM149	2.2215
STX17	0.44275
IGSF10	-2.85925
TMPRSS9	0.268
BMPR2	0.714333333333333
ALLC	0.2765
KLF7	0.196875
GCC1	0.2652
TIMM9	-0.6105
CDO1	1.24983333333333
MGC10701	-0.8785
IFI6	1.77783333333333
FRMD8	1.4045
MGAT2	0.89175
WBP5	0.961333333333333
CNIH2	0.57175
KIAA0907	-0.9148
KCNH8	2.679
CTSG	-1.0175
GRIK1	-0.531
CUL5	1.667625
FRMD1	-0.039
OR9A4	0.836
SYT6	-1.86425
FOXD4L2	1.3445
ANAPC2	-0.868666666666667
OPN5	0.1535
TAF13	0.33125
LYG2	-0.50625
GGNBP1	0.1095
C11orf40	0.3985
OTX2	-1.427
REG4	0.655
EIF5	0.43
PALB2	-0.774
SEPSECS	0.0619
RNASE3	0.24125
TRIM49	1.3935
POLR2K	1.4137
GPR42	0.285
C8B	-3.0015
SASS6	-0.74325
PREB	-0.0608333333333333
OR3A3	0.2305
TUBA8	1.119625
IGLV2-14	2.9525
STIL	0.029
ANKFN1	-1.35233333333333
NME7	0.266
HOXC12	1.41525
UBE2C	-0.143125
FHOD1	-0.94525
CDK2AP1	1.61916666666667
OR6K2	0.3495
DHPS	-0.7665
RPL5	0.0318333333333334
TRGV5	0.741
LOC541472	0.717125
HCCS	-0.1908
DENND1B	0.961
LHX3	0.6515
OR5D16	0.4235
CXorf57	-0.7275
IRF2BP1	0.4225
NDST2	0.9485
LCE3D	0.0415
BOLL	-0.000499999999999973
SYT3	-0.26325
PIH1D2	-0.40075
C20orf7	-0.755
IL1R2	1.19666666666667
SLAMF9	-0.3375
PPME1	-1.13925
PIK3CA	1.15525
TRAPPC1	0.059125
COLEC10	-1.03125
SLC9A6	1.58883333333333
PDDC1	-0.349583333333333
CCDC53	-0.04675
GK3P	-1.3605
DAZL	-0.11225
BRI3	1.03375
SDK1	0.602875
CYP2C18	-0.008
IFI44L	3.717625
RPL3L	0.4035
FUT9	0.723833333333333
KIFC2	0.202166666666667
PMP2	-0.86425
SLC4A9	-0.0195
PLAG1	-0.5155
MYCBP2	0.5065
OR4E2	0.8155
CCDC65	1.84125
C16orf82	-0.14675
ENTPD4	-0.278125
BRP44L	0.967125
PMP22CD	0.15725
TMCO4	1.51666666666667
KCNN1	-0.396
WDR35	-0.31
CCDC80	1.97375
C3orf31	-1.50325
SLC7A9	-1.00825
TMEM190	-1.74425
DBC1	-1.82966666666667
FADS3	0.666166666666667
PDZD8	-0.247
GRM5	-0.064125
AZGP1	2.6887
PEX3	0.0315
MED1	0.0428571428571429
ATG4C	0.109333333333333
HNRPH3	-0.81775
FAM109B	1.9315
C4orf17	-0.2295
CA10	-0.267
OPRD1	-0.196
CCL16	-1.9915
SACM1L	-0.54175
CST6	4.227
CD63	0.5884375
LGI1	-2.34925
ZNF784	0.66125
CRYBB1	-0.5905
CX3CL1	1.4206
TOP2A	-1.2175
GYPB	-3.495
GADD45GIP1	-0.9035
FEN1	-0.682375
IGF1R	-0.1564375
WDR72	-3.2385
PURG	-1.23283333333333
DEFB126	0.3715
PKD1L1	0.45825
CAV1	-1.9574
GNPDA2	-0.3289
DGAT2	1.5905
NLGN1	-3.4255
STRBP	-0.154
HPRT1	0.557333333333333
FANCI	-1.02875
PSMA7	0.383375
DBF4B	-0.851333333333333
TTF1	-0.87275
RAD54L	-0.8905
ELOF1	-0.4425
PLAGL2	0.972375
ZNF256	0.57675
HMGCL	0.47125
MSI2	-0.2745
RPESP	-2.25
C11orf60	-0.3
ABCD1	1.6785
ACAA1	0.1448
SPARCL1	4.25664285714286
IL6ST	-0.2467
ZNF319	0.967
TMEM109	0.5839
FAM90A1	-1.04366666666667
IL22RA1	-1.593
ATP4B	1.0365
TEC	-0.8075
C7orf30	-0.8265
TXNDC2	-0.864333333333333
ABCB4	-0.04975
KIAA1191	0.487625
C9orf38	0.03
SFTPB	0.184
CNTNAP2	-0.25175
FRK	2.1355
TBX19	2.1835
CHD4	-0.3045
C6orf26	-1.6755
MOSC2	0.421
IKBKE	0.523
HIF1A	-0.820333333333333
LOC595101	-0.543
RELA	0.460333333333333
TMEM16B	1.804
ABHD12B	-2.8035
TSEN34	1.75775
KIF18A	-1.1495
TXNDC9	0.648166666666667
SPATA2L	0.157
SEMA4G	-1.638
C21orf91	1.012625
MATN1	-0.115
KCNIP4	0.311166666666667
TUSC1	1.11625
OR4C15	0.17175
ARMCX6	1.09191666666667
WBSCR27	0.486333333333333
OR52I2	0.1565
KIAA1604	-0.725
DYNC1I1	-1.02125
PPP4C	0.2415
SLC47A2	-1.92166666666667
TREH	-0.130125
CD48	4.19716666666667
ST14	2.3385
PKN1	0.30025
SPON2	1.23225
XBP1	-0.872583333333333
SFRS12	-0.951333333333333
EFCAB6	0.34475
SELT	1.3485
SLC39A2	3.317
ERF	-1.01283333333333
ARL3	0.133375
SURF6	-0.9438
MLLT10	-0.0103809523809524
FLJ11171	2.2205
TDGF1	-4.07583333333333
ERCC6	-0.4595
EIF2AK4	-0.312125
BAZ1A	0.0361666666666667
LRRN3	1.34833333333333
TMC3	0.125
EFTUD1	-0.2255
PTPRO	1.51733333333333
CLEC12A	1.228625
ACBD4	-0.117625
ZDHHC14	-0.302625
OTUD7B	0.58325
ACTB	1.0376875
MSRA	0.193875
LCE5A	2.474
IFI35	0.29025
BSCL2	-0.0151666666666667
ANKRD12	0.338833333333333
CFHR2	1.521
RGAG1	-0.647833333333333
HSFY1	-0.4495
SLC30A5	-0.513583333333333
IMPG1	0.3695
GPR109A	0.387
ZNF185	1.894
IYD	0.035
NPCDR1	1.1775
SERPINA13	-0.1565
HMGCLL1	-1.07275
NEUROG1	0.545333333333333
UBQLN1	-0.57825
LIN37	0.96875
SOCS2	-1.67225
DSCR4	-1.677125
XKR6	-1.33325
GPR142	0.598
KRTAP13-3	0.984
CCDC15	-0.602
MOS	0.379
CD1E	-0.043
OFCC1	0.669
FAM83D	-0.02875
SRFBP1	-0.53025
C9orf96	0.013
DHDH	1.8745
CCDC90A	-0.7995
RABL3	-0.1327
CD320	-2.066
ANGEL2	0.303833333333333
MRPL21	-0.41325
SMG6	0.499166666666667
INSR	0.9963125
FLJ14816	-0.4515
GLRB	-1.98983333333333
C9orf89	0.55875
CIZ1	-0.708125
URG4	0.004
LRDD	-0.5595
CBY1	1.577
NFX1	-0.2285
MTERFD2	-0.0218571428571428
C19orf23	0.29
PGC	-2.62475
IER3IP1	0.3336
RASAL2	1.24183333333333
C1orf89	0.68
SYNJ1	-0.315875
NFKBIE	1.57175
FLJ40125	-0.414333333333333
TCEB2	0.6525
NOG	-1.282
POLR2J2	-0.484666666666667
HLA-B	2.83375
PCDHA1	0.8225
PPP2R2B	0.2075
ARHGEF17	0.2455
TCF7L2	0.88
CHD5	0.445833333333333
ZNF431	-0.932375
TBC1D25	-0.235
ZNF800	-0.6635
SCUBE2	-1.21927272727273
MYCBP	-0.746166666666667
GPX5	0.123
C6orf129	1.87066666666667
QSER1	-0.174833333333333
ULK2	2.04
PIGO	0.448166666666667
NRCAM	-2.88814285714286
SLC35E3	-0.620625
CSRP2	0.66525
HYPE	-0.29375
MAPK15	0.199166666666667
MGC14327	-0.15525
TIMM13	-0.86
ZNF462	-0.46325
GBA3	0.617
TEX13A	-0.4365
MCM6	-1.02811111111111
MTRF1	-0.77125
ABCA7	-0.3665
EIF4A2	-0.0585
ZC3H10	0.4838
RPGR	-0.996666666666667
C20orf94	-0.694
RP1L1	0.075
GPR125	0.408
USP22	0.495428571428571
OR1L4	-0.0965
MLZE	1.92125
FLJ32065	-0.04125
PTCD1	-0.9655
CRTAC1	1.62216666666667
BXDC2	-0.92475
C18orf1	0.944166666666667
FAM107A	3.87192857142857
EFNA3	-0.312
P18SRP	-0.6263
CAMKK2	1.1955
KIAA0649	-0.77675
NES	-1.48816666666667
HS6ST3	0.383625
PON2	-1.1435
TCP11L2	-0.665
CLEC4A	3.0625
PRR12	-0.47
MLXIPL	-1.2529
C2orf50	0.6665
ZNF28	0.885
ENC1	1.0295
MAP2K1	-0.315875
FKSG2	0.71175
KIAA0430	0.8385
PTP4A1	-0.892944444444444
GPR156	1.1495
GTF3C6	0.581
UBR2	0.5786
LOC388272	-1.44525
MAK	0.012
ACOT4	2.0625
STC2	-2.47233333333333
PIGW	0.3205
SAE1	-0.100375
COL6A1	0.662818181818182
OAZ1	0.452833333333333
STMN4	0.579833333333333
EDG3	0.00399999999999999
SGCE	1.02483333333333
IL11	-2.7975
PRSS8	2.472625
YIPF5	0.15125
WNT4	3.009875
CSN2	0.329166666666667
TCF7	-0.57275
TDO2	3.5115
SAMD9	0.6143125
S100A7A	-0.5065
MMRN1	3.55216666666667
GKAP1	-0.897
AKR1C3	-1.236375
RNF19A	0.4115
GMDS	-0.1055
YKT6	-0.043375
SPARC	1.5498
C12orf31	-1.09175
UBE2V2	-0.3635
FBXL18	-0.282
KIAA0460	0.6125
ADAM22	-0.660875
SERPINC1	-4.81075
KCTD21	-0.1765
MYOHD1	-0.73925
ZNF37A	0.045
GTF3C1	-0.377333333333333
CTSZ	1.25475
PRNPIP	0.2195
DRD1IP	0.33025
NR1I2	-2.40466666666667
ZNF266	-0.2171
SPAG4L	-0.2075
COX4NB	0.512
SAPS1	0.3865
APOA1	-3.520125
TATDN1	0.138166666666667
C10orf82	-2.4935
KPNB1	-1.63725
FOXO3	0.188
CRYBB2	-1.223
ZBTB5	0.0313333333333333
SLC25A38	-0.9445
DCTN2	-0.565166666666667
IFT20	0.08275
CTHRC1	1.4595
C1orf31	-0.326
UHRF1	-0.8369375
GPC6	-0.706
C10orf54	2.38875
MCF2L2	-0.4135
WNT9B	0.1185
OLA1	-1.290625
FAM120B	0.13675
TTLL10	-0.1665
CYorf15A	-4.911
RELN	-1.0155
SCN2B	0.691166666666667
MFHAS1	-1.03725
NKX3-2	-0.0946666666666666
RASGRF2	-0.3435
SSBP1	-0.878333333333333
KPNA6	-0.135785714285714
LOC389118	0.059
HS3ST4	-0.4207
SUPT7L	-0.267625
FLJ32658	1.382
IGFBPL1	-0.14625
KIAA1641	-1.2353
SHKBP1	0.589166666666667
CSF1R	4.32325
NAGK	1.10425
MYL2	0.3995
HIST1H4C	-0.628
TOMM7	0.899375
ADAMTSL3	4.1165
TNFSF14	0.503
PRRT2	-1.335
VTA1	-0.018375
AOAH	3.697
CRISPLD2	1.21921428571429
PNN	-0.6552
TA-NFKBH	0.51025
ESPN	-1.466
RBM43	-1.2005
KIAA1267	0.948125
DDX3X	-0.108388888888889
KIAA1576	-4.04175
PLXDC1	3.29866666666667
FLJ25801	-3.87425
HNRNPL	-0.007
RUNDC3A	0.408166666666667
CASP12	1.5885
SH2D5	-1.35325
RPL26L1	0.265
OR51A7	0.279
HDC	1.268
C2orf16	0.097
SYTL3	2.79375
GOLGA4	-0.12925
NOTCH1	0.970166666666667
ATPAF2	0.20775
ECD	-0.2535
SSX5	-1.47916666666667
SNAP91	1.3445
OCA2	-0.105
PNPO	0.991166666666667
DAPK1	0.990333333333333
PINX1	-0.908833333333333
SELENBP1	0.225125
NEK3	-0.871666666666667
TMED4	0.0696428571428571
SSTR4	-0.0735
FOSL1	-2.2591
CD40LG	2.8805
CES1	-0.890666666666667
DCI	-0.735
B3GAT3	0.258833333333333
STK17B	1.2205
CNTN6	-0.1425
CYP3A4	-1.71516666666667
MBOAT2	1.19492857142857
PISD	-0.4015
USP1	1.436
PYDC1	0.877666666666667
CENPM	-1.04375
SAR1B	0.067
TTC7B	-1.022875
DP58	0.193
GPC1	0.82075
RBL1	-1.48825
TMEM137	-1.95116666666667
TOB1	0.169916666666667
TCEAL1	0.510833333333333
CENPF	-0.272818181818182
C6	4.4575
PRSS1	-3.55225
PPIL6	0.121
C6orf124	-0.3895
ODZ4	0.369333333333333
SNCB	-0.3425
NDUFB9	1.0185
CNOT6L	0.558333333333333
S100A9	3.1855
TRIM50	0.2825
KCTD1	0.549
WDR63	0.0015
SPEF2	0.615875
RNGTT	0.164333333333333
CXorf22	0.284
KCNK16	0.304
CEP250	-1.03075
ATPBD1B	-0.39425
KCNJ2	2.9895
MT1B	-0.645
ZNF684	0.524
SLC4A1	0.547
PDHA1	-0.9045
ZNF492	-0.5495
TKT	-1.69575
BYSL	0.55175
RNF38	0.6685
AHDC1	0.31
KLHL2	0.91
CMTM8	0.04025
DMP1	-0.977
HERPUD2	0.699
CRTAM	4.5965
ZNF572	1.816
TMEM16J	-0.0245
HSD17B2	-1.681
UBE2G1	0.397375
AHSA2	-1.00725
PELI2	-0.4895
TPX2	-0.5575
ATP9B	0.329333333333333
DAZAP1	0.113625
HMGCS2	-0.187666666666667
C17orf38	0.441
B9D1	-0.544125
NKX2-5	2.22383333333333
KIAA1276	-0.1015
LILRB2	3.077
CSTF1	-0.455666666666667
BTN2A1	0.201333333333333
C15orf48	3.57625
IGF2BP3	-2.49225
FAM113B	1.94483333333333
HRG	-0.03225
ZNF131	-0.5225
USP47	-0.0518571428571429
CCDC88B	0.873
HCN1	-0.9072
HTN1	-0.469666666666667
SYCP3	-0.805
C13orf23	0.2079
PAPOLA	0.1875
AATK	-0.4401
MSH3	-1.48416666666667
NDUFAB1	-0.46125
ITLN2	-0.928
BAK1	0.770333333333333
MRPL45	-0.311
MTNR1B	-0.115166666666667
LOC645843	0.885
SPECC1L	0.380125
PGCP	0.49
SPN	0.184875
GPR143	2.0115
ZNF576	0.278333333333333
TMEM39A	-0.1449
ATP5D	0.0903333333333333
MAGEB3	-2.4605
RPS5	-0.812
ANP32E	0.216642857142857
MTMR1	1.69475
YEATS4	-1.3555
SYNGAP1	0.01525
PCOLCE	-0.0728333333333333
MNS1	-0.868
PCYT2	-0.142666666666667
ZNF182	-0.948
LAX1	2.16275
SPPL2B	1.0126
ELOVL5	0.3253
PCDHAC1	0.513
B4GALNT1	0.584
BLOC1S2	0.53275
ZNF673	-0.868
ARHGAP21	1.0885
IRX5	1.961
LRFN5	-0.827166666666667
FAM7A1	-0.171
RAB19	0.4725
GINS1	-1.58375
ITM2B	1.2962
PAPSS2	2.67175
OR5BF1	0.2735
ACSL3	-1.01575
KIAA1919	-0.59325
GLT8D2	1.64375
UTRN	0.922714285714286
CNN1	0.212
HISPPD2A	-0.902666666666667
SDAD1	0.033625
SIGLEC9	1.40566666666667
RPL35	-0.582285714285714
C22orf26	0.4475
IMPDH2	-1.040375
WDR69	-0.80025
SEC14L5	0.495833333333333
CLTA	0.18825
RP11-529I10.4	-1.13875
GPR37L1	0.3625
OGDH	-0.371166666666667
ASB13	1.6775
ZFP14	-0.40075
ZCRB1	-0.129833333333333
KPNA3	-0.3225
HSPA1L	1.22825
RHOC	0.562
LOC554175	0.09575
PPP3CA	0.5723
SLC1A7	-0.6525
ZNF529	-0.469666666666667
RBED1	0.59725
DDB2	-0.89525
FLJ11286	-0.193833333333333
SPATA1	0.2255
MKNK1	0.858833333333333
DYSF	1.22666666666667
ALKBH2	-2.06775
NKD1	-3.26083333333333
C1orf174	-0.71625
PLEKHO1	1.46316666666667
ASB10	0.225
RING1	0.603
NPC2	1.43825
AVPR1B	0.0505
YTHDF1	0.15025
LMAN1L	0.2835
GSG2	-1.104
CEP170	0.8421
RPS4Y2	-5.03575
MSH6	-0.0855
HECTD2	0.423333333333333
ZNF556	-3.90116666666667
PLEKHC1	-0.065
AIRE	0.633166666666667
BCL2L10	0.98875
LMOD3	0.4975
ZBTB8	0.169
FOXA2	-1.4552
SLCO2A1	2.88675
C3orf46	0.152
PRDM16	-0.276666666666667
TMEM98	0.69625
FRMD5	-0.5765
PDE6C	-0.13
C1orf216	-0.254
EP400	-0.388642857142857
PTK2	0.676416666666667
RNF217	-0.30325
NDUFA8	-0.1185
ZFAT1	0.82375
LAMP3	4.40766666666667
GLTSCR2	0.4975
NPW	-0.451
LLGL2	-0.639
PPM1K	0.092
C20orf177	-0.8935
KIR2DL4	0.5958
NFKB2	0.54475
C21orf122	1.8405
HESX1	0.42275
GPR114	2.55566666666667
SLC25A35	-0.1485
GNAT1	0.201
ORAI3	0.069
FAM76B	0.131125
TMEM99	1.3247
TRIM29	2.1038
CDS1	0.1845
RHEB	-0.2524
C4orf27	0.426666666666667
RAB3A	-0.9855
OTUD6B	-0.21825
GPD1	1.682875
CDH15	-0.254833333333333
NPM1	-0.48
TMEM117	-0.16425
PRPS2	-0.257833333333333
GCK	-0.0865
ADRA2A	4.39966666666667
TSPYL4	0.3785
TASP1	-0.27225
WDR19	-0.5855
C10orf38	-0.21625
PDE4C	-0.607333333333333
FYB	1.7435
C1orf55	-0.0946666666666667
PPFIA3	-1.2205
RAD18	-1.0745
C12orf44	0.114666666666667
CRYBA4	-0.0275
HVCN1	2.98375
TAF10	1.01
C16orf48	-0.552
DEPDC5	0.8515
LTBP1	-1.453
MAPRE1	0.34675
FGF8	-0.678
C3orf52	0.579375
SENP7	0.670666666666667
LRRK2	1.233
RUNDC2A	0.645166666666667
KIAA0355	0.749833333333333
CPEB1	-2.30475
PPEF2	0.3035
ABI2	-0.881833333333333
KIAA0317	0.163
ATF1	-0.708833333333333
DYNC1H1	1.11625
DIP	-0.20925
TMEM33	-0.508944444444444
POLDIP3	0.53825
C7orf24	0.13475
GPR171	4.699
CDC6	-1.70066666666667
PLD1	0.4592
ITFG2	0.2255
NDUFC1	0.69525
AKNA	0.58225
NBR1	0.04825
PKHD1	0.222625
HPS4	-0.7072
MAFA	1.48325
ULBP3	0.06425
DIRC1	-0.022
IMMT	-0.456375
C22orf13	0.1525
CEL	-0.00525
MARK3	-0.25625
ADAMTS2	0.8055
ARPC3	0.5705
TMEM10	0.073
NPHS1	1.5325
BRD8	-0.865333333333333
WDR12	-1.62375
IDI2	0.038625
HOXD13	-1.703
OR8G2	-1.18075
SLAIN1	-0.69425
GABRQ	-0.065
NR2C2	-1.13675
NKTR	-0.9592
TLE2	1.5315
KIAA0892	-0.724833333333333
AURKA	-1.41663636363636
GPRC5C	-1.9535
TBC1D9B	0.504125
PNPLA6	0.449833333333333
AP3B1	-0.3075
NAG	-0.30925
C11orf68	0.0755
AKR7A3	-0.1995
AHCYL1	-0.392
COP1	1.0795
RPP14	0.0035
PCDHB18	0.38
CDH24	2.02
KRT17	2.4163
LACTB2	-0.04275
DDX24	-0.5214
PHACTR1	-0.939166666666667
SLC35E2	-0.21575
LOXL1	0.0385
IQSEC2	-0.2845
RGSL1	-0.053
PCDHGC5	0.6295
MEGF10	-0.370125
PRRX1	0.622
ASTE1	0.1695
C6orf159	-1.233
MYOD1	1.385
GAA	1.492
ZNF747	0.794
KLRC1	-0.694375
IL1RL2	-0.0795
GDF9	0.21725
GPR119	-0.079
TRAF2	-0.036
HCK	3.87066666666667
BMP6	-0.0635
IL8RA	0.623333333333333
FLJ35848	-1.32175
EFHA1	-0.577
CDSN	0.0611666666666666
C14orf54	-0.336166666666667
LSM3	-1.168875
ZFP41	0.5025
C9orf126	-1.1415
VIT	0.466
SPCS3	-0.05775
DEF8	-0.1385
CHAF1A	-1.30166666666667
C1orf165	-0.378166666666667
ZFPM2	0.8565
FTH1	0.74675
SLC35F1	-1.752
YWHAH	0.77675
C17orf66	0.347333333333333
ADRB1	0.2055
FOXL1	1.0525
RG9MTD3	-0.941666666666667
UMPS	-0.20425
MGC13008	-0.2805
KIAA1161	0.64
CCDC77	-1.026
C12orf65	-0.4344
COG4	0.4505
RCP9	-0.1905
RP4-692D3.1	2.01033333333333
CDC2L5	0.3175
MGC7036	0.543
DNAJC11	-1.3035
GDF2	0.107333333333333
TIMM17A	0.5555
HNRNPA0	-0.4737
OR2H1	-0.03525
PCBP1	0.459875
COL23A1	-1.02275
LRRC2	0.263571428571429
NSD1	0.548785714285714
FLJ37078	-1.659125
WDR91	-0.570166666666667
TMEM179	0.208
