Hybridization REF	TCGA-AR-A0TV-01A-21R-A084-07
SKAP2	-0.0638333333333333
TAGAP	2.5125
TJP3	1.92
C9orf61	-2.34575
IDS	0.5525
PARG	-0.424
LOC131149	0.0545
DYRK4	0.3275
MICALL1	1.413
GALR2	-0.5695
GPBP1L1	0.717375
TBX21	3.99775
KCNJ6	0.0993333333333333
GGN	0.259
CASP5	0.2955
RNF182	-5.80325
BRD4	-0.32975
DOK4	-0.599
SLC46A2	2.6715
SOX9	-1.96441666666667
ZNRD1	-0.171333333333333
PRR6	0.34475
FAU	-0.96225
DTNB	1.5455
CARD9	0.30225
STS-1	-0.615
SLC4A5	-0.043375
NSBP1	-0.73675
UGCGL2	-0.903
POTE15	2.8655
NOXA1	-0.36725
RP13-347D8.3	0.89125
SAMD10	-0.355333333333333
EP400NL	-1.1655
TCF21	0.023
AMELX	-0.057
JPH2	-0.2834
SLA	1.90525
DLST	-1.268
SEPT12	0.18025
RGS20	-4.19025
LXN	1.17383333333333
ZNF419	-0.079375
UPK3B	-0.435
RELL1	1.72475
ESPNL	0.7105
KLHL21	0.653125
PI15	3.788
C2orf61	0.0515
LOC407835	0.0481666666666667
RER1	0.63525
ELAVL2	0.00950000000000001
MGC26718	-1.3765
KLF2	1.46775
TNFAIP8L3	1.88258333333333
TFE3	0.41625
C11orf17	-0.71675
15E1.2	-0.61225
SNRPC	-0.52475
DLGAP1	-1.02075
PGLYRP1	0.104875
OVCH2	0.3055
IRF7	0.9432
SET	-0.2911
NAB2	0.201333333333333
LRP5L	-0.47925
FAM120A	1.271375
ASCL2	0.112833333333333
SHH	0.094
ATP5H	-0.206
THPO	0.0696666666666667
TYRP1	-4.35633333333333
HIST1H3E	-0.6205
EIF2S1	-0.759944444444444
TNFRSF17	-0.918166666666667
TARSL2	0.29625
NKX2-8	0.107875
C1orf115	-1.479125
LOC56964	0.4965
KIAA0841	-0.8625
ISCU	0.7005
TTMA	0.261
ZNF414	0.722
LOC441150	1.87025
RAB15	-2.18625
HBP1	0.7695
TNNT2	-1.71783333333333
CECR5	0.47125
PHGDH	-0.7895
JRK	-0.7754
XPO4	-0.9125
FAM131C	0.429
ARHGAP25	1.7748
CA9	-3.80266666666667
GPR62	2.289
TLX1	-0.320333333333333
GPS1	-0.01675
OR2M2	0.3625
BDP1	-0.433857142857143
FAM70B	-0.04425
RPS29	0.760583333333333
MKLN1	0.2883
TSPAN19	-2.294
SLC29A3	1.4065
LGALS4	0.188333333333333
USH2A	0.337166666666667
NF1	-0.313666666666667
APOBEC3A	3.232
IMPAD1	0.696833333333333
OLR1	2.19
NRAP	-0.114
HCFC1R1	0.618
TAOK2	0.178666666666667
MCM10	-1.183
MAP4K3	0.40625
CBS	-1.80325
CLK3	-1.0148
PCDHGA5	0.1505
ELF4	0.24925
FAM71A	-0.46125
C11orf49	-0.43675
CLIP2	-0.764
BTBD9	1.1063
ZNF524	0.36275
KDELR1	0.411833333333333
ZNF509	0.322
NCSTN	0.2655
ZNF533	-0.876857142857143
PARP4	0.0485
GALNT9	-0.5585
NPY	-2.738
BEGAIN	-3.004
TMEM77	0.565166666666667
FOXRED1	-1.0805
SLC16A2	0.207
SLC35B1	-0.037
GK5	-0.41025
SDCCAG10	-1.741
C4orf20	0.478
SLC9A2	-2.35775
ADD1	0.458285714285714
TAL2	-1.0765
ACLY	0.258875
DNAJC1	0.0455
SOST	-1.62575
USP43	0.598833333333333
CYP4F12	0.00975
FKBP5	-0.269375
CHCHD5	0.7446
NUDT22	-1.27125
CCDC85B	-0.243
OR51G2	0.4185
STRN3	0.216142857142857
TMOD2	1.00425
FLI1	0.50275
MAB21L2	-0.0663333333333333
DGKQ	0.35925
VPRBP	0.450666666666667
SCNN1B	0.7473
ECHDC3	2.8721
TMEM106C	-0.29
CSNK2A2	-0.549
RPL39	-0.6934
HERC3	-0.1092
ZBTB47	0.381
ZNF681	0.5025
PAGE2	-3.46425
CLIC5	2.13257142857143
RABAC1	1.28275
ZFHX2	0.09275
YPEL1	1.781
KIAA0776	1.4995
NR1D2	0.0865
DNAJC4	-0.1365
NPNT	0.3016
ZNF677	0.4035
ZNF536	-0.57325
MEF2B	-0.436416666666667
PTPN4	-0.0045
CTCFL	-5.6795
STX5	0.316
CD72	2.76375
VEGFA	-0.209421052631579
XRCC1	-0.3271
MAS1L	0.487166666666667
ELL	0.7428
SETBP1	-0.78325
CDH11	1.41183333333333
NDC80	-0.329
DMBX1	-1.04425
NRSN1	0.199666666666667
BAT2D1	-0.345125
CDS2	0.556333333333333
C1orf212	0.0826666666666667
SENP3	0.247125
IL1F9	0.2925
EEF2K	0.94
COG8	-0.49525
CEP72	-0.70625
OR1L8	-0.4125
MUS81	-0.100666666666667
PHYH	0.5725
GGT6	1.12583333333333
C22orf23	0.606333333333333
C13orf33	1.96025
MAPK8IP2	2.195
NELL2	0.287
POU3F2	-3.76516666666667
ALPK1	1.11075
MRPS18C	-0.889
RPLP2	-1.10575
FGF22	-0.9505
SPNS1	-0.00783333333333333
ZFP1	-0.63725
IL1RAPL1	-1.51375
PCSK9	-4.17666666666667
NKX2-1	-0.138
C6orf189	-0.103
SP4	-0.284
SLC11A1	1.6432
C21orf25	0.899333333333333
ICAM2	-0.33575
SH3GL1	-0.616833333333333
GSK3B	-0.262666666666667
RALB	0.222625
PDXP	-0.6175
GNGT1	-0.538625
KIR2DL1	0.4155
TNFAIP3	0.359666666666667
C6orf32	0.7483
CBLN2	-1.35075
PANK3	0.5205
TAAR9	0.1335
WDR82	0.489357142857143
APOM	-4.581875
TRIP10	-0.9005
SPATA16	0.318833333333333
C1orf135	-0.7435
USP51	1.24575
TESK1	0.63125
C11orf64	-0.028125
ZNF611	0.5605
PDE6G	1.117
HLA-DQA1	3.345625
GCLC	0.802875
SEC61A1	0.315857142857143
TWSG1	0.419666666666667
ZMYND10	2.548
CTDP1	0.085125
ADAMTS6	-0.869166666666667
SLIT1	-2.3745
KRT86	-1.3765
KIAA0574	-2.22725
GTPBP2	-0.0795
PQLC3	1.0235
PRRX2	0.952833333333333
C15orf44	0.4835
MKKS	-1.070375
C11orf10	-0.9435
GPR110	-0.50425
CD109	-2.71825
ADCY1	0.389333333333333
RHBG	-3.41775
TP53I3	-1.3425
SLC22A3	-1.5036
UCP2	-0.4265
FOXG1	-2.31083333333333
OR2AG1	0.3175
TRIM24	-1.2325
PROC	-4.021875
TAAR6	0.2835
AMTN	-1.3575
C10orf47	-3.12216666666667
DEPDC1	-0.5925
FLJ45557	-0.5385
ZDHHC17	-0.019875
KIAA1429	2.1635
KCNH1	0.44725
VNN3	0.13725
PSMAL	1.2525
PPARD	0.29775
HFM1	0.13075
YBX1	-0.9985
ZNF695	-2.00125
SCTR	-0.294666666666667
DCDC1	0.0845
VPS26B	0.2471
MTF2	-1.4295
ATP6V1F	0.37175
CCDC94	-0.09625
PERF15	-0.0835
CCL11	3.67
LMO7	-1.4055
DCST1	0.474
ADRBK1	0.49125
CDRT4	0.721875
ZNF84	-0.64625
HOXD8	0.1095
STARD8	-0.6865
FOXP2	-1.385
CCDC103	0.6175
POLR3A	-0.3308
GSC	1.66716666666667
ZNF114	-2.42666666666667
HTR7P	2.386
LALBA	-0.1575
RMND5A	-0.2755
PSCD2	0.66825
ZNF409	-0.182
KRTAP1-3	0.472166666666667
MAF1	0.1275
LOC201725	-0.716166666666667
NRN1	-2.699125
SPAG5	-1.089
DNAH7	1.0405
FLJ43860	-0.047
BRCA2	-1.24875
ACADM	0.837125
CXXC6	-3.227
RAGE	-1.910625
CHMP2A	0.906
FAM8A1	1.6382
GPR21	0.415
SLC12A3	-2.98666666666667
FVT1	0.942857142857143
ZDHHC7	-0.803875
FLJ44048	0.69725
SLC44A3	-1.29516666666667
SDSL	0.590333333333333
MMP8	-0.551
PLA2G12B	-3.80283333333333
ACY1	-0.203
MT1E	1.38316666666667
OR4K15	0.1205
TECTB	0.4255
GPR20	-0.32575
IRAK2	-0.0765
RFPL3	-0.3905
MYO9A	0.0295
NARG1L	-0.41625
BLMH	-0.049875
CCDC3	1.8845
C9orf21	-0.0486666666666667
KIAA0513	0.167333333333333
MIER2	0.10275
PNMA2	-2.17275
SH3BP2	0.6333
ANXA10	1.45475
RTN2	1.2975
TFB1M	-1.1975
PRPH2	1.6005
C14orf133	-0.72175
GOLGB1	1.72141666666667
IRX4	-1.389375
NFKBIL1	0.6185
C10orf62	-0.61725
APBB3	-0.7425
RPS10	-0.1613
LOC728378	1.68425
TLE3	0.988111111111111
PSMB7	-0.516375
MESDC1	-0.522
SLC6A1	0.655166666666667
OCLN	-0.526666666666667
PTTG3	-1.98433333333333
NAGLU	0.08025
SERTAD4	-0.712875
SPRY1	-0.0685
FLJ10781	1.54875
MYSM1	-0.842
TRIM4	0.195928571428571
SH3YL1	1.943625
TREM2	3.48633333333333
SERPINI1	4.50225
HDHD3	0.0665
TMEM38A	-0.061625
EID2B	0.6105
TDRD3	-0.241833333333333
SEDLP	0.36325
THSD7A	1.40233333333333
NDST3	-2.517
KLHL15	-0.1185
DHRS12	0.7735
FBXO9	0.620785714285714
TNPO1	-1.04566666666667
MRPL13	0.134833333333333
SNX5	-1.84233333333333
METTL6	0.2
SOD1	1.424375
CHML	-0.791
PACS1	1.2985
SIRT5	0.6158
CAPN2	-0.990166666666667
FXYD5	-1.59016666666667
TWISTNB	-0.678
LRFN1	0.6115
UBE1L	1.873375
UBE1C	0.34475
OR51B2	0.19725
OR4D11	-0.0855
C15orf2	-0.0915
NR4A1	0.542666666666667
LOC339047	-1.8325
TRIM17	-0.422875
ATP5G3	-0.363214285714286
RPL15	0.1525
ADAMTS8	-0.90775
HOXC4	0.6735
C14orf37	0.1495
CEACAM5	-2.774
MYT1L	-0.162666666666667
RASA2	0.18175
OSBPL7	-0.3335
STAG1	-0.294
GIMAP4	4.69583333333333
FUT3	-0.471333333333333
PIF1	-2.449125
LPIN2	0.3048
SH3PX3	0.20375
PDP2	-0.47925
PAPD1	0.161875
ERP27	-0.1825
APOOL	-0.1011
DIABLO	0.06975
TRHR	0.31675
ARMC9	-0.358625
RNF152	1.22225
SLITRK3	-0.0583333333333333
ZNF211	-0.0898
PFDN1	-0.4925
RGS11	2.100625
HS6ST1	0.3594
AKR1D1	-1.9705
TNP2	0.296
STK31	-0.115333333333333
EML4	-0.433833333333333
SGTA	0.292666666666667
HIST1H2BI	-1.26483333333333
PSMD6	-0.909
KIAA1257	3.40725
C18orf55	-0.0346666666666667
FLJ20273	2.840625
RPL28	-1.01333333333333
EPYC	1.052125
NOX3	-0.2985
ELAC1	-0.4475
METT11D1	-0.528
BIN2	0.7195
NACA2	-0.485
CCDC17	-1.0165
HM13	0.6279
UBOX5	-0.6385
UBE2O	-0.339625
UBL5	0.19225
APOLD1	0.79875
C9orf31	0.22275
TNFSF8	0.199
ARHGAP29	-1.353875
PROKR2	0.107
PDE5A	-0.585833333333333
C6orf12	-0.9115
TOM1L1	0.637
WHDC1	-0.101625
FOXI1	0.169666666666667
RAB4A	0.766
TMEM39B	-0.46825
ATPBD1C	-0.56425
FARSA	-0.423
PLEKHG5	-0.44775
CMAS	-0.328166666666667
OR7E24	0.0595
SLC30A1	0.011
CDC42EP5	0.454333333333333
PLAC1	0.21975
KLHL18	-0.0480833333333333
LBA1	0.9018
TAZ	-0.77375
CRIP2	0.9135
BTBD11	-1.67883333333333
C16orf72	0.182
DIO2	-0.4408
LRRCC1	2.43716666666667
CCDC136	-1.659
PRX	-0.065125
RBM5	-0.3488
TMEM85	0.46725
TUBGCP4	-0.0891666666666667
APLN	0.6865
CDK7	-1.02916666666667
SSR2	0.74975
CRELD1	-0.09425
C19orf46	1.95325
GAL3ST4	0.466666666666667
KBTBD10	1.1045
IL28A	0.8105
WDR27	-0.3355
MCM2	-0.795166666666667
SOX14	-0.0265
FLJ39743	0.146
KIAA0922	-0.6345
HIPK4	0.949
FLJ25758	-0.0185
C16orf57	-1.339
PDZD2	-1.3835
MCC	1.56125
HHLA3	0.2961
ID2	-1.13975
C20orf23	2.75991666666667
ZNF688	1.316
APOC2	-1.61316666666667
LOC440093	0.176
FAM50B	2.59116666666667
PWP1	-0.2485
DNAH10	0.07575
HIST1H2BA	0.0545
GPR56	0.534666666666667
METAP2	-0.30825
PAN3	-0.0173333333333333
STXBP4	0.734625
PDHX	-0.297
MTA1	-0.727333333333333
ZBED4	0.098
ZNF720	0.247
CDK2	-0.702125
RHOJ	-0.265375
CDC37	-0.419833333333333
ZER1	0.739625
GRK4	0.62825
PRPH	0.974
POLR2A	0.047625
OGFOD1	-1.30225
NOL5A	-1.151
PHEX	-0.1495
FLJ16478	0.06725
C20orf117	-0.467
CAMTA2	1.6145
C11orf74	-1.28583333333333
DDX17	-0.00741666666666668
C5orf27	-0.076625
PLEKHA2	-1.0794
PDE4DIP	-0.6909
SCN7A	0.661
ZNF559	0.278833333333333
CXCL10	3.655
ZMYM4	0.8205
STK32B	-1.39706666666667
KIAA0888	-1.3541
TACR3	0.524
CKAP2L	-0.018
KIF1A	-1.39633333333333
RSPRY1	0.08175
VCAN	0.04
CYP27C1	-0.312
SYDE1	-1.7195
MED12L	-0.34875
ZDHHC21	0.357625
NHS	-1.5765
TM9SF3	1.13433333333333
DDHD1	-0.167
MAFG	-0.423583333333333
BICD2	0.7021
C14orf119	-0.133666666666667
C14orf43	0.369071428571429
CDH7	-1.921
ALKBH5	0.311785714285714
JUP	1.439
TMEM41A	-0.22
MAMDC4	-1.66933333333333
CBX3	-0.334375
LRRC18	0.071
RBMXL2	-0.3265
PLA2G4D	0.3465
FGF13	-2.7835
KIF3A	0.296833333333333
PDIA6	0.06325
DCXR	-0.435
CASKIN2	-0.0373333333333333
EHD1	-0.364666666666667
MARCKSL1	-0.594166666666667
ZNF496	-0.179
SCAF1	-0.01
KCTD8	-0.4865
TRAF3IP3	0.875571428571429
LSR	0.568
CXorf1	-0.100333333333333
C14orf112	-0.533166666666667
EIF2B1	-0.01375
OMP	-0.321
GSTZ1	-0.606
LOC92017	1.356
ISLR2	0.632
C12orf36	0.275
GATA2	-0.427166666666667
GABRA5	-1.5765
CELSR2	-1.17992857142857
STAM2	0.5612
TNAP	-0.479
PTPMT1	-0.787166666666667
GRP	1.45875
SV2A	-1.73383333333333
MAGEA12	-4.50625
CACNG1	3.743
C18orf19	-0.381
GSG1	0.262333333333333
PTPRJ	-0.251857142857143
FRMPD1	0.32
ZNF668	-0.1715
PLEKHJ1	-1.066625
ADAT1	-0.3718
TMEM50A	1.0743
UCN3	0.005
HOOK1	2.14775
IL17B	-2.0905
MLKL	-0.185333333333333
TTC14	0.850333333333333
KLHL5	1.278625
CRYL1	0.579333333333333
FOXH1	-0.1985
NFYB	0.106625
PPM1G	-0.28325
GOLGA2LY1	-1.7385
NMT1	0.028375
HADHA	0.1005
CHSY-2	1.0555
PLEKHF1	-0.184285714285714
SAGE1	-2.277
MUSTN1	-0.07275
SUHW4	0.8705
TFEB	0.726666666666667
ZFYVE27	-0.29875
ATG12	-1.396
BMI1	0.814285714285714
ZIM3	0.4985
MYH4	-0.641
MASP1	-1.05391666666667
KIAA0984	2.86025
RPAP2	0.33925
ASB5	-0.048
BOLA3	-0.0223333333333333
MIA3	1.63566666666667
KRT35	0.851
KIR3DL3	-0.4175
MRPL51	-0.20425
SEMA3F	0.629333333333333
NDUFB2	0.530166666666667
LOC253012	-1.46575
FAM46C	-1.368
G6PC	-2.244625
CSAG3A	-4.4995
PREX1	1.454
SLC25A45	0.08475
MAPKBP1	0.2618
CPE	-1.888
GNB1	0.354875
CXCR6	2.3375
TRIM46	-0.1785
C16orf3	0.0638333333333333
HPSE	0.935375
TIGD3	0.366
SPG3A	-0.21
LCAT	-2.14533333333333
ST6GAL1	-1.326
POMC	0.1365
FLJ36031	-1.8505
NSMAF	-0.454666666666667
SKIL	1.0665
ADSS	-0.152166666666667
HMGCS1	-0.7791
POLR3F	0.035
RAB10	0.564
ZNF277P	-0.252125
ZBTB7B	1.1735
DHRS1	0.442125
ABCC13	-0.269875
CNOT3	0.075
NFKBIA	1.6125
GAK	0.4175
SFT2D2	1.05416666666667
HOXA6	0.4155
CRTC1	0.39175
LY6D	-1.55666666666667
C20orf72	-0.460666666666667
CPT1A	1.47775
LMO1	-1.167
EIF3I	0.1415
PRB4	-0.04425
MCM3APAS	-1.5485
C20orf132	1.4122
FOXF2	-4.6065
S100A12	0.5595
MLH1	0.267833333333333
ACTN1	-1.0592
MRPL36	0.643
C20orf106	-0.341
FBXO6	2.34866666666667
MKS1	0.0348333333333333
CX3CR1	-2.183875
PDE1B	0.266
PLP1	-3.83925
KISS1	-0.264333333333333
C14orf2	-1.12983333333333
TBC1D3P2	-0.9875
COMMD6	0.0448
ANKRD7	-0.099
PTCHD1	-2.198625
NARS2	1.58575
DOCK7	-0.195
FAM127B	0.49675
LOC390243	-0.0625
N6AMT2	0.54125
ZNF391	-1.066
DNAJB14	0.319166666666667
WRB	0.366
BPI	0.00741666666666665
TTC4	0.492833333333333
FAM10A5	0.34475
GOT1L1	0.0416
MAGED1	1.130625
RESP18	0.27675
WFDC6	0.01425
MT2A	0.446
C11orf56	-0.49725
KIAA1432	-0.192
ROR1	-1.754625
HSD17B14	2.00316666666667
ZFAND2B	-0.298875
SAMD4B	0.408
HEXA	0.1275
HNRNPU	-0.283045454545455
USP39	0.078625
NRD1	0.13575
R3HDML	0.36075
FLT4	0.1745
OMG	0.1474
OR52N4	0.2295
LOC399818	0.35025
ELA2	-2.42175
VENTXP1	-0.489
RFC5	-0.6935
OR52L1	0.3295
PAX5	0.0725
FBXO2	-0.2485
GMEB1	0.107
AKT3	-1.09516666666667
CRB1	-1.5475
CTTN	-1.05183333333333
UTP15	-1.0835
HSBP1	-0.3815
PHF11	1.02225
NDEL1	0.416833333333333
USP8	-0.226
BAIAP2	1.0875
SI	0.274166666666667
ARSJ	-2.7575
BAAT	-2.986
KCNS3	4.09883333333333
LOC126147	-0.0138333333333333
TMEM37	-1.341
C1orf162	3.35066666666667
MBD1	-0.2392
ITGAL	1.55833333333333
WDR73	-0.511166666666667
GKN2	0.242666666666667
ARFGAP1	-0.535125
SLC5A8	-0.714833333333333
ZBTB40	0.6274
CYP4B1	3.06833333333333
LYPLAL1	-1.07475
CHST3	-2.13625
MAP3K9	0.0695
BTAF1	-1.55716666666667
TFAP2E	-0.192
RBM35B	0.124
LOC441251	-0.9335
ANKRD25	-0.360222222222222
UQCRC2	-0.024
MAEA	0.371666666666667
HYAL1	-0.4051
RNPEPL1	-0.278166666666667
CPSF2	-0.5755
PSD3	-2.6246
ABCA13	-0.2605
AGR2	1.515625
GBX1	-0.4505
HDLBP	0.382
ACY3	-0.96625
HECW1	-0.2275
ZNF519	-0.23075
HOPX	2.344375
ZNF304	0.85575
OR12D3	0.4715
FKSG43	-0.191
METTL1	0.526375
MFSD3	-0.6422
PSPH	-1.0275
CLCA3	0.014
DARS2	-0.77
CDC25A	-1.121
BAIAP2L1	0.649
B3GNT5	-1.32025
USP29	-0.2405
ARHGEF10L	0.7655
ATOX1	-0.886375
ADAM30	0.1375
DNASE1	0.87975
STT3A	-0.68975
RAB6IP1	-0.67375
PTN	-1.0475
C1orf106	-1.37746153846154
HECA	1.83725
RNF122	-1.72975
SLC22A18AS	-0.151666666666667
GNG8	0.0135
ELP4	-1.19
FAM65A	-0.3015
RPL10A	0.00116666666666666
IRS4	0.423
MACF1	1.7597
SEC24D	0.75125
LOC374395	-0.47625
TGFB2	-1.950375
MDFIC	0.58825
CHRNE	0.2205
PCMTD2	0.995833333333333
ATP6V0D1	0.0361666666666667
MTA2	-1.1805
LZTR1	-0.144833333333333
RAP1A	0.0495
AXIN1	0.578125
POLR1C	0.43525
TRIO	0.67
PLXNA4A	-0.929166666666667
C5orf33	0.2445
DEPDC1B	-2.157375
ZNF473	-0.499333333333333
MTM1	1.1315
GPR107	0.629833333333333
CSNK1A1L	0.283666666666667
FLJ14154	0.949
NLRC4	4.54
ENPP4	2.46016666666667
PADI3	-0.736
RNF170	-0.353
CG018	1.044
C16orf7	-1.03
KCNE1	0.1055
NRM	-0.371333333333333
SLC37A3	0.155857142857143
TPD52L2	-0.666833333333333
UNC5B	0.26875
C12orf12	0.246166666666667
SDHB	-0.0295
CLRN1	0.2935
NUDT10	-2.11583333333333
UGT3A1	0.20375
FBXW8	1.232125
RHOF	-0.3435
PTPLAD1	0.054125
MYO3B	-0.68875
DERA	-1.32925
TPP2	-1.127
C19orf53	-0.0298333333333333
GINS3	-0.701
ST6GALNAC5	0.5875
CHSY1	-0.08275
MGC15705	0.282
GPR83	0.0305
EXT2	-0.51925
DOLK	0.27275
TUBAL3	-0.13125
ACVRL1	2.0762
ABL2	-0.39325
C14orf156	-1.66366666666667
PTPRZ1	-4.59
DIP2C	0.467625
LAMP1	0.89825
RXRA	0.7502
MAP3K5	-0.30525
ALKBH1	-0.4825
PDLIM7	-0.92
ARL14	-1.271
SNIP1	0.303833333333333
TIMP3	1.10016666666667
RGS3	0.768666666666667
SPAG16	0.9955
ABHD4	0.902
ARHGEF12	0.682666666666667
GLUD2	0.2765
RAC2	-0.581
UAP1L1	-0.6335
SLC18A3	0.2885
YOD1	-0.837
RALY	0.3185
HMOX2	1.108125
DGKH	-1.00175
DBNDD2	2.74616666666667
YIPF4	1.46
THAP10	0.63
ZNF513	0.569
HAGHL	-0.515833333333333
ITGB4	-1.245
CCDC141	-0.7475
YTHDF3	0.0605
C5orf28	1.46425
RPL7L1	0.157625
TMEM30B	0.797142857142857
ANKRD35	-0.0115
DUOXA2	-0.181
TBC1D5	0.61525
DFNB59	0.212
HRH4	0.23825
MYO6	3.2172
DNAJA4	3.245625
RBM24	-0.90675
CEACAM20	-1.41275
RBM23	0.715928571428571
NGFB	-0.0585
C1orf63	-0.0187999999999999
KRTAP7-1	-0.1955
PERLD1	1.00725
NPB	-0.2125
C17orf59	0.6253
HSPBAP1	-0.17375
SLC15A4	-0.314875
PRTFDC1	1.2955
OSMR	-2.08628571428571
CYSLTR2	0.2395
C19orf25	-0.2938
KIAA1797	0.0455
NLRP6	0.3315
FAM105B	1.0878
SCRN2	-1.15883333333333
LRRC58	0.4638
RNF17	0.321375
NEIL3	-2.2915
FAM137A	-1.09375
SKP2	-2.8025
PARVA	0.264
PKLR	-1.767
RNF34	0.869625
A3GALT2	0.21725
C12orf50	0.483833333333333
SUNC1	-1.9275
FAM102B	0.233166666666667
CCT2	-0.5175
LRRC37A2	0.081
ARF4	1.2975
SIKE	-0.341
C8orf48	-1.7955
MBTPS1	0.163142857142857
GPSN2	-0.2325
NCF2	3.75025
SLC12A6	-0.1615
MRPL48	-1.03925
HMGN3	0.493833333333333
LRRC62	-0.945
PAX9	-1.762875
FAM55A	-0.294
C20orf42	-3.88833333333333
SCML2	-0.553
BCL9	-0.1945
FAM40A	-0.655
C9orf41	-0.1925
ZNF774	0.2935
LETM1	-0.18625
PLXNB1	-0.6495
NIPSNAP1	0.614875
USP10	-0.00325
F9	0.20875
LIPE	1.36275
CNGB3	4.845
C12orf52	0.15125
PI4K2A	0.345
MED8	0.546875
STAT4	1.628
FGD4	-0.737333333333333
RNF145	-2.88066666666667
WDR32	1.4654
CLDN2	-0.0785
TCEAL8	0.754
ZMYND8	0.0676
PDXK	-0.431125
GATAD2A	0.055
PTGES3	-0.284
CCM2	-0.5635
TAP1	2.686875
ZNF670	-0.3365
ETS2	-0.116571428571429
C6orf166	0.609833333333333
PRMT2	1.01914285714286
OR4B1	0.544
INTS8	1.9455
CCDC102A	-0.54925
CCDC83	-0.6675
ITGA1	-1.0641
EPHA5	-1.7935
FAM24B	-1.00533333333333
TSGA10	3.68025
HAL	-1.60066666666667
MYOT	5.95625
SPACA3	-0.01225
BCL2L2	0.509333333333333
CUGBP2	-1.044
CCNB3	1.243
RNF113B	-0.242
MERTK	-0.58325
BAG1	-0.21575
VPS36	-0.7875
ORMDL3	1.2007
C1orf190	1.32925
ZNF625	0.2035
CORO2B	-2.4825
ALOX15	0.727
CST1	3.1865
NUPR1	3.16283333333333
CCL7	1.6935
SMCR5	-2.9265
DSC2	-0.2235
RBMS2	0.29425
GRIK4	0.8025
TRIM65	0.5318
TMPRSS6	1.76742857142857
TP53INP2	1.636
GLB1L	2.21166666666667
LOC388284	0.832333333333333
PUS1	-1.03342857142857
BCL9L	-0.406
OLFM1	-1.93441666666667
RET	0.31525
MASTL	-1.474
ALX3	-0.01325
IL1RL1	-0.314666666666667
ZNF765	-0.953
C14orf138	-1.173
SNX10	1.182
TAC4	0.019
C1orf64	2.890375
POGK	-0.002875
MAPK9	0.37175
ZNF366	3.163
C8orf79	-0.7835
CLDN7	2.043375
OR5AT1	0.2185
TRIM37	-0.32775
LRRC25	2.6385
GRHL2	2.581
TEKT3	0.77525
LASS5	0.4945
ABCC4	-1.87975
DLG3	0.96925
VGLL1	0.159125
ZFP36L2	-0.086
MFRP	0.339333333333333
KIAA1799	1.23325
FLJ44379	0.003
PCNX	-0.21425
ANXA9	2.089
CYP4V2	1.9077
PIK3C2A	0.26425
SRR	0.6
NOL3	-0.51975
IFITM2	0.348
ARNTL2	-1.69075
ZNF595	1.41375
NLRP13	-0.1505
ASPH	-0.90525
CPA2	0.00449999999999999
PVRIG	-0.651833333333333
LEPR	-1.98633333333333
C16orf42	1.15
SH3BGRL	3.655
FAM77D	-0.986666666666667
FNDC7	-1.0165
C9orf6	0.626666666666667
NOTCH2NL	0.6965
PGBD1	0.316666666666667
SYNGR2	1.0995
PITPNA	0.3245
PRPF4B	-0.2931
SLC43A3	-1.09128571428571
NRBP1	-0.03025
SLC25A22	0.07475
ILK	-0.818875
SLC22A8	0.422333333333333
MRPS7	0.717375
PITX2	-4.733
FABP3	-0.04625
OR1L1	0.084
LOC728215	-0.616875
BLID	-1.6
KIAA1217	1.95382352941176
TFPT	-0.49175
AP4B1	-0.523
VBP1	-0.42075
OR1K1	0.166
MORC3	0.8865
BHMT2	1.7115
C3orf10	0.853875
FZD7	-2.25483333333333
WFDC10A	-0.013
PMS2CL	-0.832375
CCDC32	0.515833333333333
FA2H	-1.283
ALG13	-0.6035
TTLL7	-2.0758
SPOCK3	-0.03475
SLC13A2	0.6
AIM1	-0.86225
GPRC6A	0.2065
EGR2	4.5485
MED11	0.0255
WWC1	0.69225
SH3GL3	-4.1235
RIF1	-0.220285714285714
PRLH	-0.2195
VLDLR	-3.955
DBT	0.512875
C21orf63	0.88375
CGGBP1	0.179875
KRTAP12-2	0.2195
TADA3L	0.063
ZBTB16	0.39925
PDGFB	1.09375
RFX1	0.11225
UQCRB	1.3227
LOC133874	0.454
HPS3	-1.5815
LGALS3BP	0.5679
DKFZP564O0823	0.696285714285714
MRFAP1L1	0.908625
HOXA10	-1.80916666666667
NGB	-0.3835
KIF21A	0.841692307692308
IFLTD1	-0.107
LZTS1	-1.534
ARHGEF3	1.21225
RHBDL3	-0.6375
CSNK1G2	-0.636666666666667
ChGn	-1.870375
KIAA1244	3.41766666666667
GABRB2	0.397
MGC72080	-0.262
CD27	3.3525
EGLN1	-1.4455
PEX13	0.642
RWDD3	-0.04
RNF12	-0.252333333333333
GRIN2B	-0.3075
ADAMTS14	-0.989125
DYDC2	3.09966666666667
ATP6AP1	1.5326
NR1H2	0.245333333333333
PDK2	0.76475
C3orf17	-0.2545
SLC38A2	-0.761214285714286
SLC25A29	-1.556
C15orf29	0.9
ADAM9	-1.37791666666667
TMUB2	0.77275
GPR176	-0.5585
AGK	-0.224875
MCCD1	3.42025
NDUFA4	-0.43275
TMEM146	-0.6255
DUSP1	2.875125
UNQ6975	1.174
EMX2OS	3.17375
INSM2	-0.42375
LUZP4	-0.566
SETD6	-0.5705
P2RY2	-0.86125
SLC45A2	-1.3665
RABGAP1	0.455333333333333
